카테고리,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2020년12월_남_100세 이상,212,30,17,13,22,11,14,7,11,14,13,14,11,1,9,6,7,7,1,5,6,8,3,5,2,5
2020년12월_여_총인구수,"1,310,211","248,694","111,655","137,039","126,591","70,023","80,246","202,608","52,049","50,203","49,594","36,406","130,923","11,364","26,459","12,562","8,429","19,116","21,488","15,287","20,941","54,930","28,261","15,641","24,275","4,121"
2020년12월_여_연령구간인구수,"1,310,211","248,694","111,655","137,039","126,591","70,023","80,246","202,608","52,049","50,203","49,594","36,406","130,923","11,364","26,459","12,562","8,429","19,116","21,488","15,287","20,941","54,930","28,261","15,641","24,275","4,121"
2020년12월_여_0~9세,"91,832","19,073","8,420","10,653","7,900","5,021","5,061","20,054","2,947","2,811","2,512","1,957","10,035",311,909,476,341,844,747,690,945,"4,623","2,275",672,"1,439",189
2020년12월_여_10~19세,"107,254","22,266","10,083","12,183","9,944","5,651","6,549","21,510","4,259","3,099","3,608","2,559","10,922",438,"1,093",572,459,"1,028","1,099",950,994,"5,423","2,031",865,"1,705",230
2020년12월_여_20~29세,"123,333","24,106","10,727","13,379","11,729","6,407","7,596","25,258","3,957","4,156","3,413","2,690","16,315",595,"1,340",669,470,"1,018","1,156","1,063","1,434","5,198","1,786",831,"1,819",327
2020년12월_여_30~39세,"135,834","28,081","12,389","15,692","11,872","7,139","7,460","30,683","3,977","4,273","3,430","2,710","15,393",560,"1,439",701,475,"1,168","1,302","1,021","1,479","6,770","2,713",891,"1,956",341
2020년12월_여_40~49세,"183,302","38,353","17,274","21,079","17,570","9,170","10,715","36,167","6,693","5,708","5,399","4,062","20,253",886,"1,947","1,017",709,"1,722","1,949","1,674","1,920","9,508","3,214","1,339","2,828",499
2020년12월_여_50~59세,"221,920","44,905","19,886","25,019","22,636","11,424","12,925","34,190","8,802","8,515","7,900","5,825","22,363","1,880","4,000","2,215","1,351","2,891","3,421","2,579","3,855","8,976","3,885","2,649","3,964",769
2020년12월_여_60~69세,"206,309","40,054","18,523","21,531","20,888","11,203","13,247","19,236","9,573","9,372","9,330","6,911","17,856","2,525","5,870","2,775","1,735","3,873","4,813","2,982","4,433","6,628","4,737","3,295","4,142",831
2020년12월_여_70~79세,"133,935","19,705","9,010","10,695","13,651","7,589","9,196","9,002","6,530","6,941","7,187","5,264","10,796","2,164","5,061","2,275","1,521","3,529","3,579","2,288","3,123","4,331","3,796","2,613","3,228",566
2020년12월_여_80~89세,"90,756","10,319","4,559","5,760","8,918","5,451","6,303","5,516","4,464","4,697","5,734","3,733","6,086","1,726","4,140","1,596","1,156","2,592","2,924","1,795","2,357","2,963","3,257","2,079","2,644",306
2020년12월_여_90~99세,"14,955","1,750",744,"1,006","1,413",926,"1,146",947,798,602,"1,032",652,850,265,621,251,191,428,478,239,379,477,536,382,536,56
2020년12월_여_100세 이상,781,82,40,42,70,42,48,45,49,29,49,43,54,14,39,15,21,23,20,6,22,33,31,25,14,7
2021년01월_계_총인구수,"2,637,639","502,736","230,381","272,355","253,475","140,511","158,675","415,949","103,043","101,799","97,159","70,919","264,150","23,216","51,601","25,030","16,638","36,245","42,245","31,310","43,335","114,777","55,709","31,407","48,675","9,035"
2021년01월_계_연령구간인구수,"2,637,639","502,736","230,381","272,355","253,475","140,511","158,675","415,949","103,043","101,799","97,159","70,919","264,150","23,216","51,601","25,030","16,638","36,245","42,245","31,310","43,335","114,777","55,709","31,407","48,675","9,035"
2021년01월_계_0~9세,"188,090","39,353","17,323","22,030","16,097","10,379","10,551","41,017","6,047","5,645","5,201","4,013","20,310",675,"1,894",973,728,"1,644","1,506","1,404","1,906","9,489","4,602","1,362","2,906",388
2021년01월_계_10~19세,"225,638","46,703","21,198","25,505","20,859","12,204","13,695","44,863","8,855","6,683","7,499","5,493","22,726",955,"2,292","1,212",924,"2,112","2,286","2,029","2,251","11,545","4,395","1,863","3,740",454
2021년01월_계_20~29세,"283,151","56,420","26,302","30,118","26,785","14,608","16,710","56,508","9,622","10,038","8,075","6,127","36,199","1,502","3,103","1,677","1,158","2,401","2,829","2,509","3,485","11,993","4,116","1,984","4,476",826
2021년01월_계_30~39세,"289,674","59,250","26,745","32,505","25,322","15,107","15,400","65,378","8,444","9,387","7,430","5,634","33,146","1,304","3,208","1,686","1,021","2,399","2,750","2,240","3,279","14,778","5,462","1,911","4,293",845
2021년01월_계_40~49세,"382,585","77,034","35,611","41,423","36,596","19,331","22,224","73,053","13,876","12,607","11,477","8,663","41,517","2,138","4,683","2,370","1,708","3,850","4,445","3,801","4,733","20,646","7,109","3,206","6,231","1,287"
2021년01월_계_50~59세,"458,984","89,959","41,325","48,634","46,852","23,878","26,412","69,826","17,887","18,213","16,668","11,940","45,038","4,280","8,657","4,715","2,961","6,145","7,258","5,918","8,459","19,673","8,067","5,746","8,602","1,830"
2021년01월_계_60~69세,"411,909","79,086","36,780","42,306","41,412","22,177","25,827","39,919","18,457","18,798","18,417","13,409","35,198","5,373","11,848","5,542","3,461","7,431","9,651","6,290","9,367","13,879","9,489","6,856","8,255","1,767"
2021년01월_계_70~79세,"241,832","37,235","17,369","19,866","24,600","13,409","16,599","16,090","11,877","12,584","12,627","9,242","19,520","4,015","8,905","4,036","2,677","5,904","6,617","4,108","5,843","7,691","6,795","4,722","5,686","1,050"
2021년01월_계_80~89세,"135,776","15,421","6,784","8,637","13,100","8,159","9,725","8,076","6,878","6,983","8,416","5,519","9,322","2,625","6,160","2,493","1,716","3,802","4,278","2,682","3,486","4,421","4,972","3,220","3,825",497
2021년01월_계_90~99세,"19,000","2,164",885,"1,279","1,762","1,205","1,467","1,167","1,039",817,"1,285",821,"1,108",333,802,305,255,527,605,318,499,622,668,507,645,79
2021년01월_계_100세 이상,"1,000",111,59,52,90,54,65,52,61,44,64,58,66,16,49,21,29,30,20,11,27,40,34,30,16,12
2021년01월_남_총인구수,"1,328,384","254,224","118,821","135,403","126,853","70,504","78,563","213,567","51,041","51,699","47,589","34,770","132,986","11,853","25,211","12,477","8,237","17,163","20,782","16,044","22,429","59,819","27,411","15,817","24,412","4,933"
2021년01월_남_연령구간인구수,"1,328,384","254,224","118,821","135,403","126,853","70,504","78,563","213,567","51,041","51,699","47,589","34,770","132,986","11,853","25,211","12,477","8,237","17,163","20,782","16,044","22,429","59,819","27,411","15,817","24,412","4,933"
2021년01월_남_0~9세,"97,000","20,438","8,974","11,464","8,241","5,391","5,530","21,139","3,127","2,868","2,688","2,074","10,354",362,994,499,386,818,769,729,963,"4,905","2,340",700,"1,485",200
2021년01월_남_10~19세,"118,494","24,464","11,136","13,328","10,903","6,583","7,163","23,361","4,615","3,588","3,921","2,974","11,795",521,"1,192",643,472,"1,080","1,169","1,080","1,259","6,096","2,354","1,001","2,027",233
2021년01월_남_20~29세,"160,287","32,356","15,544","16,812","15,109","8,202","9,152","31,358","5,659","5,935","4,692","3,481","19,862",914,"1,791","1,021",678,"1,395","1,683","1,457","2,073","6,813","2,329","1,169","2,662",496
2021년01월_남_30~39세,"154,509","31,345","14,471","16,874","13,513","7,965","7,979","34,873","4,490","5,106","3,997","2,973","17,795",750,"1,785",985,551,"1,232","1,464","1,220","1,799","8,037","2,759","1,046","2,337",508
2021년01월_남_40~49세,"199,686","38,761","18,378","20,383","19,060","10,197","11,568","36,922","7,200","6,950","6,085","4,653","21,271","1,259","2,734","1,358","1,006","2,140","2,488","2,139","2,815","11,134","3,874","1,867","3,415",790
2021년01월_남_50~59세,"237,416","45,143","21,460","23,683","24,210","12,451","13,551","35,619","9,115","9,735","8,811","6,172","22,566","2,409","4,691","2,504","1,625","3,271","3,865","3,321","4,641","10,674","4,204","3,109","4,658","1,071"
2021년01월_남_60~69세,"204,435","38,779","18,174","20,605","20,396","10,927","12,492","20,481","8,841","9,419","9,027","6,500","17,226","2,821","5,953","2,762","1,732","3,553","4,822","3,310","4,915","7,203","4,717","3,550","4,081",928
2021년01월_남_70~79세,"107,885","17,444","8,306","9,138","10,934","5,836","7,427","7,079","5,358","5,615","5,464","3,993","8,671","1,853","3,870","1,769","1,161","2,383","3,038","1,826","2,715","3,355","3,025","2,112","2,472",485
2021년01월_남_80~89세,"44,562","5,070","2,219","2,851","4,123","2,679","3,370","2,514","2,397","2,272","2,644","1,771","3,188",894,"2,015",872,558,"1,188","1,362",881,"1,130","1,452","1,682","1,135","1,170",195
2021년01월_남_90~99세,"3,895",394,142,252,342,262,316,214,228,197,247,164,247,69,177,58,60,96,121,76,113,142,124,123,103,22
2021년01월_남_100세 이상,215,30,17,13,22,11,15,7,11,14,13,15,11,1,9,6,8,7,1,5,6,8,3,5,2,5
2021년01월_여_총인구수,"1,309,255","248,512","111,560","136,952","126,622","70,007","80,112","202,382","52,002","50,100","49,570","36,149","131,164","11,363","26,390","12,553","8,401","19,082","21,463","15,266","20,906","54,958","28,298","15,590","24,263","4,102"
2021년01월_여_연령구간인구수,"1,309,255","248,512","111,560","136,952","126,622","70,007","80,112","202,382","52,002","50,100","49,570","36,149","131,164","11,363","26,390","12,553","8,401","19,082","21,463","15,266","20,906","54,958","28,298","15,590","24,263","4,102"
2021년01월_여_0~9세,"91,090","18,915","8,349","10,566","7,856","4,988","5,021","19,878","2,920","2,777","2,513","1,939","9,956",313,900,474,342,826,737,675,943,"4,584","2,262",662,"1,421",188
2021년01월_여_10~19세,"107,144","22,239","10,062","12,177","9,956","5,621","6,532","21,502","4,240","3,095","3,578","2,519","10,931",434,"1,100",569,452,"1,032","1,117",949,992,"5,449","2,041",862,"1,713",221
2021년01월_여_20~29세,"122,864","24,064","10,758","13,306","11,676","6,406","7,558","25,150","3,963","4,103","3,383","2,646","16,337",588,"1,312",656,480,"1,006","1,146","1,052","1,412","5,180","1,787",815,"1,814",330
2021년01월_여_30~39세,"135,165","27,905","12,274","15,631","11,809","7,142","7,421","30,505","3,954","4,281","3,433","2,661","15,351",554,"1,423",701,470,"1,167","1,286","1,020","1,480","6,741","2,703",865,"1,956",337
2021년01월_여_40~49세,"182,899","38,273","17,233","21,040","17,536","9,134","10,656","36,131","6,676","5,657","5,392","4,010","20,246",879,"1,949","1,012",702,"1,710","1,957","1,662","1,918","9,512","3,235","1,339","2,816",497
2021년01월_여_50~59세,"221,568","44,816","19,865","24,951","22,642","11,427","12,861","34,207","8,772","8,478","7,857","5,768","22,472","1,871","3,966","2,211","1,336","2,874","3,393","2,597","3,818","8,999","3,863","2,637","3,944",759
2021년01월_여_60~69세,"207,474","40,307","18,606","21,701","21,016","11,250","13,335","19,438","9,616","9,379","9,390","6,909","17,972","2,552","5,895","2,780","1,729","3,878","4,829","2,980","4,452","6,676","4,772","3,306","4,174",839
2021년01월_여_70~79세,"133,947","19,791","9,063","10,728","13,666","7,573","9,172","9,011","6,519","6,969","7,163","5,249","10,849","2,162","5,035","2,267","1,516","3,521","3,579","2,282","3,128","4,336","3,770","2,610","3,214",565
2021년01월_여_80~89세,"91,214","10,351","4,565","5,786","8,977","5,480","6,355","5,562","4,481","4,711","5,772","3,748","6,134","1,731","4,145","1,621","1,158","2,614","2,916","1,801","2,356","2,969","3,290","2,085","2,655",302
2021년01월_여_90~99세,"15,105","1,770",743,"1,027","1,420",943,"1,151",953,811,620,"1,038",657,861,264,625,247,195,431,484,242,386,480,544,384,542,57
2021년01월_여_100세 이상,785,81,42,39,68,43,50,45,50,30,51,43,55,15,40,15,21,23,19,6,21,32,31,25,14,7
2021년02월_계_총인구수,"2,636,747","503,051","230,712","272,339","253,579","140,560","158,493","415,409","102,917","102,024","96,942","71,030","264,279","23,130","51,501","24,991","16,623","36,188","42,226","31,245","43,234","114,691","55,807","31,317","48,460","9,050"
2021년02월_계_연령구간인구수,"2,636,747","503,051","230,712","272,339","253,579","140,560","158,493","415,409","102,917","102,024","96,942","71,030","264,279","23,130","51,501","24,991","16,623","36,188","42,226","31,245","43,234","114,691","55,807","31,317","48,460","9,050"
2021년02월_계_0~9세,"187,099","39,159","17,256","21,903","16,056","10,316","10,509","40,774","6,029","5,637","5,163","3,974","20,199",668,"1,876",965,739,"1,621","1,489","1,403","1,904","9,412","4,606","1,347","2,859",394
2021년02월_계_10~19세,"225,182","46,648","21,191","25,457","20,826","12,288","13,643","44,689","8,795","6,713","7,449","5,487","22,743",947,"2,265","1,197",916,"2,098","2,283","2,015","2,249","11,537","4,411","1,844","3,693",446
2021년02월_계_20~29세,"281,975","56,372","26,397","29,975","26,574","14,557","16,555","56,213","9,575","10,141","7,960","6,121","36,188","1,475","3,094","1,660","1,137","2,392","2,803","2,503","3,417","11,904","4,126","1,955","4,427",826
2021년02월_계_30~39세,"288,266","59,091","26,677","32,414","25,217","15,029","15,418","65,024","8,404","9,351","7,354","5,630","32,984","1,288","3,170","1,680","1,019","2,364","2,720","2,210","3,255","14,617","5,448","1,892","4,244",857
2021년02월_계_40~49세,"382,383","77,074","35,684","41,390","36,661","19,340","22,145","73,049","13,830","12,575","11,427","8,689","41,531","2,115","4,677","2,358","1,699","3,840","4,435","3,780","4,721","20,668","7,134","3,184","6,173","1,278"
2021년02월_계_50~59세,"458,501","89,844","41,254","48,590","46,885","23,830","26,347","69,861","17,840","18,207","16,650","11,934","45,024","4,258","8,607","4,687","2,955","6,133","7,234","5,876","8,385","19,744","8,075","5,733","8,566","1,826"
2021년02월_계_60~69세,"414,634","79,605","37,008","42,597","41,659","22,336","25,968","40,336","18,559","18,889","18,533","13,521","35,451","5,410","11,898","5,584","3,478","7,459","9,702","6,335","9,408","13,995","9,530","6,875","8,325","1,778"
2021년02월_계_70~79세,"241,712","37,374","17,435","19,939","24,632","13,367","16,551","16,073","11,849","12,625","12,564","9,206","19,582","3,985","8,862","4,020","2,667","5,895","6,645","4,107","5,838","7,696","6,773","4,697","5,655","1,049"
2021년02월_계_80~89세,"136,736","15,569","6,841","8,728","13,198","8,204","9,812","8,172","6,924","7,015","8,477","5,584","9,373","2,637","6,188","2,507","1,726","3,822","4,281","2,679","3,524","4,446","4,994","3,251","3,852",501
2021년02월_계_90~99세,"19,246","2,202",909,"1,293","1,776","1,239","1,477","1,166","1,051",826,"1,301",824,"1,137",331,815,311,260,534,613,326,506,633,677,508,650,83
2021년02월_계_100세 이상,"1,013",113,60,53,95,54,68,52,61,45,64,60,67,16,49,22,27,30,21,11,27,39,33,31,16,12
2021년02월_남_총인구수,"1,328,167","254,420","119,052","135,368","126,929","70,609","78,398","213,328","51,011","51,890","47,506","34,809","133,031","11,820","25,172","12,478","8,231","17,155","20,769","16,013","22,375","59,741","27,441","15,773","24,303","4,965"
2021년02월_남_연령구간인구수,"1,328,167","254,420","119,052","135,368","126,929","70,609","78,398","213,328","51,011","51,890","47,506","34,809","133,031","11,820","25,172","12,478","8,231","17,155","20,769","16,013","22,375","59,741","27,441","15,773","24,303","4,965"
2021년02월_남_0~9세,"96,462","20,321","8,936","11,385","8,203","5,343","5,497","21,013","3,110","2,867","2,677","2,058","10,312",360,989,500,390,812,764,727,966,"4,870","2,332",688,"1,461",202
2021년02월_남_10~19세,"118,357","24,476","11,151","13,325","10,906","6,706","7,131","23,242","4,605","3,620","3,903","2,969","11,784",515,"1,179",639,468,"1,071","1,163","1,071","1,250","6,078","2,359",992,"2,001",229
2021년02월_남_20~29세,"159,730","32,362","15,651","16,711","14,984","8,172","9,042","31,247","5,623","6,053","4,626","3,470","19,824",905,"1,780","1,013",667,"1,392","1,657","1,451","2,044","6,773","2,337","1,160","2,643",505
2021년02월_남_30~39세,"153,836","31,250","14,416","16,834","13,478","7,932","7,990","34,702","4,492","5,096","3,958","2,966","17,721",735,"1,770",983,551,"1,219","1,454","1,210","1,774","7,947","2,747","1,034","2,307",520
2021년02월_남_40~49세,"199,533","38,808","18,421","20,387","19,093","10,196","11,505","36,925","7,157","6,918","6,063","4,668","21,279","1,252","2,729","1,362","1,000","2,130","2,479","2,123","2,822","11,129","3,864","1,851","3,395",785
2021년02월_남_50~59세,"237,223","45,057","21,432","23,625","24,214","12,437","13,544","35,647","9,106","9,720","8,804","6,171","22,591","2,394","4,665","2,486","1,618","3,273","3,858","3,315","4,598","10,700","4,221","3,106","4,624","1,074"
2021년02월_남_60~69세,"205,870","39,047","18,273","20,774","20,532","11,009","12,549","20,697","8,898","9,471","9,101","6,549","17,325","2,847","5,985","2,787","1,752","3,574","4,850","3,332","4,943","7,263","4,736","3,560","4,122",941
2021년02월_남_70~79세,"108,068","17,532","8,360","9,172","10,986","5,828","7,403","7,094","5,349","5,645","5,449","3,981","8,735","1,849","3,862","1,764","1,148","2,391","3,054","1,819","2,723","3,369","3,035","2,113","2,456",483
2021년02월_남_80~89세,"44,927","5,135","2,248","2,887","4,162","2,709","3,402","2,537","2,430","2,290","2,667","1,794","3,200",891,"2,025",880,568,"1,189","1,366",882,"1,132","1,455","1,687","1,140","1,187",199
2021년02월_남_90~99세,"3,944",402,147,255,348,266,319,218,230,196,245,168,248,71,179,58,61,97,123,78,117,149,120,124,105,22
2021년02월_남_100세 이상,217,30,17,13,23,11,16,6,11,14,13,15,12,1,9,6,8,7,1,5,6,8,3,5,2,5
2021년02월_여_총인구수,"1,308,580","248,631","111,660","136,971","126,650","69,951","80,095","202,081","51,906","50,134","49,436","36,221","131,248","11,310","26,329","12,513","8,392","19,033","21,457","15,232","20,859","54,950","28,366","15,544","24,157","4,085"
2021년02월_여_연령구간인구수,"1,308,580","248,631","111,660","136,971","126,650","69,951","80,095","202,081","51,906","50,134","49,436","36,221","131,248","11,310","26,329","12,513","8,392","19,033","21,457","15,232","20,859","54,950","28,366","15,544","24,157","4,085"
2021년02월_여_0~9세,"90,637","18,838","8,320","10,518","7,853","4,973","5,012","19,761","2,919","2,770","2,486","1,916","9,887",308,887,465,349,809,725,676,938,"4,542","2,274",659,"1,398",192
2021년02월_여_10~19세,"106,825","22,172","10,040","12,132","9,920","5,582","6,512","21,447","4,190","3,093","3,546","2,518","10,959",432,"1,086",558,448,"1,027","1,120",944,999,"5,459","2,052",852,"1,692",217
2021년02월_여_20~29세,"122,245","24,010","10,746","13,264","11,590","6,385","7,513","24,966","3,952","4,088","3,334","2,651","16,364",570,"1,314",647,470,"1,000","1,146","1,052","1,373","5,131","1,789",795,"1,784",321
2021년02월_여_30~39세,"134,430","27,841","12,261","15,580","11,739","7,097","7,428","30,322","3,912","4,255","3,396","2,664","15,263",553,"1,400",697,468,"1,145","1,266","1,000","1,481","6,670","2,701",858,"1,937",337
2021년02월_여_40~49세,"182,850","38,266","17,263","21,003","17,568","9,144","10,640","36,124","6,673","5,657","5,364","4,021","20,252",863,"1,948",996,699,"1,710","1,956","1,657","1,899","9,539","3,270","1,333","2,778",493
2021년02월_여_50~59세,"221,278","44,787","19,822","24,965","22,671","11,393","12,803","34,214","8,734","8,487","7,846","5,763","22,433","1,864","3,942","2,201","1,337","2,860","3,376","2,561","3,787","9,044","3,854","2,627","3,942",752
2021년02월_여_60~69세,"208,764","40,558","18,735","21,823","21,127","11,327","13,419","19,639","9,661","9,418","9,432","6,972","18,126","2,563","5,913","2,797","1,726","3,885","4,852","3,003","4,465","6,732","4,794","3,315","4,203",837
2021년02월_여_70~79세,"133,644","19,842","9,075","10,767","13,646","7,539","9,148","8,979","6,500","6,980","7,115","5,225","10,847","2,136","5,000","2,256","1,519","3,504","3,591","2,288","3,115","4,327","3,738","2,584","3,199",566
2021년02월_여_80~89세,"91,809","10,434","4,593","5,841","9,036","5,495","6,410","5,635","4,494","4,725","5,810","3,790","6,173","1,746","4,163","1,627","1,158","2,633","2,915","1,797","2,392","2,991","3,307","2,111","2,665",302
2021년02월_여_90~99세,"15,302","1,800",762,"1,038","1,428",973,"1,158",948,821,630,"1,056",656,889,260,636,253,199,437,490,248,389,484,557,384,545,61
2021년02월_여_100세 이상,796,83,43,40,72,43,52,46,50,31,51,45,55,15,40,16,19,23,20,6,21,31,30,26,14,7
2021년03월_계_총인구수,"2,635,563","503,786","231,019","272,767","252,911","140,720","158,240","414,953","102,738","102,383","96,855","71,924","264,023","23,094","51,404","24,907","16,549","36,043","42,119","31,167","43,105","114,381","55,649","31,232","48,361","9,019"
2021년03월_계_연령구간인구수,"2,635,563","503,786","231,019","272,767","252,911","140,720","158,240","414,953","102,738","102,383","96,855","71,924","264,023","23,094","51,404","24,907","16,549","36,043","42,119","31,167","43,105","114,381","55,649","31,232","48,361","9,019"
2021년03월_계_0~9세,"186,212","38,999","17,170","21,829","16,013","10,266","10,468","40,551","5,987","5,669","5,133","3,993","20,112",656,"1,866",961,726,"1,593","1,476","1,388","1,882","9,311","4,598","1,342","2,830",392
2021년03월_계_10~19세,"224,849","46,612","21,196","25,416","20,705","12,454","13,575","44,435","8,752","6,760","7,515","5,669","22,673",946,"2,244","1,196",918,"2,068","2,268","2,005","2,226","11,462","4,388","1,845","3,681",452
2021년03월_계_20~29세,"281,752","56,716","26,596","30,120","26,452","14,566","16,526","56,050","9,584","10,162","7,895","6,338","36,165","1,462","3,079","1,640","1,131","2,362","2,757","2,469","3,371","11,831","4,097","1,910","4,381",808
2021년03월_계_30~39세,"287,291","58,971","26,589","32,382","25,080","14,946","15,362","64,870","8,378","9,380","7,323","5,684","32,880","1,268","3,156","1,673","1,018","2,345","2,704","2,203","3,216","14,467","5,427","1,881","4,204",855
2021년03월_계_40~49세,"381,224","77,022","35,656","41,366","36,501","19,315","22,010","72,866","13,729","12,597","11,350","8,772","41,359","2,104","4,626","2,341","1,667","3,813","4,398","3,756","4,679","20,624","7,127","3,174","6,137","1,257"
2021년03월_계_50~59세,"457,121","89,623","41,167","48,456","46,680","23,719","26,188","69,842","17,731","18,234","16,609","12,032","44,927","4,234","8,549","4,662","2,924","6,103","7,185","5,843","8,328","19,711","7,985","5,669","8,526","1,817"
2021년03월_계_60~69세,"417,995","80,311","37,289","43,022","41,848","22,569","26,137","40,848","18,700","19,039","18,632","13,710","35,681","5,443","11,970","5,607","3,506","7,497","9,731","6,379","9,526","14,157","9,579","6,921","8,426","1,778"
2021년03월_계_70~79세,"241,666","37,500","17,479","20,021","24,623","13,352","16,540","16,055","11,828","12,662","12,515","9,195","19,637","3,993","8,848","3,979","2,654","5,857","6,661","4,117","5,847","7,689","6,736","4,681","5,640","1,057"
2021년03월_계_80~89세,"137,445","15,749","6,929","8,820","13,192","8,246","9,883","8,221","6,954","7,043","8,520","5,639","9,414","2,641","6,209","2,520","1,720","3,850","4,306","2,677","3,518","4,489","5,024","3,262","3,859",509
2021년03월_계_90~99세,"19,293","2,209",908,"1,301","1,753","1,257","1,489","1,175","1,044",813,"1,321",831,"1,143",334,825,312,266,533,623,322,501,621,663,517,661,80
2021년03월_계_100세 이상,715,74,40,34,64,30,62,40,51,24,42,61,32,13,32,16,19,22,10,8,11,19,25,30,16,14
2021년03월_남_총인구수,"1,327,990","254,914","119,293","135,621","126,619","70,659","78,271","213,131","50,945","52,119","47,455","35,294","132,924","11,810","25,142","12,444","8,204","17,086","20,705","15,993","22,329","59,593","27,391","15,740","24,278","4,944"
2021년03월_남_연령구간인구수,"1,327,990","254,914","119,293","135,621","126,619","70,659","78,271","213,131","50,945","52,119","47,455","35,294","132,924","11,810","25,142","12,444","8,204","17,086","20,705","15,993","22,329","59,593","27,391","15,740","24,278","4,944"
2021년03월_남_0~9세,"96,026","20,229","8,895","11,334","8,183","5,320","5,472","20,893","3,094","2,876","2,663","2,071","10,258",354,983,502,380,803,760,719,953,"4,821","2,340",687,"1,463",202
2021년03월_남_10~19세,"118,190","24,481","11,173","13,308","10,828","6,792","7,089","23,147","4,579","3,650","3,927","3,083","11,746",518,"1,162",632,472,"1,050","1,151","1,072","1,239","6,044","2,336",981,"1,981",230
2021년03월_남_20~29세,"159,753","32,604","15,788","16,816","14,915","8,145","9,044","31,185","5,626","6,096","4,582","3,586","19,839",899,"1,769","1,000",665,"1,376","1,629","1,442","2,028","6,732","2,324","1,148","2,626",493
2021년03월_남_30~39세,"153,340","31,204","14,369","16,835","13,392","7,899","7,960","34,622","4,475","5,092","3,938","2,996","17,659",723,"1,768",974,552,"1,219","1,445","1,206","1,760","7,876","2,738","1,028","2,290",524
2021년03월_남_40~49세,"198,786","38,780","18,430","20,350","19,005","10,174","11,444","36,807","7,106","6,915","6,009","4,703","21,187","1,234","2,709","1,349",982,"2,105","2,449","2,108","2,789","11,100","3,851","1,844","3,371",765
2021년03월_남_50~59세,"236,757","45,034","21,407","23,627","24,140","12,374","13,436","35,637","9,075","9,734","8,800","6,234","22,548","2,392","4,635","2,489","1,606","3,269","3,832","3,297","4,582","10,678","4,185","3,071","4,637","1,072"
2021년03월_남_60~69세,"207,695","39,350","18,408","20,942","20,639","11,137","12,659","20,964","8,970","9,585","9,159","6,647","17,453","2,871","6,024","2,804","1,768","3,597","4,880","3,357","5,004","7,361","4,780","3,586","4,160",940
2021년03월_남_70~79세,"108,170","17,604","8,381","9,223","11,002","5,827","7,408","7,094","5,348","5,676","5,428","3,973","8,766","1,856","3,866","1,753","1,152","2,368","3,051","1,827","2,732","3,368","3,023","2,108","2,449",491
2021년03월_남_80~89세,"45,250","5,217","2,287","2,930","4,166","2,721","3,423","2,563","2,443","2,297","2,699","1,818","3,218",894,"2,042",880,561,"1,200","1,383",886,"1,131","1,466","1,692","1,157","1,193",200
2021년03월_남_90~99세,"3,903",396,145,251,336,268,324,216,220,194,245,168,244,68,180,58,62,96,124,76,110,145,120,126,105,22
2021년03월_남_100세 이상,120,15,10,5,13,2,12,3,9,4,5,15,6,1,4,3,4,3,1,3,1,2,2,4,3,5
2021년03월_여_총인구수,"1,307,573","248,872","111,726","137,146","126,292","70,061","79,969","201,822","51,793","50,264","49,400","36,630","131,099","11,284","26,262","12,463","8,345","18,957","21,414","15,174","20,776","54,788","28,258","15,492","24,083","4,075"
2021년03월_여_연령구간인구수,"1,307,573","248,872","111,726","137,146","126,292","70,061","79,969","201,822","51,793","50,264","49,400","36,630","131,099","11,284","26,262","12,463","8,345","18,957","21,414","15,174","20,776","54,788","28,258","15,492","24,083","4,075"
2021년03월_여_0~9세,"90,186","18,770","8,275","10,495","7,830","4,946","4,996","19,658","2,893","2,793","2,470","1,922","9,854",302,883,459,346,790,716,669,929,"4,490","2,258",655,"1,367",190
2021년03월_여_10~19세,"106,659","22,131","10,023","12,108","9,877","5,662","6,486","21,288","4,173","3,110","3,588","2,586","10,927",428,"1,082",564,446,"1,018","1,117",933,987,"5,418","2,052",864,"1,700",222
2021년03월_여_20~29세,"121,999","24,112","10,808","13,304","11,537","6,421","7,482","24,865","3,958","4,066","3,313","2,752","16,326",563,"1,310",640,466,986,"1,128","1,027","1,343","5,099","1,773",762,"1,755",315
2021년03월_여_30~39세,"133,951","27,767","12,220","15,547","11,688","7,047","7,402","30,248","3,903","4,288","3,385","2,688","15,221",545,"1,388",699,466,"1,126","1,259",997,"1,456","6,591","2,689",853,"1,914",331
2021년03월_여_40~49세,"182,438","38,242","17,226","21,016","17,496","9,141","10,566","36,059","6,623","5,682","5,341","4,069","20,172",870,"1,917",992,685,"1,708","1,949","1,648","1,890","9,524","3,276","1,330","2,766",492
2021년03월_여_50~59세,"220,364","44,589","19,760","24,829","22,540","11,345","12,752","34,205","8,656","8,500","7,809","5,798","22,379","1,842","3,914","2,173","1,318","2,834","3,353","2,546","3,746","9,033","3,800","2,598","3,889",745
