카테고리,전라북도 부안군,전라북도 부안군 부안읍,전라북도 부안군 주산면,전라북도 부안군 동진면,전라북도 부안군 행안면,전라북도 부안군 계화면,전라북도 부안군 보안면,전라북도 부안군 변산면,전라북도 부안군 진서면,전라북도 부안군 백산면,전라북도 부안군 상서면,전라북도 부안군 하서면,전라북도 부안군 줄포면,전라북도 부안군 위도면
2021년05월_남_0~9세,"1,303",845,23,35,23,39,23,116,41,25,33,40,45,15
2021년05월_남_10~19세,"1,912","1,215",39,59,62,76,50,134,61,51,44,53,54,14
2021년05월_남_20~29세,"2,363","1,196",62,114,85,106,72,202,105,85,88,99,111,38
2021년05월_남_30~39세,"2,034",992,63,90,105,141,60,196,74,78,70,67,64,34
2021년05월_남_40~49세,"3,346","1,534",95,165,139,239,131,308,118,139,103,143,152,80
2021년05월_남_50~59세,"4,785","1,735",169,281,233,296,240,465,228,242,241,272,248,135
2021년05월_남_60~69세,"4,893","1,492",225,306,263,360,295,453,267,266,253,281,277,155
2021년05월_남_70~79세,"3,359",870,158,235,145,318,222,288,202,219,171,213,224,94
2021년05월_남_80~89세,"1,491",360,88,124,81,126,113,104,63,128,81,111,74,38
2021년05월_남_90~99세,141,22,11,15,11,11,11,9,5,15,5,16,8,2
2021년05월_남_100세 이상,2,0,0,0,1,0,1,0,0,0,0,0,0,0
2021년05월_여_총인구수,"25,918","10,692",976,"1,418","1,056","1,690","1,218","2,160","1,112","1,286","1,122","1,359","1,291",538
2021년05월_여_연령구간인구수,"25,918","10,692",976,"1,418","1,056","1,690","1,218","2,160","1,112","1,286","1,122","1,359","1,291",538
2021년05월_여_0~9세,"1,180",777,18,25,43,59,24,86,30,22,26,31,26,13
2021년05월_여_10~19세,"1,734","1,118",19,59,49,75,30,141,38,46,41,50,50,18
2021년05월_여_20~29세,"1,809",971,47,76,67,90,58,155,48,65,79,74,53,26
2021년05월_여_30~39세,"1,732","1,030",40,64,63,79,42,145,60,34,42,59,52,22
2021년05월_여_40~49세,"2,634","1,549",45,82,80,133,59,201,89,77,70,108,100,41
2021년05월_여_50~59세,"3,914","1,733",130,184,163,195,189,373,171,163,168,172,201,72
2021년05월_여_60~69세,"4,877","1,547",233,277,197,402,271,458,299,263,211,287,304,128
2021년05월_여_70~79세,"4,346","1,138",217,332,196,396,265,335,219,307,236,310,275,120
2021년05월_여_80~89세,"3,183",734,187,274,166,231,246,225,134,267,216,230,194,79
2021년05월_여_90~99세,489,90,38,45,31,28,33,40,21,40,32,36,36,19
2021년05월_여_100세 이상,20,5,2,0,1,2,1,1,3,2,1,2,0,0
2021년06월_계_총인구수,"51,419","20,918","1,899","2,832","2,199","3,378","2,436","4,426","2,268","2,526","2,211","2,638","2,542","1,146"
2021년06월_계_연령구간인구수,"51,419","20,918","1,899","2,832","2,199","3,378","2,436","4,426","2,268","2,526","2,211","2,638","2,542","1,146"
2021년06월_계_0~9세,"2,472","1,619",40,60,65,95,47,201,71,46,60,68,70,30
2021년06월_계_10~19세,"3,621","2,334",56,110,112,148,80,270,98,93,84,102,103,31
2021년06월_계_20~29세,"4,167","2,174",112,191,145,194,127,363,150,151,164,171,160,65
2021년06월_계_30~39세,"3,742","2,001",104,155,169,216,103,338,131,111,112,129,115,58
2021년06월_계_40~49세,"5,943","3,079",135,238,219,367,187,504,206,209,176,249,251,123
2021년06월_계_50~59세,"8,655","3,449",297,467,393,488,428,831,397,404,405,444,446,206
2021년06월_계_60~69세,"9,776","3,037",454,587,463,756,569,914,568,534,467,562,585,280
2021년06월_계_70~79세,"7,690","2,008",372,564,342,715,488,623,418,525,408,518,495,214
2021년06월_계_80~89세,"4,698","1,100",278,399,245,358,361,330,199,397,296,344,273,118
2021년06월_계_90~99세,633,112,49,61,44,39,44,51,27,54,38,49,44,21
2021년06월_계_100세 이상,22,5,2,0,2,2,2,1,3,2,1,2,0,0
2021년06월_남_총인구수,"25,563","10,243",926,"1,419","1,143","1,697","1,216","2,265","1,165","1,246","1,087","1,288","1,257",611
2021년06월_남_연령구간인구수,"25,563","10,243",926,"1,419","1,143","1,697","1,216","2,265","1,165","1,246","1,087","1,288","1,257",611
2021년06월_남_0~9세,"1,297",843,22,35,23,38,23,114,41,25,33,38,45,17
2021년06월_남_10~19세,"1,899","1,216",39,54,62,75,49,131,60,50,42,53,54,14
2021년06월_남_20~29세,"2,352","1,204",63,116,80,101,68,204,103,83,85,100,107,38
2021년06월_남_30~39세,"2,024",979,64,91,107,140,60,193,73,79,69,68,64,37
2021년06월_남_40~49세,"3,320","1,524",91,160,140,236,129,307,119,135,106,142,149,82
2021년06월_남_50~59세,"4,775","1,728",170,279,232,294,241,461,229,245,240,272,250,134
2021년06월_남_60~69세,"4,896","1,491",221,310,262,356,298,453,271,268,254,278,281,153
2021년06월_남_70~79세,"3,362",874,156,236,145,320,222,288,200,221,171,213,220,96
2021년06월_남_80~89세,"1,496",361,89,122,80,126,114,105,64,126,82,110,79,38
2021년06월_남_90~99세,140,23,11,16,11,11,11,9,5,14,5,14,8,2
2021년06월_남_100세 이상,2,0,0,0,1,0,1,0,0,0,0,0,0,0
2021년06월_여_총인구수,"25,856","10,675",973,"1,413","1,056","1,681","1,220","2,161","1,103","1,280","1,124","1,350","1,285",535
2021년06월_여_연령구간인구수,"25,856","10,675",973,"1,413","1,056","1,681","1,220","2,161","1,103","1,280","1,124","1,350","1,285",535
2021년06월_여_0~9세,"1,175",776,18,25,42,57,24,87,30,21,27,30,25,13
2021년06월_여_10~19세,"1,722","1,118",17,56,50,73,31,139,38,43,42,49,49,17
2021년06월_여_20~29세,"1,815",970,49,75,65,93,59,159,47,68,79,71,53,27
2021년06월_여_30~39세,"1,718","1,022",40,64,62,76,43,145,58,32,43,61,51,21
2021년06월_여_40~49세,"2,623","1,555",44,78,79,131,58,197,87,74,70,107,102,41
2021년06월_여_50~59세,"3,880","1,721",127,188,161,194,187,370,168,159,165,172,196,72
2021년06월_여_60~69세,"4,880","1,546",233,277,201,400,271,461,297,266,213,284,304,127
2021년06월_여_70~79세,"4,328","1,134",216,328,197,395,266,335,218,304,237,305,275,118
2021년06월_여_80~89세,"3,202",739,189,277,165,232,247,225,135,271,214,234,194,80
2021년06월_여_90~99세,493,89,38,45,33,28,33,42,22,40,33,35,36,19
2021년06월_여_100세 이상,20,5,2,0,1,2,1,1,3,2,1,2,0,0
2021년07월_계_총인구수,"51,384","20,953","1,909","2,808","2,190","3,362","2,421","4,433","2,273","2,518","2,200","2,631","2,533","1,153"
2021년07월_계_연령구간인구수,"51,384","20,953","1,909","2,808","2,190","3,362","2,421","4,433","2,273","2,518","2,200","2,631","2,533","1,153"
2021년07월_계_0~9세,"2,460","1,620",39,58,63,95,46,196,73,43,58,68,69,32
2021년07월_계_10~19세,"3,618","2,330",55,110,115,144,80,277,99,95,82,99,101,31
2021년07월_계_20~29세,"4,162","2,192",114,180,146,192,126,358,148,150,161,170,160,65
2021년07월_계_30~39세,"3,721","1,990",103,154,168,213,100,343,131,109,108,129,115,58
2021년07월_계_40~49세,"5,910","3,068",137,231,216,363,184,500,212,205,176,246,249,123
2021년07월_계_50~59세,"8,660","3,460",301,469,386,488,427,836,396,404,403,440,442,208
2021년07월_계_60~69세,"9,796","3,055",457,581,466,754,564,917,566,536,468,562,588,282
2021년07월_계_70~79세,"7,692","2,018",372,564,342,714,489,623,417,522,410,516,492,213
2021년07월_계_80~89세,"4,702","1,099",279,401,243,357,361,332,201,395,294,351,271,118
2021년07월_계_90~99세,642,116,51,60,43,40,42,50,27,57,39,48,46,23
2021년07월_계_100세 이상,21,5,1,0,2,2,2,1,3,2,1,2,0,0
2021년07월_남_총인구수,"25,528","10,243",932,"1,409","1,141","1,689","1,206","2,266","1,167","1,239","1,083","1,286","1,250",617
2021년07월_남_연령구간인구수,"25,528","10,243",932,"1,409","1,141","1,689","1,206","2,266","1,167","1,239","1,083","1,286","1,250",617
2021년07월_남_0~9세,"1,292",839,22,33,23,38,22,112,45,24,33,39,45,17
2021년07월_남_10~19세,"1,887","1,208",37,54,63,72,49,136,60,51,41,50,52,14
2021년07월_남_20~29세,"2,355","1,220",64,109,81,102,66,202,101,82,83,97,109,39
2021년07월_남_30~39세,"2,008",972,63,92,105,138,58,195,72,77,66,70,62,38
2021년07월_남_40~49세,"3,297","1,516",91,157,140,234,128,302,123,132,105,140,147,82
2021년07월_남_50~59세,"4,793","1,735",175,279,232,293,240,463,228,248,243,272,249,136
2021년07월_남_60~69세,"4,894","1,492",222,310,261,358,294,455,268,268,253,279,280,154
2021년07월_남_70~79세,"3,361",874,157,236,145,318,222,288,201,219,172,213,219,97
2021년07월_남_80~89세,"1,502",364,89,123,80,125,116,105,64,124,81,113,80,38
2021년07월_남_90~99세,137,23,12,16,10,11,10,8,5,14,6,13,7,2
2021년07월_남_100세 이상,2,0,0,0,1,0,1,0,0,0,0,0,0,0
2021년07월_여_총인구수,"25,856","10,710",977,"1,399","1,049","1,673","1,215","2,167","1,106","1,279","1,117","1,345","1,283",536
2021년07월_여_연령구간인구수,"25,856","10,710",977,"1,399","1,049","1,673","1,215","2,167","1,106","1,279","1,117","1,345","1,283",536
2021년07월_여_0~9세,"1,168",781,17,25,40,57,24,84,28,19,25,29,24,15
2021년07월_여_10~19세,"1,731","1,122",18,56,52,72,31,141,39,44,41,49,49,17
2021년07월_여_20~29세,"1,807",972,50,71,65,90,60,156,47,68,78,73,51,26
2021년07월_여_30~39세,"1,713","1,018",40,62,63,75,42,148,59,32,42,59,53,20
2021년07월_여_40~49세,"2,613","1,552",46,74,76,129,56,198,89,73,71,106,102,41
2021년07월_여_50~59세,"3,867","1,725",126,190,154,195,187,373,168,156,160,168,193,72
2021년07월_여_60~69세,"4,902","1,563",235,271,205,396,270,462,298,268,215,283,308,128
2021년07월_여_70~79세,"4,331","1,144",215,328,197,396,267,335,216,303,238,303,273,116
2021년07월_여_80~89세,"3,200",735,190,278,163,232,245,227,137,271,213,238,191,80
2021년07월_여_90~99세,505,93,39,44,33,29,32,42,22,43,33,35,39,21
2021년07월_여_100세 이상,19,5,1,0,1,2,1,1,3,2,1,2,0,0
2021년08월_계_총인구수,"51,244","20,927","1,907","2,794","2,174","3,348","2,418","4,418","2,276","2,496","2,190","2,623","2,525","1,148"
2021년08월_계_연령구간인구수,"51,244","20,927","1,907","2,794","2,174","3,348","2,418","4,418","2,276","2,496","2,190","2,623","2,525","1,148"
2021년08월_계_0~9세,"2,441","1,615",39,55,60,97,45,194,73,41,56,68,66,32
2021년08월_계_10~19세,"3,582","2,318",53,111,113,139,78,269,99,93,82,100,96,31
2021년08월_계_20~29세,"4,139","2,188",113,175,142,195,123,356,151,146,158,167,163,62
2021년08월_계_30~39세,"3,687","1,970",105,154,164,206,102,345,129,109,110,126,112,55
2021년08월_계_40~49세,"5,864","3,051",135,222,214,358,179,499,208,208,173,248,250,119
2021년08월_계_50~59세,"8,662","3,473",305,469,389,488,431,827,397,396,400,440,438,209
2021년08월_계_60~69세,"9,826","3,072",458,587,463,748,571,922,570,533,470,560,588,284
2021년08월_계_70~79세,"7,673","2,023",370,557,345,715,487,622,417,519,404,513,488,213
2021년08월_계_80~89세,"4,704","1,099",276,402,240,358,358,333,201,394,296,352,276,119
2021년08월_계_90~99세,644,112,52,62,42,42,42,50,28,55,40,47,48,24
2021년08월_계_100세 이상,22,6,1,0,2,2,2,1,3,2,1,2,0,0
2021년08월_남_총인구수,"25,466","10,232",931,"1,403","1,130","1,683","1,205","2,265","1,172","1,230","1,075","1,281","1,245",614
2021년08월_남_연령구간인구수,"25,466","10,232",931,"1,403","1,130","1,683","1,205","2,265","1,172","1,230","1,075","1,281","1,245",614
2021년08월_남_0~9세,"1,284",838,22,32,19,41,22,110,45,24,31,39,44,17
2021년08월_남_10~19세,"1,868","1,199",35,54,63,70,47,133,60,51,42,51,49,14
2021년08월_남_20~29세,"2,352","1,223",66,106,79,104,66,200,103,80,81,95,112,37
2021년08월_남_30~39세,"1,986",958,63,92,104,132,58,198,71,76,66,70,61,37
2021년08월_남_40~49세,"3,275","1,511",88,155,135,232,124,304,121,136,101,141,147,80
2021년08월_남_50~59세,"4,811","1,750",177,279,236,294,244,461,229,242,242,272,249,136
2021년08월_남_60~69세,"4,888","1,487",222,312,258,354,296,459,273,266,253,277,278,153
2021년08월_남_70~79세,"3,358",881,158,232,147,320,221,287,200,218,171,211,213,99
2021년08월_남_80~89세,"1,507",364,87,125,78,126,116,105,65,123,82,112,85,39
2021년08월_남_90~99세,135,21,13,16,10,10,10,8,5,14,6,13,7,2
2021년08월_남_100세 이상,2,0,0,0,1,0,1,0,0,0,0,0,0,0
2021년08월_여_총인구수,"25,778","10,695",976,"1,391","1,044","1,665","1,213","2,153","1,104","1,266","1,115","1,342","1,280",534
2021년08월_여_연령구간인구수,"25,778","10,695",976,"1,391","1,044","1,665","1,213","2,153","1,104","1,266","1,115","1,342","1,280",534
2021년08월_여_0~9세,"1,157",777,17,23,41,56,23,84,28,17,25,29,22,15
2021년08월_여_10~19세,"1,714","1,119",18,57,50,69,31,136,39,42,40,49,47,17
2021년08월_여_20~29세,"1,787",965,47,69,63,91,57,156,48,66,77,72,51,25
2021년08월_여_30~39세,"1,701","1,012",42,62,60,74,44,147,58,33,44,56,51,18
2021년08월_여_40~49세,"2,589","1,540",47,67,79,126,55,195,87,72,72,107,103,39
2021년08월_여_50~59세,"3,851","1,723",128,190,153,194,187,366,168,154,158,168,189,73
2021년08월_여_60~69세,"4,938","1,585",236,275,205,394,275,463,297,267,217,283,310,131
2021년08월_여_70~79세,"4,315","1,142",212,325,198,395,266,335,217,301,233,302,275,114
2021년08월_여_80~89세,"3,197",735,189,277,162,232,242,228,136,271,214,240,191,80
2021년08월_여_90~99세,509,91,39,46,32,32,32,42,23,41,34,34,41,22
2021년08월_여_100세 이상,20,6,1,0,1,2,1,1,3,2,1,2,0,0
2021년09월_계_총인구수,"51,053","20,897","1,898","2,789","2,157","3,320","2,395","4,394","2,250","2,487","2,176","2,621","2,528","1,141"
2021년09월_계_연령구간인구수,"51,053","20,897","1,898","2,789","2,157","3,320","2,395","4,394","2,250","2,487","2,176","2,621","2,528","1,141"
2021년09월_계_0~9세,"2,416","1,612",38,56,55,95,44,191,69,41,54,65,65,31
2021년09월_계_10~19세,"3,566","2,321",54,109,111,138,76,264,96,91,80,101,96,29
2021년09월_계_20~29세,"4,048","2,156",112,172,131,191,115,342,145,143,156,162,160,63
2021년09월_계_30~39세,"3,655","1,953",104,154,168,203,100,339,121,109,107,128,116,53
2021년09월_계_40~49세,"5,832","3,042",133,224,206,351,176,505,209,206,168,248,244,120
2021년09월_계_50~59세,"8,620","3,462",304,464,388,484,426,823,392,392,399,437,444,205
2021년09월_계_60~69세,"9,851","3,098",453,590,466,738,566,921,572,536,472,566,588,285
2021년09월_계_70~79세,"7,670","2,028",370,556,346,715,483,627,414,517,405,510,490,209
2021년09월_계_80~89세,"4,717","1,107",278,400,241,359,363,330,200,393,294,355,275,122
2021년09월_계_90~99세,656,112,51,64,43,44,44,51,29,57,40,47,50,24
2021년09월_계_100세 이상,22,6,1,0,2,2,2,1,3,2,1,2,0,0
2021년09월_남_총인구수,"25,358","10,203",924,"1,403","1,122","1,675","1,192","2,249","1,157","1,222","1,073","1,283","1,248",607
2021년09월_남_연령구간인구수,"25,358","10,203",924,"1,403","1,122","1,675","1,192","2,249","1,157","1,222","1,073","1,283","1,248",607
2021년09월_남_0~9세,"1,276",839,21,33,17,44,21,108,42,24,31,36,43,17
2021년09월_남_10~19세,"1,857","1,197",35,53,62,69,47,130,57,51,41,53,49,13
2021년09월_남_20~29세,"2,292","1,197",67,104,73,103,62,190,99,77,80,94,109,37
2021년09월_남_30~39세,"1,968",946,62,94,107,130,56,197,64,75,67,70,64,36
2021년09월_남_40~49세,"3,259","1,500",85,158,131,229,122,307,124,134,101,143,145,80
2021년09월_남_50~59세,"4,787","1,748",178,278,235,291,241,457,227,241,237,270,253,131
2021년09월_남_60~69세,"4,916","1,504",218,312,260,352,295,461,274,267,257,282,280,154
2021년09월_남_70~79세,"3,355",883,159,232,148,320,218,287,200,217,171,211,212,97
2021년09월_남_80~89세,"1,511",369,86,123,78,126,118,105,65,122,82,111,86,40
2021년09월_남_90~99세,135,20,13,16,10,11,11,7,5,14,6,13,7,2
2021년09월_남_100세 이상,2,0,0,0,1,0,1,0,0,0,0,0,0,0
2021년09월_여_총인구수,"25,695","10,694",974,"1,386","1,035","1,645","1,203","2,145","1,093","1,265","1,103","1,338","1,280",534
2021년09월_여_연령구간인구수,"25,695","10,694",974,"1,386","1,035","1,645","1,203","2,145","1,093","1,265","1,103","1,338","1,280",534
2021년09월_여_0~9세,"1,140",773,17,23,38,51,23,83,27,17,23,29,22,14
2021년09월_여_10~19세,"1,709","1,124",19,56,49,69,29,134,39,40,39,48,47,16
2021년09월_여_20~29세,"1,756",959,45,68,58,88,53,152,46,66,76,68,51,26
2021년09월_여_30~39세,"1,687","1,007",42,60,61,73,44,142,57,34,40,58,52,17
2021년09월_여_40~49세,"2,573","1,542",48,66,75,122,54,198,85,72,67,105,99,40
2021년09월_여_50~59세,"3,833","1,714",126,186,153,193,185,366,165,151,162,167,191,74
2021년09월_여_60~69세,"4,935","1,594",235,278,206,386,271,460,298,269,215,284,308,131
2021년09월_여_70~79세,"4,315","1,145",211,324,198,395,265,340,214,300,234,299,278,112
2021년09월_여_80~89세,"3,206",738,192,277,163,233,245,225,135,271,212,244,189,82
2021년09월_여_90~99세,521,92,38,48,33,33,33,44,24,43,34,34,43,22
2021년09월_여_100세 이상,20,6,1,0,1,2,1,1,3,2,1,2,0,0
2021년10월_계_총인구수,"50,918","20,863","1,893","2,765","2,150","3,308","2,395","4,378","2,240","2,473","2,170","2,608","2,536","1,139"
2021년10월_계_연령구간인구수,"50,918","20,863","1,893","2,765","2,150","3,308","2,395","4,378","2,240","2,473","2,170","2,608","2,536","1,139"
2021년10월_계_0~9세,"2,390","1,601",37,51,56,91,47,183,69,40,55,65,66,29
2021년10월_계_10~19세,"3,549","2,308",55,104,111,141,76,268,94,91,79,100,94,28
2021년10월_계_20~29세,"4,012","2,141",114,172,128,188,112,332,143,141,154,159,166,62
2021년10월_계_30~39세,"3,652","1,954",106,152,168,198,102,339,121,112,107,127,112,54
2021년10월_계_40~49세,"5,794","3,031",130,219,201,355,176,500,208,202,169,243,242,118
2021년10월_계_50~59세,"8,555","3,447",302,462,386,478,415,818,386,384,396,435,444,202
2021년10월_계_60~69세,"9,902","3,126",454,590,466,740,572,924,574,544,468,564,591,289
2021년10월_계_70~79세,"7,668","2,020",369,552,347,717,481,634,415,513,406,514,490,210
2021년10월_계_80~89세,"4,706","1,115",276,393,240,354,367,327,198,390,296,347,280,123
2021년10월_계_90~99세,668,114,49,70,45,44,45,52,29,54,39,52,51,24
2021년10월_계_100세 이상,22,6,1,0,2,2,2,1,3,2,1,2,0,0
2021년10월_남_총인구수,"25,300","10,184",923,"1,392","1,118","1,668","1,193","2,242","1,156","1,219","1,071","1,277","1,252",605
2021년10월_남_연령구간인구수,"25,300","10,184",923,"1,392","1,118","1,668","1,193","2,242","1,156","1,219","1,071","1,277","1,252",605
2021년10월_남_0~9세,"1,259",828,20,29,19,43,23,103,42,24,32,36,45,15
2021년10월_남_10~19세,"1,852","1,192",36,51,62,69,47,133,56,50,41,53,50,12
2021년10월_남_20~29세,"2,290","1,192",70,105,72,102,61,187,102,77,79,94,111,38
2021년10월_남_30~39세,"1,957",944,62,92,105,129,56,198,64,76,66,69,60,36
2021년10월_남_40~49세,"3,240","1,498",84,153,128,231,123,305,122,133,103,138,143,79
2021년10월_남_50~59세,"4,751","1,742",178,280,236,286,234,456,224,235,232,267,252,129
2021년10월_남_60~69세,"4,947","1,518",216,311,259,354,300,458,278,274,256,285,281,157
2021년10월_남_70~79세,"3,363",880,160,232,149,321,217,291,201,217,174,212,212,97
2021년10월_남_80~89세,"1,505",369,85,122,78,124,120,104,62,119,82,109,91,40
2021년10월_남_90~99세,134,21,12,17,9,9,11,7,5,14,6,14,7,2
2021년10월_남_100세 이상,2,0,0,0,1,0,1,0,0,0,0,0,0,0
2021년10월_여_총인구수,"25,618","10,679",970,"1,373","1,032","1,640","1,202","2,136","1,084","1,254","1,099","1,331","1,284",534
2021년10월_여_연령구간인구수,"25,618","10,679",970,"1,373","1,032","1,640","1,202","2,136","1,084","1,254","1,099","1,331","1,284",534
2021년10월_여_0~9세,"1,131",773,17,22,37,48,24,80,27,16,23,29,21,14
2021년10월_여_10~19세,"1,697","1,116",19,53,49,72,29,135,38,41,38,47,44,16
2021년10월_여_20~29세,"1,722",949,44,67,56,86,51,145,41,64,75,65,55,24
2021년10월_여_30~39세,"1,695","1,010",44,60,63,69,46,141,57,36,41,58,52,18
2021년10월_여_40~49세,"2,554","1,533",46,66,73,124,53,195,86,69,66,105,99,39
2021년10월_여_50~59세,"3,804","1,705",124,182,150,192,181,362,162,149,164,168,192,73
2021년10월_여_60~69세,"4,955","1,608",238,279,207,386,272,466,296,270,212,279,310,132
2021년10월_여_70~79세,"4,305","1,140",209,320,198,396,264,343,214,296,232,302,278,113
2021년10월_여_80~89세,"3,201",746,191,271,162,230,247,223,136,271,214,238,189,83
2021년10월_여_90~99세,534,93,37,53,36,35,34,45,24,40,33,38,44,22
2021년10월_여_100세 이상,20,6,1,0,1,2,1,1,3,2,1,2,0,0
2021년11월_계_총인구수,"50,852","20,844","1,880","2,768","2,151","3,298","2,401","4,370","2,240","2,474","2,166","2,603","2,528","1,129"
2021년11월_계_연령구간인구수,"50,852","20,844","1,880","2,768","2,151","3,298","2,401","4,370","2,240","2,474","2,166","2,603","2,528","1,129"
2021년11월_계_0~9세,"2,367","1,586",36,53,55,91,51,177,70,36,54,63,67,28
2021년11월_계_10~19세,"3,538","2,308",53,103,108,139,74,270,97,91,77,99,95,24
2021년11월_계_20~29세,"3,991","2,139",112,169,128,185,111,330,144,142,153,159,158,61
2021년11월_계_30~39세,"3,633","1,934",106,152,167,202,103,333,120,113,108,127,113,55
2021년11월_계_40~49세,"5,767","3,027",126,215,200,358,174,500,206,200,170,238,238,115
2021년11월_계_50~59세,"8,559","3,457",305,466,385,468,418,811,387,384,393,433,452,200
2021년11월_계_60~69세,"9,926","3,140",448,589,472,739,571,935,575,541,469,572,590,285
2021년11월_계_70~79세,"7,671","2,012",372,551,350,720,487,632,413,515,405,512,489,213
2021년11월_계_80~89세,"4,707","1,119",274,400,239,351,364,329,196,393,297,344,278,123
2021년11월_계_90~99세,671,116,47,70,45,44,46,52,29,57,39,53,48,25
2021년11월_계_100세 이상,22,6,1,0,2,1,2,1,3,2,1,3,0,0
2021년11월_남_총인구수,"25,286","10,183",918,"1,393","1,120","1,667","1,201","2,236","1,158","1,222","1,068","1,273","1,246",601
2021년11월_남_연령구간인구수,"25,286","10,183",918,"1,393","1,120","1,667","1,201","2,236","1,158","1,222","1,068","1,273","1,246",601
2021년11월_남_0~9세,"1,257",824,19,31,19,42,27,101,42,22,32,36,46,16
2021년11월_남_10~19세,"1,847","1,195",35,50,60,69,46,134,57,50,40,51,49,11
2021년11월_남_20~29세,"2,279","1,192",67,103,73,99,61,186,104,77,79,94,108,36
2021년11월_남_30~39세,"1,950",934,62,94,104,132,56,195,64,77,67,69,60,36
2021년11월_남_40~49세,"3,222","1,493",81,149,129,233,123,304,119,131,103,137,142,78
2021년11월_남_50~59세,"4,754","1,747",182,281,235,282,236,450,227,237,229,264,256,128
2021년11월_남_60~69세,"4,959","1,528",212,313,261,350,301,463,278,273,256,288,279,157
2021년11월_남_70~79세,"3,370",874,163,231,151,325,218,292,203,220,173,212,211,97
2021년11월_남_80~89세,"1,514",375,86,124,78,126,121,105,60,120,83,108,88,40
2021년11월_남_90~99세,132,21,11,17,9,9,11,6,4,15,6,14,7,2
2021년11월_남_100세 이상,2,0,0,0,1,0,1,0,0,0,0,0,0,0
2021년11월_여_총인구수,"25,566","10,661",962,"1,375","1,031","1,631","1,200","2,134","1,082","1,252","1,098","1,330","1,282",528
2021년11월_여_연령구간인구수,"25,566","10,661",962,"1,375","1,031","1,631","1,200","2,134","1,082","1,252","1,098","1,330","1,282",528
2021년11월_여_0~9세,"1,110",762,17,22,36,49,24,76,28,14,22,27,21,12
2021년11월_여_10~19세,"1,691","1,113",18,53,48,70,28,136,40,41,37,48,46,13
2021년11월_여_20~29세,"1,712",947,45,66,55,86,50,144,40,65,74,65,50,25
2021년11월_여_30~39세,"1,683","1,000",44,58,63,70,47,138,56,36,41,58,53,19
2021년11월_여_40~49세,"2,545","1,534",45,66,71,125,51,196,87,69,67,101,96,37
2021년11월_여_50~59세,"3,805","1,710",123,185,150,186,182,361,160,147,164,169,196,72
2021년11월_여_60~69세,"4,967","1,612",236,276,211,389,270,472,297,268,213,284,311,128
2021년11월_여_70~79세,"4,301","1,138",209,320,199,395,269,340,210,295,232,300,278,116
2021년11월_여_80~89세,"3,193",744,188,276,161,225,243,224,136,273,214,236,190,83
2021년11월_여_90~99세,539,95,36,53,36,35,35,46,25,42,33,39,41,23
2021년11월_여_100세 이상,20,6,1,0,1,1,1,1,3,2,1,3,0,0
2021년12월_계_총인구수,"50,795","20,837","1,881","2,767","2,148","3,303","2,397","4,357","2,238","2,460","2,159","2,601","2,521","1,126"
2021년12월_계_연령구간인구수,"50,795","20,837","1,881","2,767","2,148","3,303","2,397","4,357","2,238","2,460","2,159","2,601","2,521","1,126"
2021년12월_계_0~9세,"2,351","1,573",36,53,54,93,49,175,68,36,55,63,68,28
2021년12월_계_10~19세,"3,517","2,305",51,100,106,137,74,267,95,86,77,100,96,23
2021년12월_계_20~29세,"3,988","2,148",116,174,124,186,111,318,144,144,148,158,154,63
2021년12월_계_30~39세,"3,636","1,931",102,151,171,207,102,337,117,110,110,133,109,56
2021년12월_계_40~49세,"5,743","3,015",131,213,198,358,169,497,203,198,169,238,239,115
2021년12월_계_50~59세,"8,554","3,463",305,467,383,465,420,808,394,383,393,425,448,200
2021년12월_계_60~69세,"9,928","3,132",450,589,480,737,578,934,578,535,468,575,591,281
2021년12월_계_70~79세,"7,665","2,021",371,550,347,720,482,634,411,514,401,513,488,213
2021년12월_계_80~89세,"4,722","1,126",272,398,237,355,366,335,196,398,298,341,279,121
2021년12월_계_90~99세,672,118,46,71,46,44,44,52,29,56,39,52,49,26
2021년12월_계_100세 이상,19,5,1,1,2,1,2,0,3,0,1,3,0,0
2021년12월_남_총인구수,"25,262","10,178",923,"1,397","1,119","1,666","1,201","2,232","1,154","1,214","1,063","1,272","1,244",599
2021년12월_남_연령구간인구수,"25,262","10,178",923,"1,397","1,119","1,666","1,201","2,232","1,154","1,214","1,063","1,272","1,244",599
2021년12월_남_0~9세,"1,249",817,19,31,19,45,26,98,42,22,32,36,46,16
2021년12월_남_10~19세,"1,831","1,195",33,48,59,66,46,132,55,47,40,52,48,10
2021년12월_남_20~29세,"2,269","1,188",71,106,72,98,61,181,103,80,74,91,107,37
2021년12월_남_30~39세,"1,961",937,59,93,107,134,57,199,62,76,69,72,59,37
2021년12월_남_40~49세,"3,212","1,488",87,148,125,234,119,302,118,132,102,137,141,79
2021년12월_남_50~59세,"4,752","1,749",181,283,238,281,236,448,232,231,229,261,256,127
2021년12월_남_60~69세,"4,971","1,528",214,315,263,350,307,467,277,273,255,289,280,153
2021년12월_남_70~79세,"3,367",873,163,233,149,321,216,291,203,219,175,215,211,98
2021년12월_남_80~89세,"1,517",382,85,123,77,128,120,108,58,120,81,105,89,41
2021년12월_남_90~99세,131,21,11,17,9,9,12,6,4,14,6,14,7,1
2021년12월_남_100세 이상,2,0,0,0,1,0,1,0,0,0,0,0,0,0
