카테고리,경상남도 밀양시,경상남도 밀양시 삼랑진읍,경상남도 밀양시 삼랑진임천출장소,경상남도 밀양시 하남읍,경상남도 밀양시 부북면,경상남도 밀양시 상동면,경상남도 밀양시 산외면,경상남도 밀양시 산내면,경상남도 밀양시 단장면,경상남도 밀양시 상남면,경상남도 밀양시 초동면,경상남도 밀양시 무안면,경상남도 밀양시 청도면,경상남도 밀양시 내일동,경상남도 밀양시 내이동,경상남도 밀양시 삼문동,경상남도 밀양시 가곡동,경상남도 밀양시 교동
2020년12월_남_20~29세,"5,296",191,67,297,245,102,120,149,148,402,107,179,59,159,"1,091","1,210",406,364
2020년12월_남_30~39세,"4,701",192,43,281,197,84,84,112,144,360,97,143,38,100,"1,099","1,034",376,317
2020년12월_남_40~49세,"6,860",305,65,463,287,132,157,228,182,577,195,217,79,168,"1,212","1,644",514,435
2020년12월_남_50~59세,"9,481",513,131,696,563,259,303,390,447,768,308,492,128,274,"1,378","1,573",719,539
2020년12월_남_60~69세,"10,273",694,157,777,683,457,368,549,644,897,456,639,269,283,"1,076","1,180",674,470
2020년12월_남_70~79세,"5,485",398,97,465,344,261,221,324,329,495,297,381,155,183,427,557,338,213
2020년12월_남_80~89세,"2,107",147,45,194,161,90,85,106,109,181,119,185,79,64,144,192,149,57
2020년12월_남_90~99세,171,13,3,11,13,10,3,6,7,18,6,14,5,3,22,18,15,4
2020년12월_남_100세 이상,9,1,0,1,0,0,1,0,1,0,1,0,0,3,0,1,0,0
2020년12월_여_총인구수,"53,475","2,723",656,"3,594","2,545","1,591","1,378","1,928","2,181","4,301","1,732","2,577",905,"1,418","8,034","10,565","4,289","3,058"
2020년12월_여_연령구간인구수,"53,475","2,723",656,"3,594","2,545","1,591","1,378","1,928","2,181","4,301","1,732","2,577",905,"1,418","8,034","10,565","4,289","3,058"
2020년12월_여_0~9세,"2,764",72,11,134,55,31,26,44,35,241,40,52,19,32,681,929,177,185
2020년12월_여_10~19세,"3,712",119,22,199,113,39,49,95,73,260,59,117,26,67,654,"1,223",324,273
2020년12월_여_20~29세,"3,918",143,54,199,128,58,69,74,90,270,75,141,26,82,861,954,391,303
2020년12월_여_30~39세,"4,206",131,26,213,129,63,66,73,108,313,61,108,30,94,"1,016","1,143",334,298
2020년12월_여_40~49세,"6,082",207,33,298,194,77,101,139,131,435,115,162,47,140,"1,175","1,846",542,440
2020년12월_여_50~59세,"9,255",482,103,628,457,264,263,351,441,733,275,389,150,270,"1,398","1,738",736,577
2020년12월_여_60~69세,"10,829",685,175,833,643,478,350,512,625,878,474,652,229,328,"1,216","1,430",783,538
2020년12월_여_70~79세,"7,165",517,119,604,447,296,251,349,359,654,339,470,188,244,643,796,602,287
2020년12월_여_80~89세,"4,771",316,96,426,320,246,167,245,273,447,257,411,166,141,328,439,354,139
2020년12월_여_90~99세,734,50,17,54,57,39,33,45,44,64,34,72,24,16,59,65,45,16
2020년12월_여_100세 이상,39,1,0,6,2,0,3,1,2,6,3,3,0,4,3,2,1,2
2021년01월_계_총인구수,"104,687","5,368","1,304","7,152","5,224","3,074","2,807","3,939","4,300","8,478","3,426","5,010","1,767","2,750","15,923","20,339","7,940","5,886"
2021년01월_계_연령구간인구수,"104,687","5,368","1,304","7,152","5,224","3,074","2,807","3,939","4,300","8,478","3,426","5,010","1,767","2,750","15,923","20,339","7,940","5,886"
2021년01월_계_0~9세,"5,581",146,19,281,124,62,56,90,78,461,81,108,32,65,"1,321","1,963",359,335
2021년01월_계_10~19세,"7,804",249,48,425,242,86,119,214,151,529,124,253,58,141,"1,392","2,585",632,556
2021년01월_계_20~29세,"9,141",323,126,489,366,158,183,218,234,664,174,318,85,235,"1,945","2,169",785,669
2021년01월_계_30~39세,"8,850",327,71,491,331,149,146,177,244,663,164,241,64,190,"2,126","2,157",705,604
2021년01월_계_40~49세,"12,891",509,96,753,473,208,255,363,311,"1,012",302,375,130,306,"2,408","3,473","1,048",869
2021년01월_계_50~59세,"18,717",992,235,"1,332","1,010",521,566,739,887,"1,497",585,882,275,538,"2,781","3,313","1,449","1,115"
2021년01월_계_60~69세,"21,164","1,369",331,"1,615","1,325",945,715,"1,062","1,270","1,795",931,"1,294",497,619,"2,314","2,610","1,458","1,014"
2021년01월_계_70~79세,"12,687",921,218,"1,074",792,560,476,671,691,"1,144",640,847,349,423,"1,079","1,355",936,511
2021년01월_계_80~89세,"6,887",465,138,618,488,333,252,353,383,626,380,602,246,206,466,629,508,194
2021년01월_계_90~99세,917,65,22,67,71,52,35,51,48,81,41,87,31,21,88,82,58,17
2021년01월_계_100세 이상,48,2,0,7,2,0,4,1,3,6,4,3,0,6,3,3,2,2
2021년01월_남_총인구수,"51,291","2,655",648,"3,575","2,692","1,478","1,435","2,026","2,123","4,182","1,695","2,440",861,"1,332","7,835","9,805","3,671","2,838"
2021년01월_남_연령구간인구수,"51,291","2,655",648,"3,575","2,692","1,478","1,435","2,026","2,123","4,182","1,695","2,440",861,"1,332","7,835","9,805","3,671","2,838"
2021년01월_남_0~9세,"2,841",75,9,153,69,31,31,50,43,227,39,59,13,33,633,"1,037",184,155
2021년01월_남_10~19세,"4,100",130,27,229,128,49,69,117,78,267,68,141,30,75,729,"1,373",306,284
2021년01월_남_20~29세,"5,257",188,72,296,248,100,119,144,147,395,103,176,61,153,"1,070","1,210",405,370
2021년01월_남_30~39세,"4,689",194,45,283,200,85,83,107,138,355,99,139,37,97,"1,108","1,033",375,311
2021년01월_남_40~49세,"6,830",306,64,459,282,134,153,228,185,573,191,209,81,164,"1,230","1,636",505,430
2021년01월_남_50~59세,"9,467",508,131,702,558,258,305,393,443,769,309,494,126,271,"1,381","1,566",720,533
2021년01월_남_60~69세,"10,294",690,155,778,681,457,363,551,643,904,455,642,270,286,"1,089","1,182",673,475
2021년01월_남_70~79세,"5,516",403,98,472,346,263,224,322,327,494,302,379,159,183,430,557,338,219
2021년01월_남_80~89세,"2,111",147,44,190,166,90,85,107,111,180,122,187,78,64,141,192,150,57
2021년01월_남_90~99세,177,13,3,12,14,11,2,7,7,18,6,14,6,4,24,18,14,4
2021년01월_남_100세 이상,9,1,0,1,0,0,1,0,1,0,1,0,0,2,0,1,1,0
2021년01월_여_총인구수,"53,396","2,713",656,"3,577","2,532","1,596","1,372","1,913","2,177","4,296","1,731","2,570",906,"1,418","8,088","10,534","4,269","3,048"
2021년01월_여_연령구간인구수,"53,396","2,713",656,"3,577","2,532","1,596","1,372","1,913","2,177","4,296","1,731","2,570",906,"1,418","8,088","10,534","4,269","3,048"
2021년01월_여_0~9세,"2,740",71,10,128,55,31,25,40,35,234,42,49,19,32,688,926,175,180
2021년01월_여_10~19세,"3,704",119,21,196,114,37,50,97,73,262,56,112,28,66,663,"1,212",326,272
2021년01월_여_20~29세,"3,884",135,54,193,118,58,64,74,87,269,71,142,24,82,875,959,380,299
2021년01월_여_30~39세,"4,161",133,26,208,131,64,63,70,106,308,65,102,27,93,"1,018","1,124",330,293
2021년01월_여_40~49세,"6,061",203,32,294,191,74,102,135,126,439,111,166,49,142,"1,178","1,837",543,439
2021년01월_여_50~59세,"9,250",484,104,630,452,263,261,346,444,728,276,388,149,267,"1,400","1,747",729,582
2021년01월_여_60~69세,"10,870",679,176,837,644,488,352,511,627,891,476,652,227,333,"1,225","1,428",785,539
2021년01월_여_70~79세,"7,171",518,120,602,446,297,252,349,364,650,338,468,190,240,649,798,598,292
2021년01월_여_80~89세,"4,776",318,94,428,322,243,167,246,272,446,258,415,168,142,325,437,358,137
2021년01월_여_90~99세,740,52,19,55,57,41,33,44,41,63,35,73,25,17,64,64,44,13
2021년01월_여_100세 이상,39,1,0,6,2,0,3,1,2,6,3,3,0,4,3,2,1,2
2021년02월_계_총인구수,"104,497","5,358","1,304","7,138","5,196","3,066","2,809","3,938","4,303","8,423","3,421","4,995","1,776","2,734","15,966","20,275","7,925","5,870"
2021년02월_계_연령구간인구수,"104,497","5,358","1,304","7,138","5,196","3,066","2,809","3,938","4,303","8,423","3,421","4,995","1,776","2,734","15,966","20,275","7,925","5,870"
2021년02월_계_0~9세,"5,521",141,21,282,119,59,57,87,78,450,84,105,34,63,"1,320","1,929",364,328
2021년02월_계_10~19세,"7,779",248,48,419,237,87,117,221,151,531,122,251,58,140,"1,400","2,574",624,551
2021년02월_계_20~29세,"9,031",322,125,478,357,152,179,211,228,649,171,309,88,230,"1,939","2,157",771,665
2021년02월_계_30~39세,"8,790",317,71,485,325,153,146,177,245,654,164,239,66,188,"2,125","2,130",699,606
2021년02월_계_40~49세,"12,864",512,96,759,466,205,256,363,306,"1,004",299,373,131,308,"2,414","3,469","1,046",857
2021년02월_계_50~59세,"18,670",991,232,"1,330","1,005",520,560,733,887,"1,491",577,867,277,530,"2,793","3,306","1,444","1,127"
2021년02월_계_60~69세,"21,232","1,368",331,"1,615","1,331",942,727,"1,061","1,280","1,793",934,"1,304",500,612,"2,326","2,626","1,470","1,012"
2021년02월_계_70~79세,"12,715",926,220,"1,074",793,562,472,677,690,"1,137",646,850,345,424,"1,090","1,359",940,510
2021년02월_계_80~89세,"6,932",464,138,622,489,336,255,355,387,627,378,611,248,212,467,643,506,194
2021년02월_계_90~99세,916,67,22,66,72,50,36,52,48,83,42,83,29,21,89,79,59,18
2021년02월_계_100세 이상,47,2,0,8,2,0,4,1,3,4,4,3,0,6,3,3,2,2
2021년02월_남_총인구수,"51,214","2,651",646,"3,573","2,675","1,473","1,434","2,022","2,126","4,157","1,688","2,436",862,"1,324","7,868","9,775","3,668","2,836"
2021년02월_남_연령구간인구수,"51,214","2,651",646,"3,573","2,675","1,473","1,434","2,022","2,126","4,157","1,688","2,436",862,"1,324","7,868","9,775","3,668","2,836"
2021년02월_남_0~9세,"2,818",74,9,156,67,30,31,47,43,224,39,57,15,31,636,"1,016",188,155
2021년02월_남_10~19세,"4,081",127,27,227,128,49,69,124,77,267,67,140,30,75,732,"1,366",298,278
2021년02월_남_20~29세,"5,212",190,72,292,240,96,118,136,142,389,100,171,60,150,"1,072","1,208",405,371
2021년02월_남_30~39세,"4,650",185,44,279,195,85,82,106,140,349,98,137,39,97,"1,105","1,025",372,312
2021년02월_남_40~49세,"6,822",311,63,462,283,130,155,228,179,567,189,209,80,167,"1,232","1,631",509,427
2021년02월_남_50~59세,"9,422",504,131,702,552,263,300,388,445,761,304,485,125,264,"1,387","1,562",713,536
2021년02월_남_60~69세,"10,360",693,155,772,687,452,369,552,653,908,458,653,272,287,"1,102","1,189",680,478
2021년02월_남_70~79세,"5,530",406,97,482,346,267,223,325,328,489,303,380,155,180,435,560,337,217
2021년02월_남_80~89세,"2,131",147,45,188,163,89,82,109,111,185,123,191,80,67,144,199,151,57
2021년02월_남_90~99세,179,13,3,12,14,12,4,7,7,18,6,13,6,4,23,18,14,5
2021년02월_남_100세 이상,9,1,0,1,0,0,1,0,1,0,1,0,0,2,0,1,1,0
2021년02월_여_총인구수,"53,283","2,707",658,"3,565","2,521","1,593","1,375","1,916","2,177","4,266","1,733","2,559",914,"1,410","8,098","10,500","4,257","3,034"
2021년02월_여_연령구간인구수,"53,283","2,707",658,"3,565","2,521","1,593","1,375","1,916","2,177","4,266","1,733","2,559",914,"1,410","8,098","10,500","4,257","3,034"
2021년02월_여_0~9세,"2,703",67,12,126,52,29,26,40,35,226,45,48,19,32,684,913,176,173
2021년02월_여_10~19세,"3,698",121,21,192,109,38,48,97,74,264,55,111,28,65,668,"1,208",326,273
2021년02월_여_20~29세,"3,819",132,53,186,117,56,61,75,86,260,71,138,28,80,867,949,366,294
2021년02월_여_30~39세,"4,140",132,27,206,130,68,64,71,105,305,66,102,27,91,"1,020","1,105",327,294
2021년02월_여_40~49세,"6,042",201,33,297,183,75,101,135,127,437,110,164,51,141,"1,182","1,838",537,430
2021년02월_여_50~59세,"9,248",487,101,628,453,257,260,345,442,730,273,382,152,266,"1,406","1,744",731,591
2021년02월_여_60~69세,"10,872",675,176,843,644,490,358,509,627,885,476,651,228,325,"1,224","1,437",790,534
2021년02월_여_70~79세,"7,185",520,123,592,447,295,249,352,362,648,343,470,190,244,655,799,603,293
2021년02월_여_80~89세,"4,801",317,93,434,326,247,173,246,276,442,255,420,168,145,323,444,355,137
2021년02월_여_90~99세,737,54,19,54,58,38,32,45,41,65,36,70,23,17,66,61,45,13
2021년02월_여_100세 이상,38,1,0,7,2,0,3,1,2,4,3,3,0,4,3,2,1,2
2021년03월_계_총인구수,"104,354","5,334","1,311","7,111","5,189","3,070","2,804","3,932","4,284","8,387","3,415","5,001","1,783","2,707","16,037","20,212","7,927","5,850"
2021년03월_계_연령구간인구수,"104,354","5,334","1,311","7,111","5,189","3,070","2,804","3,932","4,284","8,387","3,415","5,001","1,783","2,707","16,037","20,212","7,927","5,850"
2021년03월_계_0~9세,"5,497",139,19,278,120,57,58,86,76,444,85,102,34,63,"1,343","1,899",373,321
2021년03월_계_10~19세,"7,733",241,53,407,231,88,116,228,152,520,123,253,57,138,"1,397","2,552",621,556
2021년03월_계_20~29세,"8,971",316,132,479,360,151,170,205,218,647,173,307,93,224,"1,933","2,145",763,655
2021년03월_계_30~39세,"8,754",320,70,475,329,147,148,170,245,649,161,238,63,188,"2,134","2,112",699,606
2021년03월_계_40~49세,"12,834",502,94,759,469,207,255,364,305,997,301,373,129,301,"2,423","3,453","1,052",850
2021년03월_계_50~59세,"18,591",985,228,"1,316",992,520,559,731,875,"1,480",568,868,271,520,"2,802","3,320","1,434","1,122"
2021년03월_계_60~69세,"21,317","1,365",335,"1,624","1,332",945,735,"1,054","1,276","1,803",942,"1,312",508,614,"2,345","2,641","1,469","1,017"
2021년03월_계_70~79세,"12,756",930,220,"1,080",788,567,471,683,703,"1,125",642,855,346,423,"1,099","1,369",951,504
2021년03월_계_80~89세,"6,979",472,138,625,495,338,255,358,383,637,383,608,252,214,470,643,509,199
2021년03월_계_90~99세,896,62,22,64,71,50,34,52,48,84,35,82,30,21,90,76,56,19
2021년03월_계_100세 이상,26,2,0,4,2,0,3,1,3,1,2,3,0,1,1,2,0,1
2021년03월_남_총인구수,"51,206","2,647",648,"3,563","2,674","1,470","1,434","2,025","2,116","4,157","1,692","2,443",868,"1,309","7,927","9,740","3,670","2,823"
2021년03월_남_연령구간인구수,"51,206","2,647",648,"3,563","2,674","1,470","1,434","2,025","2,116","4,157","1,692","2,443",868,"1,309","7,927","9,740","3,670","2,823"
2021년03월_남_0~9세,"2,823",76,9,154,68,27,32,46,42,225,40,55,15,32,651,"1,008",195,148
2021년03월_남_10~19세,"4,054",123,29,216,126,47,70,131,78,262,71,144,30,74,733,"1,341",301,278
2021년03월_남_20~29세,"5,205",189,73,295,241,97,114,134,135,397,98,169,63,149,"1,084","1,203",398,366
2021년03월_남_30~39세,"4,640",188,44,274,199,84,83,101,141,346,98,138,37,96,"1,108","1,022",370,311
2021년03월_남_40~49세,"6,804",303,63,461,285,130,156,230,178,565,189,207,81,161,"1,236","1,625",511,423
2021년03월_남_50~59세,"9,394",507,128,698,546,259,298,390,436,758,300,482,120,258,"1,395","1,571",709,539
2021년03월_남_60~69세,"10,411",688,156,778,687,455,373,551,654,915,467,663,279,286,"1,113","1,189",679,478
2021년03월_남_70~79세,"5,551",410,98,489,343,270,222,326,335,479,298,383,155,180,439,566,341,217
2021년03월_남_80~89세,"2,148",151,45,188,166,89,81,109,109,191,126,189,81,68,145,199,153,58
2021년03월_남_90~99세,170,11,3,10,13,12,4,7,7,19,4,13,7,4,23,15,13,5
2021년03월_남_100세 이상,6,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
2021년03월_여_총인구수,"53,148","2,687",663,"3,548","2,515","1,600","1,370","1,907","2,168","4,230","1,723","2,558",915,"1,398","8,110","10,472","4,257","3,027"
2021년03월_여_연령구간인구수,"53,148","2,687",663,"3,548","2,515","1,600","1,370","1,907","2,168","4,230","1,723","2,558",915,"1,398","8,110","10,472","4,257","3,027"
2021년03월_여_0~9세,"2,674",63,10,124,52,30,26,40,34,219,45,47,19,31,692,891,178,173
2021년03월_여_10~19세,"3,679",118,24,191,105,41,46,97,74,258,52,109,27,64,664,"1,211",320,278
2021년03월_여_20~29세,"3,766",127,59,184,119,54,56,71,83,250,75,138,30,75,849,942,365,289
2021년03월_여_30~39세,"4,114",132,26,201,130,63,65,69,104,303,63,100,26,92,"1,026","1,090",329,295
2021년03월_여_40~49세,"6,030",199,31,298,184,77,99,134,127,432,112,166,48,140,"1,187","1,828",541,427
2021년03월_여_50~59세,"9,197",478,100,618,446,261,261,341,439,722,268,386,151,262,"1,407","1,749",725,583
2021년03월_여_60~69세,"10,906",677,179,846,645,490,362,503,622,888,475,649,229,328,"1,232","1,452",790,539
2021년03월_여_70~79세,"7,205",520,122,591,445,297,249,357,368,646,344,472,191,243,660,803,610,287
2021년03월_여_80~89세,"4,831",321,93,437,329,249,174,249,274,446,257,419,171,146,325,444,356,141
2021년03월_여_90~99세,726,51,19,54,58,38,30,45,41,65,31,69,23,17,67,61,43,14
2021년03월_여_100세 이상,20,1,0,4,2,0,2,1,2,1,1,3,0,0,1,1,0,1
2021년04월_계_총인구수,"104,383","5,346","1,310","7,109","5,192","3,070","2,817","3,929","4,278","8,362","3,411","4,995","1,794","2,692","16,075","20,213","7,925","5,865"
2021년04월_계_연령구간인구수,"104,383","5,346","1,310","7,109","5,192","3,070","2,817","3,929","4,278","8,362","3,411","4,995","1,794","2,692","16,075","20,213","7,925","5,865"
2021년04월_계_0~9세,"5,458",142,18,275,115,58,61,87,74,436,83,96,35,64,"1,332","1,880",377,325
2021년04월_계_10~19세,"7,713",238,53,403,229,85,114,222,148,514,124,258,58,137,"1,403","2,547",619,561
2021년04월_계_20~29세,"8,950",315,131,477,361,155,174,199,213,647,168,304,92,221,"1,920","2,149",764,660
2021년04월_계_30~39세,"8,722",329,71,473,323,143,148,170,241,640,163,236,65,190,"2,137","2,103",702,588
2021년04월_계_40~49세,"12,846",500,97,760,475,203,260,355,308,984,305,373,130,302,"2,436","3,464","1,043",851
2021년04월_계_50~59세,"18,552",971,226,"1,309",995,520,551,732,875,"1,476",569,858,277,507,"2,805","3,322","1,430","1,129"
2021년04월_계_60~69세,"21,438","1,385",335,"1,639","1,338",944,742,"1,066","1,278","1,808",938,"1,320",507,612,"2,387","2,651","1,473","1,015"
2021년04월_계_70~79세,"12,764",927,220,"1,081",788,569,473,684,708,"1,130",642,859,347,421,"1,087","1,366",945,517
2021년04월_계_80~89세,"7,009",476,137,621,496,343,256,358,380,642,383,608,253,217,475,651,516,197
2021년04월_계_90~99세,905,61,22,67,70,50,35,54,50,84,34,80,30,21,92,78,56,21
2021년04월_계_100세 이상,26,2,0,4,2,0,3,2,3,1,2,3,0,0,1,2,0,1
2021년04월_남_총인구수,"51,224","2,666",650,"3,561","2,681","1,466","1,442","2,014","2,105","4,142","1,690","2,446",872,"1,299","7,949","9,747","3,667","2,827"
2021년04월_남_연령구간인구수,"51,224","2,666",650,"3,561","2,681","1,466","1,442","2,014","2,105","4,142","1,690","2,446",872,"1,299","7,949","9,747","3,667","2,827"
2021년04월_남_0~9세,"2,797",78,9,151,65,28,34,47,41,221,40,52,16,32,641,995,196,151
2021년04월_남_10~19세,"4,041",121,29,213,125,46,68,125,75,259,71,147,30,73,735,"1,343",300,281
2021년04월_남_20~29세,"5,201",193,72,293,244,100,116,126,131,393,93,171,61,147,"1,082","1,212",398,369
2021년04월_남_30~39세,"4,618",191,44,275,197,80,82,99,137,341,98,139,39,96,"1,116","1,014",369,301
2021년04월_남_40~49세,"6,802",305,66,462,287,129,160,225,180,558,193,204,81,161,"1,235","1,630",503,423
2021년04월_남_50~59세,"9,379",498,127,695,547,258,297,391,432,759,301,474,120,255,"1,406","1,574",706,539
2021년04월_남_60~69세,"10,476",703,157,784,691,451,377,556,655,915,463,673,280,281,"1,129","1,193",691,477
2021년04월_남_70~79세,"5,572",412,99,488,346,273,221,329,338,482,300,382,157,181,436,568,336,224
2021년04월_남_80~89세,"2,162",153,44,189,166,89,82,109,107,195,126,191,82,69,146,202,155,57
2021년04월_남_90~99세,171,11,3,11,13,12,4,7,8,19,4,13,6,4,23,15,13,5
2021년04월_남_100세 이상,5,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
2021년04월_여_총인구수,"53,159","2,680",660,"3,548","2,511","1,604","1,375","1,915","2,173","4,220","1,721","2,549",922,"1,393","8,126","10,466","4,258","3,038"
2021년04월_여_연령구간인구수,"53,159","2,680",660,"3,548","2,511","1,604","1,375","1,915","2,173","4,220","1,721","2,549",922,"1,393","8,126","10,466","4,258","3,038"
2021년04월_여_0~9세,"2,661",64,9,124,50,30,27,40,33,215,43,44,19,32,691,885,181,174
2021년04월_여_10~19세,"3,672",117,24,190,104,39,46,97,73,255,53,111,28,64,668,"1,204",319,280
2021년04월_여_20~29세,"3,749",122,59,184,117,55,58,73,82,254,75,133,31,74,838,937,366,291
2021년04월_여_30~39세,"4,104",138,27,198,126,63,66,71,104,299,65,97,26,94,"1,021","1,089",333,287
2021년04월_여_40~49세,"6,044",195,31,298,188,74,100,130,128,426,112,169,49,141,"1,201","1,834",540,428
2021년04월_여_50~59세,"9,173",473,99,614,448,262,254,341,443,717,268,384,157,252,"1,399","1,748",724,590
2021년04월_여_60~69세,"10,962",682,178,855,647,493,365,510,623,893,475,647,227,331,"1,258","1,458",782,538
2021년04월_여_70~79세,"7,192",515,121,593,442,296,252,355,370,648,342,477,190,240,651,798,609,293
2021년04월_여_80~89세,"4,847",323,93,432,330,254,174,249,273,447,257,417,171,148,329,449,361,140
2021년04월_여_90~99세,734,50,19,56,57,38,31,47,42,65,30,67,24,17,69,63,43,16
2021년04월_여_100세 이상,21,1,0,4,2,0,2,2,2,1,1,3,0,0,1,1,0,1
2021년05월_계_총인구수,"104,133","5,297","1,296","7,051","5,201","3,074","2,816","3,939","4,271","8,328","3,396","4,998","1,786","2,666","16,093","20,183","7,895","5,843"
2021년05월_계_연령구간인구수,"104,133","5,297","1,296","7,051","5,201","3,074","2,816","3,939","4,271","8,328","3,396","4,998","1,786","2,666","16,093","20,183","7,895","5,843"
2021년05월_계_0~9세,"5,448",139,18,271,123,57,59,89,73,436,81,96,36,64,"1,334","1,876",379,317
2021년05월_계_10~19세,"7,684",237,53,402,224,83,114,219,145,517,123,257,55,143,"1,404","2,543",611,554
2021년05월_계_20~29세,"8,910",306,129,472,365,153,167,200,207,646,169,305,92,218,"1,914","2,143",768,656
2021년05월_계_30~39세,"8,689",319,67,467,328,145,149,165,243,628,162,237,64,191,"2,142","2,092",700,590
2021년05월_계_40~49세,"12,806",499,98,756,479,203,260,363,306,973,302,371,126,302,"2,434","3,469","1,027",838
2021년05월_계_50~59세,"18,463",963,222,"1,302",981,518,551,727,859,"1,471",563,852,273,498,"2,808","3,318","1,427","1,130"
2021년05월_계_60~69세,"21,448","1,383",329,"1,621","1,339",951,747,"1,079","1,288","1,808",934,"1,324",510,599,"2,396","2,645","1,477","1,018"
2021년05월_계_70~79세,"12,741",915,219,"1,069",786,571,473,684,717,"1,125",638,867,346,416,"1,092","1,372",935,516
2021년05월_계_80~89세,"7,008",472,138,618,504,342,258,359,379,637,388,608,254,214,476,645,514,202
2021년05월_계_90~99세,908,61,23,69,70,51,35,52,51,86,34,78,30,21,91,78,57,21
2021년05월_계_100세 이상,28,3,0,4,2,0,3,2,3,1,2,3,0,0,2,2,0,1
2021년05월_남_총인구수,"51,149","2,639",643,"3,538","2,694","1,470","1,441","2,022","2,106","4,139","1,677","2,452",867,"1,288","7,958","9,726","3,667","2,822"
2021년05월_남_연령구간인구수,"51,149","2,639",643,"3,538","2,694","1,470","1,441","2,022","2,106","4,139","1,677","2,452",867,"1,288","7,958","9,726","3,667","2,822"
2021년05월_남_0~9세,"2,790",76,9,147,73,28,34,49,40,222,38,51,16,31,641,987,199,149
2021년05월_남_10~19세,"4,029",120,28,214,124,43,68,125,73,258,71,147,29,77,732,"1,349",294,277
2021년05월_남_20~29세,"5,184",188,71,291,243,99,110,126,130,396,93,171,60,145,"1,083","1,202",406,370
2021년05월_남_30~39세,"4,608",186,41,273,203,82,85,96,138,338,97,141,38,95,"1,118","1,009",368,300
2021년05월_남_40~49세,"6,783",301,67,459,286,129,159,227,178,549,190,203,80,163,"1,241","1,633",499,419
2021년05월_남_50~59세,"9,346",496,126,693,546,257,292,389,426,762,300,472,119,251,"1,398","1,570",707,542
2021년05월_남_60~69세,"10,503",701,154,778,692,457,384,565,658,921,460,675,282,280,"1,134","1,192",693,477
2021년05월_남_70~79세,"5,574",408,99,485,348,274,221,331,345,482,297,388,154,174,444,567,333,224
2021년05월_남_80~89세,"2,153",151,45,187,165,89,83,107,109,191,126,191,83,68,144,201,154,59
2021년05월_남_90~99세,174,11,3,11,14,12,4,7,8,20,4,13,6,4,23,15,14,5
2021년05월_남_100세 이상,5,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
2021년05월_여_총인구수,"52,984","2,658",653,"3,513","2,507","1,604","1,375","1,917","2,165","4,189","1,719","2,546",919,"1,378","8,135","10,457","4,228","3,021"
2021년05월_여_연령구간인구수,"52,984","2,658",653,"3,513","2,507","1,604","1,375","1,917","2,165","4,189","1,719","2,546",919,"1,378","8,135","10,457","4,228","3,021"
2021년05월_여_0~9세,"2,658",63,9,124,50,29,25,40,33,214,43,45,20,33,693,889,180,168
2021년05월_여_10~19세,"3,655",117,25,188,100,40,46,94,72,259,52,110,26,66,672,"1,194",317,277
2021년05월_여_20~29세,"3,726",118,58,181,122,54,57,74,77,250,76,134,32,73,831,941,362,286
2021년05월_여_30~39세,"4,081",133,26,194,125,63,64,69,105,290,65,96,26,96,"1,024","1,083",332,290
2021년05월_여_40~49세,"6,023",198,31,297,193,74,101,136,128,424,112,168,46,139,"1,193","1,836",528,419
2021년05월_여_50~59세,"9,117",467,96,609,435,261,259,338,433,709,263,380,154,247,"1,410","1,748",720,588
2021년05월_여_60~69세,"10,945",682,175,843,647,494,363,514,630,887,474,649,228,319,"1,262","1,453",784,541
2021년05월_여_70~79세,"7,167",507,120,584,438,297,252,353,372,643,341,479,192,242,648,805,602,292
2021년05월_여_80~89세,"4,855",321,93,431,339,253,175,252,270,446,262,417,171,146,332,444,360,143
2021년05월_여_90~99세,734,50,20,58,56,39,31,45,43,66,30,65,24,17,68,63,43,16
2021년05월_여_100세 이상,23,2,0,4,2,0,2,2,2,1,1,3,0,0,2,1,0,1
2021년06월_계_총인구수,"104,070","5,285","1,290","7,046","5,178","3,078","2,818","3,913","4,270","8,336","3,394","4,971","1,784","2,659","16,148","20,150","7,888","5,862"
2021년06월_계_연령구간인구수,"104,070","5,285","1,290","7,046","5,178","3,078","2,818","3,913","4,270","8,336","3,394","4,971","1,784","2,659","16,148","20,150","7,888","5,862"
2021년06월_계_0~9세,"5,421",132,17,271,121,59,60,84,71,438,80,96,38,66,"1,341","1,860",376,311
2021년06월_계_10~19세,"7,658",239,54,398,225,82,116,211,142,521,120,252,52,143,"1,409","2,536",602,556
2021년06월_계_20~29세,"8,904",305,127,472,358,152,171,201,205,644,162,306,91,219,"1,918","2,141",768,664
2021년06월_계_30~39세,"8,641",309,66,460,326,147,146,159,242,626,164,233,66,191,"2,152","2,063",698,593
2021년06월_계_40~49세,"12,819",496,95,757,481,205,262,355,306,973,304,368,125,303,"2,447","3,479","1,024",839
2021년06월_계_50~59세,"18,336",965,223,"1,294",963,513,545,728,844,"1,459",563,844,272,492,"2,797","3,290","1,419","1,125"
2021년06월_계_60~69세,"21,584","1,388",326,"1,631","1,346",955,754,"1,081","1,310","1,818",936,"1,323",511,593,"2,416","2,671","1,492","1,033"
2021년06월_계_70~79세,"12,743",913,222,"1,071",785,566,471,684,715,"1,130",641,859,348,421,"1,095","1,375",932,515
