카테고리,세종특별자치시 세종특별자치시,세종특별자치시  조치원읍,세종특별자치시  연기면,세종특별자치시  연동면,세종특별자치시  부강면,세종특별자치시  금남면,세종특별자치시  장군면,세종특별자치시  연서면,세종특별자치시  전의면,세종특별자치시  전동면,세종특별자치시  소정면,세종특별자치시  한솔동,세종특별자치시  새롬동,세종특별자치시  도담동,세종특별자치시  아름동,세종특별자치시  종촌동,세종특별자치시  고운동,세종특별자치시  소담동,세종특별자치시  보람동,세종특별자치시  대평동,세종특별자치시  다정동,세종특별자치시  해밀동,세종특별자치시  반곡동
2020년12월_계_0~9세,"47,283","3,228",81,91,335,322,213,313,195,77,98,"2,630","4,290","5,659","3,569","4,689","6,042","5,761","3,196","1,639","4,855",,
2020년12월_계_10~19세,"42,677","4,179",107,128,378,405,297,430,394,122,186,"3,338","3,875","5,266","4,306","4,206","4,787","3,393","2,505","1,065","3,310",,
2020년12월_계_20~29세,"37,453","6,438",376,303,741,888,"1,002",881,563,284,275,"1,740","3,607","4,421","1,780","2,618","2,616","3,131","1,891","1,304","2,594",,
2020년12월_계_30~39세,"61,492","5,442",340,280,732,886,852,725,526,258,187,"2,577","6,017","7,416","3,447","5,453","6,652","7,645","3,726","2,277","6,054",,
2020년12월_계_40~49세,"68,831","6,892",330,330,830,"1,022",915,914,696,351,346,"4,488","6,058","8,408","5,968","6,320","7,495","6,184","3,906","1,888","5,490",,
2020년12월_계_50~59세,"45,205","6,698",542,550,"1,111","1,629","1,271","1,269","1,053",712,447,"2,543","3,191","4,532","2,666","3,197","3,441","3,652","2,277","1,634","2,790",,
2020년12월_계_60~69세,"30,139","5,360",510,683,"1,046","1,767","1,128","1,390","1,002",868,413,"1,187","1,621","2,265","1,179","1,909","2,314","1,832","1,281",807,"1,577",,
2020년12월_계_70~79세,"14,392","3,113",261,416,624,"1,160",591,931,680,528,266,497,531,997,451,805,808,585,437,228,483,,
2020년12월_계_80~89세,"7,109","1,506",156,313,396,666,381,553,490,321,197,195,190,445,158,327,229,187,146,105,148,,
2020년12월_계_90~99세,"1,200",230,24,62,50,115,51,72,82,51,26,36,50,86,38,44,47,49,32,26,29,,
2020년12월_계_100세 이상,50,14,2,4,2,5,2,3,5,6,1,2,0,0,0,0,0,4,0,0,0,,
2020년12월_남_총인구수,"177,568","22,294","1,531","1,647","3,433","4,655","3,837","4,074","3,024","1,949","1,299","9,447","14,270","19,132","11,677","14,339","16,823","15,971","9,514","5,455","13,197",,
2020년12월_남_연령구간인구수,"177,568","22,294","1,531","1,647","3,433","4,655","3,837","4,074","3,024","1,949","1,299","9,447","14,270","19,132","11,677","14,339","16,823","15,971","9,514","5,455","13,197",,
2020년12월_남_0~9세,"24,188","1,667",40,43,169,151,113,152,101,34,55,"1,355","2,210","2,928","1,858","2,366","3,067","2,946","1,624",874,"2,435",,
2020년12월_남_10~19세,"21,419","2,128",53,65,208,199,153,230,222,66,89,"1,676","1,876","2,636","2,230","2,087","2,449","1,638","1,267",538,"1,609",,
2020년12월_남_20~29세,"19,050","3,625",220,191,486,519,628,568,333,165,165,899,"1,604","1,980",905,"1,207","1,263","1,519",910,656,"1,207",,
2020년12월_남_30~39세,"30,004","2,987",232,161,451,531,576,456,320,166,115,"1,164","2,872","3,432","1,535","2,562","3,088","3,677","1,723","1,127","2,829",,
2020년12월_남_40~49세,"35,188","3,683",212,204,509,627,613,552,418,218,211,"2,158","3,013","4,157","2,870","3,176","3,772","3,131","1,975",936,"2,753",,
2020년12월_남_50~59세,"23,494","3,551",322,303,649,903,711,741,593,422,254,"1,321","1,604","2,341","1,438","1,598","1,639","1,803","1,149",794,"1,358",,
2020년12월_남_60~69세,"14,935","2,655",280,374,529,921,609,729,541,492,221,580,780,"1,072",566,856,"1,072",929,608,389,732,,
2020년12월_남_70~79세,"6,602","1,362",119,191,269,553,287,414,295,264,116,225,250,447,213,372,379,276,217,114,239,,
2020년12월_남_80~89세,"2,415",568,53,99,145,226,135,214,187,112,67,59,51,122,51,102,84,44,37,25,34,,
2020년12월_남_90~99세,263,65,0,15,17,24,12,18,14,8,5,10,10,17,11,13,10,7,4,2,1,,
2020년12월_남_100세 이상,10,3,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,,
2020년12월_여_총인구수,"178,263","20,806","1,198","1,513","2,812","4,210","2,866","3,407","2,662","1,629","1,143","9,786","15,160","20,363","11,885","15,229","17,608","16,452","9,883","5,518","14,133",,
2020년12월_여_연령구간인구수,"178,263","20,806","1,198","1,513","2,812","4,210","2,866","3,407","2,662","1,629","1,143","9,786","15,160","20,363","11,885","15,229","17,608","16,452","9,883","5,518","14,133",,
2020년12월_여_0~9세,"23,095","1,561",41,48,166,171,100,161,94,43,43,"1,275","2,080","2,731","1,711","2,323","2,975","2,815","1,572",765,"2,420",,
2020년12월_여_10~19세,"21,258","2,051",54,63,170,206,144,200,172,56,97,"1,662","1,999","2,630","2,076","2,119","2,338","1,755","1,238",527,"1,701",,
2020년12월_여_20~29세,"18,403","2,813",156,112,255,369,374,313,230,119,110,841,"2,003","2,441",875,"1,411","1,353","1,612",981,648,"1,387",,
2020년12월_여_30~39세,"31,488","2,455",108,119,281,355,276,269,206,92,72,"1,413","3,145","3,984","1,912","2,891","3,564","3,968","2,003","1,150","3,225",,
2020년12월_여_40~49세,"33,643","3,209",118,126,321,395,302,362,278,133,135,"2,330","3,045","4,251","3,098","3,144","3,723","3,053","1,931",952,"2,737",,
2020년12월_여_50~59세,"21,711","3,147",220,247,462,726,560,528,460,290,193,"1,222","1,587","2,191","1,228","1,599","1,802","1,849","1,128",840,"1,432",,
2020년12월_여_60~69세,"15,204","2,705",230,309,517,846,519,661,461,376,192,607,841,"1,193",613,"1,053","1,242",903,673,418,845,,
2020년12월_여_70~79세,"7,790","1,751",142,225,355,607,304,517,385,264,150,272,281,550,238,433,429,309,220,114,244,,
2020년12월_여_80~89세,"4,694",938,103,214,251,440,246,339,303,209,130,136,139,323,107,225,145,143,109,80,114,,
2020년12월_여_90~99세,937,165,24,47,33,91,39,54,68,43,21,26,40,69,27,31,37,42,28,24,28,,
2020년12월_여_100세 이상,40,11,2,3,1,4,2,3,5,4,0,2,0,0,0,0,0,3,0,0,0,,
2021년01월_계_총인구수,"357,871","43,227","2,745","3,176","6,235","8,907","6,770","7,474","5,679","3,566","2,451","19,229","29,617","40,200","23,551","29,510","34,397","32,925","19,366","11,161","27,685",,
2021년01월_계_연령구간인구수,"357,871","43,227","2,745","3,176","6,235","8,907","6,770","7,474","5,679","3,566","2,451","19,229","29,617","40,200","23,551","29,510","34,397","32,925","19,366","11,161","27,685",,
2021년01월_계_0~9세,"47,226","3,222",87,89,321,318,213,319,188,74,99,"2,611","4,282","5,769","3,520","4,657","5,983","5,814","3,172","1,646","4,842",,
2021년01월_계_10~19세,"43,097","4,183",105,131,379,416,299,431,394,115,188,"3,340","3,940","5,388","4,315","4,199","4,808","3,510","2,516","1,085","3,355",,
2021년01월_계_20~29세,"37,735","6,466",370,303,744,898,"1,021",880,563,296,272,"1,761","3,632","4,491","1,793","2,609","2,602","3,127","1,883","1,355","2,669",,
2021년01월_계_30~39세,"61,528","5,460",347,286,719,899,874,725,522,249,187,"2,550","6,004","7,502","3,420","5,444","6,589","7,718","3,666","2,281","6,086",,
2021년01월_계_40~49세,"69,371","6,890",338,336,836,"1,033",927,904,689,348,351,"4,474","6,139","8,575","5,963","6,290","7,512","6,331","3,929","1,935","5,571",,
2021년01월_계_50~59세,"45,466","6,696",539,549,"1,094","1,634","1,272","1,251","1,043",701,443,"2,573","3,202","4,625","2,704","3,198","3,456","3,708","2,287","1,644","2,847",,
2021년01월_계_60~69세,"30,553","5,418",513,681,"1,063","1,777","1,133","1,408","1,015",879,415,"1,191","1,643","2,303","1,186","1,943","2,346","1,875","1,294",844,"1,626",,
2021년01월_계_70~79세,"14,468","3,131",263,417,629,"1,145",592,919,677,526,273,498,537,"1,006",454,797,823,597,442,235,507,,
2021년01월_계_80~89세,"7,164","1,515",154,315,398,668,387,561,499,321,196,194,188,451,159,332,231,191,145,109,150,,
2021년01월_계_90~99세,"1,213",232,27,65,50,114,50,73,84,51,26,35,50,90,37,41,47,50,32,27,32,,
2021년01월_계_100세 이상,50,14,2,4,2,5,2,3,5,6,1,2,0,0,0,0,0,4,0,0,0,,
2021년01월_남_총인구수,"178,656","22,388","1,547","1,657","3,435","4,693","3,894","4,071","3,020","1,937","1,305","9,455","14,354","19,459","11,669","14,313","16,814","16,252","9,496","5,535","13,362",,
2021년01월_남_연령구간인구수,"178,656","22,388","1,547","1,657","3,435","4,693","3,894","4,071","3,020","1,937","1,305","9,455","14,354","19,459","11,669","14,313","16,814","16,252","9,496","5,535","13,362",,
2021년01월_남_0~9세,"24,186","1,665",44,42,165,149,115,152,97,33,55,"1,355","2,203","2,972","1,827","2,367","3,038","2,982","1,617",876,"2,432",,
2021년01월_남_10~19세,"21,631","2,133",52,69,209,205,152,232,224,61,92,"1,674","1,906","2,704","2,243","2,070","2,451","1,705","1,273",542,"1,634",,
2021년01월_남_20~29세,"19,200","3,650",220,193,486,525,652,573,334,168,162,908,"1,615","2,001",909,"1,202","1,256","1,526",905,682,"1,233",,
2021년01월_남_30~39세,"30,043","2,998",238,165,446,537,594,457,320,160,117,"1,150","2,862","3,470","1,527","2,559","3,058","3,726","1,688","1,125","2,846",,
2021년01월_남_40~49세,"35,393","3,686",215,206,509,642,622,543,412,218,210,"2,148","3,054","4,219","2,862","3,157","3,790","3,183","1,978",958,"2,781",,
2021년01월_남_50~59세,"23,693","3,552",321,304,646,908,710,730,589,415,253,"1,340","1,613","2,405","1,462","1,598","1,647","1,844","1,156",799,"1,401",,
2021년01월_남_60~69세,"15,140","2,698",283,369,540,929,611,740,545,494,225,588,786,"1,090",562,878,"1,085",946,618,407,746,,
2021년01월_남_70~79세,"6,659","1,366",121,195,271,547,290,411,294,265,120,221,252,453,218,367,394,288,218,117,251,,
2021년01월_남_80~89세,"2,436",575,52,96,145,226,136,215,190,113,65,61,53,126,49,104,85,45,38,26,36,,
2021년01월_남_90~99세,265,62,1,17,17,24,12,18,15,8,5,10,10,19,10,11,10,6,5,3,2,,
2021년01월_남_100세 이상,10,3,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,,
2021년01월_여_총인구수,"179,215","20,839","1,198","1,519","2,800","4,214","2,876","3,403","2,659","1,629","1,146","9,774","15,263","20,741","11,882","15,197","17,583","16,673","9,870","5,626","14,323",,
2021년01월_여_연령구간인구수,"179,215","20,839","1,198","1,519","2,800","4,214","2,876","3,403","2,659","1,629","1,146","9,774","15,263","20,741","11,882","15,197","17,583","16,673","9,870","5,626","14,323",,
2021년01월_여_0~9세,"23,040","1,557",43,47,156,169,98,167,91,41,44,"1,256","2,079","2,797","1,693","2,290","2,945","2,832","1,555",770,"2,410",,
2021년01월_여_10~19세,"21,466","2,050",53,62,170,211,147,199,170,54,96,"1,666","2,034","2,684","2,072","2,129","2,357","1,805","1,243",543,"1,721",,
2021년01월_여_20~29세,"18,535","2,816",150,110,258,373,369,307,229,128,110,853,"2,017","2,490",884,"1,407","1,346","1,601",978,673,"1,436",,
2021년01월_여_30~39세,"31,485","2,462",109,121,273,362,280,268,202,89,70,"1,400","3,142","4,032","1,893","2,885","3,531","3,992","1,978","1,156","3,240",,
2021년01월_여_40~49세,"33,978","3,204",123,130,327,391,305,361,277,130,141,"2,326","3,085","4,356","3,101","3,133","3,722","3,148","1,951",977,"2,790",,
2021년01월_여_50~59세,"21,773","3,144",218,245,448,726,562,521,454,286,190,"1,233","1,589","2,220","1,242","1,600","1,809","1,864","1,131",845,"1,446",,
2021년01월_여_60~69세,"15,413","2,720",230,312,523,848,522,668,470,385,190,603,857,"1,213",624,"1,065","1,261",929,676,437,880,,
2021년01월_여_70~79세,"7,809","1,765",142,222,358,598,302,508,383,261,153,277,285,553,236,430,429,309,224,118,256,,
2021년01월_여_80~89세,"4,728",940,102,219,253,442,251,346,309,208,131,133,135,325,110,228,146,146,107,83,114,,
2021년01월_여_90~99세,948,170,26,48,33,90,38,55,69,43,21,25,40,71,27,30,37,44,27,24,30,,
2021년01월_여_100세 이상,40,11,2,3,1,4,2,3,5,4,0,2,0,0,0,0,0,3,0,0,0,,
2021년02월_계_총인구수,"359,569","43,316","2,776","3,161","6,237","8,953","6,859","7,485","5,662","3,544","2,444","19,173","30,157","40,692","23,621","29,455","34,437","33,190","19,360","11,198","27,849",,
2021년02월_계_연령구간인구수,"359,569","43,316","2,776","3,161","6,237","8,953","6,859","7,485","5,662","3,544","2,444","19,173","30,157","40,692","23,621","29,455","34,437","33,190","19,360","11,198","27,849",,
2021년02월_계_0~9세,"47,289","3,202",88,87,320,324,221,324,185,71,99,"2,586","4,352","5,829","3,513","4,640","5,991","5,821","3,151","1,648","4,837",,
2021년02월_계_10~19세,"43,332","4,197",103,130,370,413,308,422,388,116,183,"3,329","4,024","5,443","4,332","4,177","4,807","3,577","2,521","1,082","3,410",,
2021년02월_계_20~29세,"37,759","6,452",383,297,745,917,"1,024",877,558,282,270,"1,734","3,674","4,561","1,808","2,590","2,581","3,121","1,868","1,352","2,665",,
2021년02월_계_30~39세,"61,557","5,481",354,291,727,912,907,735,517,243,184,"2,537","6,104","7,556","3,402","5,404","6,518","7,733","3,626","2,266","6,060",,
2021년02월_계_40~49세,"69,982","6,911",334,336,834,"1,033",940,906,684,349,345,"4,485","6,272","8,728","5,964","6,316","7,577","6,422","3,942","1,946","5,658",,
2021년02월_계_50~59세,"45,760","6,696",540,537,"1,104","1,626","1,294","1,251","1,041",704,447,"2,582","3,279","4,647","2,745","3,200","3,477","3,745","2,321","1,661","2,863",,
2021년02월_계_60~69세,"30,908","5,465",524,680,"1,062","1,798","1,142","1,418","1,027",877,417,"1,194","1,675","2,353","1,207","1,958","2,377","1,913","1,310",866,"1,645",,
2021년02월_계_70~79세,"14,469","3,129",264,422,624,"1,138",589,911,673,521,274,487,535,"1,026",450,792,832,600,441,242,519,,
2021년02월_계_80~89세,"7,227","1,532",157,313,398,669,383,566,498,321,198,199,193,453,164,336,231,201,149,108,158,,
2021년02월_계_90~99세,"1,236",237,27,64,52,118,49,72,86,54,26,38,49,96,35,42,46,53,31,27,34,,
2021년02월_계_100세 이상,50,14,2,4,1,5,2,3,5,6,1,2,0,0,1,0,0,4,0,0,0,,
2021년02월_남_총인구수,"179,528","22,426","1,568","1,647","3,446","4,726","3,952","4,087","3,006","1,923","1,299","9,460","14,628","19,656","11,707","14,295","16,849","16,357","9,484","5,562","13,450",,
2021년02월_남_연령구간인구수,"179,528","22,426","1,568","1,647","3,446","4,726","3,952","4,087","3,006","1,923","1,299","9,460","14,628","19,656","11,707","14,295","16,849","16,357","9,484","5,562","13,450",,
2021년02월_남_0~9세,"24,220","1,653",44,41,166,154,119,155,96,31,55,"1,347","2,233","3,001","1,829","2,361","3,052","2,986","1,598",879,"2,420",,
2021년02월_남_10~19세,"21,778","2,133",50,66,206,196,153,233,220,61,89,"1,682","1,943","2,730","2,262","2,058","2,450","1,745","1,286",540,"1,675",,
2021년02월_남_20~29세,"19,239","3,651",235,187,487,543,653,572,328,155,159,903,"1,657","2,017",903,"1,201","1,254","1,515",900,681,"1,238",,
2021년02월_남_30~39세,"30,063","3,006",239,168,459,551,612,466,317,157,114,"1,142","2,904","3,503","1,522","2,546","3,016","3,724","1,664","1,120","2,833",,
2021년02월_남_40~49세,"35,638","3,701",213,204,509,642,635,549,406,218,205,"2,150","3,132","4,270","2,856","3,147","3,821","3,215","1,973",966,"2,826",,
2021년02월_남_50~59세,"23,872","3,559",325,302,648,900,731,723,591,421,258,"1,354","1,644","2,416","1,479","1,614","1,660","1,862","1,178",806,"1,401",,
2021년02월_남_60~69세,"15,313","2,716",286,366,539,949,611,746,553,491,227,590,802,"1,110",578,883,"1,099",966,622,419,760,,
2021년02월_남_70~79세,"6,675","1,369",122,200,269,538,289,408,291,265,120,219,250,464,216,367,401,289,219,123,256,,
2021년02월_남_80~89세,"2,452",572,53,96,144,228,136,218,189,113,66,62,54,126,52,107,85,48,39,25,39,,
2021년02월_남_90~99세,267,63,1,16,18,24,13,17,15,9,5,11,9,19,9,11,11,6,5,3,2,,
2021년02월_남_100세 이상,11,3,0,1,1,1,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,,
2021년02월_여_총인구수,"180,041","20,890","1,208","1,514","2,791","4,227","2,907","3,398","2,656","1,621","1,145","9,713","15,529","21,036","11,914","15,160","17,588","16,833","9,876","5,636","14,399",,
2021년02월_여_연령구간인구수,"180,041","20,890","1,208","1,514","2,791","4,227","2,907","3,398","2,656","1,621","1,145","9,713","15,529","21,036","11,914","15,160","17,588","16,833","9,876","5,636","14,399",,
2021년02월_여_0~9세,"23,069","1,549",44,46,154,170,102,169,89,40,44,"1,239","2,119","2,828","1,684","2,279","2,939","2,835","1,553",769,"2,417",,
2021년02월_여_10~19세,"21,554","2,064",53,64,164,217,155,189,168,55,94,"1,647","2,081","2,713","2,070","2,119","2,357","1,832","1,235",542,"1,735",,
2021년02월_여_20~29세,"18,520","2,801",148,110,258,374,371,305,230,127,111,831,"2,017","2,544",905,"1,389","1,327","1,606",968,671,"1,427",,
2021년02월_여_30~39세,"31,494","2,475",115,123,268,361,295,269,200,86,70,"1,395","3,200","4,053","1,880","2,858","3,502","4,009","1,962","1,146","3,227",,
2021년02월_여_40~49세,"34,344","3,210",121,132,325,391,305,357,278,131,140,"2,335","3,140","4,458","3,108","3,169","3,756","3,207","1,969",980,"2,832",,
2021년02월_여_50~59세,"21,888","3,137",215,235,456,726,563,528,450,283,189,"1,228","1,635","2,231","1,266","1,586","1,817","1,883","1,143",855,"1,462",,
2021년02월_여_60~69세,"15,595","2,749",238,314,523,849,531,672,474,386,190,604,873,"1,243",629,"1,075","1,278",947,688,447,885,,
2021년02월_여_70~79세,"7,794","1,760",142,222,355,600,300,503,382,256,154,268,285,562,234,425,431,311,222,119,263,,
2021년02월_여_80~89세,"4,775",960,104,217,254,441,247,348,309,208,132,137,139,327,112,229,146,153,110,83,119,,
2021년02월_여_90~99세,969,174,26,48,34,94,36,55,71,45,21,27,40,77,26,31,35,47,26,24,32,,
2021년02월_여_100세 이상,39,11,2,3,0,4,2,3,5,4,0,2,0,0,0,0,0,3,0,0,0,,
2021년03월_계_총인구수,"360,462","43,304","2,758","3,156","6,251","8,912","6,877","7,452","5,614","3,484","2,412","19,184","30,970","40,847","23,620","29,455","34,401","33,348","19,357","11,210","27,850",,
2021년03월_계_연령구간인구수,"360,462","43,304","2,758","3,156","6,251","8,912","6,877","7,452","5,614","3,484","2,412","19,184","30,970","40,847","23,620","29,455","34,401","33,348","19,357","11,210","27,850",,
2021년03월_계_0~9세,"47,300","3,187",93,88,324,322,225,331,183,69,97,"2,550","4,495","5,814","3,483","4,627","5,941","5,855","3,138","1,645","4,833",,
2021년03월_계_10~19세,"43,522","4,188",108,128,367,409,310,415,382,118,180,"3,353","4,148","5,457","4,329","4,175","4,812","3,609","2,532","1,075","3,427",,
2021년03월_계_20~29세,"37,866","6,471",388,300,732,910,"1,030",875,562,278,271,"1,722","3,762","4,605","1,838","2,579","2,568","3,130","1,871","1,368","2,606",,
2021년03월_계_30~39세,"61,515","5,503",358,293,745,912,919,743,497,246,182,"2,519","6,212","7,549","3,393","5,400","6,468","7,711","3,571","2,252","6,042",,
2021년03월_계_40~49세,"70,075","6,881",333,336,829,"1,018",942,883,672,335,334,"4,494","6,463","8,740","5,934","6,297","7,571","6,458","3,941","1,944","5,670",,
2021년03월_계_50~59세,"45,953","6,671",523,530,"1,099","1,599","1,283","1,227","1,030",693,442,"2,601","3,380","4,693","2,761","3,234","3,495","3,783","2,353","1,667","2,889",,
2021년03월_계_60~69세,"31,270","5,517",520,684,"1,078","1,811","1,149","1,428","1,039",868,415,"1,220","1,717","2,391","1,222","1,987","2,422","1,937","1,328",878,"1,659",,
2021년03월_계_70~79세,"14,451","3,102",254,424,625,"1,140",588,900,666,508,272,484,547,"1,038",463,781,841,605,437,245,531,,
2021년03월_계_80~89세,"7,245","1,536",152,309,401,666,384,576,496,315,195,201,196,459,163,335,235,206,155,108,157,,
2021년03월_계_90~99세,"1,228",240,28,60,50,121,46,71,82,52,24,38,50,101,33,39,48,50,31,28,36,,
2021년03월_계_100세 이상,37,8,1,4,1,4,1,3,5,2,0,2,0,0,1,1,0,4,0,0,0,,
2021년03월_남_총인구수,"180,030","22,480","1,576","1,653","3,451","4,720","3,969","4,070","2,985","1,886","1,285","9,458","15,019","19,733","11,691","14,319","16,833","16,428","9,474","5,558","13,442",,
2021년03월_남_연령구간인구수,"180,030","22,480","1,576","1,653","3,451","4,720","3,969","4,070","2,985","1,886","1,285","9,458","15,019","19,733","11,691","14,319","16,833","16,428","9,474","5,558","13,442",,
2021년03월_남_0~9세,"24,191","1,630",46,44,170,154,125,159,95,29,52,"1,323","2,289","2,996","1,809","2,366","3,017","2,997","1,588",876,"2,426",,
2021년03월_남_10~19세,"21,879","2,134",54,66,201,192,152,227,217,62,86,"1,699","1,998","2,736","2,266","2,056","2,464","1,762","1,291",539,"1,677",,
2021년03월_남_20~29세,"19,340","3,688",238,191,479,539,655,570,335,153,162,896,"1,712","2,046",905,"1,204","1,243","1,526",906,679,"1,213",,
2021년03월_남_30~39세,"30,060","3,027",244,170,469,554,616,471,308,157,117,"1,130","2,937","3,514","1,512","2,556","3,010","3,692","1,639","1,109","2,828",,
2021년03월_남_40~49세,"35,685","3,697",218,207,507,637,644,541,398,214,198,"2,155","3,224","4,265","2,840","3,133","3,809","3,248","1,961",970,"2,819",,
2021년03월_남_50~59세,"23,984","3,545",324,296,640,889,727,707,581,413,257,"1,364","1,722","2,429","1,489","1,631","1,671","1,885","1,200",806,"1,408",,
2021년03월_남_60~69세,"15,478","2,743",282,369,552,959,606,756,561,481,226,601,818,"1,134",587,893,"1,123",972,626,425,764,,
2021년03월_남_70~79세,"6,688","1,373",120,203,270,543,292,404,289,260,119,218,254,465,221,359,403,290,217,124,264,,
2021년03월_남_80~89세,"2,455",578,48,93,145,227,140,219,186,107,63,61,57,128,53,111,82,49,41,26,41,,
2021년03월_남_90~99세,263,64,2,13,17,25,12,16,15,9,5,11,8,20,8,10,11,6,5,4,2,,
2021년03월_남_100세 이상,7,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,,
2021년03월_여_총인구수,"180,432","20,824","1,182","1,503","2,800","4,192","2,908","3,382","2,629","1,598","1,127","9,726","15,951","21,114","11,929","15,136","17,568","16,920","9,883","5,652","14,408",,
2021년03월_여_연령구간인구수,"180,432","20,824","1,182","1,503","2,800","4,192","2,908","3,382","2,629","1,598","1,127","9,726","15,951","21,114","11,929","15,136","17,568","16,920","9,883","5,652","14,408",,
2021년03월_여_0~9세,"23,109","1,557",47,44,154,168,100,172,88,40,45,"1,227","2,206","2,818","1,674","2,261","2,924","2,858","1,550",769,"2,407",,
2021년03월_여_10~19세,"21,643","2,054",54,62,166,217,158,188,165,56,94,"1,654","2,150","2,721","2,063","2,119","2,348","1,847","1,241",536,"1,750",,
2021년03월_여_20~29세,"18,526","2,783",150,109,253,371,375,305,227,125,109,826,"2,050","2,559",933,"1,375","1,325","1,604",965,689,"1,393",,
2021년03월_여_30~39세,"31,455","2,476",114,123,276,358,303,272,189,89,65,"1,389","3,275","4,035","1,881","2,844","3,458","4,019","1,932","1,143","3,214",,
2021년03월_여_40~49세,"34,390","3,184",115,129,322,381,298,342,274,121,136,"2,339","3,239","4,475","3,094","3,164","3,762","3,210","1,980",974,"2,851",,
2021년03월_여_50~59세,"21,969","3,126",199,234,459,710,556,520,449,280,185,"1,237","1,658","2,264","1,272","1,603","1,824","1,898","1,153",861,"1,481",,
2021년03월_여_60~69세,"15,792","2,774",238,315,526,852,543,672,478,387,189,619,899,"1,257",635,"1,094","1,299",965,702,453,895,,
2021년03월_여_70~79세,"7,763","1,729",134,221,355,597,296,496,377,248,153,266,293,573,242,422,438,315,220,121,267,,
2021년03월_여_80~89세,"4,790",958,104,216,256,439,244,357,310,208,132,140,139,331,110,224,153,157,114,82,116,,
2021년03월_여_90~99세,965,176,26,47,33,96,34,55,67,43,19,27,42,81,25,29,37,44,26,24,34,,
2021년03월_여_100세 이상,30,7,1,3,0,3,1,3,5,1,0,2,0,0,0,1,0,3,0,0,0,,
2021년04월_계_총인구수,"361,396","43,290","2,781","3,153","6,211","8,941","6,895","7,422","5,578","3,486","2,413","19,181","31,539","40,907","23,618","29,422","34,419","33,596","19,351","11,259","27,934",,
2021년04월_계_연령구간인구수,"361,396","43,290","2,781","3,153","6,211","8,941","6,895","7,422","5,578","3,486","2,413","19,181","31,539","40,907","23,618","29,422","34,419","33,596","19,351","11,259","27,934",,
2021년04월_계_0~9세,"47,239","3,164",97,88,320,326,232,336,183,72,98,"2,540","4,578","5,782","3,459","4,590","5,910","5,853","3,126","1,647","4,838",,
2021년04월_계_10~19세,"43,710","4,175",106,129,364,406,312,406,375,116,176,"3,341","4,214","5,496","4,328","4,209","4,829","3,629","2,556","1,077","3,466",,
2021년04월_계_20~29세,"38,010","6,470",392,296,715,924,"1,038",866,560,280,275,"1,724","3,820","4,615","1,850","2,564","2,566","3,220","1,872","1,373","2,590",,
2021년04월_계_30~39세,"61,490","5,510",362,293,745,911,920,737,490,242,181,"2,499","6,304","7,547","3,381","5,372","6,423","7,755","3,533","2,254","6,031",,
2021년04월_계_40~49세,"70,245","6,878",335,339,818,"1,026",944,880,659,338,334,"4,481","6,572","8,729","5,913","6,292","7,595","6,494","3,948","1,964","5,706",,
2021년04월_계_50~59세,"46,140","6,647",528,524,"1,090","1,604","1,282","1,221","1,021",692,443,"2,638","3,483","4,713","2,775","3,252","3,520","3,783","2,351","1,678","2,895",,
2021년04월_계_60~69세,"31,569","5,551",526,685,"1,088","1,818","1,154","1,430","1,046",872,416,"1,226","1,763","2,428","1,250","1,995","2,438","1,981","1,341",883,"1,678",,
2021년04월_계_70~79세,"14,422","3,082",254,426,619,"1,128",580,892,664,507,273,488,551,"1,033",463,782,843,614,440,249,534,,
2021년04월_계_80~89세,"7,284","1,562",149,308,399,672,384,581,494,314,192,203,199,459,164,326,248,211,154,106,159,,
2021년04월_계_90~99세,"1,251",243,31,61,52,122,48,71,81,51,25,39,55,105,34,39,47,52,30,28,37,,
2021년04월_계_100세 이상,36,8,1,4,1,4,1,2,5,2,0,2,0,0,1,1,0,4,0,0,0,,
2021년04월_남_총인구수,"180,462","22,487","1,586","1,653","3,426","4,744","3,991","4,051","2,962","1,891","1,281","9,447","15,286","19,768","11,689","14,295","16,834","16,524","9,493","5,576","13,478",,
2021년04월_남_연령구간인구수,"180,462","22,487","1,586","1,653","3,426","4,744","3,991","4,051","2,962","1,891","1,281","9,447","15,286","19,768","11,689","14,295","16,834","16,524","9,493","5,576","13,478",,
2021년04월_남_0~9세,"24,138","1,621",48,44,168,157,128,160,94,31,53,"1,321","2,317","2,977","1,798","2,353","2,997","2,979","1,588",872,"2,432",,
2021년04월_남_10~19세,"21,991","2,125",53,66,200,187,154,221,212,62,83,"1,697","2,035","2,754","2,274","2,068","2,475","1,778","1,306",541,"1,700",,
2021년04월_남_20~29세,"19,408","3,690",237,189,466,553,657,565,335,156,164,894,"1,752","2,050",899,"1,202","1,236","1,578",910,682,"1,193",,
2021년04월_남_30~39세,"30,026","3,035",247,171,472,551,615,463,304,155,117,"1,124","2,962","3,523","1,512","2,541","2,983","3,709","1,620","1,104","2,818",,
2021년04월_남_40~49세,"35,767","3,698",217,209,506,640,645,540,390,217,198,"2,135","3,290","4,251","2,825","3,125","3,830","3,258","1,972",979,"2,842",,
