카테고리,충청남도 금산군,충청남도 금산군 금산읍,충청남도 금산군 금성면,충청남도 금산군 제원면,충청남도 금산군 부리면,충청남도 금산군 군북면,충청남도 금산군 남일면,충청남도 금산군 남이면,충청남도 금산군 진산면,충청남도 금산군 복수면,충청남도 금산군 추부면
2021년07월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0
2021년07월_여_총인구수,"25,175","11,471","1,587","1,325","1,228","1,264","1,411","1,028","1,612","1,434","2,815"
2021년07월_여_연령구간인구수,"25,175","11,471","1,587","1,325","1,228","1,264","1,411","1,028","1,612","1,434","2,815"
2021년07월_여_0~9세,"1,191",790,34,34,32,65,35,27,29,37,108
2021년07월_여_10~19세,"2,024","1,202",68,33,40,66,201,72,95,61,186
2021년07월_여_20~29세,"1,622",926,73,69,43,56,57,35,89,79,195
2021년07월_여_30~39세,"1,656",986,81,55,37,64,59,38,82,92,162
2021년07월_여_40~49세,"2,716","1,677",122,79,59,107,95,62,119,107,289
2021년07월_여_50~59세,"3,960","1,815",245,202,145,167,171,177,274,236,528
2021년07월_여_60~69세,"5,007","1,845",374,349,319,282,285,223,344,350,636
2021년07월_여_70~79세,"3,679","1,360",283,235,245,233,237,194,301,237,354
2021년07월_여_80~89세,"2,871",756,249,234,266,195,243,175,245,199,309
2021년07월_여_90~99세,441,111,57,35,40,29,28,25,34,36,46
2021년07월_여_100세 이상,8,3,1,0,2,0,0,0,0,0,2
2021년08월_계_총인구수,"50,783","22,517","3,278","2,782","2,463","2,518","2,844","2,110","3,237","3,017","6,017"
2021년08월_계_연령구간인구수,"50,783","22,517","3,278","2,782","2,463","2,518","2,844","2,110","3,237","3,017","6,017"
2021년08월_계_0~9세,"2,399","1,536",85,75,65,120,80,54,73,77,234
2021년08월_계_10~19세,"4,199","2,452",148,97,73,137,381,149,216,142,404
2021년08월_계_20~29세,"3,814","2,117",202,174,98,125,156,103,172,191,476
2021년08월_계_30~39세,"3,458","1,956",188,141,110,143,108,70,148,178,416
2021년08월_계_40~49세,"6,035","3,493",284,225,170,237,239,155,279,283,670
2021년08월_계_50~59세,"8,868","3,754",600,480,389,418,417,408,643,554,"1,205"
2021년08월_계_60~69세,"10,314","3,529",772,740,660,592,620,508,740,764,"1,389"
2021년08월_계_70~79세,"6,805","2,370",539,460,453,423,450,365,556,488,701
2021년08월_계_80~89세,"4,308","1,168",387,342,390,286,352,268,366,293,456
2021년08월_계_90~99세,573,139,71,48,53,37,40,30,44,47,64
2021년08월_계_100세 이상,10,3,2,0,2,0,1,0,0,0,2
2021년08월_남_총인구수,"25,632","11,051","1,697","1,454","1,236","1,256","1,444","1,087","1,625","1,583","3,199"
2021년08월_남_연령구간인구수,"25,632","11,051","1,697","1,454","1,236","1,256","1,444","1,087","1,625","1,583","3,199"
2021년08월_남_0~9세,"1,219",758,52,42,32,54,45,27,44,38,127
2021년08월_남_10~19세,"2,185","1,246",81,63,34,71,187,80,121,81,221
2021년08월_남_20~29세,"2,203","1,198",129,108,54,71,100,66,84,113,280
2021년08월_남_30~39세,"1,825",986,106,84,73,81,52,34,69,86,254
2021년08월_남_40~49세,"3,310","1,812",162,146,110,129,142,92,157,176,384
2021년08월_남_50~59세,"4,906","1,930",356,276,247,250,250,234,371,320,672
2021년08월_남_60~69세,"5,293","1,678",400,387,339,313,333,286,396,413,748
2021년08월_남_70~79세,"3,129","1,006",259,229,211,190,211,168,258,248,349
2021년08월_남_80~89세,"1,426",409,134,107,122,90,112,95,115,96,146
2021년08월_남_90~99세,135,28,17,12,14,7,12,5,10,12,18
2021년08월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0
2021년08월_여_총인구수,"25,151","11,466","1,581","1,328","1,227","1,262","1,400","1,023","1,612","1,434","2,818"
2021년08월_여_연령구간인구수,"25,151","11,466","1,581","1,328","1,227","1,262","1,400","1,023","1,612","1,434","2,818"
2021년08월_여_0~9세,"1,180",778,33,33,33,66,35,27,29,39,107
2021년08월_여_10~19세,"2,014","1,206",67,34,39,66,194,69,95,61,183
2021년08월_여_20~29세,"1,611",919,73,66,44,54,56,37,88,78,196
2021년08월_여_30~39세,"1,633",970,82,57,37,62,56,36,79,92,162
2021년08월_여_40~49세,"2,725","1,681",122,79,60,108,97,63,122,107,286
2021년08월_여_50~59세,"3,962","1,824",244,204,142,168,167,174,272,234,533
2021년08월_여_60~69세,"5,021","1,851",372,353,321,279,287,222,344,351,641
2021년08월_여_70~79세,"3,676","1,364",280,231,242,233,239,197,298,240,352
2021년08월_여_80~89세,"2,882",759,253,235,268,196,240,173,251,197,310
2021년08월_여_90~99세,438,111,54,36,39,30,28,25,34,35,46
2021년08월_여_100세 이상,9,3,1,0,2,0,1,0,0,0,2
2021년09월_계_총인구수,"50,629","22,483","3,264","2,778","2,453","2,522","2,806","2,093","3,239","2,999","5,992"
2021년09월_계_연령구간인구수,"50,629","22,483","3,264","2,778","2,453","2,522","2,806","2,093","3,239","2,999","5,992"
2021년09월_계_0~9세,"2,384","1,528",83,71,63,118,79,54,74,78,236
2021년09월_계_10~19세,"4,153","2,448",148,97,73,136,350,146,210,142,403
2021년09월_계_20~29세,"3,749","2,096",193,172,96,125,148,98,175,184,462
2021년09월_계_30~39세,"3,423","1,938",185,133,110,143,108,71,141,179,415
2021년09월_계_40~49세,"5,996","3,489",277,226,167,233,236,144,280,275,669
2021년09월_계_50~59세,"8,872","3,754",595,482,384,426,421,410,651,550,"1,199"
2021년09월_계_60~69세,"10,339","3,540",779,748,658,593,621,513,736,765,"1,386"
2021년09월_계_70~79세,"6,814","2,376",543,458,456,424,450,364,561,484,698
2021년09월_계_80~89세,"4,317","1,173",389,343,390,286,351,264,367,295,459
2021년09월_계_90~99세,572,138,70,48,54,38,41,29,44,47,63
2021년09월_계_100세 이상,10,3,2,0,2,0,1,0,0,0,2
2021년09월_남_총인구수,"25,563","11,041","1,689","1,458","1,235","1,257","1,422","1,077","1,624","1,572","3,188"
2021년09월_남_연령구간인구수,"25,563","11,041","1,689","1,458","1,235","1,257","1,422","1,077","1,624","1,572","3,188"
2021년09월_남_0~9세,"1,212",757,51,40,30,52,45,27,45,38,127
2021년09월_남_10~19세,"2,160","1,244",81,63,33,71,167,81,118,80,222
2021년09월_남_20~29세,"2,179","1,192",124,107,56,72,96,64,84,108,276
2021년09월_남_30~39세,"1,804",976,106,80,72,79,54,34,65,86,252
2021년09월_남_40~49세,"3,290","1,813",158,147,109,125,138,84,158,171,387
2021년09월_남_50~59세,"4,907","1,925",352,280,245,256,255,234,373,320,667
2021년09월_남_60~69세,"5,307","1,684",403,392,339,313,332,290,394,413,747
2021년09월_남_70~79세,"3,135","1,006",262,229,215,191,212,166,260,248,346
2021년09월_남_80~89세,"1,432",416,134,108,122,90,111,92,117,96,146
2021년09월_남_90~99세,136,28,17,12,14,8,12,5,10,12,18
2021년09월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0
2021년09월_여_총인구수,"25,066","11,442","1,575","1,320","1,218","1,265","1,384","1,016","1,615","1,427","2,804"
2021년09월_여_연령구간인구수,"25,066","11,442","1,575","1,320","1,218","1,265","1,384","1,016","1,615","1,427","2,804"
2021년09월_여_0~9세,"1,172",771,32,31,33,66,34,27,29,40,109
2021년09월_여_10~19세,"1,993","1,204",67,34,40,65,183,65,92,62,181
2021년09월_여_20~29세,"1,570",904,69,65,40,53,52,34,91,76,186
2021년09월_여_30~39세,"1,619",962,79,53,38,64,54,37,76,93,163
2021년09월_여_40~49세,"2,706","1,676",119,79,58,108,98,60,122,104,282
2021년09월_여_50~59세,"3,965","1,829",243,202,139,170,166,176,278,230,532
2021년09월_여_60~69세,"5,032","1,856",376,356,319,280,289,223,342,352,639
2021년09월_여_70~79세,"3,679","1,370",281,229,241,233,238,198,301,236,352
2021년09월_여_80~89세,"2,885",757,255,235,268,196,240,172,250,199,313
2021년09월_여_90~99세,436,110,53,36,40,30,29,24,34,35,45
2021년09월_여_100세 이상,9,3,1,0,2,0,1,0,0,0,2
2021년10월_계_총인구수,"50,597","22,463","3,255","2,766","2,462","2,515","2,792","2,097","3,239","3,015","5,993"
2021년10월_계_연령구간인구수,"50,597","22,463","3,255","2,766","2,462","2,515","2,792","2,097","3,239","3,015","5,993"
2021년10월_계_0~9세,"2,369","1,517",86,66,63,118,79,49,75,79,237
2021년10월_계_10~19세,"4,125","2,433",149,96,76,135,340,147,201,144,404
2021년10월_계_20~29세,"3,750","2,102",191,172,96,124,147,101,177,182,458
2021년10월_계_30~39세,"3,394","1,924",180,129,110,138,110,72,143,178,410
2021년10월_계_40~49세,"5,958","3,472",274,222,167,230,231,146,278,273,665
2021년10월_계_50~59세,"8,906","3,773",591,480,390,429,421,407,654,557,"1,204"
2021년10월_계_60~69세,"10,355","3,553",777,751,655,592,622,516,735,767,"1,387"
2021년10월_계_70~79세,"6,830","2,381",544,458,458,423,450,362,564,489,701
2021년10월_계_80~89세,"4,315","1,166",388,345,391,287,347,268,366,297,460
2021년10월_계_90~99세,584,138,73,47,54,39,44,29,46,49,65
2021년10월_계_100세 이상,11,4,2,0,2,0,1,0,0,0,2
2021년10월_남_총인구수,"25,545","11,043","1,684","1,451","1,241","1,252","1,409","1,077","1,617","1,581","3,190"
2021년10월_남_연령구간인구수,"25,545","11,043","1,684","1,451","1,241","1,252","1,409","1,077","1,617","1,581","3,190"
2021년10월_남_0~9세,"1,210",752,52,38,30,54,46,26,46,37,129
2021년10월_남_10~19세,"2,136","1,235",82,62,35,68,157,80,113,82,222
2021년10월_남_20~29세,"2,183","1,201",123,108,57,71,94,65,83,106,275
2021년10월_남_30~39세,"1,786",975,104,78,71,75,55,34,67,83,244
2021년10월_남_40~49세,"3,268","1,803",155,143,108,122,136,87,154,172,388
2021년10월_남_50~59세,"4,935","1,941",348,279,252,257,254,234,374,327,669
2021년10월_남_60~69세,"5,312","1,690",407,393,336,314,332,287,391,414,748
2021년10월_남_70~79세,"3,148","1,006",261,229,218,191,213,166,262,251,351
2021년10월_남_80~89세,"1,429",413,134,110,120,92,110,92,116,96,146
2021년10월_남_90~99세,136,26,17,11,14,8,12,6,11,13,18
2021년10월_남_100세 이상,2,1,1,0,0,0,0,0,0,0,0
2021년10월_여_총인구수,"25,052","11,420","1,571","1,315","1,221","1,263","1,383","1,020","1,622","1,434","2,803"
2021년10월_여_연령구간인구수,"25,052","11,420","1,571","1,315","1,221","1,263","1,383","1,020","1,622","1,434","2,803"
2021년10월_여_0~9세,"1,159",765,34,28,33,64,33,23,29,42,108
2021년10월_여_10~19세,"1,989","1,198",67,34,41,67,183,67,88,62,182
2021년10월_여_20~29세,"1,567",901,68,64,39,53,53,36,94,76,183
2021년10월_여_30~39세,"1,608",949,76,51,39,63,55,38,76,95,166
2021년10월_여_40~49세,"2,690","1,669",119,79,59,108,95,59,124,101,277
2021년10월_여_50~59세,"3,971","1,832",243,201,138,172,167,173,280,230,535
2021년10월_여_60~69세,"5,043","1,863",370,358,319,278,290,229,344,353,639
2021년10월_여_70~79세,"3,682","1,375",283,229,240,232,237,196,302,238,350
2021년10월_여_80~89세,"2,886",753,254,235,271,195,237,176,250,201,314
2021년10월_여_90~99세,448,112,56,36,40,31,32,23,35,36,47
2021년10월_여_100세 이상,9,3,1,0,2,0,1,0,0,0,2
2021년11월_계_총인구수,"50,562","22,443","3,251","2,766","2,455","2,512","2,780","2,113","3,245","3,008","5,989"
2021년11월_계_연령구간인구수,"50,562","22,443","3,251","2,766","2,455","2,512","2,780","2,113","3,245","3,008","5,989"
2021년11월_계_0~9세,"2,356","1,501",86,66,63,119,77,50,78,80,236
2021년11월_계_10~19세,"4,110","2,434",148,96,74,134,335,151,197,140,401
2021년11월_계_20~29세,"3,728","2,092",186,168,92,124,148,104,177,184,453
2021년11월_계_30~39세,"3,383","1,918",178,131,112,136,112,72,139,175,410
2021년11월_계_40~49세,"5,952","3,471",277,221,167,226,233,145,284,268,660
2021년11월_계_50~59세,"8,880","3,755",591,481,387,427,419,403,654,554,"1,209"
2021년11월_계_60~69세,"10,383","3,561",782,745,660,599,617,525,739,767,"1,388"
2021년11월_계_70~79세,"6,835","2,402",538,458,455,420,445,363,565,488,701
2021년11월_계_80~89세,"4,337","1,167",389,353,388,286,350,271,368,301,464
2021년11월_계_90~99세,589,140,74,47,55,41,43,29,44,51,65
2021년11월_계_100세 이상,9,2,2,0,2,0,1,0,0,0,2
2021년11월_남_총인구수,"25,522","11,025","1,686","1,453","1,236","1,250","1,403","1,085","1,621","1,574","3,189"
2021년11월_남_연령구간인구수,"25,522","11,025","1,686","1,453","1,236","1,250","1,403","1,085","1,621","1,574","3,189"
2021년11월_남_0~9세,"1,198",741,51,38,29,54,44,26,49,38,128
2021년11월_남_10~19세,"2,132","1,237",81,62,34,68,155,83,112,81,219
2021년11월_남_20~29세,"2,170","1,194",124,105,56,69,94,68,83,105,272
2021년11월_남_30~39세,"1,778",973,103,80,71,72,57,35,64,79,244
2021년11월_남_40~49세,"3,265","1,801",158,142,109,121,134,86,157,170,387
2021년11월_남_50~59세,"4,920","1,932",349,281,250,257,252,233,372,324,670
2021년11월_남_60~69세,"5,332","1,692",408,394,340,318,330,290,395,415,750
2021년11월_남_70~79세,"3,151","1,017",257,227,217,188,215,164,263,251,352
2021년11월_남_80~89세,"1,441",413,136,114,116,95,110,94,116,98,149
2021년11월_남_90~99세,133,24,18,10,14,8,12,6,10,13,18
2021년11월_남_100세 이상,2,1,1,0,0,0,0,0,0,0,0
2021년11월_여_총인구수,"25,040","11,418","1,565","1,313","1,219","1,262","1,377","1,028","1,624","1,434","2,800"
2021년11월_여_연령구간인구수,"25,040","11,418","1,565","1,313","1,219","1,262","1,377","1,028","1,624","1,434","2,800"
2021년11월_여_0~9세,"1,158",760,35,28,34,65,33,24,29,42,108
2021년11월_여_10~19세,"1,978","1,197",67,34,40,66,180,68,85,59,182
2021년11월_여_20~29세,"1,558",898,62,63,36,55,54,36,94,79,181
2021년11월_여_30~39세,"1,605",945,75,51,41,64,55,37,75,96,166
2021년11월_여_40~49세,"2,687","1,670",119,79,58,105,99,59,127,98,273
2021년11월_여_50~59세,"3,960","1,823",242,200,137,170,167,170,282,230,539
2021년11월_여_60~69세,"5,051","1,869",374,351,320,281,287,235,344,352,638
2021년11월_여_70~79세,"3,684","1,385",281,231,238,232,230,199,302,237,349
2021년11월_여_80~89세,"2,896",754,253,239,272,191,240,177,252,203,315
2021년11월_여_90~99세,456,116,56,37,41,33,31,23,34,38,47
2021년11월_여_100세 이상,7,1,1,0,2,0,1,0,0,0,2
2021년12월_계_총인구수,"50,477","22,381","3,252","2,768","2,468","2,505","2,766","2,116","3,244","2,998","5,979"
2021년12월_계_연령구간인구수,"50,477","22,381","3,252","2,768","2,468","2,505","2,766","2,116","3,244","2,998","5,979"
2021년12월_계_0~9세,"2,316","1,478",83,64,62,113,78,49,80,78,231
2021년12월_계_10~19세,"4,102","2,438",151,94,78,134,326,149,191,140,401
2021년12월_계_20~29세,"3,709","2,084",184,166,93,126,141,104,179,178,454
2021년12월_계_30~39세,"3,362","1,900",180,133,111,130,115,73,136,176,408
2021년12월_계_40~49세,"5,946","3,467",277,220,174,225,231,148,285,271,648
2021년12월_계_50~59세,"8,856","3,729",594,486,387,425,414,405,652,547,"1,217"
2021년12월_계_60~69세,"10,415","3,570",783,745,664,603,621,528,741,768,"1,392"
2021년12월_계_70~79세,"6,779","2,383",536,455,452,414,441,356,563,482,697
2021년12월_계_80~89세,"4,391","1,188",389,360,391,294,354,274,371,305,465
2021년12월_계_90~99세,591,142,73,45,54,41,44,29,46,53,64
2021년12월_계_100세 이상,10,2,2,0,2,0,1,1,0,0,2
2021년12월_남_총인구수,"25,466","10,981","1,687","1,450","1,244","1,249","1,397","1,083","1,618","1,572","3,185"
2021년12월_남_연령구간인구수,"25,466","10,981","1,687","1,450","1,244","1,249","1,397","1,083","1,618","1,572","3,185"
2021년12월_남_0~9세,"1,173",722,51,37,29,51,46,26,49,36,126
2021년12월_남_10~19세,"2,125","1,241",82,60,34,68,150,80,108,83,219
2021년12월_남_20~29세,"2,152","1,183",122,103,58,71,91,66,84,101,273
2021년12월_남_30~39세,"1,769",965,106,81,69,67,60,35,62,81,243
2021년12월_남_40~49세,"3,262","1,803",158,139,113,123,132,88,161,171,374
2021년12월_남_50~59세,"4,913","1,919",348,285,251,257,248,236,370,318,681
2021년12월_남_60~69세,"5,342","1,691",410,394,342,320,332,290,393,420,750
2021년12월_남_70~79세,"3,143","1,016",257,224,219,187,215,160,263,248,354
2021년12월_남_80~89세,"1,451",415,135,116,115,97,112,96,118,100,147
2021년12월_남_90~99세,134,25,17,11,14,8,11,6,10,14,18
2021년12월_남_100세 이상,2,1,1,0,0,0,0,0,0,0,0
2021년12월_여_총인구수,"25,011","11,400","1,565","1,318","1,224","1,256","1,369","1,033","1,626","1,426","2,794"
2021년12월_여_연령구간인구수,"25,011","11,400","1,565","1,318","1,224","1,256","1,369","1,033","1,626","1,426","2,794"
2021년12월_여_0~9세,"1,143",756,32,27,33,62,32,23,31,42,105
2021년12월_여_10~19세,"1,977","1,197",69,34,44,66,176,69,83,57,182
2021년12월_여_20~29세,"1,557",901,62,63,35,55,50,38,95,77,181
2021년12월_여_30~39세,"1,593",935,74,52,42,63,55,38,74,95,165
2021년12월_여_40~49세,"2,684","1,664",119,81,61,102,99,60,124,100,274
2021년12월_여_50~59세,"3,943","1,810",246,201,136,168,166,169,282,229,536
2021년12월_여_60~69세,"5,073","1,879",373,351,322,283,289,238,348,348,642
2021년12월_여_70~79세,"3,636","1,367",279,231,233,227,226,196,300,234,343
2021년12월_여_80~89세,"2,940",773,254,244,276,197,242,178,253,205,318
2021년12월_여_90~99세,457,117,56,34,40,33,33,23,36,39,46
2021년12월_여_100세 이상,8,1,1,0,2,0,1,1,0,0,2
