카테고리,부산광역시 서구,부산광역시 서구 동대신제1동,부산광역시 서구 동대신제2동,부산광역시 서구 동대신제3동,부산광역시 서구 서대신제1동,부산광역시 서구 서대신제3동,부산광역시 서구 서대신제4동,부산광역시 서구 부민동,부산광역시 서구 아미동,부산광역시 서구 초장동,부산광역시 서구 충무동,부산광역시 서구 남부민제1동,부산광역시 서구 남부민제2동,부산광역시 서구 암남동
2021년02월_남_50~59세,"9,107",380,643,553,"1,021",660,624,575,683,461,888,504,922,"1,193"
2021년02월_남_60~69세,"8,988",351,690,598,840,618,554,546,773,474,815,541,"1,001","1,187"
2021년02월_남_70~79세,"5,399",223,458,348,535,337,284,270,481,326,479,350,643,665
2021년02월_남_80~89세,"2,011",95,206,131,186,123,122,121,202,106,180,127,191,221
2021년02월_남_90~99세,173,10,10,17,19,13,8,9,20,13,20,10,11,13
2021년02월_남_100세 이상,36,0,1,2,2,0,1,3,10,3,4,2,2,6
2021년02월_여_총인구수,"55,630","2,358","3,887","4,124","7,291","4,648","4,048","4,112","3,469","2,307","5,296","2,487","4,776","6,827"
2021년02월_여_연령구간인구수,"55,630","2,358","3,887","4,124","7,291","4,648","4,048","4,112","3,469","2,307","5,296","2,487","4,776","6,827"
2021년02월_여_0~9세,"2,652",100,158,204,546,283,279,218,46,58,237,62,156,305
2021년02월_여_10~19세,"3,583",145,262,271,539,446,377,282,139,91,256,94,229,452
2021년02월_여_20~29세,"6,821",277,347,647,907,535,445,865,362,191,793,209,402,841
2021년02월_여_30~39세,"5,359",217,303,417,973,472,437,487,235,152,571,190,333,572
2021년02월_여_40~49세,"7,070",273,472,528,"1,095",712,650,521,344,240,644,236,551,804
2021년02월_여_50~59세,"8,731",375,664,572,"1,067",763,656,549,538,364,841,419,749,"1,174"
2021년02월_여_60~69세,"10,258",454,758,726,"1,020",723,605,610,776,510,949,609,"1,086","1,432"
2021년02월_여_70~79세,"7,015",301,578,462,719,428,369,347,613,417,680,438,842,821
2021년02월_여_80~89세,"3,486",186,289,247,356,246,191,186,344,244,278,192,363,364
2021년02월_여_90~99세,567,26,53,43,66,37,35,42,53,33,37,33,55,54
2021년02월_여_100세 이상,88,4,3,7,3,3,4,5,19,7,10,5,10,8
2021년03월_계_총인구수,"106,451","4,488","7,475","7,688","13,749","8,627","7,862","7,786","6,852","4,503","9,953","4,958","9,408","13,102"
2021년03월_계_연령구간인구수,"106,451","4,488","7,475","7,688","13,749","8,627","7,862","7,786","6,852","4,503","9,953","4,958","9,408","13,102"
2021년03월_계_0~9세,"5,534",214,325,425,"1,122",599,624,438,96,111,489,133,329,629
2021년03월_계_10~19세,"7,233",277,497,528,"1,103",830,775,583,295,177,522,191,498,957
2021년03월_계_20~29세,"13,417",567,752,"1,194","1,718","1,016",919,"1,588",774,415,"1,406",459,873,"1,736"
2021년03월_계_30~39세,"10,904",474,623,860,"1,846",898,848,940,512,355,"1,168",442,742,"1,196"
2021년03월_계_40~49세,"14,448",569,980,"1,050","2,155","1,333","1,232","1,030",791,582,"1,306",586,"1,184","1,650"
2021년03월_계_50~59세,"17,517",752,"1,283","1,112","2,097","1,416","1,282","1,106","1,184",807,"1,708",906,"1,638","2,226"
2021년03월_계_60~69세,"19,053",796,"1,440","1,300","1,854","1,352","1,167","1,142","1,531",961,"1,728","1,120","2,067","2,595"
2021년03월_계_70~79세,"12,212",521,"1,023",788,"1,234",763,655,612,"1,073",709,"1,129",774,"1,463","1,468"
2021년03월_계_80~89세,"5,441",281,492,372,545,369,313,294,535,346,453,308,552,581
2021년03월_계_90~99세,663,34,59,56,75,49,42,49,57,40,43,39,59,61
2021년03월_계_100세 이상,29,3,1,3,0,2,5,4,4,0,1,0,3,3
2021년03월_남_총인구수,"51,583","2,150","3,650","3,622","6,487","3,973","3,802","3,698","3,486","2,282","4,759","2,526","4,715","6,433"
2021년03월_남_연령구간인구수,"51,583","2,150","3,650","3,622","6,487","3,973","3,802","3,698","3,486","2,282","4,759","2,526","4,715","6,433"
2021년03월_남_0~9세,"2,898",111,175,221,576,318,342,223,49,58,254,70,173,328
2021년03월_남_10~19세,"3,644",128,237,255,562,388,394,294,159,88,266,99,272,502
2021년03월_남_20~29세,"6,587",290,402,544,821,474,482,706,403,225,617,253,479,891
2021년03월_남_30~39세,"5,630",256,330,454,878,427,399,464,289,207,603,255,412,656
2021년03월_남_40~49세,"7,491",305,514,523,"1,061",619,587,519,462,347,666,354,652,882
2021년03월_남_50~59세,"8,959",383,635,549,"1,023",654,623,559,672,456,890,498,908,"1,109"
2021년03월_남_60~69세,"8,905",350,686,590,832,625,558,539,770,471,799,526,986,"1,173"
2021년03월_남_70~79세,"5,330",222,452,340,530,334,286,273,472,316,473,343,632,657
2021년03월_남_80~89세,"1,994",97,209,131,188,122,122,113,195,105,179,120,191,222
2021년03월_남_90~99세,139,8,10,15,16,12,8,7,12,9,12,8,10,12
2021년03월_남_100세 이상,6,0,0,0,0,0,1,1,3,0,0,0,0,1
2021년03월_여_총인구수,"54,868","2,338","3,825","4,066","7,262","4,654","4,060","4,088","3,366","2,221","5,194","2,432","4,693","6,669"
2021년03월_여_연령구간인구수,"54,868","2,338","3,825","4,066","7,262","4,654","4,060","4,088","3,366","2,221","5,194","2,432","4,693","6,669"
2021년03월_여_0~9세,"2,636",103,150,204,546,281,282,215,47,53,235,63,156,301
2021년03월_여_10~19세,"3,589",149,260,273,541,442,381,289,136,89,256,92,226,455
2021년03월_여_20~29세,"6,830",277,350,650,897,542,437,882,371,190,789,206,394,845
2021년03월_여_30~39세,"5,274",218,293,406,968,471,449,476,223,148,565,187,330,540
2021년03월_여_40~49세,"6,957",264,466,527,"1,094",714,645,511,329,235,640,232,532,768
2021년03월_여_50~59세,"8,558",369,648,563,"1,074",762,659,547,512,351,818,408,730,"1,117"
2021년03월_여_60~69세,"10,148",446,754,710,"1,022",727,609,603,761,490,929,594,"1,081","1,422"
2021년03월_여_70~79세,"6,882",299,571,448,704,429,369,339,601,393,656,431,831,811
2021년03월_여_80~89세,"3,447",184,283,241,357,247,191,181,340,241,274,188,361,359
2021년03월_여_90~99세,524,26,49,41,59,37,34,42,45,31,31,31,49,49
2021년03월_여_100세 이상,23,3,1,3,0,2,4,3,1,0,1,0,3,2
2021년04월_계_총인구수,"106,545","5,025","7,427","7,668","13,724","8,580","7,826","7,738","6,827","4,466","9,922","4,953","9,374","13,015"
2021년04월_계_연령구간인구수,"106,545","5,025","7,427","7,668","13,724","8,580","7,826","7,738","6,827","4,466","9,922","4,953","9,374","13,015"
2021년04월_계_0~9세,"5,547",286,310,428,"1,135",591,622,437,100,106,471,131,326,604
2021년04월_계_10~19세,"7,234",317,497,513,"1,099",826,768,574,292,174,521,187,501,965
2021년04월_계_20~29세,"13,417",635,745,"1,190","1,718","1,007",916,"1,570",766,417,"1,410",454,872,"1,717"
2021년04월_계_30~39세,"10,927",586,615,859,"1,841",899,830,945,508,336,"1,143",435,734,"1,196"
2021년04월_계_40~49세,"14,446",656,968,"1,047","2,140","1,318","1,232","1,023",784,582,"1,297",589,"1,178","1,632"
2021년04월_계_50~59세,"17,488",829,"1,280","1,111","2,084","1,409","1,263","1,099","1,181",794,"1,700",900,"1,631","2,207"
2021년04월_계_60~69세,"19,098",843,"1,438","1,293","1,850","1,353","1,174","1,138","1,528",963,"1,743","1,132","2,061","2,582"
2021년04월_계_70~79세,"12,201",542,"1,012",792,"1,232",756,660,608,"1,063",708,"1,137",773,"1,454","1,464"
2021년04월_계_80~89세,"5,493",291,501,376,551,368,313,296,543,345,455,312,556,586
2021년04월_계_90~99세,666,37,60,56,74,51,43,45,58,41,44,40,58,59
2021년04월_계_100세 이상,28,3,1,3,0,2,5,3,4,0,1,0,3,3
2021년04월_남_총인구수,"51,621","2,441","3,619","3,607","6,481","3,946","3,784","3,677","3,470","2,259","4,733","2,518","4,695","6,391"
2021년04월_남_연령구간인구수,"51,621","2,441","3,619","3,607","6,481","3,946","3,784","3,677","3,470","2,259","4,733","2,518","4,695","6,391"
2021년04월_남_0~9세,"2,899",156,164,219,587,312,342,224,51,52,241,69,167,315
2021년04월_남_10~19세,"3,667",149,241,250,562,389,392,289,158,87,267,98,276,509
2021년04월_남_20~29세,"6,575",337,395,536,823,468,478,695,399,227,612,246,475,884
2021년04월_남_30~39세,"5,656",312,330,460,870,428,392,469,285,194,593,250,414,659
2021년04월_남_40~49세,"7,482",352,503,519,"1,052",611,585,517,459,349,664,356,647,868
2021년04월_남_50~59세,"8,938",420,636,552,"1,016",649,613,556,669,447,881,494,903,"1,102"
2021년04월_남_60~69세,"8,917",375,683,586,832,623,561,535,767,473,805,537,980,"1,160"
2021년04월_남_70~79세,"5,322",230,445,337,528,335,289,273,468,313,477,340,631,656
2021년04월_남_80~89세,"2,020",102,212,133,195,120,122,112,199,108,180,120,192,225
2021년04월_남_90~99세,139,8,10,15,16,11,9,6,12,9,13,8,10,12
2021년04월_남_100세 이상,6,0,0,0,0,0,1,1,3,0,0,0,0,1
2021년04월_여_총인구수,"54,924","2,584","3,808","4,061","7,243","4,634","4,042","4,061","3,357","2,207","5,189","2,435","4,679","6,624"
2021년04월_여_연령구간인구수,"54,924","2,584","3,808","4,061","7,243","4,634","4,042","4,061","3,357","2,207","5,189","2,435","4,679","6,624"
2021년04월_여_0~9세,"2,648",130,146,209,548,279,280,213,49,54,230,62,159,289
2021년04월_여_10~19세,"3,567",168,256,263,537,437,376,285,134,87,254,89,225,456
2021년04월_여_20~29세,"6,842",298,350,654,895,539,438,875,367,190,798,208,397,833
2021년04월_여_30~39세,"5,271",274,285,399,971,471,438,476,223,142,550,185,320,537
2021년04월_여_40~49세,"6,964",304,465,528,"1,088",707,647,506,325,233,633,233,531,764
2021년04월_여_50~59세,"8,550",409,644,559,"1,068",760,650,543,512,347,819,406,728,"1,105"
2021년04월_여_60~69세,"10,181",468,755,707,"1,018",730,613,603,761,490,938,595,"1,081","1,422"
2021년04월_여_70~79세,"6,879",312,567,455,704,421,371,335,595,395,660,433,823,808
2021년04월_여_80~89세,"3,473",189,289,243,356,248,191,184,344,237,275,192,364,361
2021년04월_여_90~99세,527,29,50,41,58,40,34,39,46,32,31,32,48,47
2021년04월_여_100세 이상,22,3,1,3,0,2,4,2,1,0,1,0,3,2
2021년05월_계_총인구수,"106,556","5,348","7,379","7,674","13,675","8,547","7,801","7,704","6,804","4,429","9,933","4,930","9,351","12,981"
2021년05월_계_연령구간인구수,"106,556","5,348","7,379","7,674","13,675","8,547","7,801","7,704","6,804","4,429","9,933","4,930","9,351","12,981"
2021년05월_계_0~9세,"5,529",314,298,422,"1,123",587,622,434,101,107,472,131,325,593
2021년05월_계_10~19세,"7,219",355,486,516,"1,090",834,760,561,289,170,516,181,500,961
2021년05월_계_20~29세,"13,420",684,757,"1,194","1,714","1,008",897,"1,567",757,415,"1,413",450,851,"1,713"
2021년05월_계_30~39세,"10,928",639,609,853,"1,818",902,832,932,511,333,"1,142",430,730,"1,197"
2021년05월_계_40~49세,"14,389",701,954,"1,042","2,133","1,304","1,218","1,019",774,567,"1,288",585,"1,170","1,634"
2021년05월_계_50~59세,"17,419",878,"1,257","1,111","2,073","1,393","1,257","1,092","1,166",787,"1,706",888,"1,628","2,183"
2021년05월_계_60~69세,"19,196",888,"1,448","1,300","1,861","1,344","1,190","1,141","1,529",961,"1,742","1,142","2,069","2,581"
2021년05월_계_70~79세,"12,255",557,"1,009",797,"1,235",760,665,620,"1,067",704,"1,149",772,"1,454","1,466"
2021년05월_계_80~89세,"5,502",293,497,380,551,361,312,291,547,344,459,314,562,591
2021년05월_계_90~99세,672,36,63,57,77,52,43,44,59,41,45,37,59,59
2021년05월_계_100세 이상,27,3,1,2,0,2,5,3,4,0,1,0,3,3
2021년05월_남_총인구수,"51,591","2,585","3,603","3,610","6,454","3,921","3,761","3,648","3,456","2,239","4,741","2,512","4,682","6,379"
2021년05월_남_연령구간인구수,"51,591","2,585","3,603","3,610","6,454","3,921","3,761","3,648","3,456","2,239","4,741","2,512","4,682","6,379"
2021년05월_남_0~9세,"2,898",174,158,220,586,312,339,219,51,52,241,69,169,308
2021년05월_남_10~19세,"3,650",165,241,251,552,388,390,285,158,85,263,96,275,501
2021년05월_남_20~29세,"6,560",353,404,536,825,469,462,692,387,227,612,244,464,885
2021년05월_남_30~39세,"5,635",336,329,457,851,425,391,456,289,190,594,248,410,659
2021년05월_남_40~49세,"7,450",371,495,511,"1,051",608,575,516,457,336,665,354,641,870
2021년05월_남_50~59세,"8,912",441,629,554,"1,010",639,613,546,662,446,884,486,901,"1,101"
2021년05월_남_60~69세,"8,977",395,684,594,837,618,566,541,766,476,806,546,987,"1,161"
2021년05월_남_70~79세,"5,340",239,441,338,526,335,293,277,476,312,481,339,630,653
2021년05월_남_80~89세,"2,022",103,211,134,200,116,122,109,195,106,182,122,195,227
2021년05월_남_90~99세,141,8,11,15,16,11,9,6,12,9,13,8,10,13
2021년05월_남_100세 이상,6,0,0,0,0,0,1,1,3,0,0,0,0,1
2021년05월_여_총인구수,"54,965","2,763","3,776","4,064","7,221","4,626","4,040","4,056","3,348","2,190","5,192","2,418","4,669","6,602"
2021년05월_여_연령구간인구수,"54,965","2,763","3,776","4,064","7,221","4,626","4,040","4,056","3,348","2,190","5,192","2,418","4,669","6,602"
2021년05월_여_0~9세,"2,631",140,140,202,537,275,283,215,50,55,231,62,156,285
2021년05월_여_10~19세,"3,569",190,245,265,538,446,370,276,131,85,253,85,225,460
2021년05월_여_20~29세,"6,860",331,353,658,889,539,435,875,370,188,801,206,387,828
2021년05월_여_30~39세,"5,293",303,280,396,967,477,441,476,222,143,548,182,320,538
2021년05월_여_40~49세,"6,939",330,459,531,"1,082",696,643,503,317,231,623,231,529,764
2021년05월_여_50~59세,"8,507",437,628,557,"1,063",754,644,546,504,341,822,402,727,"1,082"
2021년05월_여_60~69세,"10,219",493,764,706,"1,024",726,624,600,763,485,936,596,"1,082","1,420"
2021년05월_여_70~79세,"6,915",318,568,459,709,425,372,343,591,392,668,433,824,813
2021년05월_여_80~89세,"3,480",190,286,246,351,245,190,182,352,238,277,192,367,364
2021년05월_여_90~99세,531,28,52,42,61,41,34,38,47,32,32,29,49,46
2021년05월_여_100세 이상,21,3,1,2,0,2,4,2,1,0,1,0,3,2
2021년06월_계_총인구수,"106,422","5,495","7,359","7,650","13,680","8,487","7,810","7,661","6,777","4,401","9,897","4,931","9,322","12,952"
2021년06월_계_연령구간인구수,"106,422","5,495","7,359","7,650","13,680","8,487","7,810","7,661","6,777","4,401","9,897","4,931","9,322","12,952"
2021년06월_계_0~9세,"5,502",327,297,416,"1,125",579,626,427,100,107,471,129,320,578
2021년06월_계_10~19세,"7,202",361,481,510,"1,081",839,765,555,287,166,514,187,493,963
2021년06월_계_20~29세,"13,363",698,755,"1,198","1,705",990,899,"1,561",747,414,"1,398",444,845,"1,709"
2021년06월_계_30~39세,"10,905",670,617,840,"1,807",893,831,932,504,325,"1,134",435,723,"1,194"
2021년06월_계_40~49세,"14,394",731,942,"1,042","2,151","1,302","1,224","1,016",776,559,"1,281",583,"1,161","1,626"
2021년06월_계_50~59세,"17,329",894,"1,256","1,109","2,061","1,379","1,254","1,073","1,153",787,"1,681",889,"1,620","2,173"
2021년06월_계_60~69세,"19,246",902,"1,449","1,296","1,879","1,337","1,190","1,141","1,536",956,"1,757","1,142","2,074","2,587"
2021년06월_계_70~79세,"12,235",566,999,797,"1,236",753,660,619,"1,060",698,"1,153",772,"1,455","1,467"
2021년06월_계_80~89세,"5,532",304,501,382,553,362,313,288,553,347,459,313,567,590
2021년06월_계_90~99세,686,38,61,58,82,51,43,46,57,42,48,37,61,62
2021년06월_계_100세 이상,28,4,1,2,0,2,5,3,4,0,1,0,3,3
2021년06월_남_총인구수,"51,510","2,656","3,599","3,590","6,454","3,885","3,771","3,633","3,437","2,232","4,728","2,509","4,663","6,353"
2021년06월_남_연령구간인구수,"51,510","2,656","3,599","3,590","6,454","3,885","3,771","3,633","3,437","2,232","4,728","2,509","4,663","6,353"
2021년06월_남_0~9세,"2,881",182,156,216,590,303,345,216,50,52,239,68,167,297
2021년06월_남_10~19세,"3,652",175,238,250,553,392,392,283,158,83,262,98,270,498
2021년06월_남_20~29세,"6,522",356,402,533,810,461,464,690,381,229,608,240,463,885
2021년06월_남_30~39세,"5,620",351,337,449,844,420,386,461,286,189,589,250,404,654
2021년06월_남_40~49세,"7,455",386,493,510,"1,056",608,585,514,455,330,666,351,633,868
2021년06월_남_50~59세,"8,887",452,627,554,"1,008",634,610,536,658,449,874,489,902,"1,094"
2021년06월_남_60~69세,"8,976",395,684,594,845,613,565,539,767,472,812,540,986,"1,164"
2021년06월_남_70~79세,"5,336",242,439,334,534,327,291,276,470,314,482,344,631,652
2021년06월_남_80~89세,"2,035",109,213,136,197,117,123,110,198,105,183,121,197,226
2021년06월_남_90~99세,140,8,10,14,17,10,9,7,11,9,13,8,10,14
2021년06월_남_100세 이상,6,0,0,0,0,0,1,1,3,0,0,0,0,1
2021년06월_여_총인구수,"54,912","2,839","3,760","4,060","7,226","4,602","4,039","4,028","3,340","2,169","5,169","2,422","4,659","6,599"
2021년06월_여_연령구간인구수,"54,912","2,839","3,760","4,060","7,226","4,602","4,039","4,028","3,340","2,169","5,169","2,422","4,659","6,599"
2021년06월_여_0~9세,"2,621",145,141,200,535,276,281,211,50,55,232,61,153,281
2021년06월_여_10~19세,"3,550",186,243,260,528,447,373,272,129,83,252,89,223,465
2021년06월_여_20~29세,"6,841",342,353,665,895,529,435,871,366,185,790,204,382,824
2021년06월_여_30~39세,"5,285",319,280,391,963,473,445,471,218,136,545,185,319,540
2021년06월_여_40~49세,"6,939",345,449,532,"1,095",694,639,502,321,229,615,232,528,758
2021년06월_여_50~59세,"8,442",442,629,555,"1,053",745,644,537,495,338,807,400,718,"1,079"
2021년06월_여_60~69세,"10,270",507,765,702,"1,034",724,625,602,769,484,945,602,"1,088","1,423"
2021년06월_여_70~79세,"6,899",324,560,463,702,426,369,343,590,384,671,428,824,815
2021년06월_여_80~89세,"3,497",195,288,246,356,245,190,178,355,242,276,192,370,364
2021년06월_여_90~99세,546,30,51,44,65,41,34,39,46,33,35,29,51,48
2021년06월_여_100세 이상,22,4,1,2,0,2,4,2,1,0,1,0,3,2
2021년07월_계_총인구수,"106,314","5,546","7,372","7,688","13,690","8,428","7,802","7,640","6,750","4,379","9,894","4,915","9,284","12,926"
2021년07월_계_연령구간인구수,"106,314","5,546","7,372","7,688","13,690","8,428","7,802","7,640","6,750","4,379","9,894","4,915","9,284","12,926"
2021년07월_계_0~9세,"5,489",339,289,420,"1,125",577,621,422,99,108,465,128,320,576
2021년07월_계_10~19세,"7,192",366,485,508,"1,081",835,767,544,283,164,515,190,490,964
2021년07월_계_20~29세,"13,302",691,763,"1,209","1,714",977,891,"1,551",749,401,"1,395",427,841,"1,693"
2021년07월_계_30~39세,"10,878",677,604,856,"1,793",882,832,931,507,327,"1,136",430,713,"1,190"
2021년07월_계_40~49세,"14,361",744,951,"1,042","2,151","1,296","1,211","1,019",763,558,"1,271",575,"1,158","1,622"
2021년07월_계_50~59세,"17,269",907,"1,251","1,108","2,058","1,367","1,252","1,074","1,143",774,"1,673",883,"1,615","2,164"
2021년07월_계_60~69세,"19,301",907,"1,449","1,303","1,897","1,332","1,203","1,142","1,540",963,"1,766","1,151","2,061","2,587"
2021년07월_계_70~79세,"12,253",566,"1,006",799,"1,234",750,658,621,"1,055",693,"1,165",773,"1,459","1,474"
2021년07월_계_80~89세,"5,558",308,512,384,556,358,316,288,549,353,460,320,564,590
2021년07월_계_90~99세,683,37,61,57,81,52,46,45,58,38,47,38,60,63
2021년07월_계_100세 이상,28,4,1,2,0,2,5,3,4,0,1,0,3,3
2021년07월_남_총인구수,"51,476","2,686","3,603","3,599","6,463","3,865","3,762","3,624","3,428","2,220","4,739","2,502","4,643","6,342"
2021년07월_남_연령구간인구수,"51,476","2,686","3,603","3,599","6,463","3,865","3,762","3,624","3,428","2,220","4,739","2,502","4,643","6,342"
2021년07월_남_0~9세,"2,876",189,152,214,596,301,343,213,48,53,236,67,167,297
2021년07월_남_10~19세,"3,655",180,242,248,554,390,393,280,155,82,265,100,267,499
2021년07월_남_20~29세,"6,498",352,404,532,815,458,460,688,385,221,613,232,464,874
2021년07월_남_30~39세,"5,598",358,329,454,837,416,382,461,291,190,585,245,399,651
2021년07월_남_40~49세,"7,447",389,497,518,"1,053",607,578,514,448,328,667,346,633,869
2021년07월_남_50~59세,"8,865",462,626,549,"1,009",631,609,534,655,443,872,486,898,"1,091"
2021년07월_남_60~69세,"9,009",396,684,599,847,608,575,543,769,476,815,549,980,"1,168"
2021년07월_남_70~79세,"5,346",245,441,333,538,327,288,275,468,311,490,345,631,654
2021년07월_남_80~89세,"2,042",107,218,138,197,116,124,109,196,109,183,124,195,226
2021년07월_남_90~99세,134,8,10,14,17,11,9,6,10,7,13,8,9,12
2021년07월_남_100세 이상,6,0,0,0,0,0,1,1,3,0,0,0,0,1
2021년07월_여_총인구수,"54,838","2,860","3,769","4,089","7,227","4,563","4,040","4,016","3,322","2,159","5,155","2,413","4,641","6,584"
2021년07월_여_연령구간인구수,"54,838","2,860","3,769","4,089","7,227","4,563","4,040","4,016","3,322","2,159","5,155","2,413","4,641","6,584"
2021년07월_여_0~9세,"2,613",150,137,206,529,276,278,209,51,55,229,61,153,279
2021년07월_여_10~19세,"3,537",186,243,260,527,445,374,264,128,82,250,90,223,465
2021년07월_여_20~29세,"6,804",339,359,677,899,519,431,863,364,180,782,195,377,819
2021년07월_여_30~39세,"5,280",319,275,402,956,466,450,470,216,137,551,185,314,539
2021년07월_여_40~49세,"6,914",355,454,524,"1,098",689,633,505,315,230,604,229,525,753
2021년07월_여_50~59세,"8,404",445,625,559,"1,049",736,643,540,488,331,801,397,717,"1,073"
2021년07월_여_60~69세,"10,292",511,765,704,"1,050",724,628,599,771,487,951,602,"1,081","1,419"
2021년07월_여_70~79세,"6,907",321,565,466,696,423,370,346,587,382,675,428,828,820
2021년07월_여_80~89세,"3,516",201,294,246,359,242,192,179,353,244,277,196,369,364
2021년07월_여_90~99세,549,29,51,43,64,41,37,39,48,31,34,30,51,51
2021년07월_여_100세 이상,22,4,1,2,0,2,4,2,1,0,1,0,3,2
2021년08월_계_총인구수,"105,996","5,579","7,353","7,679","13,721","8,343","7,805","7,595","6,736","4,361","9,865","4,899","9,183","12,877"
2021년08월_계_연령구간인구수,"105,996","5,579","7,353","7,679","13,721","8,343","7,805","7,595","6,736","4,361","9,865","4,899","9,183","12,877"
2021년08월_계_0~9세,"5,422",347,285,413,"1,127",568,613,415,97,104,461,127,302,563
2021년08월_계_10~19세,"7,175",368,478,505,"1,093",828,766,544,284,165,512,184,491,957
2021년08월_계_20~29세,"13,243",695,763,"1,213","1,700",964,886,"1,537",748,397,"1,403",429,827,"1,681"
2021년08월_계_30~39세,"10,759",683,599,851,"1,786",867,820,911,503,321,"1,115",428,692,"1,183"
2021년08월_계_40~49세,"14,311",742,953,"1,042","2,164","1,283","1,224","1,012",757,559,"1,254",568,"1,148","1,605"
2021년08월_계_50~59세,"17,229",920,"1,248","1,106","2,067","1,356","1,249","1,075","1,137",764,"1,677",886,"1,598","2,146"
2021년08월_계_60~69세,"19,331",906,"1,446","1,303","1,900","1,326","1,217","1,141","1,541",965,"1,783","1,148","2,044","2,611"
2021년08월_계_70~79세,"12,220",562,"1,011",799,"1,230",744,659,623,"1,053",695,"1,156",762,"1,453","1,473"
2021년08월_계_80~89세,"5,589",314,509,387,569,353,320,290,553,350,458,329,567,590
2021년08월_계_90~99세,689,38,60,58,85,52,46,44,59,41,45,38,58,65
2021년08월_계_100세 이상,28,4,1,2,0,2,5,3,4,0,1,0,3,3
2021년08월_남_총인구수,"51,308","2,707","3,594","3,591","6,478","3,833","3,758","3,602","3,417","2,212","4,722","2,485","4,585","6,324"
2021년08월_남_연령구간인구수,"51,308","2,707","3,594","3,591","6,478","3,833","3,758","3,602","3,417","2,212","4,722","2,485","4,585","6,324"
2021년08월_남_0~9세,"2,843",192,151,213,600,293,340,211,46,51,233,64,155,294
2021년08월_남_10~19세,"3,651",182,237,242,561,393,390,282,156,81,263,97,270,497
2021년08월_남_20~29세,"6,457",355,402,535,804,454,458,678,380,221,614,234,455,867
2021년08월_남_30~39세,"5,523",363,329,450,829,409,370,452,289,183,575,243,385,646
2021년08월_남_40~49세,"7,425",387,496,520,"1,060",599,589,509,445,329,657,340,631,863
2021년08월_남_50~59세,"8,868",471,627,548,"1,017",629,610,537,658,442,879,487,882,"1,081"
2021년08월_남_60~69세,"9,017",397,683,598,852,605,579,539,765,477,818,545,978,"1,181"
2021년08월_남_70~79세,"5,336",242,445,331,537,325,288,277,467,314,491,340,625,654
2021년08월_남_80~89세,"2,047",110,214,140,200,114,125,110,198,106,180,127,196,227
2021년08월_남_90~99세,135,8,10,14,18,12,8,6,10,8,12,8,8,13
2021년08월_남_100세 이상,6,0,0,0,0,0,1,1,3,0,0,0,0,1
2021년08월_여_총인구수,"54,688","2,872","3,759","4,088","7,243","4,510","4,047","3,993","3,319","2,149","5,143","2,414","4,598","6,553"
2021년08월_여_연령구간인구수,"54,688","2,872","3,759","4,088","7,243","4,510","4,047","3,993","3,319","2,149","5,143","2,414","4,598","6,553"
2021년08월_여_0~9세,"2,579",155,134,200,527,275,273,204,51,53,228,63,147,269
2021년08월_여_10~19세,"3,524",186,241,263,532,435,376,262,128,84,249,87,221,460
2021년08월_여_20~29세,"6,786",340,361,678,896,510,428,859,368,176,789,195,372,814
2021년08월_여_30~39세,"5,236",320,270,401,957,458,450,459,214,138,540,185,307,537
2021년08월_여_40~49세,"6,886",355,457,522,"1,104",684,635,503,312,230,597,228,517,742
2021년08월_여_50~59세,"8,361",449,621,558,"1,050",727,639,538,479,322,798,399,716,"1,065"
2021년08월_여_60~69세,"10,314",509,763,705,"1,048",721,638,602,776,488,965,603,"1,066","1,430"
2021년08월_여_70~79세,"6,884",320,566,468,693,419,371,346,586,381,665,422,828,819
2021년08월_여_80~89세,"3,542",204,295,247,369,239,195,180,355,244,278,202,371,363
2021년08월_여_90~99세,554,30,50,44,67,40,38,38,49,33,33,30,50,52
2021년08월_여_100세 이상,22,4,1,2,0,2,4,2,1,0,1,0,3,2
2021년09월_계_총인구수,"105,813","5,604","7,347","7,708","13,730","8,307","7,788","7,580","6,683","4,348","9,839","4,901","9,121","12,857"
2021년09월_계_연령구간인구수,"105,813","5,604","7,347","7,708","13,730","8,307","7,788","7,580","6,683","4,348","9,839","4,901","9,121","12,857"
2021년09월_계_0~9세,"5,390",354,281,416,"1,123",569,603,412,91,104,454,129,297,557
2021년09월_계_10~19세,"7,159",372,475,505,"1,101",820,764,549,278,164,508,182,486,955
2021년09월_계_20~29세,"13,228",698,769,"1,222","1,700",958,880,"1,532",736,396,"1,402",430,820,"1,685"
2021년09월_계_30~39세,"10,678",687,603,849,"1,765",857,824,883,496,322,"1,103",429,687,"1,173"
2021년09월_계_40~49세,"14,260",747,934,"1,047","2,176","1,292","1,221","1,018",753,555,"1,237",564,"1,127","1,589"
2021년09월_계_50~59세,"17,197",923,"1,246","1,112","2,071","1,348","1,245","1,072","1,130",765,"1,671",878,"1,585","2,151"
2021년09월_계_60~69세,"19,348",910,"1,455","1,309","1,907","1,314","1,218","1,154","1,533",959,"1,792","1,157","2,037","2,603"
2021년09월_계_70~79세,"12,223",558,"1,008",801,"1,237",734,667,624,"1,051",693,"1,159",755,"1,449","1,487"
2021년09월_계_80~89세,"5,606",309,515,388,566,358,315,289,552,351,467,334,574,588
2021년09월_계_90~99세,696,42,60,57,84,55,46,44,59,39,45,43,56,66
