카테고리,경기도 구리시,경기도 구리시 갈매동,경기도 구리시 동구동,경기도 구리시 인창동,경기도 구리시 교문1동,경기도 구리시 교문2동,경기도 구리시 수택1동,경기도 구리시 수택2동,경기도 구리시 수택3동
2021년04월_남_90~99세,167,13,39,22,24,16,16,19,18
2021년04월_남_100세 이상,19,0,2,1,11,1,1,2,1
2021년04월_여_총인구수,"98,424","15,696","19,187","11,927","8,007","11,319","8,671","12,849","10,768"
2021년04월_여_연령구간인구수,"98,424","15,696","19,187","11,927","8,007","11,319","8,671","12,849","10,768"
2021년04월_여_0~9세,"7,115","2,168","1,246",847,343,763,326,662,760
2021년04월_여_10~19세,"8,600","1,155","1,824","1,134",554,"1,311",556,984,"1,082"
2021년04월_여_20~29세,"13,099","1,658","2,706","1,664","1,051","1,458","1,353","1,792","1,417"
2021년04월_여_30~39세,"12,720","2,997","2,244","1,518",900,"1,254",941,"1,553","1,313"
2021년04월_여_40~49세,"16,200","2,740","3,278","2,016","1,141","2,039","1,229","1,761","1,996"
2021년04월_여_50~59세,"17,937","2,155","3,768","2,172","1,551","2,031","1,777","2,548","1,935"
2021년04월_여_60~69세,"12,670","1,764","2,189","1,414","1,317","1,420","1,388","1,977","1,201"
2021년04월_여_70~79세,"6,425",729,"1,207",748,707,662,705,987,680
2021년04월_여_80~89세,"3,133",278,619,369,368,327,344,502,326
2021년04월_여_90~99세,492,52,102,44,59,51,51,79,54
2021년04월_여_100세 이상,33,0,4,1,16,3,1,4,4
2021년05월_계_총인구수,"194,838","31,103","37,889","23,310","16,440","22,050","16,761","25,593","21,692"
2021년05월_계_연령구간인구수,"194,838","31,103","37,889","23,310","16,440","22,050","16,761","25,593","21,692"
2021년05월_계_0~9세,"14,596","4,472","2,628","1,711",721,"1,531",694,"1,310","1,529"
2021년05월_계_10~19세,"17,702","2,305","3,879","2,359","1,073","2,658","1,129","2,062","2,237"
2021년05월_계_20~29세,"26,837","3,264","5,583","3,330","2,211","3,040","2,600","3,780","3,029"
2021년05월_계_30~39세,"25,524","5,749","4,556","2,979","2,016","2,459","1,964","3,165","2,636"
2021년05월_계_40~49세,"32,192","5,866","6,210","3,897","2,486","3,783","2,400","3,648","3,902"
2021년05월_계_50~59세,"35,243","4,157","7,245","4,261","3,198","3,902","3,449","5,051","3,980"
2021년05월_계_60~69세,"25,367","3,388","4,524","2,762","2,704","2,816","2,727","3,934","2,512"
2021년05월_계_70~79세,"11,644","1,427","2,102","1,343","1,322","1,237","1,224","1,750","1,239"
2021년05월_계_80~89세,"5,024",410,"1,016",600,597,552,511,788,550
2021년05월_계_90~99세,655,65,140,66,82,68,61,100,73
2021년05월_계_100세 이상,54,0,6,2,30,4,2,5,5
2021년05월_남_총인구수,"96,640","15,431","18,671","11,386","8,406","10,717","8,356","12,731","10,942"
2021년05월_남_연령구간인구수,"96,640","15,431","18,671","11,386","8,406","10,717","8,356","12,731","10,942"
2021년05월_남_0~9세,"7,512","2,309","1,387",860,377,768,374,653,784
2021년05월_남_10~19세,"9,141","1,146","2,068","1,227",523,"1,354",583,"1,095","1,145"
2021년05월_남_20~29세,"13,798","1,625","2,861","1,676","1,160","1,576","1,288","1,987","1,625"
2021년05월_남_30~39세,"12,857","2,766","2,302","1,460","1,106","1,208","1,058","1,622","1,335"
2021년05월_남_40~49세,"16,071","3,122","2,958","1,893","1,342","1,745","1,210","1,894","1,907"
2021년05월_남_50~59세,"17,366","2,010","3,460","2,091","1,652","1,884","1,721","2,491","2,057"
2021년05월_남_60~69세,"12,614","1,610","2,306","1,333","1,372","1,373","1,396","1,932","1,292"
2021년05월_남_70~79세,"5,214",696,893,595,616,569,532,754,559
2021년05월_남_80~89세,"1,878",134,394,228,223,221,177,282,219
2021년05월_남_90~99세,169,13,40,22,23,18,16,19,18
2021년05월_남_100세 이상,20,0,2,1,12,1,1,2,1
2021년05월_여_총인구수,"98,198","15,672","19,218","11,924","8,034","11,333","8,405","12,862","10,750"
2021년05월_여_연령구간인구수,"98,198","15,672","19,218","11,924","8,034","11,333","8,405","12,862","10,750"
2021년05월_여_0~9세,"7,084","2,163","1,241",851,344,763,320,657,745
2021년05월_여_10~19세,"8,561","1,159","1,811","1,132",550,"1,304",546,967,"1,092"
2021년05월_여_20~29세,"13,039","1,639","2,722","1,654","1,051","1,464","1,312","1,793","1,404"
2021년05월_여_30~39세,"12,667","2,983","2,254","1,519",910,"1,251",906,"1,543","1,301"
2021년05월_여_40~49세,"16,121","2,744","3,252","2,004","1,144","2,038","1,190","1,754","1,995"
2021년05월_여_50~59세,"17,877","2,147","3,785","2,170","1,546","2,018","1,728","2,560","1,923"
2021년05월_여_60~69세,"12,753","1,778","2,218","1,429","1,332","1,443","1,331","2,002","1,220"
2021년05월_여_70~79세,"6,430",731,"1,209",748,706,668,692,996,680
2021년05월_여_80~89세,"3,146",276,622,372,374,331,334,506,331
2021년05월_여_90~99세,486,52,100,44,59,50,45,81,55
2021년05월_여_100세 이상,34,0,4,1,18,3,1,3,4
2021년06월_계_총인구수,"194,389","31,073","37,853","23,323","16,466","22,096","16,206","25,656","21,716"
2021년06월_계_연령구간인구수,"194,389","31,073","37,853","23,323","16,466","22,096","16,206","25,656","21,716"
2021년06월_계_0~9세,"14,533","4,442","2,634","1,708",712,"1,529",679,"1,302","1,527"
2021년06월_계_10~19세,"17,639","2,327","3,844","2,358","1,076","2,649","1,097","2,045","2,243"
2021년06월_계_20~29세,"26,721","3,249","5,582","3,338","2,216","3,051","2,469","3,795","3,021"
2021년06월_계_30~39세,"25,425","5,687","4,544","2,983","2,013","2,459","1,921","3,170","2,648"
2021년06월_계_40~49세,"32,130","5,914","6,191","3,900","2,500","3,776","2,312","3,641","3,896"
2021년06월_계_50~59세,"35,038","4,135","7,214","4,251","3,181","3,908","3,324","5,039","3,986"
2021년06월_계_60~69세,"25,547","3,407","4,587","2,781","2,729","2,852","2,653","4,002","2,536"
2021년06월_계_70~79세,"11,610","1,435","2,087","1,343","1,324","1,238","1,193","1,761","1,229"
2021년06월_계_80~89세,"5,028",412,"1,018",596,604,559,495,793,551
2021년06월_계_90~99세,666,65,146,63,82,71,61,103,75
2021년06월_계_100세 이상,52,0,6,2,29,4,2,5,4
2021년06월_남_총인구수,"96,457","15,429","18,659","11,399","8,415","10,745","8,100","12,750","10,960"
2021년06월_남_연령구간인구수,"96,457","15,429","18,659","11,399","8,415","10,745","8,100","12,750","10,960"
2021년06월_남_0~9세,"7,480","2,292","1,383",862,371,766,367,652,787
2021년06월_남_10~19세,"9,105","1,158","2,050","1,222",520,"1,345",574,"1,084","1,152"
2021년06월_남_20~29세,"13,734","1,623","2,864","1,685","1,155","1,591","1,217","1,990","1,609"
2021년06월_남_30~39세,"12,813","2,730","2,294","1,467","1,106","1,204","1,042","1,625","1,345"
2021년06월_남_40~49세,"16,059","3,153","2,953","1,889","1,351","1,744","1,164","1,898","1,907"
2021년06월_남_50~59세,"17,273","2,000","3,435","2,085","1,649","1,892","1,664","2,485","2,063"
2021년06월_남_60~69세,"12,717","1,623","2,350","1,345","1,384","1,390","1,365","1,955","1,305"
2021년06월_남_70~79세,"5,203",701,892,596,617,568,518,755,556
2021년06월_남_80~89세,"1,879",137,393,226,226,225,172,284,216
2021년06월_남_90~99세,174,12,43,21,24,19,16,20,19
2021년06월_남_100세 이상,20,0,2,1,12,1,1,2,1
2021년06월_여_총인구수,"97,932","15,644","19,194","11,924","8,051","11,351","8,106","12,906","10,756"
2021년06월_여_연령구간인구수,"97,932","15,644","19,194","11,924","8,051","11,351","8,106","12,906","10,756"
2021년06월_여_0~9세,"7,053","2,150","1,251",846,341,763,312,650,740
2021년06월_여_10~19세,"8,534","1,169","1,794","1,136",556,"1,304",523,961,"1,091"
2021년06월_여_20~29세,"12,987","1,626","2,718","1,653","1,061","1,460","1,252","1,805","1,412"
2021년06월_여_30~39세,"12,612","2,957","2,250","1,516",907,"1,255",879,"1,545","1,303"
2021년06월_여_40~49세,"16,071","2,761","3,238","2,011","1,149","2,032","1,148","1,743","1,989"
2021년06월_여_50~59세,"17,765","2,135","3,779","2,166","1,532","2,016","1,660","2,554","1,923"
2021년06월_여_60~69세,"12,830","1,784","2,237","1,436","1,345","1,462","1,288","2,047","1,231"
2021년06월_여_70~79세,"6,407",734,"1,195",747,707,670,675,"1,006",673
2021년06월_여_80~89세,"3,149",275,625,370,378,334,323,509,335
2021년06월_여_90~99세,492,53,103,42,58,52,45,83,56
2021년06월_여_100세 이상,32,0,4,1,17,3,1,3,3
2021년07월_계_총인구수,"193,954","31,043","37,845","23,303","16,479","22,062","15,754","25,724","21,744"
2021년07월_계_연령구간인구수,"193,954","31,043","37,845","23,303","16,479","22,062","15,754","25,724","21,744"
2021년07월_계_0~9세,"14,468","4,440","2,592","1,699",720,"1,508",688,"1,298","1,523"
2021년07월_계_10~19세,"17,571","2,327","3,859","2,344","1,069","2,651","1,072","2,030","2,219"
2021년07월_계_20~29세,"26,563","3,235","5,549","3,328","2,219","3,035","2,373","3,793","3,031"
2021년07월_계_30~39세,"25,347","5,650","4,525","2,974","2,002","2,463","1,906","3,181","2,646"
2021년07월_계_40~49세,"32,008","5,939","6,191","3,866","2,501","3,757","2,245","3,629","3,880"
2021년07월_계_50~59세,"35,006","4,123","7,216","4,267","3,183","3,923","3,220","5,057","4,017"
2021년07월_계_60~69세,"25,634","3,417","4,629","2,809","2,746","2,853","2,577","4,043","2,560"
2021년07월_계_70~79세,"11,594","1,433","2,102","1,354","1,320","1,240","1,132","1,785","1,228"
2021년07월_계_80~89세,"5,039",413,"1,027",600,607,558,478,795,561
2021년07월_계_90~99세,671,65,149,60,82,70,61,108,76
2021년07월_계_100세 이상,53,1,6,2,30,4,2,5,3
2021년07월_남_총인구수,"96,227","15,411","18,671","11,376","8,424","10,722","7,881","12,775","10,967"
2021년07월_남_연령구간인구수,"96,227","15,411","18,671","11,376","8,424","10,722","7,881","12,775","10,967"
2021년07월_남_0~9세,"7,442","2,296","1,366",850,374,759,369,649,779
2021년07월_남_10~19세,"9,066","1,158","2,057","1,216",519,"1,345",560,"1,067","1,144"
2021년07월_남_20~29세,"13,674","1,618","2,860","1,677","1,164","1,585","1,170","1,993","1,607"
2021년07월_남_30~39세,"12,772","2,700","2,292","1,472","1,090","1,207","1,041","1,625","1,345"
2021년07월_남_40~49세,"15,972","3,163","2,940","1,855","1,354","1,735","1,125","1,897","1,903"
2021년07월_남_50~59세,"17,254","1,993","3,441","2,096","1,646","1,892","1,607","2,497","2,082"
2021년07월_남_60~69세,"12,758","1,631","2,371","1,354","1,397","1,385","1,329","1,978","1,313"
2021년07월_남_70~79세,"5,213",702,904,607,617,572,497,762,552
2021년07월_남_80~89세,"1,882",138,395,227,225,222,166,286,223
2021년07월_남_90~99세,173,12,43,21,25,19,16,19,18
2021년07월_남_100세 이상,21,0,2,1,13,1,1,2,1
2021년07월_여_총인구수,"97,727","15,632","19,174","11,927","8,055","11,340","7,873","12,949","10,777"
2021년07월_여_연령구간인구수,"97,727","15,632","19,174","11,927","8,055","11,340","7,873","12,949","10,777"
2021년07월_여_0~9세,"7,026","2,144","1,226",849,346,749,319,649,744
2021년07월_여_10~19세,"8,505","1,169","1,802","1,128",550,"1,306",512,963,"1,075"
2021년07월_여_20~29세,"12,889","1,617","2,689","1,651","1,055","1,450","1,203","1,800","1,424"
2021년07월_여_30~39세,"12,575","2,950","2,233","1,502",912,"1,256",865,"1,556","1,301"
2021년07월_여_40~49세,"16,036","2,776","3,251","2,011","1,147","2,022","1,120","1,732","1,977"
2021년07월_여_50~59세,"17,752","2,130","3,775","2,171","1,537","2,031","1,613","2,560","1,935"
2021년07월_여_60~69세,"12,876","1,786","2,258","1,455","1,349","1,468","1,248","2,065","1,247"
2021년07월_여_70~79세,"6,381",731,"1,198",747,703,668,635,"1,023",676
2021년07월_여_80~89세,"3,157",275,632,373,382,336,312,509,338
2021년07월_여_90~99세,498,53,106,39,57,51,45,89,58
2021년07월_여_100세 이상,32,1,4,1,17,3,1,3,2
2021년08월_계_총인구수,"193,662","30,994","37,736","23,336","16,476","21,944","15,710","25,657","21,809"
2021년08월_계_연령구간인구수,"193,662","30,994","37,736","23,336","16,476","21,944","15,710","25,657","21,809"
2021년08월_계_0~9세,"14,394","4,413","2,569","1,688",719,"1,478",741,"1,280","1,506"
2021년08월_계_10~19세,"17,511","2,353","3,833","2,322","1,056","2,628","1,070","2,023","2,226"
2021년08월_계_20~29세,"26,445","3,215","5,503","3,357","2,217","3,007","2,353","3,752","3,041"
2021년08월_계_30~39세,"25,268","5,565","4,514","3,000","2,003","2,451","1,933","3,152","2,650"
2021년08월_계_40~49세,"31,942","5,975","6,135","3,854","2,484","3,731","2,267","3,618","3,878"
2021년08월_계_50~59세,"34,933","4,115","7,223","4,253","3,170","3,911","3,178","5,037","4,046"
2021년08월_계_60~69세,"25,786","3,443","4,667","2,838","2,777","2,866","2,532","4,082","2,581"
2021년08월_계_70~79세,"11,558","1,428","2,100","1,357","1,320","1,235","1,097","1,789","1,232"
2021년08월_계_80~89세,"5,091",418,"1,036",600,616,564,477,811,569
2021년08월_계_90~99세,681,68,150,65,84,69,60,108,77
2021년08월_계_100세 이상,53,1,6,2,30,4,2,5,3
2021년08월_남_총인구수,"96,074","15,371","18,595","11,404","8,433","10,656","7,867","12,736","11,012"
2021년08월_남_연령구간인구수,"96,074","15,371","18,595","11,404","8,433","10,656","7,867","12,736","11,012"
2021년08월_남_0~9세,"7,411","2,284","1,348",848,372,744,399,641,775
2021년08월_남_10~19세,"9,019","1,163","2,035","1,206",513,"1,335",557,"1,060","1,150"
2021년08월_남_20~29세,"13,602","1,607","2,829","1,686","1,167","1,565","1,165","1,967","1,616"
2021년08월_남_30~39세,"12,734","2,647","2,293","1,496","1,085","1,204","1,051","1,611","1,347"
2021년08월_남_40~49세,"15,968","3,187","2,915","1,844","1,357","1,718","1,152","1,893","1,902"
2021년08월_남_50~59세,"17,202","1,987","3,438","2,091","1,637","1,885","1,574","2,491","2,099"
2021년08월_남_60~69세,"12,831","1,642","2,388","1,371","1,414","1,386","1,303","2,001","1,326"
2021년08월_남_70~79세,"5,203",701,905,611,620,571,481,763,551
2021년08월_남_80~89세,"1,902",140,398,225,230,227,168,288,226
2021년08월_남_90~99세,181,13,44,25,25,20,16,19,19
2021년08월_남_100세 이상,21,0,2,1,13,1,1,2,1
2021년08월_여_총인구수,"97,588","15,623","19,141","11,932","8,043","11,288","7,843","12,921","10,797"
2021년08월_여_연령구간인구수,"97,588","15,623","19,141","11,932","8,043","11,288","7,843","12,921","10,797"
2021년08월_여_0~9세,"6,983","2,129","1,221",840,347,734,342,639,731
2021년08월_여_10~19세,"8,492","1,190","1,798","1,116",543,"1,293",513,963,"1,076"
2021년08월_여_20~29세,"12,843","1,608","2,674","1,671","1,050","1,442","1,188","1,785","1,425"
2021년08월_여_30~39세,"12,534","2,918","2,221","1,504",918,"1,247",882,"1,541","1,303"
2021년08월_여_40~49세,"15,974","2,788","3,220","2,010","1,127","2,013","1,115","1,725","1,976"
2021년08월_여_50~59세,"17,731","2,128","3,785","2,162","1,533","2,026","1,604","2,546","1,947"
2021년08월_여_60~69세,"12,955","1,801","2,279","1,467","1,363","1,480","1,229","2,081","1,255"
2021년08월_여_70~79세,"6,355",727,"1,195",746,700,664,616,"1,026",681
2021년08월_여_80~89세,"3,189",278,638,375,386,337,309,523,343
2021년08월_여_90~99세,500,55,106,40,59,49,44,89,58
2021년08월_여_100세 이상,32,1,4,1,17,3,1,3,2
2021년09월_계_총인구수,"193,410","30,943","37,641","23,348","16,375","21,893","15,634","25,484","22,092"
2021년09월_계_연령구간인구수,"193,410","30,943","37,641","23,348","16,375","21,893","15,634","25,484","22,092"
2021년09월_계_0~9세,"14,321","4,401","2,557","1,677",702,"1,464",754,"1,256","1,510"
2021년09월_계_10~19세,"17,462","2,354","3,818","2,317","1,056","2,613","1,072","2,006","2,226"
2021년09월_계_20~29세,"26,327","3,188","5,467","3,365","2,175","2,989","2,320","3,717","3,106"
2021년09월_계_30~39세,"25,296","5,498","4,502","3,006","2,008","2,449","1,959","3,123","2,751"
2021년09월_계_40~49세,"31,811","6,013","6,067","3,864","2,459","3,699","2,258","3,583","3,868"
2021년09월_계_50~59세,"34,932","4,123","7,240","4,245","3,176","3,925","3,134","5,018","4,071"
2021년09월_계_60~69세,"25,878","3,454","4,700","2,845","2,770","2,876","2,526","4,087","2,620"
2021년09월_계_70~79세,"11,531","1,423","2,088","1,358","1,299","1,237","1,089","1,774","1,263"
2021년09월_계_80~89세,"5,122",421,"1,044",602,620,571,460,811,593
2021년09월_계_90~99세,678,67,152,67,81,66,60,104,81
2021년09월_계_100세 이상,52,1,6,2,29,4,2,5,3
2021년09월_남_총인구수,"95,966","15,355","18,546","11,411","8,391","10,627","7,834","12,647","11,155"
2021년09월_남_연령구간인구수,"95,966","15,355","18,546","11,411","8,391","10,627","7,834","12,647","11,155"
2021년09월_남_0~9세,"7,375","2,278","1,336",849,363,737,408,630,774
2021년09월_남_10~19세,"9,010","1,169","2,033","1,200",515,"1,321",568,"1,055","1,149"
2021년09월_남_20~29세,"13,532","1,600","2,810","1,685","1,148","1,561","1,145","1,945","1,638"
2021년09월_남_30~39세,"12,743","2,607","2,293","1,496","1,088","1,196","1,071","1,585","1,407"
2021년09월_남_40~49세,"15,918","3,204","2,883","1,853","1,340","1,706","1,150","1,875","1,907"
2021년09월_남_50~59세,"17,173","1,995","3,446","2,082","1,638","1,889","1,533","2,477","2,113"
2021년09월_남_60~69세,"12,891","1,646","2,393","1,379","1,417","1,393","1,300","2,008","1,355"
2021년09월_남_70~79세,"5,204",696,906,612,610,577,482,762,559
2021년09월_남_80~89세,"1,916",146,398,229,234,228,160,288,233
2021년09월_남_90~99세,183,14,46,25,25,18,16,20,19
2021년09월_남_100세 이상,21,0,2,1,13,1,1,2,1
2021년09월_여_총인구수,"97,444","15,588","19,095","11,937","7,984","11,266","7,800","12,837","10,937"
2021년09월_여_연령구간인구수,"97,444","15,588","19,095","11,937","7,984","11,266","7,800","12,837","10,937"
2021년09월_여_0~9세,"6,946","2,123","1,221",828,339,727,346,626,736
2021년09월_여_10~19세,"8,452","1,185","1,785","1,117",541,"1,292",504,951,"1,077"
2021년09월_여_20~29세,"12,795","1,588","2,657","1,680","1,027","1,428","1,175","1,772","1,468"
2021년09월_여_30~39세,"12,553","2,891","2,209","1,510",920,"1,253",888,"1,538","1,344"
2021년09월_여_40~49세,"15,893","2,809","3,184","2,011","1,119","1,993","1,108","1,708","1,961"
2021년09월_여_50~59세,"17,759","2,128","3,794","2,163","1,538","2,036","1,601","2,541","1,958"
2021년09월_여_60~69세,"12,987","1,808","2,307","1,466","1,353","1,483","1,226","2,079","1,265"
2021년09월_여_70~79세,"6,327",727,"1,182",746,689,660,607,"1,012",704
2021년09월_여_80~89세,"3,206",275,646,373,386,343,300,523,360
2021년09월_여_90~99세,495,53,106,42,56,48,44,84,62
2021년09월_여_100세 이상,31,1,4,1,16,3,1,3,2
2021년10월_계_총인구수,"193,014","30,880","37,579","23,321","16,363","21,854","15,634","25,316","22,067"
2021년10월_계_연령구간인구수,"193,014","30,880","37,579","23,321","16,363","21,854","15,634","25,316","22,067"
2021년10월_계_0~9세,"14,191","4,362","2,534","1,661",691,"1,466",758,"1,231","1,488"
2021년10월_계_10~19세,"17,429","2,377","3,803","2,313","1,057","2,612","1,077","1,984","2,206"
2021년10월_계_20~29세,"26,161","3,145","5,444","3,353","2,162","2,958","2,319","3,689","3,091"
2021년10월_계_30~39세,"25,263","5,445","4,510","2,988","2,036","2,453","1,964","3,093","2,774"
2021년10월_계_40~49세,"31,682","6,034","6,025","3,855","2,431","3,682","2,253","3,547","3,855"
2021년10월_계_50~59세,"34,889","4,125","7,244","4,253","3,175","3,914","3,133","4,986","4,059"
2021년10월_계_60~69세,"25,976","3,469","4,711","2,865","2,788","2,895","2,517","4,094","2,637"
2021년10월_계_70~79세,"11,553","1,441","2,096","1,355","1,292","1,229","1,097","1,779","1,264"
2021년10월_계_80~89세,"5,149",414,"1,051",611,624,574,457,809,609
2021년10월_계_90~99세,669,66,155,65,78,67,57,100,81
2021년10월_계_100세 이상,52,2,6,2,29,4,2,4,3
2021년10월_남_총인구수,"95,747","15,310","18,501","11,398","8,385","10,612","7,845","12,567","11,129"
2021년10월_남_연령구간인구수,"95,747","15,310","18,501","11,398","8,385","10,612","7,845","12,567","11,129"
2021년10월_남_0~9세,"7,322","2,258","1,321",843,355,745,412,619,769
2021년10월_남_10~19세,"8,959","1,174","2,019","1,188",512,"1,315",571,"1,042","1,138"
2021년10월_남_20~29세,"13,445","1,583","2,787","1,681","1,141","1,544","1,153","1,927","1,629"
2021년10월_남_30~39세,"12,716","2,566","2,304","1,492","1,104","1,194","1,074","1,573","1,409"
2021년10월_남_40~49세,"15,876","3,218","2,869","1,840","1,328","1,707","1,153","1,856","1,905"
2021년10월_남_50~59세,"17,147","1,996","3,443","2,096","1,639","1,878","1,533","2,461","2,101"
2021년10월_남_60~69세,"12,941","1,654","2,401","1,386","1,424","1,409","1,286","2,021","1,360"
2021년10월_남_70~79세,"5,203",704,909,614,604,573,486,756,557
2021년10월_남_80~89세,"1,936",143,398,233,240,227,161,293,241
2021년10월_남_90~99세,180,14,48,23,25,19,15,17,19
2021년10월_남_100세 이상,22,0,2,2,13,1,1,2,1
2021년10월_여_총인구수,"97,267","15,570","19,078","11,923","7,978","11,242","7,789","12,749","10,938"
2021년10월_여_연령구간인구수,"97,267","15,570","19,078","11,923","7,978","11,242","7,789","12,749","10,938"
2021년10월_여_0~9세,"6,869","2,104","1,213",818,336,721,346,612,719
2021년10월_여_10~19세,"8,470","1,203","1,784","1,125",545,"1,297",506,942,"1,068"
2021년10월_여_20~29세,"12,716","1,562","2,657","1,672","1,021","1,414","1,166","1,762","1,462"
2021년10월_여_30~39세,"12,547","2,879","2,206","1,496",932,"1,259",890,"1,520","1,365"
2021년10월_여_40~49세,"15,806","2,816","3,156","2,015","1,103","1,975","1,100","1,691","1,950"
2021년10월_여_50~59세,"17,742","2,129","3,801","2,157","1,536","2,036","1,600","2,525","1,958"
2021년10월_여_60~69세,"13,035","1,815","2,310","1,479","1,364","1,486","1,231","2,073","1,277"
2021년10월_여_70~79세,"6,350",737,"1,187",741,688,656,611,"1,023",707
2021년10월_여_80~89세,"3,213",271,653,378,384,347,296,516,368
2021년10월_여_90~99세,489,52,107,42,53,48,42,83,62
2021년10월_여_100세 이상,30,2,4,0,16,3,1,2,2
2021년11월_계_총인구수,"192,461","30,739","37,422","23,315","16,326","21,822","15,582","25,219","22,036"
2021년11월_계_연령구간인구수,"192,461","30,739","37,422","23,315","16,326","21,822","15,582","25,219","22,036"
2021년11월_계_0~9세,"14,094","4,324","2,517","1,651",683,"1,471",739,"1,232","1,477"
2021년11월_계_10~19세,"17,346","2,387","3,744","2,317","1,049","2,599","1,074","1,982","2,194"
2021년11월_계_20~29세,"26,044","3,100","5,417","3,332","2,150","2,967","2,318","3,669","3,091"
2021년11월_계_30~39세,"25,203","5,363","4,524","3,007","2,044","2,447","1,972","3,064","2,782"
2021년11월_계_40~49세,"31,472","6,043","5,957","3,863","2,410","3,653","2,223","3,524","3,799"
2021년11월_계_50~59세,"34,848","4,109","7,233","4,250","3,187","3,914","3,113","4,972","4,070"
2021년11월_계_60~69세,"26,020","3,475","4,728","2,861","2,773","2,900","2,538","4,089","2,656"
2021년11월_계_70~79세,"11,548","1,452","2,084","1,354","1,298","1,223","1,093","1,778","1,266"
2021년11월_계_80~89세,"5,165",419,"1,051",614,624,576,455,808,618
2021년11월_계_90~99세,671,65,161,65,80,68,56,96,80
2021년11월_계_100세 이상,50,2,6,1,28,4,1,5,3
2021년11월_남_총인구수,"95,429","15,225","18,409","11,392","8,371","10,583","7,799","12,532","11,118"
2021년11월_남_연령구간인구수,"95,429","15,225","18,409","11,392","8,371","10,583","7,799","12,532","11,118"
2021년11월_남_0~9세,"7,262","2,236","1,308",835,353,742,403,622,763
2021년11월_남_10~19세,"8,901","1,175","1,983","1,193",505,"1,306",567,"1,040","1,132"
2021년11월_남_20~29세,"13,393","1,562","2,782","1,674","1,138","1,541","1,147","1,918","1,631"
2021년11월_남_30~39세,"12,710","2,521","2,310","1,500","1,115","1,199","1,083","1,565","1,417"
2021년11월_남_40~49세,"15,752","3,220","2,828","1,844","1,312","1,695","1,134","1,840","1,879"
2021년11월_남_50~59세,"17,107","1,987","3,435","2,095","1,647","1,869","1,519","2,454","2,101"
2021년11월_남_60~69세,"12,967","1,656","2,404","1,386","1,424","1,413","1,289","2,025","1,370"
2021년11월_남_70~79세,"5,199",710,908,612,606,567,481,754,561
2021년11월_남_80~89세,"1,938",143,399,229,237,232,160,295,243
2021년11월_남_90~99세,180,15,50,23,22,18,15,17,20
2021년11월_남_100세 이상,20,0,2,1,12,1,1,2,1
2021년11월_여_총인구수,"97,032","15,514","19,013","11,923","7,955","11,239","7,783","12,687","10,918"
2021년11월_여_연령구간인구수,"97,032","15,514","19,013","11,923","7,955","11,239","7,783","12,687","10,918"
2021년11월_여_0~9세,"6,832","2,088","1,209",816,330,729,336,610,714
2021년11월_여_10~19세,"8,445","1,212","1,761","1,124",544,"1,293",507,942,"1,062"
2021년11월_여_20~29세,"12,651","1,538","2,635","1,658","1,012","1,426","1,171","1,751","1,460"
2021년11월_여_30~39세,"12,493","2,842","2,214","1,507",929,"1,248",889,"1,499","1,365"
2021년11월_여_40~49세,"15,720","2,823","3,129","2,019","1,098","1,958","1,089","1,684","1,920"
2021년11월_여_50~59세,"17,741","2,122","3,798","2,155","1,540","2,045","1,594","2,518","1,969"
2021년11월_여_60~69세,"13,053","1,819","2,324","1,475","1,349","1,487","1,249","2,064","1,286"
2021년11월_여_70~79세,"6,349",742,"1,176",742,692,656,612,"1,024",705
2021년11월_여_80~89세,"3,227",276,652,385,387,344,295,513,375
2021년11월_여_90~99세,491,50,111,42,58,50,41,79,60
2021년11월_여_100세 이상,30,2,4,0,16,3,0,3,2
2021년12월_계_총인구수,"191,948","30,653","37,266","23,258","16,260","21,817","15,617","25,158","21,919"
2021년12월_계_연령구간인구수,"191,948","30,653","37,266","23,258","16,260","21,817","15,617","25,158","21,919"
2021년12월_계_0~9세,"13,946","4,267","2,487","1,623",680,"1,469",749,"1,232","1,439"
2021년12월_계_10~19세,"17,311","2,410","3,738","2,302","1,039","2,578","1,076","1,978","2,190"
2021년12월_계_20~29세,"25,915","3,087","5,367","3,334","2,146","2,969","2,318","3,632","3,062"
2021년12월_계_30~39세,"25,118","5,299","4,519","2,993","2,046","2,438","2,000","3,060","2,763"
2021년12월_계_40~49세,"31,306","6,064","5,890","3,829","2,403","3,644","2,202","3,505","3,769"
2021년12월_계_50~59세,"34,889","4,117","7,239","4,262","3,194","3,938","3,108","4,968","4,063"
2021년12월_계_60~69세,"26,034","3,465","4,723","2,872","2,751","2,899","2,559","4,099","2,666"
2021년12월_계_70~79세,"11,548","1,455","2,080","1,356","1,296","1,233","1,090","1,768","1,270"
2021년12월_계_80~89세,"5,201",422,"1,067",622,623,576,456,819,616
2021년12월_계_90~99세,662,65,155,64,79,69,58,94,78
2021년12월_계_100세 이상,18,2,1,1,3,4,1,3,3
2021년12월_남_총인구수,"95,172","15,161","18,332","11,358","8,350","10,585","7,810","12,514","11,062"
2021년12월_남_연령구간인구수,"95,172","15,161","18,332","11,358","8,350","10,585","7,810","12,514","11,062"
2021년12월_남_0~9세,"7,204","2,208","1,296",825,353,745,407,622,748
2021년12월_남_10~19세,"8,872","1,185","1,981","1,181",498,"1,291",569,"1,037","1,130"
2021년12월_남_20~29세,"13,320","1,552","2,758","1,671","1,139","1,542","1,142","1,898","1,618"
