카테고리,서울특별시 강북구,서울특별시 강북구 삼양동,서울특별시 강북구 미아동,서울특별시 강북구 송중동,서울특별시 강북구 송천동,서울특별시 강북구 삼각산동,서울특별시 강북구 번1동,서울특별시 강북구 번2동,서울특별시 강북구 번3동,서울특별시 강북구 수유1동,서울특별시 강북구 수유2동,서울특별시 강북구 수유3동,서울특별시 강북구 우이동,서울특별시 강북구 인수동
2021년05월_여_80~89세,"7,155",538,521,589,683,527,368,447,484,507,618,500,560,813
2021년05월_여_90~99세,"1,043",86,71,82,91,69,51,61,65,77,92,62,91,145
2021년05월_여_100세 이상,35,2,1,5,7,4,0,2,2,4,1,1,4,2
2021년06월_계_총인구수,"302,645","24,050","21,839","29,838","26,857","31,398","18,610","16,103","17,163","20,799","21,365","23,095","20,695","30,833"
2021년06월_계_연령구간인구수,"302,645","24,050","21,839","29,838","26,857","31,398","18,610","16,103","17,163","20,799","21,365","23,095","20,695","30,833"
2021년06월_계_0~9세,"14,906","1,223",728,"1,495","1,019","2,891",642,638,919,968,"1,035",783,"1,059","1,506"
2021년06월_계_10~19세,"21,310","1,922","1,300","1,985","1,563","3,923","1,059","1,036","1,290","1,308","1,399","1,075","1,370","2,080"
2021년06월_계_20~29세,"41,995","3,129","3,779","4,239","3,559","3,327","3,186","2,206","1,871","3,004","2,946","4,154","2,617","3,978"
2021년06월_계_30~39세,"37,702","2,905","2,874","4,006","3,203","3,665","2,677","1,757","1,687","2,766","2,495","3,343","2,561","3,763"
2021년06월_계_40~49세,"45,257","3,533","2,976","4,457","3,776","6,357","2,836","2,316","2,538","2,927","3,044","3,210","2,919","4,368"
2021년06월_계_50~59세,"51,740","4,340","3,774","5,127","4,940","4,971","3,076","2,698","2,780","3,539","3,715","3,948","3,549","5,283"
2021년06월_계_60~69세,"46,816","3,815","3,416","4,653","4,683","3,371","2,682","2,696","2,712","3,377","3,450","3,489","3,358","5,114"
2021년06월_계_70~79세,"29,452","2,195","2,041","2,711","2,852","1,971","1,726","1,974","2,469","1,936","2,125","2,126","2,149","3,177"
2021년06월_계_80~89세,"11,996",866,861,"1,044","1,123",827,650,703,816,862,"1,022",869,982,"1,371"
2021년06월_계_90~99세,"1,423",117,89,114,130,90,76,77,78,108,132,97,126,189
2021년06월_계_100세 이상,48,5,1,7,9,5,0,2,3,4,2,1,5,4
2021년06월_남_총인구수,"147,542","11,985","10,564","14,323","13,350","15,067","9,405","7,809","8,042","10,313","10,215","11,491","10,058","14,920"
2021년06월_남_연령구간인구수,"147,542","11,985","10,564","14,323","13,350","15,067","9,405","7,809","8,042","10,313","10,215","11,491","10,058","14,920"
2021년06월_남_0~9세,"7,702",639,381,771,517,"1,498",333,336,462,495,540,399,551,780
2021년06월_남_10~19세,"10,912","1,015",679,962,789,"1,969",546,545,656,659,745,585,718,"1,044"
2021년06월_남_20~29세,"20,688","1,628","1,663","2,074","1,821","1,653","1,598","1,150",956,"1,516","1,407","1,983","1,239","2,000"
2021년06월_남_30~39세,"19,733","1,535","1,529","2,006","1,706","1,698","1,448",983,868,"1,504","1,307","1,828","1,349","1,972"
2021년06월_남_40~49세,"23,245","1,808","1,552","2,270","2,007","3,072","1,510","1,174","1,278","1,574","1,531","1,710","1,527","2,232"
2021년06월_남_50~59세,"25,494","2,181","1,850","2,419","2,497","2,492","1,611","1,334","1,350","1,733","1,766","2,011","1,740","2,510"
2021년06월_남_60~69세,"21,847","1,812","1,670","2,153","2,283","1,531","1,275","1,222","1,198","1,581","1,579","1,605","1,546","2,392"
2021년06월_남_70~79세,"12,739","1,004",882,"1,192","1,252",843,782,794,934,864,899,962,942,"1,389"
2021년06월_남_80~89세,"4,789",330,338,446,437,290,277,253,324,351,402,375,409,557
2021년06월_남_90~99세,379,30,20,28,39,20,25,18,15,36,38,33,35,42
2021년06월_남_100세 이상,14,3,0,2,2,1,0,0,1,0,1,0,2,2
2021년06월_여_총인구수,"155,103","12,065","11,275","15,515","13,507","16,331","9,205","8,294","9,121","10,486","11,150","11,604","10,637","15,913"
2021년06월_여_연령구간인구수,"155,103","12,065","11,275","15,515","13,507","16,331","9,205","8,294","9,121","10,486","11,150","11,604","10,637","15,913"
2021년06월_여_0~9세,"7,204",584,347,724,502,"1,393",309,302,457,473,495,384,508,726
2021년06월_여_10~19세,"10,398",907,621,"1,023",774,"1,954",513,491,634,649,654,490,652,"1,036"
2021년06월_여_20~29세,"21,307","1,501","2,116","2,165","1,738","1,674","1,588","1,056",915,"1,488","1,539","2,171","1,378","1,978"
2021년06월_여_30~39세,"17,969","1,370","1,345","2,000","1,497","1,967","1,229",774,819,"1,262","1,188","1,515","1,212","1,791"
2021년06월_여_40~49세,"22,012","1,725","1,424","2,187","1,769","3,285","1,326","1,142","1,260","1,353","1,513","1,500","1,392","2,136"
2021년06월_여_50~59세,"26,246","2,159","1,924","2,708","2,443","2,479","1,465","1,364","1,430","1,806","1,949","1,937","1,809","2,773"
2021년06월_여_60~69세,"24,969","2,003","1,746","2,500","2,400","1,840","1,407","1,474","1,514","1,796","1,871","1,884","1,812","2,722"
2021년06월_여_70~79세,"16,713","1,191","1,159","1,519","1,600","1,128",944,"1,180","1,535","1,072","1,226","1,164","1,207","1,788"
2021년06월_여_80~89세,"7,207",536,523,598,686,537,373,450,492,511,620,494,573,814
2021년06월_여_90~99세,"1,044",87,69,86,91,70,51,59,63,72,94,64,91,147
2021년06월_여_100세 이상,34,2,1,5,7,4,0,2,2,4,1,1,3,2
2021년07월_계_총인구수,"302,113","24,006","21,799","29,785","26,751","31,391","18,585","16,044","17,115","20,782","21,356","23,152","20,631","30,716"
2021년07월_계_연령구간인구수,"302,113","24,006","21,799","29,785","26,751","31,391","18,585","16,044","17,115","20,782","21,356","23,152","20,631","30,716"
2021년07월_계_0~9세,"14,788","1,224",720,"1,485","1,008","2,864",633,638,912,963,"1,029",779,"1,044","1,489"
2021년07월_계_10~19세,"21,241","1,917","1,286","1,979","1,554","3,934","1,058","1,025","1,275","1,307","1,394","1,086","1,361","2,065"
2021년07월_계_20~29세,"41,811","3,108","3,764","4,227","3,534","3,321","3,178","2,182","1,863","3,007","2,931","4,150","2,607","3,939"
2021년07월_계_30~39세,"37,619","2,906","2,883","3,985","3,176","3,642","2,679","1,747","1,679","2,755","2,503","3,349","2,555","3,760"
2021년07월_계_40~49세,"45,038","3,503","2,960","4,462","3,737","6,336","2,813","2,305","2,515","2,924","3,030","3,220","2,905","4,328"
2021년07월_계_50~59세,"51,628","4,336","3,758","5,085","4,931","4,986","3,076","2,695","2,772","3,518","3,702","3,947","3,543","5,279"
2021년07월_계_60~69세,"46,982","3,813","3,424","4,679","4,684","3,395","2,692","2,701","2,718","3,387","3,472","3,514","3,372","5,131"
2021년07월_계_70~79세,"29,455","2,205","2,041","2,716","2,857","1,982","1,725","1,962","2,471","1,943","2,130","2,129","2,129","3,165"
2021년07월_계_80~89세,"12,079",870,871,"1,047","1,131",832,656,714,826,866,"1,032",881,984,"1,369"
2021년07월_계_90~99세,"1,427",119,91,115,130,94,75,73,81,109,132,95,126,187
2021년07월_계_100세 이상,45,5,1,5,9,5,0,2,3,3,1,2,5,4
2021년07월_남_총인구수,"147,237","11,961","10,524","14,299","13,306","15,078","9,394","7,771","8,021","10,286","10,214","11,520","10,017","14,846"
2021년07월_남_연령구간인구수,"147,237","11,961","10,524","14,299","13,306","15,078","9,394","7,771","8,021","10,286","10,214","11,520","10,017","14,846"
2021년07월_남_0~9세,"7,642",638,372,764,510,"1,484",329,338,460,495,541,395,542,774
2021년07월_남_10~19세,"10,879","1,014",675,950,791,"1,984",544,536,647,658,742,593,713,"1,032"
2021년07월_남_20~29세,"20,572","1,615","1,654","2,078","1,806","1,654","1,594","1,130",951,"1,502","1,402","1,971","1,235","1,980"
2021년07월_남_30~39세,"19,668","1,529","1,525","1,997","1,684","1,687","1,450",975,864,"1,499","1,313","1,832","1,345","1,968"
2021년07월_남_40~49세,"23,128","1,791","1,544","2,274","1,999","3,059","1,500","1,166","1,261","1,569","1,520","1,717","1,512","2,216"
2021년07월_남_50~59세,"25,455","2,186","1,838","2,407","2,491","2,499","1,615","1,333","1,345","1,727","1,764","2,012","1,734","2,504"
2021년07월_남_60~69세,"21,920","1,811","1,672","2,158","2,286","1,552","1,275","1,227","1,212","1,580","1,583","1,623","1,549","2,392"
2021년07월_남_70~79세,"12,747","1,007",883,"1,192","1,255",845,780,788,941,868,903,964,937,"1,384"
2021년07월_남_80~89세,"4,826",334,341,448,444,293,282,261,323,350,405,379,413,553
2021년07월_남_90~99세,386,33,20,29,38,20,25,17,16,38,40,34,35,41
2021년07월_남_100세 이상,14,3,0,2,2,1,0,0,1,0,1,0,2,2
2021년07월_여_총인구수,"154,876","12,045","11,275","15,486","13,445","16,313","9,191","8,273","9,094","10,496","11,142","11,632","10,614","15,870"
2021년07월_여_연령구간인구수,"154,876","12,045","11,275","15,486","13,445","16,313","9,191","8,273","9,094","10,496","11,142","11,632","10,614","15,870"
2021년07월_여_0~9세,"7,146",586,348,721,498,"1,380",304,300,452,468,488,384,502,715
2021년07월_여_10~19세,"10,362",903,611,"1,029",763,"1,950",514,489,628,649,652,493,648,"1,033"
2021년07월_여_20~29세,"21,239","1,493","2,110","2,149","1,728","1,667","1,584","1,052",912,"1,505","1,529","2,179","1,372","1,959"
2021년07월_여_30~39세,"17,951","1,377","1,358","1,988","1,492","1,955","1,229",772,815,"1,256","1,190","1,517","1,210","1,792"
2021년07월_여_40~49세,"21,910","1,712","1,416","2,188","1,738","3,277","1,313","1,139","1,254","1,355","1,510","1,503","1,393","2,112"
2021년07월_여_50~59세,"26,173","2,150","1,920","2,678","2,440","2,487","1,461","1,362","1,427","1,791","1,938","1,935","1,809","2,775"
2021년07월_여_60~69세,"25,062","2,002","1,752","2,521","2,398","1,843","1,417","1,474","1,506","1,807","1,889","1,891","1,823","2,739"
2021년07월_여_70~79세,"16,708","1,198","1,158","1,524","1,602","1,137",945,"1,174","1,530","1,075","1,227","1,165","1,192","1,781"
2021년07월_여_80~89세,"7,253",536,530,599,687,539,374,453,503,516,627,502,571,816
2021년07월_여_90~99세,"1,041",86,71,86,92,74,50,56,65,71,92,61,91,146
2021년07월_여_100세 이상,31,2,1,3,7,4,0,2,2,3,0,2,3,2
2021년08월_계_총인구수,"301,430","23,910","21,704","29,772","26,666","31,368","18,513","15,988","17,036","20,726","21,365","23,151","20,608","30,623"
2021년08월_계_연령구간인구수,"301,430","23,910","21,704","29,772","26,666","31,368","18,513","15,988","17,036","20,726","21,365","23,151","20,608","30,623"
2021년08월_계_0~9세,"14,585","1,210",710,"1,472",995,"2,824",625,626,890,948,"1,017",766,"1,047","1,455"
2021년08월_계_10~19세,"21,170","1,900","1,279","1,983","1,564","3,931","1,034","1,014","1,268","1,306","1,384","1,089","1,358","2,060"
2021년08월_계_20~29세,"41,696","3,102","3,757","4,210","3,485","3,318","3,190","2,173","1,850","3,009","2,934","4,158","2,580","3,930"
2021년08월_계_30~39세,"37,470","2,875","2,860","4,011","3,153","3,640","2,658","1,725","1,658","2,729","2,503","3,337","2,559","3,762"
2021년08월_계_40~49세,"44,716","3,472","2,927","4,423","3,739","6,290","2,777","2,286","2,491","2,901","2,997","3,225","2,910","4,278"
2021년08월_계_50~59세,"51,628","4,318","3,737","5,095","4,906","5,010","3,071","2,708","2,781","3,507","3,727","3,959","3,534","5,275"
2021년08월_계_60~69세,"47,091","3,832","3,435","4,683","4,694","3,436","2,702","2,702","2,717","3,383","3,484","3,512","3,370","5,141"
2021년08월_계_70~79세,"29,411","2,207","2,031","2,712","2,851","1,978","1,719","1,958","2,454","1,959","2,143","2,129","2,127","3,143"
2021년08월_계_80~89세,"12,179",871,875,"1,059","1,141",838,663,722,840,871,"1,044",880,991,"1,384"
2021년08월_계_90~99세,"1,436",118,92,119,129,98,73,72,84,110,131,94,127,189
2021년08월_계_100세 이상,48,5,1,5,9,5,1,2,3,3,1,2,5,6
2021년08월_남_총인구수,"146,919","11,916","10,474","14,291","13,266","15,059","9,362","7,753","7,994","10,239","10,210","11,529","10,008","14,818"
2021년08월_남_연령구간인구수,"146,919","11,916","10,474","14,291","13,266","15,059","9,362","7,753","7,994","10,239","10,210","11,529","10,008","14,818"
2021년08월_남_0~9세,"7,522",627,369,756,498,"1,458",323,335,449,486,533,392,543,753
2021년08월_남_10~19세,"10,844","1,004",665,948,796,"1,991",534,534,643,652,740,595,712,"1,030"
2021년08월_남_20~29세,"20,540","1,615","1,657","2,068","1,783","1,650","1,602","1,127",946,"1,508","1,401","1,984","1,219","1,980"
2021년08월_남_30~39세,"19,586","1,509","1,514","2,016","1,672","1,682","1,439",956,859,"1,478","1,317","1,821","1,353","1,970"
2021년08월_남_40~49세,"22,955","1,777","1,532","2,246","2,002","3,036","1,477","1,162","1,247","1,551","1,499","1,723","1,512","2,191"
2021년08월_남_50~59세,"25,506","2,181","1,821","2,425","2,484","2,516","1,620","1,337","1,361","1,715","1,780","2,016","1,738","2,512"
2021년08월_남_60~69세,"21,979","1,821","1,677","2,161","2,292","1,560","1,281","1,231","1,208","1,590","1,584","1,630","1,547","2,397"
2021년08월_남_70~79세,"12,704","1,010",877,"1,184","1,254",848,776,788,932,866,904,958,927,"1,380"
2021년08월_남_80~89세,"4,883",337,342,455,446,297,285,266,332,356,411,376,420,560
2021년08월_남_90~99세,385,32,20,30,37,20,25,17,16,37,40,34,35,42
2021년08월_남_100세 이상,15,3,0,2,2,1,0,0,1,0,1,0,2,3
2021년08월_여_총인구수,"154,511","11,994","11,230","15,481","13,400","16,309","9,151","8,235","9,042","10,487","11,155","11,622","10,600","15,805"
2021년08월_여_연령구간인구수,"154,511","11,994","11,230","15,481","13,400","16,309","9,151","8,235","9,042","10,487","11,155","11,622","10,600","15,805"
2021년08월_여_0~9세,"7,063",583,341,716,497,"1,366",302,291,441,462,484,374,504,702
2021년08월_여_10~19세,"10,326",896,614,"1,035",768,"1,940",500,480,625,654,644,494,646,"1,030"
2021년08월_여_20~29세,"21,156","1,487","2,100","2,142","1,702","1,668","1,588","1,046",904,"1,501","1,533","2,174","1,361","1,950"
2021년08월_여_30~39세,"17,884","1,366","1,346","1,995","1,481","1,958","1,219",769,799,"1,251","1,186","1,516","1,206","1,792"
2021년08월_여_40~49세,"21,761","1,695","1,395","2,177","1,737","3,254","1,300","1,124","1,244","1,350","1,498","1,502","1,398","2,087"
2021년08월_여_50~59세,"26,122","2,137","1,916","2,670","2,422","2,494","1,451","1,371","1,420","1,792","1,947","1,943","1,796","2,763"
2021년08월_여_60~69세,"25,112","2,011","1,758","2,522","2,402","1,876","1,421","1,471","1,509","1,793","1,900","1,882","1,823","2,744"
2021년08월_여_70~79세,"16,707","1,197","1,154","1,528","1,597","1,130",943,"1,170","1,522","1,093","1,239","1,171","1,200","1,763"
2021년08월_여_80~89세,"7,296",534,533,604,695,541,378,456,508,515,633,504,571,824
2021년08월_여_90~99세,"1,051",86,72,89,92,78,48,55,68,73,91,60,92,147
2021년08월_여_100세 이상,33,2,1,3,7,4,1,2,2,3,0,2,3,3
2021년09월_계_총인구수,"300,887","23,794","21,666","29,743","26,609","31,370","18,469","15,931","17,005","20,661","21,363","23,105","20,599","30,572"
2021년09월_계_연령구간인구수,"300,887","23,794","21,666","29,743","26,609","31,370","18,469","15,931","17,005","20,661","21,363","23,105","20,599","30,572"
2021년09월_계_0~9세,"14,469","1,202",714,"1,466",981,"2,788",626,620,884,934,"1,013",759,"1,035","1,447"
2021년09월_계_10~19세,"21,063","1,877","1,272","1,973","1,560","3,935","1,010","1,008","1,259","1,301","1,377","1,081","1,358","2,052"
2021년09월_계_20~29세,"41,570","3,085","3,735","4,225","3,466","3,309","3,187","2,162","1,852","2,992","2,923","4,146","2,577","3,911"
2021년09월_계_30~39세,"37,401","2,849","2,862","3,985","3,134","3,634","2,660","1,720","1,649","2,735","2,500","3,342","2,564","3,767"
2021년09월_계_40~49세,"44,474","3,453","2,924","4,400","3,711","6,260","2,751","2,260","2,483","2,884","2,987","3,202","2,904","4,255"
2021년09월_계_50~59세,"51,619","4,303","3,717","5,112","4,911","5,060","3,065","2,692","2,778","3,493","3,741","3,948","3,533","5,266"
2021년09월_계_60~69세,"47,153","3,816","3,433","4,688","4,703","3,446","2,712","2,714","2,716","3,385","3,490","3,513","3,374","5,163"
2021년09월_계_70~79세,"29,390","2,207","2,029","2,711","2,863","1,986","1,717","1,946","2,440","1,956","2,156","2,134","2,115","3,130"
2021년09월_계_80~89세,"12,257",878,884,"1,060","1,145",847,666,736,854,870,"1,041",885,"1,006","1,385"
2021년09월_계_90~99세,"1,439",119,95,118,125,100,73,71,87,107,134,93,127,190
2021년09월_계_100세 이상,52,5,1,5,10,5,2,2,3,4,1,2,6,6
2021년09월_남_총인구수,"146,613","11,857","10,449","14,279","13,230","15,059","9,345","7,714","7,978","10,201","10,205","11,510","9,994","14,792"
2021년09월_남_연령구간인구수,"146,613","11,857","10,449","14,279","13,230","15,059","9,345","7,714","7,978","10,201","10,205","11,510","9,994","14,792"
2021년09월_남_0~9세,"7,480",628,373,751,491,"1,447",323,328,447,478,530,389,539,756
2021년09월_남_10~19세,"10,802",990,667,950,797,"1,988",522,533,638,652,733,591,710,"1,031"
2021년09월_남_20~29세,"20,431","1,604","1,636","2,070","1,769","1,645","1,597","1,121",949,"1,493","1,396","1,981","1,217","1,953"
2021년09월_남_30~39세,"19,537","1,494","1,513","2,000","1,668","1,678","1,434",945,853,"1,474","1,319","1,836","1,356","1,967"
2021년09월_남_40~49세,"22,868","1,768","1,539","2,236","1,982","3,027","1,475","1,149","1,241","1,545","1,498","1,706","1,512","2,190"
2021년09월_남_50~59세,"25,475","2,174","1,806","2,428","2,483","2,538","1,614","1,333","1,361","1,709","1,785","2,007","1,731","2,506"
2021년09월_남_60~69세,"22,023","1,814","1,675","2,173","2,298","1,563","1,291","1,233","1,210","1,592","1,582","1,633","1,544","2,415"
2021년09월_남_70~79세,"12,686","1,009",874,"1,186","1,259",850,778,785,923,866,912,956,919,"1,369"
2021년09월_남_80~89세,"4,916",341,345,454,448,302,286,271,338,356,408,377,429,561
2021년09월_남_90~99세,380,32,21,29,33,20,25,16,17,36,41,34,35,41
2021년09월_남_100세 이상,15,3,0,2,2,1,0,0,1,0,1,0,2,3
2021년09월_여_총인구수,"154,274","11,937","11,217","15,464","13,379","16,311","9,124","8,217","9,027","10,460","11,158","11,595","10,605","15,780"
2021년09월_여_연령구간인구수,"154,274","11,937","11,217","15,464","13,379","16,311","9,124","8,217","9,027","10,460","11,158","11,595","10,605","15,780"
2021년09월_여_0~9세,"6,989",574,341,715,490,"1,341",303,292,437,456,483,370,496,691
2021년09월_여_10~19세,"10,261",887,605,"1,023",763,"1,947",488,475,621,649,644,490,648,"1,021"
2021년09월_여_20~29세,"21,139","1,481","2,099","2,155","1,697","1,664","1,590","1,041",903,"1,499","1,527","2,165","1,360","1,958"
2021년09월_여_30~39세,"17,864","1,355","1,349","1,985","1,466","1,956","1,226",775,796,"1,261","1,181","1,506","1,208","1,800"
2021년09월_여_40~49세,"21,606","1,685","1,385","2,164","1,729","3,233","1,276","1,111","1,242","1,339","1,489","1,496","1,392","2,065"
2021년09월_여_50~59세,"26,144","2,129","1,911","2,684","2,428","2,522","1,451","1,359","1,417","1,784","1,956","1,941","1,802","2,760"
2021년09월_여_60~69세,"25,130","2,002","1,758","2,515","2,405","1,883","1,421","1,481","1,506","1,793","1,908","1,880","1,830","2,748"
2021년09월_여_70~79세,"16,704","1,198","1,155","1,525","1,604","1,136",939,"1,161","1,517","1,090","1,244","1,178","1,196","1,761"
2021년09월_여_80~89세,"7,341",537,539,606,697,545,380,465,516,514,633,508,577,824
2021년09월_여_90~99세,"1,059",87,74,89,92,80,48,55,70,71,93,59,92,149
2021년09월_여_100세 이상,37,2,1,3,8,4,2,2,2,4,0,2,4,3
2021년10월_계_총인구수,"300,278","23,756","21,617","29,629","26,522","31,376","18,432","15,897","16,945","20,625","21,329","23,089","20,610","30,451"
2021년10월_계_연령구간인구수,"300,278","23,756","21,617","29,629","26,522","31,376","18,432","15,897","16,945","20,625","21,329","23,089","20,610","30,451"
2021년10월_계_0~9세,"14,359","1,195",700,"1,447",975,"2,778",621,611,882,921,"1,011",753,"1,031","1,434"
2021년10월_계_10~19세,"20,960","1,870","1,270","1,959","1,552","3,914","1,010","1,005","1,250","1,293","1,363","1,081","1,358","2,035"
2021년10월_계_20~29세,"41,376","3,068","3,710","4,186","3,447","3,325","3,148","2,159","1,832","2,978","2,898","4,156","2,565","3,904"
2021년10월_계_30~39세,"37,326","2,858","2,858","3,951","3,123","3,611","2,667","1,711","1,650","2,730","2,511","3,328","2,574","3,754"
2021년10월_계_40~49세,"44,259","3,444","2,912","4,378","3,685","6,245","2,729","2,248","2,461","2,862","2,978","3,191","2,895","4,231"
2021년10월_계_50~59세,"51,586","4,287","3,711","5,094","4,871","5,091","3,073","2,698","2,787","3,499","3,736","3,942","3,539","5,258"
2021년10월_계_60~69세,"47,218","3,820","3,434","4,718","4,724","3,458","2,723","2,697","2,698","3,397","3,501","3,515","3,393","5,140"
2021년10월_계_70~79세,"29,381","2,210","2,034","2,705","2,848","1,998","1,722","1,946","2,441","1,969","2,148","2,137","2,108","3,115"
2021년10월_계_80~89세,"12,323",879,889,"1,072","1,161",852,664,747,857,867,"1,047",891,"1,012","1,385"
2021년10월_계_90~99세,"1,439",119,98,116,125,98,73,73,85,105,135,93,130,189
2021년10월_계_100세 이상,51,6,1,3,11,6,2,2,2,4,1,2,5,6
2021년10월_남_총인구수,"146,240","11,845","10,404","14,216","13,185","15,062","9,316","7,697","7,936","10,192","10,185","11,499","9,974","14,729"
2021년10월_남_연령구간인구수,"146,240","11,845","10,404","14,216","13,185","15,062","9,316","7,697","7,936","10,192","10,185","11,499","9,974","14,729"
2021년10월_남_0~9세,"7,408",625,363,735,490,"1,436",324,325,440,469,525,388,536,752
2021년10월_남_10~19세,"10,743",986,668,944,794,"1,979",521,530,633,649,720,587,709,"1,023"
2021년10월_남_20~29세,"20,318","1,591","1,620","2,058","1,756","1,660","1,564","1,122",942,"1,483","1,383","1,988","1,201","1,950"
2021년10월_남_30~39세,"19,495","1,507","1,511","1,977","1,652","1,672","1,437",933,852,"1,479","1,327","1,827","1,359","1,962"
2021년10월_남_40~49세,"22,756","1,758","1,527","2,223","1,979","3,019","1,471","1,148","1,221","1,542","1,503","1,699","1,498","2,168"
2021년10월_남_50~59세,"25,436","2,176","1,797","2,424","2,459","2,544","1,610","1,340","1,367","1,701","1,782","1,997","1,732","2,507"
2021년10월_남_60~69세,"22,083","1,814","1,672","2,187","2,314","1,570","1,305","1,231","1,207","1,607","1,580","1,634","1,562","2,400"
2021년10월_남_70~79세,"12,670","1,008",875,"1,185","1,251",860,776,779,915,872,912,963,907,"1,367"
2021년10월_남_80~89세,"4,935",344,349,455,454,301,284,273,341,355,410,381,432,556
2021년10월_남_90~99세,382,33,22,27,34,19,24,16,17,35,42,35,37,41
2021년10월_남_100세 이상,14,3,0,1,2,2,0,0,1,0,1,0,1,3
2021년10월_여_총인구수,"154,038","11,911","11,213","15,413","13,337","16,314","9,116","8,200","9,009","10,433","11,144","11,590","10,636","15,722"
2021년10월_여_연령구간인구수,"154,038","11,911","11,213","15,413","13,337","16,314","9,116","8,200","9,009","10,433","11,144","11,590","10,636","15,722"
2021년10월_여_0~9세,"6,951",570,337,712,485,"1,342",297,286,442,452,486,365,495,682
2021년10월_여_10~19세,"10,217",884,602,"1,015",758,"1,935",489,475,617,644,643,494,649,"1,012"
2021년10월_여_20~29세,"21,058","1,477","2,090","2,128","1,691","1,665","1,584","1,037",890,"1,495","1,515","2,168","1,364","1,954"
2021년10월_여_30~39세,"17,831","1,351","1,347","1,974","1,471","1,939","1,230",778,798,"1,251","1,184","1,501","1,215","1,792"
2021년10월_여_40~49세,"21,503","1,686","1,385","2,155","1,706","3,226","1,258","1,100","1,240","1,320","1,475","1,492","1,397","2,063"
2021년10월_여_50~59세,"26,150","2,111","1,914","2,670","2,412","2,547","1,463","1,358","1,420","1,798","1,954","1,945","1,807","2,751"
2021년10월_여_60~69세,"25,135","2,006","1,762","2,531","2,410","1,888","1,418","1,466","1,491","1,790","1,921","1,881","1,831","2,740"
2021년10월_여_70~79세,"16,711","1,202","1,159","1,520","1,597","1,138",946,"1,167","1,526","1,097","1,236","1,174","1,201","1,748"
2021년10월_여_80~89세,"7,388",535,540,617,707,551,380,474,516,512,637,510,580,829
2021년10월_여_90~99세,"1,057",86,76,89,91,79,49,57,68,70,93,58,93,148
2021년10월_여_100세 이상,37,3,1,2,9,4,2,2,1,4,0,2,4,3
2021년11월_계_총인구수,"299,792","23,688","21,597","29,563","26,448","31,395","18,383","15,856","16,898","20,603","21,292","23,042","20,581","30,446"
2021년11월_계_연령구간인구수,"299,792","23,688","21,597","29,563","26,448","31,395","18,383","15,856","16,898","20,603","21,292","23,042","20,581","30,446"
2021년11월_계_0~9세,"14,241","1,176",694,"1,431",965,"2,776",610,609,865,923,"1,003",741,"1,012","1,436"
2021년11월_계_10~19세,"20,886","1,853","1,260","1,952","1,533","3,904","1,014","1,001","1,245","1,285","1,351","1,083","1,364","2,041"
2021년11월_계_20~29세,"41,222","3,059","3,699","4,170","3,441","3,318","3,142","2,144","1,827","2,982","2,891","4,120","2,539","3,890"
2021년11월_계_30~39세,"37,237","2,858","2,856","3,932","3,115","3,612","2,642","1,700","1,639","2,727","2,502","3,336","2,586","3,732"
2021년11월_계_40~49세,"44,083","3,429","2,909","4,370","3,671","6,232","2,740","2,224","2,448","2,841","2,961","3,170","2,872","4,216"
2021년11월_계_50~59세,"51,687","4,287","3,699","5,110","4,864","5,131","3,071","2,708","2,788","3,503","3,744","3,963","3,539","5,280"
2021년11월_계_60~69세,"47,182","3,820","3,443","4,693","4,714","3,456","2,714","2,695","2,695","3,400","3,503","3,511","3,396","5,142"
2021년11월_계_70~79세,"29,342","2,199","2,037","2,707","2,836","2,006","1,705","1,936","2,431","1,969","2,147","2,130","2,119","3,120"
2021년11월_계_80~89세,"12,412",884,903,"1,075","1,176",857,670,760,871,866,"1,055",889,"1,015","1,391"
2021년11월_계_90~99세,"1,452",117,96,120,124,99,73,77,87,103,134,95,134,193
2021년11월_계_100세 이상,48,6,1,3,9,4,2,2,2,4,1,4,5,5
2021년11월_남_총인구수,"146,000","11,814","10,393","14,201","13,133","15,069","9,292","7,678","7,910","10,181","10,167","11,490","9,954","14,718"
2021년11월_남_연령구간인구수,"146,000","11,814","10,393","14,201","13,133","15,069","9,292","7,678","7,910","10,181","10,167","11,490","9,954","14,718"
2021년11월_남_0~9세,"7,359",624,361,729,487,"1,442",322,326,434,468,516,380,522,748
2021년11월_남_10~19세,"10,709",975,664,938,783,"1,970",522,527,630,651,716,590,715,"1,028"
2021년11월_남_20~29세,"20,248","1,587","1,611","2,048","1,740","1,658","1,565","1,121",943,"1,482","1,381","1,985","1,193","1,934"
2021년11월_남_30~39세,"19,437","1,510","1,506","1,972","1,650","1,676","1,423",917,844,"1,472","1,316","1,824","1,371","1,956"
2021년11월_남_40~49세,"22,677","1,752","1,526","2,224","1,976","2,999","1,478","1,134","1,217","1,532","1,504","1,701","1,481","2,153"
2021년11월_남_50~59세,"25,478","2,171","1,792","2,441","2,451","2,568","1,607","1,345","1,358","1,704","1,782","2,006","1,727","2,526"
2021년11월_남_60~69세,"22,061","1,812","1,672","2,182","2,303","1,568","1,295","1,235","1,209","1,611","1,584","1,629","1,566","2,395"
2021년11월_남_70~79세,"12,654",999,882,"1,182","1,242",867,772,774,908,874,911,959,906,"1,378"
2021년11월_남_80~89세,"4,974",348,358,455,464,301,284,283,348,352,413,378,435,555
