카테고리,경기도 양주시,경기도 양주시 백석읍,경기도 양주시 은현면,경기도 양주시 남면,경기도 양주시 광적면,경기도 양주시 장흥면,경기도 양주시 양주1동,경기도 양주시 양주2동,경기도 양주시 회천1동,경기도 양주시 회천2동,경기도 양주시 회천3동,경기도 양주시 회천4동
2021년04월_남_0~9세,"10,335",642,74,174,313,263,104,"2,383",313,998,"1,147","3,924"
2021년04월_남_10~19세,"12,407","1,296",167,188,457,289,146,"3,493",390,"1,366","1,756","2,859"
2021년04월_남_20~29세,"14,910","1,767",389,522,743,664,324,"2,771",873,"1,829","2,031","2,997"
2021년04월_남_30~39세,"14,766","1,237",292,464,632,600,252,"2,576",652,"1,531","1,477","5,053"
2021년04월_남_40~49세,"20,684","1,973",417,478,946,614,357,"4,989",729,"2,221","2,454","5,506"
2021년04월_남_50~59세,"20,341","2,698",763,719,"1,380",891,551,"3,914",963,"2,777","2,384","3,301"
2021년04월_남_60~69세,"15,081","2,201",774,808,"1,214","1,109",622,"2,313",714,"1,908","1,253","2,165"
2021년04월_남_70~79세,"7,640","1,045",337,341,519,652,312,"1,520",337,821,665,"1,091"
2021년04월_남_80~89세,"2,801",403,115,139,204,257,137,509,133,286,357,261
2021년04월_남_90~99세,231,26,12,14,19,31,8,44,11,18,29,19
2021년04월_남_100세 이상,11,0,0,0,0,3,0,0,3,0,5,0
2021년04월_여_총인구수,"115,783","12,989","2,529","3,021","5,464","5,102","2,511","25,625","4,605","13,321","13,805","26,811"
2021년04월_여_연령구간인구수,"115,783","12,989","2,529","3,021","5,464","5,102","2,511","25,625","4,605","13,321","13,805","26,811"
2021년04월_여_0~9세,"9,929",673,71,195,306,235,97,"2,325",321,921,"1,077","3,708"
2021년04월_여_10~19세,"12,001","1,227",138,181,387,231,119,"3,479",353,"1,280","1,680","2,926"
2021년04월_여_20~29세,"12,896","1,478",260,293,524,437,256,"2,672",654,"1,618","1,833","2,871"
2021년04월_여_30~39세,"13,863","1,034",167,300,496,479,193,"2,736",546,"1,347","1,501","5,064"
2021년04월_여_40~49세,"19,431","1,907",245,307,718,518,259,"5,152",619,"2,068","2,516","5,122"
2021년04월_여_50~59세,"18,423","2,466",481,489,"1,088",895,495,"3,590",812,"2,640","2,256","3,211"
2021년04월_여_60~69세,"14,977","2,126",599,616,"1,012","1,141",486,"2,903",659,"1,845","1,324","2,266"
2021년04월_여_70~79세,"8,775","1,216",317,351,546,654,361,"1,836",390,"1,037",990,"1,077"
2021년04월_여_80~89세,"4,605",728,207,229,328,391,205,793,206,494,553,471
2021년04월_여_90~99세,843,127,44,58,58,119,39,133,34,69,74,88
2021년04월_여_100세 이상,40,7,0,2,1,2,1,6,11,2,1,7
2021년05월_계_총인구수,"235,276","26,312","5,854","6,852","11,879","10,518","5,286","50,157","9,719","27,139","27,370","54,190"
2021년05월_계_연령구간인구수,"235,276","26,312","5,854","6,852","11,879","10,518","5,286","50,157","9,719","27,139","27,370","54,190"
2021년05월_계_0~9세,"20,211","1,309",143,373,604,496,201,"4,681",635,"1,916","2,223","7,630"
2021년05월_계_10~19세,"24,399","2,505",305,360,841,520,266,"6,966",745,"2,633","3,419","5,839"
2021년05월_계_20~29세,"27,791","3,242",646,813,"1,268","1,095",565,"5,455","1,510","3,448","3,858","5,891"
2021년05월_계_30~39세,"28,624","2,292",456,762,"1,130","1,083",443,"5,257","1,198","2,897","3,012","10,094"
2021년05월_계_40~49세,"40,059","3,868",654,780,"1,639","1,143",609,"10,123","1,353","4,278","4,933","10,679"
2021년05월_계_50~59세,"38,860","5,149","1,245","1,210","2,473","1,788","1,045","7,537","1,771","5,424","4,662","6,556"
2021년05월_계_60~69세,"30,320","4,380","1,368","1,426","2,247","2,274","1,101","5,290","1,382","3,804","2,577","4,471"
2021년05월_계_70~79세,"16,440","2,268",656,688,"1,066","1,310",671,"3,342",727,"1,872","1,648","2,192"
2021년05월_계_80~89세,"7,450","1,138",325,365,532,657,339,"1,320",339,782,928,725
2021년05월_계_90~99세,"1,075",155,56,73,78,147,45,179,46,85,104,107
2021년05월_계_100세 이상,47,6,0,2,1,5,1,7,13,0,6,6
2021년05월_남_총인구수,"119,349","13,313","3,334","3,841","6,423","5,393","2,792","24,511","5,118","13,777","13,554","27,293"
2021년05월_남_연령구간인구수,"119,349","13,313","3,334","3,841","6,423","5,393","2,792","24,511","5,118","13,777","13,554","27,293"
2021년05월_남_0~9세,"10,301",634,76,177,305,263,101,"2,366",314,997,"1,143","3,925"
2021년05월_남_10~19세,"12,426","1,292",167,181,459,289,148,"3,502",394,"1,364","1,748","2,882"
2021년05월_남_20~29세,"14,899","1,766",387,528,743,661,320,"2,769",867,"1,822","2,022","3,014"
2021년05월_남_30~39세,"14,769","1,253",291,463,636,599,251,"2,544",656,"1,541","1,499","5,036"
2021년05월_남_40~49세,"20,645","1,971",410,477,932,619,351,"4,972",728,"2,217","2,433","5,535"
2021년05월_남_50~59세,"20,374","2,689",765,717,"1,378",895,544,"3,930",955,"2,770","2,396","3,335"
2021년05월_남_60~69세,"15,219","2,223",767,808,"1,227","1,124",624,"2,353",718,"1,935","1,251","2,189"
2021년05월_남_70~79세,"7,664","1,056",341,340,518,652,311,"1,517",338,828,661,"1,102"
2021년05월_남_80~89세,"2,811",403,118,135,206,260,134,512,134,285,367,257
2021년05월_남_90~99세,231,26,12,15,19,29,8,46,11,18,29,18
2021년05월_남_100세 이상,10,0,0,0,0,2,0,0,3,0,5,0
2021년05월_여_총인구수,"115,927","12,999","2,520","3,011","5,456","5,125","2,494","25,646","4,601","13,362","13,816","26,897"
2021년05월_여_연령구간인구수,"115,927","12,999","2,520","3,011","5,456","5,125","2,494","25,646","4,601","13,362","13,816","26,897"
2021년05월_여_0~9세,"9,910",675,67,196,299,233,100,"2,315",321,919,"1,080","3,705"
2021년05월_여_10~19세,"11,973","1,213",138,179,382,231,118,"3,464",351,"1,269","1,671","2,957"
2021년05월_여_20~29세,"12,892","1,476",259,285,525,434,245,"2,686",643,"1,626","1,836","2,877"
2021년05월_여_30~39세,"13,855","1,039",165,299,494,484,192,"2,713",542,"1,356","1,513","5,058"
2021년05월_여_40~49세,"19,414","1,897",244,303,707,524,258,"5,151",625,"2,061","2,500","5,144"
2021년05월_여_50~59세,"18,486","2,460",480,493,"1,095",893,501,"3,607",816,"2,654","2,266","3,221"
2021년05월_여_60~69세,"15,101","2,157",601,618,"1,020","1,150",477,"2,937",664,"1,869","1,326","2,282"
2021년05월_여_70~79세,"8,776","1,212",315,348,548,658,360,"1,825",389,"1,044",987,"1,090"
2021년05월_여_80~89세,"4,639",735,207,230,326,397,205,808,205,497,561,468
2021년05월_여_90~99세,844,129,44,58,59,118,37,133,35,67,75,89
2021년05월_여_100세 이상,37,6,0,2,1,3,1,7,10,0,1,6
2021년06월_계_총인구수,"235,394","26,324","5,863","6,844","11,899","10,542","5,280","50,148","9,704","27,174","27,364","54,252"
2021년06월_계_연령구간인구수,"235,394","26,324","5,863","6,844","11,899","10,542","5,280","50,148","9,704","27,174","27,364","54,252"
2021년06월_계_0~9세,"20,157","1,289",148,379,614,492,204,"4,641",635,"1,917","2,213","7,625"
2021년06월_계_10~19세,"24,361","2,495",307,359,836,512,265,"6,962",737,"2,627","3,402","5,859"
2021년06월_계_20~29세,"27,764","3,254",648,802,"1,262","1,094",560,"5,441","1,515","3,448","3,875","5,865"
2021년06월_계_30~39세,"28,500","2,288",456,764,"1,134","1,075",448,"5,240","1,197","2,880","2,987","10,031"
2021년06월_계_40~49세,"40,060","3,867",650,774,"1,628","1,141",605,"10,097","1,347","4,289","4,922","10,740"
2021년06월_계_50~59세,"38,901","5,133","1,241","1,197","2,470","1,797","1,033","7,590","1,754","5,407","4,681","6,598"
2021년06월_계_60~69세,"30,541","4,404","1,375","1,442","2,279","2,294","1,109","5,312","1,392","3,847","2,597","4,490"
2021년06월_계_70~79세,"16,446","2,285",656,682,"1,058","1,312",666,"3,343",728,"1,881","1,641","2,194"
2021년06월_계_80~89세,"7,529","1,147",327,369,538,666,344,"1,336",338,793,933,738
2021년06월_계_90~99세,"1,088",156,55,74,79,154,45,179,48,85,107,106
2021년06월_계_100세 이상,47,6,0,2,1,5,1,7,13,0,6,6
2021년06월_남_총인구수,"119,411","13,332","3,345","3,833","6,433","5,413","2,787","24,499","5,115","13,788","13,562","27,304"
2021년06월_남_연령구간인구수,"119,411","13,332","3,345","3,833","6,433","5,413","2,787","24,499","5,115","13,788","13,562","27,304"
2021년06월_남_0~9세,"10,292",626,79,180,311,262,103,"2,339",317,999,"1,142","3,934"
2021년06월_남_10~19세,"12,405","1,292",168,178,454,283,147,"3,517",388,"1,357","1,745","2,876"
2021년06월_남_20~29세,"14,886","1,781",390,518,739,667,317,"2,751",875,"1,824","2,024","3,000"
2021년06월_남_30~39세,"14,692","1,241",295,464,639,588,253,"2,538",658,"1,528","1,490","4,998"
2021년06월_남_40~49세,"20,669","1,970",407,480,927,621,349,"4,960",723,"2,227","2,434","5,571"
2021년06월_남_50~59세,"20,381","2,686",763,705,"1,379",902,540,"3,952",944,"2,753","2,403","3,354"
2021년06월_남_60~69세,"15,329","2,237",772,820,"1,246","1,137",625,"2,361",723,"1,962","1,261","2,185"
2021년06월_남_70~79세,"7,671","1,065",341,335,513,654,310,"1,519",338,832,661,"1,103"
2021년06월_남_80~89세,"2,839",406,118,137,206,264,135,517,135,288,368,265
2021년06월_남_90~99세,237,28,12,16,19,33,8,45,11,18,29,18
2021년06월_남_100세 이상,10,0,0,0,0,2,0,0,3,0,5,0
2021년06월_여_총인구수,"115,983","12,992","2,518","3,011","5,466","5,129","2,493","25,649","4,589","13,386","13,802","26,948"
2021년06월_여_연령구간인구수,"115,983","12,992","2,518","3,011","5,466","5,129","2,493","25,649","4,589","13,386","13,802","26,948"
2021년06월_여_0~9세,"9,865",663,69,199,303,230,101,"2,302",318,918,"1,071","3,691"
2021년06월_여_10~19세,"11,956","1,203",139,181,382,229,118,"3,445",349,"1,270","1,657","2,983"
2021년06월_여_20~29세,"12,878","1,473",258,284,523,427,243,"2,690",640,"1,624","1,851","2,865"
2021년06월_여_30~39세,"13,808","1,047",161,300,495,487,195,"2,702",539,"1,352","1,497","5,033"
2021년06월_여_40~49세,"19,391","1,897",243,294,701,520,256,"5,137",624,"2,062","2,488","5,169"
2021년06월_여_50~59세,"18,520","2,447",478,492,"1,091",895,493,"3,638",810,"2,654","2,278","3,244"
2021년06월_여_60~69세,"15,212","2,167",603,622,"1,033","1,157",484,"2,951",669,"1,885","1,336","2,305"
2021년06월_여_70~79세,"8,775","1,220",315,347,545,658,356,"1,824",390,"1,049",980,"1,091"
2021년06월_여_80~89세,"4,690",741,209,232,332,402,209,819,203,505,565,473
2021년06월_여_90~99세,851,128,43,58,60,121,37,134,37,67,78,88
2021년06월_여_100세 이상,37,6,0,2,1,3,1,7,10,0,1,6
2021년07월_계_총인구수,"235,495","26,362","5,850","6,870","11,885","10,608","5,272","50,097","9,692","27,197","27,327","54,335"
2021년07월_계_연령구간인구수,"235,495","26,362","5,850","6,870","11,885","10,608","5,272","50,097","9,692","27,197","27,327","54,335"
2021년07월_계_0~9세,"20,081","1,287",145,379,612,496,205,"4,607",633,"1,905","2,205","7,607"
2021년07월_계_10~19세,"24,334","2,489",302,366,825,515,265,"6,942",734,"2,623","3,389","5,884"
2021년07월_계_20~29세,"27,737","3,250",652,802,"1,271","1,111",549,"5,445","1,504","3,452","3,863","5,838"
2021년07월_계_30~39세,"28,417","2,301",448,759,"1,129","1,078",440,"5,205","1,198","2,872","2,971","10,016"
2021년07월_계_40~49세,"40,018","3,856",644,782,"1,629","1,150",600,"10,067","1,339","4,284","4,890","10,777"
2021년07월_계_50~59세,"38,981","5,122","1,229","1,191","2,469","1,810","1,030","7,630","1,750","5,411","4,715","6,624"
2021년07월_계_60~69세,"30,723","4,450","1,387","1,454","2,275","2,294","1,115","5,324","1,406","3,872","2,619","4,527"
2021년07월_계_70~79세,"16,467","2,288",658,687,"1,055","1,314",673,"3,351",731,"1,890","1,620","2,200"
2021년07월_계_80~89세,"7,610","1,153",333,374,542,682,349,"1,345",337,802,942,751
2021년07월_계_90~99세,"1,081",161,52,74,77,152,45,175,47,86,107,105
2021년07월_계_100세 이상,46,5,0,2,1,6,1,6,13,0,6,6
2021년07월_남_총인구수,"119,411","13,347","3,338","3,848","6,435","5,446","2,776","24,476","5,117","13,787","13,531","27,310"
2021년07월_남_연령구간인구수,"119,411","13,347","3,338","3,848","6,435","5,446","2,776","24,476","5,117","13,787","13,531","27,310"
2021년07월_남_0~9세,"10,243",619,77,181,315,264,103,"2,321",317,988,"1,141","3,917"
2021년07월_남_10~19세,"12,395","1,293",167,182,448,285,147,"3,519",391,"1,353","1,728","2,882"
2021년07월_남_20~29세,"14,830","1,771",390,519,745,679,311,"2,738",867,"1,825","2,017","2,968"
2021년07월_남_30~39세,"14,637","1,244",291,457,635,585,250,"2,525",662,"1,524","1,479","4,985"
2021년07월_남_40~49세,"20,668","1,972",403,487,931,632,343,"4,949",719,"2,220","2,409","5,603"
2021년07월_남_50~59세,"20,395","2,676",756,698,"1,378",909,540,"3,958",941,"2,752","2,429","3,358"
2021년07월_남_60~69세,"15,450","2,266",780,828,"1,243","1,137",630,"2,379",732,"1,977","1,277","2,201"
2021년07월_남_70~79세,"7,673","1,068",343,340,514,655,308,"1,520",339,833,647,"1,106"
2021년07월_남_80~89세,"2,875",410,120,140,207,267,135,523,135,297,370,271
2021년07월_남_90~99세,235,28,11,16,19,31,9,44,11,18,29,19
2021년07월_남_100세 이상,10,0,0,0,0,2,0,0,3,0,5,0
2021년07월_여_총인구수,"116,084","13,015","2,512","3,022","5,450","5,162","2,496","25,621","4,575","13,410","13,796","27,025"
2021년07월_여_연령구간인구수,"116,084","13,015","2,512","3,022","5,450","5,162","2,496","25,621","4,575","13,410","13,796","27,025"
2021년07월_여_0~9세,"9,838",668,68,198,297,232,102,"2,286",316,917,"1,064","3,690"
2021년07월_여_10~19세,"11,939","1,196",135,184,377,230,118,"3,423",343,"1,270","1,661","3,002"
2021년07월_여_20~29세,"12,907","1,479",262,283,526,432,238,"2,707",637,"1,627","1,846","2,870"
2021년07월_여_30~39세,"13,780","1,057",157,302,494,493,190,"2,680",536,"1,348","1,492","5,031"
2021년07월_여_40~49세,"19,350","1,884",241,295,698,518,257,"5,118",620,"2,064","2,481","5,174"
2021년07월_여_50~59세,"18,586","2,446",473,493,"1,091",901,490,"3,672",809,"2,659","2,286","3,266"
2021년07월_여_60~69세,"15,273","2,184",607,626,"1,032","1,157",485,"2,945",674,"1,895","1,342","2,326"
2021년07월_여_70~79세,"8,794","1,220",315,347,541,659,365,"1,831",392,"1,057",973,"1,094"
2021년07월_여_80~89세,"4,735",743,213,234,335,415,214,822,202,505,572,480
2021년07월_여_90~99세,846,133,41,58,58,121,36,131,36,68,78,86
2021년07월_여_100세 이상,36,5,0,2,1,4,1,6,10,0,1,6
2021년08월_계_총인구수,"235,828","26,336","5,831","6,899","11,919","10,665","5,271","50,171","9,691","27,231","27,364","54,450"
2021년08월_계_연령구간인구수,"235,828","26,336","5,831","6,899","11,919","10,665","5,271","50,171","9,691","27,231","27,364","54,450"
2021년08월_계_0~9세,"20,029","1,277",141,383,608,502,201,"4,581",632,"1,901","2,194","7,609"
2021년08월_계_10~19세,"24,356","2,481",296,370,841,508,267,"6,949",720,"2,621","3,369","5,934"
2021년08월_계_20~29세,"27,748","3,238",655,801,"1,275","1,112",547,"5,464","1,502","3,440","3,907","5,807"
2021년08월_계_30~39세,"28,361","2,290",444,772,"1,130","1,088",438,"5,163","1,185","2,886","2,955","10,010"
2021년08월_계_40~49세,"40,021","3,850",639,788,"1,625","1,154",598,"10,057","1,336","4,294","4,873","10,807"
2021년08월_계_50~59세,"39,069","5,120","1,225","1,183","2,457","1,820","1,028","7,697","1,751","5,379","4,739","6,670"
2021년08월_계_60~69세,"30,947","4,477","1,395","1,454","2,297","2,303","1,122","5,357","1,428","3,923","2,645","4,546"
2021년08월_계_70~79세,"16,506","2,296",655,696,"1,062","1,317",672,"3,361",738,"1,881","1,622","2,206"
2021년08월_계_80~89세,"7,661","1,143",330,376,544,693,352,"1,361",338,821,946,757
2021년08월_계_90~99세,"1,085",159,51,74,79,162,45,175,48,85,108,99
2021년08월_계_100세 이상,45,5,0,2,1,6,1,6,13,0,6,5
2021년08월_남_총인구수,"119,603","13,335","3,328","3,861","6,451","5,482","2,772","24,537","5,111","13,806","13,549","27,371"
2021년08월_남_연령구간인구수,"119,603","13,335","3,328","3,861","6,451","5,482","2,772","24,537","5,111","13,806","13,549","27,371"
2021년08월_남_0~9세,"10,217",615,73,187,312,267,102,"2,308",320,985,"1,138","3,910"
2021년08월_남_10~19세,"12,393","1,292",160,182,464,283,148,"3,515",383,"1,350","1,713","2,903"
2021년08월_남_20~29세,"14,867","1,759",396,522,743,679,311,"2,764",861,"1,818","2,046","2,968"
2021년08월_남_30~39세,"14,605","1,239",287,460,637,594,249,"2,502",655,"1,530","1,469","4,983"
2021년08월_남_40~49세,"20,658","1,967",400,492,932,630,340,"4,952",717,"2,229","2,398","5,601"
2021년08월_남_50~59세,"20,475","2,672",754,693,"1,367",921,538,"4,007",940,"2,741","2,439","3,403"
2021년08월_남_60~69세,"15,559","2,284",788,826,"1,254","1,134",635,"2,391",744,"2,002","1,296","2,205"
2021년08월_남_70~79세,"7,691","1,070",338,345,516,660,305,"1,526",344,832,647,"1,108"
2021년08월_남_80~89세,"2,895",410,121,138,208,279,135,528,133,301,369,273
2021년08월_남_90~99세,233,27,11,16,18,33,9,44,11,18,29,17
2021년08월_남_100세 이상,10,0,0,0,0,2,0,0,3,0,5,0
2021년08월_여_총인구수,"116,225","13,001","2,503","3,038","5,468","5,183","2,499","25,634","4,580","13,425","13,815","27,079"
2021년08월_여_연령구간인구수,"116,225","13,001","2,503","3,038","5,468","5,183","2,499","25,634","4,580","13,425","13,815","27,079"
2021년08월_여_0~9세,"9,812",662,68,196,296,235,99,"2,273",312,916,"1,056","3,699"
2021년08월_여_10~19세,"11,963","1,189",136,188,377,225,119,"3,434",337,"1,271","1,656","3,031"
2021년08월_여_20~29세,"12,881","1,479",259,279,532,433,236,"2,700",641,"1,622","1,861","2,839"
2021년08월_여_30~39세,"13,756","1,051",157,312,493,494,189,"2,661",530,"1,356","1,486","5,027"
2021년08월_여_40~49세,"19,363","1,883",239,296,693,524,258,"5,105",619,"2,065","2,475","5,206"
2021년08월_여_50~59세,"18,594","2,448",471,490,"1,090",899,490,"3,690",811,"2,638","2,300","3,267"
2021년08월_여_60~69세,"15,388","2,193",607,628,"1,043","1,169",487,"2,966",684,"1,921","1,349","2,341"
2021년08월_여_70~79세,"8,815","1,226",317,351,546,657,367,"1,835",394,"1,049",975,"1,098"
2021년08월_여_80~89세,"4,766",733,209,238,336,414,217,833,205,520,577,484
2021년08월_여_90~99세,852,132,40,58,61,129,36,131,37,67,79,82
2021년08월_여_100세 이상,35,5,0,2,1,4,1,6,10,0,1,5
2021년09월_계_총인구수,"236,028","26,318","5,851","6,909","11,914","10,763","5,266","50,129","9,694","27,230","27,366","54,588"
2021년09월_계_연령구간인구수,"236,028","26,318","5,851","6,909","11,914","10,763","5,266","50,129","9,694","27,230","27,366","54,588"
2021년09월_계_0~9세,"19,921","1,264",146,385,604,506,206,"4,520",631,"1,879","2,182","7,598"
2021년09월_계_10~19세,"24,315","2,459",295,372,850,504,263,"6,940",710,"2,616","3,364","5,942"
2021년09월_계_20~29세,"27,783","3,226",660,798,"1,255","1,131",542,"5,503","1,507","3,410","3,906","5,845"
2021년09월_계_30~39세,"28,294","2,289",447,765,"1,120","1,096",428,"5,111","1,198","2,895","2,956","9,989"
2021년09월_계_40~49세,"39,986","3,844",640,798,"1,629","1,166",599,"10,021","1,318","4,273","4,848","10,850"
2021년09월_계_50~59세,"39,228","5,128","1,222","1,188","2,461","1,846","1,023","7,728","1,756","5,402","4,769","6,705"
2021년09월_계_60~69세,"31,089","4,498","1,397","1,456","2,305","2,323","1,123","5,366","1,433","3,955","2,655","4,578"
2021년09월_계_70~79세,"16,551","2,291",658,697,"1,054","1,330",680,"3,378",740,"1,883","1,624","2,216"
2021년09월_계_80~89세,"7,718","1,154",335,374,553,693,352,"1,382",341,827,945,762
2021년09월_계_90~99세,"1,099",160,51,74,82,164,49,174,46,90,111,98
2021년09월_계_100세 이상,44,5,0,2,1,4,1,6,14,0,6,5
2021년09월_남_총인구수,"119,717","13,326","3,339","3,863","6,455","5,535","2,771","24,514","5,111","13,793","13,559","27,451"
2021년09월_남_연령구간인구수,"119,717","13,326","3,339","3,863","6,455","5,535","2,771","24,514","5,111","13,793","13,559","27,451"
2021년09월_남_0~9세,"10,166",609,73,189,311,269,105,"2,269",323,976,"1,132","3,910"
2021년09월_남_10~19세,"12,396","1,282",162,183,468,275,147,"3,526",381,"1,345","1,712","2,915"
2021년09월_남_20~29세,"14,895","1,762",392,523,738,697,311,"2,778",859,"1,799","2,042","2,994"
2021년09월_남_30~39세,"14,575","1,234",290,453,635,602,242,"2,491",666,"1,529","1,482","4,951"
2021년09월_남_40~49세,"20,630","1,972",402,496,931,634,338,"4,930",700,"2,205","2,382","5,640"
2021년09월_남_50~59세,"20,550","2,672",750,696,"1,370",939,539,"4,009",944,"2,768","2,454","3,409"
2021년09월_남_60~69세,"15,635","2,287",793,822,"1,258","1,141",636,"2,403",747,"2,017","1,305","2,226"
2021년09월_남_70~79세,"7,701","1,064",342,347,514,665,309,"1,524",344,831,646,"1,115"
2021년09월_남_80~89세,"2,924",417,124,138,212,279,134,540,133,305,368,274
2021년09월_남_90~99세,234,27,11,16,18,32,10,44,10,18,31,17
2021년09월_남_100세 이상,11,0,0,0,0,2,0,0,4,0,5,0
2021년09월_여_총인구수,"116,311","12,992","2,512","3,046","5,459","5,228","2,495","25,615","4,583","13,437","13,807","27,137"
2021년09월_여_연령구간인구수,"116,311","12,992","2,512","3,046","5,459","5,228","2,495","25,615","4,583","13,437","13,807","27,137"
2021년09월_여_0~9세,"9,755",655,73,196,293,237,101,"2,251",308,903,"1,050","3,688"
2021년09월_여_10~19세,"11,919","1,177",133,189,382,229,116,"3,414",329,"1,271","1,652","3,027"
2021년09월_여_20~29세,"12,888","1,464",268,275,517,434,231,"2,725",648,"1,611","1,864","2,851"
2021년09월_여_30~39세,"13,719","1,055",157,312,485,494,186,"2,620",532,"1,366","1,474","5,038"
2021년09월_여_40~49세,"19,356","1,872",238,302,698,532,261,"5,091",618,"2,068","2,466","5,210"
2021년09월_여_50~59세,"18,678","2,456",472,492,"1,091",907,484,"3,719",812,"2,634","2,315","3,296"
2021년09월_여_60~69세,"15,454","2,211",604,634,"1,047","1,182",487,"2,963",686,"1,938","1,350","2,352"
2021년09월_여_70~79세,"8,850","1,227",316,350,540,665,371,"1,854",396,"1,052",978,"1,101"
2021년09월_여_80~89세,"4,794",737,211,236,341,414,218,842,208,522,577,488
2021년09월_여_90~99세,865,133,40,58,64,132,39,130,36,72,80,81
2021년09월_여_100세 이상,33,5,0,2,1,2,1,6,10,0,1,5
2021년10월_계_총인구수,"236,205","26,374","5,847","6,957","11,892","10,797","5,267","50,052","9,710","27,264","27,338","54,707"
2021년10월_계_연령구간인구수,"236,205","26,374","5,847","6,957","11,892","10,797","5,267","50,052","9,710","27,264","27,338","54,707"
2021년10월_계_0~9세,"19,840","1,265",147,390,600,505,205,"4,463",656,"1,876","2,159","7,574"
2021년10월_계_10~19세,"24,269","2,447",294,388,842,494,261,"6,925",697,"2,616","3,344","5,961"
2021년10월_계_20~29세,"27,747","3,235",652,791,"1,248","1,135",545,"5,510","1,494","3,395","3,892","5,850"
2021년10월_계_30~39세,"28,244","2,280",448,771,"1,121","1,104",428,"5,048","1,229","2,896","2,960","9,959"
2021년10월_계_40~49세,"39,925","3,815",640,807,"1,614","1,165",602,"10,001","1,306","4,245","4,841","10,889"
2021년10월_계_50~59세,"39,391","5,168","1,214","1,202","2,470","1,856","1,006","7,751","1,756","5,427","4,782","6,759"
2021년10월_계_60~69세,"31,292","4,536","1,404","1,461","2,306","2,330","1,138","5,420","1,438","3,990","2,676","4,593"
2021년10월_계_70~79세,"16,573","2,288",664,694,"1,049","1,330",676,"3,376",738,"1,899","1,619","2,240"
2021년10월_계_80~89세,"7,767","1,165",333,374,561,710,355,"1,379",342,828,947,773
2021년10월_계_90~99세,"1,117",170,51,77,80,164,50,172,47,92,111,103
2021년10월_계_100세 이상,40,5,0,2,1,4,1,7,7,0,7,6
2021년10월_남_총인구수,"119,761","13,336","3,335","3,883","6,439","5,540","2,767","24,485","5,124","13,798","13,554","27,500"
2021년10월_남_연령구간인구수,"119,761","13,336","3,335","3,883","6,439","5,540","2,767","24,485","5,124","13,798","13,554","27,500"
2021년10월_남_0~9세,"10,137",610,73,190,307,270,105,"2,247",337,974,"1,118","3,906"
2021년10월_남_10~19세,"12,358","1,274",164,188,460,273,146,"3,518",371,"1,340","1,706","2,918"
2021년10월_남_20~29세,"14,887","1,758",388,521,730,695,315,"2,786",850,"1,796","2,047","3,001"
2021년10월_남_30~39세,"14,571","1,236",294,458,635,601,240,"2,472",689,"1,522","1,492","4,932"
2021년10월_남_40~49세,"20,561","1,946",404,499,926,634,336,"4,901",694,"2,192","2,373","5,656"
2021년10월_남_50~59세,"20,647","2,698",743,702,"1,373",948,530,"4,032",945,"2,784","2,456","3,436"
2021년10월_남_60~69세,"15,691","2,300",791,822,"1,260","1,137",643,"2,423",747,"2,028","1,309","2,231"
2021년10월_남_70~79세,"7,716","1,070",345,347,515,664,303,"1,520",345,837,647,"1,123"
2021년10월_남_80~89세,"2,952",416,122,139,216,285,140,544,134,307,371,278
2021년10월_남_90~99세,232,28,11,17,17,31,9,42,10,18,30,19
2021년10월_남_100세 이상,9,0,0,0,0,2,0,0,2,0,5,0
2021년10월_여_총인구수,"116,444","13,038","2,512","3,074","5,453","5,257","2,500","25,567","4,586","13,466","13,784","27,207"
2021년10월_여_연령구간인구수,"116,444","13,038","2,512","3,074","5,453","5,257","2,500","25,567","4,586","13,466","13,784","27,207"
2021년10월_여_0~9세,"9,703",655,74,200,293,235,100,"2,216",319,902,"1,041","3,668"
2021년10월_여_10~19세,"11,911","1,173",130,200,382,221,115,"3,407",326,"1,276","1,638","3,043"
2021년10월_여_20~29세,"12,860","1,477",264,270,518,440,230,"2,724",644,"1,599","1,845","2,849"
2021년10월_여_30~39세,"13,673","1,044",154,313,486,503,188,"2,576",540,"1,374","1,468","5,027"
2021년10월_여_40~49세,"19,364","1,869",236,308,688,531,266,"5,100",612,"2,053","2,468","5,233"
2021년10월_여_50~59세,"18,744","2,470",471,500,"1,097",908,476,"3,719",811,"2,643","2,326","3,323"
2021년10월_여_60~69세,"15,601","2,236",613,639,"1,046","1,193",495,"2,997",691,"1,962","1,367","2,362"
2021년10월_여_70~79세,"8,857","1,218",319,347,534,666,373,"1,856",393,"1,062",972,"1,117"
2021년10월_여_80~89세,"4,815",749,211,235,345,425,215,835,208,521,576,495
2021년10월_여_90~99세,885,142,40,60,63,133,41,130,37,74,81,84
2021년10월_여_100세 이상,31,5,0,2,1,2,1,7,5,0,2,6
2021년11월_계_총인구수,"236,302","26,328","5,826","6,989","11,885","10,837","5,252","50,061","9,740","27,292","27,354","54,738"
2021년11월_계_연령구간인구수,"236,302","26,328","5,826","6,989","11,885","10,837","5,252","50,061","9,740","27,292","27,354","54,738"
2021년11월_계_0~9세,"19,736","1,256",143,388,599,498,206,"4,423",662,"1,862","2,160","7,539"
2021년11월_계_10~19세,"24,283","2,426",292,405,836,491,261,"6,939",703,"2,617","3,323","5,990"
