카테고리,전라남도 영광군,전라남도 영광군 영광읍,전라남도 영광군 백수읍,전라남도 영광군 홍농읍,전라남도 영광군 대마면,전라남도 영광군 묘량면,전라남도 영광군 불갑면,전라남도 영광군 군서면,전라남도 영광군 군남면,전라남도 영광군 염산면,전라남도 영광군 법성면,전라남도 영광군 낙월면,전라남도 영광군 낙월면안마출장소
2021년04월_남_0~9세,"1,873","1,029",90,338,39,46,28,38,44,71,137,6,7
2021년04월_남_10~19세,"2,169","1,242",131,258,78,36,25,93,49,76,173,5,3
2021년04월_남_20~29세,"2,766","1,280",206,491,86,61,51,100,66,139,263,18,5
2021년04월_남_30~39세,"2,478","1,109",160,500,84,51,59,71,65,139,224,12,4
2021년04월_남_40~49세,"3,590","1,664",279,479,95,96,69,149,112,248,331,45,23
2021년04월_남_50~59세,"4,702","1,759",477,641,176,157,130,246,206,360,470,60,20
2021년04월_남_60~69세,"4,316","1,396",431,467,187,187,159,206,238,459,499,58,29
2021년04월_남_70~79세,"3,040",879,356,305,127,135,114,164,208,366,342,24,20
2021년04월_남_80~89세,"1,255",316,175,110,56,79,47,88,137,100,139,5,3
2021년04월_남_90~99세,110,29,15,7,9,9,4,8,9,11,9,0,0
2021년04월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년04월_여_총인구수,"26,288","11,000","2,322","3,243",825,895,686,"1,152","1,247","2,047","2,649",147,75
2021년04월_여_연령구간인구수,"26,288","11,000","2,322","3,243",825,895,686,"1,152","1,247","2,047","2,649",147,75
2021년04월_여_0~9세,"1,816",998,88,296,43,41,36,50,36,81,135,8,4
2021년04월_여_10~19세,"1,966","1,130",107,273,32,39,33,76,35,77,158,4,2
2021년04월_여_20~29세,"2,128","1,106",131,332,63,60,36,68,51,88,182,9,2
2021년04월_여_30~39세,"2,304","1,158",111,403,62,62,55,55,62,112,213,6,5
2021년04월_여_40~49세,"2,807","1,650",152,371,51,45,36,82,71,116,211,14,8
2021년04월_여_50~59세,"3,763","1,644",314,481,114,129,94,135,133,286,399,25,9
2021년04월_여_60~69세,"4,201","1,511",428,407,136,150,145,208,226,467,458,42,23
2021년04월_여_70~79세,"4,021","1,048",535,408,160,171,133,251,316,470,494,21,14
2021년04월_여_80~89세,"2,820",642,393,236,137,174,101,194,275,303,343,15,7
2021년04월_여_90~99세,438,104,60,33,26,24,17,29,42,47,52,3,1
2021년04월_여_100세 이상,24,9,3,3,1,0,0,4,0,0,4,0,0
2021년05월_계_총인구수,"52,571","21,684","4,638","6,825","1,753","1,763","1,372","2,318","2,381","4,015","5,254",379,189
2021년05월_계_연령구간인구수,"52,571","21,684","4,638","6,825","1,753","1,763","1,372","2,318","2,381","4,015","5,254",379,189
2021년05월_계_0~9세,"3,703","2,032",182,632,82,90,64,88,80,155,273,14,11
2021년05월_계_10~19세,"4,121","2,366",236,534,101,77,60,165,84,155,329,9,5
2021년05월_계_20~29세,"4,867","2,373",328,811,152,122,84,173,120,221,449,27,7
2021년05월_계_30~39세,"4,750","2,251",271,889,147,114,113,122,125,252,439,18,9
2021년05월_계_40~49세,"6,365","3,291",428,859,144,146,109,231,183,351,537,56,30
2021년05월_계_50~59세,"8,487","3,426",795,"1,111",285,287,220,382,338,655,872,86,30
2021년05월_계_60~69세,"8,533","2,905",857,881,327,338,301,412,467,926,966,101,52
2021년05월_계_70~79세,"7,056","1,934",884,716,285,304,250,417,522,836,830,45,33
2021년05월_계_80~89세,"4,114",963,579,348,192,252,149,286,412,408,494,20,11
2021년05월_계_90~99세,551,134,75,42,36,33,22,38,50,56,61,3,1
2021년05월_계_100세 이상,24,9,3,2,2,0,0,4,0,0,4,0,0
2021년05월_남_총인구수,"26,288","10,693","2,315","3,593",931,865,683,"1,164","1,138","1,967","2,593",233,113
2021년05월_남_연령구간인구수,"26,288","10,693","2,315","3,593",931,865,683,"1,164","1,138","1,967","2,593",233,113
2021년05월_남_0~9세,"1,886","1,035",93,339,39,48,28,39,43,72,137,6,7
2021년05월_남_10~19세,"2,160","1,234",130,261,73,38,26,91,50,77,172,5,3
2021년05월_남_20~29세,"2,750","1,270",200,491,85,63,48,102,68,137,263,18,5
2021년05월_남_30~39세,"2,447","1,098",158,487,85,50,58,69,64,137,225,12,4
2021년05월_남_40~49세,"3,581","1,656",277,487,94,99,71,149,112,241,330,43,22
2021년05월_남_50~59세,"4,716","1,774",477,636,173,159,127,247,210,364,468,61,20
2021년05월_남_60~69세,"4,332","1,396",434,468,192,187,157,207,239,458,506,59,29
2021년05월_남_70~79세,"3,031",882,352,305,126,134,116,162,206,369,336,24,19
2021년05월_남_80~89세,"1,275",320,179,112,55,78,47,90,137,101,147,5,4
2021년05월_남_90~99세,110,28,15,7,9,9,5,8,9,11,9,0,0
2021년05월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년05월_여_총인구수,"26,283","10,991","2,323","3,232",822,898,689,"1,154","1,243","2,048","2,661",146,76
2021년05월_여_연령구간인구수,"26,283","10,991","2,323","3,232",822,898,689,"1,154","1,243","2,048","2,661",146,76
2021년05월_여_0~9세,"1,817",997,89,293,43,42,36,49,37,83,136,8,4
2021년05월_여_10~19세,"1,961","1,132",106,273,28,39,34,74,34,78,157,4,2
2021년05월_여_20~29세,"2,117","1,103",128,320,67,59,36,71,52,84,186,9,2
2021년05월_여_30~39세,"2,303","1,153",113,402,62,64,55,53,61,115,214,6,5
2021년05월_여_40~49세,"2,784","1,635",151,372,50,47,38,82,71,110,207,13,8
2021년05월_여_50~59세,"3,771","1,652",318,475,112,128,93,135,128,291,404,25,10
2021년05월_여_60~69세,"4,201","1,509",423,413,135,151,144,205,228,468,460,42,23
2021년05월_여_70~79세,"4,025","1,052",532,411,159,170,134,255,316,467,494,21,14
2021년05월_여_80~89세,"2,839",643,400,236,137,174,102,196,275,307,347,15,7
2021년05월_여_90~99세,441,106,60,35,27,24,17,30,41,45,52,3,1
2021년05월_여_100세 이상,24,9,3,2,2,0,0,4,0,0,4,0,0
2021년06월_계_총인구수,"52,487","21,620","4,629","6,823","1,753","1,761","1,373","2,316","2,393","4,001","5,249",378,191
2021년06월_계_연령구간인구수,"52,487","21,620","4,629","6,823","1,753","1,761","1,373","2,316","2,393","4,001","5,249",378,191
2021년06월_계_0~9세,"3,708","2,021",189,634,83,88,65,90,81,158,274,14,11
2021년06월_계_10~19세,"4,103","2,343",234,531,103,76,58,162,97,153,332,9,5
2021년06월_계_20~29세,"4,838","2,371",327,805,150,122,85,173,115,215,441,27,7
2021년06월_계_30~39세,"4,727","2,231",269,895,144,111,113,120,125,251,441,18,9
2021년06월_계_40~49세,"6,348","3,274",429,855,146,144,109,230,185,353,538,56,29
2021년06월_계_50~59세,"8,447","3,431",782,"1,111",282,284,219,380,336,648,861,82,31
2021년06월_계_60~69세,"8,547","2,906",858,886,326,342,301,412,468,924,967,104,53
2021년06월_계_70~79세,"7,039","1,933",876,707,288,304,253,416,520,834,828,46,34
2021년06월_계_80~89세,"4,156",970,586,356,193,256,148,291,414,411,500,20,11
2021년06월_계_90~99세,549,131,76,41,36,33,22,38,52,54,63,2,1
2021년06월_계_100세 이상,25,9,3,2,2,1,0,4,0,0,4,0,0
2021년06월_남_총인구수,"26,217","10,626","2,308","3,595",928,864,684,"1,162","1,148","1,957","2,598",233,114
2021년06월_남_연령구간인구수,"26,217","10,626","2,308","3,595",928,864,684,"1,162","1,148","1,957","2,598",233,114
2021년06월_남_0~9세,"1,887","1,029",97,337,39,48,29,40,43,73,139,6,7
2021년06월_남_10~19세,"2,150","1,214",129,258,74,38,24,90,62,77,176,5,3
2021년06월_남_20~29세,"2,725","1,259",198,488,83,64,50,103,65,132,260,18,5
2021년06월_남_30~39세,"2,441","1,089",159,493,83,49,58,69,64,135,226,12,4
2021년06월_남_40~49세,"3,572","1,644",277,489,98,97,71,146,112,243,331,43,21
2021년06월_남_50~59세,"4,679","1,773",465,635,169,156,126,246,209,361,460,58,21
2021년06월_남_60~69세,"4,334","1,387",437,471,192,189,155,207,240,455,510,61,30
2021년06월_남_70~79세,"3,033",884,348,303,127,135,119,163,206,367,337,25,19
2021년06월_남_80~89세,"1,287",321,182,115,54,79,47,90,137,103,150,5,4
2021년06월_남_90~99세,109,26,16,6,9,9,5,8,10,11,9,0,0
2021년06월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년06월_여_총인구수,"26,270","10,994","2,321","3,228",825,897,689,"1,154","1,245","2,044","2,651",145,77
2021년06월_여_연령구간인구수,"26,270","10,994","2,321","3,228",825,897,689,"1,154","1,245","2,044","2,651",145,77
2021년06월_여_0~9세,"1,821",992,92,297,44,40,36,50,38,85,135,8,4
2021년06월_여_10~19세,"1,953","1,129",105,273,29,38,34,72,35,76,156,4,2
2021년06월_여_20~29세,"2,113","1,112",129,317,67,58,35,70,50,83,181,9,2
2021년06월_여_30~39세,"2,286","1,142",110,402,61,62,55,51,61,116,215,6,5
2021년06월_여_40~49세,"2,776","1,630",152,366,48,47,38,84,73,110,207,13,8
2021년06월_여_50~59세,"3,768","1,658",317,476,113,128,93,134,127,287,401,24,10
2021년06월_여_60~69세,"4,213","1,519",421,415,134,153,146,205,228,469,457,43,23
2021년06월_여_70~79세,"4,006","1,049",528,404,161,169,134,253,314,467,491,21,15
2021년06월_여_80~89세,"2,869",649,404,241,139,177,101,201,277,308,350,15,7
2021년06월_여_90~99세,440,105,60,35,27,24,17,30,42,43,54,2,1
2021년06월_여_100세 이상,25,9,3,2,2,1,0,4,0,0,4,0,0
2021년07월_계_총인구수,"52,407","21,631","4,613","6,799","1,749","1,741","1,366","2,312","2,377","3,999","5,247",381,192
2021년07월_계_연령구간인구수,"52,407","21,631","4,613","6,799","1,749","1,741","1,366","2,312","2,377","3,999","5,247",381,192
2021년07월_계_0~9세,"3,690","2,014",188,635,82,85,66,82,80,155,278,14,11
2021년07월_계_10~19세,"4,100","2,358",230,523,100,74,57,161,95,157,332,9,4
2021년07월_계_20~29세,"4,819","2,350",327,814,146,119,85,176,115,217,436,26,8
2021년07월_계_30~39세,"4,699","2,237",268,879,146,106,114,117,123,248,434,18,9
2021년07월_계_40~49세,"6,327","3,271",424,847,148,141,106,232,184,349,539,57,29
2021년07월_계_50~59세,"8,415","3,439",782,"1,105",281,283,217,377,327,644,851,79,30
2021년07월_계_60~69세,"8,577","2,912",853,890,327,344,301,418,461,931,977,109,54
2021년07월_계_70~79세,"7,031","1,938",873,703,287,303,249,415,524,832,826,46,35
2021년07월_계_80~89세,"4,178",972,590,361,194,253,150,291,418,412,505,21,11
2021년07월_계_90~99세,547,132,75,40,36,32,21,39,50,54,65,2,1
2021년07월_계_100세 이상,24,8,3,2,2,1,0,4,0,0,4,0,0
2021년07월_남_총인구수,"26,195","10,642","2,301","3,589",924,858,680,"1,160","1,140","1,955","2,595",236,115
2021년07월_남_연령구간인구수,"26,195","10,642","2,301","3,589",924,858,680,"1,160","1,140","1,955","2,595",236,115
2021년07월_남_0~9세,"1,869","1,022",96,336,39,46,29,36,42,70,140,6,7
2021년07월_남_10~19세,"2,148","1,222",126,253,72,38,23,90,60,81,175,5,3
2021년07월_남_20~29세,"2,721","1,257",197,497,80,61,50,102,65,131,259,17,5
2021년07월_남_30~39세,"2,429","1,091",158,487,85,47,59,70,63,134,219,12,4
2021년07월_남_40~49세,"3,550","1,638",274,482,98,97,70,146,111,240,329,44,21
2021년07월_남_50~59세,"4,672","1,779",466,636,167,155,126,244,206,356,461,56,20
2021년07월_남_60~69세,"4,367","1,399",435,471,193,190,154,212,240,462,514,65,32
2021년07월_남_70~79세,"3,030",884,351,306,126,136,116,162,204,366,335,25,19
2021년07월_남_80~89세,"1,300",323,183,116,55,78,48,90,139,104,154,6,4
2021년07월_남_90~99세,109,27,15,5,9,10,5,8,10,11,9,0,0
2021년07월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년07월_여_총인구수,"26,212","10,989","2,312","3,210",825,883,686,"1,152","1,237","2,044","2,652",145,77
2021년07월_여_연령구간인구수,"26,212","10,989","2,312","3,210",825,883,686,"1,152","1,237","2,044","2,652",145,77
2021년07월_여_0~9세,"1,821",992,92,299,43,39,37,46,38,85,138,8,4
2021년07월_여_10~19세,"1,952","1,136",104,270,28,36,34,71,35,76,157,4,1
2021년07월_여_20~29세,"2,098","1,093",130,317,66,58,35,74,50,86,177,9,3
2021년07월_여_30~39세,"2,270","1,146",110,392,61,59,55,47,60,114,215,6,5
2021년07월_여_40~49세,"2,777","1,633",150,365,50,44,36,86,73,109,210,13,8
2021년07월_여_50~59세,"3,743","1,660",316,469,114,128,91,133,121,288,390,23,10
2021년07월_여_60~69세,"4,210","1,513",418,419,134,154,147,206,221,469,463,44,22
2021년07월_여_70~79세,"4,001","1,054",522,397,161,167,133,253,320,466,491,21,16
2021년07월_여_80~89세,"2,878",649,407,245,139,175,102,201,279,308,351,15,7
2021년07월_여_90~99세,438,105,60,35,27,22,16,31,40,43,56,2,1
2021년07월_여_100세 이상,24,8,3,2,2,1,0,4,0,0,4,0,0
2021년08월_계_총인구수,"52,288","21,654","4,603","6,728","1,726","1,746","1,362","2,303","2,371","3,969","5,254",379,193
2021년08월_계_연령구간인구수,"52,288","21,654","4,603","6,728","1,726","1,746","1,362","2,303","2,371","3,969","5,254",379,193
2021년08월_계_0~9세,"3,678","2,021",182,623,81,87,66,84,82,147,280,14,11
2021년08월_계_10~19세,"4,084","2,347",229,524,90,75,59,158,94,158,337,9,4
2021년08월_계_20~29세,"4,777","2,357",324,789,142,121,83,174,110,208,433,27,9
2021년08월_계_30~39세,"4,666","2,255",264,854,148,106,114,112,122,236,429,17,9
2021년08월_계_40~49세,"6,277","3,244",414,843,145,143,104,231,186,348,536,55,28
2021년08월_계_50~59세,"8,411","3,448",791,"1,097",275,282,216,377,325,640,850,79,31
2021년08월_계_60~69세,"8,609","2,924",857,889,331,346,299,416,462,932,989,110,54
2021년08월_계_70~79세,"7,029","1,942",870,704,287,303,250,417,517,830,828,46,35
2021년08월_계_80~89세,"4,183",974,591,361,194,251,150,293,423,413,502,20,11
2021년08월_계_90~99세,549,134,78,42,31,31,21,37,49,57,66,2,1
2021년08월_계_100세 이상,25,8,3,2,2,1,0,4,1,0,4,0,0
2021년08월_남_총인구수,"26,129","10,651","2,301","3,548",907,860,676,"1,159","1,136","1,937","2,604",234,116
2021년08월_남_연령구간인구수,"26,129","10,651","2,301","3,548",907,860,676,"1,159","1,136","1,937","2,604",234,116
2021년08월_남_0~9세,"1,858","1,020",95,324,39,48,29,39,43,68,140,6,7
2021년08월_남_10~19세,"2,138","1,218",124,253,62,39,25,90,58,79,182,5,3
2021년08월_남_20~29세,"2,707","1,268",194,483,80,62,48,101,62,127,258,18,6
2021년08월_남_30~39세,"2,402","1,092",158,475,84,48,58,65,63,127,217,11,4
2021년08월_남_40~49세,"3,518","1,626",267,482,95,97,68,144,113,237,327,42,20
2021년08월_남_50~59세,"4,672","1,781",473,630,163,154,127,247,204,355,461,56,21
2021년08월_남_60~69세,"4,390","1,410",439,472,197,191,151,210,240,461,521,66,32
2021년08월_남_70~79세,"3,039",885,350,308,126,135,117,165,204,368,337,25,19
2021년08월_남_80~89세,"1,293",323,184,116,54,76,48,90,139,102,152,5,4
2021년08월_남_90~99세,112,28,17,5,7,10,5,8,10,13,9,0,0
2021년08월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년08월_여_총인구수,"26,159","11,003","2,302","3,180",819,886,686,"1,144","1,235","2,032","2,650",145,77
2021년08월_여_연령구간인구수,"26,159","11,003","2,302","3,180",819,886,686,"1,144","1,235","2,032","2,650",145,77
2021년08월_여_0~9세,"1,820","1,001",87,299,42,39,37,45,39,79,140,8,4
2021년08월_여_10~19세,"1,946","1,129",105,271,28,36,34,68,36,79,155,4,1
2021년08월_여_20~29세,"2,070","1,089",130,306,62,59,35,73,48,81,175,9,3
2021년08월_여_30~39세,"2,264","1,163",106,379,64,58,56,47,59,109,212,6,5
2021년08월_여_40~49세,"2,759","1,618",147,361,50,46,36,87,73,111,209,13,8
2021년08월_여_50~59세,"3,739","1,667",318,467,112,128,89,130,121,285,389,23,10
2021년08월_여_60~69세,"4,219","1,514",418,417,134,155,148,206,222,471,468,44,22
2021년08월_여_70~79세,"3,990","1,057",520,396,161,168,133,252,313,462,491,21,16
2021년08월_여_80~89세,"2,890",651,407,245,140,175,102,203,284,311,350,15,7
2021년08월_여_90~99세,437,106,61,37,24,21,16,29,39,44,57,2,1
2021년08월_여_100세 이상,25,8,3,2,2,1,0,4,1,0,4,0,0
2021년09월_계_총인구수,"52,119","21,638","4,570","6,687","1,716","1,743","1,351","2,299","2,368","3,966","5,208",382,191
2021년09월_계_연령구간인구수,"52,119","21,638","4,570","6,687","1,716","1,743","1,351","2,299","2,368","3,966","5,208",382,191
2021년09월_계_0~9세,"3,668","2,017",182,616,83,86,66,82,81,150,280,14,11
2021년09월_계_10~19세,"4,036","2,340",224,509,87,74,58,154,94,154,329,9,4
2021년09월_계_20~29세,"4,707","2,341",320,772,142,116,79,172,106,203,421,27,8
2021년09월_계_30~39세,"4,642","2,253",260,846,146,108,110,119,122,233,419,17,9
2021년09월_계_40~49세,"6,235","3,231",399,839,147,142,101,228,185,348,532,56,27
2021년09월_계_50~59세,"8,431","3,471",798,"1,101",270,276,220,380,328,638,840,80,29
2021년09월_계_60~69세,"8,620","2,925",850,890,330,355,296,417,465,940,985,111,56
2021년09월_계_70~79세,"6,998","1,943",866,698,283,301,249,412,507,830,830,45,34
2021년09월_계_80~89세,"4,215",982,592,370,195,253,150,294,429,413,504,21,12
2021년09월_계_90~99세,542,127,76,44,31,31,22,37,50,57,64,2,1
2021년09월_계_100세 이상,25,8,3,2,2,1,0,4,1,0,4,0,0
2021년09월_남_총인구수,"26,032","10,624","2,287","3,537",902,855,670,"1,162","1,132","1,934","2,577",238,114
2021년09월_남_연령구간인구수,"26,032","10,624","2,287","3,537",902,855,670,"1,162","1,132","1,934","2,577",238,114
2021년09월_남_0~9세,"1,848","1,009",95,323,39,48,29,39,43,71,139,6,7
2021년09월_남_10~19세,"2,114","1,216",121,248,60,39,25,86,58,77,176,5,3
2021년09월_남_20~29세,"2,667","1,256",192,477,80,58,46,103,57,123,252,18,5
2021년09월_남_30~39세,"2,387","1,095",157,469,82,48,55,69,63,124,210,11,4
2021년09월_남_40~49세,"3,480","1,607",256,477,99,96,65,141,114,237,326,43,19
2021년09월_남_50~59세,"4,696","1,800",477,636,159,150,131,250,203,356,457,57,20
2021년09월_남_60~69세,"4,400","1,412",440,475,195,194,148,212,244,461,519,67,33
2021년09월_남_70~79세,"3,027",880,348,307,126,135,117,163,200,370,338,25,18
2021년09월_남_80~89세,"1,303",324,184,120,55,77,49,91,139,102,151,6,5
2021년09월_남_90~99세,110,25,17,5,7,10,5,8,11,13,9,0,0
2021년09월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년09월_여_총인구수,"26,087","11,014","2,283","3,150",814,888,681,"1,137","1,236","2,032","2,631",144,77
2021년09월_여_연령구간인구수,"26,087","11,014","2,283","3,150",814,888,681,"1,137","1,236","2,032","2,631",144,77
2021년09월_여_0~9세,"1,820","1,008",87,293,44,38,37,43,38,79,141,8,4
2021년09월_여_10~19세,"1,922","1,124",103,261,27,35,33,68,36,77,153,4,1
2021년09월_여_20~29세,"2,040","1,085",128,295,62,58,33,69,49,80,169,9,3
2021년09월_여_30~39세,"2,255","1,158",103,377,64,60,55,50,59,109,209,6,5
2021년09월_여_40~49세,"2,755","1,624",143,362,48,46,36,87,71,111,206,13,8
2021년09월_여_50~59세,"3,735","1,671",321,465,111,126,89,130,125,282,383,23,9
2021년09월_여_60~69세,"4,220","1,513",410,415,135,161,148,205,221,479,466,44,23
2021년09월_여_70~79세,"3,971","1,063",518,391,157,166,132,249,307,460,492,20,16
2021년09월_여_80~89세,"2,912",658,408,250,140,176,101,203,290,311,353,15,7
2021년09월_여_90~99세,432,102,59,39,24,21,17,29,39,44,55,2,1
2021년09월_여_100세 이상,25,8,3,2,2,1,0,4,1,0,4,0,0
2021년10월_계_총인구수,"52,113","21,654","4,553","6,685","1,724","1,744","1,351","2,304","2,360","3,961","5,197",388,192
2021년10월_계_연령구간인구수,"52,113","21,654","4,553","6,685","1,724","1,744","1,351","2,304","2,360","3,961","5,197",388,192
2021년10월_계_0~9세,"3,660","2,014",178,615,81,88,68,84,81,146,280,14,11
2021년10월_계_10~19세,"4,012","2,326",217,511,87,74,56,158,90,154,326,9,4
2021년10월_계_20~29세,"4,718","2,345",321,771,146,117,78,172,109,206,419,26,8
2021년10월_계_30~39세,"4,624","2,258",254,837,143,110,112,120,119,227,416,19,9
2021년10월_계_40~49세,"6,231","3,225",400,829,150,142,101,232,187,347,535,56,27
2021년10월_계_50~59세,"8,427","3,479",790,"1,112",270,273,218,381,322,634,835,83,30
2021년10월_계_60~69세,"8,640","2,933",858,894,332,354,296,412,462,948,982,113,56
2021년10월_계_70~79세,"6,991","1,942",860,695,285,301,250,411,505,829,834,45,34
2021년10월_계_80~89세,"4,245",995,596,373,197,254,152,293,435,415,502,21,12
2021년10월_계_90~99세,539,128,76,46,31,30,20,37,49,55,64,2,1
2021년10월_계_100세 이상,26,9,3,2,2,1,0,4,1,0,4,0,0
2021년10월_남_총인구수,"26,039","10,636","2,273","3,535",909,859,668,"1,168","1,132","1,936","2,567",241,115
2021년10월_남_연령구간인구수,"26,039","10,636","2,273","3,535",909,859,668,"1,168","1,132","1,936","2,567",241,115
2021년10월_남_0~9세,"1,843","1,006",91,323,37,50,30,42,43,70,138,6,7
2021년10월_남_10~19세,"2,099","1,211",116,249,60,39,24,88,55,76,173,5,3
2021년10월_남_20~29세,"2,681","1,264",194,474,82,58,46,103,60,126,252,17,5
2021년10월_남_30~39세,"2,378","1,096",150,468,82,50,55,69,62,122,208,12,4
2021년10월_남_40~49세,"3,471","1,596",259,471,102,96,65,143,115,236,327,42,19
2021년10월_남_50~59세,"4,690","1,807",469,641,161,149,128,251,200,351,452,60,21
2021년10월_남_60~69세,"4,416","1,419",445,477,194,195,148,211,241,468,517,68,33
2021년10월_남_70~79세,"3,033",883,348,305,129,135,116,163,202,370,339,25,18
2021년10월_남_80~89세,"1,315",327,184,121,55,77,51,90,143,104,152,6,5
2021년10월_남_90~99세,113,27,17,6,7,10,5,8,11,13,9,0,0
2021년10월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년10월_여_총인구수,"26,074","11,018","2,280","3,150",815,885,683,"1,136","1,228","2,025","2,630",147,77
2021년10월_여_연령구간인구수,"26,074","11,018","2,280","3,150",815,885,683,"1,136","1,228","2,025","2,630",147,77
2021년10월_여_0~9세,"1,817","1,008",87,292,44,38,38,42,38,76,142,8,4
2021년10월_여_10~19세,"1,913","1,115",101,262,27,35,32,70,35,78,153,4,1
2021년10월_여_20~29세,"2,037","1,081",127,297,64,59,32,69,49,80,167,9,3
2021년10월_여_30~39세,"2,246","1,162",104,369,61,60,57,51,57,105,208,7,5
2021년10월_여_40~49세,"2,760","1,629",141,358,48,46,36,89,72,111,208,14,8
2021년10월_여_50~59세,"3,737","1,672",321,471,109,124,90,130,122,283,383,23,9
2021년10월_여_60~69세,"4,224","1,514",413,417,138,159,148,201,221,480,465,45,23
2021년10월_여_70~79세,"3,958","1,059",512,390,156,166,134,248,303,459,495,20,16
2021년10월_여_80~89세,"2,930",668,412,252,142,177,101,203,292,311,350,15,7
2021년10월_여_90~99세,426,101,59,40,24,20,15,29,38,42,55,2,1
2021년10월_여_100세 이상,26,9,3,2,2,1,0,4,1,0,4,0,0
2021년11월_계_총인구수,"52,024","21,654","4,560","6,655","1,729","1,733","1,339","2,286","2,368","3,942","5,179",388,191
2021년11월_계_연령구간인구수,"52,024","21,654","4,560","6,655","1,729","1,733","1,339","2,286","2,368","3,942","5,179",388,191
2021년11월_계_0~9세,"3,646","2,019",177,615,82,86,62,82,83,142,273,14,11
2021년11월_계_10~19세,"4,000","2,335",213,504,84,73,53,152,91,158,325,9,3
2021년11월_계_20~29세,"4,697","2,339",323,762,149,114,82,167,107,203,416,26,9
2021년11월_계_30~39세,"4,597","2,247",261,823,148,114,110,119,116,222,409,19,9
2021년11월_계_40~49세,"6,224","3,220",396,837,151,142,100,232,185,345,533,56,27
2021년11월_계_50~59세,"8,430","3,491",790,"1,105",271,274,218,380,327,627,836,82,29
2021년11월_계_60~69세,"8,648","2,934",861,897,330,350,294,411,466,953,982,114,56
2021년11월_계_70~79세,"6,955","1,939",855,682,286,296,251,405,508,818,835,45,35
2021년11월_계_80~89세,"4,261",996,603,382,194,251,150,297,436,416,504,21,11
2021년11월_계_90~99세,539,125,77,46,32,32,19,37,48,58,62,2,1
2021년11월_계_100세 이상,27,9,4,2,2,1,0,4,1,0,4,0,0
2021년11월_남_총인구수,"25,979","10,626","2,279","3,514",912,855,665,"1,159","1,138","1,916","2,560",242,113
2021년11월_남_연령구간인구수,"25,979","10,626","2,279","3,514",912,855,665,"1,159","1,138","1,916","2,560",242,113
2021년11월_남_0~9세,"1,830","1,007",90,325,37,49,27,41,44,64,133,6,7
2021년11월_남_10~19세,"2,083","1,208",114,244,57,39,21,84,55,79,175,5,2
2021년11월_남_20~29세,"2,676","1,263",195,467,84,57,48,102,60,126,251,17,6
2021년11월_남_30~39세,"2,359","1,087",154,462,85,50,54,69,61,116,205,12,4
2021년11월_남_40~49세,"3,460","1,593",254,472,102,96,65,143,114,234,325,43,19
2021년11월_남_50~59세,"4,700","1,814",473,639,161,151,129,250,199,345,459,60,20
2021년11월_남_60~69세,"4,423","1,424",447,474,194,193,149,210,247,471,513,68,33
2021년11월_남_70~79세,"3,014",878,346,299,129,131,116,161,205,365,341,25,18
2021년11월_남_80~89세,"1,319",325,188,126,55,78,51,92,142,102,150,6,4
2021년11월_남_90~99세,115,27,18,6,8,11,5,7,11,14,8,0,0
2021년11월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년11월_여_총인구수,"26,045","11,028","2,281","3,141",817,878,674,"1,127","1,230","2,026","2,619",146,78
2021년11월_여_연령구간인구수,"26,045","11,028","2,281","3,141",817,878,674,"1,127","1,230","2,026","2,619",146,78
2021년11월_여_0~9세,"1,816","1,012",87,290,45,37,35,41,39,78,140,8,4
2021년11월_여_10~19세,"1,917","1,127",99,260,27,34,32,68,36,79,150,4,1
2021년11월_여_20~29세,"2,021","1,076",128,295,65,57,34,65,47,77,165,9,3
2021년11월_여_30~39세,"2,238","1,160",107,361,63,64,56,50,55,106,204,7,5
2021년11월_여_40~49세,"2,764","1,627",142,365,49,46,35,89,71,111,208,13,8
2021년11월_여_50~59세,"3,730","1,677",317,466,110,123,89,130,128,282,377,22,9
2021년11월_여_60~69세,"4,225","1,510",414,423,136,157,145,201,219,482,469,46,23
2021년11월_여_70~79세,"3,941","1,061",509,383,157,165,135,244,303,453,494,20,17
2021년11월_여_80~89세,"2,942",671,415,256,139,173,99,205,294,314,354,15,7
2021년11월_여_90~99세,424,98,59,40,24,21,14,30,37,44,54,2,1
2021년11월_여_100세 이상,27,9,4,2,2,1,0,4,1,0,4,0,0
2021년12월_계_총인구수,"51,985","21,737","4,543","6,597","1,731","1,733","1,341","2,290","2,349","3,946","5,146",381,191
2021년12월_계_연령구간인구수,"51,985","21,737","4,543","6,597","1,731","1,733","1,341","2,290","2,349","3,946","5,146",381,191
2021년12월_계_0~9세,"3,631","2,021",180,600,85,87,63,80,80,140,270,14,11
2021년12월_계_10~19세,"4,000","2,347",209,498,87,72,53,153,90,158,321,9,3
2021년12월_계_20~29세,"4,661","2,334",318,751,146,111,84,167,106,206,406,23,9
