카테고리,전라남도 함평군,전라남도 함평군 함평읍,전라남도 함평군 손불면,전라남도 함평군 신광면,전라남도 함평군 학교면,전라남도 함평군 엄다면,전라남도 함평군 대동면,전라남도 함평군 나산면,전라남도 함평군 해보면,전라남도 함평군 월야면
2021년07월_남_총인구수,"15,835","4,073","1,679",900,"1,881",907,"1,607","1,407","1,425","1,956"
2021년07월_남_연령구간인구수,"15,835","4,073","1,679",900,"1,881",907,"1,607","1,407","1,425","1,956"
2021년07월_남_0~9세,653,243,59,34,70,16,48,52,48,83
2021년07월_남_10~19세,"1,098",428,90,28,111,45,145,62,64,125
2021년07월_남_20~29세,"1,394",412,105,60,158,84,153,114,133,175
2021년07월_남_30~39세,"1,033",308,87,63,115,56,102,93,93,116
2021년07월_남_40~49세,"1,990",603,231,116,220,95,144,146,162,273
2021년07월_남_50~59세,"3,137",746,330,153,373,198,357,281,306,393
2021년07월_남_60~69세,"3,232",664,352,220,419,206,301,370,322,378
2021년07월_남_70~79세,"2,115",432,266,143,265,126,225,193,186,279
2021년07월_남_80~89세,"1,067",218,147,73,135,71,122,89,97,115
2021년07월_남_90~99세,116,19,12,10,15,10,10,7,14,19
2021년07월_남_100세 이상,0,0,0,0,0,0,0,0,0,0
2021년07월_여_총인구수,"15,609","4,165","1,655",915,"1,869",960,"1,502","1,411","1,359","1,773"
2021년07월_여_연령구간인구수,"15,609","4,165","1,655",915,"1,869",960,"1,502","1,411","1,359","1,773"
2021년07월_여_0~9세,611,246,71,24,53,29,42,46,44,56
2021년07월_여_10~19세,946,348,88,35,100,35,110,60,64,106
2021년07월_여_20~29세,957,327,70,51,97,43,86,75,96,112
2021년07월_여_30~39세,894,326,73,47,94,40,64,77,87,86
2021년07월_여_40~49세,"1,353",509,112,45,133,64,123,106,124,137
2021년07월_여_50~59세,"2,189",595,221,134,259,137,210,186,206,241
2021년07월_여_60~69세,"2,895",655,313,206,367,182,283,298,257,334
2021년07월_여_70~79세,"2,887",585,389,173,366,206,286,272,241,369
2021년07월_여_80~89세,"2,463",486,280,171,340,189,247,251,207,292
2021년07월_여_90~99세,399,86,37,28,58,34,48,40,32,36
2021년07월_여_100세 이상,15,2,1,1,2,1,3,0,1,4
2021년08월_계_총인구수,"31,418","8,274","3,319","1,804","3,737","1,868","3,109","2,801","2,776","3,730"
2021년08월_계_연령구간인구수,"31,418","8,274","3,319","1,804","3,737","1,868","3,109","2,801","2,776","3,730"
2021년08월_계_0~9세,"1,253",487,128,57,124,45,89,98,88,137
2021년08월_계_10~19세,"2,038",784,179,63,203,82,253,117,128,229
2021년08월_계_20~29세,"2,357",745,172,111,255,128,238,187,230,291
2021년08월_계_30~39세,"1,913",638,153,106,206,95,166,170,178,201
2021년08월_계_40~49세,"3,309","1,114",338,155,346,159,265,244,284,404
2021년08월_계_50~59세,"5,333","1,337",546,286,634,334,571,468,514,643
2021년08월_계_60~69세,"6,155","1,326",672,428,788,391,587,667,583,713
2021년08월_계_70~79세,"4,984","1,033",652,316,627,326,504,459,424,643
2021년08월_계_80~89세,"3,545",702,428,242,477,264,375,343,304,410
2021년08월_계_90~99세,516,106,50,39,75,43,58,48,42,55
2021년08월_계_100세 이상,15,2,1,1,2,1,3,0,1,4
2021년08월_남_총인구수,"15,815","4,085","1,673",889,"1,874",907,"1,605","1,396","1,424","1,962"
2021년08월_남_연령구간인구수,"15,815","4,085","1,673",889,"1,874",907,"1,605","1,396","1,424","1,962"
2021년08월_남_0~9세,646,240,59,34,70,16,46,51,47,83
2021년08월_남_10~19세,"1,096",434,90,28,106,45,147,59,63,124
2021년08월_남_20~29세,"1,398",415,104,59,157,85,149,113,136,180
2021년08월_남_30~39세,"1,023",306,85,59,113,57,101,94,92,116
2021년08월_남_40~49세,"1,973",605,229,112,218,95,142,142,162,268
2021년08월_남_50~59세,"3,131",738,325,151,377,196,359,281,307,397
2021년08월_남_60~69세,"3,246",670,358,220,418,208,303,368,322,379
2021년08월_남_70~79세,"2,116",438,266,143,265,124,224,191,186,279
2021년08월_남_80~89세,"1,071",219,146,72,135,71,124,90,97,117
2021년08월_남_90~99세,115,20,11,11,15,10,10,7,12,19
2021년08월_남_100세 이상,0,0,0,0,0,0,0,0,0,0
2021년08월_여_총인구수,"15,603","4,189","1,646",915,"1,863",961,"1,504","1,405","1,352","1,768"
2021년08월_여_연령구간인구수,"15,603","4,189","1,646",915,"1,863",961,"1,504","1,405","1,352","1,768"
2021년08월_여_0~9세,607,247,69,23,54,29,43,47,41,54
2021년08월_여_10~19세,942,350,89,35,97,37,106,58,65,105
2021년08월_여_20~29세,959,330,68,52,98,43,89,74,94,111
2021년08월_여_30~39세,890,332,68,47,93,38,65,76,86,85
2021년08월_여_40~49세,"1,336",509,109,43,128,64,123,102,122,136
2021년08월_여_50~59세,"2,202",599,221,135,257,138,212,187,207,246
2021년08월_여_60~69세,"2,909",656,314,208,370,183,284,299,261,334
2021년08월_여_70~79세,"2,868",595,386,173,362,202,280,268,238,364
2021년08월_여_80~89세,"2,474",483,282,170,342,193,251,253,207,293
2021년08월_여_90~99세,401,86,39,28,60,33,48,41,30,36
2021년08월_여_100세 이상,15,2,1,1,2,1,3,0,1,4
2021년09월_계_총인구수,"31,375","8,282","3,310","1,795","3,723","1,862","3,099","2,798","2,774","3,732"
2021년09월_계_연령구간인구수,"31,375","8,282","3,310","1,795","3,723","1,862","3,099","2,798","2,774","3,732"
2021년09월_계_0~9세,"1,243",485,125,56,122,50,85,99,83,138
2021년09월_계_10~19세,"2,041",790,179,64,202,81,252,118,129,226
2021년09월_계_20~29세,"2,334",739,173,108,246,126,236,182,234,290
2021년09월_계_30~39세,"1,880",628,152,104,201,89,161,168,176,201
2021년09월_계_40~49세,"3,305","1,112",334,155,352,158,264,244,280,406
2021년09월_계_50~59세,"5,347","1,354",545,286,626,340,574,466,508,648
2021년09월_계_60~69세,"6,154","1,331",666,420,796,382,586,669,589,715
2021년09월_계_70~79세,"4,973","1,028",652,323,622,325,500,459,427,637
2021년09월_계_80~89세,"3,564",704,431,239,481,267,380,344,305,413
2021년09월_계_90~99세,519,109,52,39,73,43,58,49,42,54
2021년09월_계_100세 이상,15,2,1,1,2,1,3,0,1,4
2021년09월_남_총인구수,"15,801","4,088","1,670",885,"1,865",903,"1,606","1,392","1,423","1,969"
2021년09월_남_연령구간인구수,"15,801","4,088","1,670",885,"1,865",903,"1,606","1,392","1,423","1,969"
2021년09월_남_0~9세,644,238,59,34,70,18,46,51,46,82
2021년09월_남_10~19세,"1,100",437,90,28,106,45,148,60,63,123
2021년09월_남_20~29세,"1,387",415,102,58,153,83,147,110,136,183
2021년09월_남_30~39세,999,301,85,58,109,52,98,90,91,115
2021년09월_남_40~49세,"1,975",604,227,113,220,95,141,145,159,271
2021년09월_남_50~59세,"3,133",741,326,153,370,199,361,276,304,403
2021년09월_남_60~69세,"3,250",675,356,212,423,203,304,371,326,380
2021년09월_남_70~79세,"2,115",435,266,147,263,126,225,191,187,275
2021년09월_남_80~89세,"1,081",221,148,70,136,72,126,91,99,118
2021년09월_남_90~99세,117,21,11,12,15,10,10,7,12,19
2021년09월_남_100세 이상,0,0,0,0,0,0,0,0,0,0
2021년09월_여_총인구수,"15,574","4,194","1,640",910,"1,858",959,"1,493","1,406","1,351","1,763"
2021년09월_여_연령구간인구수,"15,574","4,194","1,640",910,"1,858",959,"1,493","1,406","1,351","1,763"
2021년09월_여_0~9세,599,247,66,22,52,32,39,48,37,56
2021년09월_여_10~19세,941,353,89,36,96,36,104,58,66,103
2021년09월_여_20~29세,947,324,71,50,93,43,89,72,98,107
2021년09월_여_30~39세,881,327,67,46,92,37,63,78,85,86
2021년09월_여_40~49세,"1,330",508,107,42,132,63,123,99,121,135
2021년09월_여_50~59세,"2,214",613,219,133,256,141,213,190,204,245
2021년09월_여_60~69세,"2,904",656,310,208,373,179,282,298,263,335
2021년09월_여_70~79세,"2,858",593,386,176,359,199,275,268,240,362
2021년09월_여_80~89세,"2,483",483,283,169,345,195,254,253,206,295
2021년09월_여_90~99세,402,88,41,27,58,33,48,42,30,35
2021년09월_여_100세 이상,15,2,1,1,2,1,3,0,1,4
2021년10월_계_총인구수,"31,379","8,294","3,324","1,800","3,721","1,856","3,084","2,791","2,778","3,731"
2021년10월_계_연령구간인구수,"31,379","8,294","3,324","1,800","3,721","1,856","3,084","2,791","2,778","3,731"
2021년10월_계_0~9세,"1,228",482,125,54,118,48,82,99,83,137
2021년10월_계_10~19세,"2,020",786,181,61,199,80,245,115,128,225
2021년10월_계_20~29세,"2,346",747,175,113,245,129,235,180,234,288
2021년10월_계_30~39세,"1,877",625,153,105,203,85,158,169,178,201
2021년10월_계_40~49세,"3,285","1,107",330,151,351,158,261,242,280,405
2021년10월_계_50~59세,"5,362","1,366",552,294,620,335,574,461,514,646
2021년10월_계_60~69세,"6,176","1,336",668,420,795,385,591,668,588,725
2021년10월_계_70~79세,"4,963","1,030",651,320,628,321,499,456,426,632
2021년10월_계_80~89세,"3,584",708,436,240,484,272,376,350,305,413
2021년10월_계_90~99세,522,106,52,41,76,42,60,51,40,54
2021년10월_계_100세 이상,16,1,1,1,2,1,3,0,2,5
2021년10월_남_총인구수,"15,785","4,088","1,678",890,"1,862",898,"1,601","1,382","1,421","1,965"
2021년10월_남_연령구간인구수,"15,785","4,088","1,678",890,"1,862",898,"1,601","1,382","1,421","1,965"
2021년10월_남_0~9세,635,237,59,32,67,17,46,52,45,80
2021년10월_남_10~19세,"1,090",434,91,26,106,45,145,59,62,122
2021년10월_남_20~29세,"1,390",415,104,62,152,84,147,105,135,186
2021년10월_남_30~39세,997,303,85,59,111,50,95,90,90,114
2021년10월_남_40~49세,"1,956",600,223,111,218,95,141,141,158,269
2021년10월_남_50~59세,"3,142",746,333,158,367,195,361,273,307,402
2021년10월_남_60~69세,"3,255",676,356,211,422,204,306,371,326,383
2021년10월_남_70~79세,"2,113",434,266,145,265,125,226,192,188,272
2021년10월_남_80~89세,"1,089",223,149,73,139,73,124,93,99,116
2021년10월_남_90~99세,118,20,12,13,15,10,10,6,11,21
2021년10월_남_100세 이상,0,0,0,0,0,0,0,0,0,0
2021년10월_여_총인구수,"15,594","4,206","1,646",910,"1,859",958,"1,483","1,409","1,357","1,766"
2021년10월_여_연령구간인구수,"15,594","4,206","1,646",910,"1,859",958,"1,483","1,409","1,357","1,766"
2021년10월_여_0~9세,593,245,66,22,51,31,36,47,38,57
2021년10월_여_10~19세,930,352,90,35,93,35,100,56,66,103
2021년10월_여_20~29세,956,332,71,51,93,45,88,75,99,102
2021년10월_여_30~39세,880,322,68,46,92,35,63,79,88,87
2021년10월_여_40~49세,"1,329",507,107,40,133,63,120,101,122,136
2021년10월_여_50~59세,"2,220",620,219,136,253,140,213,188,207,244
2021년10월_여_60~69세,"2,921",660,312,209,373,181,285,297,262,342
2021년10월_여_70~79세,"2,850",596,385,175,363,196,273,264,238,360
2021년10월_여_80~89세,"2,495",485,287,167,345,199,252,257,206,297
2021년10월_여_90~99세,404,86,40,28,61,32,50,45,29,33
2021년10월_여_100세 이상,16,1,1,1,2,1,3,0,2,5
2021년11월_계_총인구수,"31,343","8,284","3,320","1,794","3,717","1,845","3,080","2,795","2,784","3,724"
2021년11월_계_연령구간인구수,"31,343","8,284","3,320","1,794","3,717","1,845","3,080","2,795","2,784","3,724"
2021년11월_계_0~9세,"1,217",482,118,54,115,45,84,96,84,139
2021년11월_계_10~19세,"2,011",783,179,60,198,80,240,118,129,224
2021년11월_계_20~29세,"2,349",751,175,111,250,126,234,182,237,283
2021년11월_계_30~39세,"1,847",618,143,104,199,81,159,167,177,199
2021년11월_계_40~49세,"3,276","1,099",334,151,351,161,259,242,276,403
2021년11월_계_50~59세,"5,365","1,371",553,294,616,335,575,463,512,646
2021년11월_계_60~69세,"6,195","1,332",677,421,798,386,586,670,598,727
2021년11월_계_70~79세,"4,945","1,033",646,319,625,316,499,457,420,630
2021년11월_계_80~89세,"3,596",710,441,240,484,271,379,349,309,413
2021년11월_계_90~99세,526,104,53,39,79,43,62,51,40,55
2021년11월_계_100세 이상,16,1,1,1,2,1,3,0,2,5
2021년11월_남_총인구수,"15,776","4,092","1,674",886,"1,865",898,"1,598","1,386","1,419","1,958"
2021년11월_남_연령구간인구수,"15,776","4,092","1,674",886,"1,865",898,"1,598","1,386","1,419","1,958"
2021년11월_남_0~9세,632,240,54,31,68,16,47,50,46,80
2021년11월_남_10~19세,"1,087",431,89,26,106,45,140,62,65,123
2021년11월_남_20~29세,"1,386",420,103,61,154,82,148,105,134,179
2021년11월_남_30~39세,987,299,82,57,108,51,98,87,87,118
2021년11월_남_40~49세,"1,941",592,224,109,218,96,141,141,153,267
2021년11월_남_50~59세,"3,148",753,333,160,368,197,358,275,304,400
2021년11월_남_60~69세,"3,274",677,364,212,424,204,303,373,333,384
2021년11월_남_70~79세,"2,103",435,260,145,263,125,229,192,184,270
2021년11월_남_80~89세,"1,099",225,153,73,141,72,123,95,102,115
2021년11월_남_90~99세,119,20,12,12,15,10,11,6,11,22
2021년11월_남_100세 이상,0,0,0,0,0,0,0,0,0,0
2021년11월_여_총인구수,"15,567","4,192","1,646",908,"1,852",947,"1,482","1,409","1,365","1,766"
2021년11월_여_연령구간인구수,"15,567","4,192","1,646",908,"1,852",947,"1,482","1,409","1,365","1,766"
2021년11월_여_0~9세,585,242,64,23,47,29,37,46,38,59
2021년11월_여_10~19세,924,352,90,34,92,35,100,56,64,101
2021년11월_여_20~29세,963,331,72,50,96,44,86,77,103,104
2021년11월_여_30~39세,860,319,61,47,91,30,61,80,90,81
2021년11월_여_40~49세,"1,335",507,110,42,133,65,118,101,123,136
2021년11월_여_50~59세,"2,217",618,220,134,248,138,217,188,208,246
2021년11월_여_60~69세,"2,921",655,313,209,374,182,283,297,265,343
2021년11월_여_70~79세,"2,842",598,386,174,362,191,270,265,236,360
2021년11월_여_80~89세,"2,497",485,288,167,343,199,256,254,207,298
2021년11월_여_90~99세,407,84,41,27,64,33,51,45,29,33
2021년11월_여_100세 이상,16,1,1,1,2,1,3,0,2,5
2021년12월_계_총인구수,"31,274","8,274","3,338","1,785","3,685","1,856","3,076","2,785","2,783","3,692"
2021년12월_계_연령구간인구수,"31,274","8,274","3,338","1,785","3,685","1,856","3,076","2,785","2,783","3,692"
2021년12월_계_0~9세,"1,210",480,118,54,112,50,81,98,85,132
2021년12월_계_10~19세,"1,994",782,174,60,195,79,235,118,130,221
2021년12월_계_20~29세,"2,334",750,182,108,240,127,238,174,230,285
2021년12월_계_30~39세,"1,838",618,146,102,200,81,156,168,174,193
2021년12월_계_40~49세,"3,264","1,100",332,150,346,163,262,240,276,395
2021년12월_계_50~59세,"5,354","1,374",554,295,600,338,575,463,514,641
2021년12월_계_60~69세,"6,197","1,322",685,417,803,388,589,666,599,728
2021년12월_계_70~79세,"4,907","1,024",645,320,621,312,493,451,415,626
2021년12월_계_80~89세,"3,628",718,446,240,486,275,382,352,318,411
2021년12월_계_90~99세,533,105,55,39,80,42,62,55,40,55
2021년12월_계_100세 이상,15,1,1,0,2,1,3,0,2,5
2021년12월_남_총인구수,"15,730","4,083","1,684",881,"1,846",909,"1,596","1,377","1,412","1,942"
2021년12월_남_연령구간인구수,"15,730","4,083","1,684",881,"1,846",909,"1,596","1,377","1,412","1,942"
2021년12월_남_0~9세,626,238,54,31,65,21,45,50,46,76
2021년12월_남_10~19세,"1,077",425,88,26,105,45,137,62,66,123
2021년12월_남_20~29세,"1,366",422,108,58,145,82,148,96,127,180
2021년12월_남_30~39세,987,301,84,55,110,52,96,88,87,114
2021년12월_남_40~49세,"1,934",588,223,110,216,98,146,139,153,261
2021년12월_남_50~59세,"3,133",758,332,161,354,198,352,274,305,399
2021년12월_남_60~69세,"3,285",670,369,209,430,207,308,375,331,386
2021년12월_남_70~79세,"2,089",430,262,145,262,122,227,191,182,268
2021년12월_남_80~89세,"1,113",232,152,74,144,73,125,96,104,113
2021년12월_남_90~99세,120,19,12,12,15,11,12,6,11,22
2021년12월_남_100세 이상,0,0,0,0,0,0,0,0,0,0
2021년12월_여_총인구수,"15,544","4,191","1,654",904,"1,839",947,"1,480","1,408","1,371","1,750"
2021년12월_여_연령구간인구수,"15,544","4,191","1,654",904,"1,839",947,"1,480","1,408","1,371","1,750"
2021년12월_여_0~9세,584,242,64,23,47,29,36,48,39,56
2021년12월_여_10~19세,917,357,86,34,90,34,98,56,64,98
2021년12월_여_20~29세,968,328,74,50,95,45,90,78,103,105
2021년12월_여_30~39세,851,317,62,47,90,29,60,80,87,79
2021년12월_여_40~49세,"1,330",512,109,40,130,65,116,101,123,134
2021년12월_여_50~59세,"2,221",616,222,134,246,140,223,189,209,242
2021년12월_여_60~69세,"2,912",652,316,208,373,181,281,291,268,342
2021년12월_여_70~79세,"2,818",594,383,175,359,190,266,260,233,358
2021년12월_여_80~89세,"2,515",486,294,166,342,202,257,256,214,298
2021년12월_여_90~99세,413,86,43,27,65,31,50,49,29,33
2021년12월_여_100세 이상,15,1,1,0,2,1,3,0,2,5
