카테고리,전라북도 완주군,전라북도 완주군 삼례읍,전라북도 완주군 봉동읍,전라북도 완주군 용진읍,전라북도 완주군 상관면,전라북도 완주군 이서면,전라북도 완주군 소양면,전라북도 완주군 구이면,전라북도 완주군 고산면,전라북도 완주군 비봉면,전라북도 완주군 운주면,전라북도 완주군 화산면,전라북도 완주군 동상면,전라북도 완주군 경천면
2021년02월_여_90~99세,646,107,119,46,40,45,59,53,57,38,21,42,10,9
2021년02월_여_100세 이상,38,2,5,6,6,3,5,5,0,1,1,3,0,1
2021년03월_계_총인구수,"91,127","14,296","25,833","7,102","4,386","14,272","6,132","5,791","4,701","1,890","1,932","2,733","1,079",980
2021년03월_계_연령구간인구수,"91,127","14,296","25,833","7,102","4,386","14,272","6,132","5,791","4,701","1,890","1,932","2,733","1,079",980
2021년03월_계_0~9세,"6,710",700,"2,820",372,274,"1,641",232,189,239,61,52,77,33,20
2021년03월_계_10~19세,"8,202","1,174","3,348",490,381,"1,343",346,378,280,102,60,214,41,45
2021년03월_계_20~29세,"8,842","1,765","2,639",698,388,"1,350",526,543,375,131,93,212,78,44
2021년03월_계_30~39세,"9,169","1,196","3,298",573,331,"2,227",423,363,340,99,83,135,56,45
2021년03월_계_40~49세,"13,475","2,074","4,740",923,637,"2,514",600,577,549,195,186,310,88,82
2021년03월_계_50~59세,"15,073","2,431","3,623","1,304",799,"2,134","1,200","1,181",842,324,368,448,247,172
2021년03월_계_60~69세,"14,169","2,347","2,662","1,320",761,"1,587","1,362","1,271",890,403,476,555,290,245
2021년03월_계_70~79세,"9,293","1,525","1,674",872,514,942,867,763,694,322,367,431,138,184
2021년03월_계_80~89세,"5,342",945,876,479,253,460,507,458,415,207,219,296,95,132
2021년03월_계_90~99세,819,136,148,67,45,71,65,64,76,45,27,52,13,10
2021년03월_계_100세 이상,33,3,5,4,3,3,4,4,1,1,1,3,0,1
2021년03월_남_총인구수,"46,833","7,353","13,446","3,678","2,256","7,193","3,183","2,910","2,400",959,969,"1,435",551,500
2021년03월_남_연령구간인구수,"46,833","7,353","13,446","3,678","2,256","7,193","3,183","2,910","2,400",959,969,"1,435",551,500
2021년03월_남_0~9세,"3,348",336,"1,444",175,141,813,111,87,119,32,24,39,20,7
2021년03월_남_10~19세,"4,284",590,"1,752",268,196,673,195,191,167,55,38,119,17,23
2021년03월_남_20~29세,"4,928",970,"1,512",412,225,691,298,289,220,69,49,117,44,32
2021년03월_남_30~39세,"4,744",694,"1,640",296,172,"1,105",244,180,183,50,55,73,26,26
2021년03월_남_40~49세,"7,445","1,143","2,591",517,331,"1,355",361,309,324,111,110,184,56,53
2021년03월_남_50~59세,"8,417","1,404","2,033",750,457,"1,136",647,635,460,188,204,280,129,94
2021년03월_남_60~69세,"7,364","1,177","1,371",683,389,806,715,695,465,217,249,304,164,129
2021년03월_남_70~79세,"4,313",689,780,392,245,437,425,364,308,157,159,208,67,82
2021년03월_남_80~89세,"1,807",318,290,164,94,155,178,149,134,72,75,101,25,52
2021년03월_남_90~99세,177,30,31,21,6,22,8,11,19,8,6,10,3,2
2021년03월_남_100세 이상,6,2,2,0,0,0,1,0,1,0,0,0,0,0
2021년03월_여_총인구수,"44,294","6,943","12,387","3,424","2,130","7,079","2,949","2,881","2,301",931,963,"1,298",528,480
2021년03월_여_연령구간인구수,"44,294","6,943","12,387","3,424","2,130","7,079","2,949","2,881","2,301",931,963,"1,298",528,480
2021년03월_여_0~9세,"3,362",364,"1,376",197,133,828,121,102,120,29,28,38,13,13
2021년03월_여_10~19세,"3,918",584,"1,596",222,185,670,151,187,113,47,22,95,24,22
2021년03월_여_20~29세,"3,914",795,"1,127",286,163,659,228,254,155,62,44,95,34,12
2021년03월_여_30~39세,"4,425",502,"1,658",277,159,"1,122",179,183,157,49,28,62,30,19
2021년03월_여_40~49세,"6,030",931,"2,149",406,306,"1,159",239,268,225,84,76,126,32,29
2021년03월_여_50~59세,"6,656","1,027","1,590",554,342,998,553,546,382,136,164,168,118,78
2021년03월_여_60~69세,"6,805","1,170","1,291",637,372,781,647,576,425,186,227,251,126,116
2021년03월_여_70~79세,"4,980",836,894,480,269,505,442,399,386,165,208,223,71,102
2021년03월_여_80~89세,"3,535",627,586,315,159,305,329,309,281,135,144,195,70,80
2021년03월_여_90~99세,642,106,117,46,39,49,57,53,57,37,21,42,10,8
2021년03월_여_100세 이상,27,1,3,4,3,3,3,4,0,1,1,3,0,1
2021년04월_계_총인구수,"91,127","14,329","25,842","7,114","4,383","14,270","6,101","5,776","4,688","1,888","1,924","2,736","1,094",982
2021년04월_계_연령구간인구수,"91,127","14,329","25,842","7,114","4,383","14,270","6,101","5,776","4,688","1,888","1,924","2,736","1,094",982
2021년04월_계_0~9세,"6,675",697,"2,806",367,273,"1,634",229,189,239,59,52,75,34,21
2021년04월_계_10~19세,"8,175","1,160","3,355",486,378,"1,338",342,372,277,102,60,217,43,45
2021년04월_계_20~29세,"8,844","1,765","2,646",701,388,"1,369",522,530,370,129,91,208,79,46
2021년04월_계_30~39세,"9,130","1,205","3,282",579,325,"2,204",421,361,341,97,83,128,58,46
2021년04월_계_40~49세,"13,417","2,062","4,735",916,637,"2,497",595,572,541,196,183,310,92,81
2021년04월_계_50~59세,"15,120","2,446","3,645","1,307",800,"2,158","1,186","1,178",837,322,367,456,248,170
2021년04월_계_60~69세,"14,271","2,370","2,678","1,335",765,"1,595","1,364","1,282",896,403,480,559,294,250
2021년04월_계_70~79세,"9,288","1,532","1,668",872,515,950,861,762,692,324,364,430,136,182
2021년04월_계_80~89세,"5,357",951,874,480,254,455,513,462,419,209,216,299,96,129
2021년04월_계_90~99세,817,138,148,67,45,67,64,64,75,46,27,51,14,11
2021년04월_계_100세 이상,33,3,5,4,3,3,4,4,1,1,1,3,0,1
2021년04월_남_총인구수,"46,842","7,368","13,465","3,685","2,252","7,189","3,171","2,903","2,392",956,965,"1,436",559,501
2021년04월_남_연령구간인구수,"46,842","7,368","13,465","3,685","2,252","7,189","3,171","2,903","2,392",956,965,"1,436",559,501
2021년04월_남_0~9세,"3,331",333,"1,440",170,141,808,110,88,120,30,24,39,20,8
2021년04월_남_10~19세,"4,270",579,"1,752",266,192,679,193,188,165,55,38,121,19,23
2021년04월_남_20~29세,"4,929",966,"1,527",414,229,693,294,281,218,68,47,115,44,33
2021년04월_남_30~39세,"4,736",699,"1,639",300,167,"1,092",243,182,185,50,56,70,27,26
2021년04월_남_40~49세,"7,390","1,137","2,579",509,329,"1,342",359,305,318,112,109,180,59,52
2021년04월_남_50~59세,"8,456","1,420","2,053",757,456,"1,149",642,633,454,185,202,286,128,91
2021년04월_남_60~69세,"7,406","1,182","1,371",691,391,812,714,701,471,217,250,306,168,132
2021년04월_남_70~79세,"4,327",698,777,392,246,441,426,367,309,158,159,208,65,81
2021년04월_남_80~89세,"1,812",322,294,165,95,152,179,147,132,73,75,101,25,52
2021년04월_남_90~99세,179,30,31,21,6,21,10,11,19,8,5,10,4,3
2021년04월_남_100세 이상,6,2,2,0,0,0,1,0,1,0,0,0,0,0
2021년04월_여_총인구수,"44,285","6,961","12,377","3,429","2,131","7,081","2,930","2,873","2,296",932,959,"1,300",535,481
2021년04월_여_연령구간인구수,"44,285","6,961","12,377","3,429","2,131","7,081","2,930","2,873","2,296",932,959,"1,300",535,481
2021년04월_여_0~9세,"3,344",364,"1,366",197,132,826,119,101,119,29,28,36,14,13
2021년04월_여_10~19세,"3,905",581,"1,603",220,186,659,149,184,112,47,22,96,24,22
2021년04월_여_20~29세,"3,915",799,"1,119",287,159,676,228,249,152,61,44,93,35,13
2021년04월_여_30~39세,"4,394",506,"1,643",279,158,"1,112",178,179,156,47,27,58,31,20
2021년04월_여_40~49세,"6,027",925,"2,156",407,308,"1,155",236,267,223,84,74,130,33,29
2021년04월_여_50~59세,"6,664","1,026","1,592",550,344,"1,009",544,545,383,137,165,170,120,79
2021년04월_여_60~69세,"6,865","1,188","1,307",644,374,783,650,581,425,186,230,253,126,118
2021년04월_여_70~79세,"4,961",834,891,480,269,509,435,395,383,166,205,222,71,101
2021년04월_여_80~89세,"3,545",629,580,315,159,303,334,315,287,136,141,198,71,77
2021년04월_여_90~99세,638,108,117,46,39,46,54,53,56,38,22,41,10,8
2021년04월_여_100세 이상,27,1,3,4,3,3,3,4,0,1,1,3,0,1
2021년05월_계_총인구수,"91,126","14,372","25,858","7,106","4,373","14,246","6,079","5,782","4,680","1,892","1,921","2,735","1,097",985
2021년05월_계_연령구간인구수,"91,126","14,372","25,858","7,106","4,373","14,246","6,079","5,782","4,680","1,892","1,921","2,735","1,097",985
2021년05월_계_0~9세,"6,622",696,"2,781",365,272,"1,624",223,185,235,59,53,73,35,21
2021년05월_계_10~19세,"8,180","1,158","3,367",486,377,"1,333",339,376,275,99,62,218,45,45
2021년05월_계_20~29세,"8,844","1,780","2,655",699,386,"1,360",517,529,364,130,92,208,79,45
2021년05월_계_30~39세,"9,087","1,209","3,273",565,323,"2,177",416,364,348,98,83,125,57,49
2021년05월_계_40~49세,"13,356","2,044","4,734",912,625,"2,499",585,575,527,193,182,305,94,81
2021년05월_계_50~59세,"15,166","2,466","3,665","1,306",800,"2,164","1,183","1,178",840,325,361,458,250,170
2021년05월_계_60~69세,"14,327","2,387","2,683","1,341",771,"1,603","1,370","1,281",894,408,484,560,292,253
2021년05월_계_70~79세,"9,297","1,537","1,673",872,516,959,855,764,694,323,356,433,136,179
2021년05월_계_80~89세,"5,393",954,874,485,257,459,522,462,427,208,221,300,94,130
2021년05월_계_90~99세,824,138,149,71,43,65,65,66,75,48,26,52,15,11
2021년05월_계_100세 이상,30,3,4,4,3,3,4,2,1,1,1,3,0,1
2021년05월_남_총인구수,"46,841","7,403","13,480","3,681","2,252","7,168","3,160","2,898","2,383",962,962,"1,434",557,501
2021년05월_남_연령구간인구수,"46,841","7,403","13,480","3,681","2,252","7,168","3,160","2,898","2,383",962,962,"1,434",557,501
2021년05월_남_0~9세,"3,301",337,"1,426",171,141,800,107,84,115,30,25,38,19,8
2021년05월_남_10~19세,"4,278",575,"1,760",264,195,679,191,190,165,53,40,122,21,23
2021년05월_남_20~29세,"4,942",976,"1,540",412,225,687,296,279,218,70,47,117,43,32
2021년05월_남_30~39세,"4,709",708,"1,632",292,169,"1,077",238,180,187,51,54,68,25,28
2021년05월_남_40~49세,"7,351","1,119","2,579",507,323,"1,337",354,308,312,113,112,174,61,52
2021년05월_남_50~59세,"8,458","1,431","2,059",757,455,"1,150",638,625,455,186,198,286,129,89
2021년05월_남_60~69세,"7,460","1,203","1,376",696,396,823,718,703,468,219,250,307,167,134
2021년05월_남_70~79세,"4,328",699,779,393,245,445,424,370,306,158,154,210,65,80
2021년05월_남_80~89세,"1,831",325,295,167,98,150,184,148,137,74,78,101,22,52
2021년05월_남_90~99세,177,28,32,22,5,20,9,11,19,8,4,11,5,3
2021년05월_남_100세 이상,6,2,2,0,0,0,1,0,1,0,0,0,0,0
2021년05월_여_총인구수,"44,285","6,969","12,378","3,425","2,121","7,078","2,919","2,884","2,297",930,959,"1,301",540,484
2021년05월_여_연령구간인구수,"44,285","6,969","12,378","3,425","2,121","7,078","2,919","2,884","2,297",930,959,"1,301",540,484
2021년05월_여_0~9세,"3,321",359,"1,355",194,131,824,116,101,120,29,28,35,16,13
2021년05월_여_10~19세,"3,902",583,"1,607",222,182,654,148,186,110,46,22,96,24,22
2021년05월_여_20~29세,"3,902",804,"1,115",287,161,673,221,250,146,60,45,91,36,13
2021년05월_여_30~39세,"4,378",501,"1,641",273,154,"1,100",178,184,161,47,29,57,32,21
2021년05월_여_40~49세,"6,005",925,"2,155",405,302,"1,162",231,267,215,80,70,131,33,29
2021년05월_여_50~59세,"6,708","1,035","1,606",549,345,"1,014",545,553,385,139,163,172,121,81
2021년05월_여_60~69세,"6,867","1,184","1,307",645,375,780,652,578,426,189,234,253,125,119
2021년05월_여_70~79세,"4,969",838,894,479,271,514,431,394,388,165,202,223,71,99
2021년05월_여_80~89세,"3,562",629,579,318,159,309,338,314,290,134,143,199,72,78
2021년05월_여_90~99세,647,110,117,49,38,45,56,55,56,40,22,41,10,8
2021년05월_여_100세 이상,24,1,2,4,3,3,3,2,0,1,1,3,0,1
2021년06월_계_총인구수,"91,024","14,323","25,897","7,097","4,359","14,221","6,061","5,787","4,678","1,885","1,931","2,712","1,091",982
2021년06월_계_연령구간인구수,"91,024","14,323","25,897","7,097","4,359","14,221","6,061","5,787","4,678","1,885","1,931","2,712","1,091",982
2021년06월_계_0~9세,"6,567",689,"2,762",359,275,"1,617",218,181,231,56,53,71,35,20
2021년06월_계_10~19세,"8,184","1,155","3,375",490,371,"1,329",340,380,276,100,62,217,44,45
2021년06월_계_20~29세,"8,819","1,764","2,677",700,389,"1,347",511,529,364,127,92,200,75,44
2021년06월_계_30~39세,"9,059","1,208","3,275",558,322,"2,169",411,363,345,94,85,123,58,48
2021년06월_계_40~49세,"13,300","2,022","4,739",909,615,"2,494",579,580,526,191,178,300,85,82
2021년06월_계_50~59세,"15,117","2,447","3,655","1,309",798,"2,160","1,172","1,180",833,323,368,450,254,168
2021년06월_계_60~69세,"14,427","2,397","2,717","1,344",769,"1,614","1,386","1,279",909,414,486,566,295,251
2021년06월_계_70~79세,"9,288","1,539","1,664",863,516,966,857,761,688,322,360,434,136,182
2021년06월_계_80~89세,"5,397",959,877,487,257,458,518,465,431,208,220,295,94,128
2021년06월_계_90~99세,836,140,152,74,44,64,65,67,74,49,26,53,15,13
2021년06월_계_100세 이상,30,3,4,4,3,3,4,2,1,1,1,3,0,1
2021년06월_남_총인구수,"46,782","7,393","13,504","3,671","2,235","7,158","3,140","2,897","2,382",962,970,"1,419",552,499
2021년06월_남_연령구간인구수,"46,782","7,393","13,504","3,671","2,235","7,158","3,140","2,897","2,382",962,970,"1,419",552,499
2021년06월_남_0~9세,"3,273",335,"1,414",169,143,798,105,81,112,28,25,36,19,8
2021년06월_남_10~19세,"4,277",574,"1,766",265,188,675,190,194,165,53,40,123,21,23
2021년06월_남_20~29세,"4,944",975,"1,555",408,226,686,290,282,221,68,47,113,42,31
2021년06월_남_30~39세,"4,689",710,"1,633",290,169,"1,068",236,180,183,49,54,65,24,28
2021년06월_남_40~49세,"7,306","1,112","2,572",503,320,"1,333",347,308,311,114,108,170,56,52
2021년06월_남_50~59세,"8,433","1,419","2,058",762,450,"1,149",630,623,453,185,204,280,132,88
2021년06월_남_60~69세,"7,519","1,210","1,395",695,396,830,724,703,477,225,253,312,166,133
2021년06월_남_70~79세,"4,328",697,783,389,241,448,427,367,303,157,157,212,66,81
2021년06월_남_80~89세,"1,825",331,291,167,96,151,181,148,137,75,78,98,21,51
2021년06월_남_90~99세,182,28,35,23,6,20,9,11,19,8,4,10,5,4
2021년06월_남_100세 이상,6,2,2,0,0,0,1,0,1,0,0,0,0,0
2021년06월_여_총인구수,"44,242","6,930","12,393","3,426","2,124","7,063","2,921","2,890","2,296",923,961,"1,293",539,483
2021년06월_여_연령구간인구수,"44,242","6,930","12,393","3,426","2,124","7,063","2,921","2,890","2,296",923,961,"1,293",539,483
2021년06월_여_0~9세,"3,294",354,"1,348",190,132,819,113,100,119,28,28,35,16,12
2021년06월_여_10~19세,"3,907",581,"1,609",225,183,654,150,186,111,47,22,94,23,22
2021년06월_여_20~29세,"3,875",789,"1,122",292,163,661,221,247,143,59,45,87,33,13
2021년06월_여_30~39세,"4,370",498,"1,642",268,153,"1,101",175,183,162,45,31,58,34,20
2021년06월_여_40~49세,"5,994",910,"2,167",406,295,"1,161",232,272,215,77,70,130,29,30
2021년06월_여_50~59세,"6,684","1,028","1,597",547,348,"1,011",542,557,380,138,164,170,122,80
2021년06월_여_60~69세,"6,908","1,187","1,322",649,373,784,662,576,432,189,233,254,129,118
2021년06월_여_70~79세,"4,960",842,881,474,275,518,430,394,385,165,203,222,70,101
2021년06월_여_80~89세,"3,572",628,586,320,161,307,337,317,294,133,142,197,73,77
2021년06월_여_90~99세,654,112,117,51,38,44,56,56,55,41,22,43,10,9
2021년06월_여_100세 이상,24,1,2,4,3,3,3,2,0,1,1,3,0,1
2021년07월_계_총인구수,"91,197","14,295","26,225","7,011","4,365","14,248","6,058","5,778","4,630","1,884","1,936","2,698","1,092",977
2021년07월_계_연령구간인구수,"91,197","14,295","26,225","7,011","4,365","14,248","6,058","5,778","4,630","1,884","1,936","2,698","1,092",977
2021년07월_계_0~9세,"6,536",689,"2,768",349,273,"1,608",212,178,226,54,53,73,34,19
2021년07월_계_10~19세,"8,177","1,144","3,401",482,372,"1,337",337,372,269,103,61,215,42,42
2021년07월_계_20~29세,"8,875","1,767","2,740",686,392,"1,358",511,529,359,124,89,199,77,44
2021년07월_계_30~39세,"9,009","1,192","3,296",540,314,"2,150",406,365,344,95,85,120,57,45
2021년07월_계_40~49세,"13,314","2,002","4,805",888,622,"2,500",579,573,519,189,179,293,84,81
2021년07월_계_50~59세,"15,158","2,451","3,717","1,303",799,"2,164","1,173","1,181",818,323,365,446,249,169
2021년07월_계_60~69세,"14,551","2,404","2,787","1,336",776,"1,626","1,395","1,284",908,416,493,572,302,252
2021년07월_계_70~79세,"9,296","1,544","1,668",861,514,975,856,764,683,319,361,432,138,181
2021년07월_계_80~89세,"5,416",961,888,488,257,464,515,463,430,212,223,291,94,130
2021년07월_계_90~99세,835,138,151,74,43,63,70,67,73,48,26,54,15,13
2021년07월_계_100세 이상,30,3,4,4,3,3,4,2,1,1,1,3,0,1
2021년07월_남_총인구수,"46,854","7,371","13,667","3,630","2,235","7,160","3,137","2,894","2,367",961,972,"1,411",553,496
2021년07월_남_연령구간인구수,"46,854","7,371","13,667","3,630","2,235","7,160","3,137","2,894","2,367",961,972,"1,411",553,496
2021년07월_남_0~9세,"3,252",338,"1,415",163,141,796,100,79,107,27,25,35,18,8
2021년07월_남_10~19세,"4,275",566,"1,784",260,189,676,187,190,163,55,39,124,20,22
2021년07월_남_20~29세,"4,981",980,"1,583",401,227,693,294,284,221,65,45,114,43,31
2021년07월_남_30~39세,"4,665",694,"1,658",280,162,"1,058",232,182,181,51,54,64,24,25
2021년07월_남_40~49세,"7,302","1,100","2,590",497,329,"1,334",346,303,311,112,108,166,55,51
2021년07월_남_50~59세,"8,450","1,420","2,096",757,446,"1,144",633,625,446,185,202,278,129,89
2021년07월_남_60~69세,"7,581","1,220","1,427",692,397,836,726,703,480,226,258,312,171,133
2021년07월_남_70~79세,"4,328",694,783,389,241,451,426,370,303,156,157,212,67,79
2021년07월_남_80~89세,"1,832",330,295,168,97,153,179,147,137,76,80,95,21,54
2021년07월_남_90~99세,182,27,34,23,6,19,13,11,17,8,4,11,5,4
2021년07월_남_100세 이상,6,2,2,0,0,0,1,0,1,0,0,0,0,0
2021년07월_여_총인구수,"44,343","6,924","12,558","3,381","2,130","7,088","2,921","2,884","2,263",923,964,"1,287",539,481
2021년07월_여_연령구간인구수,"44,343","6,924","12,558","3,381","2,130","7,088","2,921","2,884","2,263",923,964,"1,287",539,481
2021년07월_여_0~9세,"3,284",351,"1,353",186,132,812,112,99,119,27,28,38,16,11
2021년07월_여_10~19세,"3,902",578,"1,617",222,183,661,150,182,106,48,22,91,22,20
2021년07월_여_20~29세,"3,894",787,"1,157",285,165,665,217,245,138,59,44,85,34,13
2021년07월_여_30~39세,"4,344",498,"1,638",260,152,"1,092",174,183,163,44,31,56,33,20
2021년07월_여_40~49세,"6,012",902,"2,215",391,293,"1,166",233,270,208,77,71,127,29,30
2021년07월_여_50~59세,"6,708","1,031","1,621",546,353,"1,020",540,556,372,138,163,168,120,80
2021년07월_여_60~69세,"6,970","1,184","1,360",644,379,790,669,581,428,190,235,260,131,119
2021년07월_여_70~79세,"4,968",850,885,472,273,524,430,394,380,163,204,220,71,102
2021년07월_여_80~89세,"3,584",631,593,320,160,311,336,316,293,136,143,196,73,76
2021년07월_여_90~99세,653,111,117,51,37,44,57,56,56,40,22,43,10,9
2021년07월_여_100세 이상,24,1,2,4,3,3,3,2,0,1,1,3,0,1
2021년08월_계_총인구수,"91,223","14,276","26,326","7,030","4,354","14,262","6,044","5,762","4,613","1,874","1,940","2,682","1,089",971
2021년08월_계_연령구간인구수,"91,223","14,276","26,326","7,030","4,354","14,262","6,044","5,762","4,613","1,874","1,940","2,682","1,089",971
2021년08월_계_0~9세,"6,492",679,"2,763",351,268,"1,601",207,178,217,54,52,71,32,19
2021년08월_계_10~19세,"8,173","1,132","3,402",484,368,"1,355",337,367,270,101,63,211,43,40
2021년08월_계_20~29세,"8,843","1,766","2,766",674,386,"1,343",508,530,352,121,84,195,74,44
2021년08월_계_30~39세,"8,977","1,181","3,303",536,314,"2,154",400,353,337,94,87,119,58,41
2021년08월_계_40~49세,"13,305","1,988","4,816",886,620,"2,504",572,575,524,188,181,288,83,80
2021년08월_계_50~59세,"15,180","2,447","3,749","1,312",795,"2,159","1,175","1,184",819,323,365,439,245,168
2021년08월_계_60~69세,"14,633","2,425","2,803","1,350",785,"1,639","1,400","1,283",901,416,494,576,309,252
2021년08월_계_70~79세,"9,311","1,550","1,672",865,517,976,850,766,683,316,363,434,136,183
2021년08월_계_80~89세,"5,437",962,897,493,257,463,517,460,436,213,223,291,95,130
2021년08월_계_90~99세,843,143,151,75,42,65,74,64,73,47,27,55,14,13
2021년08월_계_100세 이상,29,3,4,4,2,3,4,2,1,1,1,3,0,1
2021년08월_남_총인구수,"46,887","7,367","13,724","3,640","2,232","7,164","3,129","2,888","2,353",962,975,"1,407",552,494
2021년08월_남_연령구간인구수,"46,887","7,367","13,724","3,640","2,232","7,164","3,129","2,888","2,353",962,975,"1,407",552,494
2021년08월_남_0~9세,"3,219",335,"1,410",165,137,784,99,79,99,28,24,34,17,8
2021년08월_남_10~19세,"4,285",561,"1,792",263,187,687,184,187,165,55,40,122,21,21
2021년08월_남_20~29세,"4,968",975,"1,599",396,224,683,292,286,217,66,43,114,42,31
2021년08월_남_30~39세,"4,654",691,"1,665",278,161,"1,058",229,177,179,50,56,63,23,24
2021년08월_남_40~49세,"7,301","1,096","2,593",495,332,"1,342",338,304,311,112,108,165,55,50
2021년08월_남_50~59세,"8,472","1,423","2,108",761,443,"1,143",639,628,447,186,202,274,127,91
2021년08월_남_60~69세,"7,624","1,231","1,436",699,402,844,725,704,474,227,259,316,175,132
2021년08월_남_70~79세,"4,341",697,785,391,243,452,427,370,305,155,158,213,66,79
2021년08월_남_80~89세,"1,830",327,300,170,97,152,178,143,138,75,81,94,21,54
2021년08월_남_90~99세,187,29,34,22,6,19,17,10,17,8,4,12,5,4
2021년08월_남_100세 이상,6,2,2,0,0,0,1,0,1,0,0,0,0,0
2021년08월_여_총인구수,"44,336","6,909","12,602","3,390","2,122","7,098","2,915","2,874","2,260",912,965,"1,275",537,477
2021년08월_여_연령구간인구수,"44,336","6,909","12,602","3,390","2,122","7,098","2,915","2,874","2,260",912,965,"1,275",537,477
2021년08월_여_0~9세,"3,273",344,"1,353",186,131,817,108,99,118,26,28,37,15,11
2021년08월_여_10~19세,"3,888",571,"1,610",221,181,668,153,180,105,46,23,89,22,19
2021년08월_여_20~29세,"3,875",791,"1,167",278,162,660,216,244,135,55,41,81,32,13
2021년08월_여_30~39세,"4,323",490,"1,638",258,153,"1,096",171,176,158,44,31,56,35,17
2021년08월_여_40~49세,"6,004",892,"2,223",391,288,"1,162",234,271,213,76,73,123,28,30
2021년08월_여_50~59세,"6,708","1,024","1,641",551,352,"1,016",536,556,372,137,163,165,118,77
2021년08월_여_60~69세,"7,009","1,194","1,367",651,383,795,675,579,427,189,235,260,134,120
2021년08월_여_70~79세,"4,970",853,887,474,274,524,423,396,378,161,205,221,70,104
2021년08월_여_80~89세,"3,607",635,597,323,160,311,339,317,298,138,142,197,74,76
2021년08월_여_90~99세,656,114,117,53,36,46,57,54,56,39,23,43,9,9
2021년08월_여_100세 이상,23,1,2,4,2,3,3,2,0,1,1,3,0,1
2021년09월_계_총인구수,"91,146","14,291","26,374","6,967","4,348","14,278","6,004","5,766","4,575","1,861","1,948","2,680","1,084",970
2021년09월_계_연령구간인구수,"91,146","14,291","26,374","6,967","4,348","14,278","6,004","5,766","4,575","1,861","1,948","2,680","1,084",970
2021년09월_계_0~9세,"6,458",671,"2,753",344,270,"1,598",202,179,216,54,51,71,31,18
2021년09월_계_10~19세,"8,153","1,123","3,406",480,368,"1,353",338,367,265,101,63,206,43,40
2021년09월_계_20~29세,"8,774","1,759","2,764",653,374,"1,359",495,522,337,115,83,193,73,47
2021년09월_계_30~39세,"8,948","1,187","3,312",530,317,"2,144",386,350,327,96,88,115,56,40
2021년09월_계_40~49세,"13,266","1,982","4,825",876,613,"2,510",565,577,517,181,179,280,81,80
2021년09월_계_50~59세,"15,223","2,459","3,769","1,312",790,"2,163","1,162","1,186",824,322,370,452,245,169
2021년09월_계_60~69세,"14,661","2,430","2,813","1,339",792,"1,644","1,409","1,290",899,419,494,570,311,251
2021년09월_계_70~79세,"9,334","1,565","1,684",863,514,978,851,765,680,311,364,441,136,182
2021년09월_계_80~89세,"5,440",966,888,489,265,460,514,465,435,216,227,290,94,131
2021년09월_계_90~99세,861,146,156,77,43,66,78,63,74,45,28,59,14,12
2021년09월_계_100세 이상,28,3,4,4,2,3,4,2,1,1,1,3,0,0
2021년09월_남_총인구수,"46,839","7,377","13,735","3,601","2,223","7,171","3,112","2,890","2,339",956,978,"1,406",555,496
2021년09월_남_연령구간인구수,"46,839","7,377","13,735","3,601","2,223","7,171","3,112","2,890","2,339",956,978,"1,406",555,496
2021년09월_남_0~9세,"3,197",332,"1,399",162,138,783,96,79,98,28,24,34,16,8
2021년09월_남_10~19세,"4,275",564,"1,788",260,189,686,184,187,162,55,40,118,22,20
2021년09월_남_20~29세,"4,930",967,"1,606",380,216,682,289,285,210,65,41,113,42,34
2021년09월_남_30~39세,"4,632",691,"1,656",275,163,"1,056",225,177,176,50,56,60,23,24
2021년09월_남_40~49세,"7,263","1,089","2,603",486,327,"1,341",331,302,307,106,107,161,53,50
2021년09월_남_50~59세,"8,506","1,435","2,113",759,437,"1,151",624,633,454,188,206,284,129,93
2021년09월_남_60~69세,"7,641","1,234","1,442",695,404,848,735,704,471,229,259,312,178,130
2021년09월_남_70~79세,"4,363",704,791,393,245,455,432,370,303,150,158,218,65,79
2021년09월_남_80~89세,"1,837",329,300,169,98,151,178,143,140,78,83,92,22,54
2021년09월_남_90~99세,189,30,35,22,6,18,17,10,17,7,4,14,5,4
2021년09월_남_100세 이상,6,2,2,0,0,0,1,0,1,0,0,0,0,0
2021년09월_여_총인구수,"44,307","6,914","12,639","3,366","2,125","7,107","2,892","2,876","2,236",905,970,"1,274",529,474
2021년09월_여_연령구간인구수,"44,307","6,914","12,639","3,366","2,125","7,107","2,892","2,876","2,236",905,970,"1,274",529,474
2021년09월_여_0~9세,"3,261",339,"1,354",182,132,815,106,100,118,26,27,37,15,10
2021년09월_여_10~19세,"3,878",559,"1,618",220,179,667,154,180,103,46,23,88,21,20
2021년09월_여_20~29세,"3,844",792,"1,158",273,158,677,206,237,127,50,42,80,31,13
2021년09월_여_30~39세,"4,316",496,"1,656",255,154,"1,088",161,173,151,46,32,55,33,16
2021년09월_여_40~49세,"6,003",893,"2,222",390,286,"1,169",234,275,210,75,72,119,28,30
2021년09월_여_50~59세,"6,717","1,024","1,656",553,353,"1,012",538,553,370,134,164,168,116,76
2021년09월_여_60~69세,"7,020","1,196","1,371",644,388,796,674,586,428,190,235,258,133,121
2021년09월_여_70~79세,"4,971",861,893,470,269,523,419,395,377,161,206,223,71,103
2021년09월_여_80~89세,"3,603",637,588,320,167,309,336,322,295,138,144,198,72,77
2021년09월_여_90~99세,672,116,121,55,37,48,61,53,57,38,24,45,9,8
