카테고리,강원도 철원군,강원도 철원군 철원읍,강원도 철원군 김화읍,강원도 철원군 갈말읍,강원도 철원군 동송읍,강원도 철원군 서면,강원도 철원군 서면와수출장소,강원도 철원군 근남면,강원도 철원군 근북면,강원도 철원군 근동면,강원도 철원군 원동면,강원도 철원군 원남면,강원도 철원군 임남면
2021년06월_남_40~49세,"2,979",349,222,835,"1,047",115,294,112,5,0,0,0,0
2021년06월_남_50~59세,"3,734",470,245,"1,047","1,333",122,336,170,11,0,0,0,0
2021년06월_남_60~69세,"3,461",391,273,"1,000","1,160",135,284,212,6,0,0,0,0
2021년06월_남_70~79세,"2,051",252,143,537,713,100,161,131,14,0,0,0,0
2021년06월_남_80~89세,840,95,81,233,261,35,79,46,10,0,0,0,0
2021년06월_남_90~99세,82,8,8,19,33,5,4,5,0,0,0,0,0
2021년06월_남_100세 이상,5,0,0,3,1,1,0,0,0,0,0,0,0
2021년06월_여_총인구수,"21,100","2,621","1,650","5,517","7,535",856,"1,837","1,028",56,0,0,0,0
2021년06월_여_연령구간인구수,"21,100","2,621","1,650","5,517","7,535",856,"1,837","1,028",56,0,0,0,0
2021년06월_여_0~9세,"1,626",228,158,406,569,79,107,79,0,0,0,0,0
2021년06월_여_10~19세,"1,755",209,128,436,716,32,166,67,1,0,0,0,0
2021년06월_여_20~29세,"1,954",264,177,506,684,104,149,70,0,0,0,0,0
2021년06월_여_30~39세,"2,057",256,198,510,728,91,162,111,1,0,0,0,0
2021년06월_여_40~49세,"2,585",298,166,742,981,78,237,80,3,0,0,0,0
2021년06월_여_50~59세,"3,274",392,210,932,"1,164",106,302,161,7,0,0,0,0
2021년06월_여_60~69세,"3,528",427,240,933,"1,249",146,318,202,13,0,0,0,0
2021년06월_여_70~79세,"2,555",327,213,651,842,122,220,158,22,0,0,0,0
2021년06월_여_80~89세,"1,477",189,130,330,507,83,144,86,8,0,0,0,0
2021년06월_여_90~99세,277,31,28,67,92,14,31,13,1,0,0,0,0
2021년06월_여_100세 이상,12,0,2,4,3,1,1,1,0,0,0,0,0
2021년07월_계_총인구수,"43,832","5,337","3,527","11,890","15,129","1,913","3,724","2,208",104,0,0,0,0
2021년07월_계_연령구간인구수,"43,832","5,337","3,527","11,890","15,129","1,913","3,724","2,208",104,0,0,0,0
2021년07월_계_0~9세,"3,234",429,352,790,"1,100",165,226,172,0,0,0,0,0
2021년07월_계_10~19세,"3,673",467,260,967,"1,427",86,328,135,3,0,0,0,0
2021년07월_계_20~29세,"5,470",634,496,"1,567","1,710",368,427,267,1,0,0,0,0
2021년07월_계_30~39세,"4,601",574,457,"1,218","1,524",239,332,255,2,0,0,0,0
2021년07월_계_40~49세,"5,555",650,390,"1,578","2,015",188,530,196,8,0,0,0,0
2021년07월_계_50~59세,"6,990",856,454,"1,989","2,490",225,629,329,18,0,0,0,0
2021년07월_계_60~69세,"7,028",825,518,"1,941","2,417",281,611,416,19,0,0,0,0
2021년07월_계_70~79세,"4,581",583,353,"1,185","1,539",220,382,286,33,0,0,0,0
2021년07월_계_80~89세,"2,329",283,211,560,780,120,222,134,19,0,0,0,0
2021년07월_계_90~99세,355,36,34,88,124,19,36,17,1,0,0,0,0
2021년07월_계_100세 이상,16,0,2,7,3,2,1,1,0,0,0,0,0
2021년07월_남_총인구수,"22,760","2,723","1,883","6,374","7,604","1,064","1,884","1,180",48,0,0,0,0
2021년07월_남_연령구간인구수,"22,760","2,723","1,883","6,374","7,604","1,064","1,884","1,180",48,0,0,0,0
2021년07월_남_0~9세,"1,620",203,194,387,540,84,119,93,0,0,0,0,0
2021년07월_남_10~19세,"1,918",257,134,534,708,54,161,68,2,0,0,0,0
2021년07월_남_20~29세,"3,533",376,327,"1,062","1,025",270,275,197,1,0,0,0,0
2021년07월_남_30~39세,"2,553",318,258,712,799,148,173,144,1,0,0,0,0
2021년07월_남_40~49세,"2,959",347,223,828,"1,037",111,293,115,5,0,0,0,0
2021년07월_남_50~59세,"3,731",468,243,"1,056","1,332",122,331,168,11,0,0,0,0
2021년07월_남_60~69세,"3,480",399,273,"1,006","1,161",135,287,213,6,0,0,0,0
2021년07월_남_70~79세,"2,038",251,143,534,705,98,163,132,12,0,0,0,0
2021년07월_남_80~89세,844,96,81,232,266,36,77,46,10,0,0,0,0
2021년07월_남_90~99세,80,8,7,20,31,5,5,4,0,0,0,0,0
2021년07월_남_100세 이상,4,0,0,3,0,1,0,0,0,0,0,0,0
2021년07월_여_총인구수,"21,072","2,614","1,644","5,516","7,525",849,"1,840","1,028",56,0,0,0,0
2021년07월_여_연령구간인구수,"21,072","2,614","1,644","5,516","7,525",849,"1,840","1,028",56,0,0,0,0
2021년07월_여_0~9세,"1,614",226,158,403,560,81,107,79,0,0,0,0,0
2021년07월_여_10~19세,"1,755",210,126,433,719,32,167,67,1,0,0,0,0
2021년07월_여_20~29세,"1,937",258,169,505,685,98,152,70,0,0,0,0,0
2021년07월_여_30~39세,"2,048",256,199,506,725,91,159,111,1,0,0,0,0
2021년07월_여_40~49세,"2,596",303,167,750,978,77,237,81,3,0,0,0,0
2021년07월_여_50~59세,"3,259",388,211,933,"1,158",103,298,161,7,0,0,0,0
2021년07월_여_60~69세,"3,548",426,245,935,"1,256",146,324,203,13,0,0,0,0
2021년07월_여_70~79세,"2,543",332,210,651,834,122,219,154,21,0,0,0,0
2021년07월_여_80~89세,"1,485",187,130,328,514,84,145,88,9,0,0,0,0
2021년07월_여_90~99세,275,28,27,68,93,14,31,13,1,0,0,0,0
2021년07월_여_100세 이상,12,0,2,4,3,1,1,1,0,0,0,0,0
2021년08월_계_총인구수,"43,691","5,316","3,531","11,846","15,084","1,883","3,715","2,212",104,0,0,0,0
2021년08월_계_연령구간인구수,"43,691","5,316","3,531","11,846","15,084","1,883","3,715","2,212",104,0,0,0,0
2021년08월_계_0~9세,"3,225",424,359,779,"1,099",162,230,172,0,0,0,0,0
2021년08월_계_10~19세,"3,651",463,257,956,"1,425",83,330,134,3,0,0,0,0
2021년08월_계_20~29세,"5,397",624,486,"1,549","1,690",356,420,271,1,0,0,0,0
2021년08월_계_30~39세,"4,584",581,469,"1,212","1,495",239,335,251,2,0,0,0,0
2021년08월_계_40~49세,"5,530",647,390,"1,573","2,011",181,525,195,8,0,0,0,0
2021년08월_계_50~59세,"6,969",851,452,"1,976","2,493",223,621,335,18,0,0,0,0
2021년08월_계_60~69세,"7,057",819,521,"1,955","2,429",284,614,417,18,0,0,0,0
2021년08월_계_70~79세,"4,563",579,351,"1,188","1,533",216,379,283,34,0,0,0,0
2021년08월_계_80~89세,"2,336",291,209,559,780,119,224,135,19,0,0,0,0
2021년08월_계_90~99세,363,37,35,91,126,19,36,18,1,0,0,0,0
2021년08월_계_100세 이상,16,0,2,8,3,1,1,1,0,0,0,0,0
2021년08월_남_총인구수,"22,693","2,709","1,885","6,352","7,587","1,050","1,877","1,185",48,0,0,0,0
2021년08월_남_연령구간인구수,"22,693","2,709","1,885","6,352","7,587","1,050","1,877","1,185",48,0,0,0,0
2021년08월_남_0~9세,"1,612",198,195,382,538,83,122,94,0,0,0,0,0
2021년08월_남_10~19세,"1,904",257,133,528,703,53,161,67,2,0,0,0,0
2021년08월_남_20~29세,"3,493",368,322,"1,054","1,018",262,269,199,1,0,0,0,0
2021년08월_남_30~39세,"2,554",321,264,710,794,150,172,142,1,0,0,0,0
2021년08월_남_40~49세,"2,946",345,222,825,"1,032",108,293,116,5,0,0,0,0
2021년08월_남_50~59세,"3,722",465,245,"1,045","1,337",120,329,170,11,0,0,0,0
2021년08월_남_60~69세,"3,493",397,273,"1,017","1,163",135,287,215,6,0,0,0,0
2021년08월_남_70~79세,"2,045",252,145,537,707,97,163,132,12,0,0,0,0
2021년08월_남_80~89세,838,98,79,230,263,36,76,46,10,0,0,0,0
2021년08월_남_90~99세,82,8,7,21,32,5,5,4,0,0,0,0,0
2021년08월_남_100세 이상,4,0,0,3,0,1,0,0,0,0,0,0,0
2021년08월_여_총인구수,"20,998","2,607","1,646","5,494","7,497",833,"1,838","1,027",56,0,0,0,0
2021년08월_여_연령구간인구수,"20,998","2,607","1,646","5,494","7,497",833,"1,838","1,027",56,0,0,0,0
2021년08월_여_0~9세,"1,613",226,164,397,561,79,108,78,0,0,0,0,0
2021년08월_여_10~19세,"1,747",206,124,428,722,30,169,67,1,0,0,0,0
2021년08월_여_20~29세,"1,904",256,164,495,672,94,151,72,0,0,0,0,0
2021년08월_여_30~39세,"2,030",260,205,502,701,89,163,109,1,0,0,0,0
2021년08월_여_40~49세,"2,584",302,168,748,979,73,232,79,3,0,0,0,0
2021년08월_여_50~59세,"3,247",386,207,931,"1,156",103,292,165,7,0,0,0,0
2021년08월_여_60~69세,"3,564",422,248,938,"1,266",149,327,202,12,0,0,0,0
2021년08월_여_70~79세,"2,518",327,206,651,826,119,216,151,22,0,0,0,0
2021년08월_여_80~89세,"1,498",193,130,329,517,83,148,89,9,0,0,0,0
2021년08월_여_90~99세,281,29,28,70,94,14,31,14,1,0,0,0,0
2021년08월_여_100세 이상,12,0,2,5,3,0,1,1,0,0,0,0,0
2021년09월_계_총인구수,"43,579","5,309","3,531","11,825","15,035","1,877","3,706","2,192",104,0,0,0,0
2021년09월_계_연령구간인구수,"43,579","5,309","3,531","11,825","15,035","1,877","3,706","2,192",104,0,0,0,0
2021년09월_계_0~9세,"3,228",419,360,778,"1,110",160,228,173,0,0,0,0,0
2021년09월_계_10~19세,"3,635",463,262,948,"1,417",81,329,132,3,0,0,0,0
2021년09월_계_20~29세,"5,319",614,486,"1,524","1,653",358,413,270,1,0,0,0,0
2021년09월_계_30~39세,"4,548",590,462,"1,218","1,470",239,321,246,2,0,0,0,0
2021년09월_계_40~49세,"5,523",643,394,"1,567","2,007",180,531,193,8,0,0,0,0
2021년09월_계_50~59세,"6,960",851,448,"1,976","2,488",222,625,333,17,0,0,0,0
2021년09월_계_60~69세,"7,086",818,523,"1,961","2,451",286,620,408,19,0,0,0,0
2021년09월_계_70~79세,"4,548",579,347,"1,191","1,524",213,380,281,33,0,0,0,0
2021년09월_계_80~89세,"2,349",294,212,564,783,118,221,137,20,0,0,0,0
2021년09월_계_90~99세,369,38,35,91,129,20,37,18,1,0,0,0,0
2021년09월_계_100세 이상,14,0,2,7,3,0,1,1,0,0,0,0,0
2021년09월_남_총인구수,"22,607","2,703","1,881","6,331","7,560","1,046","1,870","1,168",48,0,0,0,0
2021년09월_남_연령구간인구수,"22,607","2,703","1,881","6,331","7,560","1,046","1,870","1,168",48,0,0,0,0
2021년09월_남_0~9세,"1,598",196,193,382,533,81,120,93,0,0,0,0,0
2021년09월_남_10~19세,"1,896",256,137,520,704,52,158,67,2,0,0,0,0
2021년09월_남_20~29세,"3,442",362,323,"1,042",990,262,266,196,1,0,0,0,0
2021년09월_남_30~39세,"2,538",324,259,707,791,151,166,139,1,0,0,0,0
2021년09월_남_40~49세,"2,937",340,223,824,"1,029",107,295,114,5,0,0,0,0
2021년09월_남_50~59세,"3,715",464,241,"1,045","1,334",120,331,169,11,0,0,0,0
2021년09월_남_60~69세,"3,509",400,274,"1,019","1,174",136,291,209,6,0,0,0,0
2021년09월_남_70~79세,"2,035",251,142,536,705,96,162,132,11,0,0,0,0
2021년09월_남_80~89세,850,101,82,233,266,36,76,45,11,0,0,0,0
2021년09월_남_90~99세,85,9,7,21,34,5,5,4,0,0,0,0,0
2021년09월_남_100세 이상,2,0,0,2,0,0,0,0,0,0,0,0,0
2021년09월_여_총인구수,"20,972","2,606","1,650","5,494","7,475",831,"1,836","1,024",56,0,0,0,0
2021년09월_여_연령구간인구수,"20,972","2,606","1,650","5,494","7,475",831,"1,836","1,024",56,0,0,0,0
2021년09월_여_0~9세,"1,630",223,167,396,577,79,108,80,0,0,0,0,0
2021년09월_여_10~19세,"1,739",207,125,428,713,29,171,65,1,0,0,0,0
2021년09월_여_20~29세,"1,877",252,163,482,663,96,147,74,0,0,0,0,0
2021년09월_여_30~39세,"2,010",266,203,511,679,88,155,107,1,0,0,0,0
2021년09월_여_40~49세,"2,586",303,171,743,978,73,236,79,3,0,0,0,0
2021년09월_여_50~59세,"3,245",387,207,931,"1,154",102,294,164,6,0,0,0,0
2021년09월_여_60~69세,"3,577",418,249,942,"1,277",150,329,199,13,0,0,0,0
2021년09월_여_70~79세,"2,513",328,205,655,819,117,218,149,22,0,0,0,0
2021년09월_여_80~89세,"1,499",193,130,331,517,82,145,92,9,0,0,0,0
2021년09월_여_90~99세,284,29,28,70,95,15,32,14,1,0,0,0,0
2021년09월_여_100세 이상,12,0,2,5,3,0,1,1,0,0,0,0,0
2021년10월_계_총인구수,"43,489","5,279","3,512","11,840","15,005","1,875","3,699","2,177",102,0,0,0,0
2021년10월_계_연령구간인구수,"43,489","5,279","3,512","11,840","15,005","1,875","3,699","2,177",102,0,0,0,0
2021년10월_계_0~9세,"3,192",409,353,777,"1,099",160,224,170,0,0,0,0,0
2021년10월_계_10~19세,"3,633",469,265,944,"1,409",80,331,132,3,0,0,0,0
2021년10월_계_20~29세,"5,309",600,477,"1,536","1,658",362,411,264,1,0,0,0,0
2021년10월_계_30~39세,"4,524",587,458,"1,219","1,463",234,316,245,2,0,0,0,0
2021년10월_계_40~49세,"5,492",637,395,"1,555","1,992",180,534,191,8,0,0,0,0
2021년10월_계_50~59세,"6,941",854,445,"1,975","2,481",218,624,327,17,0,0,0,0
2021년10월_계_60~69세,"7,123",814,523,"1,980","2,466",288,622,411,19,0,0,0,0
2021년10월_계_70~79세,"4,514",578,344,"1,186","1,512",211,378,276,29,0,0,0,0
2021년10월_계_80~89세,"2,380",294,215,573,793,122,220,141,22,0,0,0,0
2021년10월_계_90~99세,367,37,35,88,129,20,38,19,1,0,0,0,0
2021년10월_계_100세 이상,14,0,2,7,3,0,1,1,0,0,0,0,0
2021년10월_남_총인구수,"22,552","2,686","1,871","6,337","7,545","1,041","1,870","1,155",47,0,0,0,0
2021년10월_남_연령구간인구수,"22,552","2,686","1,871","6,337","7,545","1,041","1,870","1,155",47,0,0,0,0
2021년10월_남_0~9세,"1,580",192,186,383,527,81,119,92,0,0,0,0,0
2021년10월_남_10~19세,"1,891",259,139,514,699,51,161,66,2,0,0,0,0
2021년10월_남_20~29세,"3,438",352,318,"1,051",995,264,266,191,1,0,0,0,0
2021년10월_남_30~39세,"2,521",321,258,705,791,145,163,137,1,0,0,0,0
2021년10월_남_40~49세,"2,913",337,224,816,"1,015",106,297,113,5,0,0,0,0
2021년10월_남_50~59세,"3,706",466,241,"1,045","1,331",118,331,163,11,0,0,0,0
2021년10월_남_60~69세,"3,536",400,274,"1,028","1,186",139,291,212,6,0,0,0,0
2021년10월_남_70~79세,"2,017",249,140,538,698,93,160,129,10,0,0,0,0
2021년10월_남_80~89세,865,101,84,236,270,39,76,48,11,0,0,0,0
2021년10월_남_90~99세,83,9,7,19,33,5,6,4,0,0,0,0,0
2021년10월_남_100세 이상,2,0,0,2,0,0,0,0,0,0,0,0,0
2021년10월_여_총인구수,"20,937","2,593","1,641","5,503","7,460",834,"1,829","1,022",55,0,0,0,0
2021년10월_여_연령구간인구수,"20,937","2,593","1,641","5,503","7,460",834,"1,829","1,022",55,0,0,0,0
2021년10월_여_0~9세,"1,612",217,167,394,572,79,105,78,0,0,0,0,0
2021년10월_여_10~19세,"1,742",210,126,430,710,29,170,66,1,0,0,0,0
2021년10월_여_20~29세,"1,871",248,159,485,663,98,145,73,0,0,0,0,0
2021년10월_여_30~39세,"2,003",266,200,514,672,89,153,108,1,0,0,0,0
2021년10월_여_40~49세,"2,579",300,171,739,977,74,237,78,3,0,0,0,0
2021년10월_여_50~59세,"3,235",388,204,930,"1,150",100,293,164,6,0,0,0,0
2021년10월_여_60~69세,"3,587",414,249,952,"1,280",149,331,199,13,0,0,0,0
2021년10월_여_70~79세,"2,497",329,204,648,814,118,218,147,19,0,0,0,0
2021년10월_여_80~89세,"1,515",193,131,337,523,83,144,93,11,0,0,0,0
2021년10월_여_90~99세,284,28,28,69,96,15,32,15,1,0,0,0,0
2021년10월_여_100세 이상,12,0,2,5,3,0,1,1,0,0,0,0,0
2021년11월_계_총인구수,"43,396","5,257","3,490","11,855","14,978","1,847","3,677","2,189",103,0,0,0,0
2021년11월_계_연령구간인구수,"43,396","5,257","3,490","11,855","14,978","1,847","3,677","2,189",103,0,0,0,0
2021년11월_계_0~9세,"3,169",409,348,774,"1,093",157,219,169,0,0,0,0,0
2021년11월_계_10~19세,"3,616",458,261,946,"1,409",79,326,134,3,0,0,0,0
2021년11월_계_20~29세,"5,270",593,469,"1,525","1,643",357,414,268,1,0,0,0,0
2021년11월_계_30~39세,"4,500",584,456,"1,215","1,456",231,311,245,2,0,0,0,0
2021년11월_계_40~49세,"5,499",631,401,"1,564","1,997",176,528,194,8,0,0,0,0
2021년11월_계_50~59세,"6,931",858,438,"1,984","2,468",217,618,331,17,0,0,0,0
2021년11월_계_60~69세,"7,159",816,525,"1,992","2,477",287,630,412,20,0,0,0,0
2021년11월_계_70~79세,"4,483",575,341,"1,179","1,508",205,372,274,29,0,0,0,0
2021년11월_계_80~89세,"2,396",294,219,582,799,118,220,142,22,0,0,0,0
2021년11월_계_90~99세,361,39,32,89,125,20,38,17,1,0,0,0,0
2021년11월_계_100세 이상,12,0,0,5,3,0,1,3,0,0,0,0,0
2021년11월_남_총인구수,"22,493","2,669","1,861","6,337","7,540","1,021","1,863","1,155",47,0,0,0,0
2021년11월_남_연령구간인구수,"22,493","2,669","1,861","6,337","7,540","1,021","1,863","1,155",47,0,0,0,0
2021년11월_남_0~9세,"1,560",192,183,381,520,77,118,89,0,0,0,0,0
2021년11월_남_10~19세,"1,886",252,138,515,702,50,160,67,2,0,0,0,0
2021년11월_남_20~29세,"3,411",348,311,"1,038",993,261,268,191,1,0,0,0,0
2021년11월_남_30~39세,"2,499",316,257,699,789,140,160,137,1,0,0,0,0
2021년11월_남_40~49세,"2,919",335,228,823,"1,019",103,293,113,5,0,0,0,0
2021년11월_남_50~59세,"3,702",467,237,"1,057","1,319",117,329,165,11,0,0,0,0
2021년11월_남_60~69세,"3,557",401,275,"1,031","1,197",139,295,213,6,0,0,0,0
2021년11월_남_70~79세,"2,001",249,141,531,694,92,157,127,10,0,0,0,0
2021년11월_남_80~89세,870,99,84,240,273,37,77,49,11,0,0,0,0
2021년11월_남_90~99세,86,10,7,20,34,5,6,4,0,0,0,0,0
2021년11월_남_100세 이상,2,0,0,2,0,0,0,0,0,0,0,0,0
2021년11월_여_총인구수,"20,903","2,588","1,629","5,518","7,438",826,"1,814","1,034",56,0,0,0,0
2021년11월_여_연령구간인구수,"20,903","2,588","1,629","5,518","7,438",826,"1,814","1,034",56,0,0,0,0
2021년11월_여_0~9세,"1,609",217,165,393,573,80,101,80,0,0,0,0,0
2021년11월_여_10~19세,"1,730",206,123,431,707,29,166,67,1,0,0,0,0
2021년11월_여_20~29세,"1,859",245,158,487,650,96,146,77,0,0,0,0,0
2021년11월_여_30~39세,"2,001",268,199,516,667,91,151,108,1,0,0,0,0
2021년11월_여_40~49세,"2,580",296,173,741,978,73,235,81,3,0,0,0,0
2021년11월_여_50~59세,"3,229",391,201,927,"1,149",100,289,166,6,0,0,0,0
2021년11월_여_60~69세,"3,602",415,250,961,"1,280",148,335,199,14,0,0,0,0
2021년11월_여_70~79세,"2,482",326,200,648,814,113,215,147,19,0,0,0,0
2021년11월_여_80~89세,"1,526",195,135,342,526,81,143,93,11,0,0,0,0
2021년11월_여_90~99세,275,29,25,69,91,15,32,13,1,0,0,0,0
2021년11월_여_100세 이상,10,0,0,3,3,0,1,3,0,0,0,0,0
2021년12월_계_총인구수,"43,340","5,262","3,476","11,855","14,941","1,841","3,671","2,190",104,0,0,0,0
2021년12월_계_연령구간인구수,"43,340","5,262","3,476","11,855","14,941","1,841","3,671","2,190",104,0,0,0,0
2021년12월_계_0~9세,"3,155",405,340,774,"1,090",153,221,172,0,0,0,0,0
2021년12월_계_10~19세,"3,629",461,260,955,"1,411",84,322,133,3,0,0,0,0
2021년12월_계_20~29세,"5,242",594,474,"1,509","1,630",352,419,263,1,0,0,0,0
2021년12월_계_30~39세,"4,496",586,453,"1,213","1,454",232,307,249,2,0,0,0,0
2021년12월_계_40~49세,"5,483",634,392,"1,566","1,992",176,522,192,9,0,0,0,0
2021년12월_계_50~59세,"6,929",858,441,"1,984","2,463",218,618,330,17,0,0,0,0
2021년12월_계_60~69세,"7,159",816,524,"1,999","2,469",284,635,412,20,0,0,0,0
2021년12월_계_70~79세,"4,468",572,340,"1,180","1,499",205,368,274,30,0,0,0,0
2021년12월_계_80~89세,"2,401",297,220,577,806,118,217,145,21,0,0,0,0
2021년12월_계_90~99세,365,39,32,93,124,19,40,17,1,0,0,0,0
2021년12월_계_100세 이상,13,0,0,5,3,0,2,3,0,0,0,0,0
2021년12월_남_총인구수,"22,453","2,666","1,858","6,326","7,523","1,019","1,858","1,155",48,0,0,0,0
2021년12월_남_연령구간인구수,"22,453","2,666","1,858","6,326","7,523","1,019","1,858","1,155",48,0,0,0,0
2021년12월_남_0~9세,"1,546",188,180,378,513,75,120,92,0,0,0,0,0
2021년12월_남_10~19세,"1,896",255,137,521,704,53,158,66,2,0,0,0,0
2021년12월_남_20~29세,"3,389",346,316,"1,032",983,258,269,184,1,0,0,0,0
2021년12월_남_30~39세,"2,496",318,256,691,790,142,157,141,1,0,0,0,0
2021년12월_남_40~49세,"2,905",335,223,818,"1,021",102,288,112,6,0,0,0,0
2021년12월_남_50~59세,"3,695",462,238,"1,053","1,317",119,331,164,11,0,0,0,0
2021년12월_남_60~69세,"3,563",405,275,"1,034","1,193",138,298,214,6,0,0,0,0
2021년12월_남_70~79세,"1,999",246,139,538,692,90,156,127,11,0,0,0,0
2021년12월_남_80~89세,871,100,87,238,275,37,73,51,10,0,0,0,0
2021년12월_남_90~99세,91,11,7,21,35,5,8,4,0,0,0,0,0
2021년12월_남_100세 이상,2,0,0,2,0,0,0,0,0,0,0,0,0
2021년12월_여_총인구수,"20,887","2,596","1,618","5,529","7,418",822,"1,813","1,035",56,0,0,0,0
2021년12월_여_연령구간인구수,"20,887","2,596","1,618","5,529","7,418",822,"1,813","1,035",56,0,0,0,0
2021년12월_여_0~9세,"1,609",217,160,396,577,78,101,80,0,0,0,0,0
2021년12월_여_10~19세,"1,733",206,123,434,707,31,164,67,1,0,0,0,0
2021년12월_여_20~29세,"1,853",248,158,477,647,94,150,79,0,0,0,0,0
2021년12월_여_30~39세,"2,000",268,197,522,664,90,150,108,1,0,0,0,0
2021년12월_여_40~49세,"2,578",299,169,748,971,74,234,80,3,0,0,0,0
2021년12월_여_50~59세,"3,234",396,203,931,"1,146",99,287,166,6,0,0,0,0
2021년12월_여_60~69세,"3,596",411,249,965,"1,276",146,337,198,14,0,0,0,0
2021년12월_여_70~79세,"2,469",326,201,642,807,115,212,147,19,0,0,0,0
2021년12월_여_80~89세,"1,530",197,133,339,531,81,144,94,11,0,0,0,0
2021년12월_여_90~99세,274,28,25,72,89,14,32,13,1,0,0,0,0
2021년12월_여_100세 이상,11,0,0,3,3,0,2,3,0,0,0,0,0
