카테고리,충청남도 홍성군,충청남도 홍성군 홍성읍,충청남도 홍성군 광천읍,충청남도 홍성군 홍북읍,충청남도 홍성군 금마면,충청남도 홍성군 홍동면,충청남도 홍성군 장곡면,충청남도 홍성군 은하면,충청남도 홍성군 결성면,충청남도 홍성군 서부면,충청남도 홍성군 갈산면,충청남도 홍성군 구항면
2021년04월_계_30~39세,"10,293","3,538",465,"5,045",199,192,140,91,94,139,195,195
2021년04월_계_40~49세,"14,399","6,020",785,"5,492",330,356,224,176,122,280,276,338
2021년04월_계_50~59세,"15,788","6,743","1,444","3,507",632,567,453,364,359,533,562,624
2021년04월_계_60~69세,"15,190","5,328","1,859","2,211",810,731,656,549,521,813,863,849
2021년04월_계_70~79세,"10,085","3,126","1,554","1,068",582,528,558,460,421,600,630,558
2021년04월_계_80~89세,"6,474","1,594",866,633,437,438,510,353,337,389,511,406
2021년04월_계_90~99세,896,219,123,90,67,48,46,72,44,63,74,50
2021년04월_계_100세 이상,25,8,6,1,0,2,0,0,2,4,1,1
2021년04월_남_총인구수,"49,627","18,838","4,139","14,434","1,785","1,725","1,404","1,158","1,030","1,585","1,777","1,752"
2021년04월_남_연령구간인구수,"49,627","18,838","4,139","14,434","1,785","1,725","1,404","1,158","1,030","1,585","1,777","1,752"
2021년04월_남_0~9세,"3,979","1,261",146,"2,255",50,76,38,21,8,34,46,44
2021년04월_남_10~19세,"4,893","2,188",293,"1,891",68,107,57,31,29,64,80,85
2021년04월_남_20~29세,"5,184","2,612",330,"1,361",135,151,84,79,74,121,122,115
2021년04월_남_30~39세,"5,327","1,842",258,"2,488",129,103,83,58,65,79,119,103
2021년04월_남_40~49세,"7,526","2,944",453,"2,809",205,198,139,114,83,183,189,209
2021년04월_남_50~59세,"8,264","3,461",735,"1,843",352,310,249,208,189,276,297,344
2021년04월_남_60~69세,"7,466","2,533",900,"1,063",423,383,324,283,256,407,442,452
2021년04월_남_70~79세,"4,492","1,386",678,494,250,244,235,217,191,265,274,258
2021년04월_남_80~89세,"2,272",551,310,215,156,143,182,131,127,139,185,133
2021년04월_남_90~99세,221,58,36,15,17,10,13,16,8,16,23,9
2021년04월_남_100세 이상,3,2,0,0,0,0,0,0,0,1,0,0
2021년04월_여_총인구수,"50,128","19,205","4,318","14,362","1,707","1,713","1,512","1,129","1,062","1,649","1,759","1,712"
2021년04월_여_연령구간인구수,"50,128","19,205","4,318","14,362","1,707","1,713","1,512","1,129","1,062","1,649","1,759","1,712"
2021년04월_여_0~9세,"3,642","1,178",134,"2,074",41,50,33,18,11,38,29,36
2021년04월_여_10~19세,"4,641","2,070",226,"1,825",53,115,59,30,34,73,68,88
2021년04월_여_20~29세,"4,266","2,158",226,"1,343",88,77,58,43,36,83,79,75
2021년04월_여_30~39세,"4,966","1,696",207,"2,557",70,89,57,33,29,60,76,92
2021년04월_여_40~49세,"6,873","3,076",332,"2,683",125,158,85,62,39,97,87,129
2021년04월_여_50~59세,"7,524","3,282",709,"1,664",280,257,204,156,170,257,265,280
2021년04월_여_60~69세,"7,724","2,795",959,"1,148",387,348,332,266,265,406,421,397
2021년04월_여_70~79세,"5,593","1,740",876,574,332,284,323,243,230,335,356,300
2021년04월_여_80~89세,"4,202","1,043",556,418,281,295,328,222,210,250,326,273
2021년04월_여_90~99세,675,161,87,75,50,38,33,56,36,47,51,41
2021년04월_여_100세 이상,22,6,6,1,0,2,0,0,2,3,1,1
2021년05월_계_총인구수,"99,757","38,007","8,446","28,850","3,497","3,431","2,908","2,284","2,089","3,233","3,534","3,478"
2021년05월_계_연령구간인구수,"99,757","38,007","8,446","28,850","3,497","3,431","2,908","2,284","2,089","3,233","3,534","3,478"
2021년05월_계_0~9세,"7,578","2,414",277,"4,319",93,120,71,38,20,71,74,81
2021년05월_계_10~19세,"9,542","4,255",525,"3,723",121,225,113,58,62,136,152,172
2021년05월_계_20~29세,"9,439","4,776",549,"2,705",221,223,143,125,109,198,198,192
2021년05월_계_30~39세,"10,249","3,517",460,"5,032",200,185,138,90,92,142,195,198
2021년05월_계_40~49세,"14,341","5,969",777,"5,506",322,356,227,175,124,277,277,331
2021년05월_계_50~59세,"15,806","6,765","1,445","3,542",631,565,447,356,353,524,551,627
2021년05월_계_60~69세,"15,303","5,360","1,872","2,225",823,735,659,556,520,828,871,854
2021년05월_계_70~79세,"10,092","3,127","1,553","1,068",581,526,557,465,425,600,626,564
2021년05월_계_80~89세,"6,477","1,601",858,636,437,442,506,350,338,390,514,405
2021년05월_계_90~99세,905,215,124,93,68,52,47,71,44,63,75,53
2021년05월_계_100세 이상,25,8,6,1,0,2,0,0,2,4,1,1
2021년05월_남_총인구수,"49,634","18,829","4,147","14,447","1,785","1,722","1,399","1,157","1,030","1,584","1,775","1,759"
2021년05월_남_연령구간인구수,"49,634","18,829","4,147","14,447","1,785","1,722","1,399","1,157","1,030","1,584","1,775","1,759"
2021년05월_남_0~9세,"3,954","1,239",147,"2,254",51,72,38,21,8,34,45,45
2021년05월_남_10~19세,"4,885","2,185",297,"1,884",68,109,54,28,29,62,82,87
2021년05월_남_20~29세,"5,203","2,626",329,"1,369",136,150,84,82,72,119,120,116
2021년05월_남_30~39세,"5,290","1,832",256,"2,471",128,98,81,57,64,80,120,103
2021년05월_남_40~49세,"7,491","2,916",452,"2,811",203,198,142,114,84,180,188,203
2021년05월_남_50~59세,"8,280","3,478",733,"1,859",349,310,245,204,185,275,296,346
2021년05월_남_60~69세,"7,530","2,550",915,"1,072",430,386,328,287,260,410,439,453
2021년05월_남_70~79세,"4,502","1,395",676,493,248,244,233,218,191,267,274,263
2021년05월_남_80~89세,"2,272",552,305,218,154,142,181,130,129,139,188,134
2021년05월_남_90~99세,224,54,37,16,18,13,13,16,8,17,23,9
2021년05월_남_100세 이상,3,2,0,0,0,0,0,0,0,1,0,0
2021년05월_여_총인구수,"50,123","19,178","4,299","14,403","1,712","1,709","1,509","1,127","1,059","1,649","1,759","1,719"
2021년05월_여_연령구간인구수,"50,123","19,178","4,299","14,403","1,712","1,709","1,509","1,127","1,059","1,649","1,759","1,719"
2021년05월_여_0~9세,"3,624","1,175",130,"2,065",42,48,33,17,12,37,29,36
2021년05월_여_10~19세,"4,657","2,070",228,"1,839",53,116,59,30,33,74,70,85
2021년05월_여_20~29세,"4,236","2,150",220,"1,336",85,73,59,43,37,79,78,76
2021년05월_여_30~39세,"4,959","1,685",204,"2,561",72,87,57,33,28,62,75,95
2021년05월_여_40~49세,"6,850","3,053",325,"2,695",119,158,85,61,40,97,89,128
2021년05월_여_50~59세,"7,526","3,287",712,"1,683",282,255,202,152,168,249,255,281
2021년05월_여_60~69세,"7,773","2,810",957,"1,153",393,349,331,269,260,418,432,401
2021년05월_여_70~79세,"5,590","1,732",877,575,333,282,324,247,234,333,352,301
2021년05월_여_80~89세,"4,205","1,049",553,418,283,300,325,220,209,251,326,271
2021년05월_여_90~99세,681,161,87,77,50,39,34,55,36,46,52,44
2021년05월_여_100세 이상,22,6,6,1,0,2,0,0,2,3,1,1
2021년06월_계_총인구수,"99,440","37,846","8,342","28,868","3,509","3,429","2,883","2,270","2,082","3,228","3,506","3,477"
2021년06월_계_연령구간인구수,"99,440","37,846","8,342","28,868","3,509","3,429","2,883","2,270","2,082","3,228","3,506","3,477"
2021년06월_계_0~9세,"7,570","2,396",278,"4,319",97,118,71,39,23,73,74,82
2021년06월_계_10~19세,"9,543","4,238",525,"3,739",121,230,111,58,59,140,151,171
2021년06월_계_20~29세,"9,404","4,771",546,"2,697",224,219,142,122,105,195,193,190
2021년06월_계_30~39세,"10,215","3,502",453,"5,022",202,183,136,91,91,140,194,201
2021년06월_계_40~49세,"14,290","5,938",756,"5,531",322,355,219,171,122,276,273,327
2021년06월_계_50~59세,"15,656","6,704","1,413","3,526",625,568,443,350,348,514,542,623
2021년06월_계_60~69세,"15,313","5,367","1,856","2,239",827,736,654,554,526,835,863,856
2021년06월_계_70~79세,"10,050","3,108","1,525","1,070",585,524,556,463,420,599,632,568
2021년06월_계_80~89세,"6,469","1,596",860,634,437,443,502,351,342,390,509,405
2021년06월_계_90~99세,905,217,124,90,69,51,49,71,45,62,74,53
2021년06월_계_100세 이상,25,9,6,1,0,2,0,0,1,4,1,1
2021년06월_남_총인구수,"49,522","18,772","4,119","14,451","1,795","1,721","1,381","1,151","1,029","1,586","1,758","1,759"
2021년06월_남_연령구간인구수,"49,522","18,772","4,119","14,451","1,795","1,721","1,381","1,151","1,029","1,586","1,758","1,759"
2021년06월_남_0~9세,"3,932","1,223",148,"2,246",52,70,38,21,9,35,45,45
2021년06월_남_10~19세,"4,894","2,178",295,"1,900",67,112,52,28,27,66,82,87
2021년06월_남_20~29세,"5,199","2,630",327,"1,377",140,145,85,77,70,118,117,113
2021년06월_남_30~39세,"5,272","1,830",255,"2,450",130,100,78,60,64,79,121,105
2021년06월_남_40~49세,"7,460","2,907",439,"2,822",200,195,136,112,83,182,182,202
2021년06월_남_50~59세,"8,227","3,452",725,"1,850",347,311,245,204,182,272,292,347
2021년06월_남_60~69세,"7,558","2,556",920,"1,081",433,388,324,286,265,415,434,456
2021년06월_남_70~79세,"4,498","1,390",669,497,253,246,232,217,191,266,276,261
2021년06월_남_80~89세,"2,257",550,305,213,155,141,177,129,130,137,187,133
2021년06월_남_90~99세,221,53,36,15,18,13,14,17,8,15,22,10
2021년06월_남_100세 이상,4,3,0,0,0,0,0,0,0,1,0,0
2021년06월_여_총인구수,"49,918","19,074","4,223","14,417","1,714","1,708","1,502","1,119","1,053","1,642","1,748","1,718"
2021년06월_여_연령구간인구수,"49,918","19,074","4,223","14,417","1,714","1,708","1,502","1,119","1,053","1,642","1,748","1,718"
2021년06월_여_0~9세,"3,638","1,173",130,"2,073",45,48,33,18,14,38,29,37
2021년06월_여_10~19세,"4,649","2,060",230,"1,839",54,118,59,30,32,74,69,84
2021년06월_여_20~29세,"4,205","2,141",219,"1,320",84,74,57,45,35,77,76,77
2021년06월_여_30~39세,"4,943","1,672",198,"2,572",72,83,58,31,27,61,73,96
2021년06월_여_40~49세,"6,830","3,031",317,"2,709",122,160,83,59,39,94,91,125
2021년06월_여_50~59세,"7,429","3,252",688,"1,676",278,257,198,146,166,242,250,276
2021년06월_여_60~69세,"7,755","2,811",936,"1,158",394,348,330,268,261,420,429,400
2021년06월_여_70~79세,"5,552","1,718",856,573,332,278,324,246,229,333,356,307
2021년06월_여_80~89세,"4,212","1,046",555,421,282,302,325,222,212,253,322,272
2021년06월_여_90~99세,684,164,88,75,51,38,35,54,37,47,52,43
2021년06월_여_100세 이상,21,6,6,1,0,2,0,0,1,3,1,1
2021년07월_계_총인구수,"99,425","37,857","8,322","28,883","3,503","3,427","2,875","2,272","2,090","3,224","3,501","3,471"
2021년07월_계_연령구간인구수,"99,425","37,857","8,322","28,883","3,503","3,427","2,875","2,272","2,090","3,224","3,501","3,471"
2021년07월_계_0~9세,"7,536","2,380",278,"4,314",93,115,68,38,24,72,74,80
2021년07월_계_10~19세,"9,534","4,231",525,"3,737",123,232,111,58,57,142,150,168
2021년07월_계_20~29세,"9,428","4,765",535,"2,732",226,216,143,126,107,189,192,197
2021년07월_계_30~39세,"10,169","3,493",448,"4,997",200,181,134,91,96,141,193,195
2021년07월_계_40~49세,"14,251","5,916",768,"5,519",318,352,219,174,120,278,265,322
2021년07월_계_50~59세,"15,645","6,716","1,401","3,537",622,568,434,347,345,508,538,629
2021년07월_계_60~69세,"15,390","5,404","1,856","2,253",829,743,659,553,532,831,874,856
2021년07월_계_70~79세,"10,061","3,133","1,512","1,069",587,526,555,463,420,598,632,566
2021년07월_계_80~89세,"6,479","1,592",871,634,435,441,503,347,344,399,509,404
2021년07월_계_90~99세,908,218,123,90,70,51,49,75,44,62,73,53
2021년07월_계_100세 이상,24,9,5,1,0,2,0,0,1,4,1,1
2021년07월_남_총인구수,"49,522","18,780","4,106","14,465","1,800","1,716","1,376","1,150","1,033","1,582","1,756","1,758"
2021년07월_남_연령구간인구수,"49,522","18,780","4,106","14,465","1,800","1,716","1,376","1,150","1,033","1,582","1,756","1,758"
2021년07월_남_0~9세,"3,911","1,211",150,"2,244",50,66,36,21,10,35,45,43
2021년07월_남_10~19세,"4,892","2,174",292,"1,901",68,113,53,28,26,67,84,86
2021년07월_남_20~29세,"5,216","2,635",317,"1,396",145,145,84,78,70,113,116,117
2021년07월_남_30~39세,"5,252","1,830",251,"2,440",129,99,78,59,66,80,118,102
2021년07월_남_40~49세,"7,428","2,891",446,"2,806",199,196,135,114,81,183,178,199
2021년07월_남_50~59세,"8,239","3,467",724,"1,857",346,310,240,204,179,265,293,354
2021년07월_남_60~69세,"7,583","2,560",920,"1,095",433,390,326,282,271,415,437,454
2021년07월_남_70~79세,"4,517","1,404",663,498,256,248,233,219,191,267,277,261
2021년07월_남_80~89세,"2,260",552,307,214,156,137,177,127,131,142,185,132
2021년07월_남_90~99세,220,53,36,14,18,12,14,18,8,14,23,10
2021년07월_남_100세 이상,4,3,0,0,0,0,0,0,0,1,0,0
2021년07월_여_총인구수,"49,903","19,077","4,216","14,418","1,703","1,711","1,499","1,122","1,057","1,642","1,745","1,713"
2021년07월_여_연령구간인구수,"49,903","19,077","4,216","14,418","1,703","1,711","1,499","1,122","1,057","1,642","1,745","1,713"
2021년07월_여_0~9세,"3,625","1,169",128,"2,070",43,49,32,17,14,37,29,37
2021년07월_여_10~19세,"4,642","2,057",233,"1,836",55,119,58,30,31,75,66,82
2021년07월_여_20~29세,"4,212","2,130",218,"1,336",81,71,59,48,37,76,76,80
2021년07월_여_30~39세,"4,917","1,663",197,"2,557",71,82,56,32,30,61,75,93
2021년07월_여_40~49세,"6,823","3,025",322,"2,713",119,156,84,60,39,95,87,123
2021년07월_여_50~59세,"7,406","3,249",677,"1,680",276,258,194,143,166,243,245,275
2021년07월_여_60~69세,"7,807","2,844",936,"1,158",396,353,333,271,261,416,437,402
2021년07월_여_70~79세,"5,544","1,729",849,571,331,278,322,244,229,331,355,305
2021년07월_여_80~89세,"4,219","1,040",564,420,279,304,326,220,213,257,324,272
2021년07월_여_90~99세,688,165,87,76,52,39,35,57,36,48,50,43
2021년07월_여_100세 이상,20,6,5,1,0,2,0,0,1,3,1,1
2021년08월_계_총인구수,"99,465","37,915","8,311","28,894","3,507","3,404","2,875","2,265","2,082","3,234","3,507","3,471"
2021년08월_계_연령구간인구수,"99,465","37,915","8,311","28,894","3,507","3,404","2,875","2,265","2,082","3,234","3,507","3,471"
2021년08월_계_0~9세,"7,490","2,366",278,"4,291",91,112,69,37,24,71,73,78
2021년08월_계_10~19세,"9,524","4,219",515,"3,761",123,228,109,57,55,143,146,168
2021년08월_계_20~29세,"9,434","4,788",536,"2,708",234,206,145,124,104,193,198,198
2021년08월_계_30~39세,"10,168","3,515",446,"4,964",203,184,135,87,98,143,196,197
2021년08월_계_40~49세,"14,222","5,902",764,"5,531",314,348,215,170,115,279,266,318
2021년08월_계_50~59세,"15,683","6,722","1,397","3,576",617,573,434,348,346,503,535,632
2021년08월_계_60~69세,"15,423","5,415","1,859","2,273",831,735,658,555,530,838,876,853
2021년08월_계_70~79세,"10,085","3,156","1,512","1,061",585,528,554,466,417,598,634,574
2021년08월_계_80~89세,"6,496","1,599",874,639,441,436,507,345,346,400,510,399
2021년08월_계_90~99세,915,224,125,89,67,52,49,76,46,62,72,53
2021년08월_계_100세 이상,25,9,5,1,1,2,0,0,1,4,1,1
2021년08월_남_총인구수,"49,537","18,801","4,104","14,465","1,803","1,707","1,381","1,144","1,028","1,587","1,757","1,760"
2021년08월_남_연령구간인구수,"49,537","18,801","4,104","14,465","1,803","1,707","1,381","1,144","1,028","1,587","1,757","1,760"
2021년08월_남_0~9세,"3,886","1,207",149,"2,230",49,65,36,20,10,35,44,41
2021년08월_남_10~19세,"4,892","2,165",289,"1,921",68,112,51,28,25,67,82,84
2021년08월_남_20~29세,"5,221","2,640",317,"1,392",151,137,85,76,68,115,121,119
2021년08월_남_30~39세,"5,246","1,842",248,"2,411",131,103,81,58,68,81,118,105
2021년08월_남_40~49세,"7,393","2,882",442,"2,800",196,192,134,110,77,182,180,198
2021년08월_남_50~59세,"8,259","3,463",726,"1,882",340,311,240,207,181,264,292,353
2021년08월_남_60~69세,"7,601","2,568",923,"1,105",436,388,327,279,268,417,434,456
2021년08월_남_70~79세,"4,550","1,424",666,494,256,251,231,222,191,269,281,265
2021년08월_남_80~89세,"2,267",555,307,217,159,135,182,126,131,142,184,129
2021년08월_남_90~99세,218,52,37,13,17,13,14,18,9,14,21,10
2021년08월_남_100세 이상,4,3,0,0,0,0,0,0,0,1,0,0
2021년08월_여_총인구수,"49,928","19,114","4,207","14,429","1,704","1,697","1,494","1,121","1,054","1,647","1,750","1,711"
2021년08월_여_연령구간인구수,"49,928","19,114","4,207","14,429","1,704","1,697","1,494","1,121","1,054","1,647","1,750","1,711"
2021년08월_여_0~9세,"3,604","1,159",129,"2,061",42,47,33,17,14,36,29,37
2021년08월_여_10~19세,"4,632","2,054",226,"1,840",55,116,58,29,30,76,64,84
2021년08월_여_20~29세,"4,213","2,148",219,"1,316",83,69,60,48,36,78,77,79
2021년08월_여_30~39세,"4,922","1,673",198,"2,553",72,81,54,29,30,62,78,92
2021년08월_여_40~49세,"6,829","3,020",322,"2,731",118,156,81,60,38,97,86,120
2021년08월_여_50~59세,"7,424","3,259",671,"1,694",277,262,194,141,165,239,243,279
2021년08월_여_60~69세,"7,822","2,847",936,"1,168",395,347,331,276,262,421,442,397
2021년08월_여_70~79세,"5,535","1,732",846,567,329,277,323,244,226,329,353,309
2021년08월_여_80~89세,"4,229","1,044",567,422,282,301,325,219,215,258,326,270
2021년08월_여_90~99세,697,172,88,76,50,39,35,58,37,48,51,43
2021년08월_여_100세 이상,21,6,5,1,1,2,0,0,1,3,1,1
2021년09월_계_총인구수,"99,399","37,801","8,303","29,032","3,502","3,393","2,853","2,268","2,074","3,214","3,492","3,467"
2021년09월_계_연령구간인구수,"99,399","37,801","8,303","29,032","3,502","3,393","2,853","2,268","2,074","3,214","3,492","3,467"
2021년09월_계_0~9세,"7,467","2,341",275,"4,294",91,114,68,38,22,70,73,81
2021년09월_계_10~19세,"9,508","4,197",518,"3,783",123,225,107,58,54,129,143,171
2021년09월_계_20~29세,"9,371","4,738",520,"2,727",229,204,139,123,101,193,201,196
2021년09월_계_30~39세,"10,117","3,502",448,"4,954",197,183,129,85,97,138,188,196
2021년09월_계_40~49세,"14,213","5,881",754,"5,558",309,354,217,170,115,275,266,314
2021년09월_계_50~59세,"15,696","6,720","1,396","3,620",618,566,427,349,340,498,528,634
2021년09월_계_60~69세,"15,446","5,413","1,864","2,304",830,731,658,556,533,842,874,841
2021년09월_계_70~79세,"10,102","3,162","1,510","1,061",588,526,553,465,419,605,633,580
2021년09월_계_80~89세,"6,525","1,612",886,640,448,436,506,348,345,396,508,400
2021년09월_계_90~99세,928,225,127,90,68,52,49,76,47,64,77,53
2021년09월_계_100세 이상,26,10,5,1,1,2,0,0,1,4,1,1
2021년09월_남_총인구수,"49,496","18,742","4,102","14,536","1,799","1,696","1,362","1,149","1,024","1,577","1,750","1,759"
2021년09월_남_연령구간인구수,"49,496","18,742","4,102","14,536","1,799","1,696","1,362","1,149","1,024","1,577","1,750","1,759"
2021년09월_남_0~9세,"3,881","1,195",147,"2,236",50,66,36,21,10,34,44,42
2021년09월_남_10~19세,"4,881","2,152",294,"1,924",69,111,49,29,25,62,81,85
2021년09월_남_20~29세,"5,189","2,617",311,"1,405",146,134,79,75,65,114,123,120
2021년09월_남_30~39세,"5,216","1,825",252,"2,405",128,104,78,59,67,80,113,105
2021년09월_남_40~49세,"7,380","2,876",432,"2,813",192,193,134,110,78,176,181,195
2021년09월_남_50~59세,"8,274","3,471",724,"1,910",338,307,234,208,179,261,285,357
2021년09월_남_60~69세,"7,614","2,565",927,"1,119",437,384,328,279,267,421,437,450
2021년09월_남_70~79세,"4,562","1,424",665,493,262,250,231,223,193,274,280,267
2021년09월_남_80~89세,"2,274",562,312,219,160,133,180,127,131,139,183,128
2021년09월_남_90~99세,221,52,38,12,17,14,13,18,9,15,23,10
2021년09월_남_100세 이상,4,3,0,0,0,0,0,0,0,1,0,0
2021년09월_여_총인구수,"49,903","19,059","4,201","14,496","1,703","1,697","1,491","1,119","1,050","1,637","1,742","1,708"
2021년09월_여_연령구간인구수,"49,903","19,059","4,201","14,496","1,703","1,697","1,491","1,119","1,050","1,637","1,742","1,708"
2021년09월_여_0~9세,"3,586","1,146",128,"2,058",41,48,32,17,12,36,29,39
2021년09월_여_10~19세,"4,627","2,045",224,"1,859",54,114,58,29,29,67,62,86
2021년09월_여_20~29세,"4,182","2,121",209,"1,322",83,70,60,48,36,79,78,76
2021년09월_여_30~39세,"4,901","1,677",196,"2,549",69,79,51,26,30,58,75,91
2021년09월_여_40~49세,"6,833","3,005",322,"2,745",117,161,83,60,37,99,85,119
2021년09월_여_50~59세,"7,422","3,249",672,"1,710",280,259,193,141,161,237,243,277
2021년09월_여_60~69세,"7,832","2,848",937,"1,185",393,347,330,277,266,421,437,391
2021년09월_여_70~79세,"5,540","1,738",845,568,326,276,322,242,226,331,353,313
2021년09월_여_80~89세,"4,251","1,050",574,421,288,303,326,221,214,257,325,272
2021년09월_여_90~99세,707,173,89,78,51,38,36,58,38,49,54,43
2021년09월_여_100세 이상,22,7,5,1,1,2,0,0,1,3,1,1
2021년10월_계_총인구수,"99,407","37,757","8,280","29,086","3,507","3,386","2,855","2,262","2,085","3,226","3,490","3,473"
2021년10월_계_연령구간인구수,"99,407","37,757","8,280","29,086","3,507","3,386","2,855","2,262","2,085","3,226","3,490","3,473"
2021년10월_계_0~9세,"7,437","2,315",272,"4,290",94,113,68,38,21,71,74,81
2021년10월_계_10~19세,"9,496","4,180",505,"3,800",123,220,108,60,55,131,141,173
2021년10월_계_20~29세,"9,337","4,720",512,"2,726",223,209,137,122,105,185,201,197
2021년10월_계_30~39세,"10,104","3,499",450,"4,955",194,179,131,82,95,141,183,195
2021년10월_계_40~49세,"14,219","5,869",752,"5,570",311,352,215,169,120,273,274,314
2021년10월_계_50~59세,"15,724","6,733","1,393","3,642",623,564,427,343,341,503,525,630
2021년10월_계_60~69세,"15,462","5,423","1,865","2,302",826,727,659,559,539,845,866,851
2021년10월_계_70~79세,"10,134","3,175","1,505","1,069",593,533,553,463,417,607,641,578
2021년10월_계_80~89세,"6,529","1,603",893,641,451,434,507,350,345,400,506,399
2021년10월_계_90~99세,937,230,128,88,68,53,50,76,46,66,78,54
2021년10월_계_100세 이상,28,10,5,3,1,2,0,0,1,4,1,1
2021년10월_남_총인구수,"49,522","18,730","4,091","14,578","1,797","1,696","1,359","1,145","1,028","1,585","1,748","1,765"
2021년10월_남_연령구간인구수,"49,522","18,730","4,091","14,578","1,797","1,696","1,359","1,145","1,028","1,585","1,748","1,765"
2021년10월_남_0~9세,"3,871","1,178",147,"2,244",51,64,36,22,10,32,44,43
2021년10월_남_10~19세,"4,887","2,157",288,"1,928",70,112,49,30,25,63,79,86
2021년10월_남_20~29세,"5,181","2,610",307,"1,412",141,136,79,74,67,110,123,122
2021년10월_남_30~39세,"5,199","1,821",257,"2,397",126,103,77,56,66,82,110,104
2021년10월_남_40~49세,"7,388","2,870",429,"2,828",193,193,135,109,81,174,184,192
2021년10월_남_50~59세,"8,302","3,482",722,"1,925",341,306,233,205,178,265,288,357
2021년10월_남_60~69세,"7,602","2,566",924,"1,114",433,380,325,282,269,426,430,453
2021년10월_남_70~79세,"4,588","1,427",666,498,267,254,234,221,192,276,284,269
2021년10월_남_80~89세,"2,272",559,313,220,158,133,178,129,131,140,183,128
2021년10월_남_90~99세,228,57,38,12,17,15,13,17,9,16,23,11
2021년10월_남_100세 이상,4,3,0,0,0,0,0,0,0,1,0,0
2021년10월_여_총인구수,"49,885","19,027","4,189","14,508","1,710","1,690","1,496","1,117","1,057","1,641","1,742","1,708"
2021년10월_여_연령구간인구수,"49,885","19,027","4,189","14,508","1,710","1,690","1,496","1,117","1,057","1,641","1,742","1,708"
2021년10월_여_0~9세,"3,566","1,137",125,"2,046",43,49,32,16,11,39,30,38
2021년10월_여_10~19세,"4,609","2,023",217,"1,872",53,108,59,30,30,68,62,87
2021년10월_여_20~29세,"4,156","2,110",205,"1,314",82,73,58,48,38,75,78,75
2021년10월_여_30~39세,"4,905","1,678",193,"2,558",68,76,54,26,29,59,73,91
2021년10월_여_40~49세,"6,831","2,999",323,"2,742",118,159,80,60,39,99,90,122
2021년10월_여_50~59세,"7,422","3,251",671,"1,717",282,258,194,138,163,238,237,273
2021년10월_여_60~69세,"7,860","2,857",941,"1,188",393,347,334,277,270,419,436,398
2021년10월_여_70~79세,"5,546","1,748",839,571,326,279,319,242,225,331,357,309
2021년10월_여_80~89세,"4,257","1,044",580,421,293,301,329,221,214,260,323,271
2021년10월_여_90~99세,709,173,90,76,51,38,37,59,37,50,55,43
2021년10월_여_100세 이상,24,7,5,3,1,2,0,0,1,3,1,1
2021년11월_계_총인구수,"99,336","37,705","8,274","29,083","3,502","3,402","2,846","2,244","2,072","3,222","3,502","3,484"
2021년11월_계_연령구간인구수,"99,336","37,705","8,274","29,083","3,502","3,402","2,846","2,244","2,072","3,222","3,502","3,484"
2021년11월_계_0~9세,"7,391","2,312",270,"4,262",92,113,68,34,20,70,73,77
2021년11월_계_10~19세,"9,490","4,166",504,"3,804",125,217,109,59,54,131,142,179
2021년11월_계_20~29세,"9,323","4,683",505,"2,751",221,220,134,121,100,186,199,203
2021년11월_계_30~39세,"10,073","3,492",457,"4,934",187,176,132,81,97,138,184,195
2021년11월_계_40~49세,"14,178","5,853",750,"5,554",309,349,214,167,117,275,275,315
2021년11월_계_50~59세,"15,736","6,727","1,389","3,666",628,562,425,340,334,505,529,631
2021년11월_계_60~69세,"15,504","5,449","1,865","2,307",824,740,656,558,541,837,872,855
2021년11월_계_70~79세,"10,130","3,173","1,507","1,077",595,535,549,459,414,607,636,578
2021년11월_계_80~89세,"6,544","1,609",897,635,452,434,509,351,347,404,513,393
2021년11월_계_90~99세,939,231,125,90,68,54,50,74,47,65,78,57
2021년11월_계_100세 이상,28,10,5,3,1,2,0,0,1,4,1,1
2021년11월_남_총인구수,"49,466","18,671","4,094","14,587","1,792","1,709","1,358","1,131","1,018","1,584","1,751","1,771"
2021년11월_남_연령구간인구수,"49,466","18,671","4,094","14,587","1,792","1,709","1,358","1,131","1,018","1,584","1,751","1,771"
2021년11월_남_0~9세,"3,850","1,180",148,"2,231",49,66,36,19,8,30,44,39
2021년11월_남_10~19세,"4,881","2,143",289,"1,936",72,110,47,29,24,64,79,88
2021년11월_남_20~29세,"5,157","2,581",302,"1,419",142,141,78,72,62,110,121,129
2021년11월_남_30~39세,"5,182","1,811",261,"2,389",120,103,78,56,68,81,113,102
2021년11월_남_40~49세,"7,363","2,865",427,"2,817",190,192,134,106,80,175,183,194
2021년11월_남_50~59세,"8,305","3,469",718,"1,938",346,306,234,202,177,267,288,360
2021년11월_남_60~69세,"7,633","2,582",927,"1,123",428,388,326,282,268,424,432,453
2021년11월_남_70~79세,"4,583","1,419",669,502,271,256,232,219,190,275,282,268
2021년11월_남_80~89세,"2,279",562,316,219,157,132,179,130,131,141,186,126
2021년11월_남_90~99세,228,55,37,13,17,15,14,16,10,16,23,12
2021년11월_남_100세 이상,5,4,0,0,0,0,0,0,0,1,0,0
2021년11월_여_총인구수,"49,870","19,034","4,180","14,496","1,710","1,693","1,488","1,113","1,054","1,638","1,751","1,713"
2021년11월_여_연령구간인구수,"49,870","19,034","4,180","14,496","1,710","1,693","1,488","1,113","1,054","1,638","1,751","1,713"
2021년11월_여_0~9세,"3,541","1,132",122,"2,031",43,47,32,15,12,40,29,38
