카테고리,경상북도 예천군,경상북도 예천군 예천읍,경상북도 예천군 용문면,경상북도 예천군 감천면,경상북도 예천군 보문면,경상북도 예천군 호명면,경상북도 예천군 유천면,경상북도 예천군 용궁면,경상북도 예천군 개포면,경상북도 예천군 지보면,경상북도 예천군 풍양면,경상북도 예천군 효자면,경상북도 예천군 은풍면
2021년05월_여_100세 이상,21,3,1,0,0,2,2,4,1,3,1,0,4
2021년06월_계_총인구수,"55,784","14,619","2,294","2,630","1,696","19,787","2,538","2,389","1,500","2,678","3,123","1,170","1,360"
2021년06월_계_연령구간인구수,"55,784","14,619","2,294","2,630","1,696","19,787","2,538","2,389","1,500","2,678","3,123","1,170","1,360"
2021년06월_계_0~9세,"4,554",767,62,47,58,"3,252",154,48,16,44,49,23,34
2021년06월_계_10~19세,"4,426","1,164",112,79,55,"2,457",112,84,37,81,116,53,76
2021년06월_계_20~29세,"4,094","1,315",87,137,51,"1,759",213,104,53,91,171,45,68
2021년06월_계_30~39세,"5,416","1,117",75,114,85,"3,365",209,97,41,109,117,37,50
2021년06월_계_40~49세,"7,169","1,848",170,151,114,"3,762",239,195,89,186,227,82,106
2021년06월_계_50~59세,"7,948","2,424",337,408,257,"2,371",321,347,205,385,479,207,207
2021년06월_계_60~69세,"9,699","2,908",518,705,425,"1,524",465,584,407,710,759,369,325
2021년06월_계_70~79세,"6,723","1,829",479,502,334,733,411,498,320,555,611,182,269
2021년06월_계_80~89세,"5,051","1,090",409,422,279,488,356,379,300,461,530,145,192
2021년06월_계_90~99세,682,154,44,64,38,74,56,49,31,53,63,27,29
2021년06월_계_100세 이상,22,3,1,1,0,2,2,4,1,3,1,0,4
2021년06월_남_총인구수,"27,398","7,218","1,156","1,311",835,"9,685","1,255","1,155",723,"1,320","1,492",576,672
2021년06월_남_연령구간인구수,"27,398","7,218","1,156","1,311",835,"9,685","1,255","1,155",723,"1,320","1,492",576,672
2021년06월_남_0~9세,"2,299",384,35,24,28,"1,644",81,24,5,23,24,11,16
2021년06월_남_10~19세,"2,349",645,70,42,34,"1,263",59,45,21,44,56,34,36
2021년06월_남_20~29세,"2,296",769,50,92,27,912,133,58,32,53,105,22,43
2021년06월_남_30~39세,"2,718",584,41,72,42,"1,575",119,57,25,72,82,17,32
2021년06월_남_40~49세,"3,878",993,110,106,79,"1,861",156,128,60,133,139,51,62
2021년06월_남_50~59세,"4,167","1,202",202,219,159,"1,173",190,191,126,225,257,101,122
2021년06월_남_60~69세,"4,847","1,386",279,376,229,752,217,283,213,364,380,203,165
2021년06월_남_70~79세,"3,012",833,213,217,139,341,182,221,136,253,267,92,118
2021년06월_남_80~89세,"1,704",396,146,146,87,155,106,137,102,146,172,39,72
2021년06월_남_90~99세,127,26,10,16,11,9,12,11,3,7,10,6,6
2021년06월_남_100세 이상,1,0,0,1,0,0,0,0,0,0,0,0,0
2021년06월_여_총인구수,"28,386","7,401","1,138","1,319",861,"10,102","1,283","1,234",777,"1,358","1,631",594,688
2021년06월_여_연령구간인구수,"28,386","7,401","1,138","1,319",861,"10,102","1,283","1,234",777,"1,358","1,631",594,688
2021년06월_여_0~9세,"2,255",383,27,23,30,"1,608",73,24,11,21,25,12,18
2021년06월_여_10~19세,"2,077",519,42,37,21,"1,194",53,39,16,37,60,19,40
2021년06월_여_20~29세,"1,798",546,37,45,24,847,80,46,21,38,66,23,25
2021년06월_여_30~39세,"2,698",533,34,42,43,"1,790",90,40,16,37,35,20,18
2021년06월_여_40~49세,"3,291",855,60,45,35,"1,901",83,67,29,53,88,31,44
2021년06월_여_50~59세,"3,781","1,222",135,189,98,"1,198",131,156,79,160,222,106,85
2021년06월_여_60~69세,"4,852","1,522",239,329,196,772,248,301,194,346,379,166,160
2021년06월_여_70~79세,"3,711",996,266,285,195,392,229,277,184,302,344,90,151
2021년06월_여_80~89세,"3,347",694,263,276,192,333,250,242,198,315,358,106,120
2021년06월_여_90~99세,555,128,34,48,27,65,44,38,28,46,53,21,23
2021년06월_여_100세 이상,21,3,1,0,0,2,2,4,1,3,1,0,4
2021년07월_계_총인구수,"55,845","14,613","2,291","2,623","1,690","19,858","2,542","2,400","1,500","2,679","3,115","1,171","1,363"
2021년07월_계_연령구간인구수,"55,845","14,613","2,291","2,623","1,690","19,858","2,542","2,400","1,500","2,679","3,115","1,171","1,363"
2021년07월_계_0~9세,"4,537",755,59,45,58,"3,256",153,46,16,44,48,22,35
2021년07월_계_10~19세,"4,442","1,169",110,78,53,"2,468",112,88,37,80,119,53,75
2021년07월_계_20~29세,"4,097","1,304",87,135,51,"1,771",218,105,54,90,168,44,70
2021년07월_계_30~39세,"5,408","1,114",76,112,84,"3,356",212,98,41,110,117,36,52
2021년07월_계_40~49세,"7,185","1,851",169,153,114,"3,779",233,198,88,184,230,81,105
2021년07월_계_50~59세,"7,955","2,413",333,409,257,"2,405",322,346,202,385,472,207,204
2021년07월_계_60~69세,"9,739","2,927",523,702,424,"1,527",467,589,409,712,763,374,322
2021년07월_계_70~79세,"6,725","1,833",475,503,334,732,411,500,320,554,607,183,273
2021년07월_계_80~89세,"5,055","1,091",413,420,277,488,356,377,300,466,529,144,194
2021년07월_계_90~99세,679,153,45,65,38,74,56,49,32,51,61,26,29
2021년07월_계_100세 이상,23,3,1,1,0,2,2,4,1,3,1,1,4
2021년07월_남_총인구수,"27,430","7,211","1,154","1,309",835,"9,721","1,262","1,163",723,"1,319","1,486",575,672
2021년07월_남_연령구간인구수,"27,430","7,211","1,154","1,309",835,"9,721","1,262","1,163",723,"1,319","1,486",575,672
2021년07월_남_0~9세,"2,293",378,33,24,28,"1,648",80,23,5,23,24,11,16
2021년07월_남_10~19세,"2,349",648,68,42,33,"1,263",59,47,21,44,56,34,34
2021년07월_남_20~29세,"2,305",762,51,90,28,923,139,58,33,52,103,21,45
2021년07월_남_30~39세,"2,710",580,41,71,42,"1,568",121,59,25,73,81,16,33
2021년07월_남_40~49세,"3,887",992,110,106,78,"1,877",155,129,60,132,138,49,61
2021년07월_남_50~59세,"4,164","1,206",200,220,160,"1,178",188,191,124,222,255,101,119
2021년07월_남_60~69세,"4,872","1,390",282,376,228,757,220,288,214,364,383,207,163
2021년07월_남_70~79세,"3,021",837,211,218,140,343,183,221,135,254,265,92,122
2021년07월_남_80~89세,"1,700",393,147,144,87,155,105,136,103,148,171,38,73
2021년07월_남_90~99세,127,25,11,17,11,9,12,11,3,7,10,5,6
2021년07월_남_100세 이상,2,0,0,1,0,0,0,0,0,0,0,1,0
2021년07월_여_총인구수,"28,415","7,402","1,137","1,314",855,"10,137","1,280","1,237",777,"1,360","1,629",596,691
2021년07월_여_연령구간인구수,"28,415","7,402","1,137","1,314",855,"10,137","1,280","1,237",777,"1,360","1,629",596,691
2021년07월_여_0~9세,"2,244",377,26,21,30,"1,608",73,23,11,21,24,11,19
2021년07월_여_10~19세,"2,093",521,42,36,20,"1,205",53,41,16,36,63,19,41
2021년07월_여_20~29세,"1,792",542,36,45,23,848,79,47,21,38,65,23,25
2021년07월_여_30~39세,"2,698",534,35,41,42,"1,788",91,39,16,37,36,20,19
2021년07월_여_40~49세,"3,298",859,59,47,36,"1,902",78,69,28,52,92,32,44
2021년07월_여_50~59세,"3,791","1,207",133,189,97,"1,227",134,155,78,163,217,106,85
2021년07월_여_60~69세,"4,867","1,537",241,326,196,770,247,301,195,348,380,167,159
2021년07월_여_70~79세,"3,704",996,264,285,194,389,228,279,185,300,342,91,151
2021년07월_여_80~89세,"3,355",698,266,276,190,333,251,241,197,318,358,106,121
2021년07월_여_90~99세,552,128,34,48,27,65,44,38,29,44,51,21,23
2021년07월_여_100세 이상,21,3,1,0,0,2,2,4,1,3,1,0,4
2021년08월_계_총인구수,"55,846","14,619","2,281","2,617","1,683","19,890","2,543","2,393","1,496","2,679","3,111","1,165","1,369"
2021년08월_계_연령구간인구수,"55,846","14,619","2,281","2,617","1,683","19,890","2,543","2,393","1,496","2,679","3,111","1,165","1,369"
2021년08월_계_0~9세,"4,506",748,59,45,58,"3,235",153,46,15,42,49,21,35
2021년08월_계_10~19세,"4,465","1,184",112,77,54,"2,481",110,86,35,81,117,53,75
2021년08월_계_20~29세,"4,091","1,296",86,131,50,"1,778",217,105,55,94,167,41,71
2021년08월_계_30~39세,"5,389","1,105",75,112,84,"3,351",212,97,39,111,117,34,52
2021년08월_계_40~49세,"7,171","1,856",168,153,113,"3,764",232,200,87,183,231,79,105
2021년08월_계_50~59세,"7,955","2,415",332,404,254,"2,431",321,335,201,384,463,209,206
2021년08월_계_60~69세,"9,761","2,925",518,702,423,"1,549",471,591,410,710,766,373,323
2021년08월_계_70~79세,"6,748","1,841",472,504,333,737,413,502,320,559,609,184,274
2021년08월_계_80~89세,"5,054","1,091",414,423,277,489,354,378,299,460,529,145,195
2021년08월_계_90~99세,682,155,44,65,37,73,57,49,34,52,62,25,29
2021년08월_계_100세 이상,24,3,1,1,0,2,3,4,1,3,1,1,4
2021년08월_남_총인구수,"27,439","7,214","1,145","1,305",830,"9,749","1,262","1,160",721,"1,320","1,482",573,678
2021년08월_남_연령구간인구수,"27,439","7,214","1,145","1,305",830,"9,749","1,262","1,160",721,"1,320","1,482",573,678
2021년08월_남_0~9세,"2,288",377,33,24,27,"1,648",80,23,5,21,24,10,16
2021년08월_남_10~19세,"2,347",649,67,41,34,"1,265",58,45,19,45,55,35,34
2021년08월_남_20~29세,"2,312",765,50,89,29,925,139,58,34,56,103,19,45
2021년08월_남_30~39세,"2,697",573,40,70,42,"1,568",119,60,23,73,81,15,33
2021년08월_남_40~49세,"3,868",992,108,106,78,"1,860",155,131,60,132,138,47,61
2021년08월_남_50~59세,"4,176","1,212",200,217,157,"1,200",188,184,124,219,250,104,121
2021년08월_남_60~69세,"4,888","1,387",279,376,229,770,223,290,215,367,381,206,165
2021년08월_남_70~79세,"3,036",842,212,218,138,346,185,221,135,254,268,93,124
2021년08월_남_80~89세,"1,698",392,145,146,87,158,103,137,102,146,171,38,73
2021년08월_남_90~99세,127,25,11,17,9,9,12,11,4,7,11,5,6
2021년08월_남_100세 이상,2,0,0,1,0,0,0,0,0,0,0,1,0
2021년08월_여_총인구수,"28,407","7,405","1,136","1,312",853,"10,141","1,281","1,233",775,"1,359","1,629",592,691
2021년08월_여_연령구간인구수,"28,407","7,405","1,136","1,312",853,"10,141","1,281","1,233",775,"1,359","1,629",592,691
2021년08월_여_0~9세,"2,218",371,26,21,31,"1,587",73,23,10,21,25,11,19
2021년08월_여_10~19세,"2,118",535,45,36,20,"1,216",52,41,16,36,62,18,41
2021년08월_여_20~29세,"1,779",531,36,42,21,853,78,47,21,38,64,22,26
2021년08월_여_30~39세,"2,692",532,35,42,42,"1,783",93,37,16,38,36,19,19
2021년08월_여_40~49세,"3,303",864,60,47,35,"1,904",77,69,27,51,93,32,44
2021년08월_여_50~59세,"3,779","1,203",132,187,97,"1,231",133,151,77,165,213,105,85
2021년08월_여_60~69세,"4,873","1,538",239,326,194,779,248,301,195,343,385,167,158
2021년08월_여_70~79세,"3,712",999,260,286,195,391,228,281,185,305,341,91,150
2021년08월_여_80~89세,"3,356",699,269,277,190,331,251,241,197,314,358,107,122
2021년08월_여_90~99세,555,130,33,48,28,64,45,38,30,45,51,20,23
2021년08월_여_100세 이상,22,3,1,0,0,2,3,4,1,3,1,0,4
2021년09월_계_총인구수,"55,802","14,591","2,274","2,608","1,681","19,906","2,552","2,390","1,498","2,670","3,100","1,163","1,369"
2021년09월_계_연령구간인구수,"55,802","14,591","2,274","2,608","1,681","19,906","2,552","2,390","1,498","2,670","3,100","1,163","1,369"
2021년09월_계_0~9세,"4,501",741,62,43,57,"3,243",152,45,15,41,46,20,36
2021년09월_계_10~19세,"4,473","1,178",113,76,54,"2,491",110,86,35,83,118,54,75
2021년09월_계_20~29세,"4,047","1,289",81,128,49,"1,750",228,102,54,92,164,40,70
2021년09월_계_30~39세,"5,361","1,101",74,111,83,"3,339",206,97,39,111,116,33,51
2021년09월_계_40~49세,"7,175","1,848",167,153,110,"3,775",233,202,88,184,233,78,104
2021년09월_계_50~59세,"7,949","2,409",330,403,250,"2,459",317,334,201,377,457,207,205
2021년09월_계_60~69세,"9,773","2,932",516,699,429,"1,547",475,589,410,711,766,375,324
2021년09월_계_70~79세,"6,749","1,838",472,505,333,739,414,498,323,559,610,183,275
2021년09월_계_80~89세,"5,070","1,098",414,423,279,491,357,384,297,459,526,145,197
2021년09월_계_90~99세,680,154,44,66,37,70,57,49,35,50,63,27,28
2021년09월_계_100세 이상,24,3,1,1,0,2,3,4,1,3,1,1,4
2021년09월_남_총인구수,"27,415","7,194","1,144","1,296",829,"9,753","1,269","1,160",722,"1,314","1,484",573,677
2021년09월_남_연령구간인구수,"27,415","7,194","1,144","1,296",829,"9,753","1,269","1,160",722,"1,314","1,484",573,677
2021년09월_남_0~9세,"2,290",376,33,23,26,"1,652",80,23,5,21,24,10,17
2021년09월_남_10~19세,"2,355",652,67,38,34,"1,273",57,44,19,46,56,35,34
2021년09월_남_20~29세,"2,286",752,49,84,28,916,147,58,33,54,103,19,43
2021년09월_남_30~39세,"2,685",572,41,71,41,"1,561",117,60,23,73,80,14,32
2021년09월_남_40~49세,"3,857",986,106,107,75,"1,857",155,131,61,133,140,46,60
2021년09월_남_50~59세,"4,181","1,210",203,216,157,"1,214",184,186,125,213,248,105,120
2021년09월_남_60~69세,"4,899","1,392",277,374,233,767,229,287,216,368,383,206,167
2021년09월_남_70~79세,"3,027",835,212,220,139,342,183,221,135,253,271,93,123
2021년09월_남_80~89세,"1,706",393,146,145,87,162,105,139,101,146,169,38,75
2021년09월_남_90~99세,127,26,10,17,9,9,12,11,4,7,10,6,6
2021년09월_남_100세 이상,2,0,0,1,0,0,0,0,0,0,0,1,0
2021년09월_여_총인구수,"28,387","7,397","1,130","1,312",852,"10,153","1,283","1,230",776,"1,356","1,616",590,692
2021년09월_여_연령구간인구수,"28,387","7,397","1,130","1,312",852,"10,153","1,283","1,230",776,"1,356","1,616",590,692
2021년09월_여_0~9세,"2,211",365,29,20,31,"1,591",72,22,10,20,22,10,19
2021년09월_여_10~19세,"2,118",526,46,38,20,"1,218",53,42,16,37,62,19,41
2021년09월_여_20~29세,"1,761",537,32,44,21,834,81,44,21,38,61,21,27
2021년09월_여_30~39세,"2,676",529,33,40,42,"1,778",89,37,16,38,36,19,19
2021년09월_여_40~49세,"3,318",862,61,46,35,"1,918",78,71,27,51,93,32,44
2021년09월_여_50~59세,"3,768","1,199",127,187,93,"1,245",133,148,76,164,209,102,85
2021년09월_여_60~69세,"4,874","1,540",239,325,196,780,246,302,194,343,383,169,157
2021년09월_여_70~79세,"3,722","1,003",260,285,194,397,231,277,188,306,339,90,152
2021년09월_여_80~89세,"3,364",705,268,278,192,329,252,245,196,313,357,107,122
2021년09월_여_90~99세,553,128,34,49,28,61,45,38,31,43,53,21,22
2021년09월_여_100세 이상,22,3,1,0,0,2,3,4,1,3,1,0,4
2021년10월_계_총인구수,"55,809","14,576","2,269","2,595","1,696","19,933","2,550","2,386","1,499","2,686","3,095","1,158","1,366"
2021년10월_계_연령구간인구수,"55,809","14,576","2,269","2,595","1,696","19,933","2,550","2,386","1,499","2,686","3,095","1,158","1,366"
2021년10월_계_0~9세,"4,487",738,60,43,60,"3,237",153,43,15,40,44,19,35
2021년10월_계_10~19세,"4,480","1,183",113,75,54,"2,499",114,87,35,82,112,54,72
2021년10월_계_20~29세,"4,042","1,281",80,127,51,"1,751",226,103,54,92,166,41,70
2021년10월_계_30~39세,"5,324","1,099",73,105,83,"3,317",202,94,38,113,117,32,51
2021년10월_계_40~49세,"7,209","1,852",166,152,114,"3,809",234,199,87,186,231,76,103
2021년10월_계_50~59세,"7,934","2,401",325,398,253,"2,460",317,333,200,380,460,202,205
2021년10월_계_60~69세,"9,792","2,918",520,705,429,"1,559",471,592,411,719,761,380,327
2021년10월_계_70~79세,"6,749","1,844",476,500,331,737,414,500,318,564,607,184,274
2021년10월_계_80~89세,"5,075","1,097",411,421,284,491,358,383,305,458,532,140,195
2021년10월_계_90~99세,694,160,45,68,37,70,58,48,35,49,65,29,30
2021년10월_계_100세 이상,23,3,0,1,0,3,3,4,1,3,0,1,4
2021년10월_남_총인구수,"27,405","7,182","1,140","1,291",840,"9,745","1,264","1,161",726,"1,324","1,482",575,675
2021년10월_남_연령구간인구수,"27,405","7,182","1,140","1,291",840,"9,745","1,264","1,161",726,"1,324","1,482",575,675
2021년10월_남_0~9세,"2,278",377,31,23,27,"1,644",80,24,5,20,22,9,16
2021년10월_남_10~19세,"2,362",653,67,37,34,"1,282",57,45,19,46,54,35,33
2021년10월_남_20~29세,"2,266",751,48,83,31,899,144,58,34,53,102,20,43
2021년10월_남_30~39세,"2,672",572,40,67,42,"1,555",114,58,23,73,81,14,33
2021년10월_남_40~49세,"3,868",988,105,104,77,"1,871",154,130,60,134,140,46,59
2021년10월_남_50~59세,"4,171","1,201",202,215,159,"1,208",185,187,125,214,250,105,120
2021년10월_남_60~69세,"4,913","1,388",279,378,233,772,230,287,217,373,381,207,168
2021년10월_남_70~79세,"3,027",834,212,219,140,341,179,223,135,258,270,94,122
2021년10월_남_80~89세,"1,714",392,146,146,88,163,109,138,104,146,170,38,74
2021년10월_남_90~99세,132,26,10,18,9,10,12,11,4,7,12,6,7
2021년10월_남_100세 이상,2,0,0,1,0,0,0,0,0,0,0,1,0
2021년10월_여_총인구수,"28,404","7,394","1,129","1,304",856,"10,188","1,286","1,225",773,"1,362","1,613",583,691
2021년10월_여_연령구간인구수,"28,404","7,394","1,129","1,304",856,"10,188","1,286","1,225",773,"1,362","1,613",583,691
2021년10월_여_0~9세,"2,209",361,29,20,33,"1,593",73,19,10,20,22,10,19
2021년10월_여_10~19세,"2,118",530,46,38,20,"1,217",57,42,16,36,58,19,39
2021년10월_여_20~29세,"1,776",530,32,44,20,852,82,45,20,39,64,21,27
2021년10월_여_30~39세,"2,652",527,33,38,41,"1,762",88,36,15,40,36,18,18
2021년10월_여_40~49세,"3,341",864,61,48,37,"1,938",80,69,27,52,91,30,44
2021년10월_여_50~59세,"3,763","1,200",123,183,94,"1,252",132,146,75,166,210,97,85
2021년10월_여_60~69세,"4,879","1,530",241,327,196,787,241,305,194,346,380,173,159
2021년10월_여_70~79세,"3,722","1,010",264,281,191,396,235,277,183,306,337,90,152
2021년10월_여_80~89세,"3,361",705,265,275,196,328,249,245,201,312,362,102,121
2021년10월_여_90~99세,562,134,35,50,28,60,46,37,31,42,53,23,23
2021년10월_여_100세 이상,21,3,0,0,0,3,3,4,1,3,0,0,4
2021년11월_계_총인구수,"55,824","14,566","2,272","2,599","1,691","19,947","2,555","2,383","1,501","2,691","3,089","1,162","1,368"
2021년11월_계_연령구간인구수,"55,824","14,566","2,272","2,599","1,691","19,947","2,555","2,383","1,501","2,691","3,089","1,162","1,368"
2021년11월_계_0~9세,"4,475",735,57,45,58,"3,233",151,40,15,42,45,19,35
2021년11월_계_10~19세,"4,478","1,184",113,75,56,"2,501",112,88,35,80,109,54,71
2021년11월_계_20~29세,"4,056","1,288",75,127,52,"1,755",230,105,53,94,164,41,72
2021년11월_계_30~39세,"5,305","1,080",75,105,81,"3,319",200,93,39,114,114,34,51
2021년11월_계_40~49세,"7,220","1,858",169,152,110,"3,826",234,194,85,184,230,75,103
2021년11월_계_50~59세,"7,926","2,395",320,398,254,"2,446",321,338,200,385,461,206,202
2021년11월_계_60~69세,"9,794","2,912",527,708,429,"1,561",472,587,415,718,756,379,330
2021년11월_계_70~79세,"6,755","1,852",479,496,328,745,412,498,314,560,614,187,270
2021년11월_계_80~89세,"5,082","1,097",410,420,285,485,361,386,308,463,529,138,200
2021년11월_계_90~99세,710,162,47,72,38,73,59,50,36,48,67,28,30
2021년11월_계_100세 이상,23,3,0,1,0,3,3,4,1,3,0,1,4
2021년11월_남_총인구수,"27,414","7,167","1,141","1,293",833,"9,759","1,271","1,164",727,"1,324","1,477",579,679
2021년11월_남_연령구간인구수,"27,414","7,167","1,141","1,293",833,"9,759","1,271","1,164",727,"1,324","1,477",579,679
2021년11월_남_0~9세,"2,276",374,30,24,26,"1,645",79,23,5,21,23,9,17
2021년11월_남_10~19세,"2,363",653,68,37,35,"1,285",56,45,19,45,53,35,32
2021년11월_남_20~29세,"2,273",750,45,82,31,906,148,60,34,53,99,20,45
2021년11월_남_30~39세,"2,663",564,40,68,40,"1,557",114,58,23,72,79,15,33
2021년11월_남_40~49세,"3,871",993,107,103,73,"1,875",157,128,57,134,140,45,59
2021년11월_남_50~59세,"4,168","1,197",198,215,161,"1,200",186,189,126,218,251,107,120
2021년11월_남_60~69세,"4,917","1,386",283,380,232,775,231,285,219,369,380,208,169
2021년11월_남_70~79세,"3,026",833,214,217,138,345,179,224,134,257,270,95,120
2021년11월_남_80~89세,"1,718",387,145,148,88,160,110,141,106,148,170,38,77
2021년11월_남_90~99세,137,30,11,18,9,11,11,11,4,7,12,6,7
2021년11월_남_100세 이상,2,0,0,1,0,0,0,0,0,0,0,1,0
2021년11월_여_총인구수,"28,410","7,399","1,131","1,306",858,"10,188","1,284","1,219",774,"1,367","1,612",583,689
2021년11월_여_연령구간인구수,"28,410","7,399","1,131","1,306",858,"10,188","1,284","1,219",774,"1,367","1,612",583,689
2021년11월_여_0~9세,"2,199",361,27,21,32,"1,588",72,17,10,21,22,10,18
2021년11월_여_10~19세,"2,115",531,45,38,21,"1,216",56,43,16,35,56,19,39
2021년11월_여_20~29세,"1,783",538,30,45,21,849,82,45,19,41,65,21,27
2021년11월_여_30~39세,"2,642",516,35,37,41,"1,762",86,35,16,42,35,19,18
2021년11월_여_40~49세,"3,349",865,62,49,37,"1,951",77,66,28,50,90,30,44
2021년11월_여_50~59세,"3,758","1,198",122,183,93,"1,246",135,149,74,167,210,99,82
2021년11월_여_60~69세,"4,877","1,526",244,328,197,786,241,302,196,349,376,171,161
2021년11월_여_70~79세,"3,729","1,019",265,279,190,400,233,274,180,303,344,92,150
2021년11월_여_80~89세,"3,364",710,265,272,197,325,251,245,202,315,359,100,123
2021년11월_여_90~99세,573,132,36,54,29,62,48,39,32,41,55,22,23
2021년11월_여_100세 이상,21,3,0,0,0,3,3,4,1,3,0,0,4
2021년12월_계_총인구수,"55,739","14,548","2,268","2,604","1,672","19,948","2,535","2,379","1,494","2,683","3,078","1,160","1,370"
2021년12월_계_연령구간인구수,"55,739","14,548","2,268","2,604","1,672","19,948","2,535","2,379","1,494","2,683","3,078","1,160","1,370"
2021년12월_계_0~9세,"4,450",730,56,49,57,"3,216",149,38,15,40,47,18,35
2021년12월_계_10~19세,"4,455","1,173",110,73,52,"2,509",113,83,34,75,107,55,71
2021년12월_계_20~29세,"4,031","1,290",75,126,52,"1,747",220,106,52,94,160,36,73
2021년12월_계_30~39세,"5,272","1,076",71,108,80,"3,310",190,92,38,113,112,34,48
2021년12월_계_40~49세,"7,225","1,849",170,152,111,"3,842",234,193,85,184,228,75,102
2021년12월_계_50~59세,"7,901","2,380",320,399,253,"2,443",320,339,199,387,452,208,201
2021년12월_계_60~69세,"9,803","2,917",527,707,426,"1,574",467,586,415,709,761,381,333
2021년12월_계_70~79세,"6,746","1,864",480,492,319,739,415,498,312,568,600,186,273
2021년12월_계_80~89세,"5,114","1,101",412,424,283,490,366,387,309,461,543,138,200
2021년12월_계_90~99세,718,165,47,73,39,74,58,54,34,49,68,28,29
2021년12월_계_100세 이상,24,3,0,1,0,4,3,3,1,3,0,1,5
2021년12월_남_총인구수,"27,391","7,169","1,137","1,295",827,"9,762","1,263","1,160",724,"1,319","1,475",581,679
2021년12월_남_연령구간인구수,"27,391","7,169","1,137","1,295",827,"9,762","1,263","1,160",724,"1,319","1,475",581,679
2021년12월_남_0~9세,"2,262",371,30,26,26,"1,633",81,20,5,20,24,9,17
2021년12월_남_10~19세,"2,354",650,65,35,33,"1,292",56,41,18,44,53,35,32
2021년12월_남_20~29세,"2,266",752,46,80,31,904,145,61,33,53,97,18,46
2021년12월_남_30~39세,"2,652",560,39,71,41,"1,554",111,57,23,73,77,16,30
2021년12월_남_40~49세,"3,874",992,106,104,73,"1,887",153,127,56,131,141,45,59
2021년12월_남_50~59세,"4,155","1,188",199,212,162,"1,197",186,191,126,219,246,109,120
2021년12월_남_60~69세,"4,924","1,395",278,382,232,780,227,283,220,363,383,209,172
2021년12월_남_70~79세,"3,024",843,216,216,133,342,179,226,133,263,260,94,119
2021년12월_남_80~89세,"1,736",387,146,150,85,163,114,140,106,147,182,39,77
2021년12월_남_90~99세,143,31,12,19,11,10,11,14,4,6,12,6,7
2021년12월_남_100세 이상,1,0,0,0,0,0,0,0,0,0,0,1,0
2021년12월_여_총인구수,"28,348","7,379","1,131","1,309",845,"10,186","1,272","1,219",770,"1,364","1,603",579,691
2021년12월_여_연령구간인구수,"28,348","7,379","1,131","1,309",845,"10,186","1,272","1,219",770,"1,364","1,603",579,691
2021년12월_여_0~9세,"2,188",359,26,23,31,"1,583",68,18,10,20,23,9,18
2021년12월_여_10~19세,"2,101",523,45,38,19,"1,217",57,42,16,31,54,20,39
2021년12월_여_20~29세,"1,765",538,29,46,21,843,75,45,19,41,63,18,27
2021년12월_여_30~39세,"2,620",516,32,37,39,"1,756",79,35,15,40,35,18,18
2021년12월_여_40~49세,"3,351",857,64,48,38,"1,955",81,66,29,53,87,30,43
2021년12월_여_50~59세,"3,746","1,192",121,187,91,"1,246",134,148,73,168,206,99,81
2021년12월_여_60~69세,"4,879","1,522",249,325,194,794,240,303,195,346,378,172,161
2021년12월_여_70~79세,"3,722","1,021",264,276,186,397,236,272,179,305,340,92,154
2021년12월_여_80~89세,"3,378",714,266,274,198,327,252,247,203,314,361,99,123
2021년12월_여_90~99세,575,134,35,54,28,64,47,40,30,43,56,22,22
2021년12월_여_100세 이상,23,3,0,1,0,4,3,3,1,3,0,0,5
