카테고리,충청남도 서천군,충청남도 서천군 장항읍,충청남도 서천군 서천읍,충청남도 서천군 마서면,충청남도 서천군 화양면,충청남도 서천군 기산면,충청남도 서천군 한산면,충청남도 서천군 마산면,충청남도 서천군 시초면,충청남도 서천군 문산면,충청남도 서천군 판교면,충청남도 서천군 종천면,충청남도 서천군 비인면,충청남도 서천군 서면
2021년03월_남_20~29세,"2,186",588,732,160,58,52,67,54,31,25,51,64,126,178
2021년03월_남_30~39세,"1,889",461,543,175,71,35,67,45,39,30,58,64,85,216
2021년03월_남_40~49세,"3,103",797,925,300,98,92,115,58,45,63,83,82,149,296
2021년03월_남_50~59세,"4,569","1,080","1,183",458,153,131,199,111,105,108,171,177,263,430
2021년03월_남_60~69세,"5,049",949,"1,004",542,265,183,253,177,155,151,276,251,343,500
2021년03월_남_70~79세,"3,582",631,633,402,208,161,223,131,107,142,208,186,261,289
2021년03월_남_80~89세,"1,906",284,292,213,157,103,151,71,80,83,134,88,106,144
2021년03월_남_90~99세,203,26,42,16,16,13,18,6,12,3,9,14,15,13
2021년03월_남_100세 이상,2,0,1,0,0,0,0,0,0,0,0,1,0,0
2021년03월_여_총인구수,"25,976","5,546","6,928","2,428","1,170",844,"1,324",773,662,610,"1,093","1,042","1,468","2,088"
2021년03월_여_연령구간인구수,"25,976","5,546","6,928","2,428","1,170",844,"1,324",773,662,610,"1,093","1,042","1,468","2,088"
2021년03월_여_0~9세,"1,125",267,495,83,22,18,31,24,14,10,22,22,19,98
2021년03월_여_10~19세,"1,660",408,712,104,23,31,61,37,26,10,33,43,48,124
2021년03월_여_20~29세,"1,583",461,571,118,33,33,54,28,26,12,36,34,65,112
2021년03월_여_30~39세,"1,472",404,553,114,45,22,38,30,25,21,30,38,49,103
2021년03월_여_40~49세,"2,584",727,996,180,56,48,99,37,29,27,66,64,91,164
2021년03월_여_50~59세,"3,807",846,"1,090",333,148,103,163,96,75,71,154,126,244,358
2021년03월_여_60~69세,"5,284","1,044","1,119",527,253,192,283,174,144,165,277,248,373,485
2021년03월_여_70~79세,"4,415",838,757,519,263,183,280,156,140,148,214,215,304,398
2021년03월_여_80~89세,"3,380",468,523,376,280,168,265,164,158,120,216,206,226,210
2021년03월_여_90~99세,644,78,108,72,46,46,49,26,23,26,43,44,48,35
2021년03월_여_100세 이상,22,5,4,2,1,0,1,1,2,0,2,2,1,1
2021년04월_계_총인구수,"51,289","11,062","13,520","4,886","2,271","1,640","2,504","1,475","1,271","1,251","2,124","2,027","2,897","4,361"
2021년04월_계_연령구간인구수,"51,289","11,062","13,520","4,886","2,271","1,640","2,504","1,475","1,271","1,251","2,124","2,027","2,897","4,361"
2021년04월_계_0~9세,"2,247",535,979,162,51,27,64,48,31,31,38,47,43,191
2021년04월_계_10~19세,"3,403",846,"1,484",214,57,63,110,64,48,28,66,80,97,246
2021년04월_계_20~29세,"3,741","1,035","1,287",280,94,82,121,82,58,38,85,97,192,290
2021년04월_계_30~39세,"3,361",874,"1,106",280,118,54,109,74,61,48,86,102,134,315
2021년04월_계_40~49세,"5,661","1,513","1,906",487,158,137,214,94,74,92,147,146,240,453
2021년04월_계_50~59세,"8,358","1,936","2,264",786,304,234,362,204,180,177,316,302,503,790
2021년04월_계_60~69세,"10,358","1,994","2,125","1,086",516,377,536,350,299,316,557,497,725,980
2021년04월_계_70~79세,"7,985","1,461","1,392",914,473,341,499,294,245,284,424,404,564,690
2021년04월_계_80~89세,"5,294",758,823,583,432,268,420,230,236,208,349,295,334,358
2021년04월_계_90~99세,856,104,149,92,67,57,68,34,37,29,54,54,64,47
2021년04월_계_100세 이상,25,6,5,2,1,0,1,1,2,0,2,3,1,1
2021년04월_남_총인구수,"25,323","5,519","6,605","2,460","1,094",800,"1,175",704,609,640,"1,034",981,"1,427","2,275"
2021년04월_남_연령구간인구수,"25,323","5,519","6,605","2,460","1,094",800,"1,175",704,609,640,"1,034",981,"1,427","2,275"
2021년04월_남_0~9세,"1,129",269,487,82,29,9,33,24,16,21,16,25,27,91
2021년04월_남_10~19세,"1,745",436,776,109,35,31,49,29,24,17,33,34,49,123
2021년04월_남_20~29세,"2,165",582,717,160,61,49,67,55,31,25,49,61,127,181
2021년04월_남_30~39세,"1,882",465,550,170,71,32,68,44,37,29,56,64,84,212
2021년04월_남_40~49세,"3,089",792,922,304,99,89,115,57,45,64,84,82,148,288
2021년04월_남_50~59세,"4,561","1,086","1,183",453,153,132,199,110,104,107,165,177,261,431
2021년04월_남_60~69세,"5,061",947,998,554,264,184,253,174,155,151,280,249,351,501
2021년04월_남_70~79세,"3,576",629,632,399,211,160,220,135,107,138,208,187,259,291
2021년04월_남_80~89세,"1,910",287,297,212,155,101,153,69,79,85,133,88,106,145
2021년04월_남_90~99세,203,26,42,17,16,13,18,7,11,3,10,13,15,12
2021년04월_남_100세 이상,2,0,1,0,0,0,0,0,0,0,0,1,0,0
2021년04월_여_총인구수,"25,966","5,543","6,915","2,426","1,177",840,"1,329",771,662,611,"1,090","1,046","1,470","2,086"
2021년04월_여_연령구간인구수,"25,966","5,543","6,915","2,426","1,177",840,"1,329",771,662,611,"1,090","1,046","1,470","2,086"
2021년04월_여_0~9세,"1,118",266,492,80,22,18,31,24,15,10,22,22,16,100
2021년04월_여_10~19세,"1,658",410,708,105,22,32,61,35,24,11,33,46,48,123
2021년04월_여_20~29세,"1,576",453,570,120,33,33,54,27,27,13,36,36,65,109
2021년04월_여_30~39세,"1,479",409,556,110,47,22,41,30,24,19,30,38,50,103
2021년04월_여_40~49세,"2,572",721,984,183,59,48,99,37,29,28,63,64,92,165
2021년04월_여_50~59세,"3,797",850,"1,081",333,151,102,163,94,76,70,151,125,242,359
2021년04월_여_60~69세,"5,297","1,047","1,127",532,252,193,283,176,144,165,277,248,374,479
2021년04월_여_70~79세,"4,409",832,760,515,262,181,279,159,138,146,216,217,305,399
2021년04월_여_80~89세,"3,384",471,526,371,277,167,267,161,157,123,216,207,228,213
2021년04월_여_90~99세,653,78,107,75,51,44,50,27,26,26,44,41,49,35
2021년04월_여_100세 이상,23,6,4,2,1,0,1,1,2,0,2,2,1,1
2021년05월_계_총인구수,"51,274","11,102","13,508","4,863","2,268","1,635","2,501","1,478","1,266","1,243","2,126","2,033","2,895","4,356"
2021년05월_계_연령구간인구수,"51,274","11,102","13,508","4,863","2,268","1,635","2,501","1,478","1,266","1,243","2,126","2,033","2,895","4,356"
2021년05월_계_0~9세,"2,227",527,976,155,49,27,63,48,32,29,37,48,44,192
2021년05월_계_10~19세,"3,400",851,"1,486",218,57,63,106,64,48,27,66,79,92,243
2021년05월_계_20~29세,"3,736","1,042","1,286",279,91,81,121,80,57,35,85,96,192,291
2021년05월_계_30~39세,"3,322",875,"1,086",273,119,54,108,74,56,47,85,101,132,312
2021년05월_계_40~49세,"5,638","1,504","1,910",483,158,135,209,94,71,93,146,145,234,456
2021년05월_계_50~59세,"8,354","1,945","2,263",774,306,230,367,204,183,172,316,303,508,783
2021년05월_계_60~69세,"10,390","2,015","2,121","1,086",515,383,537,354,298,318,558,502,727,976
2021년05월_계_70~79세,"8,002","1,466","1,398",917,472,337,502,289,242,285,430,406,564,694
2021년05월_계_80~89세,"5,314",767,824,583,432,269,420,231,241,209,347,297,335,359
2021년05월_계_90~99세,867,104,153,94,68,56,67,39,36,28,54,53,66,49
2021년05월_계_100세 이상,24,6,5,1,1,0,1,1,2,0,2,3,1,1
2021년05월_남_총인구수,"25,321","5,542","6,602","2,446","1,093",800,"1,178",704,606,632,"1,036",986,"1,427","2,269"
2021년05월_남_연령구간인구수,"25,321","5,542","6,602","2,446","1,093",800,"1,178",704,606,632,"1,036",986,"1,427","2,269"
2021년05월_남_0~9세,"1,121",264,487,79,29,9,32,24,17,20,16,25,28,91
2021년05월_남_10~19세,"1,747",443,779,109,35,31,48,29,24,15,32,36,45,121
2021년05월_남_20~29세,"2,158",585,718,160,59,48,66,54,31,23,49,59,126,180
2021년05월_남_30~39세,"1,861",461,542,168,72,32,68,43,32,29,55,64,84,211
2021년05월_남_40~49세,"3,080",793,926,298,98,87,115,57,42,65,84,82,144,289
2021년05월_남_50~59세,"4,552","1,091","1,176",447,154,131,200,110,107,101,164,179,265,427
2021년05월_남_60~69세,"5,090",960,"1,000",553,264,189,252,174,155,153,285,252,353,500
2021년05월_남_70~79세,"3,590",629,634,402,211,157,226,136,109,138,208,188,259,293
2021년05월_남_80~89세,"1,917",290,296,211,156,103,152,70,79,85,134,88,108,145
2021년05월_남_90~99세,203,26,43,19,15,13,19,7,10,3,9,12,15,12
2021년05월_남_100세 이상,2,0,1,0,0,0,0,0,0,0,0,1,0,0
2021년05월_여_총인구수,"25,953","5,560","6,906","2,417","1,175",835,"1,323",774,660,611,"1,090","1,047","1,468","2,087"
2021년05월_여_연령구간인구수,"25,953","5,560","6,906","2,417","1,175",835,"1,323",774,660,611,"1,090","1,047","1,468","2,087"
2021년05월_여_0~9세,"1,106",263,489,76,20,18,31,24,15,9,21,23,16,101
2021년05월_여_10~19세,"1,653",408,707,109,22,32,58,35,24,12,34,43,47,122
2021년05월_여_20~29세,"1,578",457,568,119,32,33,55,26,26,12,36,37,66,111
2021년05월_여_30~39세,"1,461",414,544,105,47,22,40,31,24,18,30,37,48,101
2021년05월_여_40~49세,"2,558",711,984,185,60,48,94,37,29,28,62,63,90,167
2021년05월_여_50~59세,"3,802",854,"1,087",327,152,99,167,94,76,71,152,124,243,356
2021년05월_여_60~69세,"5,300","1,055","1,121",533,251,194,285,180,143,165,273,250,374,476
2021년05월_여_70~79세,"4,412",837,764,515,261,180,276,153,133,147,222,218,305,401
2021년05월_여_80~89세,"3,397",477,528,372,276,166,268,161,162,124,213,209,227,214
2021년05월_여_90~99세,664,78,110,75,53,43,48,32,26,25,45,41,51,37
2021년05월_여_100세 이상,22,6,4,1,1,0,1,1,2,0,2,2,1,1
2021년06월_계_총인구수,"51,153","11,079","13,461","4,856","2,260","1,627","2,501","1,480","1,256","1,242","2,124","2,036","2,889","4,342"
2021년06월_계_연령구간인구수,"51,153","11,079","13,461","4,856","2,260","1,627","2,501","1,480","1,256","1,242","2,124","2,036","2,889","4,342"
2021년06월_계_0~9세,"2,216",525,965,153,49,25,63,48,32,29,36,52,42,197
2021년06월_계_10~19세,"3,383",849,"1,477",221,56,60,106,65,46,26,66,78,93,240
2021년06월_계_20~29세,"3,731","1,051","1,285",274,88,82,124,81,55,34,84,94,191,288
2021년06월_계_30~39세,"3,288",870,"1,066",271,119,51,106,72,56,46,85,104,132,310
2021년06월_계_40~49세,"5,587","1,477","1,903",479,154,134,208,96,71,93,145,143,230,454
2021년06월_계_50~59세,"8,314","1,924","2,264",769,305,229,371,201,181,171,317,306,508,768
2021년06월_계_60~69세,"10,422","2,038","2,124","1,084",515,384,538,357,295,319,555,501,731,981
2021년06월_계_70~79세,"8,011","1,463","1,399",928,473,337,500,289,241,286,434,404,562,695
2021년06월_계_80~89세,"5,310",773,822,580,431,269,416,231,242,210,345,300,334,357
2021년06월_계_90~99세,867,103,151,96,69,56,68,39,35,28,55,52,65,50
2021년06월_계_100세 이상,24,6,5,1,1,0,1,1,2,0,2,2,1,2
2021년06월_남_총인구수,"25,270","5,550","6,574","2,432","1,092",796,"1,180",704,602,631,"1,036",983,"1,426","2,264"
2021년06월_남_연령구간인구수,"25,270","5,550","6,574","2,432","1,092",796,"1,180",704,602,631,"1,036",983,"1,426","2,264"
2021년06월_남_0~9세,"1,120",262,484,77,29,9,32,24,17,20,17,27,27,95
2021년06월_남_10~19세,"1,736",441,774,112,35,30,48,29,22,14,31,35,46,119
2021년06월_남_20~29세,"2,156",590,718,156,58,48,68,55,32,22,49,58,124,178
2021년06월_남_30~39세,"1,835",461,524,164,72,30,67,41,32,28,52,65,84,215
2021년06월_남_40~49세,"3,051",779,922,294,96,87,113,58,43,65,85,80,142,287
2021년06월_남_50~59세,"4,546","1,092","1,180",439,156,131,203,108,105,102,165,180,264,421
2021년06월_남_60~69세,"5,111",979,997,555,264,188,253,176,154,153,285,252,356,499
2021년06월_남_70~79세,"3,602",629,638,408,211,157,225,136,107,139,210,186,260,296
2021년06월_남_80~89세,"1,905",292,293,206,156,103,152,70,80,85,131,88,108,141
2021년06월_남_90~99세,207,25,43,21,15,13,19,7,10,3,11,12,15,13
2021년06월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2021년06월_여_총인구수,"25,883","5,529","6,887","2,424","1,168",831,"1,321",776,654,611,"1,088","1,053","1,463","2,078"
2021년06월_여_연령구간인구수,"25,883","5,529","6,887","2,424","1,168",831,"1,321",776,654,611,"1,088","1,053","1,463","2,078"
2021년06월_여_0~9세,"1,096",263,481,76,20,16,31,24,15,9,19,25,15,102
2021년06월_여_10~19세,"1,647",408,703,109,21,30,58,36,24,12,35,43,47,121
2021년06월_여_20~29세,"1,575",461,567,118,30,34,56,26,23,12,35,36,67,110
2021년06월_여_30~39세,"1,453",409,542,107,47,21,39,31,24,18,33,39,48,95
2021년06월_여_40~49세,"2,536",698,981,185,58,47,95,38,28,28,60,63,88,167
2021년06월_여_50~59세,"3,768",832,"1,084",330,149,98,168,93,76,69,152,126,244,347
2021년06월_여_60~69세,"5,311","1,059","1,127",529,251,196,285,181,141,166,270,249,375,482
2021년06월_여_70~79세,"4,409",834,761,520,262,180,275,153,134,147,224,218,302,399
2021년06월_여_80~89세,"3,405",481,529,374,275,166,264,161,162,125,214,212,226,216
2021년06월_여_90~99세,660,78,108,75,54,43,49,32,25,25,44,40,50,37
2021년06월_여_100세 이상,23,6,4,1,1,0,1,1,2,0,2,2,1,2
2021년07월_계_총인구수,"51,072","11,089","13,441","4,829","2,259","1,623","2,492","1,471","1,257","1,246","2,120","2,025","2,880","4,340"
2021년07월_계_연령구간인구수,"51,072","11,089","13,441","4,829","2,259","1,623","2,492","1,471","1,257","1,246","2,120","2,025","2,880","4,340"
2021년07월_계_0~9세,"2,194",528,955,144,48,24,63,45,32,29,37,51,41,197
2021년07월_계_10~19세,"3,377",852,"1,472",214,58,63,107,64,45,26,66,78,95,237
2021년07월_계_20~29세,"3,690","1,046","1,285",268,86,79,119,79,53,34,82,91,183,285
2021년07월_계_30~39세,"3,256",865,"1,054",272,116,51,102,74,57,44,83,98,131,309
2021년07월_계_40~49세,"5,589","1,482","1,892",475,155,135,211,92,72,97,146,143,231,458
2021년07월_계_50~59세,"8,270","1,923","2,277",758,304,222,367,200,181,169,311,303,497,758
2021년07월_계_60~69세,"10,463","2,043","2,128","1,091",519,386,539,358,292,322,556,500,739,990
2021년07월_계_70~79세,"8,012","1,469","1,402",922,470,338,501,285,244,287,436,405,564,689
2021년07월_계_80~89세,"5,325",773,820,586,432,269,417,232,243,208,347,299,335,364
2021년07월_계_90~99세,872,103,151,98,70,55,65,41,36,30,54,55,63,51
2021년07월_계_100세 이상,24,5,5,1,1,1,1,1,2,0,2,2,1,2
2021년07월_남_총인구수,"25,223","5,556","6,569","2,417","1,091",795,"1,176",699,604,632,"1,029",974,"1,421","2,260"
2021년07월_남_연령구간인구수,"25,223","5,556","6,569","2,417","1,091",795,"1,176",699,604,632,"1,029",974,"1,421","2,260"
2021년07월_남_0~9세,"1,113",261,483,72,29,9,32,21,17,20,18,27,28,96
2021년07월_남_10~19세,"1,733",447,770,109,36,30,48,29,21,14,31,34,47,117
2021년07월_남_20~29세,"2,127",584,717,152,57,47,64,53,31,21,46,59,118,178
2021년07월_남_30~39세,"1,823",459,518,168,71,30,65,43,33,27,50,62,84,213
2021년07월_남_40~49세,"3,044",785,912,287,96,87,114,54,45,68,85,79,143,289
2021년07월_남_50~59세,"4,532","1,090","1,192",436,156,127,204,108,105,101,161,175,261,416
2021년07월_남_60~69세,"5,124",980,"1,000",557,265,192,253,178,151,153,284,252,359,500
2021년07월_남_70~79세,"3,602",633,638,403,210,155,226,135,109,141,212,187,259,294
2021년07월_남_80~89세,"1,913",292,295,211,155,104,152,71,82,83,131,85,108,144
2021년07월_남_90~99세,211,25,43,22,16,14,18,7,10,4,11,14,14,13
2021년07월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2021년07월_여_총인구수,"25,849","5,533","6,872","2,412","1,168",828,"1,316",772,653,614,"1,091","1,051","1,459","2,080"
2021년07월_여_연령구간인구수,"25,849","5,533","6,872","2,412","1,168",828,"1,316",772,653,614,"1,091","1,051","1,459","2,080"
2021년07월_여_0~9세,"1,081",267,472,72,19,15,31,24,15,9,19,24,13,101
2021년07월_여_10~19세,"1,644",405,702,105,22,33,59,35,24,12,35,44,48,120
2021년07월_여_20~29세,"1,563",462,568,116,29,32,55,26,22,13,36,32,65,107
2021년07월_여_30~39세,"1,433",406,536,104,45,21,37,31,24,17,33,36,47,96
2021년07월_여_40~49세,"2,545",697,980,188,59,48,97,38,27,29,61,64,88,169
2021년07월_여_50~59세,"3,738",833,"1,085",322,148,95,163,92,76,68,150,128,236,342
2021년07월_여_60~69세,"5,339","1,063","1,128",534,254,194,286,180,141,169,272,248,380,490
2021년07월_여_70~79세,"4,410",836,764,519,260,183,275,150,135,146,224,218,305,395
2021년07월_여_80~89세,"3,412",481,525,375,277,165,265,161,161,125,216,214,227,220
2021년07월_여_90~99세,661,78,108,76,54,41,47,34,26,26,43,41,49,38
2021년07월_여_100세 이상,23,5,4,1,1,1,1,1,2,0,2,2,1,2
2021년08월_계_총인구수,"51,036","11,094","13,446","4,837","2,262","1,619","2,485","1,473","1,250","1,245","2,093","2,023","2,879","4,330"
2021년08월_계_연령구간인구수,"51,036","11,094","13,446","4,837","2,262","1,619","2,485","1,473","1,250","1,245","2,093","2,023","2,879","4,330"
2021년08월_계_0~9세,"2,185",525,956,140,47,24,65,45,31,30,37,50,42,193
2021년08월_계_10~19세,"3,371",847,"1,463",229,59,62,106,64,43,24,66,77,95,236
2021년08월_계_20~29세,"3,678","1,055","1,285",259,89,78,116,78,52,35,80,93,176,282
2021년08월_계_30~39세,"3,256",870,"1,047",274,115,52,108,75,56,42,79,98,131,309
2021년08월_계_40~49세,"5,554","1,477","1,884",473,157,136,207,91,70,99,139,136,231,454
2021년08월_계_50~59세,"8,242","1,913","2,286",768,299,221,362,202,175,169,303,298,494,752
2021년08월_계_60~69세,"10,485","2,046","2,139","1,089",522,384,540,357,298,318,555,501,742,994
2021년08월_계_70~79세,"7,999","1,470","1,410",912,472,333,494,285,242,291,432,410,566,682
2021년08월_계_80~89세,"5,366",782,822,594,429,274,421,233,244,207,345,301,338,376
2021년08월_계_90~99세,876,104,150,97,72,54,65,42,37,30,55,57,63,50
2021년08월_계_100세 이상,24,5,4,2,1,1,1,1,2,0,2,2,1,2
2021년08월_남_총인구수,"25,203","5,566","6,562","2,424","1,089",795,"1,171",703,600,630,"1,016",973,"1,424","2,250"
2021년08월_남_연령구간인구수,"25,203","5,566","6,562","2,424","1,089",795,"1,171",703,600,630,"1,016",973,"1,424","2,250"
2021년08월_남_0~9세,"1,105",257,483,71,29,9,32,21,17,21,18,26,28,93
2021년08월_남_10~19세,"1,730",448,761,119,35,30,47,29,20,13,31,34,47,116
2021년08월_남_20~29세,"2,127",590,716,150,58,47,63,53,31,21,47,60,116,175
2021년08월_남_30~39세,"1,818",465,513,169,71,30,67,44,32,26,44,63,84,210
2021년08월_남_40~49세,"3,024",785,912,282,96,88,114,54,42,69,81,74,142,285
2021년08월_남_50~59세,"4,521","1,084","1,194",444,152,127,200,109,102,101,158,171,262,417
2021년08월_남_60~69세,"5,139",980,"1,004",555,268,190,253,179,155,151,286,255,362,501
2021년08월_남_70~79세,"3,604",641,640,401,210,152,223,135,109,141,212,189,260,291
2021년08월_남_80~89세,"1,924",291,296,212,154,108,154,71,82,83,129,87,109,148
2021년08월_남_90~99세,210,25,43,20,16,14,18,8,10,4,10,14,14,14
2021년08월_남_100세 이상,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2021년08월_여_총인구수,"25,833","5,528","6,884","2,413","1,173",824,"1,314",770,650,615,"1,077","1,050","1,455","2,080"
2021년08월_여_연령구간인구수,"25,833","5,528","6,884","2,413","1,173",824,"1,314",770,650,615,"1,077","1,050","1,455","2,080"
2021년08월_여_0~9세,"1,080",268,473,69,18,15,33,24,14,9,19,24,14,100
2021년08월_여_10~19세,"1,641",399,702,110,24,32,59,35,23,11,35,43,48,120
2021년08월_여_20~29세,"1,551",465,569,109,31,31,53,25,21,14,33,33,60,107
2021년08월_여_30~39세,"1,438",405,534,105,44,22,41,31,24,16,35,35,47,99
2021년08월_여_40~49세,"2,530",692,972,191,61,48,93,37,28,30,58,62,89,169
2021년08월_여_50~59세,"3,721",829,"1,092",324,147,94,162,93,73,68,145,127,232,335
2021년08월_여_60~69세,"5,346","1,066","1,135",534,254,194,287,178,143,167,269,246,380,493
2021년08월_여_70~79세,"4,395",829,770,511,262,181,271,150,133,150,220,221,306,391
2021년08월_여_80~89세,"3,442",491,526,382,275,166,267,162,162,124,216,214,229,228
2021년08월_여_90~99세,666,79,107,77,56,40,47,34,27,26,45,43,49,36
2021년08월_여_100세 이상,23,5,4,1,1,1,1,1,2,0,2,2,1,2
2021년09월_계_총인구수,"50,968","11,087","13,429","4,833","2,250","1,614","2,477","1,462","1,247","1,242","2,089","2,033","2,882","4,323"
2021년09월_계_연령구간인구수,"50,968","11,087","13,429","4,833","2,250","1,614","2,477","1,462","1,247","1,242","2,089","2,033","2,882","4,323"
2021년09월_계_0~9세,"2,181",524,952,143,45,24,65,43,31,30,38,49,41,196
2021년09월_계_10~19세,"3,353",841,"1,462",227,58,60,105,64,40,23,67,78,94,234
2021년09월_계_20~29세,"3,650","1,052","1,272",257,89,78,107,75,54,35,76,98,176,281
2021년09월_계_30~39세,"3,236",863,"1,039",267,115,51,111,73,56,41,80,96,133,311
2021년09월_계_40~49세,"5,516","1,471","1,871",470,152,137,203,93,69,99,139,135,231,446
2021년09월_계_50~59세,"8,250","1,916","2,289",769,303,223,362,198,174,171,301,301,493,750
2021년09월_계_60~69세,"10,499","2,052","2,154","1,093",516,384,542,355,301,317,554,499,743,989
2021년09월_계_70~79세,"8,000","1,477","1,415",912,472,328,490,283,242,289,432,411,563,686
2021년09월_계_80~89세,"5,377",780,823,593,428,274,424,234,244,207,345,307,342,376
2021년09월_계_90~99세,884,106,149,100,71,54,67,43,35,30,55,57,65,52
2021년09월_계_100세 이상,22,5,3,2,1,1,1,1,1,0,2,2,1,2
2021년09월_남_총인구수,"25,168","5,560","6,554","2,418","1,085",795,"1,166",696,599,629,"1,012",977,"1,427","2,250"
2021년09월_남_연령구간인구수,"25,168","5,560","6,554","2,418","1,085",795,"1,166",696,599,629,"1,012",977,"1,427","2,250"
2021년09월_남_0~9세,"1,103",258,479,73,27,9,32,19,17,21,19,26,28,95
2021년09월_남_10~19세,"1,727",448,763,118,34,30,47,29,19,12,31,35,46,115
2021년09월_남_20~29세,"2,103",581,711,146,57,46,58,51,32,21,43,62,118,177
2021년09월_남_30~39세,"1,808",462,508,166,71,30,70,42,31,25,46,62,82,213
2021년09월_남_40~49세,"2,997",781,902,278,93,89,110,56,41,69,80,74,144,280
2021년09월_남_50~59세,"4,530","1,085","1,201",442,157,129,200,106,101,103,156,172,263,415
2021년09월_남_60~69세,"5,147",982,"1,007",562,265,191,254,177,156,152,286,254,360,501
2021년09월_남_70~79세,"3,605",643,644,398,210,148,223,134,112,138,214,190,260,291
2021년09월_남_80~89세,"1,933",294,296,212,156,109,154,73,81,84,126,88,111,149
2021년09월_남_90~99세,214,26,43,22,15,14,18,9,9,4,11,14,15,14
2021년09월_남_100세 이상,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2021년09월_여_총인구수,"25,800","5,527","6,875","2,415","1,165",819,"1,311",766,648,613,"1,077","1,056","1,455","2,073"
2021년09월_여_연령구간인구수,"25,800","5,527","6,875","2,415","1,165",819,"1,311",766,648,613,"1,077","1,056","1,455","2,073"
2021년09월_여_0~9세,"1,078",266,473,70,18,15,33,24,14,9,19,23,13,101
2021년09월_여_10~19세,"1,626",393,699,109,24,30,58,35,21,11,36,43,48,119
2021년09월_여_20~29세,"1,547",471,561,111,32,32,49,24,22,14,33,36,58,104
2021년09월_여_30~39세,"1,428",401,531,101,44,21,41,31,25,16,34,34,51,98
2021년09월_여_40~49세,"2,519",690,969,192,59,48,93,37,28,30,59,61,87,166
2021년09월_여_50~59세,"3,720",831,"1,088",327,146,94,162,92,73,68,145,129,230,335
2021년09월_여_60~69세,"5,352","1,070","1,147",531,251,193,288,178,145,165,268,245,383,488
2021년09월_여_70~79세,"4,395",834,771,514,262,180,267,149,130,151,218,221,303,395
2021년09월_여_80~89세,"3,444",486,527,381,272,165,270,161,163,123,219,219,231,227
2021년09월_여_90~99세,670,80,106,78,56,40,49,34,26,26,44,43,50,38
2021년09월_여_100세 이상,21,5,3,1,1,1,1,1,1,0,2,2,1,2
2021년10월_계_총인구수,"50,884","11,101","13,387","4,818","2,245","1,609","2,469","1,462","1,247","1,237","2,084","2,033","2,879","4,313"
2021년10월_계_연령구간인구수,"50,884","11,101","13,387","4,818","2,245","1,609","2,469","1,462","1,247","1,237","2,084","2,033","2,879","4,313"
2021년10월_계_0~9세,"2,165",525,944,138,47,24,66,41,30,30,37,49,39,195
2021년10월_계_10~19세,"3,331",838,"1,449",224,58,59,101,66,42,21,66,79,94,234
2021년10월_계_20~29세,"3,649","1,050","1,272",261,87,76,109,74,54,37,76,99,178,276
2021년10월_계_30~39세,"3,236",876,"1,035",264,113,52,108,73,56,40,79,98,131,311
2021년10월_계_40~49세,"5,459","1,450","1,861",467,150,135,202,92,71,96,139,131,229,436
2021년10월_계_50~59세,"8,236","1,929","2,285",767,300,222,365,199,170,172,300,293,486,748
2021년10월_계_60~69세,"10,520","2,064","2,146","1,094",514,381,538,355,306,318,555,504,752,993
2021년10월_계_70~79세,"7,995","1,472","1,421",909,474,330,490,281,236,288,433,413,564,684
2021년10월_계_80~89세,"5,376",784,820,593,431,274,420,237,244,206,341,307,339,380
2021년10월_계_90~99세,894,107,151,99,70,55,69,43,37,29,56,58,66,54
2021년10월_계_100세 이상,23,6,3,2,1,1,1,1,1,0,2,2,1,2
2021년10월_남_총인구수,"25,136","5,567","6,540","2,403","1,088",792,"1,159",699,599,629,"1,011",978,"1,427","2,244"
2021년10월_남_연령구간인구수,"25,136","5,567","6,540","2,403","1,088",792,"1,159",699,599,629,"1,011",978,"1,427","2,244"
2021년10월_남_0~9세,"1,096",257,477,71,29,9,32,19,17,21,18,26,28,92
2021년10월_남_10~19세,"1,715",443,758,117,34,30,44,30,20,10,31,36,46,116
2021년10월_남_20~29세,"2,114",583,718,147,55,45,59,52,32,23,44,62,121,173
2021년10월_남_30~39세,"1,803",469,506,164,70,30,66,42,31,25,45,64,80,211
2021년10월_남_40~49세,"2,957",771,894,273,93,87,109,57,42,67,80,71,141,272
2021년10월_남_50~59세,"4,526","1,086","1,195",440,158,129,203,104,99,104,154,170,263,421
2021년10월_남_60~69세,"5,176",992,"1,010",562,264,189,254,177,160,155,287,256,366,504
2021년10월_남_70~79세,"3,605",646,647,395,214,149,221,135,108,137,215,191,258,289
2021년10월_남_80~89세,"1,925",294,292,211,155,109,152,74,81,83,126,88,109,151
2021년10월_남_90~99세,218,26,43,22,16,15,19,9,9,4,11,14,15,15
2021년10월_남_100세 이상,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2021년10월_여_총인구수,"25,748","5,534","6,847","2,415","1,157",817,"1,310",763,648,608,"1,073","1,055","1,452","2,069"
2021년10월_여_연령구간인구수,"25,748","5,534","6,847","2,415","1,157",817,"1,310",763,648,608,"1,073","1,055","1,452","2,069"
2021년10월_여_0~9세,"1,069",268,467,67,18,15,34,22,13,9,19,23,11,103
