카테고리,경상남도 하동군,경상남도 하동군 하동읍,경상남도 하동군 화개면,경상남도 하동군 악양면,경상남도 하동군 적량면,경상남도 하동군 횡천면,경상남도 하동군 고전면,경상남도 하동군 금남면,경상남도 하동군 진교면,경상남도 하동군 양보면,경상남도 하동군 북천면,경상남도 하동군 청암면,경상남도 하동군 옥종면,경상남도 하동군 금성면
2021년05월_여_20~29세,"1,317",422,100,69,57,45,46,83,182,26,43,33,105,106
2021년05월_여_30~39세,"1,202",383,58,70,42,44,43,61,207,28,42,38,103,83
2021년05월_여_40~49세,"2,132",649,167,149,79,49,94,135,345,62,63,50,151,139
2021년05월_여_50~59세,"3,682",831,304,337,153,164,166,266,489,132,115,115,364,246
2021년05월_여_60~69세,"4,415",857,297,373,209,198,251,391,558,177,184,181,456,283
2021년05월_여_70~79세,"3,583",662,265,335,169,154,203,328,403,188,176,107,347,246
2021년05월_여_80~89세,"3,076",436,161,263,202,190,197,262,364,184,172,92,355,198
2021년05월_여_90~99세,621,73,33,67,27,35,58,56,75,45,30,20,73,29
2021년05월_여_100세 이상,14,1,1,1,0,0,1,3,3,2,0,1,1,0
2021년06월_계_총인구수,"44,065","9,873","3,056","3,503","1,934","1,858","2,246","3,442","5,938","1,730","1,725","1,475","4,271","3,014"
2021년06월_계_연령구간인구수,"44,065","9,873","3,056","3,503","1,934","1,858","2,246","3,442","5,938","1,730","1,725","1,475","4,271","3,014"
2021년06월_계_0~9세,"1,710",545,84,103,53,49,60,85,330,23,62,51,150,115
2021년06월_계_10~19세,"2,759",868,198,184,85,67,123,145,435,70,82,126,226,150
2021년06월_계_20~29세,"3,251",956,231,187,125,110,139,256,459,79,85,72,252,300
2021년06월_계_30~39세,"2,653",813,123,155,97,102,103,174,413,68,100,78,227,200
2021년06월_계_40~49세,"4,774","1,335",344,331,182,142,216,313,771,137,147,125,372,359
2021년06월_계_50~59세,"8,133","1,776",700,707,328,338,378,635,"1,042",281,275,262,825,586
2021년06월_계_60~69세,"9,186","1,704",635,778,446,439,517,784,"1,134",387,395,394,983,590
2021년06월_계_70~79세,"6,360","1,144",448,578,303,294,363,586,728,355,304,221,634,402
2021년06월_계_80~89세,"4,445",638,246,404,276,270,277,392,527,275,235,122,510,273
2021년06월_계_90~99세,777,93,45,75,39,45,69,69,97,53,40,23,90,39
2021년06월_계_100세 이상,17,1,2,1,0,2,1,3,2,2,0,1,2,0
2021년06월_남_총인구수,"22,015","4,871","1,548","1,725",944,923,"1,107","1,754","2,936",848,842,771,"2,160","1,586"
2021년06월_남_연령구간인구수,"22,015","4,871","1,548","1,725",944,923,"1,107","1,754","2,936",848,842,771,"2,160","1,586"
2021년06월_남_0~9세,892,277,41,64,33,24,37,47,151,13,28,29,81,67
2021년06월_남_10~19세,"1,497",450,111,104,51,33,57,74,240,32,47,85,124,89
2021년06월_남_20~29세,"1,945",534,130,121,70,66,92,168,280,54,45,40,151,194
2021년06월_남_30~39세,"1,463",433,64,85,54,58,61,115,203,43,58,42,128,119
2021년06월_남_40~49세,"2,655",683,181,182,103,93,124,184,429,80,84,73,218,221
2021년06월_남_50~59세,"4,483",951,398,370,177,175,214,371,550,154,165,143,467,348
2021년06월_남_60~69세,"4,777",841,337,409,238,242,267,397,577,209,215,212,529,304
2021년06월_남_70~79세,"2,776",481,187,240,132,139,160,255,325,166,128,113,290,160
2021년06월_남_80~89세,"1,365",200,86,142,73,80,84,129,161,88,63,31,153,75
2021년06월_남_90~99세,158,21,12,8,13,11,11,14,20,9,9,3,18,9
2021년06월_남_100세 이상,4,0,1,0,0,2,0,0,0,0,0,0,1,0
2021년06월_여_총인구수,"22,050","5,002","1,508","1,778",990,935,"1,139","1,688","3,002",882,883,704,"2,111","1,428"
2021년06월_여_연령구간인구수,"22,050","5,002","1,508","1,778",990,935,"1,139","1,688","3,002",882,883,704,"2,111","1,428"
2021년06월_여_0~9세,818,268,43,39,20,25,23,38,179,10,34,22,69,48
2021년06월_여_10~19세,"1,262",418,87,80,34,34,66,71,195,38,35,41,102,61
2021년06월_여_20~29세,"1,306",422,101,66,55,44,47,88,179,25,40,32,101,106
2021년06월_여_30~39세,"1,190",380,59,70,43,44,42,59,210,25,42,36,99,81
2021년06월_여_40~49세,"2,119",652,163,149,79,49,92,129,342,57,63,52,154,138
2021년06월_여_50~59세,"3,650",825,302,337,151,163,164,264,492,127,110,119,358,238
2021년06월_여_60~69세,"4,409",863,298,369,208,197,250,387,557,178,180,182,454,286
2021년06월_여_70~79세,"3,584",663,261,338,171,155,203,331,403,189,176,108,344,242
2021년06월_여_80~89세,"3,080",438,160,262,203,190,193,263,366,187,172,91,357,198
2021년06월_여_90~99세,619,72,33,67,26,34,58,55,77,44,31,20,72,30
2021년06월_여_100세 이상,13,1,1,1,0,0,1,3,2,2,0,1,1,0
2021년07월_계_총인구수,"43,974","9,853","3,058","3,495","1,930","1,851","2,244","3,436","5,911","1,722","1,716","1,476","4,265","3,017"
2021년07월_계_연령구간인구수,"43,974","9,853","3,058","3,495","1,930","1,851","2,244","3,436","5,911","1,722","1,716","1,476","4,265","3,017"
2021년07월_계_0~9세,"1,699",542,85,98,51,48,58,85,325,21,64,52,153,117
2021년07월_계_10~19세,"2,749",860,198,183,87,68,121,150,425,69,82,130,225,151
2021년07월_계_20~29세,"3,225",952,225,186,122,106,139,247,461,81,83,73,250,300
2021년07월_계_30~39세,"2,630",803,125,151,98,101,103,175,407,69,98,78,223,199
2021년07월_계_40~49세,"4,725","1,326",345,327,179,142,213,305,762,132,141,125,372,356
2021년07월_계_50~59세,"8,104","1,775",698,707,326,332,376,634,"1,034",277,274,259,828,584
2021년07월_계_60~69세,"9,231","1,719",638,780,449,443,519,789,"1,143",391,393,393,979,595
2021년07월_계_70~79세,"6,340","1,134",444,582,300,293,363,588,728,353,302,217,634,402
2021년07월_계_80~89세,"4,464",643,253,405,278,271,281,389,524,274,239,124,509,274
2021년07월_계_90~99세,790,98,45,75,40,45,70,71,100,53,40,24,90,39
2021년07월_계_100세 이상,17,1,2,1,0,2,1,3,2,2,0,1,2,0
2021년07월_남_총인구수,"21,976","4,870","1,552","1,722",944,914,"1,103","1,746","2,930",844,838,769,"2,155","1,589"
2021년07월_남_연령구간인구수,"21,976","4,870","1,552","1,722",944,914,"1,103","1,746","2,930",844,838,769,"2,155","1,589"
2021년07월_남_0~9세,890,278,43,61,33,23,35,47,149,12,29,30,82,68
2021년07월_남_10~19세,"1,496",450,111,104,53,34,56,77,236,31,47,84,123,90
2021년07월_남_20~29세,"1,929",533,127,121,68,62,91,161,281,54,46,40,151,194
2021년07월_남_30~39세,"1,447",424,65,82,55,57,62,116,202,43,56,43,124,118
2021년07월_남_40~49세,"2,629",682,183,182,101,93,124,178,421,78,80,72,215,220
2021년07월_남_50~59세,"4,464",948,396,367,177,170,208,370,551,153,164,143,469,348
2021년07월_남_60~69세,"4,811",853,340,413,239,244,270,399,581,211,215,210,530,306
2021년07월_남_70~79세,"2,777",480,187,242,129,139,162,257,328,165,127,111,290,160
2021년07월_남_80~89세,"1,368",202,87,142,75,80,84,127,158,88,65,32,152,76
2021년07월_남_90~99세,161,20,12,8,14,10,11,14,23,9,9,4,18,9
2021년07월_남_100세 이상,4,0,1,0,0,2,0,0,0,0,0,0,1,0
2021년07월_여_총인구수,"21,998","4,983","1,506","1,773",986,937,"1,141","1,690","2,981",878,878,707,"2,110","1,428"
2021년07월_여_연령구간인구수,"21,998","4,983","1,506","1,773",986,937,"1,141","1,690","2,981",878,878,707,"2,110","1,428"
2021년07월_여_0~9세,809,264,42,37,18,25,23,38,176,9,35,22,71,49
2021년07월_여_10~19세,"1,253",410,87,79,34,34,65,73,189,38,35,46,102,61
2021년07월_여_20~29세,"1,296",419,98,65,54,44,48,86,180,27,37,33,99,106
2021년07월_여_30~39세,"1,183",379,60,69,43,44,41,59,205,26,42,35,99,81
2021년07월_여_40~49세,"2,096",644,162,145,78,49,89,127,341,54,61,53,157,136
2021년07월_여_50~59세,"3,640",827,302,340,149,162,168,264,483,124,110,116,359,236
2021년07월_여_60~69세,"4,420",866,298,367,210,199,249,390,562,180,178,183,449,289
2021년07월_여_70~79세,"3,563",654,257,340,171,154,201,331,400,188,175,106,344,242
2021년07월_여_80~89세,"3,096",441,166,263,203,191,197,262,366,186,174,92,357,198
2021년07월_여_90~99세,629,78,33,67,26,35,59,57,77,44,31,20,72,30
2021년07월_여_100세 이상,13,1,1,1,0,0,1,3,2,2,0,1,1,0
2021년08월_계_총인구수,"43,896","9,848","3,064","3,498","1,935","1,847","2,228","3,421","5,910","1,719","1,715","1,465","4,246","3,000"
2021년08월_계_연령구간인구수,"43,896","9,848","3,064","3,498","1,935","1,847","2,228","3,421","5,910","1,719","1,715","1,465","4,246","3,000"
2021년08월_계_0~9세,"1,681",533,85,103,54,49,56,84,323,21,62,51,146,114
2021년08월_계_10~19세,"2,736",860,196,180,86,65,123,150,426,64,83,123,230,150
2021년08월_계_20~29세,"3,189",958,228,188,120,100,132,233,454,81,84,70,242,299
2021년08월_계_30~39세,"2,609",795,123,153,100,101,103,173,406,71,97,78,215,194
2021년08월_계_40~49세,"4,699","1,328",342,329,179,141,211,302,762,127,141,120,364,353
2021년08월_계_50~59세,"8,088","1,769",699,698,331,329,371,633,"1,037",278,274,260,829,580
2021년08월_계_60~69세,"9,267","1,720",643,785,445,446,520,791,"1,147",397,391,398,983,601
2021년08월_계_70~79세,"6,338","1,134",446,583,303,293,359,587,730,350,301,216,637,399
2021년08월_계_80~89세,"4,478",649,254,403,278,276,284,393,519,273,243,126,506,274
2021년08월_계_90~99세,794,101,46,75,39,44,68,72,104,55,39,23,92,36
2021년08월_계_100세 이상,17,1,2,1,0,3,1,3,2,2,0,0,2,0
2021년08월_남_총인구수,"21,927","4,867","1,551","1,732",948,908,"1,096","1,733","2,927",839,835,765,"2,144","1,582"
2021년08월_남_연령구간인구수,"21,927","4,867","1,551","1,732",948,908,"1,096","1,733","2,927",839,835,765,"2,144","1,582"
2021년08월_남_0~9세,886,275,43,65,35,23,34,46,149,12,27,29,81,67
2021년08월_남_10~19세,"1,488",450,109,104,53,33,57,76,237,28,47,81,124,89
2021년08월_남_20~29세,"1,898",532,127,124,68,59,86,152,272,52,47,38,145,196
2021년08월_남_30~39세,"1,434",420,63,85,55,55,62,115,202,44,55,42,120,116
2021년08월_남_40~49세,"2,616",681,182,183,102,91,123,178,422,75,80,71,209,219
2021년08월_남_50~59세,"4,455",950,397,364,179,170,206,367,549,156,164,143,468,342
2021년08월_남_60~69세,"4,824",855,341,415,237,243,272,398,584,211,212,214,531,311
2021년08월_남_70~79세,"2,783",479,189,242,131,139,159,258,330,164,130,110,293,159
2021년08월_남_80~89세,"1,378",205,87,142,74,83,86,129,158,88,65,33,154,74
2021년08월_남_90~99세,160,20,12,8,14,9,11,14,24,9,8,4,18,9
2021년08월_남_100세 이상,5,0,1,0,0,3,0,0,0,0,0,0,1,0
2021년08월_여_총인구수,"21,969","4,981","1,513","1,766",987,939,"1,132","1,688","2,983",880,880,700,"2,102","1,418"
2021년08월_여_연령구간인구수,"21,969","4,981","1,513","1,766",987,939,"1,132","1,688","2,983",880,880,700,"2,102","1,418"
2021년08월_여_0~9세,795,258,42,38,19,26,22,38,174,9,35,22,65,47
2021년08월_여_10~19세,"1,248",410,87,76,33,32,66,74,189,36,36,42,106,61
2021년08월_여_20~29세,"1,291",426,101,64,52,41,46,81,182,29,37,32,97,103
2021년08월_여_30~39세,"1,175",375,60,68,45,46,41,58,204,27,42,36,95,78
2021년08월_여_40~49세,"2,083",647,160,146,77,50,88,124,340,52,61,49,155,134
2021년08월_여_50~59세,"3,633",819,302,334,152,159,165,266,488,122,110,117,361,238
2021년08월_여_60~69세,"4,443",865,302,370,208,203,248,393,563,186,179,184,452,290
2021년08월_여_70~79세,"3,555",655,257,341,172,154,200,329,400,186,171,106,344,240
2021년08월_여_80~89세,"3,100",444,167,261,204,193,198,264,361,185,178,93,352,200
2021년08월_여_90~99세,634,81,34,67,25,35,57,58,80,46,31,19,74,27
2021년08월_여_100세 이상,12,1,1,1,0,0,1,3,2,2,0,0,1,0
2021년09월_계_총인구수,"43,650","9,787","3,046","3,478","1,930","1,837","2,215","3,405","5,894","1,706","1,701","1,437","4,222","2,992"
2021년09월_계_연령구간인구수,"43,650","9,787","3,046","3,478","1,930","1,837","2,215","3,405","5,894","1,706","1,701","1,437","4,222","2,992"
2021년09월_계_0~9세,"1,657",522,82,101,53,51,52,81,322,21,61,49,148,114
2021년09월_계_10~19세,"2,720",858,198,177,87,66,122,147,430,62,82,112,229,150
2021년09월_계_20~29세,"3,076",943,211,179,114,96,131,224,437,77,77,68,228,291
2021년09월_계_30~39세,"2,566",776,124,152,96,98,102,173,405,63,94,74,213,196
2021년09월_계_40~49세,"4,624","1,302",335,322,179,138,207,299,752,127,140,116,355,352
2021년09월_계_50~59세,"8,087","1,780",699,700,330,329,374,633,"1,035",276,274,259,829,569
2021년09월_계_60~69세,"9,283","1,725",644,784,444,438,519,794,"1,154",396,391,396,990,608
2021년09월_계_70~79세,"6,336","1,138",452,580,306,298,355,587,731,352,302,214,625,396
2021년09월_계_80~89세,"4,491",647,252,407,282,276,284,392,519,273,241,127,511,280
2021년09월_계_90~99세,794,95,47,75,39,44,68,72,108,57,39,22,92,36
2021년09월_계_100세 이상,16,1,2,1,0,3,1,3,1,2,0,0,2,0
2021년09월_남_총인구수,"21,785","4,828","1,541","1,723",948,899,"1,092","1,725","2,919",830,832,749,"2,128","1,571"
2021년09월_남_연령구간인구수,"21,785","4,828","1,541","1,723",948,899,"1,092","1,725","2,919",830,832,749,"2,128","1,571"
2021년09월_남_0~9세,869,267,43,64,34,24,31,44,145,13,27,27,82,68
2021년09월_남_10~19세,"1,486",451,109,102,54,34,56,75,242,26,46,76,126,89
2021년09월_남_20~29세,"1,834",523,118,121,66,55,86,147,263,48,45,39,138,185
2021년09월_남_30~39세,"1,406",409,62,83,52,52,61,115,204,38,53,41,117,119
2021년09월_남_40~49세,"2,575",666,179,181,102,90,121,174,414,77,81,69,204,217
2021년09월_남_50~59세,"4,453",953,396,366,181,169,210,371,548,156,165,141,465,332
2021년09월_남_60~69세,"4,816",853,344,411,237,236,272,397,585,210,212,211,532,316
2021년09월_남_70~79세,"2,799",484,190,244,135,145,158,259,335,163,130,108,288,160
2021년09월_남_80~89세,"1,383",204,86,143,74,82,86,128,158,90,65,33,158,76
2021년09월_남_90~99세,159,18,13,8,13,9,11,15,25,9,8,4,17,9
2021년09월_남_100세 이상,5,0,1,0,0,3,0,0,0,0,0,0,1,0
2021년09월_여_총인구수,"21,865","4,959","1,505","1,755",982,938,"1,123","1,680","2,975",876,869,688,"2,094","1,421"
2021년09월_여_연령구간인구수,"21,865","4,959","1,505","1,755",982,938,"1,123","1,680","2,975",876,869,688,"2,094","1,421"
2021년09월_여_0~9세,788,255,39,37,19,27,21,37,177,8,34,22,66,46
2021년09월_여_10~19세,"1,234",407,89,75,33,32,66,72,188,36,36,36,103,61
2021년09월_여_20~29세,"1,242",420,93,58,48,41,45,77,174,29,32,29,90,106
2021년09월_여_30~39세,"1,160",367,62,69,44,46,41,58,201,25,41,33,96,77
2021년09월_여_40~49세,"2,049",636,156,141,77,48,86,125,338,50,59,47,151,135
2021년09월_여_50~59세,"3,634",827,303,334,149,160,164,262,487,120,109,118,364,237
2021년09월_여_60~69세,"4,467",872,300,373,207,202,247,397,569,186,179,185,458,292
2021년09월_여_70~79세,"3,537",654,262,336,171,153,197,328,396,189,172,106,337,236
2021년09월_여_80~89세,"3,108",443,166,264,208,194,198,264,361,183,176,94,353,204
2021년09월_여_90~99세,635,77,34,67,26,35,57,57,83,48,31,18,75,27
2021년09월_여_100세 이상,11,1,1,1,0,0,1,3,1,2,0,0,1,0
2021년10월_계_총인구수,"43,572","9,748","3,042","3,483","1,928","1,841","2,190","3,395","5,913","1,707","1,691","1,433","4,218","2,983"
2021년10월_계_연령구간인구수,"43,572","9,748","3,042","3,483","1,928","1,841","2,190","3,395","5,913","1,707","1,691","1,433","4,218","2,983"
2021년10월_계_0~9세,"1,656",527,83,103,50,52,47,83,320,21,61,53,143,113
2021년10월_계_10~19세,"2,720",859,197,178,86,69,118,146,435,61,81,115,226,149
2021년10월_계_20~29세,"3,029",929,200,181,114,91,128,216,437,79,76,62,229,287
2021년10월_계_30~39세,"2,548",768,127,153,92,99,101,170,405,61,93,73,213,193
2021년10월_계_40~49세,"4,593","1,295",338,320,179,135,200,296,748,128,137,113,353,351
2021년10월_계_50~59세,"8,080","1,769",700,700,333,330,369,637,"1,037",277,270,257,830,571
2021년10월_계_60~69세,"9,304","1,722",646,785,448,438,521,795,"1,170",395,392,398,994,600
2021년10월_계_70~79세,"6,347","1,140",452,579,308,302,358,587,730,352,302,215,622,400
2021년10월_계_80~89세,"4,482",642,249,410,280,278,282,390,521,275,240,123,510,282
2021년10월_계_90~99세,796,96,48,73,38,44,65,72,109,56,39,24,96,36
2021년10월_계_100세 이상,17,1,2,1,0,3,1,3,1,2,0,0,2,1
2021년10월_남_총인구수,"21,741","4,811","1,539","1,726",949,901,"1,079","1,721","2,925",830,826,745,"2,125","1,564"
2021년10월_남_연령구간인구수,"21,741","4,811","1,539","1,726",949,901,"1,079","1,721","2,925",830,826,745,"2,125","1,564"
2021년10월_남_0~9세,871,271,44,64,32,25,27,44,146,12,27,31,81,67
2021년10월_남_10~19세,"1,484",453,108,103,53,36,53,75,244,27,45,76,123,88
2021년10월_남_20~29세,"1,800",509,111,123,67,51,85,140,263,49,44,36,139,183
2021년10월_남_30~39세,"1,390",403,65,84,49,54,60,112,200,38,52,39,117,117
2021년10월_남_40~49세,"2,560",666,180,181,102,88,117,174,411,76,78,65,204,218
2021년10월_남_50~59세,"4,439",946,394,365,183,170,206,371,546,156,163,143,464,332
2021년10월_남_60~69세,"4,840",854,347,412,240,237,273,402,596,208,214,212,534,311
2021년10월_남_70~79세,"2,807",489,191,243,136,146,162,259,335,163,129,106,286,162
2021년10월_남_80~89세,"1,382",201,85,143,74,83,85,129,157,92,66,33,159,75
2021년10월_남_90~99세,163,19,13,8,13,8,11,15,27,9,8,4,17,11
2021년10월_남_100세 이상,5,0,1,0,0,3,0,0,0,0,0,0,1,0
2021년10월_여_총인구수,"21,831","4,937","1,503","1,757",979,940,"1,111","1,674","2,988",877,865,688,"2,093","1,419"
2021년10월_여_연령구간인구수,"21,831","4,937","1,503","1,757",979,940,"1,111","1,674","2,988",877,865,688,"2,093","1,419"
2021년10월_여_0~9세,785,256,39,39,18,27,20,39,174,9,34,22,62,46
2021년10월_여_10~19세,"1,236",406,89,75,33,33,65,71,191,34,36,39,103,61
2021년10월_여_20~29세,"1,229",420,89,58,47,40,43,76,174,30,32,26,90,104
2021년10월_여_30~39세,"1,158",365,62,69,43,45,41,58,205,23,41,34,96,76
2021년10월_여_40~49세,"2,033",629,158,139,77,47,83,122,337,52,59,48,149,133
2021년10월_여_50~59세,"3,641",823,306,335,150,160,163,266,491,121,107,114,366,239
2021년10월_여_60~69세,"4,464",868,299,373,208,201,248,393,574,187,178,186,460,289
2021년10월_여_70~79세,"3,540",651,261,336,172,156,196,328,395,189,173,109,336,238
2021년10월_여_80~89세,"3,100",441,164,267,206,195,197,261,364,183,174,90,351,207
2021년10월_여_90~99세,633,77,35,65,25,36,54,57,82,47,31,20,79,25
2021년10월_여_100세 이상,12,1,1,1,0,0,1,3,1,2,0,0,1,1
2021년11월_계_총인구수,"43,530","9,735","3,047","3,483","1,919","1,826","2,192","3,386","5,928","1,716","1,685","1,432","4,210","2,971"
2021년11월_계_연령구간인구수,"43,530","9,735","3,047","3,483","1,919","1,826","2,192","3,386","5,928","1,716","1,685","1,432","4,210","2,971"
2021년11월_계_0~9세,"1,646",524,84,98,49,49,48,80,319,26,56,53,146,114
2021년11월_계_10~19세,"2,692",848,194,178,86,67,118,142,431,61,82,115,223,147
2021년11월_계_20~29세,"3,033",927,201,184,112,89,127,214,446,80,74,65,233,281
2021년11월_계_30~39세,"2,548",775,122,150,91,98,105,175,406,62,88,69,212,195
2021년11월_계_40~49세,"4,568","1,283",341,321,175,132,197,290,744,128,140,116,351,350
2021년11월_계_50~59세,"8,063","1,767",698,693,336,325,371,635,"1,037",280,269,253,827,572
2021년11월_계_60~69세,"9,347","1,735",655,794,446,437,522,798,"1,182",397,393,398,994,596
2021년11월_계_70~79세,"6,312","1,133",451,573,306,297,352,591,727,347,303,215,616,401
2021년11월_계_80~89세,"4,507",646,252,413,278,285,285,390,524,276,241,124,512,281
2021년11월_계_90~99세,799,95,47,78,40,45,66,69,111,57,39,24,94,34
2021년11월_계_100세 이상,15,2,2,1,0,2,1,2,1,2,0,0,2,0
2021년11월_남_총인구수,"21,732","4,805","1,540","1,726",943,897,"1,080","1,718","2,935",836,825,746,"2,124","1,557"
2021년11월_남_연령구간인구수,"21,732","4,805","1,540","1,726",943,897,"1,080","1,718","2,935",836,825,746,"2,124","1,557"
2021년11월_남_0~9세,860,273,44,60,31,23,26,42,146,13,23,31,81,67
2021년11월_남_10~19세,"1,460",446,106,103,53,34,52,71,241,27,45,76,121,85
2021년11월_남_20~29세,"1,810",505,113,127,66,53,84,139,270,50,44,39,142,178
2021년11월_남_30~39세,"1,394",404,65,82,48,56,63,116,200,37,51,37,117,118
2021년11월_남_40~49세,"2,554",661,180,182,99,86,115,174,412,78,80,66,203,218
2021년11월_남_50~59세,"4,431",945,390,361,187,171,209,369,543,158,163,141,463,331
2021년11월_남_60~69세,"4,866",861,351,417,237,235,272,405,602,211,214,211,537,313
2021년11월_남_70~79세,"2,792",488,190,237,136,145,159,260,336,159,131,107,283,161
2021년11월_남_80~89세,"1,396",203,87,148,73,84,88,127,157,94,66,34,159,76
2021년11월_남_90~99세,165,19,13,9,13,8,12,15,28,9,8,4,17,10
2021년11월_남_100세 이상,4,0,1,0,0,2,0,0,0,0,0,0,1,0
2021년11월_여_총인구수,"21,798","4,930","1,507","1,757",976,929,"1,112","1,668","2,993",880,860,686,"2,086","1,414"
2021년11월_여_연령구간인구수,"21,798","4,930","1,507","1,757",976,929,"1,112","1,668","2,993",880,860,686,"2,086","1,414"
2021년11월_여_0~9세,786,251,40,38,18,26,22,38,173,13,33,22,65,47
2021년11월_여_10~19세,"1,232",402,88,75,33,33,66,71,190,34,37,39,102,62
2021년11월_여_20~29세,"1,223",422,88,57,46,36,43,75,176,30,30,26,91,103
2021년11월_여_30~39세,"1,154",371,57,68,43,42,42,59,206,25,37,32,95,77
2021년11월_여_40~49세,"2,014",622,161,139,76,46,82,116,332,50,60,50,148,132
2021년11월_여_50~59세,"3,632",822,308,332,149,154,162,266,494,122,106,112,364,241
2021년11월_여_60~69세,"4,481",874,304,377,209,202,250,393,580,186,179,187,457,283
2021년11월_여_70~79세,"3,520",645,261,336,170,152,193,331,391,188,172,108,333,240
2021년11월_여_80~89세,"3,111",443,165,265,205,201,197,263,367,182,175,90,353,205
2021년11월_여_90~99세,634,76,34,69,27,37,54,54,83,48,31,20,77,24
2021년11월_여_100세 이상,11,2,1,1,0,0,1,2,1,2,0,0,1,0
2021년12월_계_총인구수,"43,449","9,724","3,039","3,493","1,914","1,820","2,186","3,384","5,911","1,710","1,681","1,425","4,206","2,956"
2021년12월_계_연령구간인구수,"43,449","9,724","3,039","3,493","1,914","1,820","2,186","3,384","5,911","1,710","1,681","1,425","4,206","2,956"
2021년12월_계_0~9세,"1,633",526,85,94,46,50,47,79,318,24,56,50,144,114
2021년12월_계_10~19세,"2,673",842,189,178,87,65,118,145,430,59,79,112,221,148
2021년12월_계_20~29세,"3,037",929,206,187,113,87,129,206,444,81,76,65,233,281
2021년12월_계_30~39세,"2,529",778,118,147,89,95,102,176,402,61,87,67,217,190
2021년12월_계_40~49세,"4,549","1,278",337,326,169,133,195,294,731,128,140,118,353,347
2021년12월_계_50~59세,"8,031","1,764",702,695,336,323,372,632,"1,029",275,266,251,823,563
2021년12월_계_60~69세,"9,375","1,731",656,799,454,433,517,802,"1,190",404,397,397,998,597
2021년12월_계_70~79세,"6,293","1,129",447,569,301,304,356,586,727,342,301,217,614,400
2021년12월_계_80~89세,"4,525",651,255,421,279,286,284,389,527,278,239,123,510,283
2021년12월_계_90~99세,790,93,43,76,40,42,65,73,112,57,40,25,91,33
2021년12월_계_100세 이상,14,3,1,1,0,2,1,2,1,1,0,0,2,0
2021년12월_남_총인구수,"21,696","4,793","1,533","1,733",944,893,"1,074","1,725","2,929",832,821,742,"2,127","1,550"
2021년12월_남_연령구간인구수,"21,696","4,793","1,533","1,733",944,893,"1,074","1,725","2,929",832,821,742,"2,127","1,550"
2021년12월_남_0~9세,853,274,44,57,29,23,23,43,147,12,24,30,80,67
2021년12월_남_10~19세,"1,452",444,104,104,53,33,52,72,242,25,43,75,119,86
2021년12월_남_20~29세,"1,806",504,115,128,68,52,82,136,266,50,45,37,144,179
2021년12월_남_30~39세,"1,390",412,61,79,47,52,63,117,199,38,50,36,120,116
2021년12월_남_40~49세,"2,535",650,179,186,95,87,114,176,405,76,80,67,203,217
2021년12월_남_50~59세,"4,420",943,392,360,187,171,209,371,540,157,162,141,463,324
2021년12월_남_60~69세,"4,885",860,351,423,244,234,272,408,605,213,214,209,540,312
2021년12월_남_70~79세,"2,792",487,187,237,133,148,162,259,339,157,130,109,282,162
2021년12월_남_80~89세,"1,401",202,89,151,76,83,86,127,158,95,64,34,159,77
2021년12월_남_90~99세,159,17,11,8,12,8,11,16,28,9,9,4,16,10
2021년12월_남_100세 이상,3,0,0,0,0,2,0,0,0,0,0,0,1,0
2021년12월_여_총인구수,"21,753","4,931","1,506","1,760",970,927,"1,112","1,659","2,982",878,860,683,"2,079","1,406"
2021년12월_여_연령구간인구수,"21,753","4,931","1,506","1,760",970,927,"1,112","1,659","2,982",878,860,683,"2,079","1,406"
2021년12월_여_0~9세,780,252,41,37,17,27,24,36,171,12,32,20,64,47
2021년12월_여_10~19세,"1,221",398,85,74,34,32,66,73,188,34,36,37,102,62
2021년12월_여_20~29세,"1,231",425,91,59,45,35,47,70,178,31,31,28,89,102
2021년12월_여_30~39세,"1,139",366,57,68,42,43,39,59,203,23,37,31,97,74
2021년12월_여_40~49세,"2,014",628,158,140,74,46,81,118,326,52,60,51,150,130
2021년12월_여_50~59세,"3,611",821,310,335,149,152,163,261,489,118,104,110,360,239
2021년12월_여_60~69세,"4,490",871,305,376,210,199,245,394,585,191,183,188,458,285
2021년12월_여_70~79세,"3,501",642,260,332,168,156,194,327,388,185,171,108,332,238
2021년12월_여_80~89세,"3,124",449,166,270,203,203,198,262,369,183,175,89,351,206
2021년12월_여_90~99세,631,76,32,68,28,34,54,57,84,48,31,21,75,23
2021년12월_여_100세 이상,11,3,1,1,0,0,1,2,1,1,0,0,1,0
