카테고리,전라남도 곡성군,전라남도 곡성군 곡성읍,전라남도 곡성군 오곡면,전라남도 곡성군 삼기면,전라남도 곡성군 석곡면,전라남도 곡성군 목사동면,전라남도 곡성군 죽곡면,전라남도 곡성군 고달면,전라남도 곡성군 옥과면,전라남도 곡성군 입면,전라남도 곡성군 겸면,전라남도 곡성군 오산면
2021년07월_여_30~39세,783,325,39,23,51,20,41,20,146,40,45,33
2021년07월_여_40~49세,"1,307",498,72,48,98,35,74,24,232,133,48,45
2021년07월_여_50~59세,"2,134",594,126,131,189,103,158,79,332,181,126,115
2021년07월_여_60~69세,"2,475",667,183,162,219,132,192,105,328,186,149,152
2021년07월_여_70~79세,"2,370",538,197,177,213,147,185,137,271,202,186,117
2021년07월_여_80~89세,"2,248",442,180,175,266,156,172,129,220,217,168,123
2021년07월_여_90~99세,449,91,23,44,52,25,44,22,43,47,33,25
2021년07월_여_100세 이상,13,5,1,0,0,3,1,0,1,0,0,2
2021년08월_계_총인구수,"27,754","7,797","1,871","1,668","2,312","1,325","1,900","1,162","4,173","2,446","1,673","1,427"
2021년08월_계_연령구간인구수,"27,754","7,797","1,871","1,668","2,312","1,325","1,900","1,162","4,173","2,446","1,673","1,427"
2021년08월_계_0~9세,"1,005",450,52,29,66,19,42,28,187,60,38,34
2021년08월_계_10~19세,"1,908",640,127,80,118,38,84,47,439,199,82,54
2021년08월_계_20~29세,"2,250",744,109,98,143,67,130,80,464,209,96,110
2021년08월_계_30~39세,"1,641",623,97,62,105,63,82,47,310,96,89,67
2021년08월_계_40~49세,"2,917","1,034",168,143,196,93,147,77,498,307,146,108
2021년08월_계_50~59세,"4,811","1,285",295,283,424,236,346,198,718,459,293,274
2021년08월_계_60~69세,"5,223","1,298",402,357,442,287,413,235,687,414,335,353
2021년08월_계_70~79세,"4,147",954,319,302,381,256,352,231,489,339,306,218
2021년08월_계_80~89세,"3,275",654,270,258,373,232,247,195,318,309,244,175
2021년08월_계_90~99세,560,109,31,56,62,31,56,24,62,54,43,32
2021년08월_계_100세 이상,17,6,1,0,2,3,1,0,1,0,1,2
2021년08월_남_총인구수,"13,619","3,773",919,817,"1,088",645,924,584,"2,085","1,233",823,728
2021년08월_남_연령구간인구수,"13,619","3,773",919,817,"1,088",645,924,584,"2,085","1,233",823,728
2021년08월_남_0~9세,519,223,25,13,40,13,27,19,88,29,20,22
2021년08월_남_10~19세,"1,030",343,68,45,68,14,47,21,243,111,43,27
2021년08월_남_20~29세,"1,241",399,63,65,80,38,70,53,241,115,52,65
2021년08월_남_30~39세,862,300,59,37,54,43,41,27,164,56,48,33
2021년08월_남_40~49세,"1,614",535,97,94,98,59,76,53,263,176,100,63
2021년08월_남_50~59세,"2,688",691,168,152,236,134,189,119,394,280,168,157
2021년08월_남_60~69세,"2,744",633,221,195,224,153,221,131,353,229,185,199
2021년08월_남_70~79세,"1,793",420,121,125,170,110,171,95,221,136,121,103
2021년08월_남_80~89세,"1,024",211,90,81,106,76,73,64,101,93,76,53
2021년08월_남_90~99세,101,17,7,10,11,5,9,2,17,8,9,6
2021년08월_남_100세 이상,3,1,0,0,1,0,0,0,0,0,1,0
2021년08월_여_총인구수,"14,135","4,024",952,851,"1,224",680,976,578,"2,088","1,213",850,699
2021년08월_여_연령구간인구수,"14,135","4,024",952,851,"1,224",680,976,578,"2,088","1,213",850,699
2021년08월_여_0~9세,486,227,27,16,26,6,15,9,99,31,18,12
2021년08월_여_10~19세,878,297,59,35,50,24,37,26,196,88,39,27
2021년08월_여_20~29세,"1,009",345,46,33,63,29,60,27,223,94,44,45
2021년08월_여_30~39세,779,323,38,25,51,20,41,20,146,40,41,34
2021년08월_여_40~49세,"1,303",499,71,49,98,34,71,24,235,131,46,45
2021년08월_여_50~59세,"2,123",594,127,131,188,102,157,79,324,179,125,117
2021년08월_여_60~69세,"2,479",665,181,162,218,134,192,104,334,185,150,154
2021년08월_여_70~79세,"2,354",534,198,177,211,146,181,136,268,203,185,115
2021년08월_여_80~89세,"2,251",443,180,177,267,156,174,131,217,216,168,122
2021년08월_여_90~99세,459,92,24,46,51,26,47,22,45,46,34,26
2021년08월_여_100세 이상,14,5,1,0,1,3,1,0,1,0,0,2
2021년09월_계_총인구수,"27,655","7,782","1,869","1,660","2,302","1,316","1,893","1,163","4,148","2,426","1,673","1,423"
2021년09월_계_연령구간인구수,"27,655","7,782","1,869","1,660","2,302","1,316","1,893","1,163","4,148","2,426","1,673","1,423"
2021년09월_계_0~9세,"1,010",449,53,29,65,20,41,28,191,63,37,34
2021년09월_계_10~19세,"1,882",635,126,81,117,37,85,47,423,194,83,54
2021년09월_계_20~29세,"2,196",731,109,97,138,63,129,80,443,202,95,109
2021년09월_계_30~39세,"1,634",626,95,62,99,62,84,48,311,96,86,65
2021년09월_계_40~49세,"2,909","1,028",165,142,197,92,147,79,501,301,148,109
2021년09월_계_50~59세,"4,803","1,289",297,276,423,235,343,197,723,460,293,267
2021년09월_계_60~69세,"5,222","1,297",399,358,442,286,411,236,684,415,335,359
2021년09월_계_70~79세,"4,135",954,321,298,381,254,352,229,485,337,305,219
2021년09월_계_80~89세,"3,272",656,271,260,375,233,244,192,322,304,243,172
2021년09월_계_90~99세,575,111,32,57,63,31,56,27,64,54,47,33
2021년09월_계_100세 이상,17,6,1,0,2,3,1,0,1,0,1,2
2021년09월_남_총인구수,"13,578","3,764",919,812,"1,085",642,921,584,"2,077","1,224",823,727
2021년09월_남_연령구간인구수,"13,578","3,764",919,812,"1,085",642,921,584,"2,077","1,224",823,727
2021년09월_남_0~9세,521,222,25,13,40,15,26,19,90,29,20,22
2021년09월_남_10~19세,"1,017",341,67,46,67,14,48,21,234,109,43,27
2021년09월_남_20~29세,"1,217",389,65,63,79,36,70,51,233,114,51,66
2021년09월_남_30~39세,857,301,56,37,50,42,43,27,167,56,46,32
2021년09월_남_40~49세,"1,618",536,96,93,100,58,77,55,264,173,103,63
2021년09월_남_50~59세,"2,679",696,170,145,236,134,185,118,397,278,167,153
2021년09월_남_60~69세,"2,743",626,219,200,225,152,220,133,354,227,185,202
2021년09월_남_70~79세,"1,790",422,123,124,168,109,171,94,218,138,120,103
2021년09월_남_80~89세,"1,027",212,91,81,108,77,72,61,103,92,78,52
2021년09월_남_90~99세,106,18,7,10,11,5,9,5,17,8,9,7
2021년09월_남_100세 이상,3,1,0,0,1,0,0,0,0,0,1,0
2021년09월_여_총인구수,"14,077","4,018",950,848,"1,217",674,972,579,"2,071","1,202",850,696
2021년09월_여_연령구간인구수,"14,077","4,018",950,848,"1,217",674,972,579,"2,071","1,202",850,696
2021년09월_여_0~9세,489,227,28,16,25,5,15,9,101,34,17,12
2021년09월_여_10~19세,865,294,59,35,50,23,37,26,189,85,40,27
2021년09월_여_20~29세,979,342,44,34,59,27,59,29,210,88,44,43
2021년09월_여_30~39세,777,325,39,25,49,20,41,21,144,40,40,33
2021년09월_여_40~49세,"1,291",492,69,49,97,34,70,24,237,128,45,46
2021년09월_여_50~59세,"2,124",593,127,131,187,101,158,79,326,182,126,114
2021년09월_여_60~69세,"2,479",671,180,158,217,134,191,103,330,188,150,157
2021년09월_여_70~79세,"2,345",532,198,174,213,145,181,135,267,199,185,116
2021년09월_여_80~89세,"2,245",444,180,179,267,156,172,131,219,212,165,120
2021년09월_여_90~99세,469,93,25,47,52,26,47,22,47,46,38,26
2021년09월_여_100세 이상,14,5,1,0,1,3,1,0,1,0,0,2
2021년10월_계_총인구수,"27,616","7,791","1,863","1,658","2,300","1,304","1,895","1,159","4,141","2,417","1,670","1,418"
2021년10월_계_연령구간인구수,"27,616","7,791","1,863","1,658","2,300","1,304","1,895","1,159","4,141","2,417","1,670","1,418"
2021년10월_계_0~9세,997,444,51,29,65,20,40,28,188,62,36,34
2021년10월_계_10~19세,"1,876",639,126,80,115,34,84,47,423,191,86,51
2021년10월_계_20~29세,"2,195",740,107,93,137,63,127,79,439,204,96,110
2021년10월_계_30~39세,"1,625",620,94,65,96,62,81,47,313,95,88,64
2021년10월_계_40~49세,"2,900","1,029",163,142,200,86,148,82,496,299,146,109
2021년10월_계_50~59세,"4,780","1,287",293,275,420,233,339,195,726,459,291,262
2021년10월_계_60~69세,"5,243","1,303",403,354,445,286,420,238,682,413,339,360
2021년10월_계_70~79세,"4,132",951,320,304,381,253,354,228,485,333,305,218
2021년10월_계_80~89세,"3,279",660,273,258,376,234,247,188,325,306,238,174
2021년10월_계_90~99세,571,112,32,58,63,31,54,27,63,55,42,34
2021년10월_계_100세 이상,18,6,1,0,2,2,1,0,1,0,3,2
2021년10월_남_총인구수,"13,565","3,763",918,812,"1,085",642,920,580,"2,076","1,221",823,725
2021년10월_남_연령구간인구수,"13,565","3,763",918,812,"1,085",642,920,580,"2,076","1,221",823,725
2021년10월_남_0~9세,518,221,24,13,40,15,25,19,89,30,20,22
2021년10월_남_10~19세,"1,011",342,67,46,66,13,48,21,231,107,44,26
2021년10월_남_20~29세,"1,209",387,63,59,79,37,68,50,231,116,52,67
2021년10월_남_30~39세,858,298,57,40,50,42,41,27,170,54,47,32
2021년10월_남_40~49세,"1,616",537,96,93,101,55,79,57,260,173,103,62
2021년10월_남_50~59세,"2,667",694,167,145,234,135,184,116,401,276,166,149
2021년10월_남_60~69세,"2,759",629,223,198,228,153,223,133,356,226,186,204
2021년10월_남_70~79세,"1,792",421,123,128,167,110,172,93,218,138,118,104
2021년10월_남_80~89세,"1,027",215,91,80,108,77,73,59,103,91,78,52
2021년10월_남_90~99세,105,18,7,10,11,5,7,5,17,10,8,7
2021년10월_남_100세 이상,3,1,0,0,1,0,0,0,0,0,1,0
2021년10월_여_총인구수,"14,051","4,028",945,846,"1,215",662,975,579,"2,065","1,196",847,693
2021년10월_여_연령구간인구수,"14,051","4,028",945,846,"1,215",662,975,579,"2,065","1,196",847,693
2021년10월_여_0~9세,479,223,27,16,25,5,15,9,99,32,16,12
2021년10월_여_10~19세,865,297,59,34,49,21,36,26,192,84,42,25
2021년10월_여_20~29세,986,353,44,34,58,26,59,29,208,88,44,43
2021년10월_여_30~39세,767,322,37,25,46,20,40,20,143,41,41,32
2021년10월_여_40~49세,"1,284",492,67,49,99,31,69,25,236,126,43,47
2021년10월_여_50~59세,"2,113",593,126,130,186,98,155,79,325,183,125,113
2021년10월_여_60~69세,"2,484",674,180,156,217,133,197,105,326,187,153,156
2021년10월_여_70~79세,"2,340",530,197,176,214,143,182,135,267,195,187,114
2021년10월_여_80~89세,"2,252",445,182,178,268,157,174,129,222,215,160,122
2021년10월_여_90~99세,466,94,25,48,52,26,47,22,46,45,34,27
2021년10월_여_100세 이상,15,5,1,0,1,2,1,0,1,0,2,2
2021년11월_계_총인구수,"27,581","7,783","1,852","1,657","2,304","1,310","1,889","1,160","4,134","2,415","1,666","1,411"
2021년11월_계_연령구간인구수,"27,581","7,783","1,852","1,657","2,304","1,310","1,889","1,160","4,134","2,415","1,666","1,411"
2021년11월_계_0~9세,979,436,50,29,64,19,39,28,185,59,36,34
2021년11월_계_10~19세,"1,871",640,125,80,115,34,82,47,422,191,84,51
2021년11월_계_20~29세,"2,186",736,108,92,136,63,129,76,440,205,91,110
2021년11월_계_30~39세,"1,622",617,94,68,99,63,78,44,311,98,87,63
2021년11월_계_40~49세,"2,898","1,030",161,141,200,87,146,86,496,296,146,109
2021년11월_계_50~59세,"4,764","1,282",285,277,417,234,339,197,720,460,294,259
2021년11월_계_60~69세,"5,271","1,317",404,353,452,288,419,239,687,415,340,357
2021년11월_계_70~79세,"4,122",948,318,300,383,254,356,226,481,334,304,218
2021년11월_계_80~89세,"3,282",659,274,261,372,235,248,190,328,304,237,174
2021년11월_계_90~99세,571,113,32,56,64,31,53,27,63,53,45,34
2021년11월_계_100세 이상,15,5,1,0,2,2,0,0,1,0,2,2
2021년11월_남_총인구수,"13,557","3,766",912,812,"1,087",646,920,580,"2,073","1,222",820,719
2021년11월_남_연령구간인구수,"13,557","3,766",912,812,"1,087",646,920,580,"2,073","1,222",820,719
2021년11월_남_0~9세,512,219,24,13,39,14,25,19,88,29,20,22
2021년11월_남_10~19세,"1,007",342,66,46,66,13,46,21,230,107,43,27
2021년11월_남_20~29세,"1,207",387,62,59,78,38,71,47,234,116,48,67
2021년11월_남_30~39세,856,296,58,40,50,43,41,26,167,55,48,32
2021년11월_남_40~49세,"1,612",538,95,92,102,55,76,60,260,173,101,60
2021년11월_남_50~59세,"2,656",693,163,146,232,135,184,115,398,276,167,147
2021년11월_남_60~69세,"2,780",638,223,198,233,154,224,134,359,227,188,202
2021년11월_남_70~79세,"1,789",422,123,126,168,111,171,92,215,139,118,104
2021년11월_남_80~89세,"1,030",212,91,82,107,78,75,61,105,90,78,51
2021년11월_남_90~99세,105,18,7,10,11,5,7,5,17,10,8,7
2021년11월_남_100세 이상,3,1,0,0,1,0,0,0,0,0,1,0
2021년11월_여_총인구수,"14,024","4,017",940,845,"1,217",664,969,580,"2,061","1,193",846,692
2021년11월_여_연령구간인구수,"14,024","4,017",940,845,"1,217",664,969,580,"2,061","1,193",846,692
2021년11월_여_0~9세,467,217,26,16,25,5,14,9,97,30,16,12
2021년11월_여_10~19세,864,298,59,34,49,21,36,26,192,84,41,24
2021년11월_여_20~29세,979,349,46,33,58,25,58,29,206,89,43,43
2021년11월_여_30~39세,766,321,36,28,49,20,37,18,144,43,39,31
2021년11월_여_40~49세,"1,286",492,66,49,98,32,70,26,236,123,45,49
2021년11월_여_50~59세,"2,108",589,122,131,185,99,155,82,322,184,127,112
2021년11월_여_60~69세,"2,491",679,181,155,219,134,195,105,328,188,152,155
2021년11월_여_70~79세,"2,333",526,195,174,215,143,185,134,266,195,186,114
2021년11월_여_80~89세,"2,252",447,183,179,265,157,173,129,223,214,159,123
2021년11월_여_90~99세,466,95,25,46,53,26,46,22,46,43,37,27
2021년11월_여_100세 이상,12,4,1,0,1,2,0,0,1,0,1,2
2021년12월_계_총인구수,"27,535","7,788","1,852","1,667","2,293","1,307","1,882","1,155","4,110","2,400","1,670","1,411"
2021년12월_계_연령구간인구수,"27,535","7,788","1,852","1,667","2,293","1,307","1,882","1,155","4,110","2,400","1,670","1,411"
2021년12월_계_0~9세,964,428,52,29,61,16,38,27,186,58,35,34
2021년12월_계_10~19세,"1,859",647,125,79,112,32,80,47,412,188,85,52
2021년12월_계_20~29세,"2,173",735,106,94,137,64,126,73,427,206,94,111
2021년12월_계_30~39세,"1,619",615,90,70,99,66,79,45,309,95,87,64
2021년12월_계_40~49세,"2,886","1,024",160,141,197,87,143,87,500,295,146,106
2021년12월_계_50~59세,"4,753","1,291",283,280,417,235,339,190,715,452,294,257
2021년12월_계_60~69세,"5,295","1,321",408,357,454,294,418,242,684,417,343,357
2021년12월_계_70~79세,"4,105",941,320,297,380,252,356,227,480,332,299,221
2021년12월_계_80~89세,"3,288",667,274,265,365,230,250,189,333,303,237,175
2021년12월_계_90~99세,579,114,33,55,69,29,53,28,63,54,48,33
2021년12월_계_100세 이상,14,5,1,0,2,2,0,0,1,0,2,1
2021년12월_남_총인구수,"13,540","3,767",915,820,"1,084",644,919,576,"2,056","1,217",821,721
2021년12월_남_연령구간인구수,"13,540","3,767",915,820,"1,084",644,919,576,"2,056","1,217",821,721
2021년12월_남_0~9세,503,215,24,13,38,12,25,18,87,29,20,22
2021년12월_남_10~19세,996,344,66,45,64,13,45,21,223,105,43,27
2021년12월_남_20~29세,"1,200",390,63,61,76,37,67,45,226,117,49,69
2021년12월_남_30~39세,857,294,57,42,50,44,43,26,167,54,48,32
2021년12월_남_40~49세,"1,603",534,95,91,100,55,75,61,259,173,102,58
2021년12월_남_50~59세,"2,653",695,163,148,233,136,185,110,395,273,167,148
2021년12월_남_60~69세,"2,796",641,226,201,238,157,223,137,360,224,188,201
2021년12월_남_70~79세,"1,793",420,123,127,164,110,174,93,217,142,117,106
2021년12월_남_80~89세,"1,031",215,91,83,109,75,75,61,105,90,76,51
2021년12월_남_90~99세,105,18,7,9,11,5,7,4,17,10,10,7
2021년12월_남_100세 이상,3,1,0,0,1,0,0,0,0,0,1,0
2021년12월_여_총인구수,"13,995","4,021",937,847,"1,209",663,963,579,"2,054","1,183",849,690
2021년12월_여_연령구간인구수,"13,995","4,021",937,847,"1,209",663,963,579,"2,054","1,183",849,690
2021년12월_여_0~9세,461,213,28,16,23,4,13,9,99,29,15,12
2021년12월_여_10~19세,863,303,59,34,48,19,35,26,189,83,42,25
2021년12월_여_20~29세,973,345,43,33,61,27,59,28,201,89,45,42
2021년12월_여_30~39세,762,321,33,28,49,22,36,19,142,41,39,32
2021년12월_여_40~49세,"1,283",490,65,50,97,32,68,26,241,122,44,48
2021년12월_여_50~59세,"2,100",596,120,132,184,99,154,80,320,179,127,109
2021년12월_여_60~69세,"2,499",680,182,156,216,137,195,105,324,193,155,156
2021년12월_여_70~79세,"2,312",521,197,170,216,142,182,134,263,190,182,115
2021년12월_여_80~89세,"2,257",452,183,182,256,155,175,128,228,213,161,124
2021년12월_여_90~99세,474,96,26,46,58,24,46,24,46,44,38,26
2021년12월_여_100세 이상,11,4,1,0,1,2,0,0,1,0,1,1
