카테고리,강원도 동해시,강원도 동해시 천곡동,강원도 동해시 송정동,강원도 동해시 북삼동,강원도 동해시 부곡동,강원도 동해시 동호동,강원도 동해시 발한동,강원도 동해시 묵호동,강원도 동해시 북평동,강원도 동해시 망상동,강원도 동해시 삼화동
2021년06월_여_60~69세,"7,413","2,396",364,"1,196",577,494,425,374,917,364,306
2021년06월_여_70~79세,"4,364","1,034",234,636,405,361,323,341,494,287,249
2021년06월_여_80~89세,"2,496",547,172,326,195,168,197,192,340,204,155
2021년06월_여_90~99세,439,105,34,58,34,16,31,17,71,41,32
2021년06월_여_100세 이상,10,0,1,0,1,1,2,1,2,1,1
2021년07월_계_총인구수,"90,039","30,467","3,818","19,901","4,975","5,128","3,390","3,124","12,864","3,535","2,837"
2021년07월_계_연령구간인구수,"90,039","30,467","3,818","19,901","4,975","5,128","3,390","3,124","12,864","3,535","2,837"
2021년07월_계_0~9세,"6,409","2,650",134,"1,515",174,287,94,91,"1,221",165,78
2021년07월_계_10~19세,"8,566","3,200",212,"2,552",323,430,155,162,"1,175",187,170
2021년07월_계_20~29세,"9,363","3,408",523,"2,329",445,488,252,182,"1,270",259,207
2021년07월_계_30~39세,"8,844","3,502",274,"1,959",340,411,189,173,"1,546",262,188
2021년07월_계_40~49세,"14,333","5,090",500,"3,782",649,710,412,392,"2,066",425,307
2021년07월_계_50~59세,"15,611","5,079",653,"3,596",892,936,559,514,"2,191",619,572
2021년07월_계_60~69세,"14,429","4,608",746,"2,371","1,093",930,794,696,"1,841",732,618
2021년07월_계_70~79세,"7,983","1,948",449,"1,183",714,646,594,568,936,522,423
2021년07월_계_80~89세,"3,936",845,279,542,304,267,297,323,534,312,233
2021년07월_계_90~99세,551,137,46,72,40,21,42,22,82,50,39
2021년07월_계_100세 이상,14,0,2,0,1,2,2,1,2,2,2
2021년07월_남_총인구수,"45,732","15,168","2,081","10,302","2,429","2,598","1,724","1,552","6,615","1,774","1,489"
2021년07월_남_연령구간인구수,"45,732","15,168","2,081","10,302","2,429","2,598","1,724","1,552","6,615","1,774","1,489"
2021년07월_남_0~9세,"3,296","1,369",63,777,99,146,46,52,622,81,41
2021년07월_남_10~19세,"4,461","1,601",123,"1,367",177,225,83,89,608,96,92
2021년07월_남_20~29세,"5,519","1,959",358,"1,395",245,279,155,99,741,157,131
2021년07월_남_30~39세,"4,747","1,849",162,"1,037",169,217,128,100,818,146,121
2021년07월_남_40~49세,"7,466","2,517",296,"1,879",360,413,248,233,"1,084",253,183
2021년07월_남_50~59세,"8,115","2,436",370,"1,915",441,494,309,297,"1,183",325,345
2021년07월_남_60~69세,"6,976","2,202",372,"1,159",517,433,371,320,918,367,317
2021년07월_남_70~79세,"3,607",909,214,545,309,286,272,226,440,234,172
2021년07월_남_80~89세,"1,438",295,112,214,107,99,102,130,192,108,79
2021년07월_남_90~99세,105,31,11,14,5,5,10,6,9,7,7
2021년07월_남_100세 이상,2,0,0,0,0,1,0,0,0,0,1
2021년07월_여_총인구수,"44,307","15,299","1,737","9,599","2,546","2,530","1,666","1,572","6,249","1,761","1,348"
2021년07월_여_연령구간인구수,"44,307","15,299","1,737","9,599","2,546","2,530","1,666","1,572","6,249","1,761","1,348"
2021년07월_여_0~9세,"3,113","1,281",71,738,75,141,48,39,599,84,37
2021년07월_여_10~19세,"4,105","1,599",89,"1,185",146,205,72,73,567,91,78
2021년07월_여_20~29세,"3,844","1,449",165,934,200,209,97,83,529,102,76
2021년07월_여_30~39세,"4,097","1,653",112,922,171,194,61,73,728,116,67
2021년07월_여_40~49세,"6,867","2,573",204,"1,903",289,297,164,159,982,172,124
2021년07월_여_50~59세,"7,496","2,643",283,"1,681",451,442,250,217,"1,008",294,227
2021년07월_여_60~69세,"7,453","2,406",374,"1,212",576,497,423,376,923,365,301
2021년07월_여_70~79세,"4,376","1,039",235,638,405,360,322,342,496,288,251
2021년07월_여_80~89세,"2,498",550,167,328,197,168,195,193,342,204,154
2021년07월_여_90~99세,446,106,35,58,35,16,32,16,73,43,32
2021년07월_여_100세 이상,12,0,2,0,1,1,2,1,2,2,1
2021년08월_계_총인구수,"90,056","30,455","3,783","19,943","4,997","5,130","3,386","3,130","12,875","3,529","2,828"
2021년08월_계_연령구간인구수,"90,056","30,455","3,783","19,943","4,997","5,130","3,386","3,130","12,875","3,529","2,828"
2021년08월_계_0~9세,"6,401","2,647",128,"1,518",176,294,93,95,"1,217",160,73
2021년08월_계_10~19세,"8,560","3,185",212,"2,549",330,431,152,163,"1,182",185,171
2021년08월_계_20~29세,"9,325","3,396",508,"2,332",444,480,251,183,"1,263",259,209
2021년08월_계_30~39세,"8,802","3,488",268,"1,964",331,410,190,173,"1,537",258,183
2021년08월_계_40~49세,"14,312","5,067",493,"3,764",663,720,411,390,"2,072",426,306
2021년08월_계_50~59세,"15,632","5,088",646,"3,627",891,922,558,514,"2,201",616,569
2021년08월_계_60~69세,"14,513","4,643",747,"2,384","1,100",939,798,697,"1,847",737,621
2021년08월_계_70~79세,"7,997","1,954",452,"1,190",717,646,591,570,935,523,419
2021년08월_계_80~89세,"3,938",848,279,544,305,265,295,323,534,311,234
2021년08월_계_90~99세,561,139,48,71,39,21,44,21,85,52,41
2021년08월_계_100세 이상,15,0,2,0,1,2,3,1,2,2,2
2021년08월_남_총인구수,"45,716","15,168","2,058","10,321","2,426","2,594","1,725","1,557","6,608","1,772","1,487"
2021년08월_남_연령구간인구수,"45,716","15,168","2,058","10,321","2,426","2,594","1,725","1,557","6,608","1,772","1,487"
2021년08월_남_0~9세,"3,291","1,376",59,778,98,149,46,53,614,79,39
2021년08월_남_10~19세,"4,445","1,595",122,"1,362",175,224,79,89,610,96,93
2021년08월_남_20~29세,"5,483","1,942",346,"1,399",243,271,156,99,736,157,134
2021년08월_남_30~39세,"4,720","1,854",159,"1,035",162,216,125,99,807,145,118
2021년08월_남_40~49세,"7,478","2,508",297,"1,875",367,421,249,233,"1,092",252,184
2021년08월_남_50~59세,"8,117","2,435",364,"1,929",443,483,309,301,"1,185",325,343
2021년08월_남_60~69세,"7,022","2,216",374,"1,168",520,437,375,320,924,369,319
2021년08월_남_70~79세,"3,613",917,213,545,307,288,273,228,438,234,170
2021년08월_남_80~89세,"1,434",293,112,216,106,99,100,129,193,108,78
2021년08월_남_90~99세,111,32,12,14,5,5,13,6,9,7,8
2021년08월_남_100세 이상,2,0,0,0,0,1,0,0,0,0,1
2021년08월_여_총인구수,"44,340","15,287","1,725","9,622","2,571","2,536","1,661","1,573","6,267","1,757","1,341"
2021년08월_여_연령구간인구수,"44,340","15,287","1,725","9,622","2,571","2,536","1,661","1,573","6,267","1,757","1,341"
2021년08월_여_0~9세,"3,110","1,271",69,740,78,145,47,42,603,81,34
2021년08월_여_10~19세,"4,115","1,590",90,"1,187",155,207,73,74,572,89,78
2021년08월_여_20~29세,"3,842","1,454",162,933,201,209,95,84,527,102,75
2021년08월_여_30~39세,"4,082","1,634",109,929,169,194,65,74,730,113,65
2021년08월_여_40~49세,"6,834","2,559",196,"1,889",296,299,162,157,980,174,122
2021년08월_여_50~59세,"7,515","2,653",282,"1,698",448,439,249,213,"1,016",291,226
2021년08월_여_60~69세,"7,491","2,427",373,"1,216",580,502,423,377,923,368,302
2021년08월_여_70~79세,"4,384","1,037",239,645,410,358,318,342,497,289,249
2021년08월_여_80~89세,"2,504",555,167,328,199,166,195,194,341,203,156
2021년08월_여_90~99세,450,107,36,57,34,16,31,15,76,45,33
2021년08월_여_100세 이상,13,0,2,0,1,1,3,1,2,2,1
2021년09월_계_총인구수,"90,073","30,435","3,778","19,967","4,988","5,158","3,380","3,115","12,899","3,518","2,835"
2021년09월_계_연령구간인구수,"90,073","30,435","3,778","19,967","4,988","5,158","3,380","3,115","12,899","3,518","2,835"
2021년09월_계_0~9세,"6,346","2,608",123,"1,514",173,298,88,94,"1,217",156,75
2021년09월_계_10~19세,"8,573","3,191",210,"2,546",334,432,158,162,"1,183",186,171
2021년09월_계_20~29세,"9,297","3,406",508,"2,326",441,472,245,180,"1,252",255,212
2021년09월_계_30~39세,"8,780","3,474",272,"1,969",331,417,186,166,"1,536",253,176
2021년09월_계_40~49세,"14,312","5,066",485,"3,757",654,726,415,393,"2,081",426,309
2021년09월_계_50~59세,"15,674","5,099",648,"3,647",891,933,562,512,"2,207",607,568
2021년09월_계_60~69세,"14,592","4,662",751,"2,395","1,106",947,794,696,"1,867",750,624
2021년09월_계_70~79세,"7,960","1,944",449,"1,188",714,637,590,567,936,518,417
2021년09월_계_80~89세,"3,964",849,281,552,305,274,296,323,531,315,238
2021년09월_계_90~99세,561,136,49,73,38,20,44,21,87,50,43
2021년09월_계_100세 이상,14,0,2,0,1,2,2,1,2,2,2
2021년09월_남_총인구수,"45,730","15,168","2,053","10,328","2,426","2,607","1,719","1,549","6,620","1,772","1,488"
2021년09월_남_연령구간인구수,"45,730","15,168","2,053","10,328","2,426","2,607","1,719","1,549","6,620","1,772","1,488"
2021년09월_남_0~9세,"3,253","1,351",55,775,94,151,45,51,616,77,38
2021년09월_남_10~19세,"4,470","1,607",121,"1,365",179,226,77,90,615,98,92
2021년09월_남_20~29세,"5,460","1,947",343,"1,392",243,265,155,99,726,155,135
2021년09월_남_30~39세,"4,719","1,860",162,"1,036",163,220,124,91,806,143,114
2021년09월_남_40~49세,"7,470","2,512",292,"1,872",362,419,252,237,"1,087",252,185
2021년09월_남_50~59세,"8,129","2,428",370,"1,930",446,492,309,298,"1,192",320,344
2021년09월_남_60~69세,"7,069","2,223",376,"1,182",520,441,373,320,936,378,320
2021년09월_남_70~79세,"3,594",916,212,542,307,281,270,226,438,230,172
2021년09월_남_80~89세,"1,450",292,110,219,107,106,101,131,194,112,78
2021년09월_남_90~99세,114,32,12,15,5,5,13,6,10,7,9
2021년09월_남_100세 이상,2,0,0,0,0,1,0,0,0,0,1
2021년09월_여_총인구수,"44,343","15,267","1,725","9,639","2,562","2,551","1,661","1,566","6,279","1,746","1,347"
2021년09월_여_연령구간인구수,"44,343","15,267","1,725","9,639","2,562","2,551","1,661","1,566","6,279","1,746","1,347"
2021년09월_여_0~9세,"3,093","1,257",68,739,79,147,43,43,601,79,37
2021년09월_여_10~19세,"4,103","1,584",89,"1,181",155,206,81,72,568,88,79
2021년09월_여_20~29세,"3,837","1,459",165,934,198,207,90,81,526,100,77
2021년09월_여_30~39세,"4,061","1,614",110,933,168,197,62,75,730,110,62
2021년09월_여_40~49세,"6,842","2,554",193,"1,885",292,307,163,156,994,174,124
2021년09월_여_50~59세,"7,545","2,671",278,"1,717",445,441,253,214,"1,015",287,224
2021년09월_여_60~69세,"7,523","2,439",375,"1,213",586,506,421,376,931,372,304
2021년09월_여_70~79세,"4,366","1,028",237,646,407,356,320,341,498,288,245
2021년09월_여_80~89세,"2,514",557,171,333,198,168,195,192,337,203,160
2021년09월_여_90~99세,447,104,37,58,33,15,31,15,77,43,34
2021년09월_여_100세 이상,12,0,2,0,1,1,2,1,2,2,1
2021년10월_계_총인구수,"90,115","30,474","3,763","20,022","4,991","5,167","3,367","3,116","12,879","3,510","2,826"
2021년10월_계_연령구간인구수,"90,115","30,474","3,763","20,022","4,991","5,167","3,367","3,116","12,879","3,510","2,826"
2021년10월_계_0~9세,"6,336","2,600",126,"1,515",173,296,89,96,"1,215",153,73
2021년10월_계_10~19세,"8,560","3,188",207,"2,533",333,438,156,161,"1,189",186,169
2021년10월_계_20~29세,"9,312","3,428",507,"2,351",435,467,242,181,"1,240",249,212
2021년10월_계_30~39세,"8,754","3,467",268,"1,967",334,420,188,166,"1,521",248,175
2021년10월_계_40~49세,"14,288","5,066",477,"3,757",651,730,407,388,"2,077",426,309
2021년10월_계_50~59세,"15,682","5,110",643,"3,659",890,934,560,507,"2,203",611,565
2021년10월_계_60~69세,"14,652","4,683",751,"2,417","1,115",945,795,704,"1,872",749,621
2021년10월_계_70~79세,"7,966","1,940",448,"1,190",713,636,588,567,944,523,417
2021년10월_계_80~89세,"3,986",854,288,562,305,279,296,323,526,313,240
2021년10월_계_90~99세,565,138,46,71,41,20,44,21,90,51,43
2021년10월_계_100세 이상,14,0,2,0,1,2,2,2,2,1,2
2021년10월_남_총인구수,"45,756","15,185","2,047","10,364","2,424","2,613","1,710","1,551","6,613","1,766","1,483"
2021년10월_남_연령구간인구수,"45,756","15,185","2,047","10,364","2,424","2,613","1,710","1,551","6,613","1,766","1,483"
2021년10월_남_0~9세,"3,252","1,346",59,780,93,150,44,54,614,75,37
2021년10월_남_10~19세,"4,457","1,602",118,"1,360",180,230,74,87,617,98,91
2021년10월_남_20~29세,"5,457","1,953",344,"1,402",238,261,151,104,718,151,135
2021년10월_남_30~39세,"4,709","1,857",159,"1,039",167,221,125,90,798,140,113
2021년10월_남_40~49세,"7,465","2,521",286,"1,874",361,420,246,235,"1,084",251,187
2021년10월_남_50~59세,"8,144","2,431",363,"1,945",446,495,311,296,"1,192",324,341
2021년10월_남_60~69세,"7,095","2,229",381,"1,185",517,442,378,323,942,379,319
2021년10월_남_70~79세,"3,592",917,212,539,307,279,268,226,442,230,172
2021년10월_남_80~89세,"1,468",297,112,226,110,109,101,129,195,111,78
2021년10월_남_90~99세,115,32,13,14,5,5,12,7,11,7,9
2021년10월_남_100세 이상,2,0,0,0,0,1,0,0,0,0,1
2021년10월_여_총인구수,"44,359","15,289","1,716","9,658","2,567","2,554","1,657","1,565","6,266","1,744","1,343"
2021년10월_여_연령구간인구수,"44,359","15,289","1,716","9,658","2,567","2,554","1,657","1,565","6,266","1,744","1,343"
2021년10월_여_0~9세,"3,084","1,254",67,735,80,146,45,42,601,78,36
2021년10월_여_10~19세,"4,103","1,586",89,"1,173",153,208,82,74,572,88,78
2021년10월_여_20~29세,"3,855","1,475",163,949,197,206,91,77,522,98,77
2021년10월_여_30~39세,"4,045","1,610",109,928,167,199,63,76,723,108,62
2021년10월_여_40~49세,"6,823","2,545",191,"1,883",290,310,161,153,993,175,122
2021년10월_여_50~59세,"7,538","2,679",280,"1,714",444,439,249,211,"1,011",287,224
2021년10월_여_60~69세,"7,557","2,454",370,"1,232",598,503,417,381,930,370,302
2021년10월_여_70~79세,"4,374","1,023",236,651,406,357,320,341,502,293,245
2021년10월_여_80~89세,"2,518",557,176,336,195,170,195,194,331,202,162
2021년10월_여_90~99세,450,106,33,57,36,15,32,14,79,44,34
2021년10월_여_100세 이상,12,0,2,0,1,1,2,2,2,1,1
2021년11월_계_총인구수,"90,010","30,535","3,753","19,994","4,970","5,141","3,365","3,093","12,841","3,500","2,818"
2021년11월_계_연령구간인구수,"90,010","30,535","3,753","19,994","4,970","5,141","3,365","3,093","12,841","3,500","2,818"
2021년11월_계_0~9세,"6,283","2,587",128,"1,500",164,295,91,94,"1,197",156,71
2021년11월_계_10~19세,"8,549","3,189",206,"2,525",335,430,159,158,"1,193",185,169
2021년11월_계_20~29세,"9,305","3,441",502,"2,355",431,460,244,182,"1,231",246,213
2021년11월_계_30~39세,"8,690","3,441",266,"1,961",324,423,188,163,"1,508",244,172
2021년11월_계_40~49세,"14,266","5,086",475,"3,747",642,724,402,383,"2,076",427,304
2021년11월_계_50~59세,"15,693","5,121",648,"3,657",898,927,563,509,"2,203",599,568
2021년11월_계_60~69세,"14,668","4,703",750,"2,431","1,112",942,792,696,"1,871",754,617
2021년11월_계_70~79세,"7,983","1,972",447,"1,184",711,638,585,565,944,519,418
2021년11월_계_80~89세,"3,989",855,283,564,309,281,296,320,523,317,241
2021년11월_계_90~99세,570,140,46,70,42,19,44,21,93,52,43
2021년11월_계_100세 이상,14,0,2,0,2,2,1,2,2,1,2
2021년11월_남_총인구수,"45,735","15,222","2,043","10,363","2,416","2,600","1,708","1,539","6,611","1,758","1,475"
2021년11월_남_연령구간인구수,"45,735","15,222","2,043","10,363","2,416","2,600","1,708","1,539","6,611","1,758","1,475"
2021년11월_남_0~9세,"3,231","1,342",58,773,85,152,46,52,612,75,36
2021년11월_남_10~19세,"4,455","1,604",117,"1,354",185,227,76,86,618,97,91
2021년11월_남_20~29세,"5,471","1,965",340,"1,413",237,258,149,105,721,150,133
2021년11월_남_30~39세,"4,674","1,836",162,"1,037",164,221,125,90,790,138,111
2021년11월_남_40~49세,"7,457","2,535",287,"1,872",354,418,242,230,"1,084",251,184
2021년11월_남_50~59세,"8,157","2,444",365,"1,935",452,492,314,296,"1,198",320,341
2021년11월_남_60~69세,"7,093","2,229",378,"1,199",513,440,376,319,940,382,317
2021년11월_남_70~79세,"3,613",938,213,540,310,277,265,227,441,227,175
2021년11월_남_80~89세,"1,469",298,111,226,111,109,103,127,196,111,77
2021년11월_남_90~99세,113,31,12,14,5,5,12,7,11,7,9
2021년11월_남_100세 이상,2,0,0,0,0,1,0,0,0,0,1
2021년11월_여_총인구수,"44,275","15,313","1,710","9,631","2,554","2,541","1,657","1,554","6,230","1,742","1,343"
2021년11월_여_연령구간인구수,"44,275","15,313","1,710","9,631","2,554","2,541","1,657","1,554","6,230","1,742","1,343"
2021년11월_여_0~9세,"3,052","1,245",70,727,79,143,45,42,585,81,35
2021년11월_여_10~19세,"4,094","1,585",89,"1,171",150,203,83,72,575,88,78
2021년11월_여_20~29세,"3,834","1,476",162,942,194,202,95,77,510,96,80
2021년11월_여_30~39세,"4,016","1,605",104,924,160,202,63,73,718,106,61
2021년11월_여_40~49세,"6,809","2,551",188,"1,875",288,306,160,153,992,176,120
2021년11월_여_50~59세,"7,536","2,677",283,"1,722",446,435,249,213,"1,005",279,227
2021년11월_여_60~69세,"7,575","2,474",372,"1,232",599,502,416,377,931,372,300
2021년11월_여_70~79세,"4,370","1,034",234,644,401,361,320,338,503,292,243
2021년11월_여_80~89세,"2,520",557,172,338,198,172,193,193,327,206,164
2021년11월_여_90~99세,457,109,34,56,37,14,32,14,82,45,34
2021년11월_여_100세 이상,12,0,2,0,2,1,1,2,2,1,1
2021년12월_계_총인구수,"90,081","30,710","3,754","20,007","4,951","5,118","3,344","3,086","12,817","3,491","2,803"
2021년12월_계_연령구간인구수,"90,081","30,710","3,754","20,007","4,951","5,118","3,344","3,086","12,817","3,491","2,803"
2021년12월_계_0~9세,"6,272","2,596",122,"1,501",164,293,86,94,"1,195",151,70
2021년12월_계_10~19세,"8,535","3,214",213,"2,513",331,426,155,159,"1,174",183,167
2021년12월_계_20~29세,"9,361","3,455",513,"2,385",429,456,250,180,"1,240",244,209
2021년12월_계_30~39세,"8,677","3,461",268,"1,948",319,416,184,161,"1,509",240,171
2021년12월_계_40~49세,"14,228","5,109",462,"3,727",639,717,395,378,"2,069",426,306
2021년12월_계_50~59세,"15,731","5,143",648,"3,682",895,925,555,515,"2,199",603,566
2021년12월_계_60~69세,"14,679","4,725",754,"2,437","1,107",942,790,692,"1,866",755,611
2021년12월_계_70~79세,"7,994","1,993",442,"1,177",713,639,585,562,948,518,417
2021년12월_계_80~89세,"4,008",870,283,564,312,283,299,319,521,317,240
2021년12월_계_90~99세,584,144,47,73,40,19,44,25,94,53,45
2021년12월_계_100세 이상,12,0,2,0,2,2,1,1,2,1,1
2021년12월_남_총인구수,"45,795","15,291","2,050","10,386","2,403","2,586","1,702","1,538","6,607","1,764","1,468"
2021년12월_남_연령구간인구수,"45,795","15,291","2,050","10,386","2,403","2,586","1,702","1,538","6,607","1,764","1,468"
2021년12월_남_0~9세,"3,229","1,341",57,775,87,151,46,52,614,73,33
2021년12월_남_10~19세,"4,449","1,618",122,"1,350",179,225,75,86,611,95,88
2021년12월_남_20~29세,"5,520","1,982",349,"1,435",235,253,154,101,725,153,133
2021년12월_남_30~39세,"4,680","1,853",164,"1,035",162,218,122,90,790,136,110
2021년12월_남_40~49세,"7,413","2,522",280,"1,857",356,413,236,223,"1,085",254,187
2021년12월_남_50~59세,"8,191","2,460",366,"1,954",450,494,309,301,"1,192",323,342
2021년12월_남_60~69세,"7,096","2,228",380,"1,197",512,438,379,325,940,381,316
2021년12월_남_70~79세,"3,624",951,209,541,308,279,265,224,444,231,172
2021년12월_남_80~89세,"1,476",305,111,228,109,109,104,128,194,111,77
2021년12월_남_90~99세,116,31,12,14,5,5,12,8,12,7,10
2021년12월_남_100세 이상,1,0,0,0,0,1,0,0,0,0,0
2021년12월_여_총인구수,"44,286","15,419","1,704","9,621","2,548","2,532","1,642","1,548","6,210","1,727","1,335"
2021년12월_여_연령구간인구수,"44,286","15,419","1,704","9,621","2,548","2,532","1,642","1,548","6,210","1,727","1,335"
2021년12월_여_0~9세,"3,043","1,255",65,726,77,142,40,42,581,78,37
2021년12월_여_10~19세,"4,086","1,596",91,"1,163",152,201,80,73,563,88,79
2021년12월_여_20~29세,"3,841","1,473",164,950,194,203,96,79,515,91,76
2021년12월_여_30~39세,"3,997","1,608",104,913,157,198,62,71,719,104,61
2021년12월_여_40~49세,"6,815","2,587",182,"1,870",283,304,159,155,984,172,119
2021년12월_여_50~59세,"7,540","2,683",282,"1,728",445,431,246,214,"1,007",280,224
2021년12월_여_60~69세,"7,583","2,497",374,"1,240",595,504,411,367,926,374,295
2021년12월_여_70~79세,"4,370","1,042",233,636,405,360,320,338,504,287,245
2021년12월_여_80~89세,"2,532",565,172,336,203,174,195,191,327,206,163
2021년12월_여_90~99세,468,113,35,59,35,14,32,17,82,46,35
2021년12월_여_100세 이상,11,0,2,0,2,1,1,1,2,1,1
