카테고리,대구광역시 남구,대구광역시 남구 이천동,대구광역시 남구 봉덕1동,대구광역시 남구 봉덕2동,대구광역시 남구 봉덕3동,대구광역시 남구 대명1동,대구광역시 남구 대명2동,대구광역시 남구 대명3동,대구광역시 남구 대명4동,대구광역시 남구 대명5동,대구광역시 남구 대명6동,대구광역시 남구 대명9동,대구광역시 남구 대명10동,대구광역시 남구 대명11동
2021년02월_계_총인구수,"146,255","12,331","9,275","12,199","17,212","11,550","10,658","11,072","11,243","7,299","9,660","15,971","9,275","8,510"
2021년02월_계_연령구간인구수,"146,255","12,331","9,275","12,199","17,212","11,550","10,658","11,072","11,243","7,299","9,660","15,971","9,275","8,510"
2021년02월_계_0~9세,"6,720",774,367,842,842,495,379,369,474,262,538,757,327,294
2021년02월_계_10~19세,"9,305","1,032",524,981,"1,336",735,616,612,628,398,628,886,482,447
2021년02월_계_20~29세,"20,398","1,227","1,132","1,267","2,097","1,799","1,995","1,527","1,651","1,420","1,447","2,464","1,345","1,027"
2021년02월_계_30~39세,"17,016","1,270","1,144","1,373","1,872","1,383","1,318","1,151","1,223",852,"1,280","2,131","1,114",905
2021년02월_계_40~49세,"20,202","1,987","1,337","1,707","2,519","1,574","1,365","1,492","1,382",882,"1,412","2,314","1,192","1,039"
2021년02월_계_50~59세,"24,856","1,977","1,644","2,043","2,948","2,041","1,668","1,984","2,023","1,161","1,572","2,691","1,593","1,511"
2021년02월_계_60~69세,"24,213","1,767","1,535","2,008","2,866","1,892","1,602","2,005","2,078","1,146","1,440","2,442","1,683","1,749"
2021년02월_계_70~79세,"15,125","1,387",959,"1,205","1,694","1,094","1,113","1,299","1,206",755,870,"1,532",995,"1,016"
2021년02월_계_80~89세,"7,360",773,567,665,908,460,532,554,511,375,413,645,488,469
2021년02월_계_90~99세,971,128,60,101,117,74,63,68,59,43,55,99,54,50
2021년02월_계_100세 이상,89,9,6,7,13,3,7,11,8,5,5,10,2,3
2021년02월_남_총인구수,"70,279","5,806","4,450","5,846","8,181","5,645","5,026","5,504","5,479","3,486","4,634","7,779","4,378","4,065"
2021년02월_남_연령구간인구수,"70,279","5,806","4,450","5,846","8,181","5,645","5,026","5,504","5,479","3,486","4,634","7,779","4,378","4,065"
2021년02월_남_0~9세,"3,482",430,185,429,453,263,186,207,229,152,255,390,162,141
2021년02월_남_10~19세,"4,910",564,285,492,688,397,293,330,340,217,339,471,257,237
2021년02월_남_20~29세,"10,183",612,541,677,"1,049",913,922,781,876,625,709,"1,262",662,554
2021년02월_남_30~39세,"8,965",629,622,703,960,731,698,653,677,444,647,"1,101",580,520
2021년02월_남_40~49세,"10,193",974,685,824,"1,193",814,706,827,708,461,689,"1,189",598,525
2021년02월_남_50~59세,"12,138",973,812,950,"1,472",966,828,"1,039","1,002",585,782,"1,278",740,711
2021년02월_남_60~69세,"11,071",765,718,937,"1,270",880,744,921,948,536,684,"1,138",755,775
2021년02월_남_70~79세,"6,433",545,387,546,716,490,456,537,524,321,381,668,440,422
2021년02월_남_80~89세,"2,659",284,203,254,348,172,176,194,162,132,140,257,170,167
2021년02월_남_90~99세,227,30,10,31,30,19,14,14,10,12,8,24,13,12
2021년02월_남_100세 이상,18,0,2,3,2,0,3,1,3,1,0,1,1,1
2021년02월_여_총인구수,"75,976","6,525","4,825","6,353","9,031","5,905","5,632","5,568","5,764","3,813","5,026","8,192","4,897","4,445"
2021년02월_여_연령구간인구수,"75,976","6,525","4,825","6,353","9,031","5,905","5,632","5,568","5,764","3,813","5,026","8,192","4,897","4,445"
2021년02월_여_0~9세,"3,238",344,182,413,389,232,193,162,245,110,283,367,165,153
2021년02월_여_10~19세,"4,395",468,239,489,648,338,323,282,288,181,289,415,225,210
2021년02월_여_20~29세,"10,215",615,591,590,"1,048",886,"1,073",746,775,795,738,"1,202",683,473
2021년02월_여_30~39세,"8,051",641,522,670,912,652,620,498,546,408,633,"1,030",534,385
2021년02월_여_40~49세,"10,009","1,013",652,883,"1,326",760,659,665,674,421,723,"1,125",594,514
2021년02월_여_50~59세,"12,718","1,004",832,"1,093","1,476","1,075",840,945,"1,021",576,790,"1,413",853,800
2021년02월_여_60~69세,"13,142","1,002",817,"1,071","1,596","1,012",858,"1,084","1,130",610,756,"1,304",928,974
2021년02월_여_70~79세,"8,692",842,572,659,978,604,657,762,682,434,489,864,555,594
2021년02월_여_80~89세,"4,701",489,364,411,560,288,356,360,349,243,273,388,318,302
2021년02월_여_90~99세,744,98,50,70,87,55,49,54,49,31,47,75,41,38
2021년02월_여_100세 이상,71,9,4,4,11,3,4,10,5,4,5,9,1,2
2021년03월_계_총인구수,"146,006","12,319","9,271","12,222","17,149","11,501","10,605","11,062","11,227","7,250","9,643","15,958","9,275","8,524"
2021년03월_계_연령구간인구수,"146,006","12,319","9,271","12,222","17,149","11,501","10,605","11,062","11,227","7,250","9,643","15,958","9,275","8,524"
2021년03월_계_0~9세,"6,690",769,362,843,834,491,372,370,464,256,533,770,326,300
2021년03월_계_10~19세,"9,287","1,043",525,988,"1,326",736,615,603,626,394,631,885,475,440
2021년03월_계_20~29세,"20,352","1,225","1,132","1,251","2,091","1,790","1,989","1,543","1,655","1,408","1,444","2,446","1,343","1,035"
2021년03월_계_30~39세,"16,962","1,256","1,132","1,369","1,866","1,370","1,303","1,145","1,219",852,"1,275","2,138","1,129",908
2021년03월_계_40~49세,"20,109","1,971","1,350","1,722","2,508","1,562","1,352","1,484","1,364",869,"1,387","2,328","1,183","1,029"
2021년03월_계_50~59세,"24,733","1,989","1,626","2,035","2,927","2,017","1,656","1,973","2,024","1,156","1,569","2,660","1,588","1,513"
2021년03월_계_60~69세,"24,295","1,770","1,541","2,025","2,869","1,901","1,602","2,007","2,091","1,148","1,458","2,452","1,683","1,748"
2021년03월_계_70~79세,"15,108","1,387",958,"1,214","1,694","1,097","1,110","1,299","1,204",745,867,"1,525",991,"1,017"
2021년03월_계_80~89세,"7,425",772,576,670,915,462,539,556,515,377,418,646,501,478
2021년03월_계_90~99세,977,130,65,100,111,73,62,73,59,42,57,99,53,53
2021년03월_계_100세 이상,68,7,4,5,8,2,5,9,6,3,4,9,3,3
2021년03월_남_총인구수,"70,169","5,801","4,459","5,872","8,143","5,607","5,008","5,479","5,473","3,460","4,627","7,775","4,394","4,071"
2021년03월_남_연령구간인구수,"70,169","5,801","4,459","5,872","8,143","5,607","5,008","5,479","5,473","3,460","4,627","7,775","4,394","4,071"
2021년03월_남_0~9세,"3,452",423,182,426,446,257,183,206,223,150,252,396,162,146
2021년03월_남_10~19세,"4,901",569,289,504,678,397,293,323,338,213,340,468,257,232
2021년03월_남_20~29세,"10,180",621,549,667,"1,043",905,932,781,881,617,705,"1,245",671,563
2021년03월_남_30~39세,"8,945",617,612,709,954,719,702,648,674,444,648,"1,106",592,520
2021년03월_남_40~49세,"10,158",966,691,833,"1,194",809,697,819,701,456,678,"1,199",596,519
2021년03월_남_50~59세,"12,086",981,806,949,"1,463",955,816,"1,034",999,578,783,"1,274",737,711
2021년03월_남_60~69세,"11,096",769,720,947,"1,268",885,731,924,958,536,691,"1,143",753,771
2021년03월_남_70~79세,"6,427",547,387,547,719,488,461,535,522,320,378,659,437,427
2021년03월_남_80~89세,"2,688",279,210,259,347,175,177,194,164,133,144,261,176,169
2021년03월_남_90~99세,223,29,11,29,30,17,15,14,10,13,8,23,12,12
2021년03월_남_100세 이상,13,0,2,2,1,0,1,1,3,0,0,1,1,1
2021년03월_여_총인구수,"75,837","6,518","4,812","6,350","9,006","5,894","5,597","5,583","5,754","3,790","5,016","8,183","4,881","4,453"
2021년03월_여_연령구간인구수,"75,837","6,518","4,812","6,350","9,006","5,894","5,597","5,583","5,754","3,790","5,016","8,183","4,881","4,453"
2021년03월_여_0~9세,"3,238",346,180,417,388,234,189,164,241,106,281,374,164,154
2021년03월_여_10~19세,"4,386",474,236,484,648,339,322,280,288,181,291,417,218,208
2021년03월_여_20~29세,"10,172",604,583,584,"1,048",885,"1,057",762,774,791,739,"1,201",672,472
2021년03월_여_30~39세,"8,017",639,520,660,912,651,601,497,545,408,627,"1,032",537,388
2021년03월_여_40~49세,"9,951","1,005",659,889,"1,314",753,655,665,663,413,709,"1,129",587,510
2021년03월_여_50~59세,"12,647","1,008",820,"1,086","1,464","1,062",840,939,"1,025",578,786,"1,386",851,802
2021년03월_여_60~69세,"13,199","1,001",821,"1,078","1,601","1,016",871,"1,083","1,133",612,767,"1,309",930,977
2021년03월_여_70~79세,"8,681",840,571,667,975,609,649,764,682,425,489,866,554,590
2021년03월_여_80~89세,"4,737",493,366,411,568,287,362,362,351,244,274,385,325,309
2021년03월_여_90~99세,754,101,54,71,81,56,47,59,49,29,49,76,41,41
2021년03월_여_100세 이상,55,7,2,3,7,2,4,8,3,3,4,8,2,2
2021년04월_계_총인구수,"146,188","12,321","9,239","12,637","17,036","11,496","10,559","11,041","11,207","7,202","9,621","15,953","9,263","8,613"
2021년04월_계_연령구간인구수,"146,188","12,321","9,239","12,637","17,036","11,496","10,559","11,041","11,207","7,202","9,621","15,953","9,263","8,613"
2021년04월_계_0~9세,"6,690",757,343,924,821,485,370,362,462,247,529,761,322,307
2021년04월_계_10~19세,"9,296","1,043",523,"1,023","1,317",737,610,598,626,396,630,878,471,444
2021년04월_계_20~29세,"20,407","1,238","1,120","1,271","2,081","1,803","1,998","1,546","1,640","1,418","1,454","2,443","1,334","1,061"
2021년04월_계_30~39세,"17,037","1,251","1,127","1,492","1,842","1,365","1,294","1,146","1,219",837,"1,252","2,143","1,128",941
2021년04월_계_40~49세,"20,091","1,955","1,337","1,813","2,471","1,555","1,345","1,479","1,357",858,"1,384","2,314","1,186","1,037"
2021년04월_계_50~59세,"24,741","2,008","1,636","2,075","2,911","2,008","1,644","1,966","2,018","1,149","1,571","2,657","1,580","1,518"
2021년04월_계_60~69세,"24,344","1,774","1,552","2,042","2,863","1,901","1,590","2,003","2,098","1,141","1,464","2,466","1,694","1,756"
2021년04월_계_70~79세,"15,063","1,377",954,"1,219","1,684","1,099","1,103","1,300","1,204",739,859,"1,524",988,"1,013"
2021년04월_계_80~89세,"7,467",779,576,674,924,468,539,561,515,373,417,655,505,481
2021년04월_계_90~99세,983,132,67,99,114,73,61,70,62,41,57,103,52,52
2021년04월_계_100세 이상,69,7,4,5,8,2,5,10,6,3,4,9,3,3
2021년04월_남_총인구수,"70,219","5,802","4,453","6,053","8,093","5,601","4,985","5,458","5,462","3,421","4,611","7,769","4,395","4,116"
2021년04월_남_연령구간인구수,"70,219","5,802","4,453","6,053","8,093","5,601","4,985","5,458","5,462","3,421","4,611","7,769","4,395","4,116"
2021년04월_남_0~9세,"3,447",418,172,471,431,257,182,202,220,143,250,392,160,149
2021년04월_남_10~19세,"4,895",571,288,503,680,400,296,317,338,215,333,466,254,234
2021년04월_남_20~29세,"10,183",623,540,673,"1,048",907,929,782,875,616,706,"1,240",670,574
2021년04월_남_30~39세,"8,993",623,611,765,940,715,702,649,671,435,638,"1,112",596,536
2021년04월_남_40~49세,"10,148",958,686,883,"1,175",807,689,815,699,454,675,"1,190",595,522
2021년04월_남_50~59세,"12,093",983,816,965,"1,461",950,812,"1,029",993,571,791,"1,271",733,718
2021년04월_남_60~69세,"11,120",771,728,956,"1,262",883,727,917,968,529,689,"1,155",758,777
2021년04월_남_70~79세,"6,406",546,388,548,714,486,456,538,520,315,375,659,439,422
2021년04월_남_80~89세,"2,700",280,211,259,351,179,177,194,164,132,146,259,177,171
2021년04월_남_90~99세,220,29,11,28,30,17,14,13,11,11,8,24,12,12
2021년04월_남_100세 이상,14,0,2,2,1,0,1,2,3,0,0,1,1,1
2021년04월_여_총인구수,"75,969","6,519","4,786","6,584","8,943","5,895","5,574","5,583","5,745","3,781","5,010","8,184","4,868","4,497"
2021년04월_여_연령구간인구수,"75,969","6,519","4,786","6,584","8,943","5,895","5,574","5,583","5,745","3,781","5,010","8,184","4,868","4,497"
2021년04월_여_0~9세,"3,243",339,171,453,390,228,188,160,242,104,279,369,162,158
2021년04월_여_10~19세,"4,401",472,235,520,637,337,314,281,288,181,297,412,217,210
2021년04월_여_20~29세,"10,224",615,580,598,"1,033",896,"1,069",764,765,802,748,"1,203",664,487
2021년04월_여_30~39세,"8,044",628,516,727,902,650,592,497,548,402,614,"1,031",532,405
2021년04월_여_40~49세,"9,943",997,651,930,"1,296",748,656,664,658,404,709,"1,124",591,515
2021년04월_여_50~59세,"12,648","1,025",820,"1,110","1,450","1,058",832,937,"1,025",578,780,"1,386",847,800
2021년04월_여_60~69세,"13,224","1,003",824,"1,086","1,601","1,018",863,"1,086","1,130",612,775,"1,311",936,979
2021년04월_여_70~79세,"8,657",831,566,671,970,613,647,762,684,424,484,865,549,591
2021년04월_여_80~89세,"4,767",499,365,415,573,289,362,367,351,241,271,396,328,310
2021년04월_여_90~99세,763,103,56,71,84,56,47,57,51,30,49,79,40,40
2021년04월_여_100세 이상,55,7,2,3,7,2,4,8,3,3,4,8,2,2
2021년05월_계_총인구수,"146,066","12,297","9,222","12,791","16,949","11,447","10,536","10,988","11,185","7,137","9,641","15,952","9,231","8,690"
2021년05월_계_연령구간인구수,"146,066","12,297","9,222","12,791","16,949","11,447","10,536","10,988","11,185","7,137","9,641","15,952","9,231","8,690"
2021년05월_계_0~9세,"6,669",750,337,949,811,478,371,361,453,247,525,745,320,322
2021년05월_계_10~19세,"9,274","1,038",522,"1,038","1,306",723,601,591,626,387,628,898,470,446
2021년05월_계_20~29세,"20,306","1,238","1,108","1,282","2,073","1,803","2,003","1,522","1,632","1,399","1,455","2,407","1,318","1,066"
2021년05월_계_30~39세,"17,049","1,238","1,124","1,532","1,821","1,358","1,279","1,159","1,218",831,"1,259","2,142","1,127",961
2021년05월_계_40~49세,"20,009","1,946","1,322","1,832","2,441","1,538","1,345","1,472","1,348",845,"1,385","2,308","1,174","1,053"
2021년05월_계_50~59세,"24,735","2,021","1,631","2,083","2,920","2,004","1,650","1,935","2,018","1,148","1,569","2,660","1,572","1,524"
2021년05월_계_60~69세,"24,403","1,769","1,560","2,059","2,860","1,907","1,589","2,011","2,100","1,131","1,472","2,481","1,703","1,761"
2021년05월_계_70~79세,"15,044","1,373",962,"1,225","1,669","1,095","1,097","1,300","1,197",737,866,"1,526",984,"1,013"
2021년05월_계_80~89세,"7,509",785,585,686,925,465,535,556,524,367,420,669,507,485
2021년05월_계_90~99세,998,132,67,99,115,74,61,71,63,42,58,107,53,56
2021년05월_계_100세 이상,70,7,4,6,8,2,5,10,6,3,4,9,3,3
2021년05월_남_총인구수,"70,118","5,788","4,438","6,125","8,042","5,580","4,971","5,420","5,443","3,385","4,623","7,770","4,382","4,151"
2021년05월_남_연령구간인구수,"70,118","5,788","4,438","6,125","8,042","5,580","4,971","5,420","5,443","3,385","4,623","7,770","4,382","4,151"
2021년05월_남_0~9세,"3,445",415,172,483,425,255,182,199,216,145,248,386,159,160
2021년05월_남_10~19세,"4,875",566,287,508,673,388,288,316,338,210,336,475,254,236
2021년05월_남_20~29세,"10,122",621,532,679,"1,047",910,938,763,864,608,712,"1,216",659,573
2021년05월_남_30~39세,"8,996",618,609,790,926,714,687,660,671,423,641,"1,122",595,540
2021년05월_남_40~49세,"10,116",961,678,894,"1,166",796,691,810,690,453,672,"1,182",589,534
2021년05월_남_50~59세,"12,064",990,808,964,"1,453",955,815,"1,010",995,566,788,"1,273",731,716
2021년05월_남_60~69세,"11,163",761,737,967,"1,267",888,723,920,968,521,692,"1,169",766,784
2021년05월_남_70~79세,"6,385",544,387,551,703,480,455,538,520,318,378,655,437,419
2021년05월_남_80~89세,"2,716",281,215,259,352,177,177,190,167,130,148,267,179,174
2021년05월_남_90~99세,222,31,11,28,29,17,14,12,11,11,8,24,12,14
2021년05월_남_100세 이상,14,0,2,2,1,0,1,2,3,0,0,1,1,1
2021년05월_여_총인구수,"75,948","6,509","4,784","6,666","8,907","5,867","5,565","5,568","5,742","3,752","5,018","8,182","4,849","4,539"
2021년05월_여_연령구간인구수,"75,948","6,509","4,784","6,666","8,907","5,867","5,565","5,568","5,742","3,752","5,018","8,182","4,849","4,539"
2021년05월_여_0~9세,"3,224",335,165,466,386,223,189,162,237,102,277,359,161,162
2021년05월_여_10~19세,"4,399",472,235,530,633,335,313,275,288,177,292,423,216,210
2021년05월_여_20~29세,"10,184",617,576,603,"1,026",893,"1,065",759,768,791,743,"1,191",659,493
2021년05월_여_30~39세,"8,053",620,515,742,895,644,592,499,547,408,618,"1,020",532,421
2021년05월_여_40~49세,"9,893",985,644,938,"1,275",742,654,662,658,392,713,"1,126",585,519
2021년05월_여_50~59세,"12,671","1,031",823,"1,119","1,467","1,049",835,925,"1,023",582,781,"1,387",841,808
2021년05월_여_60~69세,"13,240","1,008",823,"1,092","1,593","1,019",866,"1,091","1,132",610,780,"1,312",937,977
2021년05월_여_70~79세,"8,659",829,575,674,966,615,642,762,677,419,488,871,547,594
2021년05월_여_80~89세,"4,793",504,370,427,573,288,358,366,357,237,272,402,328,311
2021년05월_여_90~99세,776,101,56,71,86,57,47,59,52,31,50,83,41,42
2021년05월_여_100세 이상,56,7,2,4,7,2,4,8,3,3,4,8,2,2
2021년06월_계_총인구수,"145,105","12,185","9,151","12,786","16,756","11,438","10,397","10,931","11,115","6,982","9,658","15,842","9,211","8,653"
2021년06월_계_연령구간인구수,"145,105","12,185","9,151","12,786","16,756","11,438","10,397","10,931","11,115","6,982","9,658","15,842","9,211","8,653"
2021년06월_계_0~9세,"6,664",747,338,962,820,481,374,356,448,240,526,740,317,315
2021년06월_계_10~19세,"9,206","1,031",511,"1,044","1,289",725,596,580,623,384,627,885,473,438
2021년06월_계_20~29세,"20,261","1,237","1,107","1,268","2,067","1,808","2,009","1,533","1,615","1,386","1,461","2,394","1,323","1,053"
2021년06월_계_30~39세,"16,971","1,223","1,112","1,551","1,796","1,349","1,264","1,147","1,217",827,"1,256","2,145","1,115",969
2021년06월_계_40~49세,"19,843","1,924","1,306","1,832","2,425","1,519","1,318","1,459","1,338",832,"1,402","2,281","1,164","1,043"
2021년06월_계_50~59세,"24,571","2,008","1,627","2,079","2,907","2,012","1,614","1,919","2,000","1,108","1,557","2,640","1,574","1,526"
2021년06월_계_60~69세,"24,265","1,745","1,557","2,047","2,825","1,913","1,563","2,026","2,096","1,098","1,477","2,471","1,697","1,750"
2021년06월_계_70~79세,"14,904","1,367",951,"1,216","1,626","1,091","1,081","1,289","1,193",716,863,"1,515",985,"1,011"
2021년06월_계_80~89세,"7,449",779,581,689,890,468,522,554,518,347,427,670,510,494
2021년06월_계_90~99세,950,123,61,95,109,71,55,66,64,43,58,101,51,53
2021년06월_계_100세 이상,21,1,0,3,2,1,1,2,3,1,4,0,2,1
2021년06월_남_총인구수,"69,755","5,752","4,418","6,106","7,998","5,588","4,934","5,405","5,395","3,316","4,626","7,729","4,361","4,127"
2021년06월_남_연령구간인구수,"69,755","5,752","4,418","6,106","7,998","5,588","4,934","5,405","5,395","3,316","4,626","7,729","4,361","4,127"
2021년06월_남_0~9세,"3,441",414,173,492,428,256,183,194,213,143,245,383,159,158
2021년06월_남_10~19세,"4,839",562,282,505,662,389,289,314,336,211,335,470,254,230
2021년06월_남_20~29세,"10,079",627,534,666,"1,050",909,939,771,846,596,715,"1,210",654,562
2021년06월_남_30~39세,"8,967",609,601,806,916,709,684,650,673,418,643,"1,122",589,547
2021년06월_남_40~49세,"10,057",950,672,891,"1,168",790,676,809,689,447,676,"1,169",592,528
2021년06월_남_50~59세,"12,016",991,810,958,"1,447",962,804,"1,001",991,549,779,"1,275",729,720
2021년06월_남_60~69세,"11,118",750,740,954,"1,265",894,725,935,959,508,700,"1,155",759,774
2021년06월_남_70~79세,"6,345",546,382,549,696,481,453,534,515,309,376,656,435,413
2021년06월_남_80~89세,"2,686",277,215,258,337,181,170,187,163,123,149,268,178,180
2021년06월_남_90~99세,204,26,9,27,29,17,11,9,10,12,8,21,11,14
2021년06월_남_100세 이상,3,0,0,0,0,0,0,1,0,0,0,0,1,1
2021년06월_여_총인구수,"75,350","6,433","4,733","6,680","8,758","5,850","5,463","5,526","5,720","3,666","5,032","8,113","4,850","4,526"
2021년06월_여_연령구간인구수,"75,350","6,433","4,733","6,680","8,758","5,850","5,463","5,526","5,720","3,666","5,032","8,113","4,850","4,526"
2021년06월_여_0~9세,"3,223",333,165,470,392,225,191,162,235,97,281,357,158,157
2021년06월_여_10~19세,"4,367",469,229,539,627,336,307,266,287,173,292,415,219,208
2021년06월_여_20~29세,"10,182",610,573,602,"1,017",899,"1,070",762,769,790,746,"1,184",669,491
2021년06월_여_30~39세,"8,004",614,511,745,880,640,580,497,544,409,613,"1,023",526,422
2021년06월_여_40~49세,"9,786",974,634,941,"1,257",729,642,650,649,385,726,"1,112",572,515
2021년06월_여_50~59세,"12,555","1,017",817,"1,121","1,460","1,050",810,918,"1,009",559,778,"1,365",845,806
2021년06월_여_60~69세,"13,147",995,817,"1,093","1,560","1,019",838,"1,091","1,137",590,777,"1,316",938,976
2021년06월_여_70~79세,"8,559",821,569,667,930,610,628,755,678,407,487,859,550,598
2021년06월_여_80~89세,"4,763",502,366,431,553,287,352,367,355,224,278,402,332,314
2021년06월_여_90~99세,746,97,52,68,80,54,44,57,54,31,50,80,40,39
2021년06월_여_100세 이상,18,1,0,3,2,1,1,1,3,1,4,0,1,0
2021년07월_계_총인구수,"144,889","12,160","9,196","12,815","16,730","11,413","10,384","10,918","11,113","6,836","9,628","15,825","9,191","8,680"
2021년07월_계_연령구간인구수,"144,889","12,160","9,196","12,815","16,730","11,413","10,384","10,918","11,113","6,836","9,628","15,825","9,191","8,680"
2021년07월_계_0~9세,"6,614",727,344,953,825,473,370,356,444,239,523,728,320,312
2021년07월_계_10~19세,"9,164","1,032",506,"1,049","1,281",724,592,572,626,376,625,885,466,430
2021년07월_계_20~29세,"20,225","1,233","1,119","1,275","2,067","1,806","2,001","1,530","1,615","1,370","1,454","2,383","1,311","1,061"
2021년07월_계_30~39세,"16,954","1,206","1,115","1,553","1,800","1,341","1,270","1,155","1,217",808,"1,243","2,147","1,116",983
2021년07월_계_40~49세,"19,790","1,919","1,313","1,841","2,400","1,511","1,301","1,444","1,329",826,"1,402","2,289","1,167","1,048"
2021년07월_계_50~59세,"24,477","2,002","1,624","2,073","2,907","1,995","1,617","1,923","1,993","1,078","1,557","2,639","1,546","1,523"
2021년07월_계_60~69세,"24,335","1,763","1,574","2,065","2,814","1,929","1,565","2,032","2,112","1,073","1,483","2,473","1,700","1,752"
2021년07월_계_70~79세,"14,885","1,370",960,"1,218","1,626","1,091","1,087","1,283","1,193",686,856,"1,502",995,"1,018"
2021년07월_계_80~89세,"7,461",784,576,690,896,472,526,554,514,339,423,679,512,496
2021년07월_계_90~99세,963,123,65,95,112,70,54,67,67,41,58,99,56,56
2021년07월_계_100세 이상,21,1,0,3,2,1,1,2,3,0,4,1,2,1
2021년07월_남_총인구수,"69,663","5,751","4,436","6,118","7,992","5,578","4,933","5,413","5,392","3,244","4,608","7,715","4,350","4,133"
2021년07월_남_연령구간인구수,"69,663","5,751","4,436","6,118","7,992","5,578","4,933","5,413","5,392","3,244","4,608","7,715","4,350","4,133"
2021년07월_남_0~9세,"3,415",402,176,487,430,252,180,193,213,144,241,381,160,156
2021년07월_남_10~19세,"4,831",566,279,502,664,388,294,313,339,207,335,464,251,229
2021년07월_남_20~29세,"10,052",632,537,670,"1,048",911,938,772,841,589,709,"1,204",640,561
2021년07월_남_30~39세,"8,952",601,598,802,922,706,688,655,668,409,637,"1,121",590,555
2021년07월_남_40~49세,"10,041",946,676,898,"1,156",782,667,801,693,446,676,"1,168",596,536
2021년07월_남_50~59세,"11,968",989,817,957,"1,444",950,807,"1,008",979,531,780,"1,279",716,711
2021년07월_남_60~69세,"11,177",764,746,966,"1,260",908,726,937,970,497,705,"1,156",767,775
2021년07월_남_70~79세,"6,325",546,389,549,695,485,450,535,516,291,370,650,435,414
2021년07월_남_80~89세,"2,693",280,207,260,344,179,172,188,163,119,147,271,183,180
2021년07월_남_90~99세,206,25,11,27,29,17,11,10,10,11,8,21,11,15
2021년07월_남_100세 이상,3,0,0,0,0,0,0,1,0,0,0,0,1,1
2021년07월_여_총인구수,"75,226","6,409","4,760","6,697","8,738","5,835","5,451","5,505","5,721","3,592","5,020","8,110","4,841","4,547"
2021년07월_여_연령구간인구수,"75,226","6,409","4,760","6,697","8,738","5,835","5,451","5,505","5,721","3,592","5,020","8,110","4,841","4,547"
2021년07월_여_0~9세,"3,199",325,168,466,395,221,190,163,231,95,282,347,160,156
2021년07월_여_10~19세,"4,333",466,227,547,617,336,298,259,287,169,290,421,215,201
2021년07월_여_20~29세,"10,173",601,582,605,"1,019",895,"1,063",758,774,781,745,"1,179",671,500
2021년07월_여_30~39세,"8,002",605,517,751,878,635,582,500,549,399,606,"1,026",526,428
2021년07월_여_40~49세,"9,749",973,637,943,"1,244",729,634,643,636,380,726,"1,121",571,512
2021년07월_여_50~59세,"12,509","1,013",807,"1,116","1,463","1,045",810,915,"1,014",547,777,"1,360",830,812
2021년07월_여_60~69세,"13,158",999,828,"1,099","1,554","1,021",839,"1,095","1,142",576,778,"1,317",933,977
2021년07월_여_70~79세,"8,560",824,571,669,931,606,637,748,677,395,486,852,560,604
2021년07월_여_80~89세,"4,768",504,369,430,552,293,354,366,351,220,276,408,329,316
2021년07월_여_90~99세,757,98,54,68,83,53,43,57,57,30,50,78,45,41
2021년07월_여_100세 이상,18,1,0,3,2,1,1,1,3,0,4,1,1,0
2021년08월_계_총인구수,"144,564","12,150","9,190","12,819","16,725","11,448","10,338","10,842","11,106","6,679","9,610","15,815","9,159","8,683"
2021년08월_계_연령구간인구수,"144,564","12,150","9,190","12,819","16,725","11,448","10,338","10,842","11,106","6,679","9,610","15,815","9,159","8,683"
2021년08월_계_0~9세,"6,573",722,345,957,835,465,362,348,442,233,511,726,315,312
2021년08월_계_10~19세,"9,122","1,032",505,"1,044","1,274",734,574,565,623,370,625,884,460,432
2021년08월_계_20~29세,"20,139","1,223","1,114","1,267","2,055","1,808","1,986","1,524","1,607","1,352","1,454","2,380","1,311","1,058"
2021년08월_계_30~39세,"16,927","1,210","1,120","1,563","1,800","1,334","1,275","1,141","1,225",785,"1,237","2,143","1,107",987
2021년08월_계_40~49세,"19,714","1,911","1,307","1,831","2,403","1,527","1,288","1,433","1,324",812,"1,397","2,284","1,158","1,039"
2021년08월_계_50~59세,"24,391","2,000","1,623","2,077","2,901","1,993","1,615","1,897","1,988","1,051","1,553","2,630","1,536","1,527"
2021년08월_계_60~69세,"24,348","1,768","1,572","2,064","2,808","1,945","1,572","2,032","2,112","1,057","1,493","2,471","1,703","1,751"
2021년08월_계_70~79세,"14,896","1,371",969,"1,220","1,632","1,092","1,083","1,282","1,197",662,859,"1,515",992,"1,022"
2021년08월_계_80~89세,"7,465",788,571,695,899,480,526,554,519,315,420,682,516,500
2021년08월_계_90~99세,968,124,63,98,116,69,56,64,67,42,57,99,59,54
2021년08월_계_100세 이상,21,1,1,3,2,1,1,2,2,0,4,1,2,1
2021년08월_남_총인구수,"69,510","5,744","4,422","6,118","7,993","5,594","4,912","5,380","5,392","3,172","4,600","7,708","4,340","4,135"
2021년08월_남_연령구간인구수,"69,510","5,744","4,422","6,118","7,993","5,594","4,912","5,380","5,392","3,172","4,600","7,708","4,340","4,135"
2021년08월_남_0~9세,"3,394",402,175,493,438,245,171,190,212,141,233,383,157,154
2021년08월_남_10~19세,"4,812",567,276,499,662,395,289,309,335,203,336,462,248,231
2021년08월_남_20~29세,"10,018",629,535,668,"1,043",916,931,770,837,583,713,"1,196",643,554
2021년08월_남_30~39세,"8,929",599,597,801,926,705,691,653,676,396,632,"1,115",580,558
