카테고리,광주광역시 북구,광주광역시 북구 중흥1동,광주광역시 북구 중흥2동,광주광역시 북구 중흥3동,광주광역시 북구 중앙동,광주광역시 북구 임동,광주광역시 북구 신안동,광주광역시 북구 용봉동,광주광역시 북구 운암1동,광주광역시 북구 운암2동,광주광역시 북구 운암3동,광주광역시 북구 동림동,광주광역시 북구 우산동,광주광역시 북구 풍향동,광주광역시 북구 문화동,광주광역시 북구 문흥1동,광주광역시 북구 문흥2동,광주광역시 북구 두암1동,광주광역시 북구 두암2동,광주광역시 북구 두암3동,광주광역시 북구 삼각동,광주광역시 북구 일곡동,광주광역시 북구 매곡동,광주광역시 북구 오치1동,광주광역시 북구 오치2동,광주광역시 북구 석곡동,광주광역시 북구 건국동,광주광역시 북구 양산동,광주광역시 북구 신용동
2020년09월_여_10~19세,"20,522",89,239,149,66,272,352,"1,794","1,118",470,681,"1,088",316,267,686,945,750,326,674,423,762,"2,172",794,514,370,57,"1,227","2,068","1,853"
2020년09월_여_20~29세,"29,793",556,668,431,270,461,"1,081","3,357","1,271",860,949,"1,445",667,349,"1,106","1,167","1,281",517,"1,124",812,"1,064","2,241",910,889,919,109,"1,338","2,484","1,467"
2020년09월_여_30~39세,"26,991",438,320,307,159,570,708,"2,162","1,243",607,779,"1,772",453,403,"1,281",833,982,371,860,606,825,"1,570",862,594,673,92,"1,773","2,896","2,852"
2020년09월_여_40~49세,"33,996",240,427,294,155,558,664,"2,866","1,707",819,"1,062","1,889",608,465,"1,284","1,360","1,274",494,"1,111",792,"1,271","3,317","1,277",845,780,100,"2,016","3,260","3,061"
2020년09월_여_50~59세,"36,921",308,478,329,241,628,877,"3,482","1,666","1,085","1,367","2,038",933,431,"1,680","1,631","1,470",715,"1,561","1,372","1,307","2,815","1,340","1,094","1,353",247,"1,617","2,971","1,885"
2020년09월_여_60~69세,"27,537",324,519,347,273,659,832,"2,311","1,380","1,111","1,011","1,480","1,125",417,"1,474","1,091","1,140",726,"1,388","1,415",720,"1,146",773,752,"1,074",266,946,"1,836","1,001"
2020년09월_여_70~79세,"16,128",246,409,276,207,468,592,"1,245",620,660,469,699,792,285,905,553,733,471,786,980,385,709,406,428,628,212,549,978,437
2020년09월_여_80~89세,"7,738",101,181,104,92,154,266,528,236,270,251,306,373,131,452,273,323,202,332,558,175,415,238,195,404,138,351,489,200
2020년09월_여_90~99세,"1,346",18,23,12,30,34,47,81,54,42,48,58,68,28,77,45,54,36,61,81,36,60,41,34,64,30,64,81,39
2020년09월_여_100세 이상,106,4,2,6,3,5,9,4,4,3,3,1,10,2,9,1,1,3,4,6,0,1,3,6,2,3,5,4,2
2020년10월_계_총인구수,"431,684","5,029","6,902","4,998","3,279","8,011","11,875","38,149","19,618","12,551","13,529","23,468","10,789","6,052","19,038","16,527","16,343","8,012","16,568","13,989","14,479","30,553","14,242","11,452","12,801","2,685","22,635","38,248","29,862"
2020년10월_계_연령구간인구수,"431,684","5,029","6,902","4,998","3,279","8,011","11,875","38,149","19,618","12,551","13,529","23,468","10,789","6,052","19,038","16,527","16,343","8,012","16,568","13,989","14,479","30,553","14,242","11,452","12,801","2,685","22,635","38,248","29,862"
2020년10월_계_0~9세,"33,910",234,276,272,87,570,449,"2,621","1,804",582,943,"2,228",410,550,"1,455","1,130","1,163",321,943,492,"1,007","2,473","1,228",682,521,71,"2,732","4,019","4,647"
2020년10월_계_10~19세,"43,277",200,476,318,120,560,718,"3,813","2,273",950,"1,450","2,357",699,532,"1,504","1,966","1,520",660,"1,416",863,"1,726","4,720","1,765","1,089",827,147,"2,563","4,208","3,837"
2020년10월_계_20~29세,"62,802",983,"1,349",908,509,946,"2,238","7,122","2,597","1,822","2,042","3,091","1,371",747,"2,353","2,488","2,631","1,132","2,372","1,673","2,376","4,799","2,027","1,886","1,955",256,"2,818","5,224","3,087"
2020년10월_계_30~39세,"55,884",959,781,722,404,"1,139","1,694","4,627","2,331","1,405","1,556","3,573","1,011",832,"2,669","1,673","2,049",816,"1,882","1,331","1,714","2,962","1,716","1,254","1,494",222,"3,623","6,038","5,407"
2020년10월_계_40~49세,"67,845",611,911,723,418,"1,176","1,607","5,626","3,135","1,711","1,939","3,825","1,321",962,"2,678","2,537","2,470","1,059","2,256","1,654","2,474","5,821","2,338","1,713","1,610",259,"4,053","6,683","6,275"
2020년10월_계_50~59세,"72,033",698,972,722,576,"1,245","1,911","6,650","3,138","2,212","2,437","3,806","1,858",919,"3,203","3,064","2,660","1,412","2,982","2,690","2,672","5,606","2,467","2,194","2,519",552,"3,346","5,873","3,649"
2020년10월_계_60~69세,"52,950",689,"1,017",653,577,"1,189","1,648","4,411","2,617","2,091","1,883","2,718","2,077",759,"2,753","2,160","2,067","1,293","2,628","2,757","1,491","2,306","1,551","1,518","2,137",557,"1,942","3,599","1,862"
2020년10월_계_70~79세,"29,217",453,742,477,385,868,"1,098","2,331","1,250","1,240",850,"1,342","1,386",513,"1,635","1,024","1,195",925,"1,479","1,638",708,"1,168",743,786,"1,101",373,989,"1,765",753
2020년10월_계_80~89세,"11,955",174,337,181,161,271,445,841,401,485,371,452,563,206,680,427,515,339,532,780,266,610,354,281,559,209,490,730,295
2020년10월_계_90~99세,"1,691",22,38,16,38,42,59,103,68,50,54,74,80,30,98,57,72,52,74,103,45,85,50,43,76,35,74,105,48
2020년10월_계_100세 이상,120,6,3,6,4,5,8,4,4,3,4,2,13,2,10,1,1,3,4,8,0,3,3,6,2,4,5,4,2
2020년10월_남_총인구수,"214,238","2,588","3,515","2,618","1,750","3,972","6,222","19,021","9,438","6,312","6,517","11,593","5,258","3,011","9,353","8,081","7,777","4,008","8,221","6,706","7,479","14,939","6,993","5,772","6,278","1,401","11,415","19,233","14,767"
2020년10월_남_연령구간인구수,"214,238","2,588","3,515","2,618","1,750","3,972","6,222","19,021","9,438","6,312","6,517","11,593","5,258","3,011","9,353","8,081","7,777","4,008","8,221","6,706","7,479","14,939","6,993","5,772","6,278","1,401","11,415","19,233","14,767"
2020년10월_남_0~9세,"17,278",105,140,146,46,301,221,"1,329",915,262,471,"1,137",211,275,715,550,581,177,471,242,541,"1,298",625,336,245,34,"1,407","2,100","2,397"
2020년10월_남_10~19세,"22,830",109,237,175,54,292,371,"2,042","1,154",483,782,"1,263",380,266,819,"1,026",783,334,741,446,967,"2,550",965,576,464,92,"1,338","2,136","1,985"
2020년10월_남_20~29세,"33,046",438,689,474,237,488,"1,148","3,751","1,344",969,"1,109","1,640",705,401,"1,253","1,328","1,347",615,"1,245",865,"1,324","2,567","1,116",998,"1,034",145,"1,487","2,739","1,590"
2020년10월_남_30~39세,"29,028",522,463,412,250,575,987,"2,469","1,091",796,779,"1,814",561,433,"1,384",850,"1,077",458,"1,025",731,897,"1,403",861,668,822,131,"1,846","3,142","2,581"
2020년10월_남_40~49세,"33,992",367,487,430,266,626,941,"2,775","1,432",898,898,"1,934",722,504,"1,409","1,190","1,202",559,"1,162",871,"1,197","2,525","1,066",868,838,157,"2,038","3,425","3,205"
2020년10월_남_50~59세,"35,203",393,498,392,340,627,"1,039","3,161","1,480","1,128","1,096","1,777",928,490,"1,522","1,431","1,205",699,"1,436","1,320","1,375","2,769","1,129","1,111","1,181",309,"1,728","2,897","1,742"
2020년10월_남_60~69세,"25,248",366,498,312,302,536,819,"2,080","1,224",973,871,"1,222",950,341,"1,279","1,070",915,570,"1,225","1,334",753,"1,143",767,763,"1,051",292,991,"1,753",848
2020년10월_남_70~79세,"13,062",209,330,197,177,402,502,"1,081",618,588,379,638,595,227,726,470,465,447,702,654,325,463,337,358,474,164,434,781,319
2020년10월_남_80~89세,"4,197",72,157,76,68,116,181,310,168,205,123,148,192,71,226,154,184,135,201,224,93,195,118,86,158,70,135,238,93
2020년10월_남_90~99세,342,5,15,4,9,9,13,23,12,10,8,19,11,3,19,12,18,14,13,19,7,24,9,8,11,7,11,22,7
2020년10월_남_100세 이상,12,2,1,0,1,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2020년10월_여_총인구수,"217,446","2,441","3,387","2,380","1,529","4,039","5,653","19,128","10,180","6,239","7,012","11,875","5,531","3,041","9,685","8,446","8,566","4,004","8,347","7,283","7,000","15,614","7,249","5,680","6,523","1,284","11,220","19,015","15,095"
2020년10월_여_연령구간인구수,"217,446","2,441","3,387","2,380","1,529","4,039","5,653","19,128","10,180","6,239","7,012","11,875","5,531","3,041","9,685","8,446","8,566","4,004","8,347","7,283","7,000","15,614","7,249","5,680","6,523","1,284","11,220","19,015","15,095"
2020년10월_여_0~9세,"16,632",129,136,126,41,269,228,"1,292",889,320,472,"1,091",199,275,740,580,582,144,472,250,466,"1,175",603,346,276,37,"1,325","1,919","2,250"
2020년10월_여_10~19세,"20,447",91,239,143,66,268,347,"1,771","1,119",467,668,"1,094",319,266,685,940,737,326,675,417,759,"2,170",800,513,363,55,"1,225","2,072","1,852"
2020년10월_여_20~29세,"29,756",545,660,434,272,458,"1,090","3,371","1,253",853,933,"1,451",666,346,"1,100","1,160","1,284",517,"1,127",808,"1,052","2,232",911,888,921,111,"1,331","2,485","1,497"
2020년10월_여_30~39세,"26,856",437,318,310,154,564,707,"2,158","1,240",609,777,"1,759",450,399,"1,285",823,972,358,857,600,817,"1,559",855,586,672,91,"1,777","2,896","2,826"
2020년10월_여_40~49세,"33,853",244,424,293,152,550,666,"2,851","1,703",813,"1,041","1,891",599,458,"1,269","1,347","1,268",500,"1,094",783,"1,277","3,296","1,272",845,772,102,"2,015","3,258","3,070"
2020년10월_여_50~59세,"36,830",305,474,330,236,618,872,"3,489","1,658","1,084","1,341","2,029",930,429,"1,681","1,633","1,455",713,"1,546","1,370","1,297","2,837","1,338","1,083","1,338",243,"1,618","2,976","1,907"
2020년10월_여_60~69세,"27,702",323,519,341,275,653,829,"2,331","1,393","1,118","1,012","1,496","1,127",418,"1,474","1,090","1,152",723,"1,403","1,423",738,"1,163",784,755,"1,086",265,951,"1,846","1,014"
2020년10월_여_70~79세,"16,155",244,412,280,208,466,596,"1,250",632,652,471,704,791,286,909,554,730,478,777,984,383,705,406,428,627,209,555,984,434
2020년10월_여_80~89세,"7,758",102,180,105,93,155,264,531,233,280,248,304,371,135,454,273,331,204,331,556,173,415,236,195,401,139,355,492,202
2020년10월_여_90~99세,"1,349",17,23,12,29,33,46,80,56,40,46,55,69,27,79,45,54,38,61,84,38,61,41,35,65,28,63,83,41
2020년10월_여_100세 이상,108,4,2,6,3,5,8,4,4,3,3,1,10,2,9,1,1,3,4,8,0,1,3,6,2,4,5,4,2
2020년11월_계_총인구수,"431,256","5,037","6,886","4,935","3,291","7,997","11,855","38,664","19,564","12,483","13,353","23,554","10,743","6,029","19,007","16,469","16,292","7,974","16,573","13,935","14,412","30,512","14,167","11,417","12,723","2,685","22,650","38,209","29,840"
2020년11월_계_연령구간인구수,"431,256","5,037","6,886","4,935","3,291","7,997","11,855","38,664","19,564","12,483","13,353","23,554","10,743","6,029","19,007","16,469","16,292","7,974","16,573","13,935","14,412","30,512","14,167","11,417","12,723","2,685","22,650","38,209","29,840"
2020년11월_계_0~9세,"33,700",231,272,266,87,563,451,"2,660","1,778",578,942,"2,205",405,553,"1,449","1,117","1,147",317,941,480,"1,000","2,455","1,211",679,513,72,"2,704","3,992","4,632"
2020년11월_계_10~19세,"43,152",199,483,316,123,561,712,"3,853","2,260",946,"1,435","2,367",690,529,"1,492","1,966","1,507",649,"1,412",862,"1,721","4,714","1,743","1,076",805,152,"2,565","4,190","3,824"
2020년11월_계_20~29세,"62,718",979,"1,349",887,511,950,"2,235","7,215","2,592","1,815","2,010","3,095","1,367",734,"2,342","2,462","2,635","1,127","2,371","1,654","2,344","4,803","2,014","1,882","1,951",251,"2,817","5,235","3,091"
2020년11월_계_30~39세,"55,688",972,774,713,411,"1,127","1,687","4,733","2,309","1,383","1,540","3,586",992,833,"2,641","1,660","2,027",803,"1,876","1,309","1,716","2,964","1,703","1,256","1,483",221,"3,603","5,996","5,370"
2020년11월_계_40~49세,"67,685",617,907,717,418,"1,166","1,604","5,674","3,114","1,695","1,909","3,845","1,315",953,"2,682","2,516","2,462","1,062","2,255","1,653","2,455","5,809","2,319","1,692","1,589",253,"4,051","6,665","6,288"
2020년11월_계_50~59세,"71,943",686,960,714,573,"1,240","1,900","6,722","3,143","2,189","2,394","3,818","1,852",921,"3,192","3,070","2,659","1,393","2,966","2,677","2,656","5,583","2,462","2,188","2,506",556,"3,371","5,900","3,652"
2020년11월_계_60~69세,"53,220",694,"1,020",649,572,"1,191","1,651","4,480","2,641","2,098","1,863","2,752","2,079",759,"2,770","2,167","2,069","1,297","2,650","2,760","1,491","2,316","1,552","1,526","2,142",560,"1,963","3,622","1,886"
2020년11월_계_70~79세,"29,337",457,739,472,390,879,"1,105","2,364","1,256","1,236",838,"1,352","1,386",512,"1,639","1,027","1,197",930,"1,492","1,638",716,"1,171",755,787,"1,106",372,"1,000","1,771",750
2020년11월_계_80~89세,"11,993",174,340,180,162,272,441,850,399,490,365,458,568,204,691,426,516,342,529,790,269,612,355,282,551,209,492,730,296
2020년11월_계_90~99세,"1,701",22,39,15,39,43,61,109,68,50,54,74,76,29,98,57,72,51,77,105,44,84,50,43,75,35,78,104,49
2020년11월_계_100세 이상,119,6,3,6,5,5,8,4,4,3,3,2,13,2,11,1,1,3,4,7,0,1,3,6,2,4,6,4,2
2020년11월_남_총인구수,"214,023","2,608","3,503","2,577","1,753","3,967","6,212","19,290","9,419","6,277","6,414","11,642","5,233","2,990","9,341","8,043","7,764","3,990","8,217","6,677","7,452","14,919","6,959","5,765","6,228","1,401","11,442","19,193","14,747"
2020년11월_남_연령구간인구수,"214,023","2,608","3,503","2,577","1,753","3,967","6,212","19,290","9,419","6,277","6,414","11,642","5,233","2,990","9,341","8,043","7,764","3,990","8,217","6,677","7,452","14,919","6,959","5,765","6,228","1,401","11,442","19,193","14,747"
2020년11월_남_0~9세,"17,199",108,138,144,47,295,224,"1,350",901,259,471,"1,128",210,275,717,543,576,174,465,237,537,"1,293",623,335,237,34,"1,400","2,091","2,387"
2020년11월_남_10~19세,"22,762",110,238,172,55,293,368,"2,068","1,149",482,768,"1,278",374,264,814,"1,021",773,333,741,444,968,"2,539",951,568,454,97,"1,342","2,129","1,969"
2020년11월_남_20~29세,"33,006",433,691,459,241,491,"1,146","3,803","1,338",967,"1,092","1,639",704,392,"1,242","1,319","1,356",610,"1,240",852,"1,309","2,570","1,106","1,003","1,023",144,"1,494","2,738","1,604"
2020년11월_남_30~39세,"28,920",538,460,404,255,566,988,"2,533","1,081",781,768,"1,828",546,429,"1,366",840,"1,067",448,"1,026",719,895,"1,409",851,670,815,129,"1,832","3,121","2,555"
2020년11월_남_40~49세,"33,926",371,483,422,263,620,935,"2,808","1,428",892,886,"1,942",717,501,"1,413","1,171","1,202",563,"1,156",875,"1,187","2,517","1,063",859,830,149,"2,043","3,416","3,214"
2020년11월_남_50~59세,"35,168",387,493,389,335,635,"1,032","3,187","1,478","1,119","1,076","1,781",928,490,"1,528","1,441","1,197",688,"1,441","1,313","1,371","2,761","1,126","1,106","1,171",313,"1,738","2,893","1,751"
2020년11월_남_60~69세,"25,350",372,498,313,300,530,818,"2,117","1,239",977,849,"1,237",948,338,"1,283","1,072",921,574,"1,228","1,331",755,"1,145",772,766,"1,051",294,"1,003","1,765",854
2020년11월_남_70~79세,"13,132",210,328,195,178,410,507,"1,088",625,584,376,641,599,230,730,469,466,450,706,661,330,467,342,360,479,163,441,783,314
2020년11월_남_80~89세,"4,202",72,157,76,69,118,181,312,168,206,120,147,193,68,228,155,186,136,200,225,92,194,116,90,157,71,138,236,91
2020년11월_남_90~99세,347,5,16,3,9,9,13,24,12,10,7,20,11,3,18,12,20,14,14,20,8,24,9,8,11,7,11,21,8
2020년11월_남_100세 이상,11,2,1,0,1,0,0,0,0,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020년11월_여_총인구수,"217,233","2,429","3,383","2,358","1,538","4,030","5,643","19,374","10,145","6,206","6,939","11,912","5,510","3,039","9,666","8,426","8,528","3,984","8,356","7,258","6,960","15,593","7,208","5,652","6,495","1,284","11,208","19,016","15,093"
2020년11월_여_연령구간인구수,"217,233","2,429","3,383","2,358","1,538","4,030","5,643","19,374","10,145","6,206","6,939","11,912","5,510","3,039","9,666","8,426","8,528","3,984","8,356","7,258","6,960","15,593","7,208","5,652","6,495","1,284","11,208","19,016","15,093"
2020년11월_여_0~9세,"16,501",123,134,122,40,268,227,"1,310",877,319,471,"1,077",195,278,732,574,571,143,476,243,463,"1,162",588,344,276,38,"1,304","1,901","2,245"
2020년11월_여_10~19세,"20,390",89,245,144,68,268,344,"1,785","1,111",464,667,"1,089",316,265,678,945,734,316,671,418,753,"2,175",792,508,351,55,"1,223","2,061","1,855"
2020년11월_여_20~29세,"29,712",546,658,428,270,459,"1,089","3,412","1,254",848,918,"1,456",663,342,"1,100","1,143","1,279",517,"1,131",802,"1,035","2,233",908,879,928,107,"1,323","2,497","1,487"
2020년11월_여_30~39세,"26,768",434,314,309,156,561,699,"2,200","1,228",602,772,"1,758",446,404,"1,275",820,960,355,850,590,821,"1,555",852,586,668,92,"1,771","2,875","2,815"
2020년11월_여_40~49세,"33,759",246,424,295,155,546,669,"2,866","1,686",803,"1,023","1,903",598,452,"1,269","1,345","1,260",499,"1,099",778,"1,268","3,292","1,256",833,759,104,"2,008","3,249","3,074"
2020년11월_여_50~59세,"36,775",299,467,325,238,605,868,"3,535","1,665","1,070","1,318","2,037",924,431,"1,664","1,629","1,462",705,"1,525","1,364","1,285","2,822","1,336","1,082","1,335",243,"1,633","3,007","1,901"
2020년11월_여_60~69세,"27,870",322,522,336,272,661,833,"2,363","1,402","1,121","1,014","1,515","1,131",421,"1,487","1,095","1,148",723,"1,422","1,429",736,"1,171",780,760,"1,091",266,960,"1,857","1,032"
2020년11월_여_70~79세,"16,205",247,411,277,212,469,598,"1,276",631,652,462,711,787,282,909,558,731,480,786,977,386,704,413,427,627,209,559,988,436
2020년11월_여_80~89세,"7,791",102,183,104,93,154,260,538,231,284,245,311,375,136,463,271,330,206,329,565,177,418,239,192,394,138,354,494,205
2020년11월_여_90~99세,"1,354",17,23,12,30,34,48,85,56,40,47,54,65,26,80,45,52,37,63,85,36,60,41,35,64,28,67,83,41
2020년11월_여_100세 이상,108,4,2,6,4,5,8,4,4,3,2,1,10,2,9,1,1,3,4,7,0,1,3,6,2,4,6,4,2
2020년12월_계_총인구수,"430,431","5,040","6,867","4,905","3,273","7,943","11,842","38,683","19,487","12,410","13,180","23,770","10,714","6,017","19,028","16,450","16,237","7,961","16,456","13,908","14,390","30,499","14,126","11,350","12,728","2,671","22,605","38,182","29,709"
2020년12월_계_연령구간인구수,"430,431","5,040","6,867","4,905","3,273","7,943","11,842","38,683","19,487","12,410","13,180","23,770","10,714","6,017","19,028","16,450","16,237","7,961","16,456","13,908","14,390","30,499","14,126","11,350","12,728","2,671","22,605","38,182","29,709"
2020년12월_계_0~9세,"33,549",230,269,260,86,553,446,"2,672","1,770",572,924,"2,222",402,546,"1,447","1,118","1,136",307,919,463,"1,011","2,462","1,209",667,512,71,"2,693","3,994","4,588"
2020년12월_계_10~19세,"42,971",204,475,313,123,565,703,"3,835","2,258",937,"1,420","2,378",682,533,"1,487","1,967","1,487",654,"1,391",860,"1,713","4,703","1,736","1,059",812,151,"2,548","4,165","3,812"
2020년12월_계_20~29세,"62,504",970,"1,353",897,512,940,"2,224","7,240","2,561","1,783","1,969","3,121","1,355",738,"2,332","2,434","2,637","1,124","2,352","1,659","2,323","4,772","1,996","1,870","1,953",251,"2,815","5,219","3,104"
2020년12월_계_30~39세,"55,549",976,782,712,407,"1,117","1,701","4,752","2,288","1,374","1,504","3,633",997,833,"2,631","1,661","2,019",796,"1,847","1,296","1,723","2,978","1,686","1,264","1,479",220,"3,590","5,982","5,301"
2020년12월_계_40~49세,"67,402",616,896,727,409,"1,157","1,594","5,644","3,096","1,677","1,896","3,870","1,309",947,"2,699","2,497","2,432","1,059","2,236","1,630","2,455","5,775","2,303","1,668","1,590",249,"4,034","6,661","6,276"
2020년12월_계_50~59세,"71,836",689,962,693,571,"1,238","1,911","6,719","3,126","2,185","2,369","3,860","1,839",915,"3,191","3,067","2,648","1,397","2,946","2,683","2,650","5,588","2,478","2,171","2,494",553,"3,363","5,883","3,647"
2020년12월_계_60~69세,"53,337",696,"1,010",635,571,"1,171","1,660","4,483","2,648","2,097","1,849","2,787","2,082",755,"2,789","2,174","2,083","1,298","2,648","2,770","1,486","2,340","1,550","1,531","2,144",558,"1,980","3,658","1,884"
2020년12월_계_70~79세,"29,414",457,741,468,390,878,"1,092","2,379","1,266","1,244",831,"1,351","1,389",516,"1,645","1,040","1,202",929,"1,500","1,637",720,"1,175",760,788,"1,115",370,"1,000","1,779",752
2020년12월_계_80~89세,"12,032",175,336,178,160,276,444,844,407,489,361,471,564,203,698,431,521,341,535,797,265,617,353,281,552,209,498,730,296
2020년12월_계_90~99세,"1,718",21,40,16,39,43,59,111,63,49,54,75,82,29,98,60,71,53,78,106,44,88,52,45,75,35,78,107,47
2020년12월_계_100세 이상,119,6,3,6,5,5,8,4,4,3,3,2,13,2,11,1,1,3,4,7,0,1,3,6,2,4,6,4,2
2020년12월_남_총인구수,"213,611","2,610","3,487","2,569","1,744","3,941","6,192","19,284","9,383","6,232","6,329","11,736","5,234","2,990","9,341","8,024","7,746","3,987","8,167","6,667","7,440","14,895","6,941","5,744","6,230","1,396","11,408","19,206","14,688"
2020년12월_남_연령구간인구수,"213,611","2,610","3,487","2,569","1,744","3,941","6,192","19,284","9,383","6,232","6,329","11,736","5,234","2,990","9,341","8,024","7,746","3,987","8,167","6,667","7,440","14,895","6,941","5,744","6,230","1,396","11,408","19,206","14,688"
2020년12월_남_0~9세,"17,135",110,135,141,48,293,223,"1,365",893,254,465,"1,134",207,269,714,537,574,173,454,225,544,"1,296",626,333,235,34,"1,399","2,090","2,364"
2020년12월_남_10~19세,"22,648",112,234,171,54,294,362,"2,050","1,147",478,761,"1,283",369,265,805,"1,019",763,340,733,445,963,"2,537",947,558,464,97,"1,316","2,120","1,961"
2020년12월_남_20~29세,"32,936",427,694,463,246,478,"1,133","3,808","1,325",945,"1,066","1,646",708,399,"1,240","1,307","1,359",609,"1,241",854,"1,305","2,555","1,097","1,006","1,019",144,"1,509","2,735","1,618"
2020년12월_남_30~39세,"28,847",538,457,411,251,567,992,"2,530","1,075",780,746,"1,854",547,429,"1,367",844,"1,065",438,"1,017",711,895,"1,406",838,675,817,131,"1,824","3,120","2,522"
2020년12월_남_40~49세,"33,788",371,476,427,254,617,935,"2,792","1,415",884,881,"1,954",716,505,"1,416","1,161","1,188",558,"1,153",862,"1,185","2,510","1,057",852,826,147,"2,027","3,410","3,209"
2020년12월_남_50~59세,"35,099",388,494,378,333,634,"1,030","3,193","1,470","1,118","1,064","1,796",923,481,"1,528","1,439","1,192",694,"1,420","1,325","1,365","2,750","1,133","1,090","1,165",311,"1,736","2,906","1,743"
2020년12월_남_60~69세,"25,398",374,498,303,300,516,823,"2,122","1,244",969,848,"1,253",954,336,"1,290","1,074",925,577,"1,226","1,332",749,"1,152",775,773,"1,053",292,"1,008","1,777",855
2020년12월_남_70~79세,"13,169",210,327,198,182,413,499,"1,090",631,591,367,640,602,236,731,473,474,447,704,665,334,468,341,355,487,161,439,789,315
2020년12월_남_80~89세,"4,238",73,155,73,66,121,184,309,170,204,123,156,193,67,230,157,186,137,205,229,93,198,118,93,154,72,140,239,93
2020년12월_남_90~99세,342,5,16,4,9,8,11,25,13,9,7,19,12,3,18,13,20,14,14,19,7,23,9,9,10,7,10,20,8
2020년12월_남_100세 이상,11,2,1,0,1,0,0,0,0,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020년12월_여_총인구수,"216,820","2,430","3,380","2,336","1,529","4,002","5,650","19,399","10,104","6,178","6,851","12,034","5,480","3,027","9,687","8,426","8,491","3,974","8,289","7,241","6,950","15,604","7,185","5,606","6,498","1,275","11,197","18,976","15,021"
2020년12월_여_연령구간인구수,"216,820","2,430","3,380","2,336","1,529","4,002","5,650","19,399","10,104","6,178","6,851","12,034","5,480","3,027","9,687","8,426","8,491","3,974","8,289","7,241","6,950","15,604","7,185","5,606","6,498","1,275","11,197","18,976","15,021"
2020년12월_여_0~9세,"16,414",120,134,119,38,260,223,"1,307",877,318,459,"1,088",195,277,733,581,562,134,465,238,467,"1,166",583,334,277,37,"1,294","1,904","2,224"
2020년12월_여_10~19세,"20,323",92,241,142,69,271,341,"1,785","1,111",459,659,"1,095",313,268,682,948,724,314,658,415,750,"2,166",789,501,348,54,"1,232","2,045","1,851"
2020년12월_여_20~29세,"29,568",543,659,434,266,462,"1,091","3,432","1,236",838,903,"1,475",647,339,"1,092","1,127","1,278",515,"1,111",805,"1,018","2,217",899,864,934,107,"1,306","2,484","1,486"
2020년12월_여_30~39세,"26,702",438,325,301,156,550,709,"2,222","1,213",594,758,"1,779",450,404,"1,264",817,954,358,830,585,828,"1,572",848,589,662,89,"1,766","2,862","2,779"
2020년12월_여_40~49세,"33,614",245,420,300,155,540,659,"2,852","1,681",793,"1,015","1,916",593,442,"1,283","1,336","1,244",501,"1,083",768,"1,270","3,265","1,246",816,764,102,"2,007","3,251","3,067"
2020년12월_여_50~59세,"36,737",301,468,315,238,604,881,"3,526","1,656","1,067","1,305","2,064",916,434,"1,663","1,628","1,456",703,"1,526","1,358","1,285","2,838","1,345","1,081","1,329",242,"1,627","2,977","1,904"
2020년12월_여_60~69세,"27,939",322,512,332,271,655,837,"2,361","1,404","1,128","1,001","1,534","1,128",419,"1,499","1,100","1,158",721,"1,422","1,438",737,"1,188",775,758,"1,091",266,972,"1,881","1,029"
2020년12월_여_70~79세,"16,245",247,414,270,208,465,593,"1,289",635,653,464,711,787,280,914,567,728,482,796,972,386,707,419,433,628,209,561,990,437
2020년12월_여_80~89세,"7,794",102,181,105,94,155,260,535,237,285,238,315,371,136,468,274,335,204,330,568,172,419,235,188,398,137,358,491,203
2020년12월_여_90~99세,"1,376",16,24,12,30,35,48,86,50,40,47,56,70,26,80,47,51,39,64,87,37,65,43,36,65,28,68,87,39
2020년12월_여_100세 이상,108,4,2,6,4,5,8,4,4,3,2,1,10,2,9,1,1,3,4,7,0,1,3,6,2,4,6,4,2
2021년01월_계_총인구수,"430,516","5,036","6,857","4,910","3,267","7,883","11,854","38,522","19,495","12,358","13,102","23,784","10,689","5,974","20,255","16,305","16,070","7,935","16,338","13,870","14,347","30,449","14,100","11,286","12,750","2,653","22,601","38,187","29,639"
2021년01월_계_연령구간인구수,"430,516","5,036","6,857","4,910","3,267","7,883","11,854","38,522","19,495","12,358","13,102","23,784","10,689","5,974","20,255","16,305","16,070","7,935","16,338","13,870","14,347","30,449","14,100","11,286","12,750","2,653","22,601","38,187","29,639"
2021년01월_계_0~9세,"33,347",227,270,263,83,544,444,"2,646","1,755",563,899,"2,200",401,543,"1,556","1,099","1,112",296,899,459,"1,002","2,439","1,198",661,504,72,"2,702","3,978","4,532"
2021년01월_계_10~19세,"42,829",198,468,306,118,560,683,"3,791","2,276",930,"1,420","2,376",674,526,"1,605","1,921","1,471",646,"1,377",856,"1,699","4,674","1,737","1,047",821,143,"2,535","4,149","3,822"
2021년01월_계_20~29세,"62,360",961,"1,356",914,512,910,"2,226","7,214","2,551","1,771","1,940","3,081","1,354",735,"2,501","2,427","2,612","1,132","2,329","1,636","2,319","4,771","1,992","1,840","1,949",247,"2,788","5,193","3,099"
