카테고리,광주광역시 동구,광주광역시 동구 충장동,광주광역시 동구 동명동,광주광역시 동구 계림1동,광주광역시 동구 계림2동,광주광역시 동구 산수1동,광주광역시 동구 산수2동,광주광역시 동구 지산1동,광주광역시 동구 지산2동,광주광역시 동구 서남동,광주광역시 동구 학동,광주광역시 동구 학운동,광주광역시 동구 지원1동,광주광역시 동구 지원2동
2021년02월_남_70~79세,"4,559",256,214,439,330,385,522,193,207,149,324,658,363,519
2021년02월_남_80~89세,"1,979",86,125,138,177,159,229,95,123,75,128,341,119,184
2021년02월_남_90~99세,182,9,9,13,15,15,18,6,13,7,10,36,14,17
2021년02월_남_100세 이상,17,0,0,0,1,1,0,3,1,2,2,4,0,3
2021년02월_여_총인구수,"52,071","2,237","1,959","5,046","4,051","4,440","5,329","2,153","2,276","1,521","4,198","6,236","4,103","8,522"
2021년02월_여_연령구간인구수,"52,071","2,237","1,959","5,046","4,051","4,440","5,329","2,153","2,276","1,521","4,198","6,236","4,103","8,522"
2021년02월_여_0~9세,"3,454",28,47,433,352,265,298,69,85,41,353,315,253,915
2021년02월_여_10~19세,"3,529",79,103,291,330,296,398,157,163,75,293,438,311,595
2021년02월_여_20~29세,"7,184",675,381,623,407,568,651,410,396,401,573,660,461,978
2021년02월_여_30~39세,"6,401",272,178,812,468,541,522,203,197,157,573,536,488,"1,454"
2021년02월_여_40~49세,"6,714",190,237,665,613,576,656,266,290,136,534,781,528,"1,242"
2021년02월_여_50~59세,"7,921",279,253,745,565,718,917,311,371,183,622,997,679,"1,281"
2021년02월_여_60~69세,"7,831",358,302,739,549,649,902,333,321,245,557,"1,116",689,"1,071"
2021년02월_여_70~79세,"5,749",227,305,478,502,513,643,256,280,187,456,853,454,595
2021년02월_여_80~89세,"2,764",103,123,213,233,267,307,119,144,81,200,461,201,312
2021년02월_여_90~99세,471,21,28,42,30,42,32,26,26,14,28,74,37,71
2021년02월_여_100세 이상,53,5,2,5,2,5,3,3,3,1,9,5,2,8
2021년03월_계_총인구수,"102,467","4,526","3,853","10,550","7,837","8,827","10,373","4,383","4,674","3,187","7,987","11,798","7,940","16,532"
2021년03월_계_연령구간인구수,"102,467","4,526","3,853","10,550","7,837","8,827","10,373","4,383","4,674","3,187","7,987","11,798","7,940","16,532"
2021년03월_계_0~9세,"7,118",64,87,884,727,547,606,185,202,85,746,617,532,"1,836"
2021년03월_계_10~19세,"7,300",138,203,625,708,632,812,338,360,138,558,950,643,"1,195"
2021년03월_계_20~29세,"14,704","1,098",764,"1,340",882,"1,200","1,341",895,927,855,"1,102","1,364",925,"2,011"
2021년03월_계_30~39세,"13,278",619,425,"1,775",938,"1,140","1,075",461,421,388,"1,118","1,083",987,"2,848"
2021년03월_계_40~49세,"13,948",508,486,"1,465","1,178","1,235","1,364",574,597,338,"1,119","1,479","1,091","2,514"
2021년03월_계_50~59세,"15,540",648,511,"1,666","1,097","1,456","1,743",624,735,413,"1,186","1,839","1,256","2,366"
2021년03월_계_60~69세,"14,825",751,573,"1,465","1,005","1,235","1,678",609,630,465,"1,020","2,030","1,313","2,051"
2021년03월_계_70~79세,"10,287",478,518,914,836,903,"1,164",446,490,325,773,"1,503",814,"1,123"
2021년03월_계_80~89세,"4,757",187,247,354,417,422,536,215,267,157,325,810,324,496
2021년03월_계_90~99세,663,33,37,57,46,55,53,30,42,20,37,116,53,84
2021년03월_계_100세 이상,47,2,2,5,3,2,1,6,3,3,3,7,2,8
2021년03월_남_총인구수,"50,577","2,314","1,930","5,511","3,783","4,385","5,055","2,223","2,400","1,666","3,832","5,593","3,842","8,043"
2021년03월_남_연령구간인구수,"50,577","2,314","1,930","5,511","3,783","4,385","5,055","2,223","2,400","1,666","3,832","5,593","3,842","8,043"
2021년03월_남_0~9세,"3,687",36,40,451,379,282,306,115,119,43,396,311,286,923
2021년03월_남_10~19세,"3,771",63,107,331,377,336,419,174,201,60,269,503,329,602
2021년03월_남_20~29세,"7,544",431,391,712,479,631,687,480,514,448,534,721,472,"1,044"
2021년03월_남_30~39세,"6,889",349,246,967,465,599,550,265,227,226,548,545,500,"1,402"
2021년03월_남_40~49세,"7,258",318,255,806,564,658,711,300,313,203,590,705,564,"1,271"
2021년03월_남_50~59세,"7,673",374,265,921,531,735,831,311,375,230,572,849,581,"1,098"
2021년03월_남_60~69세,"7,003",391,277,729,458,587,779,282,307,226,457,915,614,981
2021년03월_남_70~79세,"4,556",256,216,440,333,384,520,194,206,147,328,655,360,517
2021년03월_남_80~89세,"1,997",86,125,142,180,158,234,93,122,74,127,348,122,186
2021년03월_남_90~99세,186,10,8,12,16,15,18,6,15,7,10,38,14,17
2021년03월_남_100세 이상,13,0,0,0,1,0,0,3,1,2,1,3,0,2
2021년03월_여_총인구수,"51,890","2,212","1,923","5,039","4,054","4,442","5,318","2,160","2,274","1,521","4,155","6,205","4,098","8,489"
2021년03월_여_연령구간인구수,"51,890","2,212","1,923","5,039","4,054","4,442","5,318","2,160","2,274","1,521","4,155","6,205","4,098","8,489"
2021년03월_여_0~9세,"3,431",28,47,433,348,265,300,70,83,42,350,306,246,913
2021년03월_여_10~19세,"3,529",75,96,294,331,296,393,164,159,78,289,447,314,593
2021년03월_여_20~29세,"7,160",667,373,628,403,569,654,415,413,407,568,643,453,967
2021년03월_여_30~39세,"6,389",270,179,808,473,541,525,196,194,162,570,538,487,"1,446"
2021년03월_여_40~49세,"6,690",190,231,659,614,577,653,274,284,135,529,774,527,"1,243"
2021년03월_여_50~59세,"7,867",274,246,745,566,721,912,313,360,183,614,990,675,"1,268"
2021년03월_여_60~69세,"7,822",360,296,736,547,648,899,327,323,239,563,"1,115",699,"1,070"
2021년03월_여_70~79세,"5,731",222,302,474,503,519,644,252,284,178,445,848,454,606
2021년03월_여_80~89세,"2,760",101,122,212,237,264,302,122,145,83,198,462,202,310
2021년03월_여_90~99세,477,23,29,45,30,40,35,24,27,13,27,78,39,67
2021년03월_여_100세 이상,34,2,2,5,2,2,1,3,2,1,2,4,2,6
2021년04월_계_총인구수,"102,939","4,519","3,847","10,569","8,618","8,755","10,317","4,356","4,675","3,161","7,922","11,734","7,929","16,537"
2021년04월_계_연령구간인구수,"102,939","4,519","3,847","10,569","8,618","8,755","10,317","4,356","4,675","3,161","7,922","11,734","7,929","16,537"
2021년04월_계_0~9세,"7,214",63,86,885,885,531,599,180,201,85,737,599,530,"1,833"
2021년04월_계_10~19세,"7,315",140,199,623,763,634,796,333,359,138,556,945,642,"1,187"
2021년04월_계_20~29세,"14,720","1,096",773,"1,352",930,"1,189","1,328",890,929,841,"1,089","1,362",925,"2,016"
2021년04월_계_30~39세,"13,420",614,423,"1,781","1,157","1,121","1,059",460,424,379,"1,103","1,077",989,"2,833"
2021년04월_계_40~49세,"14,019",500,487,"1,462","1,316","1,226","1,366",568,587,335,"1,113","1,456","1,087","2,516"
2021년04월_계_50~59세,"15,535",647,500,"1,664","1,161","1,430","1,726",620,741,414,"1,181","1,829","1,251","2,371"
2021년04월_계_60~69세,"14,911",757,580,"1,471","1,058","1,246","1,682",609,631,462,"1,022","2,025","1,308","2,060"
2021년04월_계_70~79세,"10,321",477,515,913,866,903,"1,171",444,487,328,762,"1,506",818,"1,131"
2021년04월_계_80~89세,"4,756",189,245,356,429,416,533,216,271,156,319,807,323,496
2021년04월_계_90~99세,680,34,37,57,50,57,56,30,42,20,37,121,54,85
2021년04월_계_100세 이상,48,2,2,5,3,2,1,6,3,3,3,7,2,9
2021년04월_남_총인구수,"50,783","2,309","1,936","5,506","4,172","4,362","5,021","2,194","2,388","1,655","3,792","5,559","3,851","8,038"
2021년04월_남_연령구간인구수,"50,783","2,309","1,936","5,506","4,172","4,362","5,021","2,194","2,388","1,655","3,792","5,559","3,851","8,038"
2021년04월_남_0~9세,"3,732",34,40,454,460,272,301,110,118,44,389,306,286,918
2021년04월_남_10~19세,"3,765",62,106,328,406,333,411,167,197,60,272,498,329,596
2021년04월_남_20~29세,"7,531",430,392,711,498,635,682,471,510,441,523,721,476,"1,041"
2021년04월_남_30~39세,"6,978",349,248,970,574,594,541,265,225,220,535,543,509,"1,405"
2021년04월_남_40~49세,"7,291",312,258,802,636,653,712,298,310,205,585,691,562,"1,267"
2021년04월_남_50~59세,"7,684",371,264,916,570,725,826,307,378,231,573,844,580,"1,099"
2021년04월_남_60~69세,"7,027",398,278,734,476,591,778,283,308,223,459,909,608,982
2021년04월_남_70~79세,"4,572",256,216,438,348,387,518,193,202,150,320,657,365,522
2021년04월_남_80~89세,"1,999",86,126,141,187,156,233,92,123,72,126,347,122,188
2021년04월_남_90~99세,190,11,8,12,16,16,19,5,16,7,9,40,14,17
2021년04월_남_100세 이상,14,0,0,0,1,0,0,3,1,2,1,3,0,3
2021년04월_여_총인구수,"52,156","2,210","1,911","5,063","4,446","4,393","5,296","2,162","2,287","1,506","4,130","6,175","4,078","8,499"
2021년04월_여_연령구간인구수,"52,156","2,210","1,911","5,063","4,446","4,393","5,296","2,162","2,287","1,506","4,130","6,175","4,078","8,499"
2021년04월_여_0~9세,"3,482",29,46,431,425,259,298,70,83,41,348,293,244,915
2021년04월_여_10~19세,"3,550",78,93,295,357,301,385,166,162,78,284,447,313,591
2021년04월_여_20~29세,"7,189",666,381,641,432,554,646,419,419,400,566,641,449,975
2021년04월_여_30~39세,"6,442",265,175,811,583,527,518,195,199,159,568,534,480,"1,428"
2021년04월_여_40~49세,"6,728",188,229,660,680,573,654,270,277,130,528,765,525,"1,249"
2021년04월_여_50~59세,"7,851",276,236,748,591,705,900,313,363,183,608,985,671,"1,272"
2021년04월_여_60~69세,"7,884",359,302,737,582,655,904,326,323,239,563,"1,116",700,"1,078"
2021년04월_여_70~79세,"5,749",221,299,475,518,516,653,251,285,178,442,849,453,609
2021년04월_여_80~89세,"2,757",103,119,215,242,260,300,124,148,84,193,460,201,308
2021년04월_여_90~99세,490,23,29,45,34,41,37,25,26,13,28,81,40,68
2021년04월_여_100세 이상,34,2,2,5,2,2,1,3,2,1,2,4,2,6
2021년05월_계_총인구수,"103,007","4,434","3,868","10,622","9,165","8,658","10,319","4,295","4,645","3,086","7,870","11,664","7,915","16,466"
2021년05월_계_연령구간인구수,"103,007","4,434","3,868","10,622","9,165","8,658","10,319","4,295","4,645","3,086","7,870","11,664","7,915","16,466"
2021년05월_계_0~9세,"7,262",63,83,900,954,524,596,178,199,84,728,590,530,"1,833"
2021년05월_계_10~19세,"7,311",135,201,618,799,628,798,331,358,140,554,935,635,"1,179"
2021년05월_계_20~29세,"14,768","1,081",782,"1,360","1,001","1,187","1,323",878,935,842,"1,082","1,353",925,"2,019"
2021년05월_계_30~39세,"13,454",606,437,"1,795","1,281","1,100","1,051",461,414,367,"1,077","1,063",994,"2,808"
2021년05월_계_40~49세,"14,042",493,492,"1,477","1,402","1,222","1,362",560,581,326,"1,117","1,444","1,077","2,489"
2021년05월_계_50~59세,"15,501",635,493,"1,669","1,223","1,414","1,726",603,727,392,"1,169","1,816","1,251","2,383"
2021년05월_계_60~69세,"14,906",738,583,"1,472","1,112","1,231","1,686",594,630,441,"1,025","2,022","1,303","2,069"
2021년05월_계_70~79세,"10,278",465,508,913,894,887,"1,175",439,487,322,759,"1,495",816,"1,118"
2021년05월_계_80~89세,"4,782",187,251,353,444,409,544,216,272,152,322,818,329,485
2021년05월_계_90~99세,667,30,36,60,52,54,55,29,40,18,37,124,53,79
2021년05월_계_100세 이상,36,1,2,5,3,2,3,6,2,2,0,4,2,4
2021년05월_남_총인구수,"50,853","2,276","1,942","5,526","4,448","4,328","5,018","2,165","2,370","1,643","3,777","5,521","3,836","8,003"
2021년05월_남_연령구간인구수,"50,853","2,276","1,942","5,526","4,448","4,328","5,018","2,165","2,370","1,643","3,777","5,521","3,836","8,003"
2021년05월_남_0~9세,"3,744",34,36,459,495,271,297,110,115,43,380,302,283,919
2021년05월_남_10~19세,"3,772",59,108,318,432,332,413,168,196,60,273,492,330,591
2021년05월_남_20~29세,"7,562",428,394,715,538,636,674,463,514,441,524,719,471,"1,045"
2021년05월_남_30~39세,"6,983",341,253,972,636,584,536,267,221,215,525,536,510,"1,387"
2021년05월_남_40~49세,"7,330",307,260,816,682,656,711,295,306,205,586,687,562,"1,257"
2021년05월_남_50~59세,"7,679",366,261,928,600,713,835,298,373,227,567,838,577,"1,096"
2021년05월_남_60~69세,"7,033",393,279,729,494,589,777,276,306,224,466,902,602,996
2021년05월_남_70~79세,"4,551",255,213,438,366,377,514,189,200,149,319,649,367,515
2021년05월_남_80~89세,"2,002",83,130,137,188,155,242,91,122,71,128,353,121,181
2021년05월_남_90~99세,188,10,8,14,16,15,19,5,16,7,9,41,13,15
2021년05월_남_100세 이상,9,0,0,0,1,0,0,3,1,1,0,2,0,1
2021년05월_여_총인구수,"52,154","2,158","1,926","5,096","4,717","4,330","5,301","2,130","2,275","1,443","4,093","6,143","4,079","8,463"
2021년05월_여_연령구간인구수,"52,154","2,158","1,926","5,096","4,717","4,330","5,301","2,130","2,275","1,443","4,093","6,143","4,079","8,463"
2021년05월_여_0~9세,"3,518",29,47,441,459,253,299,68,84,41,348,288,247,914
2021년05월_여_10~19세,"3,539",76,93,300,367,296,385,163,162,80,281,443,305,588
2021년05월_여_20~29세,"7,206",653,388,645,463,551,649,415,421,401,558,634,454,974
2021년05월_여_30~39세,"6,471",265,184,823,645,516,515,194,193,152,552,527,484,"1,421"
2021년05월_여_40~49세,"6,712",186,232,661,720,566,651,265,275,121,531,757,515,"1,232"
2021년05월_여_50~59세,"7,822",269,232,741,623,701,891,305,354,165,602,978,674,"1,287"
2021년05월_여_60~69세,"7,873",345,304,743,618,642,909,318,324,217,559,"1,120",701,"1,073"
2021년05월_여_70~79세,"5,727",210,295,475,528,510,661,250,287,173,440,846,449,603
2021년05월_여_80~89세,"2,780",104,121,216,256,254,302,125,150,81,194,465,208,304
2021년05월_여_90~99세,479,20,28,46,36,39,36,24,24,11,28,83,40,64
2021년05월_여_100세 이상,27,1,2,5,2,2,3,3,1,1,0,2,2,3
2021년06월_계_총인구수,"103,146","4,422","3,881","10,669","9,441","8,659","10,364","4,264","4,647","3,063","7,820","11,627","7,866","16,423"
2021년06월_계_연령구간인구수,"103,146","4,422","3,881","10,669","9,441","8,659","10,364","4,264","4,647","3,063","7,820","11,627","7,866","16,423"
2021년06월_계_0~9세,"7,279",64,87,905,984,533,605,174,192,84,722,591,526,"1,812"
2021년06월_계_10~19세,"7,319",137,203,618,822,633,794,322,362,141,545,928,632,"1,182"
2021년06월_계_20~29세,"14,807","1,083",785,"1,381","1,036","1,177","1,321",878,939,847,"1,083","1,349",921,"2,007"
2021년06월_계_30~39세,"13,501",611,443,"1,803","1,341","1,102","1,067",448,411,363,"1,064","1,056",991,"2,801"
2021년06월_계_40~49세,"14,028",481,494,"1,483","1,446","1,219","1,368",551,584,323,"1,099","1,430","1,074","2,476"
2021년06월_계_50~59세,"15,484",627,494,"1,664","1,251","1,413","1,717",602,725,389,"1,167","1,805","1,249","2,381"
2021년06월_계_60~69세,"14,945",734,583,"1,484","1,155","1,229","1,703",592,630,428,"1,025","2,024","1,282","2,076"
2021년06월_계_70~79세,"10,267",464,502,914,901,882,"1,181",444,486,316,751,"1,493",816,"1,117"
2021년06월_계_80~89세,"4,816",191,253,354,452,414,546,218,273,152,327,822,324,490
2021년06월_계_90~99세,667,29,35,58,51,55,59,29,43,18,37,125,50,78
2021년06월_계_100세 이상,33,1,2,5,2,2,3,6,2,2,0,4,1,3
2021년06월_남_총인구수,"50,926","2,276","1,946","5,555","4,592","4,338","5,041","2,144","2,367","1,629","3,739","5,500","3,822","7,977"
2021년06월_남_연령구간인구수,"50,926","2,276","1,946","5,555","4,592","4,338","5,041","2,144","2,367","1,629","3,739","5,500","3,822","7,977"
2021년06월_남_0~9세,"3,755",36,37,463,516,278,304,105,112,41,378,297,282,906
2021년06월_남_10~19세,"3,766",61,110,318,443,330,407,161,198,59,270,487,328,594
2021년06월_남_20~29세,"7,581",423,393,722,555,638,676,466,515,445,522,720,473,"1,033"
2021년06월_남_30~39세,"6,996",345,256,974,669,582,544,259,220,210,510,535,506,"1,386"
2021년06월_남_40~49세,"7,335",304,261,823,706,658,716,291,305,201,577,680,561,"1,252"
2021년06월_남_50~59세,"7,669",361,260,923,611,715,833,295,370,227,562,835,580,"1,097"
2021년06월_남_60~69세,"7,060",395,280,745,520,589,778,275,308,220,463,901,590,996
2021년06월_남_70~79세,"4,548",255,210,434,367,373,520,192,199,147,316,649,371,515
2021년06월_남_80~89세,"2,019",86,131,139,188,159,243,92,123,71,130,354,120,183
2021년06월_남_90~99세,188,10,8,14,16,16,20,5,16,7,11,40,11,14
2021년06월_남_100세 이상,9,0,0,0,1,0,0,3,1,1,0,2,0,1
2021년06월_여_총인구수,"52,220","2,146","1,935","5,114","4,849","4,321","5,323","2,120","2,280","1,434","4,081","6,127","4,044","8,446"
2021년06월_여_연령구간인구수,"52,220","2,146","1,935","5,114","4,849","4,321","5,323","2,120","2,280","1,434","4,081","6,127","4,044","8,446"
2021년06월_여_0~9세,"3,524",28,50,442,468,255,301,69,80,43,344,294,244,906
2021년06월_여_10~19세,"3,553",76,93,300,379,303,387,161,164,82,275,441,304,588
2021년06월_여_20~29세,"7,226",660,392,659,481,539,645,412,424,402,561,629,448,974
2021년06월_여_30~39세,"6,505",266,187,829,672,520,523,189,191,153,554,521,485,"1,415"
2021년06월_여_40~49세,"6,693",177,233,660,740,561,652,260,279,122,522,750,513,"1,224"
2021년06월_여_50~59세,"7,815",266,234,741,640,698,884,307,355,162,605,970,669,"1,284"
2021년06월_여_60~69세,"7,885",339,303,739,635,640,925,317,322,208,562,"1,123",692,"1,080"
2021년06월_여_70~79세,"5,719",209,292,480,534,509,661,252,287,169,435,844,445,602
2021년06월_여_80~89세,"2,797",105,122,215,264,255,303,126,150,81,197,468,204,307
2021년06월_여_90~99세,479,19,27,44,35,39,39,24,27,11,26,85,39,64
2021년06월_여_100세 이상,24,1,2,5,1,2,3,3,1,1,0,2,1,2
2021년07월_계_총인구수,"103,185","4,478","3,883","10,642","9,568","8,627","10,408","4,232","4,635","3,074","7,812","11,590","7,862","16,374"
2021년07월_계_연령구간인구수,"103,185","4,478","3,883","10,642","9,568","8,627","10,408","4,232","4,635","3,074","7,812","11,590","7,862","16,374"
2021년07월_계_0~9세,"7,294",65,86,906,"1,001",525,605,171,194,85,726,588,530,"1,812"
2021년07월_계_10~19세,"7,301",136,200,607,845,633,796,316,360,139,544,918,628,"1,179"
2021년07월_계_20~29세,"14,823","1,133",793,"1,370","1,047","1,170","1,315",867,937,867,"1,073","1,341",921,"1,989"
2021년07월_계_30~39세,"13,473",614,440,"1,811","1,361","1,092","1,081",449,415,360,"1,050","1,051",977,"2,772"
2021년07월_계_40~49세,"14,043",484,498,"1,483","1,481","1,204","1,383",543,578,319,"1,095","1,426","1,070","2,479"
2021년07월_계_50~59세,"15,478",626,493,"1,646","1,260","1,421","1,716",597,727,387,"1,168","1,800","1,260","2,377"
2021년07월_계_60~69세,"14,983",731,580,"1,492","1,164","1,229","1,711",596,625,429,"1,036","2,020","1,285","2,085"
2021년07월_계_70~79세,"10,256",469,498,907,906,877,"1,185",441,484,314,754,"1,488",818,"1,115"
2021년07월_계_80~89세,"4,825",191,258,355,449,418,551,217,271,153,327,827,323,485
2021년07월_계_90~99세,675,28,35,60,52,55,62,28,43,19,39,127,49,78
2021년07월_계_100세 이상,34,1,2,5,2,3,3,7,1,2,0,4,1,3
2021년07월_남_총인구수,"50,938","2,296","1,953","5,553","4,660","4,324","5,054","2,129","2,366","1,633","3,725","5,479","3,822","7,944"
2021년07월_남_연령구간인구수,"50,938","2,296","1,953","5,553","4,660","4,324","5,054","2,129","2,366","1,633","3,725","5,479","3,822","7,944"
2021년07월_남_0~9세,"3,767",36,38,458,526,275,307,104,114,41,376,296,283,913
2021년07월_남_10~19세,"3,740",58,107,313,453,328,401,160,197,58,270,480,327,588
2021년07월_남_20~29세,"7,604",449,399,721,565,641,674,459,518,460,513,714,470,"1,021"
2021년07월_남_30~39세,"6,975",338,255,985,678,573,555,260,221,205,502,536,498,"1,369"
2021년07월_남_40~49세,"7,341",306,269,826,721,649,718,288,302,199,576,676,559,"1,252"
2021년07월_남_50~59세,"7,667",360,256,912,618,716,830,291,373,227,560,839,593,"1,092"
2021년07월_남_60~69세,"7,084",396,281,751,527,593,784,278,305,218,470,895,591,995
2021년07월_남_70~79세,"4,543",257,207,432,369,373,521,191,197,146,316,645,372,517
2021년07월_남_80~89세,"2,018",86,133,140,186,161,243,90,123,71,130,354,118,183
2021년07월_남_90~99세,191,10,8,15,16,15,21,5,16,7,12,42,11,13
2021년07월_남_100세 이상,8,0,0,0,1,0,0,3,0,1,0,2,0,1
2021년07월_여_총인구수,"52,247","2,182","1,930","5,089","4,908","4,303","5,354","2,103","2,269","1,441","4,087","6,111","4,040","8,430"
2021년07월_여_연령구간인구수,"52,247","2,182","1,930","5,089","4,908","4,303","5,354","2,103","2,269","1,441","4,087","6,111","4,040","8,430"
2021년07월_여_0~9세,"3,527",29,48,448,475,250,298,67,80,44,350,292,247,899
2021년07월_여_10~19세,"3,561",78,93,294,392,305,395,156,163,81,274,438,301,591
2021년07월_여_20~29세,"7,219",684,394,649,482,529,641,408,419,407,560,627,451,968
2021년07월_여_30~39세,"6,498",276,185,826,683,519,526,189,194,155,548,515,479,"1,403"
2021년07월_여_40~49세,"6,702",178,229,657,760,555,665,255,276,120,519,750,511,"1,227"
2021년07월_여_50~59세,"7,811",266,237,734,642,705,886,306,354,160,608,961,667,"1,285"
2021년07월_여_60~69세,"7,899",335,299,741,637,636,927,318,320,211,566,"1,125",694,"1,090"
2021년07월_여_70~79세,"5,713",212,291,475,537,504,664,250,287,168,438,843,446,598
2021년07월_여_80~89세,"2,807",105,125,215,263,257,308,127,148,82,197,473,205,302
2021년07월_여_90~99세,484,18,27,45,36,40,41,23,27,12,27,85,38,65
2021년07월_여_100세 이상,26,1,2,5,1,3,3,4,1,1,0,2,1,2
2021년08월_계_총인구수,"103,333","4,525","3,901","10,860","9,669","8,583","10,404","4,237","4,589","3,063","7,805","11,532","7,874","16,291"
2021년08월_계_연령구간인구수,"103,333","4,525","3,901","10,860","9,669","8,583","10,404","4,237","4,589","3,063","7,805","11,532","7,874","16,291"
2021년08월_계_0~9세,"7,283",67,87,926,"1,018",517,599,170,194,81,726,572,524,"1,802"
2021년08월_계_10~19세,"7,294",138,198,613,846,632,786,319,354,131,550,911,635,"1,181"
2021년08월_계_20~29세,"14,873","1,167",804,"1,414","1,057","1,165","1,318",870,929,884,"1,051","1,322",921,"1,971"
2021년08월_계_30~39세,"13,471",628,451,"1,861","1,382","1,070","1,080",450,411,355,"1,036","1,046",974,"2,727"
2021년08월_계_40~49세,"14,032",480,489,"1,521","1,486","1,185","1,371",540,567,316,"1,100","1,420","1,076","2,481"
2021년08월_계_50~59세,"15,520",620,497,"1,678","1,289","1,432","1,721",604,723,377,"1,176","1,796","1,252","2,355"
2021년08월_계_60~69세,"15,050",739,580,"1,504","1,165","1,225","1,724",595,621,431,"1,046","2,030","1,295","2,095"
2021년08월_계_70~79세,"10,260",463,500,922,917,876,"1,185",431,483,312,754,"1,480",824,"1,113"
2021년08월_계_80~89세,"4,844",194,256,354,455,425,554,223,267,155,326,828,322,485
2021년08월_계_90~99세,671,28,37,62,52,53,63,28,39,19,39,123,50,78
2021년08월_계_100세 이상,35,1,2,5,2,3,3,7,1,2,1,4,1,3
2021년08월_남_총인구수,"50,981","2,312","1,967","5,652","4,715","4,288","5,053","2,136","2,349","1,631","3,725","5,447","3,818","7,888"
2021년08월_남_연령구간인구수,"50,981","2,312","1,967","5,652","4,715","4,288","5,053","2,136","2,349","1,631","3,725","5,447","3,818","7,888"
2021년08월_남_0~9세,"3,764",39,39,470,538,273,304,102,116,38,380,287,279,899
2021년08월_남_10~19세,"3,721",59,105,319,449,326,393,159,195,52,270,477,330,587
2021년08월_남_20~29세,"7,638",464,408,745,577,637,677,461,516,470,503,704,470,"1,006"
2021년08월_남_30~39세,"6,972",342,263,"1,013",690,553,553,263,222,207,493,536,494,"1,343"
2021년08월_남_40~49세,"7,327",303,262,836,726,640,714,290,296,199,578,668,560,"1,255"
2021년08월_남_50~59세,"7,679",355,256,918,631,717,838,295,371,220,567,836,593,"1,082"
2021년08월_남_60~69세,"7,115",401,285,760,525,589,790,280,299,218,476,900,591,"1,001"
2021년08월_남_70~79세,"4,539",254,206,433,376,374,517,188,198,148,316,639,374,516
2021년08월_남_80~89세,"2,025",85,132,143,186,165,246,90,120,71,128,358,116,185
2021년08월_남_90~99세,193,10,11,15,16,14,21,5,16,7,14,40,11,13
2021년08월_남_100세 이상,8,0,0,0,1,0,0,3,0,1,0,2,0,1
2021년08월_여_총인구수,"52,352","2,213","1,934","5,208","4,954","4,295","5,351","2,101","2,240","1,432","4,080","6,085","4,056","8,403"
2021년08월_여_연령구간인구수,"52,352","2,213","1,934","5,208","4,954","4,295","5,351","2,101","2,240","1,432","4,080","6,085","4,056","8,403"
2021년08월_여_0~9세,"3,519",28,48,456,480,244,295,68,78,43,346,285,245,903
2021년08월_여_10~19세,"3,573",79,93,294,397,306,393,160,159,79,280,434,305,594
2021년08월_여_20~29세,"7,235",703,396,669,480,528,641,409,413,414,548,618,451,965
2021년08월_여_30~39세,"6,499",286,188,848,692,517,527,187,189,148,543,510,480,"1,384"
2021년08월_여_40~49세,"6,705",177,227,685,760,545,657,250,271,117,522,752,516,"1,226"
2021년08월_여_50~59세,"7,841",265,241,760,658,715,883,309,352,157,609,960,659,"1,273"
2021년08월_여_60~69세,"7,935",338,295,744,640,636,934,315,322,213,570,"1,130",704,"1,094"
2021년08월_여_70~79세,"5,721",209,294,489,541,502,668,243,285,164,438,841,450,597
2021년08월_여_80~89세,"2,819",109,124,211,269,260,308,133,147,84,198,470,206,300
2021년08월_여_90~99세,478,18,26,47,36,39,42,23,23,12,25,83,39,65
2021년08월_여_100세 이상,27,1,2,5,1,3,3,4,1,1,1,2,1,2
2021년09월_계_총인구수,"103,544","4,572","3,921","10,953","9,730","8,592","10,398","4,270","4,611","3,096","7,793","11,496","7,864","16,248"
2021년09월_계_연령구간인구수,"103,544","4,572","3,921","10,953","9,730","8,592","10,398","4,270","4,611","3,096","7,793","11,496","7,864","16,248"
2021년09월_계_0~9세,"7,311",66,91,948,"1,042",517,598,171,197,81,722,569,520,"1,789"
2021년09월_계_10~19세,"7,271",138,192,613,853,627,776,325,356,131,545,901,634,"1,180"
2021년09월_계_20~29세,"14,976","1,201",818,"1,429","1,072","1,165","1,313",895,932,917,"1,050","1,305",927,"1,952"
2021년09월_계_30~39세,"13,472",632,460,"1,872","1,381","1,074","1,082",452,414,356,"1,035","1,045",965,"2,704"
2021년09월_계_40~49세,"14,025",484,483,"1,534","1,499","1,177","1,375",541,567,317,"1,096","1,410","1,070","2,472"
2021년09월_계_50~59세,"15,541",620,503,"1,688","1,289","1,438","1,723",608,730,372,"1,175","1,791","1,253","2,351"
2021년09월_계_60~69세,"15,083",740,574,"1,520","1,164","1,231","1,723",592,620,431,"1,047","2,033","1,296","2,112"
2021년09월_계_70~79세,"10,254",468,498,924,914,879,"1,177",428,480,313,752,"1,483",826,"1,112"
2021년09월_계_80~89세,"4,895",192,261,357,461,428,567,224,273,156,332,827,322,495
2021년09월_계_90~99세,681,30,39,63,53,53,61,27,41,20,38,128,50,78
2021년09월_계_100세 이상,35,1,2,5,2,3,3,7,1,2,1,4,1,3
2021년09월_남_총인구수,"51,073","2,337","1,979","5,682","4,732","4,296","5,048","2,159","2,359","1,655","3,710","5,431","3,808","7,877"
