카테고리,충청남도 태안군,충청남도 태안군 태안읍,충청남도 태안군 안면읍,충청남도 태안군 고남면,충청남도 태안군 남면,충청남도 태안군 근흥면,충청남도 태안군 소원면,충청남도 태안군 원북면,충청남도 태안군 이원면
2021년07월_남_20~29세,"2,814","1,659",312,53,251,162,128,183,66
2021년07월_남_30~39세,"2,652","1,659",267,59,140,183,129,151,64
2021년07월_남_40~49세,"4,251","2,341",548,147,254,304,319,211,127
2021년07월_남_50~59세,"5,626","2,522",813,231,371,536,514,430,209
2021년07월_남_60~69세,"6,115","2,202",920,272,527,707,691,519,277
2021년07월_남_70~79세,"4,239","1,403",690,194,342,496,491,399,224
2021년07월_남_80~89세,"1,626",466,214,91,150,202,216,178,109
2021년07월_남_90~99세,143,50,18,5,16,18,13,18,5
2021년07월_남_100세 이상,8,0,5,0,2,0,0,1,0
2021년07월_여_총인구수,"30,735","14,561","4,315","1,214","2,081","2,643","2,715","2,117","1,089"
2021년07월_여_연령구간인구수,"30,735","14,561","4,315","1,214","2,081","2,643","2,715","2,117","1,089"
2021년07월_여_0~9세,"1,473","1,039",151,41,63,63,45,51,20
2021년07월_여_10~19세,"2,084","1,382",266,69,73,91,88,74,41
2021년07월_여_20~29세,"2,005","1,243",224,36,129,99,116,108,50
2021년07월_여_30~39세,"2,162","1,431",250,50,101,103,100,88,39
2021년07월_여_40~49세,"3,292","2,062",423,95,149,167,187,151,58
2021년07월_여_50~59세,"4,984","2,412",701,182,338,450,431,330,140
2021년07월_여_60~69세,"6,539","2,365","1,045",296,533,752,726,542,280
2021년07월_여_70~79세,"4,679","1,561",763,245,377,534,568,400,231
2021년07월_여_80~89세,"2,980",925,397,180,273,319,390,303,193
2021년07월_여_90~99세,524,138,91,19,45,62,64,69,36
2021년07월_여_100세 이상,13,3,4,1,0,3,0,1,1
2021년08월_계_총인구수,"61,890","29,375","8,598","2,334","4,261","5,411","5,345","4,336","2,230"
2021년08월_계_연령구간인구수,"61,890","29,375","8,598","2,334","4,261","5,411","5,345","4,336","2,230"
2021년08월_계_0~9세,"2,923","2,075",304,64,117,116,98,106,43
2021년08월_계_10~19세,"4,364","2,849",617,116,162,197,184,156,83
2021년08월_계_20~29세,"4,818","2,895",548,91,372,260,244,291,117
2021년08월_계_30~39세,"4,764","3,068",508,106,236,286,225,235,100
2021년08월_계_40~49세,"7,512","4,387",970,243,404,464,508,356,180
2021년08월_계_50~59세,"10,582","4,933","1,499",410,701,987,936,764,352
2021년08월_계_60~69세,"12,699","4,602","1,970",565,"1,063","1,463","1,417","1,062",557
2021년08월_계_70~79세,"8,904","2,977","1,449",438,723,"1,018","1,051",794,454
2021년08월_계_80~89세,"4,639","1,397",617,274,421,537,609,483,301
2021년08월_계_90~99세,665,189,107,26,61,80,73,87,42
2021년08월_계_100세 이상,20,3,9,1,1,3,0,2,1
2021년08월_남_총인구수,"31,192","14,817","4,284","1,122","2,189","2,772","2,637","2,225","1,146"
2021년08월_남_연령구간인구수,"31,192","14,817","4,284","1,122","2,189","2,772","2,637","2,225","1,146"
2021년08월_남_0~9세,"1,458","1,045",152,23,54,54,54,53,23
2021년08월_남_10~19세,"2,269","1,462",339,49,92,105,95,82,45
2021년08월_남_20~29세,"2,834","1,662",329,54,246,161,128,188,66
2021년08월_남_30~39세,"2,618","1,646",258,56,138,184,127,148,61
2021년08월_남_40~49세,"4,226","2,320",549,149,251,301,321,210,125
2021년08월_남_50~59세,"5,630","2,534",804,227,368,541,513,430,213
2021년08월_남_60~69세,"6,127","2,213",927,270,528,709,685,520,275
2021년08월_남_70~79세,"4,237","1,414",686,195,344,490,487,397,224
2021년08월_남_80~89세,"1,643",471,217,93,152,208,215,178,109
2021년08월_남_90~99세,143,50,18,6,15,19,12,18,5
2021년08월_남_100세 이상,7,0,5,0,1,0,0,1,0
2021년08월_여_총인구수,"30,698","14,558","4,314","1,212","2,072","2,639","2,708","2,111","1,084"
2021년08월_여_연령구간인구수,"30,698","14,558","4,314","1,212","2,072","2,639","2,708","2,111","1,084"
2021년08월_여_0~9세,"1,465","1,030",152,41,63,62,44,53,20
2021년08월_여_10~19세,"2,095","1,387",278,67,70,92,89,74,38
2021년08월_여_20~29세,"1,984","1,233",219,37,126,99,116,103,51
2021년08월_여_30~39세,"2,146","1,422",250,50,98,102,98,87,39
2021년08월_여_40~49세,"3,286","2,067",421,94,153,163,187,146,55
2021년08월_여_50~59세,"4,952","2,399",695,183,333,446,423,334,139
2021년08월_여_60~69세,"6,572","2,389","1,043",295,535,754,732,542,282
2021년08월_여_70~79세,"4,667","1,563",763,243,379,528,564,397,230
2021년08월_여_80~89세,"2,996",926,400,181,269,329,394,305,192
2021년08월_여_90~99세,522,139,89,20,46,61,61,69,37
2021년08월_여_100세 이상,13,3,4,1,0,3,0,1,1
2021년09월_계_총인구수,"61,808","29,393","8,578","2,323","4,228","5,393","5,335","4,334","2,224"
2021년09월_계_연령구간인구수,"61,808","29,393","8,578","2,323","4,228","5,393","5,335","4,334","2,224"
2021년09월_계_0~9세,"2,914","2,065",307,65,113,114,98,107,45
2021년09월_계_10~19세,"4,343","2,851",601,116,158,197,182,156,82
2021년09월_계_20~29세,"4,782","2,898",543,88,351,258,243,287,114
2021년09월_계_30~39세,"4,724","3,058",504,108,233,276,217,229,99
2021년09월_계_40~49세,"7,495","4,386",967,234,407,463,505,353,180
2021년09월_계_50~59세,"10,532","4,919","1,492",405,696,982,925,763,350
2021년09월_계_60~69세,"12,765","4,638","1,973",570,"1,062","1,469","1,428","1,064",561
2021년09월_계_70~79세,"8,887","2,970","1,445",437,725,"1,012","1,052",796,450
2021년09월_계_80~89세,"4,671","1,413",626,273,420,537,612,488,302
2021년09월_계_90~99세,674,192,111,26,62,82,73,88,40
2021년09월_계_100세 이상,21,3,9,1,1,3,0,3,1
2021년09월_남_총인구수,"31,154","14,842","4,267","1,115","2,170","2,764","2,635","2,221","1,140"
2021년09월_남_연령구간인구수,"31,154","14,842","4,267","1,115","2,170","2,764","2,635","2,221","1,140"
2021년09월_남_0~9세,"1,455","1,042",152,24,53,53,54,54,23
2021년09월_남_10~19세,"2,259","1,459",333,48,90,105,95,84,45
2021년09월_남_20~29세,"2,815","1,672",325,51,234,158,128,185,62
2021년09월_남_30~39세,"2,603","1,647",259,56,135,183,122,143,58
2021년09월_남_40~49세,"4,214","2,320",547,144,254,297,320,207,125
2021년09월_남_50~59세,"5,606","2,527",797,224,367,540,506,431,214
2021년09월_남_60~69세,"6,167","2,237",928,276,524,712,694,520,276
2021년09월_남_70~79세,"4,234","1,410",684,194,348,490,488,397,223
2021년09월_남_80~89세,"1,648",476,218,91,150,206,216,181,110
2021년09월_남_90~99세,146,52,19,7,14,20,12,18,4
2021년09월_남_100세 이상,7,0,5,0,1,0,0,1,0
2021년09월_여_총인구수,"30,654","14,551","4,311","1,208","2,058","2,629","2,700","2,113","1,084"
2021년09월_여_연령구간인구수,"30,654","14,551","4,311","1,208","2,058","2,629","2,700","2,113","1,084"
2021년09월_여_0~9세,"1,459","1,023",155,41,60,61,44,53,22
2021년09월_여_10~19세,"2,084","1,392",268,68,68,92,87,72,37
2021년09월_여_20~29세,"1,967","1,226",218,37,117,100,115,102,52
2021년09월_여_30~39세,"2,121","1,411",245,52,98,93,95,86,41
2021년09월_여_40~49세,"3,281","2,066",420,90,153,166,185,146,55
2021년09월_여_50~59세,"4,926","2,392",695,181,329,442,419,332,136
2021년09월_여_60~69세,"6,598","2,401","1,045",294,538,757,734,544,285
2021년09월_여_70~79세,"4,653","1,560",761,243,377,522,564,399,227
2021년09월_여_80~89세,"3,023",937,408,182,270,331,396,307,192
2021년09월_여_90~99세,528,140,92,19,48,62,61,70,36
2021년09월_여_100세 이상,14,3,4,1,0,3,0,2,1
2021년10월_계_총인구수,"61,782","29,447","8,545","2,328","4,206","5,379","5,324","4,330","2,223"
2021년10월_계_연령구간인구수,"61,782","29,447","8,545","2,328","4,206","5,379","5,324","4,330","2,223"
2021년10월_계_0~9세,"2,893","2,060",304,67,109,111,96,104,42
2021년10월_계_10~19세,"4,320","2,842",590,116,158,196,177,159,82
2021년10월_계_20~29세,"4,762","2,909",537,89,337,254,242,282,112
2021년10월_계_30~39세,"4,727","3,071",502,107,232,277,213,228,97
2021년10월_계_40~49세,"7,462","4,372",961,235,404,460,498,352,180
2021년10월_계_50~59세,"10,540","4,941","1,486",403,698,970,921,767,354
2021년10월_계_60~69세,"12,794","4,656","1,980",567,"1,058","1,475","1,433","1,065",560
2021년10월_계_70~79세,"8,900","2,981","1,440",440,728,"1,010","1,058",794,449
2021년10월_계_80~89세,"4,672","1,417",626,276,414,542,608,486,303
2021년10월_계_90~99세,693,195,112,27,67,81,78,90,43
2021년10월_계_100세 이상,19,3,7,1,1,3,0,3,1
2021년10월_남_총인구수,"31,152","14,870","4,248","1,119","2,162","2,758","2,631","2,223","1,141"
2021년10월_남_연령구간인구수,"31,152","14,870","4,248","1,119","2,162","2,758","2,631","2,223","1,141"
2021년10월_남_0~9세,"1,450","1,044",151,25,50,52,53,52,23
2021년10월_남_10~19세,"2,237","1,446",325,47,91,103,94,86,45
2021년10월_남_20~29세,"2,806","1,682",319,52,225,158,128,182,60
2021년10월_남_30~39세,"2,594","1,646",255,57,134,182,121,143,56
2021년10월_남_40~49세,"4,195","2,300",547,145,253,298,316,210,126
2021년10월_남_50~59세,"5,629","2,556",797,220,370,534,503,432,217
2021년10월_남_60~69세,"6,199","2,249",932,276,525,717,700,524,276
2021년10월_남_70~79세,"4,238","1,415",680,196,351,486,490,397,223
2021년10월_남_80~89세,"1,644",476,218,94,147,208,212,178,111
2021년10월_남_90~99세,153,56,19,7,15,20,14,18,4
2021년10월_남_100세 이상,7,0,5,0,1,0,0,1,0
2021년10월_여_총인구수,"30,630","14,577","4,297","1,209","2,044","2,621","2,693","2,107","1,082"
2021년10월_여_연령구간인구수,"30,630","14,577","4,297","1,209","2,044","2,621","2,693","2,107","1,082"
2021년10월_여_0~9세,"1,443","1,016",153,42,59,59,43,52,19
2021년10월_여_10~19세,"2,083","1,396",265,69,67,93,83,73,37
2021년10월_여_20~29세,"1,956","1,227",218,37,112,96,114,100,52
2021년10월_여_30~39세,"2,133","1,425",247,50,98,95,92,85,41
2021년10월_여_40~49세,"3,267","2,072",414,90,151,162,182,142,54
2021년10월_여_50~59세,"4,911","2,385",689,183,328,436,418,335,137
2021년10월_여_60~69세,"6,595","2,407","1,048",291,533,758,733,541,284
2021년10월_여_70~79세,"4,662","1,566",760,244,377,524,568,397,226
2021년10월_여_80~89세,"3,028",941,408,182,267,334,396,308,192
2021년10월_여_90~99세,540,139,93,20,52,61,64,72,39
2021년10월_여_100세 이상,12,3,2,1,0,3,0,2,1
2021년11월_계_총인구수,"61,600","29,427","8,441","2,329","4,215","5,343","5,309","4,334","2,202"
2021년11월_계_연령구간인구수,"61,600","29,427","8,441","2,329","4,215","5,343","5,309","4,334","2,202"
2021년11월_계_0~9세,"2,862","2,053",297,66,105,108,91,100,42
2021년11월_계_10~19세,"4,272","2,845",543,117,159,192,176,160,80
2021년11월_계_20~29세,"4,741","2,916",519,91,340,246,234,284,111
2021년11월_계_30~39세,"4,702","3,053",494,105,234,273,218,230,95
2021년11월_계_40~49세,"7,398","4,338",950,233,403,452,492,355,175
2021년11월_계_50~59세,"10,529","4,958","1,475",404,706,959,920,759,348
2021년11월_계_60~69세,"12,822","4,662","1,981",567,"1,058","1,487","1,438","1,067",562
2021년11월_계_70~79세,"8,890","2,991","1,434",440,726,"1,002","1,057",797,443
2021년11월_계_80~89세,"4,673","1,410",632,277,414,542,606,491,301
2021년11월_계_90~99세,696,199,109,28,70,79,77,89,45
2021년11월_계_100세 이상,15,2,7,1,0,3,0,2,0
2021년11월_남_총인구수,"31,058","14,856","4,185","1,120","2,175","2,746","2,622","2,225","1,129"
2021년11월_남_연령구간인구수,"31,058","14,856","4,185","1,120","2,175","2,746","2,622","2,225","1,129"
2021년11월_남_0~9세,"1,429","1,036",149,24,47,51,50,49,23
2021년11월_남_10~19세,"2,210","1,452",290,46,93,102,95,88,44
2021년11월_남_20~29세,"2,789","1,684",307,54,226,153,123,183,59
2021년11월_남_30~39세,"2,579","1,630",253,55,139,179,123,145,55
2021년11월_남_40~49세,"4,158","2,281",542,145,251,293,310,212,124
2021년11월_남_50~59세,"5,638","2,576",791,221,378,528,507,423,214
2021년11월_남_60~69세,"6,223","2,255",933,275,524,731,699,532,274
2021년11월_남_70~79세,"4,239","1,416",676,198,352,482,492,399,224
2021년11월_남_80~89세,"1,639",472,221,96,150,207,209,177,107
2021년11월_남_90~99세,149,54,18,6,15,20,14,17,5
2021년11월_남_100세 이상,5,0,5,0,0,0,0,0,0
2021년11월_여_총인구수,"30,542","14,571","4,256","1,209","2,040","2,597","2,687","2,109","1,073"
2021년11월_여_연령구간인구수,"30,542","14,571","4,256","1,209","2,040","2,597","2,687","2,109","1,073"
2021년11월_여_0~9세,"1,433","1,017",148,42,58,57,41,51,19
2021년11월_여_10~19세,"2,062","1,393",253,71,66,90,81,72,36
2021년11월_여_20~29세,"1,952","1,232",212,37,114,93,111,101,52
2021년11월_여_30~39세,"2,123","1,423",241,50,95,94,95,85,40
2021년11월_여_40~49세,"3,240","2,057",408,88,152,159,182,143,51
2021년11월_여_50~59세,"4,891","2,382",684,183,328,431,413,336,134
2021년11월_여_60~69세,"6,599","2,407","1,048",292,534,756,739,535,288
2021년11월_여_70~79세,"4,651","1,575",758,242,374,520,565,398,219
2021년11월_여_80~89세,"3,034",938,411,181,264,335,397,314,194
2021년11월_여_90~99세,547,145,91,22,55,59,63,72,40
2021년11월_여_100세 이상,10,2,2,1,0,3,0,2,0
2021년12월_계_총인구수,"61,526","29,393","8,417","2,330","4,197","5,347","5,300","4,348","2,194"
2021년12월_계_연령구간인구수,"61,526","29,393","8,417","2,330","4,197","5,347","5,300","4,348","2,194"
2021년12월_계_0~9세,"2,828","2,032",286,65,106,108,90,101,40
2021년12월_계_10~19세,"4,256","2,850",527,117,159,187,172,163,81
2021년12월_계_20~29세,"4,727","2,918",506,91,336,246,235,287,108
2021년12월_계_30~39세,"4,655","3,028",488,107,229,269,212,230,92
2021년12월_계_40~49세,"7,381","4,310",961,234,398,451,501,350,176
2021년12월_계_50~59세,"10,543","4,969","1,470",400,705,970,915,767,347
2021년12월_계_60~69세,"12,825","4,671","1,988",563,"1,048","1,486","1,443","1,068",558
2021년12월_계_70~79세,"8,862","2,980","1,434",442,720,997,"1,051",798,440
2021년12월_계_80~89세,"4,737","1,436",641,280,426,550,605,491,308
2021년12월_계_90~99세,697,197,109,30,70,80,76,91,44
2021년12월_계_100세 이상,15,2,7,1,0,3,0,2,0
2021년12월_남_총인구수,"31,033","14,857","4,177","1,118","2,161","2,742","2,623","2,228","1,127"
2021년12월_남_연령구간인구수,"31,033","14,857","4,177","1,118","2,161","2,742","2,623","2,228","1,127"
2021년12월_남_0~9세,"1,422","1,034",146,23,46,51,50,51,21
2021년12월_남_10~19세,"2,199","1,452",278,47,93,101,95,89,44
2021년12월_남_20~29세,"2,789","1,697",298,53,225,153,122,182,59
2021년12월_남_30~39세,"2,560","1,614",255,57,138,177,120,145,54
2021년12월_남_40~49세,"4,141","2,261",549,146,244,292,314,210,125
2021년12월_남_50~59세,"5,638","2,580",786,218,378,531,503,428,214
2021년12월_남_60~69세,"6,229","2,265",938,273,516,725,706,531,275
2021년12월_남_70~79세,"4,235","1,414",678,199,354,481,490,398,221
2021년12월_남_80~89세,"1,671",489,227,96,152,212,209,177,109
2021년12월_남_90~99세,144,51,17,6,15,19,14,17,5
2021년12월_남_100세 이상,5,0,5,0,0,0,0,0,0
2021년12월_여_총인구수,"30,493","14,536","4,240","1,212","2,036","2,605","2,677","2,120","1,067"
2021년12월_여_연령구간인구수,"30,493","14,536","4,240","1,212","2,036","2,605","2,677","2,120","1,067"
2021년12월_여_0~9세,"1,406",998,140,42,60,57,40,50,19
2021년12월_여_10~19세,"2,057","1,398",249,70,66,86,77,74,37
2021년12월_여_20~29세,"1,938","1,221",208,38,111,93,113,105,49
2021년12월_여_30~39세,"2,095","1,414",233,50,91,92,92,85,38
2021년12월_여_40~49세,"3,240","2,049",412,88,154,159,187,140,51
2021년12월_여_50~59세,"4,905","2,389",684,182,327,439,412,339,133
2021년12월_여_60~69세,"6,596","2,406","1,050",290,532,761,737,537,283
2021년12월_여_70~79세,"4,627","1,566",756,243,366,516,561,400,219
2021년12월_여_80~89세,"3,066",947,414,184,274,338,396,314,199
2021년12월_여_90~99세,553,146,92,24,55,61,62,74,39
2021년12월_여_100세 이상,10,2,2,1,0,3,0,2,0
