카테고리,경상북도 청도군,경상북도 청도군 화양읍,경상북도 청도군 화양읍남성현출장소,경상북도 청도군 청도읍,경상북도 청도군 청도읍유호출장소,경상북도 청도군 각남면,경상북도 청도군 풍각면,경상북도 청도군 각북면,경상북도 청도군 이서면,경상북도 청도군 운문면,경상북도 청도군 금천면,경상북도 청도군 매전면
2021년07월_계_연령구간인구수,"41,804","7,170","1,106","10,142","1,589","2,144","3,883","2,211","4,461","2,077","3,282","3,739"
2021년07월_계_0~9세,"1,428",447,40,406,43,50,121,58,123,32,54,54
2021년07월_계_10~19세,"2,218",664,26,706,45,68,149,64,253,41,98,104
2021년07월_계_20~29세,"2,698",602,57,809,71,115,203,113,258,121,169,180
2021년07월_계_30~39세,"2,617",607,91,799,78,105,248,100,232,93,117,147
2021년07월_계_40~49세,"4,275","1,004",89,"1,283",134,154,335,143,434,171,259,269
2021년07월_계_50~59세,"7,095","1,183",168,"1,745",243,330,655,423,747,414,565,622
2021년07월_계_60~69세,"9,829","1,303",269,"2,151",449,541,"1,007",609,"1,084",538,850,"1,028"
2021년07월_계_70~79세,"6,662",799,196,"1,368",317,442,624,401,766,340,666,743
2021년07월_계_80~89세,"4,342",488,147,770,183,290,476,264,475,288,437,524
2021년07월_계_90~99세,631,72,22,103,26,49,64,35,88,39,65,68
2021년07월_계_100세 이상,9,1,1,2,0,0,1,1,1,0,2,0
2021년07월_남_총인구수,"20,551","3,512",556,"4,945",767,"1,026","1,904","1,092","2,182","1,028","1,670","1,869"
2021년07월_남_연령구간인구수,"20,551","3,512",556,"4,945",767,"1,026","1,904","1,092","2,182","1,028","1,670","1,869"
2021년07월_남_0~9세,731,237,20,191,16,28,62,33,62,20,34,28
2021년07월_남_10~19세,"1,139",330,19,354,29,37,66,25,141,28,57,53
2021년07월_남_20~29세,"1,584",358,28,451,43,69,122,72,145,74,105,117
2021년07월_남_30~39세,"1,406",294,53,439,44,58,133,51,113,53,73,95
2021년07월_남_40~49세,"2,361",516,63,680,85,94,196,71,240,83,166,167
2021년07월_남_50~59세,"3,790",609,92,902,131,170,363,230,401,229,322,341
2021년07월_남_60~69세,"4,979",642,130,"1,077",214,280,506,326,536,305,437,526
2021년07월_남_70~79세,"3,041",353,93,595,140,190,286,179,378,139,328,360
2021년07월_남_80~89세,"1,391",158,53,235,60,90,153,103,150,86,135,168
2021년07월_남_90~99세,128,15,4,21,5,10,17,2,16,11,13,14
2021년07월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0,0
2021년07월_여_총인구수,"21,253","3,658",550,"5,197",822,"1,118","1,979","1,119","2,279","1,049","1,612","1,870"
2021년07월_여_연령구간인구수,"21,253","3,658",550,"5,197",822,"1,118","1,979","1,119","2,279","1,049","1,612","1,870"
2021년07월_여_0~9세,697,210,20,215,27,22,59,25,61,12,20,26
2021년07월_여_10~19세,"1,079",334,7,352,16,31,83,39,112,13,41,51
2021년07월_여_20~29세,"1,114",244,29,358,28,46,81,41,113,47,64,63
2021년07월_여_30~39세,"1,211",313,38,360,34,47,115,49,119,40,44,52
2021년07월_여_40~49세,"1,914",488,26,603,49,60,139,72,194,88,93,102
2021년07월_여_50~59세,"3,305",574,76,843,112,160,292,193,346,185,243,281
2021년07월_여_60~69세,"4,850",661,139,"1,074",235,261,501,283,548,233,413,502
2021년07월_여_70~79세,"3,621",446,103,773,177,252,338,222,388,201,338,383
2021년07월_여_80~89세,"2,951",330,94,535,123,200,323,161,325,202,302,356
2021년07월_여_90~99세,503,57,18,82,21,39,47,33,72,28,52,54
2021년07월_여_100세 이상,8,1,0,2,0,0,1,1,1,0,2,0
2021년08월_계_총인구수,"41,736","7,139","1,109","10,111","1,586","2,143","3,880","2,219","4,456","2,078","3,276","3,739"
2021년08월_계_연령구간인구수,"41,736","7,139","1,109","10,111","1,586","2,143","3,880","2,219","4,456","2,078","3,276","3,739"
2021년08월_계_0~9세,"1,431",451,39,401,44,53,121,57,122,31,58,54
2021년08월_계_10~19세,"2,199",648,26,707,44,68,146,65,253,40,96,106
2021년08월_계_20~29세,"2,662",591,57,798,67,113,205,111,252,122,166,180
2021년08월_계_30~39세,"2,604",602,89,790,78,106,249,100,233,92,117,148
2021년08월_계_40~49세,"4,258","1,001",93,"1,281",134,152,331,142,429,166,260,269
2021년08월_계_50~59세,"7,087","1,185",167,"1,746",239,329,651,428,744,420,555,623
2021년08월_계_60~69세,"9,849","1,308",271,"2,153",452,540,"1,009",607,"1,087",540,854,"1,028"
2021년08월_계_70~79세,"6,647",791,195,"1,365",321,442,628,402,770,338,661,734
2021년08월_계_80~89세,"4,358",489,149,770,181,292,476,270,475,291,441,524
2021년08월_계_90~99세,631,72,22,98,26,48,63,36,90,38,66,72
2021년08월_계_100세 이상,10,1,1,2,0,0,1,1,1,0,2,1
2021년08월_남_총인구수,"20,518","3,502",557,"4,932",766,"1,027","1,899","1,095","2,181","1,026","1,667","1,866"
2021년08월_남_연령구간인구수,"20,518","3,502",557,"4,932",766,"1,027","1,899","1,095","2,181","1,026","1,667","1,866"
2021년08월_남_0~9세,740,241,19,190,17,31,63,33,62,20,36,28
2021년08월_남_10~19세,"1,128",321,19,354,28,37,64,26,143,27,55,54
2021년08월_남_20~29세,"1,563",350,27,447,42,67,124,71,141,74,103,117
2021년08월_남_30~39세,"1,403",296,53,430,44,59,134,51,115,53,73,95
2021년08월_남_40~49세,"2,355",517,64,681,84,93,195,70,236,81,169,165
2021년08월_남_50~59세,"3,777",608,92,901,127,169,362,231,400,230,317,340
2021년08월_남_60~69세,"4,993",647,132,"1,079",217,282,503,325,535,303,441,529
2021년08월_남_70~79세,"3,038",349,92,593,142,188,287,179,385,141,326,356
2021년08월_남_80~89세,"1,393",159,54,237,60,91,152,107,146,86,134,167
2021년08월_남_90~99세,127,14,4,20,5,10,15,2,18,11,13,15
2021년08월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0,0
2021년08월_여_총인구수,"21,218","3,637",552,"5,179",820,"1,116","1,981","1,124","2,275","1,052","1,609","1,873"
2021년08월_여_연령구간인구수,"21,218","3,637",552,"5,179",820,"1,116","1,981","1,124","2,275","1,052","1,609","1,873"
2021년08월_여_0~9세,691,210,20,211,27,22,58,24,60,11,22,26
2021년08월_여_10~19세,"1,071",327,7,353,16,31,82,39,110,13,41,52
2021년08월_여_20~29세,"1,099",241,30,351,25,46,81,40,111,48,63,63
2021년08월_여_30~39세,"1,201",306,36,360,34,47,115,49,118,39,44,53
2021년08월_여_40~49세,"1,903",484,29,600,50,59,136,72,193,85,91,104
2021년08월_여_50~59세,"3,310",577,75,845,112,160,289,197,344,190,238,283
2021년08월_여_60~69세,"4,856",661,139,"1,074",235,258,506,282,552,237,413,499
2021년08월_여_70~79세,"3,609",442,103,772,179,254,341,223,385,197,335,378
2021년08월_여_80~89세,"2,965",330,95,533,121,201,324,163,329,205,307,357
2021년08월_여_90~99세,504,58,18,78,21,38,48,34,72,27,53,57
2021년08월_여_100세 이상,9,1,0,2,0,0,1,1,1,0,2,1
2021년09월_계_총인구수,"41,670","7,148","1,105","10,098","1,577","2,136","3,878","2,226","4,440","2,058","3,271","3,733"
2021년09월_계_연령구간인구수,"41,670","7,148","1,105","10,098","1,577","2,136","3,878","2,226","4,440","2,058","3,271","3,733"
2021년09월_계_0~9세,"1,421",448,37,400,43,53,118,57,120,30,61,54
2021년09월_계_10~19세,"2,197",648,24,703,43,70,149,63,255,41,96,105
2021년09월_계_20~29세,"2,585",572,57,782,66,110,198,110,245,114,157,174
2021년09월_계_30~39세,"2,597",613,87,785,76,104,248,102,236,90,115,141
2021년09월_계_40~49세,"4,250","1,000",94,"1,278",130,150,330,146,426,163,263,270
2021년09월_계_50~59세,"7,085","1,187",162,"1,753",242,332,650,425,739,420,552,623
2021년09월_계_60~69세,"9,864","1,319",275,"2,157",445,530,"1,013",611,"1,084",539,857,"1,034"
2021년09월_계_70~79세,"6,643",795,196,"1,357",324,445,633,401,770,333,659,730
2021년09월_계_80~89세,"4,381",492,150,783,181,293,468,275,477,292,444,526
2021년09월_계_90~99세,637,73,22,98,27,49,70,35,87,36,65,75
2021년09월_계_100세 이상,10,1,1,2,0,0,1,1,1,0,2,1
2021년09월_남_총인구수,"20,484","3,500",556,"4,935",764,"1,016","1,902","1,099","2,173","1,021","1,660","1,858"
2021년09월_남_연령구간인구수,"20,484","3,500",556,"4,935",764,"1,016","1,902","1,099","2,173","1,021","1,660","1,858"
2021년09월_남_0~9세,730,240,17,191,16,29,60,32,60,19,38,28
2021년09월_남_10~19세,"1,125",320,17,351,27,37,67,26,144,28,55,53
2021년09월_남_20~29세,"1,518",337,29,443,43,64,122,70,135,72,94,109
2021년09월_남_30~39세,"1,406",305,51,430,43,57,135,52,119,53,71,90
2021년09월_남_40~49세,"2,351",513,65,679,81,90,195,73,235,81,172,167
2021년09월_남_50~59세,"3,774",610,89,909,130,170,359,227,396,229,316,339
2021년09월_남_60~69세,"5,007",651,137,"1,077",215,277,510,328,536,303,438,535
2021년09월_남_70~79세,"3,035",348,92,595,144,191,286,177,383,141,326,352
2021년09월_남_80~89세,"1,411",162,54,241,60,91,153,112,147,85,135,171
2021년09월_남_90~99세,126,14,4,19,5,10,15,2,18,10,15,14
2021년09월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0,0
2021년09월_여_총인구수,"21,186","3,648",549,"5,163",813,"1,120","1,976","1,127","2,267","1,037","1,611","1,875"
2021년09월_여_연령구간인구수,"21,186","3,648",549,"5,163",813,"1,120","1,976","1,127","2,267","1,037","1,611","1,875"
2021년09월_여_0~9세,691,208,20,209,27,24,58,25,60,11,23,26
2021년09월_여_10~19세,"1,072",328,7,352,16,33,82,37,111,13,41,52
2021년09월_여_20~29세,"1,067",235,28,339,23,46,76,40,110,42,63,65
2021년09월_여_30~39세,"1,191",308,36,355,33,47,113,50,117,37,44,51
2021년09월_여_40~49세,"1,899",487,29,599,49,60,135,73,191,82,91,103
2021년09월_여_50~59세,"3,311",577,73,844,112,162,291,198,343,191,236,284
2021년09월_여_60~69세,"4,857",668,138,"1,080",230,253,503,283,548,236,419,499
2021년09월_여_70~79세,"3,608",447,104,762,180,254,347,224,387,192,333,378
2021년09월_여_80~89세,"2,970",330,96,542,121,202,315,163,330,207,309,355
2021년09월_여_90~99세,511,59,18,79,22,39,55,33,69,26,50,61
2021년09월_여_100세 이상,9,1,0,2,0,0,1,1,1,0,2,1
2021년10월_계_총인구수,"41,736","7,171","1,096","10,110","1,575","2,151","3,875","2,231","4,467","2,061","3,267","3,732"
2021년10월_계_연령구간인구수,"41,736","7,171","1,096","10,110","1,575","2,151","3,875","2,231","4,467","2,061","3,267","3,732"
2021년10월_계_0~9세,"1,413",454,37,395,43,52,116,57,120,27,59,53
2021년10월_계_10~19세,"2,196",645,24,698,43,73,149,61,266,41,92,104
2021년10월_계_20~29세,"2,582",570,54,787,65,107,198,111,244,112,160,174
2021년10월_계_30~39세,"2,601",621,84,781,74,110,250,100,230,93,115,143
2021년10월_계_40~49세,"4,258","1,008",94,"1,277",130,152,328,144,437,162,260,266
2021년10월_계_50~59세,"7,099","1,183",162,"1,770",244,332,647,427,745,416,551,622
2021년10월_계_60~69세,"9,885","1,326",272,"2,153",442,534,"1,017",614,"1,082",548,855,"1,042"
2021년10월_계_70~79세,"6,665",795,196,"1,363",327,449,628,405,786,329,660,727
2021년10월_계_80~89세,"4,390",496,150,784,182,293,470,276,468,297,448,526
2021년10월_계_90~99세,636,72,22,100,25,48,71,35,88,36,65,74
2021년10월_계_100세 이상,11,1,1,2,0,1,1,1,1,0,2,1
2021년10월_남_총인구수,"20,495","3,503",552,"4,937",762,"1,022","1,898","1,100","2,181","1,022","1,660","1,858"
2021년10월_남_연령구간인구수,"20,495","3,503",552,"4,937",762,"1,022","1,898","1,100","2,181","1,022","1,660","1,858"
2021년10월_남_0~9세,720,241,17,189,16,28,58,31,60,16,36,28
2021년10월_남_10~19세,"1,118",318,17,349,26,38,67,24,146,29,52,52
2021년10월_남_20~29세,"1,516",330,28,445,42,66,123,71,135,71,96,109
2021년10월_남_30~39세,"1,412",315,49,426,43,57,136,50,117,54,74,91
2021년10월_남_40~49세,"2,346",511,64,680,82,93,194,72,236,80,167,167
2021년10월_남_50~59세,"3,778",608,89,914,130,167,358,228,399,229,319,337
2021년10월_남_60~69세,"5,017",652,136,"1,077",213,279,511,332,536,307,436,538
2021년10월_남_70~79세,"3,053",351,93,598,146,193,284,178,390,140,325,355
2021년10월_남_80~89세,"1,409",163,54,241,60,91,153,111,144,86,139,167
2021년10월_남_90~99세,125,14,4,18,4,10,14,3,18,10,16,14
2021년10월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0,0
2021년10월_여_총인구수,"21,241","3,668",544,"5,173",813,"1,129","1,977","1,131","2,286","1,039","1,607","1,874"
2021년10월_여_연령구간인구수,"21,241","3,668",544,"5,173",813,"1,129","1,977","1,131","2,286","1,039","1,607","1,874"
2021년10월_여_0~9세,693,213,20,206,27,24,58,26,60,11,23,25
2021년10월_여_10~19세,"1,078",327,7,349,17,35,82,37,120,12,40,52
2021년10월_여_20~29세,"1,066",240,26,342,23,41,75,40,109,41,64,65
2021년10월_여_30~39세,"1,189",306,35,355,31,53,114,50,113,39,41,52
2021년10월_여_40~49세,"1,912",497,30,597,48,59,134,72,201,82,93,99
2021년10월_여_50~59세,"3,321",575,73,856,114,165,289,199,346,187,232,285
2021년10월_여_60~69세,"4,868",674,136,"1,076",229,255,506,282,546,241,419,504
2021년10월_여_70~79세,"3,612",444,103,765,181,256,344,227,396,189,335,372
2021년10월_여_80~89세,"2,981",333,96,543,122,202,317,165,324,211,309,359
2021년10월_여_90~99세,511,58,18,82,21,38,57,32,70,26,49,60
2021년10월_여_100세 이상,10,1,0,2,0,1,1,1,1,0,2,1
2021년11월_계_총인구수,"41,827","7,199","1,104","10,122","1,575","2,169","3,869","2,240","4,485","2,061","3,264","3,739"
2021년11월_계_연령구간인구수,"41,827","7,199","1,104","10,122","1,575","2,169","3,869","2,240","4,485","2,061","3,264","3,739"
2021년11월_계_0~9세,"1,416",453,36,400,42,52,116,56,121,27,59,54
2021년11월_계_10~19세,"2,202",647,25,692,45,77,148,62,269,40,95,102
2021년11월_계_20~29세,"2,580",569,55,789,64,107,197,112,239,113,155,180
2021년11월_계_30~39세,"2,597",622,85,783,70,112,248,102,232,91,111,141
2021년11월_계_40~49세,"4,271","1,013",94,"1,274",134,157,328,146,439,157,259,270
2021년11월_계_50~59세,"7,106","1,192",162,"1,770",237,340,646,425,747,419,552,616
2021년11월_계_60~69세,"9,926","1,340",274,"2,160",445,533,"1,012",620,"1,089",546,858,"1,049"
2021년11월_계_70~79세,"6,673",787,194,"1,370",331,450,637,402,787,335,657,723
2021년11월_계_80~89세,"4,412",502,156,782,183,291,465,280,475,298,451,529
2021년11월_계_90~99세,634,73,22,100,24,49,71,35,86,35,65,74
2021년11월_계_100세 이상,10,1,1,2,0,1,1,0,1,0,2,1
2021년11월_남_총인구수,"20,549","3,515",556,"4,950",763,"1,033","1,901","1,103","2,190","1,021","1,655","1,862"
2021년11월_남_연령구간인구수,"20,549","3,515",556,"4,950",763,"1,033","1,901","1,103","2,190","1,021","1,655","1,862"
2021년11월_남_0~9세,723,236,17,193,17,30,59,31,60,16,35,29
2021년11월_남_10~19세,"1,118",320,17,347,26,39,66,24,146,28,54,51
2021년11월_남_20~29세,"1,507",330,29,444,41,66,124,70,129,72,90,112
2021년11월_남_30~39세,"1,410",317,48,425,40,56,137,52,120,52,71,92
2021년11월_남_40~49세,"2,364",512,64,681,85,97,196,73,239,78,170,169
2021년11월_남_50~59세,"3,782",612,89,919,125,171,357,225,397,231,319,337
2021년11월_남_60~69세,"5,045",655,139,"1,081",216,279,507,338,546,306,438,540
2021년11월_남_70~79세,"3,062",352,91,603,149,194,291,176,391,142,321,352
2021년11월_남_80~89세,"1,411",165,57,239,59,91,151,111,144,86,141,167
2021년11월_남_90~99세,126,16,4,18,5,10,13,3,18,10,16,13
2021년11월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0,0
2021년11월_여_총인구수,"21,278","3,684",548,"5,172",812,"1,136","1,968","1,137","2,295","1,040","1,609","1,877"
2021년11월_여_연령구간인구수,"21,278","3,684",548,"5,172",812,"1,136","1,968","1,137","2,295","1,040","1,609","1,877"
2021년11월_여_0~9세,693,217,19,207,25,22,57,25,61,11,24,25
2021년11월_여_10~19세,"1,084",327,8,345,19,38,82,38,123,12,41,51
2021년11월_여_20~29세,"1,073",239,26,345,23,41,73,42,110,41,65,68
2021년11월_여_30~39세,"1,187",305,37,358,30,56,111,50,112,39,40,49
2021년11월_여_40~49세,"1,907",501,30,593,49,60,132,73,200,79,89,101
2021년11월_여_50~59세,"3,324",580,73,851,112,169,289,200,350,188,233,279
2021년11월_여_60~69세,"4,881",685,135,"1,079",229,254,505,282,543,240,420,509
2021년11월_여_70~79세,"3,611",435,103,767,182,256,346,226,396,193,336,371
2021년11월_여_80~89세,"3,001",337,99,543,124,200,314,169,331,212,310,362
2021년11월_여_90~99세,508,57,18,82,19,39,58,32,68,25,49,61
2021년11월_여_100세 이상,9,1,0,2,0,1,1,0,1,0,2,1
2021년12월_계_총인구수,"41,891","7,213","1,120","10,145","1,575","2,159","3,858","2,238","4,513","2,061","3,273","3,736"
2021년12월_계_연령구간인구수,"41,891","7,213","1,120","10,145","1,575","2,159","3,858","2,238","4,513","2,061","3,273","3,736"
2021년12월_계_0~9세,"1,412",453,41,396,41,51,113,56,124,26,58,53
2021년12월_계_10~19세,"2,233",660,28,708,45,73,148,63,271,39,91,107
2021년12월_계_20~29세,"2,582",565,57,790,66,107,193,108,243,114,164,175
2021년12월_계_30~39세,"2,575",622,82,766,72,109,243,101,237,93,110,140
2021년12월_계_40~49세,"4,283","1,019",99,"1,283",134,154,328,151,434,155,262,264
2021년12월_계_50~59세,"7,091","1,182",161,"1,766",231,344,641,426,753,417,556,614
2021년12월_계_60~69세,"9,963","1,349",277,"2,181",447,529,"1,015",616,"1,095",550,856,"1,048"
2021년12월_계_70~79세,"6,674",787,195,"1,365",332,453,635,402,796,327,653,729
2021년12월_계_80~89세,"4,417",500,156,784,183,285,469,281,473,304,453,529
2021년12월_계_90~99세,652,75,24,104,24,53,72,34,86,36,68,76
2021년12월_계_100세 이상,9,1,0,2,0,1,1,0,1,0,2,1
2021년12월_남_총인구수,"20,598","3,530",564,"4,961",762,"1,028","1,894","1,103","2,199","1,026","1,659","1,872"
2021년12월_남_연령구간인구수,"20,598","3,530",564,"4,961",762,"1,028","1,894","1,103","2,199","1,026","1,659","1,872"
2021년12월_남_0~9세,722,235,20,190,17,30,58,31,62,16,33,30
2021년12월_남_10~19세,"1,137",329,17,359,25,37,66,25,145,28,52,54
2021년12월_남_20~29세,"1,505",325,31,442,42,66,121,67,131,73,96,111
2021년12월_남_30~39세,"1,395",314,46,422,39,53,133,51,121,53,72,91
2021년12월_남_40~49세,"2,376",525,66,679,86,95,196,75,237,80,170,167
2021년12월_남_50~59세,"3,766",606,90,911,120,176,350,228,397,230,321,337
2021년12월_남_60~69세,"5,080",662,141,"1,095",221,277,514,334,549,309,435,543
2021년12월_남_70~79세,"3,071",353,91,602,150,195,292,179,395,138,318,358
2021년12월_남_80~89세,"1,412",164,56,242,57,87,150,110,144,89,145,168
2021년12월_남_90~99세,134,17,6,19,5,12,14,3,18,10,17,13
2021년12월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0
2021년12월_여_총인구수,"21,293","3,683",556,"5,184",813,"1,131","1,964","1,135","2,314","1,035","1,614","1,864"
2021년12월_여_연령구간인구수,"21,293","3,683",556,"5,184",813,"1,131","1,964","1,135","2,314","1,035","1,614","1,864"
2021년12월_여_0~9세,690,218,21,206,24,21,55,25,62,10,25,23
2021년12월_여_10~19세,"1,096",331,11,349,20,36,82,38,126,11,39,53
2021년12월_여_20~29세,"1,077",240,26,348,24,41,72,41,112,41,68,64
2021년12월_여_30~39세,"1,180",308,36,344,33,56,110,50,116,40,38,49
2021년12월_여_40~49세,"1,907",494,33,604,48,59,132,76,197,75,92,97
2021년12월_여_50~59세,"3,325",576,71,855,111,168,291,198,356,187,235,277
2021년12월_여_60~69세,"4,883",687,136,"1,086",226,252,501,282,546,241,421,505
2021년12월_여_70~79세,"3,603",434,104,763,182,258,343,223,401,189,335,371
2021년12월_여_80~89세,"3,005",336,100,542,126,198,319,171,329,215,308,361
2021년12월_여_90~99세,518,58,18,85,19,41,58,31,68,26,51,63
2021년12월_여_100세 이상,9,1,0,2,0,1,1,0,1,0,2,1
