카테고리,충청북도 진천군,충청북도 진천군 진천읍,충청북도 진천군 덕산읍,충청북도 진천군 덕산읍혁신도시출장소,충청북도 진천군 초평면,충청북도 진천군 문백면,충청북도 진천군 백곡면,충청북도 진천군 이월면,충청북도 진천군 광혜원면
2021년06월_여_70~79세,"2,970","1,152",467,0,243,232,175,374,327
2021년06월_여_80~89세,"2,336",783,344,0,265,229,165,329,221
2021년06월_여_90~99세,391,124,53,0,36,34,31,64,49
2021년06월_여_100세 이상,10,1,3,0,2,0,4,0,0
2021년07월_계_총인구수,"84,845","30,145","29,343",0,"3,141","3,477","2,086","6,154","10,499"
2021년07월_계_연령구간인구수,"84,845","30,145","29,343",0,"3,141","3,477","2,086","6,154","10,499"
2021년07월_계_0~9세,"7,576","2,116","4,343",0,70,118,48,187,694
2021년07월_계_10~19세,"8,401","3,328","3,124",0,167,145,79,392,"1,166"
2021년07월_계_20~29세,"9,278","3,926","3,089",0,202,251,95,533,"1,182"
2021년07월_계_30~39세,"11,490","3,091","6,160",0,179,248,119,482,"1,211"
2021년07월_계_40~49세,"13,727","4,927","5,524",0,293,341,162,714,"1,766"
2021년07월_계_50~59세,"13,721","5,333","3,441",0,581,716,370,"1,191","2,089"
2021년07월_계_60~69세,"11,099","3,979","2,191",0,770,827,580,"1,387","1,365"
2021년07월_계_70~79세,"5,508","2,092",854,0,455,457,328,702,620
2021년07월_계_80~89세,"3,552","1,197",545,0,375,332,263,492,348
2021년07월_계_90~99세,480,154,69,0,47,41,38,73,58
2021년07월_계_100세 이상,13,2,3,0,2,1,4,1,0
2021년07월_남_총인구수,"44,526","15,511","15,487",0,"1,627","1,816","1,066","3,273","5,746"
2021년07월_남_연령구간인구수,"44,526","15,511","15,487",0,"1,627","1,816","1,066","3,273","5,746"
2021년07월_남_0~9세,"3,917","1,112","2,230",0,37,54,27,101,356
2021년07월_남_10~19세,"4,353","1,718","1,581",0,85,74,41,206,648
2021년07월_남_20~29세,"5,370","2,245","1,719",0,126,154,59,328,739
2021년07월_남_30~39세,"6,338","1,664","3,326",0,112,149,70,303,714
2021년07월_남_40~49세,"7,473","2,580","3,039",0,179,209,97,413,956
2021년07월_남_50~59세,"7,523","2,867","1,872",0,342,389,213,665,"1,175"
2021년07월_남_60~69세,"5,703","1,936","1,120",0,412,452,299,756,728
2021년07월_남_70~79세,"2,539",940,387,0,215,221,157,329,290
2021년07월_남_80~89세,"1,216",416,196,0,110,106,95,162,131
2021년07월_남_90~99세,91,32,17,0,9,7,8,9,9
2021년07월_남_100세 이상,3,1,0,0,0,1,0,1,0
2021년07월_여_총인구수,"40,319","14,634","13,856",0,"1,514","1,661","1,020","2,881","4,753"
2021년07월_여_연령구간인구수,"40,319","14,634","13,856",0,"1,514","1,661","1,020","2,881","4,753"
2021년07월_여_0~9세,"3,659","1,004","2,113",0,33,64,21,86,338
2021년07월_여_10~19세,"4,048","1,610","1,543",0,82,71,38,186,518
2021년07월_여_20~29세,"3,908","1,681","1,370",0,76,97,36,205,443
2021년07월_여_30~39세,"5,152","1,427","2,834",0,67,99,49,179,497
2021년07월_여_40~49세,"6,254","2,347","2,485",0,114,132,65,301,810
2021년07월_여_50~59세,"6,198","2,466","1,569",0,239,327,157,526,914
2021년07월_여_60~69세,"5,396","2,043","1,071",0,358,375,281,631,637
2021년07월_여_70~79세,"2,969","1,152",467,0,240,236,171,373,330
2021년07월_여_80~89세,"2,336",781,349,0,265,226,168,330,217
2021년07월_여_90~99세,389,122,52,0,38,34,30,64,49
2021년07월_여_100세 이상,10,1,3,0,2,0,4,0,0
2021년08월_계_총인구수,"84,904","30,132","29,365",0,"3,130","3,473","2,087","6,193","10,524"
2021년08월_계_연령구간인구수,"84,904","30,132","29,365",0,"3,130","3,473","2,087","6,193","10,524"
2021년08월_계_0~9세,"7,541","2,087","4,332",0,69,119,47,194,693
2021년08월_계_10~19세,"8,398","3,308","3,138",0,166,144,79,394,"1,169"
2021년08월_계_20~29세,"9,291","3,950","3,085",0,198,241,94,537,"1,186"
2021년08월_계_30~39세,"11,445","3,067","6,126",0,177,254,117,492,"1,212"
2021년08월_계_40~49세,"13,717","4,902","5,553",0,291,338,162,715,"1,756"
2021년08월_계_50~59세,"13,767","5,357","3,458",0,575,712,371,"1,190","2,104"
2021년08월_계_60~69세,"11,152","4,004","2,200",0,770,831,579,"1,400","1,368"
2021년08월_계_70~79세,"5,524","2,090",859,0,457,458,331,704,625
2021년08월_계_80~89세,"3,577","1,209",542,0,376,333,268,495,354
2021년08월_계_90~99세,479,155,69,0,49,42,36,71,57
2021년08월_계_100세 이상,13,3,3,0,2,1,3,1,0
2021년08월_남_총인구수,"44,558","15,497","15,508",0,"1,623","1,816","1,069","3,287","5,758"
2021년08월_남_연령구간인구수,"44,558","15,497","15,508",0,"1,623","1,816","1,069","3,287","5,758"
2021년08월_남_0~9세,"3,889","1,092","2,226",0,35,54,27,102,353
2021년08월_남_10~19세,"4,352","1,708","1,591",0,83,73,41,209,647
2021년08월_남_20~29세,"5,379","2,261","1,717",0,124,149,59,328,741
2021년08월_남_30~39세,"6,322","1,653","3,310",0,113,152,68,308,718
2021년08월_남_40~49세,"7,468","2,561","3,059",0,178,208,99,408,955
2021년08월_남_50~59세,"7,541","2,888","1,876",0,338,385,211,666,"1,177"
2021년08월_남_60~69세,"5,735","1,942","1,127",0,415,458,299,762,732
2021년08월_남_70~79세,"2,550",937,390,0,217,222,160,330,294
2021년08월_남_80~89세,"1,228",422,195,0,111,107,97,165,131
2021년08월_남_90~99세,90,31,17,0,9,7,8,8,10
2021년08월_남_100세 이상,4,2,0,0,0,1,0,1,0
2021년08월_여_총인구수,"40,346","14,635","13,857",0,"1,507","1,657","1,018","2,906","4,766"
2021년08월_여_연령구간인구수,"40,346","14,635","13,857",0,"1,507","1,657","1,018","2,906","4,766"
2021년08월_여_0~9세,"3,652",995,"2,106",0,34,65,20,92,340
2021년08월_여_10~19세,"4,046","1,600","1,547",0,83,71,38,185,522
2021년08월_여_20~29세,"3,912","1,689","1,368",0,74,92,35,209,445
2021년08월_여_30~39세,"5,123","1,414","2,816",0,64,102,49,184,494
2021년08월_여_40~49세,"6,249","2,341","2,494",0,113,130,63,307,801
2021년08월_여_50~59세,"6,226","2,469","1,582",0,237,327,160,524,927
2021년08월_여_60~69세,"5,417","2,062","1,073",0,355,373,280,638,636
2021년08월_여_70~79세,"2,974","1,153",469,0,240,236,171,374,331
2021년08월_여_80~89세,"2,349",787,347,0,265,226,171,330,223
2021년08월_여_90~99세,389,124,52,0,40,35,28,63,47
2021년08월_여_100세 이상,9,1,3,0,2,0,3,0,0
2021년09월_계_총인구수,"84,917","30,118","29,420",0,"3,105","3,460","2,095","6,197","10,522"
2021년09월_계_연령구간인구수,"84,917","30,118","29,420",0,"3,105","3,460","2,095","6,197","10,522"
2021년09월_계_0~9세,"7,507","2,070","4,327",0,68,116,47,191,688
2021년09월_계_10~19세,"8,369","3,299","3,141",0,165,142,78,394,"1,150"
2021년09월_계_20~29세,"9,240","3,920","3,076",0,196,234,93,537,"1,184"
2021년09월_계_30~39세,"11,449","3,063","6,124",0,173,255,121,493,"1,220"
2021년09월_계_40~49세,"13,729","4,905","5,581",0,282,334,162,712,"1,753"
2021년09월_계_50~59세,"13,792","5,352","3,480",0,573,704,375,"1,197","2,111"
2021년09월_계_60~69세,"11,239","4,055","2,217",0,769,839,581,"1,404","1,374"
2021년09월_계_70~79세,"5,501","2,078",856,0,449,458,331,699,630
2021년09월_계_80~89세,"3,599","1,214",547,0,379,336,267,499,357
2021년09월_계_90~99세,479,159,69,0,48,41,37,70,55
2021년09월_계_100세 이상,13,3,2,0,3,1,3,1,0
2021년09월_남_총인구수,"44,559","15,488","15,542",0,"1,605","1,812","1,072","3,287","5,753"
2021년09월_남_연령구간인구수,"44,559","15,488","15,542",0,"1,605","1,812","1,072","3,287","5,753"
2021년09월_남_0~9세,"3,869","1,081","2,226",0,34,51,27,99,351
2021년09월_남_10~19세,"4,349","1,713","1,600",0,83,71,40,210,632
2021년09월_남_20~29세,"5,369","2,252","1,718",0,122,146,60,326,745
2021년09월_남_30~39세,"6,317","1,646","3,309",0,112,153,68,309,720
2021년09월_남_40~49세,"7,458","2,548","3,070",0,174,206,99,408,953
2021년09월_남_50~59세,"7,548","2,889","1,885",0,333,382,214,666,"1,179"
2021년09월_남_60~69세,"5,784","1,969","1,135",0,415,463,301,765,736
2021년09월_남_70~79세,"2,539",933,387,0,210,223,161,329,296
2021년09월_남_80~89세,"1,230",422,195,0,113,109,94,166,131
2021년09월_남_90~99세,92,33,17,0,9,7,8,8,10
2021년09월_남_100세 이상,4,2,0,0,0,1,0,1,0
2021년09월_여_총인구수,"40,358","14,630","13,878",0,"1,500","1,648","1,023","2,910","4,769"
2021년09월_여_연령구간인구수,"40,358","14,630","13,878",0,"1,500","1,648","1,023","2,910","4,769"
2021년09월_여_0~9세,"3,638",989,"2,101",0,34,65,20,92,337
2021년09월_여_10~19세,"4,020","1,586","1,541",0,82,71,38,184,518
2021년09월_여_20~29세,"3,871","1,668","1,358",0,74,88,33,211,439
2021년09월_여_30~39세,"5,132","1,417","2,815",0,61,102,53,184,500
2021년09월_여_40~49세,"6,271","2,357","2,511",0,108,128,63,304,800
2021년09월_여_50~59세,"6,244","2,463","1,595",0,240,322,161,531,932
2021년09월_여_60~69세,"5,455","2,086","1,082",0,354,376,280,639,638
2021년09월_여_70~79세,"2,962","1,145",469,0,239,235,170,370,334
2021년09월_여_80~89세,"2,369",792,352,0,266,227,173,333,226
2021년09월_여_90~99세,387,126,52,0,39,34,29,62,45
2021년09월_여_100세 이상,9,1,2,0,3,0,3,0,0
2021년10월_계_총인구수,"85,051","30,148","29,508",0,"3,104","3,454","2,090","6,187","10,560"
2021년10월_계_연령구간인구수,"85,051","30,148","29,508",0,"3,104","3,454","2,090","6,187","10,560"
2021년10월_계_0~9세,"7,484","2,047","4,334",0,70,113,47,186,687
2021년10월_계_10~19세,"8,369","3,304","3,150",0,163,138,77,388,"1,149"
2021년10월_계_20~29세,"9,271","3,929","3,079",0,193,238,93,532,"1,207"
2021년10월_계_30~39세,"11,427","3,055","6,132",0,172,249,118,491,"1,210"
2021년10월_계_40~49세,"13,749","4,916","5,600",0,274,326,160,712,"1,761"
2021년10월_계_50~59세,"13,857","5,367","3,513",0,575,717,375,"1,200","2,110"
2021년10월_계_60~69세,"11,279","4,067","2,222",0,775,831,581,"1,411","1,392"
2021년10월_계_70~79세,"5,515","2,082",858,0,446,464,330,701,634
2021년10월_계_80~89세,"3,606","1,219",549,0,382,335,268,497,356
2021년10월_계_90~99세,480,159,69,0,51,42,37,68,54
2021년10월_계_100세 이상,14,3,2,0,3,1,4,1,0
2021년10월_남_총인구수,"44,628","15,503","15,581",0,"1,606","1,809","1,070","3,283","5,776"
2021년10월_남_연령구간인구수,"44,628","15,503","15,581",0,"1,606","1,809","1,070","3,283","5,776"
2021년10월_남_0~9세,"3,855","1,073","2,223",0,34,49,27,99,350
2021년10월_남_10~19세,"4,348","1,713","1,607",0,83,68,39,208,630
2021년10월_남_20~29세,"5,385","2,249","1,721",0,121,150,60,323,761
2021년10월_남_30~39세,"6,296","1,641","3,305",0,111,154,64,310,711
2021년10월_남_40~49세,"7,469","2,560","3,084",0,168,199,98,404,956
2021년10월_남_50~59세,"7,590","2,893","1,907",0,338,388,217,668,"1,179"
2021년10월_남_60~69세,"5,804","1,978","1,135",0,415,459,301,766,750
2021년10월_남_70~79세,"2,555",937,389,0,213,225,162,331,298
2021년10월_남_80~89세,"1,225",422,192,0,113,109,94,165,130
2021년10월_남_90~99세,96,35,18,0,10,7,7,8,11
2021년10월_남_100세 이상,5,2,0,0,0,1,1,1,0
2021년10월_여_총인구수,"40,423","14,645","13,927",0,"1,498","1,645","1,020","2,904","4,784"
2021년10월_여_연령구간인구수,"40,423","14,645","13,927",0,"1,498","1,645","1,020","2,904","4,784"
2021년10월_여_0~9세,"3,629",974,"2,111",0,36,64,20,87,337
2021년10월_여_10~19세,"4,021","1,591","1,543",0,80,70,38,180,519
2021년10월_여_20~29세,"3,886","1,680","1,358",0,72,88,33,209,446
2021년10월_여_30~39세,"5,131","1,414","2,827",0,61,95,54,181,499
2021년10월_여_40~49세,"6,280","2,356","2,516",0,106,127,62,308,805
2021년10월_여_50~59세,"6,267","2,474","1,606",0,237,329,158,532,931
2021년10월_여_60~69세,"5,475","2,089","1,087",0,360,372,280,645,642
2021년10월_여_70~79세,"2,960","1,145",469,0,233,239,168,370,336
2021년10월_여_80~89세,"2,381",797,357,0,269,226,174,332,226
2021년10월_여_90~99세,384,124,51,0,41,35,30,60,43
2021년10월_여_100세 이상,9,1,2,0,3,0,3,0,0
2021년11월_계_총인구수,"85,104","30,152","29,572",0,"3,109","3,452","2,090","6,184","10,545"
2021년11월_계_연령구간인구수,"85,104","30,152","29,572",0,"3,109","3,452","2,090","6,184","10,545"
2021년11월_계_0~9세,"7,437","2,025","4,321",0,71,111,47,187,675
2021년11월_계_10~19세,"8,372","3,297","3,177",0,162,139,77,385,"1,135"
2021년11월_계_20~29세,"9,241","3,928","3,065",0,192,233,93,522,"1,208"
2021년11월_계_30~39세,"11,423","3,062","6,126",0,171,245,115,498,"1,206"
2021년11월_계_40~49세,"13,778","4,916","5,627",0,276,323,161,704,"1,771"
2021년11월_계_50~59세,"13,865","5,373","3,535",0,575,711,374,"1,197","2,100"
2021년11월_계_60~69세,"11,348","4,082","2,236",0,780,839,583,"1,424","1,404"
2021년11월_계_70~79세,"5,510","2,074",858,0,449,467,330,700,632
2021년11월_계_80~89세,"3,632","1,232",554,0,379,340,269,497,361
2021년11월_계_90~99세,484,160,71,0,51,43,37,69,53
2021년11월_계_100세 이상,14,3,2,0,3,1,4,1,0
2021년11월_남_총인구수,"44,663","15,507","15,617",0,"1,612","1,806","1,069","3,285","5,767"
2021년11월_남_연령구간인구수,"44,663","15,507","15,617",0,"1,612","1,806","1,069","3,285","5,767"
2021년11월_남_0~9세,"3,832","1,062","2,222",0,35,48,27,97,341
2021년11월_남_10~19세,"4,342","1,708","1,618",0,83,68,39,207,619
2021년11월_남_20~29세,"5,372","2,249","1,711",0,121,147,61,319,764
2021년11월_남_30~39세,"6,296","1,646","3,307",0,110,150,62,316,705
2021년11월_남_40~49세,"7,474","2,556","3,086",0,169,198,99,398,968
2021년11월_남_50~59세,"7,611","2,902","1,929",0,339,384,216,667,"1,174"
2021년11월_남_60~69세,"5,838","1,986","1,144",0,415,466,301,771,755
2021년11월_남_70~79세,"2,553",935,388,0,216,223,161,335,295
2021년11월_남_80~89세,"1,243",425,194,0,114,115,95,165,135
2021년11월_남_90~99세,97,36,18,0,10,6,7,9,11
2021년11월_남_100세 이상,5,2,0,0,0,1,1,1,0
2021년11월_여_총인구수,"40,441","14,645","13,955",0,"1,497","1,646","1,021","2,899","4,778"
2021년11월_여_연령구간인구수,"40,441","14,645","13,955",0,"1,497","1,646","1,021","2,899","4,778"
2021년11월_여_0~9세,"3,605",963,"2,099",0,36,63,20,90,334
2021년11월_여_10~19세,"4,030","1,589","1,559",0,79,71,38,178,516
2021년11월_여_20~29세,"3,869","1,679","1,354",0,71,86,32,203,444
2021년11월_여_30~39세,"5,127","1,416","2,819",0,61,95,53,182,501
2021년11월_여_40~49세,"6,304","2,360","2,541",0,107,125,62,306,803
2021년11월_여_50~59세,"6,254","2,471","1,606",0,236,327,158,530,926
2021년11월_여_60~69세,"5,510","2,096","1,092",0,365,373,282,653,649
2021년11월_여_70~79세,"2,957","1,139",470,0,233,244,169,365,337
2021년11월_여_80~89세,"2,389",807,360,0,265,225,174,332,226
2021년11월_여_90~99세,387,124,53,0,41,37,30,60,42
2021년11월_여_100세 이상,9,1,2,0,3,0,3,0,0
2021년12월_계_총인구수,"85,176","30,157","29,625",0,"3,118","3,469","2,082","6,211","10,514"
2021년12월_계_연령구간인구수,"85,176","30,157","29,625",0,"3,118","3,469","2,082","6,211","10,514"
2021년12월_계_0~9세,"7,389","2,015","4,297",0,77,108,40,186,666
2021년12월_계_10~19세,"8,353","3,292","3,194",0,159,140,77,375,"1,116"
2021년12월_계_20~29세,"9,223","3,929","3,037",0,195,232,90,539,"1,201"
2021년12월_계_30~39세,"11,398","3,050","6,106",0,176,245,113,505,"1,203"
2021년12월_계_40~49세,"13,827","4,907","5,684",0,281,323,162,704,"1,766"
2021년12월_계_50~59세,"13,912","5,400","3,563",0,572,719,372,"1,187","2,099"
2021년12월_계_60~69세,"11,395","4,071","2,257",0,779,841,587,"1,440","1,420"
2021년12월_계_70~79세,"5,523","2,091",858,0,444,471,332,698,629
2021년12월_계_80~89세,"3,654","1,239",556,0,379,347,267,505,361
2021년12월_계_90~99세,488,160,71,0,53,42,38,71,53
2021년12월_계_100세 이상,14,3,2,0,3,1,4,1,0
2021년12월_남_총인구수,"44,715","15,512","15,646",0,"1,618","1,816","1,068","3,304","5,751"
2021년12월_남_연령구간인구수,"44,715","15,512","15,646",0,"1,618","1,816","1,068","3,304","5,751"
2021년12월_남_0~9세,"3,798","1,054","2,204",0,38,46,24,99,333
2021년12월_남_10~19세,"4,339","1,706","1,630",0,82,68,39,202,612
2021년12월_남_20~29세,"5,354","2,253","1,684",0,122,147,59,332,757
2021년12월_남_30~39세,"6,303","1,645","3,304",0,112,149,63,323,707
2021년12월_남_40~49세,"7,502","2,552","3,119",0,171,198,98,398,966
2021년12월_남_50~59세,"7,635","2,909","1,949",0,339,391,215,660,"1,172"
2021년12월_남_60~69세,"5,867","1,982","1,157",0,415,468,306,777,762
2021년12월_남_70~79세,"2,559",943,388,0,213,226,161,332,296
2021년12월_남_80~89세,"1,256",429,194,0,116,116,94,171,136
2021년12월_남_90~99세,97,37,17,0,10,6,8,9,10
2021년12월_남_100세 이상,5,2,0,0,0,1,1,1,0
2021년12월_여_총인구수,"40,461","14,645","13,979",0,"1,500","1,653","1,014","2,907","4,763"
2021년12월_여_연령구간인구수,"40,461","14,645","13,979",0,"1,500","1,653","1,014","2,907","4,763"
2021년12월_여_0~9세,"3,591",961,"2,093",0,39,62,16,87,333
2021년12월_여_10~19세,"4,014","1,586","1,564",0,77,72,38,173,504
2021년12월_여_20~29세,"3,869","1,676","1,353",0,73,85,31,207,444
2021년12월_여_30~39세,"5,095","1,405","2,802",0,64,96,50,182,496
2021년12월_여_40~49세,"6,325","2,355","2,565",0,110,125,64,306,800
2021년12월_여_50~59세,"6,277","2,491","1,614",0,233,328,157,527,927
2021년12월_여_60~69세,"5,528","2,089","1,100",0,364,373,281,663,658
2021년12월_여_70~79세,"2,964","1,148",470,0,231,245,171,366,333
2021년12월_여_80~89세,"2,398",810,362,0,263,231,173,334,225
2021년12월_여_90~99세,391,123,54,0,43,36,30,62,43
2021년12월_여_100세 이상,9,1,2,0,3,0,3,0,0
