카테고리,인천광역시,인천광역시 중구,인천광역시 동구,인천광역시 미추홀구,인천광역시 연수구,인천광역시 남동구,인천광역시 부평구,인천광역시 계양구,인천광역시 서구,인천광역시 강화군,인천광역시 옹진군
2021년03월_남_100세 이상,126,7,8,25,11,13,22,7,24,5,4
2021년03월_여_총인구수,"1,465,711","66,925","30,555","200,511","196,408","263,168","248,553","148,784","267,524","34,489","8,794"
2021년03월_여_연령구간인구수,"1,465,711","66,925","30,555","200,511","196,408","263,168","248,553","148,784","267,524","34,489","8,794"
2021년03월_여_0~9세,"109,436","5,665","1,728","13,165","18,846","19,752","15,681","9,002","23,583","1,559",455
2021년03월_여_10~19세,"132,435","6,095","2,376","15,344","20,963","24,114","20,533","12,830","27,453","2,232",495
2021년03월_여_20~29세,"190,529","9,260","2,990","26,936","25,203","34,085","33,682","20,851","34,551","2,247",724
2021년03월_여_30~39세,"194,382","9,670","3,117","25,689","29,474","34,591","32,223","18,075","38,285","2,534",724
2021년03월_여_40~49세,"235,288","11,151","4,498","29,769","34,976","43,272","37,854","22,838","46,558","3,511",861
2021년03월_여_50~59세,"255,151","9,174","4,682","33,173","32,809","45,455","45,630","30,977","46,019","5,728","1,504"
2021년03월_여_60~69세,"190,369","8,065","5,247","29,508","19,581","34,896","34,661","19,746","29,467","7,296","1,902"
2021년03월_여_70~79세,"96,458","4,939","3,690","17,051","8,482","16,903","17,173","8,552","13,193","5,279","1,196"
2021년03월_여_80~89세,"51,469","2,423","1,875","8,296","4,967","8,414","9,353","4,987","6,978","3,447",729
2021년03월_여_90~99세,"9,798",467,326,"1,519","1,068","1,619","1,674",905,"1,383",642,195
2021년03월_여_100세 이상,396,16,26,61,39,67,89,21,54,14,9
2021년04월_계_총인구수,"2,936,214","139,548","61,680","403,999","390,807","522,330","490,968","296,947","540,532","69,089","20,314"
2021년04월_계_연령구간인구수,"2,936,214","139,548","61,680","403,999","390,807","522,330","490,968","296,947","540,532","69,089","20,314"
2021년04월_계_0~9세,"223,789","11,686","3,606","26,781","38,449","40,351","31,886","18,222","48,591","3,300",917
2021년04월_계_10~19세,"272,335","12,721","4,969","31,584","43,128","49,332","42,448","26,273","56,265","4,547","1,068"
2021년04월_계_20~29세,"397,230","18,816","6,520","56,892","52,254","70,232","69,129","43,733","71,827","5,207","2,620"
2021년04월_계_30~39세,"402,023","21,210","6,678","55,411","57,974","71,104","66,497","37,879","78,137","5,281","1,852"
2021년04월_계_40~49세,"481,422","24,555","9,786","63,314","69,023","88,008","76,219","45,455","95,050","7,678","2,334"
2021년04월_계_50~59세,"509,335","20,525","9,990","66,740","64,746","89,447","89,007","60,278","93,279","11,764","3,559"
2021년04월_계_60~69세,"380,258","16,323","10,173","56,906","40,622","67,902","67,999","40,901","60,545","14,707","4,180"
2021년04월_계_70~79세,"177,642","9,244","6,597","31,165","15,782","30,995","31,324","15,602","24,561","9,988","2,384"
2021년04월_계_80~89세,"79,183","3,822","2,907","13,140","7,409","12,868","14,231","7,426","10,481","5,757","1,142"
2021년04월_계_90~99세,"12,477",624,419,"1,977","1,373","2,009","2,116","1,152","1,722",840,245
2021년04월_계_100세 이상,520,22,35,89,47,82,112,26,74,20,13
2021년04월_남_총인구수,"1,470,490","72,529","31,159","203,495","194,282","259,335","242,605","147,993","273,007","34,557","11,528"
2021년04월_남_연령구간인구수,"1,470,490","72,529","31,159","203,495","194,282","259,335","242,605","147,993","273,007","34,557","11,528"
2021년04월_남_0~9세,"114,935","6,033","1,883","13,701","19,647","20,765","16,283","9,269","25,144","1,743",467
2021년04월_남_10~19세,"140,034","6,595","2,584","16,277","22,150","25,249","21,998","13,480","28,798","2,327",576
2021년04월_남_20~29세,"206,995","9,580","3,541","30,006","27,107","36,192","35,512","22,905","37,298","2,955","1,899"
2021년04월_남_30~39세,"207,964","11,539","3,575","29,749","28,540","36,632","34,324","19,748","39,950","2,769","1,138"
2021년04월_남_40~49세,"246,217","13,413","5,298","33,517","34,026","44,762","38,411","22,651","48,508","4,168","1,463"
2021년04월_남_50~59세,"254,583","11,359","5,337","33,607","31,944","44,095","43,517","29,327","47,297","6,040","2,060"
2021년04월_남_60~69세,"188,402","8,168","4,916","27,238","20,834","32,757","33,104","20,939","30,846","7,339","2,261"
2021년04월_남_70~79세,"81,182","4,289","2,911","14,129","7,287","14,089","14,173","7,025","11,366","4,720","1,193"
2021년04월_남_80~89세,"27,416","1,402","1,010","4,792","2,441","4,389","4,831","2,401","3,445","2,288",417
2021년04월_남_90~99세,"2,638",144,96,454,296,392,431,241,332,202,50
2021년04월_남_100세 이상,124,7,8,25,10,13,21,7,23,6,4
2021년04월_여_총인구수,"1,465,724","67,019","30,521","200,504","196,525","262,995","248,363","148,954","267,525","34,532","8,786"
2021년04월_여_연령구간인구수,"1,465,724","67,019","30,521","200,504","196,525","262,995","248,363","148,954","267,525","34,532","8,786"
2021년04월_여_0~9세,"108,854","5,653","1,723","13,080","18,802","19,586","15,603","8,953","23,447","1,557",450
2021년04월_여_10~19세,"132,301","6,126","2,385","15,307","20,978","24,083","20,450","12,793","27,467","2,220",492
2021년04월_여_20~29세,"190,235","9,236","2,979","26,886","25,147","34,040","33,617","20,828","34,529","2,252",721
2021년04월_여_30~39세,"194,059","9,671","3,103","25,662","29,434","34,472","32,173","18,131","38,187","2,512",714
2021년04월_여_40~49세,"235,205","11,142","4,488","29,797","34,997","43,246","37,808","22,804","46,542","3,510",871
2021년04월_여_50~59세,"254,752","9,166","4,653","33,133","32,802","45,352","45,490","30,951","45,982","5,724","1,499"
2021년04월_여_60~69세,"191,856","8,155","5,257","29,668","19,788","35,145","34,895","19,962","29,699","7,368","1,919"
2021년04월_여_70~79세,"96,460","4,955","3,686","17,036","8,495","16,906","17,151","8,577","13,195","5,268","1,191"
2021년04월_여_80~89세,"51,767","2,420","1,897","8,348","4,968","8,479","9,400","5,025","7,036","3,469",725
2021년04월_여_90~99세,"9,839",480,323,"1,523","1,077","1,617","1,685",911,"1,390",638,195
2021년04월_여_100세 이상,396,15,27,64,37,69,91,19,51,14,9
2021년05월_계_총인구수,"2,936,382","139,930","61,530","404,236","390,971","521,719","490,970","296,705","540,790","69,212","20,319"
2021년05월_계_연령구간인구수,"2,936,382","139,930","61,530","404,236","390,971","521,719","490,970","296,705","540,790","69,212","20,319"
2021년05월_계_0~9세,"222,752","11,688","3,569","26,724","38,292","40,035","31,783","18,063","48,382","3,300",916
2021년05월_계_10~19세,"272,047","12,749","4,952","31,542","43,139","49,283","42,326","26,182","56,252","4,547","1,075"
2021년05월_계_20~29세,"396,381","18,763","6,484","56,824","52,163","70,064","68,938","43,571","71,777","5,196","2,601"
2021년05월_계_30~39세,"401,434","21,287","6,636","55,418","57,859","70,742","66,488","37,842","78,025","5,295","1,842"
2021년05월_계_40~49세,"480,455","24,585","9,746","63,185","69,013","87,720","76,051","45,252","94,885","7,669","2,349"
2021년05월_계_50~59세,"509,592","20,654","9,978","66,832","64,835","89,365","89,052","60,130","93,435","11,770","3,541"
2021년05월_계_60~69세,"383,139","16,457","10,191","57,218","41,001","68,419","68,414","41,338","61,079","14,811","4,211"
2021년05월_계_70~79세,"177,840","9,265","6,575","31,192","15,792","31,035","31,420","15,622","24,580","9,979","2,380"
2021년05월_계_80~89세,"79,701","3,846","2,943","13,227","7,455","12,960","14,270","7,508","10,570","5,780","1,142"
2021년05월_계_90~99세,"12,508",613,418,"1,986","1,374","2,012","2,113","1,168","1,730",846,248
2021년05월_계_100세 이상,533,23,38,88,48,84,115,29,75,19,14
2021년05월_남_총인구수,"1,470,528","72,745","31,066","203,564","194,351","259,035","242,647","147,864","273,106","34,626","11,524"
2021년05월_남_연령구간인구수,"1,470,528","72,745","31,066","203,564","194,351","259,035","242,647","147,864","273,106","34,626","11,524"
2021년05월_남_0~9세,"114,400","6,045","1,858","13,657","19,574","20,610","16,232","9,204","25,019","1,737",464
2021년05월_남_10~19세,"139,854","6,604","2,575","16,269","22,137","25,196","21,920","13,419","28,817","2,336",581
2021년05월_남_20~29세,"206,594","9,578","3,522","29,945","27,074","36,133","35,438","22,843","37,242","2,936","1,883"
2021년05월_남_30~39세,"207,679","11,563","3,568","29,752","28,476","36,449","34,340","19,728","39,891","2,783","1,129"
2021년05월_남_40~49세,"245,819","13,431","5,254","33,428","34,017","44,656","38,363","22,576","48,447","4,169","1,478"
2021년05월_남_50~59세,"254,664","11,424","5,327","33,679","31,956","44,057","43,547","29,243","47,332","6,045","2,054"
2021년05월_남_60~69세,"189,846","8,247","4,937","27,371","21,054","33,001","33,303","21,131","31,120","7,405","2,277"
2021년05월_남_70~79세,"81,296","4,293","2,889","14,160","7,313","14,112","14,190","7,052","11,385","4,717","1,185"
2021년05월_남_80~89세,"27,624","1,413","1,031","4,825","2,452","4,422","4,862","2,417","3,492","2,292",418
2021년05월_남_90~99세,"2,625",140,96,453,288,385,430,244,338,200,51
2021년05월_남_100세 이상,127,7,9,25,10,14,22,7,23,6,4
2021년05월_여_총인구수,"1,465,854","67,185","30,464","200,672","196,620","262,684","248,323","148,841","267,684","34,586","8,795"
2021년05월_여_연령구간인구수,"1,465,854","67,185","30,464","200,672","196,620","262,684","248,323","148,841","267,684","34,586","8,795"
2021년05월_여_0~9세,"108,352","5,643","1,711","13,067","18,718","19,425","15,551","8,859","23,363","1,563",452
2021년05월_여_10~19세,"132,193","6,145","2,377","15,273","21,002","24,087","20,406","12,763","27,435","2,211",494
2021년05월_여_20~29세,"189,787","9,185","2,962","26,879","25,089","33,931","33,500","20,728","34,535","2,260",718
2021년05월_여_30~39세,"193,755","9,724","3,068","25,666","29,383","34,293","32,148","18,114","38,134","2,512",713
2021년05월_여_40~49세,"234,636","11,154","4,492","29,757","34,996","43,064","37,688","22,676","46,438","3,500",871
2021년05월_여_50~59세,"254,928","9,230","4,651","33,153","32,879","45,308","45,505","30,887","46,103","5,725","1,487"
2021년05월_여_60~69세,"193,293","8,210","5,254","29,847","19,947","35,418","35,111","20,207","29,959","7,406","1,934"
2021년05월_여_70~79세,"96,544","4,972","3,686","17,032","8,479","16,923","17,230","8,570","13,195","5,262","1,195"
2021년05월_여_80~89세,"52,077","2,433","1,912","8,402","5,003","8,538","9,408","5,091","7,078","3,488",724
2021년05월_여_90~99세,"9,883",473,322,"1,533","1,086","1,627","1,683",924,"1,392",646,197
2021년05월_여_100세 이상,406,16,29,63,38,70,93,22,52,13,10
2021년06월_계_총인구수,"2,936,367","140,175","61,436","404,618","390,827","521,340","490,609","296,442","541,304","69,285","20,331"
2021년06월_계_연령구간인구수,"2,936,367","140,175","61,436","404,618","390,827","521,340","490,609","296,442","541,304","69,285","20,331"
2021년06월_계_0~9세,"221,908","11,667","3,550","26,669","38,190","39,766","31,652","17,995","48,198","3,308",913
2021년06월_계_10~19세,"271,701","12,773","4,930","31,544","43,087","49,245","42,171","26,079","56,257","4,538","1,077"
2021년06월_계_20~29세,"395,569","18,763","6,453","56,771","51,963","69,911","68,810","43,370","71,730","5,184","2,614"
2021년06월_계_30~39세,"400,817","21,307","6,630","55,439","57,665","70,528","66,422","37,789","77,915","5,317","1,805"
2021년06월_계_40~49세,"480,627","24,625","9,721","63,311","69,097","87,639","75,946","45,219","95,034","7,670","2,365"
2021년06월_계_50~59세,"508,561","20,619","9,928","66,781","64,784","89,077","88,810","59,866","93,446","11,713","3,537"
2021년06월_계_60~69세,"386,075","16,619","10,260","57,552","41,342","68,966","68,808","41,724","61,670","14,899","4,235"
2021년06월_계_70~79세,"177,988","9,291","6,569","31,173","15,806","31,065","31,431","15,646","24,637","9,992","2,378"
2021년06월_계_80~89세,"80,076","3,866","2,943","13,315","7,472","13,050","14,331","7,544","10,619","5,796","1,140"
2021년06월_계_90~99세,"12,507",622,414,"1,971","1,372","2,009","2,112","1,180","1,721",850,256
2021년06월_계_100세 이상,538,23,38,92,49,84,116,30,77,18,11
2021년06월_남_총인구수,"1,470,544","72,886","31,040","203,742","194,215","258,876","242,460","147,719","273,411","34,644","11,551"
2021년06월_남_연령구간인구수,"1,470,544","72,886","31,040","203,742","194,215","258,876","242,460","147,719","273,411","34,644","11,551"
2021년06월_남_0~9세,"113,942","6,029","1,852","13,623","19,510","20,465","16,177","9,165","24,916","1,740",465
2021년06월_남_10~19세,"139,687","6,613","2,567","16,263","22,108","25,203","21,853","13,363","28,810","2,323",584
2021년06월_남_20~29세,"206,203","9,582","3,512","29,887","26,988","36,071","35,359","22,740","37,237","2,938","1,889"
2021년06월_남_30~39세,"207,430","11,603","3,560","29,776","28,358","36,362","34,320","19,707","39,840","2,792","1,112"
2021년06월_남_40~49세,"245,973","13,441","5,234","33,518","34,025","44,617","38,325","22,578","48,584","4,156","1,495"
2021년06월_남_50~59세,"254,123","11,412","5,308","33,651","31,926","43,904","43,371","29,130","47,332","6,032","2,057"
2021년06월_남_60~69세,"191,282","8,338","4,984","27,543","21,232","33,267","33,517","21,285","31,395","7,432","2,289"
2021년06월_남_70~79세,"81,391","4,303","2,893","14,149","7,311","14,134","14,196","7,067","11,428","4,723","1,187"
2021년06월_남_80~89세,"27,762","1,415","1,029","4,854","2,461","4,458","4,889","2,428","3,510","2,302",416
2021년06월_남_90~99세,"2,624",143,92,451,286,382,431,249,335,201,54
2021년06월_남_100세 이상,127,7,9,27,10,13,22,7,24,5,3
2021년06월_여_총인구수,"1,465,823","67,289","30,396","200,876","196,612","262,464","248,149","148,723","267,893","34,641","8,780"
2021년06월_여_연령구간인구수,"1,465,823","67,289","30,396","200,876","196,612","262,464","248,149","148,723","267,893","34,641","8,780"
2021년06월_여_0~9세,"107,966","5,638","1,698","13,046","18,680","19,301","15,475","8,830","23,282","1,568",448
2021년06월_여_10~19세,"132,014","6,160","2,363","15,281","20,979","24,042","20,318","12,716","27,447","2,215",493
2021년06월_여_20~29세,"189,366","9,181","2,941","26,884","24,975","33,840","33,451","20,630","34,493","2,246",725
2021년06월_여_30~39세,"193,387","9,704","3,070","25,663","29,307","34,166","32,102","18,082","38,075","2,525",693
2021년06월_여_40~49세,"234,654","11,184","4,487","29,793","35,072","43,022","37,621","22,641","46,450","3,514",870
2021년06월_여_50~59세,"254,438","9,207","4,620","33,130","32,858","45,173","45,439","30,736","46,114","5,681","1,480"
2021년06월_여_60~69세,"194,793","8,281","5,276","30,009","20,110","35,699","35,291","20,439","30,275","7,467","1,946"
2021년06월_여_70~79세,"96,597","4,988","3,676","17,024","8,495","16,931","17,235","8,579","13,209","5,269","1,191"
2021년06월_여_80~89세,"52,314","2,451","1,914","8,461","5,011","8,592","9,442","5,116","7,109","3,494",724
2021년06월_여_90~99세,"9,883",479,322,"1,520","1,086","1,627","1,681",931,"1,386",649,202
2021년06월_여_100세 이상,411,16,29,65,39,71,94,23,53,13,8
2021년07월_계_총인구수,"2,937,440","140,641","62,258","404,560","390,638","520,683","490,138","296,173","542,635","69,326","20,388"
2021년07월_계_연령구간인구수,"2,937,440","140,641","62,258","404,560","390,638","520,683","490,138","296,173","542,635","69,326","20,388"
2021년07월_계_0~9세,"221,097","11,620","3,599","26,564","38,092","39,438","31,440","17,836","48,301","3,302",905
2021년07월_계_10~19세,"271,547","12,863","4,956","31,528","43,057","49,167","42,075","25,992","56,306","4,530","1,073"
2021년07월_계_20~29세,"394,550","18,800","6,565","56,740","51,601","69,671","68,651","43,134","71,584","5,176","2,628"
2021년07월_계_30~39세,"400,637","21,384","6,877","55,270","57,526","70,144","66,400","37,744","78,172","5,299","1,821"
2021년07월_계_40~49세,"480,528","24,767","9,830","63,251","69,064","87,521","75,739","45,077","95,247","7,679","2,353"
2021년07월_계_50~59세,"508,488","20,632","10,043","66,792","64,856","89,004","88,582","59,767","93,621","11,661","3,530"
2021년07월_계_60~69세,"388,725","16,718","10,354","57,815","41,698","69,387","69,175","42,107","62,197","14,993","4,281"
2021년07월_계_70~79세,"178,261","9,311","6,623","31,140","15,826","31,113","31,451","15,695","24,721","10,000","2,381"
2021년07월_계_80~89세,"80,508","3,896","2,951","13,394","7,499","13,128","14,393","7,600","10,692","5,808","1,147"
2021년07월_계_90~99세,"12,554",625,422,"1,972","1,367","2,027","2,117","1,191","1,715",860,258
2021년07월_계_100세 이상,545,25,38,94,52,83,115,30,79,18,11
2021년07월_남_총인구수,"1,470,985","73,107","31,461","203,720","194,088","258,582","242,133","147,557","274,060","34,681","11,596"
2021년07월_남_연령구간인구수,"1,470,985","73,107","31,461","203,720","194,088","258,582","242,133","147,557","274,060","34,681","11,596"
2021년07월_남_0~9세,"113,520","6,010","1,880","13,590","19,440","20,312","16,058","9,076","24,961","1,733",460
2021년07월_남_10~19세,"139,613","6,646","2,570","16,244","22,098","25,186","21,834","13,299","28,842","2,318",576
2021년07월_남_20~29세,"205,607","9,604","3,572","29,884","26,788","35,934","35,225","22,613","37,138","2,948","1,901"
2021년07월_남_30~39세,"207,425","11,659","3,700","29,677","28,304","36,197","34,304","19,705","39,972","2,779","1,128"
2021년07월_남_40~49세,"245,977","13,499","5,292","33,479","34,030","44,567","38,216","22,528","48,710","4,171","1,485"
2021년07월_남_50~59세,"254,119","11,426","5,362","33,694","31,960","43,870","43,234","29,073","47,416","6,020","2,064"
2021년07월_남_60~69세,"192,484","8,375","5,036","27,641","21,377","33,480","33,683","21,471","31,634","7,473","2,314"
2021년07월_남_70~79세,"81,532","4,319","2,908","14,141","7,318","14,147","14,229","7,083","11,479","4,723","1,185"
2021년07월_남_80~89세,"27,948","1,416","1,036","4,889","2,483","4,499","4,897","2,448","3,547","2,307",426
2021년07월_남_90~99세,"2,632",145,96,453,280,377,431,254,338,204,54
2021년07월_남_100세 이상,128,8,9,28,10,13,22,7,23,5,3
2021년07월_여_총인구수,"1,466,455","67,534","30,797","200,840","196,550","262,101","248,005","148,616","268,575","34,645","8,792"
2021년07월_여_연령구간인구수,"1,466,455","67,534","30,797","200,840","196,550","262,101","248,005","148,616","268,575","34,645","8,792"
2021년07월_여_0~9세,"107,577","5,610","1,719","12,974","18,652","19,126","15,382","8,760","23,340","1,569",445
2021년07월_여_10~19세,"131,934","6,217","2,386","15,284","20,959","23,981","20,241","12,693","27,464","2,212",497
2021년07월_여_20~29세,"188,943","9,196","2,993","26,856","24,813","33,737","33,426","20,521","34,446","2,228",727
2021년07월_여_30~39세,"193,212","9,725","3,177","25,593","29,222","33,947","32,096","18,039","38,200","2,520",693
2021년07월_여_40~49세,"234,551","11,268","4,538","29,772","35,034","42,954","37,523","22,549","46,537","3,508",868
2021년07월_여_50~59세,"254,369","9,206","4,681","33,098","32,896","45,134","45,348","30,694","46,205","5,641","1,466"
2021년07월_여_60~69세,"196,241","8,343","5,318","30,174","20,321","35,907","35,492","20,636","30,563","7,520","1,967"
2021년07월_여_70~79세,"96,729","4,992","3,715","16,999","8,508","16,966","17,222","8,612","13,242","5,277","1,196"
2021년07월_여_80~89세,"52,560","2,480","1,915","8,505","5,016","8,629","9,496","5,152","7,145","3,501",721
2021년07월_여_90~99세,"9,922",480,326,"1,519","1,087","1,650","1,686",937,"1,377",656,204
2021년07월_여_100세 이상,417,17,29,66,42,70,93,23,56,13,8
2021년08월_계_총인구수,"2,938,429","141,341","62,410","405,811","390,107","519,667","489,178","295,492","544,726","69,324","20,373"
2021년08월_계_연령구간인구수,"2,938,429","141,341","62,410","405,811","390,107","519,667","489,178","295,492","544,726","69,324","20,373"
2021년08월_계_0~9세,"220,236","11,629","3,606","26,496","37,882","39,146","31,166","17,638","48,484","3,287",902
2021년08월_계_10~19세,"271,571","12,919","4,971","31,593","43,087","49,045","41,988","25,890","56,473","4,531","1,074"
2021년08월_계_20~29세,"393,256","18,875","6,558","56,835","51,224","69,315","68,277","42,886","71,523","5,150","2,613"
2021년08월_계_30~39세,"400,549","21,524","6,931","55,551","57,231","69,731","66,234","37,588","78,677","5,259","1,823"
2021년08월_계_40~49세,"480,219","24,873","9,854","63,382","69,000","87,238","75,505","44,850","95,513","7,670","2,334"
2021년08월_계_50~59세,"508,757","20,750","10,040","66,988","64,899","88,977","88,410","59,680","93,849","11,648","3,516"
2021년08월_계_60~69세,"391,192","16,850","10,416","58,205","42,008","69,754","69,425","42,398","62,777","15,052","4,307"
2021년08월_계_70~79세,"178,487","9,331","6,603","31,205","15,820","31,152","31,469","15,680","24,841","10,003","2,383"
2021년08월_계_80~89세,"80,986","3,930","2,969","13,471","7,553","13,192","14,453","7,658","10,779","5,835","1,146"
2021년08월_계_90~99세,"12,627",635,425,"1,989","1,353","2,031","2,136","1,193","1,731",871,263
2021년08월_계_100세 이상,549,25,37,96,50,86,115,31,79,18,12
2021년08월_남_총인구수,"1,471,347","73,472","31,517","204,357","193,801","258,080","241,608","147,178","275,064","34,679","11,591"
2021년08월_남_연령구간인구수,"1,471,347","73,472","31,517","204,357","193,801","258,080","241,608","147,178","275,064","34,679","11,591"
2021년08월_남_0~9세,"112,982","6,007","1,881","13,567","19,293","20,148","15,923","8,956","25,023","1,724",460
2021년08월_남_10~19세,"139,625","6,659","2,575","16,255","22,150","25,133","21,795","13,249","28,920","2,314",575
2021년08월_남_20~29세,"204,944","9,677","3,576","29,916","26,597","35,782","34,992","22,475","37,078","2,949","1,902"
2021년08월_남_30~39세,"207,373","11,736","3,714","29,895","28,135","35,953","34,218","19,648","40,186","2,757","1,131"
2021년08월_남_40~49세,"245,805","13,547","5,307","33,531","33,998","44,408","38,102","22,391","48,903","4,151","1,467"
2021년08월_남_50~59세,"254,234","11,504","5,359","33,788","31,970","43,888","43,127","29,033","47,489","6,020","2,056"
2021년08월_남_60~69세,"193,757","8,444","5,060","27,823","21,543","33,685","33,816","21,590","31,961","7,507","2,328"
2021년08월_남_70~79세,"81,710","4,326","2,900","14,178","7,311","14,173","14,255","7,095","11,558","4,730","1,184"
2021년08월_남_80~89세,"28,133","1,420","1,038","4,919","2,515","4,518","4,921","2,475","3,584","2,312",431
2021년08월_남_90~99세,"2,657",144,98,455,279,380,438,259,339,211,54
2021년08월_남_100세 이상,127,8,9,30,10,12,21,7,23,4,3
2021년08월_여_총인구수,"1,467,082","67,869","30,893","201,454","196,306","261,587","247,570","148,314","269,662","34,645","8,782"
2021년08월_여_연령구간인구수,"1,467,082","67,869","30,893","201,454","196,306","261,587","247,570","148,314","269,662","34,645","8,782"
2021년08월_여_0~9세,"107,254","5,622","1,725","12,929","18,589","18,998","15,243","8,682","23,461","1,563",442
2021년08월_여_10~19세,"131,946","6,260","2,396","15,338","20,937","23,912","20,193","12,641","27,553","2,217",499
2021년08월_여_20~29세,"188,312","9,198","2,982","26,919","24,627","33,533","33,285","20,411","34,445","2,201",711
2021년08월_여_30~39세,"193,176","9,788","3,217","25,656","29,096","33,778","32,016","17,940","38,491","2,502",692
2021년08월_여_40~49세,"234,414","11,326","4,547","29,851","35,002","42,830","37,403","22,459","46,610","3,519",867
2021년08월_여_50~59세,"254,523","9,246","4,681","33,200","32,929","45,089","45,283","30,647","46,360","5,628","1,460"
2021년08월_여_60~69세,"197,435","8,406","5,356","30,382","20,465","36,069","35,609","20,808","30,816","7,545","1,979"
2021년08월_여_70~79세,"96,777","5,005","3,703","17,027","8,509","16,979","17,214","8,585","13,283","5,273","1,199"
2021년08월_여_80~89세,"52,853","2,510","1,931","8,552","5,038","8,674","9,532","5,183","7,195","3,523",715
2021년08월_여_90~99세,"9,970",491,327,"1,534","1,074","1,651","1,698",934,"1,392",660,209
2021년08월_여_100세 이상,422,17,28,66,40,74,94,24,56,14,9
2021년09월_계_총인구수,"2,941,795","142,053","62,244","406,482","389,977","518,988","488,683","294,668","549,053","69,302","20,345"
2021년09월_계_연령구간인구수,"2,941,795","142,053","62,244","406,482","389,977","518,988","488,683","294,668","549,053","69,302","20,345"
2021년09월_계_0~9세,"219,612","11,663","3,570","26,339","37,651","38,830","30,980","17,434","48,989","3,266",890
2021년09월_계_10~19세,"271,502","12,993","4,960","31,638","43,070","48,936","41,841","25,737","56,724","4,521","1,082"
2021년09월_계_20~29세,"392,901","18,911","6,515","56,948","51,219","69,145","68,083","42,600","71,771","5,120","2,589"
2021년09월_계_30~39세,"401,098","21,654","6,911","55,614","56,987","69,493","66,129","37,470","79,804","5,213","1,823"
2021년09월_계_40~49세,"480,375","24,983","9,787","63,422","68,900","87,081","75,387","44,617","96,224","7,656","2,318"
2021년09월_계_50~59세,"509,323","20,894","10,028","67,136","65,020","88,892","88,303","59,524","94,376","11,642","3,508"
2021년09월_계_60~69세,"393,500","17,003","10,453","58,501","42,335","69,982","69,683","42,646","63,456","15,120","4,321"
2021년09월_계_70~79세,"178,622","9,328","6,584","31,180","15,792","31,233","31,495","15,677","24,963","9,987","2,383"
2021년09월_계_80~89세,"81,545","3,959","2,959","13,583","7,597","13,264","14,504","7,727","10,911","5,887","1,154"
2021년09월_계_90~99세,"12,758",641,440,"2,021","1,355","2,046","2,160","1,204","1,753",873,265
2021년09월_계_100세 이상,559,24,37,100,51,86,118,32,82,17,12
2021년09월_남_총인구수,"1,472,963","73,787","31,417","204,758","193,641","257,803","241,313","146,737","277,255","34,660","11,592"
2021년09월_남_연령구간인구수,"1,472,963","73,787","31,417","204,758","193,641","257,803","241,313","146,737","277,255","34,660","11,592"
2021년09월_남_0~9세,"112,637","6,012","1,872","13,461","19,195","20,004","15,815","8,846","25,266","1,714",452
2021년09월_남_10~19세,"139,560","6,685","2,563","16,302","22,113","25,063","21,734","13,157","29,053","2,310",580
2021년09월_남_20~29세,"204,811","9,695","3,549","30,000","26,579","35,745","34,878","22,367","37,160","2,942","1,896"
2021년09월_남_30~39세,"207,628","11,783","3,693","29,970","28,000","35,842","34,122","19,590","40,774","2,721","1,133"
2021년09월_남_40~49세,"246,002","13,600","5,274","33,561","33,919","44,370","38,086","22,275","49,312","4,148","1,457"
2021년09월_남_50~59세,"254,465","11,590","5,356","33,867","32,022","43,836","43,040","28,932","47,754","6,009","2,059"
2021년09월_남_60~69세,"194,855","8,524","5,072","27,953","21,687","33,800","33,925","21,700","32,319","7,536","2,339"
2021년09월_남_70~79세,"81,792","4,313","2,899","14,184","7,299","14,191","14,276","7,101","11,612","4,732","1,185"
2021년09월_남_80~89세,"28,388","1,430","1,029","4,967","2,538","4,555","4,959","2,504","3,640","2,332",434
2021년09월_남_90~99세,"2,697",147,101,462,279,386,457,257,342,212,54
2021년09월_남_100세 이상,128,8,9,31,10,11,21,8,23,4,3
2021년09월_여_총인구수,"1,468,832","68,266","30,827","201,724","196,336","261,185","247,370","147,931","271,798","34,642","8,753"
2021년09월_여_연령구간인구수,"1,468,832","68,266","30,827","201,724","196,336","261,185","247,370","147,931","271,798","34,642","8,753"
2021년09월_여_0~9세,"106,975","5,651","1,698","12,878","18,456","18,826","15,165","8,588","23,723","1,552",438
2021년09월_여_10~19세,"131,942","6,308","2,397","15,336","20,957","23,873","20,107","12,580","27,671","2,211",502
2021년09월_여_20~29세,"188,090","9,216","2,966","26,948","24,640","33,400","33,205","20,233","34,611","2,178",693
2021년09월_여_30~39세,"193,470","9,871","3,218","25,644","28,987","33,651","32,007","17,880","39,030","2,492",690
2021년09월_여_40~49세,"234,373","11,383","4,513","29,861","34,981","42,711","37,301","22,342","46,912","3,508",861
2021년09월_여_50~59세,"254,858","9,304","4,672","33,269","32,998","45,056","45,263","30,592","46,622","5,633","1,449"
2021년09월_여_60~69세,"198,645","8,479","5,381","30,548","20,648","36,182","35,758","20,946","31,137","7,584","1,982"
2021년09월_여_70~79세,"96,830","5,015","3,685","16,996","8,493","17,042","17,219","8,576","13,351","5,255","1,198"
2021년09월_여_80~89세,"53,157","2,529","1,930","8,616","5,059","8,709","9,545","5,223","7,271","3,555",720
2021년09월_여_90~99세,"10,061",494,339,"1,559","1,076","1,660","1,703",947,"1,411",661,211
2021년09월_여_100세 이상,431,16,28,69,41,75,97,24,59,13,9
