카테고리,전라남도 완도군,전라남도 완도군 완도읍,전라남도 완도군 금일읍,전라남도 완도군 노화읍,전라남도 완도군 노화읍넙도출장소,전라남도 완도군 군외면,전라남도 완도군 신지면,전라남도 완도군 고금면,전라남도 완도군 약산면,전라남도 완도군 청산면,전라남도 완도군 청산면모도출장소,전라남도 완도군 소안면,전라남도 완도군 금당면,전라남도 완도군 보길면,전라남도 완도군 생일면
2021년02월_여_100세 이상,23,9,2,1,1,2,1,3,1,0,1,0,1,0,1
2021년03월_계_총인구수,"49,673","18,182","3,753","4,400",784,"3,230","3,415","4,255","2,367","2,073",223,"2,503",986,"2,684",818
2021년03월_계_연령구간인구수,"49,673","18,182","3,753","4,400",784,"3,230","3,415","4,255","2,367","2,073",223,"2,503",986,"2,684",818
2021년03월_계_0~9세,"3,099","1,439",208,323,52,93,131,181,115,67,7,146,42,252,43
2021년03월_계_10~19세,"3,597","1,720",192,385,46,132,209,268,100,95,8,138,54,221,29
2021년03월_계_20~29세,"3,760","1,844",233,285,39,185,211,267,130,136,10,139,59,160,62
2021년03월_계_30~39세,"3,910","1,753",290,379,74,170,203,248,121,129,7,169,62,249,56
2021년03월_계_40~49세,"6,163","2,671",424,587,120,324,373,429,206,177,27,292,100,343,90
2021년03월_계_50~59세,"8,039","3,103",582,654,125,538,577,628,395,351,34,339,163,410,140
2021년03월_계_60~69세,"8,652","2,851",757,634,159,716,646,707,496,422,35,456,173,448,152
2021년03월_계_70~79세,"7,384","1,815",620,651,129,638,594,899,483,367,47,475,171,348,147
2021년03월_계_80~89세,"4,468",865,399,448,37,383,421,553,282,281,40,307,144,224,84
2021년03월_계_90~99세,584,116,48,53,2,51,49,72,38,47,7,41,17,29,14
2021년03월_계_100세 이상,17,5,0,1,1,0,1,3,1,1,1,1,1,0,1
2021년03월_남_총인구수,"24,995","9,177","1,898","2,202",433,"1,618","1,746","2,083","1,198","1,016",117,"1,226",493,"1,359",429
2021년03월_남_연령구간인구수,"24,995","9,177","1,898","2,202",433,"1,618","1,746","2,083","1,198","1,016",117,"1,226",493,"1,359",429
2021년03월_남_0~9세,"1,588",769,100,154,24,55,56,86,71,31,5,68,19,130,20
2021년03월_남_10~19세,"1,868",883,95,207,26,65,107,138,49,53,3,70,34,118,20
2021년03월_남_20~29세,"2,202","1,079",137,165,24,97,140,158,78,77,10,82,33,87,35
2021년03월_남_30~39세,"2,142",892,170,223,51,111,109,137,65,83,4,95,34,133,35
2021년03월_남_40~49세,"3,580","1,385",284,345,85,201,235,254,137,105,19,191,64,209,66
2021년03월_남_50~59세,"4,505","1,650",333,365,71,314,342,369,231,208,23,195,96,224,84
2021년03월_남_60~69세,"4,311","1,391",388,321,75,354,336,347,246,216,21,219,93,232,72
2021년03월_남_70~79세,"3,266",829,268,276,65,301,257,381,223,147,22,189,74,163,71
2021년03월_남_80~89세,"1,419",277,115,139,12,114,152,197,90,84,10,106,41,58,24
2021년03월_남_90~99세,112,22,8,7,0,6,12,16,8,11,0,10,5,5,2
2021년03월_남_100세 이상,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021년03월_여_총인구수,"24,678","9,005","1,855","2,198",351,"1,612","1,669","2,172","1,169","1,057",106,"1,277",493,"1,325",389
2021년03월_여_연령구간인구수,"24,678","9,005","1,855","2,198",351,"1,612","1,669","2,172","1,169","1,057",106,"1,277",493,"1,325",389
2021년03월_여_0~9세,"1,511",670,108,169,28,38,75,95,44,36,2,78,23,122,23
2021년03월_여_10~19세,"1,729",837,97,178,20,67,102,130,51,42,5,68,20,103,9
2021년03월_여_20~29세,"1,558",765,96,120,15,88,71,109,52,59,0,57,26,73,27
2021년03월_여_30~39세,"1,768",861,120,156,23,59,94,111,56,46,3,74,28,116,21
2021년03월_여_40~49세,"2,583","1,286",140,242,35,123,138,175,69,72,8,101,36,134,24
2021년03월_여_50~59세,"3,534","1,453",249,289,54,224,235,259,164,143,11,144,67,186,56
2021년03월_여_60~69세,"4,341","1,460",369,313,84,362,310,360,250,206,14,237,80,216,80
2021년03월_여_70~79세,"4,118",986,352,375,64,337,337,518,260,220,25,286,97,185,76
2021년03월_여_80~89세,"3,049",588,284,309,25,269,269,356,192,197,30,201,103,166,60
2021년03월_여_90~99세,472,94,40,46,2,45,37,56,30,36,7,31,12,24,12
2021년03월_여_100세 이상,15,5,0,1,1,0,1,3,1,0,1,0,1,0,1
2021년04월_계_총인구수,"49,604","18,147","3,751","4,380",782,"3,218","3,425","4,246","2,368","2,076",219,"2,503",989,"2,682",818
2021년04월_계_연령구간인구수,"49,604","18,147","3,751","4,380",782,"3,218","3,425","4,246","2,368","2,076",219,"2,503",989,"2,682",818
2021년04월_계_0~9세,"3,074","1,428",207,316,50,91,132,181,116,67,7,144,42,250,43
2021년04월_계_10~19세,"3,571","1,711",193,386,48,127,205,268,99,94,8,136,52,218,26
2021년04월_계_20~29세,"3,770","1,846",231,284,43,181,209,266,130,137,10,141,63,164,65
2021년04월_계_30~39세,"3,873","1,739",290,366,73,169,207,239,123,129,6,171,63,244,54
2021년04월_계_40~49세,"6,153","2,669",420,589,117,324,373,433,206,176,27,286,100,342,91
2021년04월_계_50~59세,"8,015","3,088",585,646,124,532,579,626,397,351,32,343,162,413,137
2021년04월_계_60~69세,"8,678","2,857",754,643,158,719,652,706,496,427,35,455,172,450,154
2021년04월_계_70~79세,"7,379","1,822",622,653,131,633,593,892,477,365,45,474,175,349,148
2021년04월_계_80~89세,"4,482",863,403,443,35,391,425,558,284,280,41,310,143,221,85
2021년04월_계_90~99세,592,119,46,53,2,51,49,74,39,49,7,42,16,31,14
2021년04월_계_100세 이상,17,5,0,1,1,0,1,3,1,1,1,1,1,0,1
2021년04월_남_총인구수,"24,960","9,149","1,904","2,191",434,"1,612","1,749","2,080","1,199","1,016",114,"1,226",494,"1,360",432
2021년04월_남_연령구간인구수,"24,960","9,149","1,904","2,191",434,"1,612","1,749","2,080","1,199","1,016",114,"1,226",494,"1,360",432
2021년04월_남_0~9세,"1,573",759,100,151,22,54,58,86,72,31,5,67,19,129,20
2021년04월_남_10~19세,"1,856",878,96,209,28,63,105,139,47,52,3,69,33,116,18
2021년04월_남_20~29세,"2,209","1,075",139,164,27,96,137,157,79,77,10,84,34,91,39
2021년04월_남_30~39세,"2,115",881,170,214,51,109,114,132,66,82,3,96,35,129,33
2021년04월_남_40~49세,"3,579","1,384",279,345,84,201,235,256,138,105,19,190,65,209,69
2021년04월_남_50~59세,"4,498","1,644",338,358,70,311,343,372,233,210,21,195,95,227,81
2021년04월_남_60~69세,"4,326","1,396",388,330,74,355,336,342,247,219,21,219,92,233,74
2021년04월_남_70~79세,"3,271",833,269,275,67,300,258,383,217,147,22,187,78,163,72
2021년04월_남_80~89세,"1,420",278,117,139,11,117,151,197,91,81,10,108,39,57,24
2021년04월_남_90~99세,111,21,8,6,0,6,12,16,9,11,0,10,4,6,2
2021년04월_남_100세 이상,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021년04월_여_총인구수,"24,644","8,998","1,847","2,189",348,"1,606","1,676","2,166","1,169","1,060",105,"1,277",495,"1,322",386
2021년04월_여_연령구간인구수,"24,644","8,998","1,847","2,189",348,"1,606","1,676","2,166","1,169","1,060",105,"1,277",495,"1,322",386
2021년04월_여_0~9세,"1,501",669,107,165,28,37,74,95,44,36,2,77,23,121,23
2021년04월_여_10~19세,"1,715",833,97,177,20,64,100,129,52,42,5,67,19,102,8
2021년04월_여_20~29세,"1,561",771,92,120,16,85,72,109,51,60,0,57,29,73,26
2021년04월_여_30~39세,"1,758",858,120,152,22,60,93,107,57,47,3,75,28,115,21
2021년04월_여_40~49세,"2,574","1,285",141,244,33,123,138,177,68,71,8,96,35,133,22
2021년04월_여_50~59세,"3,517","1,444",247,288,54,221,236,254,164,141,11,148,67,186,56
2021년04월_여_60~69세,"4,352","1,461",366,313,84,364,316,364,249,208,14,236,80,217,80
2021년04월_여_70~79세,"4,108",989,353,378,64,333,335,509,260,218,23,287,97,186,76
2021년04월_여_80~89세,"3,062",585,286,304,24,274,274,361,193,199,31,202,104,164,61
2021년04월_여_90~99세,481,98,38,47,2,45,37,58,30,38,7,32,12,25,12
2021년04월_여_100세 이상,15,5,0,1,1,0,1,3,1,0,1,0,1,0,1
2021년05월_계_총인구수,"49,458","18,094","3,743","4,366",783,"3,208","3,439","4,221","2,340","2,075",219,"2,492",995,"2,663",820
2021년05월_계_연령구간인구수,"49,458","18,094","3,743","4,366",783,"3,208","3,439","4,221","2,340","2,075",219,"2,492",995,"2,663",820
2021년05월_계_0~9세,"3,053","1,415",209,313,50,90,135,178,115,68,5,143,44,245,43
2021년05월_계_10~19세,"3,558","1,703",194,384,49,129,200,271,96,92,10,135,51,219,25
2021년05월_계_20~29세,"3,761","1,848",228,283,43,184,210,263,130,138,10,135,63,159,67
2021년05월_계_30~39세,"3,839","1,721",288,372,72,166,214,231,119,129,6,168,62,238,53
2021년05월_계_40~49세,"6,093","2,650",417,578,114,319,374,415,203,176,27,285,103,342,90
2021년05월_계_50~59세,"8,002","3,076",587,646,126,534,579,626,393,353,31,343,163,412,133
2021년05월_계_60~69세,"8,679","2,864",752,639,159,717,652,709,492,424,36,455,171,449,160
2021년05월_계_70~79세,"7,360","1,823",619,650,132,628,597,881,471,366,45,474,178,350,146
2021년05월_계_80~89세,"4,494",865,403,447,35,390,426,571,280,280,41,308,143,217,88
2021년05월_계_90~99세,603,124,46,53,2,51,51,74,40,48,7,45,16,32,14
2021년05월_계_100세 이상,16,5,0,1,1,0,1,2,1,1,1,1,1,0,1
2021년05월_남_총인구수,"24,899","9,123","1,903","2,183",432,"1,609","1,752","2,076","1,190","1,012",114,"1,223",496,"1,352",434
2021년05월_남_연령구간인구수,"24,899","9,123","1,903","2,183",432,"1,609","1,752","2,076","1,190","1,012",114,"1,223",496,"1,352",434
2021년05월_남_0~9세,"1,555",747,102,149,22,54,59,84,72,30,3,67,20,126,20
2021년05월_남_10~19세,"1,850",882,97,209,28,64,98,138,44,51,5,69,32,116,17
2021년05월_남_20~29세,"2,207","1,072",136,162,27,97,140,159,81,78,10,81,34,89,41
2021년05월_남_30~39세,"2,098",876,167,216,49,105,117,130,65,83,3,94,35,126,32
2021년05월_남_40~49세,"3,552","1,367",277,339,83,203,237,250,138,103,19,190,66,211,69
2021년05월_남_50~59세,"4,496","1,639",343,361,70,313,339,375,230,210,21,196,96,226,77
2021년05월_남_60~69세,"4,329","1,398",383,329,75,353,339,344,245,218,21,219,92,234,79
2021년05월_남_70~79세,"3,263",835,269,273,67,298,261,380,214,146,22,187,78,162,71
2021년05월_남_80~89세,"1,430",283,121,139,11,116,149,200,92,81,10,107,39,56,26
2021년05월_남_90~99세,117,24,8,6,0,6,13,16,9,11,0,12,4,6,2
2021년05월_남_100세 이상,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021년05월_여_총인구수,"24,559","8,971","1,840","2,183",351,"1,599","1,687","2,145","1,150","1,063",105,"1,269",499,"1,311",386
2021년05월_여_연령구간인구수,"24,559","8,971","1,840","2,183",351,"1,599","1,687","2,145","1,150","1,063",105,"1,269",499,"1,311",386
2021년05월_여_0~9세,"1,498",668,107,164,28,36,76,94,43,38,2,76,24,119,23
2021년05월_여_10~19세,"1,708",821,97,175,21,65,102,133,52,41,5,66,19,103,8
2021년05월_여_20~29세,"1,554",776,92,121,16,87,70,104,49,60,0,54,29,70,26
2021년05월_여_30~39세,"1,741",845,121,156,23,61,97,101,54,46,3,74,27,112,21
2021년05월_여_40~49세,"2,541","1,283",140,239,31,116,137,165,65,73,8,95,37,131,21
2021년05월_여_50~59세,"3,506","1,437",244,285,56,221,240,251,163,143,10,147,67,186,56
2021년05월_여_60~69세,"4,350","1,466",369,310,84,364,313,365,247,206,15,236,79,215,81
2021년05월_여_70~79세,"4,097",988,350,377,65,330,336,501,257,220,23,287,100,188,75
2021년05월_여_80~89세,"3,064",582,282,308,24,274,277,371,188,199,31,201,104,161,62
2021년05월_여_90~99세,486,100,38,47,2,45,38,58,31,37,7,33,12,26,12
2021년05월_여_100세 이상,14,5,0,1,1,0,1,2,1,0,1,0,1,0,1
2021년06월_계_총인구수,"49,404","18,117","3,726","4,360",787,"3,192","3,430","4,216","2,331","2,064",227,"2,479",993,"2,661",821
2021년06월_계_연령구간인구수,"49,404","18,117","3,726","4,360",787,"3,192","3,430","4,216","2,331","2,064",227,"2,479",993,"2,661",821
2021년06월_계_0~9세,"3,032","1,411",209,309,51,86,132,176,115,62,5,143,44,246,43
2021년06월_계_10~19세,"3,548","1,706",197,390,48,122,197,267,94,91,10,132,51,217,26
2021년06월_계_20~29세,"3,772","1,855",223,283,43,185,210,267,133,133,10,137,61,163,69
2021년06월_계_30~39세,"3,808","1,710",284,359,73,163,217,230,115,130,5,168,63,239,52
2021년06월_계_40~49세,"6,095","2,662",415,581,114,318,370,417,202,176,27,283,102,338,90
2021년06월_계_50~59세,"7,972","3,069",586,644,126,532,579,624,395,344,37,333,162,408,133
2021년06월_계_60~69세,"8,700","2,889",743,641,157,714,652,704,488,430,38,461,173,450,160
2021년06월_계_70~79세,"7,344","1,819",615,650,135,629,593,876,466,369,46,473,178,350,145
2021년06월_계_80~89세,"4,504",869,406,446,37,391,425,579,283,279,41,302,139,219,88
2021년06월_계_90~99세,613,122,48,56,2,52,54,74,39,49,7,46,19,31,14
2021년06월_계_100세 이상,16,5,0,1,1,0,1,2,1,1,1,1,1,0,1
2021년06월_남_총인구수,"24,895","9,143","1,896","2,176",434,"1,599","1,751","2,075","1,187","1,009",118,"1,220",497,"1,353",437
2021년06월_남_연령구간인구수,"24,895","9,143","1,896","2,176",434,"1,599","1,751","2,075","1,187","1,009",118,"1,220",497,"1,353",437
2021년06월_남_0~9세,"1,556",753,104,147,23,52,58,81,72,29,3,67,20,126,21
2021년06월_남_10~19세,"1,843",879,98,214,27,60,96,137,43,50,5,68,32,117,17
2021년06월_남_20~29세,"2,214","1,070",134,163,27,99,139,163,83,78,10,81,33,91,43
2021년06월_남_30~39세,"2,075",865,167,207,50,102,119,131,63,82,2,94,36,126,31
2021년06월_남_40~49세,"3,568","1,386",274,338,83,202,236,253,137,104,19,190,67,210,69
2021년06월_남_50~59세,"4,479","1,637",342,357,70,312,339,373,233,204,23,191,96,225,77
2021년06월_남_60~69세,"4,342","1,409",378,331,75,349,342,344,242,222,23,224,92,231,80
2021년06월_남_70~79세,"3,266",836,270,273,67,299,261,376,214,148,23,185,79,164,71
2021년06월_남_80~89세,"1,432",283,121,140,12,118,147,201,92,80,10,107,38,57,26
2021년06월_남_90~99세,118,25,8,6,0,6,14,16,8,11,0,12,4,6,2
2021년06월_남_100세 이상,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021년06월_여_총인구수,"24,509","8,974","1,830","2,184",353,"1,593","1,679","2,141","1,144","1,055",109,"1,259",496,"1,308",384
2021년06월_여_연령구간인구수,"24,509","8,974","1,830","2,184",353,"1,593","1,679","2,141","1,144","1,055",109,"1,259",496,"1,308",384
2021년06월_여_0~9세,"1,476",658,105,162,28,34,74,95,43,33,2,76,24,120,22
2021년06월_여_10~19세,"1,705",827,99,176,21,62,101,130,51,41,5,64,19,100,9
2021년06월_여_20~29세,"1,558",785,89,120,16,86,71,104,50,55,0,56,28,72,26
2021년06월_여_30~39세,"1,733",845,117,152,23,61,98,99,52,48,3,74,27,113,21
2021년06월_여_40~49세,"2,527","1,276",141,243,31,116,134,164,65,72,8,93,35,128,21
2021년06월_여_50~59세,"3,493","1,432",244,287,56,220,240,251,162,140,14,142,66,183,56
2021년06월_여_60~69세,"4,358","1,480",365,310,82,365,310,360,246,208,15,237,81,219,80
2021년06월_여_70~79세,"4,078",983,345,377,68,330,332,500,252,221,23,288,99,186,74
2021년06월_여_80~89세,"3,072",586,285,306,25,273,278,378,191,199,31,195,101,162,62
2021년06월_여_90~99세,495,97,40,50,2,46,40,58,31,38,7,34,15,25,12
2021년06월_여_100세 이상,14,5,0,1,1,0,1,2,1,0,1,0,1,0,1
2021년07월_계_총인구수,"49,308","18,097","3,706","4,347",786,"3,189","3,408","4,208","2,326","2,068",225,"2,486",986,"2,652",824
2021년07월_계_연령구간인구수,"49,308","18,097","3,706","4,347",786,"3,189","3,408","4,208","2,326","2,068",225,"2,486",986,"2,652",824
2021년07월_계_0~9세,"3,007","1,402",205,302,50,87,132,174,113,62,5,144,43,244,44
2021년07월_계_10~19세,"3,540","1,702",195,395,48,119,196,269,95,89,10,133,50,214,25
2021년07월_계_20~29세,"3,770","1,864",216,277,44,184,208,268,134,132,10,137,61,164,71
2021년07월_계_30~39세,"3,758","1,684",283,355,71,163,214,226,112,128,5,169,62,234,52
2021년07월_계_40~49세,"6,076","2,652",414,583,115,315,362,412,201,183,26,285,99,338,91
2021년07월_계_50~59세,"7,947","3,071",579,636,125,530,577,620,393,342,37,334,162,408,133
2021년07월_계_60~69세,"8,714","2,894",742,650,158,720,646,704,486,433,38,462,171,451,159
2021년07월_계_70~79세,"7,330","1,823",614,640,134,629,590,868,467,369,46,475,177,351,147
2021년07월_계_80~89세,"4,532",877,411,450,38,389,428,589,284,280,40,301,141,217,87
2021년07월_계_90~99세,618,123,47,58,2,53,54,76,40,49,7,45,19,31,14
2021년07월_계_100세 이상,16,5,0,1,1,0,1,2,1,1,1,1,1,0,1
2021년07월_남_총인구수,"24,836","9,132","1,880","2,169",432,"1,601","1,734","2,070","1,186","1,011",118,"1,226",493,"1,349",435
2021년07월_남_연령구간인구수,"24,836","9,132","1,880","2,169",432,"1,601","1,734","2,070","1,186","1,011",118,"1,226",493,"1,349",435
2021년07월_남_0~9세,"1,548",752,101,142,23,52,58,83,70,29,3,68,20,125,22
2021년07월_남_10~19세,"1,834",875,97,219,27,58,95,135,43,49,5,69,31,115,16
2021년07월_남_20~29세,"2,219","1,080",129,160,28,100,136,166,83,78,10,81,34,92,42
2021년07월_남_30~39세,"2,035",841,167,203,49,103,115,128,63,80,2,94,36,123,31
2021년07월_남_40~49세,"3,554","1,381",273,339,83,201,230,247,137,108,18,192,66,210,69
2021년07월_남_50~59세,"4,473","1,642",338,354,68,311,341,373,234,202,24,191,94,225,76
2021년07월_남_60~69세,"4,346","1,410",374,335,76,354,338,344,243,223,23,225,90,231,80
2021년07월_남_70~79세,"3,265",839,269,273,65,300,259,371,214,150,23,187,79,165,71
2021년07월_남_80~89세,"1,441",285,124,138,13,116,148,207,91,80,10,107,39,57,26
2021년07월_남_90~99세,119,27,8,6,0,6,14,16,8,11,0,11,4,6,2
2021년07월_남_100세 이상,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021년07월_여_총인구수,"24,472","8,965","1,826","2,178",354,"1,588","1,674","2,138","1,140","1,057",107,"1,260",493,"1,303",389
2021년07월_여_연령구간인구수,"24,472","8,965","1,826","2,178",354,"1,588","1,674","2,138","1,140","1,057",107,"1,260",493,"1,303",389
2021년07월_여_0~9세,"1,459",650,104,160,27,35,74,91,43,33,2,76,23,119,22
2021년07월_여_10~19세,"1,706",827,98,176,21,61,101,134,52,40,5,64,19,99,9
2021년07월_여_20~29세,"1,551",784,87,117,16,84,72,102,51,54,0,56,27,72,29
2021년07월_여_30~39세,"1,723",843,116,152,22,60,99,98,49,48,3,75,26,111,21
2021년07월_여_40~49세,"2,522","1,271",141,244,32,114,132,165,64,75,8,93,33,128,22
2021년07월_여_50~59세,"3,474","1,429",241,282,57,219,236,247,159,140,13,143,68,183,57
2021년07월_여_60~69세,"4,368","1,484",368,315,82,366,308,360,243,210,15,237,81,220,79
2021년07월_여_70~79세,"4,065",984,345,367,69,329,331,497,253,219,23,288,98,186,76
2021년07월_여_80~89세,"3,091",592,287,312,25,273,280,382,193,200,30,194,102,160,61
2021년07월_여_90~99세,499,96,39,52,2,47,40,60,32,38,7,34,15,25,12
2021년07월_여_100세 이상,14,5,0,1,1,0,1,2,1,0,1,0,1,0,1
2021년08월_계_총인구수,"49,171","18,065","3,683","4,333",786,"3,181","3,401","4,191","2,312","2,069",223,"2,471",987,"2,650",819
2021년08월_계_연령구간인구수,"49,171","18,065","3,683","4,333",786,"3,181","3,401","4,191","2,312","2,069",223,"2,471",987,"2,650",819
2021년08월_계_0~9세,"2,986","1,395",203,298,51,86,132,174,114,62,5,137,44,241,44
2021년08월_계_10~19세,"3,518","1,693",193,396,46,118,194,263,94,88,9,134,49,216,25
2021년08월_계_20~29세,"3,738","1,852",211,282,44,183,208,262,130,131,10,137,59,161,68
2021년08월_계_30~39세,"3,722","1,677",278,346,71,156,213,227,107,127,5,169,62,231,53
2021년08월_계_40~49세,"6,033","2,637",412,574,113,314,359,410,203,180,25,275,99,343,89
2021년08월_계_50~59세,"7,935","3,072",565,638,124,527,579,616,387,347,37,339,166,406,132
2021년08월_계_60~69세,"8,719","2,889",750,652,160,723,641,706,487,429,37,461,171,453,160
2021년08월_계_70~79세,"7,324","1,838",608,637,135,625,593,860,465,366,47,478,174,352,146
2021년08월_계_80~89세,"4,553",882,412,448,39,396,428,595,283,289,40,296,141,216,88
2021년08월_계_90~99세,626,125,51,61,2,52,53,76,41,49,7,44,21,31,13
2021년08월_계_100세 이상,17,5,0,1,1,1,1,2,1,1,1,1,1,0,1
2021년08월_남_총인구수,"24,757","9,107","1,860","2,159",432,"1,596","1,731","2,063","1,182","1,007",117,"1,227",493,"1,353",430
2021년08월_남_연령구간인구수,"24,757","9,107","1,860","2,159",432,"1,596","1,731","2,063","1,182","1,007",117,"1,227",493,"1,353",430
2021년08월_남_0~9세,"1,530",746,97,139,24,50,58,83,71,30,3,64,20,123,22
2021년08월_남_10~19세,"1,831",870,96,220,26,59,95,134,43,49,5,70,30,118,16
2021년08월_남_20~29세,"2,195","1,068",126,161,28,100,137,160,81,75,10,85,33,91,40
2021년08월_남_30~39세,"2,011",835,163,196,49,99,115,131,59,79,2,94,36,122,31
2021년08월_남_40~49세,"3,533","1,375",272,334,81,201,226,248,139,106,18,185,66,215,67
2021년08월_남_50~59세,"4,470","1,645",331,359,68,307,342,369,229,205,23,198,96,224,74
2021년08월_남_60~69세,"4,348","1,411",374,336,76,358,335,345,244,218,22,226,90,232,81
2021년08월_남_70~79세,"3,270",844,269,272,67,299,260,369,216,150,24,187,78,165,70
2021년08월_남_80~89세,"1,444",285,123,136,13,117,149,208,91,83,10,106,39,57,27
2021년08월_남_90~99세,123,28,9,6,0,6,14,16,9,11,0,11,5,6,2
2021년08월_남_100세 이상,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021년08월_여_총인구수,"24,414","8,958","1,823","2,174",354,"1,585","1,670","2,128","1,130","1,062",106,"1,244",494,"1,297",389
2021년08월_여_연령구간인구수,"24,414","8,958","1,823","2,174",354,"1,585","1,670","2,128","1,130","1,062",106,"1,244",494,"1,297",389
2021년08월_여_0~9세,"1,456",649,106,159,27,36,74,91,43,32,2,73,24,118,22
2021년08월_여_10~19세,"1,687",823,97,176,20,59,99,129,51,39,4,64,19,98,9
2021년08월_여_20~29세,"1,543",784,85,121,16,83,71,102,49,56,0,52,26,70,28
2021년08월_여_30~39세,"1,711",842,115,150,22,57,98,96,48,48,3,75,26,109,22
2021년08월_여_40~49세,"2,500","1,262",140,240,32,113,133,162,64,74,7,90,33,128,22
2021년08월_여_50~59세,"3,465","1,427",234,279,56,220,237,247,158,142,14,141,70,182,58
2021년08월_여_60~69세,"4,371","1,478",376,316,84,365,306,361,243,211,15,235,81,221,79
2021년08월_여_70~79세,"4,054",994,339,365,68,326,333,491,249,216,23,291,96,187,76
2021년08월_여_80~89세,"3,109",597,289,312,26,279,279,387,192,206,30,190,102,159,61
2021년08월_여_90~99세,503,97,42,55,2,46,39,60,32,38,7,33,16,25,11
2021년08월_여_100세 이상,15,5,0,1,1,1,1,2,1,0,1,0,1,0,1
2021년09월_계_총인구수,"48,990","18,026","3,663","4,308",781,"3,170","3,389","4,179","2,304","2,069",220,"2,455",985,"2,632",809
2021년09월_계_연령구간인구수,"48,990","18,026","3,663","4,308",781,"3,170","3,389","4,179","2,304","2,069",220,"2,455",985,"2,632",809
2021년09월_계_0~9세,"2,971","1,386",201,297,51,87,132,174,113,62,5,135,44,243,41
2021년09월_계_10~19세,"3,506","1,684",196,397,47,118,192,261,93,88,9,134,49,213,25
2021년09월_계_20~29세,"3,655","1,827",204,269,42,181,203,258,128,127,8,130,62,151,65
2021년09월_계_30~39세,"3,672","1,666",269,338,72,151,207,224,104,127,5,167,61,230,51
2021년09월_계_40~49세,"6,020","2,630",415,573,114,311,358,413,203,180,24,273,99,339,88
2021년09월_계_50~59세,"7,903","3,072",560,637,120,526,576,612,385,346,37,337,163,402,130
2021년09월_계_60~69세,"8,724","2,902",745,650,158,721,644,700,489,431,37,461,167,457,162
2021년09월_계_70~79세,"7,338","1,844",610,638,135,629,593,861,461,371,47,480,177,350,142
2021년09월_계_80~89세,"4,556",882,413,448,40,393,430,597,286,288,40,293,141,216,89
2021년09월_계_90~99세,628,128,50,60,1,52,53,77,41,48,7,44,21,31,15
2021년09월_계_100세 이상,17,5,0,1,1,1,1,2,1,1,1,1,1,0,1
2021년09월_남_총인구수,"24,677","9,090","1,856","2,153",428,"1,591","1,726","2,055","1,178","1,007",115,"1,214",492,"1,346",426
2021년09월_남_연령구간인구수,"24,677","9,090","1,856","2,153",428,"1,591","1,726","2,055","1,178","1,007",115,"1,214",492,"1,346",426
2021년09월_남_0~9세,"1,531",743,96,140,24,51,58,83,71,30,3,64,20,126,22
2021년09월_남_10~19세,"1,827",868,98,221,27,59,95,132,42,49,5,69,30,116,16
2021년09월_남_20~29세,"2,149","1,045",124,157,27,98,136,158,83,73,8,78,34,88,40
2021년09월_남_30~39세,"1,986",832,158,191,48,97,114,131,56,78,2,94,37,120,28
2021년09월_남_40~49세,"3,515","1,368",273,334,81,200,224,248,139,105,17,182,65,213,66
2021년09월_남_50~59세,"4,447","1,644",331,359,67,303,338,366,226,207,24,197,93,220,72
2021년09월_남_60~69세,"4,365","1,425",368,333,75,359,336,344,246,218,22,229,90,236,84
2021년09월_남_70~79세,"3,281",849,273,274,66,301,260,369,215,152,24,187,79,164,68
2021년09월_남_80~89세,"1,449",286,126,138,13,117,151,207,91,83,10,103,39,57,28
2021년09월_남_90~99세,125,30,9,6,0,6,14,17,9,11,0,10,5,6,2
2021년09월_남_100세 이상,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021년09월_여_총인구수,"24,313","8,936","1,807","2,155",353,"1,579","1,663","2,124","1,126","1,062",105,"1,241",493,"1,286",383
2021년09월_여_연령구간인구수,"24,313","8,936","1,807","2,155",353,"1,579","1,663","2,124","1,126","1,062",105,"1,241",493,"1,286",383
2021년09월_여_0~9세,"1,440",643,105,157,27,36,74,91,42,32,2,71,24,117,19
2021년09월_여_10~19세,"1,679",816,98,176,20,59,97,129,51,39,4,65,19,97,9
2021년09월_여_20~29세,"1,506",782,80,112,15,83,67,100,45,54,0,52,28,63,25
2021년09월_여_30~39세,"1,686",834,111,147,24,54,93,93,48,49,3,73,24,110,23
2021년09월_여_40~49세,"2,505","1,262",142,239,33,111,134,165,64,75,7,91,34,126,22
2021년09월_여_50~59세,"3,456","1,428",229,278,53,223,238,246,159,139,13,140,70,182,58
2021년09월_여_60~69세,"4,359","1,477",377,317,83,362,308,356,243,213,15,232,77,221,78
2021년09월_여_70~79세,"4,057",995,337,364,69,328,333,492,246,219,23,293,98,186,74
2021년09월_여_80~89세,"3,107",596,287,310,27,276,279,390,195,205,30,190,102,159,61
2021년09월_여_90~99세,503,98,41,54,1,46,39,60,32,37,7,34,16,25,13
2021년09월_여_100세 이상,15,5,0,1,1,1,1,2,1,0,1,0,1,0,1
