카테고리,경상북도 경주시,경상북도 경주시 감포읍,경상북도 경주시 안강읍,경상북도 경주시 건천읍,경상북도 경주시 외동읍,경상북도 경주시 양북면,경상북도 경주시 양남면,경상북도 경주시 내남면,경상북도 경주시 산내면,경상북도 경주시 서면,경상북도 경주시 현곡면,경상북도 경주시 강동면,경상북도 경주시 천북면,경상북도 경주시 중부동,경상북도 경주시 황오동,경상북도 경주시 성건동,경상북도 경주시 황남동,경상북도 경주시 선도동,경상북도 경주시 월성동,경상북도 경주시 용강동,경상북도 경주시 황성동,경상북도 경주시 동천동,경상북도 경주시 불국동,경상북도 경주시 보덕동,경상북도 경주시 문무대왕면
2020년11월_계_80~89세,"12,946",512,"1,625",836,"1,093",424,395,570,381,358,617,561,378,332,427,646,514,479,418,457,606,639,560,118,
2020년11월_계_90~99세,"1,748",74,170,115,158,62,80,66,52,43,80,83,41,32,67,84,59,64,66,76,86,78,91,21,
2020년11월_계_100세 이상,91,2,13,8,8,3,3,3,1,2,0,2,1,8,11,2,8,1,1,4,2,1,5,2,
2020년11월_남_총인구수,"126,867","2,747","12,457","4,814","10,659","2,247","3,353","2,373","1,622","1,610","10,852","3,221","2,984","2,643","3,204","7,015","2,386","7,520","2,932","10,884","14,210","11,429","4,815",890,
2020년11월_남_연령구간인구수,"126,867","2,747","12,457","4,814","10,659","2,247","3,353","2,373","1,622","1,610","10,852","3,221","2,984","2,643","3,204","7,015","2,386","7,520","2,932","10,884","14,210","11,429","4,815",890,
2020년11월_남_0~9세,"8,343",82,627,184,584,125,152,52,30,28,"1,283",90,141,107,81,249,50,618,178,"1,376","1,268",673,338,27,
2020년11월_남_10~19세,"10,905",107,"1,054",278,594,117,173,103,47,86,"1,234",173,171,174,182,442,96,909,194,"1,229","1,995","1,195",310,42,
2020년11월_남_20~29세,"15,187",228,"1,370",461,"1,147",274,393,165,80,118,"1,253",289,309,312,347,"1,180",209,"1,090",299,"1,377","2,054","1,702",445,85,
2020년11월_남_30~39세,"13,638",203,981,395,"1,372",286,297,166,70,86,"1,542",231,340,289,330,768,182,781,256,"1,478","1,578","1,302",622,83,
2020년11월_남_40~49세,"19,163",394,"1,765",618,"1,631",254,440,236,114,188,"1,885",434,404,367,425,992,292,"1,258",409,"1,961","2,438","1,835",708,115,
2020년11월_남_50~59세,"24,224",559,"2,638",925,"2,227",380,739,508,308,326,"1,789",723,576,457,616,"1,191",489,"1,414",549,"1,839","2,698","2,181",918,174,
2020년11월_남_60~69세,"20,138",615,"2,176","1,002","1,880",422,669,591,513,360,"1,156",686,563,473,650,"1,171",537,867,545,"1,115","1,492","1,628",827,200,
2020년11월_남_70~79세,"10,839",376,"1,298",639,885,264,343,373,315,287,520,414,345,335,406,766,353,407,355,374,513,687,462,122,
2020년11월_남_80~89세,"4,066",168,513,288,305,117,133,163,136,123,182,159,123,122,149,241,161,162,132,118,162,206,169,34,
2020년11월_남_90~99세,343,15,33,23,30,7,14,15,9,7,8,22,12,5,15,14,14,14,15,17,12,19,16,7,
2020년11월_남_100세 이상,21,0,2,1,4,1,0,1,0,1,0,0,0,2,3,1,3,0,0,0,0,1,0,1,
2020년11월_여_총인구수,"126,601","2,770","12,619","4,697","9,491","2,070","2,942","2,357","1,648","1,623","11,149","3,114","2,755","2,681","3,431","7,106","2,429","7,479","3,035","11,183","14,709","11,441","4,973",899,
2020년11월_여_연령구간인구수,"126,601","2,770","12,619","4,697","9,491","2,070","2,942","2,357","1,648","1,623","11,149","3,114","2,755","2,681","3,431","7,106","2,429","7,479","3,035","11,183","14,709","11,441","4,973",899,
2020년11월_여_0~9세,"7,952",71,579,166,574,115,139,47,25,33,"1,178",104,139,108,101,197,47,591,180,"1,332","1,249",622,328,27,
2020년11월_여_10~19세,"9,963",104,"1,019",225,518,68,157,93,42,38,"1,222",163,168,141,154,401,104,804,153,"1,212","1,752","1,083",289,53,
2020년11월_여_20~29세,"11,766",146,"1,017",268,835,165,196,119,55,76,"1,094",219,237,238,296,898,143,865,206,"1,106","1,729","1,351",415,92,
2020년11월_여_30~39세,"11,892",142,845,274,943,194,204,93,67,67,"1,559",156,265,235,239,535,125,738,275,"1,543","1,675","1,114",549,55,
2020년11월_여_40~49세,"17,600",230,"1,609",438,"1,103",133,287,165,81,122,"1,966",313,294,284,339,837,215,"1,335",350,"2,039","2,889","1,873",602,96,
2020년11월_여_50~59세,"22,622",456,"2,432",803,"1,846",274,577,388,282,244,"1,780",565,482,443,565,"1,235",374,"1,362",496,"1,948","2,753","2,316",846,155,
2020년11월_여_60~69세,"20,768",647,"2,230","1,047","1,717",404,651,546,463,395,"1,219",632,505,574,808,"1,517",533,894,607,"1,086","1,472","1,749",889,183,
2020년11월_여_70~79세,"13,683",569,"1,628",829,"1,035",353,400,446,344,376,624,497,380,415,591,"1,010",485,522,430,515,670,841,584,139,
2020년11월_여_80~89세,"8,880",344,"1,112",548,788,307,262,407,245,235,435,402,255,210,278,405,353,317,286,339,444,433,391,84,
2020년11월_여_90~99세,"1,405",59,137,92,128,55,66,51,43,36,72,61,29,27,52,70,45,50,51,59,74,59,75,14,
2020년11월_여_100세 이상,70,2,11,7,4,2,3,2,1,1,0,2,1,6,8,1,5,1,1,4,2,0,5,1,
2020년12월_계_총인구수,"253,502","5,501","25,017","9,502","20,431","4,327","6,322","4,712","3,268","3,219","21,947","6,323","5,730","5,308","6,567","14,047","4,779","14,914","5,925","22,521","28,837","22,753","9,771","1,781",
2020년12월_계_연령구간인구수,"253,502","5,501","25,017","9,502","20,431","4,327","6,322","4,712","3,268","3,219","21,947","6,323","5,730","5,308","6,567","14,047","4,779","14,914","5,925","22,521","28,837","22,753","9,771","1,781",
2020년12월_계_0~9세,"16,196",146,"1,190",346,"1,189",228,285,95,52,59,"2,452",195,282,211,172,443,91,"1,205",357,"2,739","2,494","1,260",652,53,
2020년12월_계_10~19세,"20,836",213,"2,063",502,"1,117",189,334,199,91,123,"2,428",335,331,323,327,841,202,"1,692",343,"2,494","3,738","2,266",592,93,
2020년12월_계_20~29세,"26,921",375,"2,383",729,"2,029",445,606,278,138,188,"2,349",501,544,550,645,"2,062",348,"1,924",488,"2,532","3,754","3,022",856,175,
2020년12월_계_30~39세,"25,460",341,"1,798",672,"2,361",480,511,262,135,152,"3,077",388,601,514,551,"1,288",298,"1,494",530,"3,112","3,222","2,382","1,157",134,
2020년12월_계_40~49세,"36,687",611,"3,356","1,043","2,772",387,716,401,201,307,"3,828",734,700,645,744,"1,823",501,"2,579",754,"4,078","5,314","3,681","1,302",210,
2020년12월_계_50~59세,"46,852","1,024","5,051","1,727","4,137",662,"1,322",885,585,562,"3,569","1,291","1,047",883,"1,176","2,402",853,"2,776","1,037","3,842","5,441","4,499","1,756",325,
2020년12월_계_60~69세,"41,169","1,251","4,422","2,053","3,635",829,"1,325","1,140",983,757,"2,398","1,328","1,080","1,056","1,452","2,677","1,079","1,773","1,147","2,270","2,997","3,382","1,747",388,
2020년12월_계_70~79세,"24,523",946,"2,940","1,470","1,931",615,743,816,648,665,"1,144",906,720,753,989,"1,773",827,927,778,911,"1,179","1,535","1,047",260,
2020년12월_계_80~89세,"13,012",517,"1,623",843,"1,096",426,399,572,384,362,619,559,380,332,433,651,512,478,424,465,607,647,564,119,
2020년12월_계_90~99세,"1,754",74,178,109,156,63,78,61,50,42,83,84,44,33,67,85,60,65,66,74,89,78,93,22,
2020년12월_계_100세 이상,92,3,13,8,8,3,3,3,1,2,0,2,1,8,11,2,8,1,1,4,2,1,5,2,
2020년12월_남_총인구수,"126,911","2,744","12,415","4,823","10,819","2,262","3,361","2,368","1,620","1,607","10,822","3,215","2,981","2,634","3,171","6,964","2,367","7,487","2,908","11,124","14,160","11,370","4,803",886,
2020년12월_남_연령구간인구수,"126,911","2,744","12,415","4,823","10,819","2,262","3,361","2,368","1,620","1,607","10,822","3,215","2,981","2,634","3,171","6,964","2,367","7,487","2,908","11,124","14,160","11,370","4,803",886,
2020년12월_남_0~9세,"8,296",79,622,184,602,120,149,50,30,27,"1,275",89,139,106,76,248,46,616,175,"1,391","1,263",651,331,27,
2020년12월_남_10~19세,"10,892",109,"1,050",277,595,119,173,106,48,86,"1,223",173,166,179,178,435,97,904,192,"1,257","1,986","1,192",305,42,
2020년12월_남_20~29세,"15,192",231,"1,370",458,"1,184",281,406,162,82,116,"1,253",288,315,311,350,"1,168",207,"1,069",287,"1,411","2,033","1,683",443,84,
2020년12월_남_30~39세,"13,588",201,958,396,"1,395",287,302,166,69,84,"1,532",228,334,284,319,757,176,775,259,"1,521","1,552","1,293",620,80,
2020년12월_남_40~49세,"19,117",384,"1,758",616,"1,649",253,429,236,116,185,"1,875",428,403,361,413,990,288,"1,253",407,"2,011","2,446","1,805",696,115,
2020년12월_남_50~59세,"24,216",566,"2,613",925,"2,256",383,742,502,306,324,"1,791",720,576,451,613,"1,180",480,"1,416",543,"1,867","2,684","2,191",915,172,
2020년12월_남_60~69세,"20,281",612,"2,188","1,010","1,904",429,665,594,515,363,"1,165",696,565,475,649,"1,165",542,869,544,"1,141","1,514","1,634",839,203,
2020년12월_남_70~79세,"10,872",379,"1,309",645,895,264,349,371,311,289,516,411,346,339,403,762,349,407,352,390,509,689,467,120,
2020년12월_남_80~89세,"4,094",168,511,290,305,117,132,165,135,126,184,158,125,121,152,243,165,164,135,119,161,212,171,35,
2020년12월_남_90~99세,341,14,34,21,30,8,14,15,8,6,8,24,12,5,15,15,14,14,14,16,12,19,16,7,
2020년12월_남_100세 이상,22,1,2,1,4,1,0,1,0,1,0,0,0,2,3,1,3,0,0,0,0,1,0,1,
2020년12월_여_총인구수,"126,591","2,757","12,602","4,679","9,612","2,065","2,961","2,344","1,648","1,612","11,125","3,108","2,749","2,674","3,396","7,083","2,412","7,427","3,017","11,397","14,677","11,383","4,968",895,
2020년12월_여_연령구간인구수,"126,591","2,757","12,602","4,679","9,612","2,065","2,961","2,344","1,648","1,612","11,125","3,108","2,749","2,674","3,396","7,083","2,412","7,427","3,017","11,397","14,677","11,383","4,968",895,
2020년12월_여_0~9세,"7,900",67,568,162,587,108,136,45,22,32,"1,177",106,143,105,96,195,45,589,182,"1,348","1,231",609,321,26,
2020년12월_여_10~19세,"9,944",104,"1,013",225,522,70,161,93,43,37,"1,205",162,165,144,149,406,105,788,151,"1,237","1,752","1,074",287,51,
2020년12월_여_20~29세,"11,729",144,"1,013",271,845,164,200,116,56,72,"1,096",213,229,239,295,894,141,855,201,"1,121","1,721","1,339",413,91,
2020년12월_여_30~39세,"11,872",140,840,276,966,193,209,96,66,68,"1,545",160,267,230,232,531,122,719,271,"1,591","1,670","1,089",537,54,
2020년12월_여_40~49세,"17,570",227,"1,598",427,"1,123",134,287,165,85,122,"1,953",306,297,284,331,833,213,"1,326",347,"2,067","2,868","1,876",606,95,
2020년12월_여_50~59세,"22,636",458,"2,438",802,"1,881",279,580,383,279,238,"1,778",571,471,432,563,"1,222",373,"1,360",494,"1,975","2,757","2,308",841,153,
2020년12월_여_60~69세,"20,888",639,"2,234","1,043","1,731",400,660,546,468,394,"1,233",632,515,581,803,"1,512",537,904,603,"1,129","1,483","1,748",908,185,
2020년12월_여_70~79세,"13,651",567,"1,631",825,"1,036",351,394,445,337,376,628,495,374,414,586,"1,011",478,520,426,521,670,846,580,140,
2020년12월_여_80~89세,"8,918",349,"1,112",553,791,309,267,407,249,236,435,401,255,211,281,408,347,314,289,346,446,435,393,84,
2020년12월_여_90~99세,"1,413",60,144,88,126,55,64,46,42,36,75,60,32,28,52,70,46,51,52,58,77,59,77,15,
2020년12월_여_100세 이상,70,2,11,7,4,2,3,2,1,1,0,2,1,6,8,1,5,1,1,4,2,0,5,1,
2021년01월_계_총인구수,"253,475","5,485","24,954","9,532","20,675","4,325","6,306","4,697","3,276","3,201","21,897","6,320","5,733","5,269","6,553","14,011","4,746","14,871","5,906","22,828","28,691","22,671","9,752","1,776",
2021년01월_계_연령구간인구수,"253,475","5,485","24,954","9,532","20,675","4,325","6,306","4,697","3,276","3,201","21,897","6,320","5,733","5,269","6,553","14,011","4,746","14,871","5,906","22,828","28,691","22,671","9,752","1,776",
2021년01월_계_0~9세,"16,097",143,"1,174",348,"1,224",224,281,92,52,58,"2,423",193,284,206,164,446,88,"1,192",356,"2,761","2,453","1,246",640,49,
2021년01월_계_10~19세,"20,859",213,"2,055",515,"1,144",187,327,200,91,123,"2,449",334,328,317,329,845,196,"1,690",337,"2,530","3,703","2,258",594,94,
2021년01월_계_20~29세,"26,785",372,"2,345",719,"2,066",452,603,275,140,178,"2,312",506,535,534,635,"2,023",347,"1,918",488,"2,558","3,764","2,993",846,176,
2021년01월_계_30~39세,"25,322",331,"1,792",675,"2,388",471,512,257,133,149,"3,037",379,590,506,552,"1,291",288,"1,466",522,"3,176","3,179","2,361","1,138",129,
2021년01월_계_40~49세,"36,596",611,"3,356","1,054","2,808",384,712,396,194,301,"3,813",723,704,638,736,"1,810",510,"2,572",747,"4,115","5,267","3,624","1,310",211,
2021년01월_계_50~59세,"46,852","1,015","5,048","1,715","4,159",665,"1,313",875,587,558,"3,591","1,286","1,052",877,"1,168","2,387",841,"2,774","1,033","3,908","5,425","4,504","1,747",324,
2021년01월_계_60~69세,"41,412","1,267","4,422","2,068","3,668",838,"1,333","1,140",995,759,"2,414","1,344","1,089","1,063","1,459","2,681","1,069","1,785","1,140","2,306","3,014","3,413","1,755",390,
2021년01월_계_70~79세,"24,600",931,"2,937","1,470","1,945",612,744,821,644,663,"1,153",903,724,754,993,"1,786",824,931,791,924,"1,184","1,547","1,059",260,
2021년01월_계_80~89세,"13,100",526,"1,637",850,"1,107",425,400,576,388,368,622,566,381,331,436,653,516,478,425,474,610,645,566,120,
2021년01월_계_90~99세,"1,762",73,176,111,158,64,79,62,51,42,83,84,45,36,69,87,59,64,66,71,90,79,92,21,
2021년01월_계_100세 이상,90,3,12,7,8,3,2,3,1,2,0,2,1,7,12,2,8,1,1,5,2,1,5,2,
2021년01월_남_총인구수,"126,853","2,737","12,375","4,833","10,939","2,261","3,344","2,362","1,620","1,598","10,790","3,212","2,986","2,613","3,166","6,937","2,345","7,454","2,902","11,298","14,076","11,330","4,789",886,
2021년01월_남_연령구간인구수,"126,853","2,737","12,375","4,833","10,939","2,261","3,344","2,362","1,620","1,598","10,790","3,212","2,986","2,613","3,166","6,937","2,345","7,454","2,902","11,298","14,076","11,330","4,789",886,
2021년01월_남_0~9세,"8,241",77,610,185,620,118,145,49,30,25,"1,268",88,143,104,70,249,44,608,177,"1,402","1,233",642,328,26,
2021년01월_남_10~19세,"10,903",109,"1,048",286,607,117,168,106,47,86,"1,231",172,166,174,179,438,95,901,189,"1,280","1,963","1,194",304,43,
2021년01월_남_20~29세,"15,109",231,"1,346",456,"1,201",281,400,160,85,109,"1,232",292,310,305,349,"1,145",207,"1,067",289,"1,429","2,035","1,655",439,86,
2021년01월_남_30~39세,"13,513",193,961,390,"1,409",284,303,165,67,84,"1,506",223,325,282,318,755,168,763,254,"1,559","1,537","1,286",605,76,
2021년01월_남_40~49세,"19,060",387,"1,754",626,"1,662",252,426,233,112,181,"1,870",419,407,353,410,982,292,"1,239",402,"2,033","2,417","1,788",701,114,
2021년01월_남_50~59세,"24,210",560,"2,616",913,"2,271",383,739,494,306,326,"1,795",719,579,441,610,"1,176",471,"1,415",540,"1,896","2,678","2,196",913,173,
2021년01월_남_60~69세,"20,396",623,"2,176","1,018","1,916",435,667,599,519,366,"1,171",704,568,483,653,"1,164",538,877,545,"1,159","1,526","1,642",841,206,
2021년01월_남_70~79세,"10,934",372,"1,313",646,908,264,351,374,311,285,523,411,349,342,406,770,345,410,355,400,515,694,471,119,
2021년01월_남_80~89세,"4,123",170,515,291,311,117,130,166,134,129,187,160,127,121,151,243,169,162,136,125,160,213,170,36,
2021년01월_남_90~99세,342,14,34,21,30,9,15,15,9,6,7,24,12,6,17,14,13,12,15,15,12,19,17,6,
2021년01월_남_100세 이상,22,1,2,1,4,1,0,1,0,1,0,0,0,2,3,1,3,0,0,0,0,1,0,1,
2021년01월_여_총인구수,"126,622","2,748","12,579","4,699","9,736","2,064","2,962","2,335","1,656","1,603","11,107","3,108","2,747","2,656","3,387","7,074","2,401","7,417","3,004","11,530","14,615","11,341","4,963",890,
2021년01월_여_연령구간인구수,"126,622","2,748","12,579","4,699","9,736","2,064","2,962","2,335","1,656","1,603","11,107","3,108","2,747","2,656","3,387","7,074","2,401","7,417","3,004","11,530","14,615","11,341","4,963",890,
2021년01월_여_0~9세,"7,856",66,564,163,604,106,136,43,22,33,"1,155",105,141,102,94,197,44,584,179,"1,359","1,220",604,312,23,
2021년01월_여_10~19세,"9,956",104,"1,007",229,537,70,159,94,44,37,"1,218",162,162,143,150,407,101,789,148,"1,250","1,740","1,064",290,51,
2021년01월_여_20~29세,"11,676",141,999,263,865,171,203,115,55,69,"1,080",214,225,229,286,878,140,851,199,"1,129","1,729","1,338",407,90,
2021년01월_여_30~39세,"11,809",138,831,285,979,187,209,92,66,65,"1,531",156,265,224,234,536,120,703,268,"1,617","1,642","1,075",533,53,
2021년01월_여_40~49세,"17,536",224,"1,602",428,"1,146",132,286,163,82,120,"1,943",304,297,285,326,828,218,"1,333",345,"2,082","2,850","1,836",609,97,
2021년01월_여_50~59세,"22,642",455,"2,432",802,"1,888",282,574,381,281,232,"1,796",567,473,436,558,"1,211",370,"1,359",493,"2,012","2,747","2,308",834,151,
2021년01월_여_60~69세,"21,016",644,"2,246","1,050","1,752",403,666,541,476,393,"1,243",640,521,580,806,"1,517",531,908,595,"1,147","1,488","1,771",914,184,
2021년01월_여_70~79세,"13,666",559,"1,624",824,"1,037",348,393,447,333,378,630,492,375,412,587,"1,016",479,521,436,524,669,853,588,141,
2021년01월_여_80~89세,"8,977",356,"1,122",559,796,308,270,410,254,239,435,406,254,210,285,410,347,316,289,349,450,432,396,84,
2021년01월_여_90~99세,"1,420",59,142,90,128,55,64,47,42,36,76,60,33,30,52,73,46,52,51,56,78,60,75,15,
2021년01월_여_100세 이상,68,2,10,6,4,2,2,2,1,1,0,2,1,5,9,1,5,1,1,5,2,0,5,1,
2021년02월_계_총인구수,"253,579","5,510","24,864","9,552","21,057","4,298","6,282","4,711","3,280","3,221","21,830","6,300","5,714","5,268","6,538","13,932","4,722","14,788","5,876","23,131","28,587","22,604","9,741","1,773",
2021년02월_계_연령구간인구수,"253,579","5,510","24,864","9,552","21,057","4,298","6,282","4,711","3,280","3,221","21,830","6,300","5,714","5,268","6,538","13,932","4,722","14,788","5,876","23,131","28,587","22,604","9,741","1,773",
2021년02월_계_0~9세,"16,056",144,"1,163",343,"1,276",208,278,98,52,61,"2,402",192,281,202,164,437,91,"1,160",351,"2,811","2,429","1,217",647,49,
2021년02월_계_10~19세,"20,826",229,"2,021",529,"1,176",192,328,197,89,129,"2,423",329,318,317,327,831,200,"1,667",335,"2,562","3,686","2,250",596,95,
2021년02월_계_20~29세,"26,574",376,"2,321",717,"2,098",444,593,273,137,178,"2,309",501,534,540,629,"1,983",338,"1,884",478,"2,552","3,717","2,974",822,176,
2021년02월_계_30~39세,"25,217",330,"1,783",670,"2,455",466,505,254,132,155,"2,984",370,579,501,544,"1,266",280,"1,455",511,"3,244","3,157","2,321","1,130",125,
2021년02월_계_40~49세,"36,661",613,"3,320","1,060","2,882",378,703,398,192,299,"3,817",718,708,641,745,"1,802",512,"2,544",751,"4,191","5,249","3,616","1,310",212,
2021년02월_계_50~59세,"46,885","1,005","5,043","1,703","4,225",665,"1,304",868,593,561,"3,609","1,272","1,046",872,"1,166","2,372",829,"2,795","1,019","3,943","5,420","4,509","1,747",319,
2021년02월_계_60~69세,"41,659","1,274","4,441","2,085","3,704",841,"1,339","1,145","1,001",759,"2,421","1,351","1,092","1,064","1,447","2,690","1,073","1,796","1,146","2,349","3,044","3,439","1,762",396,
2021년02월_계_70~79세,"24,632",932,"2,937","1,468","1,963",607,747,829,646,662,"1,153",908,724,750,998,"1,796",809,939,791,931,"1,181","1,547","1,056",258,
2021년02월_계_80~89세,"13,198",530,"1,642",857,"1,110",427,405,581,386,370,628,573,385,339,439,664,523,482,429,476,610,649,573,120,
2021년02월_계_90~99세,"1,776",74,181,113,160,66,78,65,51,45,83,84,46,35,67,89,58,65,63,68,92,80,92,21,
2021년02월_계_100세 이상,95,3,12,7,8,4,2,3,1,2,1,2,1,7,12,2,9,1,2,4,2,2,6,2,
2021년02월_남_총인구수,"126,929","2,761","12,323","4,848","11,129","2,252","3,337","2,364","1,628","1,602","10,778","3,196","2,981","2,611","3,166","6,905","2,337","7,411","2,887","11,425","14,016","11,297","4,790",885,
2021년02월_남_연령구간인구수,"126,929","2,761","12,323","4,848","11,129","2,252","3,337","2,364","1,628","1,602","10,778","3,196","2,981","2,611","3,166","6,905","2,337","7,411","2,887","11,425","14,016","11,297","4,790",885,
2021년02월_남_0~9세,"8,203",78,600,185,645,110,145,52,29,27,"1,262",87,142,101,72,243,47,589,176,"1,416","1,218",624,329,26,
2021년02월_남_10~19세,"10,906",118,"1,035",298,629,122,168,103,48,88,"1,234",169,158,176,180,433,97,889,183,"1,290","1,949","1,188",307,44,
2021년02월_남_20~29세,"14,984",235,"1,319",451,"1,210",280,393,162,85,107,"1,235",291,310,305,346,"1,117",206,"1,048",282,"1,419","2,014","1,653",430,86,
2021년02월_남_30~39세,"13,478",194,958,390,"1,441",278,301,157,67,85,"1,487",219,320,283,313,748,165,763,250,"1,595","1,525","1,266",597,76,
2021년02월_남_40~49세,"19,093",387,"1,741",621,"1,698",249,418,234,113,177,"1,866",414,409,351,416,983,287,"1,230",406,"2,074","2,412","1,794",700,113,
2021년02월_남_50~59세,"24,214",557,"2,614",907,"2,305",386,741,488,310,329,"1,799",706,584,440,606,"1,169",462,"1,421",535,"1,906","2,668","2,189",920,172,
2021년02월_남_60~69세,"20,532",628,"2,178","1,032","1,943",436,670,602,522,365,"1,175",707,569,483,648,"1,174",542,881,548,"1,181","1,539","1,655",846,208,
2021년02월_남_70~79세,"10,986",376,"1,319",649,916,265,354,381,312,285,526,415,348,340,414,776,346,413,354,404,510,695,471,117,
2021년02월_남_80~89세,"4,162",174,522,292,308,116,132,168,133,131,187,164,128,124,151,246,168,165,138,126,168,213,172,36,
2021년02월_남_90~99세,348,13,35,22,30,9,15,16,9,7,6,24,13,6,17,15,14,12,15,14,13,19,18,6,
2021년02월_남_100세 이상,23,1,2,1,4,1,0,1,0,1,1,0,0,2,3,1,3,0,0,0,0,1,0,1,
2021년02월_여_총인구수,"126,650","2,749","12,541","4,704","9,928","2,046","2,945","2,347","1,652","1,619","11,052","3,104","2,733","2,657","3,372","7,027","2,385","7,377","2,989","11,706","14,571","11,307","4,951",888,
2021년02월_여_연령구간인구수,"126,650","2,749","12,541","4,704","9,928","2,046","2,945","2,347","1,652","1,619","11,052","3,104","2,733","2,657","3,372","7,027","2,385","7,377","2,989","11,706","14,571","11,307","4,951",888,
2021년02월_여_0~9세,"7,853",66,563,158,631,98,133,46,23,34,"1,140",105,139,101,92,194,44,571,175,"1,395","1,211",593,318,23,
2021년02월_여_10~19세,"9,920",111,986,231,547,70,160,94,41,41,"1,189",160,160,141,147,398,103,778,152,"1,272","1,737","1,062",289,51,
2021년02월_여_20~29세,"11,590",141,"1,002",266,888,164,200,111,52,71,"1,074",210,224,235,283,866,132,836,196,"1,133","1,703","1,321",392,90,
2021년02월_여_30~39세,"11,739",136,825,280,"1,014",188,204,97,65,70,"1,497",151,259,218,231,518,115,692,261,"1,649","1,632","1,055",533,49,
2021년02월_여_40~49세,"17,568",226,"1,579",439,"1,184",129,285,164,79,122,"1,951",304,299,290,329,819,225,"1,314",345,"2,117","2,837","1,822",610,99,
2021년02월_여_50~59세,"22,671",448,"2,429",796,"1,920",279,563,380,283,232,"1,810",566,462,432,560,"1,203",367,"1,374",484,"2,037","2,752","2,320",827,147,
2021년02월_여_60~69세,"21,127",646,"2,263","1,053","1,761",405,669,543,479,394,"1,246",644,523,581,799,"1,516",531,915,598,"1,168","1,505","1,784",916,188,
2021년02월_여_70~79세,"13,646",556,"1,618",819,"1,047",342,393,448,334,377,627,493,376,410,584,"1,020",463,526,437,527,671,852,585,141,
2021년02월_여_80~89세,"9,036",356,"1,120",565,802,311,273,413,253,239,441,409,257,215,288,418,355,317,291,350,442,436,401,84,
2021년02월_여_90~99세,"1,428",61,146,91,130,57,63,49,42,38,77,60,33,29,50,74,44,53,48,54,79,61,74,15,
2021년02월_여_100세 이상,72,2,10,6,4,3,2,2,1,1,0,2,1,5,9,1,6,1,2,4,2,1,6,1,
2021년03월_계_총인구수,"252,911","5,437","24,688","9,434","21,400","4,278","6,284","4,708","3,254","3,187","21,783","6,220","5,708","5,182","6,468","13,894","4,673","14,776","5,829","23,282","28,507","22,469","9,708","1,742",
2021년03월_계_연령구간인구수,"252,911","5,437","24,688","9,434","21,400","4,278","6,284","4,708","3,254","3,187","21,783","6,220","5,708","5,182","6,468","13,894","4,673","14,776","5,829","23,282","28,507","22,469","9,708","1,742",
2021년03월_계_0~9세,"16,013",143,"1,140",338,"1,308",214,268,97,51,58,"2,387",193,274,200,169,430,96,"1,156",357,"2,813","2,419","1,204",652,46,
2021년03월_계_10~19세,"20,705",227,"2,017",520,"1,186",186,325,199,86,131,"2,419",316,318,315,321,821,197,"1,653",324,"2,578","3,655","2,225",592,94,
2021년03월_계_20~29세,"26,452",361,"2,288",705,"2,143",447,597,274,134,173,"2,283",488,535,528,623,"1,977",340,"1,886",468,"2,578","3,679","2,953",819,173,
2021년03월_계_30~39세,"25,080",324,"1,743",662,"2,511",456,498,251,124,149,"2,971",359,580,492,539,"1,255",277,"1,446",513,"3,274","3,150","2,279","1,105",122,
2021년03월_계_40~49세,"36,501",605,"3,307","1,035","2,934",372,706,398,192,289,"3,789",710,708,635,739,"1,790",492,"2,523",742,"4,217","5,203","3,592","1,317",206,
2021년03월_계_50~59세,"46,680",984,"4,991","1,674","4,291",659,"1,303",862,578,562,"3,606","1,241","1,034",842,"1,151","2,365",823,"2,796","1,012","3,963","5,407","4,486","1,731",319,
2021년03월_계_60~69세,"41,848","1,261","4,436","2,076","3,770",843,"1,350","1,141","1,007",755,"2,465","1,354","1,103","1,062","1,437","2,684","1,066","1,825","1,133","2,380","3,087","3,441","1,780",392,
2021년03월_계_70~79세,"24,623",932,"2,933","1,458","1,985",607,748,832,649,647,"1,157",901,723,745,982,"1,804",799,943,790,933,"1,200","1,550","1,052",253,
2021년03월_계_80~89세,"13,192",522,"1,643",857,"1,108",425,407,584,384,377,623,577,387,331,445,676,515,484,423,473,611,656,566,118,
2021년03월_계_90~99세,"1,753",75,180,105,159,65,80,67,49,44,82,79,45,32,60,90,59,63,65,69,95,81,91,18,
2021년03월_계_100세 이상,64,3,10,4,5,4,2,3,0,2,1,2,1,0,2,2,9,1,2,4,1,2,3,1,
2021년03월_남_총인구수,"126,619","2,731","12,226","4,799","11,308","2,243","3,330","2,362","1,610","1,583","10,755","3,153","2,980","2,570","3,139","6,889","2,318","7,404","2,870","11,513","13,969","11,220","4,785",862,
2021년03월_남_연령구간인구수,"126,619","2,731","12,226","4,799","11,308","2,243","3,330","2,362","1,610","1,583","10,755","3,153","2,980","2,570","3,139","6,889","2,318","7,404","2,870","11,513","13,969","11,220","4,785",862,
2021년03월_남_0~9세,"8,183",77,590,183,660,113,138,54,30,24,"1,251",86,139,100,75,242,50,589,178,"1,419","1,217",616,329,23,
2021년03월_남_10~19세,"10,828",118,"1,028",292,638,118,162,103,47,91,"1,227",161,159,176,176,429,96,876,177,"1,306","1,931","1,172",301,44,
2021년03월_남_20~29세,"14,915",227,"1,304",443,"1,229",283,394,160,81,102,"1,220",283,310,297,346,"1,111",207,"1,052",281,"1,430","1,992","1,653",425,85,
