카테고리,경상북도 울진군,경상북도 울진군 울진읍,경상북도 울진군 평해읍,경상북도 울진군 북면,경상북도 울진군 북면하당출장소,경상북도 울진군 근남면,경상북도 울진군 기성면,경상북도 울진군 온정면,경상북도 울진군 죽변면,경상북도 울진군 후포면,경상북도 울진군 금강송면,경상북도 울진군 매화면
2021년07월_계_연령구간인구수,"48,175","13,921","2,781","6,666",699,"2,756","2,518","1,722","6,373","7,458","1,267","2,014"
2021년07월_계_0~9세,"2,788","1,048",56,760,6,99,57,48,293,353,22,46
2021년07월_계_10~19세,"3,621","1,602",215,469,23,118,88,60,380,547,39,80
2021년07월_계_20~29세,"4,400","1,587",167,732,45,197,173,96,656,613,36,98
2021년07월_계_30~39세,"4,119","1,334",151,"1,062",26,170,127,58,551,526,35,79
2021년07월_계_40~49세,"6,063","2,281",217,968,62,277,150,139,794,916,103,156
2021년07월_계_50~59세,"8,390","2,388",446,"1,044",138,495,407,260,"1,230","1,349",294,339
2021년07월_계_60~69세,"8,666","1,833",567,827,155,605,597,398,"1,280","1,626",323,455
2021년07월_계_70~79세,"5,539","1,066",502,455,124,376,436,331,691,982,223,353
2021년07월_계_80~89세,"3,891",666,390,303,104,354,395,283,434,452,171,339
2021년07월_계_90~99세,684,114,68,43,16,64,88,49,61,93,20,68
2021년07월_계_100세 이상,14,2,2,3,0,1,0,0,3,1,1,1
2021년07월_남_총인구수,"24,193","7,050","1,333","3,523",362,"1,385","1,208",830,"3,272","3,658",626,946
2021년07월_남_연령구간인구수,"24,193","7,050","1,333","3,523",362,"1,385","1,208",830,"3,272","3,658",626,946
2021년07월_남_0~9세,"1,443",553,32,386,4,57,29,22,144,183,12,21
2021년07월_남_10~19세,"1,943",841,151,246,12,61,40,35,206,290,22,39
2021년07월_남_20~29세,"2,625",922,98,449,26,110,118,58,401,362,24,57
2021년07월_남_30~39세,"2,260",706,84,567,19,104,80,35,316,275,22,52
2021년07월_남_40~49세,"3,314","1,139",129,548,43,170,87,78,461,504,53,102
2021년07월_남_50~59세,"4,597","1,267",245,604,90,291,231,152,667,692,160,198
2021년07월_남_60~69세,"4,296",926,262,418,84,308,301,202,641,757,172,225
2021년07월_남_70~79세,"2,416",459,198,214,49,159,187,142,313,438,103,154
2021년07월_남_80~89세,"1,183",221,119,89,34,114,120,96,112,139,49,90
2021년07월_남_90~99세,116,16,15,2,1,11,15,10,11,18,9,8
2021년07월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0
2021년07월_여_총인구수,"23,982","6,871","1,448","3,143",337,"1,371","1,310",892,"3,101","3,800",641,"1,068"
2021년07월_여_연령구간인구수,"23,982","6,871","1,448","3,143",337,"1,371","1,310",892,"3,101","3,800",641,"1,068"
2021년07월_여_0~9세,"1,345",495,24,374,2,42,28,26,149,170,10,25
2021년07월_여_10~19세,"1,678",761,64,223,11,57,48,25,174,257,17,41
2021년07월_여_20~29세,"1,775",665,69,283,19,87,55,38,255,251,12,41
2021년07월_여_30~39세,"1,859",628,67,495,7,66,47,23,235,251,13,27
2021년07월_여_40~49세,"2,749","1,142",88,420,19,107,63,61,333,412,50,54
2021년07월_여_50~59세,"3,793","1,121",201,440,48,204,176,108,563,657,134,141
2021년07월_여_60~69세,"4,370",907,305,409,71,297,296,196,639,869,151,230
2021년07월_여_70~79세,"3,123",607,304,241,75,217,249,189,378,544,120,199
2021년07월_여_80~89세,"2,708",445,271,214,70,240,275,187,322,313,122,249
2021년07월_여_90~99세,568,98,53,41,15,53,73,39,50,75,11,60
2021년07월_여_100세 이상,14,2,2,3,0,1,0,0,3,1,1,1
2021년08월_계_총인구수,"48,125","13,907","2,773","6,670",691,"2,762","2,517","1,721","6,355","7,446","1,266","2,017"
2021년08월_계_연령구간인구수,"48,125","13,907","2,773","6,670",691,"2,762","2,517","1,721","6,355","7,446","1,266","2,017"
2021년08월_계_0~9세,"2,797","1,047",57,762,6,105,55,47,293,353,22,50
2021년08월_계_10~19세,"3,599","1,594",208,467,22,117,91,63,377,546,35,79
2021년08월_계_20~29세,"4,354","1,566",166,734,42,192,166,93,650,611,36,98
2021년08월_계_30~39세,"4,116","1,340",154,"1,056",25,171,124,57,548,526,36,79
2021년08월_계_40~49세,"6,071","2,275",213,975,61,279,150,140,804,912,104,158
2021년08월_계_50~59세,"8,350","2,393",443,"1,044",138,488,408,264,"1,212","1,331",294,335
2021년08월_계_60~69세,"8,709","1,843",571,827,154,612,600,397,"1,282","1,636",326,461
2021년08월_계_70~79세,"5,551","1,072",501,457,124,379,438,331,691,982,222,354
2021년08월_계_80~89세,"3,877",662,387,305,103,354,394,279,434,457,169,333
2021년08월_계_90~99세,686,112,71,41,16,64,90,50,61,91,21,69
2021년08월_계_100세 이상,15,3,2,2,0,1,1,0,3,1,1,1
2021년08월_남_총인구수,"24,146","7,040","1,329","3,525",357,"1,386","1,203",827,"3,260","3,645",622,952
2021년08월_남_연령구간인구수,"24,146","7,040","1,329","3,525",357,"1,386","1,203",827,"3,260","3,645",622,952
2021년08월_남_0~9세,"1,449",553,33,387,4,58,28,21,146,183,12,24
2021년08월_남_10~19세,"1,929",834,145,243,12,61,42,37,206,292,18,39
2021년08월_남_20~29세,"2,584",907,99,448,23,107,113,55,395,355,24,58
2021년08월_남_30~39세,"2,251",707,85,564,18,102,77,34,314,276,23,51
2021년08월_남_40~49세,"3,318","1,140",128,555,42,172,86,76,465,499,53,102
2021년08월_남_50~59세,"4,576","1,267",246,604,91,286,231,156,655,684,159,197
2021년08월_남_60~69세,"4,328",933,262,419,83,313,303,203,642,765,174,231
2021년08월_남_70~79세,"2,421",463,198,216,49,162,187,143,313,432,103,155
2021년08월_남_80~89세,"1,173",221,117,88,34,114,120,92,112,141,47,87
2021년08월_남_90~99세,117,15,16,1,1,11,16,10,12,18,9,8
2021년08월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0
2021년08월_여_총인구수,"23,979","6,867","1,444","3,145",334,"1,376","1,314",894,"3,095","3,801",644,"1,065"
2021년08월_여_연령구간인구수,"23,979","6,867","1,444","3,145",334,"1,376","1,314",894,"3,095","3,801",644,"1,065"
2021년08월_여_0~9세,"1,348",494,24,375,2,47,27,26,147,170,10,26
2021년08월_여_10~19세,"1,670",760,63,224,10,56,49,26,171,254,17,40
2021년08월_여_20~29세,"1,770",659,67,286,19,85,53,38,255,256,12,40
2021년08월_여_30~39세,"1,865",633,69,492,7,69,47,23,234,250,13,28
2021년08월_여_40~49세,"2,753","1,135",85,420,19,107,64,64,339,413,51,56
2021년08월_여_50~59세,"3,774","1,126",197,440,47,202,177,108,557,647,135,138
2021년08월_여_60~69세,"4,381",910,309,408,71,299,297,194,640,871,152,230
2021년08월_여_70~79세,"3,130",609,303,241,75,217,251,188,378,550,119,199
2021년08월_여_80~89세,"2,704",441,270,217,69,240,274,187,322,316,122,246
2021년08월_여_90~99세,569,97,55,40,15,53,74,40,49,73,12,61
2021년08월_여_100세 이상,15,3,2,2,0,1,1,0,3,1,1,1
2021년09월_계_총인구수,"47,969","13,864","2,756","6,652",688,"2,747","2,492","1,707","6,336","7,435","1,267","2,025"
2021년09월_계_연령구간인구수,"47,969","13,864","2,756","6,652",688,"2,747","2,492","1,707","6,336","7,435","1,267","2,025"
2021년09월_계_0~9세,"2,777","1,040",56,756,6,106,50,46,293,353,22,49
2021년09월_계_10~19세,"3,578","1,585",204,463,22,114,93,62,374,544,34,83
2021년09월_계_20~29세,"4,269","1,549",156,729,42,180,156,90,638,596,37,96
2021년09월_계_30~39세,"4,095","1,336",154,"1,055",24,171,125,52,534,528,35,81
2021년09월_계_40~49세,"6,040","2,264",209,969,59,278,145,140,805,911,105,155
2021년09월_계_50~59세,"8,340","2,393",439,"1,042",137,492,404,262,"1,211","1,326",293,341
2021년09월_계_60~69세,"8,752","1,846",579,834,156,611,603,397,"1,291","1,643",328,464
2021년09월_계_70~79세,"5,553","1,079",500,459,123,377,435,332,689,987,219,353
2021년09월_계_80~89세,"3,871",661,386,301,104,354,393,277,438,456,172,329
2021년09월_계_90~99세,680,109,71,41,15,63,87,49,61,90,21,73
2021년09월_계_100세 이상,14,2,2,3,0,1,1,0,2,1,1,1
2021년09월_남_총인구수,"24,058","7,015","1,322","3,522",356,"1,376","1,186",821,"3,254","3,625",624,957
2021년09월_남_연령구간인구수,"24,058","7,015","1,322","3,522",356,"1,376","1,186",821,"3,254","3,625",624,957
2021년09월_남_0~9세,"1,445",551,33,385,4,60,26,21,149,181,12,23
2021년09월_남_10~19세,"1,916",829,142,242,12,60,42,36,204,290,17,42
2021년09월_남_20~29세,"2,533",898,93,448,23,100,105,54,390,341,24,57
2021년09월_남_30~39세,"2,239",706,85,566,17,101,79,31,303,276,23,52
2021년09월_남_40~49세,"3,302","1,134",128,551,41,172,82,77,464,498,54,101
2021년09월_남_50~59세,"4,574","1,265",245,602,91,287,228,156,662,679,160,199
2021년09월_남_60~69세,"4,343",928,264,423,83,311,305,203,646,769,176,235
2021년09월_남_70~79세,"2,430",470,200,217,50,161,187,144,313,434,100,154
2021년09월_남_80~89세,"1,164",220,117,87,34,113,118,89,112,139,49,86
2021년09월_남_90~99세,112,14,15,1,1,11,14,10,11,18,9,8
2021년09월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0
2021년09월_여_총인구수,"23,911","6,849","1,434","3,130",332,"1,371","1,306",886,"3,082","3,810",643,"1,068"
2021년09월_여_연령구간인구수,"23,911","6,849","1,434","3,130",332,"1,371","1,306",886,"3,082","3,810",643,"1,068"
2021년09월_여_0~9세,"1,332",489,23,371,2,46,24,25,144,172,10,26
2021년09월_여_10~19세,"1,662",756,62,221,10,54,51,26,170,254,17,41
2021년09월_여_20~29세,"1,736",651,63,281,19,80,51,36,248,255,13,39
2021년09월_여_30~39세,"1,856",630,69,489,7,70,46,21,231,252,12,29
2021년09월_여_40~49세,"2,738","1,130",81,418,18,106,63,63,341,413,51,54
2021년09월_여_50~59세,"3,766","1,128",194,440,46,205,176,106,549,647,133,142
2021년09월_여_60~69세,"4,409",918,315,411,73,300,298,194,645,874,152,229
2021년09월_여_70~79세,"3,123",609,300,242,73,216,248,188,376,553,119,199
2021년09월_여_80~89세,"2,707",441,269,214,70,241,275,188,326,317,123,243
2021년09월_여_90~99세,568,95,56,40,14,52,73,39,50,72,12,65
2021년09월_여_100세 이상,14,2,2,3,0,1,1,0,2,1,1,1
2021년10월_계_총인구수,"47,941","13,873","2,748","6,653",685,"2,748","2,478","1,696","6,323","7,438","1,273","2,026"
2021년10월_계_연령구간인구수,"47,941","13,873","2,748","6,653",685,"2,748","2,478","1,696","6,323","7,438","1,273","2,026"
2021년10월_계_0~9세,"2,762","1,031",53,751,6,106,50,44,296,356,21,48
2021년10월_계_10~19세,"3,566","1,591",202,461,20,114,93,60,365,541,36,83
2021년10월_계_20~29세,"4,276","1,545",159,724,43,181,155,91,646,601,37,94
2021년10월_계_30~39세,"4,087","1,341",156,"1,050",23,171,120,50,537,521,38,80
2021년10월_계_40~49세,"6,017","2,255",205,976,58,279,139,136,791,916,106,156
2021년10월_계_50~59세,"8,324","2,401",434,"1,048",136,491,404,262,"1,204","1,318",291,335
2021년10월_계_60~69세,"8,778","1,858",583,838,158,607,596,395,"1,295","1,645",332,471
2021년10월_계_70~79세,"5,556","1,074",497,460,121,379,439,333,690,991,218,354
2021년10월_계_80~89세,"3,875",665,383,300,105,357,394,276,438,456,172,329
2021년10월_계_90~99세,688,110,74,41,15,63,88,48,61,92,21,75
2021년10월_계_100세 이상,12,2,2,4,0,0,0,1,0,1,1,1
2021년10월_남_총인구수,"24,052","7,025","1,317","3,518",353,"1,381","1,181",815,"3,247","3,632",627,956
2021년10월_남_연령구간인구수,"24,052","7,025","1,317","3,518",353,"1,381","1,181",815,"3,247","3,632",627,956
2021년10월_남_0~9세,"1,434",547,32,381,4,61,26,20,148,180,12,23
2021년10월_남_10~19세,"1,903",831,138,240,10,60,43,35,198,289,18,41
2021년10월_남_20~29세,"2,539",896,93,442,24,104,105,54,395,349,23,54
2021년10월_남_30~39세,"2,246",713,88,569,17,98,77,30,306,272,25,51
2021년10월_남_40~49세,"3,284","1,128",125,552,41,173,76,74,458,501,54,102
2021년10월_남_50~59세,"4,564","1,269",242,605,89,286,231,155,658,674,160,195
2021년10월_남_60~69세,"4,366",935,268,424,84,312,302,202,649,772,177,241
2021년10월_남_70~79세,"2,439",472,198,217,49,162,188,147,314,439,99,154
2021년10월_남_80~89세,"1,162",220,118,86,34,114,118,88,110,137,50,87
2021년10월_남_90~99세,115,14,15,2,1,11,15,10,11,19,9,8
2021년10월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0
2021년10월_여_총인구수,"23,889","6,848","1,431","3,135",332,"1,367","1,297",881,"3,076","3,806",646,"1,070"
2021년10월_여_연령구간인구수,"23,889","6,848","1,431","3,135",332,"1,367","1,297",881,"3,076","3,806",646,"1,070"
2021년10월_여_0~9세,"1,328",484,21,370,2,45,24,24,148,176,9,25
2021년10월_여_10~19세,"1,663",760,64,221,10,54,50,25,167,252,18,42
2021년10월_여_20~29세,"1,737",649,66,282,19,77,50,37,251,252,14,40
2021년10월_여_30~39세,"1,841",628,68,481,6,73,43,20,231,249,13,29
2021년10월_여_40~49세,"2,733","1,127",80,424,17,106,63,62,333,415,52,54
2021년10월_여_50~59세,"3,760","1,132",192,443,47,205,173,107,546,644,131,140
2021년10월_여_60~69세,"4,412",923,315,414,74,295,294,193,646,873,155,230
2021년10월_여_70~79세,"3,117",602,299,243,72,217,251,186,376,552,119,200
2021년10월_여_80~89세,"2,713",445,265,214,71,243,276,188,328,319,122,242
2021년10월_여_90~99세,573,96,59,39,14,52,73,38,50,73,12,67
2021년10월_여_100세 이상,12,2,2,4,0,0,0,1,0,1,1,1
2021년11월_계_총인구수,"47,928","13,881","2,740","6,668",685,"2,747","2,474","1,695","6,313","7,435","1,276","2,014"
2021년11월_계_연령구간인구수,"47,928","13,881","2,740","6,668",685,"2,747","2,474","1,695","6,313","7,435","1,276","2,014"
2021년11월_계_0~9세,"2,760","1,026",51,754,5,109,50,44,300,351,21,49
2021년11월_계_10~19세,"3,552","1,587",199,459,20,114,94,62,361,541,36,79
2021년11월_계_20~29세,"4,275","1,557",162,718,43,180,154,89,641,600,37,94
2021년11월_계_30~39세,"4,081","1,331",152,"1,065",25,169,119,49,529,523,38,81
2021년11월_계_40~49세,"6,004","2,236",202,966,58,284,143,138,796,919,107,155
2021년11월_계_50~59세,"8,336","2,414",438,"1,057",133,492,401,261,"1,203","1,315",291,331
2021년11월_계_60~69세,"8,794","1,874",578,846,162,607,596,394,"1,296","1,642",334,465
2021년11월_계_70~79세,"5,539","1,068",499,458,121,375,435,335,687,990,219,352
2021년11월_계_80~89세,"3,882",672,383,301,103,354,393,272,439,461,172,332
2021년11월_계_90~99세,695,114,75,41,15,63,89,50,61,92,20,75
2021년11월_계_100세 이상,10,2,1,3,0,0,0,1,0,1,1,1
2021년11월_남_총인구수,"24,056","7,013","1,308","3,531",354,"1,385","1,181",816,"3,254","3,632",628,954
2021년11월_남_연령구간인구수,"24,056","7,013","1,308","3,531",354,"1,385","1,181",816,"3,254","3,632",628,954
2021년11월_남_0~9세,"1,425",536,28,382,3,65,25,21,151,178,12,24
2021년11월_남_10~19세,"1,895",825,136,241,10,61,43,36,197,290,18,38
2021년11월_남_20~29세,"2,538",905,91,433,24,106,106,52,393,350,23,55
2021년11월_남_30~39세,"2,253",708,85,582,19,99,78,29,306,271,25,51
2021년11월_남_40~49세,"3,282","1,121",123,546,40,174,78,77,463,505,55,100
2021년11월_남_50~59세,"4,569","1,269",247,611,87,286,230,154,659,673,159,194
2021년11월_남_60~69세,"4,388",944,266,429,88,313,303,202,650,771,180,242
2021년11월_남_70~79세,"2,429",468,199,217,49,159,188,148,315,437,96,153
2021년11월_남_80~89세,"1,159",222,118,87,33,111,116,85,109,138,51,89
2021년11월_남_90~99세,118,15,15,3,1,11,14,12,11,19,9,8
2021년11월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0
2021년11월_여_총인구수,"23,872","6,868","1,432","3,137",331,"1,362","1,293",879,"3,059","3,803",648,"1,060"
2021년11월_여_연령구간인구수,"23,872","6,868","1,432","3,137",331,"1,362","1,293",879,"3,059","3,803",648,"1,060"
2021년11월_여_0~9세,"1,335",490,23,372,2,44,25,23,149,173,9,25
2021년11월_여_10~19세,"1,657",762,63,218,10,53,51,26,164,251,18,41
2021년11월_여_20~29세,"1,737",652,71,285,19,74,48,37,248,250,14,39
2021년11월_여_30~39세,"1,828",623,67,483,6,70,41,20,223,252,13,30
2021년11월_여_40~49세,"2,722","1,115",79,420,18,110,65,61,333,414,52,55
2021년11월_여_50~59세,"3,767","1,145",191,446,46,206,171,107,544,642,132,137
2021년11월_여_60~69세,"4,406",930,312,417,74,294,293,192,646,871,154,223
2021년11월_여_70~79세,"3,110",600,300,241,72,216,247,187,372,553,123,199
2021년11월_여_80~89세,"2,723",450,265,214,70,243,277,187,330,323,121,243
2021년11월_여_90~99세,577,99,60,38,14,52,75,38,50,73,11,67
2021년11월_여_100세 이상,10,2,1,3,0,0,0,1,0,1,1,1
2021년12월_계_총인구수,"47,858","13,878","2,721","6,681",679,"2,740","2,482","1,693","6,287","7,410","1,280","2,007"
2021년12월_계_연령구간인구수,"47,858","13,878","2,721","6,681",679,"2,740","2,482","1,693","6,287","7,410","1,280","2,007"
2021년12월_계_0~9세,"2,725","1,023",48,757,5,107,48,42,288,342,21,44
2021년12월_계_10~19세,"3,559","1,603",194,459,20,112,96,65,359,538,35,78
2021년12월_계_20~29세,"4,253","1,536",164,720,42,182,159,89,634,595,39,93
2021년12월_계_30~39세,"4,076","1,335",147,"1,071",24,163,118,50,526,525,39,78
2021년12월_계_40~49세,"5,986","2,233",203,968,58,288,140,134,790,915,105,152
2021년12월_계_50~59세,"8,320","2,419",435,"1,050",132,485,401,263,"1,196","1,312",294,333
2021년12월_계_60~69세,"8,814","1,871",575,850,161,612,606,390,"1,307","1,636",337,469
2021년12월_계_70~79세,"5,534","1,066",495,459,120,376,434,339,687,992,217,349
2021년12월_계_80~89세,"3,883",675,383,303,104,351,395,266,436,462,173,335
2021년12월_계_90~99세,695,114,76,40,13,64,84,54,64,92,19,75
2021년12월_계_100세 이상,13,3,1,4,0,0,1,1,0,1,1,1
2021년12월_남_총인구수,"24,026","7,018","1,297","3,534",351,"1,383","1,183",816,"3,244","3,619",630,951
2021년12월_남_연령구간인구수,"24,026","7,018","1,297","3,534",351,"1,383","1,183",816,"3,244","3,619",630,951
2021년12월_남_0~9세,"1,406",533,26,384,3,66,24,19,146,173,12,20
2021년12월_남_10~19세,"1,897",834,132,238,10,59,45,38,194,291,18,38
2021년12월_남_20~29세,"2,525",891,91,437,23,107,109,50,393,346,24,54
2021년12월_남_30~39세,"2,255",719,82,584,18,97,75,31,304,271,25,49
2021년12월_남_40~49세,"3,271","1,117",123,549,40,175,75,76,460,505,53,98
2021년12월_남_50~59세,"4,570","1,273",246,603,87,281,232,156,657,675,161,199
2021년12월_남_60~69세,"4,390",943,262,430,86,316,307,200,656,764,183,243
2021년12월_남_70~79세,"2,429",466,202,218,49,161,186,150,312,437,95,153
2021년12월_남_80~89세,"1,161",226,118,88,34,110,116,83,109,137,51,89
2021년12월_남_90~99세,121,16,15,2,1,11,14,13,13,20,8,8
2021년12월_남_100세 이상,1,0,0,1,0,0,0,0,0,0,0,0
2021년12월_여_총인구수,"23,832","6,860","1,424","3,147",328,"1,357","1,299",877,"3,043","3,791",650,"1,056"
2021년12월_여_연령구간인구수,"23,832","6,860","1,424","3,147",328,"1,357","1,299",877,"3,043","3,791",650,"1,056"
2021년12월_여_0~9세,"1,319",490,22,373,2,41,24,23,142,169,9,24
2021년12월_여_10~19세,"1,662",769,62,221,10,53,51,27,165,247,17,40
2021년12월_여_20~29세,"1,728",645,73,283,19,75,50,39,241,249,15,39
2021년12월_여_30~39세,"1,821",616,65,487,6,66,43,19,222,254,14,29
2021년12월_여_40~49세,"2,715","1,116",80,419,18,113,65,58,330,410,52,54
2021년12월_여_50~59세,"3,750","1,146",189,447,45,204,169,107,539,637,133,134
2021년12월_여_60~69세,"4,424",928,313,420,75,296,299,190,651,872,154,226
2021년12월_여_70~79세,"3,105",600,293,241,71,215,248,189,375,555,122,196
2021년12월_여_80~89세,"2,722",449,265,215,70,241,279,183,327,325,122,246
2021년12월_여_90~99세,574,98,61,38,12,53,70,41,51,72,11,67
2021년12월_여_100세 이상,12,3,1,3,0,0,1,1,0,1,1,1
