카테고리,인천광역시 계양구,인천광역시 계양구 효성1동,인천광역시 계양구 효성2동,인천광역시 계양구 계산1동,인천광역시 계양구 계산2동,인천광역시 계양구 계산3동,인천광역시 계양구 계산4동,인천광역시 계양구 작전1동,인천광역시 계양구 작전2동,인천광역시 계양구 작전서운동,인천광역시 계양구 계양1동,인천광역시 계양구 계양2동,인천광역시 계양구 계양3동
2020년12월_여_90~99세,878,75,62,49,64,62,89,64,71,90,75,127,50
2020년12월_여_100세 이상,53,12,3,5,5,3,3,4,5,4,1,7,1
2021년01월_계_총인구수,"296,200","25,150","29,853","19,787","16,081","19,853","23,603","28,543","20,343","31,331","21,382","34,178","26,096"
2021년01월_계_연령구간인구수,"296,200","25,150","29,853","19,787","16,081","19,853","23,603","28,543","20,343","31,331","21,382","34,178","26,096"
2021년01월_계_0~9세,"18,320","1,322","1,936",807,623,943,"1,542","1,838","1,020","2,217","1,493","1,769","2,810"
2021년01월_계_10~19세,"26,532","2,289","2,750","1,270","1,002","1,587","2,581","2,776","1,441","3,383","1,813","2,771","2,869"
2021년01월_계_20~29세,"44,035","3,604","4,307","2,982","2,527","3,418","3,952","4,307","2,990","4,812","3,035","5,170","2,931"
2021년01월_계_30~39세,"37,684","2,803","3,569","2,536","2,077","2,877","2,634","3,580","2,841","3,996","2,622","4,378","3,771"
2021년01월_계_40~49세,"45,582","3,630","4,486","2,766","2,085","2,624","3,971","4,465","2,723","5,262","3,247","5,168","5,155"
2021년01월_계_50~59세,"60,501","5,242","6,082","4,274","3,502","4,396","5,272","5,756","4,157","6,407","4,238","7,128","4,047"
2021년01월_계_60~69세,"39,475","3,839","4,269","3,193","2,681","2,740","2,420","3,727","3,202","3,192","2,936","4,459","2,817"
2021년01월_계_70~79세,"15,550","1,579","1,692","1,293","1,069",774,646,"1,373","1,320","1,254","1,268","2,119","1,163"
2021년01월_계_80~89세,"7,318",724,679,598,431,412,473,627,553,690,628,"1,040",463
2021년01월_계_90~99세,"1,131",102,80,61,79,77,108,88,88,112,100,167,69
2021년01월_계_100세 이상,72,16,3,7,5,5,4,6,8,6,2,9,1
2021년01월_남_총인구수,"147,690","12,657","15,118","10,361","7,982","9,545","11,897","14,069","10,123","15,604","10,582","16,924","12,828"
2021년01월_남_연령구간인구수,"147,690","12,657","15,118","10,361","7,982","9,545","11,897","14,069","10,123","15,604","10,582","16,924","12,828"
2021년01월_남_0~9세,"9,304",660,997,434,296,481,775,916,511,"1,120",782,895,"1,437"
2021년01월_남_10~19세,"13,645","1,213","1,414",660,529,837,"1,332","1,416",733,"1,676",935,"1,418","1,482"
2021년01월_남_20~29세,"23,070","1,933","2,353","1,600","1,297","1,759","2,026","2,274","1,532","2,577","1,532","2,738","1,449"
2021년01월_남_30~39세,"19,629","1,467","1,900","1,428","1,143","1,457","1,340","1,819","1,560","2,056","1,346","2,320","1,793"
2021년01월_남_40~49세,"22,693","1,819","2,249","1,504","1,059","1,158","1,928","2,165","1,407","2,544","1,625","2,549","2,686"
2021년01월_남_50~59세,"29,454","2,610","2,951","2,260","1,671","1,972","2,620","2,766","1,957","3,177","2,036","3,495","1,939"
2021년01월_남_60~69세,"20,276","1,943","2,190","1,669","1,341","1,413","1,418","1,891","1,602","1,687","1,511","2,280","1,331"
2021년01월_남_70~79세,"6,990",734,810,604,492,342,298,614,593,526,566,882,529
2021년01월_남_80~89세,"2,365",246,240,187,140,108,142,180,208,218,227,307,162
2021년01월_남_90~99세,246,29,14,13,14,16,18,26,17,20,21,38,20
2021년01월_남_100세 이상,18,3,0,2,0,2,0,2,3,3,1,2,0
2021년01월_여_총인구수,"148,510","12,493","14,735","9,426","8,099","10,308","11,706","14,474","10,220","15,727","10,800","17,254","13,268"
2021년01월_여_연령구간인구수,"148,510","12,493","14,735","9,426","8,099","10,308","11,706","14,474","10,220","15,727","10,800","17,254","13,268"
2021년01월_여_0~9세,"9,016",662,939,373,327,462,767,922,509,"1,097",711,874,"1,373"
2021년01월_여_10~19세,"12,887","1,076","1,336",610,473,750,"1,249","1,360",708,"1,707",878,"1,353","1,387"
2021년01월_여_20~29세,"20,965","1,671","1,954","1,382","1,230","1,659","1,926","2,033","1,458","2,235","1,503","2,432","1,482"
2021년01월_여_30~39세,"18,055","1,336","1,669","1,108",934,"1,420","1,294","1,761","1,281","1,940","1,276","2,058","1,978"
2021년01월_여_40~49세,"22,889","1,811","2,237","1,262","1,026","1,466","2,043","2,300","1,316","2,718","1,622","2,619","2,469"
2021년01월_여_50~59세,"31,047","2,632","3,131","2,014","1,831","2,424","2,652","2,990","2,200","3,230","2,202","3,633","2,108"
2021년01월_여_60~69세,"19,199","1,896","2,079","1,524","1,340","1,327","1,002","1,836","1,600","1,505","1,425","2,179","1,486"
2021년01월_여_70~79세,"8,560",845,882,689,577,432,348,759,727,728,702,"1,237",634
2021년01월_여_80~89세,"4,953",478,439,411,291,304,331,447,345,472,401,733,301
2021년01월_여_90~99세,885,73,66,48,65,61,90,62,71,92,79,129,49
2021년01월_여_100세 이상,54,13,3,5,5,3,4,4,5,3,1,7,1
2021년02월_계_총인구수,"296,534","25,055","29,679","19,758","16,068","19,751","23,460","28,491","20,333","32,610","21,289","34,028","26,012"
2021년02월_계_연령구간인구수,"296,534","25,055","29,679","19,758","16,068","19,751","23,460","28,491","20,333","32,610","21,289","34,028","26,012"
2021년02월_계_0~9세,"18,301","1,304","1,901",796,618,937,"1,511","1,817","1,027","2,415","1,478","1,730","2,767"
2021년02월_계_10~19세,"26,450","2,260","2,725","1,266",992,"1,537","2,578","2,762","1,444","3,519","1,771","2,737","2,859"
2021년02월_계_20~29세,"43,850","3,570","4,281","2,973","2,511","3,379","3,891","4,289","2,974","4,918","3,010","5,121","2,933"
2021년02월_계_30~39세,"37,729","2,779","3,525","2,534","2,091","2,891","2,603","3,562","2,832","4,266","2,594","4,349","3,703"
2021년02월_계_40~49세,"45,654","3,607","4,461","2,747","2,070","2,593","3,965","4,448","2,739","5,501","3,228","5,133","5,162"
2021년02월_계_50~59세,"60,478","5,205","6,042","4,263","3,493","4,363","5,226","5,749","4,141","6,579","4,239","7,128","4,050"
2021년02월_계_60~69세,"39,911","3,901","4,290","3,219","2,699","2,777","2,455","3,765","3,208","3,312","2,961","4,486","2,838"
2021년02월_계_70~79세,"15,590","1,575","1,690","1,293","1,074",775,645,"1,376","1,316","1,280","1,276","2,125","1,165"
2021년02월_계_80~89세,"7,356",736,683,594,434,419,470,629,558,698,627,"1,049",459
2021년02월_계_90~99세,"1,144",101,77,67,81,76,113,88,86,115,103,162,75
2021년02월_계_100세 이상,71,17,4,6,5,4,3,6,8,7,2,8,1
2021년02월_남_총인구수,"147,871","12,613","15,010","10,386","7,969","9,491","11,838","14,046","10,106","16,235","10,532","16,858","12,787"
2021년02월_남_연령구간인구수,"147,871","12,613","15,010","10,386","7,969","9,491","11,838","14,046","10,106","16,235","10,532","16,858","12,787"
2021년02월_남_0~9세,"9,306",649,975,432,294,481,760,904,514,"1,231",773,880,"1,413"
2021년02월_남_10~19세,"13,565","1,193","1,399",655,520,811,"1,328","1,408",733,"1,733",915,"1,391","1,479"
2021년02월_남_20~29세,"22,991","1,927","2,338","1,611","1,278","1,737","1,995","2,273","1,517","2,627","1,521","2,715","1,452"
2021년02월_남_30~39세,"19,647","1,459","1,870","1,432","1,152","1,461","1,329","1,813","1,553","2,191","1,328","2,299","1,760"
2021년02월_남_40~49세,"22,772","1,811","2,243","1,494","1,057","1,145","1,940","2,159","1,411","2,668","1,612","2,542","2,690"
2021년02월_남_50~59세,"29,432","2,582","2,930","2,269","1,665","1,951","2,596","2,762","1,951","3,255","2,041","3,490","1,940"
2021년02월_남_60~69세,"20,497","1,978","2,191","1,686","1,353","1,432","1,432","1,901","1,605","1,746","1,525","2,311","1,337"
2021년02월_남_70~79세,"7,009",731,807,605,493,339,300,618,592,542,569,881,532
2021년02월_남_80~89세,"2,384",252,242,187,142,116,139,180,210,217,226,310,163
2021년02월_남_90~99세,250,28,15,13,15,16,19,26,17,22,21,37,21
2021년02월_남_100세 이상,18,3,0,2,0,2,0,2,3,3,1,2,0
2021년02월_여_총인구수,"148,663","12,442","14,669","9,372","8,099","10,260","11,622","14,445","10,227","16,375","10,757","17,170","13,225"
2021년02월_여_연령구간인구수,"148,663","12,442","14,669","9,372","8,099","10,260","11,622","14,445","10,227","16,375","10,757","17,170","13,225"
2021년02월_여_0~9세,"8,995",655,926,364,324,456,751,913,513,"1,184",705,850,"1,354"
2021년02월_여_10~19세,"12,885","1,067","1,326",611,472,726,"1,250","1,354",711,"1,786",856,"1,346","1,380"
2021년02월_여_20~29세,"20,859","1,643","1,943","1,362","1,233","1,642","1,896","2,016","1,457","2,291","1,489","2,406","1,481"
2021년02월_여_30~39세,"18,082","1,320","1,655","1,102",939,"1,430","1,274","1,749","1,279","2,075","1,266","2,050","1,943"
2021년02월_여_40~49세,"22,882","1,796","2,218","1,253","1,013","1,448","2,025","2,289","1,328","2,833","1,616","2,591","2,472"
2021년02월_여_50~59세,"31,046","2,623","3,112","1,994","1,828","2,412","2,630","2,987","2,190","3,324","2,198","3,638","2,110"
2021년02월_여_60~69세,"19,414","1,923","2,099","1,533","1,346","1,345","1,023","1,864","1,603","1,566","1,436","2,175","1,501"
2021년02월_여_70~79세,"8,581",844,883,688,581,436,345,758,724,738,707,"1,244",633
2021년02월_여_80~89세,"4,972",484,441,407,292,303,331,449,348,481,401,739,296
2021년02월_여_90~99세,894,73,62,54,66,60,94,62,69,93,82,125,54
2021년02월_여_100세 이상,53,14,4,4,5,2,3,4,5,4,1,6,1
2021년03월_계_총인구수,"296,771","24,900","29,548","19,625","15,990","19,583","23,333","28,366","20,282","34,131","21,232","33,836","25,945"
2021년03월_계_연령구간인구수,"296,771","24,900","29,548","19,625","15,990","19,583","23,333","28,366","20,282","34,131","21,232","33,836","25,945"
2021년03월_계_0~9세,"18,296","1,293","1,881",792,612,911,"1,509","1,788","1,025","2,598","1,466","1,690","2,731"
2021년03월_계_10~19세,"26,369","2,240","2,717","1,256",972,"1,518","2,546","2,736","1,433","3,598","1,767","2,718","2,868"
2021년03월_계_20~29세,"43,805","3,537","4,250","2,944","2,501","3,348","3,855","4,291","2,984","5,116","3,004","5,076","2,899"
2021년03월_계_30~39세,"37,775","2,767","3,484","2,520","2,087","2,857","2,612","3,515","2,795","4,590","2,554","4,310","3,684"
2021년03월_계_40~49세,"45,551","3,582","4,425","2,719","2,052","2,564","3,919","4,411","2,717","5,737","3,216","5,061","5,148"
2021년03월_계_50~59세,"60,340","5,155","6,001","4,218","3,448","4,296","5,167","5,705","4,128","6,852","4,236","7,097","4,037"
2021년03월_계_60~69세,"40,512","3,928","4,341","3,226","2,738","2,815","2,493","3,822","3,246","3,497","2,993","4,542","2,871"
2021년03월_계_70~79세,"15,552","1,559","1,682","1,295","1,063",774,642,"1,375","1,305","1,304","1,264","2,121","1,168"
2021년03월_계_80~89세,"7,392",734,686,590,435,426,473,631,566,707,627,"1,056",461
2021년03월_계_90~99세,"1,151",100,79,63,80,73,114,91,81,127,105,160,78
2021년03월_계_100세 이상,28,5,2,2,2,1,3,1,2,5,0,5,0
2021년03월_남_총인구수,"147,987","12,543","14,959","10,309","7,936","9,402","11,785","13,985","10,075","16,983","10,508","16,751","12,751"
2021년03월_남_연령구간인구수,"147,987","12,543","14,959","10,309","7,936","9,402","11,785","13,985","10,075","16,983","10,508","16,751","12,751"
2021년03월_남_0~9세,"9,294",646,966,428,295,467,760,892,508,"1,316",767,856,"1,393"
2021년03월_남_10~19세,"13,539","1,189","1,396",648,509,795,"1,316","1,394",733,"1,786",911,"1,376","1,486"
2021년03월_남_20~29세,"22,954","1,912","2,326","1,592","1,272","1,731","1,983","2,261","1,524","2,708","1,522","2,686","1,437"
2021년03월_남_30~39세,"19,700","1,447","1,859","1,422","1,148","1,440","1,338","1,799","1,536","2,372","1,310","2,281","1,748"
2021년03월_남_40~49세,"22,713","1,788","2,223","1,480","1,045","1,131","1,925","2,142","1,407","2,771","1,608","2,514","2,679"
2021년03월_남_50~59세,"29,363","2,559","2,903","2,253","1,651","1,924","2,554","2,739","1,942","3,395","2,045","3,454","1,944"
2021년03월_남_60~69세,"20,766","1,999","2,221","1,674","1,371","1,438","1,449","1,930","1,615","1,837","1,537","2,349","1,346"
2021년03월_남_70~79세,"7,000",726,803,611,486,342,299,619,584,554,560,881,535
2021년03월_남_80~89세,"2,405",248,246,188,145,119,143,182,209,220,228,316,161
2021년03월_남_90~99세,246,28,16,13,14,14,18,26,16,22,20,37,22
2021년03월_남_100세 이상,7,1,0,0,0,1,0,1,1,2,0,1,0
2021년03월_여_총인구수,"148,784","12,357","14,589","9,316","8,054","10,181","11,548","14,381","10,207","17,148","10,724","17,085","13,194"
2021년03월_여_연령구간인구수,"148,784","12,357","14,589","9,316","8,054","10,181","11,548","14,381","10,207","17,148","10,724","17,085","13,194"
2021년03월_여_0~9세,"9,002",647,915,364,317,444,749,896,517,"1,282",699,834,"1,338"
2021년03월_여_10~19세,"12,830","1,051","1,321",608,463,723,"1,230","1,342",700,"1,812",856,"1,342","1,382"
2021년03월_여_20~29세,"20,851","1,625","1,924","1,352","1,229","1,617","1,872","2,030","1,460","2,408","1,482","2,390","1,462"
2021년03월_여_30~39세,"18,075","1,320","1,625","1,098",939,"1,417","1,274","1,716","1,259","2,218","1,244","2,029","1,936"
2021년03월_여_40~49세,"22,838","1,794","2,202","1,239","1,007","1,433","1,994","2,269","1,310","2,966","1,608","2,547","2,469"
2021년03월_여_50~59세,"30,977","2,596","3,098","1,965","1,797","2,372","2,613","2,966","2,186","3,457","2,191","3,643","2,093"
2021년03월_여_60~69세,"19,746","1,929","2,120","1,552","1,367","1,377","1,044","1,892","1,631","1,660","1,456","2,193","1,525"
2021년03월_여_70~79세,"8,552",833,879,684,577,432,343,756,721,750,704,"1,240",633
2021년03월_여_80~89세,"4,987",486,440,402,290,307,330,449,357,487,399,740,300
2021년03월_여_90~99세,905,72,63,50,66,59,96,65,65,105,85,123,56
2021년03월_여_100세 이상,21,4,2,2,2,0,3,0,1,3,0,4,0
2021년04월_계_총인구수,"296,947","24,832","29,496","19,574","15,953","19,481","23,317","28,306","20,293","34,795","21,242","33,714","25,944"
2021년04월_계_연령구간인구수,"296,947","24,832","29,496","19,574","15,953","19,481","23,317","28,306","20,293","34,795","21,242","33,714","25,944"
2021년04월_계_0~9세,"18,222","1,287","1,872",780,616,894,"1,502","1,766","1,017","2,645","1,457","1,671","2,715"
2021년04월_계_10~19세,"26,273","2,209","2,708","1,237",958,"1,491","2,526","2,732","1,421","3,638","1,765","2,704","2,884"
2021년04월_계_20~29세,"43,733","3,520","4,227","2,941","2,487","3,331","3,844","4,274","2,983","5,221","2,993","5,041","2,871"
2021년04월_계_30~39세,"37,879","2,748","3,474","2,517","2,105","2,853","2,618","3,496","2,800","4,711","2,567","4,300","3,690"
2021년04월_계_40~49세,"45,455","3,555","4,396","2,697","2,044","2,522","3,894","4,408","2,708","5,842","3,200","5,025","5,164"
2021년04월_계_50~59세,"60,278","5,140","5,993","4,211","3,419","4,274","5,161","5,663","4,118","6,982","4,242","7,068","4,007"
2021년04월_계_60~69세,"40,901","3,962","4,368","3,231","2,751","2,845","2,530","3,861","3,282","3,602","3,019","4,561","2,889"
2021년04월_계_70~79세,"15,602","1,571","1,692","1,301","1,062",776,641,"1,381","1,311","1,307","1,268","2,120","1,172"
2021년04월_계_80~89세,"7,426",736,685,591,430,421,482,633,571,714,623,"1,064",476
2021년04월_계_90~99세,"1,152",99,79,66,79,73,116,91,80,129,108,156,76
2021년04월_계_100세 이상,26,5,2,2,2,1,3,1,2,4,0,4,0
2021년04월_남_총인구수,"147,993","12,495","14,928","10,286","7,904","9,356","11,770","13,933","10,050","17,328","10,503","16,675","12,765"
2021년04월_남_연령구간인구수,"147,993","12,495","14,928","10,286","7,904","9,356","11,770","13,933","10,050","17,328","10,503","16,675","12,765"
2021년04월_남_0~9세,"9,269",642,965,421,293,456,758,882,501,"1,349",765,845,"1,392"
2021년04월_남_10~19세,"13,480","1,166","1,397",640,503,787,"1,306","1,384",723,"1,815",907,"1,361","1,491"
2021년04월_남_20~29세,"22,905","1,909","2,312","1,594","1,260","1,719","1,979","2,252","1,514","2,756","1,518","2,665","1,427"
2021년04월_남_30~39세,"19,748","1,426","1,850","1,428","1,157","1,440","1,345","1,779","1,533","2,443","1,311","2,278","1,758"
2021년04월_남_40~49세,"22,651","1,776","2,207","1,466","1,039","1,120","1,911","2,134","1,402","2,817","1,600","2,485","2,694"
2021년04월_남_50~59세,"29,327","2,549","2,904","2,248","1,629","1,905","2,552","2,717","1,938","3,454","2,047","3,451","1,933"
2021년04월_남_60~69세,"20,939","2,019","2,229","1,677","1,378","1,452","1,457","1,949","1,627","1,897","1,552","2,352","1,350"
2021년04월_남_70~79세,"7,025",730,805,613,488,345,300,627,585,555,558,884,535
2021년04월_남_80~89세,"2,401",250,243,187,143,116,144,182,211,218,225,318,164
2021년04월_남_90~99세,241,27,16,12,14,15,17,26,15,23,20,35,21
2021년04월_남_100세 이상,7,1,0,0,0,1,1,1,1,1,0,1,0
2021년04월_여_총인구수,"148,954","12,337","14,568","9,288","8,049","10,125","11,547","14,373","10,243","17,467","10,739","17,039","13,179"
2021년04월_여_연령구간인구수,"148,954","12,337","14,568","9,288","8,049","10,125","11,547","14,373","10,243","17,467","10,739","17,039","13,179"
2021년04월_여_0~9세,"8,953",645,907,359,323,438,744,884,516,"1,296",692,826,"1,323"
2021년04월_여_10~19세,"12,793","1,043","1,311",597,455,704,"1,220","1,348",698,"1,823",858,"1,343","1,393"
2021년04월_여_20~29세,"20,828","1,611","1,915","1,347","1,227","1,612","1,865","2,022","1,469","2,465","1,475","2,376","1,444"
2021년04월_여_30~39세,"18,131","1,322","1,624","1,089",948,"1,413","1,273","1,717","1,267","2,268","1,256","2,022","1,932"
2021년04월_여_40~49세,"22,804","1,779","2,189","1,231","1,005","1,402","1,983","2,274","1,306","3,025","1,600","2,540","2,470"
2021년04월_여_50~59세,"30,951","2,591","3,089","1,963","1,790","2,369","2,609","2,946","2,180","3,528","2,195","3,617","2,074"
2021년04월_여_60~69세,"19,962","1,943","2,139","1,554","1,373","1,393","1,073","1,912","1,655","1,705","1,467","2,209","1,539"
2021년04월_여_70~79세,"8,577",841,887,688,574,431,341,754,726,752,710,"1,236",637
2021년04월_여_80~89세,"5,025",486,442,404,287,305,338,451,360,496,398,746,312
2021년04월_여_90~99세,911,72,63,54,65,58,99,65,65,106,88,121,55
2021년04월_여_100세 이상,19,4,2,2,2,0,2,0,1,3,0,3,0
2021년05월_계_총인구수,"296,705","24,734","29,469","19,544","15,905","19,447","23,312","28,285","20,259","35,017","21,149","33,677","25,907"
2021년05월_계_연령구간인구수,"296,705","24,734","29,469","19,544","15,905","19,447","23,312","28,285","20,259","35,017","21,149","33,677","25,907"
2021년05월_계_0~9세,"18,063","1,269","1,850",769,603,877,"1,503","1,752","1,012","2,644","1,436","1,654","2,694"
2021년05월_계_10~19세,"26,182","2,198","2,697","1,220",951,"1,490","2,514","2,725","1,402","3,656","1,759","2,683","2,887"
2021년05월_계_20~29세,"43,571","3,509","4,205","2,929","2,454","3,313","3,819","4,262","2,970","5,232","2,993","5,029","2,856"
2021년05월_계_30~39세,"37,842","2,733","3,465","2,490","2,117","2,840","2,630","3,490","2,801","4,769","2,540","4,295","3,672"
2021년05월_계_40~49세,"45,252","3,524","4,381","2,680","2,033","2,520","3,885","4,382","2,689","5,855","3,176","4,968","5,159"
2021년05월_계_50~59세,"60,130","5,099","5,959","4,222","3,401","4,230","5,141","5,651","4,104","7,021","4,219","7,079","4,004"
2021년05월_계_60~69세,"41,338","3,976","4,426","3,273","2,770","2,898","2,566","3,908","3,308","3,666","3,027","4,615","2,905"
2021년05월_계_70~79세,"15,622","1,574","1,706","1,298","1,061",772,643,"1,384","1,314","1,305","1,263","2,123","1,179"
2021년05월_계_80~89세,"7,508",744,694,594,432,432,492,638,575,736,627,"1,071",473
2021년05월_계_90~99세,"1,168",103,83,67,81,74,116,92,82,129,108,155,78
2021년05월_계_100세 이상,29,5,3,2,2,1,3,1,2,4,1,5,0
2021년05월_남_총인구수,"147,864","12,435","14,927","10,266","7,879","9,339","11,773","13,918","10,022","17,438","10,462","16,661","12,744"
2021년05월_남_연령구간인구수,"147,864","12,435","14,927","10,266","7,879","9,339","11,773","13,918","10,022","17,438","10,462","16,661","12,744"
2021년05월_남_0~9세,"9,204",647,959,419,286,449,762,881,502,"1,338",751,840,"1,370"
2021년05월_남_10~19세,"13,419","1,150","1,390",633,500,787,"1,293","1,377",713,"1,825",905,"1,349","1,497"
2021년05월_남_20~29세,"22,843","1,897","2,303","1,584","1,242","1,705","1,975","2,249","1,510","2,770","1,524","2,667","1,417"
2021년05월_남_30~39세,"19,728","1,418","1,848","1,412","1,158","1,435","1,357","1,777","1,522","2,480","1,304","2,266","1,751"
2021년05월_남_40~49세,"22,576","1,758","2,204","1,461","1,043","1,127","1,903","2,125","1,394","2,834","1,582","2,452","2,693"
2021년05월_남_50~59세,"29,243","2,525","2,889","2,246","1,616","1,883","2,540","2,702","1,937","3,463","2,038","3,470","1,934"
2021년05월_남_60~69세,"21,131","2,022","2,258","1,700","1,388","1,473","1,475","1,972","1,633","1,924","1,555","2,375","1,356"
2021년05월_남_70~79세,"7,052",739,810,612,488,346,305,623,585,557,559,889,539
2021년05월_남_80~89세,"2,417",251,250,186,142,116,145,186,210,223,226,317,165
2021년05월_남_90~99세,244,27,16,13,16,17,17,25,15,23,18,35,22
2021년05월_남_100세 이상,7,1,0,0,0,1,1,1,1,1,0,1,0
2021년05월_여_총인구수,"148,841","12,299","14,542","9,278","8,026","10,108","11,539","14,367","10,237","17,579","10,687","17,016","13,163"
2021년05월_여_연령구간인구수,"148,841","12,299","14,542","9,278","8,026","10,108","11,539","14,367","10,237","17,579","10,687","17,016","13,163"
2021년05월_여_0~9세,"8,859",622,891,350,317,428,741,871,510,"1,306",685,814,"1,324"
2021년05월_여_10~19세,"12,763","1,048","1,307",587,451,703,"1,221","1,348",689,"1,831",854,"1,334","1,390"
2021년05월_여_20~29세,"20,728","1,612","1,902","1,345","1,212","1,608","1,844","2,013","1,460","2,462","1,469","2,362","1,439"
2021년05월_여_30~39세,"18,114","1,315","1,617","1,078",959,"1,405","1,273","1,713","1,279","2,289","1,236","2,029","1,921"
2021년05월_여_40~49세,"22,676","1,766","2,177","1,219",990,"1,393","1,982","2,257","1,295","3,021","1,594","2,516","2,466"
2021년05월_여_50~59세,"30,887","2,574","3,070","1,976","1,785","2,347","2,601","2,949","2,167","3,558","2,181","3,609","2,070"
2021년05월_여_60~69세,"20,207","1,954","2,168","1,573","1,382","1,425","1,091","1,936","1,675","1,742","1,472","2,240","1,549"
2021년05월_여_70~79세,"8,570",835,896,686,573,426,338,761,729,748,704,"1,234",640
2021년05월_여_80~89세,"5,091",493,444,408,290,316,347,452,365,513,401,754,308
2021년05월_여_90~99세,924,76,67,54,65,57,99,67,67,106,90,120,56
2021년05월_여_100세 이상,22,4,3,2,2,0,2,0,1,3,1,4,0
2021년06월_계_총인구수,"296,442","24,647","29,398","19,518","15,868","19,395","23,281","28,259","20,244","35,120","21,149","33,662","25,901"
2021년06월_계_연령구간인구수,"296,442","24,647","29,398","19,518","15,868","19,395","23,281","28,259","20,244","35,120","21,149","33,662","25,901"
2021년06월_계_0~9세,"17,995","1,252","1,839",771,602,862,"1,479","1,763","1,007","2,655","1,424","1,662","2,679"
2021년06월_계_10~19세,"26,079","2,184","2,683","1,218",938,"1,472","2,504","2,703","1,401","3,655","1,764","2,663","2,894"
2021년06월_계_20~29세,"43,370","3,482","4,194","2,929","2,441","3,300","3,810","4,220","2,947","5,236","2,971","5,001","2,839"
2021년06월_계_30~39세,"37,789","2,703","3,457","2,478","2,114","2,853","2,604","3,507","2,805","4,786","2,532","4,297","3,653"
2021년06월_계_40~49세,"45,219","3,510","4,353","2,679","2,021","2,511","3,869","4,374","2,686","5,882","3,190","4,979","5,165"
2021년06월_계_50~59세,"59,866","5,045","5,937","4,207","3,376","4,203","5,144","5,633","4,089","7,015","4,191","7,033","3,993"
2021년06월_계_60~69세,"41,724","4,032","4,430","3,283","2,799","2,916","2,612","3,942","3,324","3,701","3,081","4,670","2,934"
2021년06월_계_70~79세,"15,646","1,582","1,720","1,290","1,056",767,642,"1,378","1,321","1,315","1,263","2,126","1,186"
2021년06월_계_80~89세,"7,544",747,699,593,436,438,495,647,581,740,624,"1,066",478
2021년06월_계_90~99세,"1,180",105,83,68,83,72,119,91,81,130,108,160,80
2021년06월_계_100세 이상,30,5,3,2,2,1,3,1,2,5,1,5,0
2021년06월_남_총인구수,"147,719","12,388","14,895","10,267","7,880","9,299","11,760","13,897","10,015","17,478","10,457","16,644","12,739"
2021년06월_남_연령구간인구수,"147,719","12,388","14,895","10,267","7,880","9,299","11,760","13,897","10,015","17,478","10,457","16,644","12,739"
2021년06월_남_0~9세,"9,165",638,952,423,289,446,751,886,495,"1,342",746,840,"1,357"
2021년06월_남_10~19세,"13,363","1,143","1,385",631,493,769,"1,284","1,366",716,"1,827",908,"1,342","1,499"
2021년06월_남_20~29세,"22,740","1,880","2,306","1,580","1,240","1,691","1,970","2,225","1,505","2,768","1,513","2,649","1,413"
2021년06월_남_30~39세,"19,707","1,398","1,841","1,408","1,165","1,450","1,346","1,776","1,525","2,495","1,287","2,268","1,748"
2021년06월_남_40~49세,"22,578","1,751","2,182","1,470","1,037","1,121","1,898","2,132","1,394","2,850","1,596","2,460","2,687"
2021년06월_남_50~59세,"29,130","2,502","2,889","2,238","1,609","1,869","2,542","2,691","1,935","3,446","2,032","3,440","1,937"
2021년06월_남_60~69세,"21,285","2,049","2,256","1,709","1,401","1,472","1,500","1,981","1,629","1,942","1,575","2,401","1,370"
2021년06월_남_70~79세,"7,067",747,818,610,485,341,302,624,589,562,557,891,541
2021년06월_남_80~89세,"2,428",252,251,185,145,122,148,189,210,221,224,316,165
2021년06월_남_90~99세,249,27,15,13,16,17,18,26,16,24,19,36,22
2021년06월_남_100세 이상,7,1,0,0,0,1,1,1,1,1,0,1,0
2021년06월_여_총인구수,"148,723","12,259","14,503","9,251","7,988","10,096","11,521","14,362","10,229","17,642","10,692","17,018","13,162"
2021년06월_여_연령구간인구수,"148,723","12,259","14,503","9,251","7,988","10,096","11,521","14,362","10,229","17,642","10,692","17,018","13,162"
2021년06월_여_0~9세,"8,830",614,887,348,313,416,728,877,512,"1,313",678,822,"1,322"
2021년06월_여_10~19세,"12,716","1,041","1,298",587,445,703,"1,220","1,337",685,"1,828",856,"1,321","1,395"
2021년06월_여_20~29세,"20,630","1,602","1,888","1,349","1,201","1,609","1,840","1,995","1,442","2,468","1,458","2,352","1,426"
2021년06월_여_30~39세,"18,082","1,305","1,616","1,070",949,"1,403","1,258","1,731","1,280","2,291","1,245","2,029","1,905"
2021년06월_여_40~49세,"22,641","1,759","2,171","1,209",984,"1,390","1,971","2,242","1,292","3,032","1,594","2,519","2,478"
2021년06월_여_50~59세,"30,736","2,543","3,048","1,969","1,767","2,334","2,602","2,942","2,154","3,569","2,159","3,593","2,056"
2021년06월_여_60~69세,"20,439","1,983","2,174","1,574","1,398","1,444","1,112","1,961","1,695","1,759","1,506","2,269","1,564"
2021년06월_여_70~79세,"8,579",835,902,680,571,426,340,754,732,753,706,"1,235",645
2021년06월_여_80~89세,"5,116",495,448,408,291,316,347,458,371,519,400,750,313
2021년06월_여_90~99세,931,78,68,55,67,55,101,65,65,106,89,124,58
2021년06월_여_100세 이상,23,4,3,2,2,0,2,0,1,4,1,4,0
