카테고리,경기도 하남시,경기도 하남시 천현동,경기도 하남시 신장1동,경기도 하남시 신장2동,경기도 하남시 덕풍1동,경기도 하남시 덕풍2동,경기도 하남시 덕풍3동,경기도 하남시 풍산동,경기도 하남시 감북동,경기도 하남시 위례동,경기도 하남시 춘궁동,경기도 하남시 초이동,경기도 하남시 미사1동,경기도 하남시 미사2동,경기도 하남시 감일동
2021년02월_남_0~9세,"15,546",175,151,"1,926",500,568,"1,132","2,260",46,"1,280",66,86,"2,571","3,433","1,352"
2021년02월_남_10~19세,"13,090",231,217,"2,016",587,602,"1,286","1,501",75,"1,001",117,89,"1,933","2,628",807
2021년02월_남_20~29세,"18,765",571,539,"2,678","1,193","1,415","1,658","1,675",208,"1,067",278,274,"4,122","2,041","1,046"
2021년02월_남_30~39세,"25,615",602,599,"3,404","1,246","1,614","1,720","2,566",234,"1,494",269,300,"6,253","3,511","1,803"
2021년02월_남_40~49세,"27,586",626,519,"3,664","1,164","1,348","2,212","3,127",226,"2,010",327,292,"4,944","5,517","1,610"
2021년02월_남_50~59세,"21,190",850,640,"3,387","1,359","1,702","2,026","1,919",318,"1,393",500,434,"2,700","2,874","1,088"
2021년02월_남_60~69세,"17,278",818,493,"3,207","1,327","1,626","1,644","1,251",287,"1,015",430,416,"1,680","2,245",839
2021년02월_남_70~79세,"8,196",304,232,"1,696",623,722,831,531,130,347,194,155,892,"1,167",372
2021년02월_남_80~89세,"2,068",100,70,454,184,176,242,134,41,57,92,54,173,211,80
2021년02월_남_90~99세,231,13,5,48,11,13,25,22,9,10,4,4,23,28,16
2021년02월_남_100세 이상,30,2,2,6,3,3,1,8,2,0,2,0,0,0,1
2021년02월_여_총인구수,"148,410","3,493","3,244","22,942","8,007","9,617","12,872","15,177","1,274","10,172","1,776","1,588","24,965","24,413","8,870"
2021년02월_여_연령구간인구수,"148,410","3,493","3,244","22,942","8,007","9,617","12,872","15,177","1,274","10,172","1,776","1,588","24,965","24,413","8,870"
2021년02월_여_0~9세,"14,794",177,154,"1,852",484,534,991,"2,239",39,"1,310",59,80,"2,376","3,290","1,209"
2021년02월_여_10~19세,"12,662",188,190,"1,846",511,575,"1,238","1,444",71,"1,047",89,86,"2,012","2,576",789
2021년02월_여_20~29세,"18,217",412,462,"2,532",979,"1,144","1,427","1,636",143,"1,122",216,204,"4,894","1,997","1,049"
2021년02월_여_30~39세,"24,895",418,427,"3,232","1,068","1,332","1,643","2,924",139,"1,822",171,182,"5,493","4,191","1,853"
2021년02월_여_40~49세,"25,038",396,414,"3,563","1,069","1,242","2,220","2,832",157,"1,942",210,172,"4,307","5,032","1,482"
2021년02월_여_50~59세,"21,375",650,605,"3,716","1,519","1,757","2,130","1,959",267,"1,523",311,308,"2,572","2,960","1,098"
2021년02월_여_60~69세,"18,512",725,539,"3,585","1,425","1,764","1,825","1,318",239,972,356,318,"2,038","2,589",819
2021년02월_여_70~79세,"8,263",320,292,"1,752",633,787,908,467,131,282,211,141,835,"1,169",335
2021년02월_여_80~89세,"3,768",164,130,712,264,391,401,255,73,127,118,85,350,503,195
2021년02월_여_90~99세,798,37,27,141,46,86,81,85,11,23,30,10,85,101,35
2021년02월_여_100세 이상,88,6,4,11,9,5,8,18,4,2,5,2,3,5,6
2021년03월_계_총인구수,"300,187","7,631","6,659","45,136","16,047","19,348","25,641","29,985","2,770","20,303","4,007","3,641","50,449","47,986","20,584"
2021년03월_계_연령구간인구수,"300,187","7,631","6,659","45,136","16,047","19,348","25,641","29,985","2,770","20,303","4,007","3,641","50,449","47,986","20,584"
2021년03월_계_0~9세,"30,539",342,306,"3,730",979,"1,108","2,129","4,450",82,"2,626",125,160,"4,926","6,667","2,909"
2021년03월_계_10~19세,"26,000",415,404,"3,825","1,079","1,154","2,515","2,958",146,"2,063",204,171,"3,956","5,232","1,878"
2021년03월_계_20~29세,"37,340",957,996,"5,175","2,143","2,553","3,100","3,312",343,"2,248",490,478,"9,055","4,037","2,453"
2021년03월_계_30~39세,"50,838","1,005","1,017","6,576","2,307","2,945","3,365","5,418",367,"3,420",433,482,"11,780","7,637","4,086"
2021년03월_계_40~49세,"53,013","1,018",922,"7,164","2,207","2,553","4,436","5,936",380,"4,002",533,445,"9,298","10,536","3,583"
2021년03월_계_50~59세,"42,875","1,444","1,233","7,052","2,835","3,440","4,142","3,860",577,"2,982",795,728,"5,317","5,830","2,640"
2021년03월_계_60~69세,"36,155","1,530","1,028","6,815","2,739","3,414","3,466","2,576",508,"2,088",781,732,"3,756","4,848","1,874"
2021년03월_계_70~79세,"16,478",605,522,"3,429","1,252","1,508","1,738",976,244,650,403,291,"1,726","2,347",787
2021년03월_계_80~89세,"5,856",254,199,"1,177",441,575,644,385,105,186,206,140,522,716,306
2021년03월_계_90~99세,"1,031",53,30,184,60,92,103,106,17,37,34,13,110,131,61
2021년03월_계_100세 이상,62,8,2,9,5,6,3,8,1,1,3,1,3,5,7
2021년03월_남_총인구수,"150,678","4,218","3,430","22,344","8,115","9,754","12,764","14,906","1,539","9,937","2,258","2,073","25,348","23,636","10,356"
2021년03월_남_연령구간인구수,"150,678","4,218","3,430","22,344","8,115","9,754","12,764","14,906","1,539","9,937","2,258","2,073","25,348","23,636","10,356"
2021년03월_남_0~9세,"15,658",167,152,"1,912",498,568,"1,138","2,241",45,"1,303",66,82,"2,560","3,400","1,526"
2021년03월_남_10~19세,"13,198",226,213,"1,990",575,595,"1,275","1,499",75,"1,010",114,88,"1,936","2,650",952
2021년03월_남_20~29세,"18,933",557,533,"2,663","1,179","1,406","1,659","1,674",206,"1,122",274,271,"4,124","2,040","1,225"
2021년03월_남_30~39세,"25,749",601,593,"3,361","1,240","1,611","1,724","2,542",229,"1,549",267,301,"6,251","3,490","1,990"
2021년03월_남_40~49세,"27,779",620,513,"3,636","1,150","1,329","2,210","3,108",223,"2,039",321,283,"4,962","5,519","1,866"
2021년03월_남_50~59세,"21,371",821,632,"3,367","1,347","1,690","2,036","1,909",315,"1,418",496,425,"2,714","2,875","1,326"
2021년03월_남_60~69세,"17,463",816,492,"3,220","1,313","1,644","1,627","1,253",280,"1,063",431,413,"1,711","2,248",952
2021년03월_남_70~79세,"8,219",301,228,"1,693",619,717,828,523,121,361,194,153,893,"1,178",410
2021년03월_남_80~89세,"2,062",93,69,453,178,182,243,132,38,61,89,53,173,207,91
2021년03월_남_90~99세,231,13,5,46,13,10,24,23,7,11,5,4,24,29,17
2021년03월_남_100세 이상,15,3,0,3,3,2,0,2,0,0,1,0,0,0,1
2021년03월_여_총인구수,"149,509","3,413","3,229","22,792","7,932","9,594","12,877","15,079","1,231","10,366","1,749","1,568","25,101","24,350","10,228"
2021년03월_여_연령구간인구수,"149,509","3,413","3,229","22,792","7,932","9,594","12,877","15,079","1,231","10,366","1,749","1,568","25,101","24,350","10,228"
2021년03월_여_0~9세,"14,881",175,154,"1,818",481,540,991,"2,209",37,"1,323",59,78,"2,366","3,267","1,383"
2021년03월_여_10~19세,"12,802",189,191,"1,835",504,559,"1,240","1,459",71,"1,053",90,83,"2,020","2,582",926
2021년03월_여_20~29세,"18,407",400,463,"2,512",964,"1,147","1,441","1,638",137,"1,126",216,207,"4,931","1,997","1,228"
2021년03월_여_30~39세,"25,089",404,424,"3,215","1,067","1,334","1,641","2,876",138,"1,871",166,181,"5,529","4,147","2,096"
2021년03월_여_40~49세,"25,234",398,409,"3,528","1,057","1,224","2,226","2,828",157,"1,963",212,162,"4,336","5,017","1,717"
2021년03월_여_50~59세,"21,504",623,601,"3,685","1,488","1,750","2,106","1,951",262,"1,564",299,303,"2,603","2,955","1,314"
2021년03월_여_60~69세,"18,692",714,536,"3,595","1,426","1,770","1,839","1,323",228,"1,025",350,319,"2,045","2,600",922
2021년03월_여_70~79세,"8,259",304,294,"1,736",633,791,910,453,123,289,209,138,833,"1,169",377
2021년03월_여_80~89세,"3,794",161,130,724,263,393,401,253,67,125,117,87,349,509,215
2021년03월_여_90~99세,800,40,25,138,47,82,79,83,10,26,29,9,86,102,44
2021년03월_여_100세 이상,47,5,2,6,2,4,3,6,1,1,2,1,3,5,6
2021년04월_계_총인구수,"301,801","7,641","6,652","44,963","16,001","19,376","25,755","29,969","2,778","20,670","3,993","3,636","50,651","47,990","21,726"
2021년04월_계_연령구간인구수,"301,801","7,641","6,652","44,963","16,001","19,376","25,755","29,969","2,778","20,670","3,993","3,636","50,651","47,990","21,726"
2021년04월_계_0~9세,"30,550",343,304,"3,720",990,"1,113","2,116","4,423",81,"2,639",128,160,"4,906","6,627","3,000"
2021년04월_계_10~19세,"26,183",412,402,"3,780","1,073","1,146","2,529","2,977",144,"2,105",201,176,"3,974","5,266","1,998"
2021년04월_계_20~29세,"37,539",949,981,"5,139","2,130","2,549","3,144","3,294",343,"2,295",486,477,"9,105","4,033","2,614"
2021년04월_계_30~39세,"50,942","1,019","1,014","6,544","2,291","2,965","3,357","5,374",374,"3,453",434,472,"11,825","7,587","4,233"
2021년04월_계_40~49세,"53,384","1,013",929,"7,111","2,210","2,560","4,448","5,985",382,"4,095",532,450,"9,339","10,554","3,776"
2021년04월_계_50~59세,"43,182","1,439","1,207","7,023","2,825","3,421","4,184","3,855",577,"3,053",783,731,"5,353","5,855","2,876"
2021년04월_계_60~69세,"36,509","1,539","1,059","6,861","2,728","3,438","3,490","2,599",507,"2,135",784,718,"3,787","4,860","2,004"
2021년04월_계_70~79세,"16,511",606,522,"3,407","1,247","1,511","1,739",967,244,666,403,297,"1,723","2,346",833
2021년04월_계_80~89세,"5,905",257,202,"1,192",446,575,640,381,108,192,206,141,525,721,319
2021년04월_계_90~99세,"1,036",56,30,177,57,94,104,106,17,36,33,13,111,136,66
2021년04월_계_100세 이상,60,8,2,9,4,4,4,8,1,1,3,1,3,5,7
2021년04월_남_총인구수,"151,429","4,228","3,421","22,266","8,107","9,749","12,810","14,901","1,545","10,117","2,246","2,071","25,410","23,635","10,923"
2021년04월_남_연령구간인구수,"151,429","4,228","3,421","22,266","8,107","9,749","12,810","14,901","1,545","10,117","2,246","2,071","25,410","23,635","10,923"
2021년04월_남_0~9세,"15,665",169,153,"1,917",502,564,"1,131","2,223",45,"1,317",67,77,"2,551","3,375","1,574"
2021년04월_남_10~19세,"13,263",222,214,"1,952",576,589,"1,276","1,500",74,"1,031",111,91,"1,945","2,668","1,014"
2021년04월_남_20~29세,"19,015",550,518,"2,652","1,180","1,394","1,683","1,663",207,"1,143",273,274,"4,123","2,039","1,316"
2021년04월_남_30~39세,"25,794",606,595,"3,352","1,239","1,614","1,718","2,529",232,"1,565",263,297,"6,263","3,471","2,050"
2021년04월_남_40~49세,"27,944",623,519,"3,610","1,154","1,333","2,216","3,136",224,"2,086",320,285,"4,971","5,510","1,957"
2021년04월_남_50~59세,"21,554",822,615,"3,364","1,337","1,680","2,057","1,905",315,"1,448",490,429,"2,730","2,905","1,457"
2021년04월_남_60~69세,"17,627",823,506,"3,237","1,303","1,658","1,633","1,271",281,"1,083",433,404,"1,736","2,250","1,009"
2021년04월_남_70~79세,"8,238",301,228,"1,678",621,721,832,519,121,368,195,157,891,"1,173",433
2021년04월_남_80~89세,"2,087",97,68,457,181,183,241,130,39,65,89,53,175,214,95
2021년04월_남_90~99세,228,12,5,44,12,11,23,23,7,11,4,4,25,30,17
2021년04월_남_100세 이상,14,3,0,3,2,2,0,2,0,0,1,0,0,0,1
2021년04월_여_총인구수,"150,372","3,413","3,231","22,697","7,894","9,627","12,945","15,068","1,233","10,553","1,747","1,565","25,241","24,355","10,803"
2021년04월_여_연령구간인구수,"150,372","3,413","3,231","22,697","7,894","9,627","12,945","15,068","1,233","10,553","1,747","1,565","25,241","24,355","10,803"
2021년04월_여_0~9세,"14,885",174,151,"1,803",488,549,985,"2,200",36,"1,322",61,83,"2,355","3,252","1,426"
2021년04월_여_10~19세,"12,920",190,188,"1,828",497,557,"1,253","1,477",70,"1,074",90,85,"2,029","2,598",984
2021년04월_여_20~29세,"18,524",399,463,"2,487",950,"1,155","1,461","1,631",136,"1,152",213,203,"4,982","1,994","1,298"
2021년04월_여_30~39세,"25,148",413,419,"3,192","1,052","1,351","1,639","2,845",142,"1,888",171,175,"5,562","4,116","2,183"
2021년04월_여_40~49세,"25,440",390,410,"3,501","1,056","1,227","2,232","2,849",158,"2,009",212,165,"4,368","5,044","1,819"
2021년04월_여_50~59세,"21,628",617,592,"3,659","1,488","1,741","2,127","1,950",262,"1,605",293,302,"2,623","2,950","1,419"
2021년04월_여_60~69세,"18,882",716,553,"3,624","1,425","1,780","1,857","1,328",226,"1,052",351,314,"2,051","2,610",995
2021년04월_여_70~79세,"8,273",305,294,"1,729",626,790,907,448,123,298,208,140,832,"1,173",400
2021년04월_여_80~89세,"3,818",160,134,735,265,392,399,251,69,127,117,88,350,507,224
2021년04월_여_90~99세,808,44,25,133,45,83,81,83,10,25,29,9,86,106,49
2021년04월_여_100세 이상,46,5,2,6,2,2,4,6,1,1,2,1,3,5,6
2021년05월_계_총인구수,"302,681","7,635","6,665","44,959","15,993","19,293","25,782","30,026","2,777","20,968","3,962","3,649","50,709","47,977","22,286"
2021년05월_계_연령구간인구수,"302,681","7,635","6,665","44,959","15,993","19,293","25,782","30,026","2,777","20,968","3,962","3,649","50,709","47,977","22,286"
2021년05월_계_0~9세,"30,485",335,301,"3,719",997,"1,112","2,102","4,404",84,"2,668",124,164,"4,873","6,563","3,039"
2021년05월_계_10~19세,"26,307",404,396,"3,763","1,073","1,131","2,530","2,990",143,"2,144",197,174,"3,988","5,319","2,055"
2021년05월_계_20~29세,"37,535",944,992,"5,103","2,112","2,521","3,168","3,282",343,"2,315",480,472,"9,102","4,024","2,677"
2021년05월_계_30~39세,"50,938","1,022","1,022","6,556","2,278","2,948","3,349","5,348",370,"3,495",428,472,"11,813","7,508","4,329"
2021년05월_계_40~49세,"53,569","1,010",931,"7,092","2,199","2,557","4,433","6,009",379,"4,160",523,453,"9,368","10,586","3,869"
2021년05월_계_50~59세,"43,360","1,455","1,208","7,006","2,836","3,394","4,202","3,872",573,"3,078",785,732,"5,365","5,872","2,982"
2021년05월_계_60~69세,"36,791","1,536","1,060","6,917","2,743","3,431","3,507","2,627",512,"2,180",782,726,"3,810","4,881","2,079"
2021년05월_계_70~79세,"16,635",606,520,"3,418","1,244","1,523","1,738",996,244,687,406,301,"1,741","2,353",858
2021년05월_계_80~89세,"5,961",255,202,"1,198",450,578,643,386,110,202,202,143,538,727,327
2021년05월_계_90~99세,"1,040",60,31,178,57,94,106,104,18,38,32,11,108,139,64
2021년05월_계_100세 이상,60,8,2,9,4,4,4,8,1,1,3,1,3,5,7
2021년05월_남_총인구수,"151,874","4,222","3,438","22,250","8,101","9,714","12,823","14,925","1,544","10,260","2,229","2,076","25,445","23,640","11,207"
2021년05월_남_연령구간인구수,"151,874","4,222","3,438","22,250","8,101","9,714","12,823","14,925","1,544","10,260","2,229","2,076","25,445","23,640","11,207"
2021년05월_남_0~9세,"15,630",169,151,"1,911",506,567,"1,122","2,216",48,"1,333",64,81,"2,532","3,338","1,592"
2021년05월_남_10~19세,"13,317",214,213,"1,938",576,580,"1,275","1,507",74,"1,049",108,87,"1,955","2,700","1,041"
2021년05월_남_20~29세,"18,992",543,527,"2,629","1,179","1,373","1,688","1,658",207,"1,144",269,272,"4,112","2,039","1,352"
2021년05월_남_30~39세,"25,827",610,600,"3,358","1,221","1,609","1,719","2,520",227,"1,584",260,297,"6,277","3,432","2,113"
2021년05월_남_40~49세,"28,020",618,518,"3,619","1,148","1,336","2,211","3,142",223,"2,119",314,285,"4,969","5,524","1,994"
2021년05월_남_50~59세,"21,650",836,620,"3,342","1,347","1,672","2,062","1,911",315,"1,458",495,427,"2,734","2,916","1,515"
2021년05월_남_60~69세,"17,778",821,507,"3,262","1,308","1,650","1,649","1,279",283,"1,112",432,410,"1,762","2,259","1,044"
2021년05월_남_70~79세,"8,293",296,229,"1,687",620,728,824,535,119,378,196,159,900,"1,180",442
2021년05월_남_80~89세,"2,123",99,68,457,182,185,249,132,40,71,86,54,180,223,97
2021년05월_남_90~99세,230,13,5,44,12,12,24,23,8,12,4,4,24,29,16
2021년05월_남_100세 이상,14,3,0,3,2,2,0,2,0,0,1,0,0,0,1
2021년05월_여_총인구수,"150,807","3,413","3,227","22,709","7,892","9,579","12,959","15,101","1,233","10,708","1,733","1,573","25,264","24,337","11,079"
2021년05월_여_연령구간인구수,"150,807","3,413","3,227","22,709","7,892","9,579","12,959","15,101","1,233","10,708","1,733","1,573","25,264","24,337","11,079"
2021년05월_여_0~9세,"14,855",166,150,"1,808",491,545,980,"2,188",36,"1,335",60,83,"2,341","3,225","1,447"
2021년05월_여_10~19세,"12,990",190,183,"1,825",497,551,"1,255","1,483",69,"1,095",89,87,"2,033","2,619","1,014"
2021년05월_여_20~29세,"18,543",401,465,"2,474",933,"1,148","1,480","1,624",136,"1,171",211,200,"4,990","1,985","1,325"
2021년05월_여_30~39세,"25,111",412,422,"3,198","1,057","1,339","1,630","2,828",143,"1,911",168,175,"5,536","4,076","2,216"
2021년05월_여_40~49세,"25,549",392,413,"3,473","1,051","1,221","2,222","2,867",156,"2,041",209,168,"4,399","5,062","1,875"
2021년05월_여_50~59세,"21,710",619,588,"3,664","1,489","1,722","2,140","1,961",258,"1,620",290,305,"2,631","2,956","1,467"
2021년05월_여_60~69세,"19,013",715,553,"3,655","1,435","1,781","1,858","1,348",229,"1,068",350,316,"2,048","2,622","1,035"
2021년05월_여_70~79세,"8,342",310,291,"1,731",624,795,914,461,125,309,210,142,841,"1,173",416
2021년05월_여_80~89세,"3,838",156,134,741,268,393,394,254,70,131,116,89,358,504,230
2021년05월_여_90~99세,810,47,26,134,45,82,82,81,10,26,28,7,84,110,48
2021년05월_여_100세 이상,46,5,2,6,2,2,4,6,1,1,2,1,3,5,6
2021년06월_계_총인구수,"305,908","7,624","6,654","44,857","15,943","19,250","25,800","30,031","2,775","23,173","3,938","3,642","50,686","47,838","23,697"
2021년06월_계_연령구간인구수,"305,908","7,624","6,654","44,857","15,943","19,250","25,800","30,031","2,775","23,173","3,938","3,642","50,686","47,838","23,697"
2021년06월_계_0~9세,"30,881",337,305,"3,687",993,"1,098","2,080","4,404",86,"3,013",120,162,"4,814","6,502","3,280"
2021년06월_계_10~19세,"26,667",401,398,"3,748","1,058","1,126","2,526","2,983",143,"2,386",198,177,"3,995","5,334","2,194"
2021년06월_계_20~29세,"37,856",934,977,"5,080","2,118","2,480","3,170","3,279",342,"2,621",475,472,"9,095","4,008","2,805"
2021년06월_계_30~39세,"51,316","1,025","1,028","6,508","2,254","2,958","3,340","5,322",373,"3,793",428,480,"11,774","7,415","4,618"
2021년06월_계_40~49세,"54,268","1,002",930,"7,091","2,196","2,539","4,439","6,039",379,"4,604",514,455,"9,391","10,567","4,122"
2021년06월_계_50~59세,"43,789","1,445","1,190","6,966","2,808","3,383","4,216","3,879",564,"3,468",779,725,"5,366","5,885","3,115"
2021년06월_계_60~69세,"37,240","1,548","1,069","6,953","2,758","3,460","3,542","2,612",518,"2,306",783,719,"3,849","4,896","2,227"
2021년06월_계_70~79세,"16,752",613,524,"3,437","1,246","1,530","1,723","1,012",241,708,401,299,"1,744","2,356",918
2021년06월_계_80~89세,"6,033",250,201,"1,204",450,582,650,385,110,231,205,144,544,732,345
2021년06월_계_90~99세,"1,046",61,30,174,58,90,110,108,18,42,32,8,111,138,66
2021년06월_계_100세 이상,60,8,2,9,4,4,4,8,1,1,3,1,3,5,7
2021년06월_남_총인구수,"153,427","4,222","3,432","22,210","8,085","9,698","12,820","14,908","1,544","11,350","2,214","2,080","25,392","23,573","11,899"
2021년06월_남_연령구간인구수,"153,427","4,222","3,432","22,210","8,085","9,698","12,820","14,908","1,544","11,350","2,214","2,080","25,392","23,573","11,899"
2021년06월_남_0~9세,"15,830",170,153,"1,899",507,559,"1,111","2,212",49,"1,506",61,80,"2,499","3,304","1,720"
2021년06월_남_10~19세,"13,513",212,209,"1,931",570,580,"1,272","1,501",75,"1,182",108,91,"1,954","2,714","1,114"
2021년06월_남_20~29세,"19,137",543,525,"2,624","1,186","1,350","1,681","1,653",206,"1,292",265,270,"4,093","2,038","1,411"
2021년06월_남_30~39세,"25,970",609,598,"3,347","1,209","1,618","1,705","2,501",228,"1,710",254,304,"6,251","3,381","2,255"
2021년06월_남_40~49세,"28,346",616,520,"3,611","1,147","1,331","2,219","3,144",225,"2,335",312,284,"4,973","5,502","2,127"
2021년06월_남_50~59세,"21,897",833,610,"3,326","1,340","1,666","2,072","1,921",310,"1,665",497,423,"2,734","2,933","1,567"
2021년06월_남_60~69세,"17,982",825,511,"3,273","1,311","1,663","1,660","1,280",285,"1,184",431,410,"1,779","2,264","1,106"
2021년06월_남_70~79세,"8,354",301,233,"1,692",617,732,820,540,118,388,193,160,902,"1,181",477
2021년06월_남_80~89세,"2,154",97,68,461,184,185,256,130,40,75,88,55,183,226,106
2021년06월_남_90~99세,230,13,5,43,12,12,24,24,8,13,4,3,24,30,15
2021년06월_남_100세 이상,14,3,0,3,2,2,0,2,0,0,1,0,0,0,1
2021년06월_여_총인구수,"152,481","3,402","3,222","22,647","7,858","9,552","12,980","15,123","1,231","11,823","1,724","1,562","25,294","24,265","11,798"
2021년06월_여_연령구간인구수,"152,481","3,402","3,222","22,647","7,858","9,552","12,980","15,123","1,231","11,823","1,724","1,562","25,294","24,265","11,798"
2021년06월_여_0~9세,"15,051",167,152,"1,788",486,539,969,"2,192",37,"1,507",59,82,"2,315","3,198","1,560"
2021년06월_여_10~19세,"13,154",189,189,"1,817",488,546,"1,254","1,482",68,"1,204",90,86,"2,041","2,620","1,080"
2021년06월_여_20~29세,"18,719",391,452,"2,456",932,"1,130","1,489","1,626",136,"1,329",210,202,"5,002","1,970","1,394"
2021년06월_여_30~39세,"25,346",416,430,"3,161","1,045","1,340","1,635","2,821",145,"2,083",174,176,"5,523","4,034","2,363"
2021년06월_여_40~49세,"25,922",386,410,"3,480","1,049","1,208","2,220","2,895",154,"2,269",202,171,"4,418","5,065","1,995"
2021년06월_여_50~59세,"21,892",612,580,"3,640","1,468","1,717","2,144","1,958",254,"1,803",282,302,"2,632","2,952","1,548"
2021년06월_여_60~69세,"19,258",723,558,"3,680","1,447","1,797","1,882","1,332",233,"1,122",352,309,"2,070","2,632","1,121"
2021년06월_여_70~79세,"8,398",312,291,"1,745",629,798,903,472,123,320,208,139,842,"1,175",441
2021년06월_여_80~89세,"3,879",153,133,743,266,397,394,255,70,156,117,89,361,506,239
2021년06월_여_90~99세,816,48,25,131,46,78,86,84,10,29,28,5,87,108,51
2021년06월_여_100세 이상,46,5,2,6,2,2,4,6,1,1,2,1,3,5,6
2021년07월_계_총인구수,"308,390","7,600","6,660","44,770","15,901","19,222","25,790","30,077","2,767","24,907","3,938","3,614","50,720","47,758","24,666"
2021년07월_계_연령구간인구수,"308,390","7,600","6,660","44,770","15,901","19,222","25,790","30,077","2,767","24,907","3,938","3,614","50,720","47,758","24,666"
2021년07월_계_0~9세,"31,258",338,298,"3,664",990,"1,084","2,073","4,398",85,"3,301",130,165,"4,814","6,455","3,463"
2021년07월_계_10~19세,"27,024",397,403,"3,722","1,043","1,111","2,524","3,015",140,"2,657",196,175,"3,987","5,335","2,319"
2021년07월_계_20~29세,"37,943",929,975,"5,056","2,089","2,462","3,169","3,256",342,"2,773",474,471,"9,071","4,012","2,864"
2021년07월_계_30~39세,"51,491","1,023","1,026","6,471","2,247","2,945","3,341","5,297",364,"4,042",426,474,"11,727","7,333","4,775"
2021년07월_계_40~49세,"54,833",988,940,"7,078","2,191","2,541","4,445","6,055",376,"4,972",505,443,"9,445","10,547","4,307"
2021년07월_계_50~59세,"44,130","1,433","1,186","6,944","2,805","3,376","4,189","3,896",568,"3,721",782,717,"5,391","5,912","3,210"
2021년07월_계_60~69세,"37,589","1,564","1,077","6,991","2,771","3,478","3,557","2,632",520,"2,395",783,716,"3,864","4,922","2,319"
2021년07월_계_70~79세,"16,887",607,526,"3,456","1,242","1,543","1,719","1,016",242,748,400,298,"1,753","2,364",973
2021년07월_계_80~89세,"6,117",250,197,"1,208",459,591,658,394,110,252,206,146,550,735,361
2021년07월_계_90~99세,"1,061",64,30,172,60,87,111,109,19,45,33,8,116,138,69
2021년07월_계_100세 이상,57,7,2,8,4,4,4,9,1,1,3,1,2,5,6
2021년07월_남_총인구수,"154,574","4,209","3,441","22,157","8,067","9,684","12,807","14,910","1,539","12,190","2,215","2,063","25,394","23,532","12,366"
2021년07월_남_연령구간인구수,"154,574","4,209","3,441","22,157","8,067","9,684","12,807","14,910","1,539","12,190","2,215","2,063","25,394","23,532","12,366"
2021년07월_남_0~9세,"15,997",165,152,"1,889",511,546,"1,105","2,200",48,"1,634",67,80,"2,492","3,297","1,811"
2021년07월_남_10~19세,"13,687",211,212,"1,917",559,572,"1,272","1,517",73,"1,325",107,88,"1,953","2,709","1,172"
2021년07월_남_20~29세,"19,184",543,529,"2,607","1,165","1,344","1,680","1,638",209,"1,384",266,271,"4,071","2,038","1,439"
2021년07월_남_30~39세,"26,028",605,597,"3,337","1,207","1,616","1,707","2,473",218,"1,809",252,298,"6,240","3,336","2,333"
2021년07월_남_40~49세,"28,613",609,522,"3,603","1,148","1,337","2,226","3,153",223,"2,517",308,280,"4,985","5,479","2,223"
2021년07월_남_50~59세,"22,065",825,603,"3,305","1,343","1,658","2,055","1,939",314,"1,804",497,417,"2,751","2,945","1,609"
2021년07월_남_60~69세,"18,149",837,518,"3,290","1,316","1,669","1,662","1,286",288,"1,224",431,411,"1,789","2,286","1,142"
2021년07월_남_70~79세,"8,416",301,235,"1,700",615,737,818,543,118,399,192,159,908,"1,183",508
2021년07월_남_80~89세,"2,190",96,68,464,188,191,259,135,39,80,89,56,181,230,114
2021년07월_남_90~99세,233,14,5,42,14,12,23,24,9,14,5,3,24,29,15
2021년07월_남_100세 이상,12,3,0,3,1,2,0,2,0,0,1,0,0,0,0
2021년07월_여_총인구수,"153,816","3,391","3,219","22,613","7,834","9,538","12,983","15,167","1,228","12,717","1,723","1,551","25,326","24,226","12,300"
2021년07월_여_연령구간인구수,"153,816","3,391","3,219","22,613","7,834","9,538","12,983","15,167","1,228","12,717","1,723","1,551","25,326","24,226","12,300"
2021년07월_여_0~9세,"15,261",173,146,"1,775",479,538,968,"2,198",37,"1,667",63,85,"2,322","3,158","1,652"
2021년07월_여_10~19세,"13,337",186,191,"1,805",484,539,"1,252","1,498",67,"1,332",89,87,"2,034","2,626","1,147"
2021년07월_여_20~29세,"18,759",386,446,"2,449",924,"1,118","1,489","1,618",133,"1,389",208,200,"5,000","1,974","1,425"
2021년07월_여_30~39세,"25,463",418,429,"3,134","1,040","1,329","1,634","2,824",146,"2,233",174,176,"5,487","3,997","2,442"
2021년07월_여_40~49세,"26,220",379,418,"3,475","1,043","1,204","2,219","2,902",153,"2,455",197,163,"4,460","5,068","2,084"
2021년07월_여_50~59세,"22,065",608,583,"3,639","1,462","1,718","2,134","1,957",254,"1,917",285,300,"2,640","2,967","1,601"
2021년07월_여_60~69세,"19,440",727,559,"3,701","1,455","1,809","1,895","1,346",232,"1,171",352,305,"2,075","2,636","1,177"
2021년07월_여_70~79세,"8,471",306,291,"1,756",627,806,901,473,124,349,208,139,845,"1,181",465
2021년07월_여_80~89세,"3,927",154,129,744,271,400,399,259,71,172,117,90,369,505,247
2021년07월_여_90~99세,828,50,25,130,46,75,88,85,10,31,28,5,92,109,54
2021년07월_여_100세 이상,45,4,2,5,3,2,4,7,1,1,2,1,2,5,6
2021년08월_계_총인구수,"310,365","7,573","6,615","45,055","15,848","19,213","25,715","30,023","2,761","25,385","3,937","3,581","52,094","47,630","24,935"
