카테고리,경상북도 안동시,경상북도 안동시 풍산읍,경상북도 안동시 와룡면,경상북도 안동시 북후면,경상북도 안동시 서후면,경상북도 안동시 풍천면,경상북도 안동시 일직면,경상북도 안동시 남후면,경상북도 안동시 남선면,경상북도 안동시 임하면,경상북도 안동시 길안면,경상북도 안동시 임동면,경상북도 안동시 예안면,경상북도 안동시 도산면,경상북도 안동시 녹전면,경상북도 안동시 중구동,경상북도 안동시 명륜동,경상북도 안동시 용상동,경상북도 안동시 서구동,경상북도 안동시 태화동,경상북도 안동시 평화동,경상북도 안동시 안기동,경상북도 안동시 옥동,경상북도 안동시 송하동,경상북도 안동시 강남동
2020년11월_여_30~39세,"7,439",156,88,59,79,427,50,26,56,63,49,22,31,21,26,255,224,"1,271",420,731,275,251,"1,280",982,597
2020년11월_여_40~49세,"10,734",223,129,110,137,336,96,56,61,98,49,52,38,33,47,281,338,"1,788",692,886,447,444,"1,986","1,318","1,089"
2020년11월_여_50~59세,"12,959",507,301,220,256,413,191,127,201,203,217,129,180,118,130,403,471,"1,757",728,"1,160",562,613,"1,900","1,427",745
2020년11월_여_60~69세,"13,160",693,423,322,401,490,336,183,229,329,317,210,222,219,202,522,453,"1,478",834,"1,193",645,615,"1,388",985,471
2020년11월_여_70~79세,"9,222",590,398,299,278,419,313,200,170,257,330,200,191,179,180,388,313,933,569,768,375,322,750,524,276
2020년11월_여_80~89세,"6,283",505,330,264,246,297,259,186,154,220,235,154,156,127,167,208,189,561,341,396,198,138,454,336,162
2020년11월_여_90~99세,"1,139",85,59,51,60,53,53,45,31,46,34,16,18,25,23,46,28,96,52,63,49,26,84,65,31
2020년11월_여_100세 이상,48,5,4,1,0,2,3,1,0,2,1,4,2,0,0,0,0,3,5,5,2,0,1,4,3
2020년12월_계_총인구수,"158,907","6,390","4,114","3,022","3,555","6,702","2,777","1,786","2,122","2,884","2,721","1,773","1,875","1,635","1,771","5,068","5,056","22,309","9,169","13,368","6,322","6,271","21,809","16,018","10,390"
2020년12월_계_연령구간인구수,"158,907","6,390","4,114","3,022","3,555","6,702","2,777","1,786","2,122","2,884","2,721","1,773","1,875","1,635","1,771","5,068","5,056","22,309","9,169","13,368","6,322","6,271","21,809","16,018","10,390"
2020년12월_계_0~9세,"10,643",190,100,67,84,411,47,33,56,57,45,31,45,25,32,239,304,"1,913",646,926,381,349,"2,021","1,529","1,112"
2020년12월_계_10~19세,"13,736",288,200,86,138,363,125,63,80,111,79,50,54,50,71,342,410,"2,354",878,963,533,588,"2,624","1,743","1,543"
2020년12월_계_20~29세,"16,790",453,315,148,309,910,150,80,162,194,127,81,84,69,67,528,541,"3,012",850,"1,449",639,680,"2,746","1,931","1,265"
2020년12월_계_30~39세,"15,481",374,205,164,210,994,114,82,138,155,123,61,75,62,74,492,438,"2,555",823,"1,559",590,559,"2,478","2,043","1,113"
2020년12월_계_40~49세,"22,332",569,341,328,360,793,245,160,165,267,180,149,114,126,139,627,721,"3,571","1,396","1,857",908,878,"3,792","2,586","2,060"
2020년12월_계_50~59세,"26,500","1,115",694,546,606,941,447,290,439,528,518,314,376,283,289,839,937,"3,513","1,456","2,265","1,043","1,178","3,568","2,744","1,571"
2020년12월_계_60~69세,"25,641","1,414",896,656,855,983,637,386,484,701,688,472,490,435,469,910,847,"2,776","1,501","2,216","1,156","1,147","2,597","1,995",930
2020년12월_계_70~79세,"16,626","1,102",735,552,537,762,560,358,327,486,548,348,352,341,352,706,552,"1,634","1,013","1,403",692,628,"1,240",885,513
2020년12월_계_80~89세,"9,644",758,544,412,381,467,385,284,232,320,369,240,258,209,249,329,268,858,527,644,321,229,640,476,244
2020년12월_계_90~99세,"1,452",120,81,62,75,74,64,49,39,63,43,22,25,35,29,54,38,117,74,79,57,35,101,80,36
2020년12월_계_100세 이상,62,7,3,1,0,4,3,1,0,2,1,5,2,0,0,2,0,6,5,7,2,0,2,6,3
2020년12월_남_총인구수,"78,661","3,218","2,121","1,589","1,876","3,455","1,351",891,"1,090","1,505","1,374",912,975,856,918,"2,467","2,439","11,071","4,419","6,647","3,058","3,116","10,383","7,799","5,131"
2020년12월_남_연령구간인구수,"78,661","3,218","2,121","1,589","1,876","3,455","1,351",891,"1,090","1,505","1,374",912,975,856,918,"2,467","2,439","11,071","4,419","6,647","3,058","3,116","10,383","7,799","5,131"
2020년12월_남_0~9세,"5,582",100,52,38,40,210,25,19,31,26,18,20,26,14,21,134,169,"1,000",349,466,186,192,"1,055",809,582
2020년12월_남_10~19세,"7,187",158,122,51,89,186,77,37,38,57,43,24,35,29,34,181,193,"1,232",447,521,282,305,"1,339",892,815
2020년12월_남_20~29세,"9,194",266,179,98,171,496,88,48,103,117,72,49,57,41,37,297,292,"1,698",459,809,366,367,"1,398","1,039",647
2020년12월_남_30~39세,"8,021",215,113,107,133,562,63,55,82,90,74,38,45,43,48,236,213,"1,283",406,838,317,307,"1,207","1,031",515
2020년12월_남_40~49세,"11,617",347,212,216,223,453,152,106,107,175,133,97,78,90,91,349,382,"1,774",712,983,464,442,"1,817","1,247",967
2020년12월_남_50~59세,"13,575",608,397,325,355,526,258,163,235,324,298,186,198,165,162,442,477,"1,766",731,"1,107",482,574,"1,677","1,297",822
2020년12월_남_60~69세,"12,394",718,471,334,454,486,301,204,253,371,371,257,265,217,264,385,387,"1,300",661,"1,027",509,522,"1,204",975,458
2020년12월_남_70~79세,"7,430",517,341,256,259,348,247,158,155,228,222,149,167,163,174,312,239,700,448,636,320,306,489,358,238
2020년12월_남_80~89세,"3,341",255,211,150,136,165,128,97,78,101,131,85,97,84,81,121,79,294,187,245,125,91,181,139,80
2020년12월_남_90~99세,306,32,23,14,16,21,12,4,8,16,12,7,7,10,6,8,8,21,19,13,7,10,15,10,7
2020년12월_남_100세 이상,14,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,1,2,0
2020년12월_여_총인구수,"80,246","3,172","1,993","1,433","1,679","3,247","1,426",895,"1,032","1,379","1,347",861,900,779,853,"2,601","2,617","11,238","4,750","6,721","3,264","3,155","11,426","8,219","5,259"
2020년12월_여_연령구간인구수,"80,246","3,172","1,993","1,433","1,679","3,247","1,426",895,"1,032","1,379","1,347",861,900,779,853,"2,601","2,617","11,238","4,750","6,721","3,264","3,155","11,426","8,219","5,259"
2020년12월_여_0~9세,"5,061",90,48,29,44,201,22,14,25,31,27,11,19,11,11,105,135,913,297,460,195,157,966,720,530
2020년12월_여_10~19세,"6,549",130,78,35,49,177,48,26,42,54,36,26,19,21,37,161,217,"1,122",431,442,251,283,"1,285",851,728
2020년12월_여_20~29세,"7,596",187,136,50,138,414,62,32,59,77,55,32,27,28,30,231,249,"1,314",391,640,273,313,"1,348",892,618
2020년12월_여_30~39세,"7,460",159,92,57,77,432,51,27,56,65,49,23,30,19,26,256,225,"1,272",417,721,273,252,"1,271","1,012",598
2020년12월_여_40~49세,"10,715",222,129,112,137,340,93,54,58,92,47,52,36,36,48,278,339,"1,797",684,874,444,436,"1,975","1,339","1,093"
2020년12월_여_50~59세,"12,925",507,297,221,251,415,189,127,204,204,220,128,178,118,127,397,460,"1,747",725,"1,158",561,604,"1,891","1,447",749
2020년12월_여_60~69세,"13,247",696,425,322,401,497,336,182,231,330,317,215,225,218,205,525,460,"1,476",840,"1,189",647,625,"1,393","1,020",472
2020년12월_여_70~79세,"9,196",585,394,296,278,414,313,200,172,258,326,199,185,178,178,394,313,934,565,767,372,322,751,527,275
2020년12월_여_80~89세,"6,303",503,333,262,245,302,257,187,154,219,238,155,161,125,168,208,189,564,340,399,196,138,459,337,164
2020년12월_여_90~99세,"1,146",88,58,48,59,53,52,45,31,47,31,15,18,25,23,46,30,96,55,66,50,25,86,70,29
2020년12월_여_100세 이상,48,5,3,1,0,2,3,1,0,2,1,5,2,0,0,0,0,3,5,5,2,0,1,4,3
2021년01월_계_총인구수,"158,675","6,379","4,093","2,997","3,556","6,760","2,788","1,789","2,122","2,876","2,714","1,769","1,870","1,633","1,766","5,080","5,011","22,218","9,218","13,285","6,316","6,247","21,686","16,107","10,395"
2021년01월_계_연령구간인구수,"158,675","6,379","4,093","2,997","3,556","6,760","2,788","1,789","2,122","2,876","2,714","1,769","1,870","1,633","1,766","5,080","5,011","22,218","9,218","13,285","6,316","6,247","21,686","16,107","10,395"
2021년01월_계_0~9세,"10,551",187,98,61,83,424,46,32,57,56,46,31,45,24,31,238,299,"1,903",647,897,378,344,"1,989","1,538","1,097"
2021년01월_계_10~19세,"13,695",285,197,84,134,368,136,60,82,112,78,49,57,48,71,349,406,"2,322",886,960,526,579,"2,613","1,748","1,545"
2021년01월_계_20~29세,"16,710",445,310,142,314,925,145,84,155,186,127,77,84,70,65,542,528,"2,989",850,"1,437",638,672,"2,724","1,928","1,273"
2021년01월_계_30~39세,"15,400",369,204,157,208,"1,016",116,84,141,155,117,60,73,62,73,480,424,"2,546",827,"1,530",583,564,"2,420","2,086","1,105"
2021년01월_계_40~49세,"22,224",565,334,317,361,792,244,157,159,264,174,150,110,127,135,624,708,"3,570","1,392","1,851",904,860,"3,777","2,593","2,056"
2021년01월_계_50~59세,"26,412","1,114",682,541,596,932,452,286,441,520,520,306,373,282,292,835,937,"3,492","1,463","2,240","1,042","1,179","3,554","2,745","1,588"
2021년01월_계_60~69세,"25,827","1,418",905,668,865,996,633,395,489,711,685,479,490,432,469,915,847,"2,785","1,522","2,227","1,169","1,152","2,631","2,012",932
2021년01월_계_70~79세,"16,599","1,102",729,551,536,755,554,356,325,486,549,351,351,341,348,705,557,"1,623","1,017","1,410",691,629,"1,231",889,513
2021년01월_계_80~89세,"9,725",761,549,411,384,473,394,284,234,323,372,239,260,212,251,333,269,865,535,645,325,232,647,481,246
2021년01월_계_90~99세,"1,467",126,80,64,75,74,65,50,39,61,45,22,25,35,31,57,36,117,74,81,58,36,98,81,37
2021년01월_계_100세 이상,65,7,5,1,0,5,3,1,0,2,1,5,2,0,0,2,0,6,5,7,2,0,2,6,3
2021년01월_남_총인구수,"78,563","3,207","2,113","1,579","1,879","3,474","1,356",893,"1,091","1,505","1,371",911,975,854,917,"2,463","2,416","11,034","4,448","6,607","3,053","3,103","10,329","7,855","5,130"
2021년01월_남_연령구간인구수,"78,563","3,207","2,113","1,579","1,879","3,474","1,356",893,"1,091","1,505","1,371",911,975,854,917,"2,463","2,416","11,034","4,448","6,607","3,053","3,103","10,329","7,855","5,130"
2021년01월_남_0~9세,"5,530",99,50,36,41,213,25,19,31,26,18,20,26,14,20,133,168,994,350,454,180,186,"1,040",812,575
2021년01월_남_10~19세,"7,163",157,122,48,85,190,88,35,38,57,43,23,38,26,36,184,192,"1,216",450,519,278,301,"1,330",896,811
2021년01월_남_20~29세,"9,152",259,178,96,176,500,84,50,101,114,71,46,57,42,36,303,283,"1,682",460,797,364,363,"1,400","1,041",649
2021년01월_남_30~39세,"7,979",212,112,101,132,568,63,57,86,91,70,37,44,43,46,230,205,"1,288",415,824,311,310,"1,176","1,050",508
2021년01월_남_40~49세,"11,568",345,206,212,224,451,149,103,102,174,131,99,74,90,90,344,377,"1,774",707,984,465,435,"1,808","1,252",972
2021년01월_남_50~59세,"13,551",609,391,321,348,525,261,159,238,318,301,184,197,165,164,438,473,"1,756",737,"1,099",486,575,"1,670","1,306",830
2021년01월_남_60~69세,"12,492",719,478,345,460,491,300,212,254,380,370,260,266,214,266,384,388,"1,308",668,"1,031",512,525,"1,218",984,459
2021년01월_남_70~79세,"7,427",511,340,255,257,346,245,157,153,228,222,152,168,165,170,315,243,697,451,637,323,305,488,362,237
2021년01월_남_80~89세,"3,370",258,213,150,140,166,130,97,80,101,133,83,98,85,81,121,79,295,190,245,127,93,183,140,82
2021년01월_남_90~99세,316,36,23,15,16,21,11,4,8,16,12,7,7,10,8,9,8,21,20,15,7,10,15,10,7
2021년01월_남_100세 이상,15,2,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,1,2,0
2021년01월_여_총인구수,"80,112","3,172","1,980","1,418","1,677","3,286","1,432",896,"1,031","1,371","1,343",858,895,779,849,"2,617","2,595","11,184","4,770","6,678","3,263","3,144","11,357","8,252","5,265"
2021년01월_여_연령구간인구수,"80,112","3,172","1,980","1,418","1,677","3,286","1,432",896,"1,031","1,371","1,343",858,895,779,849,"2,617","2,595","11,184","4,770","6,678","3,263","3,144","11,357","8,252","5,265"
2021년01월_여_0~9세,"5,021",88,48,25,42,211,21,13,26,30,28,11,19,10,11,105,131,909,297,443,198,158,949,726,522
2021년01월_여_10~19세,"6,532",128,75,36,49,178,48,25,44,55,35,26,19,22,35,165,214,"1,106",436,441,248,278,"1,283",852,734
2021년01월_여_20~29세,"7,558",186,132,46,138,425,61,34,54,72,56,31,27,28,29,239,245,"1,307",390,640,274,309,"1,324",887,624
2021년01월_여_30~39세,"7,421",157,92,56,76,448,53,27,55,64,47,23,29,19,27,250,219,"1,258",412,706,272,254,"1,244","1,036",597
2021년01월_여_40~49세,"10,656",220,128,105,137,341,95,54,57,90,43,51,36,37,45,280,331,"1,796",685,867,439,425,"1,969","1,341","1,084"
2021년01월_여_50~59세,"12,861",505,291,220,248,407,191,127,203,202,219,122,176,117,128,397,464,"1,736",726,"1,141",556,604,"1,884","1,439",758
2021년01월_여_60~69세,"13,335",699,427,323,405,505,333,183,235,331,315,219,224,218,203,531,459,"1,477",854,"1,196",657,627,"1,413","1,028",473
2021년01월_여_70~79세,"9,172",591,389,296,279,409,309,199,172,258,327,199,183,176,178,390,314,926,566,773,368,324,743,527,276
2021년01월_여_80~89세,"6,355",503,336,261,244,307,264,187,154,222,239,156,162,127,170,212,190,570,345,400,198,139,464,341,164
2021년01월_여_90~99세,"1,151",90,57,49,59,53,54,46,31,45,33,15,18,25,23,48,28,96,54,66,51,26,83,71,30
2021년01월_여_100세 이상,50,5,5,1,0,2,3,1,0,2,1,5,2,0,0,0,0,3,5,5,2,0,1,4,3
2021년02월_계_총인구수,"158,493","6,360","4,076","2,985","3,543","6,802","2,754","1,786","2,124","2,856","2,713","1,762","1,860","1,630","1,749","5,134","5,002","22,170","9,183","13,291","6,304","6,213","21,617","16,142","10,437"
2021년02월_계_연령구간인구수,"158,493","6,360","4,076","2,985","3,543","6,802","2,754","1,786","2,124","2,856","2,713","1,762","1,860","1,630","1,749","5,134","5,002","22,170","9,183","13,291","6,304","6,213","21,617","16,142","10,437"
2021년02월_계_0~9세,"10,509",188,95,61,84,426,45,31,58,57,46,32,44,24,31,238,293,"1,900",638,899,377,339,"1,963","1,543","1,097"
2021년02월_계_10~19세,"13,643",275,197,84,132,375,130,60,81,109,79,49,56,48,64,346,404,"2,318",892,956,524,559,"2,601","1,757","1,547"
2021년02월_계_20~29세,"16,555",444,293,135,302,940,142,84,156,184,121,74,81,71,65,575,528,"2,944",847,"1,422",621,670,"2,700","1,889","1,267"
2021년02월_계_30~39세,"15,418",366,203,158,211,"1,027",113,81,140,152,116,58,76,62,71,500,431,"2,537",812,"1,524",576,567,"2,400","2,116","1,121"
2021년02월_계_40~49세,"22,145",565,329,314,356,784,235,157,161,258,172,151,114,125,129,619,697,"3,565","1,379","1,870",904,847,"3,764","2,597","2,053"
2021년02월_계_50~59세,"26,347","1,091",673,532,594,933,448,285,436,513,521,298,363,279,290,829,936,"3,503","1,470","2,235","1,040","1,173","3,561","2,744","1,600"
2021년02월_계_60~69세,"25,968","1,431",918,675,874,"1,006",631,399,497,713,691,481,493,434,468,924,848,"2,785","1,513","2,231","1,183","1,156","2,645","2,031",941
2021년02월_계_70~79세,"16,551","1,100",727,541,527,749,546,355,321,481,544,351,345,338,346,710,555,"1,627","1,017","1,415",690,634,"1,225",892,515
2021년02월_계_80~89세,"9,812",766,557,419,386,481,399,283,233,325,376,241,264,215,251,333,274,864,540,651,330,231,657,482,254
2021년02월_계_90~99세,"1,477",124,79,65,77,76,62,50,41,62,46,22,23,34,34,58,36,121,70,81,57,37,99,84,39
2021년02월_계_100세 이상,68,10,5,1,0,5,3,1,0,2,1,5,1,0,0,2,0,6,5,7,2,0,2,7,3
2021년02월_남_총인구수,"78,398","3,196","2,103","1,567","1,865","3,471","1,335",890,"1,089","1,496","1,369",909,970,853,908,"2,495","2,405","10,999","4,415","6,606","3,051","3,082","10,304","7,868","5,152"
2021년02월_남_연령구간인구수,"78,398","3,196","2,103","1,567","1,865","3,471","1,335",890,"1,089","1,496","1,369",909,970,853,908,"2,495","2,405","10,999","4,415","6,606","3,051","3,082","10,304","7,868","5,152"
2021년02월_남_0~9세,"5,497",99,50,35,39,213,25,18,30,28,19,20,26,14,20,135,163,982,341,461,183,184,"1,023",814,575
2021년02월_남_10~19세,"7,131",153,121,48,80,190,81,34,37,54,41,24,37,26,31,180,191,"1,212",458,520,277,290,"1,324",903,819
2021년02월_남_20~29세,"9,042",260,167,91,173,493,83,49,103,113,70,44,55,43,37,323,279,"1,658",451,781,354,362,"1,400","1,012",641
2021년02월_남_30~39세,"7,990",210,114,101,132,567,61,58,85,91,68,35,46,44,44,240,210,"1,284",402,821,308,305,"1,170","1,073",521
2021년02월_남_40~49세,"11,505",342,203,208,220,445,142,101,104,172,126,100,75,86,87,343,370,"1,773",699,996,466,429,"1,799","1,252",967
2021년02월_남_50~59세,"13,544",600,386,317,345,531,260,158,236,311,304,181,194,166,166,429,475,"1,764",740,"1,103",486,576,"1,676","1,302",838
2021년02월_남_60~69세,"12,549",717,487,348,467,499,298,214,255,382,375,262,266,215,262,395,387,"1,306",661,"1,026",520,524,"1,227",994,462
2021년02월_남_70~79세,"7,403",517,336,252,250,342,244,158,151,224,219,152,165,165,169,316,242,699,452,635,321,310,483,364,237
2021년02월_남_80~89세,"3,402",260,216,152,142,167,132,96,78,106,135,84,100,84,81,123,80,296,192,247,128,92,186,140,85
2021년02월_남_90~99세,319,35,23,15,17,21,9,4,10,15,12,7,6,10,11,9,8,22,19,14,8,10,15,12,7
2021년02월_남_100세 이상,16,3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,1,2,0
2021년02월_여_총인구수,"80,095","3,164","1,973","1,418","1,678","3,331","1,419",896,"1,035","1,360","1,344",853,890,777,841,"2,639","2,597","11,171","4,768","6,685","3,253","3,131","11,313","8,274","5,285"
2021년02월_여_연령구간인구수,"80,095","3,164","1,973","1,418","1,678","3,331","1,419",896,"1,035","1,360","1,344",853,890,777,841,"2,639","2,597","11,171","4,768","6,685","3,253","3,131","11,313","8,274","5,285"
2021년02월_여_0~9세,"5,012",89,45,26,45,213,20,13,28,29,27,12,18,10,11,103,130,918,297,438,194,155,940,729,522
2021년02월_여_10~19세,"6,512",122,76,36,52,185,49,26,44,55,38,25,19,22,33,166,213,"1,106",434,436,247,269,"1,277",854,728
2021년02월_여_20~29세,"7,513",184,126,44,129,447,59,35,53,71,51,30,26,28,28,252,249,"1,286",396,641,267,308,"1,300",877,626
2021년02월_여_30~39세,"7,428",156,89,57,79,460,52,23,55,61,48,23,30,18,27,260,221,"1,253",410,703,268,262,"1,230","1,043",600
2021년02월_여_40~49세,"10,640",223,126,106,136,339,93,56,57,86,46,51,39,39,42,276,327,"1,792",680,874,438,418,"1,965","1,345","1,086"
2021년02월_여_50~59세,"12,803",491,287,215,249,402,188,127,200,202,217,117,169,113,124,400,461,"1,739",730,"1,132",554,597,"1,885","1,442",762
2021년02월_여_60~69세,"13,419",714,431,327,407,507,333,185,242,331,316,219,227,219,206,529,461,"1,479",852,"1,205",663,632,"1,418","1,037",479
2021년02월_여_70~79세,"9,148",583,391,289,277,407,302,197,170,257,325,199,180,173,177,394,313,928,565,780,369,324,742,528,278
2021년02월_여_80~89세,"6,410",506,341,267,244,314,267,187,155,219,241,157,164,131,170,210,194,568,348,404,202,139,471,342,169
2021년02월_여_90~99세,"1,158",89,56,50,60,55,53,46,31,47,34,15,17,24,23,49,28,99,51,67,49,27,84,72,32
2021년02월_여_100세 이상,52,7,5,1,0,2,3,1,0,2,1,5,1,0,0,0,0,3,5,5,2,0,1,5,3
2021년03월_계_총인구수,"158,240","6,353","4,067","2,986","3,536","6,853","2,759","1,777","2,113","2,858","2,714","1,755","1,865","1,629","1,741","5,134","4,981","22,176","9,134","13,176","6,274","6,192","21,581","16,167","10,419"
2021년03월_계_연령구간인구수,"158,240","6,353","4,067","2,986","3,536","6,853","2,759","1,777","2,113","2,858","2,714","1,755","1,865","1,629","1,741","5,134","4,981","22,176","9,134","13,176","6,274","6,192","21,581","16,167","10,419"
2021년03월_계_0~9세,"10,468",186,96,61,83,440,45,31,56,58,44,31,45,23,31,238,291,"1,890",633,888,370,338,"1,965","1,534","1,091"
2021년03월_계_10~19세,"13,575",272,191,84,124,376,134,61,81,109,78,48,54,47,63,342,408,"2,328",882,939,518,552,"2,600","1,749","1,535"
2021년03월_계_20~29세,"16,526",440,285,138,290,954,141,81,152,183,123,71,83,71,66,582,512,"2,962",851,"1,405",621,666,"2,676","1,905","1,268"
2021년03월_계_30~39세,"15,362",368,208,155,208,"1,044",112,81,139,148,113,58,77,66,70,499,424,"2,544",799,"1,499",570,562,"2,384","2,117","1,117"
2021년03월_계_40~49세,"22,010",562,324,308,353,779,239,158,157,261,169,149,114,122,121,620,700,"3,539","1,366","1,856",898,836,"3,753","2,589","2,037"
2021년03월_계_50~59세,"26,188","1,078",667,526,602,933,441,280,430,515,519,292,359,281,287,810,934,"3,485","1,452","2,210","1,038","1,160","3,533","2,743","1,613"
2021년03월_계_60~69세,"26,137","1,435",925,684,878,"1,013",638,406,505,723,699,488,501,433,472,927,843,"2,804","1,519","2,238","1,163","1,175","2,670","2,053",945
2021년03월_계_70~79세,"16,540","1,104",721,536,534,746,547,350,320,474,543,349,345,333,344,715,557,"1,626","1,007","1,408",703,634,"1,237",890,517
2021년03월_계_80~89세,"9,883",774,562,430,385,482,400,280,232,322,381,241,261,218,254,340,273,873,548,649,336,232,663,495,252
2021년03월_계_90~99세,"1,489",124,83,64,79,80,59,48,40,63,44,23,25,35,33,60,39,123,72,79,55,37,98,85,41
2021년03월_계_100세 이상,62,10,5,0,0,6,3,1,1,2,1,5,1,0,0,1,0,2,5,5,2,0,2,7,3
2021년03월_남_총인구수,"78,271","3,196","2,104","1,569","1,858","3,488","1,343",888,"1,079","1,500","1,370",909,971,851,907,"2,494","2,382","11,012","4,398","6,559","3,036","3,074","10,279","7,867","5,137"
2021년03월_남_연령구간인구수,"78,271","3,196","2,104","1,569","1,858","3,488","1,343",888,"1,079","1,500","1,370",909,971,851,907,"2,494","2,382","11,012","4,398","6,559","3,036","3,074","10,279","7,867","5,137"
2021년03월_남_0~9세,"5,472",102,53,35,40,225,25,18,28,30,17,20,26,13,20,133,158,974,342,449,180,181,"1,025",811,567
2021년03월_남_10~19세,"7,089",151,120,51,72,189,84,35,37,53,42,23,37,26,30,177,194,"1,223",448,506,275,285,"1,323",902,806
2021년03월_남_20~29세,"9,044",260,161,92,168,493,84,48,99,113,70,44,55,43,38,331,268,"1,662",464,784,347,364,"1,389","1,018",649
2021년03월_남_30~39세,"7,960",206,119,101,130,574,61,58,84,89,69,33,46,45,44,237,207,"1,296",396,807,311,300,"1,156","1,070",521
2021년03월_남_40~49세,"11,444",341,204,202,221,442,144,101,102,174,124,100,73,84,81,342,366,"1,764",688,994,465,425,"1,801","1,248",958
2021년03월_남_50~59세,"13,436",595,381,313,345,528,257,154,231,309,300,179,190,166,168,421,474,"1,757",735,"1,086",483,568,"1,650","1,302",844
2021년03월_남_60~69세,"12,659",720,493,354,469,500,305,221,260,392,383,268,272,216,264,398,386,"1,315",659,"1,037",511,539,"1,239",997,461
2021년03월_남_70~79세,"7,408",520,337,251,255,344,242,155,154,218,221,152,165,165,167,319,242,698,449,630,324,310,488,361,241
2021년03월_남_80~89세,"3,423",262,213,155,141,167,132,94,74,107,134,82,101,82,83,126,78,299,198,251,132,92,192,145,83
2021년03월_남_90~99세,324,36,23,15,17,23,9,4,10,15,10,8,6,11,12,9,9,23,19,14,8,10,15,11,7
2021년03월_남_100세 이상,12,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,0
2021년03월_여_총인구수,"79,969","3,157","1,963","1,417","1,678","3,365","1,416",889,"1,034","1,358","1,344",846,894,778,834,"2,640","2,599","11,164","4,736","6,617","3,238","3,118","11,302","8,300","5,282"
2021년03월_여_연령구간인구수,"79,969","3,157","1,963","1,417","1,678","3,365","1,416",889,"1,034","1,358","1,344",846,894,778,834,"2,640","2,599","11,164","4,736","6,617","3,238","3,118","11,302","8,300","5,282"
2021년03월_여_0~9세,"4,996",84,43,26,43,215,20,13,28,28,27,11,19,10,11,105,133,916,291,439,190,157,940,723,524
2021년03월_여_10~19세,"6,486",121,71,33,52,187,50,26,44,56,36,25,17,21,33,165,214,"1,105",434,433,243,267,"1,277",847,729
2021년03월_여_20~29세,"7,482",180,124,46,122,461,57,33,53,70,53,27,28,28,28,251,244,"1,300",387,621,274,302,"1,287",887,619
2021년03월_여_30~39세,"7,402",162,89,54,78,470,51,23,55,59,44,25,31,21,26,262,217,"1,248",403,692,259,262,"1,228","1,047",596
2021년03월_여_40~49세,"10,566",221,120,106,132,337,95,57,55,87,45,49,41,38,40,278,334,"1,775",678,862,433,411,"1,952","1,341","1,079"
2021년03월_여_50~59세,"12,752",483,286,213,257,405,184,126,199,206,219,113,169,115,119,389,460,"1,728",717,"1,124",555,592,"1,883","1,441",769
2021년03월_여_60~69세,"13,478",715,432,330,409,513,333,185,245,331,316,220,229,217,208,529,457,"1,489",860,"1,201",652,636,"1,431","1,056",484
2021년03월_여_70~79세,"9,132",584,384,285,279,402,305,195,166,256,322,197,180,168,177,396,315,928,558,778,379,324,749,529,276
2021년03월_여_80~89세,"6,460",512,349,275,244,315,268,186,158,215,247,159,160,136,171,214,195,574,350,398,204,140,471,350,169
2021년03월_여_90~99세,"1,165",88,60,49,62,57,50,44,30,48,34,15,19,24,21,51,30,100,53,65,47,27,83,74,34
2021년03월_여_100세 이상,50,7,5,0,0,3,3,1,1,2,1,5,1,0,0,0,0,1,5,4,2,0,1,5,3
2021년04월_계_총인구수,"158,210","6,351","4,074","2,993","3,534","6,874","2,746","1,771","2,109","2,829","2,723","1,754","1,855","1,631","1,736","5,181","5,013","22,190","9,124","13,146","6,280","6,189","21,547","16,144","10,416"
2021년04월_계_연령구간인구수,"158,210","6,351","4,074","2,993","3,534","6,874","2,746","1,771","2,109","2,829","2,723","1,754","1,855","1,631","1,736","5,181","5,013","22,190","9,124","13,146","6,280","6,189","21,547","16,144","10,416"
2021년04월_계_0~9세,"10,421",191,100,61,82,436,44,29,56,57,44,31,44,22,31,230,298,"1,884",631,884,373,334,"1,938","1,530","1,091"
2021년04월_계_10~19세,"13,564",266,191,83,129,377,128,56,78,108,77,49,54,47,63,356,416,"2,337",884,940,515,551,"2,598","1,738","1,523"
2021년04월_계_20~29세,"16,544",438,280,139,288,972,145,82,152,173,120,68,83,72,64,621,514,"2,967",848,"1,390",627,665,"2,658","1,903","1,275"
2021년04월_계_30~39세,"15,345",369,208,154,208,"1,049",112,80,134,145,118,59,76,64,72,502,427,"2,531",798,"1,492",564,559,"2,398","2,115","1,111"
2021년04월_계_40~49세,"21,956",566,322,306,350,778,231,159,159,259,172,149,116,121,123,623,702,"3,536","1,369","1,849",889,837,"3,729","2,576","2,035"
2021년04월_계_50~59세,"26,083","1,066",667,530,597,935,436,275,429,507,519,288,352,285,279,804,930,"3,475","1,441","2,205","1,041","1,154","3,526","2,728","1,614"
2021년04월_계_60~69세,"26,279","1,446",933,685,884,"1,018",640,407,507,716,702,492,500,432,475,928,854,"2,830","1,522","2,240","1,168","1,179","2,693","2,073",955
