카테고리,부산광역시,부산광역시 중구,부산광역시 서구,부산광역시 동구,부산광역시 영도구,부산광역시 부산진구,부산광역시 동래구,부산광역시 남구,부산광역시 북구,부산광역시 해운대구,부산광역시 사하구,부산광역시 금정구,부산광역시 강서구,부산광역시 연제구,부산광역시 수영구,부산광역시 사상구,부산광역시 기장군
2020년11월_여_70~79세,"160,880","2,883","6,973","6,128","8,224","17,714","12,009","13,728","11,555","17,186","14,175","11,786","3,403","9,882","9,408","9,141","6,685"
2020년11월_여_80~89세,"73,593","1,310","3,411","3,024","3,787","8,202","5,091","5,813","5,409","8,329","6,287","5,539","1,747","4,209","4,161","3,896","3,378"
2020년11월_여_90~99세,"11,689",271,570,441,586,"1,160",834,873,824,"1,335","1,079",895,362,648,659,543,609
2020년11월_여_100세 이상,"1,465",65,88,70,99,183,115,114,78,116,129,158,33,70,48,62,37
2020년12월_계_총인구수,"3,391,946","41,523","108,135","88,901","113,342","359,886","270,745","267,731","283,952","402,169","311,757","232,666","137,957","209,157","176,894","212,586","174,545"
2020년12월_계_연령구간인구수,"3,391,946","41,523","108,135","88,901","113,342","359,886","270,745","267,731","283,952","402,169","311,757","232,666","137,957","209,157","176,894","212,586","174,545"
2020년12월_계_0~9세,"232,356","1,320","5,622","4,085","5,139","21,318","19,635","18,052","18,994","28,511","19,969","13,033","20,095","14,747","10,328","12,355","19,153"
2020년12월_계_10~19세,"272,014","2,027","7,287","5,145","7,403","25,005","24,970","23,035","23,301","38,150","25,385","17,710","11,714","16,467","11,852","15,088","17,475"
2020년12월_계_20~29세,"430,987","5,679","13,541","10,472","11,990","52,781","32,682","35,239","37,585","49,068","39,828","33,309","12,335","26,131","24,349","28,932","17,066"
2020년12월_계_30~39세,"419,014","4,471","11,206","10,395","10,610","47,994","33,078","30,186","33,517","46,789","36,977","25,228","27,308","27,194","23,877","25,224","24,960"
2020년12월_계_40~49세,"511,148","5,394","14,707","11,953","15,159","51,698","43,184","41,893","40,485","65,829","46,023","32,184","23,667","31,907","25,487","29,363","32,215"
2020년12월_계_50~59세,"568,913","7,074","18,002","14,708","19,559","58,636","44,392","42,799","53,951","70,290","54,882","40,618","16,947","34,141","27,718","41,190","24,006"
2020년12월_계_60~69세,"531,620","7,891","19,114","16,094","22,171","56,014","41,028","40,918","45,465","57,902","51,242","38,764","15,847","32,509","28,545","36,718","21,398"
2020년12월_계_70~79세,"293,299","5,110","12,369","10,730","14,556","31,765","22,291","24,883","21,308","30,796","26,235","21,672","6,875","18,197","17,045","17,132","12,335"
2020년12월_계_80~89세,"115,680","2,097","5,426","4,632","5,886","12,919","8,253","9,467","8,206","12,974","9,701","8,757","2,675","6,931","6,757","5,849","5,150"
2020년12월_계_90~99세,"15,028",375,738,586,737,"1,524","1,093","1,122","1,036","1,698","1,353","1,192",447,843,875,665,744
2020년12월_계_100세 이상,"1,887",85,123,101,132,232,139,137,104,162,162,199,47,90,61,70,43
2020년12월_남_총인구수,"1,661,000","20,282","52,341","43,509","55,846","173,920","131,735","131,037","140,527","193,618","155,228","113,595","71,245","100,700","83,573","107,405","86,439"
2020년12월_남_연령구간인구수,"1,661,000","20,282","52,341","43,509","55,846","173,920","131,735","131,037","140,527","193,618","155,228","113,595","71,245","100,700","83,573","107,405","86,439"
2020년12월_남_0~9세,"119,173",689,"2,917","2,149","2,593","10,780","10,177","9,210","9,822","14,753","10,240","6,663","10,326","7,511","5,309","6,292","9,742"
2020년12월_남_10~19세,"140,558","1,032","3,689","2,660","3,833","12,741","13,001","11,937","12,126","19,727","13,202","9,137","5,949","8,435","6,116","7,882","9,091"
2020년12월_남_20~29세,"224,517","2,806","6,676","5,303","6,573","25,915","17,101","18,617","20,266","25,733","21,345","17,914","6,631","13,226","11,839","15,519","9,053"
2020년12월_남_30~39세,"214,297","2,424","5,757","5,552","5,720","24,512","16,579","15,476","17,368","22,796","19,562","13,129","13,920","13,664","11,891","13,528","12,419"
2020년12월_남_40~49세,"257,288","2,939","7,616","6,410","7,953","26,091","21,064","21,055","20,069","31,223","23,557","16,018","13,222","15,584","12,534","15,422","16,531"
2020년12월_남_50~59세,"276,068","3,562","9,191","7,492","9,979","28,430","21,109","20,869","25,703","33,395","26,856","19,265","8,688","16,175","12,721","20,502","12,131"
2020년12월_남_60~69세,"251,584","3,709","8,920","7,595","10,590","26,356","19,047","18,822","22,435","27,396","24,706","18,084","8,060","14,919","12,728","18,258","9,959"
2020년12월_남_70~79세,"132,206","2,226","5,392","4,593","6,334","14,031","10,262","11,141","9,746","13,582","12,073","9,883","3,462","8,293","7,635","7,935","5,618"
2020년12월_남_80~89세,"41,604",768,"1,977","1,579","2,088","4,663","3,120","3,639","2,767","4,597","3,394","3,172",894,"2,680","2,568","1,944","1,754"
2020년12월_남_90~99세,"3,285",107,171,145,150,353,253,248,203,370,260,287,80,193,218,114,133
2020년12월_남_100세 이상,420,20,35,31,33,48,22,23,22,46,33,43,13,20,14,9,8
2020년12월_여_총인구수,"1,730,946","21,241","55,794","45,392","57,496","185,966","139,010","136,694","143,425","208,551","156,529","119,071","66,712","108,457","93,321","105,181","88,106"
2020년12월_여_연령구간인구수,"1,730,946","21,241","55,794","45,392","57,496","185,966","139,010","136,694","143,425","208,551","156,529","119,071","66,712","108,457","93,321","105,181","88,106"
2020년12월_여_0~9세,"113,183",631,"2,705","1,936","2,546","10,538","9,458","8,842","9,172","13,758","9,729","6,370","9,769","7,236","5,019","6,063","9,411"
2020년12월_여_10~19세,"131,456",995,"3,598","2,485","3,570","12,264","11,969","11,098","11,175","18,423","12,183","8,573","5,765","8,032","5,736","7,206","8,384"
2020년12월_여_20~29세,"206,470","2,873","6,865","5,169","5,417","26,866","15,581","16,622","17,319","23,335","18,483","15,395","5,704","12,905","12,510","13,413","8,013"
2020년12월_여_30~39세,"204,717","2,047","5,449","4,843","4,890","23,482","16,499","14,710","16,149","23,993","17,415","12,099","13,388","13,530","11,986","11,696","12,541"
2020년12월_여_40~49세,"253,860","2,455","7,091","5,543","7,206","25,607","22,120","20,838","20,416","34,606","22,466","16,166","10,445","16,323","12,953","13,941","15,684"
2020년12월_여_50~59세,"292,845","3,512","8,811","7,216","9,580","30,206","23,283","21,930","28,248","36,895","28,026","21,353","8,259","17,966","14,997","20,688","11,875"
2020년12월_여_60~69세,"280,036","4,182","10,194","8,499","11,581","29,658","21,981","22,096","23,030","30,506","26,536","20,680","7,787","17,590","15,817","18,460","11,439"
2020년12월_여_70~79세,"161,093","2,884","6,977","6,137","8,222","17,734","12,029","13,742","11,562","17,214","14,162","11,789","3,413","9,904","9,410","9,197","6,717"
2020년12월_여_80~89세,"74,076","1,329","3,449","3,053","3,798","8,256","5,133","5,828","5,439","8,377","6,307","5,585","1,781","4,251","4,189","3,905","3,396"
2020년12월_여_90~99세,"11,743",268,567,441,587,"1,171",840,874,833,"1,328","1,093",905,367,650,657,551,611
2020년12월_여_100세 이상,"1,467",65,88,70,99,184,117,114,82,116,129,156,34,70,47,61,35
2021년01월_계_총인구수,"3,389,388","41,549","107,978","88,763","113,048","359,978","270,695","267,351","283,452","401,710","311,052","231,959","138,610","208,900","176,742","212,173","175,428"
2021년01월_계_연령구간인구수,"3,389,388","41,549","107,978","88,763","113,048","359,978","270,695","267,351","283,452","401,710","311,052","231,959","138,610","208,900","176,742","212,173","175,428"
2021년01월_계_0~9세,"230,816","1,302","5,557","4,039","5,083","21,215","19,553","17,889","18,821","28,346","19,741","12,934","20,089","14,599","10,278","12,249","19,121"
2021년01월_계_10~19세,"271,560","2,029","7,296","5,103","7,369","24,965","24,981","22,959","23,181","38,114","25,269","17,617","11,869","16,422","11,813","15,012","17,561"
2021년01월_계_20~29세,"429,313","5,685","13,482","10,433","11,890","52,727","32,565","35,072","37,383","48,891","39,673","33,036","12,317","26,013","24,298","28,755","17,093"
2021년01월_계_30~39세,"417,816","4,484","11,123","10,400","10,562","48,123","32,963","30,044","33,415","46,693","36,717","25,055","27,338","27,051","23,809","25,081","24,958"
2021년01월_계_40~49세,"510,191","5,387","14,695","11,889","15,082","51,552","43,145","41,800","40,307","65,575","45,850","32,059","23,930","31,827","25,425","29,277","32,391"
2021년01월_계_50~59세,"567,681","7,051","17,924","14,666","19,444","58,457","44,329","42,784","53,738","70,207","54,678","40,419","16,967","34,143","27,651","40,984","24,239"
2021년01월_계_60~69세,"534,388","7,914","19,178","16,148","22,261","56,298","41,242","41,034","45,812","58,125","51,535","38,921","15,982","32,688","28,658","36,944","21,648"
2021년01월_계_70~79세,"293,881","5,115","12,400","10,717","14,544","31,827","22,334","24,951","21,368","30,799","26,316","21,689","6,907","18,206","17,053","17,231","12,424"
2021년01월_계_80~89세,"116,604","2,117","5,466","4,672","5,943","13,018","8,336","9,540","8,264","13,061","9,742","8,812","2,705","7,014","6,821","5,893","5,200"
2021년01월_계_90~99세,"15,237",378,734,595,734,"1,562","1,108","1,144","1,054","1,736","1,369","1,216",459,846,876,677,749
2021년01월_계_100세 이상,"1,901",87,123,101,136,234,139,134,109,163,162,201,47,91,60,70,44
2021년01월_남_총인구수,"1,659,527","20,269","52,295","43,462","55,697","173,861","131,698","130,792","140,245","193,341","154,893","113,238","71,620","100,563","83,514","107,191","86,848"
2021년01월_남_연령구간인구수,"1,659,527","20,269","52,295","43,462","55,697","173,861","131,698","130,792","140,245","193,341","154,893","113,238","71,620","100,563","83,514","107,191","86,848"
2021년01월_남_0~9세,"118,407",686,"2,897","2,124","2,563","10,728","10,118","9,140","9,728","14,672","10,136","6,625","10,323","7,409","5,291","6,235","9,732"
2021년01월_남_10~19세,"140,305","1,021","3,705","2,646","3,814","12,700","13,014","11,905","12,079","19,661","13,134","9,084","6,050","8,435","6,090","7,844","9,123"
2021년01월_남_20~29세,"223,537","2,806","6,648","5,289","6,536","25,821","17,045","18,514","20,110","25,643","21,263","17,788","6,646","13,159","11,801","15,408","9,060"
2021년01월_남_30~39세,"213,618","2,416","5,730","5,564","5,685","24,559","16,516","15,381","17,307","22,755","19,449","13,013","13,923","13,588","11,871","13,457","12,404"
2021년01월_남_40~49세,"256,870","2,951","7,597","6,361","7,897","26,034","21,058","20,976","20,006","31,112","23,485","15,979","13,369","15,548","12,520","15,366","16,611"
2021년01월_남_50~59세,"275,594","3,535","9,160","7,478","9,934","28,346","21,082","20,885","25,592","33,355","26,785","19,169","8,701","16,176","12,710","20,433","12,253"
2021년01월_남_60~69세,"252,875","3,717","8,946","7,636","10,659","26,489","19,158","18,879","22,610","27,485","24,816","18,150","8,121","15,002","12,759","18,369","10,079"
2021년01월_남_70~79세,"132,502","2,231","5,407","4,599","6,318","14,071","10,271","11,167","9,779","13,595","12,112","9,888","3,474","8,302","7,645","7,978","5,665"
2021년01월_남_80~89세,"42,054",779,"1,996","1,589","2,107","4,707","3,156","3,672","2,800","4,636","3,417","3,203",919,"2,728","2,591","1,978","1,776"
2021년01월_남_90~99세,"3,344",107,174,145,150,358,258,250,212,381,263,296,81,196,222,114,137
2021년01월_남_100세 이상,421,20,35,31,34,48,22,23,22,46,33,43,13,20,14,9,8
2021년01월_여_총인구수,"1,729,861","21,280","55,683","45,301","57,351","186,117","138,997","136,559","143,207","208,369","156,159","118,721","66,990","108,337","93,228","104,982","88,580"
2021년01월_여_연령구간인구수,"1,729,861","21,280","55,683","45,301","57,351","186,117","138,997","136,559","143,207","208,369","156,159","118,721","66,990","108,337","93,228","104,982","88,580"
2021년01월_여_0~9세,"112,409",616,"2,660","1,915","2,520","10,487","9,435","8,749","9,093","13,674","9,605","6,309","9,766","7,190","4,987","6,014","9,389"
2021년01월_여_10~19세,"131,255","1,008","3,591","2,457","3,555","12,265","11,967","11,054","11,102","18,453","12,135","8,533","5,819","7,987","5,723","7,168","8,438"
2021년01월_여_20~29세,"205,776","2,879","6,834","5,144","5,354","26,906","15,520","16,558","17,273","23,248","18,410","15,248","5,671","12,854","12,497","13,347","8,033"
2021년01월_여_30~39세,"204,198","2,068","5,393","4,836","4,877","23,564","16,447","14,663","16,108","23,938","17,268","12,042","13,415","13,463","11,938","11,624","12,554"
2021년01월_여_40~49세,"253,321","2,436","7,098","5,528","7,185","25,518","22,087","20,824","20,301","34,463","22,365","16,080","10,561","16,279","12,905","13,911","15,780"
2021년01월_여_50~59세,"292,087","3,516","8,764","7,188","9,510","30,111","23,247","21,899","28,146","36,852","27,893","21,250","8,266","17,967","14,941","20,551","11,986"
2021년01월_여_60~69세,"281,513","4,197","10,232","8,512","11,602","29,809","22,084","22,155","23,202","30,640","26,719","20,771","7,861","17,686","15,899","18,575","11,569"
2021년01월_여_70~79세,"161,379","2,884","6,993","6,118","8,226","17,756","12,063","13,784","11,589","17,204","14,204","11,801","3,433","9,904","9,408","9,253","6,759"
2021년01월_여_80~89세,"74,550","1,338","3,470","3,083","3,836","8,311","5,180","5,868","5,464","8,425","6,325","5,609","1,786","4,286","4,230","3,915","3,424"
2021년01월_여_90~99세,"11,893",271,560,450,584,"1,204",850,894,842,"1,355","1,106",920,378,650,654,563,612
2021년01월_여_100세 이상,"1,480",67,88,70,102,186,117,111,87,117,129,158,34,71,46,61,36
2021년02월_계_총인구수,"3,387,761","41,551","107,824","88,639","112,809","360,025","270,678","266,989","282,799","401,280","310,740","231,743","139,088","208,743","176,703","212,038","176,112"
2021년02월_계_연령구간인구수,"3,387,761","41,551","107,824","88,639","112,809","360,025","270,678","266,989","282,799","401,280","310,740","231,743","139,088","208,743","176,703","212,038","176,112"
2021년02월_계_0~9세,"229,989","1,292","5,564","4,023","5,032","21,147","19,536","17,760","18,690","28,293","19,630","12,909","20,055","14,487","10,258","12,167","19,146"
2021년02월_계_10~19세,"270,716","2,038","7,249","5,035","7,323","24,880","24,898","22,896","23,033","37,932","25,207","17,521","11,940","16,438","11,745","14,939","17,642"
2021년02월_계_20~29세,"428,013","5,687","13,436","10,423","11,881","52,714","32,420","34,995","37,057","48,580","39,485","32,946","12,401","25,868","24,265","28,715","17,140"
2021년02월_계_30~39세,"416,025","4,509","11,049","10,375","10,474","48,034","32,818","29,855","33,295","46,432","36,497","24,953","27,229","26,843","23,787","24,958","24,917"
2021년02월_계_40~49세,"510,485","5,376","14,667","11,839","15,038","51,633","43,288","41,706","40,186","65,584","45,809","32,036","24,148","31,890","25,435","29,241","32,609"
2021년02월_계_50~59세,"566,594","7,006","17,838","14,643","19,374","58,286","44,251","42,761","53,489","70,119","54,631","40,277","17,059","34,100","27,580","40,820","24,360"
2021년02월_계_60~69세,"536,607","7,935","19,246","16,175","22,268","56,511","41,372","41,121","46,100","58,388","51,723","39,076","16,107","32,837","28,768","37,220","21,760"
2021년02월_계_70~79세,"294,327","5,108","12,414","10,708","14,562","31,843","22,415","24,966","21,412","30,866","26,396","21,701","6,909","18,231","17,045","17,264","12,487"
2021년02월_계_80~89세,"117,738","2,134","5,497","4,721","5,970","13,161","8,430","9,627","8,368","13,165","9,826","8,908","2,734","7,099","6,868","5,970","5,260"
2021년02월_계_90~99세,"15,359",378,740,597,751,"1,582","1,109","1,169","1,059","1,758","1,374","1,216",459,859,890,672,746
2021년02월_계_100세 이상,"1,908",88,124,100,136,234,141,133,110,163,162,200,47,91,62,72,45
2021년02월_남_총인구수,"1,658,540","20,262","52,194","43,370","55,571","173,763","131,712","130,623","139,828","193,072","154,760","113,219","71,882","100,450","83,512","107,128","87,194"
2021년02월_남_연령구간인구수,"1,658,540","20,262","52,194","43,370","55,571","173,763","131,712","130,623","139,828","193,072","154,760","113,219","71,882","100,450","83,512","107,128","87,194"
2021년02월_남_0~9세,"118,018",674,"2,912","2,119","2,547","10,717","10,101","9,069","9,659","14,628","10,082","6,621","10,319","7,333","5,276","6,200","9,761"
2021년02월_남_10~19세,"139,765","1,011","3,666","2,601","3,773","12,637","12,991","11,845","11,993","19,554","13,088","9,030","6,086","8,458","6,065","7,807","9,160"
2021년02월_남_20~29세,"222,783","2,802","6,615","5,268","6,533","25,750","16,938","18,519","19,910","25,434","21,185","17,814","6,684","13,081","11,785","15,365","9,100"
2021년02월_남_30~39세,"212,814","2,443","5,690","5,556","5,647","24,488","16,479","15,309","17,248","22,633","19,352","12,968","13,892","13,444","11,882","13,422","12,361"
2021년02월_남_40~49세,"257,146","2,942","7,597","6,341","7,862","26,085","21,153","20,927","19,960","31,157","23,464","15,968","13,484","15,598","12,523","15,370","16,715"
2021년02월_남_50~59세,"275,097","3,522","9,107","7,456","9,896","28,267","21,033","20,876","25,423","33,345","26,789","19,118","8,742","16,149","12,693","20,346","12,335"
2021년02월_남_60~69세,"253,816","3,731","8,988","7,647","10,677","26,560","19,218","18,908","22,749","27,572","24,898","18,219","8,180","15,069","12,794","18,482","10,124"
2021년02월_남_70~79세,"132,717","2,223","5,399","4,591","6,330","14,080","10,311","11,190","9,810","13,624","12,144","9,891","3,469","8,329","7,637","7,997","5,692"
2021년02월_남_80~89세,"42,571",785,"2,011","1,615","2,116","4,769","3,202","3,698","2,838","4,693","3,457","3,253",930,"2,767","2,617","2,015","1,805"
2021년02월_남_90~99세,"3,394",109,173,146,157,362,264,259,216,386,268,295,83,202,226,115,133
2021년02월_남_100세 이상,419,20,36,30,33,48,22,23,22,46,33,42,13,20,14,9,8
2021년02월_여_총인구수,"1,729,221","21,289","55,630","45,269","57,238","186,262","138,966","136,366","142,971","208,208","155,980","118,524","67,206","108,293","93,191","104,910","88,918"
2021년02월_여_연령구간인구수,"1,729,221","21,289","55,630","45,269","57,238","186,262","138,966","136,366","142,971","208,208","155,980","118,524","67,206","108,293","93,191","104,910","88,918"
2021년02월_여_0~9세,"111,971",618,"2,652","1,904","2,485","10,430","9,435","8,691","9,031","13,665","9,548","6,288","9,736","7,154","4,982","5,967","9,385"
2021년02월_여_10~19세,"130,951","1,027","3,583","2,434","3,550","12,243","11,907","11,051","11,040","18,378","12,119","8,491","5,854","7,980","5,680","7,132","8,482"
2021년02월_여_20~29세,"205,230","2,885","6,821","5,155","5,348","26,964","15,482","16,476","17,147","23,146","18,300","15,132","5,717","12,787","12,480","13,350","8,040"
2021년02월_여_30~39세,"203,211","2,066","5,359","4,819","4,827","23,546","16,339","14,546","16,047","23,799","17,145","11,985","13,337","13,399","11,905","11,536","12,556"
2021년02월_여_40~49세,"253,339","2,434","7,070","5,498","7,176","25,548","22,135","20,779","20,226","34,427","22,345","16,068","10,664","16,292","12,912","13,871","15,894"
2021년02월_여_50~59세,"291,497","3,484","8,731","7,187","9,478","30,019","23,218","21,885","28,066","36,774","27,842","21,159","8,317","17,951","14,887","20,474","12,025"
2021년02월_여_60~69세,"282,791","4,204","10,258","8,528","11,591","29,951","22,154","22,213","23,351","30,816","26,825","20,857","7,927","17,768","15,974","18,738","11,636"
2021년02월_여_70~79세,"161,610","2,885","7,015","6,117","8,232","17,763","12,104","13,776","11,602","17,242","14,252","11,810","3,440","9,902","9,408","9,267","6,795"
2021년02월_여_80~89세,"75,167","1,349","3,486","3,106","3,854","8,392","5,228","5,929","5,530","8,472","6,369","5,655","1,804","4,332","4,251","3,955","3,455"
2021년02월_여_90~99세,"11,965",269,567,451,594,"1,220",845,910,843,"1,372","1,106",921,376,657,664,557,613
2021년02월_여_100세 이상,"1,489",68,88,70,103,186,119,110,88,117,129,158,34,71,48,63,37
2021년03월_계_총인구수,"3,372,399","41,370","106,451","88,218","111,507","357,645","269,497","265,759","281,851","400,083","309,302","230,605","139,239","207,419","176,145","211,252","176,056"
2021년03월_계_연령구간인구수,"3,372,399","41,370","106,451","88,218","111,507","357,645","269,497","265,759","281,851","400,083","309,302","230,605","139,239","207,419","176,145","211,252","176,056"
2021년03월_계_0~9세,"228,788","1,276","5,534","4,070","5,011","21,032","19,413","17,679","18,589","28,177","19,482","12,816","20,022","14,356","10,227","12,059","19,045"
2021년03월_계_10~19세,"269,772","2,017","7,233","5,020","7,253","24,736","24,815","22,864","22,894","37,708","25,077","17,507","12,040","16,382","11,665","14,887","17,674"
2021년03월_계_20~29세,"427,087","5,703","13,417","10,406","11,807","52,772","32,341","34,949","36,844","48,354","39,473","32,941","12,428","25,711","24,196","28,630","17,115"
2021년03월_계_30~39세,"413,824","4,483","10,904","10,421","10,351","47,800","32,628","29,642","33,094","46,208","36,240","24,774","27,169","26,630","23,805","24,812","24,863"
2021년03월_계_40~49세,"507,745","5,353","14,448","11,727","14,861","51,312","43,096","41,455","40,052","65,291","45,468","31,790","24,275","31,640","25,263","29,113","32,601"
2021년03월_계_50~59세,"562,268","6,964","17,517","14,505","19,040","57,760","43,968","42,483","53,063","69,830","54,292","39,864","17,002","33,768","27,387","40,469","24,356"
2021년03월_계_60~69세,"536,731","7,938","19,053","16,117","22,125","56,275","41,334","41,023","46,395","58,577","51,794","39,152","16,207","32,777","28,774","37,336","21,854"
2021년03월_계_70~79세,"293,083","5,106","12,212","10,612","14,413","31,430","22,329","24,832","21,433","30,897","26,306","21,627","6,912","18,180","17,026","17,267","12,501"
2021년03월_계_80~89세,"117,687","2,146","5,441","4,708","5,911","13,020","8,438","9,638","8,411","13,227","9,811","8,938","2,717","7,107","6,892","5,989","5,293"
2021년03월_계_90~99세,"14,652",364,663,569,683,"1,446","1,065","1,129","1,039","1,727","1,317","1,131",444,826,876,647,726
2021년03월_계_100세 이상,762,20,29,63,52,62,70,65,37,87,42,65,23,42,34,43,28
2021년03월_남_총인구수,"1,651,804","20,169","51,583","43,213","54,997","172,703","131,207","130,080","139,355","192,576","154,063","112,741","72,000","99,948","83,280","106,717","87,172"
2021년03월_남_연령구간인구수,"1,651,804","20,169","51,583","43,213","54,997","172,703","131,207","130,080","139,355","192,576","154,063","112,741","72,000","99,948","83,280","106,717","87,172"
2021년03월_남_0~9세,"117,397",661,"2,898","2,154","2,541","10,676","10,033","9,012","9,599","14,549","9,986","6,577","10,319","7,276","5,262","6,154","9,700"
2021년03월_남_10~19세,"139,207","1,001","3,644","2,593","3,733","12,529","12,933","11,806","11,900","19,453","13,007","9,037","6,137","8,444","6,024","7,768","9,198"
2021년03월_남_20~29세,"222,299","2,814","6,587","5,254","6,513","25,735","16,905","18,506","19,806","25,323","21,187","17,790","6,722","13,047","11,753","15,303","9,054"
2021년03월_남_30~39세,"211,834","2,420","5,630","5,568","5,591","24,374","16,399","15,205","17,171","22,565","19,222","12,891","13,848","13,348","11,880","13,368","12,354"
2021년03월_남_40~49세,"255,985","2,933","7,491","6,291","7,789","25,983","21,082","20,818","19,905","31,002","23,286","15,865","13,568","15,484","12,445","15,337","16,706"
2021년03월_남_50~59세,"273,191","3,503","8,959","7,417","9,746","28,005","20,892","20,781","25,219","33,248","26,637","18,936","8,723","15,994","12,627","20,167","12,337"
2021년03월_남_60~69세,"253,865","3,733","8,905","7,609","10,597","26,458","19,221","18,861","22,850","27,669","24,943","18,246","8,216","15,061","12,790","18,511","10,195"
2021년03월_남_70~79세,"132,317","2,217","5,330","4,567","6,287","13,934","10,280","11,136","9,846","13,643","12,098","9,870","3,476","8,325","7,640","7,985","5,683"
2021년03월_남_80~89세,"42,457",786,"1,994","1,608","2,068","4,705","3,207","3,704","2,851","4,715","3,440","3,254",906,"2,771","2,628","2,009","1,811"
2021년03월_남_90~99세,"3,105",97,139,134,128,292,245,238,204,382,248,266,79,187,223,111,132
2021년03월_남_100세 이상,147,4,6,18,4,12,10,13,4,27,9,9,6,11,8,4,2
2021년03월_여_총인구수,"1,720,595","21,201","54,868","45,005","56,510","184,942","138,290","135,679","142,496","207,507","155,239","117,864","67,239","107,471","92,865","104,535","88,884"
2021년03월_여_연령구간인구수,"1,720,595","21,201","54,868","45,005","56,510","184,942","138,290","135,679","142,496","207,507","155,239","117,864","67,239","107,471","92,865","104,535","88,884"
2021년03월_여_0~9세,"111,391",615,"2,636","1,916","2,470","10,356","9,380","8,667","8,990","13,628","9,496","6,239","9,703","7,080","4,965","5,905","9,345"
2021년03월_여_10~19세,"130,565","1,016","3,589","2,427","3,520","12,207","11,882","11,058","10,994","18,255","12,070","8,470","5,903","7,938","5,641","7,119","8,476"
2021년03월_여_20~29세,"204,788","2,889","6,830","5,152","5,294","27,037","15,436","16,443","17,038","23,031","18,286","15,151","5,706","12,664","12,443","13,327","8,061"
2021년03월_여_30~39세,"201,990","2,063","5,274","4,853","4,760","23,426","16,229","14,437","15,923","23,643","17,018","11,883","13,321","13,282","11,925","11,444","12,509"
2021년03월_여_40~49세,"251,760","2,420","6,957","5,436","7,072","25,329","22,014","20,637","20,147","34,289","22,182","15,925","10,707","16,156","12,818","13,776","15,895"
2021년03월_여_50~59세,"289,077","3,461","8,558","7,088","9,294","29,755","23,076","21,702","27,844","36,582","27,655","20,928","8,279","17,774","14,760","20,302","12,019"
2021년03월_여_60~69세,"282,866","4,205","10,148","8,508","11,528","29,817","22,113","22,162","23,545","30,908","26,851","20,906","7,991","17,716","15,984","18,825","11,659"
2021년03월_여_70~79세,"160,766","2,889","6,882","6,045","8,126","17,496","12,049","13,696","11,587","17,254","14,208","11,757","3,436","9,855","9,386","9,282","6,818"
2021년03월_여_80~89세,"75,230","1,360","3,447","3,100","3,843","8,315","5,231","5,934","5,560","8,512","6,371","5,684","1,811","4,336","4,264","3,980","3,482"
2021년03월_여_90~99세,"11,547",267,524,435,555,"1,154",820,891,835,"1,345","1,069",865,365,639,653,536,594
2021년03월_여_100세 이상,615,16,23,45,48,50,60,52,33,60,33,56,17,31,26,39,26
2021년04월_계_총인구수,"3,369,704","41,311","106,545","88,159","111,387","357,193","268,996","265,194","282,073","399,821","308,684","230,204","139,652","206,979","176,276","210,943","176,287"
2021년04월_계_연령구간인구수,"3,369,704","41,311","106,545","88,159","111,387","357,193","268,996","265,194","282,073","399,821","308,684","230,204","139,652","206,979","176,276","210,943","176,287"
2021년04월_계_0~9세,"227,645","1,259","5,547","4,075","4,966","20,935","19,262","17,540","18,592","28,044","19,305","12,750","19,948","14,271","10,242","11,957","18,952"
2021년04월_계_10~19세,"269,088","1,978","7,234","4,985","7,233","24,614","24,773","22,790","22,815","37,608","24,962","17,405","12,161","16,329","11,656","14,829","17,716"
2021년04월_계_20~29세,"426,109","5,708","13,417","10,424","11,786","52,602","32,243","34,872","36,709","48,205","39,310","32,848","12,481","25,596","24,180","28,585","17,143"
2021년04월_계_30~39세,"413,070","4,472","10,927","10,389","10,319","47,787","32,518","29,400","33,279","46,134","36,081","24,680","27,178","26,474","23,820","24,811","24,801"
2021년04월_계_40~49세,"507,314","5,347","14,446","11,739","14,840","51,129","42,967","41,398","40,062","65,277","45,393","31,729","24,452","31,567","25,258","29,017","32,693"
2021년04월_계_50~59세,"560,443","6,947","17,488","14,422","18,959","57,559","43,813","42,386","52,859","69,679","54,011","39,673","16,956","33,695","27,345","40,237","24,414"
2021년04월_계_60~69세,"538,609","7,946","19,098","16,142","22,175","56,480","41,406","41,059","46,698","58,799","52,041","39,292","16,334","32,840","28,842","37,496","21,961"
2021년04월_계_70~79세,"293,433","5,109","12,201","10,616","14,432","31,441","22,352","24,859","21,506","30,925","26,327","21,643","6,939","18,206","17,085","17,263","12,529"
2021년04월_계_80~89세,"118,489","2,164","5,493","4,731","5,935","13,126","8,528","9,691","8,469","13,309","9,884","8,980","2,737","7,142","6,931","6,052","5,317"
2021년04월_계_90~99세,"14,737",361,666,572,690,"1,459","1,061","1,132","1,048","1,751","1,329","1,140",444,818,882,652,732
2021년04월_계_100세 이상,767,20,28,64,52,61,73,67,36,90,41,64,22,41,35,44,29
2021년04월_남_총인구수,"1,650,252","20,122","51,621","43,185","54,958","172,498","130,880","129,786","139,491","192,392","153,718","112,515","72,239","99,693","83,320","106,530","87,304"
2021년04월_남_연령구간인구수,"1,650,252","20,122","51,621","43,185","54,958","172,498","130,880","129,786","139,491","192,392","153,718","112,515","72,239","99,693","83,320","106,530","87,304"
