카테고리,부산광역시 사상구,부산광역시 사상구 삼락동,부산광역시 사상구 모라제1동,부산광역시 사상구 모라제3동,부산광역시 사상구 덕포제1동,부산광역시 사상구 덕포제2동,부산광역시 사상구 괘법동,부산광역시 사상구 감전동,부산광역시 사상구 주례제1동,부산광역시 사상구 주례제2동,부산광역시 사상구 주례제3동,부산광역시 사상구 학장동,부산광역시 사상구 엄궁동
2021년03월_남_40~49세,"15,337",408,"1,937",770,637,913,"1,498","1,024","1,024","1,791",916,"2,220","2,199"
2021년03월_남_50~59세,"20,167",719,"2,657","1,152",938,"1,257","2,193","1,516","1,516","1,872","1,110","2,586","2,651"
2021년03월_남_60~69세,"18,511",662,"2,569","1,155",740,"1,271","1,927","1,425","1,446","1,679","1,148","2,526","1,963"
2021년03월_남_70~79세,"7,985",308,"1,126",630,355,529,776,635,574,780,506,"1,003",763
2021년03월_남_80~89세,"2,009",80,281,200,93,118,171,173,147,207,159,229,151
2021년03월_남_90~99세,111,3,17,13,4,5,3,7,6,11,11,25,6
2021년03월_남_100세 이상,4,0,0,0,0,1,1,1,0,1,0,0,0
2021년03월_여_총인구수,"104,535","2,741","14,002","5,696","4,300","6,463","10,677","6,425","7,536","11,696","6,759","14,393","13,847"
2021년03월_여_연령구간인구수,"104,535","2,741","14,002","5,696","4,300","6,463","10,677","6,425","7,536","11,696","6,759","14,393","13,847"
2021년03월_여_0~9세,"5,905",108,780,136,237,339,523,251,456,725,355,901,"1,094"
2021년03월_여_10~19세,"7,119",134,957,216,309,444,497,315,515,903,513,"1,053","1,263"
2021년03월_여_20~29세,"13,327",266,"1,603",357,434,784,"2,133",778,966,"1,997",839,"1,540","1,630"
2021년03월_여_30~39세,"11,444",263,"1,484",352,455,689,"1,435",648,826,"1,397",680,"1,601","1,614"
2021년03월_여_40~49세,"13,776",296,"1,816",504,565,801,"1,209",733,985,"1,627",869,"2,095","2,276"
2021년03월_여_50~59세,"20,302",547,"2,816","1,032",833,"1,368","1,986","1,306","1,573","2,040","1,334","2,752","2,715"
2021년03월_여_60~69세,"18,825",589,"2,723","1,390",804,"1,253","1,769","1,345","1,345","1,689","1,247","2,639","2,032"
2021년03월_여_70~79세,"9,282",364,"1,231","1,082",454,529,802,735,583,867,593,"1,226",816
2021년03월_여_80~89세,"3,980",151,505,564,190,216,278,264,246,397,294,526,349
2021년03월_여_90~99세,536,19,70,60,19,39,42,48,40,51,35,57,56
2021년03월_여_100세 이상,39,4,17,3,0,1,3,2,1,3,0,3,2
2021년04월_계_총인구수,"210,943","5,884","28,074","10,890","8,798","13,020","22,279","13,615","15,439","23,350","13,251","28,714","27,629"
2021년04월_계_연령구간인구수,"210,943","5,884","28,074","10,890","8,798","13,020","22,279","13,615","15,439","23,350","13,251","28,714","27,629"
2021년04월_계_0~9세,"11,957",237,"1,552",272,498,690,"1,051",508,958,"1,415",722,"1,840","2,214"
2021년04월_계_10~19세,"14,829",291,"1,993",442,640,916,"1,057",676,"1,086","1,849","1,062","2,231","2,586"
2021년04월_계_20~29세,"28,585",645,"3,528",854,"1,042","1,694","4,215","1,648","2,112","4,068","1,764","3,418","3,597"
2021년04월_계_30~39세,"24,811",575,"3,239",773,985,"1,451","3,286","1,587","1,801","3,009","1,492","3,345","3,268"
2021년04월_계_40~49세,"29,017",690,"3,737","1,281","1,205","1,707","2,698","1,748","2,004","3,420","1,781","4,301","4,445"
2021년04월_계_50~59세,"40,237","1,265","5,450","2,151","1,755","2,586","4,181","2,804","3,084","3,869","2,435","5,321","5,336"
2021년04월_계_60~69세,"37,496","1,257","5,310","2,562","1,558","2,537","3,722","2,780","2,801","3,390","2,389","5,171","4,019"
2021년04월_계_70~79세,"17,263",669,"2,361","1,712",807,"1,062","1,566","1,364","1,155","1,646","1,101","2,238","1,582"
2021년04월_계_80~89세,"6,052",229,799,767,283,331,451,442,390,615,460,769,516
2021년04월_계_90~99세,652,22,88,73,24,44,48,55,47,65,45,77,64
2021년04월_계_100세 이상,44,4,17,3,1,2,4,3,1,4,0,3,2
2021년04월_남_총인구수,"106,530","3,156","14,076","5,204","4,507","6,564","11,569","7,212","7,907","11,676","6,489","14,368","13,802"
2021년04월_남_연령구간인구수,"106,530","3,156","14,076","5,204","4,507","6,564","11,569","7,212","7,907","11,676","6,489","14,368","13,802"
2021년04월_남_0~9세,"6,085",132,772,138,259,350,533,259,500,692,371,948,"1,131"
2021년04월_남_10~19세,"7,733",157,"1,036",231,338,477,563,363,571,952,543,"1,186","1,316"
2021년04월_남_20~29세,"15,287",374,"1,937",500,606,911,"2,056",890,"1,153","2,078",921,"1,887","1,974"
2021년04월_남_30~39세,"13,367",316,"1,760",427,537,755,"1,830",927,976,"1,618",805,"1,755","1,661"
2021년04월_남_40~49세,"15,304",399,"1,932",773,638,911,"1,504","1,019","1,023","1,794",917,"2,210","2,184"
2021년04월_남_50~59세,"20,032",719,"2,635","1,126",921,"1,235","2,201","1,510","1,508","1,847","1,112","2,590","2,628"
2021년04월_남_60~69세,"18,582",670,"2,575","1,166",752,"1,272","1,934","1,427","1,446","1,691","1,143","2,525","1,981"
2021년04월_남_70~79세,"8,001",304,"1,129",630,356,531,771,637,578,782,507,"1,011",765
2021년04월_남_80~89세,"2,030",82,282,201,96,116,173,172,147,210,160,235,156
2021년04월_남_90~99세,105,3,18,12,4,5,3,7,5,11,10,21,6
2021년04월_남_100세 이상,4,0,0,0,0,1,1,1,0,1,0,0,0
2021년04월_여_총인구수,"104,413","2,728","13,998","5,686","4,291","6,456","10,710","6,403","7,532","11,674","6,762","14,346","13,827"
2021년04월_여_연령구간인구수,"104,413","2,728","13,998","5,686","4,291","6,456","10,710","6,403","7,532","11,674","6,762","14,346","13,827"
2021년04월_여_0~9세,"5,872",105,780,134,239,340,518,249,458,723,351,892,"1,083"
2021년04월_여_10~19세,"7,096",134,957,211,302,439,494,313,515,897,519,"1,045","1,270"
2021년04월_여_20~29세,"13,298",271,"1,591",354,436,783,"2,159",758,959,"1,990",843,"1,531","1,623"
2021년04월_여_30~39세,"11,444",259,"1,479",346,448,696,"1,456",660,825,"1,391",687,"1,590","1,607"
2021년04월_여_40~49세,"13,713",291,"1,805",508,567,796,"1,194",729,981,"1,626",864,"2,091","2,261"
2021년04월_여_50~59세,"20,205",546,"2,815","1,025",834,"1,351","1,980","1,294","1,576","2,022","1,323","2,731","2,708"
2021년04월_여_60~69세,"18,914",587,"2,735","1,396",806,"1,265","1,788","1,353","1,355","1,699","1,246","2,646","2,038"
2021년04월_여_70~79세,"9,262",365,"1,232","1,082",451,531,795,727,577,864,594,"1,227",817
2021년04월_여_80~89세,"4,022",147,517,566,187,215,278,270,243,405,300,534,360
2021년04월_여_90~99세,547,19,70,61,20,39,45,48,42,54,35,56,58
2021년04월_여_100세 이상,40,4,17,3,1,1,3,2,1,3,0,3,2
2021년05월_계_총인구수,"210,579","5,842","28,192","10,801","8,786","13,000","22,281","13,533","15,413","23,318","13,228","28,600","27,585"
2021년05월_계_연령구간인구수,"210,579","5,842","28,192","10,801","8,786","13,000","22,281","13,533","15,413","23,318","13,228","28,600","27,585"
2021년05월_계_0~9세,"11,826",229,"1,539",262,495,684,"1,038",498,952,"1,402",716,"1,815","2,196"
2021년05월_계_10~19세,"14,775",289,"1,984",438,640,919,"1,042",669,"1,085","1,850","1,063","2,220","2,576"
2021년05월_계_20~29세,"28,571",636,"3,597",840,"1,033","1,683","4,272","1,628","2,096","4,044","1,772","3,391","3,579"
2021년05월_계_30~39세,"24,697",574,"3,255",752,978,"1,463","3,272","1,573","1,783","3,017","1,475","3,304","3,251"
2021년05월_계_40~49세,"28,920",677,"3,740","1,260","1,198","1,690","2,691","1,733","2,001","3,423","1,780","4,298","4,429"
2021년05월_계_50~59세,"40,002","1,245","5,426","2,128","1,752","2,579","4,156","2,775","3,071","3,830","2,417","5,295","5,328"
2021년05월_계_60~69세,"37,680","1,263","5,364","2,561","1,561","2,527","3,749","2,791","2,829","3,410","2,396","5,190","4,039"
2021년05월_계_70~79세,"17,315",672,"2,374","1,713",816,"1,076","1,556","1,365","1,155","1,655","1,100","2,238","1,595"
2021년05월_계_80~89세,"6,089",232,805,771,288,332,451,441,392,616,463,773,525
2021년05월_계_90~99세,660,21,91,72,25,45,50,57,48,67,46,73,65
2021년05월_계_100세 이상,44,4,17,4,0,2,4,3,1,4,0,3,2
2021년05월_남_총인구수,"106,324","3,128","14,105","5,167","4,503","6,564","11,572","7,170","7,892","11,665","6,470","14,305","13,783"
2021년05월_남_연령구간인구수,"106,324","3,128","14,105","5,167","4,503","6,564","11,572","7,170","7,892","11,665","6,470","14,305","13,783"
2021년05월_남_0~9세,"6,031",129,765,133,259,346,531,256,497,690,367,935,"1,123"
2021년05월_남_10~19세,"7,686",157,"1,034",226,335,480,556,355,569,943,545,"1,175","1,311"
2021년05월_남_20~29세,"15,269",369,"1,940",494,606,905,"2,080",885,"1,143","2,066",928,"1,882","1,971"
2021년05월_남_30~39세,"13,304",316,"1,766",415,536,766,"1,813",914,964,"1,630",797,"1,734","1,653"
2021년05월_남_40~49세,"15,246",389,"1,927",762,629,908,"1,507","1,012","1,024","1,794",909,"2,211","2,174"
2021년05월_남_50~59세,"19,930",707,"2,636","1,118",918,"1,230","2,191","1,498","1,499","1,834","1,099","2,571","2,629"
2021년05월_남_60~69세,"18,671",672,"2,596","1,176",756,"1,269","1,947","1,435","1,458","1,693","1,148","2,532","1,989"
2021년05월_남_70~79세,"8,030",305,"1,138",626,362,538,765,635,584,793,504,"1,008",772
2021년05월_남_80~89세,"2,042",81,284,205,98,116,177,171,149,209,163,236,153
2021년05월_남_90~99세,111,3,19,12,4,5,4,8,5,12,10,21,8
2021년05월_남_100세 이상,4,0,0,0,0,1,1,1,0,1,0,0,0
2021년05월_여_총인구수,"104,255","2,714","14,087","5,634","4,283","6,436","10,709","6,363","7,521","11,653","6,758","14,295","13,802"
2021년05월_여_연령구간인구수,"104,255","2,714","14,087","5,634","4,283","6,436","10,709","6,363","7,521","11,653","6,758","14,295","13,802"
2021년05월_여_0~9세,"5,795",100,774,129,236,338,507,242,455,712,349,880,"1,073"
2021년05월_여_10~19세,"7,089",132,950,212,305,439,486,314,516,907,518,"1,045","1,265"
2021년05월_여_20~29세,"13,302",267,"1,657",346,427,778,"2,192",743,953,"1,978",844,"1,509","1,608"
2021년05월_여_30~39세,"11,393",258,"1,489",337,442,697,"1,459",659,819,"1,387",678,"1,570","1,598"
2021년05월_여_40~49세,"13,674",288,"1,813",498,569,782,"1,184",721,977,"1,629",871,"2,087","2,255"
2021년05월_여_50~59세,"20,072",538,"2,790","1,010",834,"1,349","1,965","1,277","1,572","1,996","1,318","2,724","2,699"
2021년05월_여_60~69세,"19,009",591,"2,768","1,385",805,"1,258","1,802","1,356","1,371","1,717","1,248","2,658","2,050"
2021년05월_여_70~79세,"9,285",367,"1,236","1,087",454,538,791,730,571,862,596,"1,230",823
2021년05월_여_80~89세,"4,047",151,521,566,190,216,274,270,243,407,300,537,372
2021년05월_여_90~99세,549,18,72,60,21,40,46,49,43,55,36,52,57
2021년05월_여_100세 이상,40,4,17,4,0,1,3,2,1,3,0,3,2
2021년06월_계_총인구수,"210,333","5,823","28,296","10,724","8,771","12,977","22,311","13,543","15,341","23,250","13,196","28,598","27,503"
2021년06월_계_연령구간인구수,"210,333","5,823","28,296","10,724","8,771","12,977","22,311","13,543","15,341","23,250","13,196","28,598","27,503"
2021년06월_계_0~9세,"11,777",228,"1,532",257,488,684,"1,042",502,944,"1,397",705,"1,817","2,181"
2021년06월_계_10~19세,"14,739",285,"1,988",431,632,918,"1,034",667,"1,089","1,847","1,067","2,208","2,573"
2021년06월_계_20~29세,"28,461",623,"3,627",823,"1,036","1,670","4,283","1,627","2,082","4,009","1,761","3,363","3,557"
2021년06월_계_30~39세,"24,629",566,"3,301",742,968,"1,464","3,265","1,581","1,752","3,010","1,463","3,296","3,221"
2021년06월_계_40~49세,"28,909",684,"3,746","1,251","1,200","1,688","2,696","1,732","1,991","3,419","1,783","4,310","4,409"
2021년06월_계_50~59세,"39,753","1,246","5,397","2,099","1,747","2,558","4,139","2,755","3,040","3,795","2,399","5,270","5,308"
2021년06월_계_60~69세,"37,873","1,261","5,392","2,570","1,572","2,528","3,779","2,799","2,840","3,426","2,410","5,237","4,059"
2021년06월_계_70~79세,"17,355",664,"2,386","1,703",819,"1,087","1,565","1,381","1,159","1,656","1,099","2,240","1,596"
2021년06월_계_80~89세,"6,138",241,819,770,283,334,456,440,396,618,466,781,534
2021년06월_계_90~99세,654,21,91,74,26,44,47,56,48,68,43,73,63
2021년06월_계_100세 이상,45,4,17,4,0,2,5,3,0,5,0,3,2
2021년06월_남_총인구수,"106,185","3,118","14,153","5,123","4,490","6,563","11,582","7,178","7,852","11,626","6,452","14,305","13,743"
2021년06월_남_연령구간인구수,"106,185","3,118","14,153","5,123","4,490","6,563","11,582","7,178","7,852","11,626","6,452","14,305","13,743"
2021년06월_남_0~9세,"6,011",127,763,131,254,346,538,258,493,689,362,935,"1,115"
2021년06월_남_10~19세,"7,671",151,"1,035",224,331,482,555,358,569,944,545,"1,169","1,308"
2021년06월_남_20~29세,"15,195",364,"1,954",487,606,893,"2,073",878,"1,136","2,054",920,"1,870","1,960"
2021년06월_남_30~39세,"13,281",309,"1,789",403,531,770,"1,810",924,948,"1,621",796,"1,738","1,642"
2021년06월_남_40~49세,"15,239",397,"1,932",759,628,908,"1,499","1,012","1,019","1,786",909,"2,221","2,169"
2021년06월_남_50~59세,"19,799",711,"2,624","1,100",917,"1,226","2,183","1,484","1,484","1,814","1,091","2,554","2,611"
2021년06월_남_60~69세,"18,765",670,"2,608","1,183",761,"1,269","1,973","1,436","1,462","1,702","1,153","2,548","2,000"
2021년06월_남_70~79세,"8,046",302,"1,138",624,361,544,768,648,586,788,503,"1,010",774
2021년06월_남_80~89세,"2,064",84,291,200,97,118,178,172,150,215,164,239,156
2021년06월_남_90~99세,110,3,19,12,4,6,4,7,5,12,9,21,8
2021년06월_남_100세 이상,4,0,0,0,0,1,1,1,0,1,0,0,0
2021년06월_여_총인구수,"104,148","2,705","14,143","5,601","4,281","6,414","10,729","6,365","7,489","11,624","6,744","14,293","13,760"
2021년06월_여_연령구간인구수,"104,148","2,705","14,143","5,601","4,281","6,414","10,729","6,365","7,489","11,624","6,744","14,293","13,760"
2021년06월_여_0~9세,"5,766",101,769,126,234,338,504,244,451,708,343,882,"1,066"
2021년06월_여_10~19세,"7,068",134,953,207,301,436,479,309,520,903,522,"1,039","1,265"
2021년06월_여_20~29세,"13,266",259,"1,673",336,430,777,"2,210",749,946,"1,955",841,"1,493","1,597"
2021년06월_여_30~39세,"11,348",257,"1,512",339,437,694,"1,455",657,804,"1,389",667,"1,558","1,579"
2021년06월_여_40~49세,"13,670",287,"1,814",492,572,780,"1,197",720,972,"1,633",874,"2,089","2,240"
2021년06월_여_50~59세,"19,954",535,"2,773",999,830,"1,332","1,956","1,271","1,556","1,981","1,308","2,716","2,697"
2021년06월_여_60~69세,"19,108",591,"2,784","1,387",811,"1,259","1,806","1,363","1,378","1,724","1,257","2,689","2,059"
2021년06월_여_70~79세,"9,309",362,"1,248","1,079",458,543,797,733,573,868,596,"1,230",822
2021년06월_여_80~89세,"4,074",157,528,570,186,216,278,268,246,403,302,542,378
2021년06월_여_90~99세,544,18,72,62,22,38,43,49,43,56,34,52,55
2021년06월_여_100세 이상,41,4,17,4,0,1,4,2,0,4,0,3,2
2021년07월_계_총인구수,"210,005","5,811","28,244","10,670","8,759","12,954","22,332","13,512","15,299","23,269","13,163","28,520","27,472"
2021년07월_계_연령구간인구수,"210,005","5,811","28,244","10,670","8,759","12,954","22,332","13,512","15,299","23,269","13,163","28,520","27,472"
2021년07월_계_0~9세,"11,705",229,"1,516",256,487,680,"1,036",494,938,"1,395",696,"1,814","2,164"
2021년07월_계_10~19세,"14,674",281,"1,977",427,630,919,"1,034",668,"1,083","1,830","1,056","2,201","2,568"
2021년07월_계_20~29세,"28,338",629,"3,591",816,"1,032","1,654","4,291","1,617","2,067","4,019","1,755","3,322","3,545"
2021년07월_계_30~39세,"24,581",562,"3,291",735,970,"1,469","3,264","1,557","1,751","3,020","1,464","3,278","3,220"
2021년07월_계_40~49세,"28,801",679,"3,749","1,239","1,188","1,680","2,718","1,729","1,983","3,408","1,771","4,275","4,382"
2021년07월_계_50~59세,"39,568","1,239","5,361","2,077","1,730","2,535","4,111","2,739","3,020","3,794","2,393","5,261","5,308"
2021년07월_계_60~69세,"38,047","1,264","5,431","2,572","1,587","2,546","3,790","2,814","2,852","3,440","2,411","5,254","4,086"
2021년07월_계_70~79세,"17,413",661,"2,391","1,696",825,"1,089","1,582","1,388","1,164","1,660","1,102","2,257","1,598"
2021년07월_계_80~89세,"6,173",240,823,777,282,336,454,446,397,630,472,778,538
2021년07월_계_90~99세,661,23,97,72,28,44,47,57,44,68,43,77,61
2021년07월_계_100세 이상,44,4,17,3,0,2,5,3,0,5,0,3,2
2021년07월_남_총인구수,"106,013","3,110","14,119","5,095","4,480","6,550","11,598","7,160","7,830","11,635","6,434","14,272","13,730"
2021년07월_남_연령구간인구수,"106,013","3,110","14,119","5,095","4,480","6,550","11,598","7,160","7,830","11,635","6,434","14,272","13,730"
2021년07월_남_0~9세,"5,974",125,755,131,253,345,538,251,490,687,360,933,"1,106"
2021년07월_남_10~19세,"7,646",149,"1,033",223,329,483,553,358,566,940,541,"1,166","1,305"
2021년07월_남_20~29세,"15,126",363,"1,925",483,609,885,"2,081",880,"1,125","2,053",918,"1,853","1,951"
2021년07월_남_30~39세,"13,269",308,"1,788",402,529,772,"1,820",898,950,"1,629",794,"1,732","1,647"
2021년07월_남_40~49세,"15,147",395,"1,926",748,618,903,"1,508","1,010","1,014","1,780",900,"2,199","2,146"
2021년07월_남_50~59세,"19,736",711,"2,618","1,090",906,"1,212","2,163","1,484","1,477","1,813","1,091","2,549","2,622"
2021년07월_남_60~69세,"18,854",669,"2,619","1,184",771,"1,281","1,980","1,448","1,465","1,710","1,150","2,562","2,015"
2021년07월_남_70~79세,"8,057",302,"1,143",620,362,542,772,648,587,787,506,"1,016",772
2021년07월_남_80~89세,"2,087",84,292,202,99,120,177,175,151,223,165,240,159
2021년07월_남_90~99세,113,4,20,12,4,6,5,7,5,12,9,22,7
2021년07월_남_100세 이상,4,0,0,0,0,1,1,1,0,1,0,0,0
2021년07월_여_총인구수,"103,992","2,701","14,125","5,575","4,279","6,404","10,734","6,352","7,469","11,634","6,729","14,248","13,742"
2021년07월_여_연령구간인구수,"103,992","2,701","14,125","5,575","4,279","6,404","10,734","6,352","7,469","11,634","6,729","14,248","13,742"
2021년07월_여_0~9세,"5,731",104,761,125,234,335,498,243,448,708,336,881,"1,058"
2021년07월_여_10~19세,"7,028",132,944,204,301,436,481,310,517,890,515,"1,035","1,263"
2021년07월_여_20~29세,"13,212",266,"1,666",333,423,769,"2,210",737,942,"1,966",837,"1,469","1,594"
2021년07월_여_30~39세,"11,312",254,"1,503",333,441,697,"1,444",659,801,"1,391",670,"1,546","1,573"
2021년07월_여_40~49세,"13,654",284,"1,823",491,570,777,"1,210",719,969,"1,628",871,"2,076","2,236"
2021년07월_여_50~59세,"19,832",528,"2,743",987,824,"1,323","1,948","1,255","1,543","1,981","1,302","2,712","2,686"
2021년07월_여_60~69세,"19,193",595,"2,812","1,388",816,"1,265","1,810","1,366","1,387","1,730","1,261","2,692","2,071"
2021년07월_여_70~79세,"9,356",359,"1,248","1,076",463,547,810,740,577,873,596,"1,241",826
2021년07월_여_80~89세,"4,086",156,531,575,183,216,277,271,246,407,307,538,379
2021년07월_여_90~99세,548,19,77,60,24,38,42,50,39,56,34,55,54
2021년07월_여_100세 이상,40,4,17,3,0,1,4,2,0,4,0,3,2
2021년08월_계_총인구수,"209,547","5,821","28,202","10,613","8,758","12,957","22,350","13,423","15,254","23,207","13,139","28,447","27,376"
2021년08월_계_연령구간인구수,"209,547","5,821","28,202","10,613","8,758","12,957","22,350","13,423","15,254","23,207","13,139","28,447","27,376"
2021년08월_계_0~9세,"11,623",232,"1,510",253,485,684,"1,027",489,931,"1,384",694,"1,802","2,132"
2021년08월_계_10~19세,"14,619",276,"1,963",420,635,923,"1,030",670,"1,086","1,811","1,041","2,198","2,566"
2021년08월_계_20~29세,"28,157",626,"3,559",808,"1,028","1,642","4,318","1,580","2,051","3,990","1,748","3,297","3,510"
2021년08월_계_30~39세,"24,466",564,"3,292",727,961,"1,470","3,269","1,534","1,757","3,005","1,456","3,228","3,203"
2021년08월_계_40~49세,"28,707",672,"3,729","1,230","1,189","1,684","2,699","1,717","1,979","3,399","1,764","4,283","4,362"
2021년08월_계_50~59세,"39,428","1,233","5,353","2,059","1,724","2,519","4,111","2,718","3,004","3,779","2,386","5,238","5,304"
2021년08월_계_60~69세,"38,179","1,281","5,438","2,567","1,596","2,557","3,813","2,817","2,848","3,469","2,431","5,271","4,091"
2021년08월_계_70~79세,"17,469",668,"2,418","1,693",828,"1,096","1,576","1,388","1,163","1,663","1,101","2,269","1,606"
2021년08월_계_80~89세,"6,203",242,826,783,288,336,455,448,391,635,477,781,541
2021년08월_계_90~99세,651,22,97,70,24,44,47,59,44,67,41,77,59
2021년08월_계_100세 이상,45,5,17,3,0,2,5,3,0,5,0,3,2
2021년08월_남_총인구수,"105,794","3,120","14,087","5,072","4,482","6,558","11,604","7,108","7,794","11,622","6,425","14,235","13,687"
2021년08월_남_연령구간인구수,"105,794","3,120","14,087","5,072","4,482","6,558","11,604","7,108","7,794","11,622","6,425","14,235","13,687"
2021년08월_남_0~9세,"5,948",129,756,131,251,349,532,250,485,685,359,930,"1,091"
2021년08월_남_10~19세,"7,618",145,"1,029",218,333,483,553,359,567,932,532,"1,164","1,303"
2021년08월_남_20~29세,"15,019",364,"1,903",481,605,876,"2,083",858,"1,117","2,051",914,"1,833","1,934"
2021년08월_남_30~39세,"13,207",308,"1,778",397,522,777,"1,829",885,951,"1,616",794,"1,709","1,641"
2021년08월_남_40~49세,"15,102",391,"1,912",742,624,903,"1,500","1,000","1,010","1,782",890,"2,209","2,139"
2021년08월_남_50~59세,"19,682",706,"2,619","1,082",905,"1,207","2,167","1,478","1,463","1,811","1,092","2,531","2,621"
2021년08월_남_60~69세,"18,919",684,"2,618","1,183",775,"1,290","1,985","1,448","1,461","1,723","1,163","2,571","2,018"
2021년08월_남_70~79세,"8,074",304,"1,159",623,361,544,773,645,584,782,504,"1,021",774
2021년08월_남_80~89세,"2,107",86,293,203,102,122,175,176,151,227,167,245,160
2021년08월_남_90~99세,114,3,20,12,4,6,6,8,5,12,10,22,6
2021년08월_남_100세 이상,4,0,0,0,0,1,1,1,0,1,0,0,0
2021년08월_여_총인구수,"103,753","2,701","14,115","5,541","4,276","6,399","10,746","6,315","7,460","11,585","6,714","14,212","13,689"
2021년08월_여_연령구간인구수,"103,753","2,701","14,115","5,541","4,276","6,399","10,746","6,315","7,460","11,585","6,714","14,212","13,689"
2021년08월_여_0~9세,"5,675",103,754,122,234,335,495,239,446,699,335,872,"1,041"
2021년08월_여_10~19세,"7,001",131,934,202,302,440,477,311,519,879,509,"1,034","1,263"
2021년08월_여_20~29세,"13,138",262,"1,656",327,423,766,"2,235",722,934,"1,939",834,"1,464","1,576"
2021년08월_여_30~39세,"11,259",256,"1,514",330,439,693,"1,440",649,806,"1,389",662,"1,519","1,562"
2021년08월_여_40~49세,"13,605",281,"1,817",488,565,781,"1,199",717,969,"1,617",874,"2,074","2,223"
2021년08월_여_50~59세,"19,746",527,"2,734",977,819,"1,312","1,944","1,240","1,541","1,968","1,294","2,707","2,683"
2021년08월_여_60~69세,"19,260",597,"2,820","1,384",821,"1,267","1,828","1,369","1,387","1,746","1,268","2,700","2,073"
2021년08월_여_70~79세,"9,395",364,"1,259","1,070",467,552,803,743,579,881,597,"1,248",832
2021년08월_여_80~89세,"4,096",156,533,580,186,214,280,272,240,408,310,536,381
2021년08월_여_90~99세,537,19,77,58,20,38,41,51,39,55,31,55,53
2021년08월_여_100세 이상,41,5,17,3,0,1,4,2,0,4,0,3,2
2021년09월_계_총인구수,"209,410","5,820","28,175","10,560","8,731","12,967","22,423","13,399","15,239","23,216","13,141","28,398","27,341"
2021년09월_계_연령구간인구수,"209,410","5,820","28,175","10,560","8,731","12,967","22,423","13,399","15,239","23,216","13,141","28,398","27,341"
2021년09월_계_0~9세,"11,562",231,"1,491",250,474,683,"1,034",495,924,"1,377",691,"1,785","2,127"
2021년09월_계_10~19세,"14,546",279,"1,947",408,623,925,"1,015",669,"1,084","1,817","1,037","2,182","2,560"
2021년09월_계_20~29세,"28,126",620,"3,566",807,"1,032","1,627","4,342","1,557","2,042","4,006","1,747","3,298","3,482"
2021년09월_계_30~39세,"24,479",562,"3,304",718,948,"1,462","3,297","1,550","1,757","3,001","1,463","3,203","3,214"
2021년09월_계_40~49세,"28,628",671,"3,709","1,219","1,191","1,693","2,707","1,693","1,982","3,401","1,760","4,247","4,355"
2021년09월_계_50~59세,"39,312","1,237","5,308","2,045","1,723","2,519","4,088","2,702","3,010","3,760","2,379","5,239","5,302"
2021년09월_계_60~69세,"38,259","1,279","5,475","2,559","1,595","2,570","3,841","2,822","2,838","3,466","2,436","5,291","4,087"
2021년09월_계_70~79세,"17,559",668,"2,429","1,700",829,"1,101","1,587","1,401","1,165","1,678","1,105","2,280","1,616"
2021년09월_계_80~89세,"6,237",244,832,781,292,341,460,450,391,637,482,790,537
2021년09월_계_90~99세,657,24,97,70,24,44,47,58,46,68,41,79,59
2021년09월_계_100세 이상,45,5,17,3,0,2,5,2,0,5,0,4,2
2021년09월_남_총인구수,"105,690","3,114","14,061","5,042","4,464","6,574","11,617","7,100","7,790","11,634","6,430","14,202","13,662"
2021년09월_남_연령구간인구수,"105,690","3,114","14,061","5,042","4,464","6,574","11,617","7,100","7,790","11,634","6,430","14,202","13,662"
2021년09월_남_0~9세,"5,920",128,745,128,247,349,534,255,483,680,360,919,"1,092"
2021년09월_남_10~19세,"7,557",147,"1,019",210,330,489,539,359,565,926,531,"1,152","1,290"
2021년09월_남_20~29세,"14,987",359,"1,904",478,602,870,"2,081",848,"1,112","2,069",915,"1,833","1,916"
2021년09월_남_30~39세,"13,209",307,"1,780",395,513,776,"1,843",894,951,"1,616",792,"1,692","1,650"
2021년09월_남_40~49세,"15,061",388,"1,901",732,621,909,"1,502",985,"1,016","1,789",888,"2,193","2,137"
2021년09월_남_50~59세,"19,630",708,"2,595","1,080",909,"1,202","2,153","1,475","1,467","1,801","1,091","2,530","2,619"
2021년09월_남_60~69세,"18,965",685,"2,639","1,181",772,"1,300","2,001","1,446","1,453","1,721","1,171","2,580","2,016"
2021년09월_남_70~79세,"8,104",303,"1,159",624,360,545,780,652,584,790,503,"1,028",776
2021년09월_남_80~89세,"2,138",86,299,202,106,127,177,177,153,229,170,252,160
2021년09월_남_90~99세,115,3,20,12,4,6,6,8,6,12,9,23,6
2021년09월_남_100세 이상,4,0,0,0,0,1,1,1,0,1,0,0,0
2021년09월_여_총인구수,"103,720","2,706","14,114","5,518","4,267","6,393","10,806","6,299","7,449","11,582","6,711","14,196","13,679"
2021년09월_여_연령구간인구수,"103,720","2,706","14,114","5,518","4,267","6,393","10,806","6,299","7,449","11,582","6,711","14,196","13,679"
2021년09월_여_0~9세,"5,642",103,746,122,227,334,500,240,441,697,331,866,"1,035"
2021년09월_여_10~19세,"6,989",132,928,198,293,436,476,310,519,891,506,"1,030","1,270"
2021년09월_여_20~29세,"13,139",261,"1,662",329,430,757,"2,261",709,930,"1,937",832,"1,465","1,566"
2021년09월_여_30~39세,"11,270",255,"1,524",323,435,686,"1,454",656,806,"1,385",671,"1,511","1,564"
