카테고리,전라남도,전라남도 목포시,전라남도 여수시,전라남도 순천시,전라남도 나주시,전라남도 광양시,전라남도 담양군,전라남도 곡성군,전라남도 구례군,전라남도 고흥군,전라남도 보성군,전라남도 화순군,전라남도 장흥군,전라남도 강진군,전라남도 해남군,전라남도 영암군,전라남도 무안군,전라남도 함평군,전라남도 영광군,전라남도 장성군,전라남도 완도군,전라남도 진도군,전라남도 신안군
2021년07월_계_40~49세,"254,908","36,529","41,155","42,792","16,671","23,258","5,194","2,941","2,752","6,096","4,023","7,985","3,917","3,620","7,772","7,286","14,135","3,343","6,327","5,355","6,076","3,477","4,204"
2021년07월_계_50~59세,"311,829","36,002","48,159","49,174","17,304","29,187","8,186","4,812","4,514","9,983","6,526","11,225","6,185","5,576","11,427","9,443","13,142","5,326","8,415","7,406","7,947","4,966","6,924"
2021년07월_계_60~69세,"280,838","29,649","41,800","35,858","16,704","17,865","8,619","5,223","4,828","12,945","7,720","9,905","6,712","6,401","12,630","8,386","11,381","6,127","8,577","7,505","8,714","5,442","7,847"
2021년07월_계_70~79세,"191,252","17,683","24,827","19,149","11,437","8,296","6,228","4,164","3,817","11,344","6,517","7,336","5,363","5,130","9,888","6,211","7,840","5,002","7,031","5,818","7,330","4,577","6,264"
2021년07월_계_80~89세,"113,467","7,436","11,042","10,494","6,859","4,733","3,976","3,267","2,604","7,795","4,819","4,889","3,976","3,644","6,173","4,147","4,396","3,530","4,178","3,849","4,532","3,035","4,093"
2021년07월_계_90~99세,"16,821",974,"1,699","1,648","1,034",812,599,549,395,"1,281",762,667,668,576,882,560,610,515,547,522,618,384,519
2021년07월_계_100세 이상,597,40,55,63,31,18,24,16,16,47,23,31,23,28,41,19,26,15,24,17,16,12,12
2021년07월_남_총인구수,"925,751","109,762","141,900","140,682","58,823","78,693","23,553","13,660","12,260","30,749","19,430","30,722","17,978","16,570","33,608","27,567","44,817","15,835","26,195","22,457","24,836","15,021","20,633"
2021년07월_남_연령구간인구수,"925,751","109,762","141,900","140,682","58,823","78,693","23,553","13,660","12,260","30,749","19,430","30,722","17,978","16,570","33,608","27,567","44,817","15,835","26,195","22,457","24,836","15,021","20,633"
2021년07월_남_0~9세,"64,847","8,808","10,181","11,714","5,165","6,586","1,127",519,511,"1,254",852,"1,695",952,814,"1,900","1,671","4,162",653,"1,869","1,313","1,548",787,766
2021년07월_남_10~19세,"85,212","12,242","13,400","15,460","4,965","8,165","1,559","1,040",931,"1,986","1,304","2,882","1,400","1,263","2,623","2,316","4,796","1,098","2,148","1,671","1,834","1,097","1,032"
2021년07월_남_20~29세,"110,375","14,480","18,928","20,191","6,522","11,484","2,767","1,255","1,038","2,359","1,634","3,612","1,683","1,591","3,111","2,921","4,972","1,394","2,721","2,418","2,219","1,463","1,612"
2021년07월_남_30~39세,"95,322","12,557","16,156","16,990","7,614","9,729","1,867",870,820,"1,895","1,282","2,334","1,375","1,199","2,539","2,455","5,501","1,033","2,429","1,872","2,035","1,143","1,627"
2021년07월_남_40~49세,"136,216","18,858","21,755","21,114","9,225","12,007","2,984","1,634","1,497","3,527","2,289","4,119","2,157","1,995","4,332","4,347","7,429","1,990","3,550","3,023","3,554","2,024","2,806"
2021년07월_남_50~59세,"167,880","18,191","25,377","24,790","9,505","15,930","4,521","2,678","2,515","5,614","3,648","6,116","3,393","3,036","6,343","5,439","7,219","3,137","4,672","4,246","4,473","2,797","4,240"
2021년07월_남_60~69세,"141,824","14,070","20,633","17,970","8,493","9,397","4,486","2,748","2,404","6,450","3,925","5,231","3,351","3,216","6,333","4,363","5,745","3,232","4,367","3,982","4,346","2,757","4,325"
2021년07월_남_70~79세,"84,667","7,832","11,431","8,650","5,033","3,752","2,804","1,794","1,611","4,946","2,811","3,093","2,291","2,221","4,344","2,662","3,553","2,115","3,030","2,570","3,265","1,980","2,879"
2021년07월_남_80~89세,"36,027","2,510","3,725","3,466","2,086","1,500","1,303","1,019",849,"2,440","1,529","1,482","1,246","1,123","1,928","1,283","1,340","1,067","1,300","1,244","1,441",903,"1,243"
2021년07월_남_90~99세,"3,316",208,307,331,209,141,135,100,81,273,153,155,127,106,155,108,97,116,109,117,119,70,99
2021년07월_남_100세 이상,65,6,7,6,6,2,0,3,3,5,3,3,3,6,0,2,3,0,0,1,2,0,4
2021년07월_여_총인구수,"913,947","110,617","136,223","141,201","57,813","72,006","22,868","14,175","12,921","32,490","20,360","31,409","18,985","17,624","34,309","25,669","44,367","15,609","26,212","21,351","24,472","15,285","17,981"
2021년07월_여_연령구간인구수,"913,947","110,617","136,223","141,201","57,813","72,006","22,868","14,175","12,921","32,490","20,360","31,409","18,985","17,624","34,309","25,669","44,367","15,609","26,212","21,351","24,472","15,285","17,981"
2021년07월_여_0~9세,"62,332","8,237","9,899","11,206","4,882","6,348","1,153",495,537,"1,265",766,"1,634",945,832,"1,858","1,633","3,931",611,"1,821","1,274","1,459",821,725
2021년07월_여_10~19세,"79,265","11,721","12,501","14,195","4,689","7,587","1,445",886,838,"1,722","1,243","2,667","1,256","1,181","2,432","2,057","4,671",946,"1,952","1,512","1,706","1,080",978
2021년07월_여_20~29세,"86,837","12,241","14,369","16,904","5,818","8,254","1,903","1,015",847,"1,674","1,207","3,015","1,290","1,206","2,407","2,054","4,300",957,"2,098","1,650","1,551","1,024","1,053"
2021년07월_여_30~39세,"85,796","11,780","13,952","16,045","6,941","8,377","1,774",783,733,"1,593","1,112","2,254","1,218","1,133","2,234","2,077","5,321",894,"2,270","1,626","1,723",998,958
2021년07월_여_40~49세,"118,692","17,671","19,400","21,678","7,446","11,251","2,210","1,307","1,255","2,569","1,734","3,866","1,760","1,625","3,440","2,939","6,706","1,353","2,777","2,332","2,522","1,453","1,398"
2021년07월_여_50~59세,"143,949","17,811","22,782","24,384","7,799","13,257","3,665","2,134","1,999","4,369","2,878","5,109","2,792","2,540","5,084","4,004","5,923","2,189","3,743","3,160","3,474","2,169","2,684"
2021년07월_여_60~69세,"139,014","15,579","21,167","17,888","8,211","8,468","4,133","2,475","2,424","6,495","3,795","4,674","3,361","3,185","6,297","4,023","5,636","2,895","4,210","3,523","4,368","2,685","3,522"
2021년07월_여_70~79세,"106,585","9,851","13,396","10,499","6,404","4,544","3,424","2,370","2,206","6,398","3,706","4,243","3,072","2,909","5,544","3,549","4,287","2,887","4,001","3,248","4,065","2,597","3,385"
2021년07월_여_80~89세,"77,440","4,926","7,317","7,028","4,773","3,233","2,673","2,248","1,755","5,355","3,290","3,407","2,730","2,521","4,245","2,864","3,056","2,463","2,878","2,605","3,091","2,132","2,850"
2021년07월_여_90~99세,"13,505",766,"1,392","1,317",825,671,464,449,314,"1,008",609,512,541,470,727,452,513,399,438,405,499,314,420
2021년07월_여_100세 이상,532,34,48,57,25,16,24,13,13,42,20,28,20,22,41,17,23,15,24,16,14,12,8
2021년08월_계_총인구수,"1,838,353","219,944","277,752","281,878","116,670","150,643","46,314","27,754","25,161","63,124","39,734","62,439","36,876","34,099","67,797","53,108","89,675","31,418","52,288","43,715","49,171","30,242","38,551"
2021년08월_계_연령구간인구수,"1,838,353","219,944","277,752","281,878","116,670","150,643","46,314","27,754","25,161","63,124","39,734","62,439","36,876","34,099","67,797","53,108","89,675","31,418","52,288","43,715","49,171","30,242","38,551"
2021년08월_계_0~9세,"126,566","16,892","19,946","22,873","10,036","12,863","2,280","1,005","1,054","2,489","1,601","3,333","1,885","1,615","3,722","3,266","8,143","1,253","3,678","2,569","2,986","1,601","1,476"
2021년08월_계_10~19세,"164,135","23,873","25,846","29,569","9,655","15,764","2,980","1,908","1,781","3,701","2,543","5,557","2,644","2,435","5,026","4,342","9,530","2,038","4,084","3,180","3,518","2,172","1,989"
2021년08월_계_20~29세,"196,634","26,624","33,189","37,059","12,302","19,689","4,646","2,250","1,866","4,002","2,824","6,676","2,945","2,766","5,511","4,954","9,309","2,357","4,777","4,003","3,738","2,475","2,672"
2021년08월_계_30~39세,"180,509","24,161","29,939","33,059","14,510","18,036","3,600","1,641","1,549","3,459","2,379","4,651","2,591","2,321","4,726","4,503","10,925","1,913","4,666","3,486","3,722","2,118","2,554"
2021년08월_계_40~49세,"254,139","36,385","41,015","42,668","16,712","23,205","5,156","2,917","2,725","6,066","3,999","7,986","3,890","3,602","7,748","7,270","14,234","3,309","6,277","5,308","6,033","3,459","4,175"
2021년08월_계_50~59세,"311,930","36,020","48,151","49,197","17,290","29,237","8,193","4,811","4,519","9,966","6,511","11,292","6,164","5,559","11,419","9,417","13,198","5,333","8,411","7,410","7,935","4,956","6,941"
2021년08월_계_60~69세,"281,851","29,768","41,924","36,044","16,779","17,964","8,636","5,223","4,826","12,959","7,747","9,986","6,723","6,422","12,638","8,421","11,430","6,155","8,609","7,566","8,719","5,447","7,865"
2021년08월_계_70~79세,"191,117","17,726","24,869","19,156","11,423","8,297","6,201","4,147","3,812","11,337","6,495","7,335","5,352","5,108","9,884","6,180","7,844","4,984","7,029","5,794","7,324","4,573","6,247"
2021년08월_계_80~89세,"113,947","7,476","11,121","10,545","6,888","4,755","3,993","3,275","2,613","7,805","4,843","4,911","3,988","3,659","6,194","4,170","4,422","3,545","4,183","3,858","4,553","3,044","4,106"
2021년08월_계_90~99세,"16,911",979,"1,696","1,642","1,042",813,605,560,400,"1,292",768,681,669,583,887,566,614,516,549,524,626,385,514
2021년08월_계_100세 이상,614,40,56,66,33,20,24,17,16,48,24,31,25,29,42,19,26,15,25,17,17,12,12
2021년08월_남_총인구수,"924,912","109,535","141,667","140,664","58,844","78,647","23,497","13,619","12,241","30,683","19,387","30,870","17,931","16,514","33,556","27,504","45,064","15,815","26,129","22,394","24,757","14,992","20,602"
2021년08월_남_연령구간인구수,"924,912","109,535","141,667","140,664","58,844","78,647","23,497","13,619","12,241","30,683","19,387","30,870","17,931","16,514","33,556","27,504","45,064","15,815","26,129","22,394","24,757","14,992","20,602"
2021년08월_남_0~9세,"64,481","8,729","10,102","11,692","5,172","6,541","1,125",519,513,"1,236",844,"1,695",939,797,"1,881","1,656","4,170",646,"1,858","1,296","1,530",786,754
2021년08월_남_10~19세,"85,027","12,191","13,354","15,404","4,961","8,171","1,551","1,030",936,"1,983","1,299","2,889","1,403","1,252","2,599","2,298","4,845","1,096","2,138","1,675","1,831","1,098","1,023"
2021년08월_남_20~29세,"110,045","14,423","18,903","20,160","6,499","11,433","2,751","1,241","1,036","2,337","1,625","3,631","1,663","1,571","3,116","2,913","5,003","1,398","2,707","2,369","2,195","1,458","1,613"
2021년08월_남_30~39세,"94,956","12,465","16,054","17,025","7,578","9,709","1,846",862,811,"1,888","1,254","2,369","1,372","1,191","2,512","2,434","5,536","1,023","2,402","1,869","2,011","1,130","1,615"
2021년08월_남_40~49세,"135,745","18,788","21,664","21,052","9,249","11,981","2,957","1,614","1,477","3,507","2,285","4,109","2,143","1,979","4,317","4,350","7,479","1,973","3,518","2,990","3,533","2,006","2,774"
2021년08월_남_50~59세,"167,965","18,203","25,367","24,790","9,501","15,948","4,531","2,688","2,519","5,611","3,642","6,146","3,389","3,041","6,353","5,411","7,249","3,131","4,672","4,251","4,470","2,798","4,254"
2021년08월_남_60~69세,"142,359","14,138","20,686","18,056","8,535","9,447","4,498","2,744","2,405","6,451","3,946","5,280","3,345","3,233","6,343","4,384","5,767","3,246","4,390","4,019","4,348","2,767","4,331"
2021년08월_남_70~79세,"84,719","7,844","11,462","8,669","5,033","3,763","2,795","1,793","1,607","4,943","2,806","3,096","2,293","2,210","4,339","2,660","3,566","2,116","3,039","2,555","3,270","1,973","2,887"
2021년08월_남_80~89세,"36,205","2,539","3,765","3,481","2,096","1,512","1,306","1,024",853,"2,448","1,528","1,493","1,254","1,127","1,935","1,287","1,345","1,071","1,293","1,253","1,444",902,"1,249"
2021년08월_남_90~99세,"3,341",209,303,329,214,140,136,101,81,274,155,159,125,106,161,109,101,115,112,116,123,74,98
2021년08월_남_100세 이상,69,6,7,6,6,2,1,3,3,5,3,3,5,7,0,2,3,0,0,1,2,0,4
2021년08월_여_총인구수,"913,441","110,409","136,085","141,214","57,826","71,996","22,817","14,135","12,920","32,441","20,347","31,569","18,945","17,585","34,241","25,604","44,611","15,603","26,159","21,321","24,414","15,250","17,949"
2021년08월_여_연령구간인구수,"913,441","110,409","136,085","141,214","57,826","71,996","22,817","14,135","12,920","32,441","20,347","31,569","18,945","17,585","34,241","25,604","44,611","15,603","26,159","21,321","24,414","15,250","17,949"
2021년08월_여_0~9세,"62,085","8,163","9,844","11,181","4,864","6,322","1,155",486,541,"1,253",757,"1,638",946,818,"1,841","1,610","3,973",607,"1,820","1,273","1,456",815,722
2021년08월_여_10~19세,"79,108","11,682","12,492","14,165","4,694","7,593","1,429",878,845,"1,718","1,244","2,668","1,241","1,183","2,427","2,044","4,685",942,"1,946","1,505","1,687","1,074",966
2021년08월_여_20~29세,"86,589","12,201","14,286","16,899","5,803","8,256","1,895","1,009",830,"1,665","1,199","3,045","1,282","1,195","2,395","2,041","4,306",959,"2,070","1,634","1,543","1,017","1,059"
2021년08월_여_30~39세,"85,553","11,696","13,885","16,034","6,932","8,327","1,754",779,738,"1,571","1,125","2,282","1,219","1,130","2,214","2,069","5,389",890,"2,264","1,617","1,711",988,939
2021년08월_여_40~49세,"118,394","17,597","19,351","21,616","7,463","11,224","2,199","1,303","1,248","2,559","1,714","3,877","1,747","1,623","3,431","2,920","6,755","1,336","2,759","2,318","2,500","1,453","1,401"
2021년08월_여_50~59세,"143,965","17,817","22,784","24,407","7,789","13,289","3,662","2,123","2,000","4,355","2,869","5,146","2,775","2,518","5,066","4,006","5,949","2,202","3,739","3,159","3,465","2,158","2,687"
2021년08월_여_60~69세,"139,492","15,630","21,238","17,988","8,244","8,517","4,138","2,479","2,421","6,508","3,801","4,706","3,378","3,189","6,295","4,037","5,663","2,909","4,219","3,547","4,371","2,680","3,534"
2021년08월_여_70~79세,"106,398","9,882","13,407","10,487","6,390","4,534","3,406","2,354","2,205","6,394","3,689","4,239","3,059","2,898","5,545","3,520","4,278","2,868","3,990","3,239","4,054","2,600","3,360"
2021년08월_여_80~89세,"77,742","4,937","7,356","7,064","4,792","3,243","2,687","2,251","1,760","5,357","3,315","3,418","2,734","2,532","4,259","2,883","3,077","2,474","2,890","2,605","3,109","2,142","2,857"
2021년08월_여_90~99세,"13,570",770,"1,393","1,313",828,673,469,459,319,"1,018",613,522,544,477,726,457,513,401,437,408,503,311,416
2021년08월_여_100세 이상,545,34,49,60,27,18,23,14,13,43,21,28,20,22,42,17,23,15,25,16,15,12,8
2021년09월_계_총인구수,"1,835,690","219,552","277,356","281,977","116,668","150,121","46,178","27,655","25,095","62,965","39,592","62,567","36,742","33,961","67,576","53,020","90,086","31,375","52,119","43,575","48,990","30,129","38,391"
2021년09월_계_연령구간인구수,"1,835,690","219,552","277,356","281,977","116,668","150,121","46,178","27,655","25,095","62,965","39,592","62,567","36,742","33,961","67,576","53,020","90,086","31,375","52,119","43,575","48,990","30,129","38,391"
2021년09월_계_0~9세,"125,935","16,750","19,863","22,842","10,016","12,780","2,242","1,010","1,048","2,463","1,580","3,322","1,862","1,585","3,689","3,246","8,175","1,243","3,668","2,542","2,971","1,582","1,456"
2021년09월_계_10~19세,"163,747","23,844","25,764","29,518","9,639","15,712","2,977","1,882","1,776","3,691","2,522","5,548","2,639","2,435","5,006","4,316","9,562","2,041","4,036","3,170","3,506","2,170","1,993"
2021년09월_계_20~29세,"194,942","26,532","32,972","36,969","12,235","19,400","4,539","2,196","1,830","3,932","2,787","6,644","2,887","2,717","5,419","4,904","9,349","2,334","4,707","3,924","3,655","2,432","2,578"
2021년09월_계_30~39세,"179,879","24,000","29,835","33,072","14,515","17,961","3,576","1,634","1,532","3,443","2,360","4,666","2,567","2,294","4,690","4,471","10,999","1,880","4,642","3,454","3,672","2,086","2,530"
2021년09월_계_40~49세,"253,304","36,291","40,834","42,632","16,699","23,067","5,135","2,909","2,705","6,022","3,965","7,964","3,872","3,573","7,707","7,250","14,275","3,305","6,235","5,268","6,020","3,426","4,150"
2021년09월_계_50~59세,"312,093","35,989","48,142","49,248","17,334","29,254","8,192","4,803","4,504","9,930","6,502","11,356","6,151","5,553","11,391","9,432","13,334","5,347","8,431","7,426","7,903","4,953","6,918"
2021년09월_계_60~69세,"282,701","29,844","42,104","36,182","16,828","18,021","8,688","5,222","4,856","12,982","7,740","10,062","6,725","6,422","12,649","8,455","11,480","6,154","8,620","7,596","8,724","5,462","7,885"
2021년09월_계_70~79세,"191,055","17,761","24,893","19,198","11,409","8,315","6,178","4,135","3,790","11,314","6,467","7,353","5,347","5,095","9,896","6,166","7,840","4,973","6,998","5,772","7,338","4,562","6,255"
2021년09월_계_80~89세,"114,399","7,519","11,197","10,593","6,906","4,766","4,016","3,272","2,641","7,838","4,881","4,936","3,998","3,668","6,188","4,184","4,436","3,564","4,215","3,873","4,556","3,056","4,096"
2021년09월_계_90~99세,"17,021",982,"1,696","1,657","1,055",824,610,575,399,"1,300",764,685,669,590,900,578,609,519,542,533,628,388,518
2021년09월_계_100세 이상,614,40,56,66,32,21,25,17,14,50,24,31,25,29,41,18,27,15,25,17,17,12,12
2021년09월_남_총인구수,"923,651","109,300","141,439","140,731","58,833","78,399","23,432","13,578","12,223","30,600","19,329","30,932","17,856","16,460","33,463","27,484","45,280","15,801","26,032","22,326","24,677","14,931","20,545"
2021년09월_남_연령구간인구수,"923,651","109,300","141,439","140,731","58,833","78,399","23,432","13,578","12,223","30,600","19,329","30,932","17,856","16,460","33,463","27,484","45,280","15,801","26,032","22,326","24,677","14,931","20,545"
2021년09월_남_0~9세,"64,175","8,647","10,073","11,674","5,158","6,497","1,099",521,506,"1,221",835,"1,696",926,783,"1,868","1,648","4,194",644,"1,848","1,280","1,531",778,748
2021년09월_남_10~19세,"84,813","12,178","13,298","15,360","4,953","8,152","1,546","1,017",936,"1,976","1,293","2,891","1,400","1,261","2,584","2,278","4,866","1,100","2,114","1,670","1,827","1,092","1,021"
2021년09월_남_20~29세,"109,209","14,378","18,783","20,139","6,465","11,287","2,697","1,217","1,031","2,303","1,614","3,604","1,629","1,543","3,068","2,904","5,025","1,387","2,667","2,321","2,149","1,430","1,568"
2021년09월_남_30~39세,"94,650","12,382","16,025","17,046","7,564","9,658","1,831",857,794,"1,871","1,247","2,385","1,358","1,186","2,506","2,419","5,587",999,"2,387","1,858","1,986","1,110","1,594"
2021년09월_남_40~49세,"135,195","18,719","21,549","21,023","9,249","11,935","2,933","1,618","1,473","3,475","2,259","4,083","2,134","1,966","4,284","4,346","7,480","1,975","3,480","2,962","3,515","1,985","2,752"
2021년09월_남_50~59세,"168,116","18,207","25,362","24,828","9,515","15,948","4,546","2,679","2,513","5,610","3,644","6,177","3,393","3,035","6,347","5,400","7,311","3,133","4,696","4,270","4,447","2,797","4,258"
2021년09월_남_60~69세,"142,820","14,159","20,743","18,116","8,561","9,481","4,535","2,743","2,426","6,465","3,946","5,312","3,337","3,234","6,358","4,420","5,797","3,250","4,400","4,038","4,365","2,784","4,350"
2021년09월_남_70~79세,"84,828","7,862","11,499","8,700","5,036","3,786","2,786","1,790","1,600","4,940","2,790","3,125","2,293","2,207","4,348","2,654","3,567","2,115","3,027","2,550","3,281","1,971","2,901"
2021년09월_남_80~89세,"36,416","2,557","3,800","3,509","2,111","1,516","1,317","1,027",860,"2,460","1,544","1,500","1,254","1,130","1,938","1,300","1,344","1,081","1,303","1,260","1,449",910,"1,246"
2021년09월_남_90~99세,"3,358",205,300,330,215,137,140,106,81,274,153,156,127,108,162,113,106,117,110,116,125,74,103
2021년09월_남_100세 이상,71,6,7,6,6,2,2,3,3,5,4,3,5,7,0,2,3,0,0,1,2,0,4
2021년09월_여_총인구수,"912,039","110,252","135,917","141,246","57,835","71,722","22,746","14,077","12,872","32,365","20,263","31,635","18,886","17,501","34,113","25,536","44,806","15,574","26,087","21,249","24,313","15,198","17,846"
2021년09월_여_연령구간인구수,"912,039","110,252","135,917","141,246","57,835","71,722","22,746","14,077","12,872","32,365","20,263","31,635","18,886","17,501","34,113","25,536","44,806","15,574","26,087","21,249","24,313","15,198","17,846"
2021년09월_여_0~9세,"61,760","8,103","9,790","11,168","4,858","6,283","1,143",489,542,"1,242",745,"1,626",936,802,"1,821","1,598","3,981",599,"1,820","1,262","1,440",804,708
2021년09월_여_10~19세,"78,934","11,666","12,466","14,158","4,686","7,560","1,431",865,840,"1,715","1,229","2,657","1,239","1,174","2,422","2,038","4,696",941,"1,922","1,500","1,679","1,078",972
2021년09월_여_20~29세,"85,733","12,154","14,189","16,830","5,770","8,113","1,842",979,799,"1,629","1,173","3,040","1,258","1,174","2,351","2,000","4,324",947,"2,040","1,603","1,506","1,002","1,010"
2021년09월_여_30~39세,"85,229","11,618","13,810","16,026","6,951","8,303","1,745",777,738,"1,572","1,113","2,281","1,209","1,108","2,184","2,052","5,412",881,"2,255","1,596","1,686",976,936
2021년09월_여_40~49세,"118,109","17,572","19,285","21,609","7,450","11,132","2,202","1,291","1,232","2,547","1,706","3,881","1,738","1,607","3,423","2,904","6,795","1,330","2,755","2,306","2,505","1,441","1,398"
2021년09월_여_50~59세,"143,977","17,782","22,780","24,420","7,819","13,306","3,646","2,124","1,991","4,320","2,858","5,179","2,758","2,518","5,044","4,032","6,023","2,214","3,735","3,156","3,456","2,156","2,660"
2021년09월_여_60~69세,"139,881","15,685","21,361","18,066","8,267","8,540","4,153","2,479","2,430","6,517","3,794","4,750","3,388","3,188","6,291","4,035","5,683","2,904","4,220","3,558","4,359","2,678","3,535"
2021년09월_여_70~79세,"106,227","9,899","13,394","10,498","6,373","4,529","3,392","2,345","2,190","6,374","3,677","4,228","3,054","2,888","5,548","3,512","4,273","2,858","3,971","3,222","4,057","2,591","3,354"
2021년09월_여_80~89세,"77,983","4,962","7,397","7,084","4,795","3,250","2,699","2,245","1,781","5,378","3,337","3,436","2,744","2,538","4,250","2,884","3,092","2,483","2,912","2,613","3,107","2,146","2,850"
2021년09월_여_90~99세,"13,663",777,"1,396","1,327",840,687,470,469,318,"1,026",611,529,542,482,738,465,503,402,432,417,503,314,415
2021년09월_여_100세 이상,543,34,49,60,26,19,23,14,11,45,20,28,20,22,41,16,24,15,25,16,15,12,8
2021년10월_계_총인구수,"1,834,653","219,150","277,008","281,787","116,711","150,154","46,198","27,616","25,121","62,930","39,564","62,598","36,701","33,860","67,425","53,000","90,488","31,379","52,113","43,553","48,861","30,110","38,326"
2021년10월_계_연령구간인구수,"1,834,653","219,150","277,008","281,787","116,711","150,154","46,198","27,616","25,121","62,930","39,564","62,598","36,701","33,860","67,425","53,000","90,488","31,379","52,113","43,553","48,861","30,110","38,326"
2021년10월_계_0~9세,"125,113","16,629","19,756","22,726","9,964","12,689","2,217",997,"1,036","2,446","1,560","3,282","1,855","1,564","3,643","3,213","8,181","1,228","3,660","2,515","2,942","1,569","1,441"
2021년10월_계_10~19세,"163,576","23,813","25,686","29,488","9,659","15,668","2,992","1,876","1,780","3,692","2,513","5,551","2,627","2,424","4,983","4,319","9,628","2,020","4,012","3,180","3,509","2,175","1,981"
2021년10월_계_20~29세,"194,535","26,367","32,888","36,883","12,212","19,364","4,530","2,195","1,835","3,905","2,789","6,655","2,885","2,711","5,414","4,905","9,417","2,346","4,718","3,928","3,610","2,421","2,557"
2021년10월_계_30~39세,"179,444","23,880","29,768","33,015","14,490","17,977","3,545","1,625","1,525","3,451","2,341","4,677","2,553","2,270","4,644","4,436","11,076","1,877","4,624","3,436","3,651","2,089","2,494"
2021년10월_계_40~49세,"252,631","36,169","40,695","42,500","16,722","23,040","5,121","2,900","2,695","5,995","3,928","7,949","3,852","3,560","7,659","7,242","14,315","3,285","6,231","5,243","5,987","3,412","4,131"
2021년10월_계_50~59세,"312,220","35,952","48,114","49,268","17,342","29,308","8,205","4,780","4,531","9,924","6,533","11,371","6,139","5,538","11,383","9,432","13,411","5,362","8,427","7,449","7,885","4,945","6,921"
2021년10월_계_60~69세,"283,553","29,904","42,147","36,336","16,910","18,123","8,736","5,243","4,854","13,007","7,750","10,125","6,738","6,422","12,672","8,519","11,506","6,176","8,640","7,618","8,728","5,480","7,919"
2021년10월_계_70~79세,"191,173","17,875","24,975","19,203","11,403","8,346","6,181","4,132","3,795","11,305","6,450","7,317","5,347","5,091","9,879","6,160","7,872","4,963","6,991","5,750","7,340","4,552","6,246"
2021년10월_계_80~89세,"114,784","7,545","11,249","10,636","6,910","4,785","4,038","3,279","2,655","7,863","4,898","4,954","4,011","3,676","6,206","4,180","4,443","3,584","4,245","3,886","4,566","3,065","4,110"
2021년10월_계_90~99세,"17,048",974,"1,686","1,665","1,064",832,606,571,401,"1,295",777,690,669,592,906,584,614,522,539,530,626,391,514
2021년10월_계_100세 이상,576,42,44,67,35,22,27,18,14,47,25,27,25,12,36,10,25,16,26,18,17,11,12
2021년10월_남_총인구수,"923,037","109,103","141,225","140,625","58,861","78,423","23,427","13,565","12,237","30,606","19,314","30,920","17,854","16,418","33,386","27,495","45,431","15,785","26,039","22,282","24,606","14,920","20,515"
2021년10월_남_연령구간인구수,"923,037","109,103","141,225","140,625","58,861","78,423","23,427","13,565","12,237","30,606","19,314","30,920","17,854","16,418","33,386","27,495","45,431","15,785","26,039","22,282","24,606","14,920","20,515"
2021년10월_남_0~9세,"63,759","8,570","10,010","11,627","5,131","6,457","1,079",518,502,"1,216",823,"1,667",924,777,"1,841","1,642","4,208",635,"1,843","1,264","1,515",769,741
2021년10월_남_10~19세,"84,670","12,177","13,258","15,327","4,957","8,121","1,549","1,011",933,"1,984","1,284","2,893","1,393","1,250","2,565","2,274","4,883","1,090","2,099","1,671","1,832","1,103","1,016"
2021년10월_남_20~29세,"108,946","14,279","18,721","20,096","6,462","11,276","2,692","1,209","1,037","2,288","1,609","3,599","1,630","1,536","3,076","2,899","5,041","1,390","2,681","2,321","2,121","1,419","1,564"
2021년10월_남_30~39세,"94,367","12,313","15,969","17,002","7,540","9,673","1,810",858,789,"1,877","1,241","2,411","1,354","1,177","2,469","2,398","5,618",997,"2,378","1,845","1,973","1,110","1,565"
2021년10월_남_40~49세,"134,765","18,672","21,482","20,949","9,249","11,938","2,920","1,616","1,457","3,459","2,232","4,060","2,121","1,962","4,258","4,337","7,485","1,956","3,471","2,929","3,497","1,976","2,739"
2021년10월_남_50~59세,"168,244","18,204","25,345","24,849","9,525","15,962","4,559","2,667","2,531","5,617","3,665","6,174","3,392","3,026","6,350","5,405","7,364","3,142","4,690","4,276","4,435","2,800","4,266"
2021년10월_남_60~69세,"143,325","14,192","20,766","18,204","8,616","9,519","4,565","2,759","2,429","6,485","3,966","5,343","3,354","3,232","6,380","4,470","5,798","3,255","4,416","4,048","4,369","2,792","4,367"
2021년10월_남_70~79세,"84,976","7,918","11,541","8,717","5,035","3,816","2,794","1,792","1,607","4,940","2,788","3,111","2,299","2,208","4,336","2,655","3,577","2,113","3,033","2,548","3,287","1,964","2,897"
2021년10월_남_80~89세,"36,562","2,571","3,830","3,513","2,121","1,524","1,319","1,027",868,"2,462","1,544","1,503","1,255","1,139","1,948","1,300","1,351","1,089","1,315","1,264","1,451",913,"1,255"
2021년10월_남_90~99세,"3,360",201,299,336,219,136,138,105,81,273,158,156,127,106,163,114,104,118,113,114,124,74,101
2021년10월_남_100세 이상,63,6,4,5,6,1,2,3,3,5,4,3,5,5,0,1,2,0,0,2,2,0,4
2021년10월_여_총인구수,"911,616","110,047","135,783","141,162","57,850","71,731","22,771","14,051","12,884","32,324","20,250","31,678","18,847","17,442","34,039","25,505","45,057","15,594","26,074","21,271","24,255","15,190","17,811"
