카테고리,경상북도 구미시,경상북도 구미시 선산읍,경상북도 구미시 고아읍,경상북도 구미시 무을면,경상북도 구미시 옥성면,경상북도 구미시 도개면,경상북도 구미시 해평면,경상북도 구미시 산동면,경상북도 구미시 장천면,경상북도 구미시 송정동,경상북도 구미시 원평1동,경상북도 구미시 원평2동,경상북도 구미시 도량동,경상북도 구미시 지산동,경상북도 구미시 선주원남동,경상북도 구미시 형곡1동,경상북도 구미시 형곡2동,경상북도 구미시 신평1동,경상북도 구미시 신평2동,경상북도 구미시 비산동,경상북도 구미시 공단1동,경상북도 구미시 공단2동,경상북도 구미시 광평동,경상북도 구미시 상모사곡동,경상북도 구미시 임오동,경상북도 구미시 인동동,경상북도 구미시 진미동,경상북도 구미시 양포동,경상북도 구미시 산동읍,경상북도 구미시 공단동,경상북도 구미시 원평동
2021년01월_남_20~29세,"31,358",861,"2,683",64,72,98,173,0,141,"1,884",257,199,"2,247",138,"2,880","1,121","1,584",361,239,"1,037",0,0,369,"2,692","1,354","3,886","2,144","3,270","1,201",403,
2021년01월_남_30~39세,"34,873",685,"2,215",51,54,71,140,0,104,"1,808",296,182,"1,808",97,"2,533",839,873,332,337,"1,609",0,0,428,"2,391","1,549","4,577","2,535","4,439","4,280",640,
2021년01월_남_40~49세,"36,922","1,003","2,682",86,96,118,270,0,228,"1,853",405,204,"2,309",154,"3,668","1,092","1,207",272,247,"1,146",0,0,421,"2,963","1,921","4,884","1,534","5,299","2,439",421,
2021년01월_남_50~59세,"35,619","1,471","3,869",202,180,239,490,0,347,"2,107",497,331,"2,819",262,"3,596","1,427","1,849",342,341,"1,118",0,0,398,"3,181","1,694","3,587",952,"2,858","1,126",336,
2021년01월_남_60~69세,"20,481","1,378","2,247",254,235,256,489,0,332,"1,572",371,370,"1,803",258,"2,020",920,"1,140",239,222,502,0,0,244,"1,134",657,"1,749",412,951,546,180,
2021년01월_남_70~79세,"7,079",643,695,130,136,170,270,0,220,543,146,180,516,110,577,321,299,101,73,147,0,0,109,324,157,536,145,307,188,36,
2021년01월_남_80~89세,"2,514",284,288,78,76,90,174,0,101,130,33,57,184,36,166,82,71,32,35,29,0,0,28,99,57,157,31,113,78,5,
2021년01월_남_90~99세,214,20,24,11,9,11,13,0,7,5,2,5,13,0,9,2,6,1,3,3,0,0,4,12,6,16,7,13,12,0,
2021년01월_남_100세 이상,7,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
2021년01월_여_총인구수,"202,382","7,554","18,008",945,843,"1,083","1,973",0,"1,551","12,382","1,681","1,539","15,209","1,075","19,422","7,393","8,424","1,483","1,490","6,303",0,0,"2,036","14,872","9,064","23,483","7,525","22,298","12,741","2,005",
2021년01월_여_연령구간인구수,"202,382","7,554","18,008",945,843,"1,083","1,973",0,"1,551","12,382","1,681","1,539","15,209","1,075","19,422","7,393","8,424","1,483","1,490","6,303",0,0,"2,036","14,872","9,064","23,483","7,525","22,298","12,741","2,005",
2021년01월_여_0~9세,"19,878",436,"1,566",22,7,24,32,0,24,913,33,37,"1,119",42,"1,887",516,393,74,130,828,0,0,154,"1,425","1,067","2,252",459,"3,382","2,768",288,
2021년01월_여_10~19세,"21,502",576,"1,791",33,34,43,74,0,95,"1,223",49,60,"1,763",60,"2,396",757,888,84,101,562,0,0,178,"1,809","1,165","2,862",536,"3,164","1,086",113,
2021년01월_여_20~29세,"25,150",589,"1,955",41,31,59,116,0,111,"1,569",223,130,"1,708",84,"2,331",864,"1,168",242,194,839,0,0,270,"2,017","1,050","3,302","2,108","2,517","1,351",281,
2021년01월_여_30~39세,"30,505",621,"2,139",37,25,33,73,0,80,"1,587",231,85,"1,735",60,"2,540",838,744,169,210,"1,244",0,0,277,"1,990","1,458","4,080","1,726","4,297","3,755",471,
2021년01월_여_40~49세,"36,131",947,"3,010",48,47,74,154,0,163,"2,053",293,146,"2,720",126,"3,821","1,330","1,531",185,197,"1,022",0,0,339,"3,144","1,943","4,619","1,188","4,813","1,923",295,
2021년01월_여_50~59세,"34,207","1,487","3,869",158,155,160,336,0,283,"2,373",348,307,"3,200",230,"3,581","1,586","2,035",290,293,"1,107",0,0,408,"2,783","1,433","3,368",777,"2,384",947,309,
2021년01월_여_60~69세,"19,438","1,313","1,947",227,191,253,427,0,305,"1,751",275,384,"1,854",254,"1,782",941,"1,094",237,188,465,0,0,238,993,558,"1,714",448,950,467,182,
2021년01월_여_70~79세,"9,011",798,935,173,146,214,399,0,251,610,144,251,686,129,678,345,375,144,109,144,0,0,115,426,244,789,174,471,214,47,
2021년01월_여_80~89세,"5,562",652,658,176,175,193,311,0,206,263,61,124,373,74,342,191,167,49,59,79,0,0,50,238,125,427,86,271,200,12,
2021년01월_여_90~99세,953,130,132,30,31,29,48,0,31,37,21,14,50,15,63,25,26,9,6,13,0,0,7,46,20,68,21,47,28,6,
2021년01월_여_100세 이상,45,5,6,0,1,1,3,0,2,3,3,1,1,1,1,0,3,0,3,0,0,0,0,1,1,2,2,2,2,1,
2021년02월_계_총인구수,"415,409","14,882","37,044","1,867","1,715","2,229","4,096",,"3,167","24,344","3,769","3,159","29,715","2,221","39,287","14,603","16,914","3,338","3,271","13,293",,,"4,348","31,074","18,874","48,377","16,309","46,463","26,626","4,424",
2021년02월_계_연령구간인구수,"415,409","14,882","37,044","1,867","1,715","2,229","4,096",,"3,167","24,344","3,769","3,159","29,715","2,221","39,287","14,603","16,914","3,338","3,271","13,293",,,"4,348","31,074","18,874","48,377","16,309","46,463","26,626","4,424",
2021년02월_계_0~9세,"40,774",882,"3,441",41,15,46,67,,70,"1,775",67,81,"2,331",73,"3,801","1,073",837,149,294,"1,695",,,323,"2,825","2,177","4,729",927,"6,839","5,617",599,
2021년02월_계_10~19세,"44,689","1,128","3,911",59,55,116,149,,209,"2,461",93,141,"3,448",125,"5,035","1,630","1,935",171,224,"1,116",,,344,"3,767","2,501","5,963","1,077","6,553","2,263",215,
2021년02월_계_20~29세,"56,213","1,432","4,622",106,101,150,287,,244,"3,420",487,320,"3,921",218,"5,173","1,972","2,740",606,427,"1,851",,,641,"4,706","2,387","7,163","4,230","5,821","2,516",672,
2021년02월_계_30~39세,"65,024","1,274","4,493",84,80,102,214,,181,"3,378",515,260,"3,493",156,"5,015","1,653","1,606",506,550,"2,844",,,687,"4,366","2,968","8,533","4,269","8,658","8,032","1,107",
2021년02월_계_40~49세,"73,049","1,955","5,775",132,143,192,420,,395,"3,877",704,347,"4,967",281,"7,415","2,415","2,713",454,439,"2,180",,,754,"6,103","3,857","9,514","2,742","10,169","4,393",713,
2021년02월_계_50~59세,"69,861","2,939","7,774",365,329,402,820,,619,"4,467",848,627,"6,009",487,"7,174","3,008","3,870",637,636,"2,215",,,802,"6,008","3,134","6,994","1,723","5,264","2,071",639,
2021년02월_계_60~69세,"40,336","2,724","4,278",483,427,512,925,,638,"3,357",646,752,"3,700",519,"3,834","1,879","2,258",479,415,976,,,485,"2,147","1,233","3,471",871,"1,939","1,018",370,
2021년02월_계_70~79세,"16,073","1,444","1,624",300,278,379,658,,466,"1,165",290,431,"1,215",236,"1,246",668,681,241,180,291,,,224,751,404,"1,331",322,767,397,84,
2021년02월_계_80~89세,"8,172",946,960,256,250,289,490,,305,400,96,180,565,110,519,277,239,83,94,110,,,78,343,187,591,118,390,278,18,
2021년02월_계_90~99세,"1,166",153,159,41,36,39,62,,38,40,20,19,65,15,73,28,32,12,9,15,,,10,56,25,86,28,60,39,6,
2021년02월_계_100세 이상,52,5,7,0,1,2,4,,2,4,3,1,1,1,2,0,3,0,3,0,,,0,2,1,2,2,3,2,1,
2021년02월_남_총인구수,"213,328","7,350","18,776",927,881,"1,149","2,129",,"1,621","12,023","2,095","1,643","14,560","1,149","19,960","7,226","8,519","1,860","1,776","6,987",,,"2,335","16,180","9,837","25,002","8,812","24,187","13,899","2,445",
2021년02월_남_연령구간인구수,"213,328","7,350","18,776",927,881,"1,149","2,129",,"1,621","12,023","2,095","1,643","14,560","1,149","19,960","7,226","8,519","1,860","1,776","6,987",,,"2,335","16,180","9,837","25,002","8,812","24,187","13,899","2,445",
2021년02월_남_0~9세,"21,013",454,"1,804",20,8,22,35,,46,881,34,45,"1,238",32,"1,934",558,451,75,159,867,,,175,"1,398","1,116","2,518",474,"3,494","2,848",327,
2021년02월_남_10~19세,"23,242",566,"2,098",28,22,74,74,,113,"1,247",45,80,"1,696",63,"2,667",874,"1,046",87,124,551,,,166,"1,973","1,346","3,111",543,"3,370","1,175",103,
2021년02월_남_20~29세,"31,247",848,"2,662",66,69,96,172,,137,"1,864",263,197,"2,223",136,"2,850","1,114","1,580",371,229,"1,030",,,372,"2,679","1,337","3,887","2,150","3,326","1,189",400,
2021년02월_남_30~39세,"34,702",662,"2,286",49,54,68,140,,102,"1,807",288,178,"1,787",97,"2,502",828,872,333,343,"1,590",,,422,"2,381","1,527","4,514","2,547","4,408","4,279",638,
2021년02월_남_40~49세,"36,925","1,013","2,742",83,96,118,265,,225,"1,842",410,204,"2,266",157,"3,630","1,086","1,200",270,244,"1,154",,,417,"2,958","1,916","4,888","1,549","5,315","2,458",419,
2021년02월_남_50~59세,"35,647","1,461","3,872",209,177,241,489,,341,"2,105",504,328,"2,810",258,"3,587","1,430","1,835",345,345,"1,109",,,398,"3,204","1,705","3,612",949,"2,870","1,130",333,
2021년02월_남_60~69세,"20,697","1,394","2,303",255,235,257,495,,331,"1,588",370,369,"1,821",261,"2,036",926,"1,153",245,223,506,,,243,"1,147",665,"1,753",417,974,547,183,
2021년02월_남_70~79세,"7,094",645,695,129,135,171,268,,219,551,145,179,520,110,579,322,306,100,71,149,,,109,322,163,540,146,299,184,37,
2021년02월_남_80~89세,"2,537",288,287,77,77,91,175,,100,133,34,58,184,35,166,84,69,33,35,29,,,29,105,57,162,30,117,77,5,
2021년02월_남_90~99세,218,19,26,11,8,10,15,,7,4,2,5,15,0,9,4,7,1,3,2,,,4,12,5,17,7,13,12,0,
2021년02월_남_100세 이상,6,0,1,0,0,1,1,,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,1,0,0,
2021년02월_여_총인구수,"202,081","7,532","18,268",940,834,"1,080","1,967",,"1,546","12,321","1,674","1,516","15,155","1,072","19,327","7,377","8,395","1,478","1,495","6,306",,,"2,013","14,894","9,037","23,375","7,497","22,276","12,727","1,979",
2021년02월_여_연령구간인구수,"202,081","7,532","18,268",940,834,"1,080","1,967",,"1,546","12,321","1,674","1,516","15,155","1,072","19,327","7,377","8,395","1,478","1,495","6,306",,,"2,013","14,894","9,037","23,375","7,497","22,276","12,727","1,979",
2021년02월_여_0~9세,"19,761",428,"1,637",21,7,24,32,,24,894,33,36,"1,093",41,"1,867",515,386,74,135,828,,,148,"1,427","1,061","2,211",453,"3,345","2,769",272,
2021년02월_여_10~19세,"21,447",562,"1,813",31,33,42,75,,96,"1,214",48,61,"1,752",62,"2,368",756,889,84,100,565,,,178,"1,794","1,155","2,852",534,"3,183","1,088",112,
2021년02월_여_20~29세,"24,966",584,"1,960",40,32,54,115,,107,"1,556",224,123,"1,698",82,"2,323",858,"1,160",235,198,821,,,269,"2,027","1,050","3,276","2,080","2,495","1,327",272,
2021년02월_여_30~39세,"30,322",612,"2,207",35,26,34,74,,79,"1,571",227,82,"1,706",59,"2,513",825,734,173,207,"1,254",,,265,"1,985","1,441","4,019","1,722","4,250","3,753",469,
2021년02월_여_40~49세,"36,124",942,"3,033",49,47,74,155,,170,"2,035",294,143,"2,701",124,"3,785","1,329","1,513",184,195,"1,026",,,337,"3,145","1,941","4,626","1,193","4,854","1,935",294,
2021년02월_여_50~59세,"34,214","1,478","3,902",156,152,161,331,,278,"2,362",344,299,"3,199",229,"3,587","1,578","2,035",292,291,"1,106",,,404,"2,804","1,429","3,382",774,"2,394",941,306,
2021년02월_여_60~69세,"19,639","1,330","1,975",228,192,255,430,,307,"1,769",276,383,"1,879",258,"1,798",953,"1,105",234,192,470,,,242,"1,000",568,"1,718",454,965,471,187,
2021년02월_여_70~79세,"8,979",799,929,171,143,208,390,,247,614,145,252,695,126,667,346,375,141,109,142,,,115,429,241,791,176,468,213,47,
2021년02월_여_80~89세,"5,635",658,673,179,173,198,315,,205,267,62,122,381,75,353,193,170,50,59,81,,,49,238,130,429,88,273,201,13,
2021년02월_여_90~99세,948,134,133,30,28,29,47,,31,36,18,14,50,15,64,24,25,11,6,13,,,6,44,20,69,21,47,27,6,
2021년02월_여_100세 이상,46,5,6,0,1,1,3,,2,3,3,1,1,1,2,0,3,0,3,0,,,0,1,1,2,2,2,2,1,
2021년03월_계_총인구수,"414,953","14,856","37,916","1,867","1,707","2,209","4,084",,"3,155","24,217","3,775","3,091","29,517","2,216","39,040","14,514","16,840","3,309","3,243","13,271",,,"4,376","30,957","18,815","48,279","16,324","46,408","26,564","4,403",
2021년03월_계_연령구간인구수,"414,953","14,856","37,916","1,867","1,707","2,209","4,084",,"3,155","24,217","3,775","3,091","29,517","2,216","39,040","14,514","16,840","3,309","3,243","13,271",,,"4,376","30,957","18,815","48,279","16,324","46,408","26,564","4,403",
2021년03월_계_0~9세,"40,551",872,"3,615",40,13,46,67,,70,"1,753",68,77,"2,295",74,"3,781","1,062",823,136,287,"1,683",,,330,"2,792","2,157","4,678",917,"6,758","5,565",592,
2021년03월_계_10~19세,"44,435","1,116","3,910",59,55,113,152,,204,"2,444",98,134,"3,407",125,"4,973","1,602","1,913",171,223,"1,111",,,341,"3,733","2,491","5,946","1,062","6,541","2,290",221,
2021년03월_계_20~29세,"56,050","1,420","4,724",106,99,146,282,,242,"3,378",483,309,"3,873",216,"5,140","1,937","2,708",614,421,"1,855",,,636,"4,670","2,369","7,165","4,227","5,856","2,499",675,
2021년03월_계_30~39세,"64,870","1,259","4,800",84,81,101,213,,179,"3,333",515,260,"3,425",156,"4,980","1,651","1,604",495,544,"2,827",,,693,"4,342","2,952","8,476","4,271","8,597","7,950","1,082",
2021년03월_계_40~49세,"72,866","1,946","5,845",129,143,189,415,,385,"3,866",706,329,"4,932",280,"7,334","2,393","2,688",450,430,"2,183",,,760,"6,074","3,843","9,475","2,766","10,158","4,431",716,
2021년03월_계_50~59세,"69,842","2,937","7,877",364,329,391,820,,620,"4,439",844,618,"5,968",478,"7,139","2,996","3,859",624,640,"2,207",,,812,"6,011","3,134","6,997","1,736","5,303","2,061",638,
2021년03월_계_60~69세,"40,848","2,754","4,397",486,426,514,925,,648,"3,376",651,747,"3,758",526,"3,857","1,893","2,297",482,411,993,,,491,"2,181","1,247","3,531",874,"1,968","1,044",371,
2021년03월_계_70~79세,"16,055","1,446","1,609",302,272,370,657,,461,"1,181",294,420,"1,220",235,"1,240",677,676,242,181,288,,,223,748,405,"1,333",325,769,398,83,
2021년03월_계_80~89세,"8,221",946,972,254,251,298,489,,307,405,94,177,576,110,521,276,237,84,94,110,,,78,349,189,589,116,397,284,18,
2021년03월_계_90~99세,"1,175",155,162,43,37,41,61,,37,40,21,19,63,15,73,27,33,11,9,14,,,11,56,27,88,28,58,40,6,
2021년03월_계_100세 이상,40,5,5,0,1,0,3,,2,2,1,1,0,1,2,0,2,0,3,0,,,1,1,1,1,2,3,2,1,
2021년03월_남_총인구수,"213,131","7,352","19,220",930,879,"1,131","2,126",,"1,612","11,954","2,112","1,608","14,456","1,145","19,841","7,187","8,467","1,851","1,761","6,974",,,"2,342","16,119","9,817","24,951","8,805","24,184","13,879","2,428",
2021년03월_남_연령구간인구수,"213,131","7,352","19,220",930,879,"1,131","2,126",,"1,612","11,954","2,112","1,608","14,456","1,145","19,841","7,187","8,467","1,851","1,761","6,974",,,"2,342","16,119","9,817","24,951","8,805","24,184","13,879","2,428",
2021년03월_남_0~9세,"20,893",452,"1,891",20,7,21,35,,46,873,37,41,"1,219",32,"1,934",553,445,68,153,853,,,177,"1,381","1,109","2,490",471,"3,440","2,826",319,
2021년03월_남_10~19세,"23,147",558,"2,093",27,22,71,74,,105,"1,244",50,77,"1,679",64,"2,630",860,"1,039",85,126,553,,,167,"1,954","1,336","3,114",535,"3,380","1,196",108,
2021년03월_남_20~29세,"31,185",850,"2,719",67,69,93,169,,137,"1,824",266,191,"2,186",134,"2,827","1,095","1,562",386,228,"1,024",,,366,"2,661","1,334","3,910","2,129","3,366","1,191",401,
2021년03월_남_30~39세,"34,622",656,"2,438",49,54,68,140,,103,"1,786",291,176,"1,755",96,"2,484",832,863,328,338,"1,593",,,425,"2,369","1,516","4,480","2,547","4,377","4,234",624,
2021년03월_남_40~49세,"36,807","1,007","2,773",81,96,115,262,,217,"1,839",409,196,"2,259",156,"3,597","1,073","1,184",266,239,"1,147",,,419,"2,937","1,917","4,854","1,559","5,319","2,471",415,
2021년03월_남_50~59세,"35,637","1,469","3,921",210,178,232,491,,341,"2,095",506,322,"2,782",254,"3,570","1,421","1,826",337,347,"1,114",,,401,"3,213","1,702","3,604",961,"2,887","1,121",332,
2021년03월_남_60~69세,"20,964","1,405","2,373",259,233,260,499,,339,"1,592",371,369,"1,848",263,"2,048",937,"1,170",246,222,509,,,245,"1,163",673,"1,778",421,985,569,187,
2021년03월_남_70~79세,"7,094",646,693,130,133,166,266,,219,561,146,176,524,111,574,328,302,99,70,150,,,109,321,166,539,145,299,184,37,
2021년03월_남_80~89세,"2,563",290,292,76,79,94,176,,99,135,34,55,189,35,169,84,69,35,35,29,,,29,107,59,165,30,118,75,5,
2021년03월_남_90~99세,216,19,27,11,8,11,14,,6,4,2,5,15,0,8,4,7,1,3,2,,,4,12,5,17,7,12,12,0,
2021년03월_남_100세 이상,3,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,1,0,0,
2021년03월_여_총인구수,"201,822","7,504","18,696",937,828,"1,078","1,958",,"1,543","12,263","1,663","1,483","15,061","1,071","19,199","7,327","8,373","1,458","1,482","6,297",,,"2,034","14,838","8,998","23,328","7,519","22,224","12,685","1,975",
2021년03월_여_연령구간인구수,"201,822","7,504","18,696",937,828,"1,078","1,958",,"1,543","12,263","1,663","1,483","15,061","1,071","19,199","7,327","8,373","1,458","1,482","6,297",,,"2,034","14,838","8,998","23,328","7,519","22,224","12,685","1,975",
2021년03월_여_0~9세,"19,658",420,"1,724",20,6,25,32,,24,880,31,36,"1,076",42,"1,847",509,378,68,134,830,,,153,"1,411","1,048","2,188",446,"3,318","2,739",273,
2021년03월_여_10~19세,"21,288",558,"1,817",32,33,42,78,,99,"1,200",48,57,"1,728",61,"2,343",742,874,86,97,558,,,174,"1,779","1,155","2,832",527,"3,161","1,094",113,
2021년03월_여_20~29세,"24,865",570,"2,005",39,30,53,113,,105,"1,554",217,118,"1,687",82,"2,313",842,"1,146",228,193,831,,,270,"2,009","1,035","3,255","2,098","2,490","1,308",274,
2021년03월_여_30~39세,"30,248",603,"2,362",35,27,33,73,,76,"1,547",224,84,"1,670",60,"2,496",819,741,167,206,"1,234",,,268,"1,973","1,436","3,996","1,724","4,220","3,716",458,
2021년03월_여_40~49세,"36,059",939,"3,072",48,47,74,153,,168,"2,027",297,133,"2,673",124,"3,737","1,320","1,504",184,191,"1,036",,,341,"3,137","1,926","4,621","1,207","4,839","1,960",301,
2021년03월_여_50~59세,"34,205","1,468","3,956",154,151,159,329,,279,"2,344",338,296,"3,186",224,"3,569","1,575","2,033",287,293,"1,093",,,411,"2,798","1,432","3,393",775,"2,416",940,306,
2021년03월_여_60~69세,"19,884","1,349","2,024",227,193,254,426,,309,"1,784",280,378,"1,910",263,"1,809",956,"1,127",236,189,484,,,246,"1,018",574,"1,753",453,983,475,184,
2021년03월_여_70~79세,"8,961",800,916,172,139,204,391,,242,620,148,244,696,124,666,349,374,143,111,138,,,114,427,239,794,180,470,214,46,
2021년03월_여_80~89세,"5,658",656,680,178,172,204,313,,208,270,60,122,387,75,352,192,168,49,59,81,,,49,242,130,424,86,279,209,13,
2021년03월_여_90~99세,959,136,135,32,29,30,47,,31,36,19,14,48,15,65,23,26,10,6,12,,,7,44,22,71,21,46,28,6,
2021년03월_여_100세 이상,37,5,5,0,1,0,3,,2,1,1,1,0,1,2,0,2,0,3,0,,,1,0,1,1,2,2,2,1,
2021년04월_계_총인구수,"414,730","14,834","38,224","1,858","1,702","2,205","4,067",,"3,134","24,239","3,767","3,005","29,452","2,202","38,935","14,429","16,774","3,314","3,216","13,239",,,"4,383","30,967","18,822","48,161","16,368","46,423","26,608","4,402",
2021년04월_계_연령구간인구수,"414,730","14,834","38,224","1,858","1,702","2,205","4,067",,"3,134","24,239","3,767","3,005","29,452","2,202","38,935","14,429","16,774","3,314","3,216","13,239",,,"4,383","30,967","18,822","48,161","16,368","46,423","26,608","4,402",
2021년04월_계_0~9세,"40,337",861,"3,649",43,12,43,64,,68,"1,756",71,73,"2,272",71,"3,742","1,048",819,138,280,"1,675",,,328,"2,776","2,146","4,614",921,"6,698","5,583",586,
2021년04월_계_10~19세,"44,394","1,124","3,915",58,54,112,151,,196,"2,423",97,128,"3,413",124,"4,969","1,582","1,881",170,219,"1,098",,,346,"3,728","2,495","5,944","1,059","6,586","2,304",218,
2021년04월_계_20~29세,"55,856","1,403","4,736",102,100,147,280,,240,"3,379",467,300,"3,830",214,"5,092","1,933","2,688",613,417,"1,877",,,626,"4,673","2,374","7,116","4,217","5,862","2,487",683,
2021년04월_계_30~39세,"64,745","1,256","4,887",83,78,98,212,,179,"3,354",523,252,"3,419",152,"4,973","1,632","1,603",492,533,"2,809",,,694,"4,348","2,941","8,409","4,299","8,540","7,910","1,069",
2021년04월_계_40~49세,"72,787","1,940","5,882",129,139,188,410,,375,"3,844",707,324,"4,911",274,"7,302","2,380","2,671",452,433,"2,153",,,761,"6,065","3,841","9,467","2,776","10,175","4,469",719,
2021년04월_계_50~59세,"69,882","2,919","7,926",359,328,391,814,,616,"4,459",838,592,"5,948",471,"7,134","2,980","3,849",624,630,"2,198",,,818,"6,006","3,144","7,022","1,744","5,345","2,081",646,
2021년04월_계_60~69세,"41,166","2,773","4,455",485,429,519,926,,654,"3,384",649,728,"3,796",533,"3,887","1,898","2,306",483,414,"1,011",,,492,"2,220","1,264","3,577",877,"1,982","1,053",371,
2021년04월_계_70~79세,"16,079","1,452","1,626",301,273,370,654,,462,"1,193",297,413,"1,217",236,"1,240",675,675,241,183,291,,,228,745,404,"1,325",325,778,390,85,
2021년04월_계_80~89세,"8,250",943,980,256,252,296,491,,306,404,95,174,579,111,518,273,247,89,94,112,,,78,349,183,599,119,396,288,18,
2021년04월_계_90~99세,"1,194",158,164,42,36,41,62,,36,41,22,20,67,15,76,27,33,12,10,15,,,11,56,29,87,29,58,41,6,
2021년04월_계_100세 이상,40,5,4,0,1,0,3,,2,2,1,1,0,1,2,1,2,0,3,0,,,1,1,1,1,2,3,2,1,
2021년04월_남_총인구수,"213,007","7,342","19,376",927,876,"1,127","2,119",,"1,599","11,963","2,107","1,566","14,419","1,138","19,779","7,148","8,420","1,855","1,744","6,963",,,"2,347","16,139","9,820","24,897","8,838","24,177","13,896","2,425",
2021년04월_남_연령구간인구수,"213,007","7,342","19,376",927,876,"1,127","2,119",,"1,599","11,963","2,107","1,566","14,419","1,138","19,779","7,148","8,420","1,855","1,744","6,963",,,"2,347","16,139","9,820","24,897","8,838","24,177","13,896","2,425",
2021년04월_남_0~9세,"20,772",445,"1,913",21,6,19,33,,45,873,37,39,"1,207",31,"1,910",541,440,70,147,856,,,177,"1,378","1,103","2,455",471,"3,418","2,822",315,
2021년04월_남_10~19세,"23,137",562,"2,099",27,21,68,75,,99,"1,242",49,74,"1,680",62,"2,622",852,"1,027",87,124,546,,,169,"1,948","1,340","3,109",536,"3,403","1,208",108,
2021년04월_남_20~29세,"31,086",840,"2,713",63,72,95,168,,136,"1,818",260,188,"2,169",134,"2,801","1,095","1,545",386,228,"1,035",,,359,"2,667","1,332","3,895","2,130","3,361","1,189",407,
2021년04월_남_30~39세,"34,569",652,"2,491",49,51,65,140,,101,"1,797",294,166,"1,744",95,"2,497",820,861,326,329,"1,587",,,425,"2,382","1,517","4,461","2,558","4,336","4,213",612,
2021년04월_남_40~49세,"36,748","1,004","2,792",82,94,116,259,,212,"1,828",407,196,"2,254",152,"3,567","1,066","1,175",263,242,"1,128",,,423,"2,932","1,909","4,846","1,569","5,330","2,487",415,
2021년04월_남_50~59세,"35,641","1,459","3,938",208,178,231,486,,341,"2,099",506,311,"2,758",249,"3,574","1,420","1,822",335,343,"1,108",,,404,"3,213","1,706","3,617",966,"2,899","1,133",337,
2021년04월_남_60~69세,"21,142","1,424","2,408",258,232,262,502,,342,"1,595",371,358,"1,877",269,"2,059",938,"1,170",249,222,519,,,245,"1,180",685,"1,791",424,996,577,189,
2021년04월_남_70~79세,"7,105",646,700,131,135,165,264,,219,569,147,173,523,111,573,328,302,102,72,152,,,112,321,164,535,146,303,175,37,
2021년04월_남_80~89세,"2,582",290,295,77,80,95,177,,98,137,34,55,191,35,167,84,71,36,34,30,,,29,105,58,171,31,117,80,5,
2021년04월_남_90~99세,222,20,27,11,7,11,15,,6,4,2,6,16,0,9,4,7,1,3,2,,,4,12,6,17,7,13,12,0,
2021년04월_남_100세 이상,3,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,1,0,0,
2021년04월_여_총인구수,"201,723","7,492","18,848",931,826,"1,078","1,948",,"1,535","12,276","1,660","1,439","15,033","1,064","19,156","7,281","8,354","1,459","1,472","6,276",,,"2,036","14,828","9,002","23,264","7,530","22,246","12,712","1,977",
2021년04월_여_연령구간인구수,"201,723","7,492","18,848",931,826,"1,078","1,948",,"1,535","12,276","1,660","1,439","15,033","1,064","19,156","7,281","8,354","1,459","1,472","6,276",,,"2,036","14,828","9,002","23,264","7,530","22,246","12,712","1,977",
2021년04월_여_0~9세,"19,565",416,"1,736",22,6,24,31,,23,883,34,34,"1,065",40,"1,832",507,379,68,133,819,,,151,"1,398","1,043","2,159",450,"3,280","2,761",271,
2021년04월_여_10~19세,"21,257",562,"1,816",31,33,44,76,,97,"1,181",48,54,"1,733",62,"2,347",730,854,83,95,552,,,177,"1,780","1,155","2,835",523,"3,183","1,096",110,
2021년04월_여_20~29세,"24,770",563,"2,023",39,28,52,112,,104,"1,561",207,112,"1,661",80,"2,291",838,"1,143",227,189,842,,,267,"2,006","1,042","3,221","2,087","2,501","1,298",276,
2021년04월_여_30~39세,"30,176",604,"2,396",34,27,33,72,,78,"1,557",229,86,"1,675",57,"2,476",812,742,166,204,"1,222",,,269,"1,966","1,424","3,948","1,741","4,204","3,697",457,
2021년04월_여_40~49세,"36,039",936,"3,090",47,45,72,151,,163,"2,016",300,128,"2,657",122,"3,735","1,314","1,496",189,191,"1,025",,,338,"3,133","1,932","4,621","1,207","4,845","1,982",304,
2021년04월_여_50~59세,"34,241","1,460","3,988",151,150,160,328,,275,"2,360",332,281,"3,190",222,"3,560","1,560","2,027",289,287,"1,090",,,414,"2,793","1,438","3,405",778,"2,446",948,309,
2021년04월_여_60~69세,"20,024","1,349","2,047",227,197,257,424,,312,"1,789",278,370,"1,919",264,"1,828",960,"1,136",234,192,492,,,247,"1,040",579,"1,786",453,986,476,182,
2021년04월_여_70~79세,"8,974",806,926,170,138,205,390,,243,624,150,240,694,125,667,347,373,139,111,139,,,116,424,240,790,179,475,215,48,
2021년04월_여_80~89세,"5,668",653,685,179,172,201,314,,208,267,61,119,388,76,351,189,176,53,60,82,,,49,244,125,428,88,279,208,13,
2021년04월_여_90~99세,972,138,137,31,29,30,47,,30,37,20,14,51,15,67,23,26,11,7,13,,,7,44,23,70,22,45,29,6,
2021년04월_여_100세 이상,37,5,4,0,1,0,3,,2,1,1,1,0,1,2,1,2,0,3,0,,,1,0,1,1,2,2,2,1,
