카테고리,전라북도 장수군,전라북도 장수군 장수읍,전라북도 장수군 산서면,전라북도 장수군 번암면,전라북도 장수군 장계면,전라북도 장수군 천천면,전라북도 장수군 계남면,전라북도 장수군 계북면
2021년10월_계_90~99세,311,68,48,43,51,39,31,31
2021년10월_계_100세 이상,11,2,1,3,1,2,1,1
2021년10월_남_총인구수,"10,830","3,597","1,029","1,157","2,190","1,012","1,051",794
2021년10월_남_연령구간인구수,"10,830","3,597","1,029","1,157","2,190","1,012","1,051",794
2021년10월_남_0~9세,541,264,35,41,117,20,34,30
2021년10월_남_10~19세,828,349,63,66,194,45,67,44
2021년10월_남_20~29세,894,354,79,71,196,70,79,45
2021년10월_남_30~39세,738,308,60,62,150,63,58,37
2021년10월_남_40~49세,"1,365",534,104,115,292,92,129,99
2021년10월_남_50~59세,"2,050",639,196,217,426,207,223,142
2021년10월_남_60~69세,"2,238",588,210,285,435,265,233,222
2021년10월_남_70~79세,"1,381",367,169,199,243,159,138,106
2021년10월_남_80~89세,717,180,94,94,125,81,84,59
2021년10월_남_90~99세,77,13,19,7,12,10,6,10
2021년10월_남_100세 이상,1,1,0,0,0,0,0,0
2021년10월_여_총인구수,"10,901","3,687","1,015","1,142","2,153","1,058","1,068",778
2021년10월_여_연령구간인구수,"10,901","3,687","1,015","1,142","2,153","1,058","1,068",778
2021년10월_여_0~9세,488,232,30,28,108,27,30,33
2021년10월_여_10~19세,814,391,48,51,165,42,71,46
2021년10월_여_20~29세,668,274,44,61,143,50,65,31
2021년10월_여_30~39세,692,320,37,43,154,47,47,44
2021년10월_여_40~49세,"1,057",453,65,71,252,71,95,50
2021년10월_여_50~59세,"1,583",507,157,165,324,152,167,111
2021년10월_여_60~69세,"2,137",627,199,270,394,257,216,174
2021년10월_여_70~79세,"1,723",487,200,231,289,201,191,124
2021년10월_여_80~89세,"1,495",340,205,183,284,180,160,143
2021년10월_여_90~99세,234,55,29,36,39,29,25,21
2021년10월_여_100세 이상,10,1,1,3,1,2,1,1
2021년11월_계_총인구수,"21,723","7,282","2,041","2,306","4,350","2,044","2,128","1,572"
2021년11월_계_연령구간인구수,"21,723","7,282","2,041","2,306","4,350","2,044","2,128","1,572"
2021년11월_계_0~9세,"1,029",496,66,69,227,44,65,62
2021년11월_계_10~19세,"1,637",740,112,117,358,83,138,89
2021년11월_계_20~29세,"1,557",622,124,134,334,117,148,78
2021년11월_계_30~39세,"1,423",628,94,106,303,106,106,80
2021년11월_계_40~49세,"2,410",983,168,186,549,157,218,149
2021년11월_계_50~59세,"3,626","1,143",351,377,749,357,398,251
2021년11월_계_60~69세,"4,392","1,219",410,560,834,523,448,398
2021년11월_계_70~79세,"3,088",852,366,431,526,356,329,228
2021년11월_계_80~89세,"2,236",524,300,278,417,263,246,208
2021년11월_계_90~99세,314,73,49,45,52,36,31,28
2021년11월_계_100세 이상,11,2,1,3,1,2,1,1
2021년11월_남_총인구수,"10,822","3,586","1,028","1,165","2,196","1,002","1,054",791
2021년11월_남_연령구간인구수,"10,822","3,586","1,028","1,165","2,196","1,002","1,054",791
2021년11월_남_0~9세,538,263,34,40,119,19,34,29
2021년11월_남_10~19세,826,346,64,66,194,44,67,45
2021년11월_남_20~29세,888,345,80,73,194,69,83,44
2021년11월_남_30~39세,732,308,58,62,149,61,58,36
2021년11월_남_40~49세,"1,362",534,103,116,296,88,126,99
2021년11월_남_50~59세,"2,047",636,196,217,426,206,225,141
2021년11월_남_60~69세,"2,248",593,212,286,436,265,234,222
2021년11월_남_70~79세,"1,374",365,166,202,240,159,137,105
2021년11월_남_80~89세,729,182,96,95,129,81,84,62
2021년11월_남_90~99세,77,13,19,8,13,10,6,8
2021년11월_남_100세 이상,1,1,0,0,0,0,0,0
2021년11월_여_총인구수,"10,901","3,696","1,013","1,141","2,154","1,042","1,074",781
2021년11월_여_연령구간인구수,"10,901","3,696","1,013","1,141","2,154","1,042","1,074",781
2021년11월_여_0~9세,491,233,32,29,108,25,31,33
2021년11월_여_10~19세,811,394,48,51,164,39,71,44
2021년11월_여_20~29세,669,277,44,61,140,48,65,34
2021년11월_여_30~39세,691,320,36,44,154,45,48,44
2021년11월_여_40~49세,"1,048",449,65,70,253,69,92,50
2021년11월_여_50~59세,"1,579",507,155,160,323,151,173,110
2021년11월_여_60~69세,"2,144",626,198,274,398,258,214,176
2021년11월_여_70~79세,"1,714",487,200,229,286,197,192,123
2021년11월_여_80~89세,"1,507",342,204,183,288,182,162,146
2021년11월_여_90~99세,237,60,30,37,39,26,25,20
2021년11월_여_100세 이상,10,1,1,3,1,2,1,1
2021년12월_계_총인구수,"21,695","7,259","2,048","2,288","4,335","2,056","2,144","1,565"
2021년12월_계_연령구간인구수,"21,695","7,259","2,048","2,288","4,335","2,056","2,144","1,565"
2021년12월_계_0~9세,"1,025",495,66,67,226,45,68,58
2021년12월_계_10~19세,"1,627",732,113,115,355,84,136,92
2021년12월_계_20~29세,"1,548",619,126,130,327,115,153,78
2021년12월_계_30~39세,"1,400",619,92,101,300,106,105,77
2021년12월_계_40~49세,"2,405",985,172,180,547,160,216,145
2021년12월_계_50~59세,"3,635","1,139",357,370,748,360,406,255
2021년12월_계_60~69세,"4,394","1,221",405,565,841,521,448,393
2021년12월_계_70~79세,"3,075",850,363,432,517,355,329,229
2021년12월_계_80~89세,"2,258",524,303,280,422,270,250,209
2021년12월_계_90~99세,316,73,50,44,51,38,32,28
2021년12월_계_100세 이상,12,2,1,4,1,2,1,1
2021년12월_남_총인구수,"10,812","3,569","1,030","1,162","2,181","1,006","1,070",794
2021년12월_남_연령구간인구수,"10,812","3,569","1,030","1,162","2,181","1,006","1,070",794
2021년12월_남_0~9세,534,261,34,40,116,19,35,29
2021년12월_남_10~19세,821,342,63,65,192,47,66,46
2021년12월_남_20~29세,880,344,81,74,187,67,83,44
2021년12월_남_30~39세,717,298,56,58,148,61,60,36
2021년12월_남_40~49세,"1,356",531,104,115,294,90,126,96
2021년12월_남_50~59세,"2,057",635,200,215,426,204,232,145
2021년12월_남_60~69세,"2,251",597,211,285,439,263,237,219
2021년12월_남_70~79세,"1,385",366,166,206,235,164,138,110
2021년12월_남_80~89세,730,181,97,95,130,80,87,60
2021년12월_남_90~99세,80,13,18,9,14,11,6,9
2021년12월_남_100세 이상,1,1,0,0,0,0,0,0
2021년12월_여_총인구수,"10,883","3,690","1,018","1,126","2,154","1,050","1,074",771
2021년12월_여_연령구간인구수,"10,883","3,690","1,018","1,126","2,154","1,050","1,074",771
2021년12월_여_0~9세,491,234,32,27,110,26,33,29
2021년12월_여_10~19세,806,390,50,50,163,37,70,46
2021년12월_여_20~29세,668,275,45,56,140,48,70,34
2021년12월_여_30~39세,683,321,36,43,152,45,45,41
2021년12월_여_40~49세,"1,049",454,68,65,253,70,90,49
2021년12월_여_50~59세,"1,578",504,157,155,322,156,174,110
2021년12월_여_60~69세,"2,143",624,194,280,402,258,211,174
2021년12월_여_70~79세,"1,690",484,197,226,282,191,191,119
2021년12월_여_80~89세,"1,528",343,206,185,292,190,163,149
2021년12월_여_90~99세,236,60,32,35,37,27,26,19
2021년12월_여_100세 이상,11,1,1,4,1,2,1,1
