카테고리,대구광역시 달성군,대구광역시 달성군 화원읍,대구광역시 달성군 논공읍,대구광역시 달성군 논공읍공단출장소,대구광역시 달성군 다사읍,대구광역시 달성군 다사읍서재출장소,대구광역시 달성군 유가읍,대구광역시 달성군 옥포읍,대구광역시 달성군 현풍읍,대구광역시 달성군 가창면,대구광역시 달성군 하빈면,대구광역시 달성군 구지면
2021년02월_남_0~9세,"14,918","1,683",140,385,"2,955","3,178","2,714","1,344","1,208",217,49,"1,045"
2021년02월_남_10~19세,"12,534","2,325",82,746,"3,099","1,805","1,776",956,896,261,64,524
2021년02월_남_20~29세,"15,830","3,491",291,"1,139","2,975","2,065","1,308","1,405","1,777",391,173,815
2021년02월_남_30~39세,"21,668","2,766",330,742,"3,523","4,302","3,101","2,104","2,512",318,173,"1,797"
2021년02월_남_40~49세,"22,782","3,399",359,"1,356","4,733","3,801","3,104","1,966","1,996",494,198,"1,376"
2021년02월_남_50~59세,"20,343","4,707",500,"1,624","3,771","2,421","1,488","2,099","1,616",719,477,921
2021년02월_남_60~69세,"15,147","3,532",519,854,"2,507","1,515","1,059","1,859","1,278",806,500,718
2021년02월_남_70~79세,"6,500","1,483",213,267,"1,134",512,407,815,571,498,243,357
2021년02월_남_80~89세,"2,095",505,88,99,306,97,110,247,189,205,106,143
2021년02월_남_90~99세,174,44,7,6,23,6,16,18,13,25,9,7
2021년02월_남_100세 이상,9,5,0,0,0,0,1,0,1,1,1,0
2021년02월_여_총인구수,"128,008","24,136","2,123","6,427","25,550","18,911","14,645","12,571","11,023","3,978","1,712","6,932"
2021년02월_여_연령구간인구수,"128,008","24,136","2,123","6,427","25,550","18,911","14,645","12,571","11,023","3,978","1,712","6,932"
2021년02월_여_0~9세,"14,343","1,557",125,417,"2,909","3,058","2,566","1,252","1,193",192,62,"1,012"
2021년02월_여_10~19세,"11,448","2,205",84,660,"2,829","1,651","1,639",829,798,220,62,471
2021년02월_여_20~29세,"13,043","2,828",194,741,"2,637","1,887","1,141","1,246","1,344",281,109,635
2021년02월_여_30~39세,"19,804","2,457",236,644,"3,611","4,139","3,117","1,894","1,857",316,116,"1,417"
2021년02월_여_40~49세,"20,913","3,651",207,"1,173","4,833","3,264","2,876","1,737","1,607",439,117,"1,009"
2021년02월_여_50~59세,"20,566","5,043",417,"1,381","4,135","2,519","1,481","2,188","1,588",646,340,828
2021년02월_여_60~69세,"15,333","3,629",384,746,"2,738","1,511","1,096","1,924","1,343",851,356,755
2021년02월_여_70~79세,"7,611","1,774",263,391,"1,224",588,437,944,769,529,266,426
2021년02월_여_80~89세,"4,288",855,182,240,545,251,259,494,467,419,247,329
2021년02월_여_90~99세,636,130,30,31,88,41,32,63,55,81,36,49
2021년02월_여_100세 이상,23,7,1,3,1,2,1,0,2,4,1,1
2021년03월_계_총인구수,"259,833","47,775","4,656","13,577","50,482","38,586","29,680","25,333","23,071","7,863","3,696","15,114"
2021년03월_계_연령구간인구수,"259,833","47,775","4,656","13,577","50,482","38,586","29,680","25,333","23,071","7,863","3,696","15,114"
2021년03월_계_0~9세,"29,196","3,215",269,798,"5,829","6,215","5,242","2,580","2,404",408,107,"2,129"
2021년03월_계_10~19세,"23,975","4,481",165,"1,387","5,936","3,467","3,436","1,780","1,691",485,124,"1,023"
2021년03월_계_20~29세,"28,793","6,275",488,"1,856","5,591","3,924","2,424","2,635","3,135",654,278,"1,533"
2021년03월_계_30~39세,"41,331","5,200",567,"1,360","7,072","8,405","6,170","3,978","4,340",632,293,"3,314"
2021년03월_계_40~49세,"43,698","6,985",555,"2,513","9,562","7,081","6,012","3,689","3,584",928,308,"2,481"
2021년03월_계_50~59세,"40,710","9,657",914,"2,993","7,870","4,932","2,960","4,257","3,156","1,356",812,"1,803"
2021년03월_계_60~69세,"30,773","7,197",910,"1,629","5,293","3,058","2,167","3,821","2,681","1,654",862,"1,501"
2021년03월_계_70~79세,"14,142","3,248",476,662,"2,364","1,101",848,"1,769","1,342","1,021",510,801
2021년03월_계_80~89세,"6,387","1,350",273,337,856,355,367,741,665,619,353,471
2021년03월_계_90~99세,807,162,38,40,108,46,52,83,70,104,47,57
2021년03월_계_100세 이상,21,5,1,2,1,2,2,0,3,2,2,1
2021년03월_남_총인구수,"131,878","23,757","2,529","7,192","24,967","19,678","15,064","12,764","12,080","3,918","1,988","7,941"
2021년03월_남_연령구간인구수,"131,878","23,757","2,529","7,192","24,967","19,678","15,064","12,764","12,080","3,918","1,988","7,941"
2021년03월_남_0~9세,"14,901","1,674",141,387,"2,938","3,167","2,696","1,336","1,224",218,48,"1,072"
2021년03월_남_10~19세,"12,519","2,298",79,735,"3,099","1,809","1,796",951,886,262,63,541
2021년03월_남_20~29세,"15,778","3,453",295,"1,127","2,958","2,046","1,301","1,390","1,794",382,171,861
2021년03월_남_30~39세,"21,601","2,769",330,730,"3,491","4,286","3,065","2,083","2,495",317,177,"1,858"
2021년03월_남_40~49세,"22,807","3,364",355,"1,346","4,738","3,814","3,121","1,971","1,998",490,193,"1,417"
2021년03월_남_50~59세,"20,238","4,662",496,"1,623","3,740","2,409","1,486","2,079","1,588",722,480,953
2021년03월_남_60~69세,"15,269","3,548",523,867,"2,539","1,528","1,061","1,862","1,314",802,499,726
2021년03월_남_70~79세,"6,521","1,469",214,272,"1,137",514,410,822,578,499,242,364
2021년03월_남_80~89세,"2,080",486,89,98,307,98,112,251,190,202,105,142
2021년03월_남_90~99세,161,34,7,7,20,7,16,19,12,23,9,7
2021년03월_남_100세 이상,3,0,0,0,0,0,0,0,1,1,1,0
2021년03월_여_총인구수,"127,955","24,018","2,127","6,385","25,515","18,908","14,616","12,569","10,991","3,945","1,708","7,173"
2021년03월_여_연령구간인구수,"127,955","24,018","2,127","6,385","25,515","18,908","14,616","12,569","10,991","3,945","1,708","7,173"
2021년03월_여_0~9세,"14,295","1,541",128,411,"2,891","3,048","2,546","1,244","1,180",190,59,"1,057"
2021년03월_여_10~19세,"11,456","2,183",86,652,"2,837","1,658","1,640",829,805,223,61,482
2021년03월_여_20~29세,"13,015","2,822",193,729,"2,633","1,878","1,123","1,245","1,341",272,107,672
2021년03월_여_30~39세,"19,730","2,431",237,630,"3,581","4,119","3,105","1,895","1,845",315,116,"1,456"
2021년03월_여_40~49세,"20,891","3,621",200,"1,167","4,824","3,267","2,891","1,718","1,586",438,115,"1,064"
2021년03월_여_50~59세,"20,472","4,995",418,"1,370","4,130","2,523","1,474","2,178","1,568",634,332,850
2021년03월_여_60~69세,"15,504","3,649",387,762,"2,754","1,530","1,106","1,959","1,367",852,363,775
2021년03월_여_70~79세,"7,621","1,779",262,390,"1,227",587,438,947,764,522,268,437
2021년03월_여_80~89세,"4,307",864,184,239,549,257,255,490,475,417,248,329
2021년03월_여_90~99세,646,128,31,33,88,39,36,64,58,81,38,50
2021년03월_여_100세 이상,18,5,1,2,1,2,2,0,2,1,1,1
2021년04월_계_총인구수,"260,189","47,706","4,731","13,561","50,449","38,594","29,625","25,402","23,150","7,867","3,680","15,424"
2021년04월_계_연령구간인구수,"260,189","47,706","4,731","13,561","50,449","38,594","29,625","25,402","23,150","7,867","3,680","15,424"
2021년04월_계_0~9세,"29,101","3,184",275,793,"5,798","6,193","5,220","2,560","2,391",411,105,"2,171"
2021년04월_계_10~19세,"24,033","4,451",165,"1,371","5,959","3,492","3,465","1,787","1,693",485,120,"1,045"
2021년04월_계_20~29세,"28,803","6,283",498,"1,859","5,535","3,919","2,406","2,632","3,164",653,280,"1,574"
2021년04월_계_30~39세,"41,235","5,167",583,"1,349","7,042","8,341","6,106","3,982","4,344",634,290,"3,397"
2021년04월_계_40~49세,"43,887","6,967",558,"2,505","9,590","7,137","6,059","3,712","3,600",919,302,"2,538"
2021년04월_계_50~59세,"40,680","9,635",927,"2,996","7,841","4,923","2,940","4,267","3,168","1,352",808,"1,823"
2021년04월_계_60~69세,"31,014","7,240",928,"1,647","5,344","3,078","2,166","3,857","2,698","1,654",862,"1,540"
2021년04월_계_70~79세,"14,145","3,252",481,663,"2,359","1,103",844,"1,773","1,350","1,022",503,795
2021년04월_계_80~89세,"6,444","1,356",277,336,871,359,363,748,666,629,360,479
2021년04월_계_90~99세,826,166,38,40,109,47,54,84,73,106,48,61
2021년04월_계_100세 이상,21,5,1,2,1,2,2,0,3,2,2,1
2021년04월_남_총인구수,"132,072","23,713","2,568","7,184","24,951","19,671","15,044","12,802","12,142","3,911","1,981","8,105"
2021년04월_남_연령구간인구수,"132,072","23,713","2,568","7,184","24,951","19,671","15,044","12,802","12,142","3,911","1,981","8,105"
2021년04월_남_0~9세,"14,855","1,657",144,384,"2,916","3,161","2,677","1,328","1,221",220,48,"1,099"
2021년04월_남_10~19세,"12,532","2,282",79,724,"3,111","1,813","1,807",954,887,259,60,556
2021년04월_남_20~29세,"15,794","3,453",297,"1,126","2,928","2,045","1,303","1,388","1,820",379,172,883
2021년04월_남_30~39세,"21,557","2,754",341,726,"3,476","4,251","3,038","2,075","2,503",318,175,"1,900"
2021년04월_남_40~49세,"22,900","3,350",358,"1,347","4,751","3,838","3,136","1,991","2,006",483,191,"1,449"
2021년04월_남_50~59세,"20,252","4,656",502,"1,625","3,730","2,409","1,487","2,088","1,596",718,478,963
2021년04월_남_60~69세,"15,384","3,567",532,873,"2,564","1,537","1,060","1,881","1,324",804,501,741
2021년04월_남_70~79세,"6,535","1,470",218,274,"1,144",512,409,826,581,502,239,360
2021년04월_남_80~89세,"2,096",491,90,98,310,98,110,252,190,204,107,146
2021년04월_남_90~99세,164,33,7,7,21,7,17,19,13,23,9,8
2021년04월_남_100세 이상,3,0,0,0,0,0,0,0,1,1,1,0
2021년04월_여_총인구수,"128,117","23,993","2,163","6,377","25,498","18,923","14,581","12,600","11,008","3,956","1,699","7,319"
2021년04월_여_연령구간인구수,"128,117","23,993","2,163","6,377","25,498","18,923","14,581","12,600","11,008","3,956","1,699","7,319"
2021년04월_여_0~9세,"14,246","1,527",131,409,"2,882","3,032","2,543","1,232","1,170",191,57,"1,072"
2021년04월_여_10~19세,"11,501","2,169",86,647,"2,848","1,679","1,658",833,806,226,60,489
2021년04월_여_20~29세,"13,009","2,830",201,733,"2,607","1,874","1,103","1,244","1,344",274,108,691
2021년04월_여_30~39세,"19,678","2,413",242,623,"3,566","4,090","3,068","1,907","1,841",316,115,"1,497"
2021년04월_여_40~49세,"20,987","3,617",200,"1,158","4,839","3,299","2,923","1,721","1,594",436,111,"1,089"
2021년04월_여_50~59세,"20,428","4,979",425,"1,371","4,111","2,514","1,453","2,179","1,572",634,330,860
2021년04월_여_60~69세,"15,630","3,673",396,774,"2,780","1,541","1,106","1,976","1,374",850,361,799
2021년04월_여_70~79세,"7,610","1,782",263,389,"1,215",591,435,947,769,520,264,435
2021년04월_여_80~89세,"4,348",865,187,238,561,261,253,496,476,425,253,333
2021년04월_여_90~99세,662,133,31,33,88,40,37,65,60,83,39,53
2021년04월_여_100세 이상,18,5,1,2,1,2,2,0,2,1,1,1
2021년05월_계_총인구수,"260,403","47,663","4,756","13,535","50,418","38,626","29,667","25,391","23,185","7,878","3,680","15,604"
2021년05월_계_연령구간인구수,"260,403","47,663","4,756","13,535","50,418","38,626","29,667","25,391","23,185","7,878","3,680","15,604"
2021년05월_계_0~9세,"29,088","3,191",281,787,"5,773","6,192","5,194","2,570","2,395",406,106,"2,193"
2021년05월_계_10~19세,"24,064","4,426",163,"1,361","5,948","3,509","3,503","1,783","1,709",486,121,"1,055"
2021년05월_계_20~29세,"28,772","6,261",504,"1,833","5,529","3,908","2,410","2,618","3,171",656,279,"1,603"
2021년05월_계_30~39세,"41,066","5,158",592,"1,346","6,981","8,276","6,094","3,953","4,331",630,285,"3,420"
2021년05월_계_40~49세,"43,921","6,946",559,"2,479","9,579","7,191","6,062","3,712","3,605",907,306,"2,575"
2021년05월_계_50~59세,"40,735","9,609",932,"3,009","7,850","4,927","2,963","4,266","3,174","1,354",809,"1,842"
2021년05월_계_60~69세,"31,268","7,275",928,"1,673","5,408","3,109","2,176","3,881","2,709","1,674",864,"1,571"
2021년05월_계_70~79세,"14,177","3,265",482,664,"2,367","1,105",842,"1,772","1,351","1,025",500,804
2021년05월_계_80~89세,"6,455","1,363",276,340,871,361,364,753,663,629,357,478
2021년05월_계_90~99세,836,165,38,40,111,46,57,83,74,109,51,62
2021년05월_계_100세 이상,21,4,1,3,1,2,2,0,3,2,2,1
2021년05월_남_총인구수,"132,187","23,692","2,578","7,166","24,923","19,679","15,085","12,802","12,171","3,922","1,979","8,190"
2021년05월_남_연령구간인구수,"132,187","23,692","2,578","7,166","24,923","19,679","15,085","12,802","12,171","3,922","1,979","8,190"
2021년05월_남_0~9세,"14,836","1,650",149,386,"2,906","3,151","2,665","1,336","1,219",215,50,"1,109"
2021년05월_남_10~19세,"12,552","2,277",78,719,"3,104","1,823","1,827",950,895,257,59,563
2021년05월_남_20~29세,"15,790","3,438",299,"1,107","2,928","2,041","1,310","1,383","1,831",383,170,900
2021년05월_남_30~39세,"21,465","2,752",344,723,"3,449","4,206","3,036","2,054","2,501",317,173,"1,910"
2021년05월_남_40~49세,"22,929","3,344",356,"1,336","4,732","3,879","3,142","1,994","2,008",482,195,"1,461"
2021년05월_남_50~59세,"20,271","4,634",508,"1,628","3,736","2,412","1,506","2,082","1,603",716,475,971
2021년05월_남_60~69세,"15,509","3,588",531,885,"2,588","1,548","1,063","1,905","1,330",814,502,755
2021년05월_남_70~79세,"6,566","1,481",219,279,"1,149",513,408,825,580,506,240,366
2021년05월_남_80~89세,"2,103",494,88,96,311,99,110,254,190,208,106,147
2021년05월_남_90~99세,163,34,6,7,20,7,18,19,13,23,8,8
2021년05월_남_100세 이상,3,0,0,0,0,0,0,0,1,1,1,0
2021년05월_여_총인구수,"128,216","23,971","2,178","6,369","25,495","18,947","14,582","12,589","11,014","3,956","1,701","7,414"
2021년05월_여_연령구간인구수,"128,216","23,971","2,178","6,369","25,495","18,947","14,582","12,589","11,014","3,956","1,701","7,414"
2021년05월_여_0~9세,"14,252","1,541",132,401,"2,867","3,041","2,529","1,234","1,176",191,56,"1,084"
2021년05월_여_10~19세,"11,512","2,149",85,642,"2,844","1,686","1,676",833,814,229,62,492
2021년05월_여_20~29세,"12,982","2,823",205,726,"2,601","1,867","1,100","1,235","1,340",273,109,703
2021년05월_여_30~39세,"19,601","2,406",248,623,"3,532","4,070","3,058","1,899","1,830",313,112,"1,510"
2021년05월_여_40~49세,"20,992","3,602",203,"1,143","4,847","3,312","2,920","1,718","1,597",425,111,"1,114"
2021년05월_여_50~59세,"20,464","4,975",424,"1,381","4,114","2,515","1,457","2,184","1,571",638,334,871
2021년05월_여_60~69세,"15,759","3,687",397,788,"2,820","1,561","1,113","1,976","1,379",860,362,816
2021년05월_여_70~79세,"7,611","1,784",263,385,"1,218",592,434,947,771,519,260,438
2021년05월_여_80~89세,"4,352",869,188,244,560,262,254,499,473,421,251,331
2021년05월_여_90~99세,673,131,32,33,91,39,39,64,61,86,43,54
2021년05월_여_100세 이상,18,4,1,3,1,2,2,0,2,1,1,1
2021년06월_계_총인구수,"260,546","47,660","4,764","13,535","50,426","38,638","29,682","25,385","23,186","7,859","3,683","15,728"
2021년06월_계_연령구간인구수,"260,546","47,660","4,764","13,535","50,426","38,638","29,682","25,385","23,186","7,859","3,683","15,728"
2021년06월_계_0~9세,"29,029","3,175",286,781,"5,750","6,185","5,175","2,571","2,391",398,107,"2,210"
2021년06월_계_10~19세,"24,102","4,415",163,"1,358","5,974","3,534","3,519","1,771","1,697",480,124,"1,067"
2021년06월_계_20~29세,"28,712","6,247",498,"1,831","5,522","3,871","2,419","2,600","3,178",658,275,"1,613"
2021년06월_계_30~39세,"40,928","5,141",603,"1,337","6,940","8,240","6,063","3,931","4,329",610,282,"3,452"
2021년06월_계_40~49세,"44,040","6,941",561,"2,475","9,595","7,207","6,083","3,728","3,601",921,310,"2,618"
2021년06월_계_50~59세,"40,653","9,578",920,"3,011","7,820","4,923","2,974","4,269","3,180","1,342",802,"1,834"
2021년06월_계_60~69세,"31,523","7,346",935,"1,694","5,462","3,158","2,179","3,903","2,714","1,677",874,"1,581"
2021년06월_계_70~79세,"14,213","3,273",482,662,"2,378","1,111",843,"1,773","1,361","1,024",499,807
2021년06월_계_80~89세,"6,494","1,376",278,344,874,361,369,753,661,637,358,483
2021년06월_계_90~99세,831,164,37,39,110,46,56,86,71,110,50,62
2021년06월_계_100세 이상,21,4,1,3,1,2,2,0,3,2,2,1
2021년06월_남_총인구수,"132,243","23,688","2,576","7,173","24,914","19,674","15,101","12,797","12,173","3,910","1,975","8,262"
2021년06월_남_연령구간인구수,"132,243","23,688","2,576","7,173","24,914","19,674","15,101","12,797","12,173","3,910","1,975","8,262"
2021년06월_남_0~9세,"14,796","1,633",150,386,"2,900","3,150","2,651","1,334","1,215",210,48,"1,119"
2021년06월_남_10~19세,"12,565","2,274",78,715,"3,113","1,834","1,833",941,886,258,62,571
2021년06월_남_20~29세,"15,799","3,434",295,"1,106","2,930","2,021","1,332","1,380","1,836",384,168,913
2021년06월_남_30~39세,"21,375","2,747",351,723,"3,421","4,180","3,014","2,042","2,494",306,168,"1,929"
2021년06월_남_40~49세,"22,986","3,344",354,"1,333","4,741","3,884","3,149","2,000","2,014",491,198,"1,478"
2021년06월_남_50~59세,"20,246","4,614",501,"1,631","3,718","2,421","1,524","2,081","1,609",711,472,964
2021년06월_남_60~69세,"15,613","3,625",532,898,"2,606","1,562","1,062","1,916","1,334",812,505,761
2021년06월_남_70~79세,"6,583","1,484",220,275,"1,155",516,408,827,582,505,240,371
2021년06월_남_80~89세,"2,116",499,88,99,312,99,110,257,189,210,105,148
2021년06월_남_90~99세,161,34,7,7,18,7,18,19,13,22,8,8
2021년06월_남_100세 이상,3,0,0,0,0,0,0,0,1,1,1,0
2021년06월_여_총인구수,"128,303","23,972","2,188","6,362","25,512","18,964","14,581","12,588","11,013","3,949","1,708","7,466"
2021년06월_여_연령구간인구수,"128,303","23,972","2,188","6,362","25,512","18,964","14,581","12,588","11,013","3,949","1,708","7,466"
2021년06월_여_0~9세,"14,233","1,542",136,395,"2,850","3,035","2,524","1,237","1,176",188,59,"1,091"
2021년06월_여_10~19세,"11,537","2,141",85,643,"2,861","1,700","1,686",830,811,222,62,496
2021년06월_여_20~29세,"12,913","2,813",203,725,"2,592","1,850","1,087","1,220","1,342",274,107,700
2021년06월_여_30~39세,"19,553","2,394",252,614,"3,519","4,060","3,049","1,889","1,835",304,114,"1,523"
2021년06월_여_40~49세,"21,054","3,597",207,"1,142","4,854","3,323","2,934","1,728","1,587",430,112,"1,140"
2021년06월_여_50~59세,"20,407","4,964",419,"1,380","4,102","2,502","1,450","2,188","1,571",631,330,870
2021년06월_여_60~69세,"15,910","3,721",403,796,"2,856","1,596","1,117","1,987","1,380",865,369,820
2021년06월_여_70~79세,"7,630","1,789",262,387,"1,223",595,435,946,779,519,259,436
2021년06월_여_80~89세,"4,378",877,190,245,562,262,259,496,472,427,253,335
2021년06월_여_90~99세,670,130,30,32,92,39,38,67,58,88,42,54
2021년06월_여_100세 이상,18,4,1,3,1,2,2,0,2,1,1,1
2021년07월_계_총인구수,"260,960","47,546","4,765","13,432","50,360","38,673","29,620","25,367","23,101","7,845","3,670","16,581"
2021년07월_계_연령구간인구수,"260,960","47,546","4,765","13,432","50,360","38,673","29,620","25,367","23,101","7,845","3,670","16,581"
2021년07월_계_0~9세,"29,031","3,152",292,765,"5,687","6,186","5,154","2,571","2,368",398,105,"2,353"
2021년07월_계_10~19세,"24,164","4,385",162,"1,331","5,992","3,564","3,529","1,770","1,704",479,124,"1,124"
2021년07월_계_20~29세,"28,661","6,215",489,"1,815","5,501","3,848","2,412","2,578","3,148",659,273,"1,723"
2021년07월_계_30~39세,"40,896","5,111",606,"1,318","6,894","8,188","6,008","3,913","4,305",602,275,"3,676"
2021년07월_계_40~49세,"44,134","6,883",555,"2,443","9,576","7,262","6,078","3,730","3,588",920,312,"2,787"
2021년07월_계_50~59세,"40,716","9,571",920,"3,004","7,844","4,915","2,984","4,255","3,156","1,332",794,"1,941"
2021년07월_계_60~69세,"31,709","7,405",936,"1,704","5,471","3,177","2,193","3,926","2,721","1,684",875,"1,617"
2021년07월_계_70~79세,"14,271","3,282",487,665,"2,407","1,116",835,"1,782","1,372","1,018",503,804
2021년07월_계_80~89세,"6,533","1,374",279,347,878,370,371,756,666,640,358,494
2021년07월_계_90~99세,826,164,38,37,109,45,54,86,71,111,49,62
2021년07월_계_100세 이상,19,4,1,3,1,2,2,0,2,2,2,0
2021년07월_남_총인구수,"132,469","23,623","2,572","7,124","24,875","19,709","15,067","12,794","12,131","3,902","1,971","8,701"
2021년07월_남_연령구간인구수,"132,469","23,623","2,572","7,124","24,875","19,709","15,067","12,794","12,131","3,902","1,971","8,701"
2021년07월_남_0~9세,"14,773","1,614",151,380,"2,861","3,156","2,631","1,339","1,205",206,47,"1,183"
2021년07월_남_10~19세,"12,590","2,260",78,700,"3,125","1,845","1,846",935,890,260,62,589
2021년07월_남_20~29세,"15,793","3,419",290,"1,099","2,918","2,012","1,330","1,375","1,818",387,169,976
2021년07월_남_30~39세,"21,392","2,738",351,713,"3,415","4,161","2,985","2,026","2,479",304,165,"2,055"
2021년07월_남_40~49세,"23,012","3,312",349,"1,320","4,721","3,917","3,138","2,002","2,006",485,198,"1,564"
2021년07월_남_50~59세,"20,305","4,606",503,"1,623","3,733","2,419","1,542","2,079","1,598",708,468,"1,026"
2021년07월_남_60~69세,"15,694","3,651",529,903,"2,604","1,573","1,062","1,928","1,340",815,507,782
2021년07월_남_70~79세,"6,621","1,493",224,279,"1,170",518,403,835,587,504,241,367
2021년07월_남_80~89세,"2,127",497,90,100,311,101,113,256,194,209,105,151
2021년07월_남_90~99세,159,33,7,7,17,7,17,19,13,23,8,8
2021년07월_남_100세 이상,3,0,0,0,0,0,0,0,1,1,1,0
2021년07월_여_총인구수,"128,491","23,923","2,193","6,308","25,485","18,964","14,553","12,573","10,970","3,943","1,699","7,880"
2021년07월_여_연령구간인구수,"128,491","23,923","2,193","6,308","25,485","18,964","14,553","12,573","10,970","3,943","1,699","7,880"
2021년07월_여_0~9세,"14,258","1,538",141,385,"2,826","3,030","2,523","1,232","1,163",192,58,"1,170"
2021년07월_여_10~19세,"11,574","2,125",84,631,"2,867","1,719","1,683",835,814,219,62,535
2021년07월_여_20~29세,"12,868","2,796",199,716,"2,583","1,836","1,082","1,203","1,330",272,104,747
2021년07월_여_30~39세,"19,504","2,373",255,605,"3,479","4,027","3,023","1,887","1,826",298,110,"1,621"
2021년07월_여_40~49세,"21,122","3,571",206,"1,123","4,855","3,345","2,940","1,728","1,582",435,114,"1,223"
2021년07월_여_50~59세,"20,411","4,965",417,"1,381","4,111","2,496","1,442","2,176","1,558",624,326,915
2021년07월_여_60~69세,"16,015","3,754",407,801,"2,867","1,604","1,131","1,998","1,381",869,368,835
2021년07월_여_70~79세,"7,650","1,789",263,386,"1,237",598,432,947,785,514,262,437
2021년07월_여_80~89세,"4,406",877,189,247,567,269,258,500,472,431,253,343
2021년07월_여_90~99세,667,131,31,30,92,38,37,67,58,88,41,54
2021년07월_여_100세 이상,16,4,1,3,1,2,2,0,1,1,1,0
2021년08월_계_총인구수,"261,659","47,489","4,782","13,315","50,380","38,671","29,556","25,372","22,957","7,842","3,666","17,629"
2021년08월_계_연령구간인구수,"261,659","47,489","4,782","13,315","50,380","38,671","29,556","25,372","22,957","7,842","3,666","17,629"
2021년08월_계_0~9세,"29,015","3,125",296,747,"5,636","6,162","5,111","2,551","2,365",397,100,"2,525"
2021년08월_계_10~19세,"24,241","4,362",164,"1,314","6,008","3,576","3,548","1,780","1,697",479,125,"1,188"
2021년08월_계_20~29세,"28,675","6,228",493,"1,798","5,491","3,823","2,393","2,566","3,109",659,270,"1,845"
2021년08월_계_30~39세,"40,887","5,081",596,"1,299","6,862","8,131","5,960","3,886","4,226",606,276,"3,964"
2021년08월_계_40~49세,"44,278","6,824",569,"2,393","9,597","7,313","6,076","3,731","3,586",915,311,"2,963"
2021년08월_계_50~59세,"40,871","9,587",916,"2,997","7,866","4,914","2,998","4,255","3,142","1,333",790,"2,073"
2021년08월_계_60~69세,"31,917","7,433",939,"1,715","5,508","3,204","2,202","3,963","2,718","1,674",872,"1,689"
2021년08월_계_70~79세,"14,344","3,290",491,661,"2,422","1,130",843,"1,784","1,373","1,025",510,815
2021년08월_계_80~89세,"6,574","1,386",278,351,876,371,369,769,666,641,361,506
2021년08월_계_90~99세,836,169,39,38,113,45,54,87,73,108,49,61
2021년08월_계_100세 이상,21,4,1,2,1,2,2,0,2,5,2,0
2021년08월_남_총인구수,"132,793","23,583","2,580","7,066","24,872","19,700","15,006","12,806","12,061","3,899","1,974","9,246"
2021년08월_남_연령구간인구수,"132,793","23,583","2,580","7,066","24,872","19,700","15,006","12,806","12,061","3,899","1,974","9,246"
2021년08월_남_0~9세,"14,781","1,609",152,369,"2,839","3,150","2,601","1,332","1,210",206,48,"1,265"
2021년08월_남_10~19세,"12,628","2,245",78,695,"3,136","1,847","1,855",939,890,259,64,620
2021년08월_남_20~29세,"15,792","3,419",292,"1,086","2,904","1,992","1,319","1,369","1,809",388,169,"1,045"
2021년08월_남_30~39세,"21,378","2,735",344,708,"3,400","4,127","2,957","2,015","2,413",305,167,"2,207"
2021년08월_남_40~49세,"23,080","3,276",355,"1,291","4,731","3,948","3,129","1,999","2,006",483,198,"1,664"
2021년08월_남_50~59세,"20,390","4,618",500,"1,618","3,744","2,419","1,546","2,085","1,592",710,469,"1,089"
2021년08월_남_60~69세,"15,780","3,650",533,913,"2,615","1,586","1,065","1,949","1,342",811,500,816
2021년08월_남_70~79세,"6,655","1,498",229,276,"1,174",523,406,831,589,505,246,378
2021년08월_남_80~89세,"2,144",499,90,103,310,101,111,268,195,209,104,154
2021년08월_남_90~99세,160,34,7,7,19,7,17,19,14,20,8,8
2021년08월_남_100세 이상,5,0,0,0,0,0,0,0,1,3,1,0
2021년08월_여_총인구수,"128,866","23,906","2,202","6,249","25,508","18,971","14,550","12,566","10,896","3,943","1,692","8,383"
2021년08월_여_연령구간인구수,"128,866","23,906","2,202","6,249","25,508","18,971","14,550","12,566","10,896","3,943","1,692","8,383"
2021년08월_여_0~9세,"14,234","1,516",144,378,"2,797","3,012","2,510","1,219","1,155",191,52,"1,260"
2021년08월_여_10~19세,"11,613","2,117",86,619,"2,872","1,729","1,693",841,807,220,61,568
2021년08월_여_20~29세,"12,883","2,809",201,712,"2,587","1,831","1,074","1,197","1,300",271,101,800
2021년08월_여_30~39세,"19,509","2,346",252,591,"3,462","4,004","3,003","1,871","1,813",301,109,"1,757"
2021년08월_여_40~49세,"21,198","3,548",214,"1,102","4,866","3,365","2,947","1,732","1,580",432,113,"1,299"
2021년08월_여_50~59세,"20,481","4,969",416,"1,379","4,122","2,495","1,452","2,170","1,550",623,321,984
2021년08월_여_60~69세,"16,137","3,783",406,802,"2,893","1,618","1,137","2,014","1,376",863,372,873
2021년08월_여_70~79세,"7,689","1,792",262,385,"1,248",607,437,953,784,520,264,437
2021년08월_여_80~89세,"4,430",887,188,248,566,270,258,501,471,432,257,352
2021년08월_여_90~99세,676,135,32,31,94,38,37,68,59,88,41,53
2021년08월_여_100세 이상,16,4,1,2,1,2,2,0,1,2,1,0
2021년09월_계_총인구수,"262,465","47,464","4,772","13,300","50,834","38,591","29,481","25,413","22,934","7,830","3,637","18,209"
2021년09월_계_연령구간인구수,"262,465","47,464","4,772","13,300","50,834","38,591","29,481","25,413","22,934","7,830","3,637","18,209"
2021년09월_계_0~9세,"28,965","3,103",293,735,"5,639","6,111","5,055","2,563","2,370",390,97,"2,609"
