카테고리,충청남도 당진시,충청남도 당진시 합덕읍,충청남도 당진시 송악읍,충청남도 당진시 고대면,충청남도 당진시 석문면,충청남도 당진시 대호지면,충청남도 당진시 정미면,충청남도 당진시 면천면,충청남도 당진시 순성면,충청남도 당진시 우강면,충청남도 당진시 신평면,충청남도 당진시 송산면,충청남도 당진시 당진1동,충청남도 당진시 당진2동,충청남도 당진시 당진3동
2021년03월_계_0~9세,"15,263",316,"3,903",167,407,62,105,96,156,180,"1,431","1,112","2,498","2,824","2,006"
2021년03월_계_10~19세,"15,652",576,"2,582",277,488,92,190,185,313,322,"1,779",986,"2,551","2,592","2,719"
2021년03월_계_20~29세,"15,985",678,"2,289",381,913,138,282,229,356,407,"1,387",993,"3,433","2,329","2,170"
2021년03월_계_30~39세,"22,484",687,"5,326",291,"1,129",125,213,226,266,310,"1,617","1,903","4,469","3,514","2,408"
2021년03월_계_40~49세,"26,741","1,115","5,350",528,"1,365",205,324,369,513,577,"2,581","2,004","4,319","3,938","3,553"
2021년03월_계_50~59세,"26,009","1,542","4,473",941,"1,913",337,604,636,961,830,"2,482","1,847","3,459","3,205","2,779"
2021년03월_계_60~69세,"21,558","1,800","3,259","1,226","1,781",617,848,823,"1,066","1,089","2,123","1,419","2,144","2,076","1,287"
2021년03월_계_70~79세,"13,220","1,294","1,696",849,"1,008",496,607,559,768,817,"1,304",862,"1,142","1,102",716
2021년03월_계_80~89세,"8,054",819,995,624,626,291,415,350,547,531,775,535,521,618,407
2021년03월_계_90~99세,"1,170",120,130,104,92,43,68,59,90,71,107,75,74,78,59
2021년03월_계_100세 이상,50,8,3,3,5,3,1,1,2,2,4,4,1,11,2
2021년03월_남_총인구수,"88,279","4,709","16,620","2,752","5,752","1,204","1,873","1,814","2,536","2,590","7,943","6,702","13,103","11,358","9,323"
2021년03월_남_연령구간인구수,"88,279","4,709","16,620","2,752","5,752","1,204","1,873","1,814","2,536","2,590","7,943","6,702","13,103","11,358","9,323"
2021년03월_남_0~9세,"7,770",172,"2,014",87,211,40,43,47,70,85,707,539,"1,266","1,468","1,021"
2021년03월_남_10~19세,"8,232",317,"1,363",142,265,49,100,95,167,176,922,509,"1,335","1,352","1,440"
2021년03월_남_20~29세,"9,296",407,"1,319",215,623,82,170,142,197,248,798,642,"1,954","1,271","1,228"
2021년03월_남_30~39세,"12,865",423,"2,998",164,792,77,127,132,152,170,842,"1,240","2,647","1,840","1,261"
2021년03월_남_40~49세,"15,075",675,"3,276",312,943,132,186,228,305,337,"1,378","1,252","2,305","2,006","1,740"
2021년03월_남_50~59세,"14,631",893,"2,692",543,"1,218",166,329,344,532,451,"1,359","1,132","1,793","1,684","1,495"
2021년03월_남_60~69세,"11,042",871,"1,755",622,976,307,444,408,525,550,"1,059",775,"1,092","1,018",640
2021년03월_남_70~79세,"6,191",608,829,405,469,236,300,286,375,361,580,396,504,501,341
2021년03월_남_80~89세,"2,875",311,332,237,230,103,163,119,188,186,275,197,192,205,137
2021년03월_남_90~99세,294,32,42,25,23,11,11,13,25,25,22,20,15,11,19
2021년03월_남_100세 이상,8,0,0,0,2,1,0,0,0,1,1,0,0,2,1
2021년03월_여_총인구수,"77,907","4,246","13,386","2,639","3,975","1,205","1,784","1,719","2,502","2,546","7,647","5,038","11,508","10,929","8,783"
2021년03월_여_연령구간인구수,"77,907","4,246","13,386","2,639","3,975","1,205","1,784","1,719","2,502","2,546","7,647","5,038","11,508","10,929","8,783"
2021년03월_여_0~9세,"7,493",144,"1,889",80,196,22,62,49,86,95,724,573,"1,232","1,356",985
2021년03월_여_10~19세,"7,420",259,"1,219",135,223,43,90,90,146,146,857,477,"1,216","1,240","1,279"
2021년03월_여_20~29세,"6,689",271,970,166,290,56,112,87,159,159,589,351,"1,479","1,058",942
2021년03월_여_30~39세,"9,619",264,"2,328",127,337,48,86,94,114,140,775,663,"1,822","1,674","1,147"
2021년03월_여_40~49세,"11,666",440,"2,074",216,422,73,138,141,208,240,"1,203",752,"2,014","1,932","1,813"
2021년03월_여_50~59세,"11,378",649,"1,781",398,695,171,275,292,429,379,"1,123",715,"1,666","1,521","1,284"
2021년03월_여_60~69세,"10,516",929,"1,504",604,805,310,404,415,541,539,"1,064",644,"1,052","1,058",647
2021년03월_여_70~79세,"7,029",686,867,444,539,260,307,273,393,456,724,466,638,601,375
2021년03월_여_80~89세,"5,179",508,663,387,396,188,252,231,359,345,500,338,329,413,270
2021년03월_여_90~99세,876,88,88,79,69,32,57,46,65,46,85,55,59,67,40
2021년03월_여_100세 이상,42,8,3,3,3,2,1,1,2,1,3,4,1,9,1
2021년04월_계_총인구수,"166,333","8,938","30,064","5,390","9,728","2,410","3,649","3,543","5,042","5,125","15,539","11,709","24,637","22,459","18,100"
2021년04월_계_연령구간인구수,"166,333","8,938","30,064","5,390","9,728","2,410","3,649","3,543","5,042","5,125","15,539","11,709","24,637","22,459","18,100"
2021년04월_계_0~9세,"15,195",310,"3,888",162,407,61,106,94,155,173,"1,416","1,098","2,494","2,858","1,973"
2021년04월_계_10~19세,"15,674",578,"2,601",281,487,88,188,187,314,320,"1,775",983,"2,543","2,605","2,724"
2021년04월_계_20~29세,"15,940",673,"2,286",386,898,138,278,221,359,402,"1,386",985,"3,416","2,337","2,175"
2021년04월_계_30~39세,"22,397",677,"5,304",287,"1,118",122,211,231,263,309,"1,579","1,888","4,466","3,556","2,386"
2021년04월_계_40~49세,"26,840","1,103","5,385",526,"1,382",205,322,365,507,582,"2,593","2,012","4,329","3,974","3,555"
2021년04월_계_50~59세,"25,982","1,534","4,464",933,"1,903",336,593,640,958,830,"2,477","1,843","3,479","3,200","2,792"
2021년04월_계_60~69세,"21,786","1,818","3,298","1,245","1,804",624,860,833,"1,075","1,095","2,122","1,428","2,168","2,113","1,303"
2021년04월_계_70~79세,"13,206","1,292","1,703",845,"1,005",495,601,561,769,805,"1,305",856,"1,148","1,101",720
2021년04월_계_80~89세,"8,086",824,997,622,625,294,420,350,550,532,774,538,520,627,413
2021년04월_계_90~99세,"1,176",121,135,100,93,44,69,60,90,75,108,75,73,76,57
2021년04월_계_100세 이상,51,8,3,3,6,3,1,1,2,2,4,3,1,12,2
2021년04월_남_총인구수,"88,408","4,703","16,663","2,752","5,772","1,204","1,867","1,819","2,543","2,585","7,905","6,692","13,137","11,442","9,324"
2021년04월_남_연령구간인구수,"88,408","4,703","16,663","2,752","5,772","1,204","1,867","1,819","2,543","2,585","7,905","6,692","13,137","11,442","9,324"
2021년04월_남_0~9세,"7,733",168,"2,004",86,212,39,44,45,68,79,707,533,"1,261","1,489",998
2021년04월_남_10~19세,"8,239",320,"1,375",143,263,47,98,97,172,174,913,508,"1,337","1,351","1,441"
2021년04월_남_20~29세,"9,283",407,"1,320",218,624,83,168,138,196,249,789,636,"1,948","1,267","1,240"
2021년04월_남_30~39세,"12,815",413,"2,985",160,780,75,127,134,150,171,822,"1,229","2,659","1,858","1,252"
2021년04월_남_40~49세,"15,123",671,"3,293",309,958,131,183,223,298,337,"1,386","1,260","2,307","2,032","1,735"
2021년04월_남_50~59세,"14,651",887,"2,691",543,"1,216",168,325,348,535,454,"1,358","1,136","1,807","1,682","1,501"
2021년04월_남_60~69세,"11,176",884,"1,783",629,993,308,450,414,532,553,"1,052",777,"1,107","1,040",654
2021년04월_남_70~79세,"6,194",609,834,404,471,236,297,287,378,357,581,393,503,500,344
2021년04월_남_80~89세,"2,889",311,336,235,231,105,163,120,188,184,275,200,192,211,138
2021년04월_남_90~99세,297,33,42,25,22,11,12,13,26,26,21,20,16,10,20
2021년04월_남_100세 이상,8,0,0,0,2,1,0,0,0,1,1,0,0,2,1
2021년04월_여_총인구수,"77,925","4,235","13,401","2,638","3,956","1,206","1,782","1,724","2,499","2,540","7,634","5,017","11,500","11,017","8,776"
2021년04월_여_연령구간인구수,"77,925","4,235","13,401","2,638","3,956","1,206","1,782","1,724","2,499","2,540","7,634","5,017","11,500","11,017","8,776"
2021년04월_여_0~9세,"7,462",142,"1,884",76,195,22,62,49,87,94,709,565,"1,233","1,369",975
2021년04월_여_10~19세,"7,435",258,"1,226",138,224,41,90,90,142,146,862,475,"1,206","1,254","1,283"
2021년04월_여_20~29세,"6,657",266,966,168,274,55,110,83,163,153,597,349,"1,468","1,070",935
2021년04월_여_30~39세,"9,582",264,"2,319",127,338,47,84,97,113,138,757,659,"1,807","1,698","1,134"
2021년04월_여_40~49세,"11,717",432,"2,092",217,424,74,139,142,209,245,"1,207",752,"2,022","1,942","1,820"
2021년04월_여_50~59세,"11,331",647,"1,773",390,687,168,268,292,423,376,"1,119",707,"1,672","1,518","1,291"
2021년04월_여_60~69세,"10,610",934,"1,515",616,811,316,410,419,543,542,"1,070",651,"1,061","1,073",649
2021년04월_여_70~79세,"7,012",683,869,441,534,259,304,274,391,448,724,463,645,601,376
2021년04월_여_80~89세,"5,197",513,661,387,394,189,257,230,362,348,499,338,328,416,275
2021년04월_여_90~99세,879,88,93,75,71,33,57,47,64,49,87,55,57,66,37
2021년04월_여_100세 이상,43,8,3,3,4,2,1,1,2,1,3,3,1,10,1
2021년05월_계_총인구수,"166,491","8,908","30,134","5,376","9,743","2,408","3,635","3,524","5,043","5,121","15,535","11,716","24,662","22,567","18,119"
2021년05월_계_연령구간인구수,"166,491","8,908","30,134","5,376","9,743","2,408","3,635","3,524","5,043","5,121","15,535","11,716","24,662","22,567","18,119"
2021년05월_계_0~9세,"15,114",306,"3,864",162,398,59,106,91,152,174,"1,395","1,088","2,485","2,870","1,964"
2021년05월_계_10~19세,"15,696",578,"2,607",275,495,87,184,186,313,314,"1,792",983,"2,546","2,612","2,724"
2021년05월_계_20~29세,"15,964",669,"2,299",391,892,137,284,217,356,391,"1,392",975,"3,424","2,348","2,189"
2021년05월_계_30~39세,"22,319",666,"5,267",280,"1,114",126,208,227,260,314,"1,562","1,882","4,466","3,580","2,367"
2021년05월_계_40~49세,"26,833","1,094","5,424",520,"1,369",201,320,361,509,579,"2,592","2,008","4,329","3,985","3,542"
2021년05월_계_50~59세,"26,011","1,535","4,477",926,"1,916",333,583,630,946,828,"2,476","1,850","3,490","3,215","2,806"
2021년05월_계_60~69세,"22,004","1,810","3,355","1,245","1,835",628,862,841,"1,090","1,106","2,137","1,449","2,177","2,138","1,331"
2021년05월_계_70~79세,"13,201","1,292","1,697",852,997,495,599,561,767,803,"1,309",860,"1,148","1,102",719
2021년05월_계_80~89세,"8,127",829,"1,005",622,626,296,421,351,558,537,770,541,526,629,416
2021년05월_계_90~99세,"1,170",121,136,99,95,43,67,58,88,74,106,77,70,77,59
2021년05월_계_100세 이상,52,8,3,4,6,3,1,1,4,1,4,3,1,11,2
2021년05월_남_총인구수,"88,477","4,680","16,702","2,748","5,771","1,205","1,862","1,811","2,540","2,579","7,908","6,698","13,135","11,510","9,328"
2021년05월_남_연령구간인구수,"88,477","4,680","16,702","2,748","5,771","1,205","1,862","1,811","2,540","2,579","7,908","6,698","13,135","11,510","9,328"
2021년05월_남_0~9세,"7,677",165,"1,990",85,209,38,43,42,68,79,699,526,"1,251","1,494",988
2021년05월_남_10~19세,"8,243",321,"1,379",144,264,46,95,97,168,170,919,508,"1,334","1,357","1,441"
2021년05월_남_20~29세,"9,287",400,"1,330",218,618,83,172,137,196,241,794,626,"1,951","1,272","1,249"
2021년05월_남_30~39세,"12,780",408,"2,963",157,771,79,127,130,148,177,812,"1,230","2,656","1,877","1,245"
2021년05월_남_40~49세,"15,096",662,"3,307",308,945,127,181,220,301,334,"1,379","1,258","2,303","2,043","1,728"
2021년05월_남_50~59세,"14,693",885,"2,705",534,"1,227",170,320,349,524,449,"1,364","1,143","1,818","1,695","1,510"
2021년05월_남_60~69세,"11,296",886,"1,813",633,"1,017",308,450,417,539,561,"1,059",792,"1,108","1,049",664
2021년05월_남_70~79세,"6,213",609,836,408,467,237,299,287,381,357,589,392,506,500,345
2021년05월_남_80~89세,"2,891",311,339,234,230,106,163,120,189,184,271,203,193,211,137
2021년05월_남_90~99세,293,33,40,27,21,10,12,12,26,26,21,20,15,10,20
2021년05월_남_100세 이상,8,0,0,0,2,1,0,0,0,1,1,0,0,2,1
2021년05월_여_총인구수,"78,014","4,228","13,432","2,628","3,972","1,203","1,773","1,713","2,503","2,542","7,627","5,018","11,527","11,057","8,791"
2021년05월_여_연령구간인구수,"78,014","4,228","13,432","2,628","3,972","1,203","1,773","1,713","2,503","2,542","7,627","5,018","11,527","11,057","8,791"
2021년05월_여_0~9세,"7,437",141,"1,874",77,189,21,63,49,84,95,696,562,"1,234","1,376",976
2021년05월_여_10~19세,"7,453",257,"1,228",131,231,41,89,89,145,144,873,475,"1,212","1,255","1,283"
2021년05월_여_20~29세,"6,677",269,969,173,274,54,112,80,160,150,598,349,"1,473","1,076",940
2021년05월_여_30~39세,"9,539",258,"2,304",123,343,47,81,97,112,137,750,652,"1,810","1,703","1,122"
2021년05월_여_40~49세,"11,737",432,"2,117",212,424,74,139,141,208,245,"1,213",750,"2,026","1,942","1,814"
2021년05월_여_50~59세,"11,318",650,"1,772",392,689,163,263,281,422,379,"1,112",707,"1,672","1,520","1,296"
2021년05월_여_60~69세,"10,708",924,"1,542",612,818,320,412,424,551,545,"1,078",657,"1,069","1,089",667
2021년05월_여_70~79세,"6,988",683,861,444,530,258,300,274,386,446,720,468,642,602,374
2021년05월_여_80~89세,"5,236",518,666,388,396,190,258,231,369,353,499,338,333,418,279
2021년05월_여_90~99세,877,88,96,72,74,33,55,46,62,48,85,57,55,67,39
2021년05월_여_100세 이상,44,8,3,4,4,2,1,1,4,0,3,3,1,9,1
2021년06월_계_총인구수,"166,754","8,888","30,186","5,380","9,700","2,405","3,627","3,537","5,046","5,113","15,505","11,737","24,776","22,728","18,126"
2021년06월_계_연령구간인구수,"166,754","8,888","30,186","5,380","9,700","2,405","3,627","3,537","5,046","5,113","15,505","11,737","24,776","22,728","18,126"
2021년06월_계_0~9세,"15,015",304,"3,833",161,391,57,102,91,150,175,"1,383","1,076","2,474","2,873","1,945"
2021년06월_계_10~19세,"15,713",577,"2,635",278,485,88,181,190,315,309,"1,785",979,"2,539","2,625","2,727"
2021년06월_계_20~29세,"16,003",659,"2,287",385,903,136,290,215,353,391,"1,395",990,"3,444","2,374","2,181"
2021년06월_계_30~39세,"22,265",667,"5,249",279,"1,095",129,203,227,259,307,"1,537","1,864","4,482","3,608","2,359"
2021년06월_계_40~49세,"26,908","1,094","5,449",528,"1,348",196,316,360,508,579,"2,578","2,017","4,350","4,032","3,553"
2021년06월_계_50~59세,"26,054","1,524","4,496",911,"1,913",333,582,628,937,829,"2,477","1,857","3,527","3,228","2,812"
2021년06월_계_60~69세,"22,182","1,815","3,391","1,256","1,850",630,857,847,"1,095","1,107","2,163","1,464","2,199","2,155","1,353"
2021년06월_계_70~79세,"13,247","1,293","1,701",858,991,490,606,566,773,805,"1,306",865,"1,162","1,113",718
2021년06월_계_80~89세,"8,149",824,"1,008",623,626,300,420,351,564,539,773,546,527,631,417
2021년06월_계_90~99세,"1,167",124,135,97,92,43,69,61,88,71,104,75,71,78,59
2021년06월_계_100세 이상,51,7,2,4,6,3,1,1,4,1,4,4,1,11,2
2021년06월_남_총인구수,"88,637","4,673","16,746","2,751","5,734","1,205","1,857","1,817","2,542","2,571","7,885","6,722","13,214","11,580","9,340"
2021년06월_남_연령구간인구수,"88,637","4,673","16,746","2,751","5,734","1,205","1,857","1,817","2,542","2,571","7,885","6,722","13,214","11,580","9,340"
2021년06월_남_0~9세,"7,632",164,"1,980",86,205,38,42,42,66,79,695,520,"1,246","1,490",979
2021년06월_남_10~19세,"8,254",321,"1,389",143,259,46,92,100,171,168,910,508,"1,334","1,373","1,440"
2021년06월_남_20~29세,"9,334",392,"1,333",214,626,83,175,136,194,240,796,637,"1,980","1,278","1,250"
2021년06월_남_30~39세,"12,756",411,"2,954",158,755,81,125,130,150,174,798,"1,219","2,664","1,893","1,244"
2021년06월_남_40~49세,"15,138",663,"3,324",312,933,124,177,218,301,334,"1,371","1,269","2,312","2,066","1,734"
2021년06월_남_50~59세,"14,684",878,"2,708",524,"1,215",171,321,346,514,449,"1,366","1,144","1,832","1,702","1,514"
2021년06월_남_60~69세,"11,397",888,"1,841",641,"1,025",306,450,422,546,562,"1,072",804,"1,119","1,048",673
2021년06월_남_70~79세,"6,238",611,838,411,466,235,299,291,383,358,585,393,518,507,343
2021년06월_남_80~89세,"2,906",311,340,237,228,110,163,120,191,183,270,208,192,212,141
2021년06월_남_90~99세,290,34,39,25,20,10,13,12,26,23,21,20,17,9,21
2021년06월_남_100세 이상,8,0,0,0,2,1,0,0,0,1,1,0,0,2,1
2021년06월_여_총인구수,"78,117","4,215","13,440","2,629","3,966","1,200","1,770","1,720","2,504","2,542","7,620","5,015","11,562","11,148","8,786"
2021년06월_여_연령구간인구수,"78,117","4,215","13,440","2,629","3,966","1,200","1,770","1,720","2,504","2,542","7,620","5,015","11,562","11,148","8,786"
2021년06월_여_0~9세,"7,383",140,"1,853",75,186,19,60,49,84,96,688,556,"1,228","1,383",966
2021년06월_여_10~19세,"7,459",256,"1,246",135,226,42,89,90,144,141,875,471,"1,205","1,252","1,287"
2021년06월_여_20~29세,"6,669",267,954,171,277,53,115,79,159,151,599,353,"1,464","1,096",931
2021년06월_여_30~39세,"9,509",256,"2,295",121,340,48,78,97,109,133,739,645,"1,818","1,715","1,115"
2021년06월_여_40~49세,"11,770",431,"2,125",216,415,72,139,142,207,245,"1,207",748,"2,038","1,966","1,819"
2021년06월_여_50~59세,"11,370",646,"1,788",387,698,162,261,282,423,380,"1,111",713,"1,695","1,526","1,298"
2021년06월_여_60~69세,"10,785",927,"1,550",615,825,324,407,425,549,545,"1,091",660,"1,080","1,107",680
2021년06월_여_70~79세,"7,009",682,863,447,525,255,307,275,390,447,721,472,644,606,375
2021년06월_여_80~89세,"5,243",513,668,386,398,190,257,231,373,356,503,338,335,419,276
2021년06월_여_90~99세,877,90,96,72,72,33,56,49,62,48,83,55,54,69,38
2021년06월_여_100세 이상,43,7,2,4,4,2,1,1,4,0,3,4,1,9,1
2021년07월_계_총인구수,"166,937","8,880","30,268","5,381","9,692","2,416","3,624","3,535","5,029","5,101","15,476","11,728","24,817","22,878","18,112"
2021년07월_계_연령구간인구수,"166,937","8,880","30,268","5,381","9,692","2,416","3,624","3,535","5,029","5,101","15,476","11,728","24,817","22,878","18,112"
2021년07월_계_0~9세,"14,941",303,"3,808",159,387,58,104,93,150,173,"1,366","1,075","2,445","2,890","1,930"
2021년07월_계_10~19세,"15,722",572,"2,674",275,477,89,179,189,305,309,"1,793",974,"2,546","2,637","2,703"
2021년07월_계_20~29세,"16,036",662,"2,268",385,908,134,288,216,346,390,"1,387",989,"3,474","2,404","2,185"
2021년07월_계_30~39세,"22,161",659,"5,223",281,"1,092",130,203,221,264,304,"1,526","1,851","4,450","3,615","2,342"
2021년07월_계_40~49세,"26,952","1,091","5,511",521,"1,336",199,315,353,497,574,"2,569","2,020","4,372","4,050","3,544"
2021년07월_계_50~59세,"26,125","1,516","4,499",912,"1,933",338,582,635,932,819,"2,472","1,849","3,542","3,256","2,840"
2021년07월_계_60~69세,"22,317","1,826","3,422","1,263","1,837",628,859,838,"1,104","1,113","2,177","1,481","2,218","2,181","1,370"
2021년07월_계_70~79세,"13,287","1,293","1,704",861,"1,002",489,606,577,775,802,"1,306",861,"1,165","1,128",718
2021년07월_계_80~89세,"8,178",827,"1,022",625,623,305,418,350,565,547,771,547,531,628,419
2021년07월_계_90~99세,"1,167",124,135,94,91,43,69,63,87,69,106,77,73,77,59
2021년07월_계_100세 이상,51,7,2,5,6,3,1,0,4,1,3,4,1,12,2
2021년07월_남_총인구수,"88,753","4,671","16,785","2,753","5,725","1,213","1,858","1,819","2,534","2,567","7,873","6,721","13,246","11,647","9,341"
2021년07월_남_연령구간인구수,"88,753","4,671","16,785","2,753","5,725","1,213","1,858","1,819","2,534","2,567","7,873","6,721","13,246","11,647","9,341"
2021년07월_남_0~9세,"7,590",165,"1,964",85,198,38,44,43,67,78,690,521,"1,229","1,497",971
2021년07월_남_10~19세,"8,260",318,"1,409",142,255,47,89,100,162,169,913,508,"1,337","1,381","1,430"
2021년07월_남_20~29세,"9,376",393,"1,339",214,628,84,175,139,190,239,782,638,"2,014","1,285","1,256"
2021년07월_남_30~39세,"12,691",407,"2,935",157,753,80,122,125,154,177,792,"1,211","2,639","1,903","1,236"
2021년07월_남_40~49세,"15,154",660,"3,346",308,927,125,177,211,294,331,"1,366","1,270","2,338","2,069","1,732"
2021년07월_남_50~59세,"14,721",874,"2,715",524,"1,229",175,320,355,511,446,"1,366","1,142","1,825","1,714","1,525"
2021년07월_남_60~69세,"11,498",896,"1,854",647,"1,018",307,456,418,555,565,"1,087",813,"1,134","1,062",686
2021년07월_남_70~79세,"6,244",610,835,414,469,234,298,295,382,355,585,390,520,515,342
2021년07월_남_80~89세,"2,919",314,350,237,226,112,164,121,193,184,268,207,192,210,141
2021년07월_남_90~99세,291,34,38,24,20,10,13,12,26,22,23,21,18,9,21
2021년07월_남_100세 이상,9,0,0,1,2,1,0,0,0,1,1,0,0,2,1
2021년07월_여_총인구수,"78,184","4,209","13,483","2,628","3,967","1,203","1,766","1,716","2,495","2,534","7,603","5,007","11,571","11,231","8,771"
2021년07월_여_연령구간인구수,"78,184","4,209","13,483","2,628","3,967","1,203","1,766","1,716","2,495","2,534","7,603","5,007","11,571","11,231","8,771"
2021년07월_여_0~9세,"7,351",138,"1,844",74,189,20,60,50,83,95,676,554,"1,216","1,393",959
2021년07월_여_10~19세,"7,462",254,"1,265",133,222,42,90,89,143,140,880,466,"1,209","1,256","1,273"
2021년07월_여_20~29세,"6,660",269,929,171,280,50,113,77,156,151,605,351,"1,460","1,119",929
2021년07월_여_30~39세,"9,470",252,"2,288",124,339,50,81,96,110,127,734,640,"1,811","1,712","1,106"
2021년07월_여_40~49세,"11,798",431,"2,165",213,409,74,138,142,203,243,"1,203",750,"2,034","1,981","1,812"
2021년07월_여_50~59세,"11,404",642,"1,784",388,704,163,262,280,421,373,"1,106",707,"1,717","1,542","1,315"
2021년07월_여_60~69세,"10,819",930,"1,568",616,819,321,403,420,549,548,"1,090",668,"1,084","1,119",684
2021년07월_여_70~79세,"7,043",683,869,447,533,255,308,282,393,447,721,471,645,613,376
2021년07월_여_80~89세,"5,259",513,672,388,397,193,254,229,372,363,503,340,339,418,278
2021년07월_여_90~99세,876,90,97,70,71,33,56,51,61,47,83,56,55,68,38
2021년07월_여_100세 이상,42,7,2,4,4,2,1,0,4,0,2,4,1,10,1
2021년08월_계_총인구수,"166,805","8,861","30,321","5,359","9,680","2,413","3,626","3,532","5,034","5,085","15,440","11,699","24,782","22,954","18,019"
2021년08월_계_연령구간인구수,"166,805","8,861","30,321","5,359","9,680","2,413","3,626","3,532","5,034","5,085","15,440","11,699","24,782","22,954","18,019"
2021년08월_계_0~9세,"14,856",302,"3,788",155,380,59,104,91,153,171,"1,346","1,061","2,446","2,890","1,910"
2021년08월_계_10~19세,"15,738",560,"2,688",273,474,84,181,188,303,305,"1,809",978,"2,558","2,645","2,692"
2021년08월_계_20~29세,"15,943",651,"2,274",386,902,132,288,211,337,377,"1,374",985,"3,458","2,409","2,159"
2021년08월_계_30~39세,"22,022",661,"5,184",280,"1,084",129,205,224,266,303,"1,504","1,838","4,416","3,632","2,296"
2021년08월_계_40~49세,"26,905","1,090","5,519",522,"1,325",195,312,347,499,564,"2,562","2,014","4,359","4,058","3,539"
2021년08월_계_50~59세,"26,204","1,504","4,539",910,"1,951",341,584,638,929,825,"2,490","1,853","3,534","3,271","2,835"
2021년08월_계_60~69세,"22,415","1,841","3,450","1,258","1,847",635,860,841,"1,109","1,112","2,162","1,490","2,235","2,193","1,382"
2021년08월_계_70~79세,"13,309","1,292","1,720",860,998,488,603,578,778,807,"1,309",851,"1,167","1,139",719
2021년08월_계_80~89세,"8,184",824,"1,021",613,623,304,419,349,569,551,771,551,536,628,425
2021년08월_계_90~99세,"1,179",129,136,97,90,43,69,65,87,69,110,75,71,78,60
2021년08월_계_100세 이상,50,7,2,5,6,3,1,0,4,1,3,3,2,11,2
2021년08월_남_총인구수,"88,687","4,667","16,797","2,740","5,715","1,211","1,856","1,813","2,536","2,549","7,871","6,699","13,219","11,708","9,306"
2021년08월_남_연령구간인구수,"88,687","4,667","16,797","2,740","5,715","1,211","1,856","1,813","2,536","2,549","7,871","6,699","13,219","11,708","9,306"
2021년08월_남_0~9세,"7,551",167,"1,944",83,191,37,43,42,68,77,685,516,"1,225","1,506",967
2021년08월_남_10~19세,"8,278",314,"1,413",140,256,46,91,100,163,169,921,512,"1,339","1,390","1,424"
2021년08월_남_20~29세,"9,321",385,"1,344",214,623,81,174,135,184,232,779,632,"2,004","1,292","1,242"
2021년08월_남_30~39세,"12,609",408,"2,907",156,748,80,124,128,154,174,785,"1,200","2,615","1,917","1,213"
2021년08월_남_40~49세,"15,127",663,"3,349",307,914,123,178,206,295,323,"1,359","1,275","2,325","2,072","1,738"
2021년08월_남_50~59세,"14,779",863,"2,744",529,"1,238",176,318,354,509,449,"1,382","1,138","1,842","1,722","1,515"
2021년08월_남_60~69세,"11,548",910,"1,864",640,"1,031",310,456,420,559,561,"1,079",814,"1,140","1,067",697
2021년08월_남_70~79세,"6,261",607,844,413,470,235,298,297,382,360,587,385,517,520,346
2021년08월_남_80~89세,"2,913",312,352,233,223,112,161,119,195,182,270,207,193,212,142
2021년08월_남_90~99세,292,38,36,24,19,10,13,12,27,21,23,20,19,9,21
2021년08월_남_100세 이상,8,0,0,1,2,1,0,0,0,1,1,0,0,1,1
2021년08월_여_총인구수,"78,118","4,194","13,524","2,619","3,965","1,202","1,770","1,719","2,498","2,536","7,569","5,000","11,563","11,246","8,713"
2021년08월_여_연령구간인구수,"78,118","4,194","13,524","2,619","3,965","1,202","1,770","1,719","2,498","2,536","7,569","5,000","11,563","11,246","8,713"
2021년08월_여_0~9세,"7,305",135,"1,844",72,189,22,61,49,85,94,661,545,"1,221","1,384",943
2021년08월_여_10~19세,"7,460",246,"1,275",133,218,38,90,88,140,136,888,466,"1,219","1,255","1,268"
2021년08월_여_20~29세,"6,622",266,930,172,279,51,114,76,153,145,595,353,"1,454","1,117",917
2021년08월_여_30~39세,"9,413",253,"2,277",124,336,49,81,96,112,129,719,638,"1,801","1,715","1,083"
2021년08월_여_40~49세,"11,778",427,"2,170",215,411,72,134,141,204,241,"1,203",739,"2,034","1,986","1,801"
2021년08월_여_50~59세,"11,425",641,"1,795",381,713,165,266,284,420,376,"1,108",715,"1,692","1,549","1,320"
2021년08월_여_60~69세,"10,867",931,"1,586",618,816,325,404,421,550,551,"1,083",676,"1,095","1,126",685
2021년08월_여_70~79세,"7,048",685,876,447,528,253,305,281,396,447,722,466,650,619,373
2021년08월_여_80~89세,"5,271",512,669,380,400,192,258,230,374,369,501,344,343,416,283
2021년08월_여_90~99세,887,91,100,73,71,33,56,53,60,48,87,55,52,69,39
2021년08월_여_100세 이상,42,7,2,4,4,2,1,0,4,0,2,3,2,10,1
2021년09월_계_총인구수,"166,714","8,851","30,292","5,340","9,705","2,398","3,621","3,534","5,021","5,067","15,449","11,720","24,754","23,024","17,938"
2021년09월_계_연령구간인구수,"166,714","8,851","30,292","5,340","9,705","2,398","3,621","3,534","5,021","5,067","15,449","11,720","24,754","23,024","17,938"
2021년09월_계_0~9세,"14,771",300,"3,767",152,380,59,103,89,153,166,"1,339","1,053","2,421","2,908","1,881"
2021년09월_계_10~19세,"15,778",557,"2,709",273,477,82,177,186,297,303,"1,817",987,"2,575","2,652","2,686"
2021년09월_계_20~29세,"15,772",646,"2,227",376,903,130,283,210,339,377,"1,366",979,"3,423","2,387","2,126"
