카테고리,경상남도 사천시,경상남도 사천시 사천읍,경상남도 사천시 정동면,경상남도 사천시 사남면,경상남도 사천시 용현면,경상남도 사천시 축동면,경상남도 사천시 곤양면,경상남도 사천시 곤명면,경상남도 사천시 서포면,경상남도 사천시 동서동,경상남도 사천시 선구동,경상남도 사천시 동서금동,경상남도 사천시 벌용동,경상남도 사천시 향촌동,경상남도 사천시 남양동,경상남도 사천시 신수출장소
2021년01월_남_30~39세,"6,363","1,305",964,"1,234",440,58,104,73,92,273,252,358,662,311,231,6
2021년01월_남_40~49세,"9,414","1,715","1,190","1,635",678,103,206,171,212,402,379,514,"1,205",600,378,26
2021년01월_남_50~59세,"9,781","1,634","1,024","1,066",627,173,337,308,388,568,486,555,"1,443",696,450,26
2021년01월_남_60~69세,"8,020","1,005",636,639,593,218,387,330,376,664,471,497,"1,099",576,501,28
2021년01월_남_70~79세,"4,555",474,295,360,347,110,269,213,276,442,280,323,555,295,289,27
2021년01월_남_80~89세,"1,801",205,128,139,143,62,128,110,121,151,96,96,195,106,115,6
2021년01월_남_90~99세,125,17,12,10,13,6,12,7,5,8,5,6,7,9,8,0
2021년01월_남_100세 이상,9,1,0,0,1,0,1,1,1,0,0,2,0,1,1,0
2021년01월_여_총인구수,"55,020","8,610","6,479","7,444","3,789",756,"1,685","1,431","1,797","3,140","2,576","3,283","7,907","3,293","2,702",128
2021년01월_여_연령구간인구수,"55,020","8,610","6,479","7,444","3,789",756,"1,685","1,431","1,797","3,140","2,576","3,283","7,907","3,293","2,702",128
2021년01월_여_0~9세,"3,870",645,675,903,340,14,34,27,34,74,114,220,484,173,132,1
2021년01월_여_10~19세,"4,977",957,712,"1,017",285,20,64,35,67,148,132,224,810,292,212,2
2021년01월_여_20~29세,"4,339",942,633,583,221,48,97,56,91,154,165,236,680,271,159,3
2021년01월_여_30~39세,"5,442",994,894,"1,096",416,35,80,62,72,167,198,323,665,221,213,6
2021년01월_여_40~49세,"8,302","1,459","1,201","1,463",537,60,132,90,119,294,294,450,"1,326",532,339,6
2021년01월_여_50~59세,"8,671","1,429",927,822,572,109,271,226,292,507,482,551,"1,439",585,442,17
2021년01월_여_60~69세,"8,629","1,015",643,704,635,189,374,348,411,790,550,622,"1,219",575,521,33
2021년01월_여_70~79세,"6,088",645,438,470,431,130,331,295,351,630,384,428,790,365,363,37
2021년01월_여_80~89세,"3,985",438,294,327,291,135,262,252,299,316,226,197,441,226,258,23
2021년01월_여_90~99세,693,77,61,58,60,16,38,39,60,58,31,28,52,53,62,0
2021년01월_여_100세 이상,24,9,1,1,1,0,2,1,1,2,0,4,1,0,1,0
2021년02월_계_총인구수,"110,868","17,868","13,196","15,523","7,551","1,609","3,428","2,819","3,530","6,107","5,129","6,419","15,327","6,813","5,286",263
2021년02월_계_연령구간인구수,"110,868","17,868","13,196","15,523","7,551","1,609","3,428","2,819","3,530","6,107","5,129","6,419","15,327","6,813","5,286",263
2021년02월_계_0~9세,"8,034","1,348","1,408","1,922",629,38,86,68,73,158,231,430,"1,006",339,295,3
2021년02월_계_10~19세,"10,230","1,838","1,514","2,045",627,42,144,81,141,302,294,498,"1,650",627,420,7
2021년02월_계_20~29세,"10,624","2,254","1,464","1,541",512,120,268,145,238,385,466,540,"1,580",692,409,10
2021년02월_계_30~39세,"11,744","2,292","1,891","2,315",839,95,177,129,162,426,452,668,"1,315",528,443,12
2021년02월_계_40~49세,"17,661","3,160","2,408","3,091","1,219",161,336,258,330,691,666,966,"2,501","1,138",705,31
2021년02월_계_50~59세,"18,447","3,051","1,980","1,888","1,197",284,611,530,677,"1,068",960,"1,108","2,888","1,273",887,45
2021년02월_계_60~69세,"16,771","2,051","1,296","1,348","1,234",407,762,687,784,"1,465","1,030","1,126","2,337","1,158","1,025",61
2021년02월_계_70~79세,"10,674","1,120",737,830,784,241,597,513,635,"1,077",670,744,"1,348",663,651,64
2021년02월_계_80~89세,"5,826",649,421,472,436,199,395,359,422,468,323,296,642,333,381,30
2021년02월_계_90~99세,823,95,76,70,72,22,47,47,66,65,37,38,59,61,68,0
2021년02월_계_100세 이상,34,10,1,1,2,0,5,2,2,2,0,5,1,1,2,0
2021년02월_남_총인구수,"55,939","9,304","6,652","8,096","3,779",853,"1,755","1,397","1,736","2,982","2,556","3,150","7,451","3,507","2,588",133
2021년02월_남_연령구간인구수,"55,939","9,304","6,652","8,096","3,779",853,"1,755","1,397","1,736","2,982","2,556","3,150","7,451","3,507","2,588",133
2021년02월_남_0~9세,"4,170",704,722,"1,023",297,24,53,41,38,84,120,219,524,161,158,2
2021년02월_남_10~19세,"5,270",896,800,"1,023",341,22,81,49,73,159,161,272,848,330,210,5
2021년02월_남_20~29세,"6,371","1,332",831,973,298,73,174,95,151,235,300,312,910,423,257,7
2021년02월_남_30~39세,"6,346","1,305",984,"1,232",432,60,103,70,93,261,254,352,661,302,231,6
2021년02월_남_40~49세,"9,375","1,716","1,195","1,626",679,102,204,166,209,401,378,511,"1,189",604,370,25
2021년02월_남_50~59세,"9,789","1,622","1,038","1,070",627,175,340,306,387,568,477,556,"1,454",694,448,27
2021년02월_남_60~69세,"8,085","1,028",643,638,596,218,388,339,377,670,477,503,"1,100",580,500,28
2021년02월_남_70~79세,"4,579",477,296,361,351,111,269,213,280,443,289,318,560,295,290,26
2021년02월_남_80~89세,"1,818",206,130,140,144,62,130,110,121,153,95,98,198,107,117,7
2021년02월_남_90~99세,127,17,13,10,13,6,12,7,6,8,5,7,7,10,6,0
2021년02월_남_100세 이상,9,1,0,0,1,0,1,1,1,0,0,2,0,1,1,0
2021년02월_여_총인구수,"54,929","8,564","6,544","7,427","3,772",756,"1,673","1,422","1,794","3,125","2,573","3,269","7,876","3,306","2,698",130
2021년02월_여_연령구간인구수,"54,929","8,564","6,544","7,427","3,772",756,"1,673","1,422","1,794","3,125","2,573","3,269","7,876","3,306","2,698",130
2021년02월_여_0~9세,"3,864",644,686,899,332,14,33,27,35,74,111,211,482,178,137,1
2021년02월_여_10~19세,"4,960",942,714,"1,022",286,20,63,32,68,143,133,226,802,297,210,2
2021년02월_여_20~29세,"4,253",922,633,568,214,47,94,50,87,150,166,228,670,269,152,3
2021년02월_여_30~39세,"5,398",987,907,"1,083",407,35,74,59,69,165,198,316,654,226,212,6
2021년02월_여_40~49세,"8,286","1,444","1,213","1,465",540,59,132,92,121,290,288,455,"1,312",534,335,6
2021년02월_여_50~59세,"8,658","1,429",942,818,570,109,271,224,290,500,483,552,"1,434",579,439,18
2021년02월_여_60~69세,"8,686","1,023",653,710,638,189,374,348,407,795,553,623,"1,237",578,525,33
2021년02월_여_70~79세,"6,095",643,441,469,433,130,328,300,355,634,381,426,788,368,361,38
2021년02월_여_80~89세,"4,008",443,291,332,292,137,265,249,301,315,228,198,444,226,264,23
2021년02월_여_90~99세,696,78,63,60,59,16,35,40,60,57,32,31,52,51,62,0
2021년02월_여_100세 이상,25,9,1,1,1,0,4,1,1,2,0,3,1,0,1,0
2021년03월_계_총인구수,"110,501","17,743","13,245","15,514","7,550","1,596","3,416","2,823","3,490","6,071","5,087","6,412","15,224","6,799","5,270",261
2021년03월_계_연령구간인구수,"110,501","17,743","13,245","15,514","7,550","1,596","3,416","2,823","3,490","6,071","5,087","6,412","15,224","6,799","5,270",261
2021년03월_계_0~9세,"7,990","1,336","1,413","1,908",636,38,85,69,75,163,223,433,983,335,290,3
2021년03월_계_10~19세,"10,154","1,811","1,510","2,043",630,41,143,78,137,292,296,499,"1,636",614,417,7
2021년03월_계_20~29세,"10,597","2,249","1,471","1,551",514,118,260,147,232,383,461,534,"1,561",698,409,9
2021년03월_계_30~39세,"11,629","2,268","1,905","2,283",826,91,180,126,157,419,438,665,"1,295",526,438,12
2021년03월_계_40~49세,"17,581","3,138","2,411","3,112","1,222",159,337,258,319,690,654,956,"2,465","1,139",691,30
2021년03월_계_50~59세,"18,382","3,022","1,987","1,892","1,181",278,608,530,670,"1,051",960,"1,112","2,874","1,274",897,46
2021년03월_계_60~69세,"16,794","2,061","1,309","1,352","1,245",400,752,692,773,"1,460","1,028","1,127","2,354","1,159","1,020",62
2021년03월_계_70~79세,"10,684","1,119",739,832,787,246,603,511,628,"1,073",669,748,"1,347",666,653,63
2021년03월_계_80~89세,"5,843",646,423,470,432,203,395,364,429,474,323,297,644,329,385,29
2021년03월_계_90~99세,822,89,76,70,75,22,48,46,68,65,35,38,64,58,68,0
2021년03월_계_100세 이상,25,4,1,1,2,0,5,2,2,1,0,3,1,1,2,0
2021년03월_남_총인구수,"55,785","9,270","6,669","8,091","3,792",844,"1,750","1,401","1,721","2,967","2,534","3,134","7,394","3,508","2,578",132
2021년03월_남_연령구간인구수,"55,785","9,270","6,669","8,091","3,792",844,"1,750","1,401","1,721","2,967","2,534","3,134","7,394","3,508","2,578",132
2021년03월_남_0~9세,"4,151",699,723,"1,017",306,24,53,42,39,85,115,220,515,158,153,2
2021년03월_남_10~19세,"5,234",888,798,"1,022",341,22,78,48,70,153,162,272,835,330,210,5
2021년03월_남_20~29세,"6,346","1,331",830,982,298,70,170,96,150,234,293,311,895,421,259,6
2021년03월_남_30~39세,"6,288","1,293",991,"1,212",432,57,105,68,89,256,252,348,647,306,226,6
2021년03월_남_40~49세,"9,347","1,709","1,199","1,631",680,101,204,167,204,403,369,505,"1,179",604,367,25
2021년03월_남_50~59세,"9,758","1,611","1,039","1,077",626,171,340,303,381,562,477,558,"1,442",693,450,28
2021년03월_남_60~69세,"8,111","1,040",649,644,595,214,384,345,376,665,475,500,"1,118",582,496,28
2021년03월_남_70~79세,"4,593",479,298,356,355,115,272,214,280,446,290,317,555,298,292,26
2021년03월_남_80~89세,"1,822",204,129,140,145,64,130,110,124,155,96,95,201,106,117,6
2021년03월_남_90~99세,128,16,13,10,13,6,13,7,7,8,5,7,7,9,7,0
2021년03월_남_100세 이상,7,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0
2021년03월_여_총인구수,"54,716","8,473","6,576","7,423","3,758",752,"1,666","1,422","1,769","3,104","2,553","3,278","7,830","3,291","2,692",129
2021년03월_여_연령구간인구수,"54,716","8,473","6,576","7,423","3,758",752,"1,666","1,422","1,769","3,104","2,553","3,278","7,830","3,291","2,692",129
2021년03월_여_0~9세,"3,839",637,690,891,330,14,32,27,36,78,108,213,468,177,137,1
2021년03월_여_10~19세,"4,920",923,712,"1,021",289,19,65,30,67,139,134,227,801,284,207,2
2021년03월_여_20~29세,"4,251",918,641,569,216,48,90,51,82,149,168,223,666,277,150,3
2021년03월_여_30~39세,"5,341",975,914,"1,071",394,34,75,58,68,163,186,317,648,220,212,6
2021년03월_여_40~49세,"8,234","1,429","1,212","1,481",542,58,133,91,115,287,285,451,"1,286",535,324,5
2021년03월_여_50~59세,"8,624","1,411",948,815,555,107,268,227,289,489,483,554,"1,432",581,447,18
2021년03월_여_60~69세,"8,683","1,021",660,708,650,186,368,347,397,795,553,627,"1,236",577,524,34
2021년03월_여_70~79세,"6,091",640,441,476,432,131,331,297,348,627,379,431,792,368,361,37
2021년03월_여_80~89세,"4,021",442,294,330,287,139,265,254,305,319,227,202,443,223,268,23
2021년03월_여_90~99세,694,73,63,60,62,16,35,39,61,57,30,31,57,49,61,0
2021년03월_여_100세 이상,18,4,1,1,1,0,4,1,1,1,0,2,1,0,1,0
2021년04월_계_총인구수,"110,461","17,719","13,283","15,500","7,561","1,595","3,416","2,817","3,487","6,062","5,073","6,372","15,228","6,813","5,276",259
2021년04월_계_연령구간인구수,"110,461","17,719","13,283","15,500","7,561","1,595","3,416","2,817","3,487","6,062","5,073","6,372","15,228","6,813","5,276",259
2021년04월_계_0~9세,"7,960","1,338","1,409","1,913",632,37,84,69,76,158,223,429,970,330,289,3
2021년04월_계_10~19세,"10,164","1,806","1,528","2,032",629,42,146,79,133,290,297,495,"1,644",623,414,6
2021년04월_계_20~29세,"10,568","2,239","1,470","1,554",517,117,255,152,228,376,453,527,"1,566",696,408,10
2021년04월_계_30~39세,"11,550","2,249","1,894","2,277",821,88,182,125,154,414,427,655,"1,283",529,440,12
2021년04월_계_40~49세,"17,577","3,128","2,434","3,109","1,223",157,334,253,315,687,659,956,"2,464","1,134",695,29
2021년04월_계_50~59세,"18,327","3,023","1,992","1,899","1,184",279,596,522,660,"1,048",956,"1,094","2,866","1,278",888,42
2021년04월_계_60~69세,"16,862","2,068","1,311","1,345","1,256",403,764,689,791,"1,469","1,022","1,120","2,370","1,162","1,029",63
2021년04월_계_70~79세,"10,709","1,125",740,833,788,246,604,506,625,"1,072",674,757,"1,351",668,656,64
2021년04월_계_80~89세,"5,879",646,426,466,433,204,397,374,436,479,325,298,647,332,387,29
2021년04월_계_90~99세,840,93,78,71,76,22,49,46,67,68,37,38,66,60,68,1
2021년04월_계_100세 이상,25,4,1,1,2,0,5,2,2,1,0,3,1,1,2,0
2021년04월_남_총인구수,"55,738","9,243","6,679","8,086","3,792",843,"1,746","1,394","1,722","2,964","2,523","3,108","7,396","3,523","2,588",131
2021년04월_남_연령구간인구수,"55,738","9,243","6,679","8,086","3,792",843,"1,746","1,394","1,722","2,964","2,523","3,108","7,396","3,523","2,588",131
2021년04월_남_0~9세,"4,128",700,715,"1,023",302,24,52,42,39,81,118,214,506,157,153,2
2021년04월_남_10~19세,"5,251",886,808,"1,020",341,22,78,50,70,154,160,271,840,339,208,4
2021년04월_남_20~29세,"6,305","1,318",833,973,300,70,164,97,146,229,287,308,896,419,258,7
2021년04월_남_30~39세,"6,244","1,285",978,"1,214",428,54,106,66,87,253,245,342,642,309,229,6
2021년04월_남_40~49세,"9,335","1,703","1,213","1,628",682,98,200,164,203,404,368,501,"1,175",601,371,24
2021년04월_남_50~59세,"9,752","1,610","1,041","1,082",625,173,337,301,376,558,477,553,"1,443",702,448,26
2021년04월_남_60~69세,"8,140","1,039",648,642,599,218,391,342,385,672,475,496,"1,123",580,500,30
2021년04월_남_70~79세,"4,608",483,299,355,356,113,274,211,281,447,290,320,562,297,295,25
2021년04월_남_80~89세,"1,839",203,131,139,145,65,131,113,127,156,98,95,202,109,118,7
2021년04월_남_90~99세,129,16,13,10,13,6,12,7,7,10,5,7,7,9,7,0
2021년04월_남_100세 이상,7,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0
2021년04월_여_총인구수,"54,723","8,476","6,604","7,414","3,769",752,"1,670","1,423","1,765","3,098","2,550","3,264","7,832","3,290","2,688",128
2021년04월_여_연령구간인구수,"54,723","8,476","6,604","7,414","3,769",752,"1,670","1,423","1,765","3,098","2,550","3,264","7,832","3,290","2,688",128
2021년04월_여_0~9세,"3,832",638,694,890,330,13,32,27,37,77,105,215,464,173,136,1
2021년04월_여_10~19세,"4,913",920,720,"1,012",288,20,68,29,63,136,137,224,804,284,206,2
2021년04월_여_20~29세,"4,263",921,637,581,217,47,91,55,82,147,166,219,670,277,150,3
2021년04월_여_30~39세,"5,306",964,916,"1,063",393,34,76,59,67,161,182,313,641,220,211,6
2021년04월_여_40~49세,"8,242","1,425","1,221","1,481",541,59,134,89,112,283,291,455,"1,289",533,324,5
2021년04월_여_50~59세,"8,575","1,413",951,817,559,106,259,221,284,490,479,541,"1,423",576,440,16
2021년04월_여_60~69세,"8,722","1,029",663,703,657,185,373,347,406,797,547,624,"1,247",582,529,33
2021년04월_여_70~79세,"6,101",642,441,478,432,133,330,295,344,625,384,437,789,371,361,39
2021년04월_여_80~89세,"4,040",443,295,327,288,139,266,261,309,323,227,203,445,223,269,22
2021년04월_여_90~99세,711,77,65,61,63,16,37,39,60,58,32,31,59,51,61,1
2021년04월_여_100세 이상,18,4,1,1,1,0,4,1,1,1,0,2,1,0,1,0
2021년05월_계_총인구수,"110,371","17,694","13,362","15,465","7,552","1,590","3,409","2,823","3,487","6,015","5,056","6,380","15,197","6,817","5,266",258
2021년05월_계_연령구간인구수,"110,371","17,694","13,362","15,465","7,552","1,590","3,409","2,823","3,487","6,015","5,056","6,380","15,197","6,817","5,266",258
2021년05월_계_0~9세,"7,893","1,328","1,415","1,896",618,37,85,70,72,158,217,425,962,319,289,2
2021년05월_계_10~19세,"10,172","1,795","1,531","2,044",637,43,142,78,135,281,296,500,"1,637",638,408,7
2021년05월_계_20~29세,"10,572","2,224","1,487","1,532",515,115,259,147,223,376,449,534,"1,582",705,413,11
2021년05월_계_30~39세,"11,486","2,258","1,892","2,245",808,88,182,129,156,409,423,651,"1,275",521,437,12
2021년05월_계_40~49세,"17,534","3,118","2,443","3,118","1,229",154,331,253,313,677,649,951,"2,445","1,136",689,28
2021년05월_계_50~59세,"18,276","3,017","2,011","1,904","1,174",273,585,520,653,"1,038",958,"1,104","2,850","1,269",879,41
2021년05월_계_60~69세,"16,968","2,087","1,329","1,356","1,268",405,774,694,802,"1,461","1,028","1,124","2,374","1,163","1,040",63
2021년05월_계_70~79세,"10,726","1,128",740,836,791,248,600,509,629,"1,067",672,758,"1,357",672,654,65
2021년05월_계_80~89세,"5,880",644,432,462,436,205,398,374,434,480,326,293,647,334,386,29
2021년05월_계_90~99세,842,91,81,71,74,22,50,47,68,67,38,38,67,59,69,0
2021년05월_계_100세 이상,22,4,1,1,2,0,3,2,2,1,0,2,1,1,2,0
2021년05월_남_총인구수,"55,696","9,243","6,703","8,066","3,789",836,"1,746","1,402","1,720","2,947","2,511","3,110","7,377","3,533","2,582",131
2021년05월_남_연령구간인구수,"55,696","9,243","6,703","8,066","3,789",836,"1,746","1,402","1,720","2,947","2,511","3,110","7,377","3,533","2,582",131
2021년05월_남_0~9세,"4,087",700,715,"1,013",291,24,53,42,38,83,115,211,496,152,153,1
2021년05월_남_10~19세,"5,260",883,804,"1,027",348,22,76,50,70,148,160,275,836,350,206,5
2021년05월_남_20~29세,"6,325","1,316",842,962,301,68,166,94,141,228,286,311,912,430,260,8
2021년05월_남_30~39세,"6,194","1,289",978,"1,190",418,53,106,69,88,252,240,339,636,303,227,6
2021년05월_남_40~49세,"9,318","1,700","1,215","1,632",691,95,196,165,202,401,362,498,"1,163",605,370,23
2021년05월_남_50~59세,"9,717","1,604","1,044","1,089",620,169,335,301,373,558,477,558,"1,434",691,438,26
2021년05월_남_60~69세,"8,209","1,051",657,645,604,222,397,346,390,668,480,502,"1,130",582,505,30
2021년05월_남_70~79세,"4,608",484,305,357,356,112,272,213,282,443,284,317,565,299,294,25
2021년05월_남_80~89세,"1,842",201,130,141,146,64,131,114,128,157,100,93,198,111,121,7
2021년05월_남_90~99세,130,15,13,10,13,7,13,7,7,9,7,6,7,9,7,0
2021년05월_남_100세 이상,6,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0
2021년05월_여_총인구수,"54,675","8,451","6,659","7,399","3,763",754,"1,663","1,421","1,767","3,068","2,545","3,270","7,820","3,284","2,684",127
2021년05월_여_연령구간인구수,"54,675","8,451","6,659","7,399","3,763",754,"1,663","1,421","1,767","3,068","2,545","3,270","7,820","3,284","2,684",127
2021년05월_여_0~9세,"3,806",628,700,883,327,13,32,28,34,75,102,214,466,167,136,1
2021년05월_여_10~19세,"4,912",912,727,"1,017",289,21,66,28,65,133,136,225,801,288,202,2
2021년05월_여_20~29세,"4,247",908,645,570,214,47,93,53,82,148,163,223,670,275,153,3
2021년05월_여_30~39세,"5,292",969,914,"1,055",390,35,76,60,68,157,183,312,639,218,210,6
2021년05월_여_40~49세,"8,216","1,418","1,228","1,486",538,59,135,88,111,276,287,453,"1,282",531,319,5
2021년05월_여_50~59세,"8,559","1,413",967,815,554,104,250,219,280,480,481,546,"1,416",578,441,15
2021년05월_여_60~69세,"8,759","1,036",672,711,664,183,377,348,412,793,548,622,"1,244",581,535,33
2021년05월_여_70~79세,"6,118",644,435,479,435,136,328,296,347,624,388,441,792,373,360,40
2021년05월_여_80~89세,"4,038",443,302,321,290,141,267,260,306,323,226,200,449,223,265,22
2021년05월_여_90~99세,712,76,68,61,61,15,37,40,61,58,31,32,60,50,62,0
2021년05월_여_100세 이상,16,4,1,1,1,0,2,1,1,1,0,2,1,0,1,0
2021년06월_계_총인구수,"110,414","17,688","13,424","15,466","7,526","1,596","3,413","2,805","3,488","5,967","5,017","6,353","15,428","6,770","5,216",257
2021년06월_계_연령구간인구수,"110,414","17,688","13,424","15,466","7,526","1,596","3,413","2,805","3,488","5,967","5,017","6,353","15,428","6,770","5,216",257
2021년06월_계_0~9세,"7,875","1,322","1,425","1,888",611,36,85,69,71,159,213,419,978,310,287,2
2021년06월_계_10~19세,"10,177","1,790","1,539","2,047",648,45,141,77,135,288,297,495,"1,641",631,396,7
2021년06월_계_20~29세,"10,586","2,213","1,491","1,537",511,111,258,148,220,370,442,533,"1,623",708,411,10
2021년06월_계_30~39세,"11,447","2,249","1,908","2,233",795,91,180,129,154,398,411,636,"1,310",511,429,13
2021년06월_계_40~49세,"17,529","3,110","2,442","3,116","1,227",150,330,247,319,667,644,951,"2,485","1,130",683,28
2021년06월_계_50~59세,"18,196","3,016","2,010","1,897","1,162",270,587,510,648,"1,009",953,"1,102","2,874","1,260",860,38
2021년06월_계_60~69세,"17,093","2,111","1,346","1,376","1,273",415,776,692,806,"1,463","1,020","1,122","2,436","1,157","1,034",66
2021년06월_계_70~79세,"10,731","1,128",746,835,791,250,600,512,629,"1,064",670,758,"1,360",666,658,64
2021년06월_계_80~89세,"5,908",651,435,465,434,204,399,373,436,481,330,298,655,336,382,29
2021년06월_계_90~99세,849,94,81,71,72,24,54,46,68,67,37,36,65,60,74,0
2021년06월_계_100세 이상,23,4,1,1,2,0,3,2,2,1,0,3,1,1,2,0
2021년06월_남_총인구수,"55,729","9,235","6,740","8,058","3,769",837,"1,747","1,395","1,724","2,920","2,490","3,097","7,511","3,513","2,562",131
2021년06월_남_연령구간인구수,"55,729","9,235","6,740","8,058","3,769",837,"1,747","1,395","1,724","2,920","2,490","3,097","7,511","3,513","2,562",131
2021년06월_남_0~9세,"4,071",688,717,"1,009",284,23,53,41,38,84,111,209,507,150,156,1
2021년06월_남_10~19세,"5,271",884,812,"1,028",354,23,76,49,69,152,159,269,838,352,201,5
2021년06월_남_20~29세,"6,333","1,311",844,966,297,65,166,95,141,225,281,312,942,427,254,7
2021년06월_남_30~39세,"6,180","1,297",989,"1,174",408,55,105,69,87,244,238,331,656,295,225,7
2021년06월_남_40~49세,"9,325","1,693","1,215","1,635",692,93,195,161,204,395,359,499,"1,186",605,370,23
2021년06월_남_50~59세,"9,680","1,603","1,046","1,089",612,167,334,297,370,543,476,556,"1,444",691,427,25
2021년06월_남_60~69세,"8,276","1,057",664,651,610,228,400,345,396,669,476,504,"1,159",579,507,31
2021년06월_남_70~79세,"4,609",484,311,354,353,112,274,215,283,444,281,316,572,292,293,25
2021년06월_남_80~89세,"1,841",203,128,142,146,64,129,115,127,154,102,95,199,111,119,7
2021년06월_남_90~99세,137,15,14,10,12,7,14,7,8,10,7,6,8,10,9,0
2021년06월_남_100세 이상,6,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0
2021년06월_여_총인구수,"54,685","8,453","6,684","7,408","3,757",759,"1,666","1,410","1,764","3,047","2,527","3,256","7,917","3,257","2,654",126
2021년06월_여_연령구간인구수,"54,685","8,453","6,684","7,408","3,757",759,"1,666","1,410","1,764","3,047","2,527","3,256","7,917","3,257","2,654",126
2021년06월_여_0~9세,"3,804",634,708,879,327,13,32,28,33,75,102,210,471,160,131,1
2021년06월_여_10~19세,"4,906",906,727,"1,019",294,22,65,28,66,136,138,226,803,279,195,2
2021년06월_여_20~29세,"4,253",902,647,571,214,46,92,53,79,145,161,221,681,281,157,3
2021년06월_여_30~39세,"5,267",952,919,"1,059",387,36,75,60,67,154,173,305,654,216,204,6
2021년06월_여_40~49세,"8,204","1,417","1,227","1,481",535,57,135,86,115,272,285,452,"1,299",525,313,5
2021년06월_여_50~59세,"8,516","1,413",964,808,550,103,253,213,278,466,477,546,"1,430",569,433,13
2021년06월_여_60~69세,"8,817","1,054",682,725,663,187,376,347,410,794,544,618,"1,277",578,527,35
2021년06월_여_70~79세,"6,122",644,435,481,438,138,326,297,346,620,389,442,788,374,365,39
2021년06월_여_80~89세,"4,067",448,307,323,288,140,270,258,309,327,228,203,456,225,263,22
2021년06월_여_90~99세,712,79,67,61,60,17,40,39,60,57,30,30,57,50,65,0
2021년06월_여_100세 이상,17,4,1,1,1,0,2,1,1,1,0,3,1,0,1,0
2021년07월_계_총인구수,"110,338","17,694","13,468","15,440","7,475","1,587","3,397","2,804","3,464","5,919","4,962","6,353","15,567","6,763","5,188",257
2021년07월_계_연령구간인구수,"110,338","17,694","13,468","15,440","7,475","1,587","3,397","2,804","3,464","5,919","4,962","6,353","15,567","6,763","5,188",257
2021년07월_계_0~9세,"7,834","1,312","1,414","1,875",603,35,86,71,69,157,204,419,994,306,287,2
2021년07월_계_10~19세,"10,184","1,795","1,552","2,057",644,46,142,73,134,280,295,498,"1,647",625,389,7
2021년07월_계_20~29세,"10,543","2,220","1,491","1,516",505,108,251,143,218,368,437,526,"1,642",699,409,10
2021년07월_계_30~39세,"11,396","2,242","1,914","2,217",774,89,179,128,152,389,399,634,"1,329",516,421,13
2021년07월_계_40~49세,"17,494","3,114","2,444","3,116","1,231",149,323,243,313,657,635,948,"2,501","1,114",678,28
2021년07월_계_50~59세,"18,185","3,012","2,031","1,901","1,146",267,576,513,639,"1,000",936,"1,105","2,898","1,271",851,39
2021년07월_계_60~69세,"17,156","2,119","1,353","1,391","1,272",418,782,690,804,"1,458","1,020","1,124","2,460","1,161","1,039",65
2021년07월_계_70~79세,"10,730","1,127",748,829,789,248,599,520,623,"1,062",671,763,"1,359",671,657,64
2021년07월_계_80~89세,"5,932",654,432,467,435,202,401,374,439,481,327,299,672,340,381,28
2021년07월_계_90~99세,859,95,87,70,74,25,55,47,71,66,38,34,64,59,73,1
2021년07월_계_100세 이상,25,4,2,1,2,0,3,2,2,1,0,3,1,1,3,0
2021년07월_남_총인구수,"55,697","9,245","6,759","8,049","3,739",830,"1,741","1,398","1,710","2,902","2,452","3,093","7,586","3,510","2,553",130
2021년07월_남_연령구간인구수,"55,697","9,245","6,759","8,049","3,739",830,"1,741","1,398","1,710","2,902","2,452","3,093","7,586","3,510","2,553",130
2021년07월_남_0~9세,"4,049",682,712,"1,007",279,22,54,41,37,83,103,208,519,149,152,1
2021년07월_남_10~19세,"5,274",887,819,"1,033",353,24,76,45,69,148,157,272,839,348,199,5
2021년07월_남_20~29세,"6,319","1,320",846,953,294,64,164,96,140,223,278,305,953,423,253,7
2021년07월_남_30~39세,"6,149","1,290",992,"1,166",396,55,102,69,87,243,227,328,673,295,219,7
2021년07월_남_40~49세,"9,298","1,698","1,213","1,636",694,92,194,158,197,394,353,495,"1,186",597,368,23
2021년07월_남_50~59세,"9,666","1,602","1,056","1,087",600,164,323,298,367,540,463,559,"1,455",702,425,25
2021년07월_남_60~69세,"8,334","1,062",666,663,606,229,411,351,395,666,479,508,"1,173",582,512,31
2021년07월_남_70~79세,"4,611",485,313,351,358,111,275,218,279,442,282,315,575,290,293,24
2021년07월_남_80~89세,"1,857",205,129,144,145,63,128,114,130,154,102,97,205,113,121,7
2021년07월_남_90~99세,134,14,13,9,13,6,13,7,8,9,8,6,8,10,10,0
2021년07월_남_100세 이상,6,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0
2021년07월_여_총인구수,"54,641","8,449","6,709","7,391","3,736",757,"1,656","1,406","1,754","3,017","2,510","3,260","7,981","3,253","2,635",127
2021년07월_여_연령구간인구수,"54,641","8,449","6,709","7,391","3,736",757,"1,656","1,406","1,754","3,017","2,510","3,260","7,981","3,253","2,635",127
2021년07월_여_0~9세,"3,785",630,702,868,324,13,32,30,32,74,101,211,475,157,135,1
2021년07월_여_10~19세,"4,910",908,733,"1,024",291,22,66,28,65,132,138,226,808,277,190,2
