카테고리,경기도 안성시,경기도 안성시 공도읍,경기도 안성시 보개면,경기도 안성시 금광면,경기도 안성시 서운면,경기도 안성시 미양면,경기도 안성시 대덕면,경기도 안성시 양성면,경기도 안성시 원곡면,경기도 안성시 일죽면,경기도 안성시 죽산면,경기도 안성시 삼죽면,경기도 안성시 고삼면,경기도 안성시 안성1동,경기도 안성시 안성2동,경기도 안성시 안성3동
2021년08월_여_0~9세,"6,500","2,790",81,167,36,97,596,64,165,134,107,39,21,354,985,864
2021년08월_여_10~19세,"8,845","3,684",113,312,65,126,521,140,169,238,254,262,37,497,"1,244","1,183"
2021년08월_여_20~29세,"10,332","3,282",196,323,109,205,870,190,304,296,309,234,86,733,"1,734","1,461"
2021년08월_여_30~39세,"10,330","3,946",170,297,97,206,"1,015",158,366,238,196,93,54,621,"1,575","1,298"
2021년08월_여_40~49세,"14,032","5,924",216,469,133,269,"1,024",230,354,332,313,133,69,803,"1,963","1,800"
2021년08월_여_50~59세,"14,858","4,403",455,629,285,491,978,443,546,604,588,300,171,"1,063","1,940","1,962"
2021년08월_여_60~69세,"13,462","3,063",558,732,369,579,963,575,472,875,714,383,244,"1,054","1,479","1,402"
2021년08월_여_70~79세,"7,457","1,664",374,406,240,356,458,337,246,495,443,241,121,599,733,744
2021년08월_여_80~89세,"5,011",943,296,296,205,298,275,297,168,364,326,192,103,381,420,447
2021년08월_여_90~99세,871,145,59,58,31,50,55,81,24,74,47,24,26,79,58,60
2021년08월_여_100세 이상,32,5,4,1,1,2,1,4,0,4,2,1,2,2,0,3
2021년09월_계_총인구수,"189,747","60,313","5,369","7,376","3,332","5,918","15,463","5,280","6,486","7,708","7,007","3,807","1,951","12,391","24,787","22,559"
2021년09월_계_연령구간인구수,"189,747","60,313","5,369","7,376","3,332","5,918","15,463","5,280","6,486","7,708","7,007","3,807","1,951","12,391","24,787","22,559"
2021년09월_계_0~9세,"13,354","5,656",170,368,82,200,"1,294",134,379,274,216,72,44,683,"2,038","1,744"
2021년09월_계_10~19세,"18,158","7,571",286,614,140,271,"1,084",270,386,528,487,397,82,"1,003","2,569","2,470"
2021년09월_계_20~29세,"23,263","7,073",492,733,286,553,"2,128",453,790,680,708,473,204,"1,586","3,802","3,302"
2021년09월_계_30~39세,"22,874","8,306",415,622,235,545,"2,484",388,948,605,522,266,133,"1,335","3,371","2,699"
2021년09월_계_40~49세,"30,159","12,082",533,982,334,724,"2,635",543,935,821,757,335,173,"1,694","4,084","3,527"
2021년09월_계_50~59세,"31,730","9,167","1,006","1,329",654,"1,097","2,354","1,021","1,207","1,329","1,392",657,369,"2,193","3,991","3,964"
2021년09월_계_60~69세,"27,452","5,889","1,242","1,484",786,"1,299","2,037","1,266","1,061","1,808","1,537",804,501,"2,071","2,918","2,749"
2021년09월_계_70~79세,"13,789","2,969",689,705,450,699,915,639,484,976,807,468,238,"1,103","1,309","1,338"
2021년09월_계_80~89세,"7,817","1,413",457,466,323,461,467,459,253,589,518,303,173,623,630,682
2021년09월_계_90~99세,"1,111",180,75,71,41,66,64,103,43,93,60,31,32,96,75,81
2021년09월_계_100세 이상,40,7,4,2,1,3,1,4,0,5,3,1,2,4,0,3
2021년09월_남_총인구수,"97,955","30,470","2,833","3,669","1,764","3,230","8,669","2,756","3,656","4,059","3,737","1,949","1,019","6,221","12,597","11,326"
2021년09월_남_연령구간인구수,"97,955","30,470","2,833","3,669","1,764","3,230","8,669","2,756","3,656","4,059","3,737","1,949","1,019","6,221","12,597","11,326"
2021년09월_남_0~9세,"6,885","2,880",89,196,46,102,703,69,217,142,109,34,23,337,"1,057",881
2021년09월_남_10~19세,"9,441","3,904",172,305,76,149,563,131,221,304,258,178,45,506,"1,332","1,297"
2021년09월_남_20~29세,"12,882","3,812",294,411,178,343,"1,219",261,476,383,398,244,117,867,"2,049","1,830"
2021년09월_남_30~39세,"12,527","4,326",243,320,140,340,"1,490",227,581,371,330,171,80,712,"1,789","1,407"
2021년09월_남_40~49세,"16,150","6,179",314,513,200,451,"1,596",319,579,489,445,202,105,901,"2,121","1,736"
2021년09월_남_50~59세,"16,799","4,746",548,699,372,608,"1,368",573,654,727,799,359,197,"1,127","2,035","1,987"
2021년09월_남_60~69세,"13,895","2,802",680,744,411,718,"1,072",685,586,919,820,417,261,"1,009","1,427","1,344"
2021년09월_남_70~79세,"6,342","1,314",319,298,214,340,460,306,239,488,369,226,116,500,566,587
2021년09월_남_80~89세,"2,799",473,161,168,117,165,188,165,87,217,194,113,70,241,202,238
2021년09월_남_90~99세,228,32,13,14,10,13,10,20,16,18,14,5,5,20,19,19
2021년09월_남_100세 이상,7,2,0,1,0,1,0,0,0,1,1,0,0,1,0,0
2021년09월_여_총인구수,"91,792","29,843","2,536","3,707","1,568","2,688","6,794","2,524","2,830","3,649","3,270","1,858",932,"6,170","12,190","11,233"
2021년09월_여_연령구간인구수,"91,792","29,843","2,536","3,707","1,568","2,688","6,794","2,524","2,830","3,649","3,270","1,858",932,"6,170","12,190","11,233"
2021년09월_여_0~9세,"6,469","2,776",81,172,36,98,591,65,162,132,107,38,21,346,981,863
2021년09월_여_10~19세,"8,717","3,667",114,309,64,122,521,139,165,224,229,219,37,497,"1,237","1,173"
2021년09월_여_20~29세,"10,381","3,261",198,322,108,210,909,192,314,297,310,229,87,719,"1,753","1,472"
2021년09월_여_30~39세,"10,347","3,980",172,302,95,205,994,161,367,234,192,95,53,623,"1,582","1,292"
2021년09월_여_40~49세,"14,009","5,903",219,469,134,273,"1,039",224,356,332,312,133,68,793,"1,963","1,791"
2021년09월_여_50~59세,"14,931","4,421",458,630,282,489,986,448,553,602,593,298,172,"1,066","1,956","1,977"
2021년09월_여_60~69세,"13,557","3,087",562,740,375,581,965,581,475,889,717,387,240,"1,062","1,491","1,405"
2021년09월_여_70~79세,"7,447","1,655",370,407,236,359,455,333,245,488,438,242,122,603,743,751
2021년09월_여_80~89세,"5,018",940,296,298,206,296,279,294,166,372,324,190,103,382,428,444
2021년09월_여_90~99세,883,148,62,57,31,53,54,83,27,75,46,26,27,76,56,62
2021년09월_여_100세 이상,33,5,4,1,1,2,1,4,0,4,2,1,2,3,0,3
2021년10월_계_총인구수,"189,732","60,305","5,368","7,370","3,335","5,941","15,453","5,257","6,510","7,626","7,020","3,770","1,952","12,387","24,840","22,598"
2021년10월_계_연령구간인구수,"189,732","60,305","5,368","7,370","3,335","5,941","15,453","5,257","6,510","7,626","7,020","3,770","1,952","12,387","24,840","22,598"
2021년10월_계_0~9세,"13,297","5,620",165,363,82,201,"1,277",131,380,269,221,72,48,680,"2,020","1,768"
2021년10월_계_10~19세,"18,013","7,538",292,608,139,266,"1,080",262,388,486,477,341,81,"1,004","2,577","2,474"
2021년10월_계_20~29세,"23,260","7,092",492,737,285,559,"2,119",454,787,675,712,481,201,"1,576","3,803","3,287"
2021년10월_계_30~39세,"22,791","8,249",414,618,232,550,"2,481",375,947,594,523,271,138,"1,334","3,373","2,692"
2021년10월_계_40~49세,"30,150","12,084",527,980,340,728,"2,639",537,924,814,756,332,175,"1,678","4,106","3,530"
2021년10월_계_50~59세,"31,811","9,216","1,004","1,326",655,"1,094","2,354","1,024","1,221","1,320","1,398",657,368,"2,215","4,003","3,956"
2021년10월_계_60~69세,"27,580","5,916","1,248","1,495",784,"1,307","2,049","1,270","1,075","1,808","1,540",812,497,"2,067","2,936","2,776"
2021년10월_계_70~79세,"13,838","2,979",692,700,447,706,918,642,492,977,814,469,240,"1,108","1,314","1,340"
2021년10월_계_80~89세,"7,827","1,417",455,468,327,462,471,455,253,584,517,301,171,625,631,690
2021년10월_계_90~99세,"1,129",187,77,73,43,65,64,104,43,94,60,33,31,97,77,81
2021년10월_계_100세 이상,36,7,2,2,1,3,1,3,0,5,2,1,2,3,0,4
2021년10월_남_총인구수,"97,969","30,479","2,839","3,668","1,765","3,241","8,665","2,743","3,674","4,008","3,756","1,932","1,019","6,210","12,623","11,347"
2021년10월_남_연령구간인구수,"97,969","30,479","2,839","3,668","1,765","3,241","8,665","2,743","3,674","4,008","3,756","1,932","1,019","6,210","12,623","11,347"
2021년10월_남_0~9세,"6,858","2,874",86,195,46,101,695,68,218,137,114,33,24,329,"1,044",894
2021년10월_남_10~19세,"9,358","3,880",174,302,76,146,560,127,221,274,251,149,44,505,"1,343","1,306"
2021년10월_남_20~29세,"12,884","3,819",293,411,178,348,"1,212",260,480,380,402,247,118,865,"2,053","1,818"
2021년10월_남_30~39세,"12,475","4,280",246,321,138,347,"1,495",218,581,361,332,173,83,712,"1,790","1,398"
2021년10월_남_40~49세,"16,153","6,193",311,509,204,448,"1,590",317,570,488,444,204,104,888,"2,132","1,751"
2021년10월_남_50~59세,"16,871","4,792",551,703,372,608,"1,371",580,662,721,804,357,195,"1,144","2,034","1,977"
2021년10월_남_60~69세,"13,949","2,805",682,746,409,721,"1,083",687,594,923,825,425,259,"1,004","1,435","1,351"
2021년10월_남_70~79세,"6,366","1,320",319,296,214,342,457,305,245,490,375,226,117,499,569,592
2021년10월_남_80~89세,"2,809",475,163,170,117,166,191,161,86,215,193,113,70,244,204,241
2021년10월_남_90~99세,239,39,14,14,11,13,11,20,17,18,15,5,5,19,19,19
2021년10월_남_100세 이상,7,2,0,1,0,1,0,0,0,1,1,0,0,1,0,0
2021년10월_여_총인구수,"91,763","29,826","2,529","3,702","1,570","2,700","6,788","2,514","2,836","3,618","3,264","1,838",933,"6,177","12,217","11,251"
2021년10월_여_연령구간인구수,"91,763","29,826","2,529","3,702","1,570","2,700","6,788","2,514","2,836","3,618","3,264","1,838",933,"6,177","12,217","11,251"
2021년10월_여_0~9세,"6,439","2,746",79,168,36,100,582,63,162,132,107,39,24,351,976,874
2021년10월_여_10~19세,"8,655","3,658",118,306,63,120,520,135,167,212,226,192,37,499,"1,234","1,168"
2021년10월_여_20~29세,"10,376","3,273",199,326,107,211,907,194,307,295,310,234,83,711,"1,750","1,469"
2021년10월_여_30~39세,"10,316","3,969",168,297,94,203,986,157,366,233,191,98,55,622,"1,583","1,294"
2021년10월_여_40~49세,"13,997","5,891",216,471,136,280,"1,049",220,354,326,312,128,71,790,"1,974","1,779"
2021년10월_여_50~59세,"14,940","4,424",453,623,283,486,983,444,559,599,594,300,173,"1,071","1,969","1,979"
2021년10월_여_60~69세,"13,631","3,111",566,749,375,586,966,583,481,885,715,387,238,"1,063","1,501","1,425"
2021년10월_여_70~79세,"7,472","1,659",373,404,233,364,461,337,247,487,439,243,123,609,745,748
2021년10월_여_80~89세,"5,018",942,292,298,210,296,280,294,167,369,324,188,101,381,427,449
2021년10월_여_90~99세,890,148,63,59,32,52,53,84,26,76,45,28,26,78,58,62
2021년10월_여_100세 이상,29,5,2,1,1,2,1,3,0,4,1,1,2,2,0,4
2021년11월_계_총인구수,"189,559","60,180","5,362","7,337","3,314","5,887","15,443","5,255","6,506","7,540","6,990","3,666","1,940","12,377","25,276","22,486"
2021년11월_계_연령구간인구수,"189,559","60,180","5,362","7,337","3,314","5,887","15,443","5,255","6,506","7,540","6,990","3,666","1,940","12,377","25,276","22,486"
2021년11월_계_0~9세,"13,193","5,558",164,358,79,192,"1,251",134,374,263,218,72,46,670,"2,066","1,748"
2021년11월_계_10~19세,"17,836","7,522",291,607,138,264,"1,085",264,382,432,461,239,80,"1,006","2,595","2,470"
2021년11월_계_20~29세,"23,178","7,065",496,728,278,553,"2,134",441,777,656,702,462,194,"1,570","3,858","3,264"
2021년11월_계_30~39세,"22,770","8,195",405,610,232,531,"2,472",377,952,590,519,268,136,"1,319","3,504","2,660"
2021년11월_계_40~49세,"30,121","12,031",523,967,338,720,"2,634",544,928,809,755,332,174,"1,681","4,189","3,496"
2021년11월_계_50~59세,"31,942","9,261","1,002","1,334",652,"1,092","2,373","1,016","1,223","1,315","1,403",670,370,"2,219","4,045","3,967"
2021년11월_계_60~69세,"27,686","5,940","1,258","1,496",786,"1,304","2,054","1,272","1,082","1,810","1,547",811,495,"2,078","2,979","2,774"
2021년11월_계_70~79세,"13,832","2,980",693,693,443,703,903,643,493,981,806,472,243,"1,112","1,326","1,341"
2021년11월_계_80~89세,"7,854","1,434",455,472,325,459,472,455,252,584,521,306,170,624,638,687
2021년11월_계_90~99세,"1,114",187,73,70,42,66,64,104,43,95,56,33,30,97,76,78
2021년11월_계_100세 이상,33,7,2,2,1,3,1,5,0,5,2,1,2,1,0,1
2021년11월_남_총인구수,"97,874","30,374","2,839","3,657","1,757","3,228","8,675","2,739","3,658","3,952","3,732","1,889","1,012","6,200","12,853","11,309"
2021년11월_남_연령구간인구수,"97,874","30,374","2,839","3,657","1,757","3,228","8,675","2,739","3,658","3,952","3,732","1,889","1,012","6,200","12,853","11,309"
2021년11월_남_0~9세,"6,808","2,842",88,192,45,96,679,73,212,135,110,33,23,321,"1,074",885
2021년11월_남_10~19세,"9,254","3,872",173,304,74,145,561,127,213,236,242,104,44,506,"1,352","1,301"
2021년11월_남_20~29세,"12,845","3,811",293,406,172,349,"1,227",252,472,372,391,239,114,860,"2,076","1,811"
2021년11월_남_30~39세,"12,471","4,242",246,319,139,342,"1,489",217,584,353,330,172,82,708,"1,859","1,389"
2021년11월_남_40~49세,"16,118","6,134",307,506,206,438,"1,593",322,571,489,442,206,103,886,"2,183","1,732"
2021년11월_남_50~59세,"16,940","4,819",550,704,371,606,"1,385",575,665,715,810,363,196,"1,143","2,053","1,985"
2021년11월_남_60~69세,"14,017","2,816",687,749,409,730,"1,091",688,592,921,830,425,257,"1,013","1,456","1,353"
2021년11월_남_70~79세,"6,362","1,317",321,290,212,339,449,305,247,493,369,227,120,501,579,593
2021년11월_남_80~89세,"2,819",482,161,173,117,168,190,159,86,218,194,115,69,243,202,242
2021년11월_남_90~99세,235,37,13,13,12,14,11,21,16,19,14,5,4,19,19,18
2021년11월_남_100세 이상,5,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2021년11월_여_총인구수,"91,685","29,806","2,523","3,680","1,557","2,659","6,768","2,516","2,848","3,588","3,258","1,777",928,"6,177","12,423","11,177"
2021년11월_여_연령구간인구수,"91,685","29,806","2,523","3,680","1,557","2,659","6,768","2,516","2,848","3,588","3,258","1,777",928,"6,177","12,423","11,177"
2021년11월_여_0~9세,"6,385","2,716",76,166,34,96,572,61,162,128,108,39,23,349,992,863
2021년11월_여_10~19세,"8,582","3,650",118,303,64,119,524,137,169,196,219,135,36,500,"1,243","1,169"
2021년11월_여_20~29세,"10,333","3,254",203,322,106,204,907,189,305,284,311,223,80,710,"1,782","1,453"
2021년11월_여_30~39세,"10,299","3,953",159,291,93,189,983,160,368,237,189,96,54,611,"1,645","1,271"
2021년11월_여_40~49세,"14,003","5,897",216,461,132,282,"1,041",222,357,320,313,126,71,795,"2,006","1,764"
2021년11월_여_50~59세,"15,002","4,442",452,630,281,486,988,441,558,600,593,307,174,"1,076","1,992","1,982"
2021년11월_여_60~69세,"13,669","3,124",571,747,377,574,963,584,490,889,717,386,238,"1,065","1,523","1,421"
2021년11월_여_70~79세,"7,470","1,663",372,403,231,364,454,338,246,488,437,245,123,611,747,748
2021년11월_여_80~89세,"5,035",952,294,299,208,291,282,296,166,366,327,191,101,381,436,445
2021년11월_여_90~99세,879,150,60,57,30,52,53,83,27,76,42,28,26,78,57,60
2021년11월_여_100세 이상,28,5,2,1,1,2,1,5,0,4,2,1,2,1,0,1
2021년12월_계_총인구수,"189,534","60,103","5,327","7,301","3,299","5,854","15,403","5,245","6,531","7,479","6,915","3,591","1,932","12,311","25,832","22,411"
2021년12월_계_연령구간인구수,"189,534","60,103","5,327","7,301","3,299","5,854","15,403","5,245","6,531","7,479","6,915","3,591","1,932","12,311","25,832","22,411"
2021년12월_계_0~9세,"13,123","5,506",160,341,79,185,"1,230",132,373,255,215,73,47,671,"2,133","1,723"
2021년12월_계_10~19세,"17,717","7,514",279,601,140,263,"1,086",263,379,409,416,199,79,999,"2,645","2,445"
2021년12월_계_20~29세,"23,111","7,037",489,725,269,550,"2,116",443,774,646,680,448,190,"1,542","3,947","3,255"
2021년12월_계_30~39세,"22,791","8,172",402,596,240,520,"2,450",374,953,584,514,254,139,"1,314","3,644","2,635"
2021년12월_계_40~49세,"30,184","12,009",519,961,328,722,"2,643",542,933,802,758,333,174,"1,684","4,294","3,482"
2021년12월_계_50~59세,"31,990","9,291","1,000","1,328",645,"1,074","2,375","1,010","1,239","1,306","1,406",660,372,"2,196","4,105","3,983"
2021년12월_계_60~69세,"27,745","5,950","1,261","1,508",785,"1,310","2,044","1,279","1,084","1,815","1,535",811,491,"2,073","3,026","2,773"
2021년12월_계_70~79세,"13,840","2,980",683,689,447,702,916,641,501,975,813,471,239,"1,112","1,330","1,341"
2021년12월_계_80~89세,"7,869","1,450",456,477,323,458,476,456,249,587,518,307,168,622,630,692
2021년12월_계_90~99세,"1,132",188,76,74,42,67,66,100,46,95,58,34,30,97,78,81
2021년12월_계_100세 이상,32,6,2,1,1,3,1,5,0,5,2,1,3,1,0,1
2021년12월_남_총인구수,"97,895","30,349","2,828","3,642","1,744","3,202","8,671","2,743","3,667","3,911","3,692","1,857","1,007","6,167","13,148","11,267"
2021년12월_남_연령구간인구수,"97,895","30,349","2,828","3,642","1,744","3,202","8,671","2,743","3,667","3,911","3,692","1,857","1,007","6,167","13,148","11,267"
2021년12월_남_0~9세,"6,769","2,817",85,183,45,91,665,71,213,131,109,31,23,323,"1,113",869
2021년12월_남_10~19세,"9,199","3,861",172,299,75,142,567,131,204,225,219,90,44,500,"1,383","1,287"
2021년12월_남_20~29세,"12,809","3,803",286,405,167,347,"1,216",253,462,361,375,237,113,846,"2,126","1,812"
2021년12월_남_30~39세,"12,521","4,246",247,312,143,334,"1,474",214,590,356,327,166,83,712,"1,942","1,375"
2021년12월_남_40~49세,"16,151","6,110",305,502,200,442,"1,613",320,575,481,446,206,103,886,"2,234","1,728"
2021년12월_남_50~59세,"16,965","4,847",550,708,364,597,"1,387",573,681,709,810,355,198,"1,126","2,073","1,987"
2021년12월_남_60~69세,"14,043","2,819",690,756,407,728,"1,089",695,588,920,826,426,253,"1,011","1,478","1,357"
2021년12월_남_70~79세,"6,385","1,322",318,290,215,338,456,306,252,489,374,226,118,503,583,595
2021년12월_남_80~89세,"2,809",484,163,174,116,167,193,159,86,219,191,114,68,240,197,238
2021년12월_남_90~99세,240,38,12,13,12,15,11,21,16,19,15,6,4,20,19,19
2021년12월_남_100세 이상,4,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2021년12월_여_총인구수,"91,639","29,754","2,499","3,659","1,555","2,652","6,732","2,502","2,864","3,568","3,223","1,734",925,"6,144","12,684","11,144"
2021년12월_여_연령구간인구수,"91,639","29,754","2,499","3,659","1,555","2,652","6,732","2,502","2,864","3,568","3,223","1,734",925,"6,144","12,684","11,144"
2021년12월_여_0~9세,"6,354","2,689",75,158,34,94,565,61,160,124,106,42,24,348,"1,020",854
2021년12월_여_10~19세,"8,518","3,653",107,302,65,121,519,132,175,184,197,109,35,499,"1,262","1,158"
2021년12월_여_20~29세,"10,302","3,234",203,320,102,203,900,190,312,285,305,211,77,696,"1,821","1,443"
2021년12월_여_30~39세,"10,270","3,926",155,284,97,186,976,160,363,228,187,88,56,602,"1,702","1,260"
2021년12월_여_40~49세,"14,033","5,899",214,459,128,280,"1,030",222,358,321,312,127,71,798,"2,060","1,754"
2021년12월_여_50~59세,"15,025","4,444",450,620,281,477,988,437,558,597,596,305,174,"1,070","2,032","1,996"
2021년12월_여_60~69세,"13,702","3,131",571,752,378,582,955,584,496,895,709,385,238,"1,062","1,548","1,416"
2021년12월_여_70~79세,"7,455","1,658",365,399,232,364,460,335,249,486,439,245,121,609,747,746
2021년12월_여_80~89세,"5,060",966,293,303,207,291,283,297,163,368,327,193,100,382,433,454
2021년12월_여_90~99세,892,150,64,61,30,52,55,79,30,76,43,28,26,77,59,62
2021년12월_여_100세 이상,28,4,2,1,1,2,1,5,0,4,2,1,3,1,0,1
