카테고리,부산광역시 동래구,부산광역시 동래구 수민동,부산광역시 동래구 복산동,부산광역시 동래구 명륜동,부산광역시 동래구 온천제1동,부산광역시 동래구 온천제2동,부산광역시 동래구 온천제3동,부산광역시 동래구 사직제1동,부산광역시 동래구 사직제2동,부산광역시 동래구 사직제3동,부산광역시 동래구 안락제1동,부산광역시 동래구 안락제2동,부산광역시 동래구 명장제1동,부산광역시 동래구 명장제2동
2021년08월_남_총인구수,"130,155","15,899","4,713","12,236","9,404","7,120","18,918","5,116","13,349","8,664","7,245","13,295","6,925","7,271"
2021년08월_남_연령구간인구수,"130,155","15,899","4,713","12,236","9,404","7,120","18,918","5,116","13,349","8,664","7,245","13,295","6,925","7,271"
2021년08월_남_0~9세,"9,760","1,282",166,"1,341",507,389,"1,297",413,"1,269",838,418,918,494,428
2021년08월_남_10~19세,"12,807","1,501",323,"1,814",563,725,"1,481",474,"1,937","1,010",506,"1,447",488,538
2021년08월_남_20~29세,"16,587","2,026",559,"1,269","1,433",933,"2,732",655,"1,679",945,879,"1,667",838,972
2021년08월_남_30~39세,"16,052","2,096",479,"1,358","1,666",704,"2,692",657,"1,252",898,883,"1,512",870,985
2021년08월_남_40~49세,"20,863","2,524",621,"2,426","1,462",984,"2,793",850,"2,556","1,608","1,030","2,050","1,003",956
2021년08월_남_50~59세,"20,724","2,448",834,"1,798","1,488","1,151","3,051",825,"2,236","1,285","1,191","2,191","1,104","1,122"
2021년08월_남_60~69세,"19,403","2,332",956,"1,275","1,268","1,208","2,897",656,"1,573","1,167","1,333","2,130","1,227","1,381"
2021년08월_남_70~79세,"10,371","1,252",544,691,711,703,"1,452",409,689,698,749,"1,067",690,716
2021년08월_남_80~89세,"3,338",405,213,247,285,293,481,168,154,209,241,287,198,157
2021년08월_남_90~99세,236,32,18,17,19,26,42,8,4,6,12,25,11,16
2021년08월_남_100세 이상,14,1,0,0,2,4,0,1,0,0,3,1,2,0
2021년08월_여_총인구수,"137,517","16,844","4,995","12,668","10,417","7,690","19,718","5,556","14,334","8,819","7,459","14,018","7,346","7,653"
2021년08월_여_연령구간인구수,"137,517","16,844","4,995","12,668","10,417","7,690","19,718","5,556","14,334","8,819","7,459","14,018","7,346","7,653"
2021년08월_여_0~9세,"9,157","1,261",155,"1,220",512,416,"1,225",385,"1,242",639,361,861,483,397
2021년08월_여_10~19세,"11,826","1,290",282,"1,476",557,673,"1,342",531,"2,082",797,444,"1,339",548,465
2021년08월_여_20~29세,"15,165","1,794",471,"1,195","1,771",765,"2,624",583,"1,415",853,781,"1,404",709,800
2021년08월_여_30~39세,"15,937","2,131",369,"1,574","1,638",646,"2,523",672,"1,401",988,787,"1,486",852,870
2021년08월_여_40~49세,"21,682","2,522",554,"2,639","1,566","1,083","2,804",902,"2,998","1,582",954,"2,213",928,937
2021년08월_여_50~59세,"22,785","2,822",868,"1,849","1,533","1,293","3,482",833,"2,317","1,297","1,284","2,507","1,288","1,412"
2021년08월_여_60~69세,"22,489","2,771","1,070","1,447","1,423","1,394","3,247",859,"1,716","1,412","1,569","2,445","1,436","1,700"
2021년08월_여_70~79세,"12,199","1,484",764,832,921,879,"1,701",504,773,861,857,"1,165",742,716
2021년08월_여_80~89세,"5,381",664,377,370,435,449,667,249,327,337,361,517,317,311
2021년08월_여_90~99세,841,103,63,65,55,89,98,37,62,53,57,74,41,44
2021년08월_여_100세 이상,55,2,22,1,6,3,5,1,1,0,4,7,2,1
2021년09월_계_총인구수,"267,425","32,672","9,668","24,875","19,881","14,776","38,624","10,654","27,604","17,527","14,686","27,302","14,235","14,921"
2021년09월_계_연령구간인구수,"267,425","32,672","9,668","24,875","19,881","14,776","38,624","10,654","27,604","17,527","14,686","27,302","14,235","14,921"
2021년09월_계_0~9세,"18,835","2,539",320,"2,543","1,020",799,"2,511",788,"2,502","1,474",783,"1,774",966,816
2021년09월_계_10~19세,"24,602","2,786",596,"3,298","1,121","1,395","2,822",995,"4,011","1,825",943,"2,782","1,025","1,003"
2021년09월_계_20~29세,"31,650","3,802","1,025","2,451","3,204","1,690","5,342","1,244","3,078","1,806","1,642","3,059","1,548","1,759"
2021년09월_계_30~39세,"31,890","4,208",833,"2,915","3,323","1,341","5,213","1,316","2,636","1,884","1,670","3,004","1,692","1,855"
2021년09월_계_40~49세,"42,462","5,044","1,177","5,052","3,038","2,057","5,586","1,750","5,522","3,195","1,970","4,253","1,933","1,885"
2021년09월_계_50~59세,"43,490","5,252","1,694","3,650","3,036","2,432","6,533","1,652","4,564","2,589","2,483","4,676","2,396","2,533"
2021년09월_계_60~69세,"41,920","5,100","2,017","2,736","2,699","2,610","6,140","1,520","3,289","2,575","2,897","4,584","2,668","3,085"
2021년09월_계_70~79세,"22,672","2,730","1,311","1,519","1,636","1,589","3,175",919,"1,465","1,570","1,615","2,261","1,435","1,447"
2021년09월_계_80~89세,"8,753","1,074",591,627,720,740,"1,156",421,473,550,607,804,514,476
2021년09월_계_90~99세,"1,084",134,82,83,76,116,142,47,63,59,69,98,54,61
2021년09월_계_100세 이상,67,3,22,1,8,7,4,2,1,0,7,7,4,1
2021년09월_남_총인구수,"130,024","15,860","4,693","12,234","9,432","7,095","18,913","5,115","13,310","8,684","7,233","13,286","6,889","7,280"
2021년09월_남_연령구간인구수,"130,024","15,860","4,693","12,234","9,432","7,095","18,913","5,115","13,310","8,684","7,233","13,286","6,889","7,280"
2021년09월_남_0~9세,"9,732","1,277",168,"1,334",519,385,"1,288",408,"1,264",837,424,914,486,428
2021년09월_남_10~19세,"12,786","1,497",319,"1,815",565,725,"1,481",473,"1,927","1,020",502,"1,442",485,535
2021년09월_남_20~29세,"16,515","2,019",553,"1,266","1,424",925,"2,724",658,"1,669",951,865,"1,660",835,966
2021년09월_남_30~39세,"16,010","2,082",468,"1,357","1,672",705,"2,698",654,"1,248",892,887,"1,515",842,990
2021년09월_남_40~49세,"20,834","2,525",624,"2,422","1,473",972,"2,786",851,"2,542","1,611","1,017","2,048","1,007",956
2021년09월_남_50~59세,"20,722","2,447",830,"1,804","1,492","1,147","3,060",820,"2,239","1,288","1,192","2,176","1,106","1,121"
2021년09월_남_60~69세,"19,410","2,323",952,"1,282","1,273","1,209","2,887",659,"1,573","1,167","1,335","2,136","1,229","1,385"
2021년09월_남_70~79세,"10,404","1,249",548,687,710,705,"1,459",412,690,702,750,"1,082",687,723
2021년09월_남_80~89세,"3,353",409,213,250,282,292,487,170,153,210,244,287,198,158
2021년09월_남_90~99세,244,31,18,17,20,26,43,9,5,6,14,25,12,18
2021년09월_남_100세 이상,14,1,0,0,2,4,0,1,0,0,3,1,2,0
2021년09월_여_총인구수,"137,401","16,812","4,975","12,641","10,449","7,681","19,711","5,539","14,294","8,843","7,453","14,016","7,346","7,641"
2021년09월_여_연령구간인구수,"137,401","16,812","4,975","12,641","10,449","7,681","19,711","5,539","14,294","8,843","7,453","14,016","7,346","7,641"
2021년09월_여_0~9세,"9,103","1,262",152,"1,209",501,414,"1,223",380,"1,238",637,359,860,480,388
2021년09월_여_10~19세,"11,816","1,289",277,"1,483",556,670,"1,341",522,"2,084",805,441,"1,340",540,468
2021년09월_여_20~29세,"15,135","1,783",472,"1,185","1,780",765,"2,618",586,"1,409",855,777,"1,399",713,793
2021년09월_여_30~39세,"15,880","2,126",365,"1,558","1,651",636,"2,515",662,"1,388",992,783,"1,489",850,865
2021년09월_여_40~49세,"21,628","2,519",553,"2,630","1,565","1,085","2,800",899,"2,980","1,584",953,"2,205",926,929
2021년09월_여_50~59세,"22,768","2,805",864,"1,846","1,544","1,285","3,473",832,"2,325","1,301","1,291","2,500","1,290","1,412"
2021년09월_여_60~69세,"22,510","2,777","1,065","1,454","1,426","1,401","3,253",861,"1,716","1,408","1,562","2,448","1,439","1,700"
2021년09월_여_70~79세,"12,268","1,481",763,832,926,884,"1,716",507,775,868,865,"1,179",748,724
2021년09월_여_80~89세,"5,400",665,378,377,438,448,669,251,320,340,363,517,316,318
2021년09월_여_90~99세,840,103,64,66,56,90,99,38,58,53,55,73,42,43
2021년09월_여_100세 이상,53,2,22,1,6,3,4,1,1,0,4,6,2,1
2021년10월_계_총인구수,"266,912","32,663","9,598","24,802","19,844","14,748","38,592","10,646","27,520","17,512","14,670","27,256","14,165","14,896"
2021년10월_계_연령구간인구수,"266,912","32,663","9,598","24,802","19,844","14,748","38,592","10,646","27,520","17,512","14,670","27,256","14,165","14,896"
2021년10월_계_0~9세,"18,749","2,550",318,"2,514","1,003",802,"2,503",780,"2,486","1,461",781,"1,777",952,822
2021년10월_계_10~19세,"24,587","2,799",584,"3,301","1,120","1,400","2,807",994,"4,004","1,827",951,"2,778","1,028",994
2021년10월_계_20~29세,"31,460","3,764","1,014","2,440","3,185","1,681","5,325","1,248","3,067","1,811","1,626","3,021","1,529","1,749"
2021년10월_계_30~39세,"31,802","4,225",832,"2,881","3,324","1,343","5,215","1,307","2,607","1,871","1,671","3,018","1,661","1,847"
2021년10월_계_40~49세,"42,352","5,027","1,164","5,043","3,031","2,051","5,585","1,745","5,512","3,189","1,962","4,223","1,936","1,884"
2021년10월_계_50~59세,"43,430","5,245","1,674","3,654","3,045","2,428","6,498","1,651","4,550","2,610","2,486","4,673","2,389","2,527"
2021년10월_계_60~69세,"41,866","5,102","2,012","2,733","2,680","2,594","6,155","1,522","3,289","2,565","2,882","4,592","2,664","3,076"
2021년10월_계_70~79세,"22,699","2,727","1,298","1,524","1,644","1,583","3,187",922,"1,470","1,565","1,617","2,270","1,437","1,455"
2021년10월_계_80~89세,"8,804","1,088",597,627,724,740,"1,170",427,468,554,617,799,511,482
2021년10월_계_90~99세,"1,097",134,83,84,80,119,143,48,66,59,70,98,54,59
2021년10월_계_100세 이상,66,2,22,1,8,7,4,2,1,0,7,7,4,1
2021년10월_남_총인구수,"129,758","15,850","4,661","12,192","9,393","7,080","18,916","5,103","13,274","8,685","7,216","13,263","6,850","7,275"
2021년10월_남_연령구간인구수,"129,758","15,850","4,661","12,192","9,393","7,080","18,916","5,103","13,274","8,685","7,216","13,263","6,850","7,275"
2021년10월_남_0~9세,"9,678","1,278",170,"1,318",506,385,"1,283",405,"1,254",826,423,919,480,431
2021년10월_남_10~19세,"12,783","1,503",309,"1,817",559,726,"1,482",473,"1,925","1,032",505,"1,434",488,530
2021년10월_남_20~29세,"16,406","2,001",550,"1,254","1,411",916,"2,722",658,"1,659",953,858,"1,646",816,962
2021년10월_남_30~39세,"15,983","2,092",464,"1,346","1,676",708,"2,707",647,"1,231",889,881,"1,522",832,988
2021년10월_남_40~49세,"20,770","2,516",617,"2,413","1,462",970,"2,786",847,"2,539","1,604","1,013","2,032","1,010",961
2021년10월_남_50~59세,"20,714","2,442",823,"1,810","1,498","1,150","3,046",816,"2,242","1,298","1,194","2,174","1,100","1,121"
2021년10월_남_60~69세,"19,360","2,322",949,"1,275","1,260","1,200","2,888",663,"1,571","1,163","1,329","2,141","1,222","1,377"
2021년10월_남_70~79세,"10,416","1,251",547,690,716,700,"1,455",413,694,701,750,"1,088",686,725
2021년10월_남_80~89세,"3,388",414,214,251,281,293,505,172,154,212,246,281,203,162
2021년10월_남_90~99세,247,31,18,18,22,28,42,8,5,7,14,25,11,18
2021년10월_남_100세 이상,13,0,0,0,2,4,0,1,0,0,3,1,2,0
2021년10월_여_총인구수,"137,154","16,813","4,937","12,610","10,451","7,668","19,676","5,543","14,246","8,827","7,454","13,993","7,315","7,621"
2021년10월_여_연령구간인구수,"137,154","16,813","4,937","12,610","10,451","7,668","19,676","5,543","14,246","8,827","7,454","13,993","7,315","7,621"
2021년10월_여_0~9세,"9,071","1,272",148,"1,196",497,417,"1,220",375,"1,232",635,358,858,472,391
2021년10월_여_10~19세,"11,804","1,296",275,"1,484",561,674,"1,325",521,"2,079",795,446,"1,344",540,464
2021년10월_여_20~29세,"15,054","1,763",464,"1,186","1,774",765,"2,603",590,"1,408",858,768,"1,375",713,787
2021년10월_여_30~39세,"15,819","2,133",368,"1,535","1,648",635,"2,508",660,"1,376",982,790,"1,496",829,859
2021년10월_여_40~49세,"21,582","2,511",547,"2,630","1,569","1,081","2,799",898,"2,973","1,585",949,"2,191",926,923
2021년10월_여_50~59세,"22,716","2,803",851,"1,844","1,547","1,278","3,452",835,"2,308","1,312","1,292","2,499","1,289","1,406"
2021년10월_여_60~69세,"22,506","2,780","1,063","1,458","1,420","1,394","3,267",859,"1,718","1,402","1,553","2,451","1,442","1,699"
2021년10월_여_70~79세,"12,283","1,476",751,834,928,883,"1,732",509,776,864,867,"1,182",751,730
2021년10월_여_80~89세,"5,416",674,383,376,443,447,665,255,314,342,371,518,308,320
2021년10월_여_90~99세,850,103,65,66,58,91,101,40,61,52,56,73,43,41
2021년10월_여_100세 이상,53,2,22,1,6,3,4,1,1,0,4,6,2,1
2021년11월_계_총인구수,"266,570","32,611","9,548","24,786","19,876","14,715","38,597","10,615","27,434","17,496","14,619","27,277","14,092","14,904"
2021년11월_계_연령구간인구수,"266,570","32,611","9,548","24,786","19,876","14,715","38,597","10,615","27,434","17,496","14,619","27,277","14,092","14,904"
2021년11월_계_0~9세,"18,676","2,530",311,"2,517","1,008",783,"2,494",771,"2,476","1,465",767,"1,776",951,827
2021년11월_계_10~19세,"24,598","2,798",585,"3,305","1,123","1,410","2,797",994,"4,010","1,832",952,"2,776","1,018",998
2021년11월_계_20~29세,"31,258","3,738",989,"2,414","3,179","1,673","5,316","1,238","3,028","1,787","1,622","3,031","1,511","1,732"
2021년11월_계_30~39세,"31,680","4,210",828,"2,862","3,325","1,342","5,211","1,305","2,593","1,858","1,646","3,017","1,637","1,846"
2021년11월_계_40~49세,"42,352","5,052","1,161","5,043","3,045","2,043","5,588","1,736","5,496","3,205","1,955","4,211","1,928","1,889"
2021년11월_계_50~59세,"43,349","5,237","1,672","3,657","3,042","2,427","6,493","1,648","4,538","2,611","2,462","4,675","2,367","2,520"
2021년11월_계_60~69세,"41,943","5,093","2,021","2,751","2,688","2,594","6,177","1,521","3,286","2,560","2,895","4,600","2,672","3,085"
2021년11월_계_70~79세,"22,718","2,719","1,289","1,523","1,648","1,579","3,196",925,"1,467","1,571","1,620","2,280","1,440","1,461"
2021년11월_계_80~89세,"8,851","1,099",604,628,730,741,"1,183",427,473,545,623,805,509,484
2021년11월_계_90~99세,"1,108",134,85,85,80,123,138,50,65,62,70,100,55,61
2021년11월_계_100세 이상,37,1,3,1,8,0,4,0,2,0,7,6,4,1
2021년11월_남_총인구수,"129,568","15,822","4,646","12,179","9,405","7,059","18,903","5,088","13,230","8,678","7,191","13,277","6,817","7,273"
2021년11월_남_연령구간인구수,"129,568","15,822","4,646","12,179","9,405","7,059","18,903","5,088","13,230","8,678","7,191","13,277","6,817","7,273"
2021년11월_남_0~9세,"9,663","1,270",164,"1,319",507,379,"1,285",396,"1,255",831,414,921,486,436
2021년11월_남_10~19세,"12,777","1,506",312,"1,814",558,726,"1,481",478,"1,924","1,036",509,"1,420",483,530
2021년11월_남_20~29세,"16,291","1,981",540,"1,238","1,411",911,"2,708",650,"1,637",935,861,"1,656",808,955
2021년11월_남_30~39세,"15,935","2,103",457,"1,337","1,679",707,"2,699",654,"1,220",888,872,"1,526",818,975
2021년11월_남_40~49세,"20,742","2,511",610,"2,418","1,471",967,"2,792",839,"2,535","1,602","1,000","2,019","1,006",972
2021년11월_남_50~59세,"20,679","2,437",825,"1,819","1,493","1,148","3,036",812,"2,231","1,305","1,191","2,184","1,083","1,115"
2021년11월_남_60~69세,"19,387","2,322",954,"1,277","1,258","1,200","2,901",663,"1,574","1,155","1,331","2,143","1,227","1,382"
2021년11월_남_70~79세,"10,437","1,247",549,689,718,697,"1,458",415,691,706,750,"1,101",692,724
2021년11월_남_80~89세,"3,399",413,217,250,286,294,504,172,159,209,248,281,200,166
2021년11월_남_90~99세,250,32,18,18,22,30,39,9,4,11,12,25,12,18
2021년11월_남_100세 이상,8,0,0,0,2,0,0,0,0,0,3,1,2,0
2021년11월_여_총인구수,"137,002","16,789","4,902","12,607","10,471","7,656","19,694","5,527","14,204","8,818","7,428","14,000","7,275","7,631"
2021년11월_여_연령구간인구수,"137,002","16,789","4,902","12,607","10,471","7,656","19,694","5,527","14,204","8,818","7,428","14,000","7,275","7,631"
2021년11월_여_0~9세,"9,013","1,260",147,"1,198",501,404,"1,209",375,"1,221",634,353,855,465,391
2021년11월_여_10~19세,"11,821","1,292",273,"1,491",565,684,"1,316",516,"2,086",796,443,"1,356",535,468
2021년11월_여_20~29세,"14,967","1,757",449,"1,176","1,768",762,"2,608",588,"1,391",852,761,"1,375",703,777
2021년11월_여_30~39세,"15,745","2,107",371,"1,525","1,646",635,"2,512",651,"1,373",970,774,"1,491",819,871
2021년11월_여_40~49세,"21,610","2,541",551,"2,625","1,574","1,076","2,796",897,"2,961","1,603",955,"2,192",922,917
2021년11월_여_50~59세,"22,670","2,800",847,"1,838","1,549","1,279","3,457",836,"2,307","1,306","1,271","2,491","1,284","1,405"
2021년11월_여_60~69세,"22,556","2,771","1,067","1,474","1,430","1,394","3,276",858,"1,712","1,405","1,564","2,457","1,445","1,703"
2021년11월_여_70~79세,"12,281","1,472",740,834,930,882,"1,738",510,776,865,870,"1,179",748,737
2021년11월_여_80~89세,"5,452",686,387,378,444,447,679,255,314,336,375,524,309,318
2021년11월_여_90~99세,858,102,67,67,58,93,99,41,61,51,58,75,43,43
2021년11월_여_100세 이상,29,1,3,1,6,0,4,0,2,0,4,5,2,1
2021년12월_계_총인구수,"266,866","32,558","9,523","24,724","20,551","14,933","38,542","10,614","27,315","17,447","14,560","27,185","14,048","14,866"
2021년12월_계_연령구간인구수,"266,866","32,558","9,523","24,724","20,551","14,933","38,542","10,614","27,315","17,447","14,560","27,185","14,048","14,866"
2021년12월_계_0~9세,"18,726","2,514",311,"2,515","1,072",831,"2,482",763,"2,461","1,457",755,"1,778",957,830
2021년12월_계_10~19세,"24,522","2,782",586,"3,277","1,166","1,410","2,789",997,"3,973","1,846",949,"2,751","1,012",984
2021년12월_계_20~29세,"31,201","3,725",986,"2,410","3,252","1,694","5,294","1,224","3,020","1,773","1,608","3,007","1,487","1,721"
2021년12월_계_30~39세,"31,643","4,203",829,"2,828","3,440","1,387","5,185","1,322","2,555","1,826","1,631","2,989","1,614","1,834"
2021년12월_계_40~49세,"42,507","5,058","1,151","5,049","3,167","2,086","5,577","1,737","5,485","3,208","1,958","4,205","1,935","1,891"
2021년12월_계_50~59세,"43,330","5,215","1,659","3,663","3,146","2,449","6,473","1,636","4,533","2,610","2,446","4,656","2,345","2,499"
2021년12월_계_60~69세,"42,034","5,088","2,021","2,746","2,780","2,612","6,192","1,518","3,260","2,547","2,903","4,595","2,691","3,081"
2021년12월_계_70~79세,"22,835","2,729","1,280","1,520","1,689","1,589","3,220",933,"1,490","1,566","1,620","2,282","1,440","1,477"
2021년12월_계_80~89세,"8,917","1,105",612,631,750,746,"1,189",433,470,552,620,817,507,485
2021년12월_계_90~99세,"1,123",138,86,84,81,128,139,51,66,61,70,99,57,63
2021년12월_계_100세 이상,28,1,2,1,8,1,2,0,2,1,0,6,3,1
2021년12월_남_총인구수,"129,681","15,792","4,638","12,141","9,724","7,155","18,849","5,095","13,166","8,662","7,167","13,233","6,804","7,255"
2021년12월_남_연령구간인구수,"129,681","15,792","4,638","12,141","9,724","7,155","18,849","5,095","13,166","8,662","7,167","13,233","6,804","7,255"
2021년12월_남_0~9세,"9,688","1,266",163,"1,316",533,403,"1,280",392,"1,250",831,411,916,488,439
2021년12월_남_10~19세,"12,748","1,501",310,"1,794",584,725,"1,476",483,"1,907","1,048",508,"1,407",482,523
2021년12월_남_20~29세,"16,241","1,979",540,"1,234","1,443",917,"2,691",643,"1,620",935,856,"1,644",792,947
2021년12월_남_30~39세,"15,926","2,096",458,"1,330","1,734",721,"2,677",668,"1,198",873,864,"1,522",811,974
2021년12월_남_40~49세,"20,819","2,514",608,"2,415","1,525",997,"2,783",842,"2,530","1,601","1,001","2,015","1,015",973
2021년12월_남_50~59세,"20,704","2,427",821,"1,826","1,554","1,162","3,032",806,"2,231","1,303","1,187","2,180","1,073","1,102"
2021년12월_남_60~69세,"19,392","2,310",951,"1,273","1,299","1,205","2,901",658,"1,561","1,145","1,329","2,140","1,239","1,381"
2021년12월_남_70~79세,"10,472","1,253",548,683,734,699,"1,464",415,704,702,747,"1,102",688,733
2021년12월_남_80~89세,"3,432",413,221,251,294,295,507,178,161,213,251,282,202,164
2021년12월_남_90~99세,255,33,18,19,22,31,38,10,4,11,13,24,13,19
2021년12월_남_100세 이상,4,0,0,0,2,0,0,0,0,0,0,1,1,0
2021년12월_여_총인구수,"137,185","16,766","4,885","12,583","10,827","7,778","19,693","5,519","14,149","8,785","7,393","13,952","7,244","7,611"
2021년12월_여_연령구간인구수,"137,185","16,766","4,885","12,583","10,827","7,778","19,693","5,519","14,149","8,785","7,393","13,952","7,244","7,611"
2021년12월_여_0~9세,"9,038","1,248",148,"1,199",539,428,"1,202",371,"1,211",626,344,862,469,391
2021년12월_여_10~19세,"11,774","1,281",276,"1,483",582,685,"1,313",514,"2,066",798,441,"1,344",530,461
2021년12월_여_20~29세,"14,960","1,746",446,"1,176","1,809",777,"2,603",581,"1,400",838,752,"1,363",695,774
2021년12월_여_30~39세,"15,717","2,107",371,"1,498","1,706",666,"2,508",654,"1,357",953,767,"1,467",803,860
2021년12월_여_40~49세,"21,688","2,544",543,"2,634","1,642","1,089","2,794",895,"2,955","1,607",957,"2,190",920,918
2021년12월_여_50~59세,"22,626","2,788",838,"1,837","1,592","1,287","3,441",830,"2,302","1,307","1,259","2,476","1,272","1,397"
2021년12월_여_60~69세,"22,642","2,778","1,070","1,473","1,481","1,407","3,291",860,"1,699","1,402","1,574","2,455","1,452","1,700"
2021년12월_여_70~79세,"12,363","1,476",732,837,955,890,"1,756",518,786,864,873,"1,180",752,744
2021년12월_여_80~89세,"5,485",692,391,380,456,451,682,255,309,339,369,535,305,321
2021년12월_여_90~99세,868,105,68,65,59,97,101,41,62,50,57,75,44,44
2021년12월_여_100세 이상,24,1,2,1,6,1,2,0,2,1,0,5,2,1
