카테고리,충청남도 논산시,충청남도 논산시 강경읍,충청남도 논산시 연무읍,충청남도 논산시 성동면,충청남도 논산시 광석면,충청남도 논산시 노성면,충청남도 논산시 상월면,충청남도 논산시 부적면,충청남도 논산시 연산면,충청남도 논산시 벌곡면,충청남도 논산시 양촌면,충청남도 논산시 가야곡면,충청남도 논산시 은진면,충청남도 논산시 채운면,충청남도 논산시 취암동,충청남도 논산시 부창동
2021년03월_계_80~89세,"8,128",636,"1,057",558,478,347,396,379,599,277,615,413,373,248,"1,062",690
2021년03월_계_90~99세,"1,176",101,162,61,45,53,59,57,89,49,89,65,67,56,141,82
2021년03월_계_100세 이상,48,5,3,2,1,3,3,2,6,1,1,0,4,4,9,4
2021년03월_남_총인구수,"57,835","3,991","6,710","2,089","2,147","1,511","1,780","1,799","3,144","1,231","3,187","1,714","2,108","1,076","17,441","7,907"
2021년03월_남_연령구간인구수,"57,835","3,991","6,710","2,089","2,147","1,511","1,780","1,799","3,144","1,231","3,187","1,714","2,108","1,076","17,441","7,907"
2021년03월_남_0~9세,"3,632",163,436,63,55,57,38,45,105,28,208,33,52,30,"1,690",629
2021년03월_남_10~19세,"5,014",325,566,97,120,75,93,74,176,55,242,66,89,61,"2,042",933
2021년03월_남_20~29세,"6,241",402,715,159,160,112,115,140,221,63,271,123,271,84,"2,412",993
2021년03월_남_30~39세,"5,603",278,688,153,148,123,111,120,184,71,286,103,167,71,"2,340",760
2021년03월_남_40~49세,"8,019",503,914,237,247,168,202,218,304,140,338,169,282,108,"2,926","1,263"
2021년03월_남_50~59세,"10,240",733,"1,110",347,412,286,382,358,649,246,574,316,411,205,"2,756","1,455"
2021년03월_남_60~69세,"10,246",830,"1,205",499,526,334,443,446,806,319,618,464,445,273,"1,945","1,093"
2021년03월_남_70~79세,"5,782",494,708,301,321,233,254,265,456,212,396,277,252,147,933,533
2021년03월_남_80~89세,"2,755",232,335,214,149,111,122,123,218,84,229,143,125,79,357,234
2021년03월_남_90~99세,293,28,33,19,9,12,20,10,24,13,25,20,13,17,37,13
2021년03월_남_100세 이상,10,3,0,0,0,0,0,0,1,0,0,0,1,1,3,1
2021년03월_여_총인구수,"57,738","4,147","6,743","2,036","2,084","1,486","1,791","1,735","2,894","1,188","3,066","1,664","1,859","1,172","17,518","8,355"
2021년03월_여_연령구간인구수,"57,738","4,147","6,743","2,036","2,084","1,486","1,791","1,735","2,894","1,188","3,066","1,664","1,859","1,172","17,518","8,355"
2021년03월_여_0~9세,"3,481",146,428,58,54,51,34,43,88,39,192,24,53,29,"1,621",621
2021년03월_여_10~19세,"4,673",312,537,77,122,66,73,82,141,42,178,56,111,71,"1,910",895
2021년03월_여_20~29세,"4,916",304,544,121,123,77,97,108,142,55,192,90,159,64,"2,051",789
2021년03월_여_30~39세,"4,940",254,557,80,98,95,99,84,149,37,261,59,85,56,"2,223",803
2021년03월_여_40~49세,"7,098",432,743,121,149,128,174,138,232,88,295,133,154,92,"2,927","1,292"
2021년03월_여_50~59세,"9,120",701,980,316,338,193,298,278,515,184,471,267,296,163,"2,710","1,410"
2021년03월_여_60~69세,"10,060",857,"1,207",462,452,331,411,407,686,287,548,402,393,266,"2,099","1,252"
2021년03월_여_70~79세,"7,156",662,893,413,382,265,289,290,490,226,478,318,303,220,"1,162",765
2021년03월_여_80~89세,"5,373",404,722,344,329,236,274,256,381,193,386,270,248,169,705,456
2021년03월_여_90~99세,883,73,129,42,36,41,39,47,65,36,64,45,54,39,104,69
2021년03월_여_100세 이상,38,2,3,2,1,3,3,2,5,1,1,0,3,3,6,3
2021년04월_계_총인구수,"115,520","8,129","13,418","4,109","4,224","2,991","3,572","3,527","6,050","2,424","6,231","3,368","3,974","2,246","35,014","16,243"
2021년04월_계_연령구간인구수,"115,520","8,129","13,418","4,109","4,224","2,991","3,572","3,527","6,050","2,424","6,231","3,368","3,974","2,246","35,014","16,243"
2021년04월_계_0~9세,"7,083",312,865,119,107,106,71,87,193,69,387,57,107,60,"3,302","1,241"
2021년04월_계_10~19세,"9,647",630,"1,092",172,243,142,165,154,316,97,421,119,205,129,"3,945","1,817"
2021년04월_계_20~29세,"11,151",703,"1,258",281,276,191,215,250,362,121,461,210,425,147,"4,469","1,782"
2021년04월_계_30~39세,"10,487",525,"1,235",226,245,211,209,202,333,110,539,156,249,125,"4,566","1,556"
2021년04월_계_40~49세,"15,056",941,"1,640",355,398,294,376,347,532,222,623,294,437,198,"5,855","2,544"
2021년04월_계_50~59세,"19,356","1,427","2,089",658,747,480,678,638,"1,174",429,"1,045",587,707,366,"5,470","2,861"
2021년04월_계_60~69세,"20,426","1,698","2,418",965,976,667,857,852,"1,499",608,"1,181",875,843,543,"4,083","2,361"
2021년04월_계_70~79세,"12,910","1,158","1,601",707,702,499,540,550,938,437,866,592,552,366,"2,103","1,299"
2021년04월_계_80~89세,"8,157",630,"1,051",562,484,343,397,384,605,279,620,412,378,252,"1,066",694
2021년04월_계_90~99세,"1,199",101,166,62,45,55,61,60,92,51,87,66,67,56,146,84
2021년04월_계_100세 이상,48,4,3,2,1,3,3,3,6,1,1,0,4,4,9,4
2021년04월_남_총인구수,"57,810","3,990","6,693","2,087","2,138","1,506","1,781","1,798","3,154","1,234","3,178","1,711","2,108","1,073","17,453","7,906"
2021년04월_남_연령구간인구수,"57,810","3,990","6,693","2,087","2,138","1,506","1,781","1,798","3,154","1,234","3,178","1,711","2,108","1,073","17,453","7,906"
2021년04월_남_0~9세,"3,619",166,440,62,53,54,38,45,104,30,202,33,55,31,"1,681",625
2021년04월_남_10~19세,"4,976",318,558,94,122,77,92,74,176,55,240,64,91,60,"2,030",925
2021년04월_남_20~29세,"6,250",406,719,162,158,114,120,141,223,64,270,124,267,81,"2,400","1,001"
2021년04월_남_30~39세,"5,576",277,682,149,143,119,109,119,183,71,282,99,167,68,"2,353",755
2021년04월_남_40~49세,"7,983",500,897,239,248,165,204,212,300,135,334,168,281,110,"2,931","1,259"
2021년04월_남_50~59세,"10,234",731,"1,115",342,405,287,376,362,653,251,571,317,410,203,"2,762","1,449"
2021년04월_남_60~69세,"10,320",836,"1,207",507,524,335,447,445,817,317,628,469,449,274,"1,959","1,106"
2021년04월_남_70~79세,"5,778",498,706,298,326,234,251,262,452,212,393,275,250,148,936,537
2021년04월_남_80~89세,"2,766",229,335,214,150,109,123,128,220,85,233,142,124,80,360,234
2021년04월_남_90~99세,299,27,34,20,9,12,21,10,25,14,25,20,13,17,38,14
2021년04월_남_100세 이상,9,2,0,0,0,0,0,0,1,0,0,0,1,1,3,1
2021년04월_여_총인구수,"57,710","4,139","6,725","2,022","2,086","1,485","1,791","1,729","2,896","1,190","3,053","1,657","1,866","1,173","17,561","8,337"
2021년04월_여_연령구간인구수,"57,710","4,139","6,725","2,022","2,086","1,485","1,791","1,729","2,896","1,190","3,053","1,657","1,866","1,173","17,561","8,337"
2021년04월_여_0~9세,"3,464",146,425,57,54,52,33,42,89,39,185,24,52,29,"1,621",616
2021년04월_여_10~19세,"4,671",312,534,78,121,65,73,80,140,42,181,55,114,69,"1,915",892
2021년04월_여_20~29세,"4,901",297,539,119,118,77,95,109,139,57,191,86,158,66,"2,069",781
2021년04월_여_30~39세,"4,911",248,553,77,102,92,100,83,150,39,257,57,82,57,"2,213",801
2021년04월_여_40~49세,"7,073",441,743,116,150,129,172,135,232,87,289,126,156,88,"2,924","1,285"
2021년04월_여_50~59세,"9,122",696,974,316,342,193,302,276,521,178,474,270,297,163,"2,708","1,412"
2021년04월_여_60~69세,"10,106",862,"1,211",458,452,332,410,407,682,291,553,406,394,269,"2,124","1,255"
2021년04월_여_70~79세,"7,132",660,895,409,376,265,289,288,486,225,473,317,302,218,"1,167",762
2021년04월_여_80~89세,"5,391",401,716,348,334,234,274,256,385,194,387,270,254,172,706,460
2021년04월_여_90~99세,900,74,132,42,36,43,40,50,67,37,62,46,54,39,108,70
2021년04월_여_100세 이상,39,2,3,2,1,3,3,3,5,1,1,0,3,3,6,3
2021년05월_계_총인구수,"115,431","8,096","13,370","4,100","4,231","2,991","3,563","3,523","6,048","2,431","6,246","3,367","3,975","2,228","35,047","16,215"
2021년05월_계_연령구간인구수,"115,431","8,096","13,370","4,100","4,231","2,991","3,563","3,523","6,048","2,431","6,246","3,367","3,975","2,228","35,047","16,215"
2021년05월_계_0~9세,"7,048",310,852,119,106,107,69,90,189,68,385,57,105,58,"3,296","1,237"
2021년05월_계_10~19세,"9,620",626,"1,088",168,246,141,168,156,308,99,420,120,205,129,"3,938","1,808"
2021년05월_계_20~29세,"11,129",698,"1,246",278,277,198,210,246,364,121,456,209,420,145,"4,481","1,780"
2021년05월_계_30~39세,"10,458",511,"1,235",226,249,212,206,205,324,108,547,156,252,121,"4,555","1,551"
2021년05월_계_40~49세,"14,956",941,"1,631",342,393,293,376,339,527,221,617,291,432,196,"5,833","2,524"
2021년05월_계_50~59세,"19,352","1,415","2,081",666,744,477,668,632,"1,175",432,"1,055",580,708,363,"5,496","2,860"
2021년05월_계_60~69세,"20,516","1,695","2,417",962,980,666,861,858,"1,513",612,"1,188",878,855,541,"4,123","2,367"
2021년05월_계_70~79세,"12,940","1,169","1,605",713,700,498,543,548,938,440,868,591,552,367,"2,109","1,299"
2021년05월_계_80~89세,"8,166",626,"1,046",561,489,341,399,387,609,279,623,419,377,250,"1,063",697
2021년05월_계_90~99세,"1,197",101,165,63,46,55,60,59,95,50,86,66,64,54,145,88
2021년05월_계_100세 이상,49,4,4,2,1,3,3,3,6,1,1,0,5,4,8,4
2021년05월_남_총인구수,"57,742","3,980","6,667","2,077","2,140","1,506","1,778","1,787","3,146","1,237","3,184","1,710","2,114","1,065","17,470","7,881"
2021년05월_남_연령구간인구수,"57,742","3,980","6,667","2,077","2,140","1,506","1,778","1,787","3,146","1,237","3,184","1,710","2,114","1,065","17,470","7,881"
2021년05월_남_0~9세,"3,604",166,436,61,52,53,37,46,102,30,202,33,55,30,"1,678",623
2021년05월_남_10~19세,"4,959",315,556,92,121,78,94,73,172,56,239,64,90,59,"2,031",919
2021년05월_남_20~29세,"6,236",402,712,160,160,117,116,138,224,64,265,124,263,81,"2,410","1,000"
2021년05월_남_30~39세,"5,555",272,678,148,145,119,107,119,177,71,286,98,172,66,"2,341",756
2021년05월_남_40~49세,"7,933",500,894,232,244,166,204,205,297,134,335,165,282,109,"2,922","1,244"
2021년05월_남_50~59세,"10,220",731,"1,113",347,405,285,373,360,651,253,573,313,410,205,"2,758","1,443"
2021년05월_남_60~69세,"10,375",832,"1,207",503,527,335,449,450,824,319,633,470,455,272,"1,992","1,107"
2021년05월_남_70~79세,"5,793",503,707,302,324,233,255,259,453,211,396,277,250,149,936,538
2021년05월_남_80~89세,"2,762",230,330,212,152,108,123,128,220,85,231,146,124,78,361,234
2021년05월_남_90~99세,296,27,34,20,10,12,20,9,25,14,24,20,12,15,38,16
2021년05월_남_100세 이상,9,2,0,0,0,0,0,0,1,0,0,0,1,1,3,1
2021년05월_여_총인구수,"57,689","4,116","6,703","2,023","2,091","1,485","1,785","1,736","2,902","1,194","3,062","1,657","1,861","1,163","17,577","8,334"
2021년05월_여_연령구간인구수,"57,689","4,116","6,703","2,023","2,091","1,485","1,785","1,736","2,902","1,194","3,062","1,657","1,861","1,163","17,577","8,334"
2021년05월_여_0~9세,"3,444",144,416,58,54,54,32,44,87,38,183,24,50,28,"1,618",614
2021년05월_여_10~19세,"4,661",311,532,76,125,63,74,83,136,43,181,56,115,70,"1,907",889
2021년05월_여_20~29세,"4,893",296,534,118,117,81,94,108,140,57,191,85,157,64,"2,071",780
2021년05월_여_30~39세,"4,903",239,557,78,104,93,99,86,147,37,261,58,80,55,"2,214",795
2021년05월_여_40~49세,"7,023",441,737,110,149,127,172,134,230,87,282,126,150,87,"2,911","1,280"
2021년05월_여_50~59세,"9,132",684,968,319,339,192,295,272,524,179,482,267,298,158,"2,738","1,417"
2021년05월_여_60~69세,"10,141",863,"1,210",459,453,331,412,408,689,293,555,408,400,269,"2,131","1,260"
2021년05월_여_70~79세,"7,147",666,898,411,376,265,288,289,485,229,472,314,302,218,"1,173",761
2021년05월_여_80~89세,"5,404",396,716,349,337,233,276,259,389,194,392,273,253,172,702,463
2021년05월_여_90~99세,901,74,131,43,36,43,40,50,70,36,62,46,52,39,107,72
2021년05월_여_100세 이상,40,2,4,2,1,3,3,3,5,1,1,0,4,3,5,3
2021년06월_계_총인구수,"115,305","8,108","13,360","4,082","4,209","2,977","3,542","3,530","6,042","2,441","6,256","3,374","3,975","2,225","35,011","16,173"
2021년06월_계_연령구간인구수,"115,305","8,108","13,360","4,082","4,209","2,977","3,542","3,530","6,042","2,441","6,256","3,374","3,975","2,225","35,011","16,173"
2021년06월_계_0~9세,"7,019",305,853,118,105,108,68,86,191,66,388,58,108,60,"3,286","1,219"
2021년06월_계_10~19세,"9,591",627,"1,088",166,243,139,165,157,305,97,417,117,202,128,"3,928","1,812"
2021년06월_계_20~29세,"11,085",701,"1,232",274,270,195,210,243,363,123,453,214,423,143,"4,470","1,771"
2021년06월_계_30~39세,"10,382",505,"1,235",221,244,209,204,207,324,109,556,161,253,121,"4,504","1,529"
2021년06월_계_40~49세,"14,957",942,"1,639",342,393,291,374,334,519,218,618,290,425,194,"5,851","2,527"
2021년06월_계_50~59세,"19,299","1,417","2,070",663,736,474,656,632,"1,174",432,"1,052",585,707,360,"5,497","2,844"
2021년06월_계_60~69세,"20,618","1,701","2,431",963,986,661,862,869,"1,522",622,"1,196",878,858,543,"4,142","2,384"
2021년06월_계_70~79세,"12,930","1,174","1,599",712,695,497,540,550,932,442,869,590,556,369,"2,112","1,293"
2021년06월_계_80~89세,"8,187",634,"1,049",562,490,344,399,390,608,281,620,419,372,249,"1,066",704
2021년06월_계_90~99세,"1,189",98,159,59,46,56,61,59,98,50,86,62,66,54,147,88
2021년06월_계_100세 이상,48,4,5,2,1,3,3,3,6,1,1,0,5,4,8,2
2021년06월_남_총인구수,"57,674","3,985","6,670","2,072","2,130","1,501","1,769","1,796","3,144","1,240","3,196","1,718","2,110","1,064","17,430","7,849"
2021년06월_남_연령구간인구수,"57,674","3,985","6,670","2,072","2,130","1,501","1,769","1,796","3,144","1,240","3,196","1,718","2,110","1,064","17,430","7,849"
2021년06월_남_0~9세,"3,577",162,438,61,51,55,36,45,102,28,203,33,54,31,"1,668",610
2021년06월_남_10~19세,"4,947",315,554,90,119,76,93,73,170,54,238,63,89,59,"2,030",924
2021년06월_남_20~29세,"6,202",402,703,159,157,116,115,136,225,67,264,126,262,78,"2,400",992
2021년06월_남_30~39세,"5,524",269,682,142,144,117,108,122,177,71,294,100,173,65,"2,316",744
2021년06월_남_40~49세,"7,928",498,900,235,242,169,202,204,292,131,338,164,277,108,"2,920","1,248"
2021년06월_남_50~59세,"10,189",734,"1,108",346,402,280,365,364,645,256,569,319,408,203,"2,756","1,434"
2021년06월_남_60~69세,"10,433",840,"1,212",506,530,333,453,452,834,320,638,471,458,273,"2,003","1,110"
2021년06월_남_70~79세,"5,812",504,709,305,324,235,255,262,452,211,399,278,254,153,934,537
2021년06월_남_80~89세,"2,756",233,330,209,151,107,122,128,219,88,230,146,120,78,362,233
2021년06월_남_90~99세,297,26,34,19,10,13,20,10,27,14,23,18,14,15,38,16
2021년06월_남_100세 이상,9,2,0,0,0,0,0,0,1,0,0,0,1,1,3,1
2021년06월_여_총인구수,"57,631","4,123","6,690","2,010","2,079","1,476","1,773","1,734","2,898","1,201","3,060","1,656","1,865","1,161","17,581","8,324"
2021년06월_여_연령구간인구수,"57,631","4,123","6,690","2,010","2,079","1,476","1,773","1,734","2,898","1,201","3,060","1,656","1,865","1,161","17,581","8,324"
2021년06월_여_0~9세,"3,442",143,415,57,54,53,32,41,89,38,185,25,54,29,"1,618",609
2021년06월_여_10~19세,"4,644",312,534,76,124,63,72,84,135,43,179,54,113,69,"1,898",888
2021년06월_여_20~29세,"4,883",299,529,115,113,79,95,107,138,56,189,88,161,65,"2,070",779
2021년06월_여_30~39세,"4,858",236,553,79,100,92,96,85,147,38,262,61,80,56,"2,188",785
2021년06월_여_40~49세,"7,029",444,739,107,151,122,172,130,227,87,280,126,148,86,"2,931","1,279"
2021년06월_여_50~59세,"9,110",683,962,317,334,194,291,268,529,176,483,266,299,157,"2,741","1,410"
2021년06월_여_60~69세,"10,185",861,"1,219",457,456,328,409,417,688,302,558,407,400,270,"2,139","1,274"
2021년06월_여_70~79세,"7,118",670,890,407,371,262,285,288,480,231,470,312,302,216,"1,178",756
2021년06월_여_80~89세,"5,431",401,719,353,339,237,277,262,389,193,390,273,252,171,704,471
2021년06월_여_90~99세,892,72,125,40,36,43,41,49,71,36,63,44,52,39,109,72
2021년06월_여_100세 이상,39,2,5,2,1,3,3,3,5,1,1,0,4,3,5,1
2021년07월_계_총인구수,"115,239","8,096","13,377","4,081","4,216","2,969","3,540","3,525","6,060","2,438","6,234","3,374","3,993","2,220","34,980","16,136"
2021년07월_계_연령구간인구수,"115,239","8,096","13,377","4,081","4,216","2,969","3,540","3,525","6,060","2,438","6,234","3,374","3,993","2,220","34,980","16,136"
2021년07월_계_0~9세,"6,972",300,860,118,106,107,66,86,189,66,388,59,111,61,"3,254","1,201"
2021년07월_계_10~19세,"9,592",621,"1,087",165,245,140,162,161,308,97,414,117,204,127,"3,929","1,815"
2021년07월_계_20~29세,"11,035",703,"1,234",276,274,194,207,240,363,122,448,209,419,142,"4,454","1,750"
2021년07월_계_30~39세,"10,319",504,"1,214",221,243,211,206,202,330,107,549,163,252,117,"4,492","1,508"
2021년07월_계_40~49세,"14,952",940,"1,651",342,393,286,371,335,522,213,608,286,425,193,"5,858","2,529"
2021년07월_계_50~59세,"19,296","1,410","2,061",658,724,473,661,626,"1,174",432,"1,053",590,718,360,"5,499","2,857"
2021년07월_계_60~69세,"20,691","1,706","2,455",966,992,658,866,874,"1,528",624,"1,198",880,861,541,"4,159","2,383"
2021년07월_계_70~79세,"12,930","1,173","1,593",710,702,497,536,550,929,439,866,587,558,371,"2,119","1,300"
2021년07월_계_80~89세,"8,214",635,"1,056",565,489,344,401,390,613,287,621,422,374,249,"1,065",703
2021년07월_계_90~99세,"1,191",99,161,58,47,56,61,58,99,50,88,61,66,55,144,88
2021년07월_계_100세 이상,47,5,5,2,1,3,3,3,5,1,1,0,5,4,7,2
2021년07월_남_총인구수,"57,624","3,980","6,673","2,069","2,130","1,496","1,772","1,790","3,146","1,241","3,180","1,719","2,120","1,061","17,408","7,839"
2021년07월_남_연령구간인구수,"57,624","3,980","6,673","2,069","2,130","1,496","1,772","1,790","3,146","1,241","3,180","1,719","2,120","1,061","17,408","7,839"
2021년07월_남_0~9세,"3,545",160,440,60,50,56,35,43,99,29,205,34,57,31,"1,649",597
2021년07월_남_10~19세,"4,950",312,556,89,120,77,94,76,173,54,234,63,90,59,"2,024",929
2021년07월_남_20~29세,"6,172",401,711,163,159,113,112,133,221,67,259,123,262,78,"2,388",982
2021년07월_남_30~39세,"5,475",268,662,140,142,120,109,117,181,71,286,104,167,63,"2,301",744
2021년07월_남_40~49세,"7,941",501,902,234,242,165,199,203,293,128,334,164,277,109,"2,943","1,247"
2021년07월_남_50~59세,"10,188",727,"1,105",344,398,278,370,360,647,255,571,321,418,202,"2,748","1,444"
2021년07월_남_60~69세,"10,473",845,"1,227",507,531,333,454,456,836,323,639,471,456,273,"2,014","1,108"
2021년07월_남_70~79세,"5,812",500,703,305,328,235,252,263,451,209,401,274,258,155,939,539
2021년07월_남_80~89세,"2,763",237,332,209,150,106,127,128,218,91,227,148,120,75,362,233
2021년07월_남_90~99세,297,26,35,18,10,13,20,11,27,14,24,17,14,15,38,15
2021년07월_남_100세 이상,8,3,0,0,0,0,0,0,0,0,0,0,1,1,2,1
2021년07월_여_총인구수,"57,615","4,116","6,704","2,012","2,086","1,473","1,768","1,735","2,914","1,197","3,054","1,655","1,873","1,159","17,572","8,297"
2021년07월_여_연령구간인구수,"57,615","4,116","6,704","2,012","2,086","1,473","1,768","1,735","2,914","1,197","3,054","1,655","1,873","1,159","17,572","8,297"
2021년07월_여_0~9세,"3,427",140,420,58,56,51,31,43,90,37,183,25,54,30,"1,605",604
2021년07월_여_10~19세,"4,642",309,531,76,125,63,68,85,135,43,180,54,114,68,"1,905",886
2021년07월_여_20~29세,"4,863",302,523,113,115,81,95,107,142,55,189,86,157,64,"2,066",768
2021년07월_여_30~39세,"4,844",236,552,81,101,91,97,85,149,36,263,59,85,54,"2,191",764
2021년07월_여_40~49세,"7,011",439,749,108,151,121,172,132,229,85,274,122,148,84,"2,915","1,282"
2021년07월_여_50~59세,"9,108",683,956,314,326,195,291,266,527,177,482,269,300,158,"2,751","1,413"
2021년07월_여_60~69세,"10,218",861,"1,228",459,461,325,412,418,692,301,559,409,405,268,"2,145","1,275"
2021년07월_여_70~79세,"7,118",673,890,405,374,262,284,287,478,230,465,313,300,216,"1,180",761
2021년07월_여_80~89세,"5,451",398,724,356,339,238,274,262,395,196,394,274,254,174,703,470
2021년07월_여_90~99세,894,73,126,40,37,43,41,47,72,36,64,44,52,40,106,73
2021년07월_여_100세 이상,39,2,5,2,1,3,3,3,5,1,1,0,4,3,5,1
2021년08월_계_총인구수,"115,155","8,087","13,427","4,068","4,212","2,963","3,530","3,521","6,057","2,438","6,204","3,375","3,982","2,217","34,993","16,081"
2021년08월_계_연령구간인구수,"115,155","8,087","13,427","4,068","4,212","2,963","3,530","3,521","6,057","2,438","6,204","3,375","3,982","2,217","34,993","16,081"
2021년08월_계_0~9세,"6,923",295,872,116,104,105,65,83,187,62,384,61,111,59,"3,230","1,189"
2021년08월_계_10~19세,"9,615",626,"1,080",168,250,140,158,160,310,117,408,117,203,129,"3,941","1,808"
2021년08월_계_20~29세,"10,976",696,"1,245",277,267,195,206,236,356,115,434,209,411,141,"4,450","1,738"
2021년08월_계_30~39세,"10,329",503,"1,233",223,247,210,212,207,330,106,538,160,253,119,"4,487","1,501"
2021년08월_계_40~49세,"14,892",938,"1,654",333,394,284,360,334,520,208,618,276,420,192,"5,853","2,508"
2021년08월_계_50~59세,"19,252","1,404","2,071",646,717,468,662,623,"1,169",427,"1,039",592,719,357,"5,508","2,850"
2021년08월_계_60~69세,"20,780","1,702","2,457",975,996,660,870,878,"1,538",627,"1,212",884,859,541,"4,188","2,393"
2021년08월_계_70~79세,"12,894","1,175","1,590",706,698,494,532,546,931,438,861,589,554,369,"2,112","1,299"
2021년08월_계_80~89세,"8,247",644,"1,055",563,488,347,402,395,612,286,615,426,380,252,"1,073",709
2021년08월_계_90~99세,"1,202",99,165,59,50,57,60,56,99,51,95,61,67,54,144,85
2021년08월_계_100세 이상,45,5,5,2,1,3,3,3,5,1,0,0,5,4,7,1
2021년08월_남_총인구수,"57,567","3,971","6,696","2,059","2,126","1,495","1,767","1,793","3,141","1,242","3,158","1,713","2,108","1,057","17,430","7,811"
2021년08월_남_연령구간인구수,"57,567","3,971","6,696","2,059","2,126","1,495","1,767","1,793","3,141","1,242","3,158","1,713","2,108","1,057","17,430","7,811"
2021년08월_남_0~9세,"3,520",157,445,58,48,54,35,42,97,28,202,35,57,31,"1,640",591
2021년08월_남_10~19세,"4,952",313,556,89,124,76,88,76,174,68,228,62,89,59,"2,025",925
2021년08월_남_20~29세,"6,148",394,708,165,156,115,115,130,217,64,250,121,253,76,"2,401",983
2021년08월_남_30~39세,"5,489",269,679,140,143,123,109,120,180,70,282,102,170,64,"2,298",740
2021년08월_남_40~49세,"7,906",495,908,227,243,163,195,204,291,124,337,159,272,107,"2,942","1,239"
2021년08월_남_50~59세,"10,166",728,"1,104",341,397,275,370,359,647,252,561,322,418,202,"2,759","1,431"
2021년08월_남_60~69세,"10,505",842,"1,226",510,531,333,455,458,839,324,646,472,457,273,"2,029","1,110"
2021년08월_남_70~79세,"5,802",503,701,303,325,237,251,263,454,208,399,273,256,154,932,543
2021년08월_남_80~89세,"2,773",241,332,208,148,106,129,130,216,90,228,150,121,75,366,233
2021년08월_남_90~99세,298,26,37,18,11,13,20,11,26,14,25,17,14,15,36,15
2021년08월_남_100세 이상,8,3,0,0,0,0,0,0,0,0,0,0,1,1,2,1
2021년08월_여_총인구수,"57,588","4,116","6,731","2,009","2,086","1,468","1,763","1,728","2,916","1,196","3,046","1,662","1,874","1,160","17,563","8,270"
2021년08월_여_연령구간인구수,"57,588","4,116","6,731","2,009","2,086","1,468","1,763","1,728","2,916","1,196","3,046","1,662","1,874","1,160","17,563","8,270"
2021년08월_여_0~9세,"3,403",138,427,58,56,51,30,41,90,34,182,26,54,28,"1,590",598
2021년08월_여_10~19세,"4,663",313,524,79,126,64,70,84,136,49,180,55,114,70,"1,916",883
2021년08월_여_20~29세,"4,828",302,537,112,111,80,91,106,139,51,184,88,158,65,"2,049",755
2021년08월_여_30~39세,"4,840",234,554,83,104,87,103,87,150,36,256,58,83,55,"2,189",761
2021년08월_여_40~49세,"6,986",443,746,106,151,121,165,130,229,84,281,117,148,85,"2,911","1,269"
2021년08월_여_50~59세,"9,086",676,967,305,320,193,292,264,522,175,478,270,301,155,"2,749","1,419"
2021년08월_여_60~69세,"10,275",860,"1,231",465,465,327,415,420,699,303,566,412,402,268,"2,159","1,283"
2021년08월_여_70~79세,"7,092",672,889,403,373,257,281,283,477,230,462,316,298,215,"1,180",756
2021년08월_여_80~89세,"5,474",403,723,355,340,241,273,265,396,196,387,276,259,177,707,476
2021년08월_여_90~99세,904,73,128,41,39,44,40,45,73,37,70,44,53,39,108,70
2021년08월_여_100세 이상,37,2,5,2,1,3,3,3,5,1,0,0,4,3,5,0
2021년09월_계_총인구수,"114,942","8,047","13,407","4,059","4,198","2,951","3,511","3,522","6,070","2,431","6,187","3,361","3,981","2,199","34,997","16,021"
2021년09월_계_연령구간인구수,"114,942","8,047","13,407","4,059","4,198","2,951","3,511","3,522","6,070","2,431","6,187","3,361","3,981","2,199","34,997","16,021"
2021년09월_계_0~9세,"6,899",282,874,116,102,101,63,87,186,61,383,60,116,58,"3,228","1,182"
2021년09월_계_10~19세,"9,561",628,"1,070",166,246,137,155,161,313,110,406,116,206,127,"3,930","1,790"
2021년09월_계_20~29세,"10,869",681,"1,223",269,263,197,205,231,358,114,423,206,406,136,"4,451","1,706"
2021년09월_계_30~39세,"10,289",495,"1,235",223,251,211,205,207,332,106,541,161,256,114,"4,466","1,486"
2021년09월_계_40~49세,"14,846",935,"1,658",330,392,278,361,329,509,208,611,272,419,191,"5,856","2,497"
2021년09월_계_50~59세,"19,228","1,397","2,072",649,709,471,652,624,"1,170",425,"1,039",588,712,353,"5,517","2,850"
2021년09월_계_60~69세,"20,825","1,712","2,458",974,997,656,867,876,"1,548",629,"1,212",883,860,541,"4,204","2,408"
2021년09월_계_70~79세,"12,901","1,174","1,592",707,698,486,534,550,933,438,858,590,555,367,"2,111","1,308"
2021년09월_계_80~89세,"8,269",639,"1,057",564,488,353,405,394,618,288,617,423,376,255,"1,081",711
2021년09월_계_90~99세,"1,211",100,163,59,51,58,61,59,98,51,97,62,70,53,146,83
2021년09월_계_100세 이상,44,4,5,2,1,3,3,4,5,1,0,0,5,4,7,0
2021년09월_남_총인구수,"57,426","3,950","6,688","2,050","2,120","1,491","1,758","1,796","3,142","1,239","3,144","1,706","2,113","1,044","17,418","7,767"
2021년09월_남_연령구간인구수,"57,426","3,950","6,688","2,050","2,120","1,491","1,758","1,796","3,142","1,239","3,144","1,706","2,113","1,044","17,418","7,767"
2021년09월_남_0~9세,"3,507",150,443,58,47,51,34,43,96,28,201,35,62,30,"1,635",594
2021년09월_남_10~19세,"4,933",316,553,87,122,76,86,76,173,66,231,62,92,59,"2,017",917
2021년09월_남_20~29세,"6,064",384,695,159,152,118,119,129,218,61,240,120,253,72,"2,389",955
