카테고리,경상남도 고성군,경상남도 고성군 고성읍,경상남도 고성군 삼산면,경상남도 고성군 하일면,경상남도 고성군 하이면,경상남도 고성군 상리면,경상남도 고성군 대가면,경상남도 고성군 영현면,경상남도 고성군 영오면,경상남도 고성군 개천면,경상남도 고성군 구만면,경상남도 고성군 회화면,경상남도 고성군 마암면,경상남도 고성군 동해면,경상남도 고성군 거류면
2021년05월_계_0~9세,"2,429","1,756",42,25,99,24,32,13,37,22,26,145,16,64,128
2021년05월_계_10~19세,"4,159","2,678",78,109,181,67,60,28,58,71,31,312,54,141,291
2021년05월_계_20~29세,"3,817","2,232",83,83,232,69,78,45,100,57,50,257,76,173,282
2021년05월_계_30~39세,"3,665","2,280",85,87,188,64,72,34,70,40,40,222,60,150,273
2021년05월_계_40~49세,"6,206","3,684",165,138,290,134,124,49,119,74,65,384,166,283,531
2021년05월_계_50~59세,"8,986","4,288",290,290,485,277,293,110,250,168,179,637,336,568,815
2021년05월_계_60~69세,"9,975","3,852",460,455,594,370,417,211,324,279,247,796,410,717,843
2021년05월_계_70~79세,"6,768","2,220",321,392,375,317,299,198,231,181,195,509,336,565,629
2021년05월_계_80~89세,"4,310","1,128",197,235,238,227,238,152,201,181,153,292,245,360,463
2021년05월_계_90~99세,657,154,30,39,41,39,53,21,36,35,28,38,36,51,56
2021년05월_계_100세 이상,15,4,1,0,1,1,0,0,1,1,2,0,1,1,2
2021년05월_남_총인구수,"25,578","12,191",897,909,"1,414",781,853,382,698,543,509,"1,745",865,"1,589","2,202"
2021년05월_남_연령구간인구수,"25,578","12,191",897,909,"1,414",781,853,382,698,543,509,"1,745",865,"1,589","2,202"
2021년05월_남_0~9세,"1,217",899,21,11,46,13,15,8,13,11,12,67,5,32,64
2021년05월_남_10~19세,"2,275","1,485",47,61,94,37,35,13,30,36,15,155,28,80,159
2021년05월_남_20~29세,"2,254","1,298",54,54,148,45,42,23,66,34,34,133,49,99,175
2021년05월_남_30~39세,"2,026","1,191",56,50,117,34,51,17,43,24,27,112,40,100,164
2021년05월_남_40~49세,"3,447","1,920",97,95,173,81,74,27,76,48,38,201,96,199,322
2021년05월_남_50~59세,"4,903","2,237",168,166,254,144,173,59,140,97,110,337,199,337,482
2021년05월_남_60~69세,"4,990","1,838",243,209,315,202,230,102,171,142,140,403,221,364,410
2021년05월_남_70~79세,"3,012",949,149,179,176,141,145,88,98,85,79,235,146,269,273
2021년05월_남_80~89세,"1,337",346,58,74,82,76,73,43,58,58,47,97,77,103,145
2021년05월_남_90~99세,115,27,4,10,9,8,15,2,3,8,6,5,4,6,8
2021년05월_남_100세 이상,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2021년05월_여_총인구수,"25,409","12,085",855,944,"1,310",808,813,479,729,566,507,"1,847",871,"1,484","2,111"
2021년05월_여_연령구간인구수,"25,409","12,085",855,944,"1,310",808,813,479,729,566,507,"1,847",871,"1,484","2,111"
2021년05월_여_0~9세,"1,212",857,21,14,53,11,17,5,24,11,14,78,11,32,64
2021년05월_여_10~19세,"1,884","1,193",31,48,87,30,25,15,28,35,16,157,26,61,132
2021년05월_여_20~29세,"1,563",934,29,29,84,24,36,22,34,23,16,124,27,74,107
2021년05월_여_30~39세,"1,639","1,089",29,37,71,30,21,17,27,16,13,110,20,50,109
2021년05월_여_40~49세,"2,759","1,764",68,43,117,53,50,22,43,26,27,183,70,84,209
2021년05월_여_50~59세,"4,083","2,051",122,124,231,133,120,51,110,71,69,300,137,231,333
2021년05월_여_60~69세,"4,985","2,014",217,246,279,168,187,109,153,137,107,393,189,353,433
2021년05월_여_70~79세,"3,756","1,271",172,213,199,176,154,110,133,96,116,274,190,296,356
2021년05월_여_80~89세,"2,973",782,139,161,156,151,165,109,143,123,106,195,168,257,318
2021년05월_여_90~99세,542,127,26,29,32,31,38,19,33,27,22,33,32,45,48
2021년05월_여_100세 이상,13,3,1,0,1,1,0,0,1,1,1,0,1,1,2
2021년06월_계_총인구수,"50,933","24,207","1,764","1,854","2,719","1,590","1,666",857,"1,432","1,109","1,026","3,587","1,743","3,067","4,312"
2021년06월_계_연령구간인구수,"50,933","24,207","1,764","1,854","2,719","1,590","1,666",857,"1,432","1,109","1,026","3,587","1,743","3,067","4,312"
2021년06월_계_0~9세,"2,409","1,737",41,25,100,23,32,13,37,22,26,145,16,61,131
2021년06월_계_10~19세,"4,151","2,670",77,108,179,68,64,28,58,71,32,313,55,141,287
2021년06월_계_20~29세,"3,815","2,232",84,86,230,68,77,44,100,57,52,250,79,173,283
2021년06월_계_30~39세,"3,641","2,259",86,89,186,64,71,34,69,40,42,219,63,147,272
2021년06월_계_40~49세,"6,185","3,664",170,137,286,135,124,48,121,74,65,389,165,275,532
2021년06월_계_50~59세,"8,944","4,266",293,288,484,274,297,110,248,167,175,637,331,563,811
2021년06월_계_60~69세,"10,045","3,875",460,456,598,371,413,211,329,281,255,798,416,731,851
2021년06월_계_70~79세,"6,748","2,212",324,391,375,319,297,193,231,181,194,505,337,561,628
2021년06월_계_80~89세,"4,325","1,134",197,236,238,228,239,155,201,181,155,293,243,364,461
2021년06월_계_90~99세,655,154,31,38,42,39,52,21,37,34,28,38,37,50,54
2021년06월_계_100세 이상,15,4,1,0,1,1,0,0,1,1,2,0,1,1,2
2021년06월_남_총인구수,"25,551","12,147",911,907,"1,404",782,852,382,701,543,519,"1,746",865,"1,587","2,205"
2021년06월_남_연령구간인구수,"25,551","12,147",911,907,"1,404",782,852,382,701,543,519,"1,746",865,"1,587","2,205"
2021년06월_남_0~9세,"1,205",889,21,11,45,12,15,8,13,11,12,67,6,29,66
2021년06월_남_10~19세,"2,271","1,479",46,60,92,38,39,13,30,36,16,156,28,80,158
2021년06월_남_20~29세,"2,248","1,292",56,56,146,44,41,23,65,34,36,133,49,99,174
2021년06월_남_30~39세,"2,015","1,182",58,50,114,33,51,17,42,24,28,112,41,98,165
2021년06월_남_40~49세,"3,438","1,910",101,93,174,82,72,26,78,49,39,203,95,195,321
2021년06월_남_50~59세,"4,878","2,226",171,165,247,143,174,60,139,95,107,338,195,337,481
2021년06월_남_60~69세,"5,035","1,847",245,210,316,203,230,102,174,144,148,403,225,374,414
2021년06월_남_70~79세,"3,001",943,151,178,179,142,142,87,99,83,78,234,146,266,273
2021년06월_남_80~89세,"1,343",350,57,74,82,77,73,44,58,59,48,95,76,105,145
2021년06월_남_90~99세,115,28,5,10,9,8,15,2,3,8,6,5,4,4,8
2021년06월_남_100세 이상,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2021년06월_여_총인구수,"25,382","12,060",853,947,"1,315",808,814,475,731,566,507,"1,841",878,"1,480","2,107"
2021년06월_여_연령구간인구수,"25,382","12,060",853,947,"1,315",808,814,475,731,566,507,"1,841",878,"1,480","2,107"
2021년06월_여_0~9세,"1,204",848,20,14,55,11,17,5,24,11,14,78,10,32,65
2021년06월_여_10~19세,"1,880","1,191",31,48,87,30,25,15,28,35,16,157,27,61,129
2021년06월_여_20~29세,"1,567",940,28,30,84,24,36,21,35,23,16,117,30,74,109
2021년06월_여_30~39세,"1,626","1,077",28,39,72,31,20,17,27,16,14,107,22,49,107
2021년06월_여_40~49세,"2,747","1,754",69,44,112,53,52,22,43,25,26,186,70,80,211
2021년06월_여_50~59세,"4,066","2,040",122,123,237,131,123,50,109,72,68,299,136,226,330
2021년06월_여_60~69세,"5,010","2,028",215,246,282,168,183,109,155,137,107,395,191,357,437
2021년06월_여_70~79세,"3,747","1,269",173,213,196,177,155,106,132,98,116,271,191,295,355
2021년06월_여_80~89세,"2,982",784,140,162,156,151,166,111,143,122,107,198,167,259,316
2021년06월_여_90~99세,540,126,26,28,33,31,37,19,34,26,22,33,33,46,46
2021년06월_여_100세 이상,13,3,1,0,1,1,0,0,1,1,1,0,1,1,2
2021년07월_계_총인구수,"50,894","24,200","1,766","1,855","2,718","1,592","1,655",857,"1,436","1,108","1,027","3,579","1,740","3,058","4,303"
2021년07월_계_연령구간인구수,"50,894","24,200","1,766","1,855","2,718","1,592","1,655",857,"1,436","1,108","1,027","3,579","1,740","3,058","4,303"
2021년07월_계_0~9세,"2,386","1,716",40,25,97,22,32,13,39,22,25,143,20,62,130
2021년07월_계_10~19세,"4,147","2,672",78,108,180,70,62,28,58,71,31,313,55,139,282
2021년07월_계_20~29세,"3,808","2,233",84,86,228,67,75,45,99,55,54,249,75,174,284
2021년07월_계_30~39세,"3,626","2,246",86,90,185,67,70,33,70,41,42,216,63,147,270
2021년07월_계_40~49세,"6,152","3,657",168,139,285,134,119,49,125,72,65,386,163,268,522
2021년07월_계_50~59세,"8,933","4,277",294,290,483,273,297,110,243,165,170,630,330,560,811
2021년07월_계_60~69세,"10,103","3,892",465,454,601,374,416,210,334,285,260,803,420,732,857
2021년07월_계_70~79세,"6,736","2,213",322,390,374,317,293,192,226,180,195,508,334,559,633
2021년07월_계_80~89세,"4,331","1,133",199,237,243,229,240,156,204,181,155,290,243,363,458
2021년07월_계_90~99세,657,157,29,36,41,38,51,21,37,35,28,41,36,53,54
2021년07월_계_100세 이상,15,4,1,0,1,1,0,0,1,1,2,0,1,1,2
2021년07월_남_총인구수,"25,537","12,151",914,910,"1,400",785,844,385,702,542,520,"1,738",865,"1,580","2,201"
2021년07월_남_연령구간인구수,"25,537","12,151",914,910,"1,400",785,844,385,702,542,520,"1,738",865,"1,580","2,201"
2021년07월_남_0~9세,"1,196",878,20,11,45,11,15,8,15,11,11,66,9,31,65
2021년07월_남_10~19세,"2,265","1,476",47,61,91,40,38,13,31,36,16,157,27,78,154
2021년07월_남_20~29세,"2,245","1,296",56,56,144,44,39,25,64,33,36,130,48,101,173
2021년07월_남_30~39세,"2,016","1,180",58,51,115,34,51,16,41,25,28,111,42,98,166
2021년07월_남_40~49세,"3,419","1,904",100,95,173,83,69,27,80,48,39,201,94,190,316
2021년07월_남_50~59세,"4,867","2,228",174,165,245,143,173,62,137,93,103,333,195,335,481
2021년07월_남_60~69세,"5,064","1,860",246,211,314,204,230,101,175,147,152,406,226,374,418
2021년07월_남_70~79세,"3,001",949,150,178,180,140,139,86,96,82,80,235,145,265,276
2021년07월_남_80~89세,"1,348",350,59,73,85,78,75,45,60,59,48,93,75,104,144
2021년07월_남_90~99세,114,29,4,9,8,8,15,2,3,8,6,6,4,4,8
2021년07월_남_100세 이상,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2021년07월_여_총인구수,"25,357","12,049",852,945,"1,318",807,811,472,734,566,507,"1,841",875,"1,478","2,102"
2021년07월_여_연령구간인구수,"25,357","12,049",852,945,"1,318",807,811,472,734,566,507,"1,841",875,"1,478","2,102"
2021년07월_여_0~9세,"1,190",838,20,14,52,11,17,5,24,11,14,77,11,31,65
2021년07월_여_10~19세,"1,882","1,196",31,47,89,30,24,15,27,35,15,156,28,61,128
2021년07월_여_20~29세,"1,563",937,28,30,84,23,36,20,35,22,18,119,27,73,111
2021년07월_여_30~39세,"1,610","1,066",28,39,70,33,19,17,29,16,14,105,21,49,104
2021년07월_여_40~49세,"2,733","1,753",68,44,112,51,50,22,45,24,26,185,69,78,206
2021년07월_여_50~59세,"4,066","2,049",120,125,238,130,124,48,106,72,67,297,135,225,330
2021년07월_여_60~69세,"5,039","2,032",219,243,287,170,186,109,159,138,108,397,194,358,439
2021년07월_여_70~79세,"3,735","1,264",172,212,194,177,154,106,130,98,115,273,189,294,357
2021년07월_여_80~89세,"2,983",783,140,164,158,151,165,111,144,122,107,197,168,259,314
2021년07월_여_90~99세,543,128,25,27,33,30,36,19,34,27,22,35,32,49,46
2021년07월_여_100세 이상,13,3,1,0,1,1,0,0,1,1,1,0,1,1,2
2021년08월_계_총인구수,"50,803","24,161","1,773","1,844","2,702","1,598","1,645",860,"1,428","1,110","1,022","3,562","1,738","3,057","4,303"
2021년08월_계_연령구간인구수,"50,803","24,161","1,773","1,844","2,702","1,598","1,645",860,"1,428","1,110","1,022","3,562","1,738","3,057","4,303"
2021년08월_계_0~9세,"2,362","1,702",40,25,94,22,32,12,39,21,25,143,19,59,129
2021년08월_계_10~19세,"4,140","2,669",80,106,180,70,57,28,57,72,31,312,55,142,281
2021년08월_계_20~29세,"3,769","2,223",79,86,225,69,73,44,95,54,51,241,73,174,282
2021년08월_계_30~39세,"3,593","2,229",87,85,178,70,67,33,69,40,43,216,62,149,265
2021년08월_계_40~49세,"6,098","3,632",169,134,284,132,115,49,125,73,63,378,164,262,518
2021년08월_계_50~59세,"8,918","4,277",291,287,480,268,296,109,241,166,168,632,329,559,815
2021년08월_계_60~69세,"10,140","3,898",473,456,599,380,420,212,337,286,258,801,419,736,865
2021년08월_계_70~79세,"6,761","2,237",322,393,377,317,292,195,221,181,197,507,335,553,634
2021년08월_계_80~89세,"4,348","1,129",203,237,245,231,243,157,205,180,156,292,245,368,457
2021년08월_계_90~99세,658,161,28,35,39,38,50,21,38,36,28,40,35,54,55
2021년08월_계_100세 이상,16,4,1,0,1,1,0,0,1,1,2,0,2,1,2
2021년08월_남_총인구수,"25,509","12,142",916,905,"1,394",791,838,386,701,543,516,"1,730",863,"1,579","2,205"
2021년08월_남_연령구간인구수,"25,509","12,142",916,905,"1,394",791,838,386,701,543,516,"1,730",863,"1,579","2,205"
2021년08월_남_0~9세,"1,186",871,20,11,45,11,15,7,15,11,11,66,9,29,65
2021년08월_남_10~19세,"2,263","1,476",48,60,91,40,33,13,31,36,16,156,27,80,156
2021년08월_남_20~29세,"2,227","1,294",53,57,143,47,37,24,61,33,34,126,46,102,170
2021년08월_남_30~39세,"2,004","1,172",58,48,110,37,50,16,42,24,29,113,41,98,166
2021년08월_남_40~49세,"3,400","1,901",101,91,173,82,68,27,79,49,37,197,94,188,313
2021년08월_남_50~59세,"4,853","2,220",172,164,243,142,174,61,139,93,102,333,195,333,482
2021년08월_남_60~69세,"5,085","1,866",249,214,314,205,231,103,175,147,151,405,224,377,424
2021년08월_남_70~79세,"3,021",965,151,178,180,141,139,88,95,82,82,234,146,264,276
2021년08월_남_80~89세,"1,356",347,60,73,87,78,76,45,61,60,48,95,77,104,145
2021년08월_남_90~99세,112,29,4,9,8,8,15,2,3,8,5,5,4,4,8
2021년08월_남_100세 이상,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2021년08월_여_총인구수,"25,294","12,019",857,939,"1,308",807,807,474,727,567,506,"1,832",875,"1,478","2,098"
2021년08월_여_연령구간인구수,"25,294","12,019",857,939,"1,308",807,807,474,727,567,506,"1,832",875,"1,478","2,098"
2021년08월_여_0~9세,"1,176",831,20,14,49,11,17,5,24,10,14,77,10,30,64
2021년08월_여_10~19세,"1,877","1,193",32,46,89,30,24,15,26,36,15,156,28,62,125
2021년08월_여_20~29세,"1,542",929,26,29,82,22,36,20,34,21,17,115,27,72,112
2021년08월_여_30~39세,"1,589","1,057",29,37,68,33,17,17,27,16,14,103,21,51,99
2021년08월_여_40~49세,"2,698","1,731",68,43,111,50,47,22,46,24,26,181,70,74,205
2021년08월_여_50~59세,"4,065","2,057",119,123,237,126,122,48,102,73,66,299,134,226,333
2021년08월_여_60~69세,"5,055","2,032",224,242,285,175,189,109,162,139,107,396,195,359,441
2021년08월_여_70~79세,"3,740","1,272",171,215,197,176,153,107,126,99,115,273,189,289,358
2021년08월_여_80~89세,"2,992",782,143,164,158,153,167,112,144,120,108,197,168,264,312
2021년08월_여_90~99세,546,132,24,26,31,30,35,19,35,28,23,35,31,50,47
2021년08월_여_100세 이상,14,3,1,0,1,1,0,0,1,1,1,0,2,1,2
2021년09월_계_총인구수,"50,732","24,135","1,773","1,840","2,692","1,591","1,643",855,"1,424","1,103","1,019","3,560","1,735","3,053","4,309"
2021년09월_계_연령구간인구수,"50,732","24,135","1,773","1,840","2,692","1,591","1,643",855,"1,424","1,103","1,019","3,560","1,735","3,053","4,309"
2021년09월_계_0~9세,"2,350","1,689",42,23,97,20,33,11,42,21,26,139,19,57,131
2021년09월_계_10~19세,"4,129","2,671",80,103,179,69,59,27,56,69,30,313,54,142,277
2021년09월_계_20~29세,"3,737","2,213",79,86,218,67,69,44,91,53,48,240,73,174,282
2021년09월_계_30~39세,"3,541","2,197",88,86,172,70,65,33,70,39,40,213,60,148,260
2021년09월_계_40~49세,"6,059","3,606",170,131,285,128,117,50,120,75,65,372,164,253,523
2021년09월_계_50~59세,"8,940","4,293",289,287,478,268,289,106,243,165,169,636,330,563,824
2021년09월_계_60~69세,"10,156","3,911",471,457,598,383,426,213,339,283,257,803,416,736,863
2021년09월_계_70~79세,"6,777","2,248",321,396,382,317,293,192,219,182,197,510,338,551,631
2021년09월_계_80~89세,"4,362","1,141",205,235,241,230,241,159,201,180,158,293,243,374,461
2021년09월_계_90~99세,665,162,27,36,41,38,51,20,42,35,27,41,36,54,55
2021년09월_계_100세 이상,16,4,1,0,1,1,0,0,1,1,2,0,2,1,2
2021년09월_남_총인구수,"25,444","12,112",916,902,"1,382",789,831,384,700,539,514,"1,725",861,"1,577","2,212"
2021년09월_남_연령구간인구수,"25,444","12,112",916,902,"1,382",789,831,384,700,539,514,"1,725",861,"1,577","2,212"
2021년09월_남_0~9세,"1,186",862,20,12,49,11,16,7,16,11,11,66,9,29,67
2021년09월_남_10~19세,"2,252","1,475",48,56,91,38,33,13,30,36,16,155,26,81,154
2021년09월_남_20~29세,"2,201","1,284",53,56,133,47,34,24,60,32,31,126,47,103,171
2021년09월_남_30~39세,"1,975","1,156",60,48,105,38,49,17,43,24,27,111,38,96,163
2021년09월_남_40~49세,"3,357","1,880",102,87,172,79,67,27,75,49,40,193,91,180,315
2021년09월_남_50~59세,"4,880","2,239",171,166,242,143,170,59,141,93,101,332,197,337,489
2021년09월_남_60~69세,"5,081","1,857",246,217,311,206,234,104,176,146,152,406,224,377,425
2021년09월_남_70~79세,"3,029",974,150,177,184,140,139,86,95,81,81,236,148,262,276
2021년09월_남_80~89세,"1,367",354,62,74,87,79,74,45,59,60,49,95,77,108,144
2021년09월_남_90~99세,114,30,4,9,8,8,15,2,5,7,5,5,4,4,8
2021년09월_남_100세 이상,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2021년09월_여_총인구수,"25,288","12,023",857,938,"1,310",802,812,471,724,564,505,"1,835",874,"1,476","2,097"
2021년09월_여_연령구간인구수,"25,288","12,023",857,938,"1,310",802,812,471,724,564,505,"1,835",874,"1,476","2,097"
2021년09월_여_0~9세,"1,164",827,22,11,48,9,17,4,26,10,15,73,10,28,64
2021년09월_여_10~19세,"1,877","1,196",32,47,88,31,26,14,26,33,14,158,28,61,123
2021년09월_여_20~29세,"1,536",929,26,30,85,20,35,20,31,21,17,114,26,71,111
2021년09월_여_30~39세,"1,566","1,041",28,38,67,32,16,16,27,15,13,102,22,52,97
2021년09월_여_40~49세,"2,702","1,726",68,44,113,49,50,23,45,26,25,179,73,73,208
2021년09월_여_50~59세,"4,060","2,054",118,121,236,125,119,47,102,72,68,304,133,226,335
2021년09월_여_60~69세,"5,075","2,054",225,240,287,177,192,109,163,137,105,397,192,359,438
2021년09월_여_70~79세,"3,748","1,274",171,219,198,177,154,106,124,101,116,274,190,289,355
2021년09월_여_80~89세,"2,995",787,143,161,154,151,167,114,142,120,109,198,166,266,317
2021년09월_여_90~99세,551,132,23,27,33,30,36,18,37,28,22,36,32,50,47
2021년09월_여_100세 이상,14,3,1,0,1,1,0,0,1,1,1,0,2,1,2
2021년10월_계_총인구수,"50,634","24,085","1,766","1,836","2,678","1,585","1,645",853,"1,431","1,101","1,016","3,545","1,726","3,054","4,313"
2021년10월_계_연령구간인구수,"50,634","24,085","1,766","1,836","2,678","1,585","1,645",853,"1,431","1,101","1,016","3,545","1,726","3,054","4,313"
2021년10월_계_0~9세,"2,325","1,667",40,23,97,20,33,11,41,23,26,139,18,56,131
2021년10월_계_10~19세,"4,114","2,665",81,100,176,67,60,28,57,69,29,310,50,145,277
2021년10월_계_20~29세,"3,689","2,186",77,91,212,67,66,42,94,54,47,234,71,167,281
2021년10월_계_30~39세,"3,495","2,173",88,83,168,68,63,32,70,38,37,213,59,152,251
2021년10월_계_40~49세,"6,037","3,600",168,128,286,123,119,49,119,77,66,365,162,252,523
2021년10월_계_50~59세,"8,975","4,314",287,288,474,271,290,107,248,161,170,640,334,561,830
2021년10월_계_60~69세,"10,167","3,913",470,457,598,385,430,214,339,282,259,802,414,733,871
2021년10월_계_70~79세,"6,770","2,254",320,392,383,319,289,192,219,180,194,511,335,553,629
2021년10월_계_80~89세,"4,370","1,146",206,237,241,226,242,158,200,183,159,289,244,376,463
2021년10월_계_90~99세,676,163,28,37,42,38,53,20,43,33,27,42,37,58,55
2021년10월_계_100세 이상,16,4,1,0,1,1,0,0,1,1,2,0,2,1,2
2021년10월_남_총인구수,"25,379","12,080",911,899,"1,373",786,834,381,704,540,514,"1,715",857,"1,577","2,208"
2021년10월_남_연령구간인구수,"25,379","12,080",911,899,"1,373",786,834,381,704,540,514,"1,715",857,"1,577","2,208"
2021년10월_남_0~9세,"1,171",853,19,12,49,11,16,7,15,12,11,65,9,27,65
2021년10월_남_10~19세,"2,244","1,470",48,56,91,38,33,13,30,36,15,154,23,84,153
2021년10월_남_20~29세,"2,172","1,266",52,56,130,47,34,22,63,33,31,123,44,101,170
2021년10월_남_30~39세,"1,938","1,134",61,47,101,37,47,16,42,23,24,113,38,98,157
2021년10월_남_40~49세,"3,346","1,880",102,82,172,75,68,26,74,51,41,189,90,180,316
2021년10월_남_50~59세,"4,902","2,258",166,167,243,144,172,61,143,89,102,334,199,334,490
2021년10월_남_60~69세,"5,083","1,853",247,219,308,206,237,104,177,149,154,403,222,374,430
2021년10월_남_70~79세,"3,043",983,150,176,184,142,137,85,97,80,79,238,152,264,276
2021년10월_남_80~89세,"1,361",355,61,75,87,78,73,45,57,60,51,91,76,110,142
2021년10월_남_90~99세,117,27,5,9,8,8,17,2,6,7,5,5,4,5,9
2021년10월_남_100세 이상,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2021년10월_여_총인구수,"25,255","12,005",855,937,"1,305",799,811,472,727,561,502,"1,830",869,"1,477","2,105"
2021년10월_여_연령구간인구수,"25,255","12,005",855,937,"1,305",799,811,472,727,561,502,"1,830",869,"1,477","2,105"
2021년10월_여_0~9세,"1,154",814,21,11,48,9,17,4,26,11,15,74,9,29,66
2021년10월_여_10~19세,"1,870","1,195",33,44,85,29,27,15,27,33,14,156,27,61,124
2021년10월_여_20~29세,"1,517",920,25,35,82,20,32,20,31,21,16,111,27,66,111
2021년10월_여_30~39세,"1,557","1,039",27,36,67,31,16,16,28,15,13,100,21,54,94
2021년10월_여_40~49세,"2,691","1,720",66,46,114,48,51,23,45,26,25,176,72,72,207
2021년10월_여_50~59세,"4,073","2,056",121,121,231,127,118,46,105,72,68,306,135,227,340
2021년10월_여_60~69세,"5,084","2,060",223,238,290,179,193,110,162,133,105,399,192,359,441
2021년10월_여_70~79세,"3,727","1,271",170,216,199,177,152,107,122,100,115,273,183,289,353
2021년10월_여_80~89세,"3,009",791,145,162,154,148,169,113,143,123,108,198,168,266,321
2021년10월_여_90~99세,559,136,23,28,34,30,36,18,37,26,22,37,33,53,46
2021년10월_여_100세 이상,14,3,1,0,1,1,0,0,1,1,1,0,2,1,2
2021년11월_계_총인구수,"50,558","24,057","1,764","1,833","2,676","1,584","1,639",855,"1,418","1,096","1,019","3,539","1,725","3,041","4,312"
2021년11월_계_연령구간인구수,"50,558","24,057","1,764","1,833","2,676","1,584","1,639",855,"1,418","1,096","1,019","3,539","1,725","3,041","4,312"
2021년11월_계_0~9세,"2,298","1,646",40,23,97,20,34,11,40,22,24,139,17,53,132
2021년11월_계_10~19세,"4,112","2,664",82,101,175,67,60,29,56,69,31,317,48,140,273
2021년11월_계_20~29세,"3,672","2,178",74,91,211,68,66,42,88,54,48,229,72,167,284
2021년11월_계_30~39세,"3,458","2,152",88,81,166,67,63,31,69,38,40,213,58,140,252
2021년11월_계_40~49세,"6,038","3,604",169,133,288,122,119,51,116,76,66,359,159,254,522
2021년11월_계_50~59세,"8,967","4,326",285,285,466,271,284,106,244,160,168,637,342,564,829
2021년11월_계_60~69세,"10,170","3,915",466,456,605,388,430,214,339,285,262,799,411,728,872
2021년11월_계_70~79세,"6,746","2,254",320,389,380,315,287,191,222,173,194,514,331,553,623
2021년11월_계_80~89세,"4,387","1,144",210,239,245,223,244,158,202,184,155,290,246,382,465
2021년11월_계_90~99세,694,170,29,35,42,42,52,22,41,34,29,42,39,59,58
2021년11월_계_100세 이상,16,4,1,0,1,1,0,0,1,1,2,0,2,1,2
2021년11월_남_총인구수,"25,327","12,052",907,898,"1,371",786,832,382,696,538,515,"1,714",856,"1,569","2,211"
2021년11월_남_연령구간인구수,"25,327","12,052",907,898,"1,371",786,832,382,696,538,515,"1,714",856,"1,569","2,211"
2021년11월_남_0~9세,"1,153",840,19,12,49,11,17,7,14,12,9,64,8,24,67
2021년11월_남_10~19세,"2,245","1,472",48,57,90,38,32,14,29,36,17,160,22,81,149
2021년11월_남_20~29세,"2,165","1,261",52,56,130,46,34,21,60,33,31,122,44,102,173
2021년11월_남_30~39세,"1,906","1,116",61,45,100,37,47,16,41,23,26,112,37,89,156
2021년11월_남_40~49세,"3,336","1,876",101,86,172,73,68,26,72,50,40,185,89,182,316
2021년11월_남_50~59세,"4,909","2,269",165,165,238,145,169,62,139,89,101,335,202,341,489
2021년11월_남_60~69세,"5,088","1,853",244,218,313,208,239,104,178,150,156,399,222,372,432
2021년11월_남_70~79세,"3,037",977,151,177,183,143,135,84,99,78,79,241,150,262,278
2021년11월_남_80~89세,"1,367",359,61,74,88,76,75,46,58,60,50,91,77,110,142
2021년11월_남_90~99세,119,28,5,8,8,9,16,2,6,7,5,5,5,6,9
2021년11월_남_100세 이상,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2021년11월_여_총인구수,"25,231","12,005",857,935,"1,305",798,807,473,722,558,504,"1,825",869,"1,472","2,101"
2021년11월_여_연령구간인구수,"25,231","12,005",857,935,"1,305",798,807,473,722,558,504,"1,825",869,"1,472","2,101"
2021년11월_여_0~9세,"1,145",806,21,11,48,9,17,4,26,10,15,75,9,29,65
2021년11월_여_10~19세,"1,867","1,192",34,44,85,29,28,15,27,33,14,157,26,59,124
2021년11월_여_20~29세,"1,507",917,22,35,81,22,32,21,28,21,17,107,28,65,111
2021년11월_여_30~39세,"1,552","1,036",27,36,66,30,16,15,28,15,14,101,21,51,96
2021년11월_여_40~49세,"2,702","1,728",68,47,116,49,51,25,44,26,26,174,70,72,206
2021년11월_여_50~59세,"4,058","2,057",120,120,228,126,115,44,105,71,67,302,140,223,340
2021년11월_여_60~69세,"5,082","2,062",222,238,292,180,191,110,161,135,106,400,189,356,440
2021년11월_여_70~79세,"3,709","1,277",169,212,197,172,152,107,123,95,115,273,181,291,345
2021년11월_여_80~89세,"3,020",785,149,165,157,147,169,112,144,124,105,199,169,272,323
2021년11월_여_90~99세,575,142,24,27,34,33,36,20,35,27,24,37,34,53,49
2021년11월_여_100세 이상,14,3,1,0,1,1,0,0,1,1,1,0,2,1,2
2021년12월_계_총인구수,"50,478","23,986","1,769","1,821","2,671","1,590","1,638",861,"1,411","1,094","1,022","3,534","1,723","3,052","4,306"
2021년12월_계_연령구간인구수,"50,478","23,986","1,769","1,821","2,671","1,590","1,638",861,"1,411","1,094","1,022","3,534","1,723","3,052","4,306"
2021년12월_계_0~9세,"2,277","1,631",40,24,98,20,32,11,37,22,26,137,17,51,131
2021년12월_계_10~19세,"4,058","2,634",79,96,172,64,56,29,57,66,31,311,47,142,274
2021년12월_계_20~29세,"3,688","2,186",76,89,212,72,67,43,84,55,46,233,73,168,284
2021년12월_계_30~39세,"3,408","2,114",89,78,163,69,61,32,67,40,40,213,56,140,246
