카테고리,서울특별시 종로구,서울특별시 종로구 청운효자동,서울특별시 종로구 사직동,서울특별시 종로구 삼청동,서울특별시 종로구 부암동,서울특별시 종로구 평창동,서울특별시 종로구 무악동,서울특별시 종로구 교남동,서울특별시 종로구 가회동,서울특별시 종로구 종로1.2.3.4가동,서울특별시 종로구 종로5.6가동,서울특별시 종로구 이화동,서울특별시 종로구 혜화동,서울특별시 종로구 창신제1동,서울특별시 종로구 창신제2동,서울특별시 종로구 창신제3동,서울특별시 종로구 숭인제1동,서울특별시 종로구 숭인제2동
2020년12월_계_0~9세,"7,527",827,579,105,553,"1,170",694,859,201,188,118,236,689,127,245,381,286,269
2020년12월_계_10~19세,"11,013","1,165",692,191,927,"1,645","1,014",861,343,209,231,428,"1,313",245,507,530,362,350
2020년12월_계_20~29세,"23,416","1,596","1,237",320,"1,340","2,451",936,"1,277",495,880,"1,080","1,680","4,483",609,"1,166",966,808,"2,092"
2020년12월_계_30~39세,"19,943","1,694","1,441",359,"1,239","2,236",943,"1,708",572,942,710,"1,239","2,079",539,894,961,826,"1,561"
2020년12월_계_40~49세,"22,231","2,151","1,478",369,"1,630","2,763","1,505","1,850",768,962,587,972,"2,295",637,"1,103",957,943,"1,261"
2020년12월_계_50~59세,"25,459","1,976","1,560",417,"1,725","3,267","1,419","1,623",685,"1,339",977,"1,106","2,304","1,114","1,833","1,290","1,147","1,677"
2020년12월_계_60~69세,"19,948","1,388","1,195",413,"1,320","2,512","1,003","1,159",588,"1,399",750,946,"1,631","1,030","1,383","1,001",884,"1,346"
2020년12월_계_70~79세,"12,500","1,010",768,281,806,"1,386",650,746,436,834,527,610,"1,250",546,811,540,544,755
2020년12월_계_80~89세,"5,978",529,462,149,392,772,311,325,189,369,215,310,636,229,309,240,232,309
2020년12월_계_90~99세,"1,093",75,93,30,78,166,52,54,38,90,38,47,98,44,53,47,36,54
2020년12월_계_100세 이상,276,20,21,6,12,23,19,15,10,44,9,14,21,9,14,12,10,17
2020년12월_남_총인구수,"72,635","5,779","4,264","1,272","4,772","8,550","3,979","4,848","2,000","4,352","2,838","3,567","8,089","2,775","4,283","3,398","2,960","4,909"
2020년12월_남_연령구간인구수,"72,635","5,779","4,264","1,272","4,772","8,550","3,979","4,848","2,000","4,352","2,838","3,567","8,089","2,775","4,283","3,398","2,960","4,909"
2020년12월_남_0~9세,"3,803",431,291,47,275,607,314,438,100,98,58,121,329,63,140,207,148,136
2020년12월_남_10~19세,"5,495",615,311,111,504,819,466,405,189,111,114,202,660,132,260,256,164,176
2020년12월_남_20~29세,"11,505",793,567,170,692,"1,247",431,607,231,461,553,781,"2,208",333,629,521,418,863
2020년12월_남_30~39세,"9,910",779,616,176,589,"1,033",428,790,265,531,412,603,"1,106",312,519,467,427,857
2020년12월_남_40~49세,"10,834",969,661,178,757,"1,221",709,872,364,599,351,487,"1,097",328,570,464,495,712
2020년12월_남_50~59세,"12,784",918,699,207,782,"1,474",744,780,315,943,554,545,"1,112",624,979,630,564,914
2020년12월_남_60~69세,"9,903",618,557,190,624,"1,193",458,513,271,891,434,446,785,602,698,496,411,716
2020년12월_남_70~79세,"5,518",404,322,132,359,604,265,296,176,490,252,255,504,275,337,244,227,376
2020년12월_남_80~89세,"2,415",222,199,47,163,302,134,127,78,175,93,106,251,85,127,83,92,131
2020년12월_남_90~99세,371,27,35,13,23,42,16,15,7,39,13,18,30,20,21,20,10,22
2020년12월_남_100세 이상,97,3,6,1,4,8,14,5,4,14,4,3,7,1,3,10,4,6
2020년12월_여_총인구수,"76,749","6,652","5,262","1,368","5,250","9,841","4,567","5,629","2,325","2,904","2,404","4,021","8,710","2,354","4,035","3,527","3,118","4,782"
2020년12월_여_연령구간인구수,"76,749","6,652","5,262","1,368","5,250","9,841","4,567","5,629","2,325","2,904","2,404","4,021","8,710","2,354","4,035","3,527","3,118","4,782"
2020년12월_여_0~9세,"3,724",396,288,58,278,563,380,421,101,90,60,115,360,64,105,174,138,133
2020년12월_여_10~19세,"5,518",550,381,80,423,826,548,456,154,98,117,226,653,113,247,274,198,174
2020년12월_여_20~29세,"11,911",803,670,150,648,"1,204",505,670,264,419,527,899,"2,275",276,537,445,390,"1,229"
2020년12월_여_30~39세,"10,033",915,825,183,650,"1,203",515,918,307,411,298,636,973,227,375,494,399,704
2020년12월_여_40~49세,"11,397","1,182",817,191,873,"1,542",796,978,404,363,236,485,"1,198",309,533,493,448,549
2020년12월_여_50~59세,"12,675","1,058",861,210,943,"1,793",675,843,370,396,423,561,"1,192",490,854,660,583,763
2020년12월_여_60~69세,"10,045",770,638,223,696,"1,319",545,646,317,508,316,500,846,428,685,505,473,630
2020년12월_여_70~79세,"6,982",606,446,149,447,782,385,450,260,344,275,355,746,271,474,296,317,379
2020년12월_여_80~89세,"3,563",307,263,102,229,470,177,198,111,194,122,204,385,144,182,157,140,178
2020년12월_여_90~99세,722,48,58,17,55,124,36,39,31,51,25,29,68,24,32,27,26,32
2020년12월_여_100세 이상,179,17,15,5,8,15,5,10,6,30,5,11,14,8,11,2,6,11
2021년01월_계_총인구수,"149,125","12,426","9,544","2,613","9,990","18,394","8,519","10,428","4,325","7,256","5,258","7,558","16,707","5,116","8,296","6,897","6,081","9,717"
2021년01월_계_연령구간인구수,"149,125","12,426","9,544","2,613","9,990","18,394","8,519","10,428","4,325","7,256","5,258","7,558","16,707","5,116","8,296","6,897","6,081","9,717"
2021년01월_계_0~9세,"7,449",823,578,105,545,"1,150",696,845,199,184,112,233,681,128,236,383,287,264
2021년01월_계_10~19세,"10,937","1,165",692,188,917,"1,646","1,011",849,341,206,222,429,"1,303",243,495,528,360,342
2021년01월_계_20~29세,"23,331","1,590","1,235",310,"1,337","2,455",922,"1,264",500,892,"1,095","1,668","4,420",612,"1,167",951,808,"2,105"
2021년01월_계_30~39세,"19,917","1,683","1,441",353,"1,229","2,228",939,"1,704",562,940,727,"1,244","2,072",534,893,955,838,"1,575"
2021년01월_계_40~49세,"22,132","2,148","1,492",367,"1,630","2,756","1,496","1,835",766,961,591,961,"2,270",631,"1,084",952,930,"1,262"
2021년01월_계_50~59세,"25,410","1,981","1,551",411,"1,712","3,278","1,415","1,625",688,"1,327",965,"1,107","2,321","1,109","1,833","1,276","1,143","1,668"
2021년01월_계_60~69세,"20,069","1,395","1,212",408,"1,325","2,539","1,011","1,158",595,"1,409",756,941,"1,631","1,024","1,396","1,014",892,"1,363"
2021년01월_계_70~79세,"12,485","1,008",767,285,809,"1,387",649,747,430,829,527,605,"1,246",549,813,539,538,757
2021년01월_계_80~89세,"6,016",536,463,149,395,769,309,332,194,373,217,308,639,232,312,240,238,310
2021년01월_계_90~99세,"1,103",77,92,31,79,164,52,54,40,90,37,48,103,45,53,47,37,54
2021년01월_계_100세 이상,276,20,21,6,12,22,19,15,10,45,9,14,21,9,14,12,10,17
2021년01월_남_총인구수,"72,528","5,784","4,273","1,251","4,765","8,556","3,967","4,826","2,004","4,356","2,839","3,551","8,052","2,761","4,263","3,383","2,964","4,933"
2021년01월_남_연령구간인구수,"72,528","5,784","4,273","1,251","4,765","8,556","3,967","4,826","2,004","4,356","2,839","3,551","8,052","2,761","4,263","3,383","2,964","4,933"
2021년01월_남_0~9세,"3,767",430,290,47,274,592,319,434,100,97,55,121,324,64,133,205,152,130
2021년01월_남_10~19세,"5,443",618,306,108,494,817,457,397,187,111,104,198,659,131,258,258,164,176
2021년01월_남_20~29세,"11,493",795,568,164,694,"1,254",426,603,236,471,556,781,"2,179",331,623,510,413,889
2021년01월_남_30~39세,"9,883",772,619,170,589,"1,026",426,785,259,526,425,607,"1,104",313,522,460,432,848
2021년01월_남_40~49세,"10,800",969,668,179,757,"1,222",702,864,366,601,354,481,"1,085",323,557,469,490,713
2021년01월_남_50~59세,"12,765",922,695,202,780,"1,482",744,786,316,930,549,540,"1,123",621,977,623,560,915
2021년01월_남_60~69세,"9,979",620,567,187,627,"1,201",466,516,276,904,433,443,789,597,706,504,418,725
2021년01월_남_70~79세,"5,495",403,321,132,357,608,264,294,174,485,252,254,498,273,336,241,226,377
2021년01월_남_80~89세,"2,434",225,199,47,165,304,133,128,79,179,95,105,251,87,128,83,94,132
2021년01월_남_90~99세,372,27,34,14,25,42,16,14,7,37,12,18,33,20,20,20,11,22
2021년01월_남_100세 이상,97,3,6,1,3,8,14,5,4,15,4,3,7,1,3,10,4,6
2021년01월_여_총인구수,"76,597","6,642","5,271","1,362","5,225","9,838","4,552","5,602","2,321","2,900","2,419","4,007","8,655","2,355","4,033","3,514","3,117","4,784"
2021년01월_여_연령구간인구수,"76,597","6,642","5,271","1,362","5,225","9,838","4,552","5,602","2,321","2,900","2,419","4,007","8,655","2,355","4,033","3,514","3,117","4,784"
2021년01월_여_0~9세,"3,682",393,288,58,271,558,377,411,99,87,57,112,357,64,103,178,135,134
2021년01월_여_10~19세,"5,494",547,386,80,423,829,554,452,154,95,118,231,644,112,237,270,196,166
2021년01월_여_20~29세,"11,838",795,667,146,643,"1,201",496,661,264,421,539,887,"2,241",281,544,441,395,"1,216"
2021년01월_여_30~39세,"10,034",911,822,183,640,"1,202",513,919,303,414,302,637,968,221,371,495,406,727
2021년01월_여_40~49세,"11,332","1,179",824,188,873,"1,534",794,971,400,360,237,480,"1,185",308,527,483,440,549
2021년01월_여_50~59세,"12,645","1,059",856,209,932,"1,796",671,839,372,397,416,567,"1,198",488,856,653,583,753
2021년01월_여_60~69세,"10,090",775,645,221,698,"1,338",545,642,319,505,323,498,842,427,690,510,474,638
2021년01월_여_70~79세,"6,990",605,446,153,452,779,385,453,256,344,275,351,748,276,477,298,312,380
2021년01월_여_80~89세,"3,582",311,264,102,230,465,176,204,115,194,122,203,388,145,184,157,144,178
2021년01월_여_90~99세,731,50,58,17,54,122,36,40,33,53,25,30,70,25,33,27,26,32
2021년01월_여_100세 이상,179,17,15,5,9,14,5,10,6,30,5,11,14,8,11,2,6,11
2021년02월_계_총인구수,"148,884","12,353","9,542","2,609","9,961","18,347","8,516","10,395","4,320","7,253","5,282","7,561","16,712","5,122","8,245","6,873","6,083","9,710"
2021년02월_계_연령구간인구수,"148,884","12,353","9,542","2,609","9,961","18,347","8,516","10,395","4,320","7,253","5,282","7,561","16,712","5,122","8,245","6,873","6,083","9,710"
2021년02월_계_0~9세,"7,389",793,568,107,538,"1,142",701,843,197,191,113,233,679,127,232,374,286,265
2021년02월_계_10~19세,"10,913","1,159",696,186,912,"1,629","1,001",850,345,204,224,432,"1,340",239,484,520,355,337
2021년02월_계_20~29세,"23,248","1,587","1,227",313,"1,321","2,441",922,"1,252",495,891,"1,102","1,663","4,381",622,"1,162",948,815,"2,106"
2021년02월_계_30~39세,"19,831","1,651","1,461",338,"1,221","2,223",946,"1,695",558,933,733,"1,235","2,059",530,887,948,841,"1,572"
2021년02월_계_40~49세,"22,047","2,157","1,481",375,"1,634","2,743","1,478","1,823",764,961,588,954,"2,277",622,"1,064",943,924,"1,259"
2021년02월_계_50~59세,"25,418","1,973","1,556",411,"1,709","3,283","1,418","1,619",701,"1,325",966,"1,109","2,329","1,108","1,821","1,281","1,142","1,667"
2021년02월_계_60~69세,"20,170","1,399","1,213",412,"1,336","2,546","1,026","1,174",586,"1,401",765,955,"1,628","1,039","1,399","1,015",898,"1,378"
2021년02월_계_70~79세,"12,427",999,762,282,805,"1,381",636,738,428,837,527,609,"1,247",542,805,541,538,750
2021년02월_계_80~89세,"6,060",537,465,147,394,776,317,336,193,374,220,309,645,238,323,244,236,306
2021년02월_계_90~99세,"1,103",78,92,32,77,160,51,53,43,91,34,48,106,46,54,47,38,53
2021년02월_계_100세 이상,278,20,21,6,14,23,20,12,10,45,10,14,21,9,14,12,10,17
2021년02월_남_총인구수,"72,372","5,745","4,274","1,247","4,748","8,534","3,963","4,797","2,004","4,348","2,847","3,555","8,063","2,755","4,236","3,375","2,958","4,923"
2021년02월_남_연령구간인구수,"72,372","5,745","4,274","1,247","4,748","8,534","3,963","4,797","2,004","4,348","2,847","3,555","8,063","2,755","4,236","3,375","2,958","4,923"
2021년02월_남_0~9세,"3,722",409,283,49,268,589,321,431,100,102,56,120,325,64,127,197,152,129
2021년02월_남_10~19세,"5,458",618,311,106,495,816,454,402,190,109,102,203,676,129,253,258,159,177
2021년02월_남_20~29세,"11,426",794,560,168,685,"1,237",422,591,235,470,558,776,"2,172",331,617,509,414,887
2021년02월_남_30~39세,"9,820",760,633,163,585,"1,021",432,772,253,514,424,605,"1,095",308,520,458,436,841
2021년02월_남_40~49세,"10,731",968,656,179,750,"1,217",692,854,370,599,354,473,"1,086",319,546,465,487,716
2021년02월_남_50~59세,"12,793",916,703,206,787,"1,487",746,782,321,928,550,547,"1,129",621,977,623,559,911
2021년02월_남_60~69세,"10,031",627,567,187,626,"1,203",470,528,271,904,440,450,788,603,704,507,419,737
2021년02월_남_70~79세,"5,469",399,316,128,358,608,260,290,173,490,253,255,495,270,338,242,223,371
2021년02월_남_80~89세,"2,457",223,204,46,165,308,136,130,79,181,95,106,257,89,130,86,94,128
2021년02월_남_90~99세,369,28,35,14,25,40,16,14,8,36,11,17,33,20,21,20,11,20
2021년02월_남_100세 이상,96,3,6,1,4,8,14,3,4,15,4,3,7,1,3,10,4,6
2021년02월_여_총인구수,"76,512","6,608","5,268","1,362","5,213","9,813","4,553","5,598","2,316","2,905","2,435","4,006","8,649","2,367","4,009","3,498","3,125","4,787"
2021년02월_여_연령구간인구수,"76,512","6,608","5,268","1,362","5,213","9,813","4,553","5,598","2,316","2,905","2,435","4,006","8,649","2,367","4,009","3,498","3,125","4,787"
2021년02월_여_0~9세,"3,667",384,285,58,270,553,380,412,97,89,57,113,354,63,105,177,134,136
2021년02월_여_10~19세,"5,455",541,385,80,417,813,547,448,155,95,122,229,664,110,231,262,196,160
2021년02월_여_20~29세,"11,822",793,667,145,636,"1,204",500,661,260,421,544,887,"2,209",291,545,439,401,"1,219"
2021년02월_여_30~39세,"10,011",891,828,175,636,"1,202",514,923,305,419,309,630,964,222,367,490,405,731
2021년02월_여_40~49세,"11,316","1,189",825,196,884,"1,526",786,969,394,362,234,481,"1,191",303,518,478,437,543
2021년02월_여_50~59세,"12,625","1,057",853,205,922,"1,796",672,837,380,397,416,562,"1,200",487,844,658,583,756
2021년02월_여_60~69세,"10,139",772,646,225,710,"1,343",556,646,315,497,325,505,840,436,695,508,479,641
2021년02월_여_70~79세,"6,958",600,446,154,447,773,376,448,255,347,274,354,752,272,467,299,315,379
2021년02월_여_80~89세,"3,603",314,261,101,229,468,181,206,114,193,125,203,388,149,193,158,142,178
2021년02월_여_90~99세,734,50,57,18,52,120,35,39,35,55,23,31,73,26,33,27,27,33
2021년02월_여_100세 이상,182,17,15,5,10,15,6,9,6,30,6,11,14,8,11,2,6,11
2021년03월_계_총인구수,"147,296","12,095","9,543","2,530","9,819","18,308","8,380","10,230","4,203","7,227","5,264","7,399","16,711","5,054","8,198","6,752","6,041","9,542"
2021년03월_계_연령구간인구수,"147,296","12,095","9,543","2,530","9,819","18,308","8,380","10,230","4,203","7,227","5,264","7,399","16,711","5,054","8,198","6,752","6,041","9,542"
2021년03월_계_0~9세,"7,316",779,567,108,530,"1,144",700,833,191,189,110,237,660,129,229,369,281,260
2021년03월_계_10~19세,"10,946","1,152",692,185,907,"1,621",997,839,329,228,274,418,"1,392",230,477,516,353,336
2021년03월_계_20~29세,"23,275","1,572","1,241",312,"1,320","2,425",920,"1,246",490,925,"1,134","1,644","4,406",607,"1,162",950,815,"2,106"
2021년03월_계_30~39세,"19,740","1,633","1,456",333,"1,216","2,227",950,"1,677",559,929,725,"1,242","2,041",528,883,926,838,"1,577"
2021년03월_계_40~49세,"21,775","2,109","1,497",359,"1,619","2,733","1,456","1,806",736,956,575,942,"2,235",619,"1,049",934,909,"1,241"
2021년03월_계_50~59세,"25,166","1,930","1,552",398,"1,686","3,271","1,404","1,590",698,"1,323",943,"1,087","2,337","1,088","1,819","1,250","1,144","1,646"
2021년03월_계_60~69세,"20,042","1,378","1,219",397,"1,321","2,576","1,002","1,156",576,"1,398",753,931,"1,634","1,037","1,418","1,009",891,"1,346"
2021년03월_계_70~79세,"12,075",945,769,261,772,"1,368",607,719,397,839,500,558,"1,250",538,793,523,536,700
2021년03월_계_80~89세,"5,949",521,466,143,376,773,298,319,186,377,218,299,652,245,317,234,231,294
2021년03월_계_90~99세,946,69,77,28,68,160,43,44,39,58,31,39,99,33,46,40,37,35
2021년03월_계_100세 이상,66,7,7,6,4,10,3,1,2,5,1,2,5,0,5,1,6,1
2021년03월_남_총인구수,"71,644","5,619","4,275","1,211","4,690","8,518","3,907","4,729","1,952","4,320","2,847","3,490","8,038","2,718","4,214","3,320","2,933","4,863"
2021년03월_남_연령구간인구수,"71,644","5,619","4,275","1,211","4,690","8,518","3,907","4,729","1,952","4,320","2,847","3,490","8,038","2,718","4,214","3,320","2,933","4,863"
2021년03월_남_0~9세,"3,674",396,282,49,260,587,321,423,96,99,55,121,319,66,126,198,149,127
2021년03월_남_10~19세,"5,437",618,306,106,487,811,452,397,177,109,138,194,685,121,247,254,159,176
2021년03월_남_20~29세,"11,416",782,569,167,694,"1,220",422,586,228,483,571,767,"2,177",324,610,514,411,891
2021년03월_남_30~39세,"9,764",747,623,158,582,"1,025",437,759,256,514,422,608,"1,083",303,523,449,432,843
2021년03월_남_40~49세,"10,603",948,664,168,745,"1,212",682,851,356,595,343,466,"1,068",321,543,463,477,701
2021년03월_남_50~59세,"12,702",892,703,202,770,"1,499",736,766,325,928,540,540,"1,126",613,972,609,567,914
2021년03월_남_60~69세,"9,984",615,574,182,629,"1,206",461,529,266,899,435,440,795,597,713,502,415,726
2021년03월_남_70~79세,"5,343",383,317,119,344,604,255,284,162,488,237,238,497,272,337,233,223,350
2021년03월_남_80~89세,"2,410",214,204,47,157,309,127,124,75,184,97,102,260,91,126,82,86,125
2021년03월_남_90~99세,290,23,31,12,21,40,12,10,10,18,9,13,28,10,17,15,11,10
2021년03월_남_100세 이상,21,1,2,1,1,5,2,0,1,3,0,1,0,0,0,1,3,0
2021년03월_여_총인구수,"75,652","6,476","5,268","1,319","5,129","9,790","4,473","5,501","2,251","2,907","2,417","3,909","8,673","2,336","3,984","3,432","3,108","4,679"
2021년03월_여_연령구간인구수,"75,652","6,476","5,268","1,319","5,129","9,790","4,473","5,501","2,251","2,907","2,417","3,909","8,673","2,336","3,984","3,432","3,108","4,679"
2021년03월_여_0~9세,"3,642",383,285,59,270,557,379,410,95,90,55,116,341,63,103,171,132,133
2021년03월_여_10~19세,"5,509",534,386,79,420,810,545,442,152,119,136,224,707,109,230,262,194,160
2021년03월_여_20~29세,"11,859",790,672,145,626,"1,205",498,660,262,442,563,877,"2,229",283,552,436,404,"1,215"
2021년03월_여_30~39세,"9,976",886,833,175,634,"1,202",513,918,303,415,303,634,958,225,360,477,406,734
2021년03월_여_40~49세,"11,172","1,161",833,191,874,"1,521",774,955,380,361,232,476,"1,167",298,506,471,432,540
2021년03월_여_50~59세,"12,464","1,038",849,196,916,"1,772",668,824,373,395,403,547,"1,211",475,847,641,577,732
2021년03월_여_60~69세,"10,058",763,645,215,692,"1,370",541,627,310,499,318,491,839,440,705,507,476,620
2021년03월_여_70~79세,"6,732",562,452,142,428,764,352,435,235,351,263,320,753,266,456,290,313,350
2021년03월_여_80~89세,"3,539",307,262,96,219,464,171,195,111,193,121,197,392,154,191,152,145,169
2021년03월_여_90~99세,656,46,46,16,47,120,31,34,29,40,22,26,71,23,29,25,26,25
2021년03월_여_100세 이상,45,6,5,5,3,5,1,1,1,2,1,1,5,0,5,0,3,1
2021년04월_계_총인구수,"147,113","12,063","9,535","2,519","9,771","18,294","8,347","10,220","4,197","7,250","5,241","7,390","16,707","5,049","8,175","6,727","6,014","9,614"
2021년04월_계_연령구간인구수,"147,113","12,063","9,535","2,519","9,771","18,294","8,347","10,220","4,197","7,250","5,241","7,390","16,707","5,049","8,175","6,727","6,014","9,614"
2021년04월_계_0~9세,"7,306",785,571,107,527,"1,155",691,836,188,187,110,234,649,128,225,368,281,264
2021년04월_계_10~19세,"10,859","1,144",678,190,899,"1,614",996,822,327,224,276,410,"1,385",231,465,505,352,341
2021년04월_계_20~29세,"23,240","1,575","1,245",308,"1,301","2,416",915,"1,253",486,928,"1,110","1,641","4,404",613,"1,154",946,806,"2,139"
2021년04월_계_30~39세,"19,729","1,608","1,455",332,"1,209","2,238",947,"1,661",559,936,734,"1,250","2,045",532,889,929,825,"1,580"
2021년04월_계_40~49세,"21,690","2,125","1,489",358,"1,602","2,719","1,445","1,808",732,959,577,941,"2,213",614,"1,035",923,899,"1,251"
2021년04월_계_50~59세,"25,125","1,917","1,546",394,"1,687","3,270","1,400","1,584",703,"1,320",926,"1,083","2,355","1,079","1,819","1,246","1,145","1,651"
2021년04월_계_60~69세,"20,153","1,372","1,228",400,"1,325","2,583","1,010","1,170",579,"1,414",758,932,"1,644","1,044","1,424","1,021",899,"1,350"
2021년04월_계_70~79세,"12,006",941,771,253,767,"1,357",596,718,396,833,498,556,"1,245",533,792,511,532,707
2021년04월_계_80~89세,"5,990",520,469,143,375,772,301,323,188,385,219,303,663,242,321,237,234,295
2021년04월_계_90~99세,951,69,78,28,75,160,43,44,37,59,32,38,99,33,46,40,35,35
2021년04월_계_100세 이상,64,7,5,6,4,10,3,1,2,5,1,2,5,0,5,1,6,1
2021년04월_남_총인구수,"71,567","5,598","4,280","1,208","4,673","8,523","3,902","4,731","1,941","4,335","2,826","3,488","8,030","2,714","4,198","3,301","2,920","4,899"
2021년04월_남_연령구간인구수,"71,567","5,598","4,280","1,208","4,673","8,523","3,902","4,731","1,941","4,335","2,826","3,488","8,030","2,714","4,198","3,301","2,920","4,899"
2021년04월_남_0~9세,"3,655",398,281,48,258,589,317,425,92,97,52,119,315,64,124,197,148,131
2021년04월_남_10~19세,"5,401",614,302,109,483,806,453,387,175,107,136,191,685,123,241,251,160,178
2021년04월_남_20~29세,"11,375",779,575,165,686,"1,219",422,589,226,478,559,770,"2,170",326,604,508,402,897
2021년04월_남_30~39세,"9,786",735,627,158,584,"1,036",439,750,253,528,428,612,"1,080",308,527,451,423,847
2021년04월_남_40~49세,"10,578",958,663,169,735,"1,216",679,856,351,596,345,462,"1,060",318,538,457,474,701
2021년04월_남_50~59세,"12,685",880,701,200,770,"1,500",735,763,327,926,529,538,"1,140",610,968,601,570,927
2021년04월_남_60~69세,"10,036",619,575,184,633,"1,205",464,540,270,910,437,441,793,594,715,508,422,726
2021년04월_남_70~79세,"5,318",378,318,115,344,598,253,283,161,487,234,238,495,273,337,228,220,356
2021년04월_남_80~89세,"2,417",212,204,47,156,308,126,126,76,186,98,103,263,88,127,83,88,126
2021년04월_남_90~99세,295,24,32,12,23,41,12,12,9,17,8,13,29,10,17,16,10,10
2021년04월_남_100세 이상,21,1,2,1,1,5,2,0,1,3,0,1,0,0,0,1,3,0
2021년04월_여_총인구수,"75,546","6,465","5,255","1,311","5,098","9,771","4,445","5,489","2,256","2,915","2,415","3,902","8,677","2,335","3,977","3,426","3,094","4,715"
2021년04월_여_연령구간인구수,"75,546","6,465","5,255","1,311","5,098","9,771","4,445","5,489","2,256","2,915","2,415","3,902","8,677","2,335","3,977","3,426","3,094","4,715"
2021년04월_여_0~9세,"3,651",387,290,59,269,566,374,411,96,90,58,115,334,64,101,171,133,133
2021년04월_여_10~19세,"5,458",530,376,81,416,808,543,435,152,117,140,219,700,108,224,254,192,163
2021년04월_여_20~29세,"11,865",796,670,143,615,"1,197",493,664,260,450,551,871,"2,234",287,550,438,404,"1,242"
2021년04월_여_30~39세,"9,943",873,828,174,625,"1,202",508,911,306,408,306,638,965,224,362,478,402,733
2021년04월_여_40~49세,"11,112","1,167",826,189,867,"1,503",766,952,381,363,232,479,"1,153",296,497,466,425,550
2021년04월_여_50~59세,"12,440","1,037",845,194,917,"1,770",665,821,376,394,397,545,"1,215",469,851,645,575,724
2021년04월_여_60~69세,"10,117",753,653,216,692,"1,378",546,630,309,504,321,491,851,450,709,513,477,624
2021년04월_여_70~79세,"6,688",563,453,138,423,759,343,435,235,346,264,318,750,260,455,283,312,351
2021년04월_여_80~89세,"3,573",308,265,96,219,464,175,197,112,199,121,200,400,154,194,154,146,169
2021년04월_여_90~99세,656,45,46,16,52,119,31,32,28,42,24,25,70,23,29,24,25,25
2021년04월_여_100세 이상,43,6,3,5,3,5,1,1,1,2,1,1,5,0,5,0,3,1
2021년05월_계_총인구수,"146,377","12,042","9,367","2,497","9,737","18,230","8,329","10,178","4,205","7,265","5,243","7,359","16,570","4,965","8,077","6,704","5,993","9,616"
2021년05월_계_연령구간인구수,"146,377","12,042","9,367","2,497","9,737","18,230","8,329","10,178","4,205","7,265","5,243","7,359","16,570","4,965","8,077","6,704","5,993","9,616"
2021년05월_계_0~9세,"7,278",776,567,106,524,"1,167",686,827,186,187,109,234,649,131,219,368,279,263
2021년05월_계_10~19세,"10,791","1,146",671,183,891,"1,603",995,819,329,230,277,397,"1,362",230,466,497,355,340
2021년05월_계_20~29세,"23,219","1,565","1,242",310,"1,294","2,422",915,"1,246",490,926,"1,107","1,630","4,407",611,"1,161",946,799,"2,148"
2021년05월_계_30~39세,"19,637","1,601","1,446",328,"1,208","2,224",939,"1,630",563,932,736,"1,237","2,058",532,878,929,815,"1,581"
2021년05월_계_40~49세,"21,500","2,122","1,463",352,"1,590","2,700","1,429","1,804",725,956,579,927,"2,186",598,"1,027",916,891,"1,235"
2021년05월_계_50~59세,"25,032","1,914","1,515",387,"1,692","3,248","1,408","1,592",709,"1,337",915,"1,089","2,328","1,065","1,793","1,240","1,148","1,652"
2021년05월_계_60~69세,"20,123","1,379","1,201",404,"1,317","2,604","1,013","1,168",579,"1,412",767,937,"1,635","1,022","1,398","1,022",906,"1,359"
2021년05월_계_70~79세,"11,824",943,717,251,765,"1,330",594,721,399,833,503,559,"1,185",512,772,510,525,705
2021년05월_계_80~89세,"5,964",519,458,142,378,766,303,326,187,384,218,309,659,230,316,237,235,297
2021년05월_계_90~99세,949,70,82,28,74,158,44,44,36,63,31,38,96,34,44,38,34,35
2021년05월_계_100세 이상,60,7,5,6,4,8,3,1,2,5,1,2,5,0,3,1,6,1
2021년05월_남_총인구수,"71,204","5,582","4,220","1,192","4,658","8,502","3,887","4,700","1,945","4,328","2,813","3,485","7,988","2,669","4,140","3,290","2,904","4,901"
2021년05월_남_연령구간인구수,"71,204","5,582","4,220","1,192","4,658","8,502","3,887","4,700","1,945","4,328","2,813","3,485","7,988","2,669","4,140","3,290","2,904","4,901"
2021년05월_남_0~9세,"3,651",393,287,48,260,597,314,418,94,98,53,118,311,64,121,198,145,132
2021년05월_남_10~19세,"5,354",614,298,104,472,803,449,381,175,109,134,188,675,124,240,246,162,180
2021년05월_남_20~29세,"11,343",774,578,163,686,"1,216",425,587,226,471,554,765,"2,161",326,604,510,396,901
2021년05월_남_30~39세,"9,760",732,625,154,585,"1,032",434,737,259,530,421,614,"1,098",308,518,450,419,844
2021년05월_남_40~49세,"10,476",953,651,167,735,"1,208",672,846,345,585,346,458,"1,051",311,536,457,461,694
2021년05월_남_50~59세,"12,632",881,685,197,768,"1,489",734,768,330,935,522,541,"1,128",606,947,594,575,932
2021년05월_남_60~69세,"10,025",619,567,187,630,"1,212",468,537,269,909,443,444,792,579,706,509,427,727
2021년05월_남_70~79세,"5,244",380,295,113,343,599,250,283,162,486,234,236,482,259,325,228,216,353
2021년05월_남_80~89세,"2,405",212,200,47,156,303,126,131,75,183,98,107,261,81,126,81,90,128
2021년05월_남_90~99세,295,23,32,11,22,40,13,12,9,19,8,13,29,11,17,16,10,10
2021년05월_남_100세 이상,19,1,2,1,1,3,2,0,1,3,0,1,0,0,0,1,3,0
