카테고리,경기도 남양주시,경기도 남양주시 와부읍,경기도 남양주시 진접읍,경기도 남양주시 화도읍,경기도 남양주시 화도읍동부출장소,경기도 남양주시 진건읍,경기도 남양주시 오남읍,경기도 남양주시 퇴계원읍,경기도 남양주시 별내면,경기도 남양주시 수동면,경기도 남양주시 조안면,경기도 남양주시 호평동,경기도 남양주시 평내동,경기도 남양주시 금곡동,경기도 남양주시 양정동,경기도 남양주시 다산1동,경기도 남양주시 다산2동,경기도 남양주시 별내동
2021년04월_여_30~39세,"45,495","2,976","5,076","6,130","1,087","1,050","2,648","1,547",860,329,198,"3,979","2,193",890,182,"7,007","3,070","6,273"
2021년04월_여_40~49세,"65,456","5,701","8,592","9,699","1,217","1,510","5,054","2,108","1,606",464,241,"6,127","3,750","1,045",173,"7,758","3,633","6,778"
2021년04월_여_50~59세,"58,115","5,490","7,171","8,522","1,133","2,411","4,532","2,922","1,746",801,352,"4,067","2,868","1,919",385,"5,355","2,636","5,805"
2021년04월_여_60~69세,"44,311","4,055","5,678","6,364",972,"1,965","3,035","2,320","1,441",937,421,"2,841","1,838","1,803",437,"3,874","1,874","4,456"
2021년04월_여_70~79세,"24,554","2,519","3,294","3,821",440,"1,087","1,994","1,190",955,567,236,"1,754","1,065",872,241,"1,820",768,"1,931"
2021년04월_여_80~89세,"11,994","1,182","1,606","1,699",238,610,972,628,455,328,134,723,553,560,134,885,355,932
2021년04월_여_90~99세,"2,097",209,232,277,54,110,149,83,70,105,33,150,83,103,17,171,70,181
2021년04월_여_100세 이상,101,9,11,11,0,3,3,6,15,5,0,8,2,4,3,6,2,13
2021년05월_계_총인구수,"723,215","61,495","92,895","104,242","14,895","23,927","53,718","29,441","19,722","9,025","4,165","57,278","36,785","18,732","4,526","80,787","35,900","75,682"
2021년05월_계_연령구간인구수,"723,215","61,495","92,895","104,242","14,895","23,927","53,718","29,441","19,722","9,025","4,165","57,278","36,785","18,732","4,526","80,787","35,900","75,682"
2021년05월_계_0~9세,"64,403","3,863","8,012","8,562","1,624",977,"3,852","1,686","1,188",342,195,"6,311","3,215",687,158,"10,504","4,711","8,516"
2021년05월_계_10~19세,"77,928","7,279","11,388","11,488","1,385","1,828","6,558","2,540","1,892",577,238,"7,186","4,920","1,167",191,"8,512","3,797","6,982"
2021년05월_계_20~29세,"85,855","7,733","10,639","12,218","1,623","3,216","6,777","4,006","2,539",802,407,"6,176","4,627","2,447",515,"9,291","3,727","9,112"
2021년05월_계_30~39세,"89,743","5,865","10,044","12,174","2,157","2,317","5,394","3,277","1,789",755,406,"7,550","4,344","2,062",482,"13,388","5,554","12,185"
2021년05월_계_40~49세,"131,202","10,764","17,190","19,673","2,534","3,219","10,083","4,220","3,218","1,033",505,"11,914","7,273","2,204",471,"15,962","7,329","13,610"
2021년05월_계_50~59세,"119,382","11,130","15,304","17,731","2,332","5,084","9,778","5,652","3,648","1,783",771,"8,375","5,974","3,867",892,"10,647","5,198","11,216"
2021년05월_계_60~69세,"87,081","7,827","11,386","12,372","1,948","4,188","5,974","4,712","2,814","1,964",895,"5,239","3,523","3,673","1,081","7,333","3,513","8,639"
2021년05월_계_70~79세,"45,288","4,726","5,988","6,872",833,"1,982","3,515","2,228","1,713","1,114",472,"3,109","1,922","1,635",483,"3,536","1,415","3,745"
2021년05월_계_80~89세,"19,470","2,013","2,612","2,767",389,972,"1,590","1,003",794,524,236,"1,214",873,855,226,"1,398",563,"1,441"
2021년05월_계_90~99세,"2,727",282,318,372,69,138,193,109,107,124,37,194,112,130,24,208,90,220
2021년05월_계_100세 이상,136,13,14,13,1,6,4,8,20,7,3,10,2,5,3,8,3,16
2021년05월_남_총인구수,"360,076","30,372","46,847","52,213","7,502","12,428","27,057","14,695","9,873","4,748","2,156","27,928","18,120","9,572","2,564","39,691","17,514","36,796"
2021년05월_남_연령구간인구수,"360,076","30,372","46,847","52,213","7,502","12,428","27,057","14,695","9,873","4,748","2,156","27,928","18,120","9,572","2,564","39,691","17,514","36,796"
2021년05월_남_0~9세,"33,192","2,022","4,168","4,440",838,547,"2,016",830,613,190,100,"3,266","1,635",349,79,"5,357","2,410","4,332"
2021년05월_남_10~19세,"39,994","3,732","5,891","5,995",693,925,"3,360","1,329","1,017",331,114,"3,704","2,540",610,97,"4,254","1,956","3,446"
2021년05월_남_20~29세,"44,742","4,118","5,629","6,421",846,"1,784","3,637","2,142","1,280",468,227,"3,188","2,322","1,370",299,"4,624","1,882","4,505"
2021년05월_남_30~39세,"44,308","2,905","4,980","6,062","1,085","1,275","2,733","1,741",931,414,212,"3,549","2,140","1,178",297,"6,383","2,532","5,891"
2021년05월_남_40~49세,"65,732","5,099","8,624","9,986","1,307","1,717","5,030","2,123","1,622",572,266,"5,751","3,547","1,172",298,"8,150","3,674","6,794"
2021년05월_남_50~59세,"61,004","5,627","8,110","9,195","1,194","2,685","5,203","2,729","1,902",983,421,"4,244","3,062","1,948",510,"5,275","2,555","5,361"
2021년05월_남_60~69세,"42,396","3,755","5,684","5,938",977,"2,208","2,914","2,369","1,363","1,025",469,"2,368","1,677","1,855",642,"3,406","1,622","4,124"
2021년05월_남_70~79세,"20,681","2,218","2,677","3,034",397,897,"1,518","1,037",770,550,239,"1,342",850,762,244,"1,692",653,"1,801"
2021년05월_남_80~89세,"7,373",815,"1,001","1,048",151,363,601,365,336,194,99,470,320,298,92,514,209,497
2021년05월_남_90~99세,623,77,82,91,13,27,44,28,34,19,6,44,27,29,6,35,20,41
2021년05월_남_100세 이상,31,4,1,3,1,0,1,2,5,2,3,2,0,1,0,1,1,4
2021년05월_여_총인구수,"363,139","31,123","46,048","52,029","7,393","11,499","26,661","14,746","9,849","4,277","2,009","29,350","18,665","9,160","1,962","41,096","18,386","38,886"
2021년05월_여_연령구간인구수,"363,139","31,123","46,048","52,029","7,393","11,499","26,661","14,746","9,849","4,277","2,009","29,350","18,665","9,160","1,962","41,096","18,386","38,886"
2021년05월_여_0~9세,"31,211","1,841","3,844","4,122",786,430,"1,836",856,575,152,95,"3,045","1,580",338,79,"5,147","2,301","4,184"
2021년05월_여_10~19세,"37,934","3,547","5,497","5,493",692,903,"3,198","1,211",875,246,124,"3,482","2,380",557,94,"4,258","1,841","3,536"
2021년05월_여_20~29세,"41,113","3,615","5,010","5,797",777,"1,432","3,140","1,864","1,259",334,180,"2,988","2,305","1,077",216,"4,667","1,845","4,607"
2021년05월_여_30~39세,"45,435","2,960","5,064","6,112","1,072","1,042","2,661","1,536",858,341,194,"4,001","2,204",884,185,"7,005","3,022","6,294"
2021년05월_여_40~49세,"65,470","5,665","8,566","9,687","1,227","1,502","5,053","2,097","1,596",461,239,"6,163","3,726","1,032",173,"7,812","3,655","6,816"
2021년05월_여_50~59세,"58,378","5,503","7,194","8,536","1,138","2,399","4,575","2,923","1,746",800,350,"4,131","2,912","1,919",382,"5,372","2,643","5,855"
2021년05월_여_60~69세,"44,685","4,072","5,702","6,434",971,"1,980","3,060","2,343","1,451",939,426,"2,871","1,846","1,818",439,"3,927","1,891","4,515"
2021년05월_여_70~79세,"24,607","2,508","3,311","3,838",436,"1,085","1,997","1,191",943,564,233,"1,767","1,072",873,239,"1,844",762,"1,944"
2021년05월_여_80~89세,"12,097","1,198","1,611","1,719",238,609,989,638,458,330,137,744,553,557,134,884,354,944
2021년05월_여_90~99세,"2,104",205,236,281,56,111,149,81,73,105,31,150,85,101,18,173,70,179
2021년05월_여_100세 이상,105,9,13,10,0,6,3,6,15,5,0,8,2,4,3,7,2,12
2021년06월_계_총인구수,"724,183","61,421","92,857","104,334","14,942","23,880","53,835","29,406","19,761","9,117","4,178","57,499","36,770","18,764","4,526","80,911","35,906","76,076"
2021년06월_계_연령구간인구수,"724,183","61,421","92,857","104,334","14,942","23,880","53,835","29,406","19,761","9,117","4,178","57,499","36,770","18,764","4,526","80,911","35,906","76,076"
2021년06월_계_0~9세,"64,095","3,830","7,934","8,482","1,617",968,"3,832","1,670","1,194",336,196,"6,308","3,206",663,156,"10,484","4,683","8,536"
2021년06월_계_10~19세,"78,097","7,278","11,401","11,518","1,413","1,810","6,568","2,534","1,880",667,238,"7,201","4,894","1,156",189,"8,503","3,824","7,023"
2021년06월_계_20~29세,"85,889","7,709","10,628","12,215","1,624","3,201","6,795","3,972","2,545",815,406,"6,198","4,609","2,466",511,"9,322","3,739","9,134"
2021년06월_계_30~39세,"89,558","5,855","9,980","12,132","2,153","2,321","5,396","3,277","1,794",756,414,"7,543","4,347","2,042",491,"13,353","5,480","12,224"
2021년06월_계_40~49세,"131,327","10,741","17,157","19,677","2,561","3,208","10,041","4,199","3,209","1,025",499,"11,962","7,267","2,197",469,"16,043","7,340","13,732"
2021년06월_계_50~59세,"119,530","11,095","15,315","17,774","2,319","5,059","9,832","5,639","3,648","1,783",771,"8,405","5,989","3,877",888,"10,659","5,202","11,275"
2021년06월_계_60~69세,"87,831","7,877","11,491","12,468","1,963","4,222","6,029","4,754","2,848","1,967",904,"5,321","3,534","3,713","1,083","7,388","3,559","8,710"
2021년06월_계_70~79세,"45,345","4,713","5,983","6,889",831,"1,982","3,523","2,221","1,706","1,113",476,"3,131","1,930","1,644",480,"3,544","1,424","3,755"
2021년06월_계_80~89세,"19,626","2,028","2,628","2,794",390,969,"1,617","1,017",808,522,234,"1,224",876,875,232,"1,402",562,"1,448"
2021년06월_계_90~99세,"2,744",282,324,372,70,134,197,114,109,126,37,195,116,126,24,205,90,223
2021년06월_계_100세 이상,141,13,16,13,1,6,5,9,20,7,3,11,2,5,3,8,3,16
2021년06월_남_총인구수,"360,473","30,329","46,837","52,219","7,499","12,419","27,122","14,674","9,891","4,800","2,161","28,020","18,103","9,581","2,569","39,752","17,506","36,991"
2021년06월_남_연령구간인구수,"360,473","30,329","46,837","52,219","7,499","12,419","27,122","14,674","9,891","4,800","2,161","28,020","18,103","9,581","2,569","39,752","17,506","36,991"
2021년06월_남_0~9세,"33,021","2,004","4,125","4,395",836,543,"2,002",827,617,185,101,"3,269","1,635",335,80,"5,345","2,394","4,328"
2021년06월_남_10~19세,"40,042","3,726","5,888","6,007",695,916,"3,378","1,319","1,010",382,113,"3,700","2,522",605,96,"4,252","1,968","3,465"
2021년06월_남_20~29세,"44,768","4,105","5,638","6,436",840,"1,779","3,637","2,134","1,287",479,227,"3,197","2,301","1,374",299,"4,629","1,884","4,522"
2021년06월_남_30~39세,"44,232","2,909","4,952","6,047","1,079","1,280","2,747","1,742",929,411,215,"3,549","2,145","1,168",299,"6,362","2,495","5,903"
2021년06월_남_40~49세,"65,754","5,069","8,600","9,958","1,319","1,712","5,012","2,111","1,617",565,265,"5,771","3,542","1,165",300,"8,203","3,686","6,859"
2021년06월_남_50~59세,"61,049","5,613","8,125","9,200","1,187","2,673","5,208","2,716","1,902",986,418,"4,256","3,069","1,955",509,"5,283","2,546","5,403"
2021년06월_남_60~69세,"42,802","3,778","5,746","5,994",986,"2,228","2,953","2,396","1,379","1,028",476,"2,404","1,688","1,874",642,"3,427","1,648","4,155"
2021년06월_남_70~79세,"20,720","2,216","2,677","3,037",391,901,"1,529","1,032",768,550,241,"1,353",851,768,244,"1,702",657,"1,803"
2021년06월_남_80~89세,"7,420",826,997,"1,052",152,360,609,366,342,194,96,474,322,309,94,513,208,506
2021년06월_남_90~99세,633,79,87,90,13,27,46,29,35,18,6,45,28,27,6,35,19,43
2021년06월_남_100세 이상,32,4,2,3,1,0,1,2,5,2,3,2,0,1,0,1,1,4
2021년06월_여_총인구수,"363,710","31,092","46,020","52,115","7,443","11,461","26,713","14,732","9,870","4,317","2,017","29,479","18,667","9,183","1,957","41,159","18,400","39,085"
2021년06월_여_연령구간인구수,"363,710","31,092","46,020","52,115","7,443","11,461","26,713","14,732","9,870","4,317","2,017","29,479","18,667","9,183","1,957","41,159","18,400","39,085"
2021년06월_여_0~9세,"31,074","1,826","3,809","4,087",781,425,"1,830",843,577,151,95,"3,039","1,571",328,76,"5,139","2,289","4,208"
2021년06월_여_10~19세,"38,055","3,552","5,513","5,511",718,894,"3,190","1,215",870,285,125,"3,501","2,372",551,93,"4,251","1,856","3,558"
2021년06월_여_20~29세,"41,121","3,604","4,990","5,779",784,"1,422","3,158","1,838","1,258",336,179,"3,001","2,308","1,092",212,"4,693","1,855","4,612"
2021년06월_여_30~39세,"45,326","2,946","5,028","6,085","1,074","1,041","2,649","1,535",865,345,199,"3,994","2,202",874,192,"6,991","2,985","6,321"
2021년06월_여_40~49세,"65,573","5,672","8,557","9,719","1,242","1,496","5,029","2,088","1,592",460,234,"6,191","3,725","1,032",169,"7,840","3,654","6,873"
2021년06월_여_50~59세,"58,481","5,482","7,190","8,574","1,132","2,386","4,624","2,923","1,746",797,353,"4,149","2,920","1,922",379,"5,376","2,656","5,872"
2021년06월_여_60~69세,"45,029","4,099","5,745","6,474",977,"1,994","3,076","2,358","1,469",939,428,"2,917","1,846","1,839",441,"3,961","1,911","4,555"
2021년06월_여_70~79세,"24,625","2,497","3,306","3,852",440,"1,081","1,994","1,189",938,563,235,"1,778","1,079",876,236,"1,842",767,"1,952"
2021년06월_여_80~89세,"12,206","1,202","1,631","1,742",238,609,"1,008",651,466,328,138,750,554,566,138,889,354,942
2021년06월_여_90~99세,"2,111",203,237,282,57,107,151,85,74,108,31,150,88,99,18,170,71,180
2021년06월_여_100세 이상,109,9,14,10,0,6,4,7,15,5,0,9,2,4,3,7,2,12
2021년07월_계_총인구수,"725,031","61,336","92,828","104,468","14,944","23,815","53,890","29,325","19,763","9,160","4,167","57,768","36,810","18,746","4,504","81,178","35,803","76,526"
2021년07월_계_연령구간인구수,"725,031","61,336","92,828","104,468","14,944","23,815","53,890","29,325","19,763","9,160","4,167","57,768","36,810","18,746","4,504","81,178","35,803","76,526"
2021년07월_계_0~9세,"63,867","3,806","7,843","8,480","1,604",951,"3,814","1,661","1,191",336,192,"6,315","3,206",651,156,"10,494","4,638","8,529"
2021년07월_계_10~19세,"78,124","7,247","11,405","11,467","1,430","1,805","6,534","2,523","1,881",712,236,"7,226","4,887","1,145",181,"8,567","3,836","7,042"
2021년07월_계_20~29세,"86,031","7,698","10,633","12,257","1,604","3,180","6,827","3,935","2,535",835,402,"6,250","4,610","2,475",502,"9,330","3,724","9,234"
2021년07월_계_30~39세,"89,451","5,830","9,946","12,104","2,149","2,309","5,401","3,264","1,787",752,419,"7,572","4,360","2,034",492,"13,340","5,383","12,309"
2021년07월_계_40~49세,"131,216","10,705","17,103","19,681","2,573","3,188","9,999","4,192","3,186","1,025",489,"11,949","7,260","2,165",463,"16,136","7,336","13,766"
2021년07월_계_50~59세,"119,910","11,103","15,400","17,810","2,314","5,049","9,877","5,612","3,672","1,766",772,"8,492","6,002","3,885",877,"10,719","5,196","11,364"
2021년07월_계_60~69세,"88,311","7,906","11,509","12,564","1,968","4,227","6,083","4,779","2,852","1,970",914,"5,378","3,554","3,735","1,096","7,415","3,590","8,771"
2021년07월_계_70~79세,"45,471","4,715","6,013","6,902",834,"1,991","3,525","2,219","1,712","1,113",468,"3,135","1,935","1,643",480,"3,553","1,438","3,795"
2021년07월_계_80~89세,"19,744","2,029","2,639","2,818",395,973,"1,628","1,018",810,523,235,"1,244",878,879,230,"1,405",563,"1,477"
2021년07월_계_90~99세,"2,765",284,321,372,72,136,198,113,117,122,37,195,116,129,24,211,96,222
2021년07월_계_100세 이상,141,13,16,13,1,6,4,9,20,6,3,12,2,5,3,8,3,17
2021년07월_남_총인구수,"360,803","30,263","46,813","52,251","7,491","12,396","27,137","14,626","9,897","4,845","2,156","28,159","18,122","9,586","2,558","39,883","17,437","37,183"
2021년07월_남_연령구간인구수,"360,803","30,263","46,813","52,251","7,491","12,396","27,137","14,626","9,897","4,845","2,156","28,159","18,122","9,586","2,558","39,883","17,437","37,183"
2021년07월_남_0~9세,"32,870","2,003","4,079","4,379",831,533,"1,990",821,616,188,101,"3,266","1,646",329,82,"5,340","2,354","4,312"
2021년07월_남_10~19세,"40,099","3,699","5,895","5,994",700,916,"3,371","1,316","1,013",414,112,"3,711","2,522",599,91,"4,290","1,977","3,479"
2021년07월_남_20~29세,"44,789","4,100","5,640","6,444",830,"1,766","3,638","2,111","1,282",499,228,"3,220","2,288","1,377",296,"4,644","1,877","4,549"
2021년07월_남_30~39세,"44,146","2,889","4,915","6,034","1,070","1,275","2,749","1,730",923,406,215,"3,576","2,153","1,167",302,"6,344","2,442","5,956"
2021년07월_남_40~49세,"65,684","5,040","8,580","9,943","1,328","1,698","4,988","2,108","1,607",568,261,"5,771","3,533","1,149",293,"8,255","3,683","6,879"
2021년07월_남_50~59세,"61,248","5,617","8,177","9,225","1,180","2,670","5,230","2,710","1,914",976,415,"4,284","3,076","1,968",499,"5,319","2,548","5,440"
2021년07월_남_60~69세,"43,031","3,783","5,750","6,042",990,"2,239","2,978","2,398","1,385","1,030",484,"2,441","1,697","1,885",651,"3,430","1,659","4,189"
2021년07월_남_70~79세,"20,790","2,223","2,693","3,035",394,907,"1,534","1,035",773,548,235,"1,358",853,771,244,"1,707",664,"1,816"
2021년07월_남_80~89세,"7,472",827,997,"1,060",154,363,613,366,342,196,96,485,325,312,94,517,211,514
2021년07월_남_90~99세,643,78,86,92,13,29,45,29,37,18,6,45,29,28,6,36,21,45
2021년07월_남_100세 이상,31,4,1,3,1,0,1,2,5,2,3,2,0,1,0,1,1,4
2021년07월_여_총인구수,"364,228","31,073","46,015","52,217","7,453","11,419","26,753","14,699","9,866","4,315","2,011","29,609","18,688","9,160","1,946","41,295","18,366","39,343"
2021년07월_여_연령구간인구수,"364,228","31,073","46,015","52,217","7,453","11,419","26,753","14,699","9,866","4,315","2,011","29,609","18,688","9,160","1,946","41,295","18,366","39,343"
2021년07월_여_0~9세,"30,997","1,803","3,764","4,101",773,418,"1,824",840,575,148,91,"3,049","1,560",322,74,"5,154","2,284","4,217"
2021년07월_여_10~19세,"38,025","3,548","5,510","5,473",730,889,"3,163","1,207",868,298,124,"3,515","2,365",546,90,"4,277","1,859","3,563"
2021년07월_여_20~29세,"41,242","3,598","4,993","5,813",774,"1,414","3,189","1,824","1,253",336,174,"3,030","2,322","1,098",206,"4,686","1,847","4,685"
2021년07월_여_30~39세,"45,305","2,941","5,031","6,070","1,079","1,034","2,652","1,534",864,346,204,"3,996","2,207",867,190,"6,996","2,941","6,353"
2021년07월_여_40~49세,"65,532","5,665","8,523","9,738","1,245","1,490","5,011","2,084","1,579",457,228,"6,178","3,727","1,016",170,"7,881","3,653","6,887"
2021년07월_여_50~59세,"58,662","5,486","7,223","8,585","1,134","2,379","4,647","2,902","1,758",790,357,"4,208","2,926","1,917",378,"5,400","2,648","5,924"
2021년07월_여_60~69세,"45,280","4,123","5,759","6,522",978,"1,988","3,105","2,381","1,467",940,430,"2,937","1,857","1,850",445,"3,985","1,931","4,582"
2021년07월_여_70~79세,"24,681","2,492","3,320","3,867",440,"1,084","1,991","1,184",939,565,233,"1,777","1,082",872,236,"1,846",774,"1,979"
2021년07월_여_80~89세,"12,272","1,202","1,642","1,758",241,610,"1,015",652,468,327,139,759,553,567,136,888,352,963
2021년07월_여_90~99세,"2,122",206,235,280,59,107,153,84,80,104,31,150,87,101,18,175,75,177
2021년07월_여_100세 이상,110,9,15,10,0,6,3,7,15,4,0,10,2,4,3,7,2,13
2021년08월_계_총인구수,"727,221","61,161","92,576","104,434","14,977","23,738","53,747","29,280","19,725","9,217","4,143","57,822","36,752","18,639","4,431","83,895","35,681","77,003"
2021년08월_계_연령구간인구수,"727,221","61,161","92,576","104,434","14,977","23,738","53,747","29,280","19,725","9,217","4,143","57,822","36,752","18,639","4,431","83,895","35,681","77,003"
2021년08월_계_0~9세,"63,796","3,746","7,721","8,433","1,590",935,"3,739","1,624","1,171",326,191,"6,267","3,178",635,150,"11,015","4,584","8,491"
2021년08월_계_10~19세,"78,265","7,215","11,375","11,419","1,444","1,806","6,519","2,523","1,882",758,234,"7,213","4,864","1,122",174,"8,833","3,851","7,033"
2021년08월_계_20~29세,"86,278","7,698","10,624","12,282","1,604","3,154","6,815","3,921","2,523",848,395,"6,261","4,600","2,458",495,"9,483","3,727","9,390"
2021년08월_계_30~39세,"89,521","5,787","9,856","12,031","2,138","2,304","5,370","3,265","1,767",743,416,"7,551","4,349","2,039",478,"13,735","5,266","12,426"
2021년08월_계_40~49세,"131,480","10,619","17,020","19,669","2,598","3,179","9,969","4,158","3,157","1,020",488,"11,938","7,236","2,132",458,"16,698","7,337","13,804"
2021년08월_계_50~59세,"120,400","11,134","15,442","17,826","2,311","5,020","9,876","5,607","3,689","1,773",766,"8,541","6,019","3,865",863,"10,999","5,222","11,447"
2021년08월_계_60~69세,"88,964","7,916","11,532","12,664","1,982","4,232","6,098","4,808","2,864","1,978",915,"5,437","3,564","3,741","1,083","7,718","3,588","8,844"
2021년08월_계_70~79세,"45,675","4,715","6,012","6,884",835,"1,987","3,521","2,225","1,713","1,125",463,"3,156","1,944","1,629",473,"3,729","1,440","3,824"
2021년08월_계_80~89세,"19,926","2,033","2,658","2,839",398,980,"1,635","1,021",822,517,236,"1,256",884,883,230,"1,461",571,"1,502"
2021년08월_계_90~99세,"2,776",285,322,374,76,135,200,119,117,122,36,191,113,130,24,216,92,224
2021년08월_계_100세 이상,140,13,14,13,1,6,5,9,20,7,3,11,1,5,3,8,3,18
2021년08월_남_총인구수,"361,913","30,160","46,695","52,244","7,516","12,359","27,056","14,612","9,879","4,889","2,144","28,184","18,102","9,538","2,518","41,185","17,399","37,433"
2021년08월_남_연령구간인구수,"361,913","30,160","46,695","52,244","7,516","12,359","27,056","14,612","9,879","4,889","2,144","28,184","18,102","9,538","2,518","41,185","17,399","37,433"
2021년08월_남_0~9세,"32,818","1,962","4,007","4,362",821,524,"1,945",801,611,182,102,"3,240","1,635",320,79,"5,608","2,322","4,297"
2021년08월_남_10~19세,"40,223","3,691","5,899","5,966",712,919,"3,367","1,318","1,011",446,111,"3,705","2,519",588,88,"4,419","1,994","3,470"
2021년08월_남_20~29세,"44,887","4,094","5,630","6,460",836,"1,760","3,621","2,107","1,280",505,223,"3,221","2,283","1,368",291,"4,715","1,880","4,613"
2021년08월_남_30~39세,"44,179","2,871","4,874","6,007","1,064","1,271","2,729","1,732",904,401,215,"3,568","2,154","1,179",295,"6,489","2,397","6,029"
2021년08월_남_40~49세,"65,846","4,995","8,543","9,917","1,343","1,694","4,977","2,093","1,600",570,260,"5,773","3,523","1,131",293,"8,551","3,680","6,903"
2021년08월_남_50~59세,"61,469","5,626","8,191","9,243","1,177","2,654","5,223","2,713","1,917",982,408,"4,295","3,078","1,954",492,"5,462","2,565","5,489"
2021년08월_남_60~69세,"43,374","3,791","5,772","6,092",998,"2,237","2,992","2,410","1,400","1,031",486,"2,472","1,696","1,897",640,"3,578","1,663","4,219"
2021년08월_남_70~79세,"20,877","2,220","2,692","3,022",393,910,"1,537","1,037",765,554,230,"1,372",860,761,240,"1,784",665,"1,835"
2021년08월_남_80~89세,"7,563",827,"1,002","1,079",158,362,617,367,349,197,100,492,325,312,94,541,213,528
2021년08월_남_90~99세,646,79,84,93,13,28,47,32,37,19,6,44,29,27,6,37,19,46
2021년08월_남_100세 이상,31,4,1,3,1,0,1,2,5,2,3,2,0,1,0,1,1,4
2021년08월_여_총인구수,"365,308","31,001","45,881","52,190","7,461","11,379","26,691","14,668","9,846","4,328","1,999","29,638","18,650","9,101","1,913","42,710","18,282","39,570"
2021년08월_여_연령구간인구수,"365,308","31,001","45,881","52,190","7,461","11,379","26,691","14,668","9,846","4,328","1,999","29,638","18,650","9,101","1,913","42,710","18,282","39,570"
2021년08월_여_0~9세,"30,978","1,784","3,714","4,071",769,411,"1,794",823,560,144,89,"3,027","1,543",315,71,"5,407","2,262","4,194"
2021년08월_여_10~19세,"38,042","3,524","5,476","5,453",732,887,"3,152","1,205",871,312,123,"3,508","2,345",534,86,"4,414","1,857","3,563"
2021년08월_여_20~29세,"41,391","3,604","4,994","5,822",768,"1,394","3,194","1,814","1,243",343,172,"3,040","2,317","1,090",204,"4,768","1,847","4,777"
2021년08월_여_30~39세,"45,342","2,916","4,982","6,024","1,074","1,033","2,641","1,533",863,342,201,"3,983","2,195",860,183,"7,246","2,869","6,397"
2021년08월_여_40~49세,"65,634","5,624","8,477","9,752","1,255","1,485","4,992","2,065","1,557",450,228,"6,165","3,713","1,001",165,"8,147","3,657","6,901"
2021년08월_여_50~59세,"58,931","5,508","7,251","8,583","1,134","2,366","4,653","2,894","1,772",791,358,"4,246","2,941","1,911",371,"5,537","2,657","5,958"
2021년08월_여_60~69세,"45,590","4,125","5,760","6,572",984,"1,995","3,106","2,398","1,464",947,429,"2,965","1,868","1,844",443,"4,140","1,925","4,625"
2021년08월_여_70~79세,"24,798","2,495","3,320","3,862",442,"1,077","1,984","1,188",948,571,233,"1,784","1,084",868,233,"1,945",775,"1,989"
2021년08월_여_80~89세,"12,363","1,206","1,656","1,760",240,618,"1,018",654,473,320,136,764,559,571,136,920,358,974
2021년08월_여_90~99세,"2,130",206,238,281,63,107,153,87,80,103,30,147,84,103,18,179,73,178
2021년08월_여_100세 이상,109,9,13,10,0,6,4,7,15,5,0,9,1,4,3,7,2,14
2021년09월_계_총인구수,"728,664","60,888","92,446","104,426","14,852","23,639","53,655","29,136","19,680","9,180","4,131","57,711","36,740","18,550","4,369","85,915","35,557","77,789"
2021년09월_계_연령구간인구수,"728,664","60,888","92,446","104,426","14,852","23,639","53,655","29,136","19,680","9,180","4,131","57,711","36,740","18,550","4,369","85,915","35,557","77,789"
2021년09월_계_0~9세,"63,595","3,721","7,634","8,371","1,559",915,"3,695","1,590","1,155",324,191,"6,230","3,150",627,153,"11,231","4,539","8,510"
2021년09월_계_10~19세,"78,269","7,185","11,382","11,411","1,393","1,794","6,520","2,506","1,886",724,231,"7,183","4,846","1,106",167,"9,005","3,855","7,075"
2021년09월_계_20~29세,"86,290","7,616","10,587","12,286","1,589","3,125","6,799","3,891","2,504",849,401,"6,237","4,602","2,448",498,"9,626","3,708","9,524"
2021년09월_계_30~39세,"89,590","5,766","9,772","11,964","2,109","2,279","5,342","3,250","1,755",744,400,"7,501","4,330","2,029",470,"14,067","5,181","12,631"
2021년09월_계_40~49세,"131,567","10,548","17,030","19,615","2,602","3,161","9,894","4,125","3,152","1,002",498,"11,909","7,228","2,113",450,"16,999","7,347","13,894"
2021년09월_계_50~59세,"120,897","11,104","15,426","17,889","2,312","5,004","9,945","5,576","3,686","1,782",760,"8,572","6,062","3,831",849,"11,276","5,247","11,576"
2021년09월_계_60~69세,"89,571","7,897","11,569","12,730","1,990","4,260","6,092","4,816","2,870","1,980",916,"5,461","3,576","3,769","1,065","8,047","3,574","8,959"
2021년09월_계_70~79세,"45,821","4,714","6,029","6,889",813,"1,970","3,515","2,227","1,708","1,126",457,"3,155","1,945","1,614",465,"3,892","1,442","3,860"
2021년09월_계_80~89세,"20,069","2,031","2,675","2,875",405,989,"1,641","1,020",826,521,237,"1,258",878,873,228,"1,527",570,"1,515"
2021년09월_계_90~99세,"2,852",294,328,383,79,136,207,124,118,121,37,194,122,136,21,235,91,226
2021년09월_계_100세 이상,143,12,14,13,1,6,5,11,20,7,3,11,1,4,3,10,3,19
2021년09월_남_총인구수,"362,614","30,023","46,622","52,218","7,469","12,292","26,987","14,539","9,866","4,869","2,137","28,150","18,113","9,486","2,491","42,168","17,369","37,815"
2021년09월_남_연령구간인구수,"362,614","30,023","46,622","52,218","7,469","12,292","26,987","14,539","9,866","4,869","2,137","28,150","18,113","9,486","2,491","42,168","17,369","37,815"
2021년09월_남_0~9세,"32,746","1,947","3,962","4,325",810,511,"1,922",781,599,181,103,"3,238","1,625",316,82,"5,725","2,306","4,313"
