카테고리,전라남도 무안군,전라남도 무안군 무안읍,전라남도 무안군 일로읍,전라남도 무안군 삼향읍,전라남도 무안군 삼향읍남악출장소,전라남도 무안군 몽탄면,전라남도 무안군 청계면,전라남도 무안군 현경면,전라남도 무안군 망운면,전라남도 무안군 해제면,전라남도 무안군 운남면
2021년05월_계_50~59세,"13,016","1,861","1,747","1,120","3,986",596,"1,105",866,329,826,580
2021년05월_계_60~69세,"11,230","1,598","1,584","1,208","1,722",616,"1,253","1,027",475,"1,080",667
2021년05월_계_70~79세,"7,850","1,066","1,156",770,695,577,892,875,361,959,499
2021년05월_계_80~89세,"4,342",514,657,414,263,445,531,506,163,579,270
2021년05월_계_90~99세,620,57,93,77,37,58,87,73,39,72,27
2021년05월_계_100세 이상,25,0,2,3,1,2,10,1,3,2,1
2021년05월_남_총인구수,"44,409","5,309","7,706","2,869","16,323","1,549","3,266","2,352","1,029","2,497","1,509"
2021년05월_남_연령구간인구수,"44,409","5,309","7,706","2,869","16,323","1,549","3,266","2,352","1,029","2,497","1,509"
2021년05월_남_0~9세,"4,135",365,"1,238",73,"2,153",19,101,60,36,61,29
2021년05월_남_10~19세,"4,773",579,787,148,"2,639",70,202,85,47,134,82
2021년05월_남_20~29세,"4,902",716,584,287,"2,127",141,423,189,77,229,129
2021년05월_남_30~39세,"5,430",499,"1,261",185,"2,647",104,264,162,75,132,101
2021년05월_남_40~49세,"7,380",773,"1,360",343,"3,473",161,399,270,134,299,168
2021년05월_남_50~59세,"7,158",983,977,651,"2,073",343,628,515,186,465,337
2021년05월_남_60~69세,"5,656",765,765,667,819,320,663,515,244,545,353
2021년05월_남_70~79세,"3,547",456,529,372,309,260,404,391,165,438,223
2021년05월_남_80~89세,"1,325",165,187,135,76,120,168,151,59,185,79
2021년05월_남_90~99세,100,8,18,8,6,10,14,14,6,9,7
2021년05월_남_100세 이상,3,0,0,0,1,1,0,0,0,0,1
2021년05월_여_총인구수,"43,930","5,329","7,709","2,574","16,660","1,557","3,031","2,277",952,"2,419","1,422"
2021년05월_여_연령구간인구수,"43,930","5,329","7,709","2,574","16,660","1,557","3,031","2,277",952,"2,419","1,422"
2021년05월_여_0~9세,"3,882",340,"1,148",84,"2,029",29,84,50,22,53,43
2021년05월_여_10~19세,"4,641",526,802,152,"2,554",55,208,114,40,108,82
2021년05월_여_20~29세,"4,234",562,513,218,"2,146",93,290,132,62,116,102
2021년05월_여_30~39세,"5,234",438,"1,356",139,"2,795",49,168,93,45,96,55
2021년05월_여_40~49세,"6,645",744,"1,127",222,"3,716",91,280,126,73,170,96
2021년05월_여_50~59세,"5,858",878,770,469,"1,913",253,477,351,143,361,243
2021년05월_여_60~69세,"5,574",833,819,541,903,296,590,512,231,535,314
2021년05월_여_70~79세,"4,303",610,627,398,386,317,488,484,196,521,276
2021년05월_여_80~89세,"3,017",349,470,279,187,325,363,355,104,394,191
2021년05월_여_90~99세,520,49,75,69,31,48,73,59,33,63,20
2021년05월_여_100세 이상,22,0,2,3,0,1,10,1,3,2,0
2021년06월_계_총인구수,"88,660","10,782","15,500","5,431","33,174","3,100","6,285","4,602","1,961","4,904","2,921"
2021년06월_계_연령구간인구수,"88,660","10,782","15,500","5,431","33,174","3,100","6,285","4,602","1,961","4,904","2,921"
2021년06월_계_0~9세,"8,036",719,"2,388",157,"4,191",47,184,106,55,115,74
2021년06월_계_10~19세,"9,429","1,117","1,603",298,"5,199",125,404,199,85,235,164
2021년06월_계_20~29세,"9,178","1,283","1,103",496,"4,328",232,716,318,136,341,225
2021년06월_계_30~39세,"10,738",968,"2,637",325,"5,474",150,436,250,117,228,153
2021년06월_계_40~49세,"14,065","1,527","2,509",568,"7,210",257,671,394,203,467,259
2021년06월_계_50~59세,"13,031","1,879","1,753","1,105","4,022",588,"1,098",854,329,824,579
2021년06월_계_60~69세,"11,322","1,628","1,592","1,220","1,745",625,"1,254","1,030",474,"1,087",667
2021년06월_계_70~79세,"7,849","1,080","1,165",764,698,570,895,868,356,950,503
2021년06월_계_80~89세,"4,372",524,655,420,268,446,531,511,164,584,269
2021년06월_계_90~99세,615,57,93,75,38,58,86,71,39,71,27
2021년06월_계_100세 이상,25,0,2,3,1,2,10,1,3,2,1
2021년06월_남_총인구수,"44,566","5,379","7,752","2,864","16,421","1,545","3,253","2,340","1,017","2,490","1,505"
2021년06월_남_연령구간인구수,"44,566","5,379","7,752","2,864","16,421","1,545","3,253","2,340","1,017","2,490","1,505"
2021년06월_남_0~9세,"4,136",377,"1,242",73,"2,145",19,101,56,31,61,31
2021년06월_남_10~19세,"4,780",584,792,147,"2,647",70,196,87,45,130,82
2021년06월_남_20~29세,"4,922",719,589,280,"2,163",139,420,186,75,226,125
2021년06월_남_30~39세,"5,470",516,"1,271",187,"2,665",103,265,157,74,133,99
2021년06월_남_40~49세,"7,388",770,"1,373",345,"3,480",164,395,267,132,297,165
2021년06월_남_50~59세,"7,160",994,974,638,"2,089",339,625,513,187,464,337
2021년06월_남_60~69세,"5,722",781,778,681,833,325,661,519,243,548,353
2021년06월_남_70~79세,"3,559",462,533,371,315,256,408,390,165,434,225
2021년06월_남_80~89세,"1,326",168,183,134,76,119,167,152,59,188,80
2021년06월_남_90~99세,100,8,17,8,7,10,15,13,6,9,7
2021년06월_남_100세 이상,3,0,0,0,1,1,0,0,0,0,1
2021년06월_여_총인구수,"44,094","5,403","7,748","2,567","16,753","1,555","3,032","2,262",944,"2,414","1,416"
2021년06월_여_연령구간인구수,"44,094","5,403","7,748","2,567","16,753","1,555","3,032","2,262",944,"2,414","1,416"
2021년06월_여_0~9세,"3,900",342,"1,146",84,"2,046",28,83,50,24,54,43
2021년06월_여_10~19세,"4,649",533,811,151,"2,552",55,208,112,40,105,82
2021년06월_여_20~29세,"4,256",564,514,216,"2,165",93,296,132,61,115,100
2021년06월_여_30~39세,"5,268",452,"1,366",138,"2,809",47,171,93,43,95,54
2021년06월_여_40~49세,"6,677",757,"1,136",223,"3,730",93,276,127,71,170,94
2021년06월_여_50~59세,"5,871",885,779,467,"1,933",249,473,341,142,360,242
2021년06월_여_60~69세,"5,600",847,814,539,912,300,593,511,231,539,314
2021년06월_여_70~79세,"4,290",618,632,393,383,314,487,478,191,516,278
2021년06월_여_80~89세,"3,046",356,472,286,192,327,364,359,105,396,189
2021년06월_여_90~99세,515,49,76,67,31,48,71,58,33,62,20
2021년06월_여_100세 이상,22,0,2,3,0,1,10,1,3,2,0
2021년07월_계_총인구수,"89,184","10,883","15,653","5,415","33,555","3,110","6,273","4,566","1,943","4,884","2,902"
2021년07월_계_연령구간인구수,"89,184","10,883","15,653","5,415","33,555","3,110","6,273","4,566","1,943","4,884","2,902"
2021년07월_계_0~9세,"8,093",726,"2,408",158,"4,229",48,184,104,50,115,71
2021년07월_계_10~19세,"9,467","1,116","1,622",294,"5,248",124,396,189,85,228,165
2021년07월_계_20~29세,"9,272","1,310","1,105",491,"4,404",235,716,316,130,344,221
2021년07월_계_30~39세,"10,822",982,"2,678",319,"5,542",149,418,242,118,225,149
2021년07월_계_40~49세,"14,135","1,542","2,548",568,"7,248",258,668,388,195,462,258
2021년07월_계_50~59세,"13,142","1,898","1,780","1,099","4,104",589,"1,100",846,330,821,575
2021년07월_계_60~69세,"11,381","1,640","1,600","1,223","1,769",628,"1,265","1,034",469,"1,087",666
2021년07월_계_70~79세,"7,840","1,093","1,156",765,702,572,894,865,358,938,497
2021년07월_계_80~89세,"4,396",519,665,421,268,448,533,514,166,591,271
2021년07월_계_90~99세,610,57,89,74,40,57,89,67,38,71,28
2021년07월_계_100세 이상,26,0,2,3,1,2,10,1,4,2,1
2021년07월_남_총인구수,"44,817","5,444","7,825","2,859","16,600","1,551","3,244","2,321","1,008","2,475","1,490"
2021년07월_남_연령구간인구수,"44,817","5,444","7,825","2,859","16,600","1,551","3,244","2,321","1,008","2,475","1,490"
2021년07월_남_0~9세,"4,162",382,"1,254",74,"2,159",19,101,54,29,61,29
2021년07월_남_10~19세,"4,796",583,798,142,"2,671",69,196,84,46,126,81
2021년07월_남_20~29세,"4,972",735,598,277,"2,193",141,419,185,74,228,122
2021년07월_남_30~39세,"5,501",524,"1,281",185,"2,697",102,252,152,75,134,99
2021년07월_남_40~49세,"7,429",781,"1,394",345,"3,506",165,394,263,127,292,162
2021년07월_남_50~59세,"7,219","1,011",985,638,"2,131",340,626,510,185,460,333
2021년07월_남_60~69세,"5,745",787,780,682,843,328,665,521,241,547,351
2021년07월_남_70~79세,"3,553",467,526,373,315,256,410,388,166,427,225
2021년07월_남_80~89세,"1,340",166,194,135,77,120,166,152,59,191,80
2021년07월_남_90~99세,97,8,15,8,7,10,15,12,6,9,7
2021년07월_남_100세 이상,3,0,0,0,1,1,0,0,0,0,1
2021년07월_여_총인구수,"44,367","5,439","7,828","2,556","16,955","1,559","3,029","2,245",935,"2,409","1,412"
2021년07월_여_연령구간인구수,"44,367","5,439","7,828","2,556","16,955","1,559","3,029","2,245",935,"2,409","1,412"
2021년07월_여_0~9세,"3,931",344,"1,154",84,"2,070",29,83,50,21,54,42
2021년07월_여_10~19세,"4,671",533,824,152,"2,577",55,200,105,39,102,84
2021년07월_여_20~29세,"4,300",575,507,214,"2,211",94,297,131,56,116,99
2021년07월_여_30~39세,"5,321",458,"1,397",134,"2,845",47,166,90,43,91,50
2021년07월_여_40~49세,"6,706",761,"1,154",223,"3,742",93,274,125,68,170,96
2021년07월_여_50~59세,"5,923",887,795,461,"1,973",249,474,336,145,361,242
2021년07월_여_60~69세,"5,636",853,820,541,926,300,600,513,228,540,315
2021년07월_여_70~79세,"4,287",626,630,392,387,316,484,477,192,511,272
2021년07월_여_80~89세,"3,056",353,471,286,191,328,367,362,107,400,191
2021년07월_여_90~99세,513,49,74,66,33,47,74,55,32,62,21
2021년07월_여_100세 이상,23,0,2,3,0,1,10,1,4,2,0
2021년08월_계_총인구수,"89,675","10,913","15,876","5,411","33,830","3,111","6,272","4,561","1,933","4,871","2,897"
2021년08월_계_연령구간인구수,"89,675","10,913","15,876","5,411","33,830","3,111","6,272","4,561","1,933","4,871","2,897"
2021년08월_계_0~9세,"8,143",734,"2,445",157,"4,243",47,187,100,48,112,70
2021년08월_계_10~19세,"9,530","1,109","1,644",296,"5,301",125,396,188,85,220,166
2021년08월_계_20~29세,"9,309","1,324","1,117",487,"4,416",238,717,317,132,342,219
2021년08월_계_30~39세,"10,925",978,"2,726",316,"5,612",150,413,239,115,227,149
2021년08월_계_40~49세,"14,234","1,546","2,604",566,"7,297",257,668,388,195,455,258
2021년08월_계_50~59세,"13,198","1,905","1,797","1,094","4,148",587,"1,097",850,328,822,570
2021년08월_계_60~69세,"11,430","1,642","1,617","1,222","1,791",632,"1,269","1,033",466,"1,093",665
2021년08월_계_70~79세,"7,844","1,093","1,162",765,711,565,892,860,359,937,500
2021년08월_계_80~89세,"4,422",526,671,428,271,449,535,517,165,590,270
2021년08월_계_90~99세,614,56,91,77,39,59,88,68,37,70,29
2021년08월_계_100세 이상,26,0,2,3,1,2,10,1,3,3,1
2021년08월_남_총인구수,"45,064","5,455","7,931","2,855","16,747","1,551","3,242","2,321","1,007","2,470","1,485"
2021년08월_남_연령구간인구수,"45,064","5,455","7,931","2,855","16,747","1,551","3,242","2,321","1,007","2,470","1,485"
2021년08월_남_0~9세,"4,170",382,"1,266",74,"2,160",18,102,52,28,59,29
2021년08월_남_10~19세,"4,845",585,807,143,"2,704",71,199,83,45,126,82
2021년08월_남_20~29세,"5,003",740,605,276,"2,217",144,417,184,77,225,118
2021년08월_남_30~39세,"5,536",522,"1,305",182,"2,726",100,247,149,72,133,100
2021년08월_남_40~49세,"7,479",781,"1,426",344,"3,528",165,394,266,128,288,159
2021년08월_남_50~59세,"7,249","1,014",991,634,"2,151",340,624,514,184,464,333
2021년08월_남_60~69세,"5,767",790,789,678,855,329,666,519,242,549,350
2021년08월_남_70~79세,"3,566",467,529,379,320,251,412,388,167,428,225
2021년08월_남_80~89세,"1,345",166,197,137,78,121,165,154,58,189,80
2021년08월_남_90~99세,101,8,16,8,7,11,16,12,6,9,8
2021년08월_남_100세 이상,3,0,0,0,1,1,0,0,0,0,1
2021년08월_여_총인구수,"44,611","5,458","7,945","2,556","17,083","1,560","3,030","2,240",926,"2,401","1,412"
2021년08월_여_연령구간인구수,"44,611","5,458","7,945","2,556","17,083","1,560","3,030","2,240",926,"2,401","1,412"
2021년08월_여_0~9세,"3,973",352,"1,179",83,"2,083",29,85,48,20,53,41
2021년08월_여_10~19세,"4,685",524,837,153,"2,597",54,197,105,40,94,84
2021년08월_여_20~29세,"4,306",584,512,211,"2,199",94,300,133,55,117,101
2021년08월_여_30~39세,"5,389",456,"1,421",134,"2,886",50,166,90,43,94,49
2021년08월_여_40~49세,"6,755",765,"1,178",222,"3,769",92,274,122,67,167,99
2021년08월_여_50~59세,"5,949",891,806,460,"1,997",247,473,336,144,358,237
2021년08월_여_60~69세,"5,663",852,828,544,936,303,603,514,224,544,315
2021년08월_여_70~79세,"4,278",626,633,386,391,314,480,472,192,509,275
2021년08월_여_80~89세,"3,077",360,474,291,193,328,370,363,107,401,190
2021년08월_여_90~99세,513,48,75,69,32,48,72,56,31,61,21
2021년08월_여_100세 이상,23,0,2,3,0,1,10,1,3,3,0
2021년09월_계_총인구수,"90,086","10,922","16,114","5,392","34,090","3,094","6,280","4,539","1,928","4,846","2,881"
2021년09월_계_연령구간인구수,"90,086","10,922","16,114","5,392","34,090","3,094","6,280","4,539","1,928","4,846","2,881"
2021년09월_계_0~9세,"8,175",733,"2,464",158,"4,258",44,189,99,49,111,70
2021년09월_계_10~19세,"9,562","1,104","1,669",294,"5,321",126,395,182,85,218,168
2021년09월_계_20~29세,"9,349","1,326","1,128",487,"4,469",234,716,311,128,336,214
2021년09월_계_30~39세,"10,999",969,"2,772",312,"5,671",148,409,233,118,226,141
2021년09월_계_40~49세,"14,275","1,549","2,657",560,"7,316",255,667,375,189,450,257
2021년09월_계_50~59세,"13,334","1,921","1,847","1,087","4,220",578,"1,104",858,328,821,570
2021년09월_계_60~69세,"11,480","1,645","1,647","1,226","1,806",637,"1,269","1,030",473,"1,086",661
2021년09월_계_70~79세,"7,840","1,088","1,158",769,716,562,893,864,353,936,501
2021년09월_계_80~89세,"4,436",531,675,426,275,446,541,518,165,590,269
2021년09월_계_90~99세,609,56,94,70,37,62,87,68,37,69,29
2021년09월_계_100세 이상,27,0,3,3,1,2,10,1,3,3,1
2021년09월_남_총인구수,"45,280","5,461","8,045","2,843","16,890","1,544","3,254","2,309","1,001","2,456","1,477"
2021년09월_남_연령구간인구수,"45,280","5,461","8,045","2,843","16,890","1,544","3,254","2,309","1,001","2,456","1,477"
2021년09월_남_0~9세,"4,194",378,"1,279",76,"2,175",17,102,51,28,59,29
2021년09월_남_10~19세,"4,866",583,821,141,"2,714",71,200,81,45,125,85
2021년09월_남_20~29세,"5,025",746,606,274,"2,247",142,422,179,73,220,116
2021년09월_남_30~39세,"5,587",517,"1,336",177,"2,767",98,245,147,72,131,97
2021년09월_남_40~49세,"7,480",785,"1,451",338,"3,528",164,393,257,121,287,156
2021년09월_남_50~59세,"7,311","1,019","1,006",636,"2,184",332,631,522,188,461,332
2021년09월_남_60~69세,"5,797",793,804,676,862,335,667,519,246,547,348
2021년09월_남_70~79세,"3,567",467,528,382,324,249,413,388,164,428,224
2021년09월_남_80~89세,"1,344",165,195,135,81,124,165,152,58,188,81
2021년09월_남_90~99세,106,8,19,8,7,11,16,13,6,10,8
2021년09월_남_100세 이상,3,0,0,0,1,1,0,0,0,0,1
2021년09월_여_총인구수,"44,806","5,461","8,069","2,549","17,200","1,550","3,026","2,230",927,"2,390","1,404"
2021년09월_여_연령구간인구수,"44,806","5,461","8,069","2,549","17,200","1,550","3,026","2,230",927,"2,390","1,404"
2021년09월_여_0~9세,"3,981",355,"1,185",82,"2,083",27,87,48,21,52,41
2021년09월_여_10~19세,"4,696",521,848,153,"2,607",55,195,101,40,93,83
2021년09월_여_20~29세,"4,324",580,522,213,"2,222",92,294,132,55,116,98
2021년09월_여_30~39세,"5,412",452,"1,436",135,"2,904",50,164,86,46,95,44
2021년09월_여_40~49세,"6,795",764,"1,206",222,"3,788",91,274,118,68,163,101
2021년09월_여_50~59세,"6,023",902,841,451,"2,036",246,473,336,140,360,238
2021년09월_여_60~69세,"5,683",852,843,550,944,302,602,511,227,539,313
2021년09월_여_70~79세,"4,273",621,630,387,392,313,480,476,189,508,277
2021년09월_여_80~89세,"3,092",366,480,291,194,322,376,366,107,402,188
2021년09월_여_90~99세,503,48,75,62,30,51,71,55,31,59,21
2021년09월_여_100세 이상,24,0,3,3,0,1,10,1,3,3,0
2021년10월_계_총인구수,"90,488","10,947","16,285","5,390","34,309","3,098","6,278","4,539","1,924","4,834","2,884"
2021년10월_계_연령구간인구수,"90,488","10,947","16,285","5,390","34,309","3,098","6,278","4,539","1,924","4,834","2,884"
2021년10월_계_0~9세,"8,181",734,"2,484",161,"4,242",46,190,98,49,108,69
2021년10월_계_10~19세,"9,628","1,108","1,699",288,"5,365",126,397,178,84,214,169
2021년10월_계_20~29세,"9,417","1,313","1,153",488,"4,539",238,707,309,126,332,212
2021년10월_계_30~39세,"11,076",983,"2,788",315,"5,714",150,407,241,116,222,140
2021년10월_계_40~49세,"14,315","1,554","2,698",559,"7,325",251,672,377,179,444,256
2021년10월_계_50~59세,"13,411","1,921","1,875","1,081","4,260",581,"1,115",850,336,818,574
2021년10월_계_60~69세,"11,506","1,652","1,650","1,225","1,827",634,"1,268","1,025",471,"1,090",664
2021년10월_계_70~79세,"7,872","1,093","1,169",773,720,560,891,873,354,940,499
2021년10월_계_80~89세,"4,443",534,671,427,278,447,534,520,168,593,271
2021년10월_계_90~99세,614,55,95,70,38,65,87,67,38,70,29
2021년10월_계_100세 이상,25,0,3,3,1,0,10,1,3,3,1
2021년10월_남_총인구수,"45,431","5,477","8,127","2,841","16,956","1,545","3,254","2,309",994,"2,450","1,478"
2021년10월_남_연령구간인구수,"45,431","5,477","8,127","2,841","16,956","1,545","3,254","2,309",994,"2,450","1,478"
2021년10월_남_0~9세,"4,208",384,"1,293",78,"2,166",18,103,51,28,58,29
2021년10월_남_10~19세,"4,883",582,834,137,"2,730",69,203,77,45,121,85
2021년10월_남_20~29세,"5,041",741,616,275,"2,271",143,415,180,69,216,115
2021년10월_남_30~39세,"5,618",520,"1,338",180,"2,786",98,244,151,71,134,96
2021년10월_남_40~49세,"7,485",791,"1,473",335,"3,527",160,397,257,113,279,153
2021년10월_남_50~59세,"7,364","1,020","1,018",632,"2,200",338,635,521,196,465,339
2021년10월_남_60~69세,"5,798",795,807,677,865,332,665,518,243,548,348
2021년10월_남_70~79세,"3,577",470,533,383,322,248,414,390,166,428,223
2021년10월_남_80~89세,"1,351",166,196,136,82,127,163,152,57,191,81
2021년10월_남_90~99세,104,8,19,8,6,12,15,12,6,10,8
2021년10월_남_100세 이상,2,0,0,0,1,0,0,0,0,0,1
2021년10월_여_총인구수,"45,057","5,470","8,158","2,549","17,353","1,553","3,024","2,230",930,"2,384","1,406"
2021년10월_여_연령구간인구수,"45,057","5,470","8,158","2,549","17,353","1,553","3,024","2,230",930,"2,384","1,406"
2021년10월_여_0~9세,"3,973",350,"1,191",83,"2,076",28,87,47,21,50,40
2021년10월_여_10~19세,"4,745",526,865,151,"2,635",57,194,101,39,93,84
2021년10월_여_20~29세,"4,376",572,537,213,"2,268",95,292,129,57,116,97
2021년10월_여_30~39세,"5,458",463,"1,450",135,"2,928",52,163,90,45,88,44
2021년10월_여_40~49세,"6,830",763,"1,225",224,"3,798",91,275,120,66,165,103
2021년10월_여_50~59세,"6,047",901,857,449,"2,060",243,480,329,140,353,235
2021년10월_여_60~69세,"5,708",857,843,548,962,302,603,507,228,542,316
2021년10월_여_70~79세,"4,295",623,636,390,398,312,477,483,188,512,276
2021년10월_여_80~89세,"3,092",368,475,291,196,320,371,368,111,402,190
2021년10월_여_90~99세,510,47,76,62,32,53,72,55,32,60,21
2021년10월_여_100세 이상,23,0,3,3,0,0,10,1,3,3,0
2021년11월_계_총인구수,"90,973","10,930","16,391","5,410","34,661","3,098","6,290","4,533","1,925","4,842","2,893"
2021년11월_계_연령구간인구수,"90,973","10,930","16,391","5,410","34,661","3,098","6,290","4,533","1,925","4,842","2,893"
2021년11월_계_0~9세,"8,195",731,"2,500",157,"4,261",46,183,93,48,110,66
2021년11월_계_10~19세,"9,676","1,107","1,708",289,"5,397",130,400,181,84,213,167
2021년11월_계_20~29세,"9,497","1,316","1,162",490,"4,618",234,702,303,127,334,211
2021년11월_계_30~39세,"11,155",973,"2,786",323,"5,790",148,412,244,117,220,142
2021년11월_계_40~49세,"14,446","1,546","2,748",571,"7,402",253,673,368,180,448,257
2021년11월_계_50~59세,"13,483","1,936","1,886","1,079","4,312",578,"1,115",851,333,815,578
2021년11월_계_60~69세,"11,538","1,642","1,662","1,231","1,831",635,"1,274","1,031",472,"1,092",668
2021년11월_계_70~79세,"7,901","1,092","1,171",770,734,564,896,867,355,951,501
2021년11월_계_80~89세,"4,453",532,669,431,279,446,540,528,168,587,273
2021년11월_계_90~99세,606,54,96,66,37,64,86,67,38,69,29
2021년11월_계_100세 이상,23,1,3,3,0,0,9,0,3,3,1
2021년11월_남_총인구수,"45,682","5,478","8,170","2,852","17,143","1,543","3,260","2,310",991,"2,452","1,483"
2021년11월_남_연령구간인구수,"45,682","5,478","8,170","2,852","17,143","1,543","3,260","2,310",991,"2,452","1,483"
2021년11월_남_0~9세,"4,219",383,"1,301",76,"2,181",19,98,48,27,59,27
2021년11월_남_10~19세,"4,909",580,833,140,"2,748",70,206,82,45,120,85
2021년11월_남_20~29세,"5,094",752,620,276,"2,319",142,412,177,70,214,112
2021년11월_남_30~39세,"5,644",515,"1,331",185,"2,818",94,246,152,69,134,100
2021년11월_남_40~49세,"7,557",787,"1,506",339,"3,561",163,398,253,113,282,155
2021년11월_남_50~59세,"7,389","1,027","1,023",629,"2,227",332,637,519,195,461,339
2021년11월_남_60~69세,"5,813",789,806,683,868,333,663,524,244,552,351
2021년11월_남_70~79세,"3,604",473,537,380,330,252,419,389,166,433,225
2021년11월_남_80~89세,"1,352",165,195,138,85,126,166,154,56,187,80
2021년11월_남_90~99세,100,7,18,6,6,12,15,12,6,10,8
2021년11월_남_100세 이상,1,0,0,0,0,0,0,0,0,0,1
2021년11월_여_총인구수,"45,291","5,452","8,221","2,558","17,518","1,555","3,030","2,223",934,"2,390","1,410"
2021년11월_여_연령구간인구수,"45,291","5,452","8,221","2,558","17,518","1,555","3,030","2,223",934,"2,390","1,410"
2021년11월_여_0~9세,"3,976",348,"1,199",81,"2,080",27,85,45,21,51,39
2021년11월_여_10~19세,"4,767",527,875,149,"2,649",60,194,99,39,93,82
2021년11월_여_20~29세,"4,403",564,542,214,"2,299",92,290,126,57,120,99
2021년11월_여_30~39세,"5,511",458,"1,455",138,"2,972",54,166,92,48,86,42
2021년11월_여_40~49세,"6,889",759,"1,242",232,"3,841",90,275,115,67,166,102
2021년11월_여_50~59세,"6,094",909,863,450,"2,085",246,478,332,138,354,239
2021년11월_여_60~69세,"5,725",853,856,548,963,302,611,507,228,540,317
2021년11월_여_70~79세,"4,297",619,634,390,404,312,477,478,189,518,276
2021년11월_여_80~89세,"3,101",367,474,293,194,320,374,374,112,400,193
2021년11월_여_90~99세,506,47,78,60,31,52,71,55,32,59,21
2021년11월_여_100세 이상,22,1,3,3,0,0,9,0,3,3,0
2021년12월_계_총인구수,"91,107","10,946","16,432","5,442","34,777","3,088","6,291","4,512","1,920","4,826","2,873"
2021년12월_계_연령구간인구수,"91,107","10,946","16,432","5,442","34,777","3,088","6,291","4,512","1,920","4,826","2,873"
2021년12월_계_0~9세,"8,171",729,"2,507",156,"4,241",45,182,91,47,111,62
2021년12월_계_10~19세,"9,699","1,120","1,706",291,"5,424",129,397,174,85,208,165
2021년12월_계_20~29세,"9,488","1,304","1,161",495,"4,624",232,709,301,121,332,209
2021년12월_계_30~39세,"11,153",969,"2,775",331,"5,799",147,412,243,115,220,142
2021년12월_계_40~49세,"14,514","1,549","2,778",570,"7,453",253,674,358,179,445,255
2021년12월_계_50~59세,"13,513","1,936","1,903","1,082","4,323",582,"1,114",850,338,813,572
2021년12월_계_60~69세,"11,561","1,650","1,665","1,231","1,847",633,"1,273","1,034",470,"1,092",666
2021년12월_계_70~79세,"7,899","1,094","1,170",779,748,560,896,861,348,947,496
2021년12월_계_80~89세,"4,481",539,665,437,279,445,543,532,177,588,276
2021년12월_계_90~99세,610,55,99,67,39,62,87,68,37,67,29
2021년12월_계_100세 이상,18,1,3,3,0,0,4,0,3,3,1
2021년12월_남_총인구수,"45,753","5,488","8,185","2,877","17,201","1,542","3,256","2,292",992,"2,448","1,472"
2021년12월_남_연령구간인구수,"45,753","5,488","8,185","2,877","17,201","1,542","3,256","2,292",992,"2,448","1,472"
2021년12월_남_0~9세,"4,221",387,"1,303",77,"2,180",19,97,47,26,59,26
2021년12월_남_10~19세,"4,914",582,830,142,"2,760",70,206,76,46,118,84
2021년12월_남_20~29세,"5,091",743,617,279,"2,333",142,413,174,65,213,112
2021년12월_남_30~39세,"5,626",512,"1,326",190,"2,810",91,246,153,67,133,98
2021년12월_남_40~49세,"7,590",790,"1,519",342,"3,585",163,396,246,114,282,153
2021년12월_남_50~59세,"7,408","1,030","1,031",630,"2,238",337,638,515,199,457,333
2021년12월_남_60~69세,"5,824",792,811,686,872,330,654,527,244,554,354
2021년12월_남_70~79세,"3,609",478,533,384,333,253,422,389,163,431,223
2021년12월_남_80~89세,"1,369",167,197,141,84,126,168,153,62,191,80
2021년12월_남_90~99세,100,7,18,6,6,11,16,12,6,10,8
2021년12월_남_100세 이상,1,0,0,0,0,0,0,0,0,0,1
2021년12월_여_총인구수,"45,354","5,458","8,247","2,565","17,576","1,546","3,035","2,220",928,"2,378","1,401"
2021년12월_여_연령구간인구수,"45,354","5,458","8,247","2,565","17,576","1,546","3,035","2,220",928,"2,378","1,401"
2021년12월_여_0~9세,"3,950",342,"1,204",79,"2,061",26,85,44,21,52,36
2021년12월_여_10~19세,"4,785",538,876,149,"2,664",59,191,98,39,90,81
2021년12월_여_20~29세,"4,397",561,544,216,"2,291",90,296,127,56,119,97
2021년12월_여_30~39세,"5,527",457,"1,449",141,"2,989",56,166,90,48,87,44
2021년12월_여_40~49세,"6,924",759,"1,259",228,"3,868",90,278,112,65,163,102
2021년12월_여_50~59세,"6,105",906,872,452,"2,085",245,476,335,139,356,239
2021년12월_여_60~69세,"5,737",858,854,545,975,303,619,507,226,538,312
2021년12월_여_70~79세,"4,290",616,637,395,415,307,474,472,185,516,273
2021년12월_여_80~89세,"3,112",372,468,296,195,319,375,379,115,397,196
2021년12월_여_90~99세,510,48,81,61,33,51,71,56,31,57,21
2021년12월_여_100세 이상,17,1,3,3,0,0,4,0,3,3,0
