카테고리,경기도 오산시,경기도 오산시 중앙동,경기도 오산시 남촌동,경기도 오산시 신장동,경기도 오산시 세마동,경기도 오산시 초평동,경기도 오산시 대원동
2021년07월_계_0~9세,"22,645","3,840",854,"6,811","3,918","1,312","5,910"
2021년07월_계_10~19세,"24,918","4,166","1,163","7,112","3,364","1,939","7,174"
2021년07월_계_20~29세,"31,519","4,470","3,841","7,140","4,069","2,213","9,786"
2021년07월_계_30~39세,"38,080","5,358","4,958","9,693","5,844","2,322","9,905"
2021년07월_계_40~49세,"43,683","6,736","3,863","11,764","6,175","3,089","12,056"
2021년07월_계_50~59세,"33,718","5,449","2,895","8,516","4,283","2,546","10,029"
2021년07월_계_60~69세,"21,372","3,398","1,812","6,029","2,788","1,605","5,740"
2021년07월_계_70~79세,"9,916","1,604",810,"2,846","1,116",774,"2,766"
2021년07월_계_80~89세,"4,253",748,340,"1,206",423,369,"1,167"
2021년07월_계_90~99세,528,77,28,156,75,37,155
2021년07월_계_100세 이상,25,0,4,12,1,5,3
2021년07월_남_총인구수,"119,588","17,979","12,209","30,972","16,414","8,334","33,680"
2021년07월_남_연령구간인구수,"119,588","17,979","12,209","30,972","16,414","8,334","33,680"
2021년07월_남_0~9세,"11,577","1,998",418,"3,477","1,967",683,"3,034"
2021년07월_남_10~19세,"12,744","2,056",582,"3,608","1,717","1,004","3,777"
2021년07월_남_20~29세,"17,051","2,328","2,211","3,764","2,149","1,217","5,382"
2021년07월_남_30~39세,"20,679","2,716","3,212","5,035","3,064","1,266","5,386"
2021년07월_남_40~49세,"23,252","3,435","2,434","6,217","3,237","1,591","6,338"
2021년07월_남_50~59세,"17,638","2,788","1,828","4,306","2,163","1,308","5,245"
2021년07월_남_60~69세,"10,568","1,672",994,"2,865","1,408",794,"2,835"
2021년07월_남_70~79세,"4,396",684,388,"1,256",550,335,"1,183"
2021년07월_남_80~89세,"1,570",290,139,406,152,124,459
2021년07월_남_90~99세,106,12,3,35,7,9,40
2021년07월_남_100세 이상,7,0,0,3,0,3,1
2021년07월_여_총인구수,"111,069","17,867","8,359","30,313","15,642","7,877","31,011"
2021년07월_여_연령구간인구수,"111,069","17,867","8,359","30,313","15,642","7,877","31,011"
2021년07월_여_0~9세,"11,068","1,842",436,"3,334","1,951",629,"2,876"
2021년07월_여_10~19세,"12,174","2,110",581,"3,504","1,647",935,"3,397"
2021년07월_여_20~29세,"14,468","2,142","1,630","3,376","1,920",996,"4,404"
2021년07월_여_30~39세,"17,401","2,642","1,746","4,658","2,780","1,056","4,519"
2021년07월_여_40~49세,"20,431","3,301","1,429","5,547","2,938","1,498","5,718"
2021년07월_여_50~59세,"16,080","2,661","1,067","4,210","2,120","1,238","4,784"
2021년07월_여_60~69세,"10,804","1,726",818,"3,164","1,380",811,"2,905"
2021년07월_여_70~79세,"5,520",920,422,"1,590",566,439,"1,583"
2021년07월_여_80~89세,"2,683",458,201,800,271,245,708
2021년07월_여_90~99세,422,65,25,121,68,28,115
2021년07월_여_100세 이상,18,0,4,9,1,2,2
2021년08월_계_총인구수,"230,555","35,780","20,638","61,182","32,033","16,174","64,748"
2021년08월_계_연령구간인구수,"230,555","35,780","20,638","61,182","32,033","16,174","64,748"
2021년08월_계_0~9세,"22,422","3,795",848,"6,718","3,885","1,300","5,876"
2021년08월_계_10~19세,"24,894","4,153","1,155","7,148","3,346","1,930","7,162"
2021년08월_계_20~29세,"31,461","4,445","3,837","7,106","4,081","2,201","9,791"
2021년08월_계_30~39세,"37,883","5,331","4,995","9,581","5,792","2,321","9,863"
2021년08월_계_40~49세,"43,794","6,724","3,889","11,810","6,185","3,081","12,105"
2021년08월_계_50~59세,"33,803","5,460","2,906","8,538","4,305","2,539","10,055"
2021년08월_계_60~69세,"21,526","3,423","1,822","6,054","2,811","1,611","5,805"
2021년08월_계_70~79세,"9,925","1,614",803,"2,846","1,119",778,"2,765"
2021년08월_계_80~89세,"4,284",754,348,"1,211",436,370,"1,165"
2021년08월_계_90~99세,537,81,31,158,71,38,158
2021년08월_계_100세 이상,26,0,4,12,2,5,3
2021년08월_남_총인구수,"119,590","17,935","12,271","30,942","16,409","8,312","33,721"
2021년08월_남_연령구간인구수,"119,590","17,935","12,271","30,942","16,409","8,312","33,721"
2021년08월_남_0~9세,"11,460","1,966",419,"3,426","1,959",676,"3,014"
2021년08월_남_10~19세,"12,725","2,051",578,"3,626","1,701",996,"3,773"
2021년08월_남_20~29세,"17,030","2,312","2,209","3,748","2,168","1,212","5,381"
2021년08월_남_30~39세,"20,600","2,709","3,239","4,982","3,035","1,268","5,367"
2021년08월_남_40~49세,"23,314","3,417","2,456","6,237","3,239","1,585","6,380"
2021년08월_남_50~59세,"17,697","2,792","1,832","4,329","2,178","1,307","5,259"
2021년08월_남_60~69세,"10,664","1,693","1,010","2,889","1,412",795,"2,865"
2021년08월_남_70~79세,"4,395",690,381,"1,257",552,335,"1,180"
2021년08월_남_80~89세,"1,590",292,144,409,158,126,461
2021년08월_남_90~99세,108,13,3,36,7,9,40
2021년08월_남_100세 이상,7,0,0,3,0,3,1
2021년08월_여_총인구수,"110,965","17,845","8,367","30,240","15,624","7,862","31,027"
2021년08월_여_연령구간인구수,"110,965","17,845","8,367","30,240","15,624","7,862","31,027"
2021년08월_여_0~9세,"10,962","1,829",429,"3,292","1,926",624,"2,862"
2021년08월_여_10~19세,"12,169","2,102",577,"3,522","1,645",934,"3,389"
2021년08월_여_20~29세,"14,431","2,133","1,628","3,358","1,913",989,"4,410"
2021년08월_여_30~39세,"17,283","2,622","1,756","4,599","2,757","1,053","4,496"
2021년08월_여_40~49세,"20,480","3,307","1,433","5,573","2,946","1,496","5,725"
2021년08월_여_50~59세,"16,106","2,668","1,074","4,209","2,127","1,232","4,796"
2021년08월_여_60~69세,"10,862","1,730",812,"3,165","1,399",816,"2,940"
2021년08월_여_70~79세,"5,530",924,422,"1,589",567,443,"1,585"
2021년08월_여_80~89세,"2,694",462,204,802,278,244,704
2021년08월_여_90~99세,429,68,28,122,64,29,118
2021년08월_여_100세 이상,19,0,4,9,2,2,2
2021년09월_계_총인구수,"230,395","35,772","20,690","61,094","31,958","16,184","64,697"
2021년09월_계_연령구간인구수,"230,395","35,772","20,690","61,094","31,958","16,184","64,697"
2021년09월_계_0~9세,"22,245","3,763",835,"6,676","3,860","1,285","5,826"
2021년09월_계_10~19세,"24,885","4,158","1,156","7,166","3,346","1,918","7,141"
2021년09월_계_20~29세,"31,378","4,432","3,855","7,056","4,054","2,210","9,771"
2021년09월_계_30~39세,"37,770","5,320","4,998","9,495","5,738","2,327","9,892"
2021년09월_계_40~49세,"43,768","6,711","3,884","11,837","6,173","3,074","12,089"
2021년09월_계_50~59세,"33,857","5,488","2,930","8,526","4,312","2,553","10,048"
2021년09월_계_60~69세,"21,685","3,446","1,851","6,088","2,846","1,626","5,828"
2021년09월_계_70~79세,"9,930","1,615",798,"2,863","1,119",772,"2,763"
2021년09월_계_80~89세,"4,308",762,346,"1,213",433,376,"1,178"
2021년09월_계_90~99세,542,77,33,162,75,38,157
2021년09월_계_100세 이상,27,0,4,12,2,5,4
2021년09월_남_총인구수,"119,558","17,929","12,333","30,888","16,385","8,326","33,697"
2021년09월_남_연령구간인구수,"119,558","17,929","12,333","30,888","16,385","8,326","33,697"
2021년09월_남_0~9세,"11,349","1,927",413,"3,409","1,947",667,"2,986"
2021년09월_남_10~19세,"12,731","2,066",582,"3,624","1,706",986,"3,767"
2021년09월_남_20~29세,"17,021","2,312","2,250","3,716","2,148","1,222","5,373"
2021년09월_남_30~39세,"20,532","2,706","3,239","4,929","3,010","1,273","5,375"
2021년09월_남_40~49세,"23,317","3,405","2,453","6,255","3,241","1,583","6,380"
2021년09월_남_50~59세,"17,735","2,807","1,840","4,327","2,190","1,316","5,255"
2021년09월_남_60~69세,"10,748","1,705","1,028","2,906","1,425",805,"2,879"
2021년09월_남_70~79세,"4,404",695,380,"1,271",554,331,"1,173"
2021년09월_남_80~89세,"1,604",294,144,412,156,131,467
2021년09월_남_90~99세,110,12,4,36,8,9,41
2021년09월_남_100세 이상,7,0,0,3,0,3,1
2021년09월_여_총인구수,"110,837","17,843","8,357","30,206","15,573","7,858","31,000"
2021년09월_여_연령구간인구수,"110,837","17,843","8,357","30,206","15,573","7,858","31,000"
2021년09월_여_0~9세,"10,896","1,836",422,"3,267","1,913",618,"2,840"
2021년09월_여_10~19세,"12,154","2,092",574,"3,542","1,640",932,"3,374"
2021년09월_여_20~29세,"14,357","2,120","1,605","3,340","1,906",988,"4,398"
2021년09월_여_30~39세,"17,238","2,614","1,759","4,566","2,728","1,054","4,517"
2021년09월_여_40~49세,"20,451","3,306","1,431","5,582","2,932","1,491","5,709"
2021년09월_여_50~59세,"16,122","2,681","1,090","4,199","2,122","1,237","4,793"
2021년09월_여_60~69세,"10,937","1,741",823,"3,182","1,421",821,"2,949"
2021년09월_여_70~79세,"5,526",920,418,"1,592",565,441,"1,590"
2021년09월_여_80~89세,"2,704",468,202,801,277,245,711
2021년09월_여_90~99세,432,65,29,126,67,29,116
2021년09월_여_100세 이상,20,0,4,9,2,2,3
2021년10월_계_총인구수,"230,403","35,682","20,702","61,095","31,987","16,229","64,708"
2021년10월_계_연령구간인구수,"230,403","35,682","20,702","61,095","31,987","16,229","64,708"
2021년10월_계_0~9세,"22,117","3,720",832,"6,649","3,837","1,275","5,804"
2021년10월_계_10~19세,"24,873","4,151","1,149","7,175","3,358","1,909","7,131"
2021년10월_계_20~29세,"31,336","4,400","3,843","7,029","4,063","2,243","9,758"
2021년10월_계_30~39세,"37,661","5,288","4,991","9,447","5,694","2,343","9,898"
2021년10월_계_40~49세,"43,813","6,709","3,912","11,883","6,172","3,072","12,065"
2021년10월_계_50~59세,"33,932","5,500","2,936","8,520","4,340","2,547","10,089"
2021년10월_계_60~69세,"21,814","3,446","1,863","6,124","2,881","1,641","5,859"
2021년10월_계_70~79세,"9,954","1,630",792,"2,868","1,124",773,"2,767"
2021년10월_계_80~89세,"4,332",762,348,"1,225",439,383,"1,175"
2021년10월_계_90~99세,543,76,32,162,77,38,158
2021년10월_계_100세 이상,28,0,4,13,2,5,4
2021년10월_남_총인구수,"119,588","17,907","12,347","30,872","16,382","8,371","33,709"
2021년10월_남_연령구간인구수,"119,588","17,907","12,347","30,872","16,382","8,371","33,709"
2021년10월_남_0~9세,"11,280","1,902",412,"3,394","1,929",667,"2,976"
2021년10월_남_10~19세,"12,738","2,065",575,"3,635","1,707",985,"3,771"
2021년10월_남_20~29세,"17,009","2,313","2,252","3,694","2,151","1,244","5,355"
2021년10월_남_30~39세,"20,477","2,697","3,233","4,898","2,981","1,285","5,383"
2021년10월_남_40~49세,"23,358","3,403","2,467","6,293","3,239","1,585","6,371"
2021년10월_남_50~59세,"17,769","2,822","1,844","4,306","2,208","1,314","5,275"
2021년10월_남_60~69세,"10,815","1,703","1,041","2,920","1,441",814,"2,896"
2021년10월_남_70~79세,"4,417",700,375,"1,279",556,332,"1,175"
2021년10월_남_80~89세,"1,607",289,144,415,162,133,464
2021년10월_남_90~99세,111,13,4,35,8,9,42
2021년10월_남_100세 이상,7,0,0,3,0,3,1
2021년10월_여_총인구수,"110,815","17,775","8,355","30,223","15,605","7,858","30,999"
2021년10월_여_연령구간인구수,"110,815","17,775","8,355","30,223","15,605","7,858","30,999"
2021년10월_여_0~9세,"10,837","1,818",420,"3,255","1,908",608,"2,828"
2021년10월_여_10~19세,"12,135","2,086",574,"3,540","1,651",924,"3,360"
2021년10월_여_20~29세,"14,327","2,087","1,591","3,335","1,912",999,"4,403"
2021년10월_여_30~39세,"17,184","2,591","1,758","4,549","2,713","1,058","4,515"
2021년10월_여_40~49세,"20,455","3,306","1,445","5,590","2,933","1,487","5,694"
2021년10월_여_50~59세,"16,163","2,678","1,092","4,214","2,132","1,233","4,814"
2021년10월_여_60~69세,"10,999","1,743",822,"3,204","1,440",827,"2,963"
2021년10월_여_70~79세,"5,537",930,417,"1,589",568,441,"1,592"
2021년10월_여_80~89세,"2,725",473,204,810,277,250,711
2021년10월_여_90~99세,432,63,28,127,69,29,116
2021년10월_여_100세 이상,21,0,4,10,2,2,3
2021년11월_계_총인구수,"230,165","35,597","20,632","61,051","31,974","16,198","64,713"
2021년11월_계_연령구간인구수,"230,165","35,597","20,632","61,051","31,974","16,198","64,713"
2021년11월_계_0~9세,"21,870","3,672",819,"6,592","3,791","1,247","5,749"
2021년11월_계_10~19세,"24,897","4,153","1,134","7,191","3,369","1,917","7,133"
2021년11월_계_20~29세,"31,265","4,378","3,794","7,023","4,067","2,244","9,759"
2021년11월_계_30~39세,"37,425","5,249","4,965","9,356","5,655","2,334","9,866"
2021년11월_계_40~49세,"43,876","6,696","3,928","11,927","6,198","3,060","12,067"
2021년11월_계_50~59세,"34,020","5,531","2,934","8,541","4,357","2,550","10,107"
2021년11월_계_60~69세,"21,924","3,451","1,875","6,149","2,891","1,652","5,906"
2021년11월_계_70~79세,"9,951","1,627",792,"2,870","1,118",769,"2,775"
2021년11월_계_80~89세,"4,360",762,354,"1,227",450,382,"1,185"
2021년11월_계_90~99세,556,78,34,168,76,38,162
2021년11월_계_100세 이상,21,0,3,7,2,5,4
2021년11월_남_총인구수,"119,461","17,875","12,299","30,836","16,382","8,359","33,710"
2021년11월_남_연령구간인구수,"119,461","17,875","12,299","30,836","16,382","8,359","33,710"
2021년11월_남_0~9세,"11,166","1,883",404,"3,363","1,924",652,"2,940"
2021년11월_남_10~19세,"12,739","2,065",568,"3,651","1,702",992,"3,761"
2021년11월_남_20~29세,"16,961","2,296","2,223","3,681","2,159","1,239","5,363"
2021년11월_남_30~39세,"20,384","2,684","3,219","4,863","2,960","1,290","5,368"
2021년11월_남_40~49세,"23,370","3,389","2,472","6,306","3,251","1,578","6,374"
2021년11월_남_50~59세,"17,826","2,849","1,839","4,319","2,215","1,315","5,289"
2021년11월_남_60~69세,"10,861","1,709","1,047","2,923","1,443",821,"2,918"
2021년11월_남_70~79세,"4,406",696,373,"1,272",555,328,"1,182"
2021년11월_남_80~89세,"1,626",290,149,419,165,132,471
2021년11월_남_90~99세,116,14,5,37,8,9,43
2021년11월_남_100세 이상,6,0,0,2,0,3,1
2021년11월_여_총인구수,"110,704","17,722","8,333","30,215","15,592","7,839","31,003"
2021년11월_여_연령구간인구수,"110,704","17,722","8,333","30,215","15,592","7,839","31,003"
2021년11월_여_0~9세,"10,704","1,789",415,"3,229","1,867",595,"2,809"
2021년11월_여_10~19세,"12,158","2,088",566,"3,540","1,667",925,"3,372"
2021년11월_여_20~29세,"14,304","2,082","1,571","3,342","1,908","1,005","4,396"
2021년11월_여_30~39세,"17,041","2,565","1,746","4,493","2,695","1,044","4,498"
2021년11월_여_40~49세,"20,506","3,307","1,456","5,621","2,947","1,482","5,693"
2021년11월_여_50~59세,"16,194","2,682","1,095","4,222","2,142","1,235","4,818"
2021년11월_여_60~69세,"11,063","1,742",828,"3,226","1,448",831,"2,988"
2021년11월_여_70~79세,"5,545",931,419,"1,598",563,441,"1,593"
2021년11월_여_80~89세,"2,734",472,205,808,285,250,714
2021년11월_여_90~99세,440,64,29,131,68,29,119
2021년11월_여_100세 이상,15,0,3,5,2,2,3
2021년12월_계_총인구수,"229,983","35,537","20,644","61,008","31,971","16,188","64,635"
2021년12월_계_연령구간인구수,"229,983","35,537","20,644","61,008","31,971","16,188","64,635"
2021년12월_계_0~9세,"21,682","3,641",822,"6,533","3,773","1,235","5,678"
2021년12월_계_10~19세,"24,904","4,150","1,121","7,223","3,375","1,921","7,114"
2021년12월_계_20~29세,"31,150","4,367","3,789","6,997","4,055","2,241","9,701"
2021년12월_계_30~39세,"37,349","5,222","4,984","9,291","5,664","2,328","9,860"
2021년12월_계_40~49세,"43,914","6,688","3,923","11,976","6,189","3,053","12,085"
2021년12월_계_50~59세,"34,049","5,520","2,936","8,545","4,372","2,556","10,120"
2021년12월_계_60~69세,"22,019","3,477","1,881","6,166","2,900","1,659","5,936"
2021년12월_계_70~79세,"9,954","1,628",789,"2,861","1,120",775,"2,781"
2021년12월_계_80~89세,"4,385",767,361,"1,239",446,381,"1,191"
2021년12월_계_90~99세,560,77,35,170,75,38,165
2021년12월_계_100세 이상,17,0,3,7,2,1,4
2021년12월_남_총인구수,"119,409","17,837","12,330","30,825","16,384","8,361","33,672"
2021년12월_남_연령구간인구수,"119,409","17,837","12,330","30,825","16,384","8,361","33,672"
2021년12월_남_0~9세,"11,092","1,868",405,"3,344","1,917",645,"2,913"
2021년12월_남_10~19세,"12,742","2,060",562,"3,682","1,699",993,"3,746"
2021년12월_남_20~29세,"16,891","2,288","2,220","3,659","2,154","1,239","5,331"
2021년12월_남_30~39세,"20,355","2,672","3,241","4,814","2,963","1,289","5,376"
2021년12월_남_40~49세,"23,409","3,379","2,471","6,339","3,253","1,581","6,386"
2021년12월_남_50~59세,"17,830","2,837","1,848","4,319","2,221","1,319","5,286"
2021년12월_남_60~69세,"10,933","1,731","1,057","2,940","1,451",825,"2,929"
2021년12월_남_70~79세,"4,397",692,369,"1,260",558,333,"1,185"
2021년12월_남_80~89세,"1,640",294,152,430,160,128,476
2021년12월_남_90~99세,118,16,5,37,8,9,43
2021년12월_남_100세 이상,2,0,0,1,0,0,1
2021년12월_여_총인구수,"110,574","17,700","8,314","30,183","15,587","7,827","30,963"
2021년12월_여_연령구간인구수,"110,574","17,700","8,314","30,183","15,587","7,827","30,963"
2021년12월_여_0~9세,"10,590","1,773",417,"3,189","1,856",590,"2,765"
2021년12월_여_10~19세,"12,162","2,090",559,"3,541","1,676",928,"3,368"
2021년12월_여_20~29세,"14,259","2,079","1,569","3,338","1,901","1,002","4,370"
2021년12월_여_30~39세,"16,994","2,550","1,743","4,477","2,701","1,039","4,484"
2021년12월_여_40~49세,"20,505","3,309","1,452","5,637","2,936","1,472","5,699"
2021년12월_여_50~59세,"16,219","2,683","1,088","4,226","2,151","1,237","4,834"
2021년12월_여_60~69세,"11,086","1,746",824,"3,226","1,449",834,"3,007"
2021년12월_여_70~79세,"5,557",936,420,"1,601",562,442,"1,596"
2021년12월_여_80~89세,"2,745",473,209,809,286,253,715
2021년12월_여_90~99세,442,61,30,133,67,29,122
2021년12월_여_100세 이상,15,0,3,6,2,1,3
