카테고리,부산광역시 영도구,부산광역시 영도구 남항동,부산광역시 영도구 영선제1동,부산광역시 영도구 영선제2동,부산광역시 영도구 신선동,부산광역시 영도구 봉래제1동,부산광역시 영도구 봉래제2동,부산광역시 영도구 청학제1동,부산광역시 영도구 청학제2동,부산광역시 영도구 동삼제1동,부산광역시 영도구 동삼제2동,부산광역시 영도구 동삼제3동
2021년03월_남_100세 이상,4,0,0,0,1,1,0,0,0,0,1,1
2021년03월_여_총인구수,"56,510","5,490","2,120","4,438","4,352","3,611","2,573","3,306","9,134","14,546","1,657","5,283"
2021년03월_여_연령구간인구수,"56,510","5,490","2,120","4,438","4,352","3,611","2,573","3,306","9,134","14,546","1,657","5,283"
2021년03월_여_0~9세,"2,470",208,82,182,89,172,80,166,501,747,78,165
2021년03월_여_10~19세,"3,520",254,116,257,225,212,119,206,681,"1,084",89,277
2021년03월_여_20~29세,"5,294",520,196,403,354,342,216,276,857,"1,527",219,384
2021년03월_여_30~39세,"4,760",480,188,381,255,327,145,295,810,"1,342",146,391
2021년03월_여_40~49세,"7,072",643,256,553,445,449,281,453,"1,266","1,985",187,554
2021년03월_여_50~59세,"9,294",845,356,736,683,542,417,489,"1,562","2,582",218,864
2021년03월_여_60~69세,"11,528","1,170",471,884,936,749,568,660,"1,791","2,725",340,"1,234"
2021년03월_여_70~79세,"8,126",882,302,666,865,489,518,492,"1,079","1,656",268,909
2021년03월_여_80~89세,"3,843",407,135,324,441,272,212,227,507,778,97,443
2021년03월_여_90~99세,555,77,18,48,58,38,16,41,77,113,14,55
2021년03월_여_100세 이상,48,4,0,4,1,19,1,1,3,7,1,7
2021년04월_계_총인구수,"111,387","10,973","4,078","8,608","8,707","7,098","5,180","6,466","18,174","28,328","3,499","10,276"
2021년04월_계_연령구간인구수,"111,387","10,973","4,078","8,608","8,707","7,098","5,180","6,466","18,174","28,328","3,499","10,276"
2021년04월_계_0~9세,"4,966",416,170,377,200,350,160,338,992,"1,461",175,327
2021년04월_계_10~19세,"7,233",525,245,553,463,413,263,444,"1,431","2,185",171,540
2021년04월_계_20~29세,"11,786","1,084",425,900,777,726,499,578,"1,907","3,420",592,878
2021년04월_계_30~39세,"10,319","1,063",378,809,611,698,382,617,"1,779","2,806",331,845
2021년04월_계_40~49세,"14,840","1,434",534,"1,095","1,037",975,664,939,"2,588","3,913",444,"1,217"
2021년04월_계_50~59세,"18,959","1,899",686,"1,436","1,578","1,137",899,"1,024","3,159","4,910",472,"1,759"
2021년04월_계_60~69세,"22,175","2,271",853,"1,685","1,832","1,440","1,047","1,244","3,418","5,284",659,"2,442"
2021년04월_계_70~79세,"14,432","1,545",538,"1,191","1,453",875,889,883,"2,007","3,014",479,"1,558"
2021년04월_계_80~89세,"5,935",645,226,493,690,410,356,345,801,"1,183",152,634
2021년04월_계_90~99세,690,87,23,65,64,54,20,53,89,145,22,68
2021년04월_계_100세 이상,52,4,0,4,2,20,1,1,3,7,2,8
2021년04월_남_총인구수,"54,958","5,465","1,964","4,175","4,381","3,491","2,563","3,171","9,057","13,831","1,854","5,006"
2021년04월_남_연령구간인구수,"54,958","5,465","1,964","4,175","4,381","3,491","2,563","3,171","9,057","13,831","1,854","5,006"
2021년04월_남_0~9세,"2,513",210,89,199,112,181,76,174,497,712,98,165
2021년04월_남_10~19세,"3,724",273,130,293,240,205,136,236,754,"1,103",84,270
2021년04월_남_20~29세,"6,514",556,227,498,431,381,281,310,"1,056","1,903",379,492
2021년04월_남_30~39세,"5,567",584,192,425,358,374,230,323,974,"1,470",188,449
2021년04월_남_40~49세,"7,772",779,278,542,594,524,375,490,"1,319","1,946",259,666
2021년04월_남_50~59세,"9,726","1,065",330,702,899,596,480,536,"1,600","2,352",254,912
2021년04월_남_60~69세,"10,633","1,093",384,801,901,689,473,584,"1,630","2,558",319,"1,201"
2021년04월_남_70~79세,"6,290",662,238,525,591,388,366,387,924,"1,355",210,644
2021년04월_남_80~89세,"2,082",233,92,172,248,139,142,118,286,402,55,195
2021년04월_남_90~99세,133,10,4,18,6,13,4,13,17,30,7,11
2021년04월_남_100세 이상,4,0,0,0,1,1,0,0,0,0,1,1
2021년04월_여_총인구수,"56,429","5,508","2,114","4,433","4,326","3,607","2,617","3,295","9,117","14,497","1,645","5,270"
2021년04월_여_연령구간인구수,"56,429","5,508","2,114","4,433","4,326","3,607","2,617","3,295","9,117","14,497","1,645","5,270"
2021년04월_여_0~9세,"2,453",206,81,178,88,169,84,164,495,749,77,162
2021년04월_여_10~19세,"3,509",252,115,260,223,208,127,208,677,"1,082",87,270
2021년04월_여_20~29세,"5,272",528,198,402,346,345,218,268,851,"1,517",213,386
2021년04월_여_30~39세,"4,752",479,186,384,253,324,152,294,805,"1,336",143,396
2021년04월_여_40~49세,"7,068",655,256,553,443,451,289,449,"1,269","1,967",185,551
2021년04월_여_50~59세,"9,233",834,356,734,679,541,419,488,"1,559","2,558",218,847
2021년04월_여_60~69세,"11,542","1,178",469,884,931,751,574,660,"1,788","2,726",340,"1,241"
2021년04월_여_70~79세,"8,142",883,300,666,862,487,523,496,"1,083","1,659",269,914
2021년04월_여_80~89세,"3,853",412,134,321,442,271,214,227,515,781,97,439
2021년04월_여_90~99세,557,77,19,47,58,41,16,40,72,115,15,57
2021년04월_여_100세 이상,48,4,0,4,1,19,1,1,3,7,1,7
2021년05월_계_총인구수,"111,574","10,879","4,036","8,511","8,640","6,936","6,558","6,371","17,949","28,041","3,459","10,194"
2021년05월_계_연령구간인구수,"111,574","10,879","4,036","8,511","8,640","6,936","6,558","6,371","17,949","28,041","3,459","10,194"
2021년05월_계_0~9세,"5,024",397,164,360,214,325,369,325,963,"1,427",171,309
2021년05월_계_10~19세,"7,213",513,242,539,451,401,391,435,"1,398","2,142",170,531
2021년05월_계_20~29세,"11,790","1,072",417,890,774,706,631,565,"1,891","3,392",582,870
2021년05월_계_30~39세,"10,390","1,047",371,815,614,668,613,595,"1,745","2,782",323,817
2021년05월_계_40~49세,"14,841","1,415",534,"1,059","1,028",943,922,921,"2,552","3,835",436,"1,196"
2021년05월_계_50~59세,"18,919","1,891",670,"1,430","1,552","1,109","1,084","1,012","3,105","4,838",469,"1,759"
2021년05월_계_60~69세,"22,229","2,276",849,"1,671","1,810","1,441","1,181","1,235","3,407","5,277",661,"2,421"
2021년05월_계_70~79세,"14,442","1,532",539,"1,194","1,429",864,959,881,"1,996","2,997",471,"1,580"
2021년05월_계_80~89세,"5,980",642,227,487,703,404,383,347,803,"1,197",151,636
2021년05월_계_90~99세,693,90,22,63,63,55,24,54,86,146,23,67
2021년05월_계_100세 이상,53,4,1,3,2,20,1,1,3,8,2,8
2021년05월_남_총인구수,"55,016","5,426","1,943","4,128","4,342","3,413","3,204","3,124","8,935","13,691","1,834","4,976"
2021년05월_남_연령구간인구수,"55,016","5,426","1,943","4,128","4,342","3,413","3,204","3,124","8,935","13,691","1,834","4,976"
2021년05월_남_0~9세,"2,541",202,88,187,117,171,173,168,485,695,94,161
2021년05월_남_10~19세,"3,711",267,126,285,236,195,197,230,734,"1,086",85,270
2021년05월_남_20~29세,"6,488",553,222,489,431,372,338,305,"1,041","1,877",372,488
2021년05월_남_30~39세,"5,610",575,189,437,354,360,342,314,956,"1,464",183,436
2021년05월_남_40~49세,"7,761",776,278,522,594,513,494,479,"1,300","1,903",253,649
2021년05월_남_50~59세,"9,713","1,060",320,699,889,579,571,532,"1,573","2,320",255,915
2021년05월_남_60~69세,"10,661","1,096",382,792,884,685,538,581,"1,625","2,556",323,"1,199"
2021년05월_남_70~79세,"6,295",653,240,528,580,387,395,383,919,"1,353",206,651
2021년05월_남_80~89세,"2,096",232,94,170,250,137,151,119,286,407,54,196
2021년05월_남_90~99세,135,12,4,19,6,13,5,13,16,29,8,10
2021년05월_남_100세 이상,5,0,0,0,1,1,0,0,0,1,1,1
2021년05월_여_총인구수,"56,558","5,453","2,093","4,383","4,298","3,523","3,354","3,247","9,014","14,350","1,625","5,218"
2021년05월_여_연령구간인구수,"56,558","5,453","2,093","4,383","4,298","3,523","3,354","3,247","9,014","14,350","1,625","5,218"
2021년05월_여_0~9세,"2,483",195,76,173,97,154,196,157,478,732,77,148
2021년05월_여_10~19세,"3,502",246,116,254,215,206,194,205,664,"1,056",85,261
2021년05월_여_20~29세,"5,302",519,195,401,343,334,293,260,850,"1,515",210,382
2021년05월_여_30~39세,"4,780",472,182,378,260,308,271,281,789,"1,318",140,381
2021년05월_여_40~49세,"7,080",639,256,537,434,430,428,442,"1,252","1,932",183,547
2021년05월_여_50~59세,"9,206",831,350,731,663,530,513,480,"1,532","2,518",214,844
2021년05월_여_60~69세,"11,568","1,180",467,879,926,756,643,654,"1,782","2,721",338,"1,222"
2021년05월_여_70~79세,"8,147",879,299,666,849,477,564,498,"1,077","1,644",265,929
2021년05월_여_80~89세,"3,884",410,133,317,453,267,232,228,517,790,97,440
2021년05월_여_90~99세,558,78,18,44,57,42,19,41,70,117,15,57
2021년05월_여_100세 이상,48,4,1,3,1,19,1,1,3,7,1,7
2021년06월_계_총인구수,"111,685","10,841","3,977","8,462","8,582","6,874","7,315","6,315","17,900","27,839","3,462","10,118"
2021년06월_계_연령구간인구수,"111,685","10,841","3,977","8,462","8,582","6,874","7,315","6,315","17,900","27,839","3,462","10,118"
2021년06월_계_0~9세,"5,008",384,156,352,210,325,447,321,960,"1,392",168,293
2021년06월_계_10~19세,"7,218",505,229,539,447,402,469,430,"1,391","2,108",171,527
2021년06월_계_20~29세,"11,792","1,087",412,884,769,692,696,555,"1,869","3,382",580,866
2021년06월_계_30~39세,"10,402","1,040",354,802,604,666,754,593,"1,730","2,737",325,797
2021년06월_계_40~49세,"14,874","1,403",519,"1,054","1,034",945,"1,043",902,"2,550","3,797",439,"1,188"
2021년06월_계_50~59세,"18,844","1,877",655,"1,420","1,528","1,080","1,183","1,000","3,087","4,792",467,"1,755"
2021년06월_계_60~69세,"22,326","2,273",859,"1,671","1,800","1,431","1,289","1,233","3,421","5,280",663,"2,406"
2021년06월_계_70~79세,"14,457","1,538",539,"1,185","1,420",853,998,887,"2,006","2,989",473,"1,569"
2021년06월_계_80~89세,"6,022",643,232,490,704,405,406,342,794,"1,210",152,644
2021년06월_계_90~99세,689,87,21,62,64,55,29,51,89,144,22,65
2021년06월_계_100세 이상,53,4,1,3,2,20,1,1,3,8,2,8
2021년06월_남_총인구수,"55,061","5,402","1,906","4,114","4,315","3,383","3,568","3,091","8,918","13,592","1,837","4,935"
2021년06월_남_연령구간인구수,"55,061","5,402","1,906","4,114","4,315","3,383","3,568","3,091","8,918","13,592","1,837","4,935"
2021년06월_남_0~9세,"2,538",194,83,187,116,171,207,168,485,682,91,154
2021년06월_남_10~19세,"3,709",263,117,285,234,194,237,226,730,"1,070",86,267
2021년06월_남_20~29세,"6,469",556,215,487,429,364,377,296,"1,029","1,862",369,485
2021년06월_남_30~39세,"5,626",573,181,433,347,363,415,314,954,"1,436",186,424
2021년06월_남_40~49세,"7,771",771,269,521,598,511,544,476,"1,297","1,886",255,643
2021년06월_남_50~59세,"9,698","1,044",311,698,881,570,620,525,"1,569","2,309",252,919
2021년06월_남_60~69세,"10,691","1,104",388,791,877,679,588,574,"1,628","2,552",328,"1,182"
2021년06월_남_70~79세,"6,298",651,241,519,577,380,416,384,924,"1,350",207,649
2021년06월_남_80~89세,"2,121",234,97,175,249,135,158,116,286,415,55,201
2021년06월_남_90~99세,135,12,4,18,6,15,6,12,16,29,7,10
2021년06월_남_100세 이상,5,0,0,0,1,1,0,0,0,1,1,1
2021년06월_여_총인구수,"56,624","5,439","2,071","4,348","4,267","3,491","3,747","3,224","8,982","14,247","1,625","5,183"
2021년06월_여_연령구간인구수,"56,624","5,439","2,071","4,348","4,267","3,491","3,747","3,224","8,982","14,247","1,625","5,183"
2021년06월_여_0~9세,"2,470",190,73,165,94,154,240,153,475,710,77,139
2021년06월_여_10~19세,"3,509",242,112,254,213,208,232,204,661,"1,038",85,260
2021년06월_여_20~29세,"5,323",531,197,397,340,328,319,259,840,"1,520",211,381
2021년06월_여_30~39세,"4,776",467,173,369,257,303,339,279,776,"1,301",139,373
2021년06월_여_40~49세,"7,103",632,250,533,436,434,499,426,"1,253","1,911",184,545
2021년06월_여_50~59세,"9,146",833,344,722,647,510,563,475,"1,518","2,483",215,836
2021년06월_여_60~69세,"11,635","1,169",471,880,923,752,701,659,"1,793","2,728",335,"1,224"
2021년06월_여_70~79세,"8,159",887,298,666,843,473,582,503,"1,082","1,639",266,920
2021년06월_여_80~89세,"3,901",409,135,315,455,270,248,226,508,795,97,443
2021년06월_여_90~99세,554,75,17,44,58,40,23,39,73,115,15,55
2021년06월_여_100세 이상,48,4,1,3,1,19,1,1,3,7,1,7
2021년07월_계_총인구수,"111,580","10,816","3,991","8,436","8,510","6,849","7,610","6,235","17,787","27,816","3,452","10,078"
2021년07월_계_연령구간인구수,"111,580","10,816","3,991","8,436","8,510","6,849","7,610","6,235","17,787","27,816","3,452","10,078"
2021년07월_계_0~9세,"4,995",378,153,347,211,325,482,314,952,"1,383",171,279
2021년07월_계_10~19세,"7,190",511,233,530,442,394,491,423,"1,365","2,102",175,524
2021년07월_계_20~29세,"11,733","1,083",410,877,753,688,735,547,"1,850","3,366",561,863
2021년07월_계_30~39세,"10,356","1,032",351,796,595,658,807,572,"1,727","2,711",321,786
2021년07월_계_40~49세,"14,841","1,394",519,"1,041","1,023",930,"1,094",893,"2,522","3,801",445,"1,179"
2021년07월_계_50~59세,"18,803","1,869",660,"1,422","1,508","1,076","1,228",998,"3,048","4,792",460,"1,742"
2021년07월_계_60~69세,"22,388","2,278",868,"1,669","1,799","1,444","1,324","1,221","3,421","5,292",668,"2,404"
2021년07월_계_70~79세,"14,478","1,535",543,"1,192","1,414",856,"1,002",879,"2,014","2,997",471,"1,575"
2021년07월_계_80~89세,"6,051",646,230,496,699,402,415,337,796,"1,225",156,649
2021년07월_계_90~99세,692,88,23,63,64,55,31,50,89,139,22,68
2021년07월_계_100세 이상,53,2,1,3,2,21,1,1,3,8,2,9
2021년07월_남_총인구수,"54,999","5,394","1,917","4,095","4,284","3,369","3,707","3,057","8,844","13,584","1,834","4,914"
2021년07월_남_연령구간인구수,"54,999","5,394","1,917","4,095","4,284","3,369","3,707","3,057","8,844","13,584","1,834","4,914"
2021년07월_남_0~9세,"2,546",195,82,184,115,174,223,169,481,679,94,150
2021년07월_남_10~19세,"3,681",266,117,275,232,188,243,221,716,"1,072",90,261
2021년07월_남_20~29세,"6,427",556,211,486,423,362,398,292,"1,008","1,851",357,483
2021년07월_남_30~39세,"5,596",572,182,430,338,357,440,303,954,"1,423",181,416
2021년07월_남_40~49세,"7,745",763,273,516,597,505,565,472,"1,282","1,877",258,637
2021년07월_남_50~59세,"9,691","1,039",315,696,870,565,641,526,"1,546","2,322",250,921
2021년07월_남_60~69세,"10,721","1,107",389,787,875,686,611,569,"1,631","2,555",332,"1,179"
2021년07월_남_70~79세,"6,317",650,247,523,580,383,419,378,924,"1,354",209,650
2021년07월_남_80~89세,"2,133",234,97,180,246,132,161,115,287,423,55,203
2021년07월_남_90~99세,137,12,4,18,7,16,6,12,15,27,7,13
2021년07월_남_100세 이상,5,0,0,0,1,1,0,0,0,1,1,1
2021년07월_여_총인구수,"56,581","5,422","2,074","4,341","4,226","3,480","3,903","3,178","8,943","14,232","1,618","5,164"
2021년07월_여_연령구간인구수,"56,581","5,422","2,074","4,341","4,226","3,480","3,903","3,178","8,943","14,232","1,618","5,164"
2021년07월_여_0~9세,"2,449",183,71,163,96,151,259,145,471,704,77,129
2021년07월_여_10~19세,"3,509",245,116,255,210,206,248,202,649,"1,030",85,263
2021년07월_여_20~29세,"5,306",527,199,391,330,326,337,255,842,"1,515",204,380
2021년07월_여_30~39세,"4,760",460,169,366,257,301,367,269,773,"1,288",140,370
2021년07월_여_40~49세,"7,096",631,246,525,426,425,529,421,"1,240","1,924",187,542
2021년07월_여_50~59세,"9,112",830,345,726,638,511,587,472,"1,502","2,470",210,821
2021년07월_여_60~69세,"11,667","1,171",479,882,924,758,713,652,"1,790","2,737",336,"1,225"
2021년07월_여_70~79세,"8,161",885,296,669,834,473,583,501,"1,090","1,643",262,925
2021년07월_여_80~89세,"3,918",412,133,316,453,270,254,222,509,802,101,446
2021년07월_여_90~99세,555,76,19,45,57,39,25,38,74,112,15,55
2021년07월_여_100세 이상,48,2,1,3,1,20,1,1,3,7,1,8
2021년08월_계_총인구수,"111,386","10,820","3,976","8,401","8,477","6,841","7,692","6,229","17,773","27,691","3,427","10,059"
2021년08월_계_연령구간인구수,"111,386","10,820","3,976","8,401","8,477","6,841","7,692","6,229","17,773","27,691","3,427","10,059"
2021년08월_계_0~9세,"4,969",382,154,343,212,320,490,319,940,"1,364",167,278
2021년08월_계_10~19세,"7,162",515,223,526,439,392,504,422,"1,366","2,077",175,523
2021년08월_계_20~29세,"11,648","1,066",406,863,750,679,737,546,"1,839","3,351",557,854
2021년08월_계_30~39세,"10,340","1,024",353,798,594,660,820,567,"1,727","2,686",322,789
2021년08월_계_40~49세,"14,785","1,398",514,"1,031","1,011",922,"1,119",893,"2,518","3,766",441,"1,172"
2021년08월_계_50~59세,"18,733","1,849",659,"1,424","1,498","1,087","1,229","1,003","3,038","4,764",453,"1,729"
2021년08월_계_60~69세,"22,391","2,294",865,"1,658","1,794","1,440","1,332","1,217","3,408","5,314",660,"2,409"
2021년08월_계_70~79세,"14,518","1,547",549,"1,193","1,412",859,"1,009",875,"2,041","2,990",472,"1,571"
2021년08월_계_80~89세,"6,084",651,229,501,698,406,417,336,804,"1,228",156,658
2021년08월_계_90~99세,703,92,23,62,67,55,34,50,89,143,22,66
2021년08월_계_100세 이상,53,2,1,2,2,21,1,1,3,8,2,10
2021년08월_남_총인구수,"54,888","5,399","1,902","4,071","4,264","3,378","3,742","3,055","8,827","13,524","1,820","4,906"
2021년08월_남_연령구간인구수,"54,888","5,399","1,902","4,071","4,264","3,378","3,742","3,055","8,827","13,524","1,820","4,906"
2021년08월_남_0~9세,"2,528",197,82,179,116,173,229,171,477,664,92,148
2021년08월_남_10~19세,"3,661",269,112,274,231,189,247,222,715,"1,052",89,261
2021년08월_남_20~29세,"6,403",555,208,479,421,360,398,289,"1,007","1,846",361,479
2021년08월_남_30~39세,"5,583",568,182,428,337,362,440,300,949,"1,422",177,418
2021년08월_남_40~49세,"7,716",765,270,508,589,502,581,471,"1,278","1,860",257,635
2021년08월_남_50~59세,"9,651","1,029",314,700,860,572,644,528,"1,537","2,308",245,914
2021년08월_남_60~69세,"10,718","1,112",383,779,878,688,614,571,"1,625","2,562",325,"1,181"
2021년08월_남_70~79세,"6,340",653,253,523,581,382,422,377,934,"1,353",211,651
2021년08월_남_80~89세,"2,139",237,94,184,242,134,158,114,289,426,55,206
2021년08월_남_90~99세,144,14,4,17,8,15,9,12,16,30,7,12
2021년08월_남_100세 이상,5,0,0,0,1,1,0,0,0,1,1,1
2021년08월_여_총인구수,"56,498","5,421","2,074","4,330","4,213","3,463","3,950","3,174","8,946","14,167","1,607","5,153"
2021년08월_여_연령구간인구수,"56,498","5,421","2,074","4,330","4,213","3,463","3,950","3,174","8,946","14,167","1,607","5,153"
2021년08월_여_0~9세,"2,441",185,72,164,96,147,261,148,463,700,75,130
2021년08월_여_10~19세,"3,501",246,111,252,208,203,257,200,651,"1,025",86,262
2021년08월_여_20~29세,"5,245",511,198,384,329,319,339,257,832,"1,505",196,375
2021년08월_여_30~39세,"4,757",456,171,370,257,298,380,267,778,"1,264",145,371
2021년08월_여_40~49세,"7,069",633,244,523,422,420,538,422,"1,240","1,906",184,537
2021년08월_여_50~59세,"9,082",820,345,724,638,515,585,475,"1,501","2,456",208,815
2021년08월_여_60~69세,"11,673","1,182",482,879,916,752,718,646,"1,783","2,752",335,"1,228"
2021년08월_여_70~79세,"8,178",894,296,670,831,477,587,498,"1,107","1,637",261,920
2021년08월_여_80~89세,"3,945",414,135,317,456,272,259,222,515,802,101,452
2021년08월_여_90~99세,559,78,19,45,59,40,25,38,73,113,15,54
2021년08월_여_100세 이상,48,2,1,2,1,20,1,1,3,7,1,9
2021년09월_계_총인구수,"111,210","10,823","3,979","8,386","8,437","6,803","7,772","6,197","17,737","27,627","3,414","10,035"
2021년09월_계_연령구간인구수,"111,210","10,823","3,979","8,386","8,437","6,803","7,772","6,197","17,737","27,627","3,414","10,035"
2021년09월_계_0~9세,"4,963",380,155,347,213,315,494,320,925,"1,372",165,277
2021년09월_계_10~19세,"7,112",502,224,525,439,382,509,412,"1,370","2,062",174,513
2021년09월_계_20~29세,"11,634","1,073",415,863,741,678,753,540,"1,831","3,335",558,847
2021년09월_계_30~39세,"10,327","1,027",341,801,586,657,841,565,"1,720","2,677",316,796
2021년09월_계_40~49세,"14,700","1,381",508,"1,027","1,001",909,"1,129",888,"2,507","3,755",438,"1,157"
2021년09월_계_50~59세,"18,704","1,856",668,"1,408","1,493","1,081","1,241",999,"3,037","4,754",450,"1,717"
2021년09월_계_60~69세,"22,393","2,298",867,"1,656","1,791","1,440","1,338","1,218","3,396","5,299",664,"2,426"
2021년09월_계_70~79세,"14,505","1,554",546,"1,190","1,403",863,"1,017",862,"2,048","2,990",470,"1,562"
2021년09월_계_80~89세,"6,121",657,232,507,700,404,416,341,813,"1,232",155,664
2021년09월_계_90~99세,697,93,22,60,67,53,33,51,87,143,22,66
2021년09월_계_100세 이상,54,2,1,2,3,21,1,1,3,8,2,10
2021년09월_남_총인구수,"54,786","5,400","1,902","4,069","4,237","3,358","3,778","3,037","8,809","13,498","1,810","4,888"
2021년09월_남_연령구간인구수,"54,786","5,400","1,902","4,069","4,237","3,358","3,778","3,037","8,809","13,498","1,810","4,888"
2021년09월_남_0~9세,"2,525",198,81,179,117,169,234,172,469,668,91,147
2021년09월_남_10~19세,"3,629",262,111,273,232,186,248,217,720,"1,040",86,254
2021년09월_남_20~29세,"6,397",558,213,483,414,360,399,280,"1,003","1,849",363,475
2021년09월_남_30~39세,"5,561",567,172,426,333,357,452,300,942,"1,418",172,422
2021년09월_남_40~49세,"7,678",758,270,507,586,497,589,469,"1,270","1,850",256,626
2021년09월_남_50~59세,"9,626","1,030",318,692,852,566,647,525,"1,535","2,306",245,910
2021년09월_남_60~69세,"10,728","1,116",387,782,874,691,619,573,"1,621","2,559",323,"1,183"
2021년09월_남_70~79세,"6,342",659,254,523,577,384,423,373,937,"1,356",212,644
2021년09월_남_80~89세,"2,152",238,93,189,243,132,159,116,295,420,54,213
2021년09월_남_90~99세,143,14,3,15,8,15,8,12,17,31,7,13
2021년09월_남_100세 이상,5,0,0,0,1,1,0,0,0,1,1,1
2021년09월_여_총인구수,"56,424","5,423","2,077","4,317","4,200","3,445","3,994","3,160","8,928","14,129","1,604","5,147"
2021년09월_여_연령구간인구수,"56,424","5,423","2,077","4,317","4,200","3,445","3,994","3,160","8,928","14,129","1,604","5,147"
2021년09월_여_0~9세,"2,438",182,74,168,96,146,260,148,456,704,74,130
2021년09월_여_10~19세,"3,483",240,113,252,207,196,261,195,650,"1,022",88,259
2021년09월_여_20~29세,"5,237",515,202,380,327,318,354,260,828,"1,486",195,372
2021년09월_여_30~39세,"4,766",460,169,375,253,300,389,265,778,"1,259",144,374
2021년09월_여_40~49세,"7,022",623,238,520,415,412,540,419,"1,237","1,905",182,531
2021년09월_여_50~59세,"9,078",826,350,716,641,515,594,474,"1,502","2,448",205,807
2021년09월_여_60~69세,"11,665","1,182",480,874,917,749,719,645,"1,775","2,740",341,"1,243"
2021년09월_여_70~79세,"8,163",895,292,667,826,479,594,489,"1,111","1,634",258,918
2021년09월_여_80~89세,"3,969",419,139,318,457,272,257,225,518,812,101,451
2021년09월_여_90~99세,554,79,19,45,59,38,25,39,70,112,15,53
2021년09월_여_100세 이상,49,2,1,2,2,20,1,1,3,7,1,9
2021년10월_계_총인구수,"111,111","10,847","3,982","8,343","8,405","6,776","7,863","6,173","17,712","27,618","3,392","10,000"
2021년10월_계_연령구간인구수,"111,111","10,847","3,982","8,343","8,405","6,776","7,863","6,173","17,712","27,618","3,392","10,000"
2021년10월_계_0~9세,"4,925",382,153,351,206,313,502,321,912,"1,352",158,275
2021년10월_계_10~19세,"7,103",500,223,520,439,376,516,406,"1,367","2,069",176,511
2021년10월_계_20~29세,"11,613","1,083",418,849,735,671,762,544,"1,821","3,349",548,833
2021년10월_계_30~39세,"10,312","1,029",345,803,576,655,858,566,"1,720","2,651",313,796
2021년10월_계_40~49세,"14,662","1,384",502,"1,007","1,002",903,"1,151",881,"2,510","3,738",439,"1,145"
2021년10월_계_50~59세,"18,718","1,867",670,"1,410","1,487","1,081","1,254",987,"3,030","4,770",446,"1,716"
2021년10월_계_60~69세,"22,352","2,284",877,"1,648","1,785","1,441","1,336","1,220","3,385","5,291",663,"2,422"
2021년10월_계_70~79세,"14,550","1,562",541,"1,187","1,402",872,"1,034",857,"2,054","3,004",471,"1,566"
2021년10월_계_80~89세,"6,147",663,228,504,703,407,415,341,823,"1,245",156,662
2021년10월_계_90~99세,693,92,24,62,67,53,34,49,87,141,20,64
2021년10월_계_100세 이상,36,1,1,2,3,4,1,1,3,8,2,10
2021년10월_남_총인구수,"54,707","5,413","1,907","4,040","4,226","3,346","3,827","3,024","8,779","13,479","1,803","4,863"
2021년10월_남_연령구간인구수,"54,707","5,413","1,907","4,040","4,226","3,346","3,827","3,024","8,779","13,479","1,803","4,863"
2021년10월_남_0~9세,"2,498",202,81,180,113,168,234,172,458,654,89,147
2021년10월_남_10~19세,"3,616",260,108,269,233,182,253,212,718,"1,043",88,250
2021년10월_남_20~29세,"6,374",561,215,473,409,358,408,286,994,"1,850",354,466
2021년10월_남_30~39세,"5,549",572,175,425,329,355,455,299,941,"1,405",173,420
2021년10월_남_40~49세,"7,667",750,267,499,591,494,602,467,"1,273","1,847",257,620
2021년10월_남_50~59세,"9,635","1,047",318,695,851,568,656,515,"1,528","2,309",243,905
2021년10월_남_60~69세,"10,696","1,098",395,776,870,689,620,575,"1,610","2,553",327,"1,183"
2021년10월_남_70~79세,"6,364",671,252,518,579,382,431,370,944,"1,360",211,646
2021년10월_남_80~89세,"2,161",237,91,190,243,134,160,116,297,425,54,214
2021년10월_남_90~99세,142,15,5,15,7,15,8,12,16,32,6,11
2021년10월_남_100세 이상,5,0,0,0,1,1,0,0,0,1,1,1
2021년10월_여_총인구수,"56,404","5,434","2,075","4,303","4,179","3,430","4,036","3,149","8,933","14,139","1,589","5,137"
2021년10월_여_연령구간인구수,"56,404","5,434","2,075","4,303","4,179","3,430","4,036","3,149","8,933","14,139","1,589","5,137"
2021년10월_여_0~9세,"2,427",180,72,171,93,145,268,149,454,698,69,128
2021년10월_여_10~19세,"3,487",240,115,251,206,194,263,194,649,"1,026",88,261
2021년10월_여_20~29세,"5,239",522,203,376,326,313,354,258,827,"1,499",194,367
2021년10월_여_30~39세,"4,763",457,170,378,247,300,403,267,779,"1,246",140,376
2021년10월_여_40~49세,"6,995",634,235,508,411,409,549,414,"1,237","1,891",182,525
2021년10월_여_50~59세,"9,083",820,352,715,636,513,598,472,"1,502","2,461",203,811
2021년10월_여_60~69세,"11,656","1,186",482,872,915,752,716,645,"1,775","2,738",336,"1,239"
2021년10월_여_70~79세,"8,186",891,289,669,823,490,603,487,"1,110","1,644",260,920
2021년10월_여_80~89세,"3,986",426,137,314,460,273,255,225,526,820,102,448
2021년10월_여_90~99세,551,77,19,47,60,38,26,37,71,109,14,53
2021년10월_여_100세 이상,31,1,1,2,2,3,1,1,3,7,1,9
2021년11월_계_총인구수,"110,901","10,852","3,984","8,321","8,379","6,760","7,897","6,140","17,655","27,586","3,374","9,953"
