카테고리,경상남도 거제시,경상남도 거제시 일운면,경상남도 거제시 동부면,경상남도 거제시 남부면,경상남도 거제시 거제면,경상남도 거제시 둔덕면,경상남도 거제시 사등면,경상남도 거제시 사등면가조출장소,경상남도 거제시 연초면,경상남도 거제시 하청면,경상남도 거제시 하청면칠천출장소,경상남도 거제시 장목면,경상남도 거제시 장목면외포출장소,경상남도 거제시 장승포동,경상남도 거제시 능포동,경상남도 거제시 아주동,경상남도 거제시 옥포1동,경상남도 거제시 옥포2동,경상남도 거제시 장평동,경상남도 거제시 고현동,경상남도 거제시 상문동,경상남도 거제시 수양동
2020년12월_계_50~59세,"39,273","1,609",632,343,"1,302",594,"1,903",240,"1,709",673,212,599,261,"1,255","1,958","2,925","1,365","4,851","3,745","6,028","4,024","3,045"
2020년12월_계_60~69세,"26,544","1,385",708,392,"1,387",713,"1,466",291,"1,301",716,273,703,319,851,"1,595","1,448","1,030","3,239","1,753","3,878","1,711","1,385"
2020년12월_계_70~79세,"10,826",628,485,282,818,457,810,161,609,421,200,522,214,359,592,414,302,886,443,"1,180",592,451
2020년12월_계_80~89세,"4,964",332,250,154,492,251,361,67,350,243,111,330,118,161,215,169,103,304,150,417,188,198
2020년12월_계_90~99세,797,44,30,20,100,39,50,12,54,44,21,47,20,18,29,28,17,49,32,68,44,31
2020년12월_계_100세 이상,46,4,1,0,11,2,3,0,1,1,0,1,1,8,4,0,0,2,2,1,2,2
2020년12월_남_총인구수,"128,978","4,040","1,619",806,"3,594","1,537","6,334",574,"4,565","1,882",548,"1,608",700,"3,473","5,133","14,700","3,999","13,828","11,751","18,433","17,683","12,171"
2020년12월_남_연령구간인구수,"128,978","4,040","1,619",806,"3,594","1,537","6,334",574,"4,565","1,882",548,"1,608",700,"3,473","5,133","14,700","3,999","13,828","11,751","18,433","17,683","12,171"
2020년12월_남_0~9세,"13,823",279,48,12,216,37,749,23,280,99,15,45,32,222,287,"2,357",322,"1,313",827,"1,877","2,948","1,835"
2020년12월_남_10~19세,"14,651",331,67,33,294,88,577,32,357,149,14,66,32,337,538,"1,765",357,"1,662","1,182","2,242","2,564","1,964"
2020년12월_남_20~29세,"13,758",385,134,53,309,146,534,38,477,154,26,126,42,404,582,"1,361",530,"1,572","1,694","2,312","1,602","1,277"
2020년12월_남_30~39세,"19,352",430,138,50,332,89,920,51,520,181,37,106,54,399,519,"3,182",615,"1,966","2,107","2,658","3,276","1,722"
2020년12월_남_40~49세,"25,962",663,209,92,546,186,"1,248",66,827,281,69,246,103,737,916,"3,412",771,"2,640","2,680","3,634","3,940","2,696"
2020년12월_남_50~59세,"20,931",838,343,201,657,305,"1,043",121,979,359,118,325,143,712,"1,062","1,626",705,"2,425","2,093","3,071","2,131","1,674"
2020년12월_남_60~69세,"13,742",718,350,206,714,380,749,161,700,362,146,357,167,454,857,762,519,"1,716",903,"1,926",877,718
2020년12월_남_70~79세,"5,126",289,236,110,369,221,399,64,302,210,91,234,90,160,294,191,153,434,223,567,273,216
2020년12월_남_80~89세,"1,494",98,89,46,144,76,102,14,112,83,30,97,35,43,71,40,25,95,37,127,66,64
2020년12월_남_90~99세,130,7,4,3,11,9,13,4,11,4,2,6,2,5,5,4,2,5,5,18,5,5
2020년12월_남_100세 이상,9,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0
2020년12월_여_총인구수,"116,776","3,921","1,512",799,"3,699","1,435","5,838",556,"3,733","1,750",548,"1,565",698,"2,821","4,341","12,663","3,371","12,737","8,807","17,306","17,060","11,616"
2020년12월_여_연령구간인구수,"116,776","3,921","1,512",799,"3,699","1,435","5,838",556,"3,733","1,750",548,"1,565",698,"2,821","4,341","12,663","3,371","12,737","8,807","17,306","17,060","11,616"
2020년12월_여_0~9세,"12,893",284,32,14,194,28,720,20,229,94,12,35,26,187,255,"2,200",289,"1,252",762,"1,689","2,897","1,674"
2020년12월_여_10~19세,"13,312",306,54,28,295,69,543,24,317,123,11,45,34,314,432,"1,643",297,"1,413","1,080","2,079","2,421","1,784"
2020년12월_여_20~29세,"10,592",295,109,36,253,76,405,30,323,144,25,85,28,285,440,"1,019",319,"1,338","1,097","1,840","1,447",998
2020년12월_여_30~39세,"17,288",409,85,32,297,64,920,28,374,134,30,75,47,273,401,"2,806",483,"1,747","1,226","2,423","3,462","1,972"
2020년12월_여_40~49세,"21,673",577,149,64,447,133,963,47,570,175,40,142,67,484,711,"2,634",570,"2,331","1,778","3,413","3,625","2,753"
2020년12월_여_50~59세,"18,342",771,289,142,645,289,860,119,730,314,94,274,118,543,896,"1,299",660,"2,426","1,652","2,957","1,893","1,371"
2020년12월_여_60~69세,"12,802",667,358,186,673,333,717,130,601,354,127,346,152,397,738,686,511,"1,523",850,"1,952",834,667
2020년12월_여_70~79세,"5,700",339,249,172,449,236,411,97,307,211,109,288,124,199,298,223,149,452,220,613,319,235
2020년12월_여_80~89세,"3,470",234,161,108,348,175,259,53,238,160,81,233,83,118,144,129,78,209,113,290,122,134
2020년12월_여_90~99세,667,37,26,17,89,30,37,8,43,40,19,41,18,13,24,24,15,44,27,50,39,26
2020년12월_여_100세 이상,37,2,0,0,9,2,3,0,1,1,0,1,1,8,2,0,0,2,2,0,1,2
2021년01월_계_총인구수,"245,492","7,966","3,133","1,617","7,291","2,973","12,129","1,138","8,289","3,639","1,101","3,155","1,410","6,271","9,429","27,365","7,370","26,563","20,523","35,695","34,650","23,785"
2021년01월_계_연령구간인구수,"245,492","7,966","3,133","1,617","7,291","2,973","12,129","1,138","8,289","3,639","1,101","3,155","1,410","6,271","9,429","27,365","7,370","26,563","20,523","35,695","34,650","23,785"
2021년01월_계_0~9세,"26,466",558,79,29,413,65,"1,445",44,508,191,31,80,56,410,529,"4,537",606,"2,542","1,572","3,502","5,773","3,496"
2021년01월_계_10~19세,"27,954",640,125,62,587,156,"1,120",58,668,272,28,109,67,634,968,"3,426",648,"3,066","2,247","4,328","5,007","3,738"
2021년01월_계_20~29세,"24,270",677,233,90,560,220,934,66,790,297,49,205,77,684,"1,013","2,366",858,"2,901","2,788","4,154","3,029","2,279"
2021년01월_계_30~39세,"36,340",834,221,85,630,154,"1,819",85,883,309,64,179,101,667,907,"5,935","1,093","3,684","3,308","5,054","6,651","3,677"
2021년01월_계_40~49세,"47,650","1,244",358,158,995,319,"2,210",112,"1,392",463,110,387,175,"1,220","1,615","6,080","1,335","4,999","4,430","7,015","7,580","5,453"
2021년01월_계_50~59세,"39,273","1,596",632,341,"1,297",590,"1,896",236,"1,694",670,211,585,263,"1,240","1,937","2,939","1,361","4,873","3,758","6,044","4,051","3,059"
2021년01월_계_60~69세,"26,853","1,405",713,393,"1,387",724,"1,472",296,"1,338",720,275,712,319,864,"1,621","1,471","1,043","3,262","1,791","3,910","1,739","1,398"
2021년01월_계_70~79세,"10,842",625,490,285,812,451,817,162,609,423,201,518,211,362,595,415,303,883,443,"1,194",591,452
2021년01월_계_80~89세,"4,992",338,250,154,498,252,362,67,352,248,109,329,120,164,212,169,106,303,152,424,183,200
2021년01월_계_90~99세,807,45,31,20,102,40,51,12,54,45,23,50,20,18,28,27,17,48,32,69,44,31
2021년01월_계_100세 이상,45,4,1,0,10,2,3,0,1,1,0,1,1,8,4,0,0,2,2,1,2,2
2021년01월_남_총인구수,"128,819","4,060","1,625",808,"3,593","1,538","6,309",579,"4,552","1,885",550,"1,603",707,"3,460","5,106","14,678","3,996","13,819","11,737","18,404","17,642","12,168"
2021년01월_남_연령구간인구수,"128,819","4,060","1,625",808,"3,593","1,538","6,309",579,"4,552","1,885",550,"1,603",707,"3,460","5,106","14,678","3,996","13,819","11,737","18,404","17,642","12,168"
2021년01월_남_0~9세,"13,701",282,47,14,218,38,736,23,278,98,19,44,31,224,283,"2,335",317,"1,294",824,"1,842","2,919","1,835"
2021년01월_남_10~19세,"14,645",336,69,34,293,86,580,34,351,148,14,64,31,328,535,"1,773",351,"1,657","1,172","2,252","2,585","1,952"
2021년01월_남_20~29세,"13,708",379,129,52,310,144,536,38,472,154,24,123,46,399,573,"1,349",537,"1,579","1,695","2,304","1,592","1,273"
2021년01월_남_30~39세,"19,173",433,139,49,331,91,909,52,515,180,35,106,53,397,508,"3,146",613,"1,946","2,088","2,647","3,221","1,714"
2021년01월_남_40~49세,"25,944",662,214,92,546,187,"1,243",65,819,283,70,247,107,736,915,"3,425",766,"2,654","2,662","3,618","3,938","2,695"
2021년01월_남_50~59세,"20,978",840,344,198,656,303,"1,041",121,973,358,120,319,144,710,"1,052","1,641",706,"2,434","2,106","3,079","2,149","1,684"
2021년01월_남_60~69세,"13,869",728,349,208,715,386,749,163,717,362,145,362,167,456,869,771,524,"1,724",920,"1,937",894,723
2021년01월_남_70~79세,"5,144",289,240,112,362,215,399,65,302,212,90,234,90,162,294,194,152,435,227,577,273,220
2021년01월_남_80~89세,"1,515",102,88,46,150,79,103,14,114,85,31,97,36,43,69,39,28,91,38,131,65,66
2021년01월_남_90~99세,133,7,5,3,10,9,13,4,11,5,2,7,2,5,6,5,2,5,5,16,5,6
2021년01월_남_100세 이상,9,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0
2021년01월_여_총인구수,"116,673","3,906","1,508",809,"3,698","1,435","5,820",559,"3,737","1,754",551,"1,552",703,"2,811","4,323","12,687","3,374","12,744","8,786","17,291","17,008","11,617"
2021년01월_여_연령구간인구수,"116,673","3,906","1,508",809,"3,698","1,435","5,820",559,"3,737","1,754",551,"1,552",703,"2,811","4,323","12,687","3,374","12,744","8,786","17,291","17,008","11,617"
2021년01월_여_0~9세,"12,765",276,32,15,195,27,709,21,230,93,12,36,25,186,246,"2,202",289,"1,248",748,"1,660","2,854","1,661"
2021년01월_여_10~19세,"13,309",304,56,28,294,70,540,24,317,124,14,45,36,306,433,"1,653",297,"1,409","1,075","2,076","2,422","1,786"
2021년01월_여_20~29세,"10,562",298,104,38,250,76,398,28,318,143,25,82,31,285,440,"1,017",321,"1,322","1,093","1,850","1,437","1,006"
2021년01월_여_30~39세,"17,167",401,82,36,299,63,910,33,368,129,29,73,48,270,399,"2,789",480,"1,738","1,220","2,407","3,430","1,963"
2021년01월_여_40~49세,"21,706",582,144,66,449,132,967,47,573,180,40,140,68,484,700,"2,655",569,"2,345","1,768","3,397","3,642","2,758"
2021년01월_여_50~59세,"18,295",756,288,143,641,287,855,115,721,312,91,266,119,530,885,"1,298",655,"2,439","1,652","2,965","1,902","1,375"
2021년01월_여_60~69세,"12,984",677,364,185,672,338,723,133,621,358,130,350,152,408,752,700,519,"1,538",871,"1,973",845,675
2021년01월_여_70~79세,"5,698",336,250,173,450,236,418,97,307,211,111,284,121,200,301,221,151,448,216,617,318,232
2021년01월_여_80~89세,"3,477",236,162,108,348,173,259,53,238,163,78,232,84,121,143,130,78,212,114,293,118,134
2021년01월_여_90~99세,674,38,26,17,92,31,38,8,43,40,21,43,18,13,22,22,15,43,27,53,39,25
2021년01월_여_100세 이상,36,2,0,0,8,2,3,0,1,1,0,1,1,8,2,0,0,2,2,0,1,2
2021년02월_계_총인구수,"245,008","8,010","3,137","1,620","7,297","2,971","12,086","1,134","8,309","3,627","1,101","3,158","1,415","6,248","9,381","27,271","7,366","26,434","20,487","35,616","34,569","23,771"
2021년02월_계_연령구간인구수,"245,008","8,010","3,137","1,620","7,297","2,971","12,086","1,134","8,309","3,627","1,101","3,158","1,415","6,248","9,381","27,271","7,366","26,434","20,487","35,616","34,569","23,771"
2021년02월_계_0~9세,"26,188",565,79,29,403,67,"1,425",43,508,187,31,78,54,404,526,"4,496",597,"2,487","1,548","3,467","5,710","3,484"
2021년02월_계_10~19세,"27,868",642,121,61,592,154,"1,119",55,679,273,27,110,66,637,955,"3,427",643,"3,043","2,238","4,293","5,001","3,732"
2021년02월_계_20~29세,"24,082",667,236,89,557,220,941,68,775,293,49,202,75,676,989,"2,323",868,"2,886","2,761","4,145","3,018","2,244"
2021년02월_계_30~39세,"35,930",852,220,87,628,156,"1,794",84,877,296,62,178,103,654,899,"5,855","1,071","3,620","3,299","4,995","6,560","3,640"
2021년02월_계_40~49세,"47,653","1,263",355,155,993,314,"2,199",112,"1,394",462,110,383,175,"1,224","1,608","6,114","1,332","4,969","4,398","7,008","7,599","5,486"
2021년02월_계_50~59세,"39,392","1,588",631,344,"1,300",584,"1,883",234,"1,697",676,209,592,268,"1,224","1,932","2,952","1,375","4,875","3,792","6,048","4,102","3,086"
2021년02월_계_60~69세,"27,110","1,417",714,394,"1,400",730,"1,490",299,"1,363",727,277,716,319,874,"1,632","1,487","1,052","3,303","1,812","3,955","1,751","1,398"
2021년02월_계_70~79세,"10,879",619,497,283,808,450,813,159,607,422,203,517,213,362,595,420,300,893,451,"1,203",596,468
2021년02월_계_80~89세,"5,045",345,249,158,503,255,368,69,352,244,110,329,121,166,213,170,111,308,155,432,185,202
2021년02월_계_90~99세,815,48,34,20,103,39,51,11,56,46,23,52,20,19,28,27,17,48,31,69,45,28
2021년02월_계_100세 이상,46,4,1,0,10,2,3,0,1,1,0,1,1,8,4,0,0,2,2,1,2,3
2021년02월_남_총인구수,"128,574","4,083","1,630",813,"3,602","1,545","6,292",577,"4,569","1,874",551,"1,609",711,"3,456","5,082","14,645","3,993","13,745","11,712","18,363","17,568","12,154"
2021년02월_남_연령구간인구수,"128,574","4,083","1,630",813,"3,602","1,545","6,292",577,"4,569","1,874",551,"1,609",711,"3,456","5,082","14,645","3,993","13,745","11,712","18,363","17,568","12,154"
2021년02월_남_0~9세,"13,564",289,46,13,211,39,725,22,279,95,19,43,29,223,283,"2,324",309,"1,272",809,"1,825","2,886","1,823"
2021년02월_남_10~19세,"14,602",336,68,33,297,86,584,34,366,147,14,64,31,327,528,"1,778",351,"1,642","1,169","2,227","2,567","1,953"
2021년02월_남_20~29세,"13,623",381,130,53,311,145,542,37,469,148,24,121,45,399,565,"1,328",537,"1,569","1,673","2,311","1,590","1,245"
2021년02월_남_30~39세,"18,925",439,139,50,328,95,892,52,506,173,34,105,54,391,500,"3,105",604,"1,902","2,090","2,610","3,169","1,687"
2021년02월_남_40~49세,"25,943",661,214,91,547,184,"1,239",66,817,280,69,247,107,742,910,"3,443",763,"2,642","2,639","3,610","3,938","2,734"
2021년02월_남_50~59세,"21,075",843,341,201,655,303,"1,038",119,977,365,121,326,148,703,"1,053","1,645",723,"2,441","2,117","3,090","2,176","1,690"
2021년02월_남_60~69세,"13,979",729,353,209,728,388,755,164,728,364,147,363,167,461,871,779,526,"1,739",936,"1,957",894,721
2021년02월_남_70~79세,"5,177",290,244,114,357,215,400,64,302,213,89,232,91,162,294,200,150,439,234,580,277,230
2021년02월_남_80~89세,"1,546",106,88,46,156,81,104,15,115,85,32,101,37,43,70,38,28,94,40,137,65,65
2021년02월_남_90~99세,130,7,6,3,10,9,13,4,10,4,2,7,2,5,6,5,2,5,5,15,5,5
2021년02월_남_100세 이상,10,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1
2021년02월_여_총인구수,"116,434","3,927","1,507",807,"3,695","1,426","5,794",557,"3,740","1,753",550,"1,549",704,"2,792","4,299","12,626","3,373","12,689","8,775","17,253","17,001","11,617"
2021년02월_여_연령구간인구수,"116,434","3,927","1,507",807,"3,695","1,426","5,794",557,"3,740","1,753",550,"1,549",704,"2,792","4,299","12,626","3,373","12,689","8,775","17,253","17,001","11,617"
2021년02월_여_0~9세,"12,624",276,33,16,192,28,700,21,229,92,12,35,25,181,243,"2,172",288,"1,215",739,"1,642","2,824","1,661"
2021년02월_여_10~19세,"13,266",306,53,28,295,68,535,21,313,126,13,46,35,310,427,"1,649",292,"1,401","1,069","2,066","2,434","1,779"
2021년02월_여_20~29세,"10,459",286,106,36,246,75,399,31,306,145,25,81,30,277,424,995,331,"1,317","1,088","1,834","1,428",999
2021년02월_여_30~39세,"17,005",413,81,37,300,61,902,32,371,123,28,73,49,263,399,"2,750",467,"1,718","1,209","2,385","3,391","1,953"
2021년02월_여_40~49세,"21,710",602,141,64,446,130,960,46,577,182,41,136,68,482,698,"2,671",569,"2,327","1,759","3,398","3,661","2,752"
2021년02월_여_50~59세,"18,317",745,290,143,645,281,845,115,720,311,88,266,120,521,879,"1,307",652,"2,434","1,675","2,958","1,926","1,396"
2021년02월_여_60~69세,"13,131",688,361,185,672,342,735,135,635,363,130,353,152,413,761,708,526,"1,564",876,"1,998",857,677
2021년02월_여_70~79세,"5,702",329,253,169,451,235,413,95,305,209,114,285,122,200,301,220,150,454,217,623,319,238
2021년02월_여_80~89세,"3,499",239,161,112,347,174,264,54,237,159,78,228,84,123,143,132,83,214,115,295,120,137
2021년02월_여_90~99세,685,41,28,17,93,30,38,7,46,42,21,45,18,14,22,22,15,43,26,54,40,23
2021년02월_여_100세 이상,36,2,0,0,8,2,3,0,1,1,0,1,1,8,2,0,0,2,2,0,1,2
2021년03월_계_총인구수,"244,154","8,020","3,120","1,612","7,225","2,957","12,036","1,113","8,239","3,601","1,086","3,139","1,404","6,181","9,306","27,167","7,345","26,356","20,577","35,454","34,485","23,731"
2021년03월_계_연령구간인구수,"244,154","8,020","3,120","1,612","7,225","2,957","12,036","1,113","8,239","3,601","1,086","3,139","1,404","6,181","9,306","27,167","7,345","26,356","20,577","35,454","34,485","23,731"
2021년03월_계_0~9세,"25,965",560,82,30,396,72,"1,395",38,492,187,29,79,52,401,518,"4,430",605,"2,462","1,553","3,427","5,674","3,483"
2021년03월_계_10~19세,"27,834",639,121,61,572,149,"1,121",54,678,269,29,106,66,663,938,"3,449",638,"3,022","2,251","4,269","5,005","3,734"
2021년03월_계_20~29세,"23,877",673,226,86,555,214,938,65,770,288,49,202,73,665,984,"2,305",856,"2,878","2,739","4,115","2,985","2,211"
2021년03월_계_30~39세,"35,614",853,218,89,612,155,"1,762",80,863,297,63,178,98,645,879,"5,786","1,061","3,581","3,317","4,946","6,508","3,623"
2021년03월_계_40~49세,"47,496","1,252",349,151,981,305,"2,194",109,"1,381",452,105,375,181,"1,201","1,598","6,131","1,325","4,969","4,381","6,976","7,595","5,485"
2021년03월_계_50~59세,"39,290","1,596",625,342,"1,285",575,"1,877",228,"1,691",670,204,581,266,"1,199","1,908","2,955","1,366","4,854","3,850","6,030","4,094","3,094"
2021년03월_계_60~69세,"27,282","1,428",716,393,"1,403",739,"1,515",300,"1,350",720,266,717,320,865,"1,638","1,496","1,061","3,331","1,851","3,978","1,789","1,406"
2021년03월_계_70~79세,"10,924",625,498,284,811,448,811,159,608,426,205,522,205,362,600,423,310,903,446,"1,212",606,460
2021년03월_계_80~89세,"5,044",341,250,156,504,256,367,69,350,245,113,329,123,162,215,167,107,306,158,435,186,205
2021년03월_계_90~99세,800,52,34,20,101,42,54,11,55,46,23,47,20,17,27,25,16,49,28,65,41,27
2021년03월_계_100세 이상,28,1,1,0,5,2,2,0,1,1,0,3,0,1,1,0,0,1,3,1,2,3
2021년03월_남_총인구수,"128,130","4,094","1,623",809,"3,574","1,538","6,259",570,"4,533","1,864",547,"1,607",704,"3,440","5,041","14,576","3,977","13,706","11,751","18,259","17,520","12,138"
2021년03월_남_연령구간인구수,"128,130","4,094","1,623",809,"3,574","1,538","6,259",570,"4,533","1,864",547,"1,607",704,"3,440","5,041","14,576","3,977","13,706","11,751","18,259","17,520","12,138"
2021년03월_남_0~9세,"13,430",285,48,13,208,42,707,19,274,96,18,44,27,219,278,"2,284",308,"1,261",812,"1,803","2,863","1,821"
2021년03월_남_10~19세,"14,614",339,68,33,285,84,586,34,364,147,15,62,32,348,523,"1,794",347,"1,632","1,181","2,211","2,576","1,953"
2021년03월_남_20~29세,"13,507",381,129,50,310,141,538,36,468,143,26,119,44,394,560,"1,321",531,"1,568","1,647","2,296","1,568","1,237"
2021년03월_남_30~39세,"18,728",439,138,50,318,90,878,51,495,171,34,106,52,381,494,"3,055",596,"1,878","2,107","2,581","3,150","1,664"
2021년03월_남_40~49세,"25,824",657,210,90,545,181,"1,233",64,807,278,68,245,108,728,903,"3,449",758,"2,640","2,614","3,582","3,925","2,739"
2021년03월_남_50~59세,"21,097",845,339,203,654,303,"1,031",119,979,358,120,319,150,703,"1,046","1,656",722,"2,436","2,158","3,079","2,179","1,698"
2021년03월_남_60~69세,"14,052",740,352,209,728,390,769,161,725,365,140,369,166,461,865,772,534,"1,750",955,"1,969",903,729
2021년03월_남_70~79세,"5,204",296,244,112,361,216,402,67,299,217,91,236,83,162,298,203,153,441,229,585,285,224
2021년03월_남_80~89세,"1,543",104,88,46,155,82,103,15,113,85,33,100,40,41,68,37,26,95,43,137,65,67
2021년03월_남_90~99세,122,7,6,3,9,9,12,4,9,4,2,6,2,3,5,5,2,5,4,15,5,5
2021년03월_남_100세 이상,9,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1
2021년03월_여_총인구수,"116,024","3,926","1,497",803,"3,651","1,419","5,777",543,"3,706","1,737",539,"1,532",700,"2,741","4,265","12,591","3,368","12,650","8,826","17,195","16,965","11,593"
2021년03월_여_연령구간인구수,"116,024","3,926","1,497",803,"3,651","1,419","5,777",543,"3,706","1,737",539,"1,532",700,"2,741","4,265","12,591","3,368","12,650","8,826","17,195","16,965","11,593"
2021년03월_여_0~9세,"12,535",275,34,17,188,30,688,19,218,91,11,35,25,182,240,"2,146",297,"1,201",741,"1,624","2,811","1,662"
2021년03월_여_10~19세,"13,220",300,53,28,287,65,535,20,314,122,14,44,34,315,415,"1,655",291,"1,390","1,070","2,058","2,429","1,781"
2021년03월_여_20~29세,"10,370",292,97,36,245,73,400,29,302,145,23,83,29,271,424,984,325,"1,310","1,092","1,819","1,417",974
2021년03월_여_30~39세,"16,886",414,80,39,294,65,884,29,368,126,29,72,46,264,385,"2,731",465,"1,703","1,210","2,365","3,358","1,959"
2021년03월_여_40~49세,"21,672",595,139,61,436,124,961,45,574,174,37,130,73,473,695,"2,682",567,"2,329","1,767","3,394","3,670","2,746"
2021년03월_여_50~59세,"18,193",751,286,139,631,272,846,109,712,312,84,262,116,496,862,"1,299",644,"2,418","1,692","2,951","1,915","1,396"
2021년03월_여_60~69세,"13,230",688,364,184,675,349,746,139,625,355,126,348,154,404,773,724,527,"1,581",896,"2,009",886,677
2021년03월_여_70~79세,"5,720",329,254,172,450,232,409,92,309,209,114,286,122,200,302,220,157,462,217,627,321,236
2021년03월_여_80~89세,"3,501",237,162,110,349,174,264,54,237,160,80,229,83,121,147,130,81,211,115,298,121,138
2021년03월_여_90~99세,678,45,28,17,92,33,42,7,46,42,21,41,18,14,22,20,14,44,24,50,36,22
2021년03월_여_100세 이상,19,0,0,0,4,2,2,0,1,1,0,2,0,1,0,0,0,1,2,0,1,2
2021년04월_계_총인구수,"243,902","8,011","3,109","1,608","7,204","2,930","12,024","1,105","8,192","3,596","1,079","3,152","1,401","6,160","9,308","27,114","7,384","26,317","20,703","35,265","34,460","23,780"
2021년04월_계_연령구간인구수,"243,902","8,011","3,109","1,608","7,204","2,930","12,024","1,105","8,192","3,596","1,079","3,152","1,401","6,160","9,308","27,114","7,384","26,317","20,703","35,265","34,460","23,780"
2021년04월_계_0~9세,"25,739",553,82,28,394,67,"1,385",35,485,184,30,77,52,396,510,"4,394",608,"2,422","1,564","3,400","5,607","3,466"
2021년04월_계_10~19세,"27,845",633,117,62,567,148,"1,136",51,671,270,29,111,69,662,941,"3,468",643,"3,013","2,240","4,235","5,028","3,751"
2021년04월_계_20~29세,"23,812",673,224,85,545,209,923,66,765,284,46,202,73,656,976,"2,301",858,"2,866","2,777","4,077","2,984","2,222"
2021년04월_계_30~39세,"35,293",839,218,89,600,151,"1,732",75,847,295,63,178,95,638,875,"5,731","1,063","3,545","3,301","4,889","6,451","3,618"
2021년04월_계_40~49세,"47,488","1,246",341,154,968,306,"2,205",109,"1,358",452,103,379,185,"1,192","1,596","6,119","1,328","4,994","4,403","6,939","7,609","5,502"
2021년04월_계_50~59세,"39,315","1,595",623,335,"1,289",563,"1,887",230,"1,687",669,204,580,266,"1,194","1,904","2,979","1,373","4,833","3,886","6,002","4,112","3,104"
2021년04월_계_60~69세,"27,500","1,448",716,397,"1,415",732,"1,522",299,"1,367",718,261,719,315,875,"1,647","1,509","1,075","3,371","1,875","4,000","1,821","1,418"
2021년04월_계_70~79세,"10,998",624,502,281,817,452,804,161,607,427,205,525,201,365,611,423,315,912,466,"1,224",612,464
2021년04월_계_80~89세,"5,078",344,251,158,503,258,375,67,349,250,117,329,125,164,220,163,107,312,159,432,192,203
2021년04월_계_90~99세,807,55,34,19,102,42,53,12,55,46,21,49,20,17,27,27,14,49,28,66,42,29
2021년04월_계_100세 이상,27,1,1,0,4,2,2,0,1,1,0,3,0,1,1,0,0,0,4,1,2,3
2021년04월_남_총인구수,"127,950","4,102","1,619",807,"3,559","1,525","6,252",563,"4,509","1,863",543,"1,613",700,"3,426","5,036","14,535","3,991","13,685","11,801","18,159","17,493","12,169"
2021년04월_남_연령구간인구수,"127,950","4,102","1,619",807,"3,559","1,525","6,252",563,"4,509","1,863",543,"1,613",700,"3,426","5,036","14,535","3,991","13,685","11,801","18,159","17,493","12,169"
2021년04월_남_0~9세,"13,318",283,48,13,207,39,698,17,273,95,19,42,27,215,276,"2,270",305,"1,241",816,"1,791","2,834","1,809"
2021년04월_남_10~19세,"14,592",339,66,33,284,83,595,31,359,148,15,67,34,348,523,"1,801",347,"1,618","1,172","2,185","2,581","1,963"
2021년04월_남_20~29세,"13,488",388,128,49,302,138,530,38,458,142,23,116,45,388,553,"1,315",535,"1,566","1,677","2,285","1,565","1,247"
2021년04월_남_30~39세,"18,541",431,139,50,311,89,866,49,488,172,34,106,50,375,491,"3,023",598,"1,860","2,085","2,549","3,116","1,659"
2021년04월_남_40~49세,"25,788",655,207,91,536,181,"1,239",62,799,275,68,246,108,722,905,"3,441",752,"2,657","2,619","3,555","3,923","2,747"
2021년04월_남_50~59세,"21,152",846,339,199,654,299,"1,035",119,978,359,119,320,150,702,"1,046","1,665",733,"2,431","2,182","3,073","2,196","1,707"
2021년04월_남_60~69세,"14,132",751,353,212,733,386,773,159,733,362,138,370,163,469,863,776,537,"1,763",961,"1,980",913,737
2021년04월_남_70~79세,"5,244",296,244,110,367,219,397,70,297,218,91,238,82,162,303,202,156,446,241,589,290,226
2021년04월_남_80~89세,"1,559",105,88,47,155,82,107,14,115,88,34,100,39,42,70,37,26,97,43,135,68,67
2021년04월_남_90~99세,127,7,6,3,9,9,12,4,9,4,2,7,2,3,5,5,2,6,4,16,6,6
2021년04월_남_100세 이상,9,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1
2021년04월_여_총인구수,"115,952","3,909","1,490",801,"3,645","1,405","5,772",542,"3,683","1,733",536,"1,539",701,"2,734","4,272","12,579","3,393","12,632","8,902","17,106","16,967","11,611"
2021년04월_여_연령구간인구수,"115,952","3,909","1,490",801,"3,645","1,405","5,772",542,"3,683","1,733",536,"1,539",701,"2,734","4,272","12,579","3,393","12,632","8,902","17,106","16,967","11,611"
2021년04월_여_0~9세,"12,421",270,34,15,187,28,687,18,212,89,11,35,25,181,234,"2,124",303,"1,181",748,"1,609","2,773","1,657"
2021년04월_여_10~19세,"13,253",294,51,29,283,65,541,20,312,122,14,44,35,314,418,"1,667",296,"1,395","1,068","2,050","2,447","1,788"
2021년04월_여_20~29세,"10,324",285,96,36,243,71,393,28,307,142,23,86,28,268,423,986,323,"1,300","1,100","1,792","1,419",975
2021년04월_여_30~39세,"16,752",408,79,39,289,62,866,26,359,123,29,72,45,263,384,"2,708",465,"1,685","1,216","2,340","3,335","1,959"
2021년04월_여_40~49세,"21,700",591,134,63,432,125,966,47,559,177,35,133,77,470,691,"2,678",576,"2,337","1,784","3,384","3,686","2,755"
