카테고리,전라남도 보성군,전라남도 보성군 보성읍,전라남도 보성군 벌교읍,전라남도 보성군 노동면,전라남도 보성군 미력면,전라남도 보성군 겸백면,전라남도 보성군 율어면,전라남도 보성군 복내면,전라남도 보성군 문덕면,전라남도 보성군 조성면,전라남도 보성군 득량면,전라남도 보성군 득량면예당출장소,전라남도 보성군 회천면,전라남도 보성군 웅치면
2021년03월_여_80~89세,"3,271",431,863,156,150,156,143,198,84,362,278,98,236,116
2021년03월_여_90~99세,591,64,170,32,26,18,24,30,17,66,57,14,47,26
2021년03월_여_100세 이상,25,6,5,1,1,1,1,1,1,1,3,0,3,1
2021년04월_계_총인구수,"40,179","9,124","11,763","1,110","1,417","1,170","1,203","1,671",887,"3,708","2,782","1,222","3,046","1,076"
2021년04월_계_연령구간인구수,"40,179","9,124","11,763","1,110","1,417","1,170","1,203","1,671",887,"3,708","2,782","1,222","3,046","1,076"
2021년04월_계_0~9세,"1,672",648,493,30,36,29,35,61,18,109,63,44,82,24
2021년04월_계_10~19세,"2,551",846,814,42,62,44,74,75,49,166,120,69,160,30
2021년04월_계_20~29세,"2,922",956,806,64,91,70,58,102,42,228,138,91,194,82
2021년04월_계_30~39세,"2,426",797,715,53,80,53,54,71,26,189,144,78,121,45
2021년04월_계_40~49세,"4,117","1,239","1,242",86,112,93,109,125,84,326,231,127,272,71
2021년04월_계_50~59세,"6,649","1,512","1,911",170,242,186,200,268,156,575,468,198,586,177
2021년04월_계_60~69세,"7,690","1,373","2,278",223,290,224,214,354,192,787,619,253,664,219
2021년04월_계_70~79세,"6,572",995,"2,007",201,253,224,219,304,175,726,513,205,537,213
2021년04월_계_80~89세,"4,799",671,"1,279",199,219,215,212,272,123,518,407,143,364,177
2021년04월_계_90~99세,750,81,208,41,31,31,27,38,21,83,75,14,63,37
2021년04월_계_100세 이상,31,6,10,1,1,1,1,1,1,1,4,0,3,1
2021년04월_남_총인구수,"19,592","4,482","5,745",530,700,565,584,794,454,"1,781","1,348",589,"1,506",514
2021년04월_남_연령구간인구수,"19,592","4,482","5,745",530,700,565,584,794,454,"1,781","1,348",589,"1,506",514
2021년04월_남_0~9세,878,352,258,15,18,12,21,24,8,59,27,30,42,12
2021년04월_남_10~19세,"1,301",401,433,26,36,25,40,43,22,92,65,27,75,16
2021년04월_남_20~29세,"1,668",529,453,36,49,38,35,59,26,130,87,63,122,41
2021년04월_남_30~39세,"1,304",404,393,31,49,25,31,36,19,99,79,41,70,27
2021년04월_남_40~49세,"2,348",623,710,55,71,55,72,75,53,208,142,76,162,46
2021년04월_남_50~59세,"3,709",803,"1,059",102,144,116,119,148,105,329,285,89,312,98
2021년04월_남_60~69세,"3,891",673,"1,132",120,160,116,113,200,100,384,303,127,351,112
2021년04월_남_70~79세,"2,814",442,844,93,99,106,83,130,80,307,215,91,233,91
2021년04월_남_80~89세,"1,518",238,419,43,70,61,66,70,37,158,126,45,125,60
2021년04월_남_90~99세,155,17,39,9,4,11,4,9,4,15,18,0,14,11
2021년04월_남_100세 이상,6,0,5,0,0,0,0,0,0,0,1,0,0,0
2021년04월_여_총인구수,"20,587","4,642","6,018",580,717,605,619,877,433,"1,927","1,434",633,"1,540",562
2021년04월_여_연령구간인구수,"20,587","4,642","6,018",580,717,605,619,877,433,"1,927","1,434",633,"1,540",562
2021년04월_여_0~9세,794,296,235,15,18,17,14,37,10,50,36,14,40,12
2021년04월_여_10~19세,"1,250",445,381,16,26,19,34,32,27,74,55,42,85,14
2021년04월_여_20~29세,"1,254",427,353,28,42,32,23,43,16,98,51,28,72,41
2021년04월_여_30~39세,"1,122",393,322,22,31,28,23,35,7,90,65,37,51,18
2021년04월_여_40~49세,"1,769",616,532,31,41,38,37,50,31,118,89,51,110,25
2021년04월_여_50~59세,"2,940",709,852,68,98,70,81,120,51,246,183,109,274,79
2021년04월_여_60~69세,"3,799",700,"1,146",103,130,108,101,154,92,403,316,126,313,107
2021년04월_여_70~79세,"3,758",553,"1,163",108,154,118,136,174,95,419,298,114,304,122
2021년04월_여_80~89세,"3,281",433,860,156,149,154,146,202,86,360,281,98,239,117
2021년04월_여_90~99세,595,64,169,32,27,20,23,29,17,68,57,14,49,26
2021년04월_여_100세 이상,25,6,5,1,1,1,1,1,1,1,3,0,3,1
2021년05월_계_총인구수,"39,891","9,058","11,571","1,105","1,413","1,173","1,208","1,676",888,"3,695","2,777","1,213","3,047","1,067"
2021년05월_계_연령구간인구수,"39,891","9,058","11,571","1,105","1,413","1,173","1,208","1,676",888,"3,695","2,777","1,213","3,047","1,067"
2021년05월_계_0~9세,"1,658",640,490,29,36,29,36,63,17,105,63,43,83,24
2021년05월_계_10~19세,"2,545",845,807,42,62,46,72,76,49,166,121,68,160,31
2021년05월_계_20~29세,"2,886",948,792,63,85,68,58,105,41,223,138,92,193,80
2021년05월_계_30~39세,"2,398",799,694,49,79,56,56,67,27,186,143,74,122,46
2021년05월_계_40~49세,"4,068","1,227","1,218",88,115,93,107,127,84,317,231,126,265,70
2021년05월_계_50~59세,"6,580","1,492","1,878",168,239,188,201,268,158,570,461,195,586,176
2021년05월_계_60~69세,"7,653","1,363","2,238",226,293,220,221,358,192,788,619,248,669,218
2021년05월_계_70~79세,"6,531",993,"1,969",201,256,225,217,297,172,731,508,209,541,212
2021년05월_계_80~89세,"4,798",665,"1,275",196,215,215,211,278,127,524,413,144,359,176
2021년05월_계_90~99세,750,82,203,42,32,32,28,37,20,84,76,14,66,34
2021년05월_계_100세 이상,24,4,7,1,1,1,1,0,1,1,4,0,3,0
2021년05월_남_총인구수,"19,498","4,455","5,674",527,700,568,588,795,453,"1,782","1,348",587,"1,506",515
2021년05월_남_연령구간인구수,"19,498","4,455","5,674",527,700,568,588,795,453,"1,782","1,348",587,"1,506",515
2021년05월_남_0~9세,874,349,257,14,18,12,22,25,8,58,28,29,42,12
2021년05월_남_10~19세,"1,299",404,428,26,36,26,39,44,22,90,65,27,75,17
2021년05월_남_20~29세,"1,650",526,443,36,48,37,36,60,24,130,87,63,119,41
2021년05월_남_30~39세,"1,287",403,381,29,47,27,31,33,20,98,78,41,72,27
2021년05월_남_40~49세,"2,325",622,695,56,74,55,70,76,52,203,144,74,158,46
2021년05월_남_50~59세,"3,686",791,"1,056",99,142,117,121,149,106,329,280,88,310,98
2021년05월_남_60~69세,"3,889",668,"1,117",122,162,115,116,201,101,387,306,125,356,113
2021년05월_남_70~79세,"2,814",442,840,94,101,107,83,126,79,311,212,95,234,90
2021년05월_남_80~89세,"1,515",234,417,42,68,61,66,72,37,159,129,45,125,60
2021년05월_남_90~99세,155,16,37,9,4,11,4,9,4,17,18,0,15,11
2021년05월_남_100세 이상,4,0,3,0,0,0,0,0,0,0,1,0,0,0
2021년05월_여_총인구수,"20,393","4,603","5,897",578,713,605,620,881,435,"1,913","1,429",626,"1,541",552
2021년05월_여_연령구간인구수,"20,393","4,603","5,897",578,713,605,620,881,435,"1,913","1,429",626,"1,541",552
2021년05월_여_0~9세,784,291,233,15,18,17,14,38,9,47,35,14,41,12
2021년05월_여_10~19세,"1,246",441,379,16,26,20,33,32,27,76,56,41,85,14
2021년05월_여_20~29세,"1,236",422,349,27,37,31,22,45,17,93,51,29,74,39
2021년05월_여_30~39세,"1,111",396,313,20,32,29,25,34,7,88,65,33,50,19
2021년05월_여_40~49세,"1,743",605,523,32,41,38,37,51,32,114,87,52,107,24
2021년05월_여_50~59세,"2,894",701,822,69,97,71,80,119,52,241,181,107,276,78
2021년05월_여_60~69세,"3,764",695,"1,121",104,131,105,105,157,91,401,313,123,313,105
2021년05월_여_70~79세,"3,717",551,"1,129",107,155,118,134,171,93,420,296,114,307,122
2021년05월_여_80~89세,"3,283",431,858,154,147,154,145,206,90,365,284,99,234,116
2021년05월_여_90~99세,595,66,166,33,28,21,24,28,16,67,58,14,51,23
2021년05월_여_100세 이상,20,4,4,1,1,1,1,0,1,1,3,0,3,0
2021년06월_계_총인구수,"39,838","9,043","11,549","1,106","1,414","1,169","1,202","1,666",894,"3,692","2,781","1,208","3,043","1,071"
2021년06월_계_연령구간인구수,"39,838","9,043","11,549","1,106","1,414","1,169","1,202","1,666",894,"3,692","2,781","1,208","3,043","1,071"
2021년06월_계_0~9세,"1,636",632,479,29,36,28,37,61,15,104,63,43,83,26
2021년06월_계_10~19세,"2,548",844,814,42,61,47,70,72,52,163,125,67,159,32
2021년06월_계_20~29세,"2,860",936,786,63,86,67,56,102,42,223,139,90,192,78
2021년06월_계_30~39세,"2,386",798,694,47,77,56,55,70,26,181,139,72,124,47
2021년06월_계_40~49세,"4,050","1,222","1,213",88,112,94,106,124,85,321,230,124,262,69
2021년06월_계_50~59세,"6,539","1,484","1,851",171,243,186,198,266,158,566,458,196,585,177
2021년06월_계_60~69세,"7,709","1,384","2,254",227,296,219,225,360,195,790,621,249,670,219
2021년06월_계_70~79세,"6,515",990,"1,971",199,257,222,216,294,170,728,510,207,539,212
2021년06월_계_80~89세,"4,810",666,"1,273",197,213,216,209,279,130,531,414,145,359,178
2021년06월_계_90~99세,762,83,207,42,32,33,29,38,20,84,79,15,67,33
2021년06월_계_100세 이상,23,4,7,1,1,1,1,0,1,1,3,0,3,0
2021년06월_남_총인구수,"19,462","4,439","5,659",530,703,565,584,791,458,"1,775","1,352",585,"1,507",514
2021년06월_남_연령구간인구수,"19,462","4,439","5,659",530,703,565,584,791,458,"1,775","1,352",585,"1,507",514
2021년06월_남_0~9세,863,346,251,14,18,11,23,24,7,58,28,29,42,12
2021년06월_남_10~19세,"1,304",402,431,26,36,27,39,42,24,89,67,28,75,18
2021년06월_남_20~29세,"1,634",516,440,37,51,36,34,58,25,129,87,62,118,41
2021년06월_남_30~39세,"1,283",402,383,28,45,27,30,35,19,96,76,41,74,27
2021년06월_남_40~49세,"2,308",618,691,56,71,55,69,74,53,205,144,72,155,45
2021년06월_남_50~59세,"3,661",792,"1,038",102,146,115,119,149,107,323,276,86,310,98
2021년06월_남_60~69세,"3,912",672,"1,122",123,162,116,119,202,103,387,309,126,358,113
2021년06월_남_70~79세,"2,819",443,845,94,103,105,83,124,78,309,215,95,235,90
2021년06월_남_80~89세,"1,518",231,417,42,67,62,63,74,38,162,131,46,125,60
2021년06월_남_90~99세,157,17,38,8,4,11,5,9,4,17,19,0,15,10
2021년06월_남_100세 이상,3,0,3,0,0,0,0,0,0,0,0,0,0,0
2021년06월_여_총인구수,"20,376","4,604","5,890",576,711,604,618,875,436,"1,917","1,429",623,"1,536",557
2021년06월_여_연령구간인구수,"20,376","4,604","5,890",576,711,604,618,875,436,"1,917","1,429",623,"1,536",557
2021년06월_여_0~9세,773,286,228,15,18,17,14,37,8,46,35,14,41,14
2021년06월_여_10~19세,"1,244",442,383,16,25,20,31,30,28,74,58,39,84,14
2021년06월_여_20~29세,"1,226",420,346,26,35,31,22,44,17,94,52,28,74,37
2021년06월_여_30~39세,"1,103",396,311,19,32,29,25,35,7,85,63,31,50,20
2021년06월_여_40~49세,"1,742",604,522,32,41,39,37,50,32,116,86,52,107,24
2021년06월_여_50~59세,"2,878",692,813,69,97,71,79,117,51,243,182,110,275,79
2021년06월_여_60~69세,"3,797",712,"1,132",104,134,103,106,158,92,403,312,123,312,106
2021년06월_여_70~79세,"3,696",547,"1,126",105,154,117,133,170,92,419,295,112,304,122
2021년06월_여_80~89세,"3,292",435,856,155,146,154,146,205,92,369,283,99,234,118
2021년06월_여_90~99세,605,66,169,34,28,22,24,29,16,67,60,15,52,23
2021년06월_여_100세 이상,20,4,4,1,1,1,1,0,1,1,3,0,3,0
2021년07월_계_총인구수,"39,790","9,004","11,574","1,109","1,415","1,160","1,197","1,666",892,"3,677","2,767","1,212","3,046","1,071"
2021년07월_계_연령구간인구수,"39,790","9,004","11,574","1,109","1,415","1,160","1,197","1,666",892,"3,677","2,767","1,212","3,046","1,071"
2021년07월_계_0~9세,"1,618",613,480,29,37,28,39,61,15,105,62,44,81,24
2021년07월_계_10~19세,"2,547",848,821,42,60,45,67,72,51,161,125,66,158,31
2021년07월_계_20~29세,"2,841",924,785,63,85,65,57,105,42,217,136,88,197,77
2021년07월_계_30~39세,"2,394",793,695,46,77,57,59,71,27,185,138,73,125,48
2021년07월_계_40~49세,"4,023","1,208","1,222",89,111,91,103,120,83,315,225,125,260,71
2021년07월_계_50~59세,"6,526","1,489","1,850",173,237,186,192,266,159,566,456,195,579,178
2021년07월_계_60~69세,"7,720","1,383","2,259",224,303,219,229,362,195,785,619,250,673,219
2021년07월_계_70~79세,"6,517",988,"1,972",201,257,221,213,292,169,731,507,211,544,211
2021년07월_계_80~89세,"4,819",670,"1,271",199,214,216,209,279,130,529,419,144,359,180
2021년07월_계_90~99세,762,84,211,42,33,31,28,38,21,82,77,16,67,32
2021년07월_계_100세 이상,23,4,8,1,1,1,1,0,0,1,3,0,3,0
2021년07월_남_총인구수,"19,430","4,412","5,673",529,704,558,582,790,457,"1,767","1,345",586,"1,508",519
2021년07월_남_연령구간인구수,"19,430","4,412","5,673",529,704,558,582,790,457,"1,767","1,345",586,"1,508",519
2021년07월_남_0~9세,852,334,254,14,18,11,24,24,7,59,26,29,41,11
2021년07월_남_10~19세,"1,304",407,432,25,35,26,36,41,24,87,69,28,76,18
2021년07월_남_20~29세,"1,634",509,445,38,50,33,35,61,25,127,84,62,121,44
2021년07월_남_30~39세,"1,282",400,377,27,45,27,33,35,19,97,77,41,75,29
2021년07월_남_40~49세,"2,289",610,698,58,70,52,67,72,51,201,141,71,153,45
2021년07월_남_50~59세,"3,648",794,"1,037",100,143,116,116,147,108,321,276,85,305,100
2021년07월_남_60~69세,"3,925",671,"1,123",123,168,117,123,204,103,382,309,128,361,113
2021년07월_남_70~79세,"2,811",435,847,92,103,104,81,123,77,314,214,96,236,89
2021년07월_남_80~89세,"1,529",235,419,44,68,62,62,74,39,162,132,46,125,61
2021년07월_남_90~99세,153,17,38,8,4,10,5,9,4,17,17,0,15,9
2021년07월_남_100세 이상,3,0,3,0,0,0,0,0,0,0,0,0,0,0
2021년07월_여_총인구수,"20,360","4,592","5,901",580,711,602,615,876,435,"1,910","1,422",626,"1,538",552
2021년07월_여_연령구간인구수,"20,360","4,592","5,901",580,711,602,615,876,435,"1,910","1,422",626,"1,538",552
2021년07월_여_0~9세,766,279,226,15,19,17,15,37,8,46,36,15,40,13
2021년07월_여_10~19세,"1,243",441,389,17,25,19,31,31,27,74,56,38,82,13
2021년07월_여_20~29세,"1,207",415,340,25,35,32,22,44,17,90,52,26,76,33
2021년07월_여_30~39세,"1,112",393,318,19,32,30,26,36,8,88,61,32,50,19
2021년07월_여_40~49세,"1,734",598,524,31,41,39,36,48,32,114,84,54,107,26
2021년07월_여_50~59세,"2,878",695,813,73,94,70,76,119,51,245,180,110,274,78
2021년07월_여_60~69세,"3,795",712,"1,136",101,135,102,106,158,92,403,310,122,312,106
2021년07월_여_70~79세,"3,706",553,"1,125",109,154,117,132,169,92,417,293,115,308,122
2021년07월_여_80~89세,"3,290",435,852,155,146,154,147,205,91,367,287,98,234,119
2021년07월_여_90~99세,609,67,173,34,29,21,23,29,17,65,60,16,52,23
2021년07월_여_100세 이상,20,4,5,1,1,1,1,0,0,1,3,0,3,0
2021년08월_계_총인구수,"39,734","8,956","11,588","1,109","1,418","1,167","1,191","1,665",893,"3,653","2,757","1,222","3,050","1,065"
2021년08월_계_연령구간인구수,"39,734","8,956","11,588","1,109","1,418","1,167","1,191","1,665",893,"3,653","2,757","1,222","3,050","1,065"
2021년08월_계_0~9세,"1,601",600,485,27,37,30,38,63,14,99,57,46,81,24
2021년08월_계_10~19세,"2,543",843,813,43,61,49,66,74,50,163,125,66,160,30
2021년08월_계_20~29세,"2,824",924,791,64,84,65,57,101,43,216,131,84,192,72
2021년08월_계_30~39세,"2,379",789,699,46,77,54,59,69,27,171,136,77,127,48
2021년08월_계_40~49세,"3,999","1,186","1,222",86,116,96,100,116,84,318,220,124,261,70
2021년08월_계_50~59세,"6,511","1,483","1,846",174,232,185,190,264,157,565,461,202,576,176
2021년08월_계_60~69세,"7,747","1,390","2,269",224,305,220,229,366,192,789,618,248,677,220
2021년08월_계_70~79세,"6,495",983,"1,973",201,253,221,215,292,172,725,501,211,540,208
2021년08월_계_80~89세,"4,843",666,"1,274",202,219,214,207,280,132,528,428,147,365,181
2021년08월_계_90~99세,768,88,209,41,33,32,29,40,21,78,77,17,68,35
2021년08월_계_100세 이상,24,4,7,1,1,1,1,0,1,1,3,0,3,1
2021년08월_남_총인구수,"19,387","4,383","5,675",528,704,561,582,792,457,"1,757","1,341",590,"1,503",514
2021년08월_남_연령구간인구수,"19,387","4,383","5,675",528,704,561,582,792,457,"1,757","1,341",590,"1,503",514
2021년08월_남_0~9세,844,328,256,13,17,13,24,25,6,57,24,30,40,11
2021년08월_남_10~19세,"1,299",410,421,26,36,27,35,42,23,88,68,28,77,18
2021년08월_남_20~29세,"1,625",502,453,38,49,34,36,61,26,127,82,59,118,40
2021년08월_남_30~39세,"1,254",390,372,26,44,25,33,33,19,88,77,43,74,30
2021년08월_남_40~49세,"2,285",602,701,57,74,55,66,70,52,203,137,72,152,44
2021년08월_남_50~59세,"3,642",786,"1,037",101,143,115,114,147,107,321,280,88,304,99
2021년08월_남_60~69세,"3,946",680,"1,127",123,167,118,126,205,102,385,309,128,363,113
2021년08월_남_70~79세,"2,806",434,852,91,101,104,81,125,79,310,212,95,235,87
2021년08월_남_80~89세,"1,528",233,416,45,69,59,61,74,39,162,135,47,125,63
2021년08월_남_90~99세,155,18,37,8,4,11,6,10,4,16,17,0,15,9
2021년08월_남_100세 이상,3,0,3,0,0,0,0,0,0,0,0,0,0,0
2021년08월_여_총인구수,"20,347","4,573","5,913",581,714,606,609,873,436,"1,896","1,416",632,"1,547",551
2021년08월_여_연령구간인구수,"20,347","4,573","5,913",581,714,606,609,873,436,"1,896","1,416",632,"1,547",551
2021년08월_여_0~9세,757,272,229,14,20,17,14,38,8,42,33,16,41,13
2021년08월_여_10~19세,"1,244",433,392,17,25,22,31,32,27,75,57,38,83,12
2021년08월_여_20~29세,"1,199",422,338,26,35,31,21,40,17,89,49,25,74,32
2021년08월_여_30~39세,"1,125",399,327,20,33,29,26,36,8,83,59,34,53,18
2021년08월_여_40~49세,"1,714",584,521,29,42,41,34,46,32,115,83,52,109,26
2021년08월_여_50~59세,"2,869",697,809,73,89,70,76,117,50,244,181,114,272,77
2021년08월_여_60~69세,"3,801",710,"1,142",101,138,102,103,161,90,404,309,120,314,107
2021년08월_여_70~79세,"3,689",549,"1,121",110,152,117,134,167,93,415,289,116,305,121
2021년08월_여_80~89세,"3,315",433,858,157,150,155,146,206,93,366,293,100,240,118
2021년08월_여_90~99세,613,70,172,33,29,21,23,30,17,62,60,17,53,26
2021년08월_여_100세 이상,21,4,4,1,1,1,1,0,1,1,3,0,3,1
2021년09월_계_총인구수,"39,592","8,928","11,562","1,103","1,417","1,150","1,185","1,657",892,"3,645","2,735","1,222","3,030","1,066"
2021년09월_계_연령구간인구수,"39,592","8,928","11,562","1,103","1,417","1,150","1,185","1,657",892,"3,645","2,735","1,222","3,030","1,066"
2021년09월_계_0~9세,"1,580",595,480,25,38,29,37,61,14,101,55,43,80,22
2021년09월_계_10~19세,"2,522",834,808,43,59,49,66,70,49,162,126,68,159,29
2021년09월_계_20~29세,"2,787",908,780,63,86,59,57,103,46,213,128,86,186,72
2021년09월_계_30~39세,"2,360",789,689,44,78,52,58,68,28,173,129,75,128,49
2021년09월_계_40~49세,"3,965","1,181","1,218",82,118,95,97,112,84,316,212,126,253,71
2021년09월_계_50~59세,"6,502","1,488","1,843",174,230,182,192,268,156,563,457,202,574,173
2021년09월_계_60~69세,"7,740","1,390","2,276",228,300,220,227,359,194,788,616,247,673,222
2021년09월_계_70~79세,"6,467",974,"1,973",200,252,218,215,293,167,723,500,211,540,201
2021년09월_계_80~89세,"4,881",680,"1,280",202,221,213,206,281,133,527,431,147,369,191
2021년09월_계_90~99세,764,85,208,41,34,32,29,42,20,77,78,17,66,35
2021년09월_계_100세 이상,24,4,7,1,1,1,1,0,1,2,3,0,2,1
2021년09월_남_총인구수,"19,329","4,368","5,659",530,705,558,581,793,456,"1,754","1,331",588,"1,490",516
2021년09월_남_연령구간인구수,"19,329","4,368","5,659",530,705,558,581,793,456,"1,754","1,331",588,"1,490",516
2021년09월_남_0~9세,835,322,252,13,18,13,24,24,6,59,24,29,40,11
2021년09월_남_10~19세,"1,293",408,421,26,35,27,35,43,22,87,68,28,75,18
2021년09월_남_20~29세,"1,614",493,449,39,50,32,36,62,27,128,81,59,117,41
2021년09월_남_30~39세,"1,247",393,366,25,46,25,34,33,20,87,71,41,74,32
2021년09월_남_40~49세,"2,259",595,698,55,75,55,63,69,52,202,132,72,146,45
2021년09월_남_50~59세,"3,644",788,"1,036",100,142,115,116,150,105,323,279,89,303,98
2021년09월_남_60~69세,"3,946",679,"1,131",128,166,118,124,202,103,385,310,127,360,113
2021년09월_남_70~79세,"2,790",434,849,90,99,103,82,125,77,306,211,96,235,83
2021년09월_남_80~89세,"1,544",238,418,46,70,58,61,75,40,161,138,47,126,66
2021년09월_남_90~99세,153,18,36,8,4,12,6,10,4,15,17,0,14,9
2021년09월_남_100세 이상,4,0,3,0,0,0,0,0,0,1,0,0,0,0
2021년09월_여_총인구수,"20,263","4,560","5,903",573,712,592,604,864,436,"1,891","1,404",634,"1,540",550
2021년09월_여_연령구간인구수,"20,263","4,560","5,903",573,712,592,604,864,436,"1,891","1,404",634,"1,540",550
2021년09월_여_0~9세,745,273,228,12,20,16,13,37,8,42,31,14,40,11
2021년09월_여_10~19세,"1,229",426,387,17,24,22,31,27,27,75,58,40,84,11
2021년09월_여_20~29세,"1,173",415,331,24,36,27,21,41,19,85,47,27,69,31
2021년09월_여_30~39세,"1,113",396,323,19,32,27,24,35,8,86,58,34,54,17
2021년09월_여_40~49세,"1,706",586,520,27,43,40,34,43,32,114,80,54,107,26
2021년09월_여_50~59세,"2,858",700,807,74,88,67,76,118,51,240,178,113,271,75
2021년09월_여_60~69세,"3,794",711,"1,145",100,134,102,103,157,91,403,306,120,313,109
2021년09월_여_70~79세,"3,677",540,"1,124",110,153,115,133,168,90,417,289,115,305,118
2021년09월_여_80~89세,"3,337",442,862,156,151,155,145,206,93,366,293,100,243,125
2021년09월_여_90~99세,611,67,172,33,30,20,23,32,16,62,61,17,52,26
2021년09월_여_100세 이상,20,4,4,1,1,1,1,0,1,1,3,0,2,1
2021년10월_계_총인구수,"39,564","8,906","11,555","1,101","1,416","1,152","1,184","1,649",892,"3,648","2,740","1,220","3,034","1,067"
2021년10월_계_연령구간인구수,"39,564","8,906","11,555","1,101","1,416","1,152","1,184","1,649",892,"3,648","2,740","1,220","3,034","1,067"
2021년10월_계_0~9세,"1,560",594,469,25,37,28,36,60,16,100,52,41,79,23
2021년10월_계_10~19세,"2,513",832,803,41,59,51,65,69,50,164,125,68,157,29
2021년10월_계_20~29세,"2,789",902,788,62,87,57,57,102,45,213,125,88,191,72
2021년10월_계_30~39세,"2,341",777,688,47,75,52,59,65,27,171,130,73,129,48
2021년10월_계_40~49세,"3,928","1,176","1,196",80,114,95,96,112,84,312,218,124,250,71
2021년10월_계_50~59세,"6,533","1,496","1,850",169,236,185,192,268,157,572,457,203,578,170
2021년10월_계_60~69세,"7,750","1,391","2,280",228,300,218,229,358,195,790,619,249,669,224
2021년10월_계_70~79세,"6,450",968,"1,976",200,251,219,213,294,162,715,501,206,542,203
2021년10월_계_80~89세,"4,898",676,"1,287",207,223,214,207,276,135,531,430,151,370,191
2021년10월_계_90~99세,777,90,210,41,33,32,29,45,20,78,80,17,67,35
2021년10월_계_100세 이상,25,4,8,1,1,1,1,0,1,2,3,0,2,1
2021년10월_남_총인구수,"19,314","4,359","5,647",529,705,559,581,786,457,"1,757","1,336",589,"1,492",517
2021년10월_남_연령구간인구수,"19,314","4,359","5,647",529,705,559,581,786,457,"1,757","1,336",589,"1,492",517
2021년10월_남_0~9세,823,321,244,13,18,13,24,23,7,59,22,28,40,11
2021년10월_남_10~19세,"1,284",402,419,25,35,27,34,43,22,87,68,29,75,18
2021년10월_남_20~29세,"1,609",488,452,37,52,32,36,59,28,130,78,59,118,40
2021년10월_남_30~39세,"1,241",396,364,27,45,25,34,30,19,86,71,40,73,31
2021년10월_남_40~49세,"2,232",587,688,54,70,53,62,71,52,198,136,72,144,45
2021년10월_남_50~59세,"3,665",800,"1,037",98,147,117,116,149,105,328,277,89,305,97
2021년10월_남_60~69세,"3,966",679,"1,135",129,166,118,127,202,104,388,317,128,360,113
2021년10월_남_70~79세,"2,788",430,852,91,100,104,79,123,76,303,212,95,236,87
2021년10월_남_80~89세,"1,544",237,416,47,68,58,63,75,40,162,137,49,126,66
2021년10월_남_90~99세,158,19,37,8,4,12,6,11,4,15,18,0,15,9
2021년10월_남_100세 이상,4,0,3,0,0,0,0,0,0,1,0,0,0,0
2021년10월_여_총인구수,"20,250","4,547","5,908",572,711,593,603,863,435,"1,891","1,404",631,"1,542",550
2021년10월_여_연령구간인구수,"20,250","4,547","5,908",572,711,593,603,863,435,"1,891","1,404",631,"1,542",550
2021년10월_여_0~9세,737,273,225,12,19,15,12,37,9,41,30,13,39,12
2021년10월_여_10~19세,"1,229",430,384,16,24,24,31,26,28,77,57,39,82,11
2021년10월_여_20~29세,"1,180",414,336,25,35,25,21,43,17,83,47,29,73,32
2021년10월_여_30~39세,"1,100",381,324,20,30,27,25,35,8,85,59,33,56,17
2021년10월_여_40~49세,"1,696",589,508,26,44,42,34,41,32,114,82,52,106,26
2021년10월_여_50~59세,"2,868",696,813,71,89,68,76,119,52,244,180,114,273,73
2021년10월_여_60~69세,"3,784",712,"1,145",99,134,100,102,156,91,402,302,121,309,111
2021년10월_여_70~79세,"3,662",538,"1,124",109,151,115,134,171,86,412,289,111,306,116
2021년10월_여_80~89세,"3,354",439,871,160,155,156,144,201,95,369,293,102,244,125
2021년10월_여_90~99세,619,71,173,33,29,20,23,34,16,63,62,17,52,26
2021년10월_여_100세 이상,21,4,5,1,1,1,1,0,1,1,3,0,2,1
2021년11월_계_총인구수,"39,478","8,885","11,525","1,087","1,412","1,144","1,180","1,647",888,"3,645","2,743","1,224","3,037","1,061"
2021년11월_계_연령구간인구수,"39,478","8,885","11,525","1,087","1,412","1,144","1,180","1,647",888,"3,645","2,743","1,224","3,037","1,061"
2021년11월_계_0~9세,"1,538",591,461,21,36,26,36,59,16,101,51,42,75,23
2021년11월_계_10~19세,"2,506",828,802,39,59,48,63,70,49,165,128,67,158,30
2021년11월_계_20~29세,"2,774",896,783,62,86,57,57,103,44,209,127,91,191,68
2021년11월_계_30~39세,"2,319",773,678,46,73,50,57,63,26,171,127,72,135,48
2021년11월_계_40~49세,"3,899","1,159","1,185",77,112,94,99,111,83,310,221,125,250,73
2021년11월_계_50~59세,"6,513","1,502","1,851",170,227,184,188,268,158,573,450,201,572,169
2021년11월_계_60~69세,"7,770","1,395","2,280",227,308,218,228,357,194,786,626,251,678,222
2021년11월_계_70~79세,"6,434",966,"1,971",199,253,219,214,295,161,711,500,207,536,202
2021년11월_계_80~89세,"4,920",679,"1,295",205,222,215,209,277,136,539,431,151,372,189
2021년11월_계_90~99세,780,93,210,40,35,32,28,44,20,78,79,17,68,36
2021년11월_계_100세 이상,25,3,9,1,1,1,1,0,1,2,3,0,2,1
2021년11월_남_총인구수,"19,264","4,349","5,627",523,702,555,578,784,455,"1,752","1,340",590,"1,494",515
2021년11월_남_연령구간인구수,"19,264","4,349","5,627",523,702,555,578,784,455,"1,752","1,340",590,"1,494",515
2021년11월_남_0~9세,810,316,241,10,18,12,24,23,7,60,21,29,38,11
2021년11월_남_10~19세,"1,279",398,418,24,35,26,32,43,21,88,70,30,75,19
