카테고리,인천광역시 서구,인천광역시 서구 검암경서동,인천광역시 서구 연희동,인천광역시 서구 청라1동,인천광역시 서구 청라2동,인천광역시 서구 청라3동,인천광역시 서구 가정1동,인천광역시 서구 가정2동,인천광역시 서구 가정3동,인천광역시 서구 석남1동,인천광역시 서구 석남2동,인천광역시 서구 석남3동,인천광역시 서구 신현원창동,인천광역시 서구 가좌1동,인천광역시 서구 가좌2동,인천광역시 서구 가좌3동,인천광역시 서구 가좌4동,인천광역시 서구 검단동,인천광역시 서구 불로대곡동,인천광역시 서구 원당동,인천광역시 서구 당하동,인천광역시 서구 오류왕길동,인천광역시 서구 마전동,인천광역시 서구 아라동
2020년10월_남_80~89세,"3,340",208,399,98,146,59,153,29,70,160,130,121,185,112,143,181,84,210,239,157,154,163,139,
2020년10월_남_90~99세,323,18,45,5,14,7,15,4,5,17,16,7,13,13,21,20,15,16,16,11,18,14,13,
2020년10월_남_100세 이상,35,3,6,0,1,1,2,3,0,4,0,0,1,2,0,1,2,4,2,1,1,1,0,
2020년10월_여_총인구수,"268,692","22,573","20,341","15,791","24,572","15,251","14,102","3,158","4,919","11,076","6,493","7,174","16,125","5,686","10,547","8,138","5,285","15,941","11,274","12,099","14,209","12,136","11,802",
2020년10월_여_연령구간인구수,"268,692","22,573","20,341","15,791","24,572","15,251","14,102","3,158","4,919","11,076","6,493","7,174","16,125","5,686","10,547","8,138","5,285","15,941","11,274","12,099","14,209","12,136","11,802",
2020년10월_여_0~9세,"24,423","2,268","1,211","1,858","3,316","2,312","1,569",177,245,613,358,277,"1,382",277,689,342,405,"1,297",959,"1,200","1,477","1,150","1,041",
2020년10월_여_10~19세,"27,715","2,117","1,737","2,207","3,060","1,860","1,018",212,371,766,452,645,"1,542",434,980,611,361,"1,676","1,384","1,715","1,609","1,303","1,655",
2020년10월_여_20~29세,"35,009","3,180","3,029","1,987","2,851","1,643","1,726",442,760,"1,519",763,"1,048","2,098",794,"1,444","1,101",698,"2,223","1,343","1,317","1,928","1,503","1,612",
2020년10월_여_30~39세,"39,139","4,078","2,331","2,960","4,424","3,022","2,473",394,525,"1,272",722,679,"2,223",638,"1,295",815,790,"2,140","1,254","1,709","2,291","1,635","1,469",
2020년10월_여_40~49세,"46,841","4,075","3,119","3,305","4,990","3,024","2,125",380,669,"1,481",872,"1,036","2,440",823,"1,591","1,111",748,"2,850","2,243","2,815","2,772","2,094","2,278",
2020년10월_여_50~59세,"45,985","3,439","4,298","1,926","3,305","1,958","2,380",800,"1,184","2,383","1,362","1,540","3,069","1,158","2,150","1,694",965,"2,744","1,813","1,583","2,201","2,138","1,895",
2020년10월_여_60~69세,"28,258","2,013","2,476",926,"1,678",922,"1,641",463,674,"1,751","1,096","1,076","2,091",838,"1,417","1,387",766,"1,652","1,126",939,"1,087","1,265",974,
2020년10월_여_70~79세,"13,035",917,"1,260",380,594,302,697,152,293,794,534,535,818,463,572,649,319,845,733,530,523,603,522,
2020년10월_여_80~89세,"6,869",402,726,200,284,167,383,105,176,417,277,289,372,229,331,357,187,426,377,239,273,355,297,
2020년10월_여_90~99세,"1,347",82,147,40,67,41,85,29,20,74,53,47,84,31,76,66,42,80,38,49,47,90,59,
2020년10월_여_100세 이상,71,2,7,2,3,0,5,4,2,6,4,2,6,1,2,5,4,8,4,3,1,0,0,
2020년11월_계_총인구수,"542,611","45,910","41,436","31,397","48,933","30,380","28,293","6,637","9,833","22,755","13,455","14,329","32,205","12,250","20,549","16,583","10,914","33,051","22,827","24,564","28,320","24,738","23,252",
2020년11월_계_연령구간인구수,"542,611","45,910","41,436","31,397","48,933","30,380","28,293","6,637","9,833","22,755","13,455","14,329","32,205","12,250","20,549","16,583","10,914","33,051","22,827","24,564","28,320","24,738","23,252",
2020년11월_계_0~9세,"50,207","4,679","2,413","3,875","6,904","4,739","3,293",340,475,"1,238",711,621,"2,777",621,"1,427",671,798,"2,711","1,932","2,568","2,973","2,304","2,137",
2020년11월_계_10~19세,"56,677","4,442","3,577","4,415","6,295","3,826","2,130",419,771,"1,569",942,"1,238","3,036",893,"1,953","1,286",789,"3,455","2,850","3,504","3,323","2,674","3,290",
2020년11월_계_20~29세,"72,752","6,541","6,586","3,908","5,745","3,269","3,480","1,041","1,590","3,295","1,747","2,211","4,309","1,731","2,998","2,351","1,403","4,736","2,873","2,727","3,881","3,158","3,172",
2020년11월_계_30~39세,"79,806","8,346","4,972","5,807","8,314","5,674","4,950",886,"1,191","2,981","1,582","1,551","4,526","1,576","2,587","1,857","1,682","4,668","2,568","3,377","4,568","3,276","2,867",
2020년11월_계_40~49세,"95,517","8,531","6,338","6,491","10,014","6,122","4,509",857,"1,337","3,243","1,899","2,115","4,972","1,867","3,060","2,277","1,594","5,910","4,515","5,598","5,478","4,318","4,472",
2020년11월_계_50~59세,"93,427","6,914","8,717","4,015","6,601","3,924","4,687","1,629","2,245","4,759","2,790","3,038","6,056","2,535","4,023","3,383","2,013","5,788","3,908","3,602","4,501","4,452","3,847",
2020년11월_계_60~69세,"57,935","4,014","5,242","1,888","3,430","1,975","3,289",997,"1,445","3,498","2,267","2,130","4,290","1,786","2,861","2,839","1,658","3,463","2,183","1,767","2,183","2,737","1,993",
2020년11월_계_70~79세,"24,287","1,721","2,259",660,"1,118",576,"1,309",292,508,"1,495","1,039",960,"1,579",855,"1,066","1,278",635,"1,573","1,313",963,917,"1,199",972,
2020년11월_계_80~89세,"10,227",617,"1,125",294,429,226,540,136,244,574,405,409,559,340,476,546,278,640,622,393,430,516,428,
2020년11월_계_90~99세,"1,669",100,193,42,79,48,99,33,25,93,69,54,94,43,96,89,58,95,57,61,64,103,74,
2020년11월_계_100세 이상,107,5,14,2,4,1,7,7,2,10,4,2,7,3,2,6,6,12,6,4,2,1,0,
2020년11월_남_총인구수,"274,090","23,339","21,086","15,620","24,350","15,055","14,205","3,495","4,936","11,715","6,971","7,226","16,109","6,555","10,007","8,450","5,634","17,107","11,563","12,440","14,148","12,618","11,461",
2020년11월_남_연령구간인구수,"274,090","23,339","21,086","15,620","24,350","15,055","14,205","3,495","4,936","11,715","6,971","7,226","16,109","6,555","10,007","8,450","5,634","17,107","11,563","12,440","14,148","12,618","11,461",
2020년11월_남_0~9세,"25,979","2,431","1,219","2,032","3,601","2,435","1,738",168,235,635,361,356,"1,400",338,743,337,390,"1,431",991,"1,372","1,508","1,156","1,102",
2020년11월_남_10~19세,"29,046","2,341","1,849","2,210","3,224","1,954","1,112",213,404,816,494,602,"1,502",465,971,680,432,"1,774","1,471","1,784","1,724","1,384","1,640",
2020년11월_남_20~29세,"37,748","3,349","3,548","1,899","2,891","1,629","1,763",598,825,"1,777",979,"1,174","2,225",935,"1,554","1,245",714,"2,516","1,533","1,417","1,954","1,655","1,568",
2020년11월_남_30~39세,"40,750","4,274","2,639","2,875","3,918","2,633","2,481",494,669,"1,702",860,874,"2,312",925,"1,310","1,044",892,"2,528","1,317","1,658","2,289","1,652","1,404",
2020년11월_남_40~49세,"48,702","4,445","3,241","3,189","4,989","3,084","2,390",477,672,"1,774","1,037","1,101","2,535","1,047","1,453","1,166",848,"3,060","2,274","2,778","2,718","2,231","2,193",
2020년11월_남_50~59세,"47,458","3,470","4,411","2,082","3,305","1,945","2,315",834,"1,072","2,391","1,422","1,511","2,999","1,383","1,882","1,703","1,043","3,044","2,086","2,009","2,302","2,301","1,948",
2020년11월_남_60~69세,"29,486","1,994","2,744",953,"1,739","1,034","1,630",531,767,"1,740","1,173","1,051","2,177",945,"1,438","1,445",896,"1,790","1,054",825,"1,083","1,472","1,005",
2020년11월_남_70~79세,"11,206",800,990,279,521,272,606,143,216,699,502,431,762,389,490,621,316,727,575,432,395,589,451,
2020년11월_남_80~89세,"3,355",213,394,97,148,61,152,30,71,158,128,120,183,113,144,187,86,217,243,152,156,165,137,
2020년11월_남_90~99세,325,19,45,4,13,7,16,4,5,19,15,6,13,13,22,21,15,16,17,12,18,12,13,
2020년11월_남_100세 이상,35,3,6,0,1,1,2,3,0,4,0,0,1,2,0,1,2,4,2,1,1,1,0,
2020년11월_여_총인구수,"268,521","22,571","20,350","15,777","24,583","15,325","14,088","3,142","4,897","11,040","6,484","7,103","16,096","5,695","10,542","8,133","5,280","15,944","11,264","12,124","14,172","12,120","11,791",
2020년11월_여_연령구간인구수,"268,521","22,571","20,350","15,777","24,583","15,325","14,088","3,142","4,897","11,040","6,484","7,103","16,096","5,695","10,542","8,133","5,280","15,944","11,264","12,124","14,172","12,120","11,791",
2020년11월_여_0~9세,"24,228","2,248","1,194","1,843","3,303","2,304","1,555",172,240,603,350,265,"1,377",283,684,334,408,"1,280",941,"1,196","1,465","1,148","1,035",
2020년11월_여_10~19세,"27,631","2,101","1,728","2,205","3,071","1,872","1,018",206,367,753,448,636,"1,534",428,982,606,357,"1,681","1,379","1,720","1,599","1,290","1,650",
2020년11월_여_20~29세,"35,004","3,192","3,038","2,009","2,854","1,640","1,717",443,765,"1,518",768,"1,037","2,084",796,"1,444","1,106",689,"2,220","1,340","1,310","1,927","1,503","1,604",
2020년11월_여_30~39세,"39,056","4,072","2,333","2,932","4,396","3,041","2,469",392,522,"1,279",722,677,"2,214",651,"1,277",813,790,"2,140","1,251","1,719","2,279","1,624","1,463",
2020년11월_여_40~49세,"46,815","4,086","3,097","3,302","5,025","3,038","2,119",380,665,"1,469",862,"1,014","2,437",820,"1,607","1,111",746,"2,850","2,241","2,820","2,760","2,087","2,279",
2020년11월_여_50~59세,"45,969","3,444","4,306","1,933","3,296","1,979","2,372",795,"1,173","2,368","1,368","1,527","3,057","1,152","2,141","1,680",970,"2,744","1,822","1,593","2,199","2,151","1,899",
2020년11월_여_60~69세,"28,449","2,020","2,498",935,"1,691",941,"1,659",466,678,"1,758","1,094","1,079","2,113",841,"1,423","1,394",762,"1,673","1,129",942,"1,100","1,265",988,
2020년11월_여_70~79세,"13,081",921,"1,269",381,597,304,703,149,292,796,537,529,817,466,576,657,319,846,738,531,522,610,521,
2020년11월_여_80~89세,"6,872",404,731,197,281,165,388,106,173,416,277,289,376,227,332,359,192,423,379,241,274,351,291,
2020년11월_여_90~99세,"1,344",81,148,38,66,41,83,29,20,74,54,48,81,30,74,68,43,79,40,49,46,91,61,
2020년11월_여_100세 이상,72,2,8,2,3,0,5,4,2,6,4,2,6,1,2,5,4,8,4,3,1,0,0,
2020년12월_계_총인구수,"542,040","45,777","41,389","31,412","48,926","30,437","28,304","6,637","9,804","22,742","13,415","14,195","32,203","12,251","20,441","16,555","10,865","33,016","22,826","24,579","28,339","24,733","23,194",
2020년12월_계_연령구간인구수,"542,040","45,777","41,389","31,412","48,926","30,437","28,304","6,637","9,804","22,742","13,415","14,195","32,203","12,251","20,441","16,555","10,865","33,016","22,826","24,579","28,339","24,733","23,194",
2020년12월_계_0~9세,"49,907","4,598","2,422","3,853","6,852","4,730","3,296",340,467,"1,231",698,611,"2,765",628,"1,408",663,785,"2,695","1,930","2,548","2,956","2,300","2,131",
2020년12월_계_10~19세,"56,627","4,451","3,551","4,434","6,316","3,847","2,117",424,764,"1,562",937,"1,233","3,018",881,"1,944","1,276",797,"3,442","2,838","3,508","3,328","2,675","3,284",
2020년12월_계_20~29세,"72,603","6,520","6,570","3,921","5,747","3,276","3,482","1,024","1,577","3,289","1,731","2,175","4,311","1,745","2,962","2,351","1,380","4,736","2,868","2,750","3,875","3,152","3,161",
2020년12월_계_30~39세,"79,439","8,296","4,943","5,768","8,238","5,659","4,950",908,"1,185","2,962","1,572","1,537","4,501","1,581","2,554","1,837","1,672","4,651","2,571","3,350","4,566","3,285","2,853",
2020년12월_계_40~49세,"95,351","8,522","6,290","6,525","10,066","6,130","4,513",845,"1,329","3,244","1,886","2,079","4,974","1,855","3,046","2,271","1,592","5,882","4,487","5,582","5,481","4,317","4,435",
2020년12월_계_50~59세,"93,412","6,914","8,718","4,015","6,608","3,938","4,681","1,621","2,250","4,747","2,803","3,006","6,065","2,525","4,001","3,385","2,001","5,775","3,929","3,614","4,523","4,427","3,866",
2020년12월_계_60~69세,"58,312","4,035","5,286","1,899","3,458","2,008","3,304","1,008","1,456","3,528","2,279","2,133","4,319","1,792","2,874","2,834","1,663","3,509","2,200","1,797","2,193","2,747","1,990",
2020년12월_계_70~79세,"24,355","1,723","2,269",659,"1,122",576,"1,321",295,504,"1,500","1,034",960,"1,590",857,"1,069","1,279",633,"1,577","1,318",968,919,"1,212",970,
2020년12월_계_80~89세,"10,255",614,"1,133",294,435,225,533,132,243,576,402,408,559,342,484,553,279,644,621,395,433,518,432,
2020년12월_계_90~99세,"1,669",100,192,42,80,47,100,33,26,93,69,51,94,42,96,99,57,93,58,63,63,99,72,
2020년12월_계_100세 이상,110,4,15,2,4,1,7,7,3,10,4,2,7,3,3,7,6,12,6,4,2,1,0,
2020년12월_남_총인구수,"273,778","23,293","21,074","15,632","24,351","15,065","14,194","3,493","4,922","11,702","6,961","7,151","16,119","6,558","9,954","8,421","5,605","17,093","11,577","12,443","14,137","12,605","11,428",
2020년12월_남_연령구간인구수,"273,778","23,293","21,074","15,632","24,351","15,065","14,194","3,493","4,922","11,702","6,961","7,151","16,119","6,558","9,954","8,421","5,605","17,093","11,577","12,443","14,137","12,605","11,428",
2020년12월_남_0~9세,"25,830","2,405","1,223","2,017","3,584","2,426","1,740",164,232,634,350,349,"1,395",339,731,336,384,"1,424",990,"1,352","1,495","1,156","1,104",
2020년12월_남_10~19세,"29,021","2,350","1,835","2,215","3,243","1,953","1,100",219,403,819,493,599,"1,495",456,972,675,435,"1,761","1,457","1,794","1,724","1,381","1,642",
2020년12월_남_20~29세,"37,666","3,326","3,557","1,914","2,885","1,635","1,762",590,813,"1,766",976,"1,149","2,231",944,"1,539","1,242",701,"2,519","1,542","1,433","1,940","1,639","1,563",
2020년12월_남_30~39세,"40,572","4,269","2,631","2,865","3,869","2,625","2,467",500,662,"1,693",859,872,"2,305",929,"1,291","1,022",886,"2,525","1,317","1,643","2,287","1,667","1,388",
2020년12월_남_40~49세,"48,637","4,434","3,222","3,213","5,017","3,086","2,399",470,675,"1,777","1,029","1,083","2,537","1,043","1,447","1,168",848,"3,040","2,260","2,767","2,712","2,227","2,183",
2020년12월_남_50~59세,"47,408","3,472","4,407","2,065","3,312","1,959","2,313",830,"1,067","2,382","1,425","1,490","2,998","1,379","1,874","1,700","1,032","3,040","2,104","2,018","2,315","2,284","1,942",
2020년12월_남_60~69세,"29,678","2,001","2,761",961,"1,753","1,046","1,628",538,776,"1,750","1,185","1,051","2,196",952,"1,437","1,441",900,"1,820","1,063",839,"1,087","1,484","1,009",
2020년12월_남_70~79세,"11,225",802,990,281,524,268,612,144,217,701,500,433,769,387,494,621,314,730,580,430,398,587,443,
2020년12월_남_80~89세,"3,379",213,397,98,150,59,154,31,72,157,130,120,179,114,146,192,88,215,244,153,159,167,141,
2020년12월_남_90~99세,325,19,44,3,13,7,17,4,4,19,14,5,13,13,22,23,15,15,18,13,19,12,13,
2020년12월_남_100세 이상,37,2,7,0,1,1,2,3,1,4,0,0,1,2,1,1,2,4,2,1,1,1,0,
2020년12월_여_총인구수,"268,262","22,484","20,315","15,780","24,575","15,372","14,110","3,144","4,882","11,040","6,454","7,044","16,084","5,693","10,487","8,134","5,260","15,923","11,249","12,136","14,202","12,128","11,766",
2020년12월_여_연령구간인구수,"268,262","22,484","20,315","15,780","24,575","15,372","14,110","3,144","4,882","11,040","6,454","7,044","16,084","5,693","10,487","8,134","5,260","15,923","11,249","12,136","14,202","12,128","11,766",
2020년12월_여_0~9세,"24,077","2,193","1,199","1,836","3,268","2,304","1,556",176,235,597,348,262,"1,370",289,677,327,401,"1,271",940,"1,196","1,461","1,144","1,027",
2020년12월_여_10~19세,"27,606","2,101","1,716","2,219","3,073","1,894","1,017",205,361,743,444,634,"1,523",425,972,601,362,"1,681","1,381","1,714","1,604","1,294","1,642",
2020년12월_여_20~29세,"34,937","3,194","3,013","2,007","2,862","1,641","1,720",434,764,"1,523",755,"1,026","2,080",801,"1,423","1,109",679,"2,217","1,326","1,317","1,935","1,513","1,598",
2020년12월_여_30~39세,"38,867","4,027","2,312","2,903","4,369","3,034","2,483",408,523,"1,269",713,665,"2,196",652,"1,263",815,786,"2,126","1,254","1,707","2,279","1,618","1,465",
2020년12월_여_40~49세,"46,714","4,088","3,068","3,312","5,049","3,044","2,114",375,654,"1,467",857,996,"2,437",812,"1,599","1,103",744,"2,842","2,227","2,815","2,769","2,090","2,252",
2020년12월_여_50~59세,"46,004","3,442","4,311","1,950","3,296","1,979","2,368",791,"1,183","2,365","1,378","1,516","3,067","1,146","2,127","1,685",969,"2,735","1,825","1,596","2,208","2,143","1,924",
2020년12월_여_60~69세,"28,634","2,034","2,525",938,"1,705",962,"1,676",470,680,"1,778","1,094","1,082","2,123",840,"1,437","1,393",763,"1,689","1,137",958,"1,106","1,263",981,
2020년12월_여_70~79세,"13,130",921,"1,279",378,598,308,709,151,287,799,534,527,821,470,575,658,319,847,738,538,521,625,527,
2020년12월_여_80~89세,"6,876",401,736,196,285,166,379,101,171,419,272,288,380,228,338,361,191,429,377,242,274,351,291,
2020년12월_여_90~99세,"1,344",81,148,39,67,40,83,29,22,74,55,46,81,29,74,76,42,78,40,50,44,87,59,
2020년12월_여_100세 이상,73,2,8,2,3,0,5,4,2,6,4,2,6,1,2,6,4,8,4,3,1,0,0,
2021년01월_계_총인구수,"541,823","45,828","41,317","31,425","48,908","30,488","28,295","6,615","9,822","22,744","13,341","14,147","32,174","12,240","20,424","16,519","10,868","33,044","22,816","24,582","28,330","24,717","23,179",
2021년01월_계_연령구간인구수,"541,823","45,828","41,317","31,425","48,908","30,488","28,295","6,615","9,822","22,744","13,341","14,147","32,174","12,240","20,424","16,519","10,868","33,044","22,816","24,582","28,330","24,717","23,179",
2021년01월_계_0~9세,"49,508","4,569","2,392","3,840","6,776","4,707","3,280",342,461,"1,229",680,598,"2,749",627,"1,394",660,787,"2,673","1,902","2,519","2,932","2,276","2,115",
2021년01월_계_10~19세,"56,574","4,462","3,528","4,458","6,348","3,869","2,111",408,763,"1,566",930,"1,229","2,995",880,"1,934","1,257",798,"3,440","2,821","3,516","3,322","2,675","3,264",
2021년01월_계_20~29세,"72,446","6,489","6,568","3,900","5,718","3,279","3,477","1,017","1,568","3,279","1,723","2,172","4,320","1,732","2,945","2,372","1,370","4,725","2,874","2,756","3,851","3,142","3,169",
2021년01월_계_30~39세,"79,070","8,296","4,931","5,711","8,197","5,636","4,896",913,"1,203","2,952","1,559","1,534","4,480","1,578","2,544","1,809","1,644","4,662","2,543","3,317","4,547","3,261","2,857",
2021년01월_계_40~49세,"95,245","8,526","6,244","6,538","10,074","6,160","4,550",827,"1,318","3,220","1,882","2,062","4,951","1,841","3,049","2,267","1,616","5,851","4,485","5,578","5,462","4,332","4,412",
2021년01월_계_50~59세,"93,480","6,934","8,694","4,064","6,665","3,958","4,671","1,617","2,255","4,734","2,771","2,969","6,045","2,522","3,991","3,359","1,987","5,789","3,953","3,648","4,556","4,412","3,886",
2021년01월_계_60~69세,"58,932","4,085","5,349","1,913","3,485","2,030","3,336","1,021","1,476","3,570","2,295","2,159","4,374","1,811","2,906","2,853","1,673","3,544","2,233","1,806","2,241","2,774","1,998",
2021년01월_계_70~79세,"24,475","1,742","2,272",664,"1,125",576,"1,329",297,504,"1,516","1,035",959,"1,593",859,"1,073","1,277",649,"1,595","1,319",977,923,"1,215",976,
2021년01월_계_80~89세,"10,305",618,"1,133",294,435,223,536,133,243,575,393,411,567,344,489,560,281,661,621,398,431,530,429,
2021년01월_계_90~99세,"1,677",103,190,41,81,49,102,33,28,93,69,52,94,43,96,98,57,92,59,63,63,98,73,
2021년01월_계_100세 이상,111,4,16,2,4,1,7,7,3,10,4,2,6,3,3,7,6,12,6,4,2,2,0,
2021년01월_남_총인구수,"273,693","23,313","21,045","15,645","24,325","15,098","14,173","3,486","4,921","11,713","6,936","7,132","16,095","6,548","9,948","8,409","5,611","17,107","11,577","12,453","14,133","12,604","11,421",
2021년01월_남_연령구간인구수,"273,693","23,313","21,045","15,645","24,325","15,098","14,173","3,486","4,921","11,713","6,936","7,132","16,095","6,548","9,948","8,409","5,611","17,107","11,577","12,453","14,133","12,604","11,421",
2021년01월_남_0~9세,"25,614","2,389","1,200","2,019","3,535","2,408","1,731",168,233,636,345,340,"1,389",337,721,337,387,"1,418",978,"1,330","1,473","1,144","1,096",
2021년01월_남_10~19세,"28,987","2,351","1,823","2,225","3,267","1,957","1,092",212,399,820,492,598,"1,475",454,965,666,434,"1,756","1,452","1,802","1,730","1,385","1,632",
2021년01월_남_20~29세,"37,585","3,312","3,549","1,893","2,866","1,652","1,755",580,805,"1,770",965,"1,153","2,240",947,"1,537","1,258",698,"2,510","1,536","1,430","1,927","1,634","1,568",
2021년01월_남_30~39세,"40,386","4,263","2,637","2,843","3,840","2,607","2,434",503,670,"1,684",863,875,"2,284",925,"1,287","1,005",871,"2,532","1,306","1,629","2,282","1,653","1,393",
2021년01월_남_40~49세,"48,592","4,436","3,196","3,218","5,010","3,106","2,417",459,669,"1,770","1,025","1,071","2,525","1,041","1,447","1,173",857,"3,029","2,258","2,773","2,701","2,238","2,173",
2021년01월_남_50~59세,"47,470","3,484","4,396","2,097","3,354","1,972","2,303",833,"1,066","2,370","1,413","1,468","2,994","1,368","1,874","1,685","1,030","3,046","2,120","2,042","2,328","2,277","1,950",
2021년01월_남_60~69세,"29,996","2,029","2,795",969,"1,759","1,062","1,649",548,784,"1,772","1,191","1,070","2,220",961,"1,449","1,450",904,"1,839","1,083",844,"1,111","1,502","1,005",
2021년01월_남_70~79세,"11,307",812,998,281,529,267,616,145,218,710,499,432,773,387,500,619,323,743,581,437,399,588,450,
2021년01월_남_80~89세,"3,393",215,399,97,152,59,157,31,72,158,129,120,181,113,145,192,90,215,244,152,162,170,140,
2021년01월_남_90~99세,327,20,45,3,13,7,17,4,4,19,14,5,13,13,22,23,15,15,17,13,19,12,14,
2021년01월_남_100세 이상,36,2,7,0,0,1,2,3,1,4,0,0,1,2,1,1,2,4,2,1,1,1,0,
2021년01월_여_총인구수,"268,130","22,515","20,272","15,780","24,583","15,390","14,122","3,129","4,901","11,031","6,405","7,015","16,079","5,692","10,476","8,110","5,257","15,937","11,239","12,129","14,197","12,113","11,758",
2021년01월_여_연령구간인구수,"268,130","22,515","20,272","15,780","24,583","15,390","14,122","3,129","4,901","11,031","6,405","7,015","16,079","5,692","10,476","8,110","5,257","15,937","11,239","12,129","14,197","12,113","11,758",
2021년01월_여_0~9세,"23,894","2,180","1,192","1,821","3,241","2,299","1,549",174,228,593,335,258,"1,360",290,673,323,400,"1,255",924,"1,189","1,459","1,132","1,019",
2021년01월_여_10~19세,"27,587","2,111","1,705","2,233","3,081","1,912","1,019",196,364,746,438,631,"1,520",426,969,591,364,"1,684","1,369","1,714","1,592","1,290","1,632",
2021년01월_여_20~29세,"34,861","3,177","3,019","2,007","2,852","1,627","1,722",437,763,"1,509",758,"1,019","2,080",785,"1,408","1,114",672,"2,215","1,338","1,326","1,924","1,508","1,601",
2021년01월_여_30~39세,"38,684","4,033","2,294","2,868","4,357","3,029","2,462",410,533,"1,268",696,659,"2,196",653,"1,257",804,773,"2,130","1,237","1,688","2,265","1,608","1,464",
2021년01월_여_40~49세,"46,653","4,090","3,048","3,320","5,064","3,054","2,133",368,649,"1,450",857,991,"2,426",800,"1,602","1,094",759,"2,822","2,227","2,805","2,761","2,094","2,239",
2021년01월_여_50~59세,"46,010","3,450","4,298","1,967","3,311","1,986","2,368",784,"1,189","2,364","1,358","1,501","3,051","1,154","2,117","1,674",957,"2,743","1,833","1,606","2,228","2,135","1,936",
2021년01월_여_60~69세,"28,936","2,056","2,554",944,"1,726",968,"1,687",473,692,"1,798","1,104","1,089","2,154",850,"1,457","1,403",769,"1,705","1,150",962,"1,130","1,272",993,
2021년01월_여_70~79세,"13,168",930,"1,274",383,596,309,713,152,286,806,536,527,820,472,573,658,326,852,738,540,524,627,526,
2021년01월_여_80~89세,"6,912",403,734,197,283,164,379,102,171,417,264,291,386,231,344,368,191,446,377,246,269,360,289,
2021년01월_여_90~99세,"1,350",83,145,38,68,42,85,29,24,74,55,47,81,30,74,75,42,77,42,50,44,86,59,
2021년01월_여_100세 이상,75,2,9,2,4,0,5,4,2,6,4,2,5,1,2,6,4,8,4,3,1,1,0,
2021년02월_계_총인구수,"541,164","45,717","41,246","31,435","48,888","30,470","28,299","6,584","9,797","22,692","13,312","14,141","32,102","12,250","20,374","16,500","10,853","33,014","22,762","24,627","28,280","24,653","23,168",
2021년02월_계_연령구간인구수,"541,164","45,717","41,246","31,435","48,888","30,470","28,299","6,584","9,797","22,692","13,312","14,141","32,102","12,250","20,374","16,500","10,853","33,014","22,762","24,627","28,280","24,653","23,168",
2021년02월_계_0~9세,"49,151","4,540","2,364","3,821","6,724","4,695","3,282",327,450,"1,218",672,592,"2,741",620,"1,385",658,774,"2,644","1,879","2,502","2,908","2,250","2,105",
2021년02월_계_10~19세,"56,424","4,454","3,508","4,439","6,369","3,869","2,121",400,745,"1,557",914,"1,228","2,976",876,"1,919","1,244",802,"3,447","2,810","3,525","3,311","2,656","3,254",
2021년02월_계_20~29세,"72,084","6,442","6,550","3,908","5,711","3,263","3,454","1,013","1,569","3,227","1,721","2,165","4,291","1,726","2,930","2,358","1,347","4,701","2,847","2,767","3,821","3,115","3,158",
2021년02월_계_30~39세,"78,606","8,236","4,908","5,696","8,106","5,594","4,866",910,"1,203","2,954","1,542","1,534","4,451","1,584","2,519","1,808","1,631","4,641","2,521","3,293","4,509","3,244","2,856",
2021년02월_계_40~49세,"95,247","8,512","6,223","6,538","10,133","6,184","4,571",817,"1,313","3,199","1,882","2,071","4,962","1,844","3,040","2,256","1,623","5,842","4,464","5,579","5,476","4,322","4,396",
2021년02월_계_50~59세,"93,479","6,932","8,678","4,086","6,667","3,970","4,660","1,618","2,247","4,734","2,745","2,957","6,000","2,516","3,980","3,358","1,982","5,800","3,980","3,695","4,579","4,411","3,884",
2021년02월_계_60~69세,"59,457","4,111","5,390","1,937","3,525","2,047","3,374","1,030","1,496","3,596","2,320","2,168","4,406","1,833","2,936","2,869","1,694","3,584","2,251","1,816","2,250","2,795","2,029",
2021년02월_계_70~79세,"24,518","1,747","2,275",669,"1,129",578,"1,340",295,500,"1,522","1,042",955,"1,602",859,"1,074","1,279",649,"1,587","1,316",978,927,"1,215",980,
2021년02월_계_80~89세,"10,378",632,"1,139",297,440,220,526,135,240,578,400,416,568,345,493,564,287,663,630,405,431,538,431,
2021년02월_계_90~99세,"1,703",107,195,42,79,49,98,33,30,97,69,52,98,44,95,99,58,92,58,63,66,104,75,
2021년02월_계_100세 이상,117,4,16,2,5,1,7,6,4,10,5,3,7,3,3,7,6,13,6,4,2,3,0,
2021년02월_남_총인구수,"273,369","23,243","21,021","15,646","24,315","15,093","14,188","3,468","4,913","11,682","6,925","7,138","16,057","6,541","9,929","8,403","5,600","17,085","11,562","12,471","14,112","12,563","11,414",
2021년02월_남_연령구간인구수,"273,369","23,243","21,021","15,646","24,315","15,093","14,188","3,468","4,913","11,682","6,925","7,138","16,057","6,541","9,929","8,403","5,600","17,085","11,562","12,471","14,112","12,563","11,414",
2021년02월_남_0~9세,"25,443","2,372","1,191","2,015","3,504","2,398","1,737",160,224,632,342,340,"1,387",332,719,335,378,"1,403",976,"1,319","1,459","1,130","1,090",
2021년02월_남_10~19세,"28,936","2,342","1,812","2,221","3,284","1,964","1,102",208,391,815,484,597,"1,465",455,961,661,431,"1,765","1,442","1,815","1,730","1,368","1,623",
