카테고리,전라남도 장흥군,전라남도 장흥군 장흥읍,전라남도 장흥군 관산읍,전라남도 장흥군 대덕읍,전라남도 장흥군 용산면,전라남도 장흥군 안양면,전라남도 장흥군 장동면,전라남도 장흥군 장평면,전라남도 장흥군 유치면,전라남도 장흥군 부산면,전라남도 장흥군 회진면
2021년06월_계_0~9세,"1,894","1,237",145,130,80,75,35,36,13,37,106
2021년06월_계_10~19세,"2,671","1,547",280,195,103,125,48,103,34,71,165
2021년06월_계_20~29세,"2,985","1,575",317,207,133,192,67,140,57,91,206
2021년06월_계_30~39세,"2,604","1,473",267,180,135,153,66,89,46,47,148
2021년06월_계_40~49세,"3,950","2,058",401,322,191,250,92,147,92,138,259
2021년06월_계_50~59세,"6,194","2,467",833,555,340,480,206,377,243,245,448
2021년06월_계_60~69세,"6,687","2,198",996,680,512,582,265,392,254,248,560
2021년06월_계_70~79세,"5,380","1,472",880,564,402,472,210,401,172,262,545
2021년06월_계_80~89세,"3,980",916,646,422,337,385,224,368,129,244,309
2021년06월_계_90~99세,659,165,102,67,73,85,25,40,23,53,26
2021년06월_계_100세 이상,24,11,3,2,3,1,2,1,0,1,0
2021년06월_남_총인구수,"18,009","7,371","2,372","1,599","1,118","1,366",592,998,538,703,"1,352"
2021년06월_남_연령구간인구수,"18,009","7,371","2,372","1,599","1,118","1,366",592,998,538,703,"1,352"
2021년06월_남_0~9세,949,611,83,49,43,47,14,17,3,23,59
2021년06월_남_10~19세,"1,412",803,160,102,58,72,24,51,20,34,88
2021년06월_남_20~29세,"1,693",873,186,116,82,112,34,78,36,49,127
2021년06월_남_30~39세,"1,371",723,144,98,84,93,37,53,30,24,85
2021년06월_남_40~49세,"2,175","1,028",233,202,116,146,62,100,55,83,150
2021년06월_남_50~59세,"3,397","1,312",447,312,191,273,122,214,144,149,233
2021년06월_남_60~69세,"3,339","1,057",515,341,270,298,133,204,131,133,257
2021년06월_남_70~79세,"2,296",637,363,235,168,206,95,166,75,109,242
2021년06월_남_80~89세,"1,248",296,218,129,94,105,65,107,38,89,107
2021년06월_남_90~99세,126,30,23,15,12,14,5,8,6,9,4
2021년06월_남_100세 이상,3,1,0,0,0,0,1,0,0,1,0
2021년06월_여_총인구수,"19,019","7,748","2,498","1,725","1,191","1,434",648,"1,096",525,734,"1,420"
2021년06월_여_연령구간인구수,"19,019","7,748","2,498","1,725","1,191","1,434",648,"1,096",525,734,"1,420"
2021년06월_여_0~9세,945,626,62,81,37,28,21,19,10,14,47
2021년06월_여_10~19세,"1,259",744,120,93,45,53,24,52,14,37,77
2021년06월_여_20~29세,"1,292",702,131,91,51,80,33,62,21,42,79
2021년06월_여_30~39세,"1,233",750,123,82,51,60,29,36,16,23,63
2021년06월_여_40~49세,"1,775","1,030",168,120,75,104,30,47,37,55,109
2021년06월_여_50~59세,"2,797","1,155",386,243,149,207,84,163,99,96,215
2021년06월_여_60~69세,"3,348","1,141",481,339,242,284,132,188,123,115,303
2021년06월_여_70~79세,"3,084",835,517,329,234,266,115,235,97,153,303
2021년06월_여_80~89세,"2,732",620,428,293,243,280,159,261,91,155,202
2021년06월_여_90~99세,533,135,79,52,61,71,20,32,17,44,22
2021년06월_여_100세 이상,21,10,3,2,3,1,1,1,0,0,0
2021년07월_계_총인구수,"36,963","15,079","4,870","3,327","2,304","2,814","1,236","2,086","1,061","1,427","2,759"
2021년07월_계_연령구간인구수,"36,963","15,079","4,870","3,327","2,304","2,814","1,236","2,086","1,061","1,427","2,759"
2021년07월_계_0~9세,"1,897","1,233",149,130,79,77,35,36,13,38,107
2021년07월_계_10~19세,"2,656","1,540",280,195,105,126,46,100,33,68,163
2021년07월_계_20~29세,"2,973","1,568",321,207,129,195,66,138,57,91,201
2021년07월_계_30~39세,"2,593","1,474",267,177,131,155,64,87,45,48,145
2021년07월_계_40~49세,"3,917","2,048",395,316,191,250,90,149,92,130,256
2021년07월_계_50~59세,"6,185","2,451",829,560,346,483,208,371,240,249,448
2021년07월_계_60~69세,"6,712","2,204","1,000",683,513,586,269,396,257,244,560
2021년07월_계_70~79세,"5,363","1,473",876,560,400,474,207,396,174,260,543
2021년07월_계_80~89세,"3,976",912,646,429,336,378,224,370,127,245,309
2021년07월_계_90~99세,668,165,104,69,71,89,25,42,23,53,27
2021년07월_계_100세 이상,23,11,3,1,3,1,2,1,0,1,0
2021년07월_남_총인구수,"17,978","7,359","2,366","1,602","1,115","1,368",593,993,536,701,"1,345"
2021년07월_남_연령구간인구수,"17,978","7,359","2,366","1,602","1,115","1,368",593,993,536,701,"1,345"
2021년07월_남_0~9세,952,608,84,50,43,48,14,18,3,24,60
2021년07월_남_10~19세,"1,400",801,159,100,58,72,24,47,19,32,88
2021년07월_남_20~29세,"1,683",864,187,117,81,112,33,79,35,50,125
2021년07월_남_30~39세,"1,375",734,144,96,81,94,36,53,29,26,82
2021년07월_남_40~49세,"2,157","1,029",227,199,115,144,60,101,55,78,149
2021년07월_남_50~59세,"3,393","1,297",448,317,194,275,124,210,144,152,232
2021년07월_남_60~69세,"3,351","1,061",514,344,271,298,137,206,132,131,257
2021년07월_남_70~79세,"2,291",640,363,232,168,207,94,162,76,109,240
2021년07월_남_80~89세,"1,246",295,215,132,92,104,65,109,37,89,108
2021년07월_남_90~99세,127,29,25,15,12,14,5,8,6,9,4
2021년07월_남_100세 이상,3,1,0,0,0,0,1,0,0,1,0
2021년07월_여_총인구수,"18,985","7,720","2,504","1,725","1,189","1,446",643,"1,093",525,726,"1,414"
2021년07월_여_연령구간인구수,"18,985","7,720","2,504","1,725","1,189","1,446",643,"1,093",525,726,"1,414"
2021년07월_여_0~9세,945,625,65,80,36,29,21,18,10,14,47
2021년07월_여_10~19세,"1,256",739,121,95,47,54,22,53,14,36,75
2021년07월_여_20~29세,"1,290",704,134,90,48,83,33,59,22,41,76
2021년07월_여_30~39세,"1,218",740,123,81,50,61,28,34,16,22,63
2021년07월_여_40~49세,"1,760","1,019",168,117,76,106,30,48,37,52,107
2021년07월_여_50~59세,"2,792","1,154",381,243,152,208,84,161,96,97,216
2021년07월_여_60~69세,"3,361","1,143",486,339,242,288,132,190,125,113,303
2021년07월_여_70~79세,"3,072",833,513,328,232,267,113,234,98,151,303
2021년07월_여_80~89세,"2,730",617,431,297,244,274,159,261,90,156,201
2021년07월_여_90~99세,541,136,79,54,59,75,20,34,17,44,23
2021년07월_여_100세 이상,20,10,3,1,3,1,1,1,0,0,0
2021년08월_계_총인구수,"36,876","15,061","4,859","3,324","2,307","2,813","1,226","2,071","1,054","1,416","2,745"
2021년08월_계_연령구간인구수,"36,876","15,061","4,859","3,324","2,307","2,813","1,226","2,071","1,054","1,416","2,745"
2021년08월_계_0~9세,"1,885","1,236",149,129,76,78,31,35,13,35,103
2021년08월_계_10~19세,"2,644","1,533",280,199,111,124,46,94,30,67,160
2021년08월_계_20~29세,"2,945","1,559",318,204,126,194,63,136,60,87,198
2021년08월_계_30~39세,"2,591","1,473",266,175,130,155,62,86,47,51,146
2021년08월_계_40~49세,"3,890","2,043",395,308,192,250,87,147,90,125,253
2021년08월_계_50~59세,"6,164","2,442",820,563,342,485,207,369,236,251,449
2021년08월_계_60~69세,"6,723","2,208","1,007",684,518,581,272,393,256,246,558
2021년08월_계_70~79세,"5,352","1,477",873,560,400,477,205,396,175,257,532
2021년08월_계_80~89세,"3,988",913,645,431,338,379,226,371,124,244,317
2021년08월_계_90~99세,669,165,102,70,71,89,25,43,23,52,29
2021년08월_계_100세 이상,25,12,4,1,3,1,2,1,0,1,0
2021년08월_남_총인구수,"17,931","7,345","2,361","1,598","1,118","1,368",591,983,532,698,"1,337"
2021년08월_남_연령구간인구수,"17,931","7,345","2,361","1,598","1,118","1,368",591,983,532,698,"1,337"
2021년08월_남_0~9세,939,604,83,49,42,49,12,18,3,22,57
2021년08월_남_10~19세,"1,403",804,158,102,61,72,24,43,18,32,89
2021년08월_남_20~29세,"1,663",858,183,115,81,110,32,80,35,48,121
2021년08월_남_30~39세,"1,372",729,146,95,80,95,36,51,30,27,83
2021년08월_남_40~49세,"2,143","1,028",227,193,118,144,57,99,54,73,150
2021년08월_남_50~59세,"3,389","1,292",447,321,190,276,126,209,141,156,231
2021년08월_남_60~69세,"3,345","1,061",517,342,273,293,139,203,131,131,255
2021년08월_남_70~79세,"2,293",644,362,234,167,208,93,161,78,109,237
2021년08월_남_80~89세,"1,254",295,214,132,94,107,66,110,36,90,110
2021년08월_남_90~99세,125,28,23,15,12,14,5,9,6,9,4
2021년08월_남_100세 이상,5,2,1,0,0,0,1,0,0,1,0
2021년08월_여_총인구수,"18,945","7,716","2,498","1,726","1,189","1,445",635,"1,088",522,718,"1,408"
2021년08월_여_연령구간인구수,"18,945","7,716","2,498","1,726","1,189","1,445",635,"1,088",522,718,"1,408"
2021년08월_여_0~9세,946,632,66,80,34,29,19,17,10,13,46
2021년08월_여_10~19세,"1,241",729,122,97,50,52,22,51,12,35,71
2021년08월_여_20~29세,"1,282",701,135,89,45,84,31,56,25,39,77
2021년08월_여_30~39세,"1,219",744,120,80,50,60,26,35,17,24,63
2021년08월_여_40~49세,"1,747","1,015",168,115,74,106,30,48,36,52,103
2021년08월_여_50~59세,"2,775","1,150",373,242,152,209,81,160,95,95,218
2021년08월_여_60~69세,"3,378","1,147",490,342,245,288,133,190,125,115,303
2021년08월_여_70~79세,"3,059",833,511,326,233,269,112,235,97,148,295
2021년08월_여_80~89세,"2,734",618,431,299,244,272,160,261,88,154,207
2021년08월_여_90~99세,544,137,79,55,59,75,20,34,17,43,25
2021년08월_여_100세 이상,20,10,3,1,3,1,1,1,0,0,0
2021년09월_계_총인구수,"36,742","15,009","4,842","3,316","2,313","2,804","1,220","2,058","1,049","1,398","2,733"
2021년09월_계_연령구간인구수,"36,742","15,009","4,842","3,316","2,313","2,804","1,220","2,058","1,049","1,398","2,733"
2021년09월_계_0~9세,"1,862","1,223",144,125,77,79,31,36,13,33,101
2021년09월_계_10~19세,"2,639","1,527",281,200,115,124,46,92,29,65,160
2021년09월_계_20~29세,"2,887","1,545",307,202,121,182,62,131,59,87,191
2021년09월_계_30~39세,"2,567","1,471",261,170,127,154,61,86,47,47,143
2021년09월_계_40~49세,"3,872","2,032",397,304,199,250,86,147,86,120,251
2021년09월_계_50~59세,"6,151","2,440",812,570,341,480,203,369,239,248,449
2021년09월_계_60~69세,"6,725","2,209","1,004",680,521,587,273,391,255,246,559
2021년09월_계_70~79세,"5,347","1,473",880,560,400,477,204,395,176,253,529
2021년09월_계_80~89세,"3,998",914,650,433,339,379,226,366,124,246,321
2021년09월_계_90~99세,669,163,102,71,70,91,26,44,21,52,29
2021년09월_계_100세 이상,25,12,4,1,3,1,2,1,0,1,0
2021년09월_남_총인구수,"17,856","7,326","2,344","1,596","1,120","1,361",588,973,530,688,"1,330"
2021년09월_남_연령구간인구수,"17,856","7,326","2,344","1,596","1,120","1,361",588,973,530,688,"1,330"
2021년09월_남_0~9세,926,600,80,47,43,49,12,18,3,20,54
2021년09월_남_10~19세,"1,400",802,158,103,62,72,24,42,18,31,88
2021년09월_남_20~29세,"1,629",851,178,117,78,101,31,75,34,47,117
2021년09월_남_30~39세,"1,358",730,143,91,77,96,35,51,30,24,81
2021년09월_남_40~49세,"2,134","1,023",226,190,122,144,56,99,53,72,149
2021년09월_남_50~59세,"3,393","1,292",444,325,190,274,125,210,143,155,235
2021년09월_남_60~69세,"3,337","1,057",510,341,273,296,139,201,131,133,256
2021년09월_남_70~79세,"2,293",644,366,237,168,207,93,160,78,106,234
2021년09월_남_80~89세,"1,254",297,214,129,95,108,66,108,35,90,112
2021년09월_남_90~99세,127,28,24,16,12,14,6,9,5,9,4
2021년09월_남_100세 이상,5,2,1,0,0,0,1,0,0,1,0
2021년09월_여_총인구수,"18,886","7,683","2,498","1,720","1,193","1,443",632,"1,085",519,710,"1,403"
2021년09월_여_연령구간인구수,"18,886","7,683","2,498","1,720","1,193","1,443",632,"1,085",519,710,"1,403"
2021년09월_여_0~9세,936,623,64,78,34,30,19,18,10,13,47
2021년09월_여_10~19세,"1,239",725,123,97,53,52,22,50,11,34,72
2021년09월_여_20~29세,"1,258",694,129,85,43,81,31,56,25,40,74
2021년09월_여_30~39세,"1,209",741,118,79,50,58,26,35,17,23,62
2021년09월_여_40~49세,"1,738","1,009",171,114,77,106,30,48,33,48,102
2021년09월_여_50~59세,"2,758","1,148",368,245,151,206,78,159,96,93,214
2021년09월_여_60~69세,"3,388","1,152",494,339,248,291,134,190,124,113,303
2021년09월_여_70~79세,"3,054",829,514,323,232,270,111,235,98,147,295
2021년09월_여_80~89세,"2,744",617,436,304,244,271,160,258,89,156,209
2021년09월_여_90~99세,542,135,78,55,58,77,20,35,16,43,25
2021년09월_여_100세 이상,20,10,3,1,3,1,1,1,0,0,0
2021년10월_계_총인구수,"36,701","15,002","4,840","3,306","2,314","2,805","1,218","2,064","1,043","1,388","2,721"
2021년10월_계_연령구간인구수,"36,701","15,002","4,840","3,306","2,314","2,805","1,218","2,064","1,043","1,388","2,721"
2021년10월_계_0~9세,"1,855","1,224",138,124,77,78,33,37,13,30,101
2021년10월_계_10~19세,"2,627","1,519",280,197,117,124,45,93,28,65,159
2021년10월_계_20~29세,"2,885","1,552",305,203,119,182,61,130,58,87,188
2021년10월_계_30~39세,"2,553","1,452",262,170,129,157,60,88,45,46,144
2021년10월_계_40~49세,"3,852","2,029",398,303,197,243,86,145,86,117,248
2021년10월_계_50~59세,"6,139","2,452",802,565,344,481,201,366,239,249,440
2021년10월_계_60~69세,"6,738","2,200","1,014",679,517,592,275,400,252,246,563
2021년10월_계_70~79세,"5,347","1,477",885,558,400,475,203,392,176,252,529
2021년10월_계_80~89세,"4,011",923,648,435,341,381,226,368,124,246,319
2021년10월_계_90~99세,669,162,104,71,70,91,26,44,22,49,30
2021년10월_계_100세 이상,25,12,4,1,3,1,2,1,0,1,0
2021년10월_남_총인구수,"17,854","7,332","2,346","1,594","1,119","1,362",588,979,528,682,"1,324"
2021년10월_남_연령구간인구수,"17,854","7,332","2,346","1,594","1,119","1,362",588,979,528,682,"1,324"
2021년10월_남_0~9세,924,605,76,47,41,49,13,18,3,18,54
2021년10월_남_10~19세,"1,393",795,156,105,63,71,23,43,18,32,87
2021년10월_남_20~29세,"1,630",860,178,118,74,101,31,74,33,46,115
2021년10월_남_30~39세,"1,354",724,144,91,78,96,35,52,29,24,81
2021년10월_남_40~49세,"2,121","1,016",229,189,122,140,56,97,54,71,147
2021년10월_남_50~59세,"3,392","1,303",442,321,193,275,124,208,142,154,230
2021년10월_남_60~69세,"3,354","1,055",516,339,271,301,140,209,131,133,259
2021년10월_남_70~79세,"2,299",647,367,240,169,203,93,162,78,105,235
2021년10월_남_80~89세,"1,255",297,212,128,97,111,67,107,35,89,112
2021년10월_남_90~99세,127,28,25,16,11,15,5,9,5,9,4
2021년10월_남_100세 이상,5,2,1,0,0,0,1,0,0,1,0
2021년10월_여_총인구수,"18,847","7,670","2,494","1,712","1,195","1,443",630,"1,085",515,706,"1,397"
2021년10월_여_연령구간인구수,"18,847","7,670","2,494","1,712","1,195","1,443",630,"1,085",515,706,"1,397"
2021년10월_여_0~9세,931,619,62,77,36,29,20,19,10,12,47
2021년10월_여_10~19세,"1,234",724,124,92,54,53,22,50,10,33,72
2021년10월_여_20~29세,"1,255",692,127,85,45,81,30,56,25,41,73
2021년10월_여_30~39세,"1,199",728,118,79,51,61,25,36,16,22,63
2021년10월_여_40~49세,"1,731","1,013",169,114,75,103,30,48,32,46,101
2021년10월_여_50~59세,"2,747","1,149",360,244,151,206,77,158,97,95,210
2021년10월_여_60~69세,"3,384","1,145",498,340,246,291,135,191,121,113,304
2021년10월_여_70~79세,"3,048",830,518,318,231,272,110,230,98,147,294
2021년10월_여_80~89세,"2,756",626,436,307,244,270,159,261,89,157,207
2021년10월_여_90~99세,542,134,79,55,59,76,21,35,17,40,26
2021년10월_여_100세 이상,20,10,3,1,3,1,1,1,0,0,0
2021년11월_계_총인구수,"36,622","14,969","4,844","3,292","2,309","2,791","1,220","2,067","1,036","1,385","2,709"
2021년11월_계_연령구간인구수,"36,622","14,969","4,844","3,292","2,309","2,791","1,220","2,067","1,036","1,385","2,709"
2021년11월_계_0~9세,"1,838","1,217",137,121,79,75,33,37,13,29,97
2021년11월_계_10~19세,"2,627","1,528",279,196,115,125,43,91,27,66,157
2021년11월_계_20~29세,"2,876","1,540",306,205,120,180,63,134,55,84,189
2021년11월_계_30~39세,"2,526","1,437",263,167,126,153,61,89,44,47,139
2021년11월_계_40~49세,"3,846","2,030",404,301,197,240,86,144,85,113,246
2021년11월_계_50~59세,"6,138","2,463",796,566,346,474,201,368,236,254,434
2021년11월_계_60~69세,"6,726","2,186","1,017",672,515,596,274,399,250,245,572
2021년11월_계_70~79세,"5,347","1,479",889,563,397,474,203,388,180,246,528
2021년11월_계_80~89세,"4,006",924,645,430,342,383,226,370,124,246,316
2021년11월_계_90~99세,675,162,104,70,69,89,28,46,22,54,31
2021년11월_계_100세 이상,17,3,4,1,3,2,2,1,0,1,0
2021년11월_남_총인구수,"17,821","7,323","2,344","1,581","1,118","1,356",592,982,523,678,"1,324"
2021년11월_남_연령구간인구수,"17,821","7,323","2,344","1,581","1,118","1,356",592,982,523,678,"1,324"
2021년11월_남_0~9세,909,596,74,47,42,47,13,18,3,18,51
2021년11월_남_10~19세,"1,397",804,155,104,61,73,22,42,17,32,87
2021년11월_남_20~29세,"1,627",855,181,118,76,98,33,76,30,44,116
2021년11월_남_30~39세,"1,339",717,142,89,73,95,36,54,28,24,81
2021년11월_남_40~49세,"2,124","1,020",233,188,122,138,56,99,53,68,147
2021년11월_남_50~59세,"3,388","1,310",439,319,193,271,124,207,140,157,228
2021년11월_남_60~69세,"3,341","1,042",515,332,273,303,141,210,131,131,263
2021년11월_남_70~79세,"2,316",654,369,246,168,205,93,159,81,106,235
2021년11월_남_80~89세,"1,248",297,211,123,99,112,67,106,35,87,111
2021년11월_남_90~99세,129,28,24,15,11,14,6,11,5,10,5
2021년11월_남_100세 이상,3,0,1,0,0,0,1,0,0,1,0
2021년11월_여_총인구수,"18,801","7,646","2,500","1,711","1,191","1,435",628,"1,085",513,707,"1,385"
2021년11월_여_연령구간인구수,"18,801","7,646","2,500","1,711","1,191","1,435",628,"1,085",513,707,"1,385"
2021년11월_여_0~9세,929,621,63,74,37,28,20,19,10,11,46
2021년11월_여_10~19세,"1,230",724,124,92,54,52,21,49,10,34,70
2021년11월_여_20~29세,"1,249",685,125,87,44,82,30,58,25,40,73
2021년11월_여_30~39세,"1,187",720,121,78,53,58,25,35,16,23,58
2021년11월_여_40~49세,"1,722","1,010",171,113,75,102,30,45,32,45,99
2021년11월_여_50~59세,"2,750","1,153",357,247,153,203,77,161,96,97,206
2021년11월_여_60~69세,"3,385","1,144",502,340,242,293,133,189,119,114,309
2021년11월_여_70~79세,"3,031",825,520,317,229,269,110,229,99,140,293
2021년11월_여_80~89세,"2,758",627,434,307,243,271,159,264,89,159,205
2021년11월_여_90~99세,546,134,80,55,58,75,22,35,17,44,26
2021년11월_여_100세 이상,14,3,3,1,3,2,1,1,0,0,0
2021년12월_계_총인구수,"36,547","14,916","4,851","3,272","2,303","2,795","1,217","2,073","1,028","1,386","2,706"
2021년12월_계_연령구간인구수,"36,547","14,916","4,851","3,272","2,303","2,795","1,217","2,073","1,028","1,386","2,706"
2021년12월_계_0~9세,"1,834","1,213",140,116,82,75,34,37,11,29,97
2021년12월_계_10~19세,"2,605","1,512",277,196,111,123,44,92,26,66,158
2021년12월_계_20~29세,"2,869","1,526",308,199,128,186,62,131,54,85,190
2021년12월_계_30~39세,"2,513","1,436",262,164,126,150,62,90,39,48,136
2021년12월_계_40~49세,"3,825","2,021",408,295,191,242,83,144,85,115,241
2021년12월_계_50~59세,"6,135","2,463",790,568,342,473,206,369,235,253,436
2021년12월_계_60~69세,"6,736","2,188","1,027",669,518,595,270,402,253,241,573
2021년12월_계_70~79세,"5,341","1,474",887,564,395,477,205,389,174,248,528
2021년12월_계_80~89세,"3,998",916,642,431,339,383,221,372,131,247,316
2021년12월_계_90~99세,677,164,106,70,69,89,29,46,20,53,31
2021년12월_계_100세 이상,14,3,4,0,2,2,1,1,0,1,0
2021년12월_남_총인구수,"17,785","7,289","2,348","1,573","1,118","1,359",593,986,517,679,"1,323"
2021년12월_남_연령구간인구수,"17,785","7,289","2,348","1,573","1,118","1,359",593,986,517,679,"1,323"
2021년12월_남_0~9세,912,595,76,45,44,48,13,18,3,18,52
2021년12월_남_10~19세,"1,381",794,154,103,60,70,23,42,16,32,87
2021년12월_남_20~29세,"1,624",852,182,115,78,101,32,73,30,43,118
2021년12월_남_30~39세,"1,338",720,144,88,72,94,37,55,23,25,80
2021년12월_남_40~49세,"2,104","1,007",235,184,122,137,54,98,53,70,144
2021년12월_남_50~59세,"3,388","1,308",432,321,193,273,128,208,139,157,229
2021년12월_남_60~69세,"3,349","1,041",520,331,275,303,140,213,132,131,263
2021년12월_남_70~79세,"2,312",650,368,247,168,205,94,161,79,105,235
2021년12월_남_80~89세,"1,243",293,212,124,95,114,64,107,37,87,110
2021년12월_남_90~99세,131,29,24,15,11,14,7,11,5,10,5
2021년12월_남_100세 이상,3,0,1,0,0,0,1,0,0,1,0
2021년12월_여_총인구수,"18,762","7,627","2,503","1,699","1,185","1,436",624,"1,087",511,707,"1,383"
2021년12월_여_연령구간인구수,"18,762","7,627","2,503","1,699","1,185","1,436",624,"1,087",511,707,"1,383"
2021년12월_여_0~9세,922,618,64,71,38,27,21,19,8,11,45
2021년12월_여_10~19세,"1,224",718,123,93,51,53,21,50,10,34,71
2021년12월_여_20~29세,"1,245",674,126,84,50,85,30,58,24,42,72
2021년12월_여_30~39세,"1,175",716,118,76,54,56,25,35,16,23,56
2021년12월_여_40~49세,"1,721","1,014",173,111,69,105,29,46,32,45,97
2021년12월_여_50~59세,"2,747","1,155",358,247,149,200,78,161,96,96,207
2021년12월_여_60~69세,"3,387","1,147",507,338,243,292,130,189,121,110,310
2021년12월_여_70~79세,"3,029",824,519,317,227,272,111,228,95,143,293
2021년12월_여_80~89세,"2,755",623,430,307,244,269,157,265,94,160,206
2021년12월_여_90~99세,546,135,82,55,58,75,22,35,15,43,26
2021년12월_여_100세 이상,11,3,3,0,2,2,0,1,0,0,0
