카테고리,대전광역시 동구,대전광역시 동구 중앙동,대전광역시 동구 효동,대전광역시 동구 신인동,대전광역시 동구 판암1동,대전광역시 동구 판암2동,대전광역시 동구 용운동,대전광역시 동구 대동,대전광역시 동구 자양동,대전광역시 동구 가양1동,대전광역시 동구 가양2동,대전광역시 동구 용전동,대전광역시 동구 성남동,대전광역시 동구 홍도동,대전광역시 동구 삼성동,대전광역시 동구 대청동,대전광역시 동구 산내동
2021년04월_여_10~19세,"9,626",66,"1,578",413,469,184,920,643,442,550,854,719,466,383,594,71,"1,274"
2021년04월_여_20~29세,"14,160",163,"1,176",677,704,338,"1,567",838,"1,215",866,"1,390","1,925",625,950,690,83,953
2021년04월_여_30~39세,"11,821",149,"1,479",743,672,288,"1,357",941,408,632,814,"1,266",710,559,636,57,"1,110"
2021년04월_여_40~49세,"16,146",170,"2,435",830,862,434,"1,586","1,153",515,906,"1,296","1,453",828,696,"1,012",107,"1,863"
2021년04월_여_50~59세,"17,673",324,"1,796","1,013","1,105",729,"1,777","1,165",738,"1,069","1,625","1,565","1,040",888,"1,193",193,"1,453"
2021년04월_여_60~69세,"17,227",504,"1,558","1,084","1,037","1,001","1,527","1,021",752,"1,129","1,411","1,385","1,033",852,"1,259",249,"1,425"
2021년04월_여_70~79세,"10,521",407,877,654,679,762,767,634,476,730,788,747,657,485,816,174,868
2021년04월_여_80~89세,"5,468",213,381,308,401,484,398,339,235,357,386,318,329,244,412,177,486
2021년04월_여_90~99세,843,30,74,54,50,69,60,59,34,43,63,48,58,43,55,26,77
2021년04월_여_100세 이상,29,1,2,1,1,0,2,3,4,3,3,1,3,0,0,0,5
2021년05월_계_총인구수,"223,353","4,717","24,816","12,150","12,403","8,637","21,751","14,997","10,629","13,807","18,252","20,470","12,167","10,970","14,308","2,449","20,830"
2021년05월_계_연령구간인구수,"223,353","4,717","24,816","12,150","12,403","8,637","21,751","14,997","10,629","13,807","18,252","20,470","12,167","10,970","14,308","2,449","20,830"
2021년05월_계_0~9세,"14,792",105,"2,462",879,759,254,"1,681","1,384",375,792,913,"1,049",875,573,773,61,"1,857"
2021년05월_계_10~19세,"19,873",143,"3,338",888,970,372,"1,835","1,385",846,"1,095","1,755","1,474",941,788,"1,240",135,"2,668"
2021년05월_계_20~29세,"30,295",363,"2,563","1,352","1,475",769,"3,343","1,772","2,723","1,959","2,889","3,971","1,338","1,983","1,530",202,"2,063"
2021년05월_계_30~39세,"25,709",374,"2,843","1,578","1,469",726,"2,940","1,998","1,055","1,411","1,875","2,961","1,473","1,273","1,387",155,"2,191"
2021년05월_계_40~49세,"33,926",494,"4,834","1,753","1,707",999,"3,288","2,347","1,236","2,039","2,673","3,131","1,751","1,538","2,137",250,"3,749"
2021년05월_계_50~59세,"36,343",938,"3,544","1,932","2,153","1,501","3,561","2,353","1,545","2,292","3,293","3,279","2,076","1,839","2,518",448,"3,071"
2021년05월_계_60~69세,"33,606","1,151","2,935","1,965","1,996","1,925","2,986","2,011","1,518","2,262","2,734","2,675","1,960","1,667","2,453",582,"2,786"
2021년05월_계_70~79세,"19,042",778,"1,570","1,206","1,200","1,288","1,427","1,137",895,"1,320","1,421","1,358","1,171",858,"1,504",323,"1,586"
2021년05월_계_80~89세,"8,598",331,628,528,594,710,605,526,391,573,618,508,500,402,684,253,747
2021년05월_계_90~99세,"1,130",38,97,67,78,92,81,81,41,60,78,63,79,49,81,40,105
2021년05월_계_100세 이상,39,2,2,2,2,1,4,3,4,4,3,1,3,0,1,0,7
2021년05월_남_총인구수,"112,656","2,644","12,232","5,941","6,058","4,234","10,992","7,511","5,605","7,121","9,187","10,539","6,021","5,570","7,274","1,275","10,452"
2021년05월_남_연령구간인구수,"112,656","2,644","12,232","5,941","6,058","4,234","10,992","7,511","5,605","7,121","9,187","10,539","6,021","5,570","7,274","1,275","10,452"
2021년05월_남_0~9세,"7,656",51,"1,233",452,429,128,886,724,199,393,469,537,466,310,379,26,974
2021년05월_남_10~19세,"10,266",74,"1,747",481,496,195,919,735,410,550,913,757,472,405,652,65,"1,395"
2021년05월_남_20~29세,"16,067",205,"1,394",672,770,434,"1,780",927,"1,486","1,084","1,495","2,027",713,"1,005",846,117,"1,112"
2021년05월_남_30~39세,"13,936",224,"1,377",836,794,437,"1,592","1,050",640,781,"1,064","1,708",773,711,750,98,"1,101"
2021년05월_남_40~49세,"17,797",326,"2,404",928,837,572,"1,701","1,187",715,"1,126","1,386","1,684",925,849,"1,130",143,"1,884"
2021년05월_남_50~59세,"18,722",613,"1,753",916,"1,050",779,"1,773","1,200",812,"1,235","1,671","1,719","1,042",946,"1,328",258,"1,627"
2021년05월_남_60~69세,"16,288",646,"1,369",878,942,919,"1,452",974,762,"1,131","1,310","1,290",917,809,"1,202",328,"1,359"
2021년05월_남_70~79세,"8,547",373,694,553,518,527,661,510,420,591,641,610,521,374,695,150,709
2021년05월_남_80~89세,"3,088",122,240,211,196,220,206,183,153,211,224,191,170,156,265,77,263
2021년05월_남_90~99세,279,9,21,13,25,22,20,21,8,18,14,16,22,5,26,13,26
2021년05월_남_100세 이상,10,1,0,1,1,1,2,0,0,1,0,0,0,0,1,0,2
2021년05월_여_총인구수,"110,697","2,073","12,584","6,209","6,345","4,403","10,759","7,486","5,024","6,686","9,065","9,931","6,146","5,400","7,034","1,174","10,378"
2021년05월_여_연령구간인구수,"110,697","2,073","12,584","6,209","6,345","4,403","10,759","7,486","5,024","6,686","9,065","9,931","6,146","5,400","7,034","1,174","10,378"
2021년05월_여_0~9세,"7,136",54,"1,229",427,330,126,795,660,176,399,444,512,409,263,394,35,883
2021년05월_여_10~19세,"9,607",69,"1,591",407,474,177,916,650,436,545,842,717,469,383,588,70,"1,273"
2021년05월_여_20~29세,"14,228",158,"1,169",680,705,335,"1,563",845,"1,237",875,"1,394","1,944",625,978,684,85,951
2021년05월_여_30~39세,"11,773",150,"1,466",742,675,289,"1,348",948,415,630,811,"1,253",700,562,637,57,"1,090"
2021년05월_여_40~49세,"16,129",168,"2,430",825,870,427,"1,587","1,160",521,913,"1,287","1,447",826,689,"1,007",107,"1,865"
2021년05월_여_50~59세,"17,621",325,"1,791","1,016","1,103",722,"1,788","1,153",733,"1,057","1,622","1,560","1,034",893,"1,190",190,"1,444"
2021년05월_여_60~69세,"17,318",505,"1,566","1,087","1,054","1,006","1,534","1,037",756,"1,131","1,424","1,385","1,043",858,"1,251",254,"1,427"
2021년05월_여_70~79세,"10,495",405,876,653,682,761,766,627,475,729,780,748,650,484,809,173,877
2021년05월_여_80~89세,"5,510",209,388,317,398,490,399,343,238,362,394,317,330,246,419,176,484
2021년05월_여_90~99세,851,29,76,54,53,70,61,60,33,42,64,47,57,44,55,27,79
2021년05월_여_100세 이상,29,1,2,1,1,0,2,3,4,3,3,1,3,0,0,0,5
2021년06월_계_총인구수,"223,245","4,686","24,779","12,132","12,398","8,632","21,795","15,024","10,595","13,795","18,239","20,456","12,151","11,014","14,259","2,441","20,849"
2021년06월_계_연령구간인구수,"223,245","4,686","24,779","12,132","12,398","8,632","21,795","15,024","10,595","13,795","18,239","20,456","12,151","11,014","14,259","2,441","20,849"
2021년06월_계_0~9세,"14,731",104,"2,442",873,757,253,"1,683","1,384",369,790,914,"1,047",866,578,770,59,"1,842"
2021년06월_계_10~19세,"19,811",139,"3,322",884,961,376,"1,825","1,389",826,"1,092","1,750","1,472",946,791,"1,228",134,"2,676"
2021년06월_계_20~29세,"30,225",351,"2,569","1,350","1,465",765,"3,345","1,773","2,718","1,966","2,876","3,943","1,329","1,994","1,524",201,"2,056"
2021년06월_계_30~39세,"25,622",373,"2,813","1,576","1,470",724,"2,929","1,987","1,050","1,398","1,885","2,975","1,456","1,276","1,380",151,"2,179"
2021년06월_계_40~49세,"33,962",498,"4,837","1,748","1,706",996,"3,300","2,353","1,231","2,036","2,669","3,137","1,755","1,546","2,131",254,"3,765"
2021년06월_계_50~59세,"36,226",924,"3,523","1,928","2,146","1,485","3,575","2,353","1,532","2,290","3,277","3,268","2,067","1,842","2,501",445,"3,070"
2021년06월_계_60~69세,"33,790","1,153","2,965","1,970","2,005","1,937","3,007","2,031","1,537","2,263","2,740","2,692","1,977","1,678","2,450",583,"2,802"
2021년06월_계_70~79세,"19,035",778,"1,575","1,206","1,205","1,285","1,439","1,139",895,"1,312","1,425","1,342","1,171",855,"1,508",320,"1,580"
2021년06월_계_80~89세,"8,677",326,633,530,602,714,608,534,390,584,622,520,504,407,684,256,763
2021년06월_계_90~99세,"1,128",38,98,65,79,96,80,79,43,60,78,59,77,47,82,38,109
2021년06월_계_100세 이상,38,2,2,2,2,1,4,2,4,4,3,1,3,0,1,0,7
2021년06월_남_총인구수,"112,571","2,632","12,203","5,936","6,067","4,225","11,013","7,522","5,584","7,121","9,163","10,504","6,014","5,599","7,247","1,269","10,472"
2021년06월_남_연령구간인구수,"112,571","2,632","12,203","5,936","6,067","4,225","11,013","7,522","5,584","7,121","9,163","10,504","6,014","5,599","7,247","1,269","10,472"
2021년06월_남_0~9세,"7,641",51,"1,232",452,426,129,887,723,194,393,468,535,464,318,376,25,968
2021년06월_남_10~19세,"10,238",73,"1,731",478,493,199,915,740,403,550,910,751,471,410,648,64,"1,402"
2021년06월_남_20~29세,"16,022",200,"1,387",672,770,431,"1,779",926,"1,484","1,089","1,488","2,007",707,"1,012",847,116,"1,107"
2021년06월_남_30~39세,"13,875",222,"1,366",836,798,437,"1,584","1,039",638,771,"1,067","1,700",760,715,747,94,"1,101"
2021년06월_남_40~49세,"17,793",329,"2,407",929,836,566,"1,708","1,191",710,"1,125","1,380","1,685",928,841,"1,123",147,"1,888"
2021년06월_남_50~59세,"18,679",608,"1,749",910,"1,052",766,"1,779","1,198",805,"1,232","1,666","1,711","1,044",952,"1,321",258,"1,628"
2021년06월_남_60~69세,"16,367",649,"1,374",881,949,924,"1,459",986,772,"1,136","1,296","1,302",925,813,"1,200",328,"1,373"
2021년06월_남_70~79세,"8,554",372,696,551,517,529,670,511,417,590,648,605,522,375,693,148,710
2021년06월_남_80~89세,"3,117",118,240,212,200,222,210,187,152,216,227,194,173,158,265,78,265
2021년06월_남_90~99세,275,9,21,14,25,21,20,21,9,18,13,14,20,5,26,11,28
2021년06월_남_100세 이상,10,1,0,1,1,1,2,0,0,1,0,0,0,0,1,0,2
2021년06월_여_총인구수,"110,674","2,054","12,576","6,196","6,331","4,407","10,782","7,502","5,011","6,674","9,076","9,952","6,137","5,415","7,012","1,172","10,377"
2021년06월_여_연령구간인구수,"110,674","2,054","12,576","6,196","6,331","4,407","10,782","7,502","5,011","6,674","9,076","9,952","6,137","5,415","7,012","1,172","10,377"
2021년06월_여_0~9세,"7,090",53,"1,210",421,331,124,796,661,175,397,446,512,402,260,394,34,874
2021년06월_여_10~19세,"9,573",66,"1,591",406,468,177,910,649,423,542,840,721,475,381,580,70,"1,274"
2021년06월_여_20~29세,"14,203",151,"1,182",678,695,334,"1,566",847,"1,234",877,"1,388","1,936",622,982,677,85,949
2021년06월_여_30~39세,"11,747",151,"1,447",740,672,287,"1,345",948,412,627,818,"1,275",696,561,633,57,"1,078"
2021년06월_여_40~49세,"16,169",169,"2,430",819,870,430,"1,592","1,162",521,911,"1,289","1,452",827,705,"1,008",107,"1,877"
2021년06월_여_50~59세,"17,547",316,"1,774","1,018","1,094",719,"1,796","1,155",727,"1,058","1,611","1,557","1,023",890,"1,180",187,"1,442"
2021년06월_여_60~69세,"17,423",504,"1,591","1,089","1,056","1,013","1,548","1,045",765,"1,127","1,444","1,390","1,052",865,"1,250",255,"1,429"
2021년06월_여_70~79세,"10,481",406,879,655,688,756,769,628,478,722,777,737,649,480,815,172,870
2021년06월_여_80~89세,"5,560",208,393,318,402,492,398,347,238,368,395,326,331,249,419,178,498
2021년06월_여_90~99세,853,29,77,51,54,75,60,58,34,42,65,45,57,42,56,27,81
2021년06월_여_100세 이상,28,1,2,1,1,0,2,2,4,3,3,1,3,0,0,0,5
2021년07월_계_총인구수,"223,198","4,635","24,781","12,095","12,416","8,608","21,848","15,031","10,567","13,819","18,269","20,500","12,114","11,025","14,230","2,439","20,821"
2021년07월_계_연령구간인구수,"223,198","4,635","24,781","12,095","12,416","8,608","21,848","15,031","10,567","13,819","18,269","20,500","12,114","11,025","14,230","2,439","20,821"
2021년07월_계_0~9세,"14,688",106,"2,426",871,761,250,"1,679","1,376",370,789,916,"1,052",864,575,768,57,"1,828"
2021년07월_계_10~19세,"19,766",136,"3,320",880,962,371,"1,835","1,406",788,"1,088","1,742","1,475",934,793,"1,233",135,"2,668"
2021년07월_계_20~29세,"30,134",340,"2,562","1,320","1,469",761,"3,323","1,764","2,730","1,975","2,876","3,917","1,325","2,004","1,500",201,"2,067"
2021년07월_계_30~39세,"25,603",370,"2,799","1,572","1,475",717,"2,949","1,956","1,042","1,402","1,899","3,010","1,447","1,277","1,367",150,"2,171"
2021년07월_계_40~49세,"33,884",489,"4,835","1,736","1,703",994,"3,290","2,380","1,223","2,032","2,654","3,126","1,749","1,533","2,139",254,"3,747"
2021년07월_계_50~59세,"36,232",907,"3,537","1,943","2,139","1,471","3,598","2,351","1,540","2,311","3,288","3,275","2,049","1,843","2,477",440,"3,063"
2021년07월_계_60~69세,"33,944","1,146","2,975","1,975","2,015","1,944","3,031","2,046","1,538","2,268","2,753","2,710","1,990","1,688","2,464",585,"2,816"
2021년07월_계_70~79세,"19,051",777,"1,589","1,197","1,208","1,286","1,450","1,130",896,"1,306","1,424","1,347","1,175",857,"1,507",322,"1,580"
2021년07월_계_80~89세,"8,729",325,635,537,604,715,607,540,392,583,636,528,501,409,693,255,769
2021년07월_계_90~99세,"1,128",37,101,62,78,98,82,80,45,61,78,59,77,46,81,40,103
2021년07월_계_100세 이상,39,2,2,2,2,1,4,2,3,4,3,1,3,0,1,0,9
2021년07월_남_총인구수,"112,539","2,601","12,217","5,914","6,079","4,214","11,032","7,518","5,579","7,120","9,163","10,535","5,997","5,603","7,235","1,267","10,465"
2021년07월_남_연령구간인구수,"112,539","2,601","12,217","5,914","6,079","4,214","11,032","7,518","5,579","7,120","9,163","10,535","5,997","5,603","7,235","1,267","10,465"
2021년07월_남_0~9세,"7,609",50,"1,223",446,427,127,879,716,196,390,468,539,463,321,377,23,964
2021년07월_남_10~19세,"10,240",69,"1,737",478,497,198,916,743,387,550,910,754,465,413,655,66,"1,402"
2021년07월_남_20~29세,"15,982",197,"1,394",655,770,424,"1,767",922,"1,493","1,094","1,474","2,008",703,"1,015",836,115,"1,115"
2021년07월_남_30~39세,"13,865",220,"1,364",836,803,431,"1,591","1,029",631,769,"1,073","1,718",757,711,742,94,"1,096"
2021년07월_남_40~49세,"17,740",322,"2,399",923,836,568,"1,696","1,201",702,"1,120","1,368","1,680",930,838,"1,126",147,"1,884"
2021년07월_남_50~59세,"18,685",594,"1,754",921,"1,045",766,"1,800","1,194",814,"1,239","1,673","1,717","1,032",952,"1,305",254,"1,625"
2021년07월_남_60~69세,"16,432",645,"1,380",883,954,927,"1,475",994,776,"1,135","1,307","1,304",932,813,"1,207",329,"1,371"
2021년07월_남_70~79세,"8,559",374,702,543,519,528,675,512,419,582,644,608,522,377,692,150,712
2021년07월_남_80~89세,"3,141",120,243,214,201,223,211,185,152,221,234,194,173,158,268,76,268
2021년07월_남_90~99세,275,9,21,14,26,21,20,22,9,19,12,13,20,5,26,13,25
2021년07월_남_100세 이상,11,1,0,1,1,1,2,0,0,1,0,0,0,0,1,0,3
2021년07월_여_총인구수,"110,659","2,034","12,564","6,181","6,337","4,394","10,816","7,513","4,988","6,699","9,106","9,965","6,117","5,422","6,995","1,172","10,356"
2021년07월_여_연령구간인구수,"110,659","2,034","12,564","6,181","6,337","4,394","10,816","7,513","4,988","6,699","9,106","9,965","6,117","5,422","6,995","1,172","10,356"
2021년07월_여_0~9세,"7,079",56,"1,203",425,334,123,800,660,174,399,448,513,401,254,391,34,864
2021년07월_여_10~19세,"9,526",67,"1,583",402,465,173,919,663,401,538,832,721,469,380,578,69,"1,266"
2021년07월_여_20~29세,"14,152",143,"1,168",665,699,337,"1,556",842,"1,237",881,"1,402","1,909",622,989,664,86,952
2021년07월_여_30~39세,"11,738",150,"1,435",736,672,286,"1,358",927,411,633,826,"1,292",690,566,625,56,"1,075"
2021년07월_여_40~49세,"16,144",167,"2,436",813,867,426,"1,594","1,179",521,912,"1,286","1,446",819,695,"1,013",107,"1,863"
2021년07월_여_50~59세,"17,547",313,"1,783","1,022","1,094",705,"1,798","1,157",726,"1,072","1,615","1,558","1,017",891,"1,172",186,"1,438"
2021년07월_여_60~69세,"17,512",501,"1,595","1,092","1,061","1,017","1,556","1,052",762,"1,133","1,446","1,406","1,058",875,"1,257",256,"1,445"
2021년07월_여_70~79세,"10,492",403,887,654,689,758,775,618,477,724,780,739,653,480,815,172,868
2021년07월_여_80~89세,"5,588",205,392,323,403,492,396,355,240,362,402,334,328,251,425,179,501
2021년07월_여_90~99세,853,28,80,48,52,77,62,58,36,42,66,46,57,41,55,27,78
2021년07월_여_100세 이상,28,1,2,1,1,0,2,2,3,3,3,1,3,0,0,0,6
2021년08월_계_총인구수,"223,206","4,636","24,787","12,069","12,400","8,603","21,871","15,009","10,576","13,800","18,313","20,559","12,110","11,017","14,200","2,437","20,819"
2021년08월_계_연령구간인구수,"223,206","4,636","24,787","12,069","12,400","8,603","21,871","15,009","10,576","13,800","18,313","20,559","12,110","11,017","14,200","2,437","20,819"
2021년08월_계_0~9세,"14,590",112,"2,400",868,756,250,"1,678","1,362",366,782,897,"1,054",864,561,762,57,"1,821"
2021년08월_계_10~19세,"19,730",138,"3,317",870,964,374,"1,823","1,408",790,"1,083","1,748","1,477",929,785,"1,229",133,"2,662"
2021년08월_계_20~29세,"30,171",337,"2,567","1,316","1,457",761,"3,334","1,761","2,742","1,972","2,893","3,934","1,322","2,022","1,493",196,"2,064"
2021년08월_계_30~39세,"25,527",375,"2,762","1,561","1,458",715,"2,975","1,948","1,038","1,409","1,896","3,019","1,451","1,260","1,361",147,"2,152"
2021년08월_계_40~49세,"33,845",490,"4,857","1,731","1,706",993,"3,252","2,373","1,219","2,023","2,650","3,135","1,758","1,533","2,121",252,"3,752"
2021년08월_계_50~59세,"36,275",897,"3,558","1,934","2,146","1,465","3,613","2,352","1,536","2,299","3,307","3,285","2,036","1,839","2,482",452,"3,074"
2021년08월_계_60~69세,"34,070","1,149","2,987","1,983","2,013","1,949","3,049","2,052","1,548","2,284","2,772","2,713","1,986","1,700","2,481",583,"2,821"
2021년08월_계_70~79세,"19,060",774,"1,599","1,203","1,210","1,282","1,443","1,124",898,"1,300","1,426","1,345","1,176",864,"1,505",324,"1,587"
2021년08월_계_80~89세,"8,753",324,637,539,609,712,614,546,390,583,644,534,505,406,683,251,776
2021년08월_계_90~99세,"1,143",38,101,62,79,101,85,81,46,61,76,61,80,47,82,42,101
2021년08월_계_100세 이상,42,2,2,2,2,1,5,2,3,4,4,2,3,0,1,0,9
2021년08월_남_총인구수,"112,538","2,602","12,217","5,905","6,073","4,204","11,032","7,510","5,591","7,114","9,185","10,565","6,002","5,591","7,217","1,265","10,465"
2021년08월_남_연령구간인구수,"112,538","2,602","12,217","5,905","6,073","4,204","11,032","7,510","5,591","7,114","9,185","10,565","6,002","5,591","7,217","1,265","10,465"
2021년08월_남_0~9세,"7,583",54,"1,207",447,427,128,882,705,192,384,459,547,470,316,377,24,964
2021년08월_남_10~19세,"10,206",69,"1,725",476,496,197,912,746,384,550,914,754,461,408,651,64,"1,399"
2021년08월_남_20~29세,"16,008",199,"1,401",655,768,422,"1,770",921,"1,509","1,092","1,480","2,015",700,"1,019",831,111,"1,115"
2021년08월_남_30~39세,"13,792",220,"1,346",829,787,428,"1,599","1,023",626,774,"1,068","1,728",757,695,733,94,"1,085"
2021년08월_남_40~49세,"17,714",320,"2,410",923,839,569,"1,675","1,199",703,"1,112","1,366","1,678",938,838,"1,122",142,"1,880"
2021년08월_남_50~59세,"18,726",589,"1,769",920,"1,052",764,"1,802","1,196",817,"1,235","1,683","1,720","1,025",952,"1,304",263,"1,635"
2021년08월_남_60~69세,"16,485",647,"1,386",880,953,927,"1,484",998,778,"1,143","1,319","1,304",931,819,"1,216",326,"1,374"
2021년08월_남_70~79세,"8,569",373,707,544,516,525,673,511,419,584,648,611,524,381,689,152,712
2021년08월_남_80~89세,"3,160",121,245,216,208,221,212,187,154,219,236,194,176,158,266,74,273
2021년08월_남_90~99세,284,9,21,14,26,22,21,24,9,20,12,14,20,5,27,15,25
2021년08월_남_100세 이상,11,1,0,1,1,1,2,0,0,1,0,0,0,0,1,0,3
2021년08월_여_총인구수,"110,668","2,034","12,570","6,164","6,327","4,399","10,839","7,499","4,985","6,686","9,128","9,994","6,108","5,426","6,983","1,172","10,354"
2021년08월_여_연령구간인구수,"110,668","2,034","12,570","6,164","6,327","4,399","10,839","7,499","4,985","6,686","9,128","9,994","6,108","5,426","6,983","1,172","10,354"
2021년08월_여_0~9세,"7,007",58,"1,193",421,329,122,796,657,174,398,438,507,394,245,385,33,857
2021년08월_여_10~19세,"9,524",69,"1,592",394,468,177,911,662,406,533,834,723,468,377,578,69,"1,263"
2021년08월_여_20~29세,"14,163",138,"1,166",661,689,339,"1,564",840,"1,233",880,"1,413","1,919",622,"1,003",662,85,949
2021년08월_여_30~39세,"11,735",155,"1,416",732,671,287,"1,376",925,412,635,828,"1,291",694,565,628,53,"1,067"
2021년08월_여_40~49세,"16,131",170,"2,447",808,867,424,"1,577","1,174",516,911,"1,284","1,457",820,695,999,110,"1,872"
2021년08월_여_50~59세,"17,549",308,"1,789","1,014","1,094",701,"1,811","1,156",719,"1,064","1,624","1,565","1,011",887,"1,178",189,"1,439"
2021년08월_여_60~69세,"17,585",502,"1,601","1,103","1,060","1,022","1,565","1,054",770,"1,141","1,453","1,409","1,055",881,"1,265",257,"1,447"
2021년08월_여_70~79세,"10,491",401,892,659,694,757,770,613,479,716,778,734,652,483,816,172,875
2021년08월_여_80~89세,"5,593",203,392,323,401,491,402,359,236,364,408,340,329,248,417,177,503
2021년08월_여_90~99세,859,29,80,48,53,79,64,57,37,41,64,47,60,42,55,27,76
2021년08월_여_100세 이상,31,1,2,1,1,0,3,2,3,3,4,2,3,0,0,0,6
2021년09월_계_총인구수,"223,409","4,610","24,780","12,092","12,402","8,569","21,979","14,990","10,677","13,803","18,340","20,626","12,079","11,039","14,176","2,422","20,825"
2021년09월_계_연령구간인구수,"223,409","4,610","24,780","12,092","12,402","8,569","21,979","14,990","10,677","13,803","18,340","20,626","12,079","11,039","14,176","2,422","20,825"
2021년09월_계_0~9세,"14,495",110,"2,367",865,758,246,"1,676","1,361",364,775,892,"1,041",863,550,757,56,"1,814"
2021년09월_계_10~19세,"19,730",134,"3,315",877,955,364,"1,844","1,422",789,"1,082","1,739","1,472",933,787,"1,218",134,"2,665"
2021년09월_계_20~29세,"30,350",331,"2,580","1,305","1,454",763,"3,378","1,739","2,829","1,964","2,917","3,983","1,308","2,059","1,489",194,"2,057"
2021년09월_계_30~39세,"25,540",376,"2,751","1,554","1,465",710,"2,997","1,937","1,033","1,404","1,911","3,046","1,434","1,263","1,358",148,"2,153"
2021년09월_계_40~49세,"33,745",489,"4,837","1,747","1,704",986,"3,246","2,373","1,233","2,019","2,618","3,119","1,754","1,522","2,099",246,"3,753"
2021년09월_계_50~59세,"36,327",895,"3,589","1,934","2,146","1,456","3,612","2,348","1,539","2,314","3,319","3,292","2,041","1,826","2,494",449,"3,073"
2021년09월_계_60~69세,"34,147","1,145","2,997","1,994","2,019","1,949","3,063","2,060","1,554","2,282","2,775","2,728","1,986","1,712","2,477",581,"2,825"
2021년09월_계_70~79세,"19,106",770,"1,601","1,204","1,211","1,286","1,462","1,120",901,"1,307","1,440","1,344","1,174",865,"1,512",324,"1,585"
2021년09월_계_80~89세,"8,771",319,638,551,608,704,609,549,386,589,648,537,502,406,691,249,785
2021년09월_계_90~99세,"1,155",39,103,59,80,104,87,78,46,63,77,62,81,49,80,41,106
2021년09월_계_100세 이상,43,2,2,2,2,1,5,3,3,4,4,2,3,0,1,0,9
2021년09월_남_총인구수,"112,638","2,587","12,207","5,915","6,074","4,189","11,086","7,510","5,643","7,108","9,211","10,607","5,991","5,585","7,210","1,257","10,458"
2021년09월_남_연령구간인구수,"112,638","2,587","12,207","5,915","6,074","4,189","11,086","7,510","5,643","7,108","9,211","10,607","5,991","5,585","7,210","1,257","10,458"
2021년09월_남_0~9세,"7,539",53,"1,189",445,424,125,886,712,187,383,456,545,468,309,375,24,958
2021년09월_남_10~19세,"10,192",64,"1,726",476,492,194,912,753,383,545,911,754,463,404,649,63,"1,403"
2021년09월_남_20~29세,"16,102",193,"1,407",652,769,423,"1,800",908,"1,559","1,079","1,496","2,044",695,"1,032",825,112,"1,108"
2021년09월_남_30~39세,"13,811",226,"1,345",826,787,425,"1,611","1,011",621,778,"1,078","1,748",752,695,732,94,"1,082"
2021년09월_남_40~49세,"17,657",317,"2,392",935,836,569,"1,670","1,199",712,"1,111","1,347","1,662",937,836,"1,112",140,"1,882"
2021년09월_남_50~59세,"18,770",590,"1,787",915,"1,054",760,"1,795","1,201",819,"1,245","1,696","1,727","1,030",943,"1,318",261,"1,629"
2021년09월_남_60~69세,"16,508",645,"1,388",883,961,926,"1,496","1,003",779,"1,139","1,318","1,309",927,824,"1,211",322,"1,377"
2021년09월_남_70~79세,"8,587",369,712,549,515,522,681,507,418,581,660,614,526,378,692,152,711
2021년09월_남_80~89세,"3,173",119,239,219,209,222,212,193,156,225,237,190,172,158,269,74,279
2021년09월_남_90~99세,288,10,22,14,26,22,21,23,9,21,12,14,21,6,26,15,26
2021년09월_남_100세 이상,11,1,0,1,1,1,2,0,0,1,0,0,0,0,1,0,3
2021년09월_여_총인구수,"110,771","2,023","12,573","6,177","6,328","4,380","10,893","7,480","5,034","6,695","9,129","10,019","6,088","5,454","6,966","1,165","10,367"
2021년09월_여_연령구간인구수,"110,771","2,023","12,573","6,177","6,328","4,380","10,893","7,480","5,034","6,695","9,129","10,019","6,088","5,454","6,966","1,165","10,367"
2021년09월_여_0~9세,"6,956",57,"1,178",420,334,121,790,649,177,392,436,496,395,241,382,32,856
2021년09월_여_10~19세,"9,538",70,"1,589",401,463,170,932,669,406,537,828,718,470,383,569,71,"1,262"
2021년09월_여_20~29세,"14,248",138,"1,173",653,685,340,"1,578",831,"1,270",885,"1,421","1,939",613,"1,027",664,82,949
2021년09월_여_30~39세,"11,729",150,"1,406",728,678,285,"1,386",926,412,626,833,"1,298",682,568,626,54,"1,071"
2021년09월_여_40~49세,"16,088",172,"2,445",812,868,417,"1,576","1,174",521,908,"1,271","1,457",817,686,987,106,"1,871"
2021년09월_여_50~59세,"17,557",305,"1,802","1,019","1,092",696,"1,817","1,147",720,"1,069","1,623","1,565","1,011",883,"1,176",188,"1,444"
2021년09월_여_60~69세,"17,639",500,"1,609","1,111","1,058","1,023","1,567","1,057",775,"1,143","1,457","1,419","1,059",888,"1,266",259,"1,448"
2021년09월_여_70~79세,"10,519",401,889,655,696,764,781,613,483,726,780,730,648,487,820,172,874
2021년09월_여_80~89세,"5,598",200,399,332,399,482,397,356,230,364,411,347,330,248,422,175,506
2021년09월_여_90~99세,867,29,81,45,54,82,66,55,37,42,65,48,60,43,54,26,80
2021년09월_여_100세 이상,32,1,2,1,1,0,3,3,3,3,4,2,3,0,0,0,6
2021년10월_계_총인구수,"223,384","4,582","24,776","12,075","12,416","8,553","21,987","15,000","10,689","13,776","18,359","20,635","12,070","11,082","14,175","2,422","20,787"
2021년10월_계_연령구간인구수,"223,384","4,582","24,776","12,075","12,416","8,553","21,987","15,000","10,689","13,776","18,359","20,635","12,070","11,082","14,175","2,422","20,787"
