카테고리,경기도 연천군,경기도 연천군 연천읍,경기도 연천군 전곡읍,경기도 연천군 군남면,경기도 연천군 청산면,경기도 연천군 백학면,경기도 연천군 미산면,경기도 연천군 왕징면,경기도 연천군 신서면,경기도 연천군 중면,경기도 연천군 장남면
2021년08월_계_연령구간인구수,"42,942","7,741","19,196","3,150","3,895","2,598","1,749",999,"2,697",193,724
2021년08월_계_0~9세,"2,599",672,"1,482",88,121,82,45,22,60,5,22
2021년08월_계_10~19세,"3,070",424,"1,904",165,189,138,65,47,96,8,34
2021년08월_계_20~29세,"5,209","1,207","2,383",316,471,230,126,67,309,45,55
2021년08월_계_30~39세,"4,139","1,003","2,148",179,253,165,129,64,142,13,43
2021년08월_계_40~49세,"4,799",780,"2,620",270,396,233,129,75,223,15,58
2021년08월_계_50~59세,"6,957","1,026","3,171",565,675,491,319,143,405,28,134
2021년08월_계_60~69세,"7,909","1,169","2,910",726,888,590,500,246,670,40,170
2021년08월_계_70~79세,"4,900",847,"1,524",479,541,411,244,209,493,24,128
2021년08월_계_80~89세,"2,927",526,887,326,320,241,166,115,264,13,69
2021년08월_계_90~99세,407,82,160,32,38,16,24,10,32,2,11
2021년08월_계_100세 이상,26,5,7,4,3,1,2,1,3,0,0
2021년08월_남_총인구수,"22,507","4,191","9,788","1,675","2,073","1,392",938,536,"1,426",117,371
2021년08월_남_연령구간인구수,"22,507","4,191","9,788","1,675","2,073","1,392",938,536,"1,426",117,371
2021년08월_남_0~9세,"1,313",329,756,46,54,40,25,15,30,3,15
2021년08월_남_10~19세,"1,633",243,978,88,108,82,38,29,46,5,16
2021년08월_남_20~29세,"3,320",832,"1,365",220,340,143,77,42,227,38,36
2021년08월_남_30~39세,"2,364",593,"1,168",109,161,100,76,38,88,8,23
2021년08월_남_40~49세,"2,622",446,"1,332",162,235,132,80,50,138,8,39
2021년08월_남_50~59세,"3,753",580,"1,653",313,370,273,171,81,229,15,68
2021년08월_남_60~69세,"4,101",596,"1,493",393,448,314,285,125,338,23,86
2021년08월_남_70~79세,"2,226",360,703,221,233,195,106,103,233,12,60
2021년08월_남_80~89세,"1,059",187,293,112,114,108,72,51,89,5,28
2021년08월_남_90~99세,108,24,44,10,10,5,7,1,7,0,0
2021년08월_남_100세 이상,8,1,3,1,0,0,1,1,1,0,0
2021년08월_여_총인구수,"20,435","3,550","9,408","1,475","1,822","1,206",811,463,"1,271",76,353
2021년08월_여_연령구간인구수,"20,435","3,550","9,408","1,475","1,822","1,206",811,463,"1,271",76,353
2021년08월_여_0~9세,"1,286",343,726,42,67,42,20,7,30,2,7
2021년08월_여_10~19세,"1,437",181,926,77,81,56,27,18,50,3,18
2021년08월_여_20~29세,"1,889",375,"1,018",96,131,87,49,25,82,7,19
2021년08월_여_30~39세,"1,775",410,980,70,92,65,53,26,54,5,20
2021년08월_여_40~49세,"2,177",334,"1,288",108,161,101,49,25,85,7,19
2021년08월_여_50~59세,"3,204",446,"1,518",252,305,218,148,62,176,13,66
2021년08월_여_60~69세,"3,808",573,"1,417",333,440,276,215,121,332,17,84
2021년08월_여_70~79세,"2,674",487,821,258,308,216,138,106,260,12,68
2021년08월_여_80~89세,"1,868",339,594,214,206,133,94,64,175,8,41
2021년08월_여_90~99세,299,58,116,22,28,11,17,9,25,2,11
2021년08월_여_100세 이상,18,4,4,3,3,1,1,0,2,0,0
2021년09월_계_총인구수,"42,842","7,713","19,172","3,123","3,885","2,588","1,748",995,"2,707",191,720
2021년09월_계_연령구간인구수,"42,842","7,713","19,172","3,123","3,885","2,588","1,748",995,"2,707",191,720
2021년09월_계_0~9세,"2,578",674,"1,472",84,117,82,43,22,59,4,21
2021년09월_계_10~19세,"3,057",409,"1,906",161,188,138,64,47,100,9,35
2021년09월_계_20~29세,"5,158","1,197","2,357",312,467,224,126,66,313,44,52
2021년09월_계_30~39세,"4,110","1,004","2,134",173,251,161,127,62,142,13,43
2021년09월_계_40~49세,"4,772",770,"2,614",268,389,230,132,75,222,15,57
2021년09월_계_50~59세,"6,960","1,031","3,182",557,674,490,318,143,402,27,136
2021년09월_계_60~69세,"7,933","1,172","2,917",724,897,591,502,248,674,40,168
2021년09월_계_70~79세,"4,891",844,"1,523",481,537,413,245,206,491,24,127
2021년09월_계_80~89세,"2,943",524,898,327,323,241,162,115,269,13,71
2021년09월_계_90~99세,414,83,162,32,39,17,27,10,32,2,10
2021년09월_계_100세 이상,26,5,7,4,3,1,2,1,3,0,0
2021년09월_남_총인구수,"22,453","4,172","9,770","1,660","2,072","1,386",938,535,"1,436",115,369
2021년09월_남_연령구간인구수,"22,453","4,172","9,770","1,660","2,072","1,386",938,535,"1,436",115,369
2021년09월_남_0~9세,"1,304",331,751,43,52,42,24,15,30,2,14
2021년09월_남_10~19세,"1,623",234,975,88,106,82,38,29,48,6,17
2021년09월_남_20~29세,"3,284",826,"1,345",214,338,139,75,41,234,37,35
2021년09월_남_30~39세,"2,347",590,"1,161",107,160,99,75,37,88,8,22
2021년09월_남_40~49세,"2,611",441,"1,332",160,231,129,83,50,139,8,38
2021년09월_남_50~59세,"3,770",586,"1,663",311,374,273,172,82,225,14,70
2021년09월_남_60~69세,"4,112",598,"1,494",391,455,313,284,127,342,23,85
2021년09월_남_70~79세,"2,220",358,705,222,230,196,107,101,230,12,59
2021년09월_남_80~89세,"1,063",183,297,112,115,108,71,51,92,5,29
2021년09월_남_90~99세,111,24,44,11,11,5,8,1,7,0,0
2021년09월_남_100세 이상,8,1,3,1,0,0,1,1,1,0,0
2021년09월_여_총인구수,"20,389","3,541","9,402","1,463","1,813","1,202",810,460,"1,271",76,351
2021년09월_여_연령구간인구수,"20,389","3,541","9,402","1,463","1,813","1,202",810,460,"1,271",76,351
2021년09월_여_0~9세,"1,274",343,721,41,65,40,19,7,29,2,7
2021년09월_여_10~19세,"1,434",175,931,73,82,56,26,18,52,3,18
2021년09월_여_20~29세,"1,874",371,"1,012",98,129,85,51,25,79,7,17
2021년09월_여_30~39세,"1,763",414,973,66,91,62,52,25,54,5,21
2021년09월_여_40~49세,"2,161",329,"1,282",108,158,101,49,25,83,7,19
2021년09월_여_50~59세,"3,190",445,"1,519",246,300,217,146,61,177,13,66
2021년09월_여_60~69세,"3,821",574,"1,423",333,442,278,218,121,332,17,83
2021년09월_여_70~79세,"2,671",486,818,259,307,217,138,105,261,12,68
2021년09월_여_80~89세,"1,880",341,601,215,208,133,91,64,177,8,42
2021년09월_여_90~99세,303,59,118,21,28,12,19,9,25,2,10
2021년09월_여_100세 이상,18,4,4,3,3,1,1,0,2,0,0
2021년10월_계_총인구수,"42,797","7,690","19,169","3,119","3,882","2,576","1,748",994,"2,703",191,725
2021년10월_계_연령구간인구수,"42,797","7,690","19,169","3,119","3,882","2,576","1,748",994,"2,703",191,725
2021년10월_계_0~9세,"2,568",676,"1,462",81,120,79,43,22,60,4,21
2021년10월_계_10~19세,"3,050",398,"1,924",156,181,138,64,45,99,9,36
2021년10월_계_20~29세,"5,156","1,194","2,352",320,467,216,127,67,316,44,53
2021년10월_계_30~39세,"4,097","1,009","2,119",175,254,159,125,60,141,13,42
2021년10월_계_40~49세,"4,756",763,"2,606",265,384,231,131,77,223,15,61
2021년10월_계_50~59세,"6,938","1,020","3,172",558,677,486,317,144,402,26,136
2021년10월_계_60~69세,"7,965","1,171","2,943",725,900,592,506,249,671,41,167
2021년10월_계_70~79세,"4,867",839,"1,519",479,535,411,242,204,489,23,126
2021년10월_계_80~89세,"2,961",529,906,327,322,246,163,115,266,14,73
2021년10월_계_90~99세,413,86,159,30,39,17,27,10,33,2,10
2021년10월_계_100세 이상,26,5,7,3,3,1,3,1,3,0,0
2021년10월_남_총인구수,"22,412","4,163","9,751","1,657","2,070","1,378",937,535,"1,436",115,370
2021년10월_남_연령구간인구수,"22,412","4,163","9,751","1,657","2,070","1,378",937,535,"1,436",115,370
2021년10월_남_0~9세,"1,297",330,744,42,54,40,24,15,31,2,15
2021년10월_남_10~19세,"1,614",229,978,85,105,82,37,29,46,6,17
2021년10월_남_20~29세,"3,282",824,"1,346",216,336,134,77,41,236,37,35
2021년10월_남_30~39세,"2,329",596,"1,142",109,160,97,73,36,87,8,21
2021년10월_남_40~49세,"2,603",434,"1,331",159,228,129,84,51,140,8,39
2021년10월_남_50~59세,"3,755",581,"1,656",313,374,271,169,82,226,13,70
2021년10월_남_60~69세,"4,136",601,"1,507",391,458,316,287,127,341,24,84
2021년10월_남_70~79세,"2,211",355,703,220,230,195,106,100,231,12,59
2021년10월_남_80~89세,"1,069",187,299,112,114,109,71,52,90,5,30
2021년10월_남_90~99세,108,25,42,9,11,5,8,1,7,0,0
2021년10월_남_100세 이상,8,1,3,1,0,0,1,1,1,0,0
2021년10월_여_총인구수,"20,385","3,527","9,418","1,462","1,812","1,198",811,459,"1,267",76,355
2021년10월_여_연령구간인구수,"20,385","3,527","9,418","1,462","1,812","1,198",811,459,"1,267",76,355
2021년10월_여_0~9세,"1,271",346,718,39,66,39,19,7,29,2,6
2021년10월_여_10~19세,"1,436",169,946,71,76,56,27,16,53,3,19
2021년10월_여_20~29세,"1,874",370,"1,006",104,131,82,50,26,80,7,18
2021년10월_여_30~39세,"1,768",413,977,66,94,62,52,24,54,5,21
2021년10월_여_40~49세,"2,153",329,"1,275",106,156,102,47,26,83,7,22
2021년10월_여_50~59세,"3,183",439,"1,516",245,303,215,148,62,176,13,66
2021년10월_여_60~69세,"3,829",570,"1,436",334,442,276,219,122,330,17,83
2021년10월_여_70~79세,"2,656",484,816,259,305,216,136,104,258,11,67
2021년10월_여_80~89세,"1,892",342,607,215,208,137,92,63,176,9,43
2021년10월_여_90~99세,305,61,117,21,28,12,19,9,26,2,10
2021년10월_여_100세 이상,18,4,4,2,3,1,2,0,2,0,0
2021년11월_계_총인구수,"42,739","7,685","19,132","3,114","3,880","2,575","1,747",992,"2,703",192,719
2021년11월_계_연령구간인구수,"42,739","7,685","19,132","3,114","3,880","2,575","1,747",992,"2,703",192,719
2021년11월_계_0~9세,"2,555",680,"1,447",84,119,77,43,21,59,4,21
2021년11월_계_10~19세,"3,044",391,"1,929",154,182,133,64,43,102,10,36
2021년11월_계_20~29세,"5,125","1,189","2,339",322,462,214,122,68,316,43,50
2021년11월_계_30~39세,"4,096","1,022","2,109",175,252,158,125,60,138,13,44
2021년11월_계_40~49세,"4,734",754,"2,590",268,385,233,133,75,221,16,59
2021년11월_계_50~59세,"6,951","1,023","3,181",541,679,492,324,147,404,25,135
2021년11월_계_60~69세,"7,973","1,175","2,945",730,906,589,500,248,673,40,167
2021년11월_계_70~79세,"4,849",831,"1,521",479,531,410,241,204,485,24,123
2021년11월_계_80~89세,"2,968",530,905,327,322,249,163,115,268,15,74
2021년11월_계_90~99세,419,85,159,31,40,19,29,10,34,2,10
2021년11월_계_100세 이상,25,5,7,3,2,1,3,1,3,0,0
2021년11월_남_총인구수,"22,405","4,164","9,744","1,660","2,073","1,376",935,534,"1,435",117,367
2021년11월_남_연령구간인구수,"22,405","4,164","9,744","1,660","2,073","1,376",935,534,"1,435",117,367
2021년11월_남_0~9세,"1,298",332,743,44,52,40,25,14,31,2,15
2021년11월_남_10~19세,"1,607",225,979,83,105,80,36,29,47,6,17
2021년11월_남_20~29세,"3,279",822,"1,343",220,336,135,73,40,237,38,35
2021년11월_남_30~39세,"2,332",608,"1,139",110,157,95,72,36,85,8,22
2021년11월_남_40~49세,"2,583",427,"1,318",160,230,127,85,50,139,9,38
2021년11월_남_50~59세,"3,768",585,"1,667",305,375,274,173,84,225,12,68
2021년11월_남_60~69세,"4,141",601,"1,505",392,464,314,285,127,345,24,84
2021년11월_남_70~79세,"2,200",349,700,221,230,194,106,100,229,13,58
2021년11월_남_80~89세,"1,079",189,305,115,113,110,71,52,89,5,30
2021년11월_남_90~99세,109,25,42,8,11,7,8,1,7,0,0
2021년11월_남_100세 이상,9,1,3,2,0,0,1,1,1,0,0
2021년11월_여_총인구수,"20,334","3,521","9,388","1,454","1,807","1,199",812,458,"1,268",75,352
2021년11월_여_연령구간인구수,"20,334","3,521","9,388","1,454","1,807","1,199",812,458,"1,268",75,352
2021년11월_여_0~9세,"1,257",348,704,40,67,37,18,7,28,2,6
2021년11월_여_10~19세,"1,437",166,950,71,77,53,28,14,55,4,19
2021년11월_여_20~29세,"1,846",367,996,102,126,79,49,28,79,5,15
2021년11월_여_30~39세,"1,764",414,970,65,95,63,53,24,53,5,22
2021년11월_여_40~49세,"2,151",327,"1,272",108,155,106,48,25,82,7,21
2021년11월_여_50~59세,"3,183",438,"1,514",236,304,218,151,63,179,13,67
2021년11월_여_60~69세,"3,832",574,"1,440",338,442,275,215,121,328,16,83
2021년11월_여_70~79세,"2,649",482,821,258,301,216,135,104,256,11,65
2021년11월_여_80~89세,"1,889",341,600,212,209,139,92,63,179,10,44
2021년11월_여_90~99세,310,60,117,23,29,12,21,9,27,2,10
2021년11월_여_100세 이상,16,4,4,1,2,1,2,0,2,0,0
2021년12월_계_총인구수,"42,721","7,670","19,124","3,116","3,895","2,567","1,741","1,003","2,696",191,718
2021년12월_계_연령구간인구수,"42,721","7,670","19,124","3,116","3,895","2,567","1,741","1,003","2,696",191,718
2021년12월_계_0~9세,"2,541",678,"1,445",84,119,69,43,21,57,4,21
2021년12월_계_10~19세,"3,048",394,"1,935",154,172,136,65,45,102,10,35
2021년12월_계_20~29세,"5,114","1,176","2,331",329,464,212,122,70,318,42,50
2021년12월_계_30~39세,"4,099","1,025","2,110",171,259,156,124,63,137,13,41
2021년12월_계_40~49세,"4,727",755,"2,594",270,379,229,132,74,217,16,61
2021년12월_계_50~59세,"6,946","1,028","3,171",538,680,495,323,152,399,25,135
2021년12월_계_60~69세,"8,009","1,171","2,956",734,925,591,501,250,673,40,168
2021년12월_계_70~79세,"4,823",825,"1,516",474,531,409,237,203,483,24,121
2021년12월_계_80~89세,"2,982",533,902,329,323,251,164,115,274,15,76
2021년12월_계_90~99세,414,82,157,30,41,18,29,10,35,2,10
2021년12월_계_100세 이상,18,3,7,3,2,1,1,0,1,0,0
2021년12월_남_총인구수,"22,399","4,154","9,747","1,657","2,086","1,370",932,543,"1,427",116,367
2021년12월_남_연령구간인구수,"22,399","4,154","9,747","1,657","2,086","1,370",932,543,"1,427",116,367
2021년12월_남_0~9세,"1,290",329,741,45,53,37,24,14,30,2,15
2021년12월_남_10~19세,"1,617",227,992,82,98,80,37,31,47,6,17
2021년12월_남_20~29세,"3,272",815,"1,335",225,340,133,74,42,236,37,35
2021년12월_남_30~39세,"2,340",613,"1,140",107,163,95,72,39,84,8,19
2021년12월_남_40~49세,"2,576",424,"1,319",161,226,127,84,49,137,9,40
2021년12월_남_50~59세,"3,760",586,"1,666",299,377,274,172,87,219,12,68
2021년12월_남_60~69세,"4,152",600,"1,502",393,472,313,285,128,350,24,85
2021년12월_남_70~79세,"2,193",348,700,221,230,193,105,99,227,13,57
2021년12월_남_80~89세,"1,087",188,307,115,116,111,71,53,90,5,31
2021년12월_남_90~99세,106,23,42,7,11,7,8,1,7,0,0
2021년12월_남_100세 이상,6,1,3,2,0,0,0,0,0,0,0
2021년12월_여_총인구수,"20,322","3,516","9,377","1,459","1,809","1,197",809,460,"1,269",75,351
2021년12월_여_연령구간인구수,"20,322","3,516","9,377","1,459","1,809","1,197",809,460,"1,269",75,351
2021년12월_여_0~9세,"1,251",349,704,39,66,32,19,7,27,2,6
2021년12월_여_10~19세,"1,431",167,943,72,74,56,28,14,55,4,18
2021년12월_여_20~29세,"1,842",361,996,104,124,79,48,28,82,5,15
2021년12월_여_30~39세,"1,759",412,970,64,96,61,52,24,53,5,22
2021년12월_여_40~49세,"2,151",331,"1,275",109,153,102,48,25,80,7,21
2021년12월_여_50~59세,"3,186",442,"1,505",239,303,221,151,65,180,13,67
2021년12월_여_60~69세,"3,857",571,"1,454",341,453,278,216,122,323,16,83
2021년12월_여_70~79세,"2,630",477,816,253,301,216,132,104,256,11,64
2021년12월_여_80~89세,"1,895",345,595,214,207,140,93,62,184,10,45
2021년12월_여_90~99세,308,59,115,23,30,11,21,9,28,2,10
2021년12월_여_100세 이상,12,2,4,1,2,1,1,0,1,0,0
