카테고리,부산광역시 부산진구,부산광역시 부산진구 부전제1동,부산광역시 부산진구 부전제2동,부산광역시 부산진구 연지동,부산광역시 부산진구 초읍동,부산광역시 부산진구 양정제1동,부산광역시 부산진구 양정제2동,부산광역시 부산진구 전포제1동,부산광역시 부산진구 전포제2동,부산광역시 부산진구 부암제1동,부산광역시 부산진구 부암제3동,부산광역시 부산진구 당감제1동,부산광역시 부산진구 당감제2동,부산광역시 부산진구 당감제4동,부산광역시 부산진구 가야제1동,부산광역시 부산진구 가야제2동,부산광역시 부산진구 개금제1동,부산광역시 부산진구 개금제2동,부산광역시 부산진구 개금제3동,부산광역시 부산진구 범천제1동,부산광역시 부산진구 범천제2동
2020년09월_남_연령구간인구수,"172,829","7,821","5,034","9,787","10,897","9,794","5,973","8,612","10,032","11,168","8,942","11,496","4,978","5,815","10,022","8,389","8,230","5,620","14,371","5,767","10,081"
2020년09월_남_0~9세,"10,833",314,343,733,690,623,293,434,545,"1,015",591,606,395,381,465,545,645,313,998,246,658
2020년09월_남_10~19세,"12,808",306,241,934,871,797,295,499,621,942,"1,017","1,050",355,478,660,725,483,437,"1,278",250,569
2020년09월_남_20~29세,"25,689","1,506",961,"1,115","1,242","1,484","1,177","1,816","1,583","1,297","1,131","1,590",621,698,"1,747","1,143","1,469",873,"1,955","1,073","1,208"
2020년09월_남_30~39세,"24,276","1,321",959,"1,188","1,294","1,248","1,098","1,621","1,529","1,500",918,"1,252",848,686,"1,268",967,"1,417",662,"1,729","1,111","1,660"
2020년09월_남_40~49세,"25,958",951,789,"1,602","1,595","1,507",901,"1,217","1,470","1,918","1,429","1,724",760,918,"1,471","1,200","1,263",788,"2,133",810,"1,512"
2020년09월_남_50~59세,"28,387","1,392",744,"1,500","1,756","1,705",847,"1,156","1,488","1,812","1,705","2,142",710,"1,129","1,694","1,395","1,253",973,"2,545",891,"1,550"
2020년09월_남_60~69세,"25,965","1,214",643,"1,505","1,837","1,414",757,"1,005","1,497","1,532","1,274","1,889",718,906,"1,582","1,352",969,904,"2,407",818,"1,742"
2020년09월_남_70~79세,"13,932",611,263,871,"1,199",716,434,608,929,891,666,902,419,469,862,794,557,497,967,405,872
2020년09월_남_80~89세,"4,575",187,78,309,388,275,156,231,348,229,194,311,141,141,257,242,164,161,339,145,279
2020년09월_남_90~99세,358,16,13,28,24,21,11,22,18,25,14,29,10,7,16,23,10,11,19,16,25
2020년09월_남_100세 이상,48,3,0,2,1,4,4,3,4,7,3,1,1,2,0,3,0,1,1,2,6
2020년09월_여_총인구수,"184,729","7,720","5,047","10,924","11,544","10,777","7,053","9,454","11,299","11,730","9,195","12,562","5,372","6,032","10,083","8,806","9,024","5,859","15,301","6,324","10,623"
2020년09월_여_연령구간인구수,"184,729","7,720","5,047","10,924","11,544","10,777","7,053","9,454","11,299","11,730","9,195","12,562","5,372","6,032","10,083","8,806","9,024","5,859","15,301","6,324","10,623"
2020년09월_여_0~9세,"10,533",323,301,750,623,623,280,461,493,953,579,631,379,347,490,521,622,355,908,266,628
2020년09월_여_10~19세,"12,310",258,248,938,709,774,334,505,592,917,951,"1,013",348,496,604,666,512,425,"1,284",241,495
2020년09월_여_20~29세,"26,555","1,738","1,016",996,"1,095","1,468","1,742","2,244","1,839","1,238",933,"1,354",654,605,"1,501","1,010","1,882",743,"1,761","1,393","1,343"
2020년09월_여_30~39세,"23,271","1,111",827,"1,138","1,199","1,262","1,202","1,530","1,562","1,574",889,"1,149",816,670,"1,054",955,"1,398",555,"1,733","1,110","1,537"
2020년09월_여_40~49세,"25,500",813,710,"1,744","1,557","1,550",901,"1,182","1,537","1,843","1,510","1,832",740,897,"1,279","1,220","1,177",804,"2,184",759,"1,261"
2020년09월_여_50~59세,"30,160","1,164",802,"1,760","1,935","1,911",829,"1,123","1,639","1,937","1,738","2,367",809,"1,152","1,749","1,524","1,302",997,"2,917",844,"1,661"
2020년09월_여_60~69세,"29,214","1,181",654,"1,844","2,218","1,609",865,"1,127","1,806","1,658","1,406","2,187",868,971,"1,800","1,591","1,156","1,011","2,525",866,"1,871"
2020년09월_여_70~79세,"17,715",727,304,"1,158","1,463","1,001",588,813,"1,221","1,084",794,"1,256",502,579,"1,110",894,644,646,"1,216",523,"1,192"
2020년09월_여_80~89세,"8,142",339,146,517,649,507,263,388,528,442,338,656,224,272,428,360,288,293,671,277,556
2020년09월_여_90~99세,"1,149",55,32,75,85,64,45,68,73,59,48,106,26,38,60,56,40,28,94,38,59
2020년09월_여_100세 이상,180,11,7,4,11,8,4,13,9,25,9,11,6,5,8,9,3,2,8,7,20
2020년10월_계_총인구수,"358,317","15,550","9,989","20,802","22,413","20,579","13,011","19,235","21,231","22,952","18,070","24,012","10,370","11,781","20,018","17,213","17,238","11,423","29,602","12,099","20,729"
2020년10월_계_연령구간인구수,"358,317","15,550","9,989","20,802","22,413","20,579","13,011","19,235","21,231","22,952","18,070","24,012","10,370","11,781","20,018","17,213","17,238","11,423","29,602","12,099","20,729"
2020년10월_계_0~9세,"21,373",635,638,"1,488","1,308","1,226",573,"1,033","1,027","1,953","1,153","1,231",778,724,935,"1,065","1,277",656,"1,884",514,"1,275"
2020년10월_계_10~19세,"25,047",560,473,"1,868","1,573","1,555",623,"1,086","1,208","1,865","1,961","2,038",701,957,"1,248","1,388","1,000",852,"2,542",491,"1,058"
2020년10월_계_20~29세,"52,413","3,261","1,961","2,143","2,319","2,958","2,922","4,242","3,394","2,550","2,054","2,947","1,290","1,286","3,249","2,152","3,319","1,613","3,698","2,479","2,576"
2020년10월_계_30~39세,"47,670","2,439","1,769","2,340","2,484","2,505","2,301","3,458","3,066","3,054","1,788","2,396","1,664","1,348","2,311","1,920","2,796","1,197","3,424","2,235","3,175"
2020년10월_계_40~49세,"51,500","1,765","1,478","3,345","3,142","3,056","1,797","2,587","2,988","3,784","2,921","3,514","1,501","1,802","2,711","2,423","2,445","1,577","4,318","1,563","2,783"
2020년10월_계_50~59세,"58,615","2,560","1,532","3,267","3,692","3,628","1,666","2,425","3,107","3,777","3,428","4,490","1,511","2,256","3,443","2,918","2,563","1,964","5,425","1,731","3,232"
2020년10월_계_60~69세,"55,463","2,384","1,294","3,374","4,074","3,048","1,620","2,215","3,317","3,202","2,686","4,113","1,598","1,897","3,374","2,945","2,121","1,919","4,991","1,678","3,613"
2020년10월_계_70~79세,"31,706","1,329",569,"2,040","2,659","1,723","1,021","1,448","2,139","1,979","1,463","2,164",918,"1,048","1,978","1,700","1,208","1,149","2,184",924,"2,063"
2020년10월_계_80~89세,"12,782",531,222,823,"1,040",784,424,631,884,671,542,967,368,408,684,611,454,456,"1,016",423,843
2020년10월_계_90~99세,"1,516",71,46,107,109,84,56,94,88,84,61,140,34,48,77,79,53,37,111,52,85
2020년10월_계_100세 이상,232,15,7,7,13,12,8,16,13,33,13,12,7,7,8,12,2,3,9,9,26
2020년10월_남_총인구수,"173,254","7,825","4,999","9,826","10,896","9,777","5,982","9,211","10,009","11,201","8,909","11,464","4,993","5,776","9,969","8,397","8,238","5,587","14,336","5,764","10,095"
2020년10월_남_연령구간인구수,"173,254","7,825","4,999","9,826","10,896","9,777","5,982","9,211","10,009","11,201","8,909","11,464","4,993","5,776","9,969","8,397","8,238","5,587","14,336","5,764","10,095"
2020년10월_남_0~9세,"10,825",313,341,736,688,609,295,505,538,"1,008",583,598,398,380,453,544,647,307,980,247,655
2020년10월_남_10~19세,"12,773",302,235,935,869,794,292,546,619,940,"1,016","1,035",353,465,655,723,482,432,"1,267",251,562
2020년10월_남_20~29세,"25,778","1,507",946,"1,121","1,238","1,474","1,189","1,907","1,583","1,309","1,128","1,593",628,690,"1,748","1,139","1,469",866,"1,944","1,078","1,221"
2020년10월_남_30~39세,"24,362","1,327",953,"1,197","1,288","1,248","1,103","1,784","1,518","1,501",905,"1,245",850,685,"1,250",965,"1,404",651,"1,713","1,121","1,654"
2020년10월_남_40~49세,"25,978",959,784,"1,596","1,592","1,494",895,"1,309","1,464","1,922","1,419","1,707",761,912,"1,454","1,201","1,269",786,"2,140",800,"1,514"
2020년10월_남_50~59세,"28,437","1,391",740,"1,506","1,759","1,715",845,"1,227","1,480","1,826","1,694","2,127",708,"1,109","1,697","1,399","1,260",967,"2,539",888,"1,560"
2020년10월_남_60~69세,"26,091","1,207",645,"1,516","1,853","1,418",754,"1,048","1,509","1,541","1,281","1,907",723,917,"1,573","1,349",967,904,"2,421",814,"1,744"
2020년10월_남_70~79세,"14,009",611,265,879,"1,195",728,436,625,924,894,670,911,419,468,867,802,566,501,972,402,874
2020년10월_남_80~89세,"4,594",189,77,307,390,272,157,233,353,228,196,312,142,141,256,249,164,161,340,147,280
2020년10월_남_90~99세,359,16,13,31,23,21,12,24,17,25,14,28,10,7,16,23,10,11,19,14,25
2020년10월_남_100세 이상,48,3,0,2,1,4,4,3,4,7,3,1,1,2,0,3,0,1,1,2,6
2020년10월_여_총인구수,"185,063","7,725","4,990","10,976","11,517","10,802","7,029","10,024","11,222","11,751","9,161","12,548","5,377","6,005","10,049","8,816","9,000","5,836","15,266","6,335","10,634"
2020년10월_여_연령구간인구수,"185,063","7,725","4,990","10,976","11,517","10,802","7,029","10,024","11,222","11,751","9,161","12,548","5,377","6,005","10,049","8,816","9,000","5,836","15,266","6,335","10,634"
2020년10월_여_0~9세,"10,548",322,297,752,620,617,278,528,489,945,570,633,380,344,482,521,630,349,904,267,620
2020년10월_여_10~19세,"12,274",258,238,933,704,761,331,540,589,925,945,"1,003",348,492,593,665,518,420,"1,275",240,496
2020년10월_여_20~29세,"26,635","1,754","1,015","1,022","1,081","1,484","1,733","2,335","1,811","1,241",926,"1,354",662,596,"1,501","1,013","1,850",747,"1,754","1,401","1,355"
2020년10월_여_30~39세,"23,308","1,112",816,"1,143","1,196","1,257","1,198","1,674","1,548","1,553",883,"1,151",814,663,"1,061",955,"1,392",546,"1,711","1,114","1,521"
2020년10월_여_40~49세,"25,522",806,694,"1,749","1,550","1,562",902,"1,278","1,524","1,862","1,502","1,807",740,890,"1,257","1,222","1,176",791,"2,178",763,"1,269"
2020년10월_여_50~59세,"30,178","1,169",792,"1,761","1,933","1,913",821,"1,198","1,627","1,951","1,734","2,363",803,"1,147","1,746","1,519","1,303",997,"2,886",843,"1,672"
2020년10월_여_60~69세,"29,372","1,177",649,"1,858","2,221","1,630",866,"1,167","1,808","1,661","1,405","2,206",875,980,"1,801","1,596","1,154","1,015","2,570",864,"1,869"
2020년10월_여_70~79세,"17,697",718,304,"1,161","1,464",995,585,823,"1,215","1,085",793,"1,253",499,580,"1,111",898,642,648,"1,212",522,"1,189"
2020년10월_여_80~89세,"8,188",342,145,516,650,512,267,398,531,443,346,655,226,267,428,362,290,295,676,276,563
2020년10월_여_90~99세,"1,157",55,33,76,86,63,44,70,71,59,47,112,24,41,61,56,43,26,92,38,60
2020년10월_여_100세 이상,184,12,7,5,12,8,4,13,9,26,10,11,6,5,8,9,2,2,8,7,20
2020년11월_계_총인구수,"359,375","15,552","9,947","20,842","22,431","20,540","12,976","20,927","21,101","23,009","18,011","23,900","10,333","11,757","19,989","17,199","17,202","11,357","29,547","12,046","20,709"
2020년11월_계_연령구간인구수,"359,375","15,552","9,947","20,842","22,431","20,540","12,976","20,927","21,101","23,009","18,011","23,900","10,333","11,757","19,989","17,199","17,202","11,357","29,547","12,046","20,709"
2020년11월_계_0~9세,"21,365",630,628,"1,469","1,302","1,210",564,"1,255","1,015","1,959","1,138","1,202",760,721,920,"1,053","1,264",643,"1,861",508,"1,263"
2020년11월_계_10~19세,"25,044",561,468,"1,859","1,584","1,552",611,"1,182","1,177","1,883","1,941","2,016",698,951,"1,227","1,399","1,008",841,"2,541",492,"1,053"
2020년11월_계_20~29세,"52,644","3,273","1,945","2,138","2,321","2,979","2,953","4,486","3,392","2,549","2,062","2,938","1,293","1,278","3,266","2,155","3,280","1,589","3,677","2,482","2,588"
2020년11월_계_30~39세,"47,875","2,417","1,767","2,346","2,463","2,484","2,284","3,916","3,043","3,068","1,756","2,360","1,645","1,337","2,305","1,890","2,790","1,194","3,416","2,245","3,149"
2020년11월_계_40~49세,"51,670","1,788","1,476","3,348","3,157","3,032","1,780","2,845","2,962","3,779","2,913","3,495","1,497","1,807","2,704","2,429","2,445","1,551","4,307","1,558","2,797"
2020년11월_계_50~59세,"58,676","2,553","1,519","3,282","3,688","3,627","1,651","2,639","3,089","3,789","3,415","4,482","1,503","2,244","3,433","2,905","2,569","1,950","5,404","1,710","3,224"
2020년11월_계_60~69세,"55,806","2,400","1,301","3,405","4,090","3,053","1,627","2,368","3,311","3,208","2,700","4,118","1,614","1,903","3,386","2,956","2,121","1,931","5,022","1,673","3,619"
2020년11월_계_70~79세,"31,715","1,315",568,"2,059","2,664","1,715","1,021","1,471","2,130","1,977","1,464","2,163",915,"1,052","1,971","1,710","1,214","1,156","2,193",900,"2,057"
2020년11월_계_80~89세,"12,828",531,220,820,"1,039",793,423,654,884,683,545,970,367,410,692,608,459,462,"1,010",416,842
2020년11월_계_90~99세,"1,521",69,48,109,110,83,53,95,85,83,64,144,34,47,77,82,50,37,107,53,91
2020년11월_계_100세 이상,231,15,7,7,13,12,9,16,13,31,13,12,7,7,8,12,2,3,9,9,26
2020년11월_남_총인구수,"173,709","7,823","4,995","9,844","10,906","9,732","5,961","10,071","9,939","11,232","8,869","11,398","4,974","5,761","9,942","8,378","8,227","5,556","14,298","5,726","10,077"
2020년11월_남_연령구간인구수,"173,709","7,823","4,995","9,844","10,906","9,732","5,961","10,071","9,939","11,232","8,869","11,398","4,974","5,761","9,942","8,378","8,227","5,556","14,298","5,726","10,077"
2020년11월_남_0~9세,"10,803",309,337,726,683,598,290,624,532,"1,006",578,583,386,377,448,536,636,299,964,239,652
2020년11월_남_10~19세,"12,772",303,233,931,875,788,286,603,604,954,"1,000","1,028",352,461,641,723,487,426,"1,267",247,563
2020년11월_남_20~29세,"25,876","1,504",940,"1,120","1,243","1,468","1,197","2,018","1,589","1,317","1,131","1,591",635,688,"1,754","1,136","1,451",859,"1,934","1,077","1,224"
2020년11월_남_30~39세,"24,470","1,310",957,"1,202","1,276","1,231","1,092","2,034","1,500","1,510",896,"1,228",839,678,"1,235",959,"1,404",652,"1,704","1,131","1,632"
2020년11월_남_40~49세,"26,067",976,784,"1,592","1,591","1,485",889,"1,437","1,452","1,920","1,406","1,696",762,916,"1,450","1,202","1,265",778,"2,138",801,"1,527"
2020년11월_남_50~59세,"28,423","1,383",741,"1,512","1,760","1,713",842,"1,323","1,469","1,825","1,687","2,108",702,"1,099","1,689","1,389","1,268",953,"2,528",876,"1,556"
2020년11월_남_60~69세,"26,262","1,220",649,"1,528","1,867","1,426",753,"1,126","1,504","1,542","1,288","1,917",727,920,"1,580","1,357",969,910,"2,433",806,"1,740"
2020년11월_남_70~79세,"14,001",606,262,892,"1,194",724,438,639,918,891,671,905,416,469,871,798,568,504,974,390,871
2020년11월_남_80~89세,"4,626",192,79,306,393,275,158,239,351,235,194,313,144,144,259,250,170,164,337,142,281
2020년11월_남_90~99세,361,17,13,33,23,20,12,25,16,25,15,28,10,7,15,25,9,10,18,15,25
2020년11월_남_100세 이상,48,3,0,2,1,4,4,3,4,7,3,1,1,2,0,3,0,1,1,2,6
2020년11월_여_총인구수,"185,666","7,729","4,952","10,998","11,525","10,808","7,015","10,856","11,162","11,777","9,142","12,502","5,359","5,996","10,047","8,821","8,975","5,801","15,249","6,320","10,632"
2020년11월_여_연령구간인구수,"185,666","7,729","4,952","10,998","11,525","10,808","7,015","10,856","11,162","11,777","9,142","12,502","5,359","5,996","10,047","8,821","8,975","5,801","15,249","6,320","10,632"
2020년11월_여_0~9세,"10,562",321,291,743,619,612,274,631,483,953,560,619,374,344,472,517,628,344,897,269,611
2020년11월_여_10~19세,"12,272",258,235,928,709,764,325,579,573,929,941,988,346,490,586,676,521,415,"1,274",245,490
2020년11월_여_20~29세,"26,768","1,769","1,005","1,018","1,078","1,511","1,756","2,468","1,803","1,232",931,"1,347",658,590,"1,512","1,019","1,829",730,"1,743","1,405","1,364"
2020년11월_여_30~39세,"23,405","1,107",810,"1,144","1,187","1,253","1,192","1,882","1,543","1,558",860,"1,132",806,659,"1,070",931,"1,386",542,"1,712","1,114","1,517"
2020년11월_여_40~49세,"25,603",812,692,"1,756","1,566","1,547",891,"1,408","1,510","1,859","1,507","1,799",735,891,"1,254","1,227","1,180",773,"2,169",757,"1,270"
2020년11월_여_50~59세,"30,253","1,170",778,"1,770","1,928","1,914",809,"1,316","1,620","1,964","1,728","2,374",801,"1,145","1,744","1,516","1,301",997,"2,876",834,"1,668"
2020년11월_여_60~69세,"29,544","1,180",652,"1,877","2,223","1,627",874,"1,242","1,807","1,666","1,412","2,201",887,983,"1,806","1,599","1,152","1,021","2,589",867,"1,879"
2020년11월_여_70~79세,"17,714",709,306,"1,167","1,470",991,583,832,"1,212","1,086",793,"1,258",499,583,"1,100",912,646,652,"1,219",510,"1,186"
2020년11월_여_80~89세,"8,202",339,141,514,646,518,265,415,533,448,351,657,223,266,433,358,289,298,673,274,561
2020년11월_여_90~99세,"1,160",52,35,76,87,63,41,70,69,58,49,116,24,40,62,57,41,27,89,38,66
2020년11월_여_100세 이상,183,12,7,5,12,8,5,13,9,24,10,11,6,5,8,9,2,2,8,7,20
2020년12월_계_총인구수,"359,886","15,533","9,915","20,941","22,434","20,536","12,934","21,842","21,097","23,088","17,959","23,800","10,365","11,691","19,826","17,158","17,190","11,299","29,438","12,016","20,824"
2020년12월_계_연령구간인구수,"359,886","15,533","9,915","20,941","22,434","20,536","12,934","21,842","21,097","23,088","17,959","23,800","10,365","11,691","19,826","17,158","17,190","11,299","29,438","12,016","20,824"
2020년12월_계_0~9세,"21,318",630,620,"1,462","1,307","1,191",568,"1,367",985,"1,956","1,145","1,181",756,702,895,"1,030","1,268",638,"1,846",507,"1,264"
2020년12월_계_10~19세,"25,005",551,465,"1,878","1,579","1,545",600,"1,256","1,177","1,887","1,928","1,981",705,950,"1,211","1,393","1,010",833,"2,523",481,"1,052"
2020년12월_계_20~29세,"52,781","3,297","1,937","2,140","2,318","2,993","2,958","4,601","3,401","2,582","2,048","2,939","1,313","1,270","3,227","2,151","3,274","1,574","3,644","2,501","2,613"
2020년12월_계_30~39세,"47,994","2,407","1,751","2,338","2,457","2,496","2,276","4,104","3,022","3,073","1,756","2,356","1,644","1,321","2,284","1,872","2,786","1,177","3,411","2,265","3,198"
2020년12월_계_40~49세,"51,698","1,796","1,474","3,364","3,140","3,009","1,782","3,008","2,957","3,797","2,893","3,458","1,494","1,800","2,685","2,442","2,436","1,534","4,288","1,544","2,797"
2020년12월_계_50~59세,"58,636","2,512","1,530","3,305","3,696","3,616","1,635","2,778","3,097","3,794","3,379","4,465","1,501","2,225","3,397","2,893","2,561","1,942","5,350","1,697","3,263"
2020년12월_계_60~69세,"56,014","2,423","1,302","3,427","4,092","3,076","1,616","2,454","3,323","3,227","2,714","4,123","1,626","1,900","3,373","2,953","2,128","1,938","5,036","1,660","3,623"
2020년12월_계_70~79세,"31,765","1,304",564,"2,083","2,677","1,710","1,013","1,502","2,148","1,973","1,475","2,154",920,"1,056","1,967","1,715","1,203","1,163","2,202",889,"2,047"
2020년12월_계_80~89세,"12,919",530,219,829,"1,040",804,425,664,887,687,543,985,365,414,702,616,469,457,"1,022",414,847
2020년12월_계_90~99세,"1,524",67,46,108,116,84,52,92,87,81,65,146,34,46,77,80,53,40,107,49,94
2020년12월_계_100세 이상,232,16,7,7,12,12,9,16,13,31,13,12,7,7,8,13,2,3,9,9,26
2020년12월_남_총인구수,"173,920","7,818","4,970","9,887","10,887","9,720","5,960","10,482","9,929","11,284","8,836","11,361","4,984","5,723","9,869","8,360","8,228","5,528","14,250","5,713","10,131"
2020년12월_남_연령구간인구수,"173,920","7,818","4,970","9,887","10,887","9,720","5,960","10,482","9,929","11,284","8,836","11,361","4,984","5,723","9,869","8,360","8,228","5,528","14,250","5,713","10,131"
2020년12월_남_0~9세,"10,780",310,337,726,683,587,293,683,510,"1,003",583,574,383,367,437,524,643,297,952,237,651
2020년12월_남_10~19세,"12,741",299,226,939,867,783,286,628,605,954,992,"1,016",355,460,633,718,486,424,"1,259",245,566
2020년12월_남_20~29세,"25,915","1,515",930,"1,123","1,237","1,471","1,196","2,056","1,586","1,338","1,124","1,593",642,682,"1,740","1,134","1,447",853,"1,925","1,088","1,235"
2020년12월_남_30~39세,"24,512","1,301",948,"1,200","1,267","1,231","1,094","2,131","1,502","1,509",885,"1,224",834,677,"1,221",950,"1,400",641,"1,702","1,134","1,661"
2020년12월_남_40~49세,"26,091",987,782,"1,595","1,580","1,480",896,"1,515","1,446","1,927","1,395","1,682",768,909,"1,442","1,211","1,264",769,"2,135",793,"1,515"
2020년12월_남_50~59세,"28,430","1,369",749,"1,525","1,773","1,703",835,"1,378","1,476","1,837","1,678","2,097",699,"1,088","1,673","1,386","1,265",950,"2,499",876,"1,574"
2020년12월_남_60~69세,"26,356","1,228",651,"1,529","1,858","1,442",749,"1,173","1,506","1,558","1,290","1,930",730,918,"1,572","1,350",976,913,"2,435",799,"1,749"
2020년12월_남_70~79세,"14,031",600,257,905,"1,200",717,437,650,927,886,679,899,417,472,873,808,560,508,983,385,868
2020년12월_남_80~89세,"4,663",191,77,311,398,281,158,244,350,242,192,317,145,141,263,252,177,162,341,140,281
2020년12월_남_90~99세,353,15,13,32,23,21,12,21,17,23,15,28,10,7,15,24,10,10,18,14,25
2020년12월_남_100세 이상,48,3,0,2,1,4,4,3,4,7,3,1,1,2,0,3,0,1,1,2,6
2020년12월_여_총인구수,"185,966","7,715","4,945","11,054","11,547","10,816","6,974","11,360","11,168","11,804","9,123","12,439","5,381","5,968","9,957","8,798","8,962","5,771","15,188","6,303","10,693"
2020년12월_여_연령구간인구수,"185,966","7,715","4,945","11,054","11,547","10,816","6,974","11,360","11,168","11,804","9,123","12,439","5,381","5,968","9,957","8,798","8,962","5,771","15,188","6,303","10,693"
2020년12월_여_0~9세,"10,538",320,283,736,624,604,275,684,475,953,562,607,373,335,458,506,625,341,894,270,613
2020년12월_여_10~19세,"12,264",252,239,939,712,762,314,628,572,933,936,965,350,490,578,675,524,409,"1,264",236,486
2020년12월_여_20~29세,"26,866","1,782","1,007","1,017","1,081","1,522","1,762","2,545","1,815","1,244",924,"1,346",671,588,"1,487","1,017","1,827",721,"1,719","1,413","1,378"
2020년12월_여_30~39세,"23,482","1,106",803,"1,138","1,190","1,265","1,182","1,973","1,520","1,564",871,"1,132",810,644,"1,063",922,"1,386",536,"1,709","1,131","1,537"
2020년12월_여_40~49세,"25,607",809,692,"1,769","1,560","1,529",886,"1,493","1,511","1,870","1,498","1,776",726,891,"1,243","1,231","1,172",765,"2,153",751,"1,282"
2020년12월_여_50~59세,"30,206","1,143",781,"1,780","1,923","1,913",800,"1,400","1,621","1,957","1,701","2,368",802,"1,137","1,724","1,507","1,296",992,"2,851",821,"1,689"
2020년12월_여_60~69세,"29,658","1,195",651,"1,898","2,234","1,634",867,"1,281","1,817","1,669","1,424","2,193",896,982,"1,801","1,603","1,152","1,025","2,601",861,"1,874"
2020년12월_여_70~79세,"17,734",704,307,"1,178","1,477",993,576,852,"1,221","1,087",796,"1,255",503,584,"1,094",907,643,655,"1,219",504,"1,179"
2020년12월_여_80~89세,"8,256",339,142,518,642,523,267,420,537,445,351,668,220,273,439,364,292,295,681,274,566
2020년12월_여_90~99세,"1,171",52,33,76,93,63,40,71,70,58,50,118,24,39,62,56,43,30,89,35,69
2020년12월_여_100세 이상,184,13,7,5,11,8,5,13,9,24,10,11,6,5,8,10,2,2,8,7,20
2021년01월_계_총인구수,"359,978","15,612","9,904","20,977","22,432","20,466","12,900","22,214","21,116","23,103","17,921","23,716","10,441","11,656","19,730","17,111","17,121","11,298","29,375","12,034","20,851"
2021년01월_계_연령구간인구수,"359,978","15,612","9,904","20,977","22,432","20,466","12,900","22,214","21,116","23,103","17,921","23,716","10,441","11,656","19,730","17,111","17,121","11,298","29,375","12,034","20,851"
2021년01월_계_0~9세,"21,215",630,624,"1,461","1,318","1,166",561,"1,393",978,"1,960","1,133","1,170",759,691,890,"1,020","1,251",627,"1,829",496,"1,258"
2021년01월_계_10~19세,"24,965",546,458,"1,868","1,577","1,540",598,"1,283","1,169","1,882","1,922","1,983",708,936,"1,202","1,386","1,012",840,"2,514",482,"1,059"
2021년01월_계_20~29세,"52,727","3,353","1,902","2,125","2,309","2,977","2,948","4,678","3,419","2,562","2,045","2,895","1,344","1,271","3,176","2,138","3,266","1,570","3,630","2,515","2,604"
2021년01월_계_30~39세,"48,123","2,445","1,771","2,366","2,443","2,486","2,259","4,195","3,025","3,083","1,730","2,359","1,651","1,313","2,284","1,864","2,774","1,174","3,393","2,288","3,220"
2021년01월_계_40~49세,"51,552","1,786","1,469","3,346","3,145","2,990","1,778","3,068","2,964","3,787","2,893","3,428","1,501","1,777","2,671","2,424","2,429","1,527","4,251","1,524","2,794"
2021년01월_계_50~59세,"58,457","2,516","1,531","3,300","3,675","3,600","1,634","2,813","3,077","3,769","3,354","4,449","1,502","2,237","3,350","2,873","2,545","1,942","5,344","1,696","3,250"
2021년01월_계_60~69세,"56,298","2,412","1,312","3,470","4,082","3,098","1,620","2,484","3,343","3,262","2,743","4,134","1,645","1,911","3,396","2,970","2,114","1,945","5,056","1,663","3,638"
2021년01월_계_70~79세,"31,827","1,309",558,"2,088","2,697","1,709","1,011","1,512","2,141","1,991","1,479","2,151",920,"1,056","1,963","1,726","1,203","1,160","2,217",886,"2,050"
2021년01월_계_80~89세,"13,018",532,226,833,"1,054",802,428,680,898,693,540,989,369,411,709,615,472,468,"1,025",425,849
2021년01월_계_90~99세,"1,562",67,46,113,120,86,54,91,89,83,69,145,35,46,81,82,53,42,107,50,103
2021년01월_계_100세 이상,234,16,7,7,12,12,9,17,13,31,13,13,7,7,8,13,2,3,9,9,26
2021년01월_남_총인구수,"173,861","7,834","4,950","9,911","10,891","9,658","5,923","10,651","9,946","11,290","8,802","11,325","5,010","5,722","9,819","8,336","8,187","5,534","14,211","5,710","10,151"
2021년01월_남_연령구간인구수,"173,861","7,834","4,950","9,911","10,891","9,658","5,923","10,651","9,946","11,290","8,802","11,325","5,010","5,722","9,819","8,336","8,187","5,534","14,211","5,710","10,151"
2021년01월_남_0~9세,"10,728",312,339,727,682,577,285,699,506,"1,010",577,576,385,363,432,512,633,291,941,236,645
2021년01월_남_10~19세,"12,700",293,221,934,870,771,288,642,601,948,982,"1,014",355,453,621,720,486,427,"1,259",245,570
2021년01월_남_20~29세,"25,821","1,525",918,"1,118","1,236","1,458","1,172","2,081","1,597","1,320","1,129","1,568",651,689,"1,718","1,130","1,435",849,"1,913","1,080","1,234"
2021년01월_남_30~39세,"24,559","1,312",948,"1,211","1,261","1,216","1,088","2,174","1,506","1,513",869,"1,220",831,677,"1,225",953,"1,398",642,"1,688","1,150","1,677"
2021년01월_남_40~49세,"26,034",990,777,"1,589","1,587","1,462",892,"1,550","1,454","1,921","1,393","1,666",769,904,"1,438","1,188","1,265",775,"2,117",782,"1,515"
2021년01월_남_50~59세,"28,346","1,367",748,"1,525","1,762","1,698",836,"1,390","1,469","1,829","1,659","2,094",710,"1,092","1,647","1,380","1,255",950,"2,497",872,"1,566"
2021년01월_남_60~69세,"26,489","1,225",656,"1,554","1,856","1,455",747,"1,182","1,515","1,579","1,302","1,941",734,921,"1,583","1,360",967,914,"2,446",796,"1,756"
2021년01월_남_70~79세,"14,071",601,251,906,"1,207",714,438,659,927,899,684,897,415,473,875,815,561,506,988,385,870
2021년01월_남_80~89세,"4,707",192,79,313,405,281,160,250,351,242,190,320,147,141,265,251,177,169,342,148,284
