카테고리,울산광역시 동구,울산광역시 동구 방어동,울산광역시 동구 일산동,울산광역시 동구 화정동,울산광역시 동구 대송동,울산광역시 동구 전하1동,울산광역시 동구 전하2동,울산광역시 동구 남목1동,울산광역시 동구 남목2동,울산광역시 동구 남목3동
2021년06월_계_50~59세,"25,034","6,575","1,033","3,144","2,218","2,344","3,675","1,380","2,872","1,793"
2021년06월_계_60~69세,"23,450","5,506","1,172","2,905","1,745","2,281","2,976","1,677","3,256","1,932"
2021년06월_계_70~79세,"8,504","2,069",513,"1,119",537,980,957,642,975,712
2021년06월_계_80~89세,"2,567",653,155,420,173,249,286,181,210,240
2021년06월_계_90~99세,363,104,18,50,21,34,47,23,31,35
2021년06월_계_100세 이상,9,2,0,1,2,1,2,1,0,0
2021년06월_남_총인구수,"81,003","21,573","3,106","10,160","6,122","7,655","10,531","4,494","11,185","6,177"
2021년06월_남_연령구간인구수,"81,003","21,573","3,106","10,160","6,122","7,655","10,531","4,494","11,185","6,177"
2021년06월_남_0~9세,"7,231","1,760",116,"1,076",457,675,997,321,"1,197",632
2021년06월_남_10~19세,"8,272","2,203",191,"1,022",630,766,"1,170",466,"1,154",670
2021년06월_남_20~29세,"9,732","2,643",412,"1,088",828,930,"1,318",524,"1,377",612
2021년06월_남_30~39세,"12,104","3,319",470,"1,434",827,"1,158","1,353",576,"2,040",927
2021년06월_남_40~49세,"14,165","4,175",487,"1,792","1,013","1,265","1,758",746,"1,830","1,099"
2021년06월_남_50~59세,"12,543","3,478",537,"1,593","1,133","1,145","1,817",656,"1,338",846
2021년06월_남_60~69세,"11,684","2,756",560,"1,461",893,"1,091","1,510",828,"1,617",968
2021년06월_남_70~79세,"4,347","1,020",272,557,275,525,498,314,541,345
2021년06월_남_80~89세,871,209,57,125,65,93,104,62,85,71
2021년06월_남_90~99세,52,10,4,12,1,6,5,1,6,7
2021년06월_남_100세 이상,2,0,0,0,0,1,1,0,0,0
2021년06월_여_총인구수,"74,126","18,549","2,663","9,562","5,566","7,258","10,150","4,329","10,021","6,028"
2021년06월_여_연령구간인구수,"74,126","18,549","2,663","9,562","5,566","7,258","10,150","4,329","10,021","6,028"
2021년06월_여_0~9세,"6,969","1,715",114,"1,046",434,633,"1,028",310,"1,097",592
2021년06월_여_10~19세,"7,323","1,881",165,907,543,626,"1,140",456,982,623
2021년06월_여_20~29세,"7,608","1,956",300,881,666,961,"1,019",368,953,504
2021년06월_여_30~39세,"9,937","2,425",278,"1,389",646,957,"1,276",482,"1,644",840
2021년06월_여_40~49세,"11,861","3,136",345,"1,448",948,"1,053","1,679",670,"1,588",994
2021년06월_여_50~59세,"12,491","3,097",496,"1,551","1,085","1,199","1,858",724,"1,534",947
2021년06월_여_60~69세,"11,766","2,750",612,"1,444",852,"1,190","1,466",849,"1,639",964
2021년06월_여_70~79세,"4,157","1,049",241,562,262,455,459,328,434,367
2021년06월_여_80~89세,"1,696",444,98,295,108,156,182,119,125,169
2021년06월_여_90~99세,311,94,14,38,20,28,42,22,25,28
2021년06월_여_100세 이상,7,2,0,1,2,0,1,1,0,0
2021년07월_계_총인구수,"154,922","40,091","5,771","19,682","11,667","14,868","20,658","8,812","21,187","12,186"
2021년07월_계_연령구간인구수,"154,922","40,091","5,771","19,682","11,667","14,868","20,658","8,812","21,187","12,186"
2021년07월_계_0~9세,"14,124","3,468",229,"2,115",883,"1,293","2,012",627,"2,294","1,203"
2021년07월_계_10~19세,"15,603","4,092",354,"1,915","1,164","1,392","2,326",921,"2,135","1,304"
2021년07월_계_20~29세,"17,233","4,579",712,"1,955","1,497","1,857","2,314",885,"2,315","1,119"
2021년07월_계_30~39세,"21,932","5,739",752,"2,813","1,464","2,096","2,619","1,051","3,661","1,737"
2021년07월_계_40~49세,"26,000","7,281",827,"3,231","1,950","2,319","3,426","1,422","3,443","2,101"
2021년07월_계_50~59세,"24,947","6,562","1,036","3,131","2,220","2,340","3,669","1,376","2,835","1,778"
2021년07월_계_60~69세,"23,556","5,524","1,174","2,920","1,750","2,292","2,992","1,678","3,272","1,954"
2021년07월_계_70~79세,"8,576","2,080",515,"1,127",544,996,964,644,990,716
2021년07월_계_80~89세,"2,576",659,154,424,172,248,286,183,211,239
2021년07월_계_90~99세,366,105,18,50,21,34,48,24,31,35
2021년07월_계_100세 이상,9,2,0,1,2,1,2,1,0,0
2021년07월_남_총인구수,"80,868","21,537","3,106","10,134","6,113","7,639","10,515","4,494","11,181","6,149"
2021년07월_남_연령구간인구수,"80,868","21,537","3,106","10,134","6,113","7,639","10,515","4,494","11,181","6,149"
2021년07월_남_0~9세,"7,203","1,755",116,"1,074",455,668,995,320,"1,204",616
2021년07월_남_10~19세,"8,271","2,205",190,"1,017",630,768,"1,173",465,"1,147",676
2021년07월_남_20~29세,"9,645","2,616",407,"1,071",826,922,"1,300",522,"1,374",607
2021년07월_남_30~39세,"12,044","3,323",474,"1,436",823,"1,135","1,348",574,"2,023",908
2021년07월_남_40~49세,"14,155","4,154",487,"1,783","1,010","1,271","1,751",749,"1,847","1,103"
2021년07월_남_50~59세,"12,524","3,479",537,"1,587","1,133","1,145","1,822",660,"1,322",839
2021년07월_남_60~69세,"11,718","2,758",562,"1,467",895,"1,095","1,515",825,"1,625",976
2021년07월_남_70~79세,"4,377","1,025",272,558,277,535,502,315,547,346
2021년07월_남_80~89세,876,212,57,129,63,92,103,63,86,71
2021년07월_남_90~99세,53,10,4,12,1,7,5,1,6,7
2021년07월_남_100세 이상,2,0,0,0,0,1,1,0,0,0
2021년07월_여_총인구수,"74,054","18,554","2,665","9,548","5,554","7,229","10,143","4,318","10,006","6,037"
2021년07월_여_연령구간인구수,"74,054","18,554","2,665","9,548","5,554","7,229","10,143","4,318","10,006","6,037"
2021년07월_여_0~9세,"6,921","1,713",113,"1,041",428,625,"1,017",307,"1,090",587
2021년07월_여_10~19세,"7,332","1,887",164,898,534,624,"1,153",456,988,628
2021년07월_여_20~29세,"7,588","1,963",305,884,671,935,"1,014",363,941,512
2021년07월_여_30~39세,"9,888","2,416",278,"1,377",641,961,"1,271",477,"1,638",829
2021년07월_여_40~49세,"11,845","3,127",340,"1,448",940,"1,048","1,675",673,"1,596",998
2021년07월_여_50~59세,"12,423","3,083",499,"1,544","1,087","1,195","1,847",716,"1,513",939
2021년07월_여_60~69세,"11,838","2,766",612,"1,453",855,"1,197","1,477",853,"1,647",978
2021년07월_여_70~79세,"4,199","1,055",243,569,267,461,462,329,443,370
2021년07월_여_80~89세,"1,700",447,97,295,109,156,183,120,125,168
2021년07월_여_90~99세,313,95,14,38,20,27,43,23,25,28
2021년07월_여_100세 이상,7,2,0,1,2,0,1,1,0,0
2021년08월_계_총인구수,"154,705","40,098","5,772","19,606","11,643","14,858","20,620","8,814","21,177","12,117"
2021년08월_계_연령구간인구수,"154,705","40,098","5,772","19,606","11,643","14,858","20,620","8,814","21,177","12,117"
2021년08월_계_0~9세,"14,033","3,444",233,"2,097",866,"1,293","1,995",620,"2,293","1,192"
2021년08월_계_10~19세,"15,608","4,119",351,"1,915","1,161","1,385","2,330",919,"2,136","1,292"
2021년08월_계_20~29세,"17,099","4,535",701,"1,933","1,478","1,858","2,299",871,"2,328","1,096"
2021년08월_계_30~39세,"21,777","5,717",750,"2,776","1,457","2,079","2,587","1,063","3,637","1,711"
2021년08월_계_40~49세,"26,003","7,283",823,"3,233","1,948","2,313","3,442","1,428","3,450","2,083"
2021년08월_계_50~59세,"24,960","6,578","1,037","3,128","2,226","2,353","3,664","1,369","2,825","1,780"
2021년08월_계_60~69세,"23,623","5,554","1,186","2,915","1,762","2,293","2,997","1,686","3,271","1,959"
2021년08월_계_70~79세,"8,644","2,098",517,"1,131",549,"1,001",974,652,993,729
2021년08월_계_80~89세,"2,583",665,156,426,173,249,280,184,213,237
2021년08월_계_90~99세,366,104,18,50,21,33,50,21,31,38
2021년08월_계_100세 이상,9,1,0,2,2,1,2,1,0,0
2021년08월_남_총인구수,"80,767","21,547","3,108","10,081","6,101","7,641","10,483","4,504","11,189","6,113"
2021년08월_남_연령구간인구수,"80,767","21,547","3,108","10,081","6,101","7,641","10,483","4,504","11,189","6,113"
2021년08월_남_0~9세,"7,153","1,746",118,"1,058",447,664,983,318,"1,206",613
2021년08월_남_10~19세,"8,284","2,227",189,"1,020",628,768,"1,174",462,"1,150",666
2021년08월_남_20~29세,"9,594","2,601",407,"1,057",813,922,"1,289",513,"1,391",601
2021년08월_남_30~39세,"11,948","3,304",470,"1,422",814,"1,131","1,320",587,"2,007",893
2021년08월_남_40~49세,"14,150","4,149",481,"1,779","1,016","1,269","1,761",749,"1,852","1,094"
2021년08월_남_50~59세,"12,547","3,496",540,"1,583","1,134","1,152","1,821",662,"1,318",841
2021년08월_남_60~69세,"11,745","2,764",568,"1,464",905,"1,097","1,522",830,"1,621",974
2021년08월_남_70~79세,"4,408","1,036",273,554,279,537,507,318,551,353
2021년08월_남_80~89세,882,214,58,131,64,93,100,64,87,71
2021년08월_남_90~99세,54,10,4,13,1,7,5,1,6,7
2021년08월_남_100세 이상,2,0,0,0,0,1,1,0,0,0
2021년08월_여_총인구수,"73,938","18,551","2,664","9,525","5,542","7,217","10,137","4,310","9,988","6,004"
2021년08월_여_연령구간인구수,"73,938","18,551","2,664","9,525","5,542","7,217","10,137","4,310","9,988","6,004"
2021년08월_여_0~9세,"6,880","1,698",115,"1,039",419,629,"1,012",302,"1,087",579
2021년08월_여_10~19세,"7,324","1,892",162,895,533,617,"1,156",457,986,626
2021년08월_여_20~29세,"7,505","1,934",294,876,665,936,"1,010",358,937,495
2021년08월_여_30~39세,"9,829","2,413",280,"1,354",643,948,"1,267",476,"1,630",818
2021년08월_여_40~49세,"11,853","3,134",342,"1,454",932,"1,044","1,681",679,"1,598",989
2021년08월_여_50~59세,"12,413","3,082",497,"1,545","1,092","1,201","1,843",707,"1,507",939
2021년08월_여_60~69세,"11,878","2,790",618,"1,451",857,"1,196","1,475",856,"1,650",985
2021년08월_여_70~79세,"4,236","1,062",244,577,270,464,467,334,442,376
2021년08월_여_80~89세,"1,701",451,98,295,109,156,180,120,126,166
2021년08월_여_90~99세,312,94,14,37,20,26,45,20,25,31
2021년08월_여_100세 이상,7,1,0,2,2,0,1,1,0,0
2021년09월_계_총인구수,"154,566","40,102","5,780","19,589","11,601","14,826","20,606","8,776","21,186","12,100"
2021년09월_계_연령구간인구수,"154,566","40,102","5,780","19,589","11,601","14,826","20,606","8,776","21,186","12,100"
2021년09월_계_0~9세,"13,994","3,440",232,"2,087",861,"1,285","1,997",610,"2,289","1,193"
2021년09월_계_10~19세,"15,575","4,106",354,"1,919","1,152","1,382","2,332",920,"2,130","1,280"
2021년09월_계_20~29세,"17,012","4,509",704,"1,929","1,463","1,848","2,281",851,"2,341","1,086"
2021년09월_계_30~39세,"21,666","5,704",743,"2,765","1,443","2,062","2,577","1,048","3,615","1,709"
2021년09월_계_40~49세,"26,052","7,295",821,"3,247","1,938","2,318","3,437","1,430","3,486","2,080"
2021년09월_계_50~59세,"24,912","6,591","1,039","3,117","2,225","2,338","3,678","1,367","2,788","1,769"
2021년09월_계_60~69세,"23,696","5,584","1,195","2,910","1,771","2,302","2,995","1,688","3,280","1,971"
2021년09월_계_70~79세,"8,679","2,105",516,"1,132",549,"1,001",974,656,"1,012",734
2021년09월_계_80~89세,"2,608",665,158,429,177,256,285,186,213,239
2021년09월_계_90~99세,363,102,18,52,20,33,48,19,32,39
2021년09월_계_100세 이상,9,1,0,2,2,1,2,1,0,0
2021년09월_남_총인구수,"80,683","21,556","3,109","10,070","6,073","7,618","10,471","4,489","11,195","6,102"
2021년09월_남_연령구간인구수,"80,683","21,556","3,109","10,070","6,073","7,618","10,471","4,489","11,195","6,102"
2021년09월_남_0~9세,"7,136","1,747",118,"1,052",445,660,986,314,"1,198",616
2021년09월_남_10~19세,"8,269","2,220",188,"1,017",625,767,"1,176",462,"1,151",663
2021년09월_남_20~29세,"9,529","2,585",409,"1,063",801,908,"1,271",503,"1,397",592
2021년09월_남_30~39세,"11,899","3,302",465,"1,421",806,"1,125","1,311",578,"1,998",893
2021년09월_남_40~49세,"14,177","4,163",479,"1,780","1,013","1,272","1,757",755,"1,863","1,095"
2021년09월_남_50~59세,"12,522","3,495",541,"1,583","1,133","1,138","1,832",663,"1,306",831
2021년09월_남_60~69세,"11,775","2,781",574,"1,456",906,"1,109","1,520",829,"1,624",976
2021년09월_남_70~79세,"4,429","1,041",272,553,278,537,511,319,561,357
2021년09월_남_80~89세,891,212,59,132,65,94,101,65,91,72
2021년09월_남_90~99세,54,10,4,13,1,7,5,1,6,7
2021년09월_남_100세 이상,2,0,0,0,0,1,1,0,0,0
2021년09월_여_총인구수,"73,883","18,546","2,671","9,519","5,528","7,208","10,135","4,287","9,991","5,998"
2021년09월_여_연령구간인구수,"73,883","18,546","2,671","9,519","5,528","7,208","10,135","4,287","9,991","5,998"
2021년09월_여_0~9세,"6,858","1,693",114,"1,035",416,625,"1,011",296,"1,091",577
2021년09월_여_10~19세,"7,306","1,886",166,902,527,615,"1,156",458,979,617
2021년09월_여_20~29세,"7,483","1,924",295,866,662,940,"1,010",348,944,494
2021년09월_여_30~39세,"9,767","2,402",278,"1,344",637,937,"1,266",470,"1,617",816
2021년09월_여_40~49세,"11,875","3,132",342,"1,467",925,"1,046","1,680",675,"1,623",985
2021년09월_여_50~59세,"12,390","3,096",498,"1,534","1,092","1,200","1,846",704,"1,482",938
2021년09월_여_60~69세,"11,921","2,803",621,"1,454",865,"1,193","1,475",859,"1,656",995
2021년09월_여_70~79세,"4,250","1,064",244,579,271,464,463,337,451,377
2021년09월_여_80~89세,"1,717",453,99,297,112,162,184,121,122,167
2021년09월_여_90~99세,309,92,14,39,19,26,43,18,26,32
2021년09월_여_100세 이상,7,1,0,2,2,0,1,1,0,0
2021년10월_계_총인구수,"154,501","40,111","5,791","19,563","11,589","14,811","20,599","8,765","21,189","12,083"
2021년10월_계_연령구간인구수,"154,501","40,111","5,791","19,563","11,589","14,811","20,599","8,765","21,189","12,083"
2021년10월_계_0~9세,"13,902","3,413",235,"2,078",849,"1,284","1,978",599,"2,274","1,192"
2021년10월_계_10~19세,"15,655","4,126",355,"1,922","1,156","1,377","2,347",925,"2,170","1,277"
2021년10월_계_20~29세,"16,910","4,489",712,"1,919","1,463","1,822","2,255",854,"2,314","1,082"
2021년10월_계_30~39세,"21,548","5,668",753,"2,751","1,427","2,057","2,574","1,036","3,600","1,682"
2021년10월_계_40~49세,"26,120","7,325",824,"3,244","1,943","2,326","3,444","1,429","3,498","2,087"
2021년10월_계_50~59세,"24,864","6,609","1,023","3,129","2,219","2,326","3,659","1,362","2,776","1,761"
2021년10월_계_60~69세,"23,758","5,588","1,189","2,912","1,775","2,315","3,010","1,698","3,288","1,983"
2021년10월_계_70~79세,"8,758","2,125",522,"1,121",556,"1,014",991,660,"1,026",743
2021년10월_계_80~89세,"2,620",668,161,434,180,256,288,185,212,236
2021년10월_계_90~99세,357,98,17,51,19,33,51,17,31,40
2021년10월_계_100세 이상,9,2,0,2,2,1,2,0,0,0
2021년10월_남_총인구수,"80,618","21,558","3,112","10,052","6,067","7,616","10,459","4,483","11,183","6,088"
2021년10월_남_연령구간인구수,"80,618","21,558","3,112","10,052","6,067","7,616","10,459","4,483","11,183","6,088"
2021년10월_남_0~9세,"7,088","1,732",120,"1,049",437,666,977,307,"1,186",614
2021년10월_남_10~19세,"8,299","2,222",187,"1,019",624,762,"1,182",466,"1,178",659
2021년10월_남_20~29세,"9,465","2,575",411,"1,057",806,897,"1,254",502,"1,373",590
2021년10월_남_30~39세,"11,824","3,278",475,"1,411",793,"1,121","1,310",572,"1,982",882
2021년10월_남_40~49세,"14,209","4,187",479,"1,773","1,014","1,277","1,759",754,"1,870","1,096"
2021년10월_남_50~59세,"12,515","3,503",532,"1,596","1,137","1,137","1,820",662,"1,301",827
2021년10월_남_60~69세,"11,799","2,791",569,"1,453",908,"1,107","1,528",835,"1,625",983
2021년10월_남_70~79세,"4,466","1,046",273,547,281,546,522,320,570,361
2021년10월_남_80~89세,897,214,62,134,66,95,100,64,92,70
2021년10월_남_90~99세,54,10,4,13,1,7,6,1,6,6
2021년10월_남_100세 이상,2,0,0,0,0,1,1,0,0,0
2021년10월_여_총인구수,"73,883","18,553","2,679","9,511","5,522","7,195","10,140","4,282","10,006","5,995"
2021년10월_여_연령구간인구수,"73,883","18,553","2,679","9,511","5,522","7,195","10,140","4,282","10,006","5,995"
2021년10월_여_0~9세,"6,814","1,681",115,"1,029",412,618,"1,001",292,"1,088",578
2021년10월_여_10~19세,"7,356","1,904",168,903,532,615,"1,165",459,992,618
2021년10월_여_20~29세,"7,445","1,914",301,862,657,925,"1,001",352,941,492
2021년10월_여_30~39세,"9,724","2,390",278,"1,340",634,936,"1,264",464,"1,618",800
2021년10월_여_40~49세,"11,911","3,138",345,"1,471",929,"1,049","1,685",675,"1,628",991
2021년10월_여_50~59세,"12,349","3,106",491,"1,533","1,082","1,189","1,839",700,"1,475",934
2021년10월_여_60~69세,"11,959","2,797",620,"1,459",867,"1,208","1,482",863,"1,663","1,000"
2021년10월_여_70~79세,"4,292","1,079",249,574,275,468,469,340,456,382
2021년10월_여_80~89세,"1,723",454,99,300,114,161,188,121,120,166
2021년10월_여_90~99세,303,88,13,38,18,26,45,16,25,34
2021년10월_여_100세 이상,7,2,0,2,2,0,1,0,0,0
2021년11월_계_총인구수,"154,383","40,130","5,781","19,522","11,573","14,787","20,609","8,743","21,170","12,068"
2021년11월_계_연령구간인구수,"154,383","40,130","5,781","19,522","11,573","14,787","20,609","8,743","21,170","12,068"
2021년11월_계_0~9세,"13,823","3,408",228,"2,065",851,"1,275","1,967",592,"2,258","1,179"
2021년11월_계_10~19세,"15,644","4,138",351,"1,915","1,144","1,384","2,336",923,"2,164","1,289"
2021년11월_계_20~29세,"16,846","4,463",706,"1,919","1,452","1,813","2,267",848,"2,295","1,083"
2021년11월_계_30~39세,"21,444","5,666",755,"2,724","1,423","2,026","2,567","1,021","3,599","1,663"
2021년11월_계_40~49세,"26,202","7,341",825,"3,262","1,944","2,354","3,450","1,424","3,510","2,092"
2021년11월_계_50~59세,"24,844","6,619","1,020","3,117","2,218","2,300","3,670","1,370","2,763","1,767"
2021년11월_계_60~69세,"23,778","5,591","1,194","2,903","1,786","2,318","3,017","1,696","3,300","1,973"
2021년11월_계_70~79세,"8,806","2,136",526,"1,131",552,"1,026",991,664,"1,037",743
2021년11월_계_80~89세,"2,629",669,158,433,182,257,292,188,213,237
2021년11월_계_90~99세,359,97,18,51,19,33,51,17,31,42
2021년11월_계_100세 이상,8,2,0,2,2,1,1,0,0,0
2021년11월_남_총인구수,"80,551","21,557","3,103","10,026","6,062","7,608","10,467","4,471","11,175","6,082"
2021년11월_남_연령구간인구수,"80,551","21,557","3,103","10,026","6,062","7,608","10,467","4,471","11,175","6,082"
2021년11월_남_0~9세,"7,040","1,730",116,"1,043",439,658,974,304,"1,174",602
2021년11월_남_10~19세,"8,293","2,228",184,"1,012",621,770,"1,172",464,"1,173",669
2021년11월_남_20~29세,"9,418","2,559",404,"1,055",802,896,"1,256",494,"1,356",596
2021년11월_남_30~39세,"11,774","3,262",474,"1,392",795,"1,100","1,310",573,"1,993",875
2021년11월_남_40~49세,"14,278","4,207",485,"1,786","1,013","1,292","1,763",751,"1,881","1,100"
2021년11월_남_50~59세,"12,512","3,500",531,"1,598","1,135","1,131","1,830",664,"1,296",827
2021년11월_남_60~69세,"11,796","2,801",569,"1,442",912,"1,105","1,533",830,"1,627",977
2021년11월_남_70~79세,"4,483","1,049",275,552,276,552,521,323,576,359
2021년11월_남_80~89세,904,213,61,133,68,96,102,67,93,71
2021년11월_남_90~99세,52,8,4,13,1,7,6,1,6,6
2021년11월_남_100세 이상,1,0,0,0,0,1,0,0,0,0
2021년11월_여_총인구수,"73,832","18,573","2,678","9,496","5,511","7,179","10,142","4,272","9,995","5,986"
2021년11월_여_연령구간인구수,"73,832","18,573","2,678","9,496","5,511","7,179","10,142","4,272","9,995","5,986"
2021년11월_여_0~9세,"6,783","1,678",112,"1,022",412,617,993,288,"1,084",577
2021년11월_여_10~19세,"7,351","1,910",167,903,523,614,"1,164",459,991,620
2021년11월_여_20~29세,"7,428","1,904",302,864,650,917,"1,011",354,939,487
2021년11월_여_30~39세,"9,670","2,404",281,"1,332",628,926,"1,257",448,"1,606",788
2021년11월_여_40~49세,"11,924","3,134",340,"1,476",931,"1,062","1,687",673,"1,629",992
2021년11월_여_50~59세,"12,332","3,119",489,"1,519","1,083","1,169","1,840",706,"1,467",940
2021년11월_여_60~69세,"11,982","2,790",625,"1,461",874,"1,213","1,484",866,"1,673",996
2021년11월_여_70~79세,"4,323","1,087",251,579,276,474,470,341,461,384
2021년11월_여_80~89세,"1,725",456,97,300,114,161,190,121,120,166
2021년11월_여_90~99세,307,89,14,38,18,26,45,16,25,36
2021년11월_여_100세 이상,7,2,0,2,2,0,1,0,0,0
2021년12월_계_총인구수,"154,096","40,170","5,772","19,473","11,562","14,720","20,581","8,744","21,063","12,011"
2021년12월_계_연령구간인구수,"154,096","40,170","5,772","19,473","11,562","14,720","20,581","8,744","21,063","12,011"
2021년12월_계_0~9세,"13,711","3,384",231,"2,038",847,"1,264","1,962",593,"2,233","1,159"
2021년12월_계_10~19세,"15,654","4,167",350,"1,920","1,132","1,381","2,332",928,"2,155","1,289"
2021년12월_계_20~29세,"16,724","4,446",701,"1,912","1,454","1,780","2,247",853,"2,255","1,076"
2021년12월_계_30~39세,"21,336","5,655",749,"2,710","1,409","2,013","2,570","1,010","3,567","1,653"
2021년12월_계_40~49세,"26,172","7,344",827,"3,251","1,933","2,344","3,455","1,425","3,508","2,085"
2021년12월_계_50~59세,"24,775","6,631","1,018","3,117","2,222","2,293","3,652","1,354","2,742","1,746"
2021년12월_계_60~69세,"23,831","5,624","1,186","2,903","1,795","2,324","3,010","1,705","3,306","1,978"
2021년12월_계_70~79세,"8,881","2,149",533,"1,138",568,"1,020","1,006",667,"1,050",750
2021년12월_계_80~89세,"2,645",676,158,429,179,268,295,191,212,237
2021년12월_계_90~99세,359,92,19,53,22,32,50,18,35,38
2021년12월_계_100세 이상,8,2,0,2,1,1,2,0,0,0
2021년12월_남_총인구수,"80,417","21,602","3,089","9,995","6,062","7,582","10,441","4,473","11,118","6,055"
2021년12월_남_연령구간인구수,"80,417","21,602","3,089","9,995","6,062","7,582","10,441","4,473","11,118","6,055"
2021년12월_남_0~9세,"6,981","1,722",114,"1,025",437,653,965,309,"1,163",593
2021년12월_남_10~19세,"8,295","2,244",187,"1,016",613,769,"1,169",467,"1,163",667
2021년12월_남_20~29세,"9,374","2,560",396,"1,056",807,887,"1,241",494,"1,335",598
2021년12월_남_30~39세,"11,721","3,256",471,"1,380",792,"1,094","1,315",567,"1,977",869
2021년12월_남_40~49세,"14,262","4,221",484,"1,778","1,006","1,285","1,765",750,"1,876","1,097"
2021년12월_남_50~59세,"12,480","3,507",532,"1,591","1,137","1,127","1,826",657,"1,290",813
2021년12월_남_60~69세,"11,802","2,809",561,"1,444",916,"1,111","1,525",830,"1,625",981
2021년12월_남_70~79세,"4,539","1,062",279,559,286,550,527,329,586,361
2021년12월_남_80~89세,908,214,61,133,67,98,103,68,94,70
2021년12월_남_90~99세,54,7,4,13,1,7,5,2,9,6
2021년12월_남_100세 이상,1,0,0,0,0,1,0,0,0,0
2021년12월_여_총인구수,"73,679","18,568","2,683","9,478","5,500","7,138","10,140","4,271","9,945","5,956"
2021년12월_여_연령구간인구수,"73,679","18,568","2,683","9,478","5,500","7,138","10,140","4,271","9,945","5,956"
2021년12월_여_0~9세,"6,730","1,662",117,"1,013",410,611,997,284,"1,070",566
2021년12월_여_10~19세,"7,359","1,923",163,904,519,612,"1,163",461,992,622
2021년12월_여_20~29세,"7,350","1,886",305,856,647,893,"1,006",359,920,478
2021년12월_여_30~39세,"9,615","2,399",278,"1,330",617,919,"1,255",443,"1,590",784
2021년12월_여_40~49세,"11,910","3,123",343,"1,473",927,"1,059","1,690",675,"1,632",988
2021년12월_여_50~59세,"12,295","3,124",486,"1,526","1,085","1,166","1,826",697,"1,452",933
2021년12월_여_60~69세,"12,029","2,815",625,"1,459",879,"1,213","1,485",875,"1,681",997
2021년12월_여_70~79세,"4,342","1,087",254,579,282,470,479,338,464,389
2021년12월_여_80~89세,"1,737",462,97,296,112,170,192,123,118,167
2021년12월_여_90~99세,305,85,15,40,21,25,45,16,26,32
2021년12월_여_100세 이상,7,2,0,2,1,0,2,0,0,0
