카테고리,경기도 여주시,경기도 여주시 가남읍,경기도 여주시 점동면,경기도 여주시 흥천면,경기도 여주시 금사면,경기도 여주시 능서면,경기도 여주시 대신면,경기도 여주시 북내면,경기도 여주시 강천면,경기도 여주시 산북면,경기도 여주시 여흥동,경기도 여주시 중앙동,경기도 여주시 오학동,경기도 여주시 세종대왕면
2021년09월_여_연령구간인구수,"55,093","7,366","2,293","2,422","1,434","3,054","3,338","2,361","2,045","1,267","10,855","9,271","9,387",
2021년09월_여_0~9세,"3,376",467,78,77,43,135,104,66,68,60,680,632,966,
2021년09월_여_10~19세,"4,594",592,112,114,74,208,173,143,128,83,969,"1,047",951,
2021년09월_여_20~29세,"5,469",739,185,170,76,242,249,183,135,91,"1,279","1,153",967,
2021년09월_여_30~39세,"5,276",738,133,151,86,213,180,128,149,81,"1,176",922,"1,319",
2021년09월_여_40~49세,"7,584","1,015",183,229,111,276,285,260,199,110,"1,696","1,554","1,666",
2021년09월_여_50~59세,"9,526","1,260",407,404,259,471,581,428,391,207,"1,936","1,612","1,570",
2021년09월_여_60~69세,"9,767","1,332",567,621,372,696,790,506,485,304,"1,692","1,309","1,093",
2021년09월_여_70~79세,"5,286",684,320,356,229,407,521,334,270,193,832,626,514,
2021년09월_여_80~89세,"3,510",459,260,239,146,342,387,259,166,114,503,345,290,
2021년09월_여_90~99세,682,78,45,59,38,64,66,53,54,24,86,67,48,
2021년09월_여_100세 이상,23,2,3,2,0,0,2,1,0,0,6,4,3,
2021년10월_계_총인구수,"112,260","15,342","4,778","5,066","2,972","6,301","6,986","4,939","4,269","2,537","21,757","18,598","18,715",
2021년10월_계_연령구간인구수,"112,260","15,342","4,778","5,066","2,972","6,301","6,986","4,939","4,269","2,537","21,757","18,598","18,715",
2021년10월_계_0~9세,"6,946",914,192,167,87,259,199,139,138,107,"1,438","1,317","1,989",
2021년10월_계_10~19세,"9,461","1,229",253,257,131,431,406,348,257,156,"1,951","2,141","1,901",
2021년10월_계_20~29세,"12,039","1,656",456,379,219,525,614,420,337,197,"2,745","2,430","2,061",
2021년10월_계_30~39세,"11,173","1,691",282,353,187,474,431,286,309,172,"2,402","1,934","2,652",
2021년10월_계_40~49세,"15,761","2,183",426,501,245,680,651,563,454,252,"3,451","3,033","3,322",
2021년10월_계_50~59세,"20,069","2,768",867,903,551,"1,067","1,249","1,001",886,416,"3,888","3,394","3,079",
2021년10월_계_60~69세,"20,051","2,703","1,163","1,303",811,"1,459","1,720","1,084",980,643,"3,412","2,560","2,213",
2021년10월_계_70~79세,"10,182","1,340",672,720,455,805,973,612,551,364,"1,559","1,151",980,
2021년10월_계_80~89세,"5,650",744,398,406,238,520,635,418,292,196,796,555,452,
2021년10월_계_90~99세,897,109,66,75,48,80,105,67,65,33,108,79,62,
2021년10월_계_100세 이상,31,5,3,2,0,1,3,1,0,1,7,4,4,
2021년10월_남_총인구수,"57,122","7,974","2,468","2,657","1,540","3,251","3,650","2,572","2,211","1,276","10,871","9,336","9,316",
2021년10월_남_연령구간인구수,"57,122","7,974","2,468","2,657","1,540","3,251","3,650","2,572","2,211","1,276","10,871","9,336","9,316",
2021년10월_남_0~9세,"3,593",451,111,92,46,127,96,76,69,51,757,682,"1,035",
2021년10월_남_10~19세,"4,882",639,139,145,60,219,235,207,129,75,984,"1,100",950,
2021년10월_남_20~29세,"6,578",916,264,213,139,292,367,235,202,108,"1,464","1,288","1,090",
2021년10월_남_30~39세,"5,899",954,151,203,101,257,250,155,157,96,"1,216","1,015","1,344",
2021년10월_남_40~49세,"8,179","1,174",241,278,137,398,368,304,256,137,"1,750","1,485","1,651",
2021년10월_남_50~59세,"10,536","1,500",463,498,293,598,673,568,489,213,"1,958","1,775","1,508",
2021년10월_남_60~69세,"10,218","1,368",593,676,436,765,927,577,491,335,"1,700","1,246","1,104",
2021년10월_남_70~79세,"4,898",657,348,369,227,398,450,280,280,171,731,524,463,
2021년10월_남_80~89세,"2,121",280,136,164,92,181,249,156,127,82,288,207,159,
2021년10월_남_90~99세,210,32,21,19,9,15,35,14,11,7,22,14,11,
2021년10월_남_100세 이상,8,3,1,0,0,1,0,0,0,1,1,0,1,
2021년10월_여_총인구수,"55,138","7,368","2,310","2,409","1,432","3,050","3,336","2,367","2,058","1,261","10,886","9,262","9,399",
2021년10월_여_연령구간인구수,"55,138","7,368","2,310","2,409","1,432","3,050","3,336","2,367","2,058","1,261","10,886","9,262","9,399",
2021년10월_여_0~9세,"3,353",463,81,75,41,132,103,63,69,56,681,635,954,
2021년10월_여_10~19세,"4,579",590,114,112,71,212,171,141,128,81,967,"1,041",951,
2021년10월_여_20~29세,"5,461",740,192,166,80,233,247,185,135,89,"1,281","1,142",971,
2021년10월_여_30~39세,"5,274",737,131,150,86,217,181,131,152,76,"1,186",919,"1,308",
2021년10월_여_40~49세,"7,582","1,009",185,223,108,282,283,259,198,115,"1,701","1,548","1,671",
2021년10월_여_50~59세,"9,533","1,268",404,405,258,469,576,433,397,203,"1,930","1,619","1,571",
2021년10월_여_60~69세,"9,833","1,335",570,627,375,694,793,507,489,308,"1,712","1,314","1,109",
2021년10월_여_70~79세,"5,284",683,324,351,228,407,523,332,271,193,828,627,517,
2021년10월_여_80~89세,"3,529",464,262,242,146,339,386,262,165,114,508,348,293,
2021년10월_여_90~99세,687,77,45,56,39,65,70,53,54,26,86,65,51,
2021년10월_여_100세 이상,23,2,2,2,0,0,3,1,0,0,6,4,3,
2021년11월_계_총인구수,"112,199","15,342","4,778","5,079","2,954","6,271","6,965","4,931","4,285","2,548","21,770","18,582","18,694",
2021년11월_계_연령구간인구수,"112,199","15,342","4,778","5,079","2,954","6,271","6,965","4,931","4,285","2,548","21,770","18,582","18,694",
2021년11월_계_0~9세,"6,885",905,188,170,84,253,197,141,135,106,"1,431","1,299","1,976",
2021년11월_계_10~19세,"9,449","1,233",250,254,127,426,408,347,261,158,"1,955","2,127","1,903",
2021년11월_계_20~29세,"11,992","1,644",452,380,210,518,612,422,339,191,"2,716","2,435","2,073",
2021년11월_계_30~39세,"11,137","1,697",284,349,186,472,425,287,311,171,"2,385","1,940","2,630",
2021년11월_계_40~49세,"15,767","2,186",421,499,245,675,655,562,460,261,"3,457","3,028","3,318",
2021년11월_계_50~59세,"20,050","2,771",865,906,550,"1,063","1,227",993,884,419,"3,905","3,392","3,075",
2021년11월_계_60~69세,"20,168","2,710","1,175","1,317",814,"1,466","1,730","1,084",986,640,"3,450","2,574","2,222",
2021년11월_계_70~79세,"10,165","1,342",674,717,448,798,972,607,554,369,"1,564","1,147",973,
2021년11월_계_80~89세,"5,669",741,399,410,244,520,634,422,291,199,793,555,461,
2021년11월_계_90~99세,889,109,67,75,46,79,102,66,64,33,109,80,59,
2021년11월_계_100세 이상,28,4,3,2,0,1,3,0,0,1,5,5,4,
2021년11월_남_총인구수,"57,044","7,969","2,468","2,663","1,533","3,233","3,630","2,570","2,213","1,269","10,869","9,332","9,295",
2021년11월_남_연령구간인구수,"57,044","7,969","2,468","2,663","1,533","3,233","3,630","2,570","2,213","1,269","10,869","9,332","9,295",
2021년11월_남_0~9세,"3,557",447,108,94,44,125,94,79,69,51,752,670,"1,024",
2021년11월_남_10~19세,"4,861",641,139,144,57,215,234,205,130,72,987,"1,089",948,
2021년11월_남_20~29세,"6,554",900,264,213,133,289,372,238,200,102,"1,440","1,306","1,097",
2021년11월_남_30~39세,"5,872",961,150,201,99,255,241,156,160,97,"1,202","1,017","1,333",
2021년11월_남_40~49세,"8,164","1,171",236,276,138,396,368,303,257,138,"1,754","1,481","1,646",
2021년11월_남_50~59세,"10,533","1,507",462,503,294,593,660,565,489,213,"1,963","1,776","1,508",
2021년11월_남_60~69세,"10,266","1,368",601,679,436,771,927,579,490,333,"1,725","1,254","1,103",
2021년11월_남_70~79세,"4,898",662,349,367,224,394,453,272,282,173,738,522,462,
2021년11월_남_80~89세,"2,127",279,137,167,99,180,247,159,125,82,287,203,162,
2021년11월_남_90~99세,206,31,21,19,9,14,34,14,11,7,21,14,11,
2021년11월_남_100세 이상,6,2,1,0,0,1,0,0,0,1,0,0,1,
2021년11월_여_총인구수,"55,155","7,373","2,310","2,416","1,421","3,038","3,335","2,361","2,072","1,279","10,901","9,250","9,399",
2021년11월_여_연령구간인구수,"55,155","7,373","2,310","2,416","1,421","3,038","3,335","2,361","2,072","1,279","10,901","9,250","9,399",
2021년11월_여_0~9세,"3,328",458,80,76,40,128,103,62,66,55,679,629,952,
2021년11월_여_10~19세,"4,588",592,111,110,70,211,174,142,131,86,968,"1,038",955,
2021년11월_여_20~29세,"5,438",744,188,167,77,229,240,184,139,89,"1,276","1,129",976,
2021년11월_여_30~39세,"5,265",736,134,148,87,217,184,131,151,74,"1,183",923,"1,297",
2021년11월_여_40~49세,"7,603","1,015",185,223,107,279,287,259,203,123,"1,703","1,547","1,672",
2021년11월_여_50~59세,"9,517","1,264",403,403,256,470,567,428,395,206,"1,942","1,616","1,567",
2021년11월_여_60~69세,"9,902","1,342",574,638,378,695,803,505,496,307,"1,725","1,320","1,119",
2021년11월_여_70~79세,"5,267",680,325,350,224,404,519,335,272,196,826,625,511,
2021년11월_여_80~89세,"3,542",462,262,243,145,340,387,263,166,117,506,352,299,
2021년11월_여_90~99세,683,78,46,56,37,65,68,52,53,26,88,66,48,
2021년11월_여_100세 이상,22,2,2,2,0,0,3,0,0,0,5,5,3,
2021년12월_계_총인구수,"112,150","15,272","4,773","5,080","2,954",0,"6,964","4,907","4,289","2,536","21,775","18,626","18,700","6,274"
2021년12월_계_연령구간인구수,"112,150","15,272","4,773","5,080","2,954",0,"6,964","4,907","4,289","2,536","21,775","18,626","18,700","6,274"
2021년12월_계_0~9세,"6,845",890,194,169,86,0,195,138,134,105,"1,419","1,307","1,957",251
2021년12월_계_10~19세,"9,405","1,217",238,250,128,0,403,340,254,149,"1,957","2,136","1,908",425
2021년12월_계_20~29세,"11,956","1,629",449,391,206,0,608,422,336,189,"2,698","2,426","2,076",526
2021년12월_계_30~39세,"11,129","1,703",289,345,188,0,424,285,308,171,"2,373","1,940","2,630",473
2021년12월_계_40~49세,"15,713","2,161",424,498,249,0,647,552,455,259,"3,460","3,029","3,311",668
2021년12월_계_50~59세,"20,087","2,762",861,908,552,0,"1,230",991,885,419,"3,914","3,417","3,084","1,064"
2021년12월_계_60~69세,"20,212","2,714","1,177","1,313",813,0,"1,745","1,086",995,638,"3,465","2,572","2,232","1,462"
2021년12월_계_70~79세,"10,163","1,340",671,717,440,0,966,604,560,370,"1,568","1,156",978,793
2021년12월_계_80~89세,"5,708",742,397,411,245,0,641,422,296,200,804,560,457,533
2021년12월_계_90~99세,906,110,71,75,47,0,103,67,66,35,112,79,63,78
2021년12월_계_100세 이상,26,4,2,3,0,0,2,0,0,1,5,4,4,1
2021년12월_남_총인구수,"57,022","7,933","2,469","2,672","1,527",0,"3,628","2,560","2,215","1,265","10,882","9,342","9,295","3,234"
2021년12월_남_연령구간인구수,"57,022","7,933","2,469","2,672","1,527",0,"3,628","2,560","2,215","1,265","10,882","9,342","9,295","3,234"
2021년12월_남_0~9세,"3,529",436,110,93,45,0,92,76,70,51,748,670,"1,015",123
2021년12월_남_10~19세,"4,848",628,134,143,58,0,231,202,129,68,990,"1,094",955,216
2021년12월_남_20~29세,"6,537",898,264,221,131,0,366,236,199,100,"1,438","1,298","1,096",290
2021년12월_남_30~39세,"5,877",963,157,198,101,0,243,157,160,97,"1,197","1,018","1,333",253
2021년12월_남_40~49세,"8,133","1,161",236,280,138,0,364,297,257,137,"1,754","1,474","1,639",396
2021년12월_남_50~59세,"10,557","1,500",461,504,292,0,663,565,487,214,"1,970","1,788","1,515",598
2021년12월_남_60~69세,"10,277","1,374",600,677,434,0,931,580,491,333,"1,729","1,255","1,106",767
2021년12월_남_70~79세,"4,900",654,348,370,221,0,452,272,285,172,745,522,466,393
2021년12월_남_80~89세,"2,147",286,138,167,98,0,251,161,125,84,289,209,157,182
2021년12월_남_90~99세,212,31,21,19,9,0,35,14,12,8,22,14,12,15
2021년12월_남_100세 이상,5,2,0,0,0,0,0,0,0,1,0,0,1,1
2021년12월_여_총인구수,"55,128","7,339","2,304","2,408","1,427",0,"3,336","2,347","2,074","1,271","10,893","9,284","9,405","3,040"
2021년12월_여_연령구간인구수,"55,128","7,339","2,304","2,408","1,427",0,"3,336","2,347","2,074","1,271","10,893","9,284","9,405","3,040"
2021년12월_여_0~9세,"3,316",454,84,76,41,0,103,62,64,54,671,637,942,128
2021년12월_여_10~19세,"4,557",589,104,107,70,0,172,138,125,81,967,"1,042",953,209
2021년12월_여_20~29세,"5,419",731,185,170,75,0,242,186,137,89,"1,260","1,128",980,236
2021년12월_여_30~39세,"5,252",740,132,147,87,0,181,128,148,74,"1,176",922,"1,297",220
2021년12월_여_40~49세,"7,580","1,000",188,218,111,0,283,255,198,122,"1,706","1,555","1,672",272
2021년12월_여_50~59세,"9,530","1,262",400,404,260,0,567,426,398,205,"1,944","1,629","1,569",466
2021년12월_여_60~69세,"9,935","1,340",577,636,379,0,814,506,504,305,"1,736","1,317","1,126",695
2021년12월_여_70~79세,"5,263",686,323,347,219,0,514,332,275,198,823,634,512,400
2021년12월_여_80~89세,"3,561",456,259,244,147,0,390,261,171,116,515,351,300,351
2021년12월_여_90~99세,694,79,50,56,38,0,68,53,54,27,90,65,51,63
2021년12월_여_100세 이상,21,2,2,3,0,0,2,0,0,0,5,4,3,0
