카테고리,강원도 삼척시,강원도 삼척시 도계읍,강원도 삼척시 원덕읍,강원도 삼척시 원덕읍임원출장소,강원도 삼척시 근덕면,강원도 삼척시 하장면,강원도 삼척시 노곡면,강원도 삼척시 미로면,강원도 삼척시 가곡면,강원도 삼척시 신기면,강원도 삼척시 남양동,강원도 삼척시 교동,강원도 삼척시 정라동,강원도 삼척시 성내동
2021년03월_남_총인구수,"32,566","4,789","1,727",860,"2,641",712,391,961,346,364,"3,759","7,400","4,606","4,010"
2021년03월_남_연령구간인구수,"32,566","4,789","1,727",860,"2,641",712,391,961,346,364,"3,759","7,400","4,606","4,010"
2021년03월_남_0~9세,"1,914",149,49,20,55,13,4,26,11,8,152,833,321,273
2021년03월_남_10~19세,"2,608",354,72,35,131,21,3,43,11,6,246,864,436,386
2021년03월_남_20~29세,"3,883",878,159,70,219,34,24,57,16,12,410,"1,033",563,408
2021년03월_남_30~39세,"3,018",269,130,56,164,48,12,49,9,19,336,"1,048",482,396
2021년03월_남_40~49세,"4,842",604,251,114,300,101,44,137,50,56,507,"1,243",799,636
2021년03월_남_50~59세,"6,022",879,377,191,592,145,92,196,79,76,691,"1,185",858,661
2021년03월_남_60~69세,"5,684",945,362,197,614,214,115,236,81,97,745,748,637,693
2021년03월_남_70~79세,"3,147",523,215,115,354,79,61,149,58,58,480,305,370,380
2021년03월_남_80~89세,"1,338",175,101,56,198,54,31,65,30,31,178,127,126,166
2021년03월_남_90~99세,105,13,8,6,14,3,5,3,1,1,14,13,13,11
2021년03월_남_100세 이상,5,0,3,0,0,0,0,0,0,0,0,1,1,0
2021년03월_여_총인구수,"31,827","4,879","1,577",860,"2,487",594,323,882,332,304,"3,889","7,163","4,453","4,084"
2021년03월_여_연령구간인구수,"31,827","4,879","1,577",860,"2,487",594,323,882,332,304,"3,889","7,163","4,453","4,084"
2021년03월_여_0~9세,"1,858",167,41,22,48,9,4,18,2,7,135,816,325,264
2021년03월_여_10~19세,"2,436",393,71,28,82,16,5,25,14,8,236,823,374,361
2021년03월_여_20~29세,"3,092",816,74,58,122,32,9,28,11,12,321,812,457,340
2021년03월_여_30~39세,"2,572",247,77,32,101,20,8,41,11,15,259,975,447,339
2021년03월_여_40~49세,"3,950",455,140,73,169,39,18,55,26,16,435,"1,272",688,564
2021년03월_여_50~59세,"5,123",740,250,160,395,136,50,145,49,50,717,"1,094",675,662
2021년03월_여_60~69세,"5,646",907,334,181,584,164,78,205,93,71,861,740,683,745
2021년03월_여_70~79세,"3,968",688,300,179,464,96,74,175,70,66,552,380,472,452
2021년03월_여_80~89세,"2,684",416,241,107,417,72,58,159,46,51,328,202,276,311
2021년03월_여_90~99세,474,47,44,20,100,10,19,31,10,8,43,44,52,46
2021년03월_여_100세 이상,24,3,5,0,5,0,0,0,0,0,2,5,4,0
2021년04월_계_총인구수,"64,355","9,761","3,298","1,724","5,117","1,296",709,"1,845",682,671,"7,630","14,524","9,055","8,043"
2021년04월_계_연령구간인구수,"64,355","9,761","3,298","1,724","5,117","1,296",709,"1,845",682,671,"7,630","14,524","9,055","8,043"
2021년04월_계_0~9세,"3,727",312,89,45,102,21,8,43,11,15,282,"1,635",639,525
2021년04월_계_10~19세,"5,119",829,142,62,207,35,8,70,26,13,482,"1,687",817,741
2021년04월_계_20~29세,"6,974","1,720",230,129,337,65,32,84,28,24,720,"1,834","1,020",751
2021년04월_계_30~39세,"5,534",513,201,87,268,69,21,84,21,33,595,"2,004",914,724
2021년04월_계_40~49세,"8,755","1,048",381,192,468,131,61,194,76,71,938,"2,518","1,487","1,190"
2021년04월_계_50~59세,"11,108","1,619",624,346,979,281,136,341,127,128,"1,393","2,279","1,542","1,313"
2021년04월_계_60~69세,"11,393","1,857",713,381,"1,211",378,196,444,175,172,"1,620","1,489","1,322","1,435"
2021년04월_계_70~79세,"7,100","1,205",509,294,815,177,134,322,129,123,"1,028",689,842,833
2021년04월_계_80~89세,"4,020",594,347,164,607,123,89,229,77,83,510,324,402,471
2021년04월_계_90~99세,595,61,54,24,118,16,24,34,12,9,60,59,65,59
2021년04월_계_100세 이상,30,3,8,0,5,0,0,0,0,0,2,6,5,1
2021년04월_남_총인구수,"32,532","4,820","1,726",859,"2,632",708,389,959,349,365,"3,759","7,385","4,600","3,981"
2021년04월_남_연령구간인구수,"32,532","4,820","1,726",859,"2,632",708,389,959,349,365,"3,759","7,385","4,600","3,981"
2021년04월_남_0~9세,"1,892",148,50,21,55,13,4,25,9,8,148,828,319,264
2021년04월_남_10~19세,"2,617",370,71,34,124,19,3,45,12,5,252,863,437,382
2021년04월_남_20~29세,"3,895",898,157,74,213,34,23,55,18,13,404,"1,025",565,416
2021년04월_남_30~39세,"2,985",269,126,54,170,49,13,44,9,18,333,"1,040",471,389
2021년04월_남_40~49세,"4,817",598,246,114,296,98,43,140,49,54,508,"1,248",799,624
2021년04월_남_50~59세,"6,018",876,377,189,588,145,90,196,80,79,686,"1,188",863,661
2021년04월_남_60~69세,"5,714",952,371,197,619,213,117,238,81,98,757,746,637,688
2021년04월_남_70~79세,"3,130",518,212,114,353,80,59,147,59,58,474,308,368,380
2021년04월_남_80~89세,"1,351",178,104,56,200,54,32,66,30,31,182,124,128,166
2021년04월_남_90~99세,108,13,9,6,14,3,5,3,2,1,15,14,12,11
2021년04월_남_100세 이상,5,0,3,0,0,0,0,0,0,0,0,1,1,0
2021년04월_여_총인구수,"31,823","4,941","1,572",865,"2,485",588,320,886,333,306,"3,871","7,139","4,455","4,062"
2021년04월_여_연령구간인구수,"31,823","4,941","1,572",865,"2,485",588,320,886,333,306,"3,871","7,139","4,455","4,062"
2021년04월_여_0~9세,"1,835",164,39,24,47,8,4,18,2,7,134,807,320,261
2021년04월_여_10~19세,"2,502",459,71,28,83,16,5,25,14,8,230,824,380,359
2021년04월_여_20~29세,"3,079",822,73,55,124,31,9,29,10,11,316,809,455,335
2021년04월_여_30~39세,"2,549",244,75,33,98,20,8,40,12,15,262,964,443,335
2021년04월_여_40~49세,"3,938",450,135,78,172,33,18,54,27,17,430,"1,270",688,566
2021년04월_여_50~59세,"5,090",743,247,157,391,136,46,145,47,49,707,"1,091",679,652
2021년04월_여_60~69세,"5,679",905,342,184,592,165,79,206,94,74,863,743,685,747
2021년04월_여_70~79세,"3,970",687,297,180,462,97,75,175,70,65,554,381,474,453
2021년04월_여_80~89세,"2,669",416,243,108,407,69,57,163,47,52,328,200,274,305
2021년04월_여_90~99세,487,48,45,18,104,13,19,31,10,8,45,45,53,48
2021년04월_여_100세 이상,25,3,5,0,5,0,0,0,0,0,2,5,4,1
2021년05월_계_총인구수,"64,188","9,718","3,283","1,720","5,115","1,298",714,"1,836",683,667,"7,598","14,508","9,035","8,013"
2021년05월_계_연령구간인구수,"64,188","9,718","3,283","1,720","5,115","1,298",714,"1,836",683,667,"7,598","14,508","9,035","8,013"
2021년05월_계_0~9세,"3,702",312,88,43,106,20,9,42,11,15,276,"1,630",630,520
2021년05월_계_10~19세,"5,089",811,138,63,204,36,8,70,25,12,481,"1,692",819,730
2021년05월_계_20~29세,"6,976","1,720",231,125,336,63,33,82,27,23,720,"1,845","1,016",755
2021년05월_계_30~39세,"5,477",505,198,89,267,68,21,82,20,34,589,"1,989",897,718
2021년05월_계_40~49세,"8,666","1,034",377,188,461,132,61,190,76,67,932,"2,495","1,481","1,172"
2021년05월_계_50~59세,"11,082","1,613",618,346,977,277,134,339,125,128,"1,388","2,286","1,537","1,314"
2021년05월_계_60~69세,"11,452","1,858",719,381,"1,220",384,200,448,180,172,"1,616","1,497","1,335","1,442"
2021년05월_계_70~79세,"7,084","1,202",510,294,810,178,134,319,129,122,"1,024",689,843,830
2021년05월_계_80~89세,"4,036",599,343,166,610,124,90,231,78,85,511,324,406,469
2021년05월_계_90~99세,598,61,53,25,119,16,24,33,12,9,59,59,66,62
2021년05월_계_100세 이상,26,3,8,0,5,0,0,0,0,0,2,2,5,1
2021년05월_남_총인구수,"32,475","4,810","1,727",860,"2,630",709,389,953,350,362,"3,742","7,387","4,596","3,960"
2021년05월_남_연령구간인구수,"32,475","4,810","1,727",860,"2,630",709,389,953,350,362,"3,742","7,387","4,596","3,960"
2021년05월_남_0~9세,"1,885",150,49,20,58,12,4,24,9,8,147,823,316,265
2021년05월_남_10~19세,"2,604",359,70,35,122,20,3,45,12,5,253,872,434,374
2021년05월_남_20~29세,"3,896",902,156,72,212,32,23,54,16,12,401,"1,030",567,419
2021년05월_남_30~39세,"2,967",268,128,56,169,46,13,43,9,19,331,"1,036",464,385
2021년05월_남_40~49세,"4,761",590,242,112,292,99,43,136,49,51,501,"1,237",793,616
2021년05월_남_50~59세,"6,011",870,376,191,586,148,88,196,79,79,688,"1,187",865,658
2021년05월_남_60~69세,"5,759",960,379,198,623,213,118,240,84,97,757,755,645,690
2021년05월_남_70~79세,"3,123",519,211,114,352,83,60,146,59,57,468,308,369,377
2021년05월_남_80~89세,"1,353",179,104,55,200,53,32,66,31,33,182,125,129,164
2021년05월_남_90~99세,112,13,9,7,16,3,5,3,2,1,14,14,13,12
2021년05월_남_100세 이상,4,0,3,0,0,0,0,0,0,0,0,0,1,0
2021년05월_여_총인구수,"31,713","4,908","1,556",860,"2,485",589,325,883,333,305,"3,856","7,121","4,439","4,053"
2021년05월_여_연령구간인구수,"31,713","4,908","1,556",860,"2,485",589,325,883,333,305,"3,856","7,121","4,439","4,053"
2021년05월_여_0~9세,"1,817",162,39,23,48,8,5,18,2,7,129,807,314,255
2021년05월_여_10~19세,"2,485",452,68,28,82,16,5,25,13,7,228,820,385,356
2021년05월_여_20~29세,"3,080",818,75,53,124,31,10,28,11,11,319,815,449,336
2021년05월_여_30~39세,"2,510",237,70,33,98,22,8,39,11,15,258,953,433,333
2021년05월_여_40~49세,"3,905",444,135,76,169,33,18,54,27,16,431,"1,258",688,556
2021년05월_여_50~59세,"5,071",743,242,155,391,129,46,143,46,49,700,"1,099",672,656
2021년05월_여_60~69세,"5,693",898,340,183,597,171,82,208,96,75,859,742,690,752
2021년05월_여_70~79세,"3,961",683,299,180,458,95,74,173,70,65,556,381,474,453
2021년05월_여_80~89세,"2,683",420,239,111,410,71,58,165,47,52,329,199,277,305
2021년05월_여_90~99세,486,48,44,18,103,13,19,30,10,8,45,45,53,50
2021년05월_여_100세 이상,22,3,5,0,5,0,0,0,0,0,2,2,4,1
2021년06월_계_총인구수,"64,073","9,666","3,267","1,719","5,108","1,295",719,"1,840",687,661,"7,562","14,513","9,047","7,989"
2021년06월_계_연령구간인구수,"64,073","9,666","3,267","1,719","5,108","1,295",719,"1,840",687,661,"7,562","14,513","9,047","7,989"
2021년06월_계_0~9세,"3,681",310,83,42,105,20,9,41,11,14,271,"1,626",632,517
2021년06월_계_10~19세,"5,057",784,134,63,201,38,9,71,25,12,481,"1,691",821,727
2021년06월_계_20~29세,"6,943","1,697",232,126,335,62,33,83,28,21,712,"1,847","1,013",754
2021년06월_계_30~39세,"5,432",497,202,86,267,66,21,82,21,33,585,"1,973",893,706
2021년06월_계_40~49세,"8,637","1,031",368,191,452,129,60,192,76,67,926,"2,501","1,479","1,165"
2021년06월_계_50~59세,"11,039","1,605",607,343,975,277,137,339,125,125,"1,377","2,288","1,532","1,309"
2021년06월_계_60~69세,"11,534","1,875",727,381,"1,230",384,200,447,182,175,"1,625","1,509","1,352","1,447"
2021년06월_계_70~79세,"7,068","1,198",509,295,811,175,135,319,128,122,"1,015",692,841,828
2021년06월_계_80~89세,"4,045",603,343,166,606,128,91,231,79,83,506,326,411,472
2021년06월_계_90~99세,611,63,54,26,121,16,24,35,12,9,62,58,68,63
2021년06월_계_100세 이상,26,3,8,0,5,0,0,0,0,0,2,2,5,1
2021년06월_남_총인구수,"32,380","4,787","1,718",861,"2,621",707,389,959,350,358,"3,717","7,381","4,592","3,940"
2021년06월_남_연령구간인구수,"32,380","4,787","1,718",861,"2,621",707,389,959,350,358,"3,717","7,381","4,592","3,940"
2021년06월_남_0~9세,"1,872",150,46,19,57,12,4,23,9,7,142,824,316,263
2021년06월_남_10~19세,"2,590",356,66,35,120,20,3,46,12,5,252,869,434,372
2021년06월_남_20~29세,"3,876",883,158,73,212,31,23,56,16,11,400,"1,031",565,417
2021년06월_남_30~39세,"2,931",263,133,55,168,46,13,44,9,19,329,"1,019",459,374
2021년06월_남_40~49세,"4,745",587,236,114,289,97,43,137,49,51,497,"1,240",793,612
2021년06월_남_50~59세,"5,975",868,367,188,583,148,88,196,78,76,679,"1,189",858,657
2021년06월_남_60~69세,"5,804",967,387,200,626,213,118,240,85,99,762,759,654,694
2021년06월_남_70~79세,"3,120",519,210,115,353,82,59,147,59,57,466,310,369,374
2021년06월_남_80~89세,"1,344",179,103,55,196,55,33,66,31,32,174,126,129,165
2021년06월_남_90~99세,119,15,9,7,17,3,5,4,2,1,16,14,14,12
2021년06월_남_100세 이상,4,0,3,0,0,0,0,0,0,0,0,0,1,0
2021년06월_여_총인구수,"31,693","4,879","1,549",858,"2,487",588,330,881,337,303,"3,845","7,132","4,455","4,049"
2021년06월_여_연령구간인구수,"31,693","4,879","1,549",858,"2,487",588,330,881,337,303,"3,845","7,132","4,455","4,049"
2021년06월_여_0~9세,"1,809",160,37,23,48,8,5,18,2,7,129,802,316,254
2021년06월_여_10~19세,"2,467",428,68,28,81,18,6,25,13,7,229,822,387,355
2021년06월_여_20~29세,"3,067",814,74,53,123,31,10,27,12,10,312,816,448,337
2021년06월_여_30~39세,"2,501",234,69,31,99,20,8,38,12,14,256,954,434,332
2021년06월_여_40~49세,"3,892",444,132,77,163,32,17,55,27,16,429,"1,261",686,553
2021년06월_여_50~59세,"5,064",737,240,155,392,129,49,143,47,49,698,"1,099",674,652
2021년06월_여_60~69세,"5,730",908,340,181,604,171,82,207,97,76,863,750,698,753
2021년06월_여_70~79세,"3,948",679,299,180,458,93,76,172,69,65,549,382,472,454
2021년06월_여_80~89세,"2,701",424,240,111,410,73,58,165,48,51,332,200,282,307
2021년06월_여_90~99세,492,48,45,19,104,13,19,31,10,8,46,44,54,51
2021년06월_여_100세 이상,22,3,5,0,5,0,0,0,0,0,2,2,4,1
2021년07월_계_총인구수,"63,952","9,601","3,254","1,722","5,104","1,298",718,"1,828",686,661,"7,555","14,491","9,062","7,972"
2021년07월_계_연령구간인구수,"63,952","9,601","3,254","1,722","5,104","1,298",718,"1,828",686,661,"7,555","14,491","9,062","7,972"
2021년07월_계_0~9세,"3,657",305,84,42,106,20,9,39,10,14,267,"1,621",629,511
2021년07월_계_10~19세,"5,018",757,130,65,198,37,10,68,26,12,482,"1,686",819,728
2021년07월_계_20~29세,"6,896","1,672",231,126,328,62,32,82,28,21,709,"1,839","1,012",754
2021년07월_계_30~39세,"5,407",494,204,84,270,68,21,80,20,32,581,"1,956",893,704
2021년07월_계_40~49세,"8,608","1,018",362,191,457,126,56,190,74,67,926,"2,503","1,477","1,161"
2021년07월_계_50~59세,"11,010","1,595",605,341,969,279,138,331,127,126,"1,371","2,293","1,530","1,305"
2021년07월_계_60~69세,"11,607","1,885",730,386,"1,235",387,200,456,183,176,"1,632","1,522","1,368","1,447"
2021년07월_계_70~79세,"7,056","1,204",506,296,807,176,135,319,127,120,"1,016",683,845,822
2021년07월_계_80~89세,"4,052",603,342,165,607,127,93,228,78,84,507,328,416,474
2021년07월_계_90~99세,614,65,52,26,122,16,24,35,13,9,61,58,68,65
2021년07월_계_100세 이상,27,3,8,0,5,0,0,0,0,0,3,2,5,1
2021년07월_남_총인구수,"32,305","4,754","1,707",865,"2,622",710,388,952,348,358,"3,709","7,363","4,598","3,931"
2021년07월_남_연령구간인구수,"32,305","4,754","1,707",865,"2,622",710,388,952,348,358,"3,709","7,363","4,598","3,931"
2021년07월_남_0~9세,"1,861",148,44,20,57,12,4,21,9,7,142,827,311,259
2021년07월_남_10~19세,"2,567",344,64,36,117,20,4,44,12,5,252,858,437,374
2021년07월_남_20~29세,"3,850",868,154,75,209,31,22,57,16,11,397,"1,031",563,416
2021년07월_남_30~39세,"2,917",261,137,54,170,48,13,41,8,19,326,"1,006",461,373
2021년07월_남_40~49세,"4,724",580,230,115,292,95,40,135,47,50,496,"1,238",800,606
2021년07월_남_50~59세,"5,953",862,365,185,582,148,89,191,78,77,676,"1,191",849,660
2021년07월_남_60~69세,"5,839",971,390,202,628,215,117,248,87,99,765,765,659,693
2021년07월_남_70~79세,"3,121",525,207,116,354,83,60,146,58,57,463,305,372,375
2021년07월_남_80~89세,"1,346",180,104,55,195,55,34,65,30,32,175,128,131,162
2021년07월_남_90~99세,123,15,9,7,18,3,5,4,3,1,17,14,14,13
2021년07월_남_100세 이상,4,0,3,0,0,0,0,0,0,0,0,0,1,0
2021년07월_여_총인구수,"31,647","4,847","1,547",857,"2,482",588,330,876,338,303,"3,846","7,128","4,464","4,041"
2021년07월_여_연령구간인구수,"31,647","4,847","1,547",857,"2,482",588,330,876,338,303,"3,846","7,128","4,464","4,041"
2021년07월_여_0~9세,"1,796",157,40,22,49,8,5,18,1,7,125,794,318,252
2021년07월_여_10~19세,"2,451",413,66,29,81,17,6,24,14,7,230,828,382,354
2021년07월_여_20~29세,"3,046",804,77,51,119,31,10,25,12,10,312,808,449,338
2021년07월_여_30~39세,"2,490",233,67,30,100,20,8,39,12,13,255,950,432,331
2021년07월_여_40~49세,"3,884",438,132,76,165,31,16,55,27,17,430,"1,265",677,555
2021년07월_여_50~59세,"5,057",733,240,156,387,131,49,140,49,49,695,"1,102",681,645
2021년07월_여_60~69세,"5,768",914,340,184,607,172,83,208,96,77,867,757,709,754
2021년07월_여_70~79세,"3,935",679,299,180,453,93,75,173,69,63,553,378,473,447
2021년07월_여_80~89세,"2,706",423,238,110,412,72,59,163,48,52,332,200,285,312
2021년07월_여_90~99세,491,50,43,19,104,13,19,31,10,8,44,44,54,52
2021년07월_여_100세 이상,23,3,5,0,5,0,0,0,0,0,3,2,4,1
2021년08월_계_총인구수,"63,825","9,549","3,242","1,710","5,100","1,303",715,"1,825",684,667,"7,544","14,479","9,022","7,985"
2021년08월_계_연령구간인구수,"63,825","9,549","3,242","1,710","5,100","1,303",715,"1,825",684,667,"7,544","14,479","9,022","7,985"
2021년08월_계_0~9세,"3,626",304,78,42,104,20,9,38,10,14,256,"1,621",621,509
2021년08월_계_10~19세,"4,978",736,129,63,197,37,10,63,26,12,482,"1,681",813,729
2021년08월_계_20~29세,"6,867","1,665",232,124,328,63,31,83,28,22,705,"1,829","1,002",755
2021년08월_계_30~39세,"5,379",487,203,84,270,68,21,80,19,33,573,"1,957",884,700
2021년08월_계_40~49세,"8,552","1,013",354,185,457,124,55,188,72,66,926,"2,492","1,457","1,163"
2021년08월_계_50~59세,"10,994","1,576",606,338,968,274,137,328,126,131,"1,365","2,292","1,546","1,307"
2021년08월_계_60~69세,"11,676","1,886",736,388,"1,240",396,201,463,185,176,"1,651","1,532","1,366","1,456"
2021년08월_계_70~79세,"7,058","1,206",505,297,805,177,135,319,127,119,"1,016",688,844,820
2021년08월_계_80~89세,"4,061",607,341,164,608,128,91,229,78,85,505,328,416,481
2021년08월_계_90~99세,608,66,51,25,118,16,25,34,13,9,62,57,68,64
2021년08월_계_100세 이상,26,3,7,0,5,0,0,0,0,0,3,2,5,1
2021년08월_남_총인구수,"32,250","4,734","1,704",856,"2,623",712,389,952,347,363,"3,705","7,358","4,573","3,934"
2021년08월_남_연령구간인구수,"32,250","4,734","1,704",856,"2,623",712,389,952,347,363,"3,705","7,358","4,573","3,934"
2021년08월_남_0~9세,"1,850",149,40,20,57,13,4,20,9,7,138,831,302,260
2021년08월_남_10~19세,"2,551",335,65,34,115,20,4,43,12,5,249,859,437,373
2021년08월_남_20~29세,"3,836",865,157,72,210,30,21,56,16,13,394,"1,023",561,418
2021년08월_남_30~39세,"2,902",259,135,54,169,48,13,41,8,19,325,"1,004",456,371
2021년08월_남_40~49세,"4,688",575,226,111,292,94,41,135,45,50,499,"1,233",785,602
2021년08월_남_50~59세,"5,949",856,365,182,585,144,88,190,77,81,674,"1,187",858,662
2021년08월_남_60~69세,"5,884",972,395,204,631,221,119,252,89,98,774,773,658,698
2021년08월_남_70~79세,"3,119",526,207,117,352,84,60,146,58,56,459,307,373,374
2021년08월_남_80~89세,"1,347",182,103,55,195,55,33,65,30,33,176,127,129,164
2021년08월_남_90~99세,121,15,9,7,17,3,6,4,3,1,17,14,13,12
2021년08월_남_100세 이상,3,0,2,0,0,0,0,0,0,0,0,0,1,0
2021년08월_여_총인구수,"31,575","4,815","1,538",854,"2,477",591,326,873,337,304,"3,839","7,121","4,449","4,051"
2021년08월_여_연령구간인구수,"31,575","4,815","1,538",854,"2,477",591,326,873,337,304,"3,839","7,121","4,449","4,051"
2021년08월_여_0~9세,"1,776",155,38,22,47,7,5,18,1,7,118,790,319,249
2021년08월_여_10~19세,"2,427",401,64,29,82,17,6,20,14,7,233,822,376,356
2021년08월_여_20~29세,"3,031",800,75,52,118,33,10,27,12,9,311,806,441,337
2021년08월_여_30~39세,"2,477",228,68,30,101,20,8,39,11,14,248,953,428,329
2021년08월_여_40~49세,"3,864",438,128,74,165,30,14,53,27,16,427,"1,259",672,561
2021년08월_여_50~59세,"5,045",720,241,156,383,130,49,138,49,50,691,"1,105",688,645
2021년08월_여_60~69세,"5,792",914,341,184,609,175,82,211,96,78,877,759,708,758
2021년08월_여_70~79세,"3,939",680,298,180,453,93,75,173,69,63,557,381,471,446
2021년08월_여_80~89세,"2,714",425,238,109,413,73,58,164,48,52,329,201,287,317
2021년08월_여_90~99세,487,51,42,18,101,13,19,30,10,8,45,43,55,52
2021년08월_여_100세 이상,23,3,5,0,5,0,0,0,0,0,3,2,4,1
2021년09월_계_총인구수,"63,864","9,701","3,231","1,700","5,093","1,296",713,"1,820",679,664,"7,519","14,478","8,978","7,992"
2021년09월_계_연령구간인구수,"63,864","9,701","3,231","1,700","5,093","1,296",713,"1,820",679,664,"7,519","14,478","8,978","7,992"
2021년09월_계_0~9세,"3,602",300,76,43,104,20,8,36,10,12,251,"1,617",618,507
2021년09월_계_10~19세,"5,074",839,130,62,200,36,10,63,26,12,477,"1,683",801,735
2021년09월_계_20~29세,"6,906","1,727",228,123,324,62,31,80,28,23,699,"1,830",994,757
2021년09월_계_30~39세,"5,329",485,201,81,266,68,21,76,18,32,561,"1,942",886,692
2021년09월_계_40~49세,"8,526","1,007",352,183,468,119,55,187,70,66,926,"2,500","1,434","1,159"
2021년09월_계_50~59세,"10,968","1,560",605,332,950,274,132,330,126,130,"1,366","2,292","1,554","1,317"
2021년09월_계_60~69세,"11,730","1,900",742,392,"1,251",397,206,467,184,177,"1,651","1,537","1,368","1,458"
2021년09월_계_70~79세,"7,025","1,208",501,294,798,177,133,318,126,114,"1,018",688,834,816
2021년09월_계_80~89세,"4,067",604,339,165,612,127,92,227,78,89,504,329,415,486
2021년09월_계_90~99세,611,68,50,25,115,16,25,36,13,9,63,58,69,64
2021년09월_계_100세 이상,26,3,7,0,5,0,0,0,0,0,3,2,5,1
2021년09월_남_총인구수,"32,278","4,814","1,697",853,"2,627",704,389,949,345,362,"3,696","7,359","4,548","3,935"
2021년09월_남_연령구간인구수,"32,278","4,814","1,697",853,"2,627",704,389,949,345,362,"3,696","7,359","4,548","3,935"
2021년09월_남_0~9세,"1,833",147,39,21,54,13,4,19,9,6,136,828,300,257
2021년09월_남_10~19세,"2,602",387,65,33,117,19,4,43,12,6,246,862,432,376
2021년09월_남_20~29세,"3,864",904,158,72,207,30,21,54,16,14,391,"1,019",557,421
2021년09월_남_30~39세,"2,878",264,131,52,166,47,13,39,8,19,324,995,457,363
2021년09월_남_40~49세,"4,662",568,227,111,301,91,41,132,43,51,503,"1,236",765,593
2021년09월_남_50~59세,"5,943",843,361,182,578,144,85,191,77,80,668,"1,198",866,670
2021년09월_남_60~69세,"5,915",980,399,204,639,219,122,255,90,98,776,771,661,701
2021년09월_남_70~79세,"3,103",525,203,116,352,84,59,146,57,53,459,309,365,375
2021년09월_남_80~89세,"1,350",181,103,55,196,54,33,65,30,34,175,126,131,167
2021년09월_남_90~99세,125,15,9,7,17,3,7,5,3,1,18,15,13,12
2021년09월_남_100세 이상,3,0,2,0,0,0,0,0,0,0,0,0,1,0
2021년09월_여_총인구수,"31,586","4,887","1,534",847,"2,466",592,324,871,334,302,"3,823","7,119","4,430","4,057"
2021년09월_여_연령구간인구수,"31,586","4,887","1,534",847,"2,466",592,324,871,334,302,"3,823","7,119","4,430","4,057"
2021년09월_여_0~9세,"1,769",153,37,22,50,7,4,17,1,6,115,789,318,250
2021년09월_여_10~19세,"2,472",452,65,29,83,17,6,20,14,6,231,821,369,359
2021년09월_여_20~29세,"3,042",823,70,51,117,32,10,26,12,9,308,811,437,336
2021년09월_여_30~39세,"2,451",221,70,29,100,21,8,37,10,13,237,947,429,329
2021년09월_여_40~49세,"3,864",439,125,72,167,28,14,55,27,15,423,"1,264",669,566
2021년09월_여_50~59세,"5,025",717,244,150,372,130,47,139,49,50,698,"1,094",688,647
2021년09월_여_60~69세,"5,815",920,343,188,612,178,84,212,94,79,875,766,707,757
2021년09월_여_70~79세,"3,922",683,298,178,446,93,74,172,69,61,559,379,469,441
2021년09월_여_80~89세,"2,717",423,236,110,416,73,59,162,48,55,329,203,284,319
2021년09월_여_90~99세,486,53,41,18,98,13,18,31,10,8,45,43,56,52
2021년09월_여_100세 이상,23,3,5,0,5,0,0,0,0,0,3,2,4,1
2021년10월_계_총인구수,"63,833","9,746","3,233","1,697","5,085","1,295",715,"1,814",672,662,"7,510","14,463","8,950","7,991"
2021년10월_계_연령구간인구수,"63,833","9,746","3,233","1,697","5,085","1,295",715,"1,814",672,662,"7,510","14,463","8,950","7,991"
2021년10월_계_0~9세,"3,582",301,76,42,104,22,7,35,9,11,252,"1,612",612,499
2021년10월_계_10~19세,"5,092",859,129,62,189,36,10,63,23,12,481,"1,689",797,742
2021년10월_계_20~29세,"6,915","1,762",233,120,320,61,32,77,28,25,694,"1,821",985,757
2021년10월_계_30~39세,"5,293",480,198,84,269,68,21,76,17,32,560,"1,924",876,688
2021년10월_계_40~49세,"8,485","1,002",344,176,459,118,56,184,67,65,923,"2,501","1,429","1,161"
2021년10월_계_50~59세,"10,961","1,557",613,335,949,272,134,330,123,129,"1,365","2,285","1,557","1,312"
2021년10월_계_60~69세,"11,785","1,903",742,393,"1,268",398,205,472,184,177,"1,643","1,556","1,376","1,468"
2021년10월_계_70~79세,"7,012","1,202",499,295,799,179,133,314,128,112,"1,023",680,832,816
2021년10월_계_80~89세,"4,076",609,342,165,609,126,92,227,80,89,503,334,418,482
2021년10월_계_90~99세,609,68,50,25,114,15,25,36,13,9,63,59,67,65
2021년10월_계_100세 이상,23,3,7,0,5,0,0,0,0,1,3,2,1,1
2021년10월_남_총인구수,"32,272","4,848","1,702",850,"2,623",702,392,946,343,359,"3,699","7,340","4,535","3,933"
2021년10월_남_연령구간인구수,"32,272","4,848","1,702",850,"2,623",702,392,946,343,359,"3,699","7,340","4,535","3,933"
2021년10월_남_0~9세,"1,823",147,39,20,56,15,3,18,8,5,135,827,300,250
2021년10월_남_10~19세,"2,618",401,65,34,106,19,5,43,11,6,249,866,433,380
2021년10월_남_20~29세,"3,860",926,161,69,205,29,21,51,16,14,392,"1,005",550,421
2021년10월_남_30~39세,"2,863",259,130,53,169,46,13,40,8,20,326,984,452,363
2021년10월_남_40~49세,"4,634",567,219,108,295,89,42,130,42,49,501,"1,237",763,592
2021년10월_남_50~59세,"5,956",849,370,185,575,144,87,192,75,79,670,"1,191",867,672
2021년10월_남_60~69세,"5,938",980,401,203,649,219,121,259,90,98,775,781,660,702
2021년10월_남_70~79세,"3,105",521,204,117,357,85,60,142,60,52,460,305,365,377
