카테고리,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 동남구 목천읍,충청남도 천안시 동남구 풍세면,충청남도 천안시 동남구 광덕면,충청남도 천안시 동남구 북면,충청남도 천안시 동남구 성남면,충청남도 천안시 동남구 수신면,충청남도 천안시 동남구 병천면,충청남도 천안시 동남구 동면,충청남도 천안시 동남구 중앙동,충청남도 천안시 동남구 문성동,충청남도 천안시 동남구 원성1동,충청남도 천안시 동남구 원성2동,충청남도 천안시 동남구 봉명동,충청남도 천안시 동남구 일봉동,충청남도 천안시 동남구 신방동,충청남도 천안시 동남구 청룡동,충청남도 천안시 동남구 신안동,충청남도 천안시 서북구,충청남도 천안시 서북구 성환읍,충청남도 천안시 서북구 성거읍,충청남도 천안시 서북구 직산읍,충청남도 천안시 서북구 입장면,충청남도 천안시 서북구 성정1동,충청남도 천안시 서북구 성정2동,충청남도 천안시 서북구 쌍용1동,충청남도 천안시 서북구 쌍용2동,충청남도 천안시 서북구 쌍용3동,충청남도 천안시 서북구 백석동,충청남도 천안시 서북구 불당동,충청남도 천안시 서북구 부성1동,충청남도 천안시 서북구 부성2동,충청남도 천안시 서북구 불당1동,충청남도 천안시 서북구 불당2동
2021년07월_남_60~69세,"34,437","16,733","1,608",519,574,522,414,288,619,296,616,412,751,826,"1,273","1,343","1,759","2,743","2,170","17,704","2,031","1,375","1,275",880,"1,299","1,334",969,"1,706","1,045","1,376","1,500","1,578","1,336",,
2021년07월_남_70~79세,"13,795","7,196",709,271,271,246,220,152,294,173,306,166,394,459,498,545,592,"1,016",884,"6,599","1,129",543,514,431,577,436,347,523,350,415,392,567,375,,
2021년07월_남_80~89세,"5,394","2,925",313,121,121,129,104,92,144,92,128,67,133,208,157,209,196,377,334,"2,469",483,223,227,199,180,135,120,191,144,120,137,207,103,,
2021년07월_남_90~99세,491,274,32,13,16,13,6,6,17,7,10,12,15,12,15,18,24,38,20,217,36,15,12,33,17,11,13,16,12,11,13,19,9,,
2021년07월_남_100세 이상,20,12,1,0,1,1,1,0,0,1,0,0,1,0,1,2,1,2,0,8,2,2,0,0,1,1,0,1,0,0,1,0,0,,
2021년07월_여_총인구수,"321,588","126,135","11,842","1,850","2,122","2,085","1,488","1,027","2,844",970,"2,563","2,051","4,165","4,465","8,814","11,635","21,824","27,639","18,751","195,453","11,445","10,299","9,068","3,912","8,031","11,909","7,042","19,087","9,773","20,146","34,985","22,711","27,045",,
2021년07월_여_연령구간인구수,"321,588","126,135","11,842","1,850","2,122","2,085","1,488","1,027","2,844",970,"2,563","2,051","4,165","4,465","8,814","11,635","21,824","27,639","18,751","195,453","11,445","10,299","9,068","3,912","8,031","11,909","7,042","19,087","9,773","20,146","34,985","22,711","27,045",,
2021년07월_여_0~9세,"29,361","9,450",783,52,55,57,39,24,116,12,91,73,180,137,512,"1,018","2,122","2,810","1,369","19,911",529,871,635,137,385,461,388,"1,629",686,"2,694","5,040","1,928","4,528",,
2021년07월_여_10~19세,"32,753","12,347","1,240",105,84,105,79,38,171,24,125,103,284,299,649,"1,540","2,746","3,397","1,358","20,406","1,042","1,143",880,247,554,626,609,"2,315","1,075","2,735","4,684","2,016","2,480",,
2021년07월_여_20~29세,"45,279","16,358","1,269",130,145,152,93,58,247,55,262,316,443,475,"1,389","1,254","2,779","3,308","3,983","28,921","1,185","1,119",977,342,"1,167","3,196","1,168","2,826","1,265","2,417","4,351","5,071","3,837",,
2021년07월_여_30~39세,"48,186","15,226","1,159",123,138,136,64,59,213,35,197,241,370,334,"1,088","1,301","3,099","4,002","2,667","32,960",895,"1,256","1,074",249,"1,005","2,188",845,"2,463","1,149","3,435","7,272","4,072","7,057",,
2021년07월_여_40~49세,"53,711","20,345","2,087",168,187,237,120,71,302,50,287,242,551,608,"1,391","2,160","4,378","5,078","2,428","33,366","1,611","1,866","1,559",423,"1,116","1,631",945,"3,522","1,647","3,902","7,225","3,638","4,281",,
2021년07월_여_50~59세,"50,067","21,234","2,088",315,398,372,252,167,546,165,437,328,834,864,"1,581","2,007","3,456","4,249","3,175","28,833","1,902","1,680","1,610",766,"1,508","1,633","1,313","3,493","1,856","2,786","4,186","3,317","2,783",,
2021년07월_여_60~69세,"33,598","16,446","1,589",445,505,498,371,244,572,246,580,396,779,854,"1,267","1,238","1,845","2,760","2,257","17,152","2,003","1,245","1,202",822,"1,254","1,246","1,073","1,690","1,085","1,344","1,406","1,499","1,283",,
2021년07월_여_70~79세,"16,614","8,423",894,260,293,256,234,186,348,177,358,223,422,531,583,689,786,"1,229",954,"8,191","1,329",645,638,515,679,568,422,702,571,489,467,712,454,,
2021년07월_여_80~89세,"10,199","5,336",633,212,260,218,187,159,274,167,199,111,256,320,303,368,531,668,470,"4,863",825,412,429,349,311,292,233,387,364,290,286,395,290,,
2021년07월_여_90~99세,"1,754",933,98,40,56,54,46,20,53,36,25,17,43,42,49,59,80,131,84,821,120,61,61,61,47,66,45,60,74,50,64,61,51,,
2021년07월_여_100세 이상,66,37,2,0,1,0,3,1,2,3,2,1,3,1,2,1,2,7,6,29,4,1,3,1,5,2,1,0,1,4,4,2,1,,
2021년08월_계_총인구수,"657,250","255,532","24,268","4,100","4,295","4,349","3,129","2,262","6,082","2,088","5,372","4,304","8,649","9,223","18,084","23,137","44,507","55,119","36,564","401,718","23,885","21,614","19,998","8,464","17,240","25,741","13,787","37,458","18,797","40,466","70,087","46,903","57,278",,
2021년08월_계_연령구간인구수,"657,250","255,532","24,268","4,100","4,295","4,349","3,129","2,262","6,082","2,088","5,372","4,304","8,649","9,223","18,084","23,137","44,507","55,119","36,564","401,718","23,885","21,614","19,998","8,464","17,240","25,741","13,787","37,458","18,797","40,466","70,087","46,903","57,278",,
2021년08월_계_0~9세,"59,855","19,346","1,593",115,115,122,74,48,238,23,174,162,396,268,"1,074","2,037","4,409","5,721","2,777","40,509","1,109","1,725","1,376",276,865,921,806,"3,226","1,334","5,425","10,301","3,966","9,179",,
2021년08월_계_10~19세,"67,753","25,696","2,608",229,185,227,154,82,358,69,272,223,655,638,"1,413","3,160","5,768","6,967","2,688","42,057","2,180","2,331","1,857",519,"1,121","1,243","1,196","4,835","2,326","5,652","9,542","4,079","5,176",,
2021년08월_계_20~29세,"95,438","34,738","2,860",377,352,391,228,174,756,132,543,638,"1,051","1,143","2,830","2,700","6,090","6,900","7,573","60,700","2,780","2,549","2,496",886,"2,546","6,498","2,383","5,949","2,605","5,085","8,686","10,183","8,054",,
2021년08월_계_30~39세,"102,712","32,026","2,436",318,289,328,183,165,542,90,495,573,831,838,"2,484","2,431","6,562","7,957","5,504","70,686","2,025","2,674","2,683",694,"2,506","5,583","1,829","4,907","2,249","6,622","14,176","9,375","15,363",,
2021년08월_계_40~49세,"111,426","41,920","4,336",437,418,506,315,232,727,166,643,574,"1,185","1,300","2,892","4,310","8,846","10,078","4,955","69,506","3,593","4,075","3,642","1,040","2,568","3,786","1,882","6,568","3,076","7,878","14,226","7,476","9,696",,
2021년08월_계_50~59세,"103,088","43,183","4,515",740,836,839,583,412,"1,134",405,"1,016",728,"1,710","1,784","3,223","4,017","6,944","8,459","5,838","59,905","4,225","3,714","3,547","1,756","3,251","3,605","2,450","6,677","3,535","5,662","8,852","6,752","5,879",,
2021년08월_계_60~69세,"68,506","33,412","3,224",968,"1,087","1,015",788,531,"1,190",545,"1,197",817,"1,544","1,688","2,562","2,590","3,653","5,546","4,467","35,094","4,053","2,636","2,495","1,702","2,562","2,591","2,051","3,412","2,150","2,752","2,938","3,103","2,649",,
2021년08월_계_70~79세,"30,458","15,649","1,611",532,560,506,455,340,644,352,663,383,820,982,"1,073","1,236","1,390","2,260","1,842","14,809","2,448","1,194","1,165",946,"1,249","1,006",777,"1,224",927,910,860,"1,281",822,,
2021년08월_계_80~89세,"15,655","8,296",951,329,378,343,291,251,422,258,331,176,394,526,467,579,736,"1,054",810,"7,359","1,304",638,658,548,499,429,352,578,509,415,424,608,397,,
2021년08월_계_90~99세,"2,274","1,220",132,55,73,71,54,26,69,44,36,29,59,56,64,74,106,168,104,"1,054",162,75,76,96,67,75,60,81,85,60,77,78,62,,
2021년08월_계_100세 이상,85,46,2,0,2,1,4,1,2,4,2,1,4,0,2,3,3,9,6,39,6,3,3,1,6,4,1,1,1,5,5,2,1,,
2021년08월_남_총인구수,"335,811","129,501","12,418","2,248","2,167","2,268","1,640","1,235","3,241","1,120","2,810","2,247","4,472","4,765","9,265","11,519","22,712","27,553","17,821","206,310","12,454","11,341","10,903","4,574","9,088","13,881","6,757","18,404","9,050","20,339","35,151","24,173","30,195",,
2021년08월_남_연령구간인구수,"335,811","129,501","12,418","2,248","2,167","2,268","1,640","1,235","3,241","1,120","2,810","2,247","4,472","4,765","9,265","11,519","22,712","27,553","17,821","206,310","12,454","11,341","10,903","4,574","9,088","13,881","6,757","18,404","9,050","20,339","35,151","24,173","30,195",,
2021년08월_남_0~9세,"30,664","9,980",823,68,56,67,35,25,119,12,86,87,218,133,560,"1,025","2,315","2,946","1,405","20,684",589,863,733,142,467,470,428,"1,617",654,"2,751","5,275","2,032","4,663",,
2021년08월_남_10~19세,"35,061","13,370","1,362",121,102,122,76,46,192,45,145,119,372,344,763,"1,624","3,020","3,581","1,336","21,691","1,135","1,182",982,277,560,626,592,"2,533","1,258","2,929","4,857","2,089","2,671",,
2021년08월_남_20~29세,"50,206","18,393","1,589",244,206,241,136,113,499,80,279,317,608,660,"1,443","1,446","3,336","3,601","3,595","31,813","1,599","1,434","1,515",547,"1,364","3,293","1,217","3,110","1,354","2,670","4,372","5,119","4,219",,
2021년08월_남_30~39세,"54,682","16,851","1,270",194,148,195,117,108,330,54,299,332,457,501,"1,398","1,150","3,472","3,992","2,834","37,831","1,127","1,441","1,601",447,"1,458","3,417",993,"2,470","1,105","3,212","6,935","5,288","8,337",,
2021년08월_남_40~49세,"57,824","21,662","2,266",273,233,272,196,161,427,117,354,329,635,702,"1,508","2,149","4,479","5,017","2,544","36,162","1,998","2,210","2,087",624,"1,436","2,180",927,"3,061","1,439","3,971","6,999","3,843","5,387",,
2021년08월_남_50~59세,"52,930","21,977","2,427",426,438,464,332,244,597,241,584,405,878,918,"1,639","2,005","3,487","4,213","2,679","30,953","2,316","2,035","1,942",990,"1,723","1,967","1,138","3,162","1,672","2,863","4,656","3,415","3,074",,
2021년08월_남_60~69세,"34,645","16,813","1,617",517,577,515,416,288,618,296,614,416,754,830,"1,282","1,345","1,788","2,757","2,183","17,832","2,044","1,384","1,279",881,"1,304","1,338",978,"1,715","1,056","1,390","1,513","1,594","1,356",,
2021년08월_남_70~79세,"13,852","7,223",715,270,269,248,222,154,297,175,309,163,395,455,498,545,591,"1,029",888,"6,629","1,124",550,521,434,574,442,349,525,355,421,396,568,370,,
2021년08월_남_80~89세,"5,428","2,942",318,122,120,129,102,91,144,92,130,66,138,209,159,210,200,377,335,"2,486",483,225,230,198,185,137,122,190,145,121,135,207,108,,
2021년08월_남_90~99세,500,279,31,13,17,14,7,5,18,7,10,13,16,13,14,18,23,38,22,221,37,15,13,34,16,10,13,20,12,11,12,18,10,,
2021년08월_남_100세 이상,19,11,0,0,1,1,1,0,0,1,0,0,1,0,1,2,1,2,0,8,2,2,0,0,1,1,0,1,0,0,1,0,0,,
2021년08월_여_총인구수,"321,439","126,031","11,850","1,852","2,128","2,081","1,489","1,027","2,841",968,"2,562","2,057","4,177","4,458","8,819","11,618","21,795","27,566","18,743","195,408","11,431","10,273","9,095","3,890","8,152","11,860","7,030","19,054","9,747","20,127","34,936","22,730","27,083",,
2021년08월_여_연령구간인구수,"321,439","126,031","11,850","1,852","2,128","2,081","1,489","1,027","2,841",968,"2,562","2,057","4,177","4,458","8,819","11,618","21,795","27,566","18,743","195,408","11,431","10,273","9,095","3,890","8,152","11,860","7,030","19,054","9,747","20,127","34,936","22,730","27,083",,
2021년08월_여_0~9세,"29,191","9,366",770,47,59,55,39,23,119,11,88,75,178,135,514,"1,012","2,094","2,775","1,372","19,825",520,862,643,134,398,451,378,"1,609",680,"2,674","5,026","1,934","4,516",,
2021년08월_여_10~19세,"32,692","12,326","1,246",108,83,105,78,36,166,24,127,104,283,294,650,"1,536","2,748","3,386","1,352","20,366","1,045","1,149",875,242,561,617,604,"2,302","1,068","2,723","4,685","1,990","2,505",,
2021년08월_여_20~29세,"45,232","16,345","1,271",133,146,150,92,61,257,52,264,321,443,483,"1,387","1,254","2,754","3,299","3,978","28,887","1,181","1,115",981,339,"1,182","3,205","1,166","2,839","1,251","2,415","4,314","5,064","3,835",,
2021년08월_여_30~39세,"48,030","15,175","1,166",124,141,133,66,57,212,36,196,241,374,337,"1,086","1,281","3,090","3,965","2,670","32,855",898,"1,233","1,082",247,"1,048","2,166",836,"2,437","1,144","3,410","7,241","4,087","7,026",,
2021년08월_여_40~49세,"53,602","20,258","2,070",164,185,234,119,71,300,49,289,245,550,598,"1,384","2,161","4,367","5,061","2,411","33,344","1,595","1,865","1,555",416,"1,132","1,606",955,"3,507","1,637","3,907","7,227","3,633","4,309",,
2021년08월_여_50~59세,"50,158","21,206","2,088",314,398,375,251,168,537,164,432,323,832,866,"1,584","2,012","3,457","4,246","3,159","28,952","1,909","1,679","1,605",766,"1,528","1,638","1,312","3,515","1,863","2,799","4,196","3,337","2,805",,
2021년08월_여_60~69세,"33,861","16,599","1,607",451,510,500,372,243,572,249,583,401,790,858,"1,280","1,245","1,865","2,789","2,284","17,262","2,009","1,252","1,216",821,"1,258","1,253","1,073","1,697","1,094","1,362","1,425","1,509","1,293",,
2021년08월_여_70~79세,"16,606","8,426",896,262,291,258,233,186,347,177,354,220,425,527,575,691,799,"1,231",954,"8,180","1,324",644,644,512,675,564,428,699,572,489,464,713,452,,
2021년08월_여_80~89세,"10,227","5,354",633,207,258,214,189,160,278,166,201,110,256,317,308,369,536,677,475,"4,873",821,413,428,350,314,292,230,388,364,294,289,401,289,,
2021년08월_여_90~99세,"1,774",941,101,42,56,57,47,21,51,37,26,16,43,43,50,56,83,130,82,833,125,60,63,62,51,65,47,61,73,49,65,60,52,,
2021년08월_여_100세 이상,66,35,2,0,1,0,3,1,2,3,2,1,3,0,1,1,2,7,6,31,4,1,3,1,5,3,1,0,1,5,4,2,1,,
2021년09월_계_총인구수,"657,703","255,494","24,288","4,094","4,298","4,333","3,111","2,259","6,125","2,082","5,369","4,321","8,636","9,225","18,077","23,108","44,514","55,019","36,635","402,209","23,852","21,606","19,967","8,443","17,404","25,826","13,807","37,396","18,806","40,438","70,170","47,028","57,466",,
2021년09월_계_연령구간인구수,"657,703","255,494","24,288","4,094","4,298","4,333","3,111","2,259","6,125","2,082","5,369","4,321","8,636","9,225","18,077","23,108","44,514","55,019","36,635","402,209","23,852","21,606","19,967","8,443","17,404","25,826","13,807","37,396","18,806","40,438","70,170","47,028","57,466",,
2021년09월_계_0~9세,"59,535","19,158","1,572",112,113,117,68,46,241,23,175,166,387,269,"1,072","2,007","4,367","5,660","2,763","40,377","1,093","1,713","1,369",280,879,917,805,"3,185","1,326","5,385","10,283","3,987","9,155",,
2021년09월_계_10~19세,"67,698","25,697","2,605",230,185,222,154,83,360,70,276,227,652,640,"1,398","3,173","5,779","6,978","2,665","42,001","2,172","2,331","1,845",512,"1,119","1,228","1,206","4,796","2,318","5,654","9,560","4,053","5,207",,
2021년09월_계_20~29세,"95,609","34,768","2,855",377,345,385,230,169,762,128,540,639,"1,050","1,145","2,838","2,692","6,094","6,872","7,647","60,841","2,789","2,539","2,485",877,"2,610","6,555","2,386","5,957","2,605","5,066","8,685","10,214","8,073",,
2021년09월_계_30~39세,"102,555","31,910","2,425",317,292,321,173,166,552,89,493,577,830,827,"2,481","2,405","6,535","7,917","5,510","70,645","1,999","2,646","2,680",700,"2,538","5,601","1,828","4,909","2,253","6,569","14,138","9,406","15,378",,
2021년09월_계_40~49세,"111,388","41,865","4,320",434,417,512,313,228,732,166,645,571,"1,188","1,298","2,883","4,308","8,840","10,052","4,958","69,523","3,575","4,075","3,634","1,022","2,584","3,787","1,876","6,506","3,066","7,894","14,251","7,484","9,769",,
2021년09월_계_50~59세,"103,429","43,257","4,551",743,838,832,586,413,"1,129",404,"1,021",735,"1,694","1,790","3,218","4,033","6,969","8,480","5,821","60,172","4,226","3,736","3,558","1,757","3,275","3,625","2,447","6,710","3,542","5,699","8,904","6,768","5,925",,
2021년09월_계_60~69세,"68,880","33,564","3,254",964,"1,091","1,015",787,536,"1,209",544,"1,181",821,"1,553","1,694","2,573","2,601","3,674","5,571","4,496","35,316","4,077","2,647","2,495","1,705","2,576","2,597","2,057","3,442","2,167","2,777","2,968","3,131","2,677",,
2021년09월_계_70~79세,"30,525","15,683","1,617",531,564,512,453,338,648,353,667,379,820,978,"1,088","1,237","1,404","2,251","1,843","14,842","2,447","1,197","1,159",944,"1,249","1,005",783,"1,230",923,916,867,"1,293",829,,
2021년09월_계_80~89세,"15,703","8,311",954,329,377,345,290,251,420,255,333,176,395,526,459,573,744,"1,064",820,"7,392","1,305",642,665,545,502,432,358,576,524,412,430,612,389,,
2021년09월_계_90~99세,"2,295","1,233",132,56,74,71,53,28,70,46,36,29,63,58,65,75,105,166,106,"1,062",163,77,74,100,67,75,60,84,81,61,79,78,63,,
2021년09월_계_100세 이상,86,48,3,1,2,1,4,1,2,4,2,1,4,0,2,4,3,8,6,38,6,3,3,1,5,4,1,1,1,5,5,2,1,,
2021년09월_남_총인구수,"336,088","129,472","12,420","2,247","2,166","2,264","1,630","1,235","3,264","1,115","2,820","2,263","4,462","4,747","9,271","11,503","22,714","27,487","17,864","206,616","12,442","11,327","10,888","4,563","9,177","13,953","6,765","18,394","9,066","20,322","35,172","24,264","30,283",,
2021년09월_남_연령구간인구수,"336,088","129,472","12,420","2,247","2,166","2,264","1,630","1,235","3,264","1,115","2,820","2,263","4,462","4,747","9,271","11,503","22,714","27,487","17,864","206,616","12,442","11,327","10,888","4,563","9,177","13,953","6,765","18,394","9,066","20,322","35,172","24,264","30,283",,
2021년09월_남_0~9세,"30,478","9,887",813,64,55,65,32,23,122,12,90,89,214,134,559,"1,007","2,293","2,911","1,404","20,591",580,850,720,146,471,476,428,"1,609",649,"2,729","5,257","2,039","4,637",,
2021년09월_남_10~19세,"35,044","13,377","1,364",123,104,120,75,47,190,45,150,124,367,345,753,"1,630","3,028","3,585","1,327","21,667","1,135","1,183",976,271,559,613,597,"2,513","1,247","2,928","4,876","2,076","2,693",,
2021년09월_남_20~29세,"50,305","18,398","1,576",244,205,239,138,110,499,78,276,319,606,651,"1,458","1,444","3,334","3,596","3,625","31,907","1,605","1,435","1,503",544,"1,403","3,326","1,212","3,113","1,369","2,659","4,359","5,149","4,230",,
2021년09월_남_30~39세,"54,632","16,807","1,263",196,152,193,110,107,340,52,302,333,454,493,"1,396","1,141","3,459","3,965","2,851","37,825","1,114","1,425","1,599",453,"1,473","3,434",995,"2,473","1,106","3,197","6,911","5,312","8,333",,
2021년09월_남_40~49세,"57,820","21,640","2,258",270,231,277,194,159,426,118,357,325,640,699,"1,506","2,140","4,483","5,009","2,548","36,180","1,985","2,202","2,098",607,"1,448","2,192",929,"3,036","1,434","3,962","6,999","3,852","5,436",,
2021년09월_남_50~59세,"53,101","21,997","2,449",428,435,459,332,248,597,241,581,413,869,920,"1,639","2,014","3,494","4,209","2,669","31,104","2,323","2,047","1,951",991,"1,731","1,979","1,142","3,172","1,679","2,882","4,690","3,426","3,091",,
2021년09월_남_60~69세,"34,844","16,885","1,624",517,577,514,418,291,629,293,610,421,761,830,"1,289","1,353","1,803","2,767","2,188","17,959","2,053","1,387","1,280",884,"1,313","1,344",975,"1,736","1,068","1,407","1,531","1,608","1,373",,
2021년09월_남_70~79세,"13,894","7,243",721,270,270,253,220,153,298,176,310,161,394,454,504,543,593,"1,027",896,"6,651","1,127",552,517,433,575,443,352,527,351,426,401,572,375,,
2021년09월_남_80~89세,"5,448","2,950",323,122,121,129,103,92,144,92,132,65,140,208,153,211,203,379,333,"2,498",479,230,231,200,187,135,121,192,151,121,134,212,105,,
2021년09월_남_90~99세,503,277,28,13,15,14,7,5,19,7,12,13,16,13,13,18,23,38,23,226,39,14,13,34,16,10,14,22,12,11,13,18,10,,
2021년09월_남_100세 이상,19,11,1,0,1,1,1,0,0,1,0,0,1,0,1,2,1,1,0,8,2,2,0,0,1,1,0,1,0,0,1,0,0,,
2021년09월_여_총인구수,"321,615","126,022","11,868","1,847","2,132","2,069","1,481","1,024","2,861",967,"2,549","2,058","4,174","4,478","8,806","11,605","21,800","27,532","18,771","195,593","11,410","10,279","9,079","3,880","8,227","11,873","7,042","19,002","9,740","20,116","34,998","22,764","27,183",,
2021년09월_여_연령구간인구수,"321,615","126,022","11,868","1,847","2,132","2,069","1,481","1,024","2,861",967,"2,549","2,058","4,174","4,478","8,806","11,605","21,800","27,532","18,771","195,593","11,410","10,279","9,079","3,880","8,227","11,873","7,042","19,002","9,740","20,116","34,998","22,764","27,183",,
2021년09월_여_0~9세,"29,057","9,271",759,48,58,52,36,23,119,11,85,77,173,135,513,"1,000","2,074","2,749","1,359","19,786",513,863,649,134,408,441,377,"1,576",677,"2,656","5,026","1,948","4,518",,
2021년09월_여_10~19세,"32,654","12,320","1,241",107,81,102,79,36,170,25,126,103,285,295,645,"1,543","2,751","3,393","1,338","20,334","1,037","1,148",869,241,560,615,609,"2,283","1,071","2,726","4,684","1,977","2,514",,
2021년09월_여_20~29세,"45,304","16,370","1,279",133,140,146,92,59,263,50,264,320,444,494,"1,380","1,248","2,760","3,276","4,022","28,934","1,184","1,104",982,333,"1,207","3,229","1,174","2,844","1,236","2,407","4,326","5,065","3,843",,
2021년09월_여_30~39세,"47,923","15,103","1,162",121,140,128,63,59,212,37,191,244,376,334,"1,085","1,264","3,076","3,952","2,659","32,820",885,"1,221","1,081",247,"1,065","2,167",833,"2,436","1,147","3,372","7,227","4,094","7,045",,
2021년09월_여_40~49세,"53,568","20,225","2,062",164,186,235,119,69,306,48,288,246,548,599,"1,377","2,168","4,357","5,043","2,410","33,343","1,590","1,873","1,536",415,"1,136","1,595",947,"3,470","1,632","3,932","7,252","3,632","4,333",,
2021년09월_여_50~59세,"50,328","21,260","2,102",315,403,373,254,165,532,163,440,322,825,870,"1,579","2,019","3,475","4,271","3,152","29,068","1,903","1,689","1,607",766,"1,544","1,646","1,305","3,538","1,863","2,817","4,214","3,342","2,834",,
2021년09월_여_60~69세,"34,036","16,679","1,630",447,514,501,369,245,580,251,571,400,792,864,"1,284","1,248","1,871","2,804","2,308","17,357","2,024","1,260","1,215",821,"1,263","1,253","1,082","1,706","1,099","1,370","1,437","1,523","1,304",,
2021년09월_여_70~79세,"16,631","8,440",896,261,294,259,233,185,350,177,357,218,426,524,584,694,811,"1,224",947,"8,191","1,320",645,642,511,674,562,431,703,572,490,466,721,454,,
2021년09월_여_80~89세,"10,255","5,361",631,207,256,216,187,159,276,163,201,111,255,318,306,362,541,685,487,"4,894",826,412,434,345,315,297,237,384,373,291,296,400,284,,
2021년09월_여_90~99세,"1,792",956,104,43,59,57,46,23,51,39,24,16,47,45,52,57,82,128,83,836,124,63,61,66,51,65,46,62,69,50,66,60,53,,
2021년09월_여_100세 이상,67,37,2,1,1,0,3,1,2,3,2,1,3,0,1,2,2,7,6,30,4,1,3,1,4,3,1,0,1,5,4,2,1,,
2021년10월_계_총인구수,"658,107","255,504","24,325","4,080","4,298","4,341","3,100","2,261","6,138","2,083","5,386","4,334","8,627","9,209","18,071","23,088","44,438","54,964","36,761","402,603","23,851","21,561","20,004","8,434","17,508","25,813","13,806","37,381","18,787","40,541","70,350","47,097","57,470",,
2021년10월_계_연령구간인구수,"658,107","255,504","24,325","4,080","4,298","4,341","3,100","2,261","6,138","2,083","5,386","4,334","8,627","9,209","18,071","23,088","44,438","54,964","36,761","402,603","23,851","21,561","20,004","8,434","17,508","25,813","13,806","37,381","18,787","40,541","70,350","47,097","57,470",,
2021년10월_계_0~9세,"59,229","19,035","1,571",109,109,116,68,47,243,23,180,161,380,267,"1,063","1,991","4,308","5,624","2,775","40,194","1,078","1,687","1,357",281,888,914,810,"3,136","1,324","5,354","10,258","3,980","9,127",,
2021년10월_계_10~19세,"67,666","25,653","2,602",222,187,224,153,82,352,68,273,224,647,631,"1,408","3,176","5,784","6,966","2,654","42,013","2,163","2,327","1,847",509,"1,132","1,190","1,202","4,792","2,295","5,705","9,599","4,036","5,216",,
2021년10월_계_20~29세,"95,503","34,763","2,863",384,340,389,229,173,757,130,541,651,"1,057","1,141","2,812","2,676","6,084","6,874","7,662","60,740","2,796","2,535","2,484",866,"2,609","6,549","2,376","5,956","2,602","5,078","8,694","10,189","8,006",,
2021년10월_계_30~39세,"102,519","31,852","2,431",315,285,323,174,167,560,88,497,576,829,818,"2,488","2,404","6,496","7,852","5,549","70,667","1,993","2,633","2,685",692,"2,563","5,608","1,845","4,908","2,266","6,546","14,092","9,486","15,350",,
2021년10월_계_40~49세,"111,471","41,838","4,306",426,421,509,313,224,736,163,641,580,"1,182","1,298","2,884","4,281","8,833","10,061","4,980","69,633","3,570","4,057","3,647","1,017","2,583","3,790","1,865","6,495","3,039","7,924","14,325","7,462","9,859",,
2021년10월_계_50~59세,"103,669","43,292","4,590",743,844,828,579,405,"1,126",409,"1,025",734,"1,682","1,790","3,218","4,043","6,976","8,480","5,820","60,377","4,244","3,752","3,551","1,759","3,300","3,632","2,446","6,711","3,541","5,729","8,985","6,798","5,929",,
2021년10월_계_60~69세,"69,259","33,702","3,256",963,"1,091","1,024",783,541,"1,219",541,"1,190",818,"1,556","1,690","2,572","2,627","3,695","5,611","4,525","35,557","4,087","2,656","2,526","1,718","2,588","2,617","2,060","3,474","2,184","2,789","3,004","3,151","2,703",,
2021년10월_계_70~79세,"30,619","15,739","1,615",527,566,511,454,341,651,356,672,384,825,985,"1,095","1,238","1,406","2,250","1,863","14,880","2,436","1,196","1,167",944,"1,260","1,002",785,"1,240",924,931,871,"1,297",827,,
2021년10월_계_80~89세,"15,764","8,332",955,333,378,346,289,251,423,256,332,174,400,529,463,569,749,"1,064",821,"7,432","1,315",640,661,547,510,435,359,582,527,418,438,612,388,,
2021년10월_계_90~99세,"2,324","1,251",133,57,75,70,54,29,69,45,34,31,65,60,66,79,104,174,106,"1,073",165,75,76,100,70,72,58,86,84,61,78,84,64,,
2021년10월_계_100세 이상,84,47,3,1,2,1,4,1,2,4,1,1,4,0,2,4,3,8,6,37,4,3,3,1,5,4,0,1,1,6,6,2,1,,
2021년10월_남_총인구수,"336,326","129,471","12,451","2,243","2,160","2,268","1,619","1,231","3,271","1,118","2,825","2,267","4,454","4,730","9,270","11,488","22,712","27,457","17,907","206,855","12,444","11,307","10,899","4,560","9,224","13,950","6,772","18,384","9,069","20,367","35,274","24,294","30,311",,
2021년10월_남_연령구간인구수,"336,326","129,471","12,451","2,243","2,160","2,268","1,619","1,231","3,271","1,118","2,825","2,267","4,454","4,730","9,270","11,488","22,712","27,457","17,907","206,855","12,444","11,307","10,899","4,560","9,224","13,950","6,772","18,384","9,069","20,367","35,274","24,294","30,311",,
2021년10월_남_0~9세,"30,311","9,815",815,63,52,62,31,23,121,12,92,86,209,131,559,"1,002","2,267","2,886","1,404","20,496",570,839,709,145,472,476,430,"1,577",651,"2,707","5,255","2,029","4,636",,
2021년10월_남_10~19세,"35,054","13,357","1,363",118,102,120,73,46,186,43,150,121,364,341,761,"1,633","3,038","3,572","1,326","21,697","1,132","1,181",971,270,571,592,599,"2,514","1,232","2,958","4,903","2,073","2,701",,
2021년10월_남_20~29세,"50,266","18,411","1,584",247,199,244,138,110,495,79,272,327,613,643,"1,446","1,447","3,339","3,604","3,624","31,855","1,613","1,442","1,500",536,"1,391","3,325","1,205","3,100","1,375","2,667","4,361","5,133","4,207",,
