카테고리,경상북도 칠곡군,경상북도 칠곡군 왜관읍,경상북도 칠곡군 북삼읍,경상북도 칠곡군 석적읍,경상북도 칠곡군 지천면,경상북도 칠곡군 동명면,경상북도 칠곡군 가산면,경상북도 칠곡군 약목면,경상북도 칠곡군 기산면
2021년08월_남_0~9세,"4,627","1,133",933,"2,164",38,64,36,144,115
2021년08월_남_10~19세,"5,981","1,697","1,635","1,999",65,88,58,341,98
2021년08월_남_20~29세,"6,717","2,167","1,706","1,541",160,262,148,604,129
2021년08월_남_30~39세,"7,611","1,762","1,223","3,581",149,203,128,404,161
2021년08월_남_40~49세,"11,021","2,702","2,519","4,120",244,293,206,704,233
2021년08월_남_50~59세,"10,738","3,170","2,687","2,000",456,547,406,"1,174",298
2021년08월_남_60~69세,"7,662","2,339","1,322",868,597,745,499,955,337
2021년08월_남_70~79세,"3,393","1,010",471,322,318,372,268,463,169
2021년08월_남_80~89세,"1,479",488,179,120,167,153,92,194,86
2021년08월_남_90~99세,159,52,21,11,17,11,19,17,11
2021년08월_남_100세 이상,2,1,0,0,0,0,0,0,1
2021년08월_여_총인구수,"54,631","16,427","11,737","14,285","1,906","2,617","1,548","4,606","1,505"
2021년08월_여_연령구간인구수,"54,631","16,427","11,737","14,285","1,906","2,617","1,548","4,606","1,505"
2021년08월_여_0~9세,"4,297","1,080",848,"2,009",38,60,31,142,89
2021년08월_여_10~19세,"5,436","1,599","1,505","1,785",46,85,58,285,73
2021년08월_여_20~29세,"5,034","1,602","1,211","1,414",118,130,77,407,75
2021년08월_여_30~39세,"6,429","1,542","1,162","3,045",93,127,74,244,142
2021년08월_여_40~49세,"9,459","2,590","2,591","3,097",104,176,127,606,168
2021년08월_여_50~59세,"9,101","3,082","2,263","1,322",320,535,299,"1,026",254
2021년08월_여_60~69세,"7,032","2,345","1,147",882,452,669,401,851,285
2021년08월_여_70~79세,"4,265","1,410",594,424,374,410,268,585,200
2021년08월_여_80~89세,"3,066","1,023",365,266,307,344,174,403,184
2021년08월_여_90~99세,492,143,51,40,52,80,39,54,33
2021년08월_여_100세 이상,20,11,0,1,2,1,0,3,2
2021년09월_계_총인구수,"113,870","32,877","24,361","31,071","4,097","5,364","3,382","9,579","3,139"
2021년09월_계_연령구간인구수,"113,870","32,877","24,361","31,071","4,097","5,364","3,382","9,579","3,139"
2021년09월_계_0~9세,"8,855","2,198","1,745","4,161",76,127,63,286,199
2021년09월_계_10~19세,"11,400","3,274","3,142","3,798",105,171,114,625,171
2021년09월_계_20~29세,"11,628","3,731","2,871","2,960",276,389,215,987,199
2021년09월_계_30~39세,"13,960","3,292","2,368","6,595",242,331,193,641,298
2021년09월_계_40~49세,"20,524","5,284","5,119","7,259",351,469,337,"1,303",402
2021년09월_계_50~59세,"19,856","6,259","4,938","3,344",771,"1,082",704,"2,206",552
2021년09월_계_60~69세,"14,746","4,696","2,482","1,762","1,047","1,411",900,"1,814",634
2021년09월_계_70~79세,"7,649","2,427","1,065",748,690,783,532,"1,035",369
2021년09월_계_80~89세,"4,575","1,506",554,392,471,507,266,611,268
2021년09월_계_90~99세,656,198,77,51,67,93,58,68,44
2021년09월_계_100세 이상,21,12,0,1,1,1,0,3,3
2021년09월_남_총인구수,"59,311","16,482","12,651","16,764","2,206","2,735","1,846","4,987","1,640"
2021년09월_남_연령구간인구수,"59,311","16,482","12,651","16,764","2,206","2,735","1,846","4,987","1,640"
2021년09월_남_0~9세,"4,592","1,123",913,"2,161",38,66,33,144,114
2021년09월_남_10~19세,"5,967","1,681","1,635","2,005",63,86,60,339,98
2021년09월_남_20~29세,"6,641","2,151","1,677","1,539",157,256,139,595,127
2021년09월_남_30~39세,"7,589","1,764","1,213","3,571",149,208,126,399,159
2021년09월_남_40~49세,"11,044","2,689","2,539","4,141",245,293,204,702,231
2021년09월_남_50~59세,"10,740","3,178","2,670","2,011",453,546,408,"1,177",297
2021년09월_남_60~69세,"7,705","2,346","1,330",878,598,744,500,963,346
2021년09월_남_70~79세,"3,385","1,009",470,326,320,371,262,457,170
2021년09월_남_80~89세,"1,487",489,180,121,166,154,95,196,86
2021년09월_남_90~99세,159,51,24,11,17,11,19,15,11
2021년09월_남_100세 이상,2,1,0,0,0,0,0,0,1
2021년09월_여_총인구수,"54,559","16,395","11,710","14,307","1,891","2,629","1,536","4,592","1,499"
2021년09월_여_연령구간인구수,"54,559","16,395","11,710","14,307","1,891","2,629","1,536","4,592","1,499"
2021년09월_여_0~9세,"4,263","1,075",832,"2,000",38,61,30,142,85
2021년09월_여_10~19세,"5,433","1,593","1,507","1,793",42,85,54,286,73
2021년09월_여_20~29세,"4,987","1,580","1,194","1,421",119,133,76,392,72
2021년09월_여_30~39세,"6,371","1,528","1,155","3,024",93,123,67,242,139
2021년09월_여_40~49세,"9,480","2,595","2,580","3,118",106,176,133,601,171
2021년09월_여_50~59세,"9,116","3,081","2,268","1,333",318,536,296,"1,029",255
2021년09월_여_60~69세,"7,041","2,350","1,152",884,449,667,400,851,288
2021년09월_여_70~79세,"4,264","1,418",595,422,370,412,270,578,199
2021년09월_여_80~89세,"3,088","1,017",374,271,305,353,171,415,182
2021년09월_여_90~99세,497,147,53,40,50,82,39,53,33
2021년09월_여_100세 이상,19,11,0,1,1,1,0,3,2
2021년10월_계_총인구수,"113,843","32,840","24,358","31,111","4,098","5,353","3,386","9,560","3,137"
2021년10월_계_연령구간인구수,"113,843","32,840","24,358","31,111","4,098","5,353","3,386","9,560","3,137"
2021년10월_계_0~9세,"8,807","2,171","1,752","4,145",77,122,64,281,195
2021년10월_계_10~19세,"11,389","3,282","3,133","3,801",99,167,111,618,178
2021년10월_계_20~29세,"11,592","3,704","2,856","2,970",282,388,215,980,197
2021년10월_계_30~39세,"13,886","3,261","2,362","6,572",241,329,192,634,295
2021년10월_계_40~49세,"20,515","5,271","5,108","7,275",351,463,341,"1,299",407
2021년10월_계_50~59세,"19,891","6,272","4,949","3,381",768,"1,074",704,"2,197",546
2021년10월_계_60~69세,"14,811","4,713","2,499","1,769","1,046","1,418",902,"1,829",635
2021년10월_계_70~79세,"7,664","2,433","1,067",755,690,784,534,"1,034",367
2021년10월_계_80~89세,"4,597","1,517",556,387,473,512,265,617,270
2021년10월_계_90~99세,669,204,76,55,70,94,58,68,44
2021년10월_계_100세 이상,22,12,0,1,1,2,0,3,3
2021년10월_남_총인구수,"59,251","16,449","12,638","16,780","2,204","2,731","1,846","4,968","1,635"
2021년10월_남_연령구간인구수,"59,251","16,449","12,638","16,780","2,204","2,731","1,846","4,968","1,635"
2021년10월_남_0~9세,"4,559","1,114",918,"2,142",38,62,34,141,110
2021년10월_남_10~19세,"5,949","1,686","1,629","2,003",57,82,57,332,103
2021년10월_남_20~29세,"6,633","2,135","1,667","1,557",161,256,139,593,125
2021년10월_남_30~39세,"7,530","1,740","1,208","3,558",148,207,124,390,155
2021년10월_남_40~49세,"11,026","2,684","2,529","4,135",244,290,206,702,236
2021년10월_남_50~59세,"10,764","3,183","2,670","2,040",452,546,406,"1,172",295
2021년10월_남_60~69세,"7,733","2,348","1,345",880,597,747,502,970,344
2021년10월_남_70~79세,"3,397","1,014",470,332,324,371,265,455,166
2021년10월_남_80~89세,"1,494",493,179,119,164,158,94,198,89
2021년10월_남_90~99세,164,51,23,14,19,12,19,15,11
2021년10월_남_100세 이상,2,1,0,0,0,0,0,0,1
2021년10월_여_총인구수,"54,592","16,391","11,720","14,331","1,894","2,622","1,540","4,592","1,502"
2021년10월_여_연령구간인구수,"54,592","16,391","11,720","14,331","1,894","2,622","1,540","4,592","1,502"
2021년10월_여_0~9세,"4,248","1,057",834,"2,003",39,60,30,140,85
2021년10월_여_10~19세,"5,440","1,596","1,504","1,798",42,85,54,286,75
2021년10월_여_20~29세,"4,959","1,569","1,189","1,413",121,132,76,387,72
2021년10월_여_30~39세,"6,356","1,521","1,154","3,014",93,122,68,244,140
2021년10월_여_40~49세,"9,489","2,587","2,579","3,140",107,173,135,597,171
2021년10월_여_50~59세,"9,127","3,089","2,279","1,341",316,528,298,"1,025",251
2021년10월_여_60~69세,"7,078","2,365","1,154",889,449,671,400,859,291
2021년10월_여_70~79세,"4,267","1,419",597,423,366,413,269,579,201
2021년10월_여_80~89세,"3,103","1,024",377,268,309,354,171,419,181
2021년10월_여_90~99세,505,153,53,41,51,82,39,53,33
2021년10월_여_100세 이상,20,11,0,1,1,2,0,3,2
2021년11월_계_총인구수,"113,896","32,794","24,368","31,170","4,104","5,347","3,427","9,541","3,145"
2021년11월_계_연령구간인구수,"113,896","32,794","24,368","31,170","4,104","5,347","3,427","9,541","3,145"
2021년11월_계_0~9세,"8,774","2,158","1,749","4,110",80,125,82,275,195
2021년11월_계_10~19세,"11,359","3,274","3,117","3,810",99,164,110,604,181
2021년11월_계_20~29세,"11,602","3,698","2,867","2,982",283,382,215,978,197
2021년11월_계_30~39세,"13,825","3,257","2,359","6,531",238,323,197,631,289
2021년11월_계_40~49세,"20,523","5,247","5,089","7,333",350,459,342,"1,293",410
2021년11월_계_50~59세,"19,965","6,274","4,984","3,411",768,"1,081",708,"2,194",545
2021년11월_계_60~69세,"14,874","4,727","2,495","1,793","1,051","1,420",912,"1,835",641
2021년11월_계_70~79세,"7,669","2,426","1,077",760,686,787,532,"1,038",363
2021년11월_계_80~89세,"4,616","1,518",555,387,480,510,270,619,277
2021년11월_계_90~99세,670,206,76,52,68,94,59,71,44
2021년11월_계_100세 이상,19,9,0,1,1,2,0,3,3
2021년11월_남_총인구수,"59,313","16,430","12,654","16,842","2,206","2,726","1,865","4,950","1,640"
2021년11월_남_연령구간인구수,"59,313","16,430","12,654","16,842","2,206","2,726","1,865","4,950","1,640"
2021년11월_남_0~9세,"4,540","1,111",920,"2,117",40,63,42,138,109
2021년11월_남_10~19세,"5,936","1,675","1,617","2,020",56,81,57,324,106
2021년11월_남_20~29세,"6,648","2,132","1,680","1,567",163,254,139,589,124
2021년11월_남_30~39세,"7,502","1,739","1,211","3,543",144,201,126,385,153
2021년11월_남_40~49세,"11,044","2,671","2,521","4,180",244,288,205,696,239
2021년11월_남_50~59세,"10,811","3,190","2,682","2,060",453,551,409,"1,172",294
2021년11월_남_60~69세,"7,763","2,352","1,345",894,596,744,509,975,348
2021년11월_남_70~79세,"3,402","1,014",479,330,323,375,262,455,164
2021년11월_남_80~89세,"1,502",495,177,117,168,157,97,200,91
2021년11월_남_90~99세,164,51,22,14,19,12,19,16,11
2021년11월_남_100세 이상,1,0,0,0,0,0,0,0,1
2021년11월_여_총인구수,"54,583","16,364","11,714","14,328","1,898","2,621","1,562","4,591","1,505"
2021년11월_여_연령구간인구수,"54,583","16,364","11,714","14,328","1,898","2,621","1,562","4,591","1,505"
2021년11월_여_0~9세,"4,234","1,047",829,"1,993",40,62,40,137,86
2021년11월_여_10~19세,"5,423","1,599","1,500","1,790",43,83,53,280,75
2021년11월_여_20~29세,"4,954","1,566","1,187","1,415",120,128,76,389,73
2021년11월_여_30~39세,"6,323","1,518","1,148","2,988",94,122,71,246,136
2021년11월_여_40~49세,"9,479","2,576","2,568","3,153",106,171,137,597,171
2021년11월_여_50~59세,"9,154","3,084","2,302","1,351",315,530,299,"1,022",251
2021년11월_여_60~69세,"7,111","2,375","1,150",899,455,676,403,860,293
2021년11월_여_70~79세,"4,267","1,412",598,430,363,412,270,583,199
2021년11월_여_80~89세,"3,114","1,023",378,270,312,353,173,419,186
2021년11월_여_90~99세,506,155,54,38,49,82,40,55,33
2021년11월_여_100세 이상,18,9,0,1,1,2,0,3,2
2021년12월_계_총인구수,"113,822","32,755","24,383","31,178","4,096","5,335","3,428","9,523","3,124"
2021년12월_계_연령구간인구수,"113,822","32,755","24,383","31,178","4,096","5,335","3,428","9,523","3,124"
2021년12월_계_0~9세,"8,686","2,143","1,732","4,077",79,118,83,269,185
2021년12월_계_10~19세,"11,350","3,271","3,120","3,812",99,155,108,601,184
2021년12월_계_20~29세,"11,574","3,695","2,862","2,960",282,380,214,984,197
2021년12월_계_30~39세,"13,720","3,222","2,345","6,488",233,324,195,630,283
2021년12월_계_40~49세,"20,557","5,228","5,099","7,384",351,456,351,"1,276",412
2021년12월_계_50~59세,"20,000","6,277","5,007","3,443",760,"1,076",701,"2,195",541
2021년12월_계_60~69세,"14,926","4,752","2,499","1,805","1,053","1,423",907,"1,845",642
2021년12월_계_70~79세,"7,686","2,421","1,084",771,687,799,537,"1,027",360
2021년12월_계_80~89세,"4,635","1,530",558,385,482,509,273,625,273
2021년12월_계_90~99세,670,207,77,53,69,93,59,68,44
2021년12월_계_100세 이상,18,9,0,0,1,2,0,3,3
2021년12월_남_총인구수,"59,260","16,404","12,651","16,866","2,193","2,719","1,861","4,934","1,632"
2021년12월_남_연령구간인구수,"59,260","16,404","12,651","16,866","2,193","2,719","1,861","4,934","1,632"
2021년12월_남_0~9세,"4,490","1,104",907,"2,096",39,61,43,136,104
2021년12월_남_10~19세,"5,935","1,674","1,618","2,028",54,77,54,322,108
2021년12월_남_20~29세,"6,644","2,136","1,676","1,574",162,248,138,589,121
2021년12월_남_30~39세,"7,435","1,718","1,197","3,517",143,204,123,382,151
2021년12월_남_40~49세,"11,057","2,665","2,531","4,202",241,284,210,684,240
2021년12월_남_50~59세,"10,834","3,184","2,695","2,084",447,553,403,"1,172",296
2021년12월_남_60~69세,"7,773","2,362","1,340",895,599,742,509,982,344
2021년12월_남_70~79세,"3,425","1,017",487,340,320,382,262,453,164
2021년12월_남_80~89세,"1,505",492,179,117,169,158,100,199,91
2021년12월_남_90~99세,161,52,21,13,19,10,19,15,12
2021년12월_남_100세 이상,1,0,0,0,0,0,0,0,1
2021년12월_여_총인구수,"54,562","16,351","11,732","14,312","1,903","2,616","1,567","4,589","1,492"
2021년12월_여_연령구간인구수,"54,562","16,351","11,732","14,312","1,903","2,616","1,567","4,589","1,492"
2021년12월_여_0~9세,"4,196","1,039",825,"1,981",40,57,40,133,81
2021년12월_여_10~19세,"5,415","1,597","1,502","1,784",45,78,54,279,76
2021년12월_여_20~29세,"4,930","1,559","1,186","1,386",120,132,76,395,76
2021년12월_여_30~39세,"6,285","1,504","1,148","2,971",90,120,72,248,132
2021년12월_여_40~49세,"9,500","2,563","2,568","3,182",110,172,141,592,172
2021년12월_여_50~59세,"9,166","3,093","2,312","1,359",313,523,298,"1,023",245
2021년12월_여_60~69세,"7,153","2,390","1,159",910,454,681,398,863,298
2021년12월_여_70~79세,"4,261","1,404",597,431,367,417,275,574,196
2021년12월_여_80~89세,"3,130","1,038",379,268,313,351,173,426,182
2021년12월_여_90~99세,509,155,56,40,50,83,40,53,32
2021년12월_여_100세 이상,17,9,0,0,1,2,0,3,2
