카테고리,대구광역시 달서구,대구광역시 달서구 성당동,대구광역시 달서구 두류1.2동,대구광역시 달서구 두류3동,대구광역시 달서구 감삼동,대구광역시 달서구 죽전동,대구광역시 달서구 장기동,대구광역시 달서구 용산1동,대구광역시 달서구 용산2동,대구광역시 달서구 이곡1동,대구광역시 달서구 이곡2동,대구광역시 달서구 신당동,대구광역시 달서구 본리동,대구광역시 달서구 월성1동,대구광역시 달서구 월성2동,대구광역시 달서구 진천동,대구광역시 달서구 상인1동,대구광역시 달서구 상인2동,대구광역시 달서구 상인3동,대구광역시 달서구 도원동,대구광역시 달서구 송현1동,대구광역시 달서구 송현2동,대구광역시 달서구 본동,대구광역시 달서구 유천동
2020년08월_남_40~49세,"43,910","1,914","1,038",612,"2,050","1,000","1,355","2,464","2,217","1,746","1,183","2,416","1,969","4,970","1,220","6,756","2,910","1,295",653,"2,451","1,424","1,233","1,034",
2020년08월_남_50~59세,"50,632","2,139","1,340",733,"2,501","1,403","1,607","3,364","3,187","2,635","1,677","3,284","1,892","3,185","1,550","5,673","3,499","1,770","1,050","3,414","1,828","1,633","1,268",
2020년08월_남_60~69세,"34,766","1,790","1,157",657,"1,753","1,084","1,063","1,691","1,686","1,280","1,286","1,796","1,282","1,323","1,427","3,746","2,426","1,424","1,193","2,653","1,510","1,526","1,013",
2020년08월_남_70~79세,"15,087",916,658,382,748,415,434,695,586,461,390,797,504,576,804,"1,612",956,565,585,974,797,776,456,
2020년08월_남_80~89세,"4,865",271,219,156,196,137,118,212,204,168,123,240,138,178,276,495,352,166,166,350,262,301,137,
2020년08월_남_90~99세,358,14,11,10,13,9,6,9,16,9,11,20,12,20,23,37,28,12,19,23,13,22,21,
2020년08월_남_100세 이상,18,1,1,0,2,1,1,0,0,0,0,0,2,1,1,6,0,0,0,0,0,2,0,
2020년08월_여_총인구수,"285,389","12,509","7,667","4,494","14,357","7,398","8,969","15,946","14,732","11,836","8,293","15,596","11,015","22,459","8,697","39,261","20,401","10,383","6,012","18,904","10,005","9,731","6,724",
2020년08월_여_연령구간인구수,"285,389","12,509","7,667","4,494","14,357","7,398","8,969","15,946","14,732","11,836","8,293","15,596","11,015","22,459","8,697","39,261","20,401","10,383","6,012","18,904","10,005","9,731","6,724",
2020년08월_여_0~9세,"20,207",902,302,185,"1,106",357,650,"1,006",898,681,434,688,"1,054","2,609",287,"4,455","1,524",565,194,"1,170",404,394,342,
2020년08월_여_10~19세,"27,130","1,086",366,294,"1,162",476,843,"1,723","1,419","1,272",682,"1,270","1,141","4,106",567,"4,007","2,216",708,270,"1,796",637,639,450,
2020년08월_여_20~29세,"37,402","1,475","1,275",639,"2,156","1,178","1,201","2,398","2,200","1,871","1,164","3,044","1,222","1,916",842,"4,364","2,488","1,696",563,"2,360","1,388","1,210",752,
2020년08월_여_30~39세,"32,668","1,416",921,472,"1,878",790,"1,109","1,653","1,566","1,174",949,"1,543","1,435","2,661",622,"6,018","2,151","1,273",491,"1,918","1,041",898,689,
2020년08월_여_40~49세,"46,808","1,776",856,558,"2,162","1,056","1,470","2,906","2,532","2,069","1,220","2,281","1,969","5,787","1,125","7,036","3,636","1,357",613,"2,892","1,326","1,220",961,
2020년08월_여_50~59세,"54,038","2,139","1,314",809,"2,762","1,578","1,767","3,341","3,335","2,655","1,911","3,202","2,013","2,697","1,559","6,281","3,944","2,129","1,275","4,030","2,039","1,882","1,376",
2020년08월_여_60~69세,"37,255","2,001","1,327",744,"1,900","1,134","1,112","1,690","1,583","1,163","1,213","1,817","1,355","1,535","1,697","4,085","2,530","1,537","1,374","2,758","1,720","1,811","1,169",
2020년08월_여_70~79세,"18,943","1,128",860,512,846,551,546,787,779,588,481,"1,062",540,720,"1,277","1,933","1,162",693,724,"1,195",923,"1,045",591,
2020년08월_여_80~89세,"9,560",505,385,244,334,250,236,395,370,322,211,611,248,372,648,946,645,363,447,690,460,536,342,
2020년08월_여_90~99세,"1,310",74,56,32,51,27,33,45,48,41,28,77,37,49,68,125,100,58,60,95,64,90,52,
2020년08월_여_100세 이상,68,7,5,5,0,1,2,2,2,0,0,1,1,7,5,11,5,4,1,0,3,6,0,
2020년09월_계_총인구수,"562,972","24,370","14,854","8,649","28,051","14,533","17,681","31,953","29,604","23,798","16,806","32,063","22,586","43,948","16,697","77,165","39,786","20,418","11,584","36,693","19,837","18,640","13,256",
2020년09월_계_연령구간인구수,"562,972","24,370","14,854","8,649","28,051","14,533","17,681","31,953","29,604","23,798","16,806","32,063","22,586","43,948","16,697","77,165","39,786","20,418","11,584","36,693","19,837","18,640","13,256",
2020년09월_계_0~9세,"41,226","1,747",616,402,"2,173",696,"1,371","2,090","1,891","1,380",901,"1,449","2,206","5,239",637,"9,095","3,065","1,160",389,"2,396",865,789,669,
2020년09월_계_10~19세,"56,150","2,063",751,581,"2,368","1,009","1,728","3,673","3,024","2,585","1,423","2,533","2,200","8,336","1,188","8,425","4,886","1,498",611,"3,693","1,344","1,269",962,
2020년09월_계_20~29세,"80,224","2,996","2,375","1,303","4,340","2,432","2,522","5,142","4,762","4,153","2,585","6,797","2,789","4,222","1,852","9,293","5,447","3,562","1,293","5,129","2,948","2,554","1,728",
2020년09월_계_30~39세,"67,716","2,894","1,915",969,"3,861","1,807","2,293","3,432","3,381","2,556","2,156","3,674","3,165","4,698","1,341","11,587","4,201","2,890","1,130","3,937","2,303","1,994","1,532",
2020년09월_계_40~49세,"90,453","3,661","1,881","1,145","4,190","2,027","2,823","5,341","4,736","3,790","2,391","4,680","4,053","10,756","2,334","13,728","6,539","2,644","1,247","5,326","2,739","2,444","1,978",
2020년09월_계_50~59세,"104,461","4,282","2,629","1,535","5,264","2,961","3,366","6,701","6,505","5,284","3,589","6,462","3,973","5,925","3,115","11,946","7,387","3,861","2,315","7,404","3,869","3,473","2,615",
2020년09월_계_60~69세,"72,386","3,798","2,491","1,382","3,652","2,213","2,194","3,417","3,288","2,467","2,505","3,644","2,692","2,863","3,123","7,895","5,003","2,963","2,585","5,465","3,232","3,344","2,170",
2020년09월_계_70~79세,"34,068","2,041","1,514",888,"1,601",964,986,"1,490","1,370","1,042",883,"1,867","1,061","1,290","2,072","3,561","2,124","1,240","1,320","2,174","1,727","1,809","1,044",
2020년09월_계_80~89세,"14,507",793,611,400,535,383,356,608,580,490,334,855,395,541,935,"1,451","1,001",520,611,"1,053",728,841,486,
2020년09월_계_90~99세,"1,694",87,65,39,65,39,39,57,65,51,39,100,48,70,94,167,128,77,82,116,79,115,72,
2020년09월_계_100세 이상,87,8,6,5,2,2,3,2,2,0,0,2,4,8,6,17,5,3,1,0,3,8,0,
2020년09월_남_총인구수,"277,979","11,892","7,220","4,192","13,754","7,193","8,728","16,045","14,923","11,974","8,520","16,460","11,190","21,535","8,021","37,930","19,472","10,140","5,582","17,848","9,815","8,974","6,571",
2020년09월_남_연령구간인구수,"277,979","11,892","7,220","4,192","13,754","7,193","8,728","16,045","14,923","11,974","8,520","16,460","11,190","21,535","8,021","37,930","19,472","10,140","5,582","17,848","9,815","8,974","6,571",
2020년09월_남_0~9세,"21,126",852,317,215,"1,089",343,719,"1,089","1,005",705,472,771,"1,092","2,660",353,"4,652","1,558",605,197,"1,238",464,398,332,
2020년09월_남_10~19세,"29,145",983,385,299,"1,207",543,897,"1,967","1,611","1,314",747,"1,269","1,044","4,233",620,"4,425","2,688",804,337,"1,913",708,640,511,
2020년09월_남_20~29세,"42,807","1,532","1,110",660,"2,186","1,253","1,323","2,754","2,577","2,283","1,411","3,716","1,515","2,314","1,019","4,912","2,973","1,878",736,"2,781","1,537","1,363",974,
2020년09월_남_30~39세,"35,231","1,487",994,497,"2,009","1,032","1,190","1,791","1,827","1,369","1,211","2,142","1,627","2,064",727,"5,635","2,075","1,643",647,"2,043","1,269","1,102",850,
2020년09월_남_40~49세,"43,820","1,895","1,035",599,"2,054",990,"1,359","2,447","2,222","1,743","1,174","2,411","2,019","4,960","1,211","6,715","2,920","1,289",645,"2,445","1,422","1,235","1,030",
2020년09월_남_50~59세,"50,504","2,138","1,322",735,"2,496","1,391","1,603","3,363","3,164","2,629","1,690","3,275","1,927","3,211","1,554","5,657","3,471","1,757","1,045","3,389","1,831","1,602","1,254",
2020년09월_남_60~69세,"34,951","1,799","1,161",644,"1,749","1,081","1,072","1,708","1,703","1,296","1,287","1,816","1,296","1,325","1,435","3,774","2,448","1,428","1,200","2,684","1,505","1,535","1,005",
2020년09월_남_70~79세,"15,120",915,658,379,751,414,436,702,590,461,395,798,518,572,800,"1,617",961,557,594,976,801,771,454,
2020년09월_남_80~89세,"4,885",276,226,155,198,135,119,215,207,164,122,242,139,176,276,497,348,165,161,355,266,303,140,
2020년09월_남_90~99세,372,14,11,9,13,10,9,9,17,10,11,20,11,19,25,40,30,14,20,24,12,23,21,
2020년09월_남_100세 이상,18,1,1,0,2,1,1,0,0,0,0,0,2,1,1,6,0,0,0,0,0,2,0,
2020년09월_여_총인구수,"284,993","12,478","7,634","4,457","14,297","7,340","8,953","15,908","14,681","11,824","8,286","15,603","11,396","22,413","8,676","39,235","20,314","10,278","6,002","18,845","10,022","9,666","6,685",
2020년09월_여_연령구간인구수,"284,993","12,478","7,634","4,457","14,297","7,340","8,953","15,908","14,681","11,824","8,286","15,603","11,396","22,413","8,676","39,235","20,314","10,278","6,002","18,845","10,022","9,666","6,685",
2020년09월_여_0~9세,"20,100",895,299,187,"1,084",353,652,"1,001",886,675,429,678,"1,114","2,579",284,"4,443","1,507",555,192,"1,158",401,391,337,
2020년09월_여_10~19세,"27,005","1,080",366,282,"1,161",466,831,"1,706","1,413","1,271",676,"1,264","1,156","4,103",568,"4,000","2,198",694,274,"1,780",636,629,451,
2020년09월_여_20~29세,"37,417","1,464","1,265",643,"2,154","1,179","1,199","2,388","2,185","1,870","1,174","3,081","1,274","1,908",833,"4,381","2,474","1,684",557,"2,348","1,411","1,191",754,
2020년09월_여_30~39세,"32,485","1,407",921,472,"1,852",775,"1,103","1,641","1,554","1,187",945,"1,532","1,538","2,634",614,"5,952","2,126","1,247",483,"1,894","1,034",892,682,
2020년09월_여_40~49세,"46,633","1,766",846,546,"2,136","1,037","1,464","2,894","2,514","2,047","1,217","2,269","2,034","5,796","1,123","7,013","3,619","1,355",602,"2,881","1,317","1,209",948,
2020년09월_여_50~59세,"53,957","2,144","1,307",800,"2,768","1,570","1,763","3,338","3,341","2,655","1,899","3,187","2,046","2,714","1,561","6,289","3,916","2,104","1,270","4,015","2,038","1,871","1,361",
2020년09월_여_60~69세,"37,435","1,999","1,330",738,"1,903","1,132","1,122","1,709","1,585","1,171","1,218","1,828","1,396","1,538","1,688","4,121","2,555","1,535","1,385","2,781","1,727","1,809","1,165",
2020년09월_여_70~79세,"18,948","1,126",856,509,850,550,550,788,780,581,488,"1,069",543,718,"1,272","1,944","1,163",683,726,"1,198",926,"1,038",590,
2020년09월_여_80~89세,"9,622",517,385,245,337,248,237,393,373,326,212,613,256,365,659,954,653,355,450,698,462,538,346,
2020년09월_여_90~99세,"1,322",73,54,30,52,29,30,48,48,41,28,80,37,51,69,127,98,63,62,92,67,92,51,
2020년09월_여_100세 이상,69,7,5,5,0,1,2,2,2,0,0,2,2,7,5,11,5,3,1,0,3,6,0,
2020년10월_계_총인구수,"561,568","24,266","14,768","8,627","27,992","14,351","17,687","31,911","29,525","23,778","16,791","31,995","22,589","43,919","16,642","77,067","39,673","20,320","11,541","36,623","19,804","18,522","13,177",
2020년10월_계_연령구간인구수,"561,568","24,266","14,768","8,627","27,992","14,351","17,687","31,911","29,525","23,778","16,791","31,995","22,589","43,919","16,642","77,067","39,673","20,320","11,541","36,623","19,804","18,522","13,177",
2020년10월_계_0~9세,"40,841","1,720",603,398,"2,176",668,"1,355","2,089","1,877","1,355",891,"1,441","2,203","5,194",627,"9,012","3,042","1,160",388,"2,360",861,766,655,
2020년10월_계_10~19세,"55,843","2,045",737,570,"2,338","1,002","1,705","3,625","3,001","2,562","1,410","2,505","2,210","8,332","1,176","8,418","4,880","1,485",607,"3,680","1,343","1,243",969,
2020년10월_계_20~29세,"80,018","2,972","2,384","1,309","4,330","2,384","2,542","5,154","4,732","4,186","2,581","6,766","2,776","4,231","1,845","9,311","5,413","3,523","1,275","5,113","2,931","2,545","1,715",
2020년10월_계_30~39세,"67,353","2,885","1,897",948,"3,835","1,796","2,275","3,397","3,387","2,550","2,152","3,665","3,202","4,668","1,337","11,514","4,180","2,893","1,115","3,897","2,295","1,956","1,509",
2020년10월_계_40~49세,"90,099","3,628","1,846","1,149","4,180","2,011","2,817","5,328","4,672","3,778","2,389","4,658","4,065","10,760","2,306","13,697","6,511","2,634","1,245","5,299","2,733","2,431","1,962",
2020년10월_계_50~59세,"104,218","4,266","2,606","1,534","5,245","2,903","3,378","6,698","6,518","5,281","3,579","6,460","3,937","5,944","3,114","11,947","7,367","3,845","2,289","7,405","3,840","3,450","2,612",
2020년10월_계_60~69세,"72,657","3,811","2,497","1,390","3,672","2,203","2,218","3,452","3,306","2,476","2,523","3,651","2,678","2,882","3,122","7,953","5,010","2,949","2,594","5,507","3,259","3,352","2,152",
2020년10월_계_70~79세,"34,163","2,045","1,517",886,"1,605",961,990,"1,493","1,375","1,051",889,"1,878","1,068","1,290","2,071","3,567","2,125","1,230","1,334","2,193","1,731","1,812","1,052",
2020년10월_계_80~89세,"14,593",798,614,402,540,380,365,616,592,489,336,866,401,540,944,"1,465","1,013",522,610,"1,051",727,842,480,
2020년10월_계_90~99세,"1,695",87,61,36,69,41,39,57,63,50,41,103,45,70,94,166,128,75,83,118,81,117,71,
2020년10월_계_100세 이상,88,9,6,5,2,2,3,2,2,0,0,2,4,8,6,17,4,4,1,0,3,8,0,
2020년10월_남_총인구수,"277,231","11,819","7,169","4,181","13,710","7,097","8,741","16,037","14,890","11,979","8,518","16,407","11,191","21,529","7,983","37,884","19,417","10,095","5,566","17,794","9,794","8,908","6,522",
2020년10월_남_연령구간인구수,"277,231","11,819","7,169","4,181","13,710","7,097","8,741","16,037","14,890","11,979","8,518","16,407","11,191","21,529","7,983","37,884","19,417","10,095","5,566","17,794","9,794","8,908","6,522",
2020년10월_남_0~9세,"20,944",839,310,214,"1,091",324,708,"1,086",999,698,469,765,"1,091","2,636",348,"4,618","1,547",605,198,"1,221",461,385,331,
2020년10월_남_10~19세,"28,956",965,378,293,"1,198",538,888,"1,942","1,592","1,300",738,"1,254","1,058","4,231",610,"4,410","2,678",797,335,"1,901",709,628,513,
2020년10월_남_20~29세,"42,679","1,516","1,113",665,"2,173","1,228","1,333","2,770","2,567","2,302","1,414","3,677","1,505","2,329","1,016","4,931","2,957","1,855",726,"2,765","1,526","1,354",957,
2020년10월_남_30~39세,"35,055","1,486",980,482,"1,982","1,027","1,184","1,773","1,834","1,366","1,207","2,147","1,638","2,057",730,"5,597","2,067","1,644",638,"2,029","1,268","1,083",836,
2020년10월_남_40~49세,"43,634","1,871","1,019",600,"2,051",981,"1,360","2,433","2,196","1,744","1,175","2,391","2,022","4,955","1,193","6,715","2,902","1,282",653,"2,428","1,410","1,231","1,022",
2020년10월_남_50~59세,"50,394","2,132","1,308",731,"2,490","1,367","1,607","3,370","3,171","2,623","1,676","3,283","1,917","3,217","1,551","5,650","3,462","1,757","1,039","3,384","1,819","1,593","1,247",
2020년10월_남_60~69세,"35,074","1,797","1,170",654,"1,753","1,068","1,088","1,728","1,707","1,302","1,303","1,821","1,291","1,337","1,429","3,798","2,457","1,422","1,198","2,699","1,516","1,534","1,002",
2020년10월_남_70~79세,"15,181",924,656,379,755,418,440,705,597,469,400,800,515,571,798,"1,617",958,553,601,988,811,771,455,
2020년10월_남_80~89세,"4,923",274,225,154,201,133,123,222,210,165,124,249,143,177,282,502,358,166,158,354,263,303,137,
2020년10월_남_90~99세,373,14,9,9,14,12,9,8,17,10,12,20,9,18,25,40,31,14,20,25,11,24,22,
2020년10월_남_100세 이상,18,1,1,0,2,1,1,0,0,0,0,0,2,1,1,6,0,0,0,0,0,2,0,
2020년10월_여_총인구수,"284,337","12,447","7,599","4,446","14,282","7,254","8,946","15,874","14,635","11,799","8,273","15,588","11,398","22,390","8,659","39,183","20,256","10,225","5,975","18,829","10,010","9,614","6,655",
2020년10월_여_연령구간인구수,"284,337","12,447","7,599","4,446","14,282","7,254","8,946","15,874","14,635","11,799","8,273","15,588","11,398","22,390","8,659","39,183","20,256","10,225","5,975","18,829","10,010","9,614","6,655",
2020년10월_여_0~9세,"19,897",881,293,184,"1,085",344,647,"1,003",878,657,422,676,"1,112","2,558",279,"4,394","1,495",555,190,"1,139",400,381,324,
2020년10월_여_10~19세,"26,887","1,080",359,277,"1,140",464,817,"1,683","1,409","1,262",672,"1,251","1,152","4,101",566,"4,008","2,202",688,272,"1,779",634,615,456,
2020년10월_여_20~29세,"37,339","1,456","1,271",644,"2,157","1,156","1,209","2,384","2,165","1,884","1,167","3,089","1,271","1,902",829,"4,380","2,456","1,668",549,"2,348","1,405","1,191",758,
2020년10월_여_30~39세,"32,298","1,399",917,466,"1,853",769,"1,091","1,624","1,553","1,184",945,"1,518","1,564","2,611",607,"5,917","2,113","1,249",477,"1,868","1,027",873,673,
2020년10월_여_40~49세,"46,465","1,757",827,549,"2,129","1,030","1,457","2,895","2,476","2,034","1,214","2,267","2,043","5,805","1,113","6,982","3,609","1,352",592,"2,871","1,323","1,200",940,
2020년10월_여_50~59세,"53,824","2,134","1,298",803,"2,755","1,536","1,771","3,328","3,347","2,658","1,903","3,177","2,020","2,727","1,563","6,297","3,905","2,088","1,250","4,021","2,021","1,857","1,365",
2020년10월_여_60~69세,"37,583","2,014","1,327",736,"1,919","1,135","1,130","1,724","1,599","1,174","1,220","1,830","1,387","1,545","1,693","4,155","2,553","1,527","1,396","2,808","1,743","1,818","1,150",
2020년10월_여_70~79세,"18,982","1,121",861,507,850,543,550,788,778,582,489,"1,078",553,719,"1,273","1,950","1,167",677,733,"1,205",920,"1,041",597,
2020년10월_여_80~89세,"9,670",524,389,248,339,247,242,394,382,324,212,617,258,363,662,963,655,356,452,697,464,539,343,
2020년10월_여_90~99세,"1,322",73,52,27,55,29,30,49,46,40,29,83,36,52,69,126,97,61,63,93,70,93,49,
2020년10월_여_100세 이상,70,8,5,5,0,1,2,2,2,0,0,2,2,7,5,11,4,4,1,0,3,6,0,
2020년11월_계_총인구수,"560,354","24,197","14,767","8,609","27,895","14,171","17,628","31,849","29,546","23,733","16,800","32,029","22,394","43,933","16,554","76,957","39,554","20,285","11,519","36,519","19,808","18,505","13,102",
2020년11월_계_연령구간인구수,"560,354","24,197","14,767","8,609","27,895","14,171","17,628","31,849","29,546","23,733","16,800","32,029","22,394","43,933","16,554","76,957","39,554","20,285","11,519","36,519","19,808","18,505","13,102",
2020년11월_계_0~9세,"40,552","1,695",599,399,"2,146",657,"1,348","2,070","1,861","1,342",889,"1,445","2,212","5,171",626,"8,952","3,022","1,147",379,"2,327",863,762,640,
2020년11월_계_10~19세,"55,621","2,033",737,566,"2,325",980,"1,680","3,610","2,997","2,541","1,403","2,484","2,227","8,332","1,161","8,417","4,873","1,474",607,"3,647","1,328","1,241",958,
2020년11월_계_20~29세,"79,736","2,952","2,377","1,308","4,316","2,362","2,529","5,120","4,754","4,172","2,580","6,792","2,724","4,255","1,811","9,261","5,376","3,528","1,257","5,099","2,937","2,517","1,709",
2020년11월_계_30~39세,"66,967","2,866","1,897",955,"3,807","1,773","2,254","3,380","3,374","2,542","2,145","3,668","3,182","4,630","1,326","11,454","4,124","2,890","1,100","3,875","2,300","1,949","1,476",
2020년11월_계_40~49세,"89,849","3,606","1,840","1,148","4,164","1,991","2,809","5,295","4,651","3,769","2,398","4,609","4,065","10,787","2,300","13,692","6,482","2,638","1,250","5,265","2,718","2,416","1,956",
2020년11월_계_50~59세,"103,958","4,253","2,606","1,522","5,217","2,857","3,372","6,701","6,527","5,288","3,549","6,490","3,883","5,959","3,095","11,918","7,338","3,836","2,271","7,383","3,839","3,443","2,611",
2020년11월_계_60~69세,"73,012","3,834","2,513","1,394","3,697","2,188","2,225","3,495","3,343","2,480","2,562","3,681","2,611","2,889","3,119","8,042","5,059","2,937","2,611","5,542","3,268","3,379","2,143",
2020년11월_계_70~79세,"34,211","2,051","1,517",874,"1,597",945,"1,004","1,504","1,370","1,062",891,"1,880","1,050","1,285","2,069","3,579","2,132","1,235","1,343","2,209","1,732","1,822","1,060",
2020년11월_계_80~89세,"14,643",811,612,400,553,375,365,615,603,485,342,875,392,546,944,"1,451","1,011",524,617,"1,053",738,852,479,
2020년11월_계_90~99세,"1,714",86,63,38,71,41,39,57,64,51,41,103,43,71,98,174,132,72,83,119,82,116,70,
2020년11월_계_100세 이상,91,10,6,5,2,2,3,2,2,1,0,2,5,8,5,17,5,4,1,0,3,8,0,
2020년11월_남_총인구수,"276,555","11,782","7,158","4,182","13,636","7,004","8,709","16,007","14,898","11,953","8,515","16,441","11,109","21,524","7,938","37,846","19,327","10,074","5,539","17,747","9,779","8,890","6,497",
2020년11월_남_연령구간인구수,"276,555","11,782","7,158","4,182","13,636","7,004","8,709","16,007","14,898","11,953","8,515","16,441","11,109","21,524","7,938","37,846","19,327","10,074","5,539","17,747","9,779","8,890","6,497",
2020년11월_남_0~9세,"20,780",827,306,213,"1,074",322,702,"1,082",986,693,468,760,"1,102","2,621",344,"4,598","1,521",601,190,"1,206",456,382,326,
2020년11월_남_10~19세,"28,844",957,376,292,"1,200",525,872,"1,930","1,593","1,296",731,"1,246","1,068","4,229",600,"4,408","2,676",792,333,"1,885",702,625,508,
2020년11월_남_20~29세,"42,517","1,507","1,109",665,"2,148","1,213","1,329","2,742","2,581","2,289","1,415","3,703","1,470","2,332","1,008","4,907","2,936","1,856",718,"2,760","1,531","1,340",958,
2020년11월_남_30~39세,"34,853","1,468",986,484,"1,962","1,012","1,170","1,763","1,825","1,358","1,205","2,157","1,623","2,047",724,"5,586","2,044","1,634",626,"2,020","1,261","1,076",822,
2020년11월_남_40~49세,"43,494","1,861","1,007",605,"2,040",974,"1,357","2,424","2,187","1,742","1,184","2,368","2,032","4,948","1,185","6,699","2,893","1,285",651,"2,412","1,395","1,226","1,019",
2020년11월_남_50~59세,"50,277","2,128","1,310",727,"2,473","1,350","1,603","3,371","3,171","2,625","1,655","3,303","1,894","3,240","1,545","5,628","3,429","1,758","1,025","3,369","1,830","1,590","1,253",
2020년11월_남_60~69세,"35,234","1,814","1,176",657,"1,769","1,051","1,092","1,747","1,727","1,303","1,317","1,830","1,259","1,336","1,429","3,849","2,479","1,415","1,207","2,719","1,510","1,542","1,006",
2020년11월_남_70~79세,"15,204",926,656,374,750,413,450,714,594,473,402,801,509,568,795,"1,626",960,554,608,996,808,775,452,
2020년11월_남_80~89세,"4,963",281,222,154,204,131,124,224,217,164,127,253,142,184,282,495,360,165,162,356,274,308,134,
2020년11월_남_90~99세,370,12,9,11,14,12,9,10,17,10,11,20,7,18,25,44,29,14,19,24,12,24,19,
2020년11월_남_100세 이상,19,1,1,0,2,1,1,0,0,0,0,0,3,1,1,6,0,0,0,0,0,2,0,
2020년11월_여_총인구수,"283,799","12,415","7,609","4,427","14,259","7,167","8,919","15,842","14,648","11,780","8,285","15,588","11,285","22,409","8,616","39,111","20,227","10,211","5,980","18,772","10,029","9,615","6,605",
2020년11월_여_연령구간인구수,"283,799","12,415","7,609","4,427","14,259","7,167","8,919","15,842","14,648","11,780","8,285","15,588","11,285","22,409","8,616","39,111","20,227","10,211","5,980","18,772","10,029","9,615","6,605",
2020년11월_여_0~9세,"19,772",868,293,186,"1,072",335,646,988,875,649,421,685,"1,110","2,550",282,"4,354","1,501",546,189,"1,121",407,380,314,
2020년11월_여_10~19세,"26,777","1,076",361,274,"1,125",455,808,"1,680","1,404","1,245",672,"1,238","1,159","4,103",561,"4,009","2,197",682,274,"1,762",626,616,450,
2020년11월_여_20~29세,"37,219","1,445","1,268",643,"2,168","1,149","1,200","2,378","2,173","1,883","1,165","3,089","1,254","1,923",803,"4,354","2,440","1,672",539,"2,339","1,406","1,177",751,
2020년11월_여_30~39세,"32,114","1,398",911,471,"1,845",761,"1,084","1,617","1,549","1,184",940,"1,511","1,559","2,583",602,"5,868","2,080","1,256",474,"1,855","1,039",873,654,
2020년11월_여_40~49세,"46,355","1,745",833,543,"2,124","1,017","1,452","2,871","2,464","2,027","1,214","2,241","2,033","5,839","1,115","6,993","3,589","1,353",599,"2,853","1,323","1,190",937,
2020년11월_여_50~59세,"53,681","2,125","1,296",795,"2,744","1,507","1,769","3,330","3,356","2,663","1,894","3,187","1,989","2,719","1,550","6,290","3,909","2,078","1,246","4,014","2,009","1,853","1,358",
2020년11월_여_60~69세,"37,778","2,020","1,337",737,"1,928","1,137","1,133","1,748","1,616","1,177","1,245","1,851","1,352","1,553","1,690","4,193","2,580","1,522","1,404","2,823","1,758","1,837","1,137",
2020년11월_여_70~79세,"19,007","1,125",861,500,847,532,554,790,776,589,489,"1,079",541,717,"1,274","1,953","1,172",681,735,"1,213",924,"1,047",608,
2020년11월_여_80~89세,"9,680",530,390,246,349,244,241,391,386,321,215,622,250,362,662,956,651,359,455,697,464,544,345,
2020년11월_여_90~99세,"1,344",74,54,27,57,29,30,47,47,41,30,83,36,53,73,130,103,58,64,95,70,92,51,
2020년11월_여_100세 이상,72,9,5,5,0,1,2,2,2,1,0,2,2,7,4,11,5,4,1,0,3,6,0,
2020년12월_계_총인구수,"558,631","24,153","14,714","8,575","27,706","14,018","17,625","31,760","29,482","23,698","16,717","31,942","22,109","43,862","16,489","76,898","39,385","20,272","11,472","36,436","19,777","18,476","13,065",
2020년12월_계_연령구간인구수,"558,631","24,153","14,714","8,575","27,706","14,018","17,625","31,760","29,482","23,698","16,717","31,942","22,109","43,862","16,489","76,898","39,385","20,272","11,472","36,436","19,777","18,476","13,065",
2020년12월_계_0~9세,"40,273","1,681",595,389,"2,114",643,"1,348","2,069","1,837","1,337",878,"1,425","2,208","5,138",612,"8,935","3,000","1,135",371,"2,305",854,754,645,
2020년12월_계_10~19세,"55,240","2,025",730,568,"2,310",978,"1,666","3,567","2,972","2,519","1,384","2,442","2,198","8,311","1,155","8,384","4,843","1,470",600,"3,601","1,307","1,243",967,
2020년12월_계_20~29세,"79,273","2,945","2,371","1,293","4,274","2,343","2,517","5,074","4,735","4,151","2,564","6,783","2,648","4,248","1,787","9,207","5,340","3,540","1,241","5,099","2,929","2,497","1,687",
2020년12월_계_30~39세,"66,579","2,838","1,885",954,"3,767","1,742","2,267","3,376","3,353","2,544","2,128","3,663","3,166","4,599","1,308","11,418","4,092","2,856","1,085","3,857","2,285","1,927","1,469",
2020년12월_계_40~49세,"89,441","3,607","1,835","1,142","4,129","1,968","2,779","5,269","4,619","3,755","2,373","4,572","4,033","10,759","2,295","13,670","6,439","2,633","1,245","5,245","2,718","2,413","1,943",
2020년12월_계_50~59세,"103,664","4,246","2,582","1,525","5,194","2,820","3,378","6,683","6,538","5,281","3,526","6,459","3,799","5,972","3,089","11,940","7,308","3,844","2,259","7,352","3,833","3,442","2,594",
2020년12월_계_60~69세,"73,333","3,837","2,515","1,382","3,703","2,163","2,244","3,536","3,372","2,502","2,582","3,740","2,578","2,907","3,125","8,089","5,088","2,954","2,608","5,582","3,281","3,392","2,153",
2020년12월_계_70~79세,"34,305","2,061","1,515",876,"1,589",944,"1,017","1,512","1,382","1,071",894,"1,869","1,041","1,302","2,065","3,608","2,131","1,235","1,351","2,222","1,741","1,825","1,054",
2020년12월_계_80~89세,"14,706",817,619,404,553,375,364,617,606,487,347,885,389,546,952,"1,454","1,004",530,625,"1,048",744,857,483,
2020년12월_계_90~99세,"1,726",86,61,37,71,40,42,55,66,50,41,103,44,72,95,176,135,72,86,124,82,118,70,
