카테고리,대구광역시 북구,대구광역시 북구 고성동,대구광역시 북구 칠성동,대구광역시 북구 침산1동,대구광역시 북구 침산2동,대구광역시 북구 침산3동,대구광역시 북구 산격1동,대구광역시 북구 산격2동,대구광역시 북구 산격3동,대구광역시 북구 산격4동,대구광역시 북구 대현동,대구광역시 북구 복현1동,대구광역시 북구 복현2동,대구광역시 북구 검단동,대구광역시 북구 무태조야동,대구광역시 북구 관문동,대구광역시 북구 태전1동,대구광역시 북구 태전2동,대구광역시 북구 구암동,대구광역시 북구 관음동,대구광역시 북구 읍내동,대구광역시 북구 동천동,대구광역시 북구 노원동,대구광역시 북구 국우동
2021년05월_남_30~39세,"27,891",357,"1,826",282,"1,264","1,105",429,624,703,652,"1,167",646,"1,993",468,"2,455","3,138","1,448","1,473","1,710",901,"1,660","1,339",897,"1,354"
2021년05월_남_40~49세,"34,993",367,"2,006",267,"1,773","1,619",627,696,591,581,"1,379",466,"2,271",470,"3,541","3,348","1,538","1,898","3,038","1,216","1,695","2,515",896,"2,195"
2021년05월_남_50~59세,"38,669",404,"1,597",454,"1,381","1,693",956,"1,042",627,782,"1,456",596,"2,485",574,"3,362","2,867","2,039","2,226","3,607","1,717","2,582","2,818","1,220","2,184"
2021년05월_남_60~69세,"27,065",335,"1,276",489,890,"1,157",980,834,587,739,"1,275",494,"1,881",602,"2,056","2,126","1,576","1,601","1,782","1,356","1,879","1,050","1,125",975
2021년05월_남_70~79세,"12,306",218,682,204,438,634,509,403,314,434,738,209,711,298,958,843,676,701,677,517,701,420,580,441
2021년05월_남_80~89세,"4,428",57,309,50,194,235,218,121,118,155,304,77,253,110,261,208,279,243,246,190,278,209,153,160
2021년05월_남_90~99세,295,9,24,9,17,15,8,13,12,6,25,5,9,5,12,11,17,15,20,8,21,12,14,8
2021년05월_남_100세 이상,13,0,1,1,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,1,0,2,0
2021년05월_여_총인구수,"219,856","2,545","12,076","1,962","9,918","10,400","4,744","5,603","4,364","4,076","9,014","3,499","15,110","3,330","17,983","18,559","11,139","12,699","18,346","8,376","13,436","14,798","5,749","12,130"
2021년05월_여_연령구간인구수,"219,856","2,545","12,076","1,962","9,918","10,400","4,744","5,603","4,364","4,076","9,014","3,499","15,110","3,330","17,983","18,559","11,139","12,699","18,346","8,376","13,436","14,798","5,749","12,130"
2021년05월_여_0~9세,"16,066",186,"1,177",82,"1,058",816,116,291,129,135,577,77,"1,146",148,"1,648","2,149",638,764,"1,318",431,783,"1,073",307,"1,017"
2021년05월_여_10~19세,"20,400",184,"1,000",82,"1,125","1,097",199,424,218,203,555,174,"1,490",191,"1,886","1,545",805,"1,165","2,331",738,"1,111","2,097",309,"1,471"
2021년05월_여_20~29세,"28,395",268,"1,487",197,"1,020","1,090",409,725,"1,184",533,"1,137",969,"1,975",309,"1,985","1,784","1,841","1,747","2,470","1,066","1,976","1,911",602,"1,710"
2021년05월_여_30~39세,"25,180",327,"1,820",188,"1,433","1,172",306,514,441,387,923,394,"1,836",334,"2,312","3,080","1,177","1,237","1,717",697,"1,376","1,483",641,"1,385"
2021년05월_여_40~49세,"36,265",320,"2,035",210,"1,924","1,837",487,739,434,436,"1,230",359,"2,525",402,"3,392","3,092","1,559","2,038","3,587","1,237","2,009","3,288",708,"2,417"
2021년05월_여_50~59세,"39,218",370,"1,672",411,"1,412","1,765",903,"1,187",606,756,"1,456",598,"2,721",606,"2,992","3,054","2,125","2,470","3,645","1,782","2,829","2,722","1,090","2,046"
2021년05월_여_60~69세,"28,708",442,"1,381",431,"1,047","1,296","1,055",918,670,870,"1,474",518,"1,977",712,"2,124","2,223","1,623","1,842","1,727","1,350","1,831","1,060","1,142",995
2021년05월_여_70~79세,"16,172",288,907,220,583,845,834,512,434,494,"1,000",268,896,397,"1,095","1,071",843,953,960,625,907,716,672,652
2021년05월_여_80~89세,"8,233",136,505,121,279,423,390,258,220,224,564,128,449,203,465,476,462,415,523,408,548,418,238,380
2021년05월_여_90~99세,"1,165",23,91,19,32,55,43,34,27,38,87,14,92,27,83,80,65,66,67,40,63,29,34,56
2021년05월_여_100세 이상,54,1,1,1,5,4,2,1,1,0,11,0,3,1,1,5,1,2,1,2,3,1,6,1
2021년06월_계_총인구수,"437,333","4,908","23,371","4,167","19,160","20,168","9,340","10,963","9,095","8,541","18,107","7,671","30,052","6,593","36,707","36,994","22,357","24,887","36,124","16,883","26,698","28,764","11,862","23,921"
2021년06월_계_연령구간인구수,"437,333","4,908","23,371","4,167","19,160","20,168","9,340","10,963","9,095","8,541","18,107","7,671","30,052","6,593","36,707","36,994","22,357","24,887","36,124","16,883","26,698","28,764","11,862","23,921"
2021년06월_계_0~9세,"32,819",353,"2,312",171,"2,115","1,713",249,575,270,292,"1,119",171,"2,359",291,"3,451","4,443","1,315","1,575","2,596",878,"1,636","2,233",599,"2,103"
2021년06월_계_10~19세,"42,403",348,"2,016",197,"2,291","2,233",431,880,463,470,"1,142",343,"3,122",401,"3,899","3,173","1,719","2,430","4,881","1,550","2,411","4,318",607,"3,078"
2021년06월_계_20~29세,"61,716",556,"2,873",484,"2,114","2,356",980,"1,641","2,575","1,265","2,853","2,383","4,334",717,"4,236","3,830","3,888","3,669","5,353","2,394","4,243","4,141","1,332","3,499"
2021년06월_계_30~39세,"52,937",681,"3,630",462,"2,686","2,271",722,"1,140","1,137","1,038","2,075","1,050","3,881",783,"4,754","6,158","2,630","2,711","3,424","1,594","3,052","2,806","1,537","2,715"
2021년06월_계_40~49세,"71,111",685,"4,054",472,"3,694","3,454","1,090","1,422","1,036","1,003","2,600",823,"4,803",870,"6,931","6,460","3,083","3,939","6,582","2,445","3,686","5,790","1,581","4,608"
2021년06월_계_50~59세,"77,639",778,"3,277",853,"2,786","3,449","1,832","2,203","1,220","1,523","2,891","1,186","5,224","1,169","6,347","5,889","4,163","4,674","7,250","3,498","5,378","5,529","2,274","4,246"
2021년06월_계_60~69세,"56,071",785,"2,681",917,"1,940","2,470","2,037","1,759","1,266","1,606","2,746","1,012","3,901","1,318","4,206","4,351","3,214","3,472","3,536","2,724","3,761","2,142","2,247","1,980"
2021년06월_계_70~79세,"28,479",498,"1,596",418,"1,020","1,488","1,335",917,747,921,"1,716",477,"1,627",696,"2,061","1,907","1,524","1,664","1,632","1,151","1,607","1,141","1,249","1,087"
2021년06월_계_80~89세,"12,653",191,812,168,468,659,611,379,341,379,844,205,698,315,726,687,738,667,782,598,837,621,388,539
2021년06월_계_90~99세,"1,455",32,118,24,44,72,51,45,39,44,107,20,101,32,95,93,82,83,87,49,83,43,46,65
2021년06월_계_100세 이상,50,1,2,1,2,3,2,2,1,0,14,1,2,1,1,3,1,3,1,2,4,0,2,1
2021년06월_남_총인구수,"217,669","2,370","11,273","2,226","9,241","9,761","4,636","5,359","4,718","4,492","9,168","4,182","14,841","3,284","18,722","18,471","11,225","12,202","17,805","8,500","13,250","13,979","6,173","11,791"
2021년06월_남_연령구간인구수,"217,669","2,370","11,273","2,226","9,241","9,761","4,636","5,359","4,718","4,492","9,168","4,182","14,841","3,284","18,722","18,471","11,225","12,202","17,805","8,500","13,250","13,979","6,173","11,791"
2021년06월_남_0~9세,"16,797",167,"1,134",89,"1,066",895,131,282,142,157,548,95,"1,208",145,"1,810","2,297",683,818,"1,284",452,849,"1,164",295,"1,086"
2021년06월_남_10~19세,"22,036",163,"1,017",116,"1,169","1,141",231,458,235,266,587,179,"1,633",208,"2,019","1,620",914,"1,268","2,558",812,"1,299","2,233",300,"1,610"
2021년06월_남_20~29세,"33,321",292,"1,388",283,"1,084","1,265",575,911,"1,387",733,"1,723","1,407","2,334",411,"2,248","2,060","2,048","1,932","2,895","1,326","2,292","2,218",728,"1,781"
2021년06월_남_30~39세,"27,805",355,"1,812",276,"1,250","1,100",426,619,704,655,"1,159",651,"2,024",460,"2,442","3,103","1,452","1,475","1,703",895,"1,666","1,331",893,"1,354"
2021년06월_남_40~49세,"34,923",365,"2,020",266,"1,769","1,615",612,688,596,576,"1,372",471,"2,273",468,"3,532","3,358","1,531","1,905","3,019","1,220","1,677","2,513",886,"2,191"
2021년06월_남_50~59세,"38,561",406,"1,592",448,"1,379","1,689",947,"1,031",618,775,"1,452",591,"2,499",570,"3,361","2,850","2,045","2,214","3,614","1,710","2,565","2,808","1,212","2,185"
2021년06월_남_60~69세,"27,215",340,"1,295",489,888,"1,169",980,833,593,735,"1,274",493,"1,890",609,"2,077","2,124","1,581","1,622","1,792","1,368","1,898","1,071","1,114",980
2021년06월_남_70~79세,"12,289",214,683,200,432,636,506,402,313,432,731,211,717,297,956,838,676,703,674,523,704,421,579,441
2021년06월_남_80~89세,"4,427",59,308,51,189,235,220,122,118,157,294,77,254,111,264,210,280,250,246,187,279,208,154,154
2021년06월_남_90~99세,287,9,23,8,15,16,8,13,12,6,23,6,9,5,13,11,15,15,20,7,20,12,12,9
2021년06월_남_100세 이상,8,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0
2021년06월_여_총인구수,"219,664","2,538","12,098","1,941","9,919","10,407","4,704","5,604","4,377","4,049","8,939","3,489","15,211","3,309","17,985","18,523","11,132","12,685","18,319","8,383","13,448","14,785","5,689","12,130"
2021년06월_여_연령구간인구수,"219,664","2,538","12,098","1,941","9,919","10,407","4,704","5,604","4,377","4,049","8,939","3,489","15,211","3,309","17,985","18,523","11,132","12,685","18,319","8,383","13,448","14,785","5,689","12,130"
2021년06월_여_0~9세,"16,022",186,"1,178",82,"1,049",818,118,293,128,135,571,76,"1,151",146,"1,641","2,146",632,757,"1,312",426,787,"1,069",304,"1,017"
2021년06월_여_10~19세,"20,367",185,999,81,"1,122","1,092",200,422,228,204,555,164,"1,489",193,"1,880","1,553",805,"1,162","2,323",738,"1,112","2,085",307,"1,468"
2021년06월_여_20~29세,"28,395",264,"1,485",201,"1,030","1,091",405,730,"1,188",532,"1,130",976,"2,000",306,"1,988","1,770","1,840","1,737","2,458","1,068","1,951","1,923",604,"1,718"
2021년06월_여_30~39세,"25,132",326,"1,818",186,"1,436","1,171",296,521,433,383,916,399,"1,857",323,"2,312","3,055","1,178","1,236","1,721",699,"1,386","1,475",644,"1,361"
2021년06월_여_40~49세,"36,188",320,"2,034",206,"1,925","1,839",478,734,440,427,"1,228",352,"2,530",402,"3,399","3,102","1,552","2,034","3,563","1,225","2,009","3,277",695,"2,417"
2021년06월_여_50~59세,"39,078",372,"1,685",405,"1,407","1,760",885,"1,172",602,748,"1,439",595,"2,725",599,"2,986","3,039","2,118","2,460","3,636","1,788","2,813","2,721","1,062","2,061"
2021년06월_여_60~69세,"28,856",445,"1,386",428,"1,052","1,301","1,057",926,673,871,"1,472",519,"2,011",709,"2,129","2,227","1,633","1,850","1,744","1,356","1,863","1,071","1,133","1,000"
2021년06월_여_70~79세,"16,190",284,913,218,588,852,829,515,434,489,985,266,910,399,"1,105","1,069",848,961,958,628,903,720,670,646
2021년06월_여_80~89세,"8,226",132,504,117,279,424,391,257,223,222,550,128,444,204,462,477,458,417,536,411,558,413,234,385
2021년06월_여_90~99세,"1,168",23,95,16,29,56,43,32,27,38,84,14,92,27,82,82,67,68,67,42,63,31,34,56
2021년06월_여_100세 이상,42,1,1,1,2,3,2,2,1,0,9,0,2,1,1,3,1,3,1,2,3,0,2,1
2021년07월_계_총인구수,"437,083","4,911","23,329","4,159","19,148","20,132","9,341","10,975","9,072","8,514","18,083","7,653","30,104","6,566","36,736","37,042","22,400","24,817","36,054","16,846","26,714","28,768","11,822","23,897"
2021년07월_계_연령구간인구수,"437,083","4,911","23,329","4,159","19,148","20,132","9,341","10,975","9,072","8,514","18,083","7,653","30,104","6,566","36,736","37,042","22,400","24,817","36,054","16,846","26,714","28,768","11,822","23,897"
2021년07월_계_0~9세,"32,656",353,"2,303",166,"2,114","1,706",246,576,270,292,"1,107",162,"2,354",293,"3,453","4,428","1,318","1,547","2,569",873,"1,624","2,224",598,"2,080"
2021년07월_계_10~19세,"42,252",344,"2,013",196,"2,294","2,215",430,871,452,466,"1,136",343,"3,121",392,"3,898","3,199","1,713","2,425","4,851","1,536","2,393","4,302",594,"3,068"
2021년07월_계_20~29세,"61,610",564,"2,857",475,"2,093","2,361",978,"1,645","2,554","1,266","2,862","2,374","4,343",707,"4,235","3,823","3,893","3,635","5,364","2,364","4,245","4,141","1,315","3,516"
2021년07월_계_30~39세,"52,822",680,"3,604",466,"2,681","2,264",729,"1,140","1,138","1,039","2,048","1,049","3,898",777,"4,738","6,140","2,635","2,706","3,394","1,607","3,058","2,808","1,531","2,692"
2021년07월_계_40~49세,"70,923",680,"4,060",465,"3,703","3,430","1,087","1,422","1,038",990,"2,596",817,"4,812",871,"6,915","6,473","3,090","3,924","6,550","2,428","3,658","5,770","1,574","4,570"
2021년07월_계_50~59세,"77,620",776,"3,260",851,"2,786","3,436","1,820","2,194","1,218","1,509","2,896","1,191","5,214","1,156","6,376","5,884","4,166","4,649","7,254","3,501","5,396","5,545","2,267","4,275"
2021년07월_계_60~69세,"56,412",783,"2,695",923,"1,950","2,492","2,047","1,785","1,263","1,616","2,753","1,010","3,936","1,327","4,206","4,395","3,228","3,501","3,558","2,731","3,807","2,152","2,255","1,999"
2021년07월_계_70~79세,"28,541",502,"1,592",422,"1,010","1,493","1,334",916,755,916,"1,722",478,"1,622",695,"2,085","1,909","1,533","1,667","1,643","1,150","1,605","1,153","1,251","1,088"
2021년07월_계_80~89세,"12,731",195,827,169,470,659,615,379,343,373,846,207,703,313,734,695,738,676,783,604,842,629,389,542
2021년07월_계_90~99세,"1,463",33,116,24,45,73,53,45,40,46,103,21,99,34,95,93,85,84,87,49,82,44,46,66
2021년07월_계_100세 이상,53,1,2,2,2,3,2,2,1,1,14,1,2,1,1,3,1,3,1,3,4,0,2,1
2021년07월_남_총인구수,"217,540","2,380","11,240","2,221","9,232","9,737","4,635","5,373","4,705","4,472","9,144","4,170","14,880","3,270","18,733","18,475","11,252","12,185","17,765","8,502","13,255","13,986","6,147","11,781"
2021년07월_남_연령구간인구수,"217,540","2,380","11,240","2,221","9,232","9,737","4,635","5,373","4,705","4,472","9,144","4,170","14,880","3,270","18,733","18,475","11,252","12,185","17,765","8,502","13,255","13,986","6,147","11,781"
2021년07월_남_0~9세,"16,711",168,"1,133",86,"1,060",893,129,283,141,156,546,89,"1,200",145,"1,820","2,289",686,804,"1,269",448,843,"1,155",294,"1,074"
2021년07월_남_10~19세,"21,963",163,"1,016",116,"1,171","1,130",231,453,230,264,579,179,"1,631",203,"2,017","1,632",914,"1,275","2,542",807,"1,288","2,218",295,"1,609"
2021년07월_남_20~29세,"33,268",301,"1,379",277,"1,075","1,263",569,917,"1,369",733,"1,722","1,395","2,346",407,"2,244","2,046","2,045","1,919","2,909","1,316","2,298","2,230",721,"1,787"
2021년07월_남_30~39세,"27,778",356,"1,790",281,"1,249","1,099",432,617,713,654,"1,145",653,"2,038",457,"2,432","3,089","1,464","1,478","1,691",906,"1,663","1,333",889,"1,349"
2021년07월_남_40~49세,"34,826",363,"2,024",261,"1,775","1,603",613,693,597,570,"1,369",472,"2,280",470,"3,522","3,359","1,537","1,894","3,001","1,208","1,658","2,505",884,"2,168"
2021년07월_남_50~59세,"38,568",404,"1,582",444,"1,372","1,678",947,"1,020",621,766,"1,453",592,"2,497",564,"3,379","2,850","2,045","2,206","3,613","1,731","2,585","2,814","1,205","2,200"
2021년07월_남_60~69세,"27,348",338,"1,301",494,900,"1,178",977,853,588,739,"1,276",492,"1,904",613,"2,072","2,146","1,585","1,638","1,796","1,364","1,914","1,084","1,112",984
2021년07월_남_70~79세,"12,315",217,678,204,428,639,506,401,315,426,732,212,718,295,966,836,681,700,679,523,705,425,582,447
2021년07월_남_80~89세,"4,460",60,314,50,187,237,222,123,118,158,294,79,256,111,268,217,280,255,246,192,279,210,152,152
2021년07월_남_90~99세,295,10,22,8,15,17,9,13,13,6,23,6,10,5,13,11,15,16,19,7,21,12,13,11
2021년07월_남_100세 이상,8,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0
2021년07월_여_총인구수,"219,543","2,531","12,089","1,938","9,916","10,395","4,706","5,602","4,367","4,042","8,939","3,483","15,224","3,296","18,003","18,567","11,148","12,632","18,289","8,344","13,459","14,782","5,675","12,116"
2021년07월_여_연령구간인구수,"219,543","2,531","12,089","1,938","9,916","10,395","4,706","5,602","4,367","4,042","8,939","3,483","15,224","3,296","18,003","18,567","11,148","12,632","18,289","8,344","13,459","14,782","5,675","12,116"
2021년07월_여_0~9세,"15,945",185,"1,170",80,"1,054",813,117,293,129,136,561,73,"1,154",148,"1,633","2,139",632,743,"1,300",425,781,"1,069",304,"1,006"
2021년07월_여_10~19세,"20,289",181,997,80,"1,123","1,085",199,418,222,202,557,164,"1,490",189,"1,881","1,567",799,"1,150","2,309",729,"1,105","2,084",299,"1,459"
2021년07월_여_20~29세,"28,342",263,"1,478",198,"1,018","1,098",409,728,"1,185",533,"1,140",979,"1,997",300,"1,991","1,777","1,848","1,716","2,455","1,048","1,947","1,911",594,"1,729"
2021년07월_여_30~39세,"25,044",324,"1,814",185,"1,432","1,165",297,523,425,385,903,396,"1,860",320,"2,306","3,051","1,171","1,228","1,703",701,"1,395","1,475",642,"1,343"
2021년07월_여_40~49세,"36,097",317,"2,036",204,"1,928","1,827",474,729,441,420,"1,227",345,"2,532",401,"3,393","3,114","1,553","2,030","3,549","1,220","2,000","3,265",690,"2,402"
2021년07월_여_50~59세,"39,052",372,"1,678",407,"1,414","1,758",873,"1,174",597,743,"1,443",599,"2,717",592,"2,997","3,034","2,121","2,443","3,641","1,770","2,811","2,731","1,062","2,075"
2021년07월_여_60~69세,"29,064",445,"1,394",429,"1,050","1,314","1,070",932,675,877,"1,477",518,"2,032",714,"2,134","2,249","1,643","1,863","1,762","1,367","1,893","1,068","1,143","1,015"
2021년07월_여_70~79세,"16,226",285,914,218,582,854,828,515,440,490,990,266,904,400,"1,119","1,073",852,967,964,627,900,728,669,641
2021년07월_여_80~89세,"8,271",135,513,119,283,422,393,256,225,215,552,128,447,202,466,478,458,421,537,412,563,419,237,390
2021년07월_여_90~99세,"1,168",23,94,16,30,56,44,32,27,40,80,15,89,29,82,82,70,68,68,42,61,32,33,55
2021년07월_여_100세 이상,45,1,1,2,2,3,2,2,1,1,9,0,2,1,1,3,1,3,1,3,3,0,2,1
2021년08월_계_총인구수,"436,827","4,903","23,338","4,158","19,122","20,141","9,320","10,957","9,039","8,491","18,063","7,656","30,108","6,548","36,719","37,058","22,368","24,834","36,010","16,824","26,740","28,768","11,803","23,859"
2021년08월_계_연령구간인구수,"436,827","4,903","23,338","4,158","19,122","20,141","9,320","10,957","9,039","8,491","18,063","7,656","30,108","6,548","36,719","37,058","22,368","24,834","36,010","16,824","26,740","28,768","11,803","23,859"
2021년08월_계_0~9세,"32,463",354,"2,291",164,"2,104","1,709",247,574,267,288,"1,102",164,"2,341",287,"3,430","4,417","1,311","1,530","2,544",859,"1,623","2,209",594,"2,054"
2021년08월_계_10~19세,"42,109",342,"2,013",201,"2,287","2,211",420,866,445,461,"1,134",337,"3,108",392,"3,898","3,211","1,686","2,414","4,847","1,521","2,390","4,281",588,"3,056"
2021년08월_계_20~29세,"61,516",569,"2,862",472,"2,087","2,364",977,"1,631","2,536","1,267","2,868","2,367","4,348",700,"4,215","3,795","3,916","3,635","5,347","2,363","4,228","4,138","1,311","3,520"
2021년08월_계_30~39세,"52,673",677,"3,599",467,"2,658","2,252",730,"1,146","1,133","1,023","2,031","1,054","3,894",777,"4,718","6,111","2,618","2,702","3,382","1,598","3,083","2,823","1,516","2,681"
2021년08월_계_40~49세,"70,718",676,"4,054",467,"3,694","3,433","1,073","1,414","1,034",999,"2,611",818,"4,807",863,"6,896","6,504","3,072","3,908","6,520","2,402","3,640","5,717","1,571","4,545"
2021년08월_계_50~59세,"77,667",770,"3,261",843,"2,793","3,438","1,820","2,179","1,206","1,493","2,872","1,196","5,233","1,142","6,405","5,903","4,157","4,656","7,266","3,514","5,389","5,578","2,257","4,296"
2021년08월_계_60~69세,"56,701",780,"2,703",925,"1,964","2,498","2,042","1,804","1,266","1,627","2,749","1,011","3,954","1,329","4,222","4,412","3,243","3,531","3,582","2,752","3,843","2,183","2,268","2,013"
2021년08월_계_70~79세,"28,667",501,"1,608",425,"1,018","1,500","1,338",917,762,909,"1,725",476,"1,620",700,"2,099","1,912","1,549","1,686","1,651","1,151","1,612","1,161","1,257","1,090"
2021년08월_계_80~89세,"12,784",200,826,168,469,661,619,379,348,376,849,211,701,323,739,696,731,685,783,613,844,633,391,539
2021년08월_계_90~99세,"1,477",33,119,24,46,72,52,46,41,47,108,21,100,34,96,94,84,84,87,48,84,45,48,64
2021년08월_계_100세 이상,52,1,2,2,2,3,2,1,1,1,14,1,2,1,1,3,1,3,1,3,4,0,2,1
2021년08월_남_총인구수,"217,339","2,371","11,232","2,217","9,217","9,718","4,631","5,361","4,693","4,462","9,123","4,171","14,882","3,261","18,711","18,465","11,230","12,206","17,752","8,490","13,261","13,994","6,135","11,756"
2021년08월_남_연령구간인구수,"217,339","2,371","11,232","2,217","9,217","9,718","4,631","5,361","4,693","4,462","9,123","4,171","14,882","3,261","18,711","18,465","11,230","12,206","17,752","8,490","13,261","13,994","6,135","11,756"
2021년08월_남_0~9세,"16,585",169,"1,131",84,"1,050",887,132,278,139,155,542,90,"1,189",140,"1,808","2,277",687,803,"1,258",436,837,"1,143",291,"1,059"
2021년08월_남_10~19세,"21,900",161,"1,014",117,"1,167","1,126",229,452,228,261,575,176,"1,629",203,"2,006","1,637",893,"1,279","2,534",804,"1,290","2,219",296,"1,604"
2021년08월_남_20~29세,"33,192",304,"1,378",272,"1,075","1,261",568,909,"1,366",732,"1,721","1,385","2,347",406,"2,238","2,038","2,053","1,917","2,904","1,321","2,281","2,221",717,"1,778"
2021년08월_남_30~39세,"27,715",351,"1,785",281,"1,244","1,086",430,623,708,649,"1,132",657,"2,029",456,"2,437","3,068","1,464","1,478","1,690",896,"1,677","1,345",887,"1,342"
2021년08월_남_40~49세,"34,720",362,"2,012",265,"1,764","1,606",607,680,597,576,"1,376",476,"2,284",466,"3,503","3,363","1,525","1,885","2,988","1,202","1,658","2,485",879,"2,161"
2021년08월_남_50~59세,"38,542",400,"1,579",442,"1,372","1,675",949,"1,014",614,758,"1,443",596,"2,509",558,"3,385","2,864","2,034","2,205","3,617","1,731","2,571","2,827","1,192","2,207"
2021년08월_남_60~69세,"27,526",338,"1,307",493,909,"1,180",976,867,590,744,"1,278",493,"1,909",618,"2,081","2,155","1,591","1,657","1,812","1,377","1,935","1,100","1,121",995
2021년08월_남_70~79세,"12,375",215,687,206,435,641,509,403,319,422,728,212,720,296,969,833,688,709,680,523,709,434,588,449
2021년08월_남_80~89세,"4,478",61,314,49,186,239,222,122,119,159,298,79,256,113,272,220,280,257,250,193,280,207,152,150
2021년08월_남_90~99세,298,10,24,8,15,17,9,13,13,6,25,6,10,5,12,10,15,16,19,7,22,13,12,11
2021년08월_남_100세 이상,8,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0
2021년08월_여_총인구수,"219,488","2,532","12,106","1,941","9,905","10,423","4,689","5,596","4,346","4,029","8,940","3,485","15,226","3,287","18,008","18,593","11,138","12,628","18,258","8,334","13,479","14,774","5,668","12,103"
2021년08월_여_연령구간인구수,"219,488","2,532","12,106","1,941","9,905","10,423","4,689","5,596","4,346","4,029","8,940","3,485","15,226","3,287","18,008","18,593","11,138","12,628","18,258","8,334","13,479","14,774","5,668","12,103"
2021년08월_여_0~9세,"15,878",185,"1,160",80,"1,054",822,115,296,128,133,560,74,"1,152",147,"1,622","2,140",624,727,"1,286",423,786,"1,066",303,995
2021년08월_여_10~19세,"20,209",181,999,84,"1,120","1,085",191,414,217,200,559,161,"1,479",189,"1,892","1,574",793,"1,135","2,313",717,"1,100","2,062",292,"1,452"
2021년08월_여_20~29세,"28,324",265,"1,484",200,"1,012","1,103",409,722,"1,170",535,"1,147",982,"2,001",294,"1,977","1,757","1,863","1,718","2,443","1,042","1,947","1,917",594,"1,742"
2021년08월_여_30~39세,"24,958",326,"1,814",186,"1,414","1,166",300,523,425,374,899,397,"1,865",321,"2,281","3,043","1,154","1,224","1,692",702,"1,406","1,478",629,"1,339"
2021년08월_여_40~49세,"35,998",314,"2,042",202,"1,930","1,827",466,734,437,423,"1,235",342,"2,523",397,"3,393","3,141","1,547","2,023","3,532","1,200","1,982","3,232",692,"2,384"
2021년08월_여_50~59세,"39,125",370,"1,682",401,"1,421","1,763",871,"1,165",592,735,"1,429",600,"2,724",584,"3,020","3,039","2,123","2,451","3,649","1,783","2,818","2,751","1,065","2,089"
2021년08월_여_60~69세,"29,175",442,"1,396",432,"1,055","1,318","1,066",937,676,883,"1,471",518,"2,045",711,"2,141","2,257","1,652","1,874","1,770","1,375","1,908","1,083","1,147","1,018"
2021년08월_여_70~79세,"16,292",286,921,219,583,859,829,514,443,487,997,264,900,404,"1,130","1,079",861,977,971,628,903,727,669,641
2021년08월_여_80~89세,"8,306",139,512,119,283,422,397,257,229,217,551,132,445,210,467,476,451,428,533,420,564,426,239,389
2021년08월_여_90~99세,"1,179",23,95,16,31,55,43,33,28,41,83,15,90,29,84,84,69,68,68,41,62,32,36,53
2021년08월_여_100세 이상,44,1,1,2,2,3,2,1,1,1,9,0,2,1,1,3,1,3,1,3,3,0,2,1
2021년09월_계_총인구수,"437,146","4,920","23,357","4,152","19,118","20,102","9,280","10,959","9,126","8,528","18,074","7,715","30,130","6,532","36,726","37,037","22,385","24,820","35,949","16,805","27,094","28,690","11,774","23,873"
2021년09월_계_연령구간인구수,"437,146","4,920","23,357","4,152","19,118","20,102","9,280","10,959","9,126","8,528","18,074","7,715","30,130","6,532","36,726","37,037","22,385","24,820","35,949","16,805","27,094","28,690","11,774","23,873"
2021년09월_계_0~9세,"32,320",357,"2,280",165,"2,099","1,690",241,575,264,290,"1,092",166,"2,333",279,"3,430","4,384","1,290","1,523","2,512",847,"1,669","2,188",597,"2,049"
2021년09월_계_10~19세,"42,097",346,"2,020",202,"2,294","2,203",418,859,459,462,"1,133",347,"3,101",393,"3,876","3,239","1,697","2,394","4,835","1,507","2,419","4,256",585,"3,052"
2021년09월_계_20~29세,"61,585",564,"2,853",462,"2,068","2,367",963,"1,632","2,585","1,280","2,893","2,411","4,367",701,"4,201","3,785","3,932","3,654","5,311","2,354","4,266","4,123","1,303","3,510"
2021년09월_계_30~39세,"52,667",686,"3,600",461,"2,645","2,228",727,"1,157","1,140","1,034","2,030","1,062","3,887",766,"4,708","6,079","2,610","2,703","3,362","1,601","3,173","2,802","1,513","2,693"
2021년09월_계_40~49세,"70,526",682,"4,067",467,"3,700","3,408","1,059","1,401","1,037",989,"2,607",813,"4,785",862,"6,878","6,516","3,059","3,872","6,492","2,380","3,686","5,690","1,548","4,528"
2021년09월_계_50~59세,"77,879",773,"3,271",844,"2,803","3,455","1,807","2,183","1,215","1,502","2,868","1,203","5,245","1,140","6,439","5,898","4,164","4,669","7,303","3,520","5,444","5,580","2,248","4,305"
2021년09월_계_60~69세,"56,936",776,"2,711",922,"1,967","2,510","2,058","1,811","1,269","1,631","2,748","1,005","3,973","1,322","4,259","4,422","3,249","3,532","3,608","2,763","3,875","2,213","2,282","2,030"
2021년09월_계_70~79세,"28,719",498,"1,603",430,"1,022","1,498","1,338",917,764,907,"1,730",477,"1,618",704,"2,096","1,920","1,559","1,695","1,662","1,157","1,623","1,155","1,248","1,098"
2021년09월_계_80~89세,"12,867",202,833,173,472,668,617,378,350,384,851,210,715,332,743,697,734,690,778,620,845,637,401,537
