카테고리,충청남도,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 서북구,충청남도 공주시,충청남도 보령시,충청남도 아산시,충청남도 서산시,충청남도 논산시,충청남도 계룡시,충청남도 당진시,충청남도 금산군,충청남도 부여군,충청남도 서천군,충청남도 청양군,충청남도 홍성군,충청남도 예산군,충청남도 태안군
2020년11월_남_50~59세,"179,977","53,027","22,482","30,545","9,560","9,179","24,930","15,150","10,405","3,503","14,560","5,046","5,707","4,640","2,896","8,315","7,314","5,745"
2020년11월_남_60~69세,"138,420","31,879","15,621","16,258","9,122","8,340","15,728","10,924","10,001","2,151","10,615","4,936","6,465","4,962","3,115","7,175","7,245","5,762"
2020년11월_남_70~79세,"77,499","13,566","7,088","6,478","5,264","4,999","8,007","6,467","5,780",904,"6,199","3,098","4,242","3,571","2,049","4,463","4,748","4,142"
2020년11월_남_80~89세,"34,995","5,176","2,796","2,380","2,485","2,237","3,400","2,842","2,769",354,"2,830","1,427","2,224","1,894","1,180","2,222","2,363","1,592"
2020년11월_남_90~99세,"3,354",507,280,227,272,198,288,237,303,39,283,129,246,190,128,223,186,125
2020년11월_남_100세 이상,204,46,23,23,13,13,31,7,20,0,14,9,7,10,5,19,5,5
2020년11월_여_총인구수,"1,038,296","322,721","127,417","195,304","52,342","49,435","151,618","84,166","58,462","21,498","78,005","25,496","33,014","26,260","15,192","50,225","38,944","30,918"
2020년11월_여_연령구간인구수,"1,038,296","322,721","127,417","195,304","52,342","49,435","151,618","84,166","58,462","21,498","78,005","25,496","33,014","26,260","15,192","50,225","38,944","30,918"
2020년11월_여_0~9세,"84,543","30,461","9,939","20,522","2,800","3,066","16,108","7,507","3,544","1,917","7,637","1,270","1,383","1,154",625,"3,733","1,755","1,583"
2020년11월_여_10~19세,"97,603","33,031","12,645","20,386","3,979","4,015","16,710","8,098","4,782","3,006","7,453","2,058","2,202","1,690",966,"4,704","2,757","2,152"
2020년11월_여_20~29세,"108,710","45,746","16,615","29,131","5,055","3,919","16,151","7,864","5,030","2,164","6,668","1,691","2,288","1,623","1,100","4,337","2,994","2,080"
2020년11월_여_30~39세,"124,312","49,583","15,861","33,722","4,434","4,361","22,524","9,885","5,097","2,319","9,844","1,795","2,023","1,530",883,"5,046","2,720","2,268"
2020년11월_여_40~49세,"153,221","54,212","20,864","33,348","6,301","6,296","25,628","12,953","7,244","4,336","11,643","2,805","3,282","2,639","1,292","6,917","4,312","3,361"
2020년11월_여_50~59세,"160,671","50,211","21,510","28,701","8,992","8,058","21,222","13,207","9,347","3,446","11,425","4,082","5,209","3,904","2,394","7,615","6,397","5,162"
2020년11월_여_60~69세,"138,936","31,252","15,399","15,853","9,139","8,651","15,870","10,945","9,932","2,297","10,196","4,811","6,520","5,227","2,989","7,447","7,429","6,231"
2020년11월_여_70~79세,"93,887","16,535","8,421","8,114","6,215","6,255","10,028","7,422","7,272","1,127","7,102","3,751","5,233","4,476","2,487","5,598","5,716","4,670"
2020년11월_여_80~89세,"64,741","9,855","5,182","4,673","4,626","4,035","6,276","5,268","5,264",736,"5,126","2,783","4,083","3,343","2,123","4,134","4,188","2,901"
2020년11월_여_90~99세,"10,960","1,705",915,790,752,728,"1,020",967,880,140,855,429,743,640,319,652,641,489
2020년11월_여_100세 이상,712,130,66,64,49,51,81,50,70,10,56,21,48,34,14,42,35,21
2020년12월_계_총인구수,"2,121,029","658,808","258,009","400,799","104,545","100,229","316,129","175,591","116,675","42,822","166,249","51,413","65,354","51,866","30,948","100,102","78,084","62,214"
2020년12월_계_연령구간인구수,"2,121,029","658,808","258,009","400,799","104,545","100,229","316,129","175,591","116,675","42,822","166,249","51,413","65,354","51,866","30,948","100,102","78,084","62,214"
2020년12월_계_0~9세,"172,628","62,156","20,449","41,707","5,773","6,137","32,946","15,446","7,232","3,863","15,561","2,565","2,924","2,306","1,269","7,716","3,631","3,103"
2020년12월_계_10~19세,"202,548","68,397","26,228","42,169","8,159","8,295","34,460","17,252","9,806","6,300","15,687","4,289","4,674","3,487","2,056","9,606","5,656","4,424"
2020년12월_계_20~29세,"243,200","96,587","35,375","61,212","11,276","9,528","36,591","19,277","11,387","4,903","16,075","4,020","5,425","3,877","2,657","9,730","6,830","5,037"
2020년12월_계_30~39세,"268,598","105,456","33,239","72,217","9,489","9,461","48,420","22,123","10,764","4,611","22,827","3,765","4,402","3,465","2,087","10,481","6,130","5,117"
2020년12월_계_40~49세,"327,791","111,902","42,852","69,050","13,316","13,945","56,301","27,814","15,403","8,393","26,670","6,216","7,204","5,844","3,120","14,480","9,523","7,660"
2020년12월_계_50~59세,"340,183","103,038","43,830","59,208","18,445","17,212","46,289","28,370","19,703","6,927","25,934","9,087","10,858","8,503","5,312","15,925","13,677","10,903"
2020년12월_계_60~69세,"279,372","63,642","31,198","32,444","18,424","17,087","31,885","22,029","20,007","4,499","21,007","9,838","13,037","10,232","6,159","14,759","14,743","12,024"
2020년12월_계_70~79세,"171,439","30,117","15,533","14,584","11,478","11,279","18,089","13,886","13,047","2,046","13,306","6,845","9,457","8,037","4,514","10,058","10,451","8,829"
2020년12월_계_80~89세,"99,965","15,120","8,016","7,104","7,086","6,289","9,708","8,126","8,050","1,095","7,965","4,202","6,330","5,240","3,304","6,405","6,567","4,478"
2020년12월_계_90~99세,"14,384","2,218","1,202","1,016","1,037",931,"1,326","1,211","1,183",175,"1,147",555,989,831,451,881,836,613
2020년12월_계_100세 이상,921,175,87,88,62,65,114,57,93,10,70,31,54,44,19,61,40,26
2020년12월_남_총인구수,"1,082,634","336,221","130,719","205,502","52,297","50,807","164,115","91,399","58,316","21,343","88,206","25,928","32,374","25,614","15,691","49,796","39,156","31,371"
2020년12월_남_연령구간인구수,"1,082,634","336,221","130,719","205,502","52,297","50,807","164,115","91,399","58,316","21,343","88,206","25,928","32,374","25,614","15,691","49,796","39,156","31,371"
2020년12월_남_0~9세,"88,428","31,784","10,536","21,248","3,000","3,085","16,919","7,934","3,709","1,952","7,950","1,305","1,553","1,158",648,"4,012","1,891","1,528"
2020년12월_남_10~19세,"105,190","35,432","13,601","21,831","4,220","4,306","17,723","9,155","5,059","3,317","8,246","2,239","2,470","1,807","1,093","4,917","2,906","2,300"
2020년12월_남_20~29세,"134,208","50,760","18,740","32,020","6,231","5,598","20,331","11,408","6,377","2,731","9,376","2,309","3,136","2,247","1,539","5,354","3,841","2,970"
2020년12월_남_30~39세,"144,598","56,037","17,451","38,586","5,063","5,121","25,895","12,265","5,705","2,300","13,000","1,977","2,384","1,939","1,198","5,448","3,401","2,865"
2020년12월_남_40~49세,"174,709","57,791","22,071","35,720","7,039","7,650","30,589","14,892","8,161","4,078","15,023","3,442","3,928","3,205","1,818","7,554","5,229","4,310"
2020년12월_남_50~59세,"179,676","52,930","22,381","30,549","9,500","9,169","24,979","15,147","10,383","3,483","14,526","5,017","5,679","4,609","2,899","8,318","7,298","5,739"
2020년12월_남_60~69세,"139,575","32,145","15,720","16,425","9,201","8,408","15,903","11,017","10,052","2,179","10,733","4,990","6,503","4,985","3,145","7,240","7,288","5,786"
2020년12월_남_70~79세,"77,607","13,580","7,096","6,484","5,264","5,019","8,042","6,481","5,786",910,"6,221","3,088","4,236","3,562","2,043","4,474","4,740","4,161"
2020년12월_남_80~89세,"35,055","5,206","2,813","2,393","2,493","2,237","3,410","2,852","2,759",354,"2,829","1,423","2,231","1,900","1,176","2,235","2,367","1,583"
2020년12월_남_90~99세,"3,384",510,288,222,273,201,294,241,304,39,288,129,247,192,127,225,190,124
2020년12월_남_100세 이상,204,46,22,24,13,13,30,7,21,0,14,9,7,10,5,19,5,5
2020년12월_여_총인구수,"1,038,395","322,587","127,290","195,297","52,248","49,422","152,014","84,192","58,359","21,479","78,043","25,485","32,980","26,252","15,257","50,306","38,928","30,843"
2020년12월_여_연령구간인구수,"1,038,395","322,587","127,290","195,297","52,248","49,422","152,014","84,192","58,359","21,479","78,043","25,485","32,980","26,252","15,257","50,306","38,928","30,843"
2020년12월_여_0~9세,"84,200","30,372","9,913","20,459","2,773","3,052","16,027","7,512","3,523","1,911","7,611","1,260","1,371","1,148",621,"3,704","1,740","1,575"
2020년12월_여_10~19세,"97,358","32,965","12,627","20,338","3,939","3,989","16,737","8,097","4,747","2,983","7,441","2,050","2,204","1,680",963,"4,689","2,750","2,124"
2020년12월_여_20~29세,"108,992","45,827","16,635","29,192","5,045","3,930","16,260","7,869","5,010","2,172","6,699","1,711","2,289","1,630","1,118","4,376","2,989","2,067"
2020년12월_여_30~39세,"124,000","49,419","15,788","33,631","4,426","4,340","22,525","9,858","5,059","2,311","9,827","1,788","2,018","1,526",889,"5,033","2,729","2,252"
2020년12월_여_40~49세,"153,082","54,111","20,781","33,330","6,277","6,295","25,712","12,922","7,242","4,315","11,647","2,774","3,276","2,639","1,302","6,926","4,294","3,350"
2020년12월_여_50~59세,"160,507","50,108","21,449","28,659","8,945","8,043","21,310","13,223","9,320","3,444","11,408","4,070","5,179","3,894","2,413","7,607","6,379","5,164"
2020년12월_여_60~69세,"139,797","31,497","15,478","16,019","9,223","8,679","15,982","11,012","9,955","2,320","10,274","4,848","6,534","5,247","3,014","7,519","7,455","6,238"
2020년12월_여_70~79세,"93,832","16,537","8,437","8,100","6,214","6,260","10,047","7,405","7,261","1,136","7,085","3,757","5,221","4,475","2,471","5,584","5,711","4,668"
2020년12월_여_80~89세,"64,910","9,914","5,203","4,711","4,593","4,052","6,298","5,274","5,291",741,"5,136","2,779","4,099","3,340","2,128","4,170","4,200","2,895"
2020년12월_여_90~99세,"11,000","1,708",914,794,764,730,"1,032",970,879,136,859,426,742,639,324,656,646,489
2020년12월_여_100세 이상,717,129,65,64,49,52,84,50,72,10,56,22,47,34,14,42,35,21
2021년01월_계_총인구수,"2,119,837","658,488","257,683","400,805","104,442","99,964","316,740","175,543","116,587","42,809","166,189","51,262","65,202","51,742","30,840","99,850","78,129","62,050"
2021년01월_계_연령구간인구수,"2,119,837","658,488","257,683","400,805","104,442","99,964","316,740","175,543","116,587","42,809","166,189","51,262","65,202","51,742","30,840","99,850","78,129","62,050"
2021년01월_계_0~9세,"171,364","61,720","20,228","41,492","5,724","6,065","32,721","15,336","7,211","3,878","15,408","2,528","2,909","2,286","1,259","7,646","3,599","3,074"
2021년01월_계_10~19세,"202,234","68,276","26,197","42,079","8,154","8,259","34,533","17,204","9,766","6,278","15,670","4,269","4,659","3,464","2,018","9,539","5,756","4,389"
2021년01월_계_20~29세,"242,407","96,358","35,285","61,073","11,199","9,484","36,609","19,245","11,348","4,902","16,035","4,002","5,367","3,857","2,617","9,625","6,787","4,972"
2021년01월_계_30~39세,"267,444","105,033","33,025","72,008","9,446","9,359","48,290","22,036","10,744","4,626","22,713","3,696","4,363","3,434","2,087","10,435","6,114","5,068"
2021년01월_계_40~49세,"327,795","111,889","42,756","69,133","13,313","13,897","56,660","27,794","15,333","8,333","26,712","6,200","7,166","5,802","3,100","14,439","9,518","7,639"
2021년01월_계_50~59세,"339,367","102,956","43,670","59,286","18,337","17,075","46,333","28,381","19,619","6,919","25,951","9,027","10,774","8,461","5,257","15,862","13,582","10,833"
2021년01월_계_60~69세,"281,740","64,432","31,588","32,844","18,553","17,240","32,251","22,183","20,127","4,525","21,168","9,890","13,136","10,267","6,199","14,848","14,850","12,071"
2021년01월_계_70~79세,"171,750","30,244","15,588","14,656","11,494","11,284","18,121","13,928","13,070","2,052","13,304","6,848","9,437","8,029","4,521","10,093","10,455","8,870"
2021년01월_계_80~89세,"100,324","15,174","8,052","7,122","7,119","6,300","9,779","8,152","8,081","1,108","8,000","4,211","6,346","5,267","3,310","6,409","6,581","4,487"
2021년01월_계_90~99세,"14,487","2,231","1,210","1,021","1,040",935,"1,328","1,227","1,195",178,"1,157",560,991,831,453,892,848,621
2021년01월_계_100세 이상,925,175,84,91,63,66,115,57,93,10,71,31,54,44,19,62,39,26
2021년01월_남_총인구수,"1,082,095","336,108","130,546","205,562","52,273","50,657","164,424","91,399","58,277","21,332","88,211","25,821","32,285","25,548","15,632","49,659","39,195","31,274"
2021년01월_남_연령구간인구수,"1,082,095","336,108","130,546","205,562","52,273","50,657","164,424","91,399","58,277","21,332","88,211","25,821","32,285","25,548","15,632","49,659","39,195","31,274"
2021년01월_남_0~9세,"87,762","31,562","10,420","21,142","2,971","3,049","16,792","7,856","3,685","1,968","7,873","1,296","1,550","1,150",643,"3,979","1,872","1,516"
2021년01월_남_10~19세,"104,987","35,337","13,576","21,761","4,212","4,287","17,771","9,135","5,049","3,306","8,232","2,218","2,465","1,794","1,067","4,873","2,964","2,277"
2021년01월_남_20~29세,"133,789","50,661","18,697","31,964","6,204","5,568","20,330","11,410","6,356","2,729","9,340","2,290","3,097","2,235","1,518","5,290","3,816","2,945"
2021년01월_남_30~39세,"144,053","55,832","17,367","38,465","5,061","5,065","25,835","12,222","5,696","2,305","12,975","1,943","2,358","1,922","1,197","5,429","3,392","2,821"
2021년01월_남_40~49세,"174,740","57,836","22,015","35,821","7,025","7,616","30,764","14,889","8,120","4,051","15,048","3,420","3,918","3,175","1,816","7,541","5,224","4,297"
2021년01월_남_50~59세,"179,320","52,896","22,322","30,574","9,446","9,110","25,044","15,154","10,324","3,472","14,550","4,977","5,636","4,587","2,864","8,296","7,270","5,694"
2021년01월_남_60~69세,"140,779","32,531","15,871","16,660","9,291","8,458","16,062","11,108","10,144","2,190","10,821","5,031","6,545","5,008","3,159","7,277","7,339","5,815"
2021년01월_남_70~79세,"77,850","13,665","7,148","6,517","5,272","5,048","8,051","6,502","5,810",913,"6,223","3,091","4,232","3,573","2,053","4,484","4,739","4,194"
2021년01월_남_80~89세,"35,204","5,236","2,823","2,413","2,506","2,241","3,448","2,870","2,760",358,"2,847","1,415","2,231","1,901","1,183","2,243","2,382","1,583"
2021년01월_남_90~99세,"3,404",504,284,220,271,202,297,246,312,40,288,131,246,193,127,228,192,127
2021년01월_남_100세 이상,207,48,23,25,14,13,30,7,21,0,14,9,7,10,5,19,5,5
2021년01월_여_총인구수,"1,037,742","322,380","127,137","195,243","52,169","49,307","152,316","84,144","58,310","21,477","77,978","25,441","32,917","26,194","15,208","50,191","38,934","30,776"
2021년01월_여_연령구간인구수,"1,037,742","322,380","127,137","195,243","52,169","49,307","152,316","84,144","58,310","21,477","77,978","25,441","32,917","26,194","15,208","50,191","38,934","30,776"
2021년01월_여_0~9세,"83,602","30,158","9,808","20,350","2,753","3,016","15,929","7,480","3,526","1,910","7,535","1,232","1,359","1,136",616,"3,667","1,727","1,558"
2021년01월_여_10~19세,"97,247","32,939","12,621","20,318","3,942","3,972","16,762","8,069","4,717","2,972","7,438","2,051","2,194","1,670",951,"4,666","2,792","2,112"
2021년01월_여_20~29세,"108,618","45,697","16,588","29,109","4,995","3,916","16,279","7,835","4,992","2,173","6,695","1,712","2,270","1,622","1,099","4,335","2,971","2,027"
2021년01월_여_30~39세,"123,391","49,201","15,658","33,543","4,385","4,294","22,455","9,814","5,048","2,321","9,738","1,753","2,005","1,512",890,"5,006","2,722","2,247"
2021년01월_여_40~49세,"153,055","54,053","20,741","33,312","6,288","6,281","25,896","12,905","7,213","4,282","11,664","2,780","3,248","2,627","1,284","6,898","4,294","3,342"
2021년01월_여_50~59세,"160,047","50,060","21,348","28,712","8,891","7,965","21,289","13,227","9,295","3,447","11,401","4,050","5,138","3,874","2,393","7,566","6,312","5,139"
2021년01월_여_60~69세,"140,961","31,901","15,717","16,184","9,262","8,782","16,189","11,075","9,983","2,335","10,347","4,859","6,591","5,259","3,040","7,571","7,511","6,256"
2021년01월_여_70~79세,"93,900","16,579","8,440","8,139","6,222","6,236","10,070","7,426","7,260","1,139","7,081","3,757","5,205","4,456","2,468","5,609","5,716","4,676"
2021년01월_여_80~89세,"65,120","9,938","5,229","4,709","4,613","4,059","6,331","5,282","5,321",750,"5,153","2,796","4,115","3,366","2,127","4,166","4,199","2,904"
2021년01월_여_90~99세,"11,083","1,727",926,801,769,733,"1,031",981,883,138,869,429,745,638,326,664,656,494
2021년01월_여_100세 이상,718,127,61,66,49,53,85,50,72,10,57,22,47,34,14,43,34,21
2021년02월_계_총인구수,"2,119,542","658,295","257,397","400,898","104,319","99,673","317,626","175,623","116,315","43,128","166,218","51,227","65,039","51,657","30,750","99,753","78,048","61,871"
2021년02월_계_연령구간인구수,"2,119,542","658,295","257,397","400,898","104,319","99,673","317,626","175,623","116,315","43,128","166,218","51,227","65,039","51,657","30,750","99,753","78,048","61,871"
2021년02월_계_0~9세,"170,553","61,482","20,099","41,383","5,681","5,996","32,544","15,317","7,140","3,901","15,309","2,517","2,892","2,282","1,248","7,637","3,584","3,023"
2021년02월_계_10~19세,"201,869","68,162","26,113","42,049","8,100","8,215","34,606","17,186","9,742","6,309","15,659","4,254","4,627","3,438","2,005","9,523","5,690","4,353"
2021년02월_계_20~29세,"241,076","95,877","35,100","60,777","11,091","9,408","36,755","19,085","11,215","4,911","15,972","3,972","5,281","3,816","2,569","9,502","6,743","4,879"
2021년02월_계_30~39세,"266,151","104,608","32,850","71,758","9,406","9,232","48,186","21,971","10,639","4,671","22,565","3,649","4,322","3,388","2,070","10,367","6,085","4,992"
2021년02월_계_40~49세,"328,338","112,168","42,764","69,404","13,261","13,883","56,927","27,843","15,296","8,413","26,793","6,191","7,146","5,786","3,087","14,445","9,464","7,635"
2021년02월_계_50~59세,"339,335","102,951","43,604","59,347","18,320","17,008","46,557","28,428","19,555","6,958","25,990","8,976","10,710","8,465","5,234","15,830","13,560","10,793"
2021년02월_계_60~69세,"284,032","65,060","31,883","33,177","18,678","17,304","32,616","22,328","20,252","4,580","21,366","9,997","13,234","10,282","6,229","14,964","14,971","12,171"
2021년02월_계_70~79세,"171,696","30,289","15,598","14,691","11,514","11,286","18,115","13,974","13,029","2,075","13,284","6,837","9,384","8,031","4,511","10,086","10,425","8,856"
2021년02월_계_80~89세,"100,919","15,278","8,080","7,198","7,156","6,317","9,854","8,197","8,140","1,121","8,040","4,239","6,391","5,283","3,325","6,438","6,630","4,510"
2021년02월_계_90~99세,"14,637","2,241","1,219","1,022","1,049",958,"1,348","1,237","1,213",180,"1,168",566,996,842,453,898,856,632
2021년02월_계_100세 이상,936,179,87,92,63,66,118,57,94,9,72,29,56,44,19,63,40,27
2021년02월_남_총인구수,"1,082,026","336,095","130,449","205,646","52,177","50,499","164,838","91,471","58,131","21,495","88,241","25,815","32,214","25,507","15,572","49,639","39,184","31,148"
2021년02월_남_연령구간인구수,"1,082,026","336,095","130,449","205,646","52,177","50,499","164,838","91,471","58,131","21,495","88,241","25,815","32,214","25,507","15,572","49,639","39,184","31,148"
2021년02월_남_0~9세,"87,340","31,448","10,349","21,099","2,945","3,018","16,696","7,845","3,645","1,977","7,817","1,283","1,543","1,144",636,"3,988","1,862","1,493"
2021년02월_남_10~19세,"104,821","35,271","13,563","21,708","4,194","4,267","17,797","9,139","5,040","3,325","8,228","2,217","2,454","1,774","1,059","4,878","2,936","2,242"
2021년02월_남_20~29세,"133,001","50,412","18,618","31,794","6,120","5,526","20,404","11,313","6,276","2,732","9,287","2,276","3,043","2,213","1,489","5,233","3,805","2,872"
2021년02월_남_30~39세,"143,426","55,647","17,269","38,378","5,056","5,014","25,758","12,205","5,641","2,329","12,901","1,922","2,340","1,902","1,181","5,370","3,376","2,784"
2021년02월_남_40~49세,"175,060","58,055","22,038","36,017","6,997","7,592","30,905","14,899","8,098","4,096","15,104","3,411","3,898","3,165","1,802","7,553","5,198","4,287"
2021년02월_남_50~59세,"179,285","52,831","22,261","30,570","9,423","9,058","25,150","15,203","10,299","3,489","14,586","4,951","5,614","4,594","2,859","8,287","7,264","5,677"
2021년02월_남_60~69세,"142,045","32,887","16,036","16,851","9,344","8,493","16,255","11,191","10,204","2,215","10,925","5,095","6,610","5,023","3,183","7,335","7,414","5,871"
2021년02월_남_70~79세,"77,956","13,708","7,162","6,546","5,294","5,056","8,061","6,532","5,812",930,"6,219","3,104","4,202","3,577","2,047","4,489","4,726","4,199"
2021년02월_남_80~89세,"35,430","5,283","2,844","2,439","2,516","2,253","3,478","2,890","2,780",360,"2,867","1,415","2,253","1,904","1,186","2,257","2,400","1,588"
2021년02월_남_90~99세,"3,453",504,286,218,274,209,302,247,315,42,293,133,250,201,125,230,198,130
2021년02월_남_100세 이상,209,49,23,26,14,13,32,7,21,0,14,8,7,10,5,19,5,5
2021년02월_여_총인구수,"1,037,516","322,200","126,948","195,252","52,142","49,174","152,788","84,152","58,184","21,633","77,977","25,412","32,825","26,150","15,178","50,114","38,864","30,723"
2021년02월_여_연령구간인구수,"1,037,516","322,200","126,948","195,252","52,142","49,174","152,788","84,152","58,184","21,633","77,977","25,412","32,825","26,150","15,178","50,114","38,864","30,723"
2021년02월_여_0~9세,"83,213","30,034","9,750","20,284","2,736","2,978","15,848","7,472","3,495","1,924","7,492","1,234","1,349","1,138",612,"3,649","1,722","1,530"
2021년02월_여_10~19세,"97,048","32,891","12,550","20,341","3,906","3,948","16,809","8,047","4,702","2,984","7,431","2,037","2,173","1,664",946,"4,645","2,754","2,111"
2021년02월_여_20~29세,"108,075","45,465","16,482","28,983","4,971","3,882","16,351","7,772","4,939","2,179","6,685","1,696","2,238","1,603","1,080","4,269","2,938","2,007"
2021년02월_여_30~39세,"122,725","48,961","15,581","33,380","4,350","4,218","22,428","9,766","4,998","2,342","9,664","1,727","1,982","1,486",889,"4,997","2,709","2,208"
2021년02월_여_40~49세,"153,278","54,113","20,726","33,387","6,264","6,291","26,022","12,944","7,198","4,317","11,689","2,780","3,248","2,621","1,285","6,892","4,266","3,348"
2021년02월_여_50~59세,"160,050","50,120","21,343","28,777","8,897","7,950","21,407","13,225","9,256","3,469","11,404","4,025","5,096","3,871","2,375","7,543","6,296","5,116"
2021년02월_여_60~69세,"141,987","32,173","15,847","16,326","9,334","8,811","16,361","11,137","10,048","2,365","10,441","4,902","6,624","5,259","3,046","7,629","7,557","6,300"
2021년02월_여_70~79세,"93,740","16,581","8,436","8,145","6,220","6,230","10,054","7,442","7,217","1,145","7,065","3,733","5,182","4,454","2,464","5,597","5,699","4,657"
2021년02월_여_80~89세,"65,489","9,995","5,236","4,759","4,640","4,064","6,376","5,307","5,360",761,"5,173","2,824","4,138","3,379","2,139","4,181","4,230","2,922"
2021년02월_여_90~99세,"11,184","1,737",933,804,775,749,"1,046",990,898,138,875,433,746,641,328,668,658,502
2021년02월_여_100세 이상,727,130,64,66,49,53,86,50,73,9,58,21,49,34,14,44,35,22
2021년03월_계_총인구수,"2,115,823","657,549","256,931","400,618","103,839","99,234","317,933","175,650","115,573","43,182","166,186","50,953","64,626","51,361","30,625","99,756","77,585","61,771"
2021년03월_계_연령구간인구수,"2,115,823","657,549","256,931","400,618","103,839","99,234","317,933","175,650","115,573","43,182","166,186","50,953","64,626","51,361","30,625","99,756","77,585","61,771"
2021년03월_계_0~9세,"169,781","61,228","19,976","41,252","5,651","5,959","32,393","15,244","7,113","3,917","15,263","2,492","2,863","2,258","1,241","7,614","3,554","2,991"
2021년03월_계_10~19세,"201,595","68,021","26,018","42,003","8,103","8,156","34,704","17,148","9,687","6,294","15,652","4,269","4,584","3,423","1,999","9,546","5,660","4,349"
2021년03월_계_20~29세,"240,801","95,866","35,040","60,826","11,030","9,374","36,899","19,071","11,157","4,918","15,985","3,925","5,269","3,769","2,548","9,459","6,702","4,829"
2021년03월_계_30~39세,"265,022","104,158","32,715","71,443","9,347","9,179","48,118","21,925","10,543","4,690","22,484","3,605","4,277","3,361","2,050","10,343","6,015","4,927"
2021년03월_계_40~49세,"327,135","111,897","42,560","69,337","13,157","13,741","56,977","27,847","15,117","8,385","26,741","6,121","7,038","5,687","3,049","14,410","9,368","7,600"
2021년03월_계_50~59세,"337,907","102,621","43,376","59,245","18,163","16,866","46,564","28,371","19,360","6,999","26,009","8,864","10,597","8,376","5,192","15,800","13,401","10,724"
2021년03월_계_60~69세,"286,395","65,907","32,312","33,595","18,747","17,400","32,962","22,573","20,306","4,591","21,558","10,074","13,251","10,333","6,260","15,114","15,047","12,272"
2021년03월_계_70~79세,"171,028","30,234","15,582","14,652","11,415","11,233","18,063","13,946","12,938","2,083","13,220","6,790","9,351","7,997","4,494","10,082","10,319","8,863"
2021년03월_계_80~89세,"101,096","15,290","8,089","7,201","7,139","6,330","9,871","8,254","8,128","1,121","8,054","4,247","6,380","5,286","3,335","6,466","6,642","4,553"
2021년03월_계_90~99세,"14,544","2,232","1,208","1,024","1,049",953,"1,329","1,234","1,176",181,"1,170",557,983,847,450,891,849,643
2021년03월_계_100세 이상,519,95,55,40,38,43,53,37,48,3,50,9,33,24,7,31,28,20
2021년03월_남_총인구수,"1,080,841","335,763","130,221","205,542","51,972","50,329","165,144","91,548","57,835","21,516","88,279","25,692","32,077","25,385","15,544","49,649","39,006","31,102"
2021년03월_남_연령구간인구수,"1,080,841","335,763","130,221","205,542","51,972","50,329","165,144","91,548","57,835","21,516","88,279","25,692","32,077","25,385","15,544","49,649","39,006","31,102"
2021년03월_남_0~9세,"86,924","31,332","10,284","21,048","2,929","3,001","16,612","7,809","3,632","1,986","7,770","1,271","1,525","1,133",634,"3,973","1,835","1,482"
2021년03월_남_10~19세,"104,686","35,219","13,542","21,677","4,191","4,242","17,849","9,104","5,014","3,305","8,232","2,218","2,429","1,763","1,054","4,890","2,936","2,240"
2021년03월_남_20~29세,"132,916","50,399","18,574","31,825","6,061","5,508","20,541","11,332","6,241","2,742","9,296","2,258","3,035","2,186","1,486","5,207","3,785","2,839"
2021년03월_남_30~39세,"142,787","55,371","17,195","38,176","5,027","4,988","25,707","12,173","5,603","2,336","12,865","1,907","2,326","1,889","1,164","5,361","3,340","2,730"
2021년03월_남_40~49세,"174,570","57,988","21,976","36,012","6,951","7,522","30,979","14,922","8,019","4,076","15,075","3,357","3,835","3,103","1,787","7,530","5,150","4,276"
2021년03월_남_50~59세,"178,806","52,659","22,097","30,562","9,364","9,000","25,185","15,192","10,240","3,517","14,631","4,909","5,582","4,569","2,846","8,276","7,189","5,647"
2021년03월_남_60~69세,"143,402","33,307","16,248","17,059","9,394","8,545","16,457","11,320","10,246","2,227","11,042","5,136","6,637","5,049","3,206","7,422","7,487","5,927"
2021년03월_남_70~79세,"77,776","13,699","7,163","6,536","5,253","5,045","8,038","6,536","5,782",927,"6,191","3,098","4,201","3,582","2,048","4,492","4,672","4,212"
2021년03월_남_80~89세,"35,483","5,275","2,845","2,430","2,521","2,265","3,470","2,908","2,755",360,"2,875","1,411","2,258","1,906","1,191","2,269","2,405","1,614"
2021년03월_남_90~99세,"3,403",492,283,209,273,206,298,249,293,40,294,126,246,203,126,224,203,130
2021년03월_남_100세 이상,88,22,14,8,8,7,8,3,10,0,8,1,3,2,2,5,4,5
2021년03월_여_총인구수,"1,034,982","321,786","126,710","195,076","51,867","48,905","152,789","84,102","57,738","21,666","77,907","25,261","32,549","25,976","15,081","50,107","38,579","30,669"
2021년03월_여_연령구간인구수,"1,034,982","321,786","126,710","195,076","51,867","48,905","152,789","84,102","57,738","21,666","77,907","25,261","32,549","25,976","15,081","50,107","38,579","30,669"
2021년03월_여_0~9세,"82,857","29,896","9,692","20,204","2,722","2,958","15,781","7,435","3,481","1,931","7,493","1,221","1,338","1,125",607,"3,641","1,719","1,509"
2021년03월_여_10~19세,"96,909","32,802","12,476","20,326","3,912","3,914","16,855","8,044","4,673","2,989","7,420","2,051","2,155","1,660",945,"4,656","2,724","2,109"
2021년03월_여_20~29세,"107,885","45,467","16,466","29,001","4,969","3,866","16,358","7,739","4,916","2,176","6,689","1,667","2,234","1,583","1,062","4,252","2,917","1,990"
